"RJC1","Output10","TCU2","IMT3","GDJ4","USF5","FIW6","KYD7","DRF8","CRZ9"
32.483,"Class1",50,82.64,77.336,58.766,60.658,74.59,29.292,"H"
51.622,"Class3",81,52.855,67.252,69.216,68.597,20.244,47.812,"K"
33.498,"Class4",76,19.957,19.172,72.74,68.888,59.285,93.131,"T"
10.718,"Class2",40,49.793,31.179,54.547,77.235,27.497,61.111,"K"
30.501,"Class4",93,5.038,19.354,74.835,50.038,62.182,93.364,"T"
15.552,"Class1",48,53.966,76.983,20.479,57.228,71.829,26.503,NA
62.493,"Class3",78,26.121,74.642,70.16,46.288,16.462,60.762,"J"
66.203,"Class3",72,52.05,88.198,84.252,72.08,33.777,73.754,"J"
61.238,"Class4",83,11.255,19.335,56.198,57.305,76.142,89.977,"R"
38.71,"Class4",96,8.823,18.363,55.345,28.261,43.033,87.052,"T"
42.676,"Class4",66,29.425,19.22,59.448,49.256,71.437,94.052,"G"
17.925,"Class2",45,NA,31.206,50.306,65.377,25.272,52.648,"E"
19.422,"Class2",32,56.056,32.009,61.475,77.999,27.469,58.417,"R"
35.868,"Class3",93,37.708,80.004,87.324,99.521,23.478,72.874,"A"
60.512,"Class3",77,44.19,73.397,47.391,47.313,34.311,47.683,"K"
47.778,"Class4",83,30.517,19.751,78.368,63.82,66.085,88.834,"F"
26.529,"Class1",51,50.387,73.198,52.68,59.822,53.642,29.357,"O"
11.367,"Class4",83,22.005,18.866,69.102,80.725,50.775,91.277,"C"
21.126,"Class2",25,77.85,31.68,30.956,83.305,26.339,49.211,"O"
36.417,"Class4",86,19.101,18.722,64.287,55.577,74.159,97.218,"F"
40.419,"Class3",79,17.785,92.052,57.927,84.143,35.826,57.333,"K"
20.834,"Class2",55,80.852,31.386,57.748,69.1,26.453,55.905,NA
44.387,"Class4",63,7.55,18.422,58.681,45.405,55.925,98.282,"G"
47.392,"Class3",68,60.334,62.227,74.622,74.396,21.411,47.792,"K"
26.328,"Class2",62,72.548,31.306,41.127,80.865,27.966,51.102,"O"
49.802,"Class1",56,37.009,85.355,57.17,61.178,53.511,37.697,"O"
62.108,"Class1",51,39.111,89.051,43.005,49.103,72.556,22.46,"O"
22.04,"Class4",76,5.088,18.665,53.785,62.281,79.328,94.458,"G"
29.534,"Class2",55,58.057,31.774,39.892,78.258,25.291,55.69,"R"
44.287,"Class3",94,34.334,95.503,86.77,62.906,29.773,77.549,NA
35.231,"Class4",73,30.267,18.333,62.279,59.272,73.125,91.594,NA
65.801,"Class4",54,18.221,19.535,51.535,39.782,43.552,95.594,"F"
21.356,"Class2",54,69.42,32.079,42.307,82.476,25.36,48.399,"O"
60.116,"Class3",75,29.056,73.371,60.581,86.396,21.105,66.519,"X"
27.752,"Class1",50,28.256,58.651,61.228,71.089,67.013,35.405,"J"
22.378,"Class1",60,47.96,73.728,45.647,76.544,57.694,28.641,"H"
5.369,"Class2",57,66,31.436,44.885,90.779,27.777,58.789,"Q"
7.238,"Class1",59,NA,80.074,47.577,43.203,71.049,32.289,"D"
43.23,"Class4",54,20.36,19.199,69.74,20.607,55.329,95.997,"T"
28.231,"Class1",52,30.664,74.345,15.662,38.042,76.117,25.797,"D"
56.61,"Class1",57,40.278,69.31,46.647,30.075,62.609,37.913,"J"
26.044,"Class2",51,77.877,31.797,41.114,74.446,26.623,47.884,"E"
74.638,"Class3",82,37.576,77.957,74.557,68.347,32.191,60.672,"X"
33.219,"Class1",47,NA,70.017,21.355,62.412,64.818,36.365,"J"
43.489,"Class4",62,NA,18.956,70.449,47.184,49.882,87.456,"G"
54.826,"Class3",86,67.857,79.252,48.512,35.015,28.261,64.768,"J"
31.962,"Class4",88,31.924,19.589,67.517,34.029,38.837,102.587,"R"
47.394,"Class4",62,21.568,18.622,68.394,103.855,80.006,96.121,"G"
31.084,"Class1",58,60.142,69.302,29.171,66.963,55.958,29.931,"O"
23.638,"Class1",47,52.312,73.692,52.281,57.675,54.399,31.981,"V"
46.536,"Class4",53,17.014,19.626,68.232,54.977,78.889,94.244,"C"
19.331,"Class1",59,45.205,73.541,57.53,44.975,72.159,27.65,"D"
36.045,"Class1",51,39.182,71.524,17.797,49.837,69.273,31.978,"H"
45.467,"Class3",85,49.093,64.466,78.156,77.785,23.629,46.303,"L"
18.929,"Class2",27,52.024,32.423,39.458,78.682,25.986,53.033,"Q"
7.691,"Class2",43,65.943,31.318,59.3,84.691,27.101,51.245,"Q"
54.935,"Class3",73,41.66,57.013,78.79,95.2,16.25,75.475,"L"
33.013,"Class2",37,48.381,31.519,52.696,91.64,25.471,53.191,"R"
15.408,"Class2",62,72.609,31.795,38.494,94.119,25.628,45.787,"Q"
20.671,"Class1",59,76.295,68.975,60.82,49.5,56.664,36.252,"O"
3.685,"Class1",54,90.787,77.247,24.719,74.28,54.16,27.66,"O"
17.398,"Class4",68,36.433,19.108,71.061,53.928,53.221,99.426,"R"
16.732,"Class2",48,81.605,31.044,51.648,82.769,27.401,47.143,"Q"
20.127,"Class2",42,75.719,31.45,47.843,100.551,25.628,53.211,"E"
44.265,"Class1",59,36.918,73.391,38.47,59.497,71.405,31.424,"V"
30.945,"Class1",47,NA,81.809,57.161,28.954,55.496,24.17,"D"
64.512,"Class3",73,46.302,80.104,53.87,50.065,31.068,59.264,"J"
54.69,"Class3",86,62.459,57.253,82.038,50.614,27.139,62.523,"L"
50.002,"Class3",95,51.437,91.375,66.314,79.217,18.067,66.202,"A"
43.562,"Class4",85,21.508,17.669,61.679,67.046,45.521,92.684,"R"
26.037,"Class2",43,62.562,31.453,58.662,93.053,26.253,52.692,"K"
23.293,"Class2",25,71.722,30.415,30.144,94.158,25.035,53.871,"R"
39.035,"Class1",58,48.918,58.691,61.312,107.92,59.201,17.227,"O"
57.514,"Class1",47,83.589,75.875,53.82,30.533,71.072,34.685,"J"
58.866,"Class3",95,44.02,35.793,77.923,59.841,26.781,76.806,"K"
24.703,"Class4",54,5.755,18.414,62.25,69.276,40.443,89.443,"R"
49.5,"Class3",75,26.628,54.706,47.661,51.935,17.868,60.28,"J"
66.388,"Class3",92,21.71,47.027,79.234,54.568,18.706,50.941,NA
33.803,"Class4",79,7.267,18.129,62.065,37.089,45.105,87.71,"T"
26.883,"Class2",57,92.415,31.479,56.774,97.922,25.127,64.55,"E"
28.553,"Class1",59,51.119,75.08,47.739,61.199,65.361,36.697,NA
68.332,"Class3",87,35.108,76.218,93.333,73.504,23.995,67.712,"K"
20.531,"Class2",41,86.307,31.399,60.002,97.328,26.407,47.316,"E"
68.564,"Class3",80,47.383,48.336,92.386,95.368,21.869,71.714,"A"
16.473,"Class2",46,73.745,31.182,32.238,82.732,26.607,55.853,"E"
27.967,"Class2",50,52.55,31.484,60.712,85.077,26.728,55.525,"Q"
19.111,"Class1",51,89.781,65.153,42.418,82.875,64.196,28.762,"O"
67.572,"Class3",81,17.777,87.711,55.048,66.676,17.369,57.166,"A"
24.602,"Class1",56,38.243,75.264,42.837,50.608,62.042,28.628,"D"
56.903,"Class3",88,39.203,62.271,49.527,74.996,27.098,79.818,"J"
25.245,"Class1",47,87.513,66.598,47.713,66.07,69.991,33.285,"D"
7.675,"Class2",39,91.109,31.665,52.463,63.459,26.432,54.185,"O"
56.67,"Class1",49,NA,72.435,48.083,66.885,68.556,29.488,"D"
-13.639,"Class4",72,28.682,18.668,60.576,73.362,72.145,97.14,"T"
57.923,"Class4",76,21.057,17.83,73.72,63.775,74.284,96.905,"F"
32.952,"Class2",55,85.151,31.197,35.134,74.153,25.677,56.754,"O"
41.065,"Class2",42,86.108,31.502,31.093,97.81,25.332,55.545,"E"
33.673,"Class4",64,39.097,18.889,72.673,52.318,57.335,93.709,"F"
76.79,"Class3",85,NA,86.238,45.048,41.131,16.951,60.682,NA
58.334,"Class4",97,32.082,19.52,65.793,49.929,39.88,95.347,"G"
56.122,"Class3",74,21.088,64.701,70.303,50.692,24.358,60.526,"L"
68.412,"Class3",70,39.192,72.342,82.856,77.179,22.802,82.162,"K"
30.656,"Class1",54,76.885,69.478,62.022,77.358,77.391,33.012,"D"
49.287,"Class3",94,52.19,99.202,95.337,72.058,13.365,52.531,"L"
40.835,"Class4",53,29.086,18.874,55.24,84.683,75.99,89.441,"F"
54.527,"Class3",81,41.354,81.966,97.263,61.807,32.577,67.532,"K"
23.346,"Class2",47,71.493,31.272,42.62,86.324,25.888,60.788,"O"
15.52,"Class2",33,NA,31.398,61.786,73.392,25.085,53.834,"K"
37.662,"Class4",68,30.987,17.826,52.927,83.687,65.21,91.508,"C"
15.888,"Class2",41,93.123,31.765,30.274,91.566,27.546,51.434,"Q"
70.683,"Class3",84,57.233,85.361,44.134,60.618,32.527,58.79,"A"
44.228,"Class1",56,75.753,80.337,60.499,96.696,64.767,31.212,"H"
23.949,"Class2",56,89.002,31.303,56.444,74.768,26.146,50.475,"K"
19.494,"Class2",33,59.409,31.753,42.574,78.405,27.889,56.3,"K"
13.002,"Class2",36,71.989,31.532,46.833,75.29,26.189,51.997,"E"
32.312,"Class2",60,74.484,30.828,43.637,84.644,25.786,44.155,"K"
24.597,"Class4",75,24.106,18.968,59.392,27.73,67.28,96.714,"R"
72.539,"Class3",75,65.103,108.09,87.225,45.704,13.625,70.22,"K"
9.393,"Class1",60,37.623,78.07,50.31,37.885,58.458,23.077,"H"
41.8,"Class3",81,60.362,66.205,87.425,32.086,21.584,65.451,"A"
33.962,"Class1",50,68.803,78.884,62.151,23.341,69.418,31.907,"H"
63.673,"Class3",68,17.291,72.374,71.788,56.426,19.268,52.826,"J"
53.37,"Class3",80,64.724,74.209,90.459,47.17,28.764,68.675,"J"
30.455,"Class1",53,NA,65.868,15.146,34.017,53.875,35.528,"V"
19.906,"Class4",54,25.849,17.821,79.166,45.93,67.784,96.47,"R"
58.135,"Class3",68,39.247,60.968,56.598,66.148,33.203,57.617,"A"
40.124,"Class4",63,28.429,20.118,54.141,47.984,77.455,90.79,"G"
18.83,"Class2",48,69.149,31.478,55.357,78.197,26.932,49.361,"R"
30.896,"Class1",58,65.628,59.567,35.799,74.531,69.48,31.934,"O"
65.386,"Class3",71,30.005,92.393,87.924,65.913,21.288,52.57,"J"
51.816,"Class4",59,41.343,19.232,52.474,60.131,65.427,92.844,"C"
56.883,"Class3",83,50.927,70.473,58.813,76.246,21.951,60.06,"A"
-13.359,"Class1",60,91.145,71.455,48.393,77.797,64.078,29.968,"O"
10.182,"Class2",35,64.637,31.69,42.746,84.404,25.268,52.276,"Q"
5.542,"Class2",59,NA,31.539,39.634,73.919,27.463,58.398,"E"
51.562,"Class3",88,37.799,76.263,49.851,70.754,19.079,62.435,"K"
39.266,"Class4",54,8.472,19.031,56.264,48.808,52.286,95.062,"C"
57.547,"Class1",49,51.039,64.354,17.375,56.037,63.131,29.014,"H"
45.881,"Class3",86,55.944,46.926,53.937,60.64,22.173,41.156,"J"
61.201,"Class4",88,41.279,20.141,66.46,42.564,59.331,89.89,"C"
8.089,"Class2",37,56.182,31.71,49.682,76.609,25.23,54.112,"K"
38.289,"Class4",64,29.209,18.348,55.707,57.805,78.278,86.36,"R"
63.902,"Class1",54,90.924,92.399,19.332,39.904,62.63,30.227,"J"
29.692,"Class2",37,77.424,31.83,48.132,90.478,27.068,54.262,"Q"
36.723,"Class1",55,25.567,67.182,59.083,75.406,72.217,32.31,"J"
56.771,"Class3",82,16.064,96.168,84.139,74.759,35.899,44.462,"A"
25.668,"Class1",51,31.901,69.566,44.111,56.131,76.463,19.292,"O"
21.977,"Class2",38,56.831,31.541,33.892,81.895,27.57,52.464,"Q"
4.562,"Class2",44,48.178,31.294,42.153,72.766,25.739,56.107,"R"
10.659,"Class4",69,19.976,17.457,79.679,68.304,73.413,96.715,"T"
35.631,"Class4",70,43.654,19.481,52.001,62.407,49.641,87.142,"R"
10.145,"Class1",59,76.885,83.242,43.461,33.86,75.535,27.688,"O"
24.863,"Class4",61,19.621,20.317,75.183,54.402,42.658,93.704,"T"
16.772,"Class2",45,61.675,30.891,45.133,84.321,26.784,52.531,"R"
58.197,"Class3",96,55.888,56.174,67.158,50.875,17.414,33.676,"J"
55.362,"Class3",84,42.843,49.672,42.038,45.346,26.239,71.994,"L"
21.272,"Class2",34,53.352,31.432,50.932,99.363,26.122,50.298,"O"
60.138,"Class3",68,58.209,66.054,96.127,70.133,33.763,72.974,"K"
12.944,"Class1",53,87.472,59.22,33.024,49.256,71.131,34.147,"J"
36.309,"Class4",77,NA,20.19,67.626,73.601,48.004,91.265,"T"
23.05,"Class2",51,66.048,31.012,57.89,98.04,27.817,44.765,"E"
65.009,"Class3",87,51.199,67.113,70.822,56.706,28.852,68.75,"L"
34.63,"Class4",94,17.513,19.048,75.481,66.938,73.071,94.719,NA
30.048,"Class2",52,75.017,32.022,57.2,78.79,27.907,57.991,"K"
29.496,"Class1",48,26.816,47.481,34.053,30.841,57.732,32.158,"J"
39.357,"Class4",55,7.942,19.054,63.345,62.879,53.843,95.06,"T"
31.673,"Class1",52,74.705,71.775,56.731,25.127,56.048,30.785,"O"
39.644,"Class4",81,6.042,19.351,52.007,69.45,67.123,101.868,"F"
-2.552,"Class1",60,35.358,68.423,39.183,62.393,69.499,33.214,"O"
53.102,"Class3",68,32.194,50.439,75.193,80.836,27.502,72.08,"X"
68.998,"Class3",74,22.106,67.39,49.182,47.013,20.828,57.238,"L"
16.17,"Class1",55,24.646,70.348,57.716,62.702,72.877,14.122,"H"
40.429,"Class3",80,57.254,95.985,61.972,43.35,21.647,55.904,"X"
62.947,"Class3",90,41.215,49.619,69.302,44.981,35.158,63.697,"J"
46.819,"Class1",55,89.005,79.162,46.333,94.95,56.735,28.85,"O"
-7.124,"Class2",36,71.627,31.759,35.568,72.648,26.502,55.397,"R"
53.064,"Class3",87,61.012,74.416,70.073,51.903,25.797,49.559,"K"
51.306,"Class3",73,58.206,61.268,77.961,81.131,24.048,63.884,"J"
43.548,"Class1",55,29.656,84.575,39.318,43.041,63.197,22.391,"J"
39.377,"Class4",65,42.472,18.828,65.982,76.277,76.875,97.91,"F"
53.26,"Class4",74,18.985,18.695,58.538,32.81,59.454,97.651,"R"
58.588,"Class3",84,38.583,75.835,50.238,82.579,19.899,70.655,"J"
28.84,"Class4",83,20.438,18.974,76.812,61.244,69.651,86.569,"R"
19.844,"Class1",59,82.167,69.826,37.228,49.891,58.77,32.159,"V"
80.267,"Class4",70,5.79,19.087,78.813,31.337,58.331,96.93,"R"
12.196,"Class2",26,66.781,31.932,52.472,89.943,25.349,49.015,"R"
14.074,"Class2",38,73.953,31.35,45.886,89.376,25.33,60.184,"Q"
46.729,"Class4",86,8.497,19.186,52.33,50.118,57.376,95.794,"T"
48.78,"Class1",49,26.858,82.712,42.73,42.197,62.375,30.84,"O"
25.229,"Class4",84,31.451,19.475,59.476,80.563,78.404,90.309,"F"
32.554,"Class2",37,53.091,31.253,44.134,77.691,25.427,44.381,"O"
34.641,"Class2",31,57.542,31.397,45.174,69.446,25.089,48.958,"E"
52.937,"Class3",91,68.994,58.832,79.641,63.008,22.992,78.284,"L"
26.369,"Class4",75,32.586,19.055,75.243,46.722,70.656,98.767,"G"
55.106,"Class3",90,47.876,26.482,76.36,67.485,24.929,70.273,"X"
47.893,"Class1",59,46.802,66.23,27.2,46.786,76.131,24.071,"J"
49.592,"Class3",93,44.961,72.551,51.445,56.296,29.11,47.791,"L"
12.832,"Class1",54,75.494,62.095,29.719,44.078,65.212,27.35,"H"
22.179,"Class1",53,83.789,68.529,28.468,50.418,77.589,29.942,"O"
24.45,"Class1",54,28.149,63.875,53.434,55.958,67.654,36.898,"D"
45.425,"Class4",86,24.315,19.342,66.607,67.371,67.11,94.88,"R"
15.833,"Class4",95,13.32,19.573,57.198,43.391,50.066,89.845,"T"
62.466,"Class3",81,NA,56.931,97.028,55.958,14.991,65.382,"X"
31.637,"Class1",54,40.581,60.926,32.279,72.042,71.847,23.442,"H"
19.771,"Class1",56,46.108,69.365,20.844,51.656,62.391,30.283,"D"
26.581,"Class4",71,34.94,19.029,80.307,50.512,57.879,96.265,"T"
14.351,"Class4",55,27.298,18.505,59.092,59.814,42.784,93.137,"C"
38.854,"Class1",52,85.234,79.633,60.112,63.998,63.347,24.8,"D"
23.955,"Class4",82,38.272,18.929,74.309,30.48,77.988,90.326,"C"
50.207,"Class4",69,10.157,19.316,70.881,45.433,64.183,92.419,"T"
6.526,"Class2",48,92.789,31.38,50.598,110.506,26.459,63.847,"Q"
70.975,"Class3",94,46.431,89.987,71.281,50.773,32.896,49.636,"L"
38.764,"Class1",51,81.775,68.339,49.538,64.973,60.723,44.754,"D"
38.505,"Class4",78,38.631,18.502,78.349,66.118,74.063,91.697,"T"
50.358,"Class4",98,28.442,18.682,54.9,36.35,60.706,94.573,"T"
33.253,"Class4",65,11.13,18.464,56.917,25.87,45.302,92.297,"T"
21.264,"Class1",55,88.316,75.936,23.747,55.333,59.579,23.794,"D"
45.504,"Class1",56,75.311,75.621,60.579,50.601,53.133,36.435,"V"
61.314,"Class4",97,34.08,18.837,78.208,62.983,53.613,95.322,"C"
26.418,"Class1",52,43.072,73.215,34.886,63.824,61.968,41.83,"O"
17.655,"Class2",37,NA,31.72,46.868,75.698,26.321,56.744,"Q"
34.464,"Class1",50,58.2,83.472,21.581,10.91,69.429,28.377,"J"
14.711,"Class4",69,29.697,18.795,52.723,62.021,48.191,93.268,"R"
27.721,"Class1",59,69.431,83.527,36.978,9.304,57.814,26.83,"V"
29.663,"Class1",54,NA,73.329,53.611,58.37,68.396,32.761,"D"
58.305,"Class3",86,43.643,78.51,59.531,42.305,15.275,82.214,"J"
61.641,"Class3",97,64.748,70.078,42.48,60.017,23.615,60.637,"L"
46.294,"Class4",79,40.688,19.592,54.728,58.789,80.511,96.283,"F"
58.462,"Class3",97,53.884,69.541,90.26,61.556,17.44,60.225,"K"
38.447,"Class4",57,NA,19.241,79.604,34.974,39.778,100.13,"F"
26.533,"Class4",83,15.682,18.475,58.534,82.366,56.458,92.976,"C"
17.203,"Class2",44,NA,31.409,37.363,64.64,25.481,55.631,"O"
28.61,"Class4",74,29.504,18.108,69.851,51.295,59.885,95.506,"C"
16.224,"Class2",44,66.54,31.578,47.357,85.957,27.664,51.307,"O"
23.973,"Class4",53,24.99,18.829,72.968,60.536,80.454,97.265,"G"
16.326,"Class1",61,41.116,74.819,52.393,61.786,74.682,23.844,"D"
7.967,"Class2",27,51.359,31.491,44.986,89.105,26.398,57.773,NA
4.323,"Class4",80,10.973,18.286,72.118,50.267,39.515,89.832,"T"
16.49,"Class2",45,94.89,31.133,55.706,58.106,25.05,51.465,"O"
30.655,"Class4",53,43.973,18.695,51.943,60.962,61.836,89.508,"T"
2.265,"Class1",51,59.263,67.333,48.517,58.569,59.6,14.772,"J"
62.651,"Class1",49,84.065,59.686,51.106,51.326,59.72,16.999,"O"
55.121,"Class1",61,69.287,56.285,23.012,34.986,65.913,31.793,"V"
26.595,"Class1",55,28.806,80.142,37.942,35.782,77.625,24.832,"V"
28.7,"Class1",51,35.194,71.094,24.961,72.018,64.195,39.546,"D"
34.315,"Class1",51,65.989,70.462,53.561,71.576,66.374,25.436,"O"
25.228,"Class2",50,65.075,31.316,39.851,87.945,26.271,65.082,"R"
26.104,"Class2",30,86.863,31.1,36.757,84.728,25.585,54.091,"O"
58.788,"Class4",60,35.368,18.763,75.967,38.314,48.231,94.94,"G"
60.057,"Class3",90,62.47,45.732,50.31,69.009,25.364,44.477,"L"
34.765,"Class1",61,70.385,55.237,56.601,53.698,65.899,36.783,"O"
29.087,"Class4",75,17.629,19.549,66.478,65.905,41.588,100.671,"F"
52.4,"Class3",93,35.257,87.333,93.736,64.53,33.472,57.067,"J"
26.088,"Class4",88,9.626,18.236,77.288,65.279,58.046,95.751,"F"
59.158,"Class3",91,61.016,60.116,81.069,58.468,15.401,52.114,"L"
60.134,"Class3",89,24.22,62.764,55.82,60.264,16.218,60.143,"L"
22.101,"Class1",47,87.251,76.872,44.93,61.632,67.695,20.79,"O"
48.467,"Class4",88,26.786,20.1,54.859,34.867,54.538,93.42,"T"
4.219,"Class1",60,81.43,63.884,31.426,35.491,65.498,42.862,"O"
-1.79,"Class1",48,40.2,73.562,50.8,71.561,56.959,26.732,"V"
69.568,"Class3",70,40.36,71.284,58.967,77.035,25.206,71.959,"J"
47.499,"Class4",56,14.785,19.505,67.885,58.457,52.138,99.044,"R"
51.502,"Class3",72,65.731,67.23,95.018,52.927,26.151,67.638,"A"
38.235,"Class3",82,30.481,56.669,92.351,53.787,13.76,63.546,"L"
41.645,"Class4",80,29.672,18.352,58.515,89.375,79.809,93.185,"F"
14.698,"Class4",73,27.006,19.145,72.811,58.506,48.452,93.588,"T"
24.032,"Class2",40,56.095,32.098,56.805,100.531,27.747,57.097,"R"
9.014,"Class2",55,88.909,31.93,61.337,77.997,27.674,57.161,"Q"
68.561,"Class3",80,44.93,31.493,55.131,48.633,29.806,88.999,"K"
41.166,"Class4",88,6.69,19.347,60.747,59.255,46.292,97.461,"C"
19.571,"Class4",78,37.552,20.303,74.686,57.007,38.185,94.786,"F"
56.514,"Class3",83,49.9,61.861,79.824,59.533,13.848,60.248,"A"
19.793,"Class2",34,73.568,31.157,40.273,96.916,26.54,52.878,"Q"
45.723,"Class4",91,22.886,19.954,79.489,39.376,78.446,93.546,"G"
30.418,"Class2",45,65.203,30.559,51.521,84.911,27.822,58.366,"K"
59.795,"Class3",70,45.047,39.362,96.051,69.884,32.134,61.872,"K"
40.15,"Class4",63,22.098,19.304,52.672,31.369,72.317,97.039,"G"
48.771,"Class3",76,NA,81.584,98.749,53.199,26.455,63.321,"L"
28.257,"Class2",46,72.011,30.82,52.396,87.958,27.68,57.536,"O"
35.505,"Class4",74,15.658,19.832,54.066,25.772,51.377,97.258,"C"
27.878,"Class1",50,85.944,68.21,37.727,44.91,63.53,27.872,"H"
28.244,"Class1",53,79.013,83.283,45.24,45.814,67.435,31.099,"V"
47.147,"Class3",70,66.308,41.194,87.223,41.023,21.328,63.43,"K"
52.673,"Class4",58,30.931,19.593,75.699,76.228,53.004,94.668,"G"
57.905,"Class3",69,NA,62.521,89.196,54.303,31.012,58.287,"L"
41.595,"Class3",94,60.536,76.099,89.511,76.282,20.443,69.351,"L"
27.854,"Class2",32,54.821,31.599,60.083,81.656,25.161,51.837,"E"
17.556,"Class2",48,90.479,31.586,53.163,75.095,25.041,41.301,"Q"
5.312,"Class2",49,NA,30.917,49.65,91.502,26.218,52.488,"Q"
69.492,"Class3",91,59.825,39.024,67.425,62.591,33.307,43.654,"K"
4.705,"Class1",56,85.807,65.242,29.791,33.842,55.08,23.593,"H"
10.959,"Class2",28,72.843,31.596,47.626,93.1,25.569,54.26,"R"
53.165,"Class4",71,23.145,17.951,65.457,46.884,43.598,91.204,"R"
26.224,"Class4",68,43.784,17.949,51.542,61.732,61.144,91.238,"G"
58.251,"Class3",96,NA,100.189,79.408,73.302,24.692,48.59,"J"
17.603,"Class2",62,75.377,31.541,42.888,77.457,27.695,45.518,"E"
29.903,"Class2",58,70.68,30.932,38.852,76.896,26.583,49.682,"K"
23.977,"Class2",55,95.029,31.456,43.723,73.57,26.571,49.91,"Q"
56.076,"Class3",92,36.882,29.278,98.071,90.074,17.012,57.98,"J"
19.712,"Class2",31,63.099,31.265,57.812,102.191,25.713,48.891,"O"
61.716,"Class3",68,61.91,93.326,74.615,46.467,19.436,71.232,"J"
15.069,"Class1",55,NA,57.522,60.921,60.807,72.119,26.9,"H"
19.792,"Class2",43,95.125,31.185,57.644,75.548,26.569,55.168,"O"
19.43,"Class2",37,51.701,30.944,33.196,75.958,25.634,56.441,"R"
16.217,"Class2",27,66.965,31.652,52.542,76.458,25.426,54.635,"K"
9.785,"Class1",58,68.712,72.903,30.921,43.259,75.8,23.221,"V"
44.378,"Class3",92,43.421,86.906,60.295,74.228,33.728,61.098,"X"
30.516,"Class4",86,20.715,19.712,57.388,48.02,80.636,95.474,"T"
12.806,"Class1",53,91.646,68.888,60.09,48,63.947,30.387,"V"
16.047,"Class1",55,61.275,75.53,50.589,62.923,74.966,37.6,"V"
62.799,"Class3",95,18.072,70.662,93.254,50.275,13.438,61.762,"K"
37.115,"Class1",47,79.404,69.177,37.932,31.394,59.626,30.351,"J"
57.621,"Class1",51,NA,66.774,47.366,49.93,57.59,21.184,"J"
34.03,"Class2",52,84.989,31.155,56.863,81.722,27.819,55.413,"K"
17.245,"Class2",61,88.898,30.995,55.86,63.403,25.471,58.748,"Q"
49.492,"Class4",77,40.964,18.69,75.755,71.073,79.342,94.329,"R"
23.749,"Class1",51,66.665,75.311,56.918,50.527,62.353,40.386,"V"
75.775,"Class3",80,46.551,75.18,82.258,53.905,27.389,44.864,"L"
17.015,"Class2",33,55.559,32.136,30.239,80.473,27.302,52.731,"K"
41.472,"Class4",82,36.33,18.711,63.539,51.074,77.188,89.824,"T"
0.542,"Class1",57,NA,79.868,19.083,71.002,57.649,24.835,"H"
25.753,"Class2",30,53.633,31.958,41.311,78.626,27.647,50.225,"K"
33.895,"Class4",71,38.305,18.499,72.79,72.364,43.554,88.482,"C"
17.221,"Class1",58,79.026,75.923,39.281,37.044,61.97,16.943,"V"
58.986,"Class3",83,20.871,69.884,76.241,51.08,22.501,67.581,"K"
27.493,"Class1",47,73.197,64.597,54.581,30.603,55.761,28.939,"O"
21.103,"Class1",55,69.002,67.341,49.885,35.416,68.504,37.513,"H"
45.813,"Class4",65,10.387,19.398,51.932,17.765,77.084,94.277,"G"
38.027,"Class4",75,33.151,18.84,58.85,63.171,40.995,95.948,NA
36.63,"Class4",94,12.036,18.779,76.504,27.699,40.722,99.667,"T"
3.796,"Class2",51,72.988,31.913,53.606,89.643,25.891,52.329,"K"
48.176,"Class3",76,19.302,88.031,73.303,70.551,16.373,63.019,"L"
30.144,"Class2",34,95.91,31.582,59.388,86.379,25.996,46.954,"Q"
57.904,"Class3",70,64.214,88.513,50.78,71.239,22.27,65.369,"X"
18.377,"Class1",48,48.544,72.14,39.494,-11.294,68.215,23.664,"V"
62.527,"Class3",94,27.471,67.701,74.836,43.537,25.242,51.796,"L"
31.93,"Class4",91,36.714,19.191,76.802,36.819,47.849,92.79,"R"
37.157,"Class1",48,32.8,78.11,57.897,42.114,57.938,35.16,"O"
10.177,"Class2",50,70.602,31.366,42.394,82.086,27.912,55.942,"R"
17.895,"Class2",59,70.82,31.772,37.359,81.229,27.895,53.347,"Q"
41.504,"Class4",69,33.204,18.07,69.397,46.839,56.584,97.907,"T"
6.53,"Class1",59,43.566,73.068,29.823,62.846,69.522,29.347,"O"
52.763,"Class4",67,16.378,18.85,57.97,69.286,50.226,92.473,"R"
42.188,"Class4",90,35.547,18.607,72.332,44.224,39.264,88.543,NA
60.979,"Class1",60,41.757,71.202,26.805,71.347,59.658,26.483,"D"
34.609,"Class1",54,47.088,87.042,26.364,72.458,54.233,36.187,"V"
10.197,"Class1",59,52.959,68.165,25.608,47.049,54.712,36.063,"O"
56.769,"Class3",68,61.745,67.053,62.198,41.165,18.929,67.92,"A"
24.19,"Class4",83,25.718,18.692,77.948,50.652,40.116,88.954,"G"
5.443,"Class2",29,48.5,30.946,35.022,61.536,27.067,60.404,"Q"
26.11,"Class4",88,26.873,19.158,76.213,52.867,80.896,91.226,"G"
61.749,"Class3",68,22.357,82.41,72.751,53.652,24.837,81.271,"K"
45.369,"Class4",68,25.41,18.091,60.217,49.392,75.721,91.52,"G"
7.69,"Class2",49,50.134,31.733,34.517,93.207,27.087,54.119,"K"
13.483,"Class1",61,65.539,73.517,41.749,25.637,67.625,21.658,NA
48.571,"Class4",91,27.419,19.036,67.675,64.701,76.737,96.607,"F"
33.5,"Class1",58,80.602,76.008,19.987,76.837,60.451,25.738,"J"
