"Output18","ZIH1","RJM2","FDT3","CJE4","JHD5","VMR6","BAW7","CBE8","MCU9","UTK10","XLS11"
"Class2",31.248,7.774,26.937,51.04,35.924,87,80.703,64,15.222,74.428,"Y"
"Class1",15.422,24.662,79.689,36.688,58.551,54,58.512,23,13.819,44.965,"U"
"Class2",33.964,28.861,21.903,31.668,8.225,85,83.835,53,26.735,97.399,"L"
"Class2",46.247,20.914,27.577,27.795,32.354,86,73.899,72,13.072,107.915,"Y"
"Class2",32.568,25.009,14.546,27.673,51.098,NA,82.965,37,24.788,54.638,"L"
"Class2",43.065,-21.919,14.129,49.414,23.983,87,78.929,72,23.391,28.299,"Q"
"Class2",33.68,11.006,18.76,53.463,27.821,86,82.457,34,22.411,77.093,"Q"
"Class2",30.751,40.369,22.973,29.613,25.589,85,72.708,56,42.955,36.397,"N"
"Class1",15.279,37.033,72.812,35.22,84.926,33,66.177,64,16.224,25.81,"U"
"Class2",27.663,31.285,24.555,59.158,38.606,87,82.678,42,12.12,74.144,NA
"Class2",23.414,43.871,19.876,51.567,8.019,87,84.606,49,29.366,47.782,"Y"
"Class1",14.359,21.399,89.207,35.456,25.781,NA,82.898,17,28.486,47.822,"L"
"Class2",15.633,59.462,24.57,48.116,8.388,85,86.428,77,15.894,45.061,"U"
"Class2",29.545,38.938,15.691,29.433,13.207,85,74.911,84,29.279,116.406,"L"
"Class1",14.016,32.806,89.938,35.018,89.875,53,77.513,29,20.694,65.745,"E"
"Class1",16.526,36.975,87.739,36.295,32.627,16,62.624,14,14.348,76.503,"K"
"Class2",23.469,15.177,26.498,58.609,8.43,86,74.554,91,42.091,46.98,"Y"
"Class2",33.609,10.758,15.442,23.162,19.8,NA,81.919,32,20.765,58.462,"N"
"Class2",45.008,49.89,25.587,59.335,27.131,86,78.778,56,19.056,35.697,"Q"
"Class2",14.049,17.468,21.629,37.188,14.781,85,77.188,57,42.255,87.867,"L"
"Class1",12.614,24.691,70.355,36.466,24.951,30,61.759,84,36.972,57.419,"L"
"Class2",46.295,33.198,22,33.305,27.881,85,80.874,45,15.803,55.194,"U"
"Class1",14.293,28.676,73.081,35.671,52.787,39,64.219,85,17.959,40.496,"U"
"Class2",21.167,30.664,21.091,23.827,21.564,86,80.297,38,27.151,25.316,"Q"
"Class2",13.598,25.365,23.066,40.37,42.749,85,65.691,90,16.419,53.865,"Y"
"Class1",16.263,22.086,80.392,36.635,37.447,53,62.048,75,25.695,54.922,"K"
"Class2",26.879,54.685,25.714,19.117,42.532,87,78.895,51,28.743,103.376,"N"
"Class2",20.089,68.387,25.74,28.966,32.259,87,76.975,33,31.228,69.632,"N"
"Class1",14.647,18.841,89.018,35.306,23.015,33,52.61,54,28.196,72.749,"L"
"Class1",14.118,39.662,83.207,35.691,47.369,31,78.096,84,46.303,72.083,NA
"Class2",31.126,14.574,16.15,32.398,41.289,86,76.96,49,25.863,84.699,"U"
"Class2",38.609,23.975,22.764,56.204,47.764,86,72.438,91,31.054,50.866,"Q"
"Class2",35.158,35.659,13.132,36.528,19.777,87,76.938,88,40.255,29.749,"Q"
"Class2",36.548,52.706,27.193,34.291,51.095,87,84.636,58,20.234,2.518,"N"
"Class2",33.289,16.39,15.903,21.879,36.421,86,86.297,46,27.795,63.75,"N"
"Class1",13.889,35.968,75.992,36.871,60.324,31,47.925,9,21.513,43.78,"W"
"Class1",13.504,21.228,69.149,35.808,59.701,17,67.259,43,23.872,34.763,NA
"Class1",12.294,40.555,81.882,36.614,28.036,17,64.825,55,44.849,57.082,"W"
"Class1",16.889,32.979,89.136,35.099,56.636,25,54.802,41,41.866,53.207,"E"
"Class2",23.192,43.379,26.013,45.601,26.368,86,73.439,92,35.869,31.184,"U"
"Class2",27.678,65.453,19.356,26.811,46.103,86,84.649,48,12.744,69.175,"Y"
"Class1",15.301,36.488,78.854,35.014,29.564,33,61.794,10,15.971,44.425,"U"
"Class2",23.581,74.852,25.678,20.786,18.801,85,84.035,87,36.536,49.864,"L"
"Class2",24.121,69.018,15.305,20.919,35.18,87,86.968,85,31.067,27.522,"U"
"Class2",36.06,9.339,23.147,58.665,49.562,87,84.209,92,26.455,92.608,"U"
"Class1",12.818,43.982,84.737,35.943,70.053,30,54.663,54,15.826,71.515,"W"
"Class2",20.419,25.794,24.847,53.56,40.883,85,74.815,63,37.875,79.28,"Y"
"Class1",12.944,21.29,68.024,35.648,64.786,47,57.644,48,22.362,77.387,NA
"Class1",15.561,29.12,78.578,36.552,48.147,59,83.934,72,18.522,57.433,"E"
"Class2",17.961,28.25,26.829,61.168,44.601,87,72.873,47,29.982,17.094,"U"
"Class2",15.443,34.753,19.661,34.377,39.844,85,83.814,32,21.018,97.447,"Q"
"Class1",15.554,28.772,69.344,36.928,76.448,53,45.893,78,13.165,59.792,"E"
"Class1",11.965,20.598,78.279,36.823,48.401,NA,61.497,69,46.125,48.087,"U"
"Class1",14.134,43.12,77.821,35.764,19.689,33,41.65,54,15.379,66.557,"W"
"Class1",12.252,47.404,88.306,35.953,74.632,37,93.21,82,20.638,60.905,"W"
"Class1",13.958,33.403,78.845,36.464,68.698,62,44.28,54,41.132,21.228,"K"
"Class1",14.533,29.817,81.67,36.104,91.005,59,61.617,49,26.499,55.845,"K"
"Class2",32.798,25.981,14.017,34.754,14.808,NA,80.506,35,19.751,21.47,"L"
"Class2",29.985,15.578,20.896,51.732,14.021,85,76.151,91,42.038,74.788,NA
"Class2",26.44,41.189,22.243,58.924,7.439,86,83.584,44,39.006,58.94,"L"
"Class1",14.359,40.866,83.445,35.079,57.125,52,21.298,33,32.726,50.544,NA
"Class1",12.697,7.651,71.918,35.355,26.296,50,44.002,76,47.687,42.359,"E"
"Class2",19.818,49.349,17.65,52.977,46.238,85,82.101,84,25.234,123.088,NA
"Class2",37.93,72.082,25.244,49.992,12.187,85,85.47,41,41.909,68.351,"Q"
"Class2",21.176,13.209,18,59.945,38.611,87,83.059,95,35.632,63.508,"Q"
"Class1",14.035,37.952,74.537,35.298,67.455,44,42.514,47,24.465,57.361,"W"
"Class1",13.873,50.77,89.205,35.317,49.208,40,88.331,83,34.37,74.091,"E"
"Class1",12.574,12.387,75.852,35.946,76.885,60,40.21,82,31.66,83.622,"U"
"Class1",13.737,39.964,72.693,35.521,31.245,62,55.93,9,11.323,53.981,NA
"Class2",16.974,22.061,19.494,46.125,26.901,87,80.254,51,14.67,66.704,"N"
"Class1",12.406,28.335,84.851,35.615,71.63,22,49.618,47,26.854,69.291,"K"
"Class2",28.012,32.323,21.294,58.991,18.905,87,85.305,55,36.322,23.944,"N"
"Class2",10.002,18.067,18.33,58.773,40.247,86,85.137,39,30.429,51.004,"Q"
"Class1",15.936,30.376,77.561,35.693,68.849,50,88.97,83,34.289,62.359,"E"
"Class2",31.109,44.814,20.795,25.125,49.848,86,80.956,67,24.553,68.444,"Q"
"Class2",13.452,34.774,24.719,20.577,9.706,86,81.486,54,26.386,63.357,"N"
"Class1",13.834,20.257,72.133,35.104,74.092,26,76.863,29,49.144,68.232,"W"
"Class1",15.726,29.304,76.055,35.234,67.087,53,74.725,35,10.983,50.108,"K"
"Class2",22.561,31.439,16.007,31.111,9.418,87,70.88,81,38.288,57.343,"Y"
"Class2",33.193,51.385,25.024,37.146,47.164,85,71.245,94,28.021,64.579,"Q"
"Class1",15.462,27.113,83.838,35.078,23.431,62,91.762,69,38.608,63.417,NA
"Class2",21.916,-13.933,16.245,52.283,16.493,87,82.119,31,24.907,25.595,"Q"
"Class2",15.46,41.014,18.814,47.722,26.128,87,84.286,95,21.329,49.256,"Y"
"Class1",11.618,20.69,84.409,36.02,33.966,36,68.571,39,8.606,63.422,"E"
"Class1",11.862,65.838,66.86,35.52,38.39,42,51.893,22,38.915,89.449,"U"
"Class1",12.509,33.192,84.329,36.721,70.024,57,68.688,18,29.99,39.103,"K"
"Class2",22.476,41.453,19.833,34.355,28.653,85,83.483,78,29.624,74.159,"N"
"Class1",14.472,42.419,77.699,36.455,65.741,NA,51.026,56,32.092,69.294,"K"
"Class1",15.417,40.977,89.762,36.722,65.686,52,78.824,23,42.814,75.406,"W"
"Class1",13.313,7.639,73.74,36.598,49.915,24,55.264,18,34.597,49.617,"U"
"Class2",26.158,71.851,19.438,29.153,16.918,85,77.669,55,33.034,47.961,"Q"
"Class2",24.989,43.54,14.717,60.335,45.237,NA,83.643,47,37.715,103.919,"Q"
"Class1",12.896,26.381,67.237,36.449,76.047,22,80.218,60,39.215,57.432,"E"
"Class1",15.107,24.312,80.57,36.335,89.755,17,88.562,51,39.745,62.413,"L"
"Class2",38.034,33.826,26.119,29.638,36.603,85,90.504,75,42.359,52.875,"N"
"Class2",19.86,28.974,20.56,61.722,18.431,85,88.823,94,38.797,63.502,"Q"
"Class2",34.737,21.502,14.113,26.373,42.516,86,76.543,61,29.414,49.759,"Q"
"Class1",16.302,40.901,77.289,36.573,67.123,27,39.197,18,38.37,60.175,"K"
"Class2",34.676,22.382,22.202,37.049,23.818,87,82.113,32,17.938,98.444,"Q"
"Class2",35.741,30.22,18.852,54.211,23.564,85,75.116,57,35.677,35.994,"N"
"Class1",11.523,30.567,69.462,35.737,50.848,34,62.568,28,15.523,63.625,"K"
"Class2",37.268,42.198,22.656,54.306,41.558,87,85.778,95,26.853,69.935,"Y"
"Class1",16.894,38.303,81.776,35.976,87.343,55,58.097,55,33.907,65.346,"K"
"Class2",31.459,64.327,13.255,52.797,13.515,86,73.383,57,24.698,69.217,"L"
"Class2",46.958,67.043,18.487,26.083,38.315,85,86.749,69,18.646,55.099,"U"
"Class1",12.312,36.045,77.35,36.891,77.029,30,61.297,29,31.471,64.295,"L"
"Class2",21.06,52.267,25.036,45.269,18.344,85,80.302,70,22.369,81.288,"Q"
"Class1",13.983,56.402,89.175,36.964,31.73,56,61.397,42,19.437,56.764,NA
"Class1",12.91,29.165,67.343,35.626,40.035,52,57.178,66,47.309,71.511,"W"
"Class1",13.37,47.624,66.582,35.032,41.854,26,53.853,50,35.401,64.456,"W"
"Class2",10.377,53.137,27.577,44.685,24.235,87,72.733,49,18.664,32.772,"Q"
"Class1",12.716,43.838,77.019,36.814,78.744,44,71.04,30,36.181,45.338,"L"
"Class2",23.32,28.02,23.408,31.482,42.027,86,77.962,60,13.837,75.818,"Q"
"Class1",12.558,34.511,74.727,35.03,37.959,45,72.399,65,8.757,53.783,"U"
"Class1",16.152,13.922,69.647,35.062,28.962,21,94.736,82,43.602,73.062,"W"
"Class1",12.721,24.822,80.031,35.496,58.825,41,59.072,67,37.964,55.683,"U"
"Class2",16.189,24.926,19.495,47.096,30.307,85,78.547,85,22.867,48.26,"U"
"Class1",15.31,26.44,66.697,35.361,91.69,31,81.106,82,23.643,61.578,"W"
"Class2",14.006,44.478,25.141,54.942,17.579,86,81.146,78,18.116,100.744,"Y"
"Class1",16.48,23.39,73.947,36.502,41.539,17,69.49,17,15.277,76.029,"K"
"Class1",11.098,11.045,87.443,36.734,22.229,23,55.105,80,46.188,63.657,"L"
"Class1",14.855,27.773,89.954,36.475,45.562,57,65.163,60,38.845,55.139,"W"
"Class1",13.109,38.404,81.236,35.281,31.106,38,55.065,54,27.411,36.731,"L"
"Class1",11.61,20.138,66.955,35.695,37.257,41,53.022,84,13.628,56.246,"W"
"Class2",23.881,41.175,20.662,60.715,19.764,85,81.563,52,24.794,54.02,"Q"
"Class2",11.35,67.208,19.546,26.768,20.686,87,77.561,68,17.951,71.533,NA
"Class2",36.587,38.932,16.673,37.671,34.485,85,80.48,58,13.943,34.598,"Q"
"Class2",26.998,55.573,17.675,24.702,37.031,87,72.941,74,42.067,43.012,"L"
"Class1",14.812,33.255,67.281,36.201,53.382,NA,63.717,60,15.31,48.211,"L"
"Class1",14.079,31.478,67.681,36.765,28.139,52,77.381,69,44.86,55.592,"E"
"Class2",36.444,12.751,27.229,46.341,42.234,87,83.629,87,18.241,27.101,"Y"
"Class2",12.778,38.564,20.379,33.098,16.744,85,81.19,51,26.609,57.849,"Y"
"Class1",13.6,55.993,73.29,35.512,35.746,16,60.866,70,16.542,73.436,"K"
"Class1",11.557,35.733,83.384,35.5,42.606,56,62.69,23,25.365,42.193,"L"
"Class1",10.544,28.857,76.391,35.304,26.163,22,65.68,78,20.412,85.237,"U"
"Class2",40.057,47.339,25.921,45.899,18.263,86,79.375,36,32.296,97.003,"L"
"Class2",26.099,7.659,17.91,21.586,37.563,86,78.832,77,22.104,90.688,"U"
"Class2",33.747,13.576,27.428,25.658,17.064,85,78.743,78,33.243,95.797,"N"
"Class2",26.409,33.639,23.921,46.965,36.021,87,72.386,79,31.074,81.561,"Q"
"Class1",12.853,26.217,77.055,36.574,30.104,45,82.085,10,44.243,32.065,"E"
"Class2",25.86,4.832,22.634,61.876,39.903,86,83.205,92,38.393,44.236,"Q"
"Class2",26.647,38.388,24.752,46.759,25.582,85,79.162,76,28.297,125.564,"N"
"Class1",14.55,27.458,67.999,36.155,80.409,42,64.161,58,40.144,64.125,"K"
"Class1",16.155,40.664,75.601,35.591,39.642,27,61.957,55,49.018,43.438,"K"
"Class2",22.987,18.989,26.418,56,12.978,85,73.044,35,32.822,50.87,"Q"
"Class2",30.197,31.551,19.963,40.508,33.069,85,83.522,59,20.976,47.527,"Q"
"Class2",29.294,-5.878,17.015,40.434,48.328,87,79.929,95,22.69,90.394,"Y"
"Class1",13.946,33.758,82.592,36.289,25.576,27,66.939,71,20.651,71.294,"L"
"Class1",12.917,37.61,68.038,36.597,60.134,26,68.419,79,13.838,50.612,"E"
"Class1",11.704,20.385,88.863,36.199,31.173,39,69.621,17,10.086,82.449,"E"
"Class2",20.62,42.607,14.9,31.562,32.475,85,76.171,82,16.85,63.196,"U"
"Class1",14.088,12.301,82.838,35.334,29.598,45,40.696,41,38.205,38.5,"W"
"Class1",17.005,24.828,83.571,36.508,71.02,43,56.078,25,28.671,90.298,"L"
"Class1",13.821,30.759,72.145,36.453,32.349,47,48.946,73,35.694,56.302,"L"
"Class1",14.415,8.615,85.548,36.64,23.753,NA,59.612,65,33.901,31.112,"W"
"Class1",14.185,34.379,88.637,35.079,43.699,39,68.125,10,20.395,101.064,"E"
"Class1",15.663,24.408,87.822,35.401,64.487,16,62.388,22,31.792,46.059,"K"
"Class1",13.716,24.717,85.364,36.708,33.072,26,66.925,48,10.775,71.596,"L"
"Class2",17.921,21.055,17.309,55.671,44.153,86,71.399,47,17.6,64.657,"Q"
"Class1",10.668,18.549,74.561,36.439,72.546,33,47.597,15,37.547,35.784,"U"
"Class2",22.214,29.817,18.372,34.521,11.839,85,75.649,92,30.61,54.691,"U"
"Class2",15.954,35.544,15.996,49.057,35.94,85,77.141,62,29.877,81.743,"N"
"Class1",13.46,23.658,74.481,36.628,88.848,50,59.489,68,32.395,83.8,"U"
"Class1",13.116,31.261,71.645,35.508,37.125,49,73.35,29,20.939,73.642,"L"
"Class2",14.918,8.689,14.518,43.492,46.826,86,88.222,56,14.201,78.571,"U"
"Class1",15.298,50.242,67.588,36.595,32.254,33,63.68,74,42.174,58.444,"K"
"Class2",18.69,92.434,18.688,46.024,42.644,87,75.035,44,28.792,56.934,"N"
"Class2",33.735,38.901,25.76,26.927,30.925,NA,80.693,53,14.09,97.549,"U"
"Class1",13.753,37.924,76.008,36.11,38.953,50,89.363,48,35.618,77.372,"U"
"Class1",11.275,32.339,68.352,35.446,44.292,27,58.593,73,18.67,71.259,"L"
"Class1",15.621,28.509,68.551,35.627,92.18,41,81.603,21,25.578,55.202,"E"
"Class1",13.901,25.376,77.08,35.667,74.71,24,58.363,50,46.677,45.378,"U"
"Class2",41.489,52.43,26.82,21.33,23.321,85,71.57,33,21.556,44.427,"L"
"Class1",14.512,34.407,85.88,35.497,89.721,59,87.841,27,35.346,43.877,"U"
"Class1",16.026,26.313,79.808,35.898,18.388,49,57.935,20,50.872,81.699,"U"
"Class1",14.833,39.476,69.73,36.611,43.469,56,35.662,10,43.194,44.06,"L"
"Class1",15.062,28.035,76.033,36.252,35.708,52,53.767,81,27.907,64.748,"U"
"Class2",25.523,37.325,15.334,57.153,11.64,87,81.148,91,32.72,77.104,"U"
"Class2",22.879,57.909,23.443,61.204,46.831,87,78.835,49,12.301,57.538,"N"
"Class2",43.769,20.302,24.525,44.065,9.738,87,80.937,95,15.174,70.496,"Y"
"Class1",14.653,41.247,80.722,36.922,68.949,44,53.096,31,29.13,52.393,"E"
"Class2",23.26,66.734,17.935,28.374,19.552,85,77.107,90,16.72,44.768,"Y"
"Class2",30.217,11.371,25.879,60.766,7.867,86,80.192,48,21.378,108.445,"U"
"Class2",29.905,49.716,20.687,40.545,11.694,87,80.798,32,31.628,41.631,"Y"
"Class1",14.938,26.777,81.014,35.611,27.281,25,84.841,21,40.846,51.093,"E"
"Class1",13.562,32.525,82.425,35.629,54.414,52,85.258,19,34.88,62.317,"E"
"Class2",34.967,64.339,20.588,29.54,29.652,86,80.418,74,30.173,69.851,"Y"
"Class2",24.977,-14.246,16.388,60.341,44.116,NA,74.335,74,20.1,74.191,"L"
"Class2",24.535,78.811,26.254,51.657,12.304,NA,75.197,85,24.048,76.273,"L"
"Class1",11.554,40.546,74.267,35.52,92.048,55,52.007,57,21.611,61.868,"E"
"Class2",33.659,3.33,17.176,39.221,29.042,86,80.924,38,30.572,46.898,"L"
"Class1",14.719,24.402,88.141,36.763,36.893,44,48.37,39,28.218,56.665,NA
"Class2",37.755,39.151,22.32,26.035,46.729,86,81.493,76,26.84,74.279,"Q"
"Class2",13.973,62.789,15.955,38.733,29.147,87,77.251,31,17.204,75.102,"L"
"Class2",34.657,53.068,14.933,24.621,17.511,87,85.464,34,25.667,105.54,"N"
"Class2",13.99,0.599,22.957,52.241,27.299,86,77.009,91,30.165,68.645,"Q"
"Class1",14.069,56.917,84.031,35.778,30.629,NA,63.111,74,28.63,46.465,"L"
"Class2",39.735,11.183,13.457,60.139,48.802,86,76.466,49,24.496,43.512,"U"
"Class2",36.499,-15.979,20.509,25.043,10.317,85,77.288,72,40.163,86.022,"U"
"Class2",16.951,62.726,15.714,51.076,29.257,86,89.682,72,38.594,70.35,"U"
"Class2",34.211,6.723,20.282,60.508,15.097,86,89.919,57,35.529,76.642,"Y"
"Class1",12.843,9.619,69.746,35.43,77.617,17,88.596,70,34.568,44.914,"L"
"Class2",19.483,4.556,13.652,36.269,31.109,87,79.907,73,24.402,67.522,"Y"
"Class1",16.064,31.745,78.223,36.532,27.534,29,90.17,70,18.292,51.988,"U"
"Class2",24.116,45.23,21.93,34.843,33.914,87,86.458,61,35.82,85.336,"Q"
"Class2",22.269,50.527,23.408,25.829,13.002,87,74.696,76,14.2,65.981,NA
"Class2",10.329,65.001,16.976,39.265,50.576,86,86.883,76,26.767,69.149,"L"
"Class2",26.292,34.94,27.958,35.336,24.705,NA,67.69,71,40.018,72.65,"N"
"Class2",35.627,29.884,15.151,29.734,37.326,86,78.801,53,14.801,119.796,"U"
"Class1",12.226,36.064,80.894,36.876,81.371,41,58.606,85,33.622,64.094,"K"
"Class2",28.025,30.198,24.625,23.096,50.222,87,74.807,89,21.987,27.209,"N"
"Class1",15.165,45.429,66.731,35.512,25.983,38,52.449,70,44.444,76.14,"K"
"Class2",20.786,19.572,27.42,52.909,46.404,85,80.409,82,22.701,98.095,"N"
"Class1",14.526,40.191,88.086,36.592,85.038,51,67.156,18,21.069,80.845,"E"
"Class1",14.46,29.4,76.999,35.544,33.8,57,36.665,74,25.272,62.999,"W"
"Class1",13.871,27.35,76.881,35.869,30.963,45,79.958,27,14.287,56.344,"L"
"Class1",15.807,24.67,69.112,36.191,71.893,21,63.507,33,20.936,71.649,"E"
"Class2",32.096,47.862,16.574,40.867,37.115,86,76.916,69,38.602,67.488,"U"
"Class1",13.896,44.357,87.587,35.264,50.334,36,76.565,15,18.962,37.86,"W"
"Class1",13.454,38.803,72.268,36.592,61.831,23,48.385,70,30.124,56.331,"E"
"Class1",13.357,22.942,85.505,35.621,85.984,NA,71.199,25,38.758,38.336,"E"
"Class1",14.371,52.196,69.762,35.456,85.322,61,69.8,39,13.24,72.434,"E"
"Class2",18.37,8.03,15.366,20.411,12.88,85,76.847,43,28.084,50.23,"L"
"Class2",24.969,15.055,27.485,60.533,45.773,85,77.352,86,16.459,94.166,"U"
"Class2",33.263,28.93,20.262,37.821,51.142,87,76.746,82,13.75,27.619,"U"
"Class2",22.376,2.789,16.025,31.408,35.046,85,79.662,82,40.095,38.731,"L"
"Class1",12.926,51.709,83.153,35.248,60.747,31,68.966,14,17.079,35.586,"L"
"Class2",39.783,9.365,25.886,27.254,14.642,87,73.491,79,31.86,84.983,NA
"Class2",33.118,27.098,17.952,31.108,17.609,NA,68.295,69,21.793,97.581,"U"
"Class1",12.876,44.666,82.727,35.903,33.053,42,48.952,79,10.807,90.237,"K"
"Class2",39.15,17.936,13.187,26.874,36.512,NA,80.576,63,20.009,37.881,"U"
"Class1",13.636,27.211,73.641,35.999,34.238,18,47.779,68,50.368,51.358,"W"
"Class1",14.353,37.866,69.591,35.545,48.151,47,52.986,80,49.702,54.68,"W"
"Class2",23.409,23.207,14.369,25.782,32.881,85,81.716,52,23.568,72.231,"U"
"Class1",14.622,41.989,85.257,36.65,78.393,20,37.623,45,49.132,59.443,"U"
"Class1",15.251,18.376,79.85,36.1,84.545,43,69.486,59,12.771,62.86,"U"
"Class1",12.6,18.117,79.889,36.284,67.035,NA,48.301,37,23.058,53.417,"K"
"Class1",11.296,16.492,87.278,36.542,67.782,54,95.833,42,26.271,74.668,"L"
"Class1",15.347,26.148,83.661,36.13,70.443,31,68.662,29,33.15,32.518,"L"
"Class1",13.18,22.387,74.66,36.314,86.048,29,52.006,14,37.498,70.881,"U"
"Class1",13.829,16.675,71.045,36.601,57.097,43,50.907,35,30.545,66.158,"E"
"Class1",14.012,38.245,85.122,36.238,72.531,16,65.696,73,25.802,37.04,"E"
"Class2",27.541,11.19,17.469,29.744,38.731,85,80.974,75,16.699,52.844,"L"
"Class1",14.137,24.199,70.36,35.661,86.825,NA,75.94,53,13.795,51.881,"E"
"Class2",26.863,76.87,13.223,45.591,40.53,87,74.721,48,34.683,84.321,"Q"
"Class2",32.344,43.437,23.75,58.565,19.611,85,75.076,62,26.222,77.13,"U"
"Class2",19.321,33.519,16.094,39.669,26.361,85,76.319,41,25.945,38.419,"U"
"Class2",35.564,29.025,18.543,61.702,10.934,87,76.886,90,20.513,61.521,"Q"
"Class1",15.934,36.9,72.861,36.351,22.916,41,77.181,9,44.572,50.005,"E"
"Class1",14.083,47.541,69.472,35.982,38.594,48,73.094,40,21.685,73.799,"W"
"Class2",19.127,56.348,21.269,45.132,44.078,85,85.084,58,22.054,85.278,"U"
"Class2",20.115,55.622,24.6,32.849,16.634,NA,86.65,85,27.837,72.727,"Q"
"Class1",13.023,22.315,87.562,36.953,86.5,16,47.215,74,13.793,69.808,"L"
"Class1",15.773,22.122,73.554,35.864,88.849,22,70.809,72,27.303,46.637,"W"
"Class1",15.417,21.342,75.724,36.42,22.11,28,85.844,85,39.01,48.287,"E"
"Class1",14.543,16.677,75.295,36.068,58.463,NA,66.003,52,31.839,80.435,"E"
"Class2",23.272,3.112,24.14,37.717,28.841,86,78.79,77,39.689,52.214,"L"
"Class2",35.661,47.026,20.825,50.956,39.309,85,86.72,93,25.351,72.852,"U"
"Class2",28.711,14.511,24.51,24.841,18.483,87,82.581,52,36.54,47.316,"Q"
"Class1",13.472,41.956,72.989,36.708,39.924,52,70.207,11,47.275,62.258,"E"
"Class1",13.701,47.034,81.578,35.767,40.916,28,62.087,23,34.107,65.457,"W"
"Class1",15.64,32.607,70.299,35.06,85.878,31,58.471,34,20.725,106.208,"L"
"Class2",28.828,48.972,15.552,25.992,12.603,85,74.374,42,32.141,50.485,"Y"
"Class2",27.576,59.108,24.042,33.913,22.775,85,80.494,62,21.95,78.337,"Y"
"Class2",21.869,35.936,20.26,31.467,48.039,85,78.272,91,32.449,90.251,"Y"
"Class2",23.218,45.982,19.439,36.757,45.789,86,79.213,50,14.804,50.817,"L"
"Class2",20.598,79.192,21.082,35.73,15.265,87,71.868,50,29.5,17.439,NA
"Class2",31.433,76.396,15.319,56.085,8.736,86,78.126,38,18.861,55.922,"L"
"Class2",30.721,24.25,21.618,41.647,31.283,85,61.043,41,29.83,65.8,"L"
"Class1",12.57,34.264,72.272,36.579,30.868,48,51.092,57,9.513,46.332,"L"
"Class2",37.283,52.137,20.241,47.233,39.858,85,80.537,55,38.835,47.779,NA
"Class2",38.525,47.405,27.901,27.183,12.237,86,79.756,89,31.438,32.72,"U"
"Class1",11.653,43.12,82.779,36.138,54.624,62,58.971,50,12.523,56.342,"E"
"Class2",9.056,20.544,25.689,46.903,14.575,85,88.003,78,36.686,66.116,"Q"
"Class2",14.755,26.45,25.028,24.992,9.191,85,81.829,80,35.265,75.814,"Q"
"Class1",14.843,23.663,88.441,36.483,63.024,51,81.527,76,10.135,53.157,"K"
"Class2",41.972,67.921,20.84,55.545,11.773,85,84.671,60,38.357,45.645,"U"
"Class1",13.197,24.093,72.36,36.189,88.153,61,74.375,60,12.527,76.468,"E"
"Class2",23.686,17.025,14.867,21.397,49.772,87,78.393,56,12.399,25.948,"Y"
"Class2",33.188,53.555,17.348,37.626,35.679,87,81.389,90,36.185,62.807,NA
"Class2",22.401,40.309,19.683,24.648,15.728,87,84.898,46,37.698,10.838,"Q"
"Class1",15.371,39.075,81.299,36.227,75.777,26,71.402,20,26.176,56.972,"L"
"Class2",27.025,41.094,22.579,26.362,31.918,85,76.857,76,39.433,77.331,"L"
"Class2",36.862,9.442,26.933,42.567,51.833,NA,79.413,37,22.348,44.667,"Q"
"Class1",15.027,28.964,85.075,35.272,42.973,45,83.367,26,36.073,65.365,"E"
"Class2",28.16,-1.913,19.483,34.951,44.217,87,72.123,57,40.074,71.237,"Q"
"Class1",13.251,29.996,71.728,35.824,54.611,48,67.521,35,48.899,73.074,"W"
"Class2",15.52,11.891,14.828,39.01,15.658,85,88.302,80,24.414,72.116,"L"
"Class1",14.83,28.294,68.751,35.937,47.218,31,74.621,71,43.938,35.935,"U"
"Class1",13.403,40.662,89.467,35.155,58.309,20,60.598,15,37.241,72.456,"E"
"Class1",15.096,28.136,86.761,36.134,84.368,47,65.109,82,17.608,47.74,"K"
"Class1",12.91,58.834,69.175,35.867,73.062,49,52.646,74,22.425,58.685,"U"
"Class2",25.752,24.24,27.385,58.845,46.718,86,79.634,57,19.412,7.559,"Q"
"Class1",16.06,34.264,69.707,35.895,63.906,37,60.839,78,37.98,73.983,"U"
"Class1",14.674,40.793,88.346,35.042,87.415,NA,70.618,78,33.309,61.795,"L"
"Class1",12.487,45.844,68.209,35.202,51.546,17,72.63,42,40.253,53.247,NA
"Class2",21.457,47.525,19.769,33.859,46.164,86,77.772,92,36.458,81.246,"N"
"Class2",14.146,23.575,14.951,35.82,36.668,85,73.167,41,21.092,21.947,"L"
"Class2",25.826,21.897,13.766,33.342,47.833,86,71.04,89,20.01,53.564,"U"
"Class1",12.808,21.166,87.993,35.851,88.348,63,85.312,32,48.035,67.441,"U"
"Class1",15.86,37.598,72.989,36.523,72.079,47,70.322,71,35.928,51.233,"U"
"Class1",13.391,34.645,76.699,36.281,60.802,29,81.753,72,30.793,38.704,"L"
"Class1",14.154,34.604,74.731,36.808,86.843,34,58.418,84,17.08,68.835,"L"
"Class2",38.042,10.217,15.78,47.54,25.572,86,71.497,79,25.296,56.414,"L"
"Class1",14.885,23.558,81.894,35.004,39.167,60,46.238,20,19.784,51.122,"W"
"Class1",13.886,40.496,78.547,36.544,53.452,23,29.761,17,33.654,83.105,"L"
"Class2",17.919,34.25,27.073,44.132,36.602,86,78.547,32,29.973,68.422,"Q"
"Class2",23.915,56.578,19.851,51.446,17.396,NA,75.06,70,30.974,48.829,"L"
