"GKP1","ACK2","PAD3","MZP4","Output2","IXG5","QHX6","ZFG7","HRQ8","SIZ9","CEP10"
25.191,26.364,96.347,78.466,"Class1","L",90.487,"A",61.275,31.077,27
42.407,61.448,81.358,85.883,"Class1","L",85.674,"Y",42.805,8.516,41
47.786,44.529,41.359,80.587,"Class1","Q",93.655,"R",46.697,7.263,32
36.746,25.345,51.706,82.319,"Class1","A",92.288,"M",49.864,21.534,42
31.771,28.101,81.142,84.558,"Class1","L",88.375,"A",63.947,12.326,29
36.047,44.948,53.94,90.424,"Class1","S",84.47,"M",43.602,23.813,27
39.898,77.226,47.412,19.551,"Class2","T",23.124,"Y",42.829,49.941,2
38.294,68.551,25.645,9.765,"Class2","L",32.734,"V",69.041,46.162,4
42.387,56.878,34.416,29.421,"Class2","G",32.261,"U",66.878,48.402,6
36.443,26.928,50.879,81.414,"Class1","S",93.797,"M",38.057,11.481,38
27.181,39.69,27.139,80.254,"Class1","L",92.009,"G",69.409,25.239,24
35.826,73.968,41.013,-3.392,"Class2","R",35.393,"U",82.927,44.802,1
35.806,48.122,31.178,37.089,"Class2","R",26.339,"T",36.939,51.804,5
37.12,49.447,37.1,32.517,"Class2","S",27.003,"Y",80.409,45.47,2
39.1,67.46,47.406,68.317,"Class2","L",27.993,"U",44.369,43.4,3
34.562,49.215,45.579,17.803,"Class2","T",34.473,"Y",48.244,41.63,0
40.701,45.383,28.999,46.064,"Class2","L",29.418,"Y",66.654,46.391,1
37.107,60.728,18.976,26.391,"Class2","T",28.424,"Y",54.271,42.229,3
40.109,42.708,29.952,30.79,"Class2","L",23.434,"U",33.16,48.731,5
38.3,51.652,64.935,37.39,"Class2","T",33.433,"N",90.354,48.082,3
24.764,59.732,88.641,87.02,"Class1","A",93.127,NA,60.431,6.478,28
25.969,49.824,0.309,74.914,"Class1","N",87.302,"Y",52.799,24.529,26
22.688,26.14,92.232,82.902,"Class1","S",90.706,NA,59.144,25.33,37
37.702,58.177,77.549,84.761,"Class1","N",89.015,"M",80.089,21.049,24
37.775,62.941,18.647,20.342,"Class2","R",33.888,"N",78.636,43.768,6
42.729,55.475,40.661,39.682,"Class2","G",31.159,"N",67.22,50.248,3
34.23,77.094,18.338,26.837,"Class2","S",34.813,"V",98.367,48.283,1
37.112,51.628,54.441,41.965,"Class2","G",24.817,"N",50.887,41.753,2
37.109,42.134,37.436,30.909,"Class2","L",25.845,"Y",32.745,49.889,5
17.979,52.162,75.665,83.471,"Class1","N",90.05,"M",92.972,24.62,32
36.375,48.013,36.175,30.598,"Class2","G",26.463,"U",52.661,41.117,6
38.018,75.767,11.314,49.728,"Class2","S",24.361,"Y",75.189,46.8,5
33.883,51.574,34.241,NA,"Class2","G",28.209,"T",84.159,44.588,1
31.506,41.576,70.925,84.391,"Class1","A",84.487,"M",62.05,24.15,32
22.92,61.818,57.87,78.969,"Class1","A",93.512,"R",56.934,19.782,24
31.424,59.108,22.024,76.357,"Class1","N",92.855,"A",67.971,31.797,33
30.31,40.791,49.104,94.494,"Class1","N",85.906,"G",66.386,29.265,40
37.906,64.583,57.17,43.013,"Class2","T",35.362,NA,65.272,41.738,0
18.655,24.926,45.551,75.715,"Class1","N",85.543,"R",55.629,25.658,35
11.991,53.745,106.665,83.366,"Class1","N",85.467,"R",59.883,10.125,25
39.066,38.634,65.498,77.96,"Class1","L",91.841,"R",51.142,26.719,31
19.026,61.515,62.206,79.462,"Class1","N",92.074,"A",78.974,20.311,39
33.808,44.23,44.655,24.148,"Class2","L",27.118,"N",100.281,48.733,6
37.344,30.519,64.395,76.103,"Class1","S",92.494,"A",78.78,18.399,27
17.057,66.096,79.18,84.585,"Class1","Q",89.463,"Y",83.465,14.8,24
51.079,41.747,93.029,75.239,"Class1","S",91.255,"Y",64.172,24.052,41
37.631,76.068,36.226,30.371,"Class2","T",32.395,"Y",79.558,47.742,3
33.782,55.395,21.624,NA,"Class2","R",35.332,"U",-7.276,48.086,7
27.459,57.826,86.237,77.536,"Class1","Q",84.015,"M",72.787,19.7,40
40.1,51.69,70.069,82.194,"Class1","S",86.373,"R",89.576,20.114,35
37.377,63.917,65.301,80.534,"Class1","L",85.188,"A",50.712,19.13,27
16.882,66.744,58.822,82.135,"Class1","S",89.035,"Y",60.433,10.08,38
26.412,26.708,78.505,73.196,"Class1","A",85.532,NA,73.973,31.315,23
41.697,50.628,58.249,71.215,"Class1","Q",90.782,"G",65.17,24.451,35
40.114,63.95,32.707,31.711,"Class2","L",36.762,"T",53.136,49.541,3
42.38,26.468,46.53,85.417,"Class1","S",93.739,"Y",35.961,25.214,31
28.46,60.74,39.712,88.567,"Class1","N",85.455,"G",44.035,19.12,41
42.716,34.29,49.671,82.497,"Class1","Q",88.118,"Y",77.199,17.463,33
33.807,44.367,38.425,51.706,"Class2","R",24.164,"U",88.571,41.97,0
35.256,53.756,31.911,35.074,"Class2","T",31.27,"T",41.153,42.151,1
20.747,42.862,64.451,76.939,"Class1","Q",85.306,"G",61.701,31.301,26
37.344,45.222,35.493,93.837,"Class1","N",88.796,"A",76.482,17.36,41
37.272,78.39,35.964,18.776,"Class2","R",34.685,"N",87.195,51.958,1
20.37,65.415,47.704,79.75,"Class1","N",93.967,"A",62.952,19.127,29
56.012,18.777,19.355,66.146,"Class1","A",92.937,"R",72.749,22.976,39
37.554,47.043,32.41,11.033,"Class2","T",35.276,"V",50.7,45.301,4
40.133,36.978,93.096,75.101,"Class1","A",91.905,"M",56.431,15.732,35
31.397,59.132,72.303,80.395,"Class1","N",93.959,"M",79.094,16.347,35
39.158,70.764,46.495,14.033,"Class2","G",31.467,"T",62.686,42.466,5
38.789,71.774,34.903,34.416,"Class2","L",29.139,"N",20.643,47.819,5
36.824,46.734,37.036,36.625,"Class2","S",26.628,"N",73.477,47.137,1
38.524,77.323,58.882,19.154,"Class2","S",29.52,NA,84.684,41.759,7
41.329,43.499,59.571,83.74,"Class1","Q",91.207,"Y",81.61,6.587,28
20.039,44.918,60.838,80.639,"Class1","L",93.565,"G",70.41,30.397,29
42.209,44.477,20.376,34.694,"Class2","T",30.013,"N",25.823,51.286,4
36.337,62.068,23.651,-5.313,"Class2","T",32.48,"U",81.328,45.735,2
27.839,44.691,33.781,79.406,"Class1","L",89.832,"G",60.872,29.098,39
30.906,50.661,36.409,87.198,"Class1","A",85.805,"Y",71.071,26.453,24
53.256,50.649,78.753,84.429,"Class1","A",89.494,"M",83.503,31.946,30
39.606,43.949,38.938,56.636,"Class2","R",29.785,"U",40.106,45.426,2
36.18,50.987,40.071,51.885,"Class2","S",26.731,"N",85.917,45.538,2
7.233,43.881,68.947,78.414,"Class1","S",89.529,"R",38.778,12.287,38
40.997,61.059,25.111,38.976,"Class2","R",28.911,"U",81.816,44.443,4
46.079,61.99,77.492,77.289,"Class1","A",88.424,"M",56.276,11.039,40
24.271,46.246,7.552,73.202,"Class1","N",91.864,"G",86.363,7.309,42
43.138,72.878,30.812,58.587,"Class2","R",28.101,"V",89.325,41.392,3
34.944,72.703,42.017,31.988,"Class2","L",34.531,"U",57.172,45.002,7
27.132,75.787,26.156,48.395,"Class2","L",35.409,"Y",46.546,46.583,2
40.84,49.497,95.294,77.696,"Class1","Q",89.383,"M",67.722,30.536,23
35.929,50.648,34.576,45.306,"Class2","L",31.977,"N",54.5,48.282,4
52.562,55.227,67.115,72.466,"Class1","A",90.072,"A",87.533,14.06,25
32.257,70.487,20.255,48.22,"Class2","S",32.639,"U",60.408,44.06,3
36.864,35.264,73.831,87.252,"Class1","A",86.439,"A",79.548,25.308,26
37.845,57.458,44.886,47.613,"Class2","T",34.981,"T",85.358,50.178,2
22.817,65.761,58.919,81.737,"Class1","A",87.982,"A",65.85,29.325,24
38.495,51.437,31.791,37.991,"Class2","T",26.363,"T",43.478,43.73,2
35.647,55.631,55.935,91.506,"Class1","Q",85.934,"M",56.03,28.971,25
38.368,77.477,22.264,21.655,"Class2","R",24.778,"N",50.413,43.847,0
9.652,48.569,97.87,93.392,"Class1","L",86.335,"G",64.682,26.812,30
36.973,48.876,65.056,82.788,"Class1","N",88.538,"M",78.646,6.035,26
16.076,55.021,41.856,90.894,"Class1","L",89.15,"M",72.652,24.63,42
35.506,72.671,29.162,43.484,"Class2","L",27.301,"Y",81.825,44.392,1
41.631,41.002,27.858,14.57,"Class2","L",23.341,"T",46.768,49.521,6
36.926,58.613,34.954,79.817,"Class2","T",36.659,"U",93.292,47.109,3
35.231,38.437,56.307,68.721,"Class1","Q",87.792,"Y",61.223,21.047,42
11.395,36.893,43.393,90.239,"Class1","A",87.495,"M",73.572,31.276,42
40.437,51.042,28.212,23.422,"Class2","S",34.201,"V",117.987,46.417,0
28.412,60.685,77.56,81.721,"Class1","S",86.726,"R",92.841,8.196,39
10.02,40.61,68.642,89.933,"Class1","S",84.384,"Y",56.218,13.271,32
39.863,71.451,35.489,45.553,"Class2","R",33.491,"Y",58.355,49.143,5
-2.405,34.742,41.744,81.137,"Class1","N",86.966,"A",63.83,31.974,37
33.833,64.442,22.842,57.782,"Class2","T",24.614,"U",30.45,42.593,3
39.231,61.507,37.56,9.715,"Class2","L",25.8,NA,59.381,41.003,1
39.717,61.103,49.563,25.338,"Class2","R",29.613,"T",80.614,44.139,6
25.613,21.307,73.195,73.058,"Class1","L",92.525,"R",57.32,10.608,26
25.143,28.194,79.724,84.185,"Class1","S",85.845,"R",65.996,21.83,31
40.237,54.107,28.527,24.017,"Class2","T",34.512,"T",103.923,51.15,2
26.597,56.889,39.92,77.356,"Class1","N",87.368,"Y",53.298,21.263,26
26.508,41.864,53.577,81.869,"Class1","N",93.713,"Y",52.479,25.246,37
36.973,62.94,16.458,41.156,"Class2","S",33.917,"V",32,41.306,7
39.566,72.084,38.991,44.709,"Class2","T",28.341,"Y",55.605,41.346,2
33.921,61.148,33.985,15.751,"Class2","T",26.806,"V",70.505,46.374,5
40.535,74.762,28.93,-8.435,"Class2","S",28.646,"T",105.224,44.067,1
35.836,72.029,40.245,55.725,"Class2","R",25.978,"V",76.624,50.869,7
28.607,64.691,72.8,85.694,"Class1","S",86.988,"Y",81.491,18.861,35
40.548,51.018,33.211,53.639,"Class2","S",33.047,"V",31.406,49.343,7
38.717,55.718,3.919,6.597,"Class2","G",32.59,"N",35.592,45.869,7
40.967,77.478,37.593,58.999,"Class2","R",32.197,"U",36.081,49.978,1
37.776,56.02,27.433,4.775,"Class2","S",33.169,"N",110.121,45.734,7
35.822,77.355,28.92,59.167,"Class2","L",33.028,"Y",71.523,41.322,2
40.302,57.381,32.668,61.751,"Class2","R",28.549,"T",49.925,51.25,4
18.932,52.225,29.285,84.264,"Class1","A",85.935,"M",79.109,12.692,27
18.955,52.747,11.916,91.429,"Class1","Q",86.656,"A",64.628,20.471,37
35.97,44.626,47.074,33.661,"Class2","G",27.292,"Y",8.198,48.305,6
39.333,69.098,34.63,61.151,"Class2","T",30.47,"Y",56.222,41.997,6
21.321,19.938,78.19,81.127,"Class1","L",88.738,"R",62.918,16.043,32
9.993,48.068,28.276,79.552,"Class1","S",92.449,"G",59.57,8.967,28
38.786,62.74,27.936,55.999,"Class2","S",32.914,"V",49.728,43.065,4
14.26,65.156,36.033,79.915,"Class1","N",84.918,"A",55.483,16.359,31
22.083,50.397,63.295,84.15,"Class1","Q",93.734,"R",54.671,25.367,26
29.848,36.447,42.2,79.053,"Class1","L",91.147,"G",77.022,29.852,35
35.65,59.129,29.569,32.19,"Class2","T",26.861,"Y",46.716,42.571,4
23.895,46.311,99.153,83.323,"Class1","S",92.619,"A",68.13,13.049,33
12.194,42.691,51.999,81.648,"Class1","Q",88.982,"R",97.631,10.115,41
31.634,40.573,65.097,81.532,"Class1","L",93.82,"M",73.066,12.784,35
38.105,59.355,48.911,46.949,"Class2","L",31.962,"V",49.983,49.91,5
37.094,31.769,67.68,86.83,"Class1","S",91.658,"A",57.457,16.036,23
21.695,42.248,65.088,74.622,"Class1","Q",92.743,"A",48.061,17.003,29
39.465,61.242,19.317,18.054,"Class2","L",26.281,"Y",76.952,44.349,2
20.676,41.915,73.073,86.113,"Class1","Q",89.561,"Y",58.224,31.044,41
36.207,23.819,39.927,69.516,"Class1","A",84.015,"Y",88.539,18.295,36
22.493,63.993,57.726,80.205,"Class1","S",92.784,"G",93.427,22.409,23
30.707,60.756,89.816,77.87,"Class1","Q",87.46,"Y",62.175,16.987,30
37.289,38.981,98.331,78.437,"Class1","N",87.352,"R",110.776,19.723,36
22.933,64.643,36.002,74.22,"Class1","A",93.695,"G",76.32,8.005,39
35.604,75.474,40.171,12.511,"Class2","L",34.019,"N",83.878,51.407,0
28.375,59.718,48.271,72.532,"Class1","L",90.904,"A",55.812,21.125,42
10.573,31.598,41.317,80.447,"Class1","S",87.209,"G",53.644,26.935,36
37.641,64.966,43.45,51.069,"Class2","G",23.406,"N",75.123,47.219,2
35.622,58.584,28.972,37.138,"Class2","L",28.174,"N",63.495,43.499,5
36.558,76.21,44.428,18.054,"Class2","R",25.778,NA,80.483,43.857,1
28.617,46.132,89.692,69.829,"Class1","Q",89.47,NA,53.707,23.852,36
30.088,38.36,67.093,NA,"Class1","A",87.999,"Y",63.485,7.696,42
42.47,70.603,65.346,16.992,"Class2","L",33.21,"N",69.294,44.659,1
41.624,54.6,20.099,33.18,"Class2","T",33.33,"N",70.054,42.271,4
16.402,31.627,55.858,78.236,"Class1","Q",87.339,"R",95.978,28.773,28
17.621,27.07,64.796,79.081,"Class1","A",92.668,"Y",48.001,12.642,25
30.574,40.692,69.732,NA,"Class1","S",86.193,"M",71.642,29.113,40
35.849,58.976,75.116,84.056,"Class1","N",84.14,"M",76.74,19.757,23
37.512,64.088,38.5,25.833,"Class2","S",36.225,"U",91.092,42.089,5
36.881,71.169,48.423,57.656,"Class2","L",29.817,"U",42.557,47.17,2
33.93,57.346,22.203,51.667,"Class2","L",24.033,"T",88.329,41.092,7
38.788,66.129,33.542,NA,"Class2","T",35.742,"U",98.259,45.918,2
33.866,60.203,68.451,83.683,"Class1","Q",90.279,"R",60.553,26.663,28
34.499,60.321,46.455,44.61,"Class2","S",36.066,"T",38.985,45.264,0
18.117,27.93,9.881,79.512,"Class1","S",88.409,"G",80.692,19.807,23
37.476,70.341,47.633,55.673,"Class2","T",31.396,"Y",48.981,43.227,0
37.801,74.089,17.056,6.269,"Class2","G",26.962,"T",89.768,48.452,6
34.511,57.756,33.443,34.625,"Class2","L",30.064,"Y",72.479,46.918,2
36.67,65.337,10.746,24.063,"Class2","S",25.637,NA,2.395,50.92,3
19.569,29.489,54.394,89.331,"Class1","N",88.922,"G",36.332,18.159,24
23.747,38.453,51.016,84.727,"Class1","A",90.995,"A",83.663,11.352,37
39.675,55.49,41.886,39.7,"Class2","R",35.503,"U",24.825,49.601,3
41.156,18.28,20.442,82.213,"Class1","N",89.447,"M",54.32,30.222,29
27.761,37.613,66.228,80.246,"Class1","N",87.235,"A",68.252,24.751,30
36.152,30.528,79.41,77.813,"Class1","Q",87.12,"A",43.36,25.466,40
29.689,65.738,36.191,78.635,"Class1","N",84.017,"A",66.159,25.511,29
5.628,24.935,55.001,87.663,"Class1","A",87.013,"M",92.619,19.788,36
28.305,21.356,68.024,76.735,"Class1","N",88.381,"G",65.879,20.816,36
15.978,29.666,113.52,69.663,"Class1","L",92.179,"G",98.428,26.608,26
20.58,56.971,62.171,76.677,"Class1","A",88.72,"A",45.815,25.149,31
45.989,70.834,42.897,34.012,"Class2","S",26.03,"U",25.91,50.781,1
39.152,55.141,56.026,59.365,"Class2","R",34.196,"U",73.952,41.056,7
31.393,62.417,89.95,76.693,"Class1","Q",91.113,"Y",58.338,15.97,26
25.347,39.66,47.328,81.095,"Class1","L",90.246,"R",72.082,31.298,39
16.238,21.079,69.037,77.998,"Class1","L",91.326,"Y",65.142,27.094,41
22.224,60.607,102.778,77.89,"Class1","N",86.219,NA,83.696,18.931,33
39.189,68.939,24.342,NA,"Class2","S",31.762,"N",90.745,45.12,0
35.604,64.117,24.911,55.046,"Class2","S",35.079,"T",46.859,48.796,3
39.855,67.796,53.774,75.451,"Class2","L",35.498,"N",83.758,49.976,7
38.307,71.863,55.615,43.555,"Class2","L",31.549,"N",124.76,51.734,7
39.733,27.293,91.147,86.794,"Class1","N",85.717,"M",60.151,29.037,26
38.484,68.114,34.815,26.599,"Class2","G",27.912,"Y",57.616,50.272,5
-0.949,43.663,36.932,82.691,"Class1","Q",93.505,NA,64.562,29.88,23
26.414,35.93,60.469,88.774,"Class1","S",88.985,"R",43.543,7.315,32
9.28,46.746,45.746,94.097,"Class1","A",91.069,"G",67.206,22.821,28
38.271,47.366,44.128,23.359,"Class2","R",32.792,"N",87.66,45.688,2
37.742,50.041,54.973,67.869,"Class1","A",92.3,"A",61.938,17.736,42
34.817,63.191,31.773,2.561,"Class2","L",29.36,"Y",68.966,42.02,5
41.335,45.93,37.734,NA,"Class1","N",92.607,"M",66.957,13.321,26
33.136,58.97,29.174,80.858,"Class1","N",86.732,"M",77.08,14.451,30
39.241,78.94,39.59,12.268,"Class2","S",29.44,NA,114.954,41.541,7
8.081,31.083,58.008,73.877,"Class1","Q",88.126,"Y",40.016,29.924,34
37.341,45.574,32.893,25.944,"Class2","R",32.502,"V",60.747,49.061,7
25.804,36.747,62.835,75.253,"Class1","N",87.056,"M",73.682,10.764,26
41.386,42.513,57.677,71.575,"Class1","S",85.478,"R",55.276,25.78,30
35.325,41.146,39.669,22.774,"Class2","T",28.988,"V",11.571,43.338,3
36.322,46.234,18.907,31.154,"Class2","S",34.055,"U",50.256,49.093,3
37.221,54.492,46.696,44.977,"Class2","L",28.289,"V",96.191,46.527,4
38.206,77.793,59.192,37.666,"Class2","R",34.153,"N",26.555,44.838,4
37.707,46.748,60.243,50.334,"Class2","T",24.807,"N",38.044,44.906,5
40.203,21.301,76.893,75.271,"Class1","N",91.784,"G",86.944,12.177,39
33.777,47.681,37.655,16.305,"Class2","S",26.652,NA,73.355,42.474,0
36.988,72.352,40.032,51.767,"Class2","G",32.016,"N",39.154,42.806,2
42.316,26.199,86.102,79.921,"Class1","L",92.474,"G",63.18,21.188,42
37.06,66.49,20.46,61.792,"Class2","L",32.877,"T",73.75,47.025,6
39.354,55.817,80.749,86.038,"Class1","S",93.521,"M",76.955,18.38,28
22.767,52.778,4.246,87.265,"Class1","Q",90.102,"G",53.918,11.018,36
36.371,61.938,25.014,23.628,"Class2","L",24.537,"N",74.719,43.49,6
41.414,66.947,70.037,75.738,"Class1","L",87.369,"A",50.406,22.472,41
35.401,69.294,16.45,42.543,"Class2","T",34.221,"N",29.137,44.598,7
22.014,46.372,67.396,77.866,"Class1","L",89.522,"M",64.226,28.558,36
43.894,61.167,70.069,29.647,"Class2","L",31.677,"T",35.936,42.351,1
28.265,63.926,8.906,84.272,"Class1","L",93.747,"R",85.07,23.23,27
23.768,23.638,55.308,72.388,"Class1","Q",87.904,"M",72.72,28.976,33
36.833,53.59,22.225,28.79,"Class2","R",26.444,NA,87.905,42.569,1
33.671,66.772,36.092,70.898,"Class2","G",30.875,"Y",85.783,51.189,5
33.131,55.222,80.652,75.163,"Class1","A",93.294,"M",79.071,9.632,24
21.753,54.771,41.539,74.371,"Class1","N",85.172,"R",66.502,25.377,35
35.803,74.948,44.763,40.225,"Class2","R",27.532,"T",45.974,41.958,4
36.597,27.428,107.45,79.16,"Class1","A",89.488,"A",59.993,14.808,41
38.433,62.157,40.102,70.177,"Class2","G",32.908,"N",11.172,48.052,7
13.264,57.923,33.892,88.844,"Class1","N",89.999,NA,64.5,9.72,39
7.265,38.681,82.399,86.043,"Class1","Q",88.308,"A",64.611,8.517,26
25.998,55.37,76.099,89.431,"Class1","A",90.802,"A",78.189,29.754,41
42.141,25.117,75.567,86.394,"Class1","L",87.785,"A",71.639,17.694,34
33.748,64.741,0.95,55.831,"Class2","L",26.788,"Y",120.863,47.338,6
38.947,45.371,32.991,34.195,"Class2","L",34.131,"T",65.882,49.501,2
42.754,71.733,29.031,28.757,"Class2","L",30.021,"T",71.708,41.559,6
38.926,49.632,58.275,21.4,"Class2","S",33.349,"Y",49.781,51.376,0
22.756,43.827,75.733,91.917,"Class1","A",89.281,"Y",89.028,24.694,33
33.533,34.06,75.094,82.78,"Class1","A",88.765,"R",57.258,9.068,39
39.484,76.432,36.759,39.098,"Class2","S",27.531,"N",56.871,42.366,4
41.272,74.656,41.877,53.673,"Class2","G",34.754,"V",124.63,47.971,1
25.815,52.741,49.227,86.668,"Class1","S",89.354,"G",69.603,10.171,25
38.523,68.818,80.597,50.334,"Class2","T",25.866,"U",40.009,51.281,3
33.381,69.525,47.161,29.32,"Class2","T",32.059,"N",42.628,42.069,2
31.509,29.798,29.335,80.455,"Class1","Q",93.191,"G",77.823,30.818,38
35.26,77.429,33.758,47.62,"Class2","L",27.725,"U",82.226,43.259,7
39.377,39.934,34.41,76.923,"Class1","N",91.055,"Y",48.372,31.669,26
35.902,44.095,20.337,8.99,"Class2","R",25.647,"T",67.849,46.704,2
38.428,65.783,43.882,NA,"Class2","T",25.926,"N",42.415,51.229,1
40.839,31.881,40.577,82.158,"Class1","S",85.822,"Y",70.2,8.602,36
26.012,60.18,34.394,80.99,"Class1","L",90.882,"A",64.532,18.972,25
39.563,56.237,29.954,23.211,"Class2","T",35.408,"N",75.538,44.444,4
33.01,59.429,39.754,73.79,"Class1","Q",92.385,"G",93.1,14.273,37
35.439,37.96,45.513,84.84,"Class1","Q",93.925,"Y",86.373,12.071,36
34.658,74.452,41.814,48.429,"Class2","S",34.926,"T",60.131,51.936,3
30.015,28.498,124.672,79.165,"Class1","Q",88.786,"A",48.325,10.321,33
39.308,56.887,29.619,61.837,"Class2","S",24.351,"T",98.725,41.552,6
33.007,60.988,40.363,52.098,"Class2","T",30.379,"V",16.391,44.618,7
10.182,52.606,9.472,79.884,"Class1","L",87.151,"R",65.596,13.433,30
36.533,41.234,57.033,37.199,"Class2","G",27.216,"U",64.326,44.681,7
29.932,66.436,45.724,80.124,"Class1","A",87.432,"Y",67.214,18.418,29
34.302,55.34,95.837,79.382,"Class1","A",91.477,"Y",70.298,19.826,30
33.028,43.056,26.186,52.456,"Class2","R",24.903,"N",82.242,41.238,1
29.506,27.886,35.236,81.502,"Class1","Q",85.233,"A",66.159,27.806,38
38.153,51.535,22.991,NA,"Class2","L",34.8,"V",-28.011,42.566,7
40.542,54.077,70.692,77.81,"Class1","N",88.128,"M",54.415,29.983,24
32.847,48.254,36.322,75.016,"Class1","Q",92.836,"A",89.661,29.639,33
36.861,63.396,25.119,54.121,"Class2","T",23.48,"V",80.239,51.408,1
17.209,57.774,39.654,71.332,"Class1","S",92.132,"R",88.731,11.2,37
33.903,74.097,29.897,45.107,"Class2","S",24.102,"Y",56.332,41.17,2
28.16,44.485,58.613,83.074,"Class1","S",85.435,"A",50.242,14.021,37
15.704,58.579,54.886,77.35,"Class1","N",89.444,"Y",55.759,24.358,23
37.11,56.141,52.513,29.139,"Class2","G",36.226,"U",64.339,44.161,4
37.766,52.848,41.823,47.737,"Class2","G",29.128,"U",37.813,45.173,1
37.482,44.725,50.926,84.829,"Class1","L",88.85,"G",82.817,18.442,40
8.543,35.276,35.226,88.185,"Class1","A",85.75,"R",60.037,20.908,39
43.948,42.472,23.035,21.685,"Class2","G",27.421,"Y",113.381,49.361,4
33.722,62.903,58.54,42.464,"Class2","G",28.941,"V",26.513,42.832,2
39.883,54.126,44.739,38.694,"Class2","R",27.636,"N",48.63,43.285,5
42.464,33.729,54.917,79.296,"Class1","A",87.348,"M",59.751,16.125,23
30.363,48.559,43.193,94.576,"Class1","S",91.128,"Y",59.791,21.345,30
42.121,53.201,45.983,25.321,"Class2","G",28.237,"V",50.407,44.543,0
30.766,37.422,73.527,74.907,"Class1","N",87.929,NA,73.453,11.446,41
37.014,42.074,42.918,NA,"Class2","R",32.138,"U",77.346,42.66,2
31.391,17.134,50.447,86.818,"Class1","S",86.382,"M",50.371,16.72,33
42.591,44.408,32.079,8.347,"Class2","T",30.641,"V",62.602,42.848,2
38.65,70.815,49.627,25.225,"Class2","G",27.351,"U",53.769,45.725,5
34.427,54.178,51.571,96.794,"Class1","L",93.817,"Y",77.115,25.2,27
29.001,48.478,72.337,89.756,"Class1","S",88.445,"A",82.841,24.805,26
37.958,42.855,34.583,31.881,"Class2","S",29.729,NA,8.971,42.285,2
35.453,54.669,74.952,80.234,"Class1","Q",86.267,"R",97.354,17.948,27
36.267,67.166,19.88,32.489,"Class2","L",31.88,"T",112.776,45.605,6
42.84,64.391,49.118,60.125,"Class2","S",24.007,"V",59.366,43.546,4
37.487,67.819,42.604,40.797,"Class2","G",33.768,"T",23.046,47.917,6
40.074,59.512,39.437,44.131,"Class2","T",26.923,"V",30.165,45.367,0
37.26,68.33,49.785,44.404,"Class2","R",34.44,"Y",28.112,50.864,0
22.926,37.504,55.182,69.206,"Class1","S",90.318,"G",68.634,23.66,40
38.752,77.673,29.868,54.024,"Class2","S",28.791,"N",-0.509,48.343,0
35.771,77.982,29.863,35.401,"Class2","S",27.434,"U",72.165,50.18,5
32.225,49.484,78.357,78.985,"Class1","S",87.152,"R",48.589,24.362,25
28.203,38.882,95.458,89.073,"Class1","L",85.487,"G",89.87,7.843,26
41.544,53.817,6.738,74.062,"Class2","G",26.781,"Y",49.744,42.242,3
23.516,55.6,112.719,71.498,"Class1","L",86.247,"M",57.946,9.871,25
38.568,67.165,16.586,97.447,"Class2","G",24.139,"V",76.655,46.006,5
28.953,29.745,57.633,84.7,"Class1","L",86.302,"Y",66.651,17.545,34
41.642,55.904,23.522,30.753,"Class2","R",33.322,"N",81.646,46.444,7
40.909,24.267,76.198,73.327,"Class1","S",87.929,"M",74.471,13.541,35
29.855,39.96,62.529,92.855,"Class1","Q",92.16,"G",69.465,20.873,33
22.73,28.242,92.153,84.895,"Class1","A",93.445,NA,57.488,17.12,31
38.565,67.367,30.902,34.316,"Class2","L",30.788,"N",52.887,49.413,6
38.514,76.744,44.997,32.109,"Class2","S",25.601,"V",57.29,45.477,6
14.363,54.537,54.418,78.614,"Class1","L",90.862,"G",85.189,24.594,26
42.04,61.491,46.671,NA,"Class2","G",26.921,NA,68.805,46.044,2
37.845,60.514,29.558,32.151,"Class2","S",33.712,"U",26.419,42.985,6
36.645,58.08,82.642,82.993,"Class1","Q",92.047,"G",87.665,30.455,23
28.997,32.272,64.946,78.387,"Class1","N",87.388,"A",63.328,6.743,34
40.335,61.821,58.803,41.325,"Class2","G",35.639,"Y",50.165,43.159,2
33.449,70.138,33.745,49.031,"Class2","G",31.946,"U",72.157,41.95,5
41.768,64.253,30.256,58.924,"Class2","G",31.279,"V",56.343,46.295,1
32.939,55.264,23.24,76.422,"Class1","A",91.956,"R",77.236,13.408,27
34.343,52.135,43.736,51.548,"Class2","L",35.921,NA,35.776,45.148,3
35.042,78.71,59.76,29.141,"Class2","T",26.957,"N",77.731,41.508,3
37.501,72.818,28.726,32.053,"Class2","T",27.634,"N",24.438,47.199,1
35.326,46.181,34.079,34.594,"Class2","G",25.406,"T",95.489,50.372,3
22.201,61.014,39.773,82.244,"Class1","S",89.578,"G",43.965,6.217,32
40.09,61.605,38.843,43.713,"Class2","T",35.011,"N",64,51.786,7
26.11,46.91,96.316,87.151,"Class1","L",85.215,"G",100.437,22.918,30
36.604,58.636,37.624,51.68,"Class2","G",23.545,"T",40.268,50.446,1
43.653,35.271,85.731,77.364,"Class1","Q",92.774,"G",104.382,21.441,34
38.095,51.139,31.835,42.084,"Class2","L",32.236,"N",50.458,42.432,3
38.297,77.501,36.952,NA,"Class2","G",36.811,"T",92.474,48.386,7
39.808,76.007,19.422,30.26,"Class2","L",25.782,"V",66.593,49.373,1
21.241,54.409,86.624,69.681,"Class1","Q",93.188,"G",31.042,22.577,34
