"ONE1","IKD2","BMI3","ZSL4","RJC5","VJC6","PKO7","EST8","CYT9","Output6"
41.383,76.829,17.185,18.851,NA,41.531,"N",1,59.867,"Class3"
71.577,26.942,1.561,42.725,79.557,24.035,"P",72,43.129,"Class2"
16.718,77.466,28.271,15.354,0.647,49.172,"D",14,67.723,"Class3"
75.933,24.008,58.994,81.906,71.706,8.043,"P",90,68.702,"Class2"
25.954,71.287,18.695,19.887,9.196,27.749,"D",36,46.011,"Class3"
68.02,80.746,81.996,49.665,72.078,47.768,"W",83,37.411,"Class4"
95.024,43.536,62.284,63.328,85.826,76.884,"B",95,99.362,"Class1"
96.249,84.173,65.389,56.316,72.062,88.642,"B",95,44.421,"Class1"
55.651,58.008,73.709,37.251,38.268,76.956,"A",70,21.717,"Class4"
47.652,57.89,54.071,10.669,22.223,62.654,"J",33,53.528,"Class5"
98.424,66.771,59.36,58.692,33.585,84.777,"B",95,57.379,"Class1"
48.765,60.308,76.877,51.503,74.639,75.514,"A",72,26.9,"Class4"
96.759,64.803,66.59,62.783,36.655,84.298,"B",96,NA,"Class1"
59.549,23.466,35.665,78.528,68.297,8.405,"T",79,83.635,"Class2"
32.655,46.147,85.255,33.906,15.096,68.983,"T",32,75.909,"Class5"
99.634,-25.561,70.276,66.143,85.126,71.876,"B",100,50.653,"Class1"
29.436,47.372,47.208,12.262,21.28,60.247,"F",25,60.032,"Class5"
30.545,88.085,20.464,18.196,5.238,51.076,"T",5,64.856,"Class3"
23.476,72.216,16.461,18.372,9.628,56.733,"D",25,61.892,"Class3"
19.403,77.999,32.044,16.549,1.855,50.021,"O",1,54.569,"Class3"
43.946,47.572,37.893,12.279,21.037,45.622,"M",28,80.908,"Class5"
38.398,53.665,86.095,9.633,18.114,59.005,"V",26,62.535,"Class5"
81.853,28.059,11.184,31.976,74.339,27.882,"G",82,NA,"Class2"
49.584,53.555,82.756,53.915,67.624,72.168,"W",90,39.533,"Class4"
72.276,24.065,37.86,83.603,71.519,15.168,"P",78,71.23,"Class2"
98.811,45.933,81.586,67.083,65.532,88.669,"N",95,85.251,"Class1"
80.774,24.437,41.119,80.206,93.914,16.702,"F",73,73.009,"Class2"
27.895,74.177,16.221,15.694,12.801,30.953,"N",34,69.922,"Class3"
39.354,42.261,20.733,12.231,19.454,62.556,"J",23,74.254,"Class5"
83.906,25.94,40.386,36.131,69.751,14.504,"P",82,71.904,"Class2"
81.239,24.177,46.557,39.985,67.174,9.737,"T",81,94.839,"Class2"
29.041,73.242,20.078,16.244,5.563,34.597,"D",15,47.173,"Class3"
96.294,55.544,70.911,64.227,58.496,88.501,"M",96,89.804,"Class1"
37.55,58.191,11.953,32.381,22.296,57.747,"V",28,66.457,"Class5"
98.514,22.518,29.969,52.54,69.184,8.823,"P",79,69.685,"Class2"
38.061,60.137,33.647,32.984,18.776,47.453,"V",33,67.048,"Class5"
30.687,44.517,41.98,26.213,21.718,67.713,"T",32,45.813,"Class5"
95.303,76.647,60.352,54.991,38.894,80.772,"W",100,42.356,"Class1"
65.17,51.913,76.192,50.91,50.033,67.767,"C",74,36.759,"Class4"
34.624,56.709,74.319,43.014,35.288,41.472,"H",81,41.099,"Class4"
73.401,23.013,42.18,64.387,73.222,12.565,"T",80,64.306,"Class2"
73.408,25.213,22.823,89.672,65.762,14.475,"T",78,86.817,"Class2"
48.305,50.835,18.412,14.889,16.495,66.22,"J",25,43.555,"Class5"
49.76,50.174,76.2,41.761,64.677,35.37,"W",66,50.264,"Class4"
94.82,-3.433,54.594,56.28,71.806,79.892,"M",96,30.688,"Class1"
39.822,54.752,12.797,18.948,NA,69.874,"M",29,66.355,"Class5"
66.372,70.305,81.694,41.423,59.815,33.251,"I",79,30.759,"Class4"
73.659,24.088,25.443,90.64,82.159,20.844,"G",72,86.785,"Class2"
36.425,73.855,78.09,60.831,78.732,76.8,"W",78,28.822,"Class4"
79.341,25.203,37.074,92.977,NA,14.96,"F",91,74.303,"Class2"
12.05,82.132,21.272,16.6,7.992,27.209,"T",7,66.913,"Class3"
84.482,57.098,83.029,42.125,56.172,70.061,"C",83,22.59,"Class4"
42.593,75.155,23.338,19.082,15.083,41.636,"O",7,73.998,"Class3"
92.05,50.672,84.736,51.516,25.055,54.441,"C",62,40.572,"Class4"
96.707,54.606,66.17,58.675,85.926,87.877,"M",97,72.524,"Class1"
16.763,78.107,19.839,19.754,2.578,37.887,"D",29,68.809,"Class3"
97.994,38.389,56.012,61.658,63.342,84.504,"B",95,105.827,"Class1"
42.914,83.569,13.777,19.743,1.607,50.711,"D",6,72.373,"Class3"
28.037,82.213,20.074,17.159,12.992,38.178,"F",24,67.194,"Class3"
98.221,19.798,68.572,64.679,76.284,78.228,"F",96,71.654,"Class1"
49.539,79.828,23.932,16.167,1.872,49.489,"N",19,61.825,"Class3"
95.658,54.048,52.756,54.252,91.942,69.06,"M",100,42.627,"Class1"
55.965,93.027,80.785,58.521,72.717,44.099,"H",61,48.997,"Class4"
20.747,77.85,22.081,19.559,NA,35.19,"O",1,NA,"Class3"
53.624,62.266,73.539,14.142,18.905,51.876,"V",21,43.188,"Class5"
74.141,24.669,70.426,71.778,66.089,19.748,"T",82,114.46,"Class2"
48.372,56.073,56.797,10.799,17.747,68.68,"F",24,49.957,"Class5"
59.034,60.932,77.459,52.259,58.1,50.928,"I",87,18.609,"Class4"
96.599,70.409,74.097,59.222,90.744,75.788,"W",97,77.742,"Class1"
46.234,54.326,40.78,13.241,17.299,48.833,"F",31,60.968,"Class5"
47.315,50.594,78.68,24.3,15.372,48.539,"T",24,54.434,"Class5"
76.276,25.273,22.665,73.39,61.738,26.941,"G",84,82.923,"Class2"
46.541,47.645,29.712,22.298,15.926,64.117,"V",36,68.737,"Class5"
46.985,56.592,84.306,47.247,57.034,65.77,"A",78,NA,"Class4"
84.269,23.402,28.302,67.736,94.41,16.073,"P",73,71.171,"Class2"
80.891,60.476,75.969,37.511,44.219,69.361,"I",80,29.748,"Class4"
36.618,61.509,14.029,16.436,15.187,57.74,"M",35,81.094,"Class5"
83.417,26.387,19.185,68.605,82.899,13.608,"P",90,79.999,"Class2"
72.993,24.184,56.486,69.713,97.715,9.658,"G",92,79.678,"Class2"
77.062,76.5,82.292,45.933,74.856,69.022,"W",67,22.932,"Class4"
47.534,51.807,77.011,57.067,55.35,62.002,"W",87,23.85,"Class4"
78.996,24.078,21.526,94.374,76.958,28.178,"C",92,87.6,"Class2"
96.442,44.461,67.218,69.7,33.809,78.332,"B",100,63.919,"Class1"
17.03,75.629,26.522,16.368,15.148,40.191,"O",10,78.007,"Class3"
72.408,24.851,22.573,79.175,84.065,21.586,"C",69,73.723,"Class2"
79.048,20.72,38.551,56.387,84.281,16.288,"F",76,109.9,"Class2"
39.35,72.302,19.469,16.179,15.095,55.794,"D",9,47.814,"Class3"
80.715,48.64,84.262,37.976,45.832,35.248,"A",71,20.364,"Class4"
48.329,34.404,82.624,47.947,44.944,63.925,"A",65,28.757,"Class4"
76.127,23.685,37.805,59.484,84.4,8.317,"G",89,NA,"Class2"
95.773,87.045,57.37,67.905,55.945,72.393,"B",97,78.359,"Class1"
36.613,62.663,18.829,14.214,18.858,52.897,"F",34,62.788,"Class5"
42.445,77.028,22.964,18.428,3.533,29.516,"O",37,67.411,"Class3"
45.886,85.648,79.143,61.685,25.28,77.816,"I",70,37.803,"Class4"
75.188,49.205,73.101,51.668,28.306,62.759,"I",77,42.172,"Class4"
21.119,73.824,17.149,17.536,4.463,32.783,"D",8,58.19,"Class3"
60.802,27.224,29.443,71.079,NA,8.944,"F",72,53.224,"Class2"
46.163,45.022,77.043,53.865,52.194,78.162,"A",63,2.212,"Class4"
52.949,53.536,82.653,39.85,76.895,54.773,"W",89,NA,"Class4"
49.137,56.379,89.204,28.52,20.646,47.814,"V",24,70.083,"Class5"
97.677,31.701,64.553,68.348,30.826,85.323,"N",100,42.944,"Class1"
72.154,49.04,79.195,63.867,39.817,75.789,"A",77,28.467,"Class4"
67.966,24.936,34.08,60.251,67.473,24.322,"P",88,66.975,"Class2"
25.19,70.4,24.108,15.534,2.063,35.673,"N",15,76.489,"Class3"
48.187,43.937,74.793,33.816,NA,60.963,"M",23,61.703,"Class5"
82.031,23.945,47.019,55.286,62.182,24.279,"T",63,53.386,"Class2"
57.789,25.403,41.689,60.235,82.491,22.103,"C",67,57.108,"Class2"
45.87,42.028,81.466,64.698,42.633,33.732,"I",59,23.371,"Class4"
76.932,23.43,46.368,37.532,96.544,19.449,"T",79,88.166,"Class2"
87.221,24.845,27.368,30.472,94.951,22.989,"P",75,44.096,"Class2"
83.748,87.156,80.903,39.73,44.737,55.051,"A",71,21.101,"Class4"
43.545,54.47,7.838,31.031,17.018,59.2,"J",32,70.074,"Class5"
29.625,32.259,65.234,23.895,18.242,56.535,"M",25,54.84,"Class5"
45.46,59.177,70.729,9.594,18.404,58.818,"J",22,75.482,"Class5"
26.64,79.614,18.348,19.923,3.191,45.318,"O",18,57.811,"Class3"
72.832,25.392,44.179,35.719,81.164,12.298,"P",64,83.68,"Class2"
98.765,54.394,61.085,63.17,50.845,87.388,"M",99,104.906,"Class1"
95.197,71.553,67.111,56.155,82.305,71.194,"B",95,64.205,"Class1"
95.828,44.385,66.142,56.488,48.011,74.824,"B",98,14.572,"Class1"
75.097,87.941,83.875,42.688,82.991,44.002,"C",65,-2.866,"Class4"
37.735,45.997,2.114,23.012,NA,60.466,"F",25,67.575,"Class5"
32.208,84.253,79.156,50.443,74.396,33.249,"C",61,10.555,"Class4"
80.6,25.698,48.715,75.783,90.188,12.427,"T",78,72.264,"Class2"
55.003,72.824,18.812,18.45,5.943,43.831,"T",27,71.755,"Class3"
73.47,34.503,78.015,47.041,69.81,48.767,"W",80,40.622,"Class4"
68.691,23.586,22.662,63.776,88.527,27.12,"T",72,42.539,"Class2"
44.795,56.445,51.043,22.707,16.827,46.037,"F",32,78.46,"Class5"
48.751,69.021,70.587,15.678,18.941,60.201,"V",35,87.263,"Class5"
19.962,85.877,28.859,15.024,NA,26.265,"F",26,67.614,"Class3"
96.592,58.349,57.746,61.85,66.545,88.646,"W",95,37.692,"Class1"
63.027,53.515,78.457,52.268,44.811,44.658,"H",86,15.1,"Class4"
43.18,66.219,77.452,48.053,75.074,77.996,"A",67,15.848,"Class4"
36.73,54.573,35.791,12.513,16.249,67.606,"T",38,61.75,"Class5"
28.882,76.328,19.738,15.856,14.434,32.474,"F",15,62.289,"Class3"
48.31,89.858,81.861,45.223,81.036,71.061,"C",89,28.24,"Class4"
34.46,41.592,45.797,12.811,15.74,58.661,"T",39,84.962,"Class5"
57.417,47.633,76.619,54.485,79.363,71.837,"W",69,33.485,"Class4"
52.397,54.877,78.551,16.123,19.893,52.676,"M",31,52.197,"Class5"
67.394,23.553,22.663,85.36,75.999,7.573,"F",81,57.436,"Class2"
87.504,24.045,38.901,80.676,83.756,18.248,"G",86,NA,"Class2"
34.269,72.777,78.654,43.375,45.106,37.091,"A",61,52.121,"Class4"
69.629,46.138,81.105,17.897,18.271,66.616,"T",34,64.993,"Class5"
45.696,60.358,97.804,33.243,17.453,48.497,"F",32,65.303,"Class5"
28.809,66.417,28.388,16.283,7.27,43.627,"D",25,61.859,"Class3"
8.638,78.486,14.358,17.69,14.12,40.131,"D",1,81.28,"Class3"
30.492,53.154,25.083,20.466,19.786,70.517,"T",32,54.938,"Class5"
77.216,23.098,40.66,25.504,70.336,9.661,"C",74,54.912,"Class2"
13.374,73.242,19.713,19.001,14.464,37.589,"D",38,66.695,"Class3"
62.362,82.94,17.444,16.582,13.453,49.139,"O",23,NA,"Class3"
14.906,71.517,28.026,17.058,12.91,49.493,"F",12,63.437,"Class3"
36.783,59.862,33.118,18.743,21.979,44.034,"M",30,84.747,"Class5"
96.29,33.462,61.803,60.814,71.39,69.196,"F",100,90.296,"Class1"
96.173,66.883,62.006,57.72,78.048,88.455,"N",98,NA,"Class1"
21.123,77.93,26.228,15.77,13.511,49.556,"N",31,53.957,"Class3"
45.159,38.301,63.994,23.027,NA,68.443,"M",32,62.116,"Class5"
78.885,75.093,74.203,54.478,60.086,68.931,"A",62,14.707,"Class4"
58.648,56.886,80.57,47.168,81.478,40.369,"I",74,19.811,"Class4"
98.527,29.266,67.051,60.257,30.374,71.778,"B",97,75.992,"Class1"
96.764,75.469,73.565,68.346,NA,88.658,"W",97,85.805,"Class1"
44.549,74.644,20.105,18.176,9.338,38.455,"F",34,79.015,"Class3"
51.322,69.325,70.61,43.762,NA,67.936,"H",60,51.999,"Class4"
58.66,84.9,81.89,65.468,64.96,60.644,"A",82,27.215,"Class4"
43.209,62.171,54.696,32.209,NA,48.873,"M",31,NA,"Class5"
72.102,23.429,43.388,62.415,71.57,22.026,"G",88,53.236,"Class2"
98.158,80.919,58.019,69.965,60.947,75.713,"W",98,41.067,"Class1"
78.052,23.868,31.89,39.696,72.159,25.865,"G",92,87.023,"Class2"
96.802,85.803,54.712,58.484,84.968,85.998,"W",99,1.726,"Class1"
43.999,51.567,38.01,17.951,16.463,70.422,"T",21,55.074,"Class5"
81.583,50.664,76.328,38.125,65.293,72.047,"H",87,45.961,"Class4"
41.554,85.337,84.452,40.489,60.609,78.033,"I",80,42.256,"Class4"
80.772,71.571,80.643,60.357,48.396,76.623,"W",67,52.262,"Class4"
97.541,70.658,55.335,67.019,76.153,69.325,"M",99,115.024,"Class1"
83.552,24.652,25.289,66.942,75.641,8.329,"C",69,71.479,"Class2"
70.413,25.301,30.285,57.75,62.885,27.212,"C",79,54.279,"Class2"
46.836,52.375,108.355,14.142,15.022,71.036,"T",26,54.629,"Class5"
79.156,23.405,45.499,88.299,97.31,16.008,"T",77,91.842,"Class2"
97.291,11.219,56.758,54.193,45.558,75.765,"B",96,NA,"Class1"
98.705,21.161,61.909,59.633,69.044,79.957,"W",96,53.505,"Class1"
65.216,67.702,82.202,53.182,76.14,47.563,"H",65,21.63,"Class4"
41.218,65.676,29.608,17.404,18.282,71.81,"V",34,55.168,"Class5"
38.636,54.811,16.508,17.519,21.463,57.896,"M",24,49.675,"Class5"
97.455,65.309,57.429,54.153,49.092,81.976,"B",96,62.157,"Class1"
54.637,44.082,78.985,57.278,55.582,42.246,"C",84,32.221,"Class4"
48.352,72.679,17.65,18.285,2.835,38.877,"T",18,78.868,"Class3"
57.301,42.395,79.478,63.884,33.683,55.067,"W",88,20.717,"Class4"
97.308,15.954,48.638,65.646,49.609,85.913,"F",95,112.163,"Class1"
66.141,70.991,75.402,51.297,49.454,46.34,"I",85,25.101,"Class4"
46.137,55.379,39.371,19.771,20.568,57.385,"F",37,NA,"Class5"
60.932,44.467,79.771,29.335,16.79,52.991,"J",33,62.684,"Class5"
64.997,21.531,40.66,65.113,77.215,22.3,"F",67,58.208,"Class2"
72.69,49.136,86.2,53.276,56.167,49.143,"C",64,34.193,"Class4"
96.839,49.191,56.394,55.657,38.108,69.399,"B",99,8.498,"Class1"
75.482,25.019,37.418,23.947,68.715,21.78,"C",79,94.749,"Class2"
96.24,69.078,43.979,65.65,58.236,87.783,"W",99,51.465,"Class1"
40.146,82.711,22.696,15.135,5.848,28.738,"T",0,53.958,"Class3"
26.013,69.026,33.488,15.992,7.696,52.037,"T",35,57.098,"Class3"
42.42,61.234,82.64,42.467,33.611,65.657,"I",87,30.247,"Class4"
97.792,22.532,60.967,64.972,82.225,85.511,"N",95,70.212,"Class1"
62.129,49.419,81.209,41.909,49.622,74.867,"W",85,42.844,"Class4"
10.669,74.237,22.378,18.986,1.421,32.972,"T",13,54.161,"Class3"
47.247,42.679,59.855,23.179,16.063,66.482,"M",35,59.875,"Class5"
29.636,48.693,79.358,31.096,19.294,61.816,"T",32,32.549,"Class5"
75.535,29.027,34.798,69.354,75.804,15.851,"P",76,87.781,"Class2"
68.511,53.604,82.489,47.019,41.828,49.242,"W",90,40.606,"Class4"
39.788,80.438,76.227,53.105,54.93,55.472,"W",88,34.579,"Class4"
46.291,48.862,82.573,55.526,25.475,63.659,"I",75,22.495,"Class4"
53.006,60.451,13.437,31.776,21.871,60.185,"M",34,51.914,"Class5"
19.759,73.664,13.205,19.244,1.514,42.406,"O",5,51.214,"Class3"
40.619,59.299,19.776,9.762,20.37,71.944,"J",34,72.369,"Class5"
84.183,22.997,36.92,29.818,63.198,15.253,"C",72,76.445,"Class2"
58.039,64.395,76.623,62.794,NA,56.878,"I",77,12.542,"Class4"
69.512,93.239,76.075,56.696,31.497,71.575,"H",81,10.199,"Class4"
35.747,60.148,23.552,32.066,22.918,71.773,"V",36,67.368,"Class5"
39.29,53.113,49.305,27.194,17.267,61.981,"J",29,69.942,"Class5"
97.437,54.387,64.356,58.091,90.356,73.794,"B",98,NA,"Class1"
87.435,22.754,26.045,81.226,76.379,23.42,"G",65,70.279,"Class2"
79.418,27.35,38.569,26.644,66.686,10.663,"G",73,58.806,"Class2"
51.251,79.165,75.324,44.027,NA,35.851,"W",76,42.814,"Class4"
58.131,59.866,84.407,54.378,NA,40.788,"C",74,31.225,"Class4"
29.237,86.564,23.624,15.012,1.468,51.926,"T",16,75.441,"Class3"
27.765,71.929,29.482,16.971,13.562,35.419,"F",20,87.795,"Class3"
37.938,45.878,39.857,16.2,16.261,69.961,"V",22,63.978,"Class5"
73.791,23.287,35.665,85.361,85.194,21.159,"C",76,82.01,"Class2"
76.326,25.889,44.052,36.49,61.572,8.317,"P",72,NA,"Class2"
97.188,6.876,68.415,61.313,79.179,79.568,"B",96,75.051,"Class1"
31.19,75.491,20.603,18.406,11.529,42.138,"O",20,NA,"Class3"
72.889,53.45,82.8,62.336,32.334,58.25,"H",90,45.054,"Class4"
95.428,38.637,58.212,64.438,69.529,84.616,"W",96,70.882,"Class1"
78.392,24.279,59.84,30.365,69.134,15.489,"P",80,97.49,"Class2"
37.386,41.279,51.773,18.044,16.19,60.574,"M",34,54.276,"Class5"
63.35,40.568,77.449,59.927,50.778,71.677,"I",88,23.017,"Class4"
71.335,25.428,37.272,50.599,81.883,27.101,"F",72,91.571,"Class2"
33.422,61.445,78.809,52.302,78.17,33.633,"A",85,20.504,"Class4"
98.266,28.306,81.037,67.003,85.319,71.427,"M",97,51.769,"Class1"
12.095,77.683,33.197,15.103,10.723,41.57,"F",13,78.199,"Class3"
50.678,43.571,76.163,42.957,64.184,37.793,"W",92,28.203,"Class4"
-8.417,82.508,21.979,15.897,13.733,28.476,"D",17,60.061,"Class3"
49.864,65.209,74.895,58.203,57.024,57.263,"H",88,22.279,"Class4"
97.859,72.21,63.203,59.289,62.532,86.846,"B",99,49.206,"Class1"
75.158,56.722,72.232,53.018,72.67,61.96,"A",90,18.527,"Class4"
17.871,70.715,77.883,37.361,80.851,63.103,"C",73,1.208,"Class4"
78.07,25.793,34.721,54.22,NA,29.21,"C",75,126.725,"Class2"
35.396,56.878,78.915,54.611,75.208,47.5,"W",71,14.712,"Class4"
41.416,51.082,73.954,25.215,19.124,46.91,"V",36,88.867,"Class5"
77.984,54.655,73.406,55.459,47.521,42.388,"W",88,36.799,"Class4"
6.502,78.652,18.722,16.895,8.224,28.916,"T",23,86.589,"Class3"
57.166,76.826,21.603,15.606,7.728,28.455,"T",40,66.823,"Class3"
95.981,36.578,65.537,58.43,54.077,81.393,"B",99,21.858,"Class1"
48.023,45.758,41.252,17.331,17.856,65.076,"V",27,69.636,"Class5"
74.144,25.039,29.916,92.022,78.657,21.84,"P",91,63.612,"Class2"
81.806,72.525,86.174,39.554,25.01,42.98,"C",66,26.966,"Class4"
95.988,56.757,63.806,57.323,86.502,72.744,"W",99,-11.836,"Class1"
32.051,54.861,18.262,19.775,16.322,66.955,"M",34,57.004,"Class5"
72.037,23.881,50.785,88.733,96.507,25.066,"P",75,90.691,"Class2"
71.109,25.762,46.955,28.926,71.054,24.922,"T",82,50.897,"Class2"
26.898,78.959,21.346,16.823,11.793,25.543,"O",3,64.38,"Class3"
32.556,58.319,51.488,15.9,22.496,62.712,"F",30,67.823,"Class5"
43.68,51.549,37.974,11.095,21.192,60.819,"V",39,50.64,"Class5"
77.363,85.886,79.245,54.836,58.98,58.477,"W",63,14.808,"Class4"
27.77,54.029,41.002,13.115,16.646,54.327,"M",27,66.403,"Class5"
51.789,74.693,32.236,16.077,2.846,40.659,"T",16,61.336,"Class3"
29.778,38.618,39.356,22.156,17.74,62.376,"M",37,NA,"Class5"
26.362,80.099,25.67,18.444,NA,32.103,"O",17,72.595,"Class3"
87.012,25.947,16.142,79.303,90.746,22.066,"T",66,48.66,"Class2"
94.776,37.986,57.512,61.956,79.652,70.004,"W",100,23.526,"Class1"
91.892,41.287,75.161,48.652,NA,37.3,"I",77,27.058,"Class4"
16.446,75.933,24.756,19.926,15.434,46.087,"T",13,50.731,"Class3"
98.219,15.978,74.315,58.739,88.458,72.347,"F",99,27.715,"Class1"
69.792,63.451,82.283,48.754,57.037,56.408,"H",64,49.516,"Class4"
47.328,68.949,76.316,38.754,82.342,50.878,"W",76,24.714,"Class4"
95.753,73.394,68.292,54.208,64.339,70.573,"F",100,26.889,"Class1"
74.762,21.411,41.119,42.196,96.707,27.678,"P",64,NA,"Class2"
97.773,47.798,61.27,58.208,70.659,81.084,"M",98,50.47,"Class1"
45.559,47.502,66.47,16.769,15.105,48.327,"V",22,63.597,"Class5"
56.235,38.839,79.079,51.852,77.847,37.933,"W",84,27.924,"Class4"
78.093,23.939,72.265,41.18,72.621,15.949,"P",79,67.698,"Class2"
96.692,65.125,67.942,54.181,83.687,81.988,"B",100,74.752,"Class1"
77.389,83.497,82.544,50.272,29.214,48.449,"H",68,18.894,"Class4"
46.724,58.309,47.644,9.593,15.887,71.745,"M",28,69.398,"Class5"
25.052,74.861,33.661,16.519,5.532,51.681,"D",12,73.813,"Class3"
97.249,37.754,55.512,58.431,65.579,74.937,"B",99,63.572,"Class1"
97.964,70.637,67.003,58.969,42.66,85.129,"F",98,94.131,"Class1"
97.225,65.207,72.466,59.852,30.778,87.174,"B",99,77.905,"Class1"
15.099,70.15,20.821,17.948,4.918,45.666,"T",16,87.444,"Class3"
32.943,81.138,21.579,15.354,5.084,39.998,"N",37,NA,"Class3"
28.514,81.603,23.424,15.711,7.459,32.521,"N",14,49.297,"Class3"
29.03,72.181,24.168,17.278,11.091,25.458,"F",15,78.116,"Class3"
97.59,49.311,62.47,68.152,71.85,72.265,"M",99,51.916,"Class1"
98.829,20.768,64.234,56.022,30.327,82.46,"M",99,52.956,"Class1"
80.089,23.813,50.384,76.048,79.811,28.992,"F",84,62.978,"Class2"
54.116,35.176,71.017,64.31,75.871,47.522,"I",79,36.492,"Class4"
44.022,71.658,19.231,17.246,3.921,48.914,"D",17,57.813,"Class3"
38.615,72.099,78.826,51.3,47.135,44.391,"H",62,29.685,"Class4"
80.46,26.648,28.873,31.127,71.521,17.548,"T",76,53.933,"Class2"
61.818,83.364,79.464,48.492,31.266,37.26,"H",86,54.496,"Class4"
40.913,50.711,63.283,12.672,17.11,64.684,"V",34,56.008,"Class5"
61.055,83.343,32.33,17.519,7.084,51.502,"N",31,62.56,"Class3"
36.121,73.64,78.248,49.848,72.237,34.655,"W",76,29.872,"Class4"
95.965,28.419,58.401,64.896,91.678,73.794,"B",98,93.753,"Class1"
54.076,79.508,83.612,44.414,46.486,77.588,"C",86,26.58,"Class4"
40.504,76.15,24.447,18.19,5.406,56.167,"N",9,73.955,"Class3"
96.657,33.016,60.227,68.488,57.488,78.603,"F",97,59.258,"Class1"
53.841,78.362,85.22,40.61,43.703,40.947,"H",61,45.014,"Class4"
99.996,22.492,64.472,55.2,48.833,86.305,"W",98,58.131,"Class1"
95.696,35.376,62.977,68.969,80.664,88.265,"N",96,40.564,"Class1"
95.842,33.418,67.258,67.634,68.007,76.844,"M",98,74.663,"Class1"
32.292,51.664,31.826,28.675,15.558,61.555,"M",37,NA,"Class5"
98.182,39.957,55.988,58.233,73.954,79.771,"M",99,81.812,"Class1"
96.748,70.483,66.777,68.867,89.765,75.272,"B",99,78.346,"Class1"
41.798,64.772,20.722,16.541,16.167,54.098,"F",28,64.408,"Class5"
123.689,49.139,78.611,42.316,58.428,65.724,"I",84,11.917,"Class4"
82.575,62.404,78.563,42.219,61.025,66.905,"W",80,33.811,"Class4"
49.964,80.515,24.336,15.797,15.822,43.826,"O",15,NA,"Class3"
14.177,87.362,21.512,17.715,1.572,42.155,"F",23,NA,"Class3"
54.828,32.216,73.971,61.648,44.57,34.173,"H",83,28.722,"Class4"
52.484,51.691,5.354,27.16,NA,59.02,"V",29,55.062,"Class5"
90.388,71.154,78.618,41.888,80.579,51.954,"A",62,27.381,"Class4"
31.193,82.814,21.872,17.133,11.939,29.086,"T",27,81.262,"Class3"
37.449,47.515,47.458,9.871,22.004,61.994,"T",21,55.057,"Class5"
79.252,23.39,35.132,68.052,69.211,20.185,"G",89,74.466,"Class2"
73.905,24.062,41.398,66.585,71.431,9.262,"T",74,63.24,"Class2"
94.366,35.609,49.271,67.205,57.696,75.412,"F",96,96.408,"Class1"
69.121,25.521,73.627,75.474,81.317,28.973,"F",71,123.438,"Class2"
55.814,44.077,39.653,25.212,18.277,55.975,"T",34,74.116,"Class5"
96.218,69.784,57.042,62.236,58.381,69.279,"F",96,91.318,"Class1"
52.952,62.191,9.953,11.982,19.586,44.191,"F",31,64.73,"Class5"
96.938,55.029,58.75,55.272,58.044,84.937,"B",96,29.844,"Class1"
97.621,64.429,69.526,64.299,76.914,79.299,"B",97,29.424,"Class1"
74.618,24.572,56.734,69.345,84.381,19.45,"P",79,75.521,"Class2"
43.253,55.751,103.53,31.862,21.577,62.194,"V",30,76.245,"Class5"
78.42,22.769,19.964,49.911,79.336,8.401,"G",81,85.613,"Class2"
15.97,78.303,17.934,15.018,0.218,26.005,"T",4,52.233,"Class3"
42.808,70.293,23.28,16.798,4.027,52.441,"O",3,53.701,"Class3"
40.087,57.28,41.878,24.332,21.114,54.047,"M",34,58.051,"Class5"
30.107,40.093,30.654,17.977,21.382,57.452,"T",34,52.495,"Class5"
97.997,87.887,74.454,69.298,91.697,86.237,"F",98,81.699,"Class1"
49.171,28.88,77.008,40.975,30.416,40.851,"C",87,22.905,"Class4"
74.11,24.81,18.048,65.707,93.063,17.029,"C",76,80.643,"Class2"
96.991,55.902,73.457,59.29,34.695,84.774,"M",96,71.33,"Class1"
41.06,61.176,98.733,27.666,18.656,49.449,"V",33,59.578,"Class5"
80.025,24.775,40.102,55.033,66.563,6.013,"T",87,42.793,"Class2"
68.011,32.282,79.408,59.153,40.763,42.603,"A",74,25.671,"Class4"
77.664,22.467,11.842,41.255,74.254,16.965,"G",85,92.202,"Class2"
21.904,81.299,21.31,18.564,6.47,49.487,"T",18,77.511,"Class3"
61.491,76.442,14.555,15.843,11.929,46.16,"D",31,76.833,"Class3"
51.43,61.624,28.605,28.791,17.613,62.123,"J",37,71.695,"Class5"
47.688,67.535,108.31,16.465,17.076,66.633,"M",32,58.917,"Class5"
97.155,58.706,82.656,60.942,68.723,81.257,"F",95,54.074,"Class1"
58.553,51.446,35.278,13.656,20.159,62.509,"T",39,52.461,"Class5"
28.841,82.869,27.847,18.106,8.398,36.999,"F",20,57.287,"Class3"
74.626,47.704,78.817,38.035,41.513,67.432,"C",83,38.681,"Class4"
84.274,23.168,46.114,66.775,64.378,11.298,"G",78,81.527,"Class2"
50.143,49.484,78.318,46.8,56.012,46.787,"H",80,NA,"Class4"
45.159,76.768,19.368,17.13,1.835,26.971,"D",29,47.558,"Class3"
98.542,50.002,79.003,61.791,61.106,88.715,"M",100,61.839,"Class1"
23.041,73.572,26.448,19.061,1.908,42.818,"D",27,64.584,"Class3"
33.295,39.991,81.402,48.171,49.829,39.683,"H",78,32.235,"Class4"
68.099,25.146,26.126,38.816,80.123,28.668,"P",63,62.145,"Class2"
