"HOS1","AZC2","ANQ3","YKF4","BSU5","XTJ6","ORD7","DUN8","BPU9","CPR10","Output3"
91.073,70.64,12.267,"F",26,51.631,16.48,16.034,67.136,85.672,"Class1"
83.337,49.026,11.037,"G",40,50.145,16.065,7.221,64.574,85.064,"Class1"
58.636,46.297,15.422,"D",61,68.472,96.656,51.232,35.703,32.044,"Class2"
91.221,86.023,11.118,"V",51,85.002,19.178,32.436,50.809,84.428,"Class1"
60.797,41.468,38.827,"X",29,81.124,70.396,45.486,44.332,29.142,"Class2"
55.914,54.037,68.129,"D",55,92.29,63.262,41.773,62.317,31.031,"Class2"
78.149,33.77,54.513,"G",21,64.391,89.655,40.271,46.507,31.577,"Class2"
62.459,47.578,38.335,"C",51,62.012,61.786,48.911,68.214,29.171,"Class2"
86.027,38.5,12.129,"F",45,62.02,17.987,8.214,63.563,84.781,"Class1"
61.614,33.09,47.996,"P",67,17.92,82.329,45.099,49.721,33.581,"Class2"
84.932,64.625,12.612,"F",25,78.689,18.93,34.198,62.826,84.824,"Class1"
84.225,74.125,12.356,"F",32,60.302,18.954,39.142,65.889,86.882,"Class1"
63.765,43.65,NA,"G",47,67.783,68.876,47.309,44.482,30.203,"Class2"
82.432,44.15,11.795,"K",33,55.775,16.451,19.716,48.597,84.271,"Class1"
96.464,39.035,12.3,"V",47,85.612,16.658,26.217,52.858,85.438,"Class1"
46.452,42.106,21.459,"G",64,46.357,93.955,51.083,56.63,32.895,"Class2"
88.083,61.374,NA,"G",36,82.388,18.816,11.863,53.882,86.46,"Class1"
72.774,72.773,13.074,"V",57,72.972,17.628,11.67,56.173,84.61,"Class1"
89.773,47.123,NA,"F",54,65.657,19.048,28.496,58.603,85.078,"Class1"
61.002,42.53,45.109,"G",58,73.318,78.96,43.368,60.776,33.584,"Class2"
61.265,51.961,50.687,"X",36,NA,68.18,44.491,49.717,32.818,"Class2"
66.811,34.368,45.198,"C",51,19.623,85.199,50.711,34.6,32.764,"Class2"
81.356,61.938,11.276,"B",38,59.353,16.69,2.042,63.083,86.867,"Class1"
105.607,37.097,13.121,"K",21,50.924,16.155,21.39,56.691,85.695,"Class1"
86.353,63.606,11.656,"F",37,77.181,18.316,15.781,58.501,84.247,"Class1"
90.859,45.966,12.262,"K",24,55.794,17.93,6.465,51.167,84.989,"Class1"
91.698,52.862,11.899,"G",35,59.884,19.914,23.695,70.476,85.293,"Class1"
64.642,52.416,27.652,"P",14,81.817,85.966,39.269,58.227,31.484,"Class2"
65.125,25.367,23.129,"G",36,83.305,80.354,45.092,50.567,31.162,"Class2"
86.074,55.222,11.559,"B",26,80.165,16.433,20.976,55.132,86.002,"Class1"
68.813,26.187,27.823,"C",23,57.202,85.794,40.821,54.735,31.856,"Class2"
88.61,83.145,12.362,"G",56,73.991,17.946,35.069,58.193,86.918,"Class1"
54.898,46.144,49.424,"C",48,78.001,88.492,45.863,19.595,29.647,"Class2"
70.23,48.881,47.055,"C",45,91.372,73.787,50.375,47.49,31.627,"Class2"
57.397,32.47,27.252,"D",14,70.313,83.7,45.476,60.205,32.153,"Class2"
97.993,77.389,12.69,"K",29,75.16,19.674,-5.368,48.405,85.981,"Class1"
61.239,26.124,41.906,"P",73,61.636,70.278,42.052,56.237,33.751,"Class2"
91.68,82.491,13.176,"B",26,65.301,18.81,26.698,65.326,85.709,"Class1"
57.256,48.639,19.776,"P",75,54.867,60.501,40.632,51.564,30.822,"Class2"
69.138,37.2,24.631,"X",10,92.811,87.685,42.894,61.375,30.005,"Class2"
99.566,84.99,12.005,"G",28,67.316,18.999,5.106,59.425,86.768,"Class1"
93.687,59.59,12.002,"B",53,59.185,16.294,12.763,62.103,86.937,"Class1"
94.532,66.5,12.337,"G",30,64.666,19.637,20.882,65.804,85.155,"Class1"
54.228,40.084,29.5,"C",40,81.163,96.846,45.117,73.486,32.741,"Class2"
91.147,67.602,12.601,"G",26,51.606,19.747,25.758,56.615,84.808,"Class1"
69.42,38.622,59.155,"X",20,45.577,91.745,55.698,45.024,29.157,"Class2"
74.975,30.267,18.79,"D",63,55.371,76.919,43.302,32.236,29.436,"Class2"
74.547,47.133,55.58,"C",79,69.445,66.278,40.065,56.804,30.735,"Class2"
88.81,34.799,12.195,"G",50,77.05,19.592,7.393,53.104,84.059,"Class1"
88.478,83.501,10.489,"F",25,51.589,16.141,6.474,57.852,86.616,"Class1"
91.903,70.934,12.661,"B",56,82.245,18.625,25.545,62.107,86.874,"Class1"
93.462,67.22,12.077,"B",43,65.806,16.089,11.233,54.106,86.285,"Class1"
91.319,43.076,12.414,"K",26,64.997,18.041,12.045,56.786,86.129,"Class1"
91.738,73.781,11.321,"B",50,51.232,18.657,14.291,66.622,86.417,"Class1"
57.92,51.666,34.637,"X",53,18.613,84.166,40.516,34.319,29.384,"Class2"
63.71,35.479,NA,"P",48,52.015,72.178,50.986,51.308,33.125,"Class2"
86.147,42.022,12.084,"K",47,64.234,18.418,19.069,48.521,86.655,"Class1"
74.841,54.608,62.022,"G",20,33.835,67.996,47.519,59.24,33.658,"Class2"
91.284,68.942,11.569,"F",42,NA,16.464,21.975,56.59,86.254,"Class1"
84.529,86.486,11.784,"F",30,80.052,18.041,16.729,50.8,84.759,"Class1"
92.094,74.364,11.889,"F",34,56.559,17.36,16.283,61.601,86.663,"Class1"
89.339,59.149,12.201,"V",40,58.164,17.195,24.914,52.647,85.301,"Class1"
88.642,66.543,12.848,"K",44,NA,18.373,32.71,55.44,84.002,"Class1"
79.936,80.72,11.768,"V",28,74.978,19.941,37.749,57.31,85.918,"Class1"
69.154,44.771,60.929,"X",74,27.18,81.087,45.878,55.215,32.721,"Class2"
65.04,33.685,55.586,"G",28,51.692,80.105,44.398,46.981,31.898,"Class2"
57.249,41.265,24.014,"G",53,53.801,89.583,41.936,51.466,32.541,"Class2"
75.95,37.569,35.221,"G",52,12.676,74.172,45.154,57.605,32.098,"Class2"
71.865,55.738,42.318,"D",11,33.487,81.235,48.509,48.545,30.269,"Class2"
87.991,57.937,12.563,"G",44,79.222,16.509,4.962,57.573,86.785,"Class1"
95.183,34.407,12.294,"G",43,91.225,16.949,19.742,58.645,86.341,"Class1"
95.735,57.217,11.532,"V",54,54.035,17.999,28.122,67.648,85.194,"Class1"
95.157,74.05,12.087,"G",46,84.428,18.968,26.562,54.994,86.587,"Class1"
83.814,39.37,11.833,"B",38,76.725,18.433,18.329,65.816,86.946,"Class1"
66.437,47.328,46.422,"X",43,57.698,75.389,49.137,57.88,31.006,"Class2"
69.347,29.582,47.387,"C",75,22.215,59.438,49.382,70.401,33.715,"Class2"
80.902,25.81,51.638,"X",59,35.413,55.874,40.411,38.676,30.502,"Class2"
52.899,56.678,44.918,"D",13,38.662,92.623,36.859,54.661,32.617,"Class2"
77.153,35.248,60.719,"C",42,81.283,73.65,44.215,73.346,32.06,"Class2"
83.299,45.442,12.211,"G",44,74.648,18.706,17.293,51.345,86.405,"Class1"
71.306,44.748,37.434,"G",31,49.968,75.412,49.541,44.398,33.734,"Class2"
85.719,73.465,11.252,"B",27,53.669,16.613,24.939,68.486,85.361,"Class1"
80.122,54.649,12.308,"G",42,62.74,19.363,31.683,51.602,84.614,"Class1"
55.641,52.992,17.429,"P",72,46.155,57.805,41.186,72.798,33.85,"Class2"
64.571,33.315,65.542,"C",40,69.901,94.123,44.607,40.62,31.252,"Class2"
67.657,43.66,33.323,"P",34,NA,62.106,40.059,80.407,29.633,"Class2"
58.901,37.328,37.269,"P",76,38.173,62.853,46.563,78.979,30.946,"Class2"
72.779,43.963,56.723,"D",34,29.062,68.779,45.108,42.566,30.696,"Class2"
62.446,47.438,38.103,"X",21,24.345,75.971,43.349,50.396,32.491,"Class2"
86.826,77.634,12.04,"B",34,91.933,18.638,32.071,62.324,84.251,"Class1"
92.93,51.5,12.183,"F",38,74.553,17.968,17.001,67.615,85.63,"Class1"
89.464,46.511,12.314,"F",46,79.918,16.716,46.493,58.106,85.779,"Class1"
86.342,80.496,12.322,"V",36,68.598,19.361,28.634,60.1,84.355,"Class1"
66.441,48.037,52.879,"G",12,NA,93.799,49.193,45.934,30.259,"Class2"
64.903,35.43,36.968,"G",29,90.322,80.779,40.011,61.142,30.048,"Class2"
85.148,84.554,12.982,"K",52,59.543,19.544,18.179,64.14,84.372,"Class1"
86.808,67.802,12.709,"G",26,70.495,17.49,15.667,63.433,86.219,"Class1"
55.149,47.53,40.316,"X",17,75.762,90.132,49.13,50.023,30.924,"Class2"
85.894,79.135,11.635,"V",26,63.265,16.976,17.023,51.906,84.303,"Class1"
53.855,33.499,52.259,"C",19,51.502,63.965,47.325,38.996,29.553,"Class2"
88.088,80.218,12.187,"G",26,68.568,17.384,37.469,63.033,86.309,"Class1"
63.626,28.152,50.813,"P",42,55.192,57.217,46.64,45.442,31.134,"Class2"
93.174,34.433,12.281,"V",42,79.822,17.663,3.573,65.364,84.59,"Class1"
76.799,31.162,58.412,"P",45,10.103,78.874,42.876,47.307,30.202,"Class2"
53.832,55.53,31.324,"X",38,38.909,94.608,46.161,45.517,31.829,"Class2"
84.505,76.731,12.564,"G",25,67.724,19.353,33.473,63.602,84.342,"Class1"
59.612,26.028,35.363,"G",72,58.933,92.296,38.38,56.661,31.584,"Class2"
97.072,42.586,11.584,"B",40,54.017,16.727,30.36,60.723,86.702,"Class1"
50.627,24.902,42.693,"G",26,17.944,66.279,45.85,62.308,29.331,"Class2"
100.514,35.647,12.933,"K",22,65.287,18.463,16.268,69.013,85.276,"Class1"
96.089,63.909,13.021,"K",32,85.339,19.612,7.881,69.701,84.281,"Class1"
64.615,53.335,13.849,"P",42,93.024,56.85,45.859,47.859,29.682,"Class2"
71.709,30.461,26.405,"D",17,55.408,80.745,41.394,34.414,31.557,"Class2"
96.562,47.227,12.266,"K",29,53.307,19.84,14.491,53.627,86.841,"Class1"
93.996,53.202,12.352,"G",35,58.195,16.94,21.065,63.205,85.09,"Class1"
87.07,77.246,11.917,"B",57,NA,16.515,17.427,61.959,85.626,"Class1"
84.123,42.796,11.332,"B",32,NA,17.457,35.949,61.126,86.373,"Class1"
84.583,67.073,11.386,"B",44,83.235,18.584,33.628,61.41,84.883,"Class1"
97.349,78.785,11.28,"F",49,64.85,16.269,22.584,60.327,86.794,"Class1"
98.799,58.328,10.649,"B",22,68.555,16.393,4.253,59.231,84.238,"Class1"
91.464,56.858,11.842,"K",42,71.408,16.221,29.448,58.748,84.58,"Class1"
53.893,25.323,83.322,"C",47,82.219,64.89,50.17,63.176,32.945,"Class2"
86.584,72.879,12.919,"V",20,87.032,19.361,-4.906,65.145,84.488,"Class1"
63.711,53.255,53.433,"C",50,90.912,72.926,47.1,49.323,29.62,"Class2"
54.016,39.263,52.392,"X",9,77.068,77.23,46.025,49.331,33.804,"Class2"
52.335,33.999,44.888,"X",12,51.887,81.995,46.544,57.876,30.076,"Class2"
87.822,43.347,11.69,"F",35,62.167,16.04,32.312,59.741,84.162,"Class1"
66.344,57.186,38.021,"D",15,55.236,70.17,55.62,49.722,32.358,"Class2"
69.709,40.708,48.706,"C",40,59.008,87.177,44.832,40.981,32.759,"Class2"
53.808,25.89,53.502,"D",62,67.742,68.226,49.184,59.4,30.086,"Class2"
66.606,42.344,17.632,"X",72,85.547,73.523,38.513,67.575,31.366,"Class2"
60.798,57.023,40.514,"G",17,73.455,55.904,49.008,57.417,30.189,"Class2"
54.885,34.619,41.324,"C",75,83.037,60.604,42.062,55.954,31.91,"Class2"
101.391,80.227,12.093,"K",23,76.813,17.716,5.722,54.708,86.806,"Class1"
66.864,45.87,72.114,"D",62,NA,65.208,48.914,56.848,32.449,"Class2"
100.738,79.727,12.241,"F",46,68.657,17.632,6.602,46.35,86.696,"Class1"
95.517,40.898,10.714,"K",34,70.549,17.541,12.175,59.036,84.144,"Class1"
93.105,34.532,11.913,"F",23,80.906,18.526,11.532,57.422,86.861,"Class1"
66.9,49.161,62.568,"P",11,77.417,68.539,41.511,54.738,29.103,"Class2"
94.493,82.93,12.84,"V",51,53.635,19.393,41.231,61.728,86.764,"Class1"
86.796,44.526,13.463,"V",49,74.957,19.629,33.993,62.857,86.725,"Class1"
92.85,77.221,11.14,"K",29,NA,17.295,23.306,62.721,84.182,"Class1"
86.304,83.727,10.766,"K",30,71.363,16.286,23.345,60.39,84.45,"Class1"
48.757,31.16,53.975,"X",28,13.057,71.015,47.501,59.351,30.988,"Class2"
58.819,32.115,57.141,"X",24,69.161,75.265,35.687,28.059,33.554,"Class2"
74.075,43.238,54.379,"C",55,22.167,73.757,45.886,54.947,33.209,"Class2"
65.732,55.952,37.79,"P",46,73.69,58.826,37.943,39.164,30.332,"Class2"
86.647,43.435,11.783,"V",51,66.877,17.487,25.633,67.353,85.355,"Class1"
66.124,36.778,17.484,"X",45,92.482,68.273,48.142,70.819,32.113,"Class2"
86.738,69.342,12.66,"F",33,65.113,18.976,26.547,63.243,86.136,"Class1"
91.419,47.965,13.092,"G",49,78.16,19.736,12.603,56.592,85.138,"Class1"
84.873,33.065,11.334,"F",21,79.525,17.366,7.079,50.063,84.108,"Class1"
90.655,78.587,12.508,"V",40,NA,17.072,21.97,52.767,85.656,"Class1"
71.557,54.167,43.133,"G",47,21.111,82.102,44.25,22.518,29.236,"Class2"
85.096,44.81,12.991,"G",34,53.963,19.409,11.645,54.014,84.065,"Class1"
60.06,29.308,36.535,"G",57,26.785,86.562,47.816,62.627,33.229,"Class2"
65.781,42.41,55.31,"G",68,50.283,68.361,36.056,39.809,30.116,"Class2"
76.788,26.766,NA,"X",69,47.997,62.58,44.455,48.473,32.356,"Class2"
58.755,56.88,33.88,"P",59,42.341,59.354,40.079,61.155,31.097,"Class2"
93.823,75.848,NA,"K",54,77.914,17.075,28.208,58.491,84.012,"Class1"
57.632,50.046,39.626,"P",39,77.225,80.522,50.136,53.606,29.619,"Class2"
96.744,34.081,12.074,"V",28,89.217,18.147,33.581,61.632,84.682,"Class1"
58.911,40.066,42.502,"P",21,83.67,94.8,46.391,55.922,32.237,"Class2"
67.83,54.8,39.837,"D",28,NA,68.537,44.837,40.827,29.825,"Class2"
64.174,37.619,36.297,"X",26,NA,77.274,46.35,42.692,29.011,"Class2"
90.9,72.232,12.209,"F",32,85.832,16.897,-11.267,58.097,86.272,"Class1"
96.753,46.645,12.029,"V",35,72.928,19.696,3.203,60.729,86.991,"Class1"
85.428,69.182,12.179,"F",50,90.212,16.961,23.602,54.786,85.182,"Class1"
68.51,51.055,66.291,"D",21,59.365,63.781,40.285,34.557,31.632,"Class2"
65.289,56.229,46.374,"G",75,38.578,75.545,51.109,72.498,31.935,"Class2"
93.49,81.405,12.411,"V",44,66.795,17.463,15.282,60.736,84.115,"Class1"
58.904,24.226,24.379,"P",10,75.565,78.988,35.085,58.249,30.898,"Class2"
86.429,85.266,12.104,"G",23,73.921,17.715,20.191,70.456,84.473,"Class1"
91.193,50.83,11.937,"V",41,NA,19.638,16.262,61.445,85.44,"Class1"
75.19,49.535,50.464,"X",29,72.957,68.873,47.72,60.139,29.519,"Class2"
84.96,58.967,11.656,"B",53,60.308,18.89,34.421,53.614,86.802,"Class1"
48.24,57.148,54.395,"X",24,36.96,68.412,42.089,58.696,32.956,"Class2"
63.285,57.475,NA,"P",49,65.375,66.932,51.689,70.046,32.62,"Class2"
69.276,54.467,28.273,"X",47,59.458,87.768,42.213,65.281,32.851,"Class2"
65.08,34.692,48.247,"G",79,88.113,84.464,45.122,48.497,31.152,"Class2"
90.362,61.587,11.723,"G",24,67.021,16.284,17.62,67.046,86.093,"Class1"
86.078,44.348,NA,"B",54,NA,19.186,15.527,58.512,86.814,"Class1"
92.55,86.341,11.915,"G",54,NA,19.755,25.438,51.797,86.71,"Class1"
70.423,51.39,32.509,"X",9,37.869,63.258,41.194,57.6,29.173,"Class2"
95.976,36.793,11.989,"K",28,84.704,16.609,14.506,60.882,86.524,"Class1"
54.408,43.502,27.902,"G",79,53.169,94.487,41.937,64.236,31.955,"Class2"
58.474,31.093,37.318,"D",12,54.981,72.066,43.049,61.697,31.871,"Class2"
62.534,43.417,76.569,"D",27,57.565,56.386,40.999,27.451,29.154,"Class2"
88.234,73.164,12.303,"V",49,65.496,18.954,32.157,60.118,84.709,"Class1"
66.006,25.805,30.86,"X",22,58.096,68.595,47.761,51.186,33.181,"Class2"
59.044,44.421,24.686,"P",56,92.797,81.857,43.781,37.84,33.495,"Class2"
88.659,74.038,13.442,"V",49,75.13,16.87,47.321,51.756,86.625,"Class1"
88.738,65.787,11.72,"V",31,52.581,17.398,33.94,66.04,85.233,"Class1"
59.898,56.841,33.495,"C",14,74.789,66.816,42.987,66.185,29.268,"Class2"
59.792,47.96,58.039,"G",16,91.059,80.914,47.764,42.639,31.53,"Class2"
99.417,77.478,13.338,"G",24,72.827,19.83,6.68,60.269,84.292,"Class1"
85.955,79.065,12.422,"F",35,86.574,18.622,10.937,56.104,85.435,"Class1"
99.455,61.527,12.403,"G",45,62.808,18.52,14.93,67.57,85.857,"Class1"
81.944,70.643,12.729,"F",30,61.417,16.298,18.874,66.458,86.142,"Class1"
61.858,24.977,29.147,"C",18,52.696,72.822,44.317,31.476,32.6,"Class2"
49.19,50.768,45.253,"P",19,60.885,89.401,39.688,43.433,31.992,"Class2"
66.965,34.034,66.896,"X",69,88.68,68.583,41.16,52.691,31.561,"Class2"
88.541,78.308,11.66,"G",47,58.332,17.047,23.981,63.129,86.264,"Class1"
76.95,29.635,47.881,"D",24,47.467,64.431,46.518,43.627,29.057,"Class2"
90.016,78.297,12.556,"F",22,59.212,16.175,40.98,61.13,86.55,"Class1"
90.186,63.818,11.568,"K",24,71.773,18.833,22.749,59.499,86.208,"Class1"
93.12,33.82,11.165,"V",21,53.665,17.342,25.484,62.691,86.009,"Class1"
63.946,43.161,39.139,"P",70,90.552,90.824,51.012,34.379,33.506,"Class2"
63.232,34.486,22.2,"X",47,75.12,82.015,47.146,65.915,33.877,"Class2"
64.044,53.884,17.613,"C",51,38.202,91.81,46.48,58.876,29.963,"Class2"
89.422,46.448,9.291,"V",25,50.391,16.805,4.404,60.659,84.598,"Class1"
66.883,33.817,31.907,"D",79,91.063,73.101,45.223,41.596,29.429,"Class2"
85.704,78.797,12.402,"V",22,54.181,17.57,3.525,67.137,85.307,"Class1"
92.143,60.287,12.875,"K",37,69.722,19.426,15.603,61.671,86.969,"Class1"
70.683,44.655,36.742,"C",27,32.746,70.623,39.513,62.018,31.797,"Class2"
67.006,57.57,29.083,"D",66,46.542,59.359,47.63,83.411,31.653,"Class2"
73.857,50.95,30.568,"C",61,46.091,58.505,43.344,80.744,33.883,"Class2"
66.197,49.465,NA,"P",48,84.902,73.779,53.84,44.09,33.352,"Class2"
91.362,66.466,11.417,"G",55,68.758,18.487,17.33,62.219,85.299,"Class1"
54.885,25.76,45.038,"D",29,29.019,72.677,45.564,66.341,31.011,"Class2"
63.672,26.43,34.178,"D",38,87.893,70.944,50.086,48.149,33.725,"Class2"
55.867,34.477,43.062,"X",66,15.015,70.807,43.887,62.601,29.267,"Class2"
54.468,49.675,31.104,"D",28,36.751,91.661,48.103,47.555,33.849,"Class2"
69.936,44.686,16.289,"X",34,35.987,94.382,41.875,53.088,31.524,"Class2"
83.171,47.892,57.578,"P",21,53.136,82.604,42.59,62.872,29.629,"Class2"
98.576,33.614,12.701,"K",57,55.713,18.347,32.376,64.253,86.591,"Class1"
91.458,56.077,12.34,"B",34,77.61,17.235,20.701,59.263,86.768,"Class1"
59.844,55.548,67.275,"G",17,59.13,88.635,43.298,62.558,32.615,"Class2"
82.103,68.513,11.456,"F",33,77.876,19.599,18.091,67.464,85.862,"Class1"
92.085,86.217,10.97,"V",35,65.734,19.757,18.013,60.597,86.593,"Class1"
54.417,27.779,14.4,"G",62,90.008,67.767,46.556,70.768,31.5,"Class2"
90.982,36.966,12.406,"B",40,77.32,16.339,28.008,61.2,84.754,"Class1"
95.936,48.269,NA,"B",24,67.736,17.737,0.223,66.794,86.406,"Class1"
87.55,39.427,12.027,"K",29,62.387,17.258,22.123,56.557,84.285,"Class1"
54.242,36.674,60.832,"D",30,45.155,85.336,37.684,49.234,33.252,"Class2"
72.526,27.121,46.005,"P",44,19.618,88.96,50.209,52.887,29.613,"Class2"
48,43.971,10.121,"X",37,53.344,55.725,42.113,65.885,30.18,"Class2"
68.704,48.4,24.962,"G",37,NA,86.994,48.037,67.744,32.884,"Class2"
100.017,54.806,12.489,"F",25,66.923,16.962,23.723,65.194,85.321,"Class1"
55.822,34.922,41.288,"D",46,45.75,75.5,43.461,68.462,30.654,"Class2"
91.788,42.209,11.957,"F",49,69.825,19.764,18.103,52.733,84.623,"Class1"
86.942,52.229,12.347,"B",32,83.554,18.82,15.25,67.313,84.363,"Class1"
90.294,49.906,10.881,"G",25,82.734,16.841,16.004,62.663,85.505,"Class1"
60.21,54.234,35.324,"D",42,34.284,67.619,44.204,34.383,30.518,"Class2"
57.228,47.255,21.612,"C",29,29.962,85.675,43.343,67.567,32.998,"Class2"
76.198,50.168,2.354,"C",44,63.015,94.737,53.481,78.717,30.065,"Class2"
94.04,74.07,12.096,"V",41,52.349,18.631,40.049,63.522,85.81,"Class1"
88.758,82.4,12.145,"V",34,63.814,16.568,28.135,64.702,84.255,"Class1"
68.016,43.56,53.89,"X",30,46.598,95.45,48.976,79.239,29.908,"Class2"
90.524,46.933,12.726,"G",26,60.891,19.972,13.548,61.887,85.759,"Class1"
83.884,40.642,11.335,"G",37,91.292,19.678,4.864,54.721,84.753,"Class1"
58.087,39.401,62.74,"G",41,35.471,84.965,46.707,38.206,33.58,"Class2"
87.216,48.515,NA,"K",36,89.508,16.53,27.601,62.422,86.21,"Class1"
69.588,32.567,85.31,"P",67,80.019,58.632,33.77,70.52,32.031,"Class2"
69.728,45.184,52.533,"P",37,NA,54.252,49.754,55.435,32.027,"Class2"
68.082,24.944,34.43,"P",72,83.824,88.373,46.634,55.313,30.208,"Class2"
86.154,66.103,12.167,"F",30,65.582,17.589,20.355,59.412,85.965,"Class1"
75.062,41.187,35.132,"X",57,76.134,57.973,46.171,52.346,32.799,"Class2"
68.455,37.049,14.577,"C",41,52.833,70.658,52.431,48.481,30.958,"Class2"
73.968,25.798,25.582,"P",19,25.104,58.417,39.886,46.492,32.795,"Class2"
64.732,25.419,46.218,"G",70,23.52,75.696,38.174,52.315,32.785,"Class2"
88.379,34.995,12.282,"B",25,86.086,18.074,25.058,68.005,84.001,"Class1"
87.131,60.532,11.647,"B",47,73.881,16.854,12.281,59.961,86.471,"Class1"
97.237,59.763,13.571,"F",36,71.422,19.43,19.637,65.338,86.383,"Class1"
87.68,66.52,12.903,"V",47,65.158,18.459,31.235,65.251,84.511,"Class1"
93.214,41.86,11.668,"B",54,89.042,16.302,19.418,52.045,85.674,"Class1"
61.524,47.26,39.955,"X",37,36.656,70.15,46.25,34.481,31.911,"Class2"
88.752,57.895,11.752,"F",40,55.282,18.462,44.5,64.396,84.43,"Class1"
59.687,25.304,54.296,"C",27,59.227,77.664,46.691,38.023,33.331,"Class2"
87.603,59.111,12.14,"G",30,82.154,16.555,23.665,54.356,86.042,"Class1"
59.182,50.472,48.016,"P",68,49.713,87.8,46.75,61.781,31.34,"Class2"
89.128,41.725,11.189,"G",45,50.545,17.301,5.258,67.765,84.481,"Class1"
73.658,50.186,36.657,"P",12,36.52,60.629,46.302,57.341,33.689,"Class2"
90.275,38.165,13.099,"G",33,80.677,19.308,38.589,69.54,84.25,"Class1"
76.26,43.284,12.008,"B",33,87.851,17.965,35.747,64.595,85.948,"Class1"
64.057,48.004,31.687,"X",27,48.249,92.543,39.705,88.579,29.768,"Class2"
61.849,49.303,26.249,"X",68,NA,79.321,50.759,39.448,30.924,"Class2"
90.148,56.415,12.357,"G",23,68.014,18.686,26.922,66.783,85.396,"Class1"
71.278,25.292,51.555,"X",53,79.791,93.816,49.138,29.705,32.827,"Class2"
63.294,43.801,43.607,"P",73,10.674,78.864,41.608,48.762,30.235,"Class2"
90.581,43.635,12.345,"G",40,60.526,19.519,25.277,57.653,85.884,"Class1"
82.924,39.506,12.336,"F",52,NA,16.43,23.968,61.994,86.257,"Class1"
93.354,76.071,11.669,"F",51,53.578,17.281,28.395,60.857,86.488,"Class1"
56.606,43.082,25.463,"D",60,70.297,92.371,39.375,53.87,31.913,"Class2"
64.523,36.759,46.654,"P",66,40.138,71.677,48.154,50.446,32.545,"Class2"
97.778,79.641,11.704,"G",24,56.212,16.147,21.617,51.611,86.332,"Class1"
65.839,43.878,53.287,"D",28,57.363,74.059,39.588,43.449,33.371,"Class2"
45.127,54.651,66.635,"G",33,54.238,61.555,37.909,34.7,33.102,"Class2"
75.211,52.998,21.317,"P",60,74.226,59.513,45.964,68.887,32.58,"Class2"
90.913,63.395,10.55,"V",35,65.494,16.345,12.286,55.099,86.702,"Class1"
90.968,68.073,12.382,"B",20,65.729,17.524,16.559,55.41,84.515,"Class1"
92.834,78.327,12.686,"G",46,66.677,16.014,4.371,60.338,86.797,"Class1"
95.447,43.707,12.138,"K",36,50.935,17.523,15.82,77.186,85.381,"Class1"
74.02,49.504,31.066,"C",16,25.946,62.478,52.742,68.424,33.818,"Class2"
77.675,51.025,16.756,"C",26,50.536,59.434,45.066,60.755,31.372,"Class2"
57.687,24.92,25.545,"D",65,54.831,76.031,42.371,65.452,32.44,"Class2"
54.596,25.795,47.827,"C",57,67.998,92.6,46.167,46.739,32.775,"Class2"
89.578,68.751,12.883,"V",27,89.357,19.338,14.637,51.773,86.219,"Class1"
71.933,32.127,-5.258,"P",69,11.59,58.623,42.171,61.355,30.877,"Class2"
89.364,70.599,NA,"B",55,62.799,16.588,12.089,67.2,85.9,"Class1"
87.825,58.977,11.991,"V",28,75.369,16.81,19.865,53.464,85.146,"Class1"
78.388,27.074,41.885,"D",67,92.776,68.89,50.011,57.227,29.018,"Class2"
87.059,77.996,11.762,"G",35,52.01,19.566,14.755,63.897,84.539,"Class1"
57.476,41.195,33.415,"D",25,90.8,75.983,37.91,37.261,32.422,"Class2"
69.352,34.223,42.225,"C",58,49.527,93.537,41.65,55.169,29.79,"Class2"
91.248,39.094,12.409,"K",36,76.118,17.192,15.814,63.831,84.151,"Class1"
87.602,51.918,11.526,"G",37,NA,16.444,30.603,60.142,86.219,"Class1"
59.367,37.097,18.706,"D",45,59.584,86.434,40.409,51.562,33.374,"Class2"
94.028,49.104,12.009,"K",42,63.275,18.641,6.014,55.8,84.709,"Class1"
84.047,45.052,NA,"V",29,54.749,16.759,39.265,60.005,84.401,"Class1"
92.507,66.713,12.848,"G",26,75.087,18.044,30.91,58.215,84.633,"Class1"
58.662,29.751,32.451,"X",74,90.742,65.609,45.654,67.979,32.609,"Class2"
85.64,47.577,12.377,"G",45,86.965,16.025,34.742,56.633,84.402,"Class1"
61.208,45.485,21.7,"G",39,31.496,90.602,41.259,66.055,29.893,"Class2"
91.592,79.017,13.044,"V",22,87.271,17.23,1.245,53.032,84.499,"Class1"
53.882,37.311,54.559,"X",9,50.853,85.874,50.753,45.346,33.208,"Class2"
89.597,46.817,12.555,"B",56,86.354,18.384,16.828,68.497,86.491,"Class1"
89.24,37.391,NA,"F",41,64.891,17.539,7.343,51.854,86.549,"Class1"
70.381,36.962,42.821,"G",68,74.417,92.433,46.298,59.982,29.829,"Class2"
94.116,54.257,11.332,"G",51,57.037,18.34,19.117,65.222,85.953,"Class1"
71.641,55.298,45.379,"X",34,21.636,96.528,42.965,59.08,30.465,"Class2"
40.765,30.855,NA,"X",19,45.618,95.246,51.26,25.953,29.683,"Class2"
64.371,29.823,49.665,"D",19,10.517,87.788,42.173,53.056,30.03,"Class2"
81.387,38.415,11.517,"G",25,59.319,19.417,34.103,58.064,85.056,"Class1"
69.264,39.385,13.997,"P",74,38.771,68.806,50.127,60.215,33.459,"Class2"
