"OEI1","XDL2","BID3","NDM4","GJN5","NEF6","HVA7","LJK8","NPV9","DQP10","Output23","IQO11"
78.886,78.175,90.241,91.095,56.124,83.055,17,7.521,"X",48.076,"Class3","B"
57.786,88.256,87.146,70.497,81.127,37.291,65,68.411,"B",56.463,"Class2","G"
70.624,87.325,55.236,67.497,70.096,41.888,56,68.534,"G",59.751,"Class2","L"
85.674,87.301,87.14,35.538,75.713,39.793,56,83.657,"G",58.315,"Class2","K"
73.446,71.084,68.846,19.009,77.35,41.977,72,67.059,"E",NA,"Class2","R"
79.568,36.571,84.644,74.069,54.707,75.242,19,41.631,"X",47.74,"Class3","Q"
83.175,49.604,96.01,74.731,55.211,79.811,13,37.839,"X",58.337,"Class3","Z"
NA,78.377,78.064,25.935,87.785,40.919,64,75.257,"K",61.886,"Class2","G"
68.56,20.355,87.143,77.62,55.355,80.357,22,40.072,"X",51.662,"Class3","Z"
64.327,35.177,92.165,76.423,36.834,82.311,20,87.241,"X",45.334,"Class3","Q"
55.803,90.205,64.071,30.097,85.885,42.391,67,57.872,"G",56.008,"Class2","G"
66.035,89.601,53.074,71.023,70.339,42.768,59,70.141,"K",59.483,"Class2","K"
74.119,68.44,85.795,80.847,40.455,83.356,27,70.162,"X",25.692,"Class3","B"
72.138,36.478,32.084,32.005,48.101,76.297,20,88.281,"G",19.144,"Class1","C"
64.198,36.192,86.141,97.872,56.181,78.525,18,65.556,"K",58.932,"Class3","M"
67.503,79.396,88.331,60.802,69.63,40.962,70,62.297,"E",65.526,"Class2","L"
61.474,79.118,87.198,16.148,72.691,44.565,56,80.893,"N",57.558,"Class2","R"
NA,84.67,57.928,31.211,70.508,41.805,55,79.919,"G",64.924,"Class2","R"
71.126,58.95,88.505,84.602,53.646,81.957,26,50.431,"X",45.393,"Class3","X"
77.898,44.282,30.963,37.378,18.715,73.58,23,74.196,"F",11.679,"Class1","Z"
81.645,83.936,100.906,87.224,32.067,78.045,15,62.856,"K",45.832,"Class3","M"
61.077,54.314,36.919,34.045,20.905,70.521,24,91.441,"M",14.14,"Class1","C"
NA,93.581,76.422,72.082,86.94,39.444,54,57.377,"E",64.193,"Class2","R"
82.865,8.501,91.827,76.415,49.774,84.946,15,67.507,"X",30.108,"Class3","Q"
73.617,81.494,85.063,32.923,80.95,41.271,69,83.182,"E",57.249,"Class2","K"
64.11,95.663,84.842,43.93,73.566,37.946,54,91.898,"K",63.977,"Class2","R"
68.33,50.528,26.528,69.369,35.92,83.053,21,94.172,"G",18.639,"Class1","Z"
NA,43.961,24.419,85.501,28.606,76.234,20,92.899,"D",19.997,"Class1","O"
80.135,41.652,28.459,61.542,38.57,79.827,16,101.868,"F",25.196,"Class1","O"
62.941,93.253,91.028,31.025,79.846,38.321,66,76.261,"B",59.005,"Class2","K"
75.603,67.709,93.824,12.812,77.387,40.55,55,78.512,"N",55.116,"Class2","K"
76.882,50.828,27.351,58.35,53.088,83.156,19,91.595,"G",30.329,"Class1","C"
75.866,72.331,90.238,22.65,83.649,40.562,61,80.361,"N",55.901,"Class2","L"
41.81,45.953,33.774,66.385,51.378,75.459,18,92.582,"M",35.533,"Class1","C"
75.844,44.012,33.491,41.541,39.913,71.58,17,89.858,"M",NA,"Class1","Z"
70.485,56.916,39.073,79.38,43.977,81.983,19,78.277,"E",NA,"Class1","H"
65.105,19.268,89.18,86.322,40.449,79.575,20,83.172,"X",61.398,"Class3","Z"
79.653,23.255,80.543,94.989,46.51,77.557,18,85.645,"X",37.184,"Class3","M"
64.955,10.374,84.695,69.78,51.35,82.94,26,47.262,"K",34.706,"Class3","B"
73.077,41.221,33.584,39.272,19.167,91.564,16,94.212,"G",22.215,"Class1","Z"
68.324,71.952,73.803,88.687,64.186,82.307,23,38.764,"X",62.378,"Class3","B"
63.497,78.984,66.157,33.887,88.317,38.875,54,57.98,"B",63.057,"Class2","K"
92.728,75.5,92.607,12.559,70.951,41.601,66,70.432,"K",61.394,"Class2","L"
66.103,73.684,92.66,83.442,42.414,79.997,21,81.7,"K",52.618,"Class3","X"
76.705,39.649,91.469,75.837,62.138,79.375,23,74.505,"N",45.777,"Class3","Q"
82.41,50.473,40.795,77.816,16.686,85.376,17,80.881,"F",20.138,"Class1","Z"
65.457,55.608,95.798,85.714,61.252,82.999,20,45.326,"N",59.671,"Class3","Q"
82.827,69.874,68.24,43.883,69.387,40.013,58,77.858,"K",56.269,"Class2","R"
69.169,46.531,30.512,66.653,47.378,82.91,23,85.473,"G",31.683,"Class1","C"
55.5,44.177,49.982,82.577,15.12,83.249,16,89.815,"M",29.488,"Class1","Z"
72.054,27.989,91.615,67.062,35.977,78.87,25,64.706,"K",41.564,"Class3","Z"
70.386,32.392,93.916,75.64,47.989,80.72,24,57.068,"N",30.701,"Class3","Z"
NA,42.168,32.944,76.041,41.148,85.905,18,84.825,"M",15.13,"Class1","O"
81.146,52.559,90.14,72.624,58.45,77.69,27,52.777,"X",45.047,"Class3","B"
94.949,81.817,45.97,24.765,73.169,39.613,70,86.505,"K",56.429,"Class2","L"
NA,83.123,80.137,95.706,54.705,83.521,17,73.953,"B",48.903,"Class3","Q"
70.5,38.391,29.846,35.159,15.301,80.479,17,88.063,"E",17.93,"Class1","H"
56.15,57.866,35.011,51.535,43.51,72.684,22,94.337,"G",27.047,"Class1","O"
61.282,71.091,82.63,43.633,85.353,38.667,62,67.012,"K",57.199,"Class2","L"
59.244,45.128,39.169,77.745,37.88,80.984,24,94.119,"E",29.385,"Class1","O"
68.11,36.979,23.882,37.084,29.313,78.616,24,88.282,"F",29.484,"Class1","Y"
66.066,94.583,76.554,35.86,71.679,40.358,58,48.528,"G",65.218,"Class2","R"
76.441,38.806,90.684,89.855,40.653,83.284,13,62.807,"N",43.999,"Class3","Z"
72.833,47.577,78.035,97.037,40.722,79.497,25,46.337,"N",26.642,"Class3","M"
66.89,93.318,72.807,63.127,86.986,42.195,63,74.823,"B",62.654,"Class2","L"
74.455,10.271,97.979,73.118,64.37,82.573,13,66.812,"X",59.057,"Class3","Q"
65.262,42.846,34.134,76.921,17.734,80.671,16,84.137,"E",11.023,"Class1","Z"
77.946,86.669,71.426,38.581,70.787,42.459,55,75.713,"K",64.167,"Class2","K"
103.071,42.677,56.233,62.813,47.123,70.635,23,82.203,"E",14.248,"Class1","C"
82.114,42.595,44.524,51.692,49.543,75.295,20,89.583,"F",27.493,"Class1","Y"
93.55,90.995,75.996,42.379,88.929,43.059,60,92.975,"K",60.099,"Class2","L"
81.115,47.515,57.398,82.922,27.845,78.667,21,87.357,"F",NA,"Class1","O"
76.431,88.284,69.699,40.631,86.532,39.474,74,69.53,"B",60.894,"Class2","L"
77.577,83.749,80.498,68.324,85.677,41.326,66,87.493,"K",65.227,"Class2","L"
67.437,73.828,67.54,19.757,70.112,39.941,72,90.622,"K",58.327,"Class2","R"
53.712,40.747,40.646,64.963,19.816,79.922,19,84.438,"F",12.801,"Class1","Y"
76.276,37.766,39.528,85.968,26.308,76.886,22,90.083,"F",24.324,"Class1","H"
65.692,52.13,45.757,52.708,36.182,75.436,17,84.265,"E",13.997,"Class1","H"
61.255,46.571,41.279,48.856,41.377,82.037,16,95.967,"D",13.197,"Class1","Y"
62.532,83.061,73.018,51.724,72.328,41.097,59,90.134,"E",61.735,"Class2","G"
97.121,41.671,47.955,42.42,15.283,77.513,24,89.884,"D",27.496,"Class1","C"
80.944,17.202,86.004,77.556,58.114,78.916,22,56.838,"X",52.652,"Class3","X"
73.284,61.411,98.145,72.454,55.601,80.25,24,62.505,"B",36.235,"Class3","Q"
74.919,87.566,75.48,72.081,41.113,78.475,25,13.351,"D",57.094,"Class3","Q"
NA,89.053,96.871,86.525,64.557,84.818,25,79.918,"N",49.132,"Class3","M"
58.631,36.798,41.521,44.731,30.721,65.405,19,97.957,"G",11.776,"Class1","Z"
74.671,82.409,88.895,91.144,51.357,81.247,19,92.497,"B",25.505,"Class3","Z"
80.114,43.024,84.125,98.527,37.608,81.174,20,80.435,"X",NA,"Class3","M"
68.992,12.423,76.756,87.401,32.654,80.227,25,67.786,"X",37.161,"Class3","Z"
58.688,66.622,76.193,67.196,79.667,41.974,73,59.946,"K",63.279,"Class2","R"
67.044,94.869,60.652,37.908,85.247,42.094,55,81.35,"B",65.621,"Class2","I"
74.623,79.16,83.485,37.755,86.585,41.191,63,83.88,"K",59.023,"Class2","R"
75.124,42.624,18.951,33.692,25.949,74.058,16,93.646,"D",31.557,"Class1","C"
70.999,81.362,77.31,71.71,35.538,79.371,14,59.261,"K",29.846,"Class3","Z"
81.904,62.104,89.714,86.617,51.749,78.899,13,41.237,"B",46.214,"Class3","Q"
87.573,44.39,85.239,89.828,41.508,81.666,18,26.852,"K",35.923,"Class3","Z"
62.499,51.555,65.189,33.465,28.18,78.585,18,80.925,"D",NA,"Class1","H"
79.122,53.686,37.066,82.082,40.042,90.318,21,77.181,"D",16.301,"Class1","H"
59.052,70.823,60.069,44.11,70.897,42.011,67,82.569,"B",55.769,"Class2","L"
81.206,18.776,70.86,89.312,48.043,78.125,18,81.13,"N",58.902,"Class3","Q"
69.814,93.521,80.186,64.896,69.627,40.857,55,75.893,"E",57.521,"Class2","K"
78.388,55.524,41.382,50.97,29.294,75.34,22,89.714,"F",27.01,"Class1","C"
69.226,95.2,69.283,43.885,70.686,40.167,68,85.802,"N",56.822,"Class2","K"
47.56,74.176,101.513,10.439,85.429,41.077,67,84.309,"N",55.975,"Class2","K"
82.225,53.128,51.052,77.788,17.653,81.272,24,84.983,"M",25.383,"Class1","H"
50.877,46.944,40.182,54.664,36.528,67.647,16,82.208,"F",22.933,"Class1","O"
66.656,49.092,37.791,75.984,37.441,78.863,20,89.769,"M",24.922,"Class1","O"
57.374,85.649,96.43,16.331,72.72,40.099,56,79.23,"N",57.737,"Class2","R"
75.985,59.937,44.796,64.832,23.188,74.082,16,89.648,"F",17.398,"Class1","H"
72.255,19.873,73.771,94.587,34.664,82.528,15,72.351,"K",37.116,"Class3","Q"
NA,59.312,92.669,81.37,41.516,78.535,26,33.23,"N",26.883,"Class3","B"
75.683,18.882,82.773,92.018,60.879,77.028,19,83.834,"B",59.333,"Class3","Q"
65.972,82.948,79.541,57.361,70.907,42.328,64,76.272,"B",63.791,"Class2","I"
74.628,42.207,25.092,30.69,48.305,93.286,20,89.534,"E",15.327,"Class1","H"
54.512,66.064,88.874,28.172,83.71,40.945,54,83.306,"N",64.42,"Class2","R"
NA,39.448,14.029,30.397,16.486,77.138,21,79.697,"F",27.694,"Class1","H"
62.114,78.934,64.026,44.013,81.647,42.748,61,68.441,"E",55.676,"Class2","I"
68.254,60.166,91.914,86.585,50.979,81.614,27,82.098,"D",52.917,"Class3","Z"
63.77,70.568,57.947,66.652,79.306,41.789,66,69.585,"N",56.204,"Class2","G"
70.531,69.973,92.449,72.417,42.343,80.779,15,27.348,"D",35.871,"Class3","Q"
79.413,42.083,29.315,75.733,16.85,79.312,20,96.296,"M",26.513,"Class1","H"
72.588,55.782,35.229,82.84,45.998,76.527,19,93.078,"D",35.071,"Class1","O"
43.688,58.931,37.361,68.478,45.053,78.141,19,93.892,"M",20.198,"Class1","Y"
68.938,55.779,49.709,70.978,24.415,79.873,17,87.805,"E",27.976,"Class1","Y"
68.224,90.604,53.711,41.481,69.684,37.838,67,84.777,"B",63.214,"Class2","K"
64.868,73.903,81.583,33.794,76.358,42.189,57,90.18,"K",59.09,"Class2","K"
75.066,69.111,86.533,64.973,72.77,41.144,74,91.743,"G",59.157,"Class2","I"
64.403,71.79,85.602,21.141,76.972,41.682,54,72.803,"N",59.707,"Class2","R"
81.61,86.536,67.942,44.337,87.1,42.376,57,95.323,"G",58.232,"Class2","L"
66.292,57.891,38.965,59.063,53.265,68.878,17,97.902,"G",29.129,"Class1","C"
79.241,35.498,32.627,53.821,50.196,85.292,19,101.57,"F",36.094,"Class1","O"
64.754,70.276,87.424,85.654,49.023,78.604,13,94.182,"N",26.5,"Class3","X"
81.71,14.349,98.656,97.856,48.468,79.388,25,64.865,"B",24.548,"Class3","X"
80.725,22.58,92.171,93.972,47.844,77.727,14,38.064,"B",42.788,"Class3","B"
90.108,69.872,82.629,41.942,87.119,39.155,70,52.595,"E",63.996,"Class2","L"
78.902,17.06,80.21,90.594,54.632,82.231,27,65.38,"D",58.183,"Class3","B"
78.632,48.613,28.503,39.275,25.865,78.496,22,84.896,"F",NA,"Class1","C"
67.069,69.891,73.689,66.681,85.908,39.23,68,49.023,"K",NA,"Class2","K"
81.334,25.193,77.298,86.274,64.456,76.968,21,59.862,"D",56.25,"Class3","B"
58.067,47.564,47.901,42.519,41.638,75.368,23,96.313,"F",32.01,"Class1","Y"
73.971,86.85,81.841,52.855,86.599,38.767,57,68.658,"K",57.367,"Class2","K"
75.793,39.828,79.29,91.866,44.763,76.824,22,25.892,"N",32.571,"Class3","B"
70.529,57.331,57.501,59.524,44.903,87.336,20,104.472,"D",13.043,"Class1","Z"
77.967,95.854,77.429,61.515,77.212,40.549,74,98.394,"K",55.587,"Class2","G"
66.649,55.148,86.666,85.289,47.612,79.79,19,102.103,"N",48.734,"Class3","Z"
74.689,66.516,99.05,77.311,39.981,78.646,26,61.041,"D",55.198,"Class3","M"
89.741,43.429,82.338,80.269,46.211,83.354,18,51.527,"B",45.698,"Class3","B"
80.791,95.476,82.454,59.821,76.899,40.101,63,74.61,"B",61.39,"Class2","L"
64.032,68.799,62.371,32.801,70.459,38.635,57,70.61,"B",57.458,"Class2","K"
76.345,57.526,37.576,32.016,20.805,75.321,19,101.856,"M",NA,"Class1","C"
82.007,48.667,41.059,75.626,43.627,85.938,19,90.055,"M",16.246,"Class1","Y"
60.74,45.845,35.423,30.928,30.358,71.533,18,91.55,"E",20.086,"Class1","Y"
67.646,23.755,90.623,80.882,44.282,77.108,13,63.445,"B",50.744,"Class3","M"
55.928,94.208,56.764,33.757,71.456,41.356,71,86.224,"N",58.254,"Class2","K"
67.564,48.233,43.728,53.291,46.473,78.611,22,93.347,"D",24.066,"Class1","C"
NA,53.507,35.768,53.251,42.234,78.659,17,83.033,"E",37.385,"Class1","Y"
77.067,22.491,96.034,67.895,58.848,78.515,14,52.703,"N",37.35,"Class3","Q"
71.414,85.665,71.587,27.577,80.917,38.482,70,82,"N",64.691,"Class2","L"
66.152,86.573,79.724,89.711,48.373,84.183,22,97.396,"D",27.458,"Class3","B"
72.366,42.614,22.828,59.673,19.275,90.622,18,75.509,"M",18.665,"Class1","Y"
49.939,54.504,31.111,55.424,19.477,89.894,17,91.088,"M",18.765,"Class1","Z"
65.586,77.283,90.258,35.967,87.524,39.911,73,60.407,"E",57.749,"Class2","L"
58.891,91.096,64.418,62.148,87.747,38.714,73,69.002,"G",62.894,"Class2","K"
77.19,87.896,75.846,18.949,76.087,39.122,73,55.978,"K",60.853,"Class2","K"
71.384,61.8,90.06,93.063,50.482,78.327,19,48.417,"X",28.276,"Class3","X"
86.32,49.889,56.797,34.9,43.167,72.829,20,97.305,"E",29.351,"Class1","Z"
74.642,54.462,87.802,73.837,54.929,82.524,26,84.528,"B",NA,"Class3","X"
76.239,69.703,83.024,70.815,72.176,41.521,56,83.939,"E",61.374,"Class2","I"
72.527,69.001,86.036,72.988,55.435,77.93,19,79.73,"D",38.374,"Class3","X"
81.056,49.78,52.663,34.357,46.062,69.073,20,77.901,"M",11.521,"Class1","O"
91.909,50.66,50.065,69.926,38.371,71.271,19,106.804,"F",23.849,"Class1","Z"
67.012,7.623,102.527,94.918,36.776,79.541,19,43.33,"N",31.68,"Class3","B"
69.108,52.286,97.996,84.721,60.944,79.913,26,41.574,"X",52.287,"Class3","B"
62.001,73.489,93.238,70.91,80.79,40.806,57,78.621,"B",56.347,"Class2","I"
65.743,59.564,45.249,44.97,45.364,76.924,21,78.771,"G",15.007,"Class1","H"
65.577,58.874,92.275,79.512,37.893,77.949,23,72.6,"B",NA,"Class3","B"
69.079,36.251,90.191,84.435,46.53,84.953,21,108.68,"X",43.814,"Class3","Z"
61.293,67.049,79.652,46.543,87.559,40.094,65,90.499,"E",58.129,"Class2","I"
101.565,39.284,46.571,34.311,43.613,81.144,16,82.793,"M",25.699,"Class1","O"
60.265,76.124,62.42,51.532,72.56,42.83,68,77.604,"B",65.058,"Class2","I"
48.626,68.26,69.996,56.225,70.794,42.493,64,68.939,"N",59.056,"Class2","L"
53.111,72.939,68.316,22.408,70.325,38.525,67,74.99,"K",56.788,"Class2","L"
71.242,37.53,32.601,83.419,43.279,85.245,22,100.383,"F",14.22,"Class1","Z"
85.911,88.796,78.441,26.579,84.123,42.093,69,77.383,"K",62.802,"Class2","G"
67.965,78.595,101.32,86.001,36.527,78.06,14,29.785,"K",60.915,"Class3","X"
72.755,57.539,32.089,46.797,26.016,95.488,16,77.464,"G",11.664,"Class1","O"
72.769,76.62,95.886,78.257,45.791,79.848,25,64.585,"N",26.902,"Class3","B"
74.07,87.778,82.482,84.402,38.47,78.608,24,47.911,"X",32.805,"Class3","M"
81.248,57.667,18.919,51.785,24.39,84.314,23,78.992,"M",27.588,"Class1","Y"
70.962,76.791,82.391,70.17,86.503,40.03,70,88.16,"E",58.524,"Class2","K"
75.131,44.955,90.888,88.44,45.406,80.328,26,59.125,"X",33.647,"Class3","Q"
70.353,85.924,97.135,72.13,59.406,76.849,17,49.09,"X",60.924,"Class3","Q"
72.228,39.318,32.29,34.659,51.995,85.412,17,82.448,"M",28.348,"Class1","H"
63.568,46.577,49.726,60.456,17.838,74.551,19,87.398,"G",20.81,"Class1","Y"
71.818,16.635,84.582,97.56,64.89,82.641,17,56.695,"K",44.965,"Class3","B"
58.765,88.247,70.795,51.422,83.912,43.839,60,77.854,"G",62.762,"Class2","R"
80.606,35.548,30.934,51.936,28.975,82.002,24,89.249,"D",18.065,"Class1","O"
72.535,39.631,89.294,67.868,53.543,78.933,14,19.046,"X",40.979,"Class3","M"
82.511,24.082,95.925,68.275,39.042,78.929,21,64.799,"K",43.517,"Class3","M"
66.749,7.73,91.214,80.634,55.44,81.753,15,31.934,"B",33.672,"Class3","X"
68.65,87.012,83.055,23.568,73.381,41.928,66,68.61,"N",59.246,"Class2","I"
71.925,84.586,72.001,45.496,78.068,40.38,73,74.436,"B",57.512,"Class2","G"
67.428,39.788,68.51,48.167,35.823,73.993,23,92.997,"G",15.955,"Class1","O"
75.587,58.899,36.227,60.406,31.603,82.191,24,91.625,"D",20.482,"Class1","Z"
58.06,91.469,88.605,21.953,88.135,40.258,62,89.646,"E",NA,"Class2","L"
65.641,60.888,80.704,91.429,42.044,81.494,17,63.149,"X",50.75,"Class3","Z"
82.944,17.303,83.726,74.532,51.49,79.533,27,90.221,"X",37.357,"Class3","Z"
92.11,56.035,37.187,46.402,26.227,85.346,21,85.509,"E",27.106,"Class1","C"
76.933,67.606,95.125,56.361,85.934,40.537,74,83.961,"E",62.763,"Class2","L"
80.375,32.457,86.963,73.549,62.275,80.836,24,63.703,"N",43.412,"Class3","M"
77.069,83.137,89.587,35.51,71.119,41.432,59,83.389,"K",59.88,"Class2","K"
70.027,80.657,80.125,68.661,44.322,80.097,21,72.721,"D",62.157,"Class3","B"
56.944,70.969,89.935,47.008,76.252,40.941,61,65.887,"K",57.056,"Class2","G"
77.326,76.71,70.627,13.958,84.185,38.114,57,69.747,"E",65.365,"Class2","L"
70.578,48.167,26.384,55.958,18.719,82.764,19,81.532,"D",24.286,"Class1","O"
69.963,37.289,35.752,52.804,32.45,84.336,18,82.384,"D",27.566,"Class1","C"
70.449,79.146,66.75,30.223,85.525,41.532,71,102.147,"B",62.629,"Class2","L"
64.693,87.848,91.454,76.541,53.794,80.051,27,45.511,"N",48.109,"Class3","Q"
78.345,52.231,44.372,55.923,23.069,91.074,16,93.571,"E",33.104,"Class1","H"
47.196,90.899,78.152,73.966,78.722,41.439,71,72.323,"K",57.428,"Class2","R"
53.753,66.135,76.937,70.245,73.691,39.663,55,86.452,"B",59.242,"Class2","K"
77.485,44.732,47.745,68.771,32.25,87.07,19,95.705,"G",11.805,"Class1","Z"
84.602,41.587,62.83,67.538,24.289,82.619,18,83.085,"G",11.857,"Class1","Y"
73.118,86.141,71.143,48.858,71.43,38.899,73,77.561,"E",55.359,"Class2","I"
72.194,91.705,85.978,70.806,83.898,43.341,57,66.422,"N",57.438,"Class2","I"
72.968,8.491,97.717,94.956,34.698,81.05,20,76.091,"X",25.166,"Class3","Z"
70.531,87.4,88.174,29.731,82.788,43.475,66,80.896,"N",63.033,"Class2","G"
81.733,49.114,38.118,35.849,36.487,84.951,18,80.701,"F",34.531,"Class1","O"
69.9,92.588,92.044,55.803,71.374,43.168,73,81.8,"G",65.128,"Class2","K"
73.485,90.341,78.047,66.963,80.713,38.251,63,75.857,"N",64.609,"Class2","R"
84.836,77.735,70.452,59.354,88.985,40.308,73,85.356,"E",61.685,"Class2","R"
55.023,79.102,89.999,37.75,73.829,39.59,61,80.772,"N",61.527,"Class2","L"
69.332,80.433,96.954,56.134,82.507,42.442,59,78.005,"G",62.1,"Class2","G"
70.975,79.387,83.834,47.54,78.245,40.258,70,74.443,"B",65.832,"Class2","R"
69.613,82.099,79.676,31.675,86.574,40.79,60,91.562,"B",62.531,"Class2","K"
68.32,87.967,76.601,46.798,76.762,41.277,69,64.806,"N",56.464,"Class2","R"
54.844,38.645,29.551,78.14,38.412,76.206,23,94.343,"M",31,"Class1","Y"
66.267,91.633,63.777,64.991,77.616,39.963,59,85.234,"N",65.602,"Class2","L"
81.933,80.248,78.25,71.461,43.42,84.908,18,52.422,"N",49.059,"Class3","B"
65.046,46.829,78.853,73.172,34.512,80.293,20,82.686,"X",26.503,"Class3","B"
69.074,77.242,62.956,36.558,73.48,40.507,59,74.317,"E",60.161,"Class2","K"
95.194,51.162,30.164,73.084,25.024,74.273,21,90.027,"F",NA,"Class1","Z"
71.529,48.499,85.655,89.913,61.982,78.248,19,40.72,"D",28.776,"Class3","Z"
70.653,84.787,94.663,91.676,44.347,77.57,19,55.484,"X",NA,"Class3","Q"
NA,85.828,85.203,44.898,85.016,40.617,57,75.94,"G",59.112,"Class2","I"
79.675,46.014,47.56,32.006,34.413,81.424,23,101.282,"M",14.075,"Class1","Z"
78.914,23.961,85.811,84.14,57.014,81.693,18,39.23,"N",49.388,"Class3","Q"
81.984,25.986,79.739,87.159,55.103,80.877,17,54.183,"D",51.682,"Class3","M"
75.373,74.567,114.858,25.127,69.787,39.85,55,84.37,"N",61.636,"Class2","G"
77.374,63.568,79.706,84.203,62.957,79.77,26,48.361,"D",61.979,"Class3","Z"
64.296,32.283,81.707,68.276,56.244,78.781,13,52.545,"X",44.99,"Class3","M"
59.761,84.961,81.22,59.214,88.783,39.148,63,74.895,"G",65.969,"Class2","K"
64.676,35.807,30.238,34.509,54.163,81.937,24,98.031,"G",24.352,"Class1","O"
73.18,38.918,47.56,38.574,54.58,82.706,17,91.328,"F",19.467,"Class1","H"
NA,36.258,49.842,51.772,48.01,75.325,22,84.662,"E",17.692,"Class1","C"
57.588,81.91,81.063,59.651,81.851,39.317,64,77.806,"K",57.121,"Class2","I"
NA,81.988,52.27,54.316,74.2,43.281,54,76.17,"G",65.225,"Class2","R"
55.266,93.656,85.358,54.995,85.306,42.399,59,84.78,"N",62.853,"Class2","I"
59.68,39.409,34.628,74.165,52.435,84.365,24,92.098,"G",23.098,"Class1","H"
69.985,44.027,46.243,47.107,18.422,80.877,18,91.711,"D",21.351,"Class1","C"
69.105,81.62,89.997,49.243,85.53,40.456,60,94.581,"E",65.368,"Class2","R"
69.466,56.364,29.163,68.957,17.086,76.522,19,102.412,"E",23.782,"Class1","O"
76.296,85.449,79.355,82.898,43.343,81.584,21,63.836,"K",29.328,"Class3","X"
79.284,88.241,85.874,69.859,46.735,76.382,25,48.756,"D",46.997,"Class3","X"
72.924,56.83,73.333,69.524,36.116,78.921,27,36.36,"K",NA,"Class3","X"
81.084,8.376,102.516,73.869,47.596,83.204,22,53.136,"N",45.052,"Class3","Q"
62.593,35.804,90.345,95.213,43.325,74.179,27,63.811,"K",43.654,"Class3","B"
79.352,81.318,74.844,27.005,84.538,41.98,60,77.774,"K",63.801,"Class2","G"
73.001,39.55,84.778,98.256,52.159,80.806,14,119.809,"N",25.027,"Class3","Q"
54.495,80.095,60.897,55.2,80.06,41.441,71,66.583,"N",57.355,"Class2","G"
79.04,37.931,24.244,84.74,17.953,82.808,22,82.914,"G",11.669,"Class1","C"
77.113,40.307,27.1,43.483,22.337,88.186,22,84.069,"F",11.774,"Class1","Z"
65.176,75.957,96.26,11.798,72.714,34.849,55,88.573,"N",NA,"Class2","I"
60.98,68.308,84.089,25.669,76.14,37.024,55,94.842,"E",58.605,"Class2","K"
74.623,28.178,89.582,86.201,35.697,79.749,26,45.959,"N",40.396,"Class3","Q"
70.001,42.569,39.393,33.432,54.87,74.054,22,92.574,"E",11.993,"Class1","H"
88.45,49.249,30.47,54.905,28.1,97.052,22,85.482,"D",27.428,"Class1","Z"
99.05,56.506,20.124,58.282,21.393,85.139,21,105.641,"E",29.516,"Class1","H"
84.832,54.001,48.97,29.691,39.282,81.222,17,73.412,"F",25.913,"Class1","C"
75.104,29.941,86.778,81.483,52.528,80.704,26,9.171,"K",54.518,"Class3","X"
NA,85.483,94.246,80.525,59.39,82.395,16,59.293,"D",36.019,"Class3","Q"
68.481,47.394,42.066,58.062,34.665,78.368,17,84.802,"E",35.137,"Class1","Z"
60.22,72.125,83.68,15.384,69.351,39.223,72,87.482,"K",65.562,"Class2","L"
75.862,71.177,85.936,31.748,70.348,40.182,64,79.843,"E",63.248,"Class2","L"
57.097,83.772,93.871,53.853,85.653,42.432,61,65.578,"N",64.707,"Class2","I"
NA,93.478,88.978,28.149,82.049,38.008,61,77.788,"B",62.3,"Class2","R"
68.198,80.692,71.543,37.287,84.932,40.041,62,72.586,"N",NA,"Class2","K"
70.103,42.197,19.244,43.304,54.972,59.593,20,87.83,"E",24.377,"Class1","O"
85.479,45.192,36.422,44.724,51.639,69.357,22,83.541,"D",14.666,"Class1","Y"
82.687,48.057,50.881,67.558,50.775,77.248,22,81.261,"E",13.674,"Class1","C"
61.91,43.058,20.722,29.202,53.191,69.531,19,83.25,"M",14.034,"Class1","H"
45.727,49.315,46.151,40.181,39.764,92.82,16,93.994,"F",26.054,"Class1","H"
82.36,90.186,67.26,10.64,75.848,40.366,59,73.753,"K",63.848,"Class2","G"
68.356,44.953,36.078,36.963,45.141,82.902,16,92.928,"M",28.161,"Class1","C"
67.724,93.372,75.022,15.991,81.472,39.501,63,73.814,"K",65.98,"Class2","I"
65.385,77.264,52.67,17.829,69.647,40.717,66,95.823,"B",55.292,"Class2","G"
69.374,20.518,87.073,92.554,53.664,78.234,24,59.928,"D",42.27,"Class3","B"
72.182,15.937,89.962,77.456,36.977,79.832,23,52.74,"D",57.396,"Class3","Q"
52.201,70.947,70.611,25.766,73.662,42.769,70,62.88,"B",56.282,"Class2","K"
83.433,77.689,86.753,74.184,64.118,87.422,17,39.267,"K",50.454,"Class3","M"
79.525,68.951,92.084,97.554,36.469,80.989,20,71.25,"D",29.659,"Class3","X"
74.889,27.991,77.162,90.046,50.685,82.319,15,75.825,"N",38.876,"Class3","M"
63.273,91.659,66.412,52.759,72.576,40.231,73,66.179,"B",59.519,"Class2","G"
82.271,54.063,86.282,87.859,50.056,79.091,20,59.055,"B",55.297,"Class3","M"
83.767,59.473,42.946,44.854,28.198,84.531,17,84.376,"M",17.583,"Class1","H"
70.756,5.379,77.73,70.026,40.789,76.934,17,110.762,"K",41.646,"Class3","M"
65.34,49.592,93.003,77.388,44.904,79.872,27,31,"K",38.381,"Class3","Z"
62.838,46.389,87.333,74.92,42.746,77.988,14,102.638,"D",57.878,"Class3","X"
