"GCJ1","TRK2","TYC3","AMI4","QRO5","HGF6","UVL7","ZBR8","CAO9","ZFV10","Output17","JQX11"
33.313,"T",60.183,59,21.664,41.966,27.071,"D",-13.097,28,"Class2",36.776
82.929,"O",65.869,78,45.174,30.362,23.643,"O",39.72,30,"Class1",36.087
61.734,"N",65.4,92,20.953,19.965,56.477,"O",56.386,67,"Class1",51.845
45.331,"D",76.182,94,11.65,34.766,77.901,"C",61.472,38,"Class1",35.29
48.445,"L",71.511,59,25.078,39.721,26.436,"D",83.569,53,"Class2",34.382
83.16,"T",70.285,60,20.401,28.812,27.531,"H",61.195,65,"Class2",61.119
77.208,"D",61.445,90,35.522,53.839,14.418,"U",77.964,13,"Class1",NA
61.048,"D",69.253,73,29.294,32.123,29.936,"C",38.458,59,"Class1",21.661
87.499,"G",79.46,91,21.554,8.413,41.95,"N",35.872,29,"Class1",28.041
46.855,"D",6.995,62,24.897,56.611,28.505,"D",45.167,57,"Class2",36.414
75.557,"G",61.41,85,12.766,39.255,47.733,"O",78.594,35,"Class1",49.104
87.694,"G",71.564,94,25.457,20.784,12.07,"C",58.167,46,"Class1",89.134
19.577,"T",35.869,55,45.373,62.416,24.737,"H",102.369,66,"Class2",66.215
56.01,"D",66.811,62,45.943,43.545,25.657,"H",53.138,51,"Class2",35.393
92.922,"K",63.737,72,16.277,35.343,68.893,"U",66.041,10,"Class1",89.049
36.661,"U",56.361,59,29.329,39.423,21.224,"D",45.019,49,"Class2",66.889
27.945,"D",99.426,54,36.966,33.757,25.933,"D",58.921,55,"Class2",NA
54.263,"K",66.891,88,29.566,29.648,15.744,"O",44.389,14,"Class1",69.696
22.484,"T",34.18,52,24.738,32.301,29.859,"D",55.141,39,"Class2",59.107
82.432,"N",13.723,60,28.937,18.226,24.894,"O",39.882,65,"Class2",30.034
28.186,"U",53.376,57,18.87,52.627,29.012,"O",37.016,32,"Class2",62.875
88.472,"O",54.438,85,19.557,23.143,79.625,"U",46.583,66,"Class1",86.228
83.454,"L",45.905,52,18.1,53.558,24.935,"I",39.62,36,"Class2",34.58
31.498,"D",72.727,60,24.481,42.066,19.649,"O",29.853,42,"Class2",66.623
59.376,"K",82.166,90,17.052,31.849,52.952,"U",45.318,45,"Class1",64.003
43.347,"N",75.221,74,20.966,20.936,59.894,"O",52.527,37,"Class1",78.35
58.603,"N",36.055,55,43.114,62.494,32.64,"H",36.244,69,"Class2",49.563
41.958,"L",60.089,58,37.585,59.698,28.888,"H",0.314,57,"Class2",31.241
55.371,"N",50.712,57,18.208,46.654,24.919,"I",65.531,38,"Class2",44.89
86.726,"U",50.614,61,35.87,50.309,28.618,"H",71.133,45,"Class2",58.009
50.515,"U",-7.248,60,35.526,37.794,30.025,"H",-20.499,61,"Class2",55.787
77.064,"K",59.634,90,44.194,10.811,63.729,"N",38.872,6,"Class1",NA
43.929,"D",35.376,62,41.628,64.845,22.063,"D",40.714,66,"Class2",52.321
83.934,"O",NA,91,27.333,29.805,39.449,"C",78.842,26,"Class1",15.686
44.802,"G",64.06,96,20.105,7.156,48.128,"O",79.787,60,"Class1",58.071
93.414,"D",74.328,73,28.033,34.745,25.259,"C",52.621,27,"Class1",92.9
90.903,"G",65.093,77,41.459,38.807,58.454,"W",64.739,52,"Class1",24.969
77.502,"N",65.754,95,30.894,29.097,47.049,"N",21.312,34,"Class1",37.73
52.553,"O",65.416,81,21.727,-8.76,41.4,"C",28.244,14,"Class1",30.299
39.03,"D",107.924,51,20.26,23.786,23.307,"H",36.423,63,"Class2",65.545
73.02,"T",NA,58,20.166,28.255,20.112,"O",71.241,41,"Class2",46.48
75.042,"L",36.612,53,33.634,20.805,28.393,"I",21.715,63,"Class2",50.953
19.48,"L",14.237,59,15.166,46.172,27.692,"H",88.89,36,"Class2",57.398
73.02,"G",60.583,97,17.617,29.163,37.16,"U",52.519,11,"Class1",41.529
96.461,"N",68.633,76,15.746,26.039,86.514,"U",92.738,72,"Class1",85.614
69.493,"G",60.213,84,40.888,24.215,6.301,"W",54.094,41,"Class1",30.147
31.802,"N",21.399,53,33.316,30.98,23.758,"I",7.87,65,"Class2",48.825
22.43,"N",NA,51,44.812,34.432,28.34,"I",48.268,33,"Class2",31.676
73.684,"U",64.344,62,34.367,48.5,21.227,"D",105.687,32,"Class2",48.4
67.763,"K",70.364,72,37.907,21.01,75.536,"U",53.401,30,"Class1",14.02
50.047,"D",59.182,56,24.284,31.22,25.748,"I",78.659,32,"Class2",NA
27.42,"U",47.283,52,45.875,37.091,26.517,"D",92.514,33,"Class2",32.713
63.761,"O",67.732,77,37.851,33.196,16.675,"W",54.499,57,"Class1",28.268
52.944,"D",11.125,55,36.037,40.518,25.311,"D",101.966,55,"Class2",66.348
60.944,"G",60.915,95,42.793,39.435,-4.278,"C",38.141,15,"Class1",61.085
43.52,"G",71.925,78,29.859,26.859,62.488,"O",79.862,5,"Class1",NA
52.945,"T",35.752,61,22.286,39.654,30.451,"O",29.134,60,"Class2",55.402
67.84,"N",72.53,62,35.48,18.809,24.291,"P",22.241,47,"Class2",42.429
69.435,"K",65.713,74,18.819,20.133,29.643,"N",76.922,24,"Class1",30.853
36.628,"D",63.561,76,41.543,37.921,59.649,"W",80.029,56,"Class1",50.539
90.83,"U",79.903,55,40.142,15.636,23.172,"P",75.679,38,"Class2",50.838
84.45,"K",58.191,97,27.807,41.306,14.881,"C",46.165,5,"Class1",37.928
26.24,"L",35.567,62,22.628,35.312,22.525,"P",33.329,33,"Class2",45.656
88.829,"K",65.782,79,16.001,31.104,51.542,"N",79.319,53,"Class1",37.166
13.349,"T",-2.39,56,39.934,26.937,28.315,"D",88.494,53,"Class2",39.078
85.502,"G",56.19,80,23.244,22.795,36.947,"U",71.013,11,"Class1",85.153
59.474,"D",62.275,87,23.81,35.515,61.666,"N",84.762,40,"Class1",49.446
70.984,"K",68.67,89,46.588,26.164,86.06,"W",22.307,17,"Class1",51.119
47.994,"N",74.979,97,27.737,41.649,52.311,"O",70.174,65,"Class1",73.148
70.523,"L",52.267,53,26.249,58.325,35.372,"I",48.654,56,"Class2",47.675
40.04,"D",13.107,53,21.539,50.407,27.679,"D",56.668,26,"Class2",37.584
21.881,"L",32.559,62,34.775,40.74,25.1,"D",58.805,27,"Class2",66.376
42.293,"L",49.755,54,24.648,42.313,20.367,"I",79.349,55,"Class2",51.679
54.111,"G",71.319,90,26.88,27.39,76.208,"O",52.863,44,"Class1",52.627
72.533,"D",70.148,60,17.486,17.076,25.925,"O",73.86,43,"Class2",64.718
89.833,"T",-14.36,61,38.771,27.109,26.788,"I",113.436,44,"Class2",49.187
41.73,"U",25.405,52,43.158,34.016,29.488,"D",96.936,31,"Class2",53.241
63.959,"N",66.583,88,44.923,25.333,38.534,"N",70.855,68,"Class1",17.134
81.438,"D",72.456,94,24.318,31.923,31.191,"N",57.936,59,"Class1",16.727
73.237,"D",11.7,52,38.768,28.947,26.784,"D",35.328,47,"Class2",31.113
40.717,"D",91.039,59,33.178,27.681,27.638,"P",49.543,59,"Class2",35.533
66.266,"N",61.231,90,36.063,29.938,23.463,"N",75.384,9,"Class1",72.607
37.131,"D",68.079,74,12.653,35.497,80.792,"O",51.325,53,"Class1",35.697
57.667,"G",67.045,75,13.38,40.384,26.742,"W",10.661,14,"Class1",23.715
34.72,"U",110.237,61,36.282,45.21,29.341,"O",54.061,50,"Class2",NA
43.462,"D",53.236,53,31.008,35.554,25.603,"D",44.033,25,"Class2",NA
18.64,"U",18.344,59,33.699,30.251,28.739,"O",3.5,67,"Class2",43.625
89.958,"D",36.715,56,28.897,18.686,24.902,"H",42.45,64,"Class2",46.113
77.791,"D",65.275,88,14.387,43.362,15.164,"C",57.961,29,"Class1",59.643
88.142,"D",20.523,57,17.618,30.621,25.24,"I",80.404,34,"Class2",50.817
44.731,"D",71.541,72,12.864,28.899,11.458,"U",74.912,53,"Class1",16.81
66.273,"O",62.157,76,13.154,32.732,12.591,"N",89.154,75,"Class1",27.386
49.609,"N",52.947,53,23.941,66.384,28.214,"P",31.237,56,"Class2",48.307
79.374,"L",41.334,52,42.029,37.221,27.426,"P",39.436,66,"Class2",38.967
73.39,"N",NA,54,40.374,56.068,27.253,"D",64.595,44,"Class2",36.139
23.254,"T",71.593,60,18.33,38.45,28.213,"O",33.74,51,"Class2",34.444
43.079,"D",78.605,58,24.774,49.525,29.125,"H",23.965,68,"Class2",53.581
84.296,"D",28.137,51,28.105,45.936,21.076,"O",12.352,35,"Class2",62.489
44.857,"L",69.918,52,28.064,51.077,24.798,"O",58.668,68,"Class2",42.92
77.626,"D",66.984,72,19.134,40.829,43.196,"N",55.918,59,"Class1",57.157
50.343,"N",62.677,86,33.618,9.473,74.146,"C",72.538,45,"Class1",23.876
86.202,"T",78.377,51,21.065,48.517,20.845,"P",76.97,47,"Class2",31.006
42.598,"K",75.22,80,41.242,27.407,35.596,"C",52.287,71,"Class1",75.038
59.506,"D",57.064,80,34.175,21.37,29.531,"U",43.034,45,"Class1",28.196
73.968,"T",17.4,60,29.278,56.791,27.487,"H",-4.622,35,"Class2",49.283
69.905,"G",61.298,75,27.629,26.105,39.25,"C",34.762,18,"Class1",85.442
64.87,"N",54.941,56,38.835,31.676,21.132,"D",70.94,60,"Class2",56.981
73.56,"O",60.758,82,29.293,35.713,48.667,"U",45.763,6,"Class1",NA
47.133,"N",58.373,81,32.487,67.561,55.708,"U",57.616,22,"Class1",33.493
49.892,"D",77.801,54,45.955,56.395,26.63,"I",44.72,52,"Class2",47.257
52.945,"U",75.619,58,28.119,49.44,23.864,"P",80.063,46,"Class2",34.779
44.26,"D",51.278,54,38.256,31.234,22.141,"P",40.933,40,"Class2",42.269
81.903,"O",73.007,77,21.826,54.129,39.928,"O",39.903,28,"Class1",12.757
40.048,"N",38.661,62,33.668,27.97,29.854,"O",88.223,42,"Class2",41.549
62.03,"K",63.421,82,11.345,29.449,18.282,"N",30.313,69,"Class1",58.361
44.41,"D",68.944,92,16.755,16.162,1.681,"W",39.115,6,"Class1",11.529
70.185,"T",49.539,52,31.319,44.936,26.528,"P",80.793,48,"Class2",43.743
85.84,"N",62.223,91,30.91,24.466,81.502,"O",57.763,18,"Class1",78.857
54.799,"T",64.878,57,34.902,19.834,28.302,"O",96.046,36,"Class2",37.112
91.659,"G",75.169,84,15.187,17.782,74.17,"W",60.231,38,"Class1",17.941
68.767,"N",60.699,90,18.959,16.907,66.781,"N",66.199,58,"Class1",80.641
67.973,"O",66.118,91,19.389,42.919,44.98,"W",70.844,26,"Class1",14.939
85.474,"N",61.755,97,41.691,25.124,28.515,"W",43.607,68,"Class1",15.885
35.288,"L",60.103,58,43.845,27.807,25.131,"I",73.721,49,"Class2",57.563
89.858,"N",97.918,51,38.084,43.841,23.213,"I",35.069,61,"Class2",44.387
48.158,"U",44.798,51,33.605,29.442,31.48,"H",68.131,37,"Class2",31.854
39.24,"N",65.383,74,14.701,30.766,49.548,"C",89.984,26,"Class1",45.651
64.403,"G",66.825,76,26.39,44.233,41.348,"N",63.817,67,"Class1",14.078
82.173,"N",20.674,60,26.646,54.542,27.05,"P",31.47,46,"Class2",51.962
75.717,"D",7.727,60,31.341,56.665,27.097,"P",28.647,54,"Class2",54.823
86.232,"G",65.666,93,20.981,43.816,20.735,"N",53.732,30,"Class1",11.559
24.793,"N",20.708,61,35.935,37.638,29.619,"H",63.258,54,"Class2",57.45
54.315,"K",62.655,97,19.068,25.859,57.734,"U",67.274,16,"Class1",61.742
49.601,"N",52.77,51,29.964,42.048,25.27,"I",26.012,58,"Class2",38.713
43.764,"K",65.724,74,29.426,35.473,50.702,"C",24.698,18,"Class1",13.674
16.271,"N",55.272,51,41.877,17.357,25.22,"P",33.357,64,"Class2",66.207
37.24,"K",70.779,93,24.86,21.775,48.067,"U",94.926,14,"Class1",51.552
69.09,"K",58.984,85,19.592,35.734,88.805,"C",72.189,55,"Class1",24.738
19.283,"D",24.218,54,33.872,19.72,26.122,"O",85.458,41,"Class2",61.448
78.014,"T",70.927,52,20.669,47.955,25.388,"O",72.496,48,"Class2",NA
72.287,"N",20.56,55,28.23,47.81,24.697,"P",85.212,54,"Class2",51.966
89.06,"L",70.339,57,17.191,38.013,29.599,"I",52.063,27,"Class2",52.067
58.185,"N",72.27,92,15.07,22.475,31.408,"O",73.942,46,"Class1",84.07
59.396,"D",68.252,93,35.151,47.216,48.745,"O",59.083,47,"Class1",50.432
39.328,"N",68.462,90,22.679,40.571,32.499,"O",52.003,30,"Class1",81.303
58.099,"U",28.345,53,25.756,45.077,23.389,"P",44.565,40,"Class2",37.14
42.97,"O",67.537,84,44.244,50.769,72.834,"U",76.884,58,"Class1",62.39
89.828,"G",69.471,78,14.162,27.564,12.343,"U",41.118,48,"Class1",65.813
46.041,"O",67.253,89,46.168,30.323,58.113,"N",47.681,5,"Class1",74.591
78.189,"L",29.714,59,42.839,26.764,22.852,"H",80.945,33,"Class2",55.811
46.334,"G",61.655,83,16.704,42.729,29.137,"N",75.596,53,"Class1",61.823
77.399,"N",67.695,86,45.985,36.974,52.497,"C",65.017,46,"Class1",67.631
25.715,"L",56.104,54,17.113,71.384,22.633,"O",43.516,62,"Class2",58.087
91.842,"G",60.622,89,20.199,17.07,18.27,"U",75.394,35,"Class1",50.772
86.937,"U",62.193,54,15.417,40.626,25.226,"P",65.345,26,"Class2",64.967
86.483,"D",59.495,78,46.58,12.834,49.018,"N",56.612,47,"Class1",94.27
81.842,"O",59.479,93,15.314,22.992,27.811,"W",-13.726,39,"Class1",19.45
42.298,"D",60.612,83,27.679,37.643,41.178,"U",33.684,63,"Class1",NA
49.097,"T",74.669,60,33.949,38.298,28.253,"D",54.629,57,"Class2",33.264
27.014,"T",34.384,53,31.668,20.616,23.26,"I",89.219,56,"Class2",34.511
54.956,"K",63.532,94,11.979,15.111,27.952,"W",60.989,14,"Class1",77.858
89.102,"N",69.688,73,29.498,20.467,22.443,"N",41.988,43,"Class1",60.103
86.895,"G",67.702,91,38.586,22.972,10.077,"C",60.369,74,"Class1",27.671
62.247,"N",58.019,75,26.093,4.458,52.758,"C",49.53,35,"Class1",38.077
54.89,"K",51.816,76,32.062,27.031,56.251,"N",66.6,56,"Class1",54.836
39.648,"D",72.011,90,45.518,22.494,44.998,"C",45.268,28,"Class1",30.578
62.939,"D",NA,59,31.444,8.689,23.075,"H",68.681,68,"Class2",58.942
41.214,"D",64.008,72,33.413,26.243,23.357,"C",41.971,33,"Class1",43.53
40.436,"K",70.572,83,20.832,39.136,14.817,"U",73.598,48,"Class1",65.531
59.837,"N",61.793,72,23.042,27.491,60.884,"W",89.516,19,"Class1",22.406
80.071,"U",52.907,57,16.947,40.774,27.573,"P",36.969,54,"Class2",55.862
84.501,"N",18.992,61,30.561,22.272,27.007,"I",43.002,39,"Class2",45.311
96.426,"N",57.499,94,12.833,54.698,40.81,"W",74.966,60,"Class1",15.027
42.918,"N",NA,58,22.874,58.052,20.997,"H",98.329,33,"Class2",38.243
61.446,"T",27.252,56,38.303,21.279,24.817,"H",33.388,25,"Class2",55.146
42.854,"T",18.812,55,39.754,44.813,26.589,"O",62.607,30,"Class2",57.882
81.77,"D",58.102,57,20.532,66.883,26.048,"O",75.705,31,"Class2",40.037
38.225,"L",42.643,59,29.392,40.688,22.862,"P",93.809,36,"Class2",35.332
20.293,"N",96.687,52,21.379,72.821,26.969,"O",75.374,59,"Class2",55.944
75.234,"G",NA,77,11.78,6.71,50.776,"N",67.064,17,"Class1",35.95
43.047,"L",59.2,60,28.362,35.975,30.64,"D",49.872,33,"Class2",29.228
58.278,"N",67.027,80,20.696,27.453,11.225,"U",70.327,44,"Class1",46.801
50.624,"D",57.42,87,39.79,32.105,35.383,"U",54.227,5,"Class1",68.658
81.352,"G",60.186,75,35.082,31.676,35.643,"C",65.287,39,"Class1",26.789
39.231,"D",40.721,51,39.086,42.249,26.028,"I",39.175,52,"Class2",49.292
87.112,"D",65.43,94,20.478,31.456,82.007,"N",11.437,49,"Class1",26.586
60.866,"N",60.171,88,32.087,27.786,35.817,"C",62.527,31,"Class1",27.714
51.612,"L",14.132,55,37.19,38.038,26.913,"H",48.78,53,"Class2",NA
79.798,"K",NA,77,25.204,37.13,21.412,"N",25.7,72,"Class1",10.886
57.649,"N",68.224,76,27.766,11.331,40.905,"C",55.265,41,"Class1",NA
38.401,"O",63.049,72,24.532,43.236,39.113,"O",74.6,57,"Class1",NA
37.402,"N",72.841,94,25.741,17.832,73.872,"N",54.098,30,"Class1",14.182
80.761,"O",NA,96,33.839,40.106,11.823,"U",20.336,63,"Class1",73.969
50.787,"G",67.781,90,38.112,52.957,57.159,"W",80.43,56,"Class1",33.861
43.954,"N",55.593,94,21.508,54.678,25.618,"W",51.833,11,"Class1",17.096
69.753,"K",66.779,76,18.093,37.549,56.181,"N",68.813,54,"Class1",94.346
57.23,"D",54.764,75,13.699,24.856,39.803,"W",44.301,54,"Class1",14.265
70.886,"O",64.832,94,43.23,21.555,48.169,"N",69.237,6,"Class1",77.47
57.966,"D",53.399,72,18.831,27.912,35.146,"N",108.577,73,"Class1",76.575
78.638,"D",78.746,59,20.44,57.425,24.326,"O",62.071,56,"Class2",53.656
28.124,"D",58.621,61,39.889,27.92,28.008,"D",25.598,61,"Class2",62.133
47.976,"G",75.32,83,28.099,42.642,67.61,"O",34.245,46,"Class1",17.415
63.977,"O",61.806,92,22.144,27.451,55.162,"U",70.187,56,"Class1",79.076
47.635,"D",61.402,89,20.664,47.509,40.232,"O",17.747,58,"Class1",54.209
35.316,"T",NA,62,43.124,47.418,24.881,"D",35.125,70,"Class2",61.091
75.869,"T",2.875,58,30.702,47.364,28.822,"P",90.179,43,"Class2",56.294
73.027,"G",65.119,85,27.481,24.187,-11.036,"N",95.871,8,"Class1",26.037
51.432,"N",79.099,60,33.221,28.603,30.627,"H",45.918,27,"Class2",50.198
77.085,"T",57.635,59,20.621,50.576,29.616,"O",64.067,51,"Class2",56.66
51.575,"N",59.919,88,32.263,14.766,35.032,"N",52.374,40,"Class1",13.834
75.72,"U",38.343,60,44.115,9.679,20.353,"O",64.59,61,"Class2",66.589
89.697,"G",59.178,88,29.577,38.922,34.855,"C",56.157,57,"Class1",NA
17.468,"U",18.139,61,45.885,30.664,26.131,"O",86.722,28,"Class2",56.235
78.354,"G",NA,84,12.026,28.413,42.653,"N",51.231,43,"Class1",74.884
55.865,"T",28.545,52,30.254,72.929,27.462,"I",41.445,62,"Class2",59.648
47.505,"K",61.354,87,15.323,21.459,9.541,"C",81.711,17,"Class1",76.119
73.909,"N",72.316,72,19.924,40.426,71.159,"C",50.965,45,"Class1",17.008
70.549,"L",53.264,62,28.901,75.897,29.978,"H",5.895,48,"Class2",64.841
40.5,"D",34.14,59,21.04,46.78,21.96,"D",46.348,41,"Class2",43.511
87.896,"D",67.351,78,41.794,36.797,50.68,"W",68.863,36,"Class1",66.278
51.738,"N",63.739,72,38.239,22.181,49.281,"O",50.977,65,"Class1",43.972
75.316,"N",53.583,79,33.925,26.628,56.171,"N",46.733,21,"Class1",15.505
55.729,"O",59.385,85,34.108,29.619,24.577,"C",64.592,38,"Class1",20.996
69.542,"D",64.659,77,15.767,19.722,-17.794,"U",61.613,47,"Class1",20.189
71.992,"N",69.907,92,35.603,31.773,31.312,"W",51.4,17,"Class1",42.924
79.606,"N",54.441,76,14.79,36.804,71.698,"N",69.807,36,"Class1",32.352
64.579,"D",66.498,97,13.554,29.31,44.077,"C",86.529,42,"Class1",41.809
60.978,"O",65.996,90,32.294,-0.606,58.608,"N",68.926,14,"Class1",73.812
48.269,"N",11.606,58,30.703,21.72,21.117,"I",49.21,54,"Class2",60.995
81.88,"K",65.976,76,27.622,39.657,49.229,"C",61.6,37,"Class1",58.693
73.741,"G",62.811,73,19.466,40.357,94.62,"O",51.503,46,"Class1",84.73
71.042,"U",36.412,60,27.528,40.399,25.216,"I",74.01,31,"Class2",44.073
54.834,"N",71.918,77,40.156,53.126,61.59,"O",89.12,45,"Class1",67.934
15.373,"U",40.562,53,21.934,23.287,28.73,"O",39.798,45,"Class2",34.18
69.475,"N",26.484,59,25.231,53.042,27.741,"P",42.079,50,"Class2",40.503
82.721,"U",57.368,58,20.798,19.187,28.062,"H",14.893,50,"Class2",37.05
23.083,"L",80.379,51,27.23,27.232,25.278,"P",-3.52,44,"Class2",32.505
81.204,"N",37.008,54,38.734,49.814,25.142,"D",-2.354,60,"Class2",63.526
77.767,"T",51.794,58,32.82,34.27,28.886,"I",17.583,27,"Class2",47.299
86.85,"D",36.42,61,23.406,21.99,21.498,"P",63.927,31,"Class2",65.228
67.432,"N",53.97,95,31.947,24.333,1.123,"U",17.603,59,"Class1",13.113
73.229,"K",67.213,94,35.977,21.071,80.189,"W",41.409,40,"Class1",90.843
66.414,"L",42.545,57,38.808,60.197,25.651,"I",65.544,50,"Class2",62.559
44.882,"U",-0.212,57,34.617,40.516,28.673,"O",49.664,54,"Class2",47.206
38.052,"G",64.25,97,26.821,7.694,1.41,"W",87.836,56,"Class1",87.122
77.326,"N",NA,58,17.256,55.597,22.769,"O",141.534,52,"Class2",64.72
31.859,"U",65.003,56,34.518,49.809,27.061,"D",34.579,62,"Class2",47.01
80.56,"O",67.288,84,46.953,59.03,65.62,"N",40.36,35,"Class1",78.865
69.29,"D",70.291,83,27.043,45.952,-3.798,"O",42.628,6,"Class1",76.065
86.94,"G",63.74,78,26.074,35.263,62.286,"U",92.944,51,"Class1",29.101
39.902,"K",59.764,72,46.638,48.494,47.017,"O",58.498,75,"Class1",43.662
42.708,"K",63.428,82,25.198,34.93,25.837,"W",33.232,26,"Class1",25.188
56.462,"N",70.557,91,39.333,46.237,68.723,"W",65.041,62,"Class1",31.132
47.102,"K",60.65,90,18.232,30.859,34.872,"W",22.277,36,"Class1",28.796
51.968,"N",61.004,95,43.038,10.655,68.082,"C",63.308,46,"Class1",60
42.192,"N",56.673,77,14.582,33.935,36.045,"N",70.82,23,"Class1",71.698
58.052,"D",61.903,72,12.558,19.964,75.626,"W",78.724,11,"Class1",61.31
87.255,"N",66.518,83,16.617,22.449,65.758,"O",85.14,57,"Class1",80.599
78.982,"D",94.011,53,45.576,16.759,28.68,"D",29.639,26,"Class2",46.896
70.379,"L",37.79,54,44.118,39.655,14.547,"P",66.817,52,"Class2",36.647
85.311,"D",74.58,72,35.062,21.53,49.264,"U",66.221,30,"Class1",NA
72.767,"U",74.793,52,36.513,41.812,30.509,"P",-2.134,54,"Class2",45.74
22.292,"T",55.976,52,16.33,35.345,25.721,"H",-19.366,47,"Class2",42.466
87.574,"N",76.259,94,24.725,49.552,63.208,"O",70.441,59,"Class1",39.623
25.925,"N",NA,61,38.63,27.429,23.985,"I",119.481,34,"Class2",31.401
79.695,"L",61.24,54,18.472,58.579,27.171,"P",35.615,60,"Class2",29.901
51.601,"N",34.342,54,44.878,42.033,25.327,"I",58.933,49,"Class2",32.847
74.193,"O",60.884,84,43.38,27.89,56.962,"W",24.805,25,"Class1",17.314
85.651,"K",76.319,95,27.089,24.564,36.302,"C",70.306,32,"Class1",72.992
73.115,"N",34,51,31.358,13.706,22.208,"O",53.956,52,"Class2",29.938
50.653,"D",49.984,87,33.093,23.045,68.779,"N",69.285,37,"Class1",68.051
59.494,"D",62.681,77,23.434,21.1,33.244,"C",42.843,6,"Class1",41.51
93.686,"D",58.954,89,37.335,28.803,63.632,"U",75.001,25,"Class1",NA
43.919,"D",NA,87,38.585,30.73,42.086,"W",39.484,75,"Class1",NA
23.272,"N",45.326,60,33.411,44.438,28.076,"P",77.971,44,"Class2",59.125
49.319,"T",35.723,62,45.622,33.917,25.559,"O",76.502,28,"Class2",58.233
13.571,"N",14.02,56,18.891,13.249,28.31,"H",50.873,49,"Class2",66.354
57.38,"K",62.918,89,19.561,16.598,14.352,"N",59.83,43,"Class1",28.98
89.822,"U",47.082,61,36.738,13.53,28.475,"I",52.672,66,"Class2",54.6
20.037,"N",-33.363,58,38.679,47.674,21.435,"H",82.46,65,"Class2",38.934
71.119,"K",79.849,97,15.218,15.444,36.96,"N",66.035,61,"Class1",73.251
67.654,"T",84.839,60,42.149,48.47,28.78,"O",61.191,63,"Class2",31.106
87.456,"L",NA,56,40.796,57.238,25.588,"D",98.816,54,"Class2",37.269
63.758,"G",56.763,76,13.467,17.325,53.673,"N",47.178,31,"Class1",53.15
83.788,"O",60.754,81,46.871,25.846,5.923,"N",72.328,24,"Class1",26.791
78.72,"T",58.877,51,17.021,49.97,26.079,"I",80.843,62,"Class2",61.849
80.204,"K",72.065,92,40.794,49.312,69.083,"W",37.527,53,"Class1",74.184
43.132,"N",-19.195,53,44.419,41.976,30.512,"H",39.085,44,"Class2",55.036
73.068,"O",56.8,77,24.495,42.302,91.772,"W",40.79,34,"Class1",63.957
66.921,"D",82.087,54,43.46,69.602,26.514,"P",81.358,62,"Class2",39.74
17.905,"L",100.055,62,24.571,48.565,27.042,"H",27.044,51,"Class2",58.768
81.192,"L",69.515,57,34.734,38.134,28.041,"P",22.29,49,"Class2",42.751
55.88,"T",76.219,55,18.034,35.608,27.83,"H",51.758,44,"Class2",60.02
66.056,"D",24.327,59,24.702,59.076,23.249,"P",39.882,43,"Class2",48.586
39.134,"D",NA,51,19.363,43.846,22.297,"P",2.619,39,"Class2",51.985
75.785,"L",45.219,54,44.565,16.969,27.869,"O",59.979,57,"Class2",43.343
27.223,"L",82.781,53,34.564,31.881,26.921,"O",32.013,59,"Class2",44.103
46.724,"T",32.461,53,23.568,29.564,29.603,"O",19.615,58,"Class2",31.772
64.964,"D",83.985,51,36.873,32.984,28.852,"D",27.025,37,"Class2",49.636
96.465,"K",70.896,87,17.926,56.249,70.629,"N",13.616,46,"Class1",23.43
39.398,"D",56.101,51,35.428,45.304,25.462,"O",85.061,60,"Class2",43.242
71.872,"D",35.661,62,36.63,30.635,25.793,"H",69.234,26,"Class2",29.2
71.629,"D",80.441,93,18.026,35.022,65.989,"N",37.57,49,"Class1",NA
29.166,"D",55.988,53,25.749,52.975,24.927,"P",19.994,48,"Class2",36.962
83.989,"K",66.269,90,42.417,45.686,33.312,"W",53.597,5,"Class1",37.331
61.417,"G",63.637,93,26.673,41.95,52.114,"O",31.017,30,"Class1",65.743
41.324,"K",64.178,81,26.051,36.229,36.693,"O",71.614,69,"Class1",78.404
72.392,"L",71.317,61,33.031,37.237,34.105,"O",49.916,59,"Class2",35.342
25.096,"D",62.243,56,45.099,28.567,21.486,"I",74.114,65,"Class2",54.535
84.803,"T",82.11,61,39.018,37.024,22.164,"H",20.532,34,"Class2",63.302
85.814,"D",62.74,74,23.054,7.323,33.766,"N",30.987,68,"Class1",19.557
84.851,"G",54.152,93,20.591,30.12,64.594,"U",50.884,26,"Class1",74.213
52.372,"D",49.292,54,33.363,47.911,26.348,"P",-7.911,52,"Class2",59.377
54.22,"U",38.391,61,45.665,35.111,26.12,"P",76.287,48,"Class2",60.217
68.832,"K",70.089,78,42.473,14.732,47.885,"U",50.419,45,"Class1",NA
67.877,"L",35.575,54,38.64,42.988,26.328,"I",41.082,46,"Class2",51.687
18.109,"T",39.329,52,42.176,29.345,24.925,"O",113.991,45,"Class2",NA
95.404,"K",65.268,90,39.203,29.632,37.269,"C",53.057,73,"Class1",37.663
38.878,"K",60.715,82,38.211,47.199,39.099,"N",63.549,44,"Class1",58.423
58.029,"K",73.619,85,25.633,19.942,43.897,"W",37.816,27,"Class1",36.045
38.067,"N",45.254,61,30.773,41.115,30.266,"I",46.255,69,"Class2",39.743
84.888,"G",61.376,93,31.102,27.369,81.706,"U",113.019,37,"Class1",NA
77.903,"N",67.792,83,36.89,35.292,55.3,"O",22.736,53,"Class1",24.584
37.629,"D",71.619,84,17.397,25.581,56.546,"C",58.904,36,"Class1",55.407
