"RDG1","WAL2","XUD3","FZO4","VMY5","EXQ6","BLU7","ITA8","ATD9","Output19","JXU10"
46.5,18.9,8.835,12.823,"Z",86,8.059,NA,27.134,"Class3",14.368
51.333,54.77,72.051,27.51,"J",18,89.969,76.405,12.633,"Class1",40.947
44.994,32.287,33.441,59.303,"O",6,55.688,21.55,19.095,"Class4",62.688
28.523,32.799,44.254,62.025,"F",2,40.405,35.858,64.995,"Class4",67.178
49.981,32.261,42.586,58.477,"F",5,NA,35.903,31.345,"Class4",57.547
72.486,27.11,8.367,12.371,"A",87,7.617,81.582,18.405,"Class3",13.715
21.805,33.574,27.481,66.378,"B",6,65.496,29.131,59.198,"Class4",73.945
48.072,54.412,18.446,28.727,"I",19,NA,75.914,11.803,"Class1",50.193
86.726,2.67,6.345,9.318,"V",68,9.16,80.159,21.294,"Class3",15.676
70.309,54.758,73.45,26.473,"K",84,67.123,28.219,81.623,"Class2",84.911
79.003,84.173,68.143,25.25,"H",87,67.983,11.922,49.855,"Class2",83.272
86.003,62.366,76.711,23.55,"Q",85,70.01,24.659,39.007,"Class2",61.345
63.074,44.157,67.904,26.88,"Q",86,64.316,14.486,66.516,"Class2",43.554
28.075,31.622,64.547,57.433,"O",5,66.543,24.294,69.965,"Class4",54.015
40.865,30.376,64.629,52.318,"G",8,50.278,37.153,34.126,"Class4",45.477
64.55,66.367,72.71,36.178,"N",84,65.421,20.76,52.789,"Class2",54.405
41.861,50.122,11.215,24.46,"D",13,88.98,74.551,13.284,"Class1",42.89
89.434,13.324,11.868,12.003,"A",61,NA,80.009,22.049,"Class3",13.05
21.268,33.696,35.005,54.278,"G",5,62.725,18.795,19.656,"Class4",76.27
24.923,52.329,19.29,26.102,"Y",28,92.392,75.677,14.413,"Class1",39.838
94.54,20.414,11.3,9.446,"K",77,11.1,81.659,25.46,"Class3",15.387
40.192,32.21,65.677,49.686,"C",1,72.542,28.419,19.067,"Class4",102.163
45.472,32.941,30.361,52.924,"F",8,48.205,21.968,39.481,"Class4",62.974
44.722,34.826,9.77,6.805,"A",84,2.06,81.194,26.826,"Class3",12.499
49.422,14.287,12.798,9.156,"A",90,5.706,81.281,27.112,"Class3",14.883
61.971,63.173,71.11,41.552,"Q",86,68.359,9.546,56.485,"Class2",44.54
25.704,54.013,23.148,30.332,"D",29,NA,77.837,13.967,"Class1",42.814
29.053,33.533,32.066,69.654,"F",1,68.894,28.93,34.047,"Class4",69.218
42.827,52.686,42.352,27.656,"J",29,91.536,73.248,13.078,"Class1",40.072
31.182,51.924,58.884,33.319,"D",33,95.256,74.503,13.305,"Class1",38.155
43.874,22.594,2.856,18.748,"O",67,NA,80.945,25.687,"Class3",14.619
54.272,15.895,9.287,10.639,"K",55,11.931,80.241,23.609,"Class3",12.121
64.07,42.32,73.396,26.616,"J",84,60.336,30.396,54.832,"Class2",88.206
21.263,32.653,42.351,52.312,"O",3,60.748,33.759,32.305,"Class4",72.795
23.144,49.723,14.517,30.014,"J",29,92.717,59.882,13.057,"Class1",43.856
60.17,51.59,72.876,32.116,"H",87,65.886,17.365,48.001,"Class2",54.235
25.103,52.366,55.441,27.084,"I",18,NA,67.507,11.716,"Class1",35.875
57.625,32.419,42.884,62.867,"O",6,69.246,25.095,43.873,"Class4",64.835
86.861,39.951,69.17,17.905,"N",86,NA,16.294,28.852,"Class2",34.61
85.513,61.574,70.337,27.626,"K",84,71.799,28.361,62.38,"Class2",0.968
50.827,34.303,31.277,55.144,"F",9,50.282,34.759,64.641,"Class4",102.175
36.939,33.213,38.308,60.265,"C",6,44.528,29.487,9.277,"Class4",106.111
40.171,53.302,28.999,29.509,"J",10,94.035,63.407,13.092,"Class1",46.527
55.245,27.415,4.996,8.208,"A",83,4.117,80.376,27.976,"Class3",11.56
67.303,44.721,68.698,33.645,"Q",84,63.726,30.096,42.706,"Class2",63.21
50.865,31.128,32.979,50.943,"C",2,60.081,35.801,60.4,"Class4",75.976
33.034,31.38,16.369,57.075,"O",5,58.563,33.178,27.113,"Class4",72.963
57.393,37.256,9.085,15.624,"K",69,6.802,80.793,22.148,"Class3",12.44
44.948,32.678,34.248,52.603,"G",6,42.337,18.846,61.949,"Class4",106.271
90.953,79.033,73.401,34.259,"K",87,66.627,11.49,29.645,"Class2",71.342
27.917,33.708,10.588,57.419,"G",7,59.387,28.933,6.681,"Class4",104.325
72.073,10.769,69.042,20.675,"N",84,68.593,23.502,53.316,"Class2",42.236
39.171,50.828,44.971,29.185,"J",25,89.928,69.85,15.753,"Class1",43.265
87.27,61.438,71.747,23.875,"H",86,70.298,29.519,79.304,"Class2",51.722
92.633,17.472,7.827,12.276,"A",61,9.635,81.633,21.91,"Class3",15.194
42.596,36.282,12.476,31.808,"K",60,7.864,81.673,21.674,"Class3",13.415
87.868,42.454,74.663,35.105,"Q",86,71.772,23.335,76.941,"Class2",51.915
54.245,11.901,4.832,13.207,"Z",92,7.807,80.234,27.984,"Class3",14.143
39.686,52.078,56.09,32.263,"Z",11,89.803,56.85,16.157,"Class1",42.365
45.853,33.923,27.073,62.017,"F",2,74.519,33.858,55.248,"Class4",95.51
33.996,54.617,56.635,29.626,"D",28,92.591,73.943,16.203,"Class1",35.371
32.322,31.66,26.53,51.055,"F",5,41.958,27.294,8.749,"Class4",80.956
36.453,53.544,87.91,29.384,"Y",16,NA,53.375,14.77,"Class1",42.123
81.689,62.614,66.202,27.983,"K",84,62.98,22.209,62.887,"Class2",68.463
89.866,6.1,10.868,4.538,"K",85,5.32,80.036,19.183,"Class3",16.433
46.414,32.585,48.631,48.994,"C",0,65.907,18.344,36.234,"Class4",101.962
47.566,32.366,57.901,53.507,"O",3,68.642,36.231,2.964,"Class4",67.006
95.95,21.721,9.691,17.069,"O",82,6.796,80.188,26.02,"Class3",12.471
46.077,47.229,44.136,28.608,"D",20,89.469,64.614,14.206,"Class1",43.709
27.351,52.342,-2.899,24.74,"J",28,NA,71.38,14.937,"Class1",36.47
86.135,36.187,70.939,24.772,"N",85,62.922,15.076,44.117,"Class2",92.243
43.913,53.48,66.144,25.716,"Y",28,88.484,53.26,15.429,"Class1",39.79
69.106,42.516,71.189,25.503,"H",86,66.742,29.621,47.393,"Class2",136.288
78.273,16.706,1.807,10.352,"V",65,8.556,NA,19.43,"Class3",12.12
79.505,49.697,70.158,29.06,"J",84,64.459,10.884,59.602,"Class2",9.045
51.675,49.845,25.01,29.628,"I",19,95.8,78.666,12.704,"Class1",43.778
75.755,21.911,9.079,19.689,"V",84,11.468,80.209,23.875,"Class3",10.298
25.688,31.737,24.79,71.268,"C",1,42.959,NA,13.662,"Class4",85.203
39.93,53.242,29.242,27.265,"Z",26,91.697,NA,16.77,"Class1",44.988
55.037,32.844,36.168,55.849,"G",5,55.327,29.732,30.912,"Class4",96.196
60.338,2.274,-1.739,10.977,"A",83,9.545,81.013,18.158,"Class3",14.033
40.246,34.019,47.265,50.393,"O",2,NA,36.735,59.305,"Class4",96.375
42.156,12.331,11.125,13.477,"V",63,11.263,80.677,17.393,"Class3",11.542
43.648,52.4,62.104,31.977,"Y",16,90.187,60.682,15.248,"Class1",35.262
28.439,54.795,38.168,30.383,"J",22,94.503,64.238,12.851,"Class1",39.021
26.842,52.355,42.48,32.508,"I",21,90.711,61.348,15.423,"Class1",36.05
92.582,32.932,12.549,30.9,"K",77,6.251,81.49,18.756,"Class3",11.266
77.924,38.997,77.564,14.761,"H",84,60.813,13.741,57.544,"Class2",62.492
29.174,50.618,72.117,31.785,"Z",10,93.862,80.863,13.153,"Class1",40.051
84.283,61.189,70.212,19.409,"H",86,64.875,18.41,62.385,"Class2",55.894
67.186,60.583,72.914,38.663,"Q",86,67.514,17.027,78.145,"Class2",70.795
61.641,37.997,16.568,16.15,"Z",59,2.891,81.124,22.589,"Class3",17.899
39.629,16.29,10.058,22.081,"Z",90,4.567,80.087,20.175,"Class3",14.31
58.216,28.577,8.652,9.281,"O",65,8.257,81.514,24.292,"Class3",13.96
40.273,12.747,6.936,20.351,"V",56,9.864,NA,18.886,"Class3",13.657
72.41,50.099,68.055,19.941,"H",84,62.799,28.143,65.095,"Class2",96.713
75.107,20.191,12.603,11.873,"A",67,10.901,80.17,26.644,"Class3",8.868
52.746,51.961,60.483,28.812,"J",33,96.489,76.342,14.276,"Class1",35.505
39.086,29.036,1.248,16.804,"O",71,9.533,81.047,21.975,"Class3",16.896
37.435,50.658,42.891,29.392,"J",23,88.693,63.297,15.791,"Class1",43.632
47.182,51.319,34.825,28.397,"I",22,NA,68.914,11.667,"Class1",45.744
54.823,13.776,8.472,9.389,"Z",59,NA,NA,18.315,"Class3",15.189
30.173,55.881,26.32,26.425,"J",28,89.371,60.031,16.001,"Class1",44.798
35.781,33.581,14.742,55.85,"O",6,70.63,24.059,67.823,"Class4",76.159
35.588,33.79,31.1,64.646,"C",8,48.017,27.643,48.888,"Class4",62.566
60.917,26.749,17.198,13.743,"A",68,9.972,81.606,20.755,"Class3",16.708
48.446,22.137,5.744,15.398,"Z",67,5.951,81.432,24.203,"Class3",9.179
28.3,51.922,50.887,33.249,"Y",13,89.351,69.637,13.838,"Class1",43.456
26.067,32.973,41.933,60.891,"C",9,49.077,34.359,3.369,"Class4",81.851
41.728,39.784,13.262,29.052,"K",59,11.454,81.438,21.563,"Class3",11.123
93.136,55.349,67.312,27.47,"H",86,68.194,27.646,64.284,"Class2",64.331
94.945,57.739,72.28,27.061,"Q",86,63.045,10.241,75.835,"Class2",57.061
42.907,31.807,34.251,51.731,"G",9,61.504,22.822,52.064,"Class4",85.184
28.947,51.24,34.83,27.45,"D",23,90.065,60.839,14.367,"Class1",35.115
41.547,52.97,40.3,28.202,"D",26,94.965,72.84,13.11,"Class1",40.756
67.27,43.982,70.408,36.175,"J",86,68.114,26.585,42.337,"Class2",54.503
24.928,52.124,65.074,33.351,"J",16,95.021,80.119,12.284,"Class1",41.455
79.079,62.857,74.369,30.01,"N",85,63.158,9.179,48.88,"Class2",73.836
37.753,51.159,47.362,28.815,"D",26,96.414,53.444,15.163,"Class1",44.239
81.299,44.954,74.868,24.255,"Q",84,62.663,17.247,70.194,"Class2",97.066
37.602,53.57,19.564,30.618,"Z",17,96.333,61.819,14.574,"Class1",46.79
82.351,22.909,4.323,7.876,"O",75,6.146,80.545,22.381,"Class3",14.396
53.003,26.652,9.069,20.308,"V",83,5.104,80.61,19.593,"Class3",15.825
43.963,31.215,54.932,59.956,"B",5,59.199,31.078,60.364,"Class4",108.407
45.433,50.064,52.164,31.395,"I",17,91.329,72.12,13.142,"Class1",46.796
85.867,6.544,-2.237,13.855,"Z",74,9.392,80.4,17.033,"Class3",11.49
88.19,52.836,76.127,14.254,"Q",84,63.185,24.022,79.872,"Class2",80.086
31.521,32.091,14.168,45.253,"G",8,48.726,21.102,34.468,"Class4",72.282
92.585,56.054,69.051,24.085,"N",84,68.545,28.173,45.357,"Class2",68.188
46.871,31.769,42.973,64.037,"B",9,70.421,37.146,23.737,"Class4",80.418
28.536,30.143,53.99,52.768,"B",5,70.038,38.968,60.634,"Class4",85.034
48.796,29.815,41.572,64.278,"G",9,69.608,33.966,68.395,"Class4",101.948
48.704,50.926,31.558,24.206,"D",17,89.743,54.695,14.72,"Class1",41.722
72.036,83.505,66.003,37.237,"H",86,66.049,15.135,38.52,"Class2",79.422
54.896,18.973,6.392,11.339,"A",77,8.356,80.291,27.805,"Class3",15.317
29.367,51.482,32.852,29.461,"D",15,95.828,71.577,11.201,"Class1",50.154
40.962,33.717,14.713,51.577,"F",6,52.738,24.274,54.338,"Class4",48.919
71.846,38.075,13.365,15.894,"K",69,10.043,80.071,21.562,"Class3",16.507
25.447,47.892,20.094,28.313,"Y",11,94.513,60.396,13.331,"Class1",44.854
71.917,12.234,3.229,19.157,"Z",55,7.639,81.588,19.656,"Class3",16.584
74.811,54.831,74.075,32.503,"N",84,66.07,20.641,45.302,"Class2",80.042
87.595,42.85,77.938,42.482,"H",87,65.261,12.658,43.991,"Class2",48.519
96.464,22.664,9.684,14.214,"O",80,9.767,81.989,25.428,"Class3",13.287
53.398,37.545,10.159,3.638,"A",84,2.554,81.774,21.256,"Class3",13.265
69.675,14.838,5.246,12.636,"Z",83,9.258,81.161,17.099,"Class3",13.128
55.719,30.115,53.222,52.568,"O",3,46.649,33.956,39.543,"Class4",87.61
69.809,50.213,71.569,28.377,"H",84,69.109,15.787,65.68,"Class2",50.942
42.355,11.574,1.98,8.803,"A",55,7.352,81.738,18.522,"Class3",13.381
39.684,33.217,25.99,48.816,"C",3,65.213,35.118,5.011,"Class4",105.894
81.909,51.447,76.672,35.037,"J",85,64.387,27.245,51.911,"Class2",44.296
29.641,31.932,38.315,61.466,"G",6,64.367,32.938,8.508,"Class4",65.46
87.781,37.185,14.757,18.792,"K",84,7.49,81.457,25.553,"Class3",16.188
58.811,20.46,17.627,10.396,"A",78,7.002,80.012,22.3,"Class3",12.37
34.543,50.35,15.304,33.402,"D",30,89.2,57.192,16.733,"Class1",46.138
89.718,41.353,78.851,26.806,"N",85,67.099,30.278,66.471,"Class2",72.961
45.224,31.537,47.645,80.124,"G",1,59.323,18.809,55.506,"Class4",74.579
57.011,26.406,7.872,14.48,"O",62,5.3,81.469,26.596,"Class3",13.815
29.615,51.941,33.428,26.151,"D",30,88.612,80.939,11.856,"Class1",43.606
20.389,32.024,21.412,56.192,"F",4,63.772,24.87,31.489,"Class4",68.093
90.027,48.932,75.249,38.421,"N",87,70.041,20.028,70.086,"Class2",35.811
62.148,18.222,9.564,7.747,"K",55,2.744,NA,22.751,"Class3",16.819
34.772,30.018,16.929,64.338,"C",8,50.476,36.052,53.062,"Class4",85.115
92.356,91.186,74.657,29.784,"H",86,64.894,22.561,68.707,"Class2",83.879
39.608,32.437,47.543,61.582,"G",7,54.359,33.866,5.904,"Class4",81.624
46.881,52.24,61.946,28.12,"J",22,93.923,79.215,11.801,"Class1",44.069
77.835,16.791,0.45,10.027,"K",81,5.541,80.535,23.199,"Class3",13.959
33.514,33.244,70.474,50.794,"B",4,63.272,19.46,18.127,"Class4",81.783
45.015,31.343,84.894,54.404,"G",4,74.532,24.413,23.256,"Class4",86.682
30.267,34.215,47.716,71.379,"G",1,63.412,36.479,36.371,"Class4",88.642
26.54,52.387,29.033,27.947,"D",32,93.191,64.729,11.341,"Class1",51.86
41.98,34.446,10.428,12.596,"Z",55,10.287,80.284,22.649,"Class3",14.559
73.804,8.671,9.676,17.028,"K",65,9.42,80.181,26.096,"Class3",13.086
53.422,31.533,40.305,61.155,"G",10,50.487,30.034,24.512,"Class4",88.458
52.135,23.683,4.522,21.346,"A",65,2.701,81.461,24.145,"Class3",16.154
41.101,16.722,20.768,15.299,"Z",86,11.052,81.794,27.255,"Class3",16.971
48.701,33.21,51.532,50.959,"O",7,40.246,33.136,4.796,"Class4",69.353
36.099,49.081,-0.009,33.85,"D",29,91.928,69.676,15.059,"Class1",37.805
62.639,107.416,69.426,22.766,"Q",87,65.405,11.324,79.721,"Class2",77.587
76.504,23.328,16.453,13.873,"V",77,6.124,81.536,21.164,"Class3",15.488
81.757,50.685,74.593,23.364,"K",84,62.284,18.494,42.772,"Class2",51.98
36.166,51.127,54.643,24.344,"J",19,94.403,58.837,13.634,"Class1",44.026
50.286,53.591,56.263,27.466,"Y",29,89.037,63.508,12.252,"Class1",48.402
84.001,70.642,73.08,18.524,"K",87,69.299,26.73,37.51,"Class2",63.959
57.894,31.607,28.493,57.274,"O",0,41.845,25.999,65.654,"Class4",79.279
56.239,33.437,46.77,62.147,"G",1,62.844,23.696,42.92,"Class4",92.474
19.468,32.274,49.886,49.338,"B",2,46.751,21.417,64.343,"Class4",74.356
81.392,53.884,67.994,37.101,"J",86,72.496,24.035,30.725,"Class2",74.727
41.904,29.655,-0.145,13.93,"V",77,5.371,81.946,21.92,"Class3",13.855
78.382,35.26,65.947,35.618,"J",86,65.784,19.545,50.458,"Class2",28
87.523,65.571,71.947,28.297,"Q",87,62.18,19.018,51.542,"Class2",106.682
34.268,32.451,14.171,54.027,"G",1,73.569,23.7,70.568,"Class4",57.84
35.981,53.409,25.607,31.486,"J",15,92.095,54.344,14.934,"Class1",45.138
50.607,3.109,11.967,14.801,"K",86,9.326,81.033,21.767,"Class3",14.958
95.325,55.053,69.858,23.263,"K",86,60.311,20.568,74.623,"Class2",91.99
42.659,52.61,-9.71,27.16,"Z",20,96.792,59.684,13.204,"Class1",46.229
88.284,23.433,3.352,23.355,"K",90,9.101,81.12,23.153,"Class3",17.165
69.714,45.483,66.188,31.332,"Q",85,71.351,13.113,67.793,"Class2",75.851
27.381,54.442,12.969,27.931,"Y",28,94.573,54.45,13.411,"Class1",37.77
57.903,31.72,42.869,45.782,"B",6,72.88,18.16,12.277,"Class4",59.71
94.971,26.722,5.501,22.37,"A",80,4.015,80.144,19.035,"Class3",11.625
51.963,51.045,63.183,27.076,"I",21,91.029,78.619,11.233,"Class1",39.16
36.489,34.923,37.217,50.251,"F",3,72.582,36.454,36.583,"Class4",46.396
44.382,47.888,15.552,33.419,"Z",26,94.842,62.373,15.023,"Class1",48.785
75.05,7.52,9.594,3.457,"Z",75,8.475,81.546,24.136,"Class3",14.554
40.52,54.718,58.054,33.176,"J",13,96.157,78.326,12.079,"Class1",40.158
28.068,31.818,62.912,76.841,"C",4,55.217,29.75,14.116,"Class4",107.105
46.803,32.491,33.805,55.505,"C",0,71.979,35.391,23.914,"Class4",78.582
92.395,40.872,68.725,30.248,"N",84,72.316,15.649,79.176,"Class2",84.087
55.48,32.864,47.463,57.31,"F",6,56.626,34.328,17.83,"Class4",93.059
65.354,46.239,70.9,19.21,"Q",86,70.703,15.454,38.276,"Class2",38.261
44.691,32.277,7.93,53.438,"C",10,72.677,34.403,48.838,"Class4",70.895
28.324,52.236,14.977,29.464,"D",20,88.22,74.178,13.232,"Class1",42.708
54.883,5.556,2.87,20.086,"O",70,5.933,81.035,21.487,"Class3",13.611
89.666,28.416,4.851,10.019,"A",89,8.729,80.437,18.181,"Class3",14.966
90.489,66.316,69.278,29.942,"K",84,71.646,18.835,67.014,"Class2",17.191
51.497,52.741,59.339,28.401,"D",26,95.346,57.264,12.972,"Class1",40.984
52.051,16.013,14.53,4.006,"Z",75,4.858,80.227,20.493,"Class3",10.982
51.103,33.459,18.595,52.441,"C",3,47.765,29.599,36.088,"Class4",75.156
49.689,33.54,44.633,56.585,"G",6,54.331,21.811,57.55,"Class4",72.383
44.206,46.108,-2.902,11.859,"Z",76,7.71,81.815,17.03,"Class3",13.858
27.994,52.157,41.218,34.288,"D",27,94.321,75.867,15.031,"Class1",38.381
26.052,32.321,44.866,56.637,"O",5,72.083,19.032,12.42,"Class4",72.772
32.513,33.958,69.916,72.509,"G",9,60.265,35.98,43.098,"Class4",86.203
42.852,55.226,86.915,23.525,"Z",16,95.246,60.524,15.516,"Class1",39.103
64.333,22.068,-6.59,9.554,"K",92,2.442,80.391,25.911,"Class3",16.28
51.774,12.674,12.963,18.027,"O",71,7.536,80.275,18.701,"Class3",12.913
64.964,48.452,74.019,28.104,"Q",85,60.057,22.487,32.451,"Class2",35.067
34.303,33.081,30.467,41.216,"C",2,52.306,25.866,45.522,"Class4",58.794
70.473,43.479,75.936,37.102,"N",86,67.088,23.09,28.114,"Class2",-18.474
86.381,66.626,69.486,28.612,"J",84,60.523,21.152,70.206,"Class2",85.143
52.873,53.528,67.836,30.264,"Z",13,89.079,78.372,14.339,"Class1",47.58
87.883,51.899,68.93,30.763,"N",86,63.355,9.309,74.434,"Class2",92.872
92.859,59.132,73.825,30.105,"K",85,60.309,13.663,31.702,"Class2",37.882
42.28,53.317,79.655,29.683,"Y",24,95.596,70.712,16.684,"Class1",48.142
36.836,57.621,3.879,30.129,"J",33,92.306,67.458,11.51,"Class1",44.957
56.267,33.069,41.885,58.308,"B",5,69.461,31.999,25.031,"Class4",54.942
39.462,49.262,80.642,32.672,"D",22,90.295,54.896,16.109,"Class1",38.189
91.775,55.248,65.692,29.146,"J",87,71.793,22.512,58.542,"Class2",88.799
21.614,33.271,33.31,51.073,"F",7,63.417,30.797,16.556,"Class4",70.921
26.238,32.483,32.451,50.942,"C",6,65.348,21.45,21.518,"Class4",81.582
46.974,33.544,33.205,62.211,"O",7,54.071,32.428,71.055,"Class4",77.998
49.37,31.769,61.518,65.745,"B",2,63.503,18.121,31.024,"Class4",47.376
57.162,31.053,17.807,50.05,"O",1,67.131,32.563,26.748,"Class4",62.986
70.113,40.747,73.541,29.87,"K",85,60.893,24.752,60.977,"Class2",49.786
21.512,32.815,19.454,57.231,"C",9,40.293,25.676,12.154,"Class4",64.293
95.133,33.077,10.453,14.338,"K",87,9.71,80.661,27.274,"Class3",13.537
40.043,32.578,25.608,48.725,"O",0,70.579,21.418,35.681,"Class4",60.566
95.042,45.068,68.923,29.304,"H",85,66.195,9.137,58.083,"Class2",72.257
71.23,15.921,17.697,10.283,"A",68,5.593,80.127,18.404,"Class3",9.849
70.155,64.063,75.827,29.287,"J",87,64.66,20.014,53.633,"Class2",88.709
89.373,23.74,3.372,13.637,"V",60,2.726,81.008,26.502,"Class3",13.685
81.177,17.747,8.729,27.672,"Z",90,8.342,81.109,27.664,"Class3",12.041
41.931,49.848,13.838,27.769,"Y",22,91.017,67.28,11.472,"Class1",49.47
91.411,28.065,-1.809,17.12,"V",65,7.286,80.564,27.771,"Class3",11.316
43.543,31.391,66.702,58.708,"G",5,52.577,29.912,52.573,"Class4",58.25
27.141,33.107,24.703,69.774,"B",5,62.738,38.209,37.318,"Class4",74.028
80.532,50.658,76.561,23.654,"H",84,65.836,9.971,29.982,"Class2",112.158
84.176,42.496,75.636,22.6,"K",86,65.025,29.137,61.506,"Class2",41.141
47.112,29.951,22.015,14.413,"K",68,7.978,81.425,19.915,"Class3",13.578
71.061,23.772,13.504,17.761,"K",66,11.546,80.08,24.974,"Class3",12.739
51.436,19.59,7.654,9.402,"V",71,2.474,81.169,22.343,"Class3",12.626
60.815,12.437,12.114,14.966,"A",66,5.518,80.45,25.09,"Class3",14.024
80.041,29.993,69.677,17.872,"H",87,61.564,12.042,52.265,"Class2",83.078
56.464,33.34,34.69,66.347,"C",9,48.48,24.439,65.137,"Class4",102.067
32.447,33.176,57.361,77.085,"B",9,61.253,23.609,9.782,"Class4",68.347
43.443,23.86,13.777,14.901,"Z",68,10.041,81.201,25.507,"Class3",13.889
32.075,51.675,24.996,29.918,"I",22,91.4,77.812,11.454,"Class1",42.628
20.348,31.501,30.358,53.768,"F",4,52.887,34.562,44.221,"Class4",97.197
63.302,32.96,73.939,27.621,"J",85,67.53,11.362,81.575,"Class2",28.047
30.971,52.42,34.934,28.638,"I",16,93.194,54.456,13.76,"Class1",47.258
46.587,33.552,32.497,53.506,"C",0,52.495,30.958,5.318,"Class4",69.461
33.254,32.183,51.751,50.665,"O",7,40.6,NA,7.588,"Class4",85.904
29.314,50.396,63.586,25.326,"D",13,93.513,62.501,12.197,"Class1",48.813
83.956,7.481,0.668,23.617,"V",90,7.712,81.556,25.883,"Class3",12.868
88.19,11.952,7.965,17.742,"K",53,6.012,80.377,23.193,"Class3",14.33
52.113,38.838,4.689,10.973,"K",63,11.92,80.092,19.827,"Class3",12.771
64.819,42.088,71.607,20.212,"J",86,71.043,21.573,29.275,"Class2",53.7
52.285,33.053,49.417,56.973,"C",8,60.69,19.924,61.24,"Class4",59.321
24.821,52.541,82.802,30.227,"D",27,93.448,64.816,13.17,"Class1",43.605
50.76,32.15,67.469,57.533,"C",3,49.329,29.733,21.75,"Class4",72.902
27.671,34.947,43.088,73.852,"B",1,64.526,25.698,37.118,"Class4",74.327
29.826,52.488,76.518,32.31,"I",26,92.427,56.021,11.168,"Class1",46.999
23.835,32.452,62.63,60.724,"O",3,50.488,30.031,44.532,"Class4",94.71
81.796,12.213,8.681,19.634,"A",83,2.298,80.597,22.281,"Class3",13.741
47.749,19.538,0.032,10.259,"Z",57,10.788,81.778,20.21,"Class3",10.264
77.967,23.135,18.236,20.928,"Z",56,3.341,80.543,20.784,"Class3",15.166
69.588,60.294,75.393,24.383,"H",87,70.392,9.503,61.38,"Class2",21.347
64.098,27.821,71.753,30.419,"N",86,63.404,29.788,74.739,"Class2",89.681
84.529,48.729,73.94,24.444,"Q",87,71.88,18.673,39.655,"Class2",31.962
65.226,61.7,74.39,24.467,"Q",84,70.189,9.638,47.755,"Class2",39.343
32.332,33.004,47.269,44.345,"O",10,55.48,26.763,24.986,"Class4",69.769
29.183,52.426,12.203,34.157,"I",30,90.333,65.551,15.232,"Class1",45.122
27.07,54.306,-3.766,24.171,"Z",20,89.311,60.883,12.325,"Class1",39.772
27.375,49.165,91.14,32.321,"I",28,92.74,59.872,13.291,"Class1",49.465
27.36,33.232,36.552,55.527,"B",4,47.845,37.453,10.928,"Class4",56.655
48.337,51.917,11.197,32.044,"J",18,88.552,69.739,12.951,"Class1",40.595
27.602,32.881,29.65,58.162,"F",5,57.001,32.692,24.788,"Class4",77.577
82.569,58.845,75.872,36.251,"Q",84,68.858,25.975,54.774,"Class2",42.857
45.504,48.966,24.224,30.209,"Y",25,88.202,57.052,12.886,"Class1",40.028
35.707,52.732,129.252,27.175,"Z",27,94.458,66.702,13.943,"Class1",41.041
32.332,51.896,72.056,30.976,"Z",12,90.552,75.248,16.943,"Class1",41.682
77.935,12.648,8.631,18.885,"O",62,10.941,81.502,23.509,"Class3",8.777
50.072,50.025,66.496,30.947,"Z",22,95.831,60.952,16.792,"Class1",39.03
39.513,34.154,17.571,66.521,"B",9,48.368,28.779,51.105,"Class4",93.407
27.065,32.153,28.3,68.32,"F",4,59.098,21.531,57.042,"Class4",92.657
29.219,48.462,0.954,34.02,"J",20,93.261,73.567,13.237,"Class1",35.025
90.901,34.689,74.038,21.66,"N",84,65.845,NA,27.667,"Class2",33.976
57.713,34.252,12.258,13.129,"O",83,6.367,NA,18.058,"Class3",16.403
49.156,50.04,69.699,25.108,"I",15,92.531,77.495,11.594,"Class1",42.106
81.12,45.629,71.96,26.457,"Q",85,68.454,26.143,34.636,"Class2",63.968
81.828,50.254,66.532,20.808,"J",87,63.479,8.87,29.569,"Class2",17.129
43.199,53.582,88.635,34.636,"Z",24,89.292,72.411,15.554,"Class1",37.401
22.928,34.42,31.255,38.734,"F",4,67.011,33.438,6.978,"Class4",96.833
83.46,74.859,76.537,24.672,"H",85,64.242,28.587,70.717,"Class2",54.846
24.168,52.711,20.967,22.766,"Z",32,96.476,72.223,16.308,"Class1",37.923
92.833,30.013,-1.388,6.129,"K",58,5.093,81.634,17.281,"Class3",15.653
69.129,100.707,68.817,23.606,"Q",85,62.634,13.352,31.88,"Class2",36.547
41.193,50.822,27.679,31.579,"I",27,NA,77.863,12.253,"Class1",44.605
54.544,32.248,46.997,56.63,"C",0,46.139,19.889,21.756,"Class4",60.857
90.397,44.775,70.289,18.205,"N",87,70.283,13.295,69.344,"Class2",78.965
56.108,32.758,91.568,64.164,"C",4,69.064,20.818,25.596,"Class4",74.796
38.383,31.943,44.716,53.861,"O",8,47.159,21.657,3.822,"Class4",70.821
30.785,49.595,49.248,34.754,"I",27,96.201,NA,15.781,"Class1",35.998
88.991,49.045,69.236,32.887,"J",87,60.772,29.615,27.569,"Class2",48.658
81.946,25.818,76.14,30.957,"K",84,65.094,23.004,70.322,"Class2",77.38
35.385,52.83,56.323,29.886,"Z",22,94.416,61.433,11.973,"Class1",38.57
38.988,52.221,82.238,27.547,"Y",30,96.388,76.263,11.129,"Class1",42.411
96.109,26.141,12.491,14.513,"Z",91,11.96,NA,21.904,"Class3",10.2
36.933,32.836,25.436,57.831,"G",7,72.07,24.519,38.75,"Class4",59.17
63.119,57.318,74.035,29.056,"H",87,63.028,10.214,65.16,"Class2",42.181
