"GXI1","EUH2","ETN3","AZS4","DTQ5","QGH6","IUQ7","IME8","QBO9","CTN10","Output20"
74.065,89.496,58.511,35.905,52.611,"A",66,41.789,59,38.754,"Class1"
49.73,65.39,32.876,85.174,44.728,"H",11,63.255,90,20.845,"Class3"
58.896,67.977,NA,49.348,64.732,"Q",11,67.028,93,20.271,"Class3"
15.979,60.561,57.81,16.533,49.318,"C",88,8.581,19,10.446,"Class2"
31.588,80.703,59.691,35.706,58.965,"C",56,61.828,56,39.701,"Class1"
63.282,82.242,60.856,34.706,53.657,"A",25,48.161,59,56.676,"Class1"
50.114,67.652,NA,29.48,81.292,"H",11,64.539,83,44.658,"Class3"
25.82,82.682,43.347,62.668,40.292,"Q",72,31.774,38,41.906,"Class4"
47.578,68.405,30.835,73.137,50.665,"H",13,64.46,90,39.237,"Class3"
34.3,38.361,56.307,16.652,46.911,"N",78,5.771,23,10.573,"Class2"
9.153,18.626,53.899,16.37,25.82,"G",89,15.969,27,10.618,"Class2"
42.323,66.744,36.603,98.89,97.572,"K",13,63.659,89,22.152,"Class3"
55.666,67.271,17.815,45.991,68.715,"H",12,69.283,88,52.358,"Class3"
72.337,81.24,55.258,36.534,51.725,"R",58,65.714,59,45.086,"Class1"
5.128,21.788,56.624,16.339,14.669,"N",58,9.745,15,10.37,"Class2"
26.962,29.077,56.859,16.606,39.896,"N",75,15.953,51,10.572,"Class2"
42.667,68.257,19.205,18.69,94.948,"F",13,60.411,88,61.887,"Class3"
68.491,88.346,56.042,36.416,49.541,"A",65,42.016,49,44.327,"Class1"
37.585,89.36,63.004,36.741,53.623,"R",51,34.969,64,23.275,"Class1"
35.638,78.706,60.106,34.623,60.95,"R",41,34.471,65,35.475,"Class1"
24.181,57.317,55.906,16.105,68.375,"C",88,6.325,44,10.457,"Class2"
67.308,43.262,22.774,77.498,50.952,"D",68,27.616,34,44.372,"Class4"
48.83,66.82,41.218,51.853,63.494,"W",13,74.989,84,9.085,"Class3"
25.207,40.869,57.581,16.294,90.121,"J",84,6.246,15,11.186,"Class2"
62.712,65.226,33.669,44.9,92.002,"W",13,73.07,87,53.64,"Class3"
39.789,78.127,31.395,46.45,38.714,"Q",67,38.59,35,42.307,"Class4"
30.616,89.649,64.093,35.17,46.769,"Y",31,66.265,52,39.891,"Class1"
67.824,67.15,60.536,35.255,50.908,"Q",42,49.022,70,41.949,"Class1"
8.677,NA,27.544,60.253,41.141,"J",74,29.831,39,45.154,"Class4"
14.105,49.825,60.225,16.595,42.457,"N",54,13.69,21,10.167,"Class2"
7.157,74.188,27.012,45.833,48.171,"N",73,38.473,41,45.67,"Class4"
21.905,53.598,49.94,40.726,42.812,"Q",68,29.171,38,44.168,"Class4"
1.34,61.718,57.977,16.358,35.737,"G",86,16.669,40,10.552,"Class2"
18.25,82.542,12.613,93.461,41.906,"N",72,41.677,34,42.883,"Class4"
13.243,44.989,9.47,50.661,29.645,"J",71,39.592,37,42.824,"Class4"
50.19,57.505,45.53,88.421,45.512,"N",70,32.017,38,43.166,"Class4"
80.717,79.711,60.785,35.59,42.703,"Y",32,50.773,57,86.157,"Class1"
19.888,21.956,55.708,16.677,-6.187,"N",92,8.211,18,10.618,"Class2"
72.876,70.583,62.954,35.93,58.72,"Q",61,43.697,51,89.318,"Class1"
55.467,24.537,35.424,50.785,37.335,"N",75,29.837,33,43.53,"Class4"
82.872,92.979,60.84,36.523,42.183,"R",29,36.758,62,22.138,"Class1"
54.654,71.708,57.769,35.858,43.021,"R",28,62.397,50,74.948,"Class1"
57.863,73.854,36.987,51.295,41.773,"D",66,30.51,37,44.699,"Class4"
53.52,67.155,41.631,61.739,74.149,"H",11,74.259,86,49.472,"Class3"
56.604,75.045,55.701,57.919,34.749,"I",75,20.764,35,42.088,"Class4"
18.129,18.626,55.66,16.472,46.565,"F",76,4.94,38,10.098,"Class2"
36.405,73.144,66.685,36.174,42.477,"C",21,68.129,62,32.058,"Class1"
43.685,66.891,40.405,78.94,95.012,"F",12,60.215,88,30.34,"Class3"
22.023,48.761,NA,16.274,51.038,"F",71,12.687,50,10.846,"Class2"
7.647,51.845,20.675,36.463,39.99,"I",67,40.171,35,46.271,"Class4"
79.866,73.584,65.088,36.915,60.925,"R",57,47.36,67,5.348,"Class1"
22.111,27.867,56.062,16.339,28.767,"J",91,8.038,34,10.069,"Class2"
57.202,66.11,49.22,76.529,58.243,"Q",12,71.156,95,33.009,"Class3"
22.342,86.247,61.686,37.163,63.249,"Q",59,43.586,49,42.888,"Class1"
52.691,65.393,30.587,89.948,73.658,"F",11,66.794,88,29.263,"Class3"
32.914,23.406,56.521,17.143,53.538,"J",62,9.227,16,10.445,"Class2"
76.931,74.583,59.846,35.191,57.544,"Q",42,52.687,64,45.988,"Class1"
45.275,65.953,41.756,79.975,14.361,"K",12,71.995,94,29.423,"Class3"
42.953,NA,54.091,37.148,48.068,"R",57,60.842,63,-7.492,"Class1"
45.937,66.556,28.675,71.751,78.621,"H",12,62.639,86,18.219,"Class3"
59.106,67.665,57.689,56.262,49.342,"K",11,71.998,93,25.476,"Class3"
21.946,49.428,54.873,16.117,50.925,"C",89,11.234,33,10.43,"Class2"
47.261,74.759,60.629,34.984,42.35,"Q",43,54.363,57,30.456,"Class1"
8.412,36.931,56.124,16.652,21.237,"N",74,4.704,41,10.699,"Class2"
60.524,65.4,41.246,21.433,81.173,"K",11,70.561,93,78.25,"Class3"
9.388,53.529,56.863,16.069,55.118,"C",53,4.563,19,10.602,"Class2"
5.979,29.504,18.199,66.563,33.375,"D",76,15.99,40,43.681,"Class4"
52.639,36.472,15.172,61.794,41.068,"D",74,15.472,41,44.601,"Class4"
32.803,83.854,64.744,33.658,48.56,"Y",56,41.488,64,57.968,"Class1"
43.81,66.025,25.942,41.713,62.656,"W",11,65.239,90,50.147,"Class3"
47.789,40.927,35.361,45.645,35,"D",73,39.328,37,45.874,"Class4"
50.826,65.426,39.332,67.869,87.087,"Q",12,70.727,89,16.949,"Class3"
20.677,47.924,37.852,59.743,34.311,"I",66,29.541,36,44.607,"Class4"
61.43,85.193,60.378,35.959,41.025,"Q",48,43.549,59,-8.104,"Class1"
22.485,47.762,57.148,16.619,41.816,"N",59,12.199,39,10.984,"Class2"
43.863,94.184,57.794,36.978,40.072,"C",59,66.282,60,126.434,"Class1"
25.156,90.202,61.526,37.349,57.086,"R",65,52.713,68,-10.655,"Class1"
19.633,41.894,58.572,16.06,25.883,"F",54,15.293,45,10.619,"Class2"
49.478,66.114,NA,103.265,61.427,"K",13,62.555,93,25.165,"Class3"
49.548,66.377,20.839,59.658,77.246,"K",13,62.407,85,2.645,"Class3"
8.748,27.484,7.776,25.695,36.683,"J",66,21.169,36,44.369,"Class4"
53.453,65.257,50.811,75.773,97.399,"F",11,74.835,88,27.25,"Class3"
37.187,38.157,16.149,54.14,35.942,"I",67,21.639,36,43.369,"Class4"
62.517,81.663,64.994,38.179,67.481,"A",29,34.715,65,49.479,"Class1"
22.165,87.156,38.447,85.433,31.388,"D",71,38.734,36,46.02,"Class4"
65.611,87.804,61.253,35.558,42.993,"Y",46,45.478,70,54.942,"Class1"
63.124,67.868,57.422,72.365,101.881,"W",11,62.047,94,40.133,"Class3"
65.359,68.08,13.762,73.43,60.039,"H",13,62.581,93,29.128,"Class3"
54.718,68.885,31.446,80.474,38.85,"H",12,74.702,88,37.783,"Class3"
12.873,34.373,57.952,16.145,39.275,"J",72,4.695,48,10.941,"Class2"
59.435,65.784,42.889,58.219,74.474,"Q",12,68.269,92,52.223,"Class3"
47.956,85.552,63.587,36.529,50.815,"R",42,51.444,52,51.662,"Class1"
75.258,78.449,59.432,36.842,63.264,"Y",33,62.173,51,41.663,"Class1"
73.168,93.968,60.752,34.371,51.71,"C",40,45.394,57,68.943,"Class1"
64.83,68.744,21.65,76.208,70.728,"W",12,68.85,94,50.662,"Class3"
57.086,66.983,32.359,70.424,100.676,"H",12,63.961,89,41.601,"Class3"
4.646,89.67,26.1,48.31,39.95,"I",68,33.529,38,45.582,"Class4"
8.232,59.234,55.134,16.497,16.809,"N",70,11.484,39,10.179,"Class2"
21.515,55.57,58.668,16.467,38.829,"C",73,12.525,49,10.789,"Class2"
50.968,65.264,48.704,79.53,54.826,"W",13,69.501,95,44.021,"Class3"
7.873,60.21,57.949,15.973,31.689,"G",80,3.261,19,10.405,"Class2"
23.684,49.067,NA,16.987,35.923,"N",54,14.125,17,11.074,"Class2"
61.675,65.078,36.16,106.709,67.373,"Q",12,71.258,93,41.126,"Class3"
2.881,NA,57.748,16.459,49.479,"C",93,7.566,19,9.775,"Class2"
4.172,19.391,54.455,16.476,32.577,"G",89,13.049,43,10.521,"Class2"
30.826,17.229,54.104,16.145,72.285,"N",51,8.565,39,10.321,"Class2"
29.595,39.334,NA,91.844,35.718,"I",76,20.536,35,43.664,"Class4"
42.453,67.296,NA,30.21,86.354,"K",13,73.002,92,41.282,"Class3"
43.169,41.846,27.719,60.823,42.567,"J",67,15.169,35,45.232,"Class4"
64.583,66.325,42.232,60.682,74.984,"W",11,73.542,89,-1.887,"Class3"
50.967,86.668,63.405,36.203,45.942,"Q",63,66.603,49,63.701,"Class1"
24.146,21.051,53.803,16.406,29.988,"G",82,13.993,46,10.797,"Class2"
67.34,NA,54.131,73.38,38.295,"D",73,41.47,33,47.631,"Class4"
14.508,36.507,57.334,17.193,25.613,"J",64,8.302,41,11.033,"Class2"
20.349,94.033,59.82,37.884,65.74,"A",30,64.722,49,85.969,"Class1"
10.074,29.431,59.655,16.74,62.478,"G",67,14.14,34,10.521,"Class2"
65.797,87.369,65.442,34.479,62.105,"C",24,65.802,53,39.656,"Class1"
52.421,NA,42.896,15.279,92.715,"W",12,61.439,83,27.743,"Class3"
58.599,82.03,63.193,36.592,61.172,"Y",61,59.295,54,95.372,"Class1"
43.597,68.114,32.41,4.842,80.473,"W",13,72.465,90,41.505,"Class3"
24.92,32.032,44.967,42.209,41.204,"J",71,16.682,36,43.948,"Class4"
8.256,23.617,55.637,15.99,43.252,"N",58,7.773,34,10.833,"Class2"
61.893,65.11,73.72,30.735,51.195,"H",13,65.097,86,29.395,"Class3"
42.012,68.532,27.568,51.815,78.04,"K",13,60.303,86,47.757,"Class3"
74.823,75.372,71.933,36.819,47.846,"C",60,55.818,54,-3.787,"Class1"
1.232,43.956,45.734,58.908,33.397,"D",67,34.923,40,41.632,"Class4"
33.428,76.139,60.253,38.016,58.592,"Q",21,47.443,64,101.208,"Class1"
29.891,71.015,55.149,36.263,47.659,"C",25,46.114,57,55.345,"Class1"
65.835,68.337,31.825,24.866,38.308,"W",13,60.487,94,34.869,"Class3"
29.142,60.052,52.261,16.75,56.418,"J",65,11.322,27,11.388,"Class2"
88.938,NA,66.902,36.13,58.762,"Q",26,47.351,63,-29.49,"Class1"
21.463,NA,57.375,16.901,38.341,"C",85,5.498,49,10.302,"Class2"
69.081,67.264,NA,35.767,59.279,"A",52,43.514,55,1.516,"Class1"
23.212,39.636,58.433,16.686,56.21,"J",74,6.714,42,10.273,"Class2"
24.407,44.24,56.084,16.031,38.265,"N",75,4.635,21,10.256,"Class2"
10.244,25.509,8.614,53.91,39.753,"N",69,15.52,38,43.889,"Class4"
53.253,NA,20.31,57.71,27.545,"K",13,64.841,86,36.042,"Class3"
76.834,NA,62.194,33.793,52.08,"A",40,45.393,53,30.5,"Class1"
61.436,67.607,42.153,61.703,62.333,"F",13,72.104,91,46.82,"Class3"
56.858,65.943,55.269,56.981,59.241,"K",11,68.602,83,3.249,"Class3"
22.592,92.788,NA,36.537,46.479,"Y",43,65.907,68,38.1,"Class1"
22.613,32.24,60.277,16.737,42.294,"C",84,11.72,16,9.76,"Class2"
27.962,71.347,59.003,37.665,67.5,"R",25,61.479,70,65.591,"Class1"
63.645,65.379,46.082,67.434,67.844,"W",12,63.802,84,16.157,"Class3"
72.454,70.191,66.621,36.044,44.895,"A",51,62.367,58,68.653,"Class1"
27.596,89.751,57.56,36.498,65.229,"A",43,46.903,52,72.214,"Class1"
44.384,66.232,NA,70.151,73.791,"H",11,61.493,94,23.762,"Class3"
22.825,49.476,26.663,79.757,41.433,"D",66,30.349,37,46.05,"Class4"
61.737,73.155,60.651,38.26,53.243,"C",62,56.421,51,42.877,"Class1"
62.319,67.317,42.968,56.723,64.222,"Q",12,71.845,92,25.701,"Class3"
90.773,91.195,61.179,34.667,48.75,"Q",24,64.043,64,1.348,"Class1"
55.589,68.575,51.133,20.18,75.276,"F",13,62.703,83,45.311,"Class3"
51.191,65.495,42.884,52.619,70.79,"H",13,66.401,87,43.279,"Class3"
24.943,48.191,53.686,16.457,37.075,"J",81,12.726,51,10.71,"Class2"
22.82,40.36,55.876,16.621,28.328,"C",88,16.625,48,10.754,"Class2"
16.747,44.363,56.132,16.231,46.747,"N",80,12.773,31,10.597,"Class2"
10.005,NA,NA,16.012,58.628,"J",64,7.374,17,10.362,"Class2"
15.991,25.917,56.138,17.038,86.517,"G",88,14.734,20,10.883,"Class2"
50.285,65.781,15.832,60.121,60.209,"F",12,66.913,88,28.347,"Class3"
55.296,66.269,50.889,109.578,100.692,"Q",13,71.309,90,26.478,"Class3"
60.482,67.689,30.294,39.822,63.408,"H",12,67.092,85,24.796,"Class3"
52.695,30.491,36.069,106.585,40.889,"I",76,38.07,35,44.884,"Class4"
14.541,31.466,31.924,48.239,39.643,"D",74,16.788,40,44.803,"Class4"
44.106,65.087,49.542,66.484,85.437,"H",11,66.318,92,29.71,"Class3"
49.694,68.794,33.843,67.851,20.125,"F",12,70.048,94,63.123,"Class3"
30.142,52.067,56.828,16.184,43.262,"G",55,6.607,48,10.832,"Class2"
20.292,81.741,63.362,35.755,40.747,"C",52,47.941,53,27.21,"Class1"
42.78,66.984,28.605,100.795,88.492,"W",13,61.734,86,25.221,"Class3"
7.094,67.166,25.38,61.923,37.306,"N",76,30.015,37,43.15,"Class4"
8.935,20.614,57.015,15.914,15.78,"G",70,4.906,42,10.59,"Class2"
9.004,82.152,24.584,53.133,44.6,"N",73,16.998,41,46.801,"Class4"
55.05,66.937,29.91,105.953,97.043,"H",11,63.254,84,24.082,"Class3"
32.303,79.225,40.155,91.209,46.718,"J",69,34.743,40,43.109,"Class4"
66.851,65.153,36.113,33.706,76.766,"H",12,72.204,95,26.486,"Class3"
34.526,30.917,58.282,16.428,53.03,"N",57,4.574,15,10.763,"Class2"
48.289,90.644,62.901,39.671,55.489,"R",40,34.731,58,59.534,"Class1"
90.529,90.355,57.807,35.668,47.134,"R",41,44.93,55,69.98,"Class1"
58.564,68.483,42.537,63.583,40.147,"K",13,62.494,95,16.855,"Class3"
31.438,87.044,27.759,69.638,39.019,"N",73,26.196,40,45.202,"Class4"
52.311,89.637,54.214,38.519,65.379,"Y",59,51.991,59,62.224,"Class1"
36.751,42.094,15.98,67.282,44.307,"J",69,25.325,35,44.351,"Class4"
57.986,65.661,33.127,43.022,85.119,"H",13,72.946,89,10.927,"Class3"
24.333,35.549,NA,16.707,34.9,"N",78,8.923,18,9.981,"Class2"
8.167,26.457,57.609,16.722,57.088,"G",79,16.45,33,10.793,"Class2"
58.755,67.331,36.405,49.702,86.267,"F",11,60.803,85,7.733,"Class3"
49.879,64.28,47.482,19.026,39.3,"D",66,15.269,34,46.274,"Class4"
63.169,67.401,36.133,50.988,51.778,"W",11,60.902,93,53.095,"Class3"
24.693,49.427,59.344,16.321,33.906,"G",85,14.247,50,10.886,"Class2"
35.629,56.435,40.542,72.018,38.601,"D",69,21.287,33,46.665,"Class4"
16.604,21.04,57.616,17.04,51.614,"F",50,5.163,42,10.628,"Class2"
44.979,65.355,52.078,91.368,83.994,"K",13,62.058,93,42.626,"Class3"
3.776,20.583,58.113,16.691,48.147,"F",74,3.025,48,10.513,"Class2"
43.472,68.53,39.126,52.965,65.88,"H",13,67.694,86,24.824,"Class3"
32.009,56.591,57.85,16.253,38.264,"J",66,8.322,26,10.837,"Class2"
51.226,69.051,59.063,35.111,41.192,"R",34,54.865,49,92.877,"Class1"
61.643,72.297,54.59,37.177,50.736,"A",35,52.765,49,42.979,"Class1"
47.75,39.468,26.62,42.471,38.403,"J",70,25.168,34,45.966,"Class4"
77.8,81.431,58.858,35.461,52.867,"R",56,43.318,60,105.403,"Class1"
56.247,88.394,61.299,38.872,49.628,"A",60,40.738,57,19.86,"Class1"
27.324,18.558,56.3,16.247,31.422,"N",75,15.413,29,10.925,"Class2"
54.549,65.354,24.984,58.756,82.501,"F",11,73.159,93,22.567,"Class3"
13.337,45.629,61.634,16.59,24.35,"C",85,14.123,39,10.727,"Class2"
66.107,86.368,22.639,55.473,33.53,"J",69,22.323,34,44.528,"Class4"
28.088,82.989,54.826,33.498,67.131,"A",50,55.575,50,54.184,"Class1"
55.43,65.071,31.174,38.632,90.904,"F",13,64.483,93,21.458,"Class3"
22.587,47.435,63.958,16.445,14.14,"N",58,15.386,37,10.751,"Class2"
55.164,67.208,50.951,84.886,72.349,"H",11,62.735,95,54.214,"Class3"
57.427,68.095,40.472,56.691,78.531,"K",11,67.473,85,-1.935,"Class3"
7.612,60.677,54.524,16.489,35.041,"N",55,11.176,31,10.526,"Class2"
4.237,28.553,32.229,32.039,40.505,"D",74,30.925,35,43.632,"Class4"
29.223,56.479,30.307,45.01,50.615,"J",74,24.708,35,43.064,"Class4"
12.808,74.068,22.4,43.184,43.472,"N",73,19.629,36,46.919,"Class4"
57.048,68.057,NA,39.929,64.943,"H",13,71.6,91,34.424,"Class3"
67.374,69.817,58.916,35.336,42.377,"Q",44,59.108,70,52.414,"Class1"
66.885,66.434,47.253,39.627,85.637,"K",11,66.152,87,29.061,"Class3"
18.838,19.633,57.755,16.507,53.879,"C",91,3.77,45,10.464,"Class2"
13.4,48.402,38.799,71.315,39.072,"D",74,33.252,33,45.496,"Class4"
28.618,21.913,55.516,16.555,45.31,"N",54,15.14,38,9.962,"Class2"
30.951,42.529,55.686,16.796,45.641,"F",57,9.314,47,10.903,"Class2"
46.441,67.424,36.813,38.588,48.167,"Q",13,65.401,84,23.415,"Class3"
58.575,94.62,60.23,39.007,44.805,"Q",37,51.198,66,-27.131,"Class1"
46.806,NA,27.742,55.971,46.845,"N",70,22.913,40,43.564,"Class4"
54.976,28.609,37.788,53.141,32.356,"D",75,34.322,33,42.821,"Class4"
26.626,79.7,58.741,37.965,53.398,"A",44,58.051,61,29.497,"Class1"
51.437,68.185,40.982,49.87,69.466,"Q",12,67.095,87,22.108,"Class3"
52.189,66.809,62.259,49.613,24.307,"K",12,73.608,85,16.074,"Class3"
90.073,92.41,60.825,36.227,56.707,"Y",35,58.508,57,102.007,"Class1"
72.644,94.459,65.278,34.412,39.842,"A",62,37.655,69,7.555,"Class1"
61.339,67.98,29.812,61.154,57.396,"W",12,66.83,90,44.933,"Class3"
10.063,30.682,52.597,16.818,53.473,"J",65,3.428,29,10.598,"Class2"
30.851,83.297,NA,34.926,52.248,"Y",57,61.965,61,46.301,"Class1"
47.805,68.904,21.563,30.665,56.479,"H",13,72.547,85,45.485,"Class3"
29.011,49.67,58.294,16.884,65.34,"G",83,14.345,27,10.535,"Class2"
23.849,NA,64.182,35.494,45.526,"A",49,63.566,60,15.517,"Class1"
44.042,48,NA,64.288,34.418,"J",67,33.365,34,42.198,"Class4"
56.555,73.741,NA,42.463,38.918,"Q",69,23.811,35,46.608,"Class4"
47.355,66.426,60.183,58.767,70.424,"K",11,68.446,85,23.155,"Class3"
42.889,46.241,8.264,51.803,38.35,"N",75,33.206,37,43.777,"Class4"
36.191,68.244,57.691,35.359,54.596,"C",58,46.075,52,29.227,"Class1"
45.549,87.074,NA,53.281,31.983,"J",68,41.598,36,44.17,"Class4"
66.91,68.618,44.579,3.89,69.027,"Q",11,68.978,90,18.504,"Class3"
24.623,NA,59.111,16.472,72.488,"C",61,10.203,45,10.307,"Class2"
43.497,68.781,56.392,34.869,72.64,"K",12,63.3,88,54.044,"Class3"
48.064,65.166,35.027,70.511,71.527,"H",12,74.047,89,27.713,"Class3"
63.502,28.422,36.007,62.404,45.119,"N",70,39.528,33,44.857,"Class4"
21.733,60.315,55.734,16.623,49.721,"G",91,8.983,27,11.031,"Class2"
72.991,86.356,54.138,35.769,48.292,"C",55,53.273,57,-8.542,"Class1"
52.311,66.173,NA,31.077,70.454,"W",13,61.739,90,57.374,"Class3"
56.59,67.763,39.726,71.341,89.874,"W",11,71.869,88,16.09,"Class3"
60.467,67.635,37.735,66.372,65.183,"K",12,71.793,87,44.136,"Class3"
66.09,65.312,32.132,24.062,113.143,"W",11,67.673,86,51.248,"Class3"
6.366,38.462,34.835,38.014,44.289,"Q",72,38.304,34,43.2,"Class4"
80.068,NA,64.125,33.646,71.416,"C",52,55.713,68,71.397,"Class1"
28.822,85.614,32.368,67.83,32.538,"I",75,39.555,39,44.695,"Class4"
62.497,NA,36.266,69.583,61.86,"K",12,69.403,87,39.557,"Class3"
53.392,65.18,55.031,49.648,62.498,"Q",13,66.736,88,27.114,"Class3"
18.066,62.899,54.159,16.702,45.401,"G",90,13.853,28,10.794,"Class2"
2.821,25.641,58.834,16.389,11.177,"G",52,8.946,18,10.906,"Class2"
0.152,78.996,22.929,63.782,38.364,"N",74,25.189,38,42.944,"Class4"
41.77,NA,46.083,77.708,35.098,"Q",74,38.418,40,45.914,"Class4"
72.615,80.288,57.603,35.529,45.59,"R",34,59.337,67,20.806,"Class1"
43.88,66.133,63.347,47.67,35.069,"K",13,70.717,84,49.885,"Class3"
80.434,78.171,59.25,36.588,50.293,"Q",60,40.199,53,8.206,"Class1"
24.12,42.578,58.637,16.636,39.535,"F",57,4.284,33,10.539,"Class2"
4.192,45.079,41.277,40.684,37.613,"N",75,27.286,40,45.875,"Class4"
44.593,84.385,56.963,40.2,45.059,"Y",58,49.753,62,64.469,"Class1"
48.471,54.615,32.135,39.339,26.475,"D",66,34.544,34,43.013,"Class4"
62.289,66.782,45.514,36.512,52.485,"K",12,64.775,87,34.848,"Class3"
87.702,71.481,56.722,36.24,54.921,"Q",59,35.423,64,45.193,"Class1"
22.332,25.624,32.692,36.762,35.83,"D",73,17.054,35,44.352,"Class4"
46.076,69.222,38.222,41.271,40.383,"J",70,38.014,37,43.464,"Class4"
64.474,46.714,-5.485,33.545,31.933,"Q",68,32.71,35,49.209,"Class4"
21.983,42.066,43.005,17.835,43.5,"N",76,33.129,36,42.63,"Class4"
68.408,83.23,55.733,36.543,43.632,"A",38,43.927,64,84.072,"Class1"
20.811,58.946,58.997,16.165,87.236,"J",78,14.533,38,10.166,"Class2"
3.614,71.523,17.671,76.836,43.079,"I",67,28.321,35,49.366,"Class4"
60.736,67.143,26.405,71.879,85.825,"K",13,62.793,85,27.426,"Class3"
46.636,34.304,44.725,70.839,38.104,"D",71,36.513,38,47.483,"Class4"
31.622,57.047,55.167,16.387,71.066,"C",71,8.995,33,10.411,"Class2"
19.122,NA,NA,15.986,61.925,"F",92,15.203,21,10.252,"Class2"
58.127,68.765,25.049,43.492,80.795,"W",12,63.583,95,47.855,"Class3"
52.951,43.887,33.202,54.122,37,"I",69,19.372,33,46.21,"Class4"
55.768,72.425,42.063,88.987,43.473,"Q",71,37.914,41,44.317,"Class4"
55.811,67.451,37.483,39.781,92.326,"Q",12,71.957,83,53.859,"Class3"
3.293,28.222,NA,16.551,62.229,"N",76,11.808,18,10.464,"Class2"
59.427,65.11,39.106,74.499,62.995,"W",11,73.13,83,57.208,"Class3"
63.734,68.527,29.34,38.431,62.729,"Q",13,71.052,88,16.302,"Class3"
49.966,67.782,52.863,95.294,54.176,"F",13,74.76,85,42.981,"Class3"
56.387,31.31,39.931,93.045,44.398,"I",69,25.738,33,44.913,"Class4"
8.431,41.59,28.729,73.649,52.208,"N",76,26.023,40,42.837,"Class4"
13.602,NA,2.307,42.811,44.334,"N",68,32.215,37,44.889,"Class4"
34.456,17.008,55.739,16.747,47.634,"C",88,3.009,31,10.071,"Class2"
76.325,73.028,59.513,35.882,49.712,"R",64,50.789,66,22.521,"Class1"
22.456,42.953,57.952,16.204,59.969,"J",75,12.326,50,10.468,"Class2"
38.034,75.756,16.49,69.409,37.616,"D",71,26.842,35,44.311,"Class4"
54.736,68.206,47.616,52.25,72.603,"F",13,61.256,92,27.983,"Class3"
50.868,75.986,28.388,74.163,49.318,"Q",66,32.506,38,47.261,"Class4"
15.9,48.197,54.802,16.238,27.748,"C",89,5.1,15,10.435,"Class2"
39.837,78.476,50.018,64.882,48.394,"Q",71,25.818,37,45.728,"Class4"
11.72,20.525,57.634,16.349,29.702,"F",76,3.196,19,10.239,"Class2"
65.438,67.292,NA,36.585,52.466,"Y",50,39.425,63,12.764,"Class1"
28.965,42.149,NA,16.804,28.075,"G",78,3.663,38,10.472,"Class2"
87.01,90.318,56.374,34.698,55.596,"C",63,61.437,52,47.402,"Class1"
51.519,NA,45.878,12.48,58.823,"K",12,62.934,92,25.392,"Class3"
21.38,36.522,55.865,16.037,36.177,"C",64,4.898,30,10.72,"Class2"
75.473,71.352,65.89,35.189,42.23,"R",64,57.417,67,45.75,"Class1"
14.627,19.329,56.747,16.633,40.073,"J",53,9.448,49,9.72,"Class2"
5.199,59.173,26.15,62.691,40.053,"Q",71,32.31,33,42.807,"Class4"
69.977,82.206,60.828,36.095,36.254,"C",61,55.852,49,74.907,"Class1"
58.009,68.001,61.009,49.023,65.698,"Q",11,69.792,92,38.221,"Class3"
64.176,67.746,13.694,37.184,79.492,"H",13,74.176,84,31.202,"Class3"
1.431,54.801,57.406,16.053,85.355,"C",50,10.024,34,10.994,"Class2"
54.431,82.68,59.497,34.799,30.084,"C",66,58.349,67,24.846,"Class1"
16.884,54.873,56.685,16.42,42.714,"N",70,6.145,24,10.977,"Class2"
3.904,35.295,56.858,16.362,74.421,"J",71,15.78,30,10.098,"Class2"
31.694,31.426,44.618,38.813,35.571,"N",73,32.314,40,43.845,"Class4"
9.596,34.092,55.084,17.147,56.729,"C",56,14.384,27,11.04,"Class2"
14.375,52.464,52.365,16.622,53.274,"G",64,4.216,51,10.083,"Class2"
33.819,19.119,54.809,15.757,35.249,"J",59,12.444,34,10.653,"Class2"
53.642,44.682,33.074,72.744,49.28,"I",74,37.111,36,45.078,"Class4"
48.867,29.843,28.873,64.978,39.665,"D",69,23.859,37,46.033,"Class4"
16.401,61.92,35.611,67.834,36.437,"Q",71,15.944,41,48.107,"Class4"
60.045,67.411,53.297,18.728,65.666,"Q",13,64.25,91,43.231,"Class3"
32.701,89.025,65.609,36.502,55.929,"R",51,47.231,58,16.431,"Class1"
65.988,65.702,53.351,36.778,102.432,"F",12,68.252,86,45.617,"Class3"
29.719,59.85,57.039,16.542,35.503,"C",62,15.654,27,10.71,"Class2"
87.344,75.275,52.813,35.417,56.505,"A",35,65.648,52,11.352,"Class1"
52.829,67.886,62.806,42.79,71.083,"Q",11,64.233,85,18.856,"Class3"
65.859,65.197,20.283,49.26,88.302,"Q",11,73.72,94,1.6,"Class3"
6.886,36.234,53.269,16.274,47.974,"C",57,12.002,22,10.755,"Class2"
49.476,NA,62.039,36.429,51.217,"C",39,40.507,62,68.205,"Class1"
20.44,18.876,53.094,16.482,61.148,"F",67,9.668,27,10.802,"Class2"
34.409,36.682,54.686,17.008,22.631,"J",84,7.502,25,10.971,"Class2"
67.745,83.463,50.109,36.31,62.175,"Q",42,61.596,67,54.425,"Class1"
45.947,65.677,40.022,29.5,57.772,"H",11,72.269,92,13.76,"Class3"
24.569,77.341,35.956,62.532,37.133,"Q",76,32.819,41,43.553,"Class4"
58.799,65.147,32.359,65.632,71.187,"Q",13,63.4,87,27.358,"Class3"
1.012,50.445,20.902,62.998,39.125,"D",70,18.189,38,45.789,"Class4"
12.224,32.571,58.153,16.208,72.085,"C",91,13.038,46,10.421,"Class2"
