"WUE1","LMS2","ITH3","UVL4","PXI5","SYU6","YPD7","JDF8","VTO9","NOG10","Output8"
41.84,42,75.54,"K",67.69,55,24.73,64.078,35.764,49.608,"Class3"
16.357,10,91.751,"G",17.083,51,-15.515,74.947,44.912,102.606,"Class1"
50.216,35,54.946,"K",67.43,83,24.199,80.128,18.374,48.627,"Class3"
0.72,62,58.687,"N",47.115,54,14.674,14.139,108.452,16.918,"Class2"
92.279,14,92.124,"R",26.136,40,60.338,74.675,38.155,49.058,"Class1"
77.334,12,91.145,"R",34.199,9,37.077,74.894,39.166,82.516,"Class1"
78.89,35,59.107,"N",45.054,76,12.996,12.914,65.786,38.772,"Class2"
39.997,47,43.753,"A",33.272,61,12.346,10.42,85.74,31.556,"Class2"
55.081,2,71.109,"W",22.885,72,22.013,14.23,74.061,23.138,"Class2"
59.479,16,70.139,"L",67.17,78,47.427,50.928,60.497,59.659,"Class3"
76.74,22,96.587,"I",33.701,55,72.724,74.663,37.657,30.481,"Class1"
28.923,2,78.21,"X",44.406,69,14.619,12.547,67.086,29.91,"Class2"
36.764,2,61.951,"K",57.662,78,19.607,14.146,74.621,61.893,"Class2"
60.716,13,93.559,"R",18.923,3,11.449,74.382,41.066,30.228,"Class1"
55.489,89,74.383,"K",39.941,57,18.981,13.938,73.474,18.594,"Class2"
70.09,28,40.948,"L",67.684,57,51.983,68.261,38.803,54.714,"Class3"
67.008,13,93.59,"G",23.667,22,61.252,74.611,26.028,66.098,"Class1"
71.038,46,55.117,"A",44.386,73,25.48,14.115,68.533,65.35,"Class2"
49.636,32,68.815,"W",67.836,68,42.349,71.242,40.332,54.893,"Class3"
68.547,62,81.133,"X",24.814,63,20.354,13.964,85.274,47.03,"Class2"
74.823,50,75.214,"W",46.195,68,6.537,12.529,48.054,32.035,"Class2"
83.748,49,50.468,"X",20.676,55,21.846,10.373,76.197,9.101,"Class2"
33.916,14,41.323,"W",67.854,73,49.517,50.405,12.541,59.689,"Class3"
65.688,18,95.532,"U",24.969,49,66.97,74.73,29.918,55.522,"Class1"
17.493,22,70.179,"W",21.44,68,11.245,11.504,78.804,20.529,"Class2"
87.121,14,94.996,"R",33.437,9,34.224,74.711,41.907,48.49,"Class1"
51.738,94,82.757,"K",33.2,57,13.687,11.319,55.056,45.375,"Class2"
31.974,60,84.744,"N",56.102,61,7.35,14.983,82.118,35.787,"Class2"
35.772,64,59.048,"X",51.488,76,11.653,12.539,89.994,50.039,"Class2"
87.101,13,91.89,"S",22.983,51,44.54,74.523,41.851,45.629,"Class1"
62.244,24,63.048,"X",54.682,70,12.041,14.039,57.516,11.157,"Class2"
98.024,8,94.2,"U",17.659,47,35.96,74.236,33.654,38.951,"Class1"
63.117,33,91.485,"X",40.561,64,27.049,14.849,59.346,46.167,"Class2"
9.719,11,90.23,"R",33.928,6,58.252,74.825,39.608,36.934,"Class1"
73.497,17,94.134,"I",25.618,28,32.751,74.612,47.85,70.769,"Class1"
46.946,14,92.748,"G",32.94,4,24.922,74.297,54.915,30.054,"Class1"
54.704,56,36.247,"L",67.672,90,36.611,84.524,39.094,51.935,"Class3"
50.33,15,95.129,"R",18.659,15,57.213,74.011,28.301,83.669,"Class1"
93.42,16,93.476,"I",20.314,19,71.207,74.623,45.062,60.906,"Class1"
73.615,8,90.243,"R",33.981,18,63.799,74.144,53.389,50.801,"Class1"
63.101,83,85.569,"K",33.617,69,19.979,11.343,69.681,30.846,"Class2"
50.53,10,74.818,"W",67.071,87,42.251,63.061,34.22,46.926,"Class3"
65.851,5,93.83,"G",33.53,13,24.826,74.24,33.074,56.236,"Class1"
70.442,10,96.149,"S",25.578,17,39.754,74.787,46.62,-5.091,"Class1"
36.774,17,95.83,"U",33.541,16,14.158,74.196,34.349,44.181,"Class1"
78.584,4,79.803,"W",49.086,63,7.612,10.536,76.666,17.791,"Class2"
45.288,19,90.166,"G",32.195,21,91.67,74.202,31.354,-0.415,"Class1"
53.572,68,39.412,"K",67.815,83,54.71,72.231,24.336,43.639,"Class3"
63.333,88,84.197,"X",27.269,77,3.997,14.765,87.857,43.804,"Class2"
52.367,34,73.299,"N",67.763,71,40.335,53.86,32.04,63.974,"Class3"
41.555,50,70.974,"N",67.751,64,35.524,63.174,22.639,56.371,"Class3"
67.963,6,91.992,"I",30.704,48,57.925,74.512,65.693,66.562,"Class1"
73.585,12,92.907,"S",13.499,46,12.814,74.076,34.539,50.653,"Class1"
70.963,17,55.319,"X",33.085,62,12.624,11.33,77.973,15.445,"Class2"
85.892,19,74.044,"X",44.02,71,14.22,10.5,85.679,46.406,"Class2"
48.834,33,58.679,"X",67.009,93,68.36,53.913,29.169,52.11,"Class3"
36.961,4,62.204,"K",60.143,57,12.785,14.011,78.781,60.483,"Class2"
46.146,59,36.617,"N",67.159,91,33.686,68.475,35.184,54.981,"Class3"
41.567,92,89.284,"W",44.668,73,23.544,14.641,72.427,8.423,"Class2"
55.652,67,51.486,"K",67.067,88,26.095,78.694,58.343,56.471,"Class3"
48.506,29,68.083,"X",67.9,92,46.343,58.951,37.405,54.051,"Class3"
25.784,17,90.765,"I",24.323,19,5.685,74.579,36.825,28.245,"Class1"
62.386,14,94.912,"G",27.687,4,81.903,74.556,41.903,63.394,"Class1"
61.227,11,69.451,"N",67.873,62,58.944,49.631,53.642,50.551,"Class3"
30.013,10,91.489,"I",32.434,41,27.726,74.363,40.003,25.973,"Class1"
44.328,51,74.693,"K",67.968,70,33.672,73.774,53.518,42.528,"Class3"
65.323,6,94.818,"G",15.879,17,-4.772,74.399,55.192,51.134,"Class1"
71.164,6,90.539,"U",14.449,43,27.874,74.033,26.908,57.572,"Class1"
64.165,27,53.738,"K",30.515,57,18.922,13.296,74.95,22.039,"Class2"
44.64,30,70.406,"N",67.598,76,24.588,68.48,47.375,48.298,"Class3"
99.656,9,88.519,"W",46.643,64,14.078,12.792,74.866,44.64,"Class2"
65.534,24,71.766,"N",67.441,86,33.209,58.9,19.728,57.824,"Class3"
42.103,29,55.435,"N",67.941,59,23.555,74.175,32.859,51.985,"Class3"
49.915,8,73.228,"A",42.492,66,8.107,11.135,75.658,-15.851,"Class2"
44.521,42,44.033,"N",23.763,73,9.967,14.911,70.914,56.807,"Class2"
39.641,21,92.132,"S",26.192,10,11.59,74.788,38.409,68.627,"Class1"
31.106,11,92.143,"S",28.82,17,27.41,74.324,61.615,15.608,"Class1"
39.649,40,48.428,"X",67.977,78,38.191,61.053,30.595,60.038,"Class3"
50.236,58,57.184,"W",67.553,84,44.299,72.285,34.259,54.991,"Class3"
20.601,21,66.62,"K",60.112,62,14.153,10.348,84.434,43.815,"Class2"
41.87,44,49.085,"L",67.802,77,35.082,73.617,51.329,49.772,"Class3"
64.759,19,92.529,"G",22.871,23,51.341,74.913,44.052,58.655,"Class1"
38.856,44,60.565,"A",38.731,63,22.864,14.829,71.433,73.285,"Class2"
69.334,6,96.033,"S",32.504,25,33.045,74.668,36.458,82.925,"Class1"
56.905,26,47.169,"W",50.37,60,16.259,10.705,56.16,82.234,"Class2"
60.764,32,52.997,"L",67.251,59,47.962,51.564,28.83,50.502,"Class3"
41.198,11,92.92,"G",20.864,3,39.182,74.608,32.392,81.687,"Class1"
63.787,7,95.242,"U",34.129,43,68.499,74.084,63.071,62.249,"Class1"
61.187,53,70.6,"N",67.066,65,39.655,68.168,40.732,59.899,"Class3"
52.018,13,73.45,"W",49.874,66,7.26,11.654,61.852,42.23,"Class2"
104.44,13,95.124,"S",22.335,48,11.93,74.837,55.459,27.375,"Class1"
73.672,18,94.649,"G",31,48,39.454,74.588,47.245,44.574,"Class1"
61.166,63,37.877,"N",67.029,60,39.042,85.814,46.5,40.63,"Class3"
56.56,2,88.287,"K",52.77,77,11.55,13.429,83.539,49.875,"Class2"
97.241,88,61.377,"W",59.079,72,13.393,12.196,84.41,11.942,"Class2"
63.818,33,60.587,"X",67.717,91,41.183,82.198,34.724,47.294,"Class3"
47.824,50,72.314,"X",46.058,57,11.001,12.519,75.99,75.941,"Class2"
55.638,47,35.311,"L",67.077,78,49.93,56.983,26.745,50.709,"Class3"
63.148,28,72.737,"W",67.121,87,57.345,53.209,62.97,52.317,"Class3"
53.132,39,74.887,"L",67.973,90,52.704,NA,34.98,60.671,"Class3"
89.402,9,95.644,"I",17.919,31,24.118,74.858,41.46,82.847,"Class1"
64.106,5,95.828,"G",24.553,15,40.375,74.838,49.885,39.653,"Class1"
66.2,19,91.005,"I",29.373,40,18.587,74.584,43.417,61.628,"Class1"
104.365,29,68.276,"W",47.102,64,19.993,14.657,82.946,0.902,"Class2"
31.308,76,93.056,"W",44.346,58,8.029,14.413,80.345,38.667,"Class2"
85.13,8,56.248,"W",22.479,55,21.3,NA,90.97,55.466,"Class2"
28.787,10,94.944,"U",16.415,11,24.286,74.699,39.232,46.027,"Class1"
37.189,10,54.231,"A",27.287,63,17.32,11.384,75.763,57.612,"Class2"
33.129,83,49.726,"W",26.673,72,20.139,13.234,75.192,-12.456,"Class2"
95.537,76,70.352,"N",38.966,61,15.943,10.271,79.052,24.515,"Class2"
52.823,36,67.362,"N",67.346,92,44.806,68.463,35.724,59.419,"Class3"
55.144,49,41.244,"W",67.858,81,36.412,70.385,59.745,55.514,"Class3"
78.25,78,54.114,"K",43.477,76,14.059,10.172,76.304,36.822,"Class2"
63.944,20,92.086,"G",31.929,34,57.973,74.835,40.009,45.283,"Class1"
59.625,23,37.4,"W",67.14,63,49.546,76.856,53.301,47.816,"Class3"
45.467,64,37.114,"X",67.34,55,39.178,72.433,64.406,62.336,"Class3"
55.805,42,53.215,"N",67.391,81,10.452,54.98,48.364,54.006,"Class3"
47.639,5,92.549,"G",30.392,4,55.77,74.959,29.364,48.662,"Class1"
43.884,95,67.705,"N",50.862,75,10.568,10.51,90.418,-12.599,"Class2"
94.83,11,90.903,"G",13.634,50,26.24,74.329,34.587,71.052,"Class1"
48.626,11,96.66,"R",27.502,12,40.18,74.292,40.645,62.711,"Class1"
59.598,54,39.401,"X",67.825,69,29.698,57.635,33.343,66.275,"Class3"
55.03,16,90.023,"R",28.842,45,58.876,74.997,42.509,78.909,"Class1"
43.77,53,54.335,"N",67.137,96,32.172,62.608,34.763,52.241,"Class3"
72.325,20,96.36,"I",31.864,14,40.973,74.816,38.979,29.873,"Class1"
82.262,22,91.04,"R",28.761,33,27.822,74.75,46.428,53.166,"Class1"
62.958,11,91.351,"G",34.634,3,25.844,74.918,55.467,40.217,"Class1"
97.815,12,96.352,"U",13.828,35,58.802,74.338,25.231,77.368,"Class1"
67.236,21,91.801,"G",17.526,9,-4.075,74.392,30.542,37.378,"Class1"
80.61,6,96.098,"R",33.873,33,58.544,74.609,25.038,40.675,"Class1"
58.75,10,96.211,"S",30.517,44,36.489,74.112,41.333,91.205,"Class1"
51.791,66,48.227,"W",67.674,87,39.734,60.335,23.465,65.936,"Class3"
18.607,25,86.509,"W",47.694,65,5.134,10.783,71.917,53.064,"Class2"
62.119,30,67.812,"W",67.604,84,18.661,61.536,40.221,46.409,"Class3"
58.683,28,53.911,"N",67.135,68,23.808,81.007,36.204,59.098,"Class3"
69.726,63,63.437,"A",20.187,69,17.463,11.547,NA,35.668,"Class2"
98.041,57,81.31,"W",30.358,56,15.734,14.706,82.642,42.174,"Class2"
41.745,41,56.732,"W",67.591,84,43.916,55.874,40.454,56.556,"Class3"
50,85,68.667,"X",36.516,63,12.456,14.736,87.732,22.216,"Class2"
87.465,43,61.147,"K",39.114,77,6.596,10.491,61.491,8.783,"Class2"
18.489,13,94.931,"I",28.961,37,41.677,74.179,40.419,17.336,"Class1"
55.587,54,62.929,"N",51.31,56,20.494,14.258,95.552,34.019,"Class2"
58.359,31,67.224,"W",67.946,84,48.182,80.201,32.565,53.927,"Class3"
40.396,14,50.322,"W",27.364,70,21.469,11.953,72.762,15.009,"Class2"
109.563,10,94.437,"I",31.823,43,32.05,74.297,49.742,52.035,"Class1"
68.642,11,46.305,"L",67.529,69,52.806,78.426,66.97,59.711,"Class3"
34.754,89,76.915,"N",35.198,63,11.22,12.637,92.215,39.875,"Class2"
63.38,18,93.413,"R",25.499,8,41.145,74.769,41.345,69.402,"Class1"
48.59,44,48.282,"W",67.982,56,36.463,74.388,34.851,56.443,"Class3"
98.442,30,63.117,"W",56.304,77,16.606,12.97,55.119,45.158,"Class2"
49.129,50,54.009,"L",67.105,92,41.828,61.166,31.092,47.451,"Class3"
62.721,26,51.999,"N",67.357,74,43.097,57.121,36.51,56.056,"Class3"
59.538,90,64.818,"N",27.685,66,5.588,13.562,51.195,14.742,"Class2"
46.026,27,37.061,"N",67.14,69,48.733,66.821,50,62.44,"Class3"
47.19,9,92.991,"S",25.879,40,31.609,74.759,45.271,16.951,"Class1"
63.193,83,60.184,"K",20.068,69,29.49,13.009,76.225,6.615,"Class2"
91.892,9,93.682,"G",22.448,9,45.828,74.176,26.241,2.938,"Class1"
75.61,67,90.305,"K",22.818,76,24.693,13.879,68.207,72.606,"Class2"
43.598,10,94.721,"R",29.512,5,45.138,74.793,46.667,57.977,"Class1"
63.037,79,94.995,"W",47.63,60,11.443,11.566,57.836,29.609,"Class2"
88.552,22,93.125,"G",21.239,13,1.325,74.197,NA,67.496,"Class1"
43.589,63,89.682,"W",34.187,72,17.109,12.167,80.589,43.303,"Class2"
44.789,48,71.441,"N",67.449,72,25.17,83.36,33.697,60.641,"Class3"
46.286,69,55.937,"K",67.277,84,39.151,59.069,59.042,60.334,"Class3"
40.983,18,53.7,"X",67.267,86,54.664,80.025,49.09,49.056,"Class3"
78.09,25,48.098,"X",43.324,65,18.5,12.019,69.66,32.915,"Class2"
46.271,12,46.319,"K",67.975,55,64.385,61.154,25.609,55.382,"Class3"
57.647,10,82.151,"W",49.694,58,14.653,14.508,58.237,73.583,"Class2"
39.558,8,59.991,"N",67.302,69,41.217,80.835,42.632,63.928,"Class3"
50.217,38,89.112,"W",33.553,60,20.652,13.79,83.008,26.717,"Class2"
44.112,24,63.64,"K",67.174,91,46.539,59.844,55.068,48.199,"Class3"
48.162,58,35.393,"L",67.944,80,41.829,69.522,41.476,53.518,"Class3"
18.092,20,93.351,"G",19.261,21,33.44,74.661,43.779,35.3,"Class1"
74.77,8,92.405,"R",29.778,41,37.12,74.944,49.538,37.84,"Class1"
69.691,47,65.279,"K",53.458,72,18.857,14.948,101.21,-12.08,"Class2"
51.742,49,37.665,"X",67.42,77,49.902,51.973,49.421,61.594,"Class3"
75.243,11,59.07,"K",33.794,62,13.765,14.888,92.409,34.186,"Class2"
59.404,14,72.693,"W",67.711,78,66.36,72.175,35.309,60.97,"Class3"
48.758,6,96.126,"S",28.315,51,26.644,74.689,49.713,43.68,"Class1"
56.585,10,93.671,"R",32.271,44,79.722,74.782,NA,44.126,"Class1"
56.83,46,76.798,"W",27.649,64,15.026,12.307,64.295,33.906,"Class2"
69.636,13,90.746,"U",15.737,14,18.279,74.919,44.898,78.708,"Class1"
35.413,23,93.269,"N",55.223,70,9.822,14.378,74.682,6.032,"Class2"
42.559,7,66.684,"A",36.099,75,1.457,10.14,74.308,30.09,"Class2"
55.473,66,72.86,"K",67.322,93,38.144,72.194,48.703,59.299,"Class3"
44.883,10,70.137,"L",67.289,94,50.914,56.891,44.619,48.567,"Class3"
62.609,16,95.798,"U",13.529,26,23.632,74.944,48.153,-48.416,"Class1"
47.475,27,55.206,"N",67.908,66,61.323,64.518,12.516,48.591,"Class3"
50.573,39,49.72,"W",67.057,59,41.222,63.297,45.469,48.411,"Class3"
42.248,32,92.418,"X",40.668,67,29.779,13.811,77.852,34.931,"Class2"
77.284,87,55.161,"X",29.193,71,13.301,13.483,70.725,27.701,"Class2"
104.007,22,93.615,"G",32.158,37,-5.775,74.224,48.864,29.106,"Class1"
78.952,6,91.772,"S",25.471,41,16.487,74.648,30.246,52.403,"Class1"
55.506,47,76.084,"K",25.915,70,8.834,10.693,59.022,58.591,"Class2"
81.741,45,82.63,"W",52.521,63,12.425,13.034,50.504,49.466,"Class2"
36.702,11,54.708,"L",67.813,67,51.911,59.942,40.974,57.085,"Class3"
52.134,50,73.644,"L",67.177,83,39.821,63.337,27.503,58.317,"Class3"
34.395,49,48.662,"K",38.371,73,2.826,11.356,74.391,28.799,"Class2"
24.54,37,54.009,"K",43.997,60,14.205,11.114,82.846,61.898,"Class2"
28.528,16,59.058,"L",67.056,89,33.536,72.809,38.843,41.492,"Class3"
41.697,12,90.613,"S",23.453,38,76.316,74.247,43.054,49.654,"Class1"
48.112,48,58.056,"K",67.282,57,31.943,63.003,16.233,46.171,"Class3"
46.806,27,68.236,"A",21.471,57,13.753,10.068,66.551,63.113,"Class2"
71.471,22,93.842,"I",30.929,52,59.029,74.394,48.992,47.708,"Class1"
83.343,21,90.389,"I",17.155,15,9.127,74.723,33.697,92.645,"Class1"
10.379,44,58.788,"K",31.773,71,8.953,13.37,85.6,17.015,"Class2"
51.958,20,95.015,"R",14.781,38,21.391,74.131,41.924,40.214,"Class1"
14.318,29,85.816,"W",43.021,66,15.411,10.374,84.623,33.394,"Class2"
41.866,12,96.302,"S",18.347,36,45.198,74.904,42.188,59.71,"Class1"
80.219,17,96.185,"G",34.466,49,53.706,74.018,32.954,24.722,"Class1"
43.892,45,62.801,"W",67.054,60,30.75,60.362,46.351,56.137,"Class3"
53.958,10,90.675,"I",20.919,48,16.507,NA,54.179,33.281,"Class1"
55.192,55,59.537,"W",67.095,59,40.825,56.673,51.515,45.701,"Class3"
86.55,19,96.864,"G",29.392,12,75.504,74.673,32.014,16.592,"Class1"
21.448,31,91.002,"A",47.671,74,10.425,10.232,60.916,64.253,"Class2"
51.627,23,46.64,"L",67.982,80,59.767,78.777,46.044,46.598,"Class3"
87.801,86,50.362,"A",46.463,64,11.823,NA,59.917,41.115,"Class2"
75.093,65,78.953,"N",35.157,61,14.947,10.96,76.453,65.55,"Class2"
76.626,55,90.544,"K",33.213,66,11.899,13.327,96.266,85.38,"Class2"
55.964,35,90.446,"W",25.611,54,13.011,12.456,62.871,58.257,"Class2"
52.42,37,62.167,"W",67.114,79,61.142,70.262,18.996,59.55,"Class3"
50.674,18,94.045,"I",31.443,25,37.393,74.186,47.924,86.44,"Class1"
74.148,17,90.135,"R",33.245,17,49.366,74.124,42.73,66.993,"Class1"
22.013,33,85.328,"W",21.538,67,7.947,12.725,96.669,3.507,"Class2"
76.56,34,65.16,"A",21.213,67,7.638,14.748,80.024,72.872,"Class2"
91.72,21,94.288,"G",28.243,54,48.724,74.395,37.797,39.819,"Class1"
52.924,14,95.31,"S",27.505,4,10.02,74.238,68.886,47.384,"Class1"
32.217,40,84.227,"X",34.641,58,8.981,12.162,92.081,13.47,"Class2"
63.879,13,93.365,"I",25.108,19,47.68,74.304,50.925,93.5,"Class1"
41.824,16,96.398,"U",33.861,42,31.009,74.002,40.276,40.923,"Class1"
84.568,9,96.279,"S",15.792,54,49.95,74.352,50.882,104.477,"Class1"
43.809,51,47.311,"L",67.096,57,53.931,NA,55.581,52.99,"Class3"
49.836,10,90.569,"S",15.044,46,16.146,74.38,41,112.57,"Class1"
33.875,66,48.964,"K",47.062,58,11.953,10.542,71.19,32.554,"Class2"
41.734,37,73.145,"L",67.868,63,61.881,68.364,36.175,58.09,"Class3"
55.323,19,79.379,"X",59.944,78,18.353,13.364,82.922,32.569,"Class2"
65.504,35,69.924,"X",67.422,83,28.685,84.259,29.55,56.819,"Class3"
36.024,23,78.346,"X",20.44,55,13.094,12.772,101.425,19.013,"Class2"
53.807,6,96.807,"U",20.968,19,97.913,74.291,46.2,30.748,"Class1"
45.662,4,61.98,"N",31.431,55,14.736,11.702,76.497,37.89,"Class2"
60.727,8,90.882,"X",40.726,78,13.441,14.137,72.566,40.394,"Class2"
30.721,16,75.699,"W",67.6,97,49.389,49.581,55.476,49.162,"Class3"
89.703,5,92.925,"U",23.447,41,62.982,74.94,26.635,39.289,"Class1"
61.889,8,91.512,"S",24.747,7,73.643,74.733,26.861,19.824,"Class1"
52.604,37,58.366,"N",20.301,60,14.46,NA,84.454,38.279,"Class2"
35.775,44,55.199,"L",67.153,85,59.122,60.529,36.471,61.484,"Class3"
74.231,15,93.896,"I",19.891,19,49.634,74.033,33.726,-29.684,"Class1"
56.514,32,63.327,"N",37.29,57,17.707,12.605,NA,39.563,"Class2"
69.686,13,94.311,"I",34.415,53,49.764,74.741,47.551,32.963,"Class1"
37.509,46,56.581,"K",67.735,66,61.181,79.926,31.869,63.811,"Class3"
82.287,8,92.927,"G",31.066,17,-0.557,74.913,37.31,61.687,"Class1"
76.262,13,93.606,"G",20.578,54,86.27,NA,43.888,19.978,"Class1"
-10.012,6,81.969,"W",37.589,78,0.972,11.791,89.732,44.995,"Class2"
57.977,21,93.035,"R",34.888,51,6.253,74.468,69.866,78.05,"Class1"
31.675,21,96.923,"U",28.171,8,-9.691,74.482,32.42,47.86,"Class1"
52.77,8,91.76,"I",18.804,38,10.333,74.772,46.497,47.535,"Class1"
81.04,14,72.718,"N",49.634,57,11.534,13.719,68.919,75.884,"Class2"
59.158,10,93.295,"I",15.579,20,38.257,74.762,66.599,72.845,"Class1"
71.923,28,45.25,"N",39.272,72,21.84,13.68,59.675,35.559,"Class2"
49.353,64,54.693,"X",67.773,90,25.074,85.796,43.792,56.143,"Class3"
49.934,44,69.87,"N",38.471,60,12.078,10.102,62.874,25.161,"Class2"
44.194,16,47.14,"W",31.016,76,8.979,14.182,50.534,26.027,"Class2"
50.89,24,63.108,"W",67.29,79,42.81,68.741,33.131,56.592,"Class3"
32.522,63,51.048,"A",21.377,64,14.456,10.354,94.611,24.653,"Class2"
44.386,21,72.425,"W",67.133,55,34.504,NA,45.922,52.97,"Class3"
18.33,33,77.085,"X",54.45,74,15.831,11.819,73.423,23.223,"Class2"
19.073,89,69.916,"A",60.553,69,25.954,12.718,102.392,41,"Class2"
13.422,22,91.208,"S",30.204,15,33.683,74.801,63.067,58.793,"Class1"
63.811,46,40.176,"K",67.057,94,49.581,81.87,31.054,50.995,"Class3"
40.308,46,65.34,"L",67.155,89,43.393,57.067,21.413,58.642,"Class3"
63.638,20,70.685,"N",25.261,64,3.016,12.744,73.835,20.217,"Class2"
59.279,45,61.252,"X",67.234,80,25.333,60.535,40.407,58.017,"Class3"
111.796,42,54.94,"K",51.055,65,24.045,14.285,64.371,33.176,"Class2"
64.375,56,55.958,"K",29.004,55,24.225,13.39,81.53,45.179,"Class2"
48.426,7,44.358,"W",67.644,85,52.937,57.519,14.853,48.444,"Class3"
48.042,68,43.628,"K",67.227,69,41.415,48.476,39.506,40.311,"Class3"
57.982,55,73.665,"W",67.723,61,44.899,69.204,41.737,50.519,"Class3"
54.063,19,95.906,"I",20.991,17,51.272,NA,36.838,78.914,"Class1"
63.51,44,73.09,"K",67.586,65,38.531,73.604,35.964,53.039,"Class3"
73.491,34,80.724,"A",33.78,76,12.668,13.644,68.619,29.057,"Class2"
74.593,50,56.082,"X",56.65,78,17.955,14.603,88.2,39.483,"Class2"
77.627,66,65.826,"N",38.202,66,24.598,11.125,65.065,40.227,"Class2"
60.319,69,64.244,"W",38.236,63,7.221,10.544,87.262,48.98,"Class2"
57.695,47,38.265,"K",67.657,87,46.134,76.237,56.675,45.032,"Class3"
68.375,21,90.023,"S",34.832,27,45.179,74.579,NA,83.756,"Class1"
43.604,24,73.181,"W",67.182,67,51.225,68.573,32.777,44.185,"Class3"
39.027,95,65.817,"K",59.512,69,25.204,10.803,78.864,32.615,"Class2"
63.82,34,50.436,"X",67.006,96,59.192,48.553,20.903,57.118,"Class3"
88.983,2,43.323,"A",21.998,73,16.198,10.974,65.438,44.092,"Class2"
49.062,21,50.292,"X",67.635,88,10.383,49.484,15.969,55.026,"Class3"
58.938,30,61.929,"X",67.565,90,56.86,65.326,32.454,52.265,"Class3"
42.551,15,91.876,"I",21.851,52,78.117,74.877,NA,100.467,"Class1"
45.089,64,68.094,"W",67.405,89,37.638,79.917,35.802,48.895,"Class3"
57.477,64,45.763,"K",27.009,74,9.624,10.514,68.021,44.808,"Class2"
25.092,19,92.553,"G",20.775,41,52.49,74.885,34.187,28.499,"Class1"
44.281,41,50.43,"L",67.486,57,39.323,52.555,25.18,64.026,"Class3"
49.229,53,45.319,"W",67.827,97,47.415,82.795,49.918,53.426,"Class3"
67.063,96,60.634,"N",32.36,55,21.782,12.084,54.074,40.934,"Class2"
72.113,8,95.123,"R",21.931,15,35.341,74.015,20.693,62.802,"Class1"
44.634,70,60.871,"X",24.311,63,23.237,13.173,59.218,36.689,"Class2"
60.989,34,53.398,"K",67.149,59,71.717,80.597,48.596,50.858,"Class3"
46.551,92,49.333,"X",51.082,78,6.345,11.402,69.149,30.271,"Class2"
60.927,64,48.905,"N",42.893,74,13.57,10.277,61.174,126,"Class2"
43.701,41,35.327,"X",67.353,90,64.39,85.161,23.036,49.461,"Class3"
87.462,46,57.837,"X",29.659,54,7.653,14.801,76.689,35.498,"Class2"
48.142,26,74.425,"L",67.764,56,43.629,53.969,45.168,55.216,"Class3"
66.083,11,94.634,"R",22.909,4,17.608,74.155,39.189,42.174,"Class1"
48.479,6,96.812,"G",34.358,20,42.48,74.441,30.48,92.546,"Class1"
52.265,11,95.734,"S",29.756,48,42.018,74.728,45.662,29.939,"Class1"
32.633,2,73.123,"N",24.433,78,20.636,10.317,46.795,28.203,"Class2"
56.258,67,59.033,"X",67.037,98,61.082,70.805,28.415,52.016,"Class3"
48.5,10,45.81,"K",67.38,55,26.615,81.29,52.057,50.87,"Class3"
48.389,16,91.148,"I",19.86,31,36.436,74.119,29.362,30.22,"Class1"
73.441,72,59.759,"X",32.917,68,11.023,10.973,70.117,59.666,"Class2"
47.781,17,50.131,"N",67.035,93,48.141,74.757,46.04,46.247,"Class3"
53.323,17,95.29,"G",16.026,28,65.29,74.698,64.36,-2.84,"Class1"
57.994,18,56.236,"L",67.349,70,40.65,58.183,32.135,48.267,"Class3"
39.766,41,64.233,"N",67.13,64,64.915,85.503,44.841,49.751,"Class3"
50.349,17,35.098,"L",67.504,74,58.642,83.82,30.756,56.192,"Class3"
65.28,36,67.113,"W",67.786,87,56.805,53.115,35.799,55.455,"Class3"
35.821,79,57.022,"N",42.835,66,11.069,12.951,58.156,44.053,"Class2"
53.21,11,50.021,"X",67.433,76,38.649,79.45,50.634,57.221,"Class3"
42.94,11,95.059,"R",19.598,22,59.408,74.554,52.551,23.718,"Class1"
84.454,11,91.165,"R",29.678,55,44.639,74.817,40.216,65.545,"Class1"
39.549,7,93.935,"S",17.467,46,36.037,74.07,42.276,28.763,"Class1"
92.47,52,53.332,"X",48.934,66,12.036,11.433,72.295,19.16,"Class2"
77.394,17,93.268,"X",38.018,67,17.395,10.284,73.079,24.583,"Class2"
38.338,46,46.942,"N",67.608,97,15.329,74.597,33.157,55.86,"Class3"
54.843,25,60.618,"A",54.727,75,24.026,13.42,87.116,24.326,"Class2"
79.911,16,92.169,"I",26.351,40,90.132,74.06,43.976,64.164,"Class1"
48.663,41,71.14,"L",67.506,70,19.202,72.408,47.93,64.821,"Class3"
34.563,35,80.79,"X",33.713,78,21.5,11.366,81.586,39.513,"Class2"
17.905,16,90.647,"R",27.357,5,42.447,74.254,32.352,32.829,"Class1"
37.881,10,93.59,"S",14.049,25,54.565,74.394,31.154,57.338,"Class1"
54.319,55,74.286,"N",67.367,64,26.35,65.028,43.733,63.091,"Class3"
76.003,86,72.076,"X",56.621,64,26.584,13.105,80.672,20.954,"Class2"
36.828,8,94.805,"I",22.924,23,44.376,74.145,50.776,60.248,"Class1"
61.705,86,48.978,"W",50.223,70,17.837,11.953,75.546,52.28,"Class2"
31.262,54,64.719,"X",29.109,59,13.842,11.859,73.238,38.286,"Class2"
24.677,29,77.115,"K",27.135,55,25.76,11.633,68.466,27.407,"Class2"
