"PCX1","UYL2","SCG3","LUM4","LRN5","Output12","USH6","UNA7","PIG8","BYQ9","XJG10","QVC11"
94.314,"Q","N",13.978,56.347,"Class2",39.781,27,51.613,13.521,77.592,20.217
97.26,"Q","S",5.1,57.36,"Class2",40.276,33,41.771,13.671,51.976,22.234
62.376,"U","P",8.45,56.691,"Class2",36.353,30,37.839,7.645,71.626,19.321
94.072,"N","E",28.027,NA,"Class1",84.071,58,84.501,68.298,55.946,36.026
70.117,"B","C",31.711,7.434,"Class1",78.181,80,78.384,59.42,46.97,52.697
21.347,"W","O",40.725,12.894,"Class3",79.992,95,1.279,23.665,61.842,47.136
54.798,"E","E",29.315,5.563,"Class1",83.241,67,91.634,65.278,46.915,74.209
51.986,"L","P",14.078,58.946,"Class2",36.078,28,44.9,3.936,69.382,20.589
21.044,"W","O",44.158,9.44,"Class3",79.482,96,10.756,43.025,64.507,59.835
78.931,"L","S",4.772,56.192,"Class2",35.201,29,46.025,16.851,94.637,22.554
80.48,"N","E",31.003,6.037,"Class1",74.641,76,78.886,60.341,48.705,27.368
97.704,"Q","N",26.517,57.013,"Class2",41.465,25,51.187,13.525,55.737,14.962
76.616,"L","Q",31.34,8.063,"Class1",90.116,83,66.74,61.35,46.634,27.333
22.716,"G","I",45.516,NA,"Class3",79.673,92,2.428,31.785,80.229,40.579
36.92,"D","K",36.417,56.04,"Class2",37.573,25,48.665,5.417,73.153,12.283
82.205,"M","K",41.986,57.906,"Class2",41.951,30,32.382,12.093,90.36,15.081
61.612,"L","J",30.63,5.909,"Class1",81.03,58,63.973,71.711,46.593,5.459
16.479,"J","O",48.22,8.193,"Class3",79.182,94,7.281,16.748,74.236,65.288
68.084,NA,"J",29.566,0.481,"Class1",91.039,85,65.995,75.059,53.235,34.116
78.541,"M","N",53.951,57.322,"Class2",35.315,30,37.19,10.383,61.515,12.021
64.217,"M","P",36.838,57.987,"Class2",36.724,31,46.938,5.268,83.331,29.788
72.44,"L","J",31.91,5.947,"Class1",79.308,77,70.521,74.757,50.138,47.312
79.933,"M","K",72.352,57.331,"Class2",41.473,32,37.142,14.178,55.84,6.523
65.255,"I","C",34.906,3.621,"Class1",70.647,79,90.944,58.411,46.983,75.003
21.872,"X","O",43.054,17.32,"Class3",79.917,93,14.632,31.222,65.651,46.364
12.651,"G","O",44.219,6.97,"Class3",79.261,95,2.615,36.225,61.043,58.771
76.751,"M","N",49.276,57.29,"Class2",46.931,26,38.18,11.267,77.027,30.175
19.745,"X","O",45.232,4.863,"Class3",79.427,96,9.844,29.293,78.208,62.551
13.589,"W","C",45.214,16.223,"Class3",79.243,92,2.539,4.14,76.954,48.107
55.422,NA,"C",30.186,4.567,"Class1",71.758,62,74.062,65.183,50.376,21.003
35.616,"E","R",30.126,12.315,"Class1",73.887,74,64.461,62.038,52.922,34.411
74.702,"U","V",14.792,56.448,"Class2",36.481,30,50.068,4.938,50.159,14.014
34.909,"E","Q",24.698,6.533,"Class1",71.783,77,57.551,71.497,46.022,65.032
22.678,"X","K",44.57,11.27,"Class3",79.345,97,11.852,40.828,59.479,62.647
16.718,"J","O",43.886,12.564,"Class3",79.225,95,8.54,26.402,54.294,38.514
81.781,"L","C",27.452,6.611,"Class1",74.194,75,83.929,67.609,45.609,4.077
65.971,"I","E",32.876,6.028,"Class1",65.619,58,74.757,67.242,52.319,67.5
37.935,"N","R",30.099,6.344,"Class1",86.127,85,59.402,72.013,48.043,52.383
87.129,"L","K",36.505,NA,"Class2",35.714,24,43.073,9.266,88.532,25.862
88.486,"I","E",30.581,8.423,"Class1",78.918,71,70.911,61.64,48.637,71.247
66.207,"E","Q",28.198,6.947,"Class1",70.526,76,67.147,62.171,51.827,61.201
63.941,"D","P",39.978,59.141,"Class2",44.202,28,42.734,19.661,74.796,16.911
80.543,"Q","S",59.696,56.84,"Class2",43.255,25,46.192,8.267,88.51,28.626
83.759,"U","P",55.361,56.03,"Class2",46.375,30,43.833,14.536,90.45,27.789
79.027,"D","P",64.164,56.043,"Class2",44.363,31,39.373,9.986,81.442,22.819
49.133,"E","R",32.188,2.829,"Class1",57.365,78,65.409,66.737,49.103,55.935
71.424,"M","S",23.387,56.79,"Class2",38.349,33,39.288,2.144,91.808,15.452
19.304,"Q","C",43.968,14.392,"Class3",79.282,97,1.342,48.383,59.164,36.384
46.849,"I","R",32.135,8.885,"Class1",90.148,62,69.552,61.364,45.344,71.299
69.323,"N","C",29.108,NA,"Class1",86.255,58,73.57,63.881,48.199,67.234
42.13,"U","V",44.946,56.145,"Class2",44.09,28,36.231,8.255,95.272,30.728
74.691,"U","S",-4.713,59.113,"Class2",42.452,30,52.296,14.673,63.832,9.636
98.674,"M","P",41.126,59.046,"Class2",44.486,26,38.84,17.147,82.498,13.932
74.034,"Q","K",5.008,57.798,"Class2",40.743,31,37.094,14.147,76.565,29.432
22.446,NA,"C",44.229,6.889,"Class3",79.242,92,4.476,27.826,78.169,33.05
63.692,"L","P",-13.933,56.601,"Class2",41.693,33,32.694,16.269,82.527,18.628
85.732,"L","E",30.417,6.319,"Class1",89.091,71,79.922,61.346,52.595,45.642
26.078,"J","K",44.087,13.519,"Class3",79.843,93,5.657,16.853,58.918,67.075
74.217,"L","J",32.046,7.425,"Class1",92.505,58,76.414,71.711,52.88,50.267
67.597,"I","E",31.033,1.322,"Class1",86.155,80,75.069,72.402,52.296,73.317
72.729,"N","R",30.668,5.769,"Class1",89.882,79,59.562,60.346,52.589,60.638
18.114,"G","C",44.374,10.55,"Class3",79.43,92,2.682,30.579,68.149,65.834
56.719,"D","S",34.87,57.732,"Class2",43.041,26,33.701,13.316,50.663,31.427
32.476,"B","E",30.668,2.979,"Class1",67.068,72,80.708,72.343,52.073,32.435
23.596,"J","O",43.066,7.889,"Class3",79.741,92,6.986,24.509,70.24,49.378
23.117,"B","C",28.28,6.224,"Class1",61.914,59,73.339,63.137,50.102,18.889
23.422,"X","I",44.653,14.221,"Class3",79.504,92,10.775,22.076,81.245,60.753
70.869,"E","E",31.835,7.471,"Class1",96.056,80,81.509,58.301,49.049,30.979
23.937,"W","C",42.51,13.664,"Class3",79.747,92,3.281,20.799,75.39,51.184
89.486,"B","R",28.197,7.394,"Class1",76.482,70,90.564,63.149,49.243,25.89
105.633,"Q","V",67.712,57.099,"Class2",44.912,25,35.998,10.23,50.315,9.257
20.98,"G","C",43.981,7.4,"Class3",79.16,93,10.143,28.955,55.545,51.003
68.598,"L","P",8.995,56.17,"Class2",37.241,24,45.342,10.475,76.903,32.55
75.76,"L","P",52.071,57.129,"Class2",38.176,33,36.051,5.221,88.723,12.131
16.119,"Q","C",44.257,9.634,"Class3",79.979,92,14.339,20.663,56.74,64.228
72.095,"L","V",32.942,58.955,"Class2",42.317,27,49.236,17.828,77.31,25.919
98.363,"Q","P",56.509,57.208,"Class2",40.301,29,35.117,10.274,78.911,24.13
26.077,"J","S",46.846,-1.233,"Class3",79.105,91,13.04,17.01,74.21,55.259
21.695,"X","S",44.944,10.938,"Class3",79.282,93,8.674,12.574,68.476,33.24
13.683,"W","C",43.715,16.005,"Class3",79.35,93,5.323,26.888,64.042,51.068
67.396,"U","K",37.44,56.905,"Class2",38.742,25,34.96,7.937,69.787,12.145
17.105,"G","C",44.027,8.416,"Class3",79.181,97,10.266,6.989,54.272,37.823
19.189,"J","I",45.919,13.508,"Class3",79.211,93,2.105,22.664,55.197,63.082
16.141,"J","C",48.233,17.643,"Class3",79.367,91,5,31.321,68.11,36.541
22.685,"X","S",45.702,8.689,"Class3",79.105,92,8.491,10.218,53.004,60.287
17.768,"X","K",44.714,14.75,"Class3",79.458,91,9.129,29.411,54.386,61.369
14.025,"G","K",42.093,13.817,"Class3",79.736,91,7.86,15.191,75.562,54.056
12.365,"W","K",42.549,6.676,"Class3",79.507,91,2.945,14.506,77.796,47.804
19.6,"Q","I",45.382,13.36,"Class3",79.103,97,5.557,36.041,80.248,43.919
52.906,"L","C",30.848,5.777,"Class1",63.51,73,88.77,63.902,47.147,22.162
92.649,"L","P",7.156,59.094,"Class2",39.293,30,44.975,13.516,66.584,30.574
80.751,"I","Q",31.635,4.984,"Class1",60.309,70,90.623,63.387,47.342,64.845
74.51,"D","P",44.326,56.57,"Class2",37.925,30,45.002,13.378,57.153,17.349
94.668,"N","J",29.871,8.351,"Class1",77.143,66,58.559,54.146,45.84,38.051
20.933,"Q","C",45.651,9.169,"Class3",79.631,93,10.646,35.389,80.97,61.561
15.874,NA,"I",43.043,12.601,"Class3",79.255,96,2.159,23.819,63.295,38.039
55.603,"I","J",30.841,5.969,"Class1",95.292,61,77.108,62.269,52.546,52.173
32.886,"N","E",32.669,5.095,"Class1",72.211,58,86.808,61.072,52.632,66.5
100.165,"I","E",29.246,8.387,"Class1",65.754,77,80.557,63.042,46.758,17.263
11.933,"N","R",31.365,9.805,"Class1",61.953,60,82.622,60.815,50.94,22.435
60.605,"L","Q",30.242,3.551,"Class1",77.974,64,80.395,75.986,45.921,28.006
17.569,"J","I",44.82,18.661,"Class3",79.617,96,6.993,31.586,61.203,53.467
18.087,"J","I",44.369,NA,"Class3",79.76,97,8.289,16.601,67.844,40.137
18.261,"W","C",44.507,5.272,"Class3",79.18,92,14.923,27.483,70.357,34.492
95.323,NA,"V",54.79,56.892,"Class2",41.309,33,46.392,4.937,77.109,19.907
39.321,"I","R",30.949,8.912,"Class1",91.496,78,60.548,73.108,45.46,66.385
52.931,"E","Q",30.63,4.031,"Class1",55.469,69,76.238,63.019,51.133,19.808
70.696,"D","P",10.984,57.262,"Class2",37.212,33,32.745,7.889,75.349,10.611
53.917,"B","C",30.693,10.665,"Class1",92.641,58,93.074,67.983,47.905,15.722
93.054,NA,"K",23.747,NA,"Class2",39.736,34,52.643,9.428,55.069,20.867
17.23,"Q","C",42.795,13.883,"Class3",79.673,96,6.031,21.267,59.988,44.004
20.044,NA,"C",44.461,12.909,"Class3",79.095,91,5.776,34.732,59.593,35.813
93.327,"N","R",27.311,3.563,"Class1",65.584,59,76.781,69.865,54.725,11.058
19.327,"X","K",43.699,15.602,"Class3",79.343,92,13.633,31.858,55.679,37.287
76.109,"D","S",14.407,58.754,"Class2",38.326,31,46.406,10.626,75.451,8.071
73.638,"N","C",28.701,NA,"Class1",64.879,73,73.828,60.438,54.185,56.854
46.99,"B","E",30.568,4.9,"Class1",76.52,84,88.968,57.887,45.83,36.227
61.44,"U","S",16.15,56.989,"Class2",38.394,29,49.111,12.368,52.167,16.611
17.495,"Q","K",45.452,14.877,"Class3",79.238,95,8.892,31.613,70.302,67.356
60.1,"E","C",31.089,6.246,"Class1",63.539,84,93.718,65.027,51.294,4.253
8.115,"G","I",45.894,22.999,"Class3",79.697,96,11.659,26.797,68.003,51.932
28.511,"L","C",27.84,7.119,"Class1",54.792,84,62.345,68.33,47.587,56.105
15.533,"G","K",42.948,3.465,"Class3",79.993,91,14.474,28.702,68.491,66.747
73.243,"N","R",26.559,7.24,"Class1",76.236,70,82.847,63.41,49.061,4.758
87.138,"N","J",30.951,9.601,"Class1",98.958,71,85.283,66.787,53.842,70.288
66.029,NA,"K",4.406,57.474,"Class2",37.696,26,48.254,13.14,91.973,12.523
105.572,"E","Q",28.36,5.897,"Class1",58.827,74,88.019,68.892,47.513,33.627
38.235,"E","C",30.082,9.083,"Class1",89.423,59,61.787,68.439,52.843,75.376
74.776,"Q","S",40.842,57.965,"Class2",38.696,30,33.469,12.474,65.76,19.889
18.191,"W","I",44.378,12.435,"Class3",79.407,96,8.255,16.34,75.686,60.738
61.738,"L","J",31.701,7.585,"Class1",91.423,83,81.426,60.734,47.777,25.768
59.47,"L","R",32.858,8.603,"Class1",72.087,66,81.865,62.417,45.809,20.715
87.87,"N","E",27.283,2.098,"Class1",60.096,79,70.287,57.159,46.223,37.981
79.646,"L","K",57.927,57.052,"Class2",36.65,26,32.459,5.775,70.011,23.615
90.495,"M","S",6.691,58.271,"Class2",45.644,31,35.291,14.42,72.442,11.04
73.191,"L","V",68.132,58.993,"Class2",41.833,26,39.156,12.142,85.529,10.565
78.116,"L","N",49.472,58.006,"Class2",43.029,33,50.783,17.259,83.856,11.333
84.256,"L","K",-17.525,55.319,"Class2",45.802,31,49.732,9.165,71.881,7.189
24.867,"N","E",31.581,5.549,"Class1",76.405,78,85.266,58.317,53.384,29.138
107.596,"E","R",30.189,10.306,"Class1",54.339,63,93.639,59.685,55.378,24.472
52.135,"I","C",28.421,8.248,"Class1",85.723,79,68.595,66.648,52.038,11.398
19.94,"W","O",45.247,9.022,"Class3",79.065,91,5.353,39.197,58.345,61.416
51.768,"N","C",29.551,8.286,"Class1",69.039,68,74.526,61.444,54.398,68.982
8.327,"W","O",45.451,11.984,"Class3",79.018,94,11.888,29.562,62.969,57.92
16.982,"X","C",43.957,11.143,"Class3",79.309,92,13.807,34.34,55.701,61.211
95.559,"L","C",32.843,9.646,"Class1",81.298,80,75.851,59.903,51.995,34.683
24.497,"J","K",44.427,17.379,"Class3",79.987,97,2.757,19.632,57.983,63.784
84.287,"M","N",24.269,58.277,"Class2",38.392,30,47.196,16.138,85.511,27.494
13.119,"X","S",42.934,9.945,"Class3",79.318,91,14.076,22.632,74.828,55.483
15.233,"G","I",41.801,8.79,"Class3",79.182,91,14.9,46.113,71.131,62.211
72.75,"M","K",-17.142,55.812,"Class2",35.122,24,32.965,10.17,67.341,18.952
11.748,"G","O",43.443,18.379,"Class3",79.107,93,13.774,12.11,73.11,40.038
15.984,"Q","S",44.527,12.692,"Class3",79.502,96,3.692,41.569,55.283,34.832
16.753,"G","O",42.93,11.578,"Class3",79.337,96,9.409,8.001,74.855,40.472
39.224,"L","R",32.623,6.36,"Class1",67.472,58,80.956,66.837,52.782,32.746
75.208,NA,"J",29.068,4.062,"Class1",70.334,77,89.274,68.001,50.261,9.274
77.385,"L","V",14.094,56.056,"Class2",46.803,33,33.286,13.159,80.718,23.69
76.865,"Q","S",17.607,58.002,"Class2",41.583,28,34.567,9.265,95.136,7.857
19.777,"Q","I",44.577,9.341,"Class3",79.356,91,6.38,29.412,81.596,60.854
62.164,"D","K",57.199,59.155,"Class2",40.046,25,36.867,19.824,57.292,10.561
88.17,"N","C",31.484,4.822,"Class1",55.759,61,71.296,66.484,48.574,68.892
53.568,"U","V",42.811,57.188,"Class2",36.535,32,50.423,11.919,84.497,18.277
19.729,"G","O",43.982,19.648,"Class3",79.9,97,15.188,33.065,55.855,64.981
19.237,"Q","S",46.385,19.052,"Class3",79.809,95,15.235,25.482,65.8,49.214
71.275,"D","N",-11.667,57.466,"Class2",35.261,29,49.335,11.763,51.349,26.824
98.529,NA,"J",32.427,7.407,"Class1",93.726,75,92.162,62.682,51.811,59.343
18.595,"X","K",41.726,13.375,"Class3",79.192,93,2.439,17.034,58.03,47.499
37.379,"N","C",29.727,6.949,"Class1",91.737,72,68.768,66.034,49.995,40.252
87.597,"Q","S",-2.779,56.619,"Class2",43.16,33,45.078,6.778,49.908,26.654
15.591,"G","C",43.535,23.148,"Class3",79.749,94,4.68,25.229,79.475,52.205
27.677,"I","R",30.205,7.131,"Class1",79.605,74,80.28,64.906,53.768,34.009
16.821,"W","O",42.877,14.227,"Class3",79.499,96,10.722,20.026,58.218,49.688
31.836,"B","Q",32.691,NA,"Class1",95.752,65,58.307,59.43,55.695,45.919
60.614,"M","V",48.808,58.837,"Class2",36.28,28,38.847,13.181,51.599,19.061
66.637,"I","R",29.582,7.956,"Class1",65.956,70,68.165,73.704,55.757,23.885
25.1,"W","C",45.026,11.562,"Class3",79.57,95,11.961,40.362,62.839,47.609
54.319,"B","J",31.743,3.896,"Class1",54.69,83,59.42,74.376,54.977,11.953
20.725,"Q","S",42.872,13.842,"Class3",79.19,92,5.485,47.288,54.341,39.462
24.591,"J","S",42.894,19.733,"Class3",79.435,95,11.399,9.342,53.038,55.497
70.537,"M","K",8.701,56.326,"Class2",36.574,24,33.466,15.886,59.459,9.647
80.153,"U","P",38.506,57.558,"Class2",38.829,26,48.616,14.775,80.022,30.67
18.926,"Q","I",43.74,14.394,"Class3",79.611,91,10.588,38.004,62.126,44.697
15.922,NA,"K",46.048,14.973,"Class3",79.2,95,9.756,23.894,57.999,47.362
61.987,"N","C",32.576,6.825,"Class1",73.859,71,91.673,64.191,46.064,30.557
24.668,"Q","I",44.716,14.411,"Class3",79.777,93,3.05,28.271,61.35,51.06
79.929,"M","S",23.697,57.004,"Class2",40.941,33,35.744,11.337,90.42,7.682
17.702,"X","I",46.879,12.144,"Class3",79.702,94,1.352,32.326,70.238,47.949
30.196,"I","R",34,6.126,"Class1",64.736,71,83.267,67.546,46.099,11.529
22.979,"W","C",42.613,9.252,"Class3",79.795,91,12.813,30.576,72.304,63.065
102.266,"N","Q",29.302,4.607,"Class1",65.858,74,85.509,59.379,47.022,37.416
81.186,"M","S",62.983,57.298,"Class2",35.769,30,50.975,11.885,61.739,22.684
18.485,NA,"I",44.623,13.534,"Class3",79.472,92,12.173,19.308,81.575,62.724
81.894,"D","S",20.523,55.919,"Class2",46.961,31,41.116,12.31,59.673,23.128
66.004,"Q","K",2.5,56.144,"Class2",39.668,29,40.288,17.036,75.415,10.356
85.951,"U","K",28.715,57.031,"Class2",37.791,25,37.32,6.418,62.755,19.406
55.487,"B","J",28.524,5.764,"Class1",99.807,62,83.115,58.586,49.575,44.202
82.434,"D","S",27.24,NA,"Class2",44.166,28,46.927,5.888,92.754,18.123
102.558,"L","C",33.458,10.378,"Class1",93.821,72,76.351,64.448,51.071,16.919
45.865,"L","Q",30.03,5.583,"Class1",66.296,69,58.7,62.56,47.623,54.029
75.381,"N","Q",31.899,9.199,"Class1",89.907,80,73.065,64.276,49.093,25.614
24.632,"W","K",41.248,16.767,"Class3",79.638,93,11.116,31.543,65.669,59.296
25.675,"W","I",43.317,11.124,"Class3",79.406,92,6.345,34.359,74.252,34.432
83.294,"Q","V",42.793,56.691,"Class2",46.386,31,40.386,14.418,69.708,16.654
26.708,"L","Q",34.705,6.879,"Class1",89.334,67,83.875,68.244,53.37,14.598
25.1,"Q","S",45.827,17.084,"Class3",79.156,91,8.37,16.853,77.549,39.84
67.323,"B","E",31.183,4.548,"Class1",85.357,66,77.269,69.129,54.176,11.19
78.812,"N","Q",30.275,8.5,"Class1",95.204,75,61.974,58.954,46.227,70.159
18.583,"X","S",42.442,13.205,"Class3",79.651,94,15.109,44.765,69.341,42.919
39.143,"I","C",31.254,5.458,"Class1",91.821,82,57.624,54.205,53.961,9.445
62.007,"U","K",27.706,58.771,"Class2",35.548,28,50.108,15.076,68.631,29.666
92.941,"N","J",28.727,NA,"Class1",82.978,72,72.442,59.291,52.736,62.879
12.45,NA,"K",45.246,10.13,"Class3",79.475,96,10.83,30.97,72.374,63.644
65.031,"U","V",-1.06,58.002,"Class2",38.087,34,43.985,12.79,72.115,32.398
72.672,"B","C",27.502,9.872,"Class1",90.711,61,79.321,73.564,45.464,70.28
90.716,NA,"P",73.243,55.782,"Class2",43.53,25,42.262,9.689,72.751,31.021
22.073,"J","C",43.668,10.401,"Class3",79.737,92,14.74,29.537,57.125,59.577
40.096,"I","E",31.998,5.76,"Class1",80.346,59,70.297,63.779,47.679,7.041
22.323,"Q","S",41.832,11.663,"Class3",79.788,93,1.882,46.092,53.841,50.336
24.146,"X","K",43.474,15.421,"Class3",79.214,97,15.409,23.608,56.425,62.059
59.004,"M","S",22.642,58.261,"Class2",35.336,24,32.709,10.412,87.174,9.044
64.252,"L","V",-1.037,56.14,"Class2",38.379,33,44.475,13.742,79.064,10.841
84.982,"U","S",27.097,57.234,"Class2",44.913,30,49.983,8.873,90.992,28.209
14.715,"J","K",43.2,21.172,"Class3",79.929,95,9.6,27.367,73.581,42.704
19.539,"X","O",43.38,11.558,"Class3",79.612,94,13.269,41.376,64.719,40.45
60.73,"D","V",38.411,58.175,"Class2",39.361,34,48.632,8.925,59.128,22.429
80.271,"M","V",3.425,58.812,"Class2",41.737,29,33.888,5.102,54.121,29.383
76.786,"L","J",30.926,5.592,"Class1",89.993,73,74.622,63.644,50.091,11.534
98.425,"B","C",28.211,6.835,"Class1",71.318,61,73.557,60.234,50.105,71.777
24.716,NA,"K",45.658,7.42,"Class3",79.576,94,11.807,17.553,65.31,45.694
43.847,"I","J",29.529,3.955,"Class1",82.515,69,85.21,55.569,53.393,39.478
76.992,"L","N",51.341,57.158,"Class2",46.879,32,43.271,6.277,54.871,31.909
88.127,"E","Q",30.708,2.79,"Class1",84.323,76,93.064,60.694,48.521,31.729
72.452,"D","S",-26.61,57.339,"Class2",42.526,28,43.403,6.992,90.265,14.742
29.168,"N","Q",32.013,6.384,"Class1",94.913,75,86.896,59.516,46.662,39.549
16.078,"Q","K",42.156,7.452,"Class3",79.069,96,7.916,45.419,57.625,38.679
117.694,NA,"R",28.198,1.384,"Class1",71.355,82,73.991,65.952,53.908,49.998
83.726,"D","S",30.678,57.238,"Class2",35.088,33,40.761,14.049,95.528,28.015
22.462,"J","I",42.157,13.903,"Class3",79.412,94,2.421,21.476,72.149,63.805
98.404,"L","V",21.792,56.836,"Class2",36.088,30,44.885,10.538,66.185,15.482
18.055,"W","S",43.756,9.331,"Class3",79.111,92,1.616,26.14,69.607,44.525
66.02,"M","V",29.951,56.457,"Class2",39.843,33,48.752,14.477,69.178,31.542
25.909,"X","I",44.421,4.807,"Class3",79.857,96,4.655,13.076,53.092,54.648
33.865,"N","C",29.892,2.903,"Class1",93.087,64,92.365,58.984,51.34,27.624
63.486,"N","J",34.095,6.308,"Class1",89.397,59,65.714,59.191,53.456,32.256
23.248,"W","S",42.61,11.496,"Class3",79.458,91,8.007,15.867,61.366,49.072
22.026,NA,"C",43.737,15.488,"Class3",79.891,94,7.28,26.543,75.732,33.298
105.173,"U","P",35.388,57.304,"Class2",42.08,29,49.793,11.839,68.384,18.072
84.397,"Q","V",17.802,56.218,"Class2",40.436,24,38.982,14.491,78.818,17.883
76.021,"Q","V",38.709,60.242,"Class2",41.421,33,48.535,10.13,84.204,20.275
20.688,"Q","C",44.462,11.909,"Class3",79.873,94,8.841,27.954,52.132,59.808
19.785,"X","C",42.857,21.093,"Class3",79.507,94,7.451,35.018,52.726,34.171
58.294,"D","K",5.856,57.265,"Class2",42.814,24,50.585,8.358,63.518,16.236
62.543,"D","S",36.281,57.348,"Class2",38.19,29,36.723,12.618,96.872,8.604
77.116,"I","E",29.775,8.51,"Class1",57.587,64,75.372,69.262,54.563,59.472
28.986,"Q","K",43.95,12.006,"Class3",79.338,94,1.928,37.687,65.288,58.456
84.043,"M","P",13.923,59.271,"Class2",44.318,30,49.021,16.072,58.05,13.156
13.045,"J","K",42.699,13.797,"Class3",79.145,96,12.363,29.164,74.884,65.905
14.055,"X","C",44.53,8.241,"Class3",79.405,92,15.694,36.731,54.722,52.19
20.646,"J","S",43.403,16.736,"Class3",79.437,97,9.266,29.661,57.182,56.472
15.565,"G","C",46.552,15.383,"Class3",79.969,94,8.868,20.616,74.602,48.883
103.832,"U","S",23.134,56.765,"Class2",43.772,24,36.693,9.813,78.115,16.82
88.903,"E","Q",29.794,3.863,"Class1",73.176,67,79.801,65.717,47.633,53.289
72.839,"L","C",28.986,9.872,"Class1",73.875,64,69.878,65.387,45.047,76.513
77.805,"L","V",33.212,57.462,"Class2",38.622,32,44.523,7.929,53.812,24.824
80.472,"E","C",31.804,5.422,"Class1",97.719,76,66.606,68.618,45.507,70.799
47.889,"B","Q",27.867,5.328,"Class1",68.01,77,67.828,65.756,50.861,18.907
85.22,"I","J",27.465,4.656,"Class1",55.264,78,59.928,55.726,53.558,35.768
49.62,"I","C",27.938,7.396,"Class1",83.965,78,62.801,63.641,55.591,14.08
22.511,"J","O",46.398,14.329,"Class3",79.538,93,1.171,27.403,70.349,49.029
19.536,"X","I",44.988,14.647,"Class3",79.876,91,7.506,25.732,71.471,46.941
71.09,"Q","S",25.787,57.795,"Class2",43.137,32,49.96,10.361,53.837,13.353
52.617,"Q","S",32.203,60.336,"Class2",42.26,24,33.316,19.374,51.046,10.596
85.501,"L","K",16.692,58.796,"Class2",45.634,25,47.046,13.247,59.652,19.752
63.007,"L","J",31.417,2.285,"Class1",93.96,76,73.215,73.429,45.635,14.567
39.773,"E","Q",30.577,9.818,"Class1",65.324,77,74.487,65.006,48.245,36.232
9.392,"X","K",44.689,6.714,"Class3",79.524,95,2.711,13.355,76.215,48.833
20.669,"X","C",44.44,4.875,"Class3",79.07,96,10.34,36.821,76.691,62.732
62.598,"N","J",31.887,4.597,"Class1",73.572,85,78.547,55.414,53.171,30.014
53.41,"L","R",32.103,6.238,"Class1",79.67,66,61.5,63.595,50.282,71.167
86.428,"U","N",35.254,58.006,"Class2",41.268,34,45.086,6.625,81.951,13.796
15.123,"Q","I",42.708,15.489,"Class3",79.619,91,2.281,23.852,72.2,46.535
91.464,"L","J",29.911,4.777,"Class1",93.92,83,72.95,62.646,48.1,64.237
69.744,NA,"J",27.459,8.583,"Class1",90.659,82,87.596,63.139,55.406,19.183
65.703,"M","K",40.002,57.7,"Class2",39.861,28,52.803,13.384,91.54,14.696
20.855,"Q","I",45.141,13.341,"Class3",79.812,94,7.572,40.066,53.876,53.738
56.241,"M","S",67.676,57.9,"Class2",40.2,30,40.795,6.718,91.452,10.31
60.589,"I","R",28.759,7.857,"Class1",66.238,78,86.627,60.308,54.084,24.326
53.831,"I","C",30.63,2.548,"Class1",67.713,79,74.119,67.823,52.484,73.645
74.439,"I","J",31.298,8.859,"Class1",78.454,85,78.999,60.233,45.584,6.866
15.496,"J","K",44.953,11.374,"Class3",79.877,93,7.682,39.88,74.305,40.632
80.914,NA,"Q",32.371,1.534,"Class1",68.619,80,60.141,64.732,46.948,40.165
16.113,"X","C",43.272,14.623,"Class3",79.262,91,10.11,30.736,80.883,45.601
79.847,"E","C",28.248,2.968,"Class1",61.059,64,64.04,60.709,49.59,51.112
86.223,"D","K",16.211,NA,"Class2",46.662,30,43.619,15.203,88.845,12.246
20.083,"X","K",42.497,12.093,"Class3",79.473,96,13.406,22.997,57.712,53.872
8.844,"J","C",44.778,13.339,"Class3",79.356,96,5.226,25.515,59.792,40.685
62.244,"M","P",61.09,58.989,"Class2",40.585,32,34.709,12.113,71.146,29.414
13.009,"G","K",45.188,15.123,"Class3",79.002,92,11.523,22.874,69.529,43.436
18.911,"G","K",44.652,11.165,"Class3",79.729,97,9.127,54.691,62.898,63.943
19.188,"W","I",42.047,NA,"Class3",79.316,95,3.969,9.136,53.842,65.357
75.008,"M","S",20.746,57.063,"Class2",37.225,33,35.182,8.812,58.441,11.467
50.612,"E","C",30.739,6.288,"Class1",71.923,80,60.381,67.766,55.594,48.215
69.505,"L","N",45.893,57.52,"Class2",41.874,25,41.499,6.556,59.36,22.997
72.193,"Q","V",14.727,57.068,"Class2",42.055,29,38.756,18.091,87.559,23.141
21.233,"J","C",42.644,16.975,"Class3",79.336,93,7.607,30.858,65.37,63.73
15.599,"W","C",46.092,13.317,"Class3",79.735,91,15.732,25.377,61.171,46.583
84.772,"B","R",30.102,2.193,"Class1",74.333,61,70.397,58.255,52.293,21.011
89.472,"D","N",75.545,57.002,"Class2",39.334,31,50.691,13,62.373,12.247
77.324,"Q","S",26.209,58.636,"Class2",35.988,33,45.372,16.317,57.655,15.402
13.019,"W","C",43.949,12.375,"Class3",79.977,93,13.373,15.459,58.354,36.276
49.484,"L","Q",30.974,NA,"Class1",79.282,71,73.453,70.564,53.814,39.147
54.937,"I","R",28.039,5.733,"Class1",97.768,82,90.108,67.293,50.691,37.089
121.759,"L","Q",31.788,5.896,"Class1",91.503,73,80.576,71.513,52.822,75.143
91.548,"I","C",31.531,NA,"Class1",65.223,74,92.659,71.622,50.712,20.912
48.876,"E","C",30.917,3.903,"Class1",89.474,59,90.227,66.537,53.27,18.833
