"WYI1","ECB2","Output5","RKH3","DKI4","JIA5","HTD6","CGX7","KHF8","LSH9","OZT10","ODQ11","LYB12"
89,41.249,"Class3",61.528,70.439,80.5,4,"M",18.602,26.36,"O",56.25,84.523
90,29.272,"Class2",43.44,28.914,65.666,34,"D",58.168,56.482,"R",93.751,54.855
90,82.911,"Class2",41.489,28.812,72.116,34,"D",58.603,73.423,"R",94.363,17.894
96,53.041,"Class2",45.638,27.419,69.368,42,"X",57.454,93.396,"C",88.19,57.851
45,39.131,"Class3",58.257,70.875,71.717,27,"K",12.75,27.56,"O",45.955,79.098
91,70.897,"Class2",39.768,25.04,45.736,37,"D",57.835,12.774,"O",88.733,43.084
72,49.626,"Class1",73.181,20.973,29.409,64,"C",29.07,24.601,"R",83.15,35.048
71,31.497,"Class1",73.03,17.297,11.889,65,"V",32.913,25.305,"X",70.217,35.42
69,67.25,"Class1",68.933,26.905,44.081,69,"S",32.457,32.427,"D",83.78,39.464
97,41.474,"Class2",47.925,28.825,56.154,68,"A",57.681,71.822,"H",91.267,53.005
45,40.995,"Class3",53.828,70.803,82.622,16,"J",27.747,17.873,"I",50.196,64.348
72,31.738,"Class1",76.42,23.632,33.969,69,"R",35.769,14.103,"W",97.761,50.604
65,33.942,"Class1",62.02,20.267,26.146,68,"C",34.553,56.486,"W",101.475,34.449
62,46.515,"Class3",48.954,71.009,78.824,12,"J",14.223,21.96,"O",51.962,90.193
70,34.154,"Class1",83.873,20.3,24.966,71,"R",34.967,30.942,"W",71.078,52.264
72,48.109,"Class1",87.45,27.282,37.057,73,"R",32.316,44.424,"X",79.101,40.348
92,46.235,"Class2",29.242,27.863,67.087,29,"X",57.237,46.913,"P",94.366,31.522
72,57.426,"Class1",63.136,27.029,33.579,67,"R",28.484,53.098,"D",86.494,48.457
70,59.163,"Class1",80.57,16.044,22.548,64,"V",24.931,34.237,"D",97.29,34.938
69,67.196,"Class1",84.763,13.504,26.27,65,"R",30.583,27.202,"R",81.055,31.051
44,41.54,"Class3",64.297,70.379,48.498,26,"P",18.662,18.958,"Z",45.322,65.782
90,54.154,"Class2",50.792,29.894,85.296,65,"A",58.377,77.79,"H",94.477,26.586
33,44.659,"Class3",48.496,70.734,86.596,8,"E",NA,21.343,"Z",49.685,66.17
67,45.641,"Class1",63.722,11.562,37.42,69,"S",35.489,22.843,"R",76.503,55.392
70,42.521,"Class1",76.627,34.113,26.373,64,"S",28.384,39.487,"C",93.718,49.437
73,40.448,"Class1",89.119,27.783,20.469,71,"V",NA,42.853,"D",85.197,42.159
87,47.945,"Class3",59.49,69.642,90.614,26,"P",17.459,23.796,"O",47.373,88.577
66,34.44,"Class1",82.806,18.745,10.788,64,"C",32.439,42.279,"C",83.166,42.135
63,49.863,"Class1",63.124,31.167,26.635,67,"V",27.363,44.038,"R",76.403,36.005
52,40.26,"Class3",57.004,69.43,99.306,17,"J",26.083,23.503,"R",45.72,68.47
95,40.106,"Class2",27.105,27.965,66.118,29,"D",57.59,50.902,"R",91.036,18.513
54,40.539,"Class3",57.072,69.151,84.043,11,"J",NA,22.616,"G",46.49,68.807
73,54.93,"Class1",71.682,29.127,29.286,64,"D",NA,24.854,"R",88.936,35.392
96,28.762,"Class2",48.172,29.225,67.456,53,"A",59.792,71.332,"P",NA,17.855
65,64.904,"Class1",65.503,20.685,30.671,66,"D",35.492,45.724,"C",93.51,39.993
95,49.274,"Class2",36.069,29.034,60.395,24,"D",60.102,38.326,"O",94.41,41.86
72,33.842,"Class1",83.402,36.657,32.13,71,"C",29.322,85.278,"D",70.04,41.93
68,63.251,"Class1",91.417,21.125,15.297,65,"V",34.016,8.077,"R",83.056,43.053
90,38.811,"Class2",29.474,27.825,56.878,80,"C",59.684,4.047,"C",92.522,51.721
75,39.691,"Class3",55.334,70.315,75.231,7,"M",16.088,21.688,"O",NA,79.745
92,76.389,"Class2",54.074,28.152,72.29,78,"X",58.215,4.024,"R",95.527,30.866
43,43.606,"Class3",60.409,69.704,72.226,17,"M",27.298,26.174,"O",45.173,74.281
93,40.075,"Class2",36.017,29.923,54.689,54,"C",60.331,11.038,"O",93.402,35.814
99,41.376,"Class2",25.455,29.377,35.927,60,"C",59.648,-2.652,"P",91.886,26.247
59,43.153,"Class3",61.508,70.218,94.454,11,"P",25.762,17.137,"I",55.144,89.81
59,44.364,"Class3",59.769,70.386,57.31,32,"E",17.867,23.2,"I",49.052,65.371
64,43.145,"Class3",45.507,70.005,83.92,23,"M",23.647,19.623,"Z",46.874,77.648
69,40.108,"Class3",62.944,71.494,84.085,5,"J",21.316,19.39,"I",46.144,75.246
78,43.469,"Class3",49.725,70.111,81.428,7,"P",17.71,18.938,"G",49.226,75.767
39,44.468,"Class3",54.366,70.011,75.636,20,"J",27.126,17.883,"I",45.6,69.67
91,24.729,"Class2",35.132,27.44,74.746,36,"D",59.833,125.99,"O",90.796,41.787
96,20.71,"Class2",45.788,25.726,52.047,55,"A",59.714,26.249,"C",91.692,28.539
88,39.766,"Class3",47.846,70.316,100.722,18,"K",22.011,18.671,"I",44.226,68.402
50,45.233,"Class3",50.787,69.57,80.315,29,"J",19.466,28.615,"O",42.148,68.453
96,32.035,"Class2",45.218,27.734,91.524,58,"D",NA,0.376,"P",90.556,23.804
96,52.6,"Class2",51.532,29.158,45.511,61,"D",58.658,41.355,"C",95.378,21.113
77,42.175,"Class3",61.03,70.55,57.001,15,"M",21.874,26.703,"I",44.041,72.962
99,77.671,"Class2",46.569,25.505,61.438,32,"X",NA,74.037,"R",92.745,53.333
73,33.56,"Class1",80.303,34.399,23.356,70,"S",29.486,14.925,"D",87.537,31.654
96,21.77,"Class2",55.193,28.751,61.668,70,"X",58.342,-12.863,"R",91.344,62.97
40,45.812,"Class3",44.495,70.281,66.105,25,"J",22.313,22.42,"G",43.017,86.96
94,53.878,"Class2",26.126,28.702,46.921,28,"X",59.537,34.467,"P",92.859,22.753
97,19.861,"Class2",49.442,27.997,73.046,82,"C",58.253,63.801,"R",96.562,42.046
73,69.379,"Class1",60.873,28.841,40.635,66,"V",26.239,43.254,"C",80.995,42.285
71,40.658,"Class1",74.637,28.175,32.853,68,"C",28.715,22.869,"R",81.661,42.901
67,43.988,"Class3",58.591,69.579,81.324,13,"K",13.217,20.196,"R",53.34,65.019
90,60.317,"Class2",53.376,28.19,54.409,65,"X",57.094,14.373,"P",93.258,27.651
48,39.173,"Class3",55.264,68.837,70.415,28,"E",26.071,22.068,"I",54.283,66.96
96,19.056,"Class2",55.374,25.542,74.791,79,"D",NA,22.526,"P",93.494,44.649
95,78.653,"Class2",31.282,26.452,61.133,25,"I",NA,89.073,"O",97.026,11.397
95,61.428,"Class2",25.676,28.973,61.654,43,"D",57.298,74.502,"H",95.305,43.69
67,44.42,"Class1",60.902,30.29,43.82,67,"R",35.327,65.579,"R",93.386,44.768
99,51.564,"Class2",43.607,30.093,63.937,30,"A",59.529,58.844,"R",94.465,69.718
70,41.504,"Class1",74.999,23.239,16.164,67,"S",33.931,34.323,"W",78.02,46.951
66,61.628,"Class1",79.887,32.941,28.528,71,"C",33.141,33.218,"W",94.039,55.971
99,55.359,"Class2",33.845,27.351,59.228,65,"D",57.548,43.731,"P",91.378,65.008
98,38.222,"Class2",55.429,26.831,42.808,32,"C",57.909,66.946,"R",92.425,61.064
65,32.463,"Class1",83.187,16.842,24.623,67,"R",26.596,53.2,"D",85.979,53.373
99,47.027,"Class2",31.303,29.804,74.769,24,"X",59.668,89.019,"P",93.551,53.092
70,38.148,"Class1",87.863,31.307,9.165,65,"S",31.729,35.208,"D",84.906,39.054
72,44.846,"Class1",84.338,22.099,36.494,67,"D",26.665,62.379,"X",68.594,56.453
81,42.853,"Class3",63.196,70.448,53.904,18,"P",28.603,18.217,"I",53.527,75.98
98,17.947,"Class2",49.83,27.24,46.03,38,"A",58.016,36.182,"C",91.59,61.243
40,47.284,"Class3",51.686,69.903,87.429,25,"K",12.727,21.249,"R",57.42,87.092
77,42.233,"Class3",47.195,70.518,70.877,25,"K",18.289,16.236,"O",48.584,75.037
96,70.98,"Class2",39.861,30.953,29.826,74,"D",58.376,60.089,"P",92.636,38.962
95,36.561,"Class2",49.065,29.333,67.194,48,"A",60.31,68.396,"C",94.453,28.183
70,43.29,"Class3",46.322,69.884,81.671,22,"E",14.251,25.981,"O",43.108,72.037
72,58.709,"Class1",85.897,28.612,38.767,68,"D",29.758,14.334,"D",78.559,48.796
63,42.428,"Class1",65.458,25.79,7.227,73,"R",25.882,31.145,"X",74.488,43.544
71,55.641,"Class1",85.802,17.218,33.125,64,"R",28.017,61.108,"R",69.554,48.123
69,41.813,"Class1",69.211,27.895,43.948,72,"C",33.703,35.807,"W",65.202,32.49
86,42.536,"Class3",55.192,70.316,86.116,26,"E",20.675,23.011,"R",44.609,86.87
89,40.457,"Class3",46.026,70.072,86.964,11,"J",13.369,23.456,"G",49.529,66.478
63,50.403,"Class1",91.712,30.703,24.588,66,"V",28.119,40.37,"C",90.236,34.607
98,57.233,"Class2",29.248,30.461,53.136,66,"X",58.816,3.858,"C",91.007,38.163
78,44.914,"Class3",44.304,69.634,71.494,20,"E",13.877,22.511,"G",43.033,83.513
49,41.372,"Class3",63.39,70.138,68.932,32,"J",20.07,19.425,"G",45.336,89.768
71,58.969,"Class1",69.329,27.302,41.499,68,"S",31.138,27.971,"C",78.088,56.826
66,41.385,"Class1",85.033,22.954,40.285,66,"D",27.998,58.118,"X",NA,48.646
65,47.42,"Class3",46.609,70.295,96.179,13,"J",21.509,25.346,"Z",43.51,73.482
31,47.459,"Class3",44.466,69.151,89.301,24,"J",14.773,21.36,"I",55.795,85.497
67,34.408,"Class1",85.144,7.998,51.482,67,"C",28.589,75.133,"D",81.396,53.4
73,41.875,"Class1",91.576,21.587,17.021,65,"S",35.672,69.556,"D",99.692,54.64
91,45.709,"Class2",43.224,27.939,27.903,66,"A",59.713,25.088,"C",92.615,39.708
46,39.508,"Class3",53.611,69.579,85.888,23,"P",27.949,21.309,"R",50.65,69.722
99,26.152,"Class2",31.478,28.637,87.834,48,"A",60.091,-1.824,"P",93.021,41.64
99,81.038,"Class2",30.026,28.348,63.454,28,"I",59.591,27.34,"C",90.628,15.506
71,34.467,"Class1",76.449,35.803,0.477,71,"R",34.757,36.511,"X",79.12,49.062
93,67.528,"Class2",50.732,32.438,68.014,54,"I",57.228,72.852,"P",95.116,34.788
48,46.455,"Class3",44.377,71.023,79.823,14,"E",15.143,20.405,"Z",48.631,82.226
99,58.966,"Class2",38.9,29.162,24.557,50,"D",60.55,73.364,"P",92.739,13.921
96,79.924,"Class2",46.633,27.624,74.696,79,"A",60.454,65.554,"R",93.278,48.242
96,34.21,"Class2",32.256,29.167,49.128,82,"C",57.727,52.938,"O",91.404,56.275
69,46.641,"Class1",88.186,13.47,24.908,70,"R",32.477,22.437,"X",76.343,52.57
90,42.247,"Class3",47.785,69.732,85.814,9,"K",20.135,25.529,"G",42.14,87.022
70,46.346,"Class1",78.066,31.287,13.811,70,"D",28.681,46.585,"X",78.752,37.298
71,56.928,"Class1",71.768,33.321,45.482,72,"R",25.069,49.231,"W",86.55,31.951
90,54.785,"Class2",33.363,25.423,51.795,52,"D",NA,32.367,"C",93.353,24.587
93,64.823,"Class2",53.337,28.042,60.739,23,"X",60.336,56.685,"R",95.357,26.846
73,42.159,"Class1",62.413,23.733,15.037,68,"R",32.143,44.68,"W",72.612,55.677
60,42.164,"Class3",59.747,70.904,86.687,10,"P",18.605,27.345,"I",53.346,74.059
94,84.352,"Class2",31.072,28.097,65.105,26,"C",59.554,28.335,"R",90.253,24.028
73,56.424,"Class1",91.252,28.969,14.372,65,"V",29.277,57.743,"C",88.567,53.796
57,45.697,"Class3",58.817,69.747,75.904,23,"M",12.415,19.566,"R",49.41,69.537
95,76.03,"Class2",41.163,27.68,67.818,63,"A",60.309,43.123,"P",90.892,59.758
62,39.419,"Class3",47.274,70.38,75.054,30,"M",19.192,28.911,"R",46.353,76.535
82,42.879,"Class3",50.079,71.584,74.11,19,"E",13.216,23.674,"I",48.252,87.467
72,45.245,"Class1",63.214,8.248,40.28,72,"C",28.006,61.481,"R",82.605,42.674
45,41.421,"Class3",47.836,69.856,62.646,9,"E",19.5,25.502,"O",51.036,83.805
66,40.563,"Class1",60.577,26.398,25.068,66,"S",28.139,61.04,"D",83.304,39.516
99,34.126,"Class2",50.214,26.541,45.47,35,"D",59.125,7.895,"O",93.628,47.813
70,52.324,"Class1",69.858,35.055,31.276,72,"C",33.65,45.752,"C",100.975,50.433
64,34.612,"Class1",84.615,31.138,17.217,67,"C",34.032,6.359,"C",94.381,56.231
70,64.582,"Class1",74.67,27.937,28.162,68,"C",30.533,35.752,"C",101.427,39.289
92,82.744,"Class2",50.775,29.034,66.189,36,"D",57.006,1.386,"C",91.311,31.296
99,46.331,"Class2",41.628,25.819,73.899,51,"A",58.182,18.15,"H",91.43,15.644
71,56.366,"Class1",70.721,18.121,27.221,71,"S",28.739,26.454,"X",92.626,42.684
82,41.244,"Class3",54.144,69.501,88.657,20,"K",20.446,19.344,"Z",45.675,81.925
94,63.332,"Class2",56.035,28.114,88.542,64,"I",58.897,93.618,"H",93.433,42.679
71,68.762,"Class1",83.781,21.434,21.251,64,"V",26.503,12.015,"C",78.128,31.417
96,64.377,"Class2",42.961,26.426,59.743,52,"I",60.792,21.205,"P",95.062,64.942
68,50.256,"Class1",81.143,29.809,30.35,68,"S",27.813,9.072,"W",98.334,35.368
69,46.147,"Class1",83.116,29.988,21.035,71,"V",25.975,51.523,"R",75.088,31.027
64,42.336,"Class3",48.975,70.029,76.082,23,"K",14.425,21.121,"O",54.192,82.044
66,50.746,"Class1",88.068,22.917,16.472,72,"R",25.192,37.968,"X",101.91,37.653
75,43.856,"Class3",60.769,70.066,65.623,4,"E",NA,18.565,"Z",43.964,87.397
95,76.023,"Class2",44.696,28.75,71.646,66,"X",57.478,31.766,"R",88.881,27.815
99,22.169,"Class2",26.176,25.759,56.606,32,"I",58.633,29.925,"C",89.922,47.25
91,63.35,"Class2",26.222,24.957,45.026,26,"I",58.85,51.57,"P",92.848,64.363
74,45.996,"Class3",57.774,69.693,85.734,22,"K",23.249,20.652,"G",51.46,62.083
92,62.397,"Class2",26.951,27.474,76.642,52,"I",58.15,20.422,"C",93.079,45.957
92,60.61,"Class2",31.799,27.391,41.565,79,"D",58.375,33.145,"C",91.448,24.244
99,75.114,"Class2",35.271,32.143,70.927,46,"X",58.189,44.796,"P",90.338,66.047
68,33.339,"Class1",90.413,23.94,31.303,71,"C",25.496,23.083,"X",96.17,38.219
61,44.341,"Class3",64.365,69.434,90.255,12,"M",29.931,23.12,"G",36.352,83.854
63,34.625,"Class1",68.25,17.044,21.406,70,"D",25.971,69.186,"X",95.402,42.245
96,72.957,"Class2",25.776,32.015,62.324,23,"D",60.63,64.584,"O",89.918,49.651
98,27.853,"Class2",55.427,29.859,68.534,63,"C",57.664,106.411,"R",94.817,25.37
65,67.272,"Class1",67.987,24.721,3.959,71,"D",35.644,27.708,"W",78.715,56.927
77,45.461,"Class3",56.585,70.522,78.595,20,"J",29.165,16.175,"G",50.585,73.431
79,44.038,"Class3",52.49,69.093,100.534,19,"M",27.705,18.868,"R",47.023,65.281
68,46.999,"Class3",61.513,69.999,85.728,8,"J",12.181,21.649,"R",46.389,86.015
63,44.206,"Class1",76.999,31.031,37.355,65,"C",29.407,49.005,"W",92.409,52.674
95,30.467,"Class2",28.349,27.929,50.464,27,"X",60.036,11.815,"C",94.975,17.359
96,58.453,"Class2",26.883,28.591,49.433,65,"I",59.777,42.116,"C",91.003,32.694
43,42.082,"Class3",58.142,69.483,93.947,18,"M",20.134,22.133,"G",53.673,80.98
67,29.696,"Class1",82.707,44.586,39.562,68,"R",33.41,59.635,"C",94.688,31.616
73,56.34,"Class1",70.196,4.634,21.563,68,"V",24.16,47.015,"X",83.449,33.339
82,46.289,"Class3",60.17,68.51,87.416,25,"J",26.378,23.004,"Z",45.649,86.885
91,18.814,"Class2",37.64,29.246,38.682,45,"D",58.221,52.139,"H",92.811,59.688
67,62.864,"Class1",85.703,18.365,25.846,70,"R",25.249,26.686,"W",87.863,37.838
90,73.859,"Class2",49.22,26.941,32.475,79,"X",NA,80.867,"C",92.554,20.172
93,78.859,"Class2",27.357,29.975,54.859,65,"A",58.655,65.108,"C",89.402,13.037
91,32.444,"Class2",40.509,27.766,48.949,28,"A",57.116,53.491,"O",92.769,64.421
33,40.395,"Class3",61.571,70.025,78.358,11,"K",21.651,20.139,"I",41.755,78.791
88,39.744,"Class3",62.414,69.839,75.923,9,"J",NA,24.665,"G",49.583,64.102
46,42.152,"Class3",44.727,69.34,89.1,17,"P",26.737,22.087,"G",49.87,83.161
94,51.954,"Class2",56.745,29.873,59.662,46,"X",58.94,58.014,"C",96.313,21.589
41,41.025,"Class3",52.851,69.705,97.448,4,"E",16.538,23.577,"O",48.278,89.401
96,57.338,"Class2",28.451,28.655,43.96,39,"X",59.148,68.098,"O",90.713,22.403
97,48.312,"Class2",36.185,29.127,75.074,64,"I",58.528,41.517,"R",94.273,27.56
65,47.884,"Class1",73.17,25.923,40.366,64,"C",30.258,35.484,"C",86.7,50.424
65,52.058,"Class1",84.882,33.573,32.755,66,"S",35.795,32.938,"W",81.72,44.144
46,47.963,"Class3",61.955,70.184,86.149,23,"K",16.5,20.593,"Z",46.104,79.368
65,46.332,"Class1",68.867,19.123,20.932,72,"V",24.191,18.119,"D",74.194,49.119
90,41.381,"Class3",48.08,69.472,87.459,13,"P",NA,26.199,"Z",46.372,67.506
52,39.572,"Class3",62.968,69.101,77.256,10,"K",26.749,25.885,"Z",53.843,88.83
73,44.163,"Class3",49.011,69.901,78.002,20,"E",NA,22.432,"R",47.475,83.25
63,31.186,"Class1",62.076,24.294,7.466,66,"D",35.294,39.428,"W",89.571,52.712
99,33.855,"Class2",30.75,27.806,51.272,69,"I",59.702,18.195,"H",92.53,27.644
66,45.109,"Class3",59.253,69.59,79.688,29,"P",29.456,24.111,"I",52.807,67.101
91,81.893,"Class2",25.902,30.068,54.932,61,"I",57.929,38.666,"R",92.279,13.018
70,60.174,"Class1",84.808,30.675,26.057,64,"S",35.704,56.802,"D",90.816,47.686
51,41.729,"Class3",63.508,71.208,75.101,13,"E",21.099,18.348,"Z",44.681,66.961
98,65.522,"Class2",45.787,27.873,69.078,78,"D",58.443,45.432,"O",90.691,64.524
71,46.811,"Class1",73.626,30.168,21.147,67,"S",30.887,48.119,"D",NA,53.725
65,69.156,"Class1",77.977,35.042,17.762,65,"S",29.284,38.011,"D",86.259,37.549
90,36.139,"Class2",27.539,29.082,60.405,50,"I",58.282,57.547,"P",92.089,18.403
57,45.786,"Class3",59.31,70.048,65.998,10,"M",24.485,23.609,"Z",47.3,72.191
83,40.004,"Class3",58.371,69.036,85.399,23,"M",27.896,24.326,"G",51.723,66.476
71,52.313,"Class1",73.483,41.779,34.128,65,"C",35.044,45.186,"D",82.637,44.315
63,42.581,"Class3",45.791,68.946,95.264,19,"E",28.173,20.595,"O",48.481,74.759
94,84.414,"Class2",39.136,29.062,47.642,66,"C",60.133,76.208,"H",93.497,27.627
87,40.527,"Class3",64.701,69.636,72.727,26,"J",22.857,22.602,"R",44.396,80.909
62,44.293,"Class3",55.333,70.825,90.743,14,"M",14.904,16.524,"G",41.776,82.095
70,44.11,"Class3",55.674,69.769,85.57,18,"P",15.338,21.792,"Z",37.401,88.762
97,36.37,"Class2",33.732,26.76,64.028,25,"X",60.422,46.527,"P",94.93,40.218
44,46.443,"Class3",51.491,69.654,87.345,27,"J",20.064,23.179,"I",52.057,90.769
75,44.088,"Class3",45.037,70.06,100.536,14,"E",20.86,28.96,"R",50.511,79.022
73,42.718,"Class1",71.601,33.817,34.226,68,"D",25.371,23.36,"C",88.63,34.649
70,42.337,"Class1",84.978,25.43,36.693,65,"V",26.369,48.867,"D",89.646,41.83
93,66.862,"Class2",33.025,28.021,62.246,24,"I",58.623,75.864,"H",93.615,31.514
81,43.941,"Class3",44.515,69.592,103.117,19,"P",26.01,26.771,"R",47.319,72.812
68,39.602,"Class1",91.048,23.738,36.697,65,"R",NA,38.431,"X",84.74,40.031
96,21.924,"Class2",42.806,32.842,62.193,57,"I",NA,63.435,"R",91.08,64.193
51,47.711,"Class3",60.471,69.856,73.309,25,"M",24.832,21.308,"I",NA,87.109
51,47.115,"Class3",53.46,69.191,81.291,13,"P",16.171,25.924,"R",52.967,62.879
94,52.06,"Class2",29.083,28.883,78.881,47,"C",59.703,26.878,"O",91.18,30.86
63,63.624,"Class1",72.764,28.486,16.788,71,"R",29.455,56.154,"C",83.13,49.171
69,67.958,"Class1",78.291,19.029,36.571,65,"R",29.089,37.89,"W",103.284,35.669
73,69.298,"Class1",66.895,36.712,15.512,71,"S",32.435,78.078,"W",96.266,37.639
97,32.936,"Class2",26.179,30.68,75.305,61,"X",60.344,59.011,"R",92.308,66.528
66,43.437,"Class1",83.228,15.166,22.105,73,"R",29.196,45.03,"C",77.859,52.36
63,36.461,"Class1",82.856,16.58,2.705,69,"C",34.192,40.933,"D",83.338,45.663
70,60.453,"Class1",71.546,22.824,30.92,73,"C",30.435,45.255,"D",83.432,43.606
64,46.956,"Class1",92.839,6.03,39.278,72,"R",33.934,39.223,"D",87.462,50.511
67,45.345,"Class1",72.682,34.986,37.963,68,"V",33.016,28.554,"W",87.435,35.877
70,44.593,"Class1",74.731,12.219,22.368,68,"S",25.429,35.878,"W",73.969,48.972
63,33.634,"Class1",64.962,13.01,32.957,65,"V",NA,56.523,"W",67.755,44.044
93,60.195,"Class2",47.342,27.633,64.096,32,"I",57.969,54.723,"O",93.141,48.698
89,44.88,"Class3",44.978,70.401,60.767,11,"M",17.09,20.519,"Z",44.987,72.719
65,47.755,"Class1",88.524,16.746,30.872,72,"C",35.988,32.453,"X",79.809,31.694
92,74.32,"Class2",25.106,28.601,54.092,77,"D",58.222,-5.89,"O",94.742,30.62
73,36.04,"Class1",60.253,29.193,40.71,66,"R",29.663,34.277,"W",94.62,47.811
52,40.224,"Class3",60.6,69.181,98.155,11,"M",15.516,25.279,"I",NA,80.85
69,46.259,"Class3",54.956,69.773,70.14,17,"K",24.063,17.898,"I",50.702,84.346
47,44.811,"Class3",53.503,70.378,85.17,28,"P",26.535,19.566,"R",48.444,82.673
93,29.229,"Class2",28.191,28.689,71.339,30,"D",59.281,42.904,"H",92.42,18.632
80,41.077,"Class3",53.262,69.95,75.705,5,"K",22.965,24.103,"Z",51.999,67.099
98,27.112,"Class2",25.334,26.205,59.105,57,"C",57.76,-4.418,"C",NA,38.977
92,64.642,"Class2",52.827,30.282,38.101,36,"C",57.017,40.863,"O",91.055,13.535
71,42.488,"Class3",46.661,70.23,81.827,32,"J",27.562,16.359,"R",43.97,68.142
48,43.612,"Class3",55.332,69.815,94.401,12,"K",18.868,23.548,"R",53.43,84.541
98,82.772,"Class2",29.285,28.515,56.333,70,"A",59.969,40.846,"H",93.51,17.409
96,78.941,"Class2",29.77,29.239,70.735,54,"D",59.913,14.138,"C",89.315,16.721
99,74.781,"Class2",47.953,26.986,69.202,69,"D",59.619,19.825,"O",95.245,16.895
71,45.546,"Class1",73.005,14.448,39.138,70,"D",32.544,53.489,"R",75.979,41.958
69,35.536,"Class1",64.749,20.541,33.424,68,"R",30.621,43.644,"R",71.541,54.645
90,53.616,"Class2",40.51,29.564,43.388,56,"C",58.163,55.229,"C",90.911,41.369
72,55.014,"Class1",79.009,22.812,29.343,69,"D",33.017,-1.625,"C",82.919,35.148
73,62.111,"Class1",65.416,23.8,26.045,69,"D",34.873,53.156,"R",91.239,48.296
65,48.891,"Class1",77.266,16.004,33.432,70,"S",28.995,25.343,"R",88.543,52.881
72,30.827,"Class1",63.519,42.579,43.302,69,"S",NA,43.515,"D",89.518,44.924
57,42.579,"Class3",45.965,71.003,61.713,12,"P",29.824,22.476,"G",NA,86.213
93,36.137,"Class2",56.366,29.237,67.535,55,"C",60.592,46.489,"R",92.653,39.805
44,44.023,"Class3",46.572,70.416,85.674,16,"M",12.222,21.198,"O",49.464,71.643
53,40.846,"Class3",45.331,69.492,95.064,25,"M",18.22,17.594,"R",46.451,86.444
31,44.698,"Class3",54.711,70.353,76.725,20,"P",29.393,21.138,"I",54.332,81.613
97,78.5,"Class2",37.348,27.178,50.108,82,"I",60.838,66.993,"H",91.355,59.704
73,49.149,"Class1",70.83,25.665,32.204,69,"V",28.102,36.383,"R",84.126,31.726
99,75.807,"Class2",31.443,28.126,49.457,64,"A",NA,43.069,"C",91.545,65.482
94,36.398,"Class2",34.088,26.822,85.179,36,"D",60.031,14.828,"R",94.53,69.31
68,68.311,"Class1",77.913,42.02,10.512,67,"D",32.391,45.526,"W",78.872,39.127
32,41.327,"Class3",46.087,70.162,89.647,24,"P",22.398,26.795,"Z",57.585,68.403
94,74.506,"Class2",51.925,27.194,35.307,64,"A",58.492,59.586,"O",93.786,52.479
72,31.104,"Class1",67.837,38.344,47.999,67,"V",34.599,34.565,"W",62.909,36.96
94,58.125,"Class2",41.117,29.314,49.038,49,"D",60.849,97.07,"O",94.546,38.403
72,69.056,"Class1",90.397,40.708,41.162,70,"V",24.245,39.8,"X",89.83,36.649
70,56.103,"Class1",72.822,24.505,18.475,65,"S",26.739,36.168,"C",90.328,32.433
63,46.91,"Class3",60.058,70.007,83.805,6,"J",20.433,21.767,"O",44.469,87.412
92,29.413,"Class2",49.479,27.125,70.986,29,"D",58.953,40.064,"O",92.651,51.666
98,49.59,"Class2",48.976,26.183,47.456,33,"C",57.098,-30.267,"R",91.373,25.734
93,77.455,"Class2",34.959,29.512,64.195,30,"C",59.353,89.056,"C",92.833,62.992
95,24.029,"Class2",48.972,30.789,69.172,30,"C",60.924,35.006,"H",91.63,13.241
35,46.588,"Class3",46.495,69.576,78.729,17,"J",18.695,28.552,"I",45.256,81.523
63,50.568,"Class1",69.026,23.464,51.756,64,"S",34.96,65.368,"D",NA,55.724
76,41.802,"Class3",52.07,69.586,75.509,22,"M",20.255,24.406,"R",NA,77.361
90,47.697,"Class3",49.764,69.811,76.632,13,"M",18.566,24.764,"R",47.748,63.185
32,41.086,"Class3",58.956,70.159,81.554,18,"E",27.333,23.616,"G",43.074,69.57
72,59.829,"Class1",69.102,27.046,22.326,65,"V",26.638,61.413,"W",68.772,56.119
92,82.384,"Class2",45.856,29.26,37.393,49,"C",60.305,67.81,"H",92.848,40.668
94,36.102,"Class2",42.215,29.271,61.179,71,"C",59.674,3.457,"H",95.289,56.226
73,38.888,"Class1",84.458,35.36,24.007,65,"C",27.56,52.634,"W",96.849,40.199
99,83.374,"Class2",43.401,29.633,57.462,49,"D",57.178,58.695,"R",93.898,53.251
95,28.711,"Class2",39.648,30.135,64.929,55,"I",57.703,49.978,"H",92.767,56.923
63,38.369,"Class1",85.488,19.732,-0.365,70,"S",35.295,25.12,"W",71.839,51.708
70,39.428,"Class3",50.02,68.349,89.851,32,"E",26.699,19.619,"O",53.306,64.016
71,63.997,"Class1",75.344,15.437,44.023,70,"R",26.698,43.641,"D",87.983,38.846
57,45.259,"Class3",55.976,70.226,83.733,18,"E",NA,23.25,"O",46.134,86.388
93,38.045,"Class2",31.594,30.211,53.265,48,"I",60.276,91.15,"H",92.728,17.481
35,41.797,"Class3",55.136,69.925,103.025,24,"P",15.111,26.535,"I",47.61,83.631
92,68.819,"Class2",50.388,29.031,60.495,27,"C",57.414,4.889,"O",92.546,66.869
99,86.731,"Class2",35.693,27.518,62.012,70,"D",57.567,34.686,"R",95.633,21.033
66,33.563,"Class1",78.426,24.897,37.523,68,"C",32.125,56.39,"C",84.502,53.287
70,47.344,"Class3",50.689,69.755,79.174,29,"K",27.595,21.833,"O",50.45,85.782
