"Output1","ONF1","UNV2","DLX3","GHE4","DZH5","QAK6","OEL7","CRB8","BSP9","ZJI10"
"Class1",61.232,46.432,22.601,"K",54.664,28.308,60,83.625,82.404,110.628
"Class4",37.346,74.072,60.487,"K",72.344,79.577,85,63.112,86.31,13.219
"Class5",30.684,41.442,34.809,"D",55.708,63.385,52,71.027,5.985,46.05
"Class3",72.143,16.44,58.925,NA,87.96,84.164,49,93.986,54.751,69.299
"Class3",14.842,14.347,NA,"X",86.344,81.376,51,96.425,59.042,62.673
"Class3",58.211,43.199,74.669,"X",64.428,82.942,49,90.826,55.119,64.939
"Class2",74.984,20.008,17.375,"K",77.022,44.439,77,55.313,65.664,73.329
"Class2",77.722,18.013,27.218,"N",80.444,43.196,58,44.765,97.985,89.852
"Class5",49.538,66,48.77,"M",65.694,81.638,25,52.072,26.119,55.718
"Class4",51.888,4.097,NA,"I",76.768,79.009,90,66.517,79.278,29.046
"Class3",27.599,25.84,85.367,"G",69.451,81.051,42,88.875,79.434,34.172
"Class5",17.959,35.34,49.369,NA,59.467,85.625,53,61.479,4.681,49.48
"Class2",39.722,24.549,19.118,"D",76.924,46.849,78,30.681,94.631,94.655
"Class4",33.672,36.67,76.564,"J",74.985,79.327,99,67.24,79.094,-1.185
"Class5",23.617,63.593,36.612,"D",18.805,82.588,43,44.308,9.337,44.403
"Class2",45.638,24.856,29.788,"Z",76.894,44.011,81,35.409,63.1,78.572
"Class2",84.427,20.154,20.037,"D",79.172,45.646,37,79.664,73.621,86.472
"Class2",69.568,14.898,19.101,"Z",70.298,45.301,72,26.966,63.28,65.923
"Class3",18.279,37.643,72.778,"T",71.046,83.645,46,95.605,81.337,54.454
"Class2",75.511,22.924,25.429,"D",72.667,43.757,38,-7.587,73.433,61.721
"Class2",83.672,24.416,29.508,"E",76.195,45.218,38,16.388,76.105,74.932
"Class3",20.546,57.229,90.699,"T",80.527,81.039,50,92.707,85.542,85.007
"Class3",26.938,44.561,56.473,"T",91.006,76.99,40,94.078,58.302,62.076
"Class2",68.817,14.9,17.189,"D",78.033,47.546,67,40.057,95.378,69.233
"Class3",39.921,30.553,77.784,"H",85.255,87.198,41,91.003,87.392,85.61
"Class4",72.671,31.523,59.793,"K",72.404,79.29,65,66.14,78.629,43.364
"Class5",19.63,34.457,49.32,"I",44.009,86.133,46,52.438,39.686,69.307
"Class1",65.565,59.865,59.202,"O",56.639,33.063,60,83.698,84.059,8.296
"Class4",33.337,23.785,67.914,"I",75.256,79.336,71,65.034,74.789,20.688
"Class2",80.093,20.297,29.477,"N",75.931,44.49,74,49.569,71.27,62.513
"Class1",63.87,53.468,9.981,"O",68.79,44.386,56,84.438,90.352,29.33
"Class5",37.993,67.381,69.143,"X",76.163,79.116,56,69.967,31.099,33.41
"Class5",12.602,93.976,37.912,"D",54.865,62.557,38,58.176,18.924,42.561
"Class5",37.614,28.744,53.553,"I",69.002,70.435,62,80.848,31.385,38.415
"Class1",64.851,42.276,8.327,"D",74.97,32.989,54,88.666,85.076,34.524
"Class5",30.66,55.05,34.936,"X",68.936,83.208,37,53.602,32.992,58.401
"Class2",90.119,19.569,28.355,"E",75.327,46.81,71,80.978,75.214,79.416
"Class2",89.034,18.643,23.826,"N",71.574,46.115,70,71.375,83.89,86.901
"Class3",62.005,12.488,83.687,"G",84.799,80.635,50,88.44,63.086,49.021
"Class3",45.696,21.98,50.367,"T",82.034,80.271,49,90.848,48.575,59.007
"Class4",76.91,2.449,75.796,"K",75.93,78.675,70,70.886,96.878,28.224
"Class5",24.97,82.948,77.551,"I",55.484,79.583,27,72.774,1.969,53.534
"Class1",62.429,72.447,44.597,"N",69.293,19.998,55,81.116,86.894,53.607
"Class5",46.411,78.946,81.993,"D",63.833,84.095,51,66.054,18.135,54.876
"Class1",62.179,46.248,12.938,"K",60.412,15.845,47,83.138,77.152,65.045
"Class5",52.931,22.921,74.395,"X",105.363,76.487,54,75.457,9.045,68.725
"Class3",59.587,51.017,NA,NA,75.51,83.46,50,90.443,54.744,47.598
"Class5",47.749,58.01,52.775,"X",44.925,49.473,51,48.729,22.601,54.999
"Class4",49.153,14.644,75.709,"U",76.112,79.273,72,66.392,85.428,27.875
"Class4",59.957,58.324,38.315,"E",77.056,79.676,89,69.036,67.063,45.394
"Class3",25.768,17.513,65.361,"G",70.087,82.363,41,93.603,87.125,67.129
"Class2",84.942,20.522,19.127,"E",77.203,44.169,85,68.303,86.847,63.44
"Class3",29.096,12.267,80.326,"X",81.756,81.453,51,95.204,53.612,84.836
"Class1",64.929,68.249,13.878,"K",76.152,15.868,52,76.178,74.8,63.683
"Class3",72.708,22.353,NA,"T",72.04,78.374,39,94.593,58.875,74.699
"Class1",68.454,63.83,29.553,"O",60.106,25.496,47,83.206,84.011,20.364
"Class2",47.694,16.715,18.427,"Z",78.379,47.127,62,23.07,90.18,66.498
"Class4",76.188,3.766,55.628,"K",76.22,79.66,66,68.988,70.662,54.93
"Class2",84.651,12.532,29.248,NA,75.802,45.615,49,49.208,74.428,73.531
"Class5",30.983,93.816,27.096,NA,78.43,67.559,39,30.794,22.212,27.908
"Class3",12.05,11.353,81.729,"F",88.091,80.052,49,92.415,92.62,43.729
"Class5",55.486,72.973,68.961,"M",47.443,81.369,47,36.076,31.716,50.077
"Class4",77.965,15.717,46.685,"U",75.439,79.069,82,63.363,79.816,11.862
"Class2",54.047,11.694,28.568,"K",77.027,44.217,58,47.047,66.92,77.423
"Class4",63.618,6.65,46.136,"I",77.304,79.44,89,65.307,88.721,38.918
"Class3",13.833,37.319,64.291,NA,69.582,86.071,45,94.793,68.692,54.085
"Class4",59.846,78.267,51.885,"U",75.838,79.893,72,66.675,92.514,61.817
"Class4",66.133,15.679,40.703,"I",72.429,80.04,93,67.959,71.757,49.417
"Class3",46.701,57.989,78.13,"H",74.86,83.546,43,93.231,61.905,60.117
"Class5",30.302,90.151,27.829,"M",26.998,52.281,25,54.93,7.555,38.523
"Class1",63.37,39.265,45.163,"K",63.066,15.701,59,87.048,83.178,55.089
"Class1",66.436,37.999,61.296,"D",73.119,11.461,55,79.419,77.422,8.621
"Class1",67.706,67.133,14.006,"N",70.047,39.667,56,96.554,78.797,35.504
"Class2",92.76,11.88,25.037,"Z",75.473,45.036,82,28.171,68.101,69.507
"Class1",61.151,48.764,37.688,"D",67.161,26.529,48,91.025,74.081,72.909
"Class4",39.52,14.681,71.933,"U",71.478,79.678,78,67.751,78.262,63.702
"Class3",29.074,46.003,NA,"H",77.236,84.115,47,95.93,82.202,75.202
"Class1",68.42,59.302,57.493,"K",55.003,38.42,57,83.102,96.574,26.35
"Class1",63.262,47.178,60.446,"K",74.93,14.363,60,82.873,81.957,56.678
"Class2",73.312,11.456,30.024,"Z",73.513,45.292,50,66.299,63.343,94.709
"Class1",65.005,38.211,38.199,"D",61.979,26.167,47,81.469,73.069,104.119
"Class5",34.15,36.31,29,"X",50.692,44.302,57,74.471,44.574,24.011
"Class2",43.956,22.813,22.151,"K",71.33,45.325,41,-7.169,91.275,68.239
"Class2",73.399,25.095,17.692,"N",72.281,45.723,52,71.31,65.067,74.689
"Class4",48.234,3.238,73.703,"E",73.014,79.523,75,63.565,80.396,23.842
"Class5",53.929,59.808,59.606,"M",48.867,84.416,35,89.289,10.756,44.382
"Class5",21.616,71.27,45.801,"I",21.42,81.133,36,88.473,30.452,46.217
"Class5",33.518,69.438,65.431,"N",85.233,80.559,60,79.622,9.808,40.95
"Class1",61.589,35.049,43.175,"X",60.32,25.247,59,73.9,75.005,7.168
"Class4",56.537,76.407,33.796,"E",76.084,79.129,99,67.41,84.449,71.274
"Class1",64.01,32.332,52.752,"O",61.082,16.493,48,79.874,72.145,90.916
"Class1",65.385,49.854,53.419,"K",77.246,24.827,55,86.141,94.984,38.709
"Class4",42.41,20.884,30.597,"J",72.635,79.442,91,66.715,69.675,58.952
"Class2",94.669,10.647,25.64,"N",78.333,45.298,66,47.04,59.514,68.065
"Class2",70.528,25.59,29.705,"E",75.141,44.242,67,43.802,87.82,76.77
"Class2",80.483,15.29,19.585,"Z",78.215,45.381,38,38.765,86.057,90.492
"Class5",40.416,70.514,69.53,"I",41.202,67.289,47,51.89,20.276,15.35
"Class3",8.471,11.202,91.061,"F",88.705,88.178,48,88.338,82.979,80.703
"Class4",73.455,64.762,71.791,"U",78.398,79.593,56,66.504,87.708,32.155
"Class2",86.301,11.33,30.372,"Z",71.556,43.527,40,28.929,83.962,87.107
"Class1",66.222,72.787,41.861,"D",63.771,28.66,54,83.317,83.455,89.682
"Class5",16.361,80.203,62.725,"N",58.212,62.821,55,83.544,33.495,50.195
"Class5",60.092,44.433,78.786,"D",14.17,77.969,44,66.778,19.101,61.144
"Class5",33.325,59.282,82.781,"D",22.478,74.961,39,89.334,5.888,62.404
"Class1",65.434,50.854,19.123,"N",64.483,29.415,51,86.483,83.066,30.263
"Class3",64.4,26.276,57.186,"T",75.312,84.3,40,95.359,84.52,98.627
"Class5",51.269,70.96,35.344,"X",9.727,47.258,55,76.847,12.557,45.655
"Class2",41.733,12.153,19.753,NA,75.251,45.102,51,54.947,67.7,75.327
"Class3",80.041,29.357,60.899,"H",83.766,85.332,41,91.259,61.2,87.677
"Class3",77.706,57.994,78.694,"H",75.247,81.903,44,91.818,77.57,54.444
"Class4",52.209,29.338,75.93,"K",71.504,79.926,60,68.299,88.865,35.061
"Class3",63.301,51.797,NA,"H",75.646,82.621,50,97.206,48.955,57.29
"Class3",40.25,41.617,73.375,"H",74.451,80.863,41,93.204,65.321,78.186
"Class4",68.749,18.059,70.799,"J",77.814,79.663,85,67.924,90.848,16.208
"Class4",80.29,24.196,70.021,"K",75.817,79.934,92,66.152,93.493,28.874
"Class1",64.182,55.221,55.555,"X",67.905,26.363,59,87.853,74.259,33.082
"Class1",61.871,71.744,22.841,"N",55.814,24.24,57,82.383,82.233,65.243
"Class3",54.678,37.302,79.815,"T",74.669,81.133,50,96.884,45.847,79.19
"Class5",60.129,64.317,35.112,"N",38.45,69.26,44,105.146,44.714,39.195
"Class3",81.596,38.332,80.743,"H",72.94,83.683,41,90.049,77.887,100.743
"Class2",89.652,20.074,26.185,"N",81.684,48.344,45,56.607,69.944,76.38
"Class4",73.587,25.177,53.686,"U",72.097,78.807,70,64.113,80.671,0.937
"Class2",89.69,18.583,26.493,"Z",76.8,44.731,39,58.732,74.269,76.794
"Class1",64.325,49.324,49.993,"D",71.686,7.516,55,83.823,93.232,5.262
"Class1",66.041,73.208,54.341,"X",66.07,24.103,59,88.788,94.321,85.35
"Class1",63.055,70.886,29.338,"N",59.726,31.226,55,92.606,73.716,38.17
"Class3",28.927,56.528,79.738,"H",68.691,82.408,39,90.197,95.311,46.936
"Class2",40.955,22.486,23.318,"D",77.042,45.332,67,8.751,84.506,82.224
"Class2",91.812,16.796,31.417,"K",76.486,46.218,86,87.176,68.189,77.1
"Class1",68.504,43.573,NA,"D",72.417,31.838,50,84.809,95.658,79.166
"Class4",52.947,54.207,50.984,"J",75.746,80.04,85,69.834,95.601,16.553
"Class3",26.223,21.676,84.49,"X",95.039,79.808,41,93.771,90.172,96.615
"Class4",78.469,54.785,NA,"E",76.967,79.159,97,61.824,84.588,36.055
"Class3",72.026,13.423,74.162,"F",91.951,83.213,39,93.528,69.795,53.266
"Class4",64.944,14.195,76.91,"I",70.356,79.024,82,69.966,88.555,48.879
"Class4",49.949,5.736,74.703,"E",72.913,79.595,59,64.354,91.967,48.656
"Class3",28.223,24.243,72.546,"F",71.882,83.776,47,95.733,83.321,68.146
"Class1",68.813,48.102,12.977,"O",65.108,18.265,60,88.506,86.148,18.904
"Class1",65.89,34.161,20.572,"D",55.851,34.419,60,89.892,88.437,63.534
"Class5",50.385,19.755,55.251,"M",29.842,65.59,59,45.111,39.539,45.681
"Class2",54.093,16.21,29.641,"E",76.488,43.065,47,59.063,77.761,74.207
"Class3",75.277,57.877,82.068,"F",75.582,80.721,39,90.335,60.584,74.304
"Class4",73.779,70.308,58.852,"I",77.722,79.607,90,65.004,71.119,21.61
"Class2",65.972,14.07,30.478,"Z",76.722,45.127,64,67.088,99.171,85.488
"Class3",60.447,28.56,85.732,"F",76.928,82.952,44,94.323,87.062,39.294
"Class2",62.33,23.993,20.164,"N",74.586,45.072,45,67.466,96.55,73.241
"Class1",60.908,35.864,25.901,"X",59.326,22.087,53,81.076,83.767,59.114
"Class4",75.957,19.343,NA,"J",77.754,79.819,79,64.604,73.859,22.179
"Class5",13.885,74.955,62.48,"D",74.214,88.552,57,79.323,45.848,38.485
"Class5",50.038,91.538,41.462,"I",93.941,62.115,44,86.098,33.925,34.149
"Class4",51.311,14.213,34.29,"U",69.163,79.498,60,67.749,89.533,26.069
"Class3",61.292,30.227,82.312,"G",92.322,84.111,49,96.791,61.898,67.635
"Class3",53.955,39.189,62.858,"H",95.47,76.052,41,96.452,78.222,50.549
"Class4",55.192,58.956,58.992,NA,74.429,78.864,73,66.189,92.883,13.501
"Class5",49.398,19.279,48.271,"I",24.399,77.982,28,54.557,43.655,28.522
"Class2",43.089,12.097,20.024,NA,74.69,44.982,67,103.038,72.276,75.474
"Class3",31.499,16.728,67.411,"T",88.168,81.124,48,92.793,64.249,65.203
"Class2",50.949,21.263,23.442,NA,78.771,46.092,85,14.881,76.561,80.619
"Class4",47.142,42.443,45.89,"E",74.704,79.08,69,66.32,79.726,58.667
"Class3",14.835,21.341,NA,"T",84.34,83.226,39,93.551,91.573,50.972
"Class1",68.577,72.516,28.147,"N",61.866,19.618,50,81.909,72.12,41.936
"Class4",42.755,62.76,42.199,"U",76.721,79.384,61,65.317,86.593,36.586
"Class4",34.778,76.794,40.254,"J",77.878,79.246,74,67.409,95.376,42.98
"Class5",58.083,68.89,64.371,"M",49.903,66.608,27,84.813,28.166,18.166
"Class2",60.862,20.974,19.303,"Z",78.032,46.068,50,78.708,77.76,80.851
"Class2",62.591,16.457,21.936,"K",76.02,43.891,56,61.857,70.378,71.621
"Class4",72.011,44.255,NA,"K",71.277,79.454,81,70.615,96.434,80.367
"Class4",36.371,24.757,34.774,"I",76.59,79.129,76,68.164,87.332,43.08
"Class3",65.216,56.813,75.097,"F",86.578,85.68,40,92.883,82.875,91.284
"Class4",76.586,42.959,48.321,"U",73.949,79.561,76,64.669,77.705,32.741
"Class2",45.533,25.091,21.074,"K",75.264,45.993,43,30.528,89.626,66.19
"Class3",28.333,17.325,62.969,"X",70.06,85.423,44,92.569,65.869,89.669
"Class4",75.691,10.852,72.602,"J",69.837,79.886,68,59.841,70.825,53.089
"Class1",62.162,49.677,12.45,"N",64.024,20.551,54,83.323,72.269,102.004
"Class1",65.456,63.069,28.93,"O",65,3.372,51,79.751,77.399,18.703
"Class3",65.164,49.355,89.147,"F",77.941,79.43,49,90.851,93.173,99.54
"Class4",76.997,51.632,75.952,"J",73.915,79.114,81,68.836,89.782,60.902
"Class3",74.335,43.325,58.392,"G",87.507,80.307,49,94.516,44.526,33.683
"Class4",67.682,39.345,62.881,"I",70.746,79.587,77,62.491,87.231,43.188
"Class5",54.441,85.527,85.59,"I",18.717,83.853,35,62.017,43.919,43.542
"Class1",60.694,57.314,NA,"K",64.297,16.066,47,80.293,97.954,78.068
"Class2",91.677,15.398,17.347,"N",71.653,45.107,58,39.186,72.464,82.133
"Class5",27.736,90.094,80.516,"X",72.803,80.123,34,86.561,7.051,59.022
"Class5",21.839,40.883,41.597,"N",12.246,75.986,56,50.937,2.681,64.621
"Class2",57.568,23.059,17.961,"D",78.018,44.768,50,69.492,84.528,96.022
"Class2",92.02,21.217,18.115,"K",76.235,46.287,44,83.987,81.096,79.34
"Class2",89.133,19.682,20.996,"N",71.618,46.309,67,49.968,68.929,87.165
"Class2",60.408,13.065,18.122,"N",79.206,47.065,48,69.062,72.623,82.14
"Class3",60.286,48.986,68.703,"X",65.925,85.218,45,96.941,47.992,72.87
"Class1",64.698,56.876,34.948,"K",61.679,20.202,49,83.702,72.46,91.143
"Class1",62.812,42.727,43.501,"O",70.279,28.032,47,79.25,76.452,48.636
"Class1",65.217,37.624,NA,"D",66.701,30.189,56,78.27,86.624,49.674
"Class5",55.064,88.811,49.566,"N",15.33,80.42,34,52.304,45.695,69.865
"Class5",44.757,94.23,78.604,"M",8.348,51.53,36,54.189,1.584,57.101
"Class4",32.998,70.197,64.211,"K",71.924,78.787,89,65.091,83.871,50.606
"Class5",20.287,32.739,76.914,"I",70.19,85.748,62,69.274,42.954,46.73
"Class5",21.113,65.967,33.61,"N",82.441,64.255,28,42.823,6.097,35.425
"Class1",61.319,48.614,16.468,"D",75.74,17.661,48,84.332,77.811,1.718
"Class3",28.906,14.041,62.109,"F",88.897,82.19,38,92.542,82.782,62.132
"Class5",48.834,60.014,59.217,"I",13.961,96.452,48,69.489,48.636,42.642
"Class3",33.491,23.848,84.142,"G",64.317,80.619,41,92.48,87.189,66.724
"Class1",68.622,66.541,56.905,"N",78.258,28.246,56,82.936,89.925,-1.452
"Class4",69.874,60.574,72.786,"J",79.505,79.399,65,66.131,81.124,30.613
"Class3",60.528,56.278,50.071,"H",84.002,78.999,38,95.794,90.907,90.138
"Class5",41.178,47.206,53.113,"M",86.513,71.913,24,123.534,1.901,33.035
"Class3",12.347,54.703,74.491,"T",84.156,86.197,47,91.399,48.858,63.867
"Class2",45.427,19.288,21.66,"N",73.924,44.741,68,45.953,94.581,88.305
"Class3",73.512,18.59,85.973,"T",82.292,81.488,39,93.2,90.864,73.774
"Class1",61.346,58.33,32.147,"K",63.873,25.729,52,88.312,96.047,7.135
"Class2",77.355,23.713,21.068,"D",81.4,44.507,62,75.155,67.884,81.853
"Class5",28.442,61.476,44.946,"D",46.869,68.35,60,84.918,42.569,37.932
"Class5",21.557,30.561,40.711,"M",63.736,87.809,28,102.461,43.606,51.25
"Class1",65.173,68.053,44.805,"X",71.306,10.045,55,79.129,96.519,33.005
"Class3",13.227,36.149,86.146,"T",77.256,85.494,47,96.946,60.355,99.567
"Class2",49.707,23.052,26.745,"N",76.72,46.39,50,75.411,73.163,71.241
"Class4",40.132,61.252,44.782,"K",71.921,79.613,97,66.111,87.96,64.365
"Class5",53.28,42.687,80.381,"X",9.768,76.914,30,99.279,36.524,12.218
"Class3",10.916,54.986,90.107,"H",82.502,81.382,52,93.57,75.739,42.226
"Class5",13.336,85.945,72.258,NA,29.773,90.749,28,69.451,28.183,71.979
"Class4",32.972,42.732,70.203,"K",72.889,79.357,92,65.192,94.66,28.44
"Class3",8.432,35.265,90.303,"X",73.879,81.176,39,92.413,93.533,63.744
"Class2",62.025,11.649,25.82,"N",75.382,44.496,46,61.132,99.304,76.408
"Class5",15.386,84.51,32.029,"X",84.157,62.573,56,49.215,4.148,24.863
"Class1",64.617,50.67,26.088,"K",60.063,10.51,60,85.469,85.321,79.583
"Class5",28.762,43.439,40.395,"M",77.642,86.615,51,59.334,19.799,41.746
"Class2",42.832,12.442,28.355,NA,75.335,45.631,44,61.608,88.068,80.121
"Class2",66.599,24.826,29.993,"K",81.624,44.631,80,42.408,83.244,97.781
"Class5",53.209,85.33,78.773,"N",65.244,81.922,25,78.804,22.309,32.768
"Class4",70.107,38.342,34.01,"I",76.933,79.906,95,64.24,85.085,26.492
"Class2",88.009,18.412,26.313,"Z",78.173,45.603,49,58.789,69.148,77.288
"Class4",53.828,31.172,71.251,"U",74.283,79.665,85,68.426,73.985,23.971
"Class1",63.496,47.891,57.111,"X",66.84,35.022,60,75.234,79.934,56.999
"Class5",21.868,27.363,NA,"D",84.39,81.446,46,62.359,11.889,57.478
"Class3",44.002,42.981,52.758,"T",78.47,81.125,44,93.335,92.265,46.355
"Class1",67.043,71.684,47.543,"X",63.649,31.076,52,82.441,80.338,93.278
"Class4",78.529,1.42,NA,"K",70.464,79.829,77,63.414,86.855,46.425
"Class2",77.607,12.286,26.633,NA,77.198,43.396,79,66.545,83.615,77.522
"Class2",58.819,22.013,25.755,"E",75.97,47.521,74,92.298,63.052,80.3
"Class5",38.815,47.631,52.181,"I",23.894,68.468,50,40.007,51.671,48.125
"Class5",57.028,34.104,63.732,"I",91.324,73.287,44,46.149,46.624,75.596
"Class3",42.077,46.156,65.704,"X",87.199,82.234,43,93.907,79.236,68.395
"Class2",57.699,14.089,17.886,"N",75.378,47.101,51,19.552,66.137,82.752
"Class2",91.862,23.564,NA,"E",81.642,43.121,76,21.117,97.695,79.346
"Class1",61.687,65.87,42.035,"D",55.108,13.957,53,84.224,91.477,109.45
"Class1",63.416,46.836,57.172,"K",69.827,20.672,50,85.101,78.155,46.324
"Class1",66.401,70.716,45.248,"K",70.416,1.132,57,81.115,97.807,-24.2
"Class2",42.19,20.853,23.582,"Z",74.798,46.029,71,74.704,93.288,80.1
"Class2",41.259,13.698,19.658,NA,79.188,42.086,39,65.045,91.809,76.312
"Class3",60.588,13.139,90.778,"T",77.692,80.905,43,95.303,77.817,96.891
"Class1",65.395,43.791,14.408,"K",77.067,33.779,49,86.574,93.07,34.74
"Class5",48.595,40.57,78.788,"M",95.417,62.685,54,58.912,20.226,53.952
"Class3",48.07,12.951,70.641,"X",71.705,82.205,40,95.692,83.562,59.546
"Class5",43.008,61.613,30.231,"N",112.066,57.143,45,72.367,22.679,24.467
"Class1",64.022,37.581,17.883,"O",60.783,24.245,49,80.241,95.705,80.576
"Class1",63.471,31.003,58.033,"K",80.558,16.583,53,90.904,71.008,12.375
"Class3",25.679,17.143,87.529,"H",78.927,81.878,50,96.288,46.227,59.172
"Class3",24.256,49.864,56.053,"X",88.416,81.064,45,94.776,44.509,61.99
"Class1",60.955,59.568,51.706,"D",72.362,19.519,55,78.994,71.925,76.479
"Class1",67.56,54.169,10.682,NA,72.098,18.6,54,71.991,80.103,37.093
"Class2",88.516,25.402,23.497,"D",81.615,45.411,75,6.836,99.847,74.717
"Class2",60.902,11.125,20.639,"Z",84.121,43.764,41,60.004,92.682,84.773
"Class4",63.399,54.794,48.797,"E",71.501,79.17,83,64.925,86.756,35.34
"Class1",67.925,41.538,23.623,"D",63.342,22.049,51,77.614,92.628,7.517
"Class5",30.562,38.988,69.769,"M",50.527,49.833,54,71.098,44.908,55.364
"Class4",69.789,9.334,NA,"U",76.993,79.833,82,64.488,88.389,42.542
"Class4",45.757,10.562,72.623,"I",70.139,79.321,91,62.001,69.818,66.256
"Class5",43.464,89.371,85.129,"I",63.246,66.218,46,54.978,44.679,36.062
"Class5",52.788,59.409,76.001,"N",71.834,70.895,44,94.977,4.335,26.551
"Class1",61.32,69.515,57.896,"D",58.868,11.158,53,85.925,95.344,10.599
"Class4",34.01,41.345,38.439,"U",71.105,79.905,99,65.537,78.958,26.73
"Class3",35.328,8.967,54.86,"H",70.521,85.188,46,93.014,61.405,100.735
"Class5",47.189,77.147,56.902,"X",-34.491,73.972,36,71.797,51.623,27.083
"Class3",33.59,24.477,90.994,"T",79.226,82.233,44,97.75,52.688,36.19
"Class1",60.465,63.647,58.892,"N",62.229,7.845,57,82.606,81.622,59.246
"Class2",50.552,14.246,18.523,"Z",69.879,46.066,36,2.749,59.514,80.679
"Class5",47.267,64.724,32.924,"D",52.983,82.366,47,78.284,37.316,36.973
"Class3",7.798,25.207,83.615,"T",88.476,79.722,38,94.401,87.433,87.106
"Class2",86.926,21.459,24.989,"E",75.298,43.984,71,40.468,78.142,88.007
"Class4",77.205,40.788,37.057,"U",72.282,79.677,58,69.176,82.305,15.825
"Class2",45.04,15.161,18.76,"Z",78.61,44.524,57,49.806,88.455,83.299
"Class5",20.992,43.507,31.577,"X",70.102,75.748,37,77.856,46.606,50.207
"Class3",66.342,28.183,53.094,"F",81.464,79.231,46,90.649,86.275,60.487
"Class3",58.856,45.018,92.522,"X",83.579,83.436,48,91.481,87.93,87.876
"Class2",47.057,15.955,17.904,"Z",73.415,43.753,58,20.406,67.097,68.524
"Class5",33.218,28.612,77.773,"M",28.509,87.29,54,88.654,41.963,65.767
"Class5",54.576,82.476,NA,"N",116.469,84.408,41,62.683,47.242,25.584
"Class1",65.091,55.976,15.721,"N",66.199,23.11,51,73.948,88.693,80.439
"Class2",40.947,23.088,29.275,"K",75.111,45.753,60,51.406,61.427,75.537
"Class1",62.673,57.763,56.58,"K",63.173,16.199,52,76.51,95.458,53.504
"Class4",41.632,15.536,38.853,"E",69.03,79.512,72,65.354,71.729,44.871
"Class3",35.404,17.96,72.608,"F",77.772,82.475,45,91.239,77.967,85.297
"Class5",58.158,36.623,56.962,"D",24.337,75.703,55,87.837,8.469,51.007
"Class5",49.437,22.252,63.873,"N",1.454,73.331,56,67.528,51.651,43.12
"Class1",63.385,54.885,53.977,"K",64.601,29.535,54,70.294,83.213,30.312
"Class5",16.41,25.255,49.904,"I",60.912,61.704,59,44.704,11.311,76.941
"Class3",38.514,46.018,51.637,"X",88.792,83.463,38,91.401,79.362,96.83
"Class2",56.729,18.299,29.569,"E",79.362,45.708,60,-0.625,81.277,79.986
"Class5",58.169,35.291,62.699,"N",114.038,64.682,35,79.252,31.959,33.815
"Class5",38.607,93.356,69.421,"X",61.099,79.27,28,70.191,42.639,50.071
"Class1",64.857,64.978,28.832,"X",64.886,36.329,49,89.077,89.343,48.21
"Class4",62.754,24.18,45.338,"U",73.208,79.543,72,64.98,77.489,32.098
"Class5",46.966,78.445,36.365,"X",62.965,83.09,29,60.045,24.328,71.779
"Class5",31.686,87.645,69.293,"M",46.156,81.966,39,63.591,14.864,48.018
"Class2",41.939,20.111,22.395,"D",77.41,46.262,45,66.305,61.859,83.437
"Class5",31.012,86.381,83.822,"X",55.232,69.981,45,53.54,49.438,36.246
"Class3",53.941,35.699,60.018,"T",80.958,80.35,42,90.215,57.898,91.774
"Class4",52.759,51.735,30.528,"I",72.056,79.81,69,65.04,67.072,31.832
"Class5",31.951,23.908,83.118,"M",11.883,66.564,51,88.893,32.776,59.985
"Class4",60.849,43.78,76.883,"K",75.995,79.439,55,67.77,74.138,44.895
"Class3",73.207,39.143,81.189,"X",84.361,79.509,51,89.398,64.502,61.509
"Class3",81.305,56.575,57.543,"H",77.712,83.131,44,92.342,92.726,47.373
"Class1",68.452,53.056,19.854,"D",56.91,32.997,48,81.504,84,95.349
"Class5",56.338,93.608,32.925,NA,17.93,89.776,50,59.088,3.082,36.053
"Class5",27.861,76.447,64.49,"N",32.83,72.162,38,78.755,18.427,54.352
"Class4",48.199,2.036,50.394,"K",75.965,79.755,73,57.612,80.969,30.663
"Class2",54.208,10.253,17.168,"N",74.675,44.287,83,53.188,67.267,89.912
"Class2",62.706,10.945,24.298,"N",75.913,44.342,47,58.804,70.513,74.483
"Class3",7.56,56.308,68.864,"F",83.696,84.1,52,93.396,92.766,30.086
"Class5",31.644,74.906,37.89,"D",30.15,61.15,29,68.888,46.096,41.703
"Class4",79.426,24.638,34.678,"U",73.019,80.114,59,68.295,68.421,37.119
"Class2",58.284,16.425,24.194,"E",77.381,43.39,42,37.382,68.219,81.196
"Class2",51.471,25.738,19.921,"Z",77.52,45.301,61,21.283,61.272,77.705
"Class2",42.818,17.473,NA,"D",79.786,43.196,69,64.878,90.452,87.472
"Class1",62.731,68.63,55.571,"N",61.335,22.78,49,87.531,88.33,72.934
"Class4",38.074,66.774,43.182,"J",72.563,80.317,88,68.842,87.896,32.692
"Class2",85.783,15.69,27.707,NA,76.574,43.847,39,15.578,72.77,97.288
"Class2",53.974,12.662,23.095,"N",82.678,46.427,73,57.123,89.815,75.074
"Class2",88.823,12.938,27.544,"Z",77.942,44.158,70,108.345,72.732,85.481
"Class5",53.458,86.02,35.467,"I",102.627,61.619,55,81.674,24.958,72.806
"Class1",66.454,73.54,19.211,"X",68.969,26.298,54,82.471,91.937,127.895
"Class1",68.138,66.728,51.695,"X",71.224,18.072,54,86.04,87.26,80.361
"Class1",61.457,40.693,54.119,"K",68.55,22.871,55,84.754,83.663,50.382
