"JBT1","RNA2","XJB3","UAS4","YOU5","Output15","EZQ6","RPB7","WOI8","FZT9"
32,50.976,38.895,80.115,65.199,"Class5","Q",58.586,66.151,31.867
56,41.981,46.343,96.815,90.013,"Class1","U",65.973,52.418,65.675
42,65.79,40.848,82.418,45.651,"Class3","T",68.618,23.419,47.536
62,22.57,37.325,26.151,94.445,"Class1","F",84.096,58.428,65.874
64,56.211,48.45,56.193,74.044,"Class4","I",69.331,69.314,12.449
14,67.248,44.296,85.818,82.32,"Class3","I",75.092,18.612,47.726
62,37.184,79.416,81.353,91.839,"Class1","X",40.182,45.6,65.891
58,31.297,28.103,90.395,64.478,"Class5","Q",48.578,66.631,28.343
59,62.134,13.952,68.246,65.877,"Class5","W",50.94,66.181,34.632
32,-5.631,57.055,56.526,71.329,"Class4","I",-10.236,79.814,12.069
56,28.677,49.605,74.524,75.174,"Class1","T",55.889,26.102,67.553
81,9.302,66.813,76.967,5.96,"Class2","T",54.19,32.495,51.566
81,NA,36.428,95.4,75.582,"Class5","P",51.195,66.992,31.99
76,25.319,76.093,30.228,100.295,"Class2","T",53.189,20.456,51.257
53,22.219,21.005,73.05,57.338,"Class5","W",58.352,66.183,24.548
74,34.282,44.23,72.674,62.852,"Class5","Z",37.916,66.088,40.676
83,9.717,68.324,32.57,35.169,"Class2","Y",52.084,12.855,51.556
62,9.384,67.287,88.703,100.387,"Class2","H",55.48,19.637,51.824
59,18.637,48.777,42.887,81.944,"Class1","K",44.516,58.98,65.132
66,57.802,NA,60.916,70.943,"Class4","C",56.948,33.331,12.891
18,80.318,49.986,83.48,85.912,"Class3","T",70.272,5.874,47.699
56,62.487,68.405,61.072,69.702,"Class4","X",26.467,60.66,12.437
29,4.407,53.67,63.345,69.393,"Class4","X",47.057,84.906,12.725
68,11.875,78.98,33.984,44.036,"Class2","H",48.592,32.87,51.492
42,86.268,49.791,89.786,53.632,"Class3","I",68.973,14.882,47.403
73,31.412,9.291,85.875,66.484,"Class5","P",48.311,66.725,41.9
42,58.474,49.486,81.235,38.368,"Class3","Q",67.452,21.157,46.239
39,69.879,62.643,57.817,75.224,"Class4","X",52.109,52.787,12.698
81,38.458,6.375,71.444,64.796,"Class5","Z",47.206,66.358,30.883
61,24.761,34.264,28.508,77.264,"Class1","X",78.998,66.835,66.568
62,23.03,48.698,57.552,72.958,"Class4","H",8.133,42.842,12.545
3,62.593,50.478,85.421,64.191,"Class3","T",70.811,13.248,46.101
57,27.706,33.4,25.843,87.73,"Class1","F",87.347,84.616,65.297
30,43.261,40.106,85.126,48.474,"Class3","T",69.238,20.914,46.053
73,52.353,44.408,88.823,83.663,"Class5","S",49.5,66.841,40.955
42,-14.673,46.893,60.045,71.051,"Class4","S",55.002,51.686,12.576
71,10.803,79.451,36.074,74.26,"Class2","X",55.744,39.077,51.453
39,44.349,35.512,56.42,73.201,"Class4","C",39.42,47.139,12.973
32,50.893,58.871,59.329,72.819,"Class4","H",40.379,84.333,12.545
60,31.845,NA,83.459,79.535,"Class1","U",49.107,73.249,67.191
79,16.919,66.739,64.545,98.423,"Class2","T",51.334,18.352,51.184
70,22.222,NA,18.278,75.267,"Class2","T",47.064,25.56,51.299
39,19.899,71.245,42.897,83.968,"Class2","Y",52.345,22.565,51.198
59,23.566,74.881,72.72,95.163,"Class1","K",35.256,82.856,68.975
56,22.316,69.793,47.719,87.53,"Class1","X",81.635,24.453,69.603
71,45.769,59.423,59.524,74.184,"Class4","C",62.345,77.656,12.966
85,6.098,66.72,64.022,11.737,"Class2","T",52.185,24.409,51.298
59,22.225,57.023,78.385,84.331,"Class1","F",58.126,34.759,67.964
38,-3.196,74.708,83.715,86.967,"Class2","H",52.155,43.103,51.97
12,91.81,47.655,86.179,73.316,"Class3","Q",79.876,26.642,46.612
13,64.294,55.65,56.295,73.365,"Class4","C",61.21,79.901,12.126
81,28.413,55.622,61.587,71.67,"Class4","S",47.306,78.749,12.709
23,25.599,48.1,62.978,71.686,"Class4","X",49.153,73.955,12.515
76,12.057,17.185,90.586,57.423,"Class5","P",36.326,66.585,26.91
91,74.826,49.094,62.953,70.509,"Class4","C",28.721,29.679,12.263
31,55.006,31.441,61.644,72.305,"Class4","C",36.811,51.134,12.718
67,41.477,6.844,85.906,60.075,"Class5","S",30.055,66.665,40.632
86,60.66,52.984,63.213,73.071,"Class4","X",33.774,55.314,12.572
68,37.949,54.054,61.458,71.164,"Class4","I",47.025,54.342,12.791
34,69.857,47.989,86.017,17.194,"Class3","T",72.018,22.936,46.184
56,63.073,31.759,97.677,72.236,"Class5","Q",36.552,66.722,39.277
63,16.44,NA,54.135,45.852,"Class2","K",49.849,48.856,51.583
20,0.029,51.142,60.777,72.73,"Class4","H",40.769,89.888,12.147
28,83.15,45.025,88.476,52.102,"Class3","Q",70.936,31.15,46.774
76,66.082,56.06,63.394,75.02,"Class4","X",43.712,30.709,12.484
58,26.687,51.278,57.287,70.061,"Class4","X",45.642,28.871,12.027
31,28.826,34.344,77.303,66.512,"Class5","P",47.393,66.265,32.468
62,17.248,82.161,51.554,86.968,"Class1","K",55.151,52.132,64.529
28,36.114,56.491,63.736,74.195,"Class4","X",54.774,73.258,12.127
36,70.381,47.739,86.641,97.941,"Class3","I",74.288,13.976,46.524
69,10.746,38.964,61.223,73.196,"Class4","I",24.143,46.087,12.114
75,8.299,72.53,78.243,97.986,"Class2","K",52.619,16.229,51.406
15,66.472,45.621,88.142,65.46,"Class3","T",66.684,7.744,47.279
74,47.521,30.938,93.877,71.052,"Class5","P",72.037,66.893,40.952
39,58.098,47.967,90.521,106.809,"Class3","Q",69.845,0.452,46.991
39,19.186,61.722,85.477,46.756,"Class2","Y",46.783,35.091,51.896
63,17.02,43.07,72.621,79.544,"Class1","X",37.167,75.718,63.935
58,12.389,49.95,62.984,73.637,"Class4","I",69.097,30.904,12.624
71,30.177,26.918,80.562,69.062,"Class5","Z",37.194,66.587,39.134
37,41.457,1.221,82.268,58.832,"Class5","Z",43.522,66.587,37.171
47,33.848,21.827,89.773,67.412,"Class5","Q",48.279,66.161,38.754
67,51.418,11.32,92.914,62.217,"Class5","S",53.949,66.136,35.299
39,26.421,79.333,47.912,49.555,"Class2","H",51.726,39.576,51.257
72,22.669,10.986,88.396,80.763,"Class5","Z",53.787,66.651,22.918
39,58.946,47.619,60.244,77.334,"Class4","C",32.757,63.98,12.207
66,61.251,73.711,59.253,70.142,"Class4","H",55.672,23.522,12.931
31,20.926,27.916,86.034,66.974,"Class5","W",64.794,66.828,33.013
38,2.627,63.766,66.003,34.766,"Class2","X",49.133,23.981,51.598
82,-7.885,66.424,88.72,66.191,"Class2","H",48.307,5.174,51.523
41,65.879,42.828,82.625,66.931,"Class3","I",63.35,26.972,46.645
53,5.735,70.876,52.423,25.214,"Class2","T",49.884,39.24,51.947
22,NA,48.489,61.138,72.982,"Class4","H",60.074,47.48,12.89
88,5.332,57.937,60.792,72.99,"Class4","I",47.532,28.113,12.194
53,24.103,NA,18.608,43.02,"Class2","X",59.567,4.173,51.105
44,39.507,51.039,56.742,70.757,"Class4","H",57.707,62.705,12.693
35,73.125,48.558,86.502,43.299,"Class3","I",64.649,20.991,46.955
48,4.277,77.564,22.377,98.75,"Class2","K",56.575,31.397,51.264
74,NA,71.659,30.899,48.655,"Class2","T",55.866,43.085,51.946
63,22.074,71.537,27.214,81.811,"Class1","K",73.26,41.852,68.668
77,-3.484,69.499,69.33,49.259,"Class2","K",49.286,20.214,51.796
56,8.21,76.554,27.843,76.582,"Class2","Y",59.661,6.336,51.649
79,23.5,48.086,61.836,73.452,"Class4","S",32.461,41.217,12.344
61,3.19,49.223,86.813,84.786,"Class5","Z",57.741,66.216,34.74
45,36.929,11.172,69.504,64.544,"Class5","Z",62.102,66.482,40.737
63,7.765,12.896,62.67,81.165,"Class1","K",61.346,44.628,69.636
59,26.025,58.808,32.559,77.876,"Class1","F",62.031,30.129,68.235
32,3.791,64.876,60.657,73.488,"Class4","I",42.712,33.403,12.742
41,28.57,12.076,92.087,61.978,"Class5","P",80.361,66.075,31.244
40,7.274,79.4,28.853,49.076,"Class2","H",56.961,7.241,51.426
75,58.537,50.503,90.565,41.195,"Class5","P",62.114,66.625,39.409
48,69.345,49.072,81.829,61.518,"Class3","I",63.353,2.386,46.465
16,82.024,64.496,60.49,72.805,"Class4","X",85.888,43.181,12.048
54,39.708,NA,94.448,99.076,"Class1","U",76.013,41.235,63.968
17,74.953,46.506,79.09,100.55,"Class3","Q",70.648,26.952,47.77
57,36.904,0.473,86.238,80.581,"Class1","F",57.567,56.707,63.74
55,37.516,50.935,70.58,89.564,"Class1","T",70.258,40.228,64.126
81,44.428,52.597,64.203,71.847,"Class4","C",22.558,25.559,12.21
75,51.241,42.602,64.08,71.668,"Class4","X",66.661,38.477,12.599
46,1.388,67.07,20.489,-4.384,"Class2","H",54.861,7.301,51.982
53,18.214,51.493,52.14,82.155,"Class1","K",63.757,62.619,67.034
31,27.34,74.688,21.703,-14.623,"Class2","K",47.058,13.492,51.72
67,10.909,68.429,83.216,51.728,"Class2","X",50.239,14.63,51.291
74,36.075,28.242,82.075,61.948,"Class5","S",15.678,66.331,24.315
55,25.677,30.308,96.342,84.399,"Class1","T",49.103,42.979,65.219
50,11.724,72.105,31.049,4.152,"Class2","Y",58.435,41.804,51.611
71,52.492,51.807,64.593,74.31,"Class4","H",37.694,85.523,12.928
60,18.303,95.416,45.191,96.011,"Class1","X",43.196,44.827,65.214
47,35.567,52.318,59.047,74.629,"Class4","H",42.135,29.821,12.683
27,18.416,83.302,60.479,30.375,"Class2","X",46.622,37.801,51.256
36,85.73,48.287,81.132,78.06,"Class3","S",76.726,16.836,47.416
36,87.178,NA,86.657,19.896,"Class3","N",64.027,10.09,46.516
62,2.332,51.2,64.082,80.367,"Class1","X",27.182,18.983,69.063
91,14.423,53.733,63.78,75.787,"Class4","S",62.151,85.84,12.644
85,33.644,60.595,61.593,73.886,"Class4","S",24.781,17.56,12.167
27,32.903,60.333,60.773,72.043,"Class4","H",40.328,61.658,12.797
58,31.21,63.641,29.87,87.079,"Class1","K",64.867,49.606,64.511
29,58.203,43.95,88.81,52.084,"Class3","N",71.49,0.756,46.449
33,NA,85.977,83.193,53.667,"Class2","H",52.518,31.802,51.268
17,68.087,41.792,84.71,24.997,"Class3","S",69.502,22.989,46.59
69,13.054,70.632,48.803,6.996,"Class2","T",47.528,19.901,51.121
45,10.555,69.998,65.112,44.465,"Class2","X",46.969,30.909,51.152
55,18.414,74.003,23.203,98.036,"Class1","U",84.62,56.863,63.507
32,NA,12.517,93.906,66.021,"Class5","Q",31.382,66.714,39.891
55,35.701,68.112,20.839,89.609,"Class1","U",68.444,53.091,69.686
50,91.468,46.048,86.259,77.855,"Class3","S",74.443,4.609,47.31
80,40.545,41.463,65.829,73.993,"Class5","Z",48.595,66.405,39.383
78,NA,44.736,92.268,80.212,"Class5","Z",52.414,66.653,23.769
63,NA,37.222,77.03,92.125,"Class1","U",82.426,29.799,67.84
11,83.107,50.523,80.715,38.749,"Class3","S",62.711,3.772,47.859
33,15.535,72.507,54.046,2.84,"Class2","T",50.946,6.58,51.734
78,24.711,54.193,59.259,74.376,"Class4","I",21.167,49.364,12.842
34,40.3,40.729,61.874,73.34,"Class4","S",63.18,27.319,12.43
44,14.594,69.686,35.362,27.605,"Class2","Y",62.11,27.755,51.846
19,26.154,47.399,61.744,70.475,"Class4","H",51.53,79.043,12.817
28,NA,72.787,77.058,40.657,"Class2","X",50.487,33.912,51.85
34,64.068,44.05,78.238,66.551,"Class5","Z",80.935,66.952,33.87
85,19.534,72.363,52.531,101.107,"Class2","K",50.425,6.586,51.613
51,25.851,-0.757,74.362,60.479,"Class5","W",65.491,66.683,38.431
30,15.282,4.966,87.728,62.682,"Class5","Q",48.543,66.884,22.614
32,47.242,0.412,65.645,74.343,"Class5","W",56.597,66.756,28.517
74,50.822,38.074,90.299,70.793,"Class5","S",39.019,66.163,31.96
57,28.195,57.02,83.492,83.96,"Class1","U",70.377,23.982,67.733
22,71.052,48.082,85.64,29.856,"Class3","S",70.615,22.875,46.359
61,24.222,68.057,51.668,73.682,"Class1","T",39.214,20.055,63.508
38,74.791,49.739,83.691,60.049,"Class3","T",78.265,14.015,47.682
59,46.95,-15.4,74.079,75.541,"Class5","S",46.879,66.419,27.514
2,69.746,48.192,85.187,41.088,"Class3","Q",61.245,27.939,47.444
4,79.815,46.603,88.338,80.767,"Class3","N",74.686,18.913,46.356
53,38.44,1.159,47.342,94.547,"Class1","F",41.407,40.319,68.059
53,12.317,62.344,83.015,18.037,"Class2","X",47.059,48.338,51.003
22,35.841,NA,64.351,72.239,"Class4","X",39.342,41.935,12.301
82,36.002,58.073,56.876,73.724,"Class4","I",57.172,74.617,12.724
68,40.885,16.665,76.51,57.043,"Class5","Z",41.824,66.193,34.796
83,21.1,71.336,47.863,19.705,"Class2","H",58.027,12.034,51.604
78,36.497,32.365,76.388,69.291,"Class5","Q",64.59,66.189,22.574
28,33.677,71.632,38.319,18.103,"Class2","H",47.471,39.164,51.322
7,66.827,46.291,79.629,57.306,"Class3","I",67.664,31.188,46.367
33,1.936,65.14,29.967,77.021,"Class2","Y",46.571,7.87,51.035
56,26.237,54.995,56.865,83.698,"Class1","K",49.785,32.844,65.248
31,28.032,42.924,56.858,73.049,"Class4","I",17.731,29.41,12.498
77,46.325,46.474,85.455,62.697,"Class5","S",61.621,66.416,34.71
16,76.161,49.28,90.515,93.679,"Class3","T",76.963,16.62,47.363
66,NA,52.955,60.69,72.61,"Class4","S",39.87,54.717,12.893
53,38.239,66.116,41.271,85.926,"Class1","T",73.549,86.607,66.315
47,16.823,71.687,86.357,32.789,"Class2","X",54.321,13.671,51.267
49,58.408,NA,92.495,48.171,"Class5","Q",74.65,66.481,22.94
28,16.638,78.062,29.832,101.26,"Class2","Y",55.951,12.591,51.923
70,67.093,22.215,98.567,75.901,"Class5","Q",56.088,66.728,42.662
76,-0.306,72.422,83.572,52.452,"Class2","H",51.719,39.906,51.753
37,29.406,NA,62.911,88.866,"Class2","T",51.705,12.018,51.798
53,32.882,24.137,88.339,62.49,"Class5","P",50.375,66.967,40.208
59,22.814,44.975,79.41,87,"Class1","T",28.933,22.724,67.125
2,77.04,40.749,90.935,55.74,"Class3","S",66.805,23.319,47.534
18,13.285,48.994,63.393,74.274,"Class4","I",38.745,59.734,12.534
4,43.141,47.474,90.324,21.711,"Class3","I",72.256,13.83,47.751
4,81.631,NA,89.085,73.8,"Class3","S",63.928,14.884,46.883
77,NA,68.465,20.719,-6.087,"Class2","H",46.984,20.38,51.908
58,67.987,62.016,57.675,69.921,"Class4","I",42.65,68.359,12.359
5,57.9,45.042,81.539,73.224,"Class3","S",76.158,11.179,46.726
36,16.325,69.754,41.81,51.973,"Class2","H",48.629,39.953,51.977
59,14.91,12.346,80.59,91.29,"Class1","K",41.209,40.276,67.545
45,63.451,40.577,86.707,50.315,"Class3","I",73.221,2.159,46.429
50,67.074,NA,87.311,72.448,"Class3","I",73.756,26.553,47.883
55,32.434,33.664,94.347,72.864,"Class5","W",49.706,66.933,34.479
39,16.044,42.423,63.877,71.54,"Class4","I",42.328,38.893,12.514
8,63.589,45.345,80.009,58.66,"Class3","T",66.475,22.467,46.471
16,100.036,62.226,62.205,73.463,"Class4","X",75.729,49.425,12.134
69,4.191,71.607,49.163,40.023,"Class2","Y",57.328,11.439,51.038
75,43.256,21.379,79.648,63.998,"Class5","S",58.707,66.275,42.652
57,15.052,64.825,51.178,83.13,"Class1","X",21.547,48.381,68.091
31,58.301,49.911,86.554,124.455,"Class3","T",81.162,13.614,46.16
1,67.384,47.419,81.48,42.735,"Class3","I",66.745,18.798,47.112
66,NA,65.331,68.574,67.005,"Class2","T",46.39,8.086,51.818
53,7.917,72.266,70.904,25.27,"Class2","X",52.615,27.111,51.066
54,24.275,50.031,58.773,74.021,"Class4","X",33.59,31.652,12.942
62,36.499,40.43,50.034,88.867,"Class1","K",73.994,67.901,63.045
57,7.472,73.756,89.442,38.236,"Class2","T",54.178,44.995,51.625
27,68.827,44.506,87.354,52.887,"Class3","Q",65.385,30.728,46.325
41,27.988,13.086,78.655,76.522,"Class5","P",29.961,66.06,37.366
27,100.41,51.284,64.514,68.045,"Class4","I",47.744,84.299,12.466
24,67.772,46.035,83.833,56.565,"Class3","Q",80.66,22.911,47.14
9,59.627,49.771,79.053,48.892,"Class3","T",67.577,15.463,46.817
21,85.493,44.737,79.022,60.853,"Class3","I",64.89,31.712,46.1
8,76.823,46.358,90.289,45.742,"Class3","S",64.54,1.611,47.163
54,34.801,51.737,37.432,77.904,"Class1","F",45.797,13.547,67.111
61,18.217,58.409,82.456,74.734,"Class1","X",35.973,82.371,65.433
39,64.568,53.072,84.854,42.431,"Class3","Q",69.949,23.152,47.375
54,35.935,NA,85.529,64.083,"Class5","S",56.156,66.794,34.871
55,18.239,66.664,59.15,36.23,"Class2","H",49.188,35.059,51.313
62,31.295,56.309,95.986,95.812,"Class1","K",92.071,55.643,63.007
44,52.431,39.035,98.676,76.502,"Class5","Z",40.93,66.867,23.215
40,15.794,73.243,86.499,20.057,"Class2","X",56.04,7.817,51.377
21,68.069,42.874,87.722,109.198,"Class3","S",68.926,17.424,46.706
22,48.713,49.532,88.445,69.559,"Class3","S",76.497,29.144,47.806
29,17.311,71.718,32.987,54.487,"Class2","H",48.283,6.863,51.554
34,54.02,25.584,80.645,74.947,"Class5","Z",61.448,66.038,22.864
34,38.707,19.46,95.366,59.137,"Class5","P",51.04,66.567,28.265
3,83.49,46.659,81.019,82.775,"Class3","S",71.278,28.572,47.181
28,81.65,45.01,89.71,33.963,"Class3","S",74.666,27.217,46.628
38,73.596,42.216,89.264,56.764,"Class3","S",65.425,12.275,46.801
63,34.304,41.034,81.396,69.547,"Class5","W",49.939,66.782,33.036
57,35.643,3.734,76.365,84.618,"Class1","K",107.153,42.408,67.65
80,0.747,74.08,43.752,21.623,"Class2","K",53.686,28.392,51.22
25,50.647,41.555,82.797,64.698,"Class3","N",66.708,28.328,47.474
40,49.284,30.176,64.875,73.389,"Class4","H",36.177,38.249,12.731
57,35.462,36.915,55.471,101.068,"Class1","K",54.485,72.002,65.325
62,32.568,39.971,83.749,83.805,"Class1","U",37.375,14.918,66.324
31,32.657,63.574,59.932,74.261,"Class4","C",31.174,91.81,12.437
59,NA,72.109,41.148,91.304,"Class1","K",35.384,80.256,63.159
82,16.509,73.289,48.301,66.419,"Class2","X",53.641,13.405,51.347
20,NA,44.019,89.738,29.817,"Class3","I",71.648,23.171,47.398
76,46.459,73.086,64.81,69.34,"Class4","I",69.083,14.63,12.288
43,33.306,24.164,69.194,66.025,"Class5","P",63.969,66.104,38.368
43,5.446,76.772,87.941,57.165,"Class2","X",50.071,38.45,51.407
42,61.099,44.479,69.726,77.156,"Class5","S",38.944,66.948,32.845
42,79.034,NA,57.774,72.123,"Class4","S",47.597,71.226,12.16
70,37.182,58.956,60.222,69.837,"Class4","C",53.527,55.644,12.09
44,30.775,30.331,95.991,64.916,"Class5","W",61.018,66.791,36.654
31,22.818,74.254,63.117,-9.154,"Class2","X",56.174,7.272,51.358
44,78.656,47.264,79.926,31.871,"Class3","Q",66.548,31.988,46.184
49,17.111,NA,72.68,18.419,"Class2","Y",55.873,28.157,51.739
55,21.099,NA,28.018,89.867,"Class1","U",49.141,32.922,63.622
43,68.809,NA,79.975,57.706,"Class3","N",68.318,18.703,47.279
49,12.821,68.904,78.427,72.893,"Class2","H",48.843,23.738,51.748
61,31.647,57.99,23.487,90.365,"Class1","X",50.371,87.145,66.157
62,29.2,39.119,75.711,68.079,"Class5","S",39.645,66.763,27.321
23,6.05,56.616,59.626,74.599,"Class4","C",72.769,54.765,12.791
68,37.302,1.834,80.978,44.511,"Class5","Z",63.962,66.715,39.579
41,66.861,49.574,90.637,30.026,"Class3","Q",77.501,7.468,47.542
47,66.294,43.339,81.014,69.658,"Class3","S",76.067,21.053,46.919
36,61.105,40.779,85.83,52.674,"Class5","Z",51.408,66.282,23.257
85,43.553,49.293,58.244,75.793,"Class4","I",35.079,36.691,12.741
64,71.969,56.32,63.52,71.497,"Class4","H",41.621,61.159,12.291
37,43.728,62.376,60.48,72.994,"Class4","X",59.461,53.344,12.89
38,NA,77.351,76.266,-7.674,"Class2","T",55.091,28.236,51.406
59,12.116,55.61,45.537,81.423,"Class1","F",65.686,24.049,68.221
55,13.298,24.895,81.073,73.721,"Class5","P",63.149,66.433,35.282
35,24.393,33.357,69.321,74.799,"Class5","W",57.715,66.318,36.591
61,29.905,8.655,70.895,96.639,"Class1","T",67.193,86.014,66.132
59,29.878,-10.808,64.778,81.116,"Class1","U",44.19,47.273,69.535
56,19.316,27.593,90.201,55.467,"Class5","S",44.124,66.396,40.488
85,11.2,71.258,83.121,13.118,"Class2","X",51.462,17.472,51.323
83,76.728,49.756,60.423,69.827,"Class4","X",37.605,26.989,12.406
50,88.313,49.093,88.346,47.183,"Class3","Q",67.503,17.734,46.61
53,NA,70.78,50.535,46.147,"Class2","Y",60.59,3.323,51.284
48,48.564,50.01,86.355,17.986,"Class3","Q",73.455,5.094,46.721
49,24.815,65.184,47.117,18.044,"Class2","T",52.855,3.174,51.429
61,NA,69.345,69.164,88.485,"Class2","H",59.98,16.449,51.199
42,25.97,30.161,67.436,65.654,"Class5","W",49.154,66.023,25.316
17,80.325,41.906,90.13,53.847,"Class3","S",69.441,19.776,46.585
91,NA,50.309,60.919,74.572,"Class4","X",40.973,54.51,12.638
53,11.385,78.158,27.645,35.191,"Class2","Y",47.716,13.023,51.024
7,66.462,51.205,83.804,78.453,"Class3","T",71.419,4.416,46.495
50,29.559,24.778,67.904,66.682,"Class5","S",56.723,66.908,23.154
69,NA,46.32,57.508,74.03,"Class4","C",46.492,27.525,12.449
35,88.529,43.537,89.202,62.145,"Class3","T",68.294,0.136,47.383
21,75.87,48.69,80.491,58.648,"Class3","I",64.526,3.688,47.116
31,107.904,44.865,89.199,57.023,"Class3","N",71.747,4.469,46.934
50,-2.106,70.354,73.096,18.63,"Class2","K",50.807,19.924,51.651
26,NA,52.375,64.493,75.18,"Class4","S",35.663,83.995,12.658
12,43.324,39.217,60.376,72.798,"Class4","S",24.339,88.649,12.704
37,65.746,48.235,88.352,52.767,"Class3","S",81.698,9.161,46.953
32,78.254,45.423,85.405,3.49,"Class3","I",63.426,10.451,46.389
57,36.399,55.574,83.309,78.062,"Class1","T",56.389,80.811,67.358
72,8.403,78.592,86.25,47.341,"Class2","H",47.929,15.665,51.385
74,10.182,68.32,60.17,90.624,"Class2","Y",51.464,47.915,51.785
44,21.439,24.813,92.552,63.539,"Class5","Q",60.491,66.402,31.533
20,78.305,52.196,83.421,72.047,"Class3","S",63.898,29.627,46.502
40,39.675,18.317,87.686,53.63,"Class5","W",30.227,66.06,36.954
63,56.283,8.139,78.865,69.555,"Class5","W",60.05,66.93,39.163
33,22.988,31.573,94.124,71.714,"Class5","Z",38.704,66.048,41.175
55,21.929,15.872,64.007,92.561,"Class1","U",37.539,78.492,69.637
35,-1.026,73.664,22.044,80.935,"Class2","X",50.069,18.351,51.089
81,14.834,66.984,78.052,61.854,"Class2","K",59.618,45.377,51.212
5,90.429,45.818,85.85,71.378,"Class3","T",65.8,9.734,46.176
62,29.179,47.39,72.289,93.543,"Class1","T",81.464,18.282,65.176
18,7.688,NA,61.378,73.132,"Class4","C",55.807,77.816,12.654
37,41.858,30.5,89.257,66.636,"Class5","Q",81.139,66.934,32.022
53,38.527,52.754,89.761,89.835,"Class1","X",64.656,24.564,66.683
60,18.575,-5.316,92.88,86.82,"Class1","U",57.296,42.172,65.597
54,31.824,59.313,53.017,73.134,"Class1","T",43.323,62.867,68.554
62,22.128,64.458,36.589,76.235,"Class1","T",48.514,26.341,67.602
60,64.213,65.341,57.992,72.665,"Class4","X",51.278,15.158,12.268
71,24.637,64.773,94.839,62.652,"Class5","S",64.242,66.994,39.317
81,18.25,23.938,94.65,60.308,"Class5","Q",38.871,66.49,24.786
77,-1.74,70.82,89.3,31.089,"Class2","X",48.166,15.326,51.921
34,68.529,44.914,84.403,14.483,"Class3","T",73.052,8.285,47.53
63,15.837,27.046,73.214,69.087,"Class5","W",65.35,66.312,38.463
13,77.862,51.832,83.807,50.246,"Class3","S",71.628,9.478,46.5
39,32.436,46.088,98.619,62.348,"Class5","S",50.161,66.647,31.782
62,-18.856,45.865,64.149,74.6,"Class4","S",37.737,44.33,12.02
59,8.824,70.408,91.794,106.297,"Class2","T",50.96,42.97,51.292
53,28.588,57.43,41.762,105.341,"Class1","F",62.023,84.712,65.514
82,31.435,38.086,66.425,67.134,"Class5","Q",49.385,66.345,40.228
57,17.721,16.672,70.843,90.858,"Class1","F",54.972,37.338,66.153
39,9.37,26.951,70.129,66.539,"Class5","Z",58.791,66.884,42.812
37,44.174,NA,88.314,59.079,"Class5","P",61.809,66.426,39.78
61,26.593,NA,93.384,93.642,"Class1","T",36.405,59.166,64.118
80,43.261,-5.824,95.11,56.475,"Class5","Q",65.195,66.863,36.598
28,36.847,33.423,88,77.683,"Class5","S",69.827,66.21,24.597
90,58.723,46.552,62.545,73.218,"Class4","S",43.847,56.603,12.963
19,64.798,54.453,61.422,73.169,"Class4","C",35.914,26.631,12.651
75,39.705,26.629,88.988,66.986,"Class5","P",67.533,66.509,36.278
40,35.82,22.632,95.733,63.979,"Class5","P",52.595,66.534,28.28
61,12.96,43.546,55.362,71.967,"Class1","U",81.717,65.317,66.042
31,2.818,62.893,31.941,69.926,"Class2","T",52.495,46.007,51.551
56,18.241,-3.892,80.569,89.657,"Class1","F",57.65,33.904,67.66
60,49.112,51.832,95.071,104.203,"Class1","K",47.441,54.836,65.954
34,64.458,48.652,84.505,62.52,"Class3","T",77.409,4.513,47.249
78,67.897,40.349,56.578,75.212,"Class4","S",47.02,76.903,12.669
10,64.13,45.862,89.587,44.876,"Class3","S",70.297,14.879,46.177
15,57.738,44.776,90.574,88.89,"Class3","I",55.611,7.239,47.589
25,43.616,45.461,87.134,9.951,"Class3","N",80.506,5.409,47.969
15,58.389,48.825,60.002,71.228,"Class4","S",48.415,67.38,12.013
63,30.799,36.961,28.728,88.011,"Class1","F",53.386,59.76,68.746
63,27.329,43.294,63.901,79.536,"Class1","U",50.913,44.995,64.15
70,27.965,NA,58.335,73.902,"Class4","S",19.436,59.094,12.325
29,18.624,81.156,92.127,55.916,"Class2","X",51.193,10.875,51.674
23,26.078,39.954,58.942,74.637,"Class4","S",44.26,61.815,12.306
39,66.01,50.014,57.939,74.868,"Class4","S",50.607,43.537,12.905
34,13.894,70.872,21.47,37.333,"Class2","K",53.669,31.4,51.933
77,6.336,NA,58.582,70.572,"Class4","H",52.138,70.75,12.585
78,38.175,54.902,62.865,72.158,"Class4","H",67.203,66.823,12.593
45,10.301,65.217,40.683,10.712,"Class2","X",40.535,21.361,51.557
29,52.721,41.47,80.86,84.169,"Class3","I",57.138,8.725,47.783
47,18.615,65.669,91.136,84.348,"Class2","T",59.402,31.418,51.941
30,47.034,12.946,86.645,61.895,"Class5","S",56.279,66.68,32.834
3,63.244,47.7,85.145,59.522,"Class3","T",59.744,1.567,47.973
84,13.632,88.441,67.03,28.011,"Class2","H",52.814,15.102,51.508
38,34.175,14.026,90.929,64.575,"Class5","W",62.647,66.813,30.403
20,43.893,62.348,62.747,74.325,"Class4","H",52.721,35.705,12.202
81,26.374,61.484,60.976,72.09,"Class4","S",40.369,56.556,12.989
33,63.028,17.179,80.138,73.645,"Class5","Z",72.108,66.535,42.178
56,NA,67.392,29.316,95.025,"Class1","U",63.867,43.746,69.575
81,13.389,79.423,55.814,17.576,"Class2","Y",46.463,16.537,51.76
37,86.803,44.523,79.338,76.169,"Class3","S",62.858,9.659,46.48
