"EJS1","SLH2","ZUD3","JFS4","WML5","EHM6","IPF7","ZUS8","TKM9","OHJ10","Output21","RYQ11"
9.388,"X",65.806,82,20.594,52.422,13.01,77,65.494,44.51,"Class1",62.243
86.878,"C",95.344,55,73.478,70.838,30.931,28,57.235,81.78,"Class3",36.687
21.539,"K",23.281,6,14.823,21.414,42.3,84,21.623,89.893,"Class2",19.255
10.919,"I",65.071,44,44.804,59.743,20.298,74,65.282,57.87,"Class1",68.407
85.402,"S",86.545,82,67.039,12.774,33.552,27,61.607,37.349,"Class3",36.873
59.322,"T",89.709,68,54.001,69.924,29.782,43,58.065,11.695,"Class3",39.235
30.833,"T",22.069,3,10.837,21.392,32.646,87,11.751,69.294,"Class2",15.945
88.701,"T",87.614,98,56.49,25.466,29.428,40,NA,49.714,"Class3",39.147
71.838,"C",89.427,70,76.584,45.653,32.238,18,58.45,15.847,"Class3",41.251
83.629,"S",89.779,78,60.066,79.357,31.099,23,62.246,80.023,"Class3",38.989
71.166,"Z",88.809,90,59.826,62.412,33.279,19,61.613,60.842,"Class3",39.322
25.259,"A",27.204,13,28.599,22.205,55.224,89,18.7,66.144,"Class2",14.043
74.604,"T",89.401,74,60.203,68.074,32.68,31,58.9,88.985,"Class3",39.272
86.776,"Z",87.141,76,62.927,87.982,30.726,12,61.715,39.123,"Class3",39.077
64.439,"T",84.445,55,66.1,79.511,32.837,NA,63.485,38.252,"Class3",35.147
24.835,"T",47.855,11,24.887,36.015,34.481,88,20.55,71.247,"Class2",19.016
70.604,"C",92.786,89,49.274,52.696,31.339,44,58.376,22.735,"Class3",45.302
58.818,"T",91.068,89,54.273,63.002,30.218,NA,63.102,65.512,"Class3",43.226
18.004,"X",65.508,48,36.605,62.633,7.904,75,68.443,62.475,"Class1",65.468
15.095,"X",64.963,35,30.848,54.777,3.543,77,NA,64.532,"Class1",66.05
63.805,"C",88.597,91,62.498,21.998,29.453,32,60.223,18.106,"Class3",43.501
59.042,"T",93.313,78,54.598,65.125,31.518,NA,60.596,37.243,"Class3",37.539
26.97,"V",27.597,13,27.344,23.428,39.414,85,20.46,45.515,"Class2",17.026
64.052,"T",98.003,78,63.023,81.451,30.038,40,63.101,51.396,"Class3",38.707
6.074,"D",65.462,86,53.296,41.849,14.581,73,66.934,73.994,"Class1",70.084
15.761,"D",65.315,59,31.389,44.259,10.169,75,70.022,52.158,"Class1",69.085
35.59,"V",35.951,5,13.621,25.306,49.124,86,11.178,64.318,"Class2",13.853
26.184,"A",25.722,8,23.827,19.828,23.209,85,26.418,44.085,"Class2",19.126
75.802,"C",96.137,65,59.153,66.378,33.064,34,63.511,44.811,"Class3",40.99
70.022,"I",87.752,85,56.296,51.181,32.922,30,58.455,60.229,"Class3",38.161
81.118,"S",88.725,89,54.384,87.545,32.939,31,62.972,51.594,"Class3",40.249
71.508,"T",89.15,64,53.906,62.988,32.986,38,58.208,82.796,"Class3",35.707
17.543,"G",65.837,33,51.577,45.161,18.702,72,70.833,51.392,"Class1",68.57
63.029,"S",90.236,92,66.308,76.019,30.9,33,61.079,32.659,"Class3",42.399
15.737,"X",64.82,68,19.534,37.498,4.943,77,69.085,75.562,"Class1",68.107
27.892,"D",64.741,52,46.36,57.26,14.729,74,69.195,73.781,"Class1",61.474
32.017,"V",34.872,11,17.082,21.121,49.148,86,24.63,45.216,"Class2",16.664
20.982,"L",65.667,54,34.465,41.613,16.887,76,70.014,48.285,"Class1",65.637
87.993,"I",85.647,91,56.707,96.963,32.62,42,61.651,40.648,"Class3",37.671
60.223,"I",88.465,90,59.997,70.957,30.974,21,62.326,88.099,"Class3",44.519
23.674,"G",65,82,83.991,49.421,7.284,75,65.562,39.698,"Class1",68.393
76.956,"S",93.059,75,55.791,77.438,32.663,39,60.676,76.147,"Class3",47.218
92.905,"I",92.84,71,49.81,131.145,33.731,22,NA,89.84,"Class3",41.506
16.711,"I",65.557,50,72.572,44.209,6.009,75,69.081,44.684,"Class1",62.933
93.981,"Z",87.316,67,60.578,67.726,30.273,13,60.367,13.392,"Class3",43.871
60.555,"Z",93.881,68,63.372,39.763,29.202,28,59.997,14.394,"Class3",39.377
62.768,"S",86.219,75,67.635,93.418,32.506,0,63.128,95.221,"Class3",38.494
33.933,"T",2.624,6,23.043,20.094,39.341,90,18.633,58.708,"Class2",15.624
26.497,"W",31.224,4,12.762,23.744,25.357,91,NA,71.023,"Class2",14.907
28.605,"W",44.862,11,13.905,38.138,31.156,84,26.639,87.549,"Class2",16.087
31.232,"K",47.935,10,17.525,28.481,50.079,85,20.67,48.632,"Class2",12.6
34.885,"W",25.001,11,15.446,26.474,30.731,86,20.955,41.62,"Class2",15.81
33.047,"W",72.957,8,19.339,21.685,46.894,84,20.674,89.988,"Class2",23.724
16.643,"X",65.017,39,30.214,51.577,6.038,74,68.95,72.091,"Class1",63.311
29.157,"A",29.705,13,2.829,18.037,53.418,88,9.956,71.424,"Class2",8.611
36.336,"V",35.073,3,14.4,13.326,44.649,91,11.634,81.969,"Class2",16.608
18.941,"D",65.779,46,57.13,56.611,8.472,77,69.64,64.354,"Class1",68.847
10.048,"D",64.746,40,46.826,23.045,12.842,73,68.625,48.675,"Class1",67.075
9.972,"X",65.037,71,49.383,56.36,18.742,73,65.963,53.719,"Class1",62.617
13.706,"L",65.786,64,26.884,47.38,6.338,72,66.809,45.09,"Class1",65.26
84.634,"C",84.597,71,62.704,35.617,30.481,NA,61.4,78.809,"Class3",39.232
17.819,"G",65.434,63,51.921,50.896,20.923,77,68.47,53.984,"Class1",65.046
66.721,"T",90.975,63,59.274,52.258,29.968,18,58.38,46.289,"Class3",40.997
7.626,"L",65.125,39,46.819,51.141,4.32,75,69.746,50.553,"Class1",66.902
66.367,"Z",90.174,72,58.128,39.904,30.783,38,62.852,93.227,"Class3",38.722
23.799,"K",19.608,12,14.276,22.243,40.455,90,20.227,64.943,"Class2",15.514
27.821,"A",46.507,11,26.304,20.34,36.525,90,17.665,83.504,"Class2",19.504
16.736,"D",65.726,74,18.49,65.836,20.518,73,66.158,37.883,"Class1",66.985
30.525,"D",65.591,68,48.925,64.736,10.967,77,67.928,43.409,"Class1",61.269
34.606,"V",36.725,14,6.065,20.29,57.113,89,30.234,57.076,"Class2",18.224
23.531,"V",64.574,11,21.256,28.948,24.876,86,28.066,44.659,"Class2",22.365
30.212,"K",9.626,14,35.958,20.937,41.628,85,11.092,68.53,"Class2",12.679
20.769,"I",65.673,35,19.165,44.342,4.051,73,NA,75.759,"Class1",69.326
24.327,"W",36.557,9,11.43,17.932,33.577,84,10.993,75.503,"Class2",17.75
58.552,"C",95.043,55,55.979,65.115,30.107,6,60.239,59.458,"Class3",38.356
29.923,"L",65.272,82,21.77,57.296,5.01,73,69.482,63.686,"Class1",67.68
33.978,"V",33.735,9,11.55,24.663,56.99,84,32.413,54.337,"Class2",13.168
6.263,"I",64.886,65,0.564,24.224,10.073,77,65.918,64.536,"Class1",64.975
13.321,"G",65.094,41,56.18,53.189,6.435,73,69.659,66.083,"Class1",65.339
67.289,"T",86.596,73,63.738,56.445,31.642,44,59.364,77.51,"Class3",43.258
69.162,"T",82.784,95,75.273,33.22,30.236,38,62.339,30.084,"Class3",37.817
22.108,"X",65.801,71,29.282,66.332,10.943,74,67.075,35.372,"Class1",60.11
29.905,"W",34.638,12,25.923,23.669,53.102,85,22.21,42.992,"Class2",19.509
36.224,"K",26.785,7,21.531,27.43,35.62,85,12.885,89.958,"Class2",10.461
83.143,"I",91.04,56,68.085,60.05,31.891,37,59.124,57.511,"Class3",35.314
21.376,"G",65.738,37,60.108,52.736,7.674,74,67.969,41.867,"Class1",69.566
93.716,"S",87.932,96,76.603,39.05,33.972,29,62.076,20.873,"Class3",37.419
24.385,"D",65.615,68,26.36,41.703,4.658,76,69.145,73.145,"Class1",64.223
64.771,"S",96.314,59,62.122,106.193,30.277,13,62.567,33.292,"Class3",40.196
33.993,"K",34.076,14,1.635,24.245,57.64,85,11.024,66.96,"Class2",15.192
83.805,"S",87.28,64,57.456,59.532,32.209,22,61.319,73.151,"Class3",37.711
24.172,"V",26.073,8,16.327,23.671,33.914,86,15.371,79.227,"Class2",19.349
68.807,"I",92.889,98,74.868,60.6,30.065,31,59.549,38.77,"Class3",34.878
36.718,"A",23.099,12,13.537,29.553,43.311,90,21.011,72.5,"Class2",21.264
29.625,"K",44.082,3,18.976,26.775,30.817,91,21.325,48.983,"Class2",10.537
67.616,"I",84.583,92,53.119,46.186,29.511,31,57.655,93.187,"Class3",38.753
69.296,"T",93.44,91,67.883,41.94,29.842,21,60.27,20.503,"Class3",42.121
32.861,"A",40.586,10,28.571,25.122,25.073,89,29.658,60.261,"Class2",8.427
63.944,"T",93.058,85,48.138,38.369,33.803,6,63.549,89.941,"Class3",37.495
31.207,"V",36.146,4,26.682,24.386,30.104,86,16.993,84.784,"Class2",24.646
30.471,"K",45.545,5,21.511,28.814,32.959,88,31.873,50.398,"Class2",12.657
7.864,"I",65.756,34,52.082,38.624,14.294,77,66.267,69.165,"Class1",67.72
29.774,"K",35.424,10,16.72,21.952,32.644,88,13.16,49.578,"Class2",14.794
6.152,"D",65.303,73,29.66,59.698,19.691,75,66.764,55.913,"Class1",64.986
76.604,"S",92.586,76,62.824,66.702,31.697,34,63.877,41.116,"Class3",40.48
35.616,"A",52.673,6,16.399,25.892,33.115,84,26.193,61.946,"Class2",24.86
63.653,"C",86.356,85,58.296,38.644,31.488,34,61.187,31.215,"Class3",40.175
28.005,"A",30.517,7,25.648,20.869,26.603,89,31.775,69.608,"Class2",13.852
69.224,"C",91.122,77,62.273,94.137,32.915,18,62.975,38.065,"Class3",38.458
60.657,"Z",92.008,57,54.072,32.572,30.167,31,63.64,39.952,"Class3",38.484
22.299,"L",65.801,85,14.074,54.812,4.62,75,70.064,48.313,"Class1",68.185
24.301,"A",41.861,6,25.873,29.982,37.228,90,29.811,72.408,"Class2",21.706
21.657,"K",32.61,12,16.309,16.7,41.924,84,28.699,50.133,"Class2",16.418
31.473,"A",32.466,13,13.015,26.369,55.621,89,33.692,56.649,"Class2",14.158
64.757,"T",87.464,59,66.147,109.362,30.03,13,59.225,39.267,"Class3",38.051
21.692,"G",65.233,39,11.34,55.607,5.076,76,66.86,52.881,"Class1",68.383
88.335,"S",94.931,77,60.72,66.837,33.08,36,NA,44.551,"Class3",38.227
10.246,"X",65.194,43,33.457,39.839,22.165,72,68.278,44.483,"Class1",68.421
25.959,"X",65.16,51,37.629,58.38,8.544,76,70.943,77.967,"Class1",66.051
64.366,"T",94.34,60,59.153,42.054,30.131,18,58.462,55.655,"Class3",41.222
21.118,"X",65.496,35,27.012,50.627,6.667,77,65.178,36.363,"Class1",68.275
58.504,"C",92.665,96,71.794,61.413,30.633,44,58.292,98.531,"Class3",42.709
82.486,"I",93.127,81,67.231,62.698,32.781,12,58.322,68.674,"Class3",40.274
19.272,"L",64.98,61,11.625,74.517,10.23,76,67.249,37.002,"Class1",73.958
9.76,"X",65.242,42,35.327,37.439,18.376,73,67.386,33.133,"Class1",64.798
33.209,"W",21.302,5,21.15,36.004,31.296,86,21.658,51.878,"Class2",8.018
22.314,"V",55.037,10,17.458,27.307,25.997,85,18.836,61.283,"Class2",19
86.029,"C",91.338,82,66.598,63.027,32.15,31,NA,54.849,"Class3",38.697
11.43,"D",65.543,85,18.056,38.799,4.16,74,65.854,40.251,"Class1",63.472
20.129,"L",64.872,39,-5.921,56.75,12.107,74,68.64,40.059,"Class1",62.951
14.915,"D",65.107,81,50.988,52.898,20.736,77,65.117,70.616,"Class1",57.633
28.506,"V",42.157,13,16.615,25.2,51.773,84,9.418,52.94,"Class2",12.395
61.449,"I",95.064,81,71.104,6.122,33.4,0,62.275,33.879,"Class3",42.069
17.628,"X",65.807,49,40.524,75.851,19.735,77,68.342,59.287,"Class1",70.388
34.072,"V",34.001,11,15.672,26.26,49.658,87,22.634,63.915,"Class2",11.225
31.818,"A",57.973,12,24.046,28.213,57.463,88,21.48,72.378,"Class2",17.936
72.927,"C",96.61,58,73.964,73.882,30.234,NA,61.394,48.635,"Class3",42.625
68.876,"C",89.446,85,63.003,79.619,33.009,25,58.724,68.565,"Class3",35.667
64.172,"I",82.117,58,54.116,83.794,33.2,NA,61.624,75.855,"Class3",41.624
36.513,"K",64.707,9,26.466,26.843,51.239,85,29.855,77.24,"Class2",12.632
66.735,"T",89.648,81,55.543,52.054,30.786,9,57.976,10.303,"Class3",41.414
24.372,"T",34.375,14,23.333,27.353,25.837,85,12.913,90.961,"Class2",20.732
12.27,"I",65.582,81,38.735,43.74,6.443,76,65.167,45.284,"Class1",68.15
36.54,"K",26.159,10,21.427,29.578,30.413,87,24.925,67.401,"Class2",12.055
35.942,"A",62.049,4,13.686,23.848,57.045,90,11.125,88.847,"Class2",6.659
88.852,"T",91.888,57,65.183,101.715,30.107,26,59.083,55.869,"Class3",42.758
10.897,"X",65.345,33,42.907,49.946,16.587,76,67.42,47.711,"Class1",66.787
21.844,"A",30.628,11,19.548,26.975,43.702,89,25.332,63.381,"Class2",17.633
87.181,"Z",89.298,72,60.254,63.34,30.068,17,59.134,91.497,"Class3",38.237
30.01,"T",33.419,11,30.101,31.238,23.366,88,24.912,59.741,"Class2",21.944
58.049,"Z",95.567,85,57.783,71.964,32.849,25,58.906,83.726,"Class3",40.658
26.703,"V",47.75,11,13.179,29.387,32.031,88,24.515,78.307,"Class2",21.065
16.303,"I",65.466,73,94.855,52.408,10.645,73,69.318,60.178,"Class1",64.136
7.813,"I",65.543,45,52.75,42.389,5.403,76,69.886,35.469,"Class1",66.594
21.452,"W",43.999,4,21.633,28.095,25.712,88,11.507,82.486,"Class2",20.945
24.953,"D",66.016,67,38.663,68.151,22.874,75,65.706,69.462,"Class1",65.831
72.739,"C",93.838,76,45.971,50.544,29.875,23,63.345,76.4,"Class3",40.781
76.837,"T",91.138,96,63.252,43.767,30.963,31,62.076,17.308,"Class3",40.905
28.381,"A",41.876,14,32.167,13.234,53.165,91,28.819,67.986,"Class2",5.76
76.327,"T",85.308,68,63.531,41.975,31.089,1,63.493,26.071,"Class3",36.552
12.804,"I",65.726,36,15.537,61.244,11.463,75,66.865,66.021,"Class1",66.896
24.11,"D",65.683,69,28.577,53.668,20.482,72,66.945,41.872,"Class1",68.732
25.598,"T",43.025,7,25.008,26.058,58.95,89,26.62,67.738,"Class2",22.728
29.542,"X",65.498,48,40.587,38.29,8.983,75,70.585,50.869,"Class1",64.503
35.111,"A",60.894,5,20.662,23.008,31.729,90,26.979,67.994,"Class2",20.612
79.333,"Z",91.136,95,51.601,80.013,33.513,26,58.26,10.692,"Class3",37.325
27.182,"T",39.538,8,16.749,24.961,55.584,85,24.24,51.911,"Class2",16.077
7.266,"D",65.335,37,36.703,53.081,13.294,77,69.253,70.362,"Class1",68.586
92.3,"C",88.352,98,64.141,5.797,32.574,32,59.015,78.544,"Class3",36.091
21.266,"X",65.367,53,73.43,50.525,4.877,77,70.289,33.54,"Class1",68.411
25.238,"T",5.955,7,30.486,30.724,31.637,84,32.589,85.057,"Class2",26.586
68.422,"C",91.324,93,49.941,72.315,31.213,45,57.535,13.376,"Class3",41.165
35.723,"W",7.015,10,18.467,25.586,36.979,88,30.055,71.91,"Class2",18.22
73.544,"C",89.019,71,53.287,40.052,33.692,17,60.02,30.083,"Class3",39.202
90.998,"C",85.915,55,71.22,83.085,30.732,0,60.363,94.369,"Class3",36.972
21.157,"T",54.06,6,17.916,32.1,26.273,89,27.024,59.426,"Class2",25.126
22.966,"V",17.651,13,32.741,23.413,56.858,85,26.146,45.19,"Class2",18.543
25.094,"A",45.585,11,19.964,26.792,32.416,87,19.777,61.293,"Class2",21.808
29.832,"G",65.548,53,-11.579,42.575,16.144,NA,70.143,42.369,"Class1",61.969
86.137,"I",88.067,89,68.28,85.847,29.258,28,62.197,14.969,"Class3",36.653
79.947,"Z",94.042,79,66.44,73.643,29.974,28,59.179,94.818,"Class3",40.401
86.464,"S",90.966,73,68.772,43.901,30.534,23,61.522,76.071,"Class3",43.083
34.588,"A",58.434,11,24.79,24.346,53.41,89,18.34,87.275,"Class2",9.738
87.278,"T",92.293,75,58.191,79.778,30.138,7,62.985,20.313,"Class3",39.267
31.1,"K",47.102,3,4.682,26.136,28.313,88,20.349,74.553,"Class2",8.221
34.624,"T",30.841,10,17.165,30.48,49.711,86,21.974,88.965,"Class2",7.49
21.657,"A",50.323,8,15.171,27.19,28.844,86,10.806,86.519,"Class2",15.873
22.454,"T",21.373,9,13.2,28.363,54.884,86,21.9,81.534,"Class2",17.26
33.141,"A",24.77,7,25.593,23.213,45.446,88,29.3,73.135,"Class2",14.97
60.897,"C",94.853,56,56.87,59.089,31.433,0,60.417,59.494,"Class3",38.415
34.232,"K",14.189,10,23.001,19.91,37.169,91,10.662,45.879,"Class2",25.131
59.005,"Z",94.899,69,51.22,35.908,29.449,10,63.982,38.607,"Class3",37.959
6.605,"D",65.283,40,50.602,40.236,21.796,77,70.437,52.167,"Class1",70.715
77.425,"I",93.224,80,59.679,36.68,30.499,42,63.59,57.687,"Class3",43.058
31.881,"A",31.919,13,13.43,29.454,49.934,90,14.823,53.394,"Class2",11.085
93.162,"C",93.787,70,51.577,81.897,31.788,43,60.458,49.629,"Class3",41.057
31.054,"K",24.392,10,16.544,20.514,26.677,86,13.232,77.977,"Class2",10.914
16.272,"I",65.313,73,18.905,47.979,21.276,77,69.422,40.29,"Class1",70.125
21.804,"G",65.332,76,1.619,37.389,22.883,76,68.443,57.817,"Class1",67.132
27.938,"X",65.529,35,68.452,53.117,11.029,NA,65.226,43.246,"Class1",60.764
25.145,"L",65.447,61,39.172,63.867,15.919,72,69.346,44.526,"Class1",67.645
8.748,"G",65.301,61,6.911,35.132,16.102,74,67.142,67.323,"Class1",66.205
10.847,"D",65.318,79,19.443,65.072,12.495,77,70.516,43.925,"Class1",61.344
29.121,"A",34.678,3,6.38,33.324,43.985,89,32.352,87.707,"Class2",18.882
34.141,"V",8.037,13,12.588,18.73,43.668,89,28.573,41.669,"Class2",19.06
90.489,"T",93.984,88,63.461,84.249,30.317,43,59.359,32.509,"Class3",42.086
73.644,"T",90.236,70,72.106,39.382,32.679,10,NA,72.478,"Class3",37.142
59.091,"I",101.033,65,64.867,28.474,32.696,29,61.889,77.772,"Class3",41.301
87.393,"I",96.064,66,72.311,62.384,33.831,22,60.762,53.903,"Class3",44.366
19.142,"X",64.872,62,28.626,28.615,13.95,73,67.092,56.843,"Class1",62.592
7.513,"L",65.609,58,19.744,38.16,15.298,77,69.414,75.141,"Class1",72.119
71.26,"I",90.278,59,54.706,78.967,30.206,40,62.376,64.628,"Class3",38.115
8.185,"X",65.615,67,52.3,57.274,4.186,76,68.968,50.442,"Class1",61.68
29.311,"W",29.613,5,21.125,23.506,49.353,85,26.507,79.763,"Class2",23.29
26.712,"K",21.364,4,13.643,35.907,51.062,87,15.947,62.809,"Class2",22.199
87.831,"C",89.489,94,60.658,25.229,33.946,0,62.938,90.567,"Class3",42.71
75.532,"T",93.588,94,58.633,89.362,30.543,44,NA,32.677,"Class3",38.726
84.479,"I",91.063,90,61.585,18.04,30.991,NA,57.422,10.071,"Class3",39.476
60.592,"T",93.736,64,63.79,68.745,33.519,29,58.379,47.641,"Class3",36.78
86.399,"Z",94.239,82,45.104,51.579,32.389,24,59.66,94.028,"Class3",41.565
32.946,"V",13.506,14,20.014,26.669,49.088,84,11.312,47.995,"Class2",14.687
25.74,"W",34.83,13,16.988,32.578,41.431,91,17.881,84.572,"Class2",23.55
11.566,"I",64.753,51,28.401,53.753,6.473,77,68.291,49.295,"Class1",69.434
6.304,"G",65.668,68,45.311,41.006,11.939,76,NA,58.676,"Class1",63.074
81.3,"Z",97.59,57,75.302,68.861,32.324,9,63.697,22.117,"Class3",36.37
82.252,"C",88.549,79,58.55,71.592,29.132,46,61.09,62.275,"Class3",42.658
10.878,"L",65.579,72,1.065,39.106,17.001,76,70.004,51.356,"Class1",65.751
18.844,"X",65.734,67,41.151,68.282,6.621,73,69.142,56.672,"Class1",66.537
15.977,"G",65.338,65,43.64,51.993,15.258,75,66.674,68.099,"Class1",68.908
17.378,"D",65.156,84,47.332,45.523,17.645,77,70.267,70.688,"Class1",68.251
25.866,"T",14.757,7,31.406,22.391,30.924,87,17.189,82.953,"Class2",17.633
27.466,"T",38.745,5,21.162,23.68,25.122,91,29.656,53.559,"Class2",14.385
27.843,"T",19.621,10,6.479,20.668,23.262,88,22.563,71.891,"Class2",17.846
22.33,"A",28.727,3,11.961,26.586,41.256,86,16.81,66.721,"Class2",13.055
28.81,"T",28.42,5,19.648,24.034,44.145,NA,21.942,76.252,"Class2",11.659
6.706,"L",65.23,83,21.325,73.671,9.692,77,67.788,45.995,"Class1",72.346
14.064,"I",65.682,74,29.365,75.402,14.859,77,68.473,48.601,"Class1",68.323
86.623,"Z",85.629,83,48.192,77.936,32.901,12,58.771,88.238,"Class3",43.673
33.778,"W",19.43,14,15.158,26.12,32.915,89,11.886,88.908,"Class2",16.046
29.743,"L",65.477,50,77.136,40.367,16.03,72,66.277,46.368,"Class1",67.289
36.885,"W",34.258,8,25.839,27.903,35.228,89,28.305,77.953,"Class2",18.867
90.039,"T",88.809,67,64.945,80.718,31.296,4,59.668,28.643,"Class3",36.507
71.842,"Z",94.987,73,57.825,38.111,31.794,45,63.292,61.664,"Class3",41.139
28.213,"V",6.3,13,26.644,29.53,47.894,89,33.332,53.364,"Class2",14.367
29.1,"V",16.162,7,19.488,16.138,54.917,85,33.058,56.699,"Class2",13.525
88.133,"T",90.215,56,62.203,92.864,32.743,6,63.864,60.275,"Class3",37.595
20.995,"L",65.471,75,60.997,43.998,14.023,73,68.334,43.385,"Class1",66.534
83.372,"C",94.653,98,54.484,105.195,29.758,11,63.956,77.242,"Class3",40.54
30.796,"T",54.281,5,11.435,23.204,57.86,86,15.041,72.279,"Class2",16.184
73.989,"C",91.233,56,58.123,66.823,31.797,19,63.953,10.875,"Class3",41.464
35.992,"K",46.15,13,20.126,22.581,49.039,91,NA,50.578,"Class2",13.979
85.367,"T",89.373,61,65.996,13.483,29.596,23,63.021,69.019,"Class3",40.803
11.475,"I",66.011,34,36.776,19.849,14.038,73,68.777,77.864,"Class1",66.103
10.344,"D",65.174,44,53.088,57.016,10.861,77,65.799,60.496,"Class1",64.755
21.221,"A",45.494,5,14.715,25.467,40.807,87,9.329,72.227,"Class2",15.88
24.282,"T",33.114,7,8.23,31.84,34.103,84,11.118,53.149,"Class2",12.916
26.657,"I",65.377,60,19.96,31.906,12.374,73,65.274,62.373,"Class1",64.895
31.913,"A",24.915,7,18.009,19.186,23.106,84,28.759,50.944,"Class2",9.644
64.457,"I",89.557,83,54.437,58.989,30.987,NA,61.53,50.216,"Class3",42.362
61.117,"T",92.413,64,69.954,52.342,30.208,19,60.136,89.886,"Class3",39.512
26.507,"W",41.738,14,39.243,31.155,42.803,87,20.27,77.351,"Class2",10.879
19.063,"X",65.751,64,50.589,42.251,9.502,75,65.971,48.283,"Class1",66.269
19.188,"G",65.625,59,33.489,54.391,14.561,76,69.852,41.005,"Class1",68.027
13.447,"I",65.139,38,39.866,13.757,22.334,72,65.078,34.908,"Class1",65.354
77.841,"Z",93.235,60,76.081,101.804,32.581,3,61.746,98.836,"Class3",37.517
25.332,"W",34.346,4,25.289,26.41,29.371,90,27.366,55.529,"Class2",21.192
27.649,"L",65.806,67,34.542,51.807,22.303,76,70.253,51.347,"Class1",63.592
65.707,"Z",86.57,59,57.566,35.4,33.816,43,60.553,97.71,"Class3",38.602
21.658,"X",65.395,71,33.576,46.889,3.528,76,66.394,35.267,"Class1",64.273
30.803,"L",65.283,61,40.058,60.536,5.883,76,NA,60.935,"Class1",68.774
87.664,"I",94.924,57,61.58,56.228,29.3,33,59.913,50.823,"Class3",35.839
64.289,"S",91.16,83,54.613,50.604,31.299,31,57.209,91.597,"Class3",40.985
92.846,"C",97.629,93,55.3,49.439,31.201,7,59.913,74.946,"Class3",34.501
24.56,"V",39.35,4,26.826,30.122,40.285,89,10.352,84.124,"Class2",12.511
23.453,"V",20.204,13,19.887,25.07,58.515,88,30.291,75.653,"Class2",14.42
93.052,"C",95.718,95,59.331,52.908,29.792,1,63.174,27.329,"Class3",40.122
29.685,"A",35.129,10,21.103,27.246,30.722,85,15.893,70.747,"Class2",23.52
32.152,"T",7.239,12,18.286,30.603,54.531,88,21.046,80.948,"Class2",10.951
80.726,"I",93.024,80,72.426,45.468,33.704,5,63.561,12.845,"Class3",42.427
21.695,"A",44.663,9,27.118,22.964,24.067,85,29.782,59.334,"Class2",8.321
12.303,"D",65.332,76,11.153,58.425,9.512,72,69.7,58.264,"Class1",66.769
29.444,"K",11.424,7,27.569,32.689,38.547,86,14.314,45.32,"Class2",11.397
27.499,"K",44.229,8,13.029,29.695,47.655,88,13.437,77.543,"Class2",9.392
19.245,"D",66.153,55,46.553,27.875,21.767,72,68.433,35.614,"Class1",69.103
21.27,"K",33.995,12,21.097,25.91,56.498,89,12.361,61.533,"Class2",17.266
36.224,"T",18.368,10,14.837,33.898,54.763,NA,17.005,64.525,"Class2",16.356
29.195,"T",-5.665,6,15.068,27.779,49.409,88,14.747,44.914,"Class2",13.953
82.717,"I",88.914,88,71.957,58.435,31.098,43,62.27,76.984,"Class3",42.878
23.572,"X",65.175,67,-13.107,53.037,5.96,74,66.302,39.331,"Class1",61.678
14.073,"D",65.601,47,50.913,52.827,20.65,74,65.513,50.559,"Class1",61.752
17.098,"G",65.781,40,39.579,57.545,14.335,72,NA,40.221,"Class1",70.115
91.177,"Z",95.476,77,63.416,0.79,30.292,0,60.226,98.424,"Class3",40.857
9.294,"L",65.939,67,39.172,48.654,20.725,77,69.932,53.32,"Class1",67.338
66.341,"Z",86.768,60,66.451,43.021,29.181,26,61.679,58.087,"Class3",42.966
76.954,"Z",88.142,81,47.885,42.803,33.93,7,61.267,82.954,"Class3",38.067
16.095,"X",65.426,76,23.899,56.579,10.793,74,70.713,56.032,"Class1",68.03
13.366,"X",65.418,46,54.569,50.578,18.737,74,66.326,59.711,"Class1",62.627
78.275,"I",95.505,96,64.901,41.153,33.616,NA,63.895,96.968,"Class3",38.941
70.99,"Z",88.423,64,61.161,64.575,29.428,16,63.139,10.48,"Class3",47.098
35.157,"K",55.724,7,24.315,23.421,23.423,90,10.92,90.903,"Class2",17.32
33.464,"V",44.054,6,12.386,26.034,48.341,88,20.416,43.865,"Class2",22.535
30.663,"T",45.127,12,14.561,25.747,44.405,87,25.442,55.182,"Class2",10.248
16.708,"X",65.195,79,29.668,62.625,14.11,73,70.379,64.407,"Class1",62.288
17.156,"X",65.467,85,49.186,64.41,9.149,77,65.481,33.674,"Class1",65.059
28.373,"D",65.488,53,42.223,43.747,15.02,72,68.136,36.794,"Class1",67.295
30.572,"A",38.292,7,40.117,26.062,43.948,86,25.166,56.91,"Class2",16.246
22.823,"X",65.35,79,35.51,47.43,22.182,77,NA,53.33,"Class1",67.116
27.187,"K",36.573,9,4.718,35.71,42.994,91,27.314,48.041,"Class2",22.956
87.949,"I",89.199,97,57.98,64.57,32.164,NA,63.925,21.445,"Class3",42.926
73.721,"I",88.255,57,79.339,54.825,32.073,43,62.378,21.242,"Class3",40.847
63.327,"S",90.69,81,50.618,62.44,30.227,18,60.484,73.827,"Class3",40.942
34.519,"T",36.005,7,30.44,19.946,33.325,91,10.542,81.369,"Class2",17.584
9.822,"X",64.94,66,7.663,62.564,11.415,73,65.198,66.091,"Class1",62.547
32.419,"A",14.876,14,23.669,20.7,45.989,87,21.483,49.755,"Class2",15.143
27.339,"T",51.876,4,21.243,28.891,37.822,91,19.601,39.996,"Class2",14.619
65.968,"I",95.632,70,51.69,87.348,32.752,16,58.881,71.013,"Class3",39.943
