"OJC1","TNS2","HZG3","FMR4","QPZ5","POJ6","Output4","NKG7","NRB8","CUJ9","WRT10","QNS11"
98.158,41.305,16.959,42.454,91,42.624,"Class5","H",69.431,77,58.366,102.47
NA,54.021,46.361,19.273,51,38.556,"Class2","A",32.045,55,79.209,48.836
30.089,53.788,62.597,77.529,29,37.028,"Class4","H",50.602,21,68.345,29.35
98.671,41.49,30.079,43.852,78,36.714,"Class5","C",76.112,63,55.029,68.46
114.418,65.538,89.719,64.913,63,NA,"Class1","Q",49.582,90,24.501,24.828
36.839,65.614,88.643,81.529,47,36.793,"Class4","D",1.034,11,70.47,40.461
54.672,31.409,47.388,29.626,57,23.658,"Class2","J",47.459,51,77.473,51.152
NA,25.366,22.362,44.822,90,40.316,"Class5","Z",68.357,64,64.262,72.059
62.892,2.745,48.113,34.815,47,57.809,"Class3","F",2.077,27,52.186,9.569
63.161,2.729,64.849,44.886,14,54.355,"Class3","I",2.576,77,60.576,7.148
51.88,1.347,41.852,42.611,66,45.418,"Class3","F",8.848,73,82.613,19.066
64.776,59.235,80.803,49.167,57,92.543,"Class1","H",23.575,48,13.749,16.268
28.653,69.892,52.581,39.406,23,37.077,"Class4","D",30.62,33,68.857,29.629
27.677,54.819,76.615,78.151,49,38.927,"Class4","F",48.576,36,56.57,29.344
8.598,66.398,91.006,28.034,43,37.294,"Class4","Y",50.528,37,57.011,24.661
34.66,69.441,75.728,23.618,20,36.789,"Class4","F",76.776,24,55.44,38.929
53.617,81.911,33.906,5.748,49,72.578,"Class2","X",36.76,47,76.087,48.156
33.277,48.606,51.224,47.871,25,77.057,"Class1","X",25.818,53,31.887,30.283
54.901,70.007,50.676,64.314,8,87.053,"Class1","P",9.605,26,21.235,32.304
14.732,51.075,75.347,62.677,11,81.189,"Class1","Q",37.042,55,19.911,65.041
47.148,69.148,81.516,30.951,20,95.52,"Class1","X",36.419,50,21.408,28.846
32.844,70.152,82.38,73.468,16,38.765,"Class4","Y",6.556,24,67.901,36.186
57.835,47.564,81.07,72.996,32,85.322,"Class1","H",15.839,28,13.331,22.285
48.405,81.96,57.992,73.876,13,72.983,"Class1","S",27.6,84,27.797,50.622
99.342,21.194,11.015,44.344,82,61.374,"Class5","H",68.834,79,56.178,82.161
57.071,38.661,70.837,23.026,45,-1.558,"Class2","J",8.615,49,80.788,47.237
15.493,64.143,62.282,76.187,39,38.332,"Class4","H",56.156,13,64.916,29.841
48.139,55.396,59.434,22.771,65,-9.761,"Class2","J",25.345,46,80.342,51.463
84.544,83.437,60.698,54.69,20,87.914,"Class1","P",44.389,30,8.446,-3.651
14.005,57.431,65.702,61.762,13,39.506,"Class4","F",12.627,15,65.671,45.188
50.955,86.159,57.043,27.239,59,42.809,"Class2","C",23.011,39,81.764,47.698
79.228,1.325,53.569,33.913,41,52.808,"Class3","P",5.508,30,79.008,19.478
43.519,30.336,75.945,13.018,45,11.249,"Class2","A",39.627,60,76.006,48.791
85.128,82.072,66.468,46.433,45,78.575,"Class1","S",35.306,32,10.929,29.427
22.196,62.275,91.346,70.551,35,37.184,"Class4","V",22.607,41,68.66,18.349
21.128,51.791,96.454,72.384,14,37.54,"Class4","H",45.121,23,60.742,33.605
21.939,66.331,75.072,21.285,28,37.079,"Class4","V",32.153,36,56.921,33.162
11.298,63.432,67.314,88.007,29,37.2,"Class4","Y",19.662,13,65.994,10.077
NA,65.191,37.378,11.136,49,3.423,"Class2","C",18.395,49,76.857,46.735
47.135,95.172,44.772,12.024,60,34.248,"Class2","X",38.671,50,80.098,51.07
29.041,73.121,87.404,59.687,14,36.791,"Class4","V",75.025,42,59.879,33.044
98.412,35.969,38.524,42.829,90,51.951,"Class5","U",74.826,82,62.732,85.003
22.801,63.917,76.362,77.799,18,36.287,"Class4","F",23.783,36,63.262,28.558
48.524,74.39,60.35,30.157,62,60.636,"Class2","X",26.443,53,78.831,49.803
50.435,80.312,49.317,26.479,66,22.328,"Class2","J",25.228,45,77.59,51.356
35.945,63.678,72.432,63.207,54,73.685,"Class1","Q",29.037,25,4.674,34.544
61.198,1.157,26.358,34.193,34,55.088,"Class3","F",4.729,61,69.295,4.025
13.614,58.515,44.901,46.929,28,36.497,"Class4","V",13.186,11,75.155,17.807
60.92,43.494,50.142,28.163,57,13.62,"Class2","J",41.272,58,76.151,50.896
99.03,27.439,33.189,44.924,93,50.725,"Class5","D",78.281,72,55.269,18.079
46.796,44.101,102.866,30.367,46,72.89,"Class1","S",15.053,71,23.771,32.618
10.331,55.976,64.722,61.278,23,38.378,"Class4","V",25.07,11,74.125,25.034
60.495,2.828,66.401,38.745,39,NA,"Class3","I",3.385,31,58.997,9.02
49.641,36.075,49.816,16.713,52,21.764,"Class2","C",30.902,43,81.95,48.643
74.397,64.574,79.149,41.336,17,70.573,"Class1","X",18.316,71,27.6,56.66
98.804,36.13,15.482,42.366,91,39.104,"Class5","Z",71.297,62,55.035,94.391
98.473,32.859,23.19,42.729,93,44.087,"Class5","C",69.721,55,58.794,55.364
4.695,55.365,73.052,64.885,32,71.772,"Class1","S",15.145,77,30.752,-7.343
50.435,85.422,67.504,55.593,10,87.612,"Class1","P",11.085,78,5.478,31.68
26.279,51.702,74.088,67.994,50,35.374,"Class4","V",39.635,24,65.297,44.042
61.626,81.252,70.485,73.083,1,NA,"Class1","H",33.448,54,18.664,30.185
NA,45.647,79.559,34.73,34,82.635,"Class1","X",32.199,77,11.788,20.82
98.51,34.56,42.548,44.764,77,50.376,"Class5","Z",69.082,67,56.258,70.687
65.584,82.456,61.856,40.252,14,91.557,"Class1","X",17.986,26,17.18,17.079
99.103,36.637,22.398,44.55,93,42.352,"Class5","H",74.943,60,62.093,71.925
NA,70.616,71.446,39.109,38,80.965,"Class1","H",30.328,23,5.354,26.876
98.481,40.645,41.099,43.008,94,27.795,"Class5","U",74.519,70,63.639,86.203
NA,2.077,32.115,46.976,45,56.356,"Class3","P",2.051,63,51.839,5.513
30.054,68.459,71.479,16.153,24,36.806,"Class4","Y",61.336,10,55.397,37.32
43.578,79.421,27.485,22.158,44,57.454,"Class2","J",36.636,41,79.101,45.896
38.071,34.806,50.626,23.77,55,21.711,"Class2","W",45.498,42,80.756,45.798
39.113,1.732,70.361,43.251,67,43.29,"Class3","P",1.022,50,79.266,15.634
47.59,30.686,26.628,30.24,42,40.656,"Class2","J",39.104,44,77.353,49.746
46.559,1.647,62.86,39.63,42,49.7,"Class3","X",8.758,62,76.132,12.208
47.534,75.397,38.352,28.558,67,21.972,"Class2","C",43.618,48,80.966,46.789
65.621,77.413,74.666,44.147,7,91.78,"Class1","X",9.669,64,15.917,25.549
55.959,64.454,54.457,23.878,61,26.398,"Class2","X",33.883,38,78.539,50.145
52.047,40.579,45.969,22.013,38,87.608,"Class2","A",9.377,57,78.036,50.308
61.995,85.115,32.503,5.278,52,42.029,"Class2","X",20.117,38,76.789,51.29
55.811,79.775,67.937,50.297,20,64.059,"Class1","X",34.996,84,11.375,50.551
61.632,56.758,74.617,46.844,8,81.66,"Class1","X",44.861,29,30.213,60.938
98.63,38.634,15.178,44.897,77,73.851,"Class5","Z",75.751,63,64.589,25.692
49.24,2.324,104.822,43.312,77,58.815,"Class3","I",4.973,41,65.622,16.703
34.306,61.419,87.955,70.724,29,36.805,"Class4","F",3.039,41,64.839,55.898
53.538,67.307,74.857,47.023,30,NA,"Class1","S",9.953,58,26.593,37.289
21.634,54.96,77.981,55.068,42,38.056,"Class4","Y",29.222,14,57.867,30.545
45.744,39.009,49.836,22.249,47,70.616,"Class2","C",48.623,44,79.235,46.818
29.381,69.533,69.032,50.505,50,38.994,"Class4","Y",52.492,18,61.92,29.478
69.327,2.848,67.924,35.814,13,52.94,"Class3","F",6.18,36,87.232,7.623
20.864,56.308,62.76,79.92,30,37.954,"Class4","V",13.543,18,63.351,38.963
20.484,65.172,84.585,12.639,24,NA,"Class4","F",58.919,15,56.41,29.994
14.481,62.993,77.795,15.695,36,35.682,"Class4","V",5.355,41,72.073,34.113
57.064,84.735,66.012,40.882,56,61.916,"Class1","Q",40.575,66,13.535,65.97
25.097,73.195,70.772,33.884,47,38.767,"Class4","F",74.818,39,55.324,44.413
66.845,2.993,33.27,38.067,77,42.324,"Class3","X",6.023,31,66.192,16.634
35.322,46.97,97.789,70.931,54,81.543,"Class1","S",20.852,27,18.915,45.835
76.417,1.147,63.475,45.588,22,51.982,"Class3","F",3.253,52,58.978,17.219
98.744,18.389,9.25,43.369,95,80.1,"Class5","Z",70.015,61,58.061,62.755
54.863,67.456,56.142,48.909,56,69.633,"Class1","S",24.445,62,15.719,61.537
40.749,95.716,26.522,20.202,50,54.874,"Class2","W",29.98,59,80.564,51.032
95.508,56.711,68.014,39.574,12,81.41,"Class1","X",15.814,66,20.066,64.108
98.477,34.39,10.373,43.241,78,80.006,"Class5","C",76.649,57,59.763,79.821
50.41,62.181,47.864,28.379,41,58.956,"Class2","J",50.914,41,78.095,49.181
27.177,69.075,53.574,31.649,30,37.482,"Class4","F",46.701,11,72.573,22.44
11.582,67.066,67.557,38.735,12,38.217,"Class4","D",69.132,13,57.783,19.794
NA,64.833,87.895,24.316,31,37.345,"Class4","F",46.306,44,57.631,42.356
8.701,2.168,13.657,46.342,63,53.051,"Class3","F",4.802,29,69.559,9.215
73.333,1.437,56.973,36.084,78,51.018,"Class3","F",5.436,39,64.369,11.512
77.298,78.616,50.173,65.028,19,72.051,"Class1","S",23.437,39,25.38,62.175
42.541,92.456,62.234,8.632,45,31.802,"Class2","J",18.512,51,76.429,48.089
19.178,63.379,63.475,63.091,52,38.494,"Class4","H",16.666,20,71.845,24.671
51.64,35.361,43.97,9.903,61,-12.055,"Class2","A",24.325,46,79.409,48.635
66.418,57.745,27.684,27.495,60,61.765,"Class2","A",37.831,59,77.89,50.589
58.194,67.916,27.65,21.355,40,60.114,"Class2","W",16.419,33,78.661,44.373
62.5,1.075,41.868,36.765,15,52.093,"Class3","P",8.54,51,54.314,5.871
46.779,49.404,44.599,25.571,47,64.662,"Class2","X",12.898,46,81.998,49.459
99.109,34.666,11.908,42.741,86,68.515,"Class5","Z",68.304,57,60.646,95.283
77.528,1.154,57.318,37.047,53,54.4,"Class3","X",7.274,36,87.32,-0.162
31.517,69.633,74.017,25.842,32,37.917,"Class4","Y",38.288,14,66.278,42.276
50.051,2.926,17.085,43.474,57,54.558,"Class3","I",3.519,70,69.366,15.988
54.164,36.832,50.783,27.447,39,33.948,"Class2","J",13.384,59,77.94,48.341
20.261,1.79,40.625,41.117,42,43.495,"Class3","W",0.714,78,83.804,21.037
9.695,54.256,69.768,40.576,42,37.346,"Class4","D",32.947,15,57.849,33.042
58.001,80.603,70.356,67.748,27,90.1,"Class1","S",29.687,85,3.041,5.083
47.625,76.375,49.436,13.458,38,51.335,"Class2","W",35.417,33,79.953,50.554
51.603,61.592,71.07,28.536,49,37.079,"Class2","J",33.77,33,79.797,45.844
46.167,80.26,53.415,28.981,53,41.192,"Class2","A",19.852,39,79.51,46.452
59.861,31.358,53.091,14.226,48,42.701,"Class2","C",42.67,51,76.419,46.143
NA,1.29,69.129,36.856,45,48.187,"Class3","I",3.78,41,56.771,7.643
48.516,59.62,70.787,15.955,68,41.07,"Class2","X",15.71,42,78.091,49.744
49.154,51.596,53.999,26.977,46,61.21,"Class2","W",16.994,33,77.822,51.745
44.275,45.665,68.062,53.957,52,83.065,"Class1","X",35.064,62,4.451,36.582
NA,67.73,69.396,54.146,45,38.658,"Class4","V",75.109,37,60.511,15.501
98.254,36.991,53.556,43.75,78,45.601,"Class5","U",71.077,60,57.028,58.805
61.937,2.51,43.215,41.194,32,52.492,"Class3","X",6.761,58,67.796,9.7
98.506,34.076,-5.935,42.117,82,64.436,"Class5","C",78.946,69,55.918,66.398
54.082,2.288,36.709,36.532,25,46.956,"Class3","W",3.762,30,55.532,11.182
38.97,1.619,54.71,46.98,74,50.832,"Class3","W",4.599,75,72.997,20.765
34.182,53.295,88.277,21.945,35,37.539,"Class4","D",11.1,36,71.665,37.32
26.528,59.54,92.206,82.514,46,35.573,"Class4","V",60.709,33,60.591,39.208
52.014,61.922,58.03,46.301,13,97.296,"Class1","X",13.866,33,9.967,60.512
98.994,41.012,49.704,42.441,79,62.302,"Class5","D",73.085,62,63.586,122.117
17.599,73.816,83.322,77.73,33,37.622,"Class4","D",11.345,39,73.986,25.381
60.297,57.711,76.229,73.617,59,76.805,"Class1","H",29.211,68,12.704,25.589
21.992,61.223,78.648,85.673,46,36.806,"Class4","F",54.941,12,59.249,30.525
44.715,49.457,89.779,33.782,28,92.445,"Class1","Q",40.77,24,29.043,25.684
73.905,2.419,57.112,39.01,55,50.584,"Class3","P",1.42,30,60.247,8.925
61.594,1.494,1.096,43.105,72,57.453,"Class3","W",6.948,71,68.98,8.731
98.954,20.807,34.065,44.737,85,76.904,"Class5","H",73.698,57,63.245,85.847
19.805,61.548,86.396,11.748,46,37.828,"Class4","H",68.528,24,68.912,42.678
61.322,68.086,58.256,69.396,18,60.227,"Class1","X",46.86,69,16.94,43.031
48.606,39.459,49.182,5.417,58,-14.9,"Class2","W",21.586,56,76.219,54.864
17.058,63.855,73.241,20.62,16,38.685,"Class4","F",66.541,39,74.853,19.013
47.925,71.976,54.772,15.441,37,36.27,"Class2","J",8.337,42,76.742,48.527
98.442,22.645,44.956,43.803,81,26.675,"Class5","H",67.491,81,59.222,81.135
19.238,63.032,75.052,32.278,56,73.978,"Class1","S",25.7,71,24.428,43.614
32.244,63.409,83.41,88.482,50,36.352,"Class4","V",1.22,25,60.533,30.196
46.654,89.85,40.168,22.292,46,43.272,"Class2","W",50.221,40,80.304,47.905
32.3,55.336,89.774,59.965,13,38.412,"Class4","V",35.357,29,67.375,39.279
16.997,52.254,57.115,10.045,17,36.71,"Class4","Y",37.849,40,63.344,21.071
98.412,21.915,30.905,44.332,93,72.266,"Class5","Z",75.054,83,62.058,55.929
40.097,55.073,50.2,16.772,53,27.918,"Class2","X",17.86,38,76.642,50.405
16.226,65.496,79.267,6.699,35,37.073,"Class4","Y",51.168,45,75.041,34.22
NA,2.735,116.345,39.284,59,56.186,"Class3","I",0.701,66,75.658,9.553
98.962,36.637,25.294,44.66,88,56.119,"Class5","H",73.051,83,58.459,49.947
57.325,80.59,44.689,5.164,66,48.072,"Class2","A",45.545,43,79.158,48.936
83.235,83.312,69.961,41.279,43,92.116,"Class1","P",24.081,37,21.437,49.339
30.21,71.545,75.376,11.355,15,38.196,"Class4","F",11.27,45,74.424,31.771
24.325,51.733,75.611,55.31,48,NA,"Class4","F",10.875,36,64.034,32.797
43.027,55.938,29.432,25.034,66,46.323,"Class2","J",48.909,52,77.355,53.781
29.159,51.044,74.986,11.091,50,NA,"Class4","V",24.74,19,62.776,47.546
52.227,39.053,24.367,6.729,47,33.283,"Class2","A",27.871,61,77.994,48.955
101.825,1.72,40.976,39.916,46,53.726,"Class3","X",5.67,35,75.331,12.966
42.709,61.796,37.168,15.905,59,59.384,"Class2","W",10.324,35,77.892,48.195
98.31,38.275,54.375,43.804,96,62.053,"Class5","D",67.921,61,62.892,43.773
33.475,79.077,68.795,30.615,19,78.41,"Class1","P",26.469,36,22.16,59.897
38.361,2.656,74.76,42.467,34,56.418,"Class3","I",4.017,46,84.518,10.003
48.771,82.227,37.63,22.154,48,32.765,"Class2","J",51.849,50,81.789,45.326
60.119,75.139,54.728,25.043,61,43.157,"Class2","C",36.71,50,77.154,46.427
97.599,40.951,50.071,43.932,93,54.084,"Class5","D",79.976,68,56.558,42.218
98.514,33.008,33.967,43.969,78,33.65,"Class5","D",72.934,82,55.269,52.532
49.676,78.134,46.533,6.358,43,83.791,"Class2","C",29.4,38,77.229,47.757
26.308,73.245,76.163,9.451,52,37.407,"Class4","D",62.392,20,57.879,41.41
41.503,49.928,63.213,26.539,44,46.428,"Class2","A",29.002,38,78.674,47.119
35.704,55.445,81.766,60.096,37,37.025,"Class4","H",56.052,10,64.456,3.792
61.453,1.861,57.863,37.143,35,50.962,"Class3","W",2.322,27,65.084,14.225
46.078,66.937,54.698,30.233,24,64.587,"Class1","S",19.259,23,24.82,35.21
98.39,45.946,36.069,43.53,85,83.598,"Class5","C",71.707,57,62.626,64.789
82.968,2.121,81.211,36.551,35,NA,"Class3","I",4.701,26,55.431,15.371
31.004,47.808,68.818,35.849,16,94.923,"Class1","X",23.324,68,20.899,29.51
63.459,77.613,60.899,44.256,20,87.627,"Class1","X",28.725,31,18.903,41.067
98.758,45.731,3.465,44.665,94,44.928,"Class5","U",68.965,82,63.907,62.409
45.619,91.704,48.277,28.244,37,27.372,"Class2","J",35.37,37,77.835,48.079
66.773,81.713,52.504,9.781,69,60.742,"Class2","A",33.34,56,78.659,49.456
97.936,35.841,46.93,42.946,95,48.166,"Class5","H",76.321,65,59.322,55.269
28.565,76.813,84.847,56.44,3,91.689,"Class1","Q",49.243,31,12.199,35.145
59.424,2.182,59.787,33.196,9,45.31,"Class3","X",6.143,33,73.703,10.729
43.12,76.894,42.18,26.802,42,16.228,"Class2","C",21.039,53,76.128,45.876
34.827,66.414,77.401,75.933,31,70.18,"Class1","Q",29.774,89,23.043,26.253
98.282,18.708,-5.811,44.043,92,54.852,"Class5","U",74.005,57,55.406,63.782
98.504,26.217,38.552,42.7,81,103.083,"Class5","C",79.732,70,58.118,52.021
58.389,1.977,70.347,34.673,64,NA,"Class3","X",1.936,56,67.027,12.982
14.508,55.091,96.185,67.937,17,37.127,"Class4","D",36.883,41,72.082,23.336
55.955,38.019,32.036,8.782,69,-11.402,"Class2","X",32.653,59,81.526,49.521
73.775,60.679,61.303,46.992,40,78.477,"Class1","X",8.398,35,12.248,40.747
91.241,2.521,41.972,40.683,14,48.748,"Class3","F",7.755,27,62.703,4.975
98.067,19.4,28.61,43.602,85,68.102,"Class5","U",78.687,67,55.802,69.759
21.637,81.273,60.503,73.172,12,84.543,"Class1","Q",48.154,72,13.849,28.981
71.09,79.665,44.204,13.564,52,20.868,"Class2","W",45.159,38,77.102,47.334
42.87,55.484,65.786,53.936,18,76.619,"Class1","H",47.379,87,8.356,82.714
98.214,39.145,27.504,44.48,81,11.787,"Class5","Z",71.411,76,63.497,21.32
37.467,79.894,46.826,21.149,61,32.438,"Class2","J",19.367,42,77.317,45.951
61.929,1.062,13.931,39.911,52,51.55,"Class3","F",4.884,37,73.363,2.661
86.563,2.18,95.696,42.909,50,NA,"Class3","P",4.355,66,86.745,10.411
37.823,67.449,60.637,53.049,35,NA,"Class4","H",57.528,36,73.167,38.345
66.971,2.353,34.719,39.372,29,33.932,"Class3","X",3.957,26,75.954,1.724
67.543,82.944,61.329,63.762,31,74.485,"Class1","P",53.862,23,27.687,52.587
98.566,22.516,26.486,42.502,80,55.424,"Class5","H",75.78,83,56.023,50.486
NA,64.511,46.801,10.827,61,57.694,"Class2","C",17.497,51,78.941,49.119
54.572,65.806,62.623,13.904,47,-3.093,"Class2","X",27.305,54,79.521,52.004
98.425,16.305,22.711,43.652,90,32.661,"Class5","Z",73.406,79,64.334,80.601
98.856,32.043,15.958,44.367,83,91.263,"Class5","Z",74.651,67,57.145,75.526
68.739,1.264,67.495,46.335,58,49.157,"Class3","X",6.485,36,58.19,3.534
58.333,69.026,48.828,45.505,43,86.72,"Class1","S",14.673,36,27.788,51.728
52.365,92.477,51.12,8.374,53,60.602,"Class2","W",11.003,41,81.554,46.759
38.855,90.522,34.988,8.27,64,64.99,"Class2","A",40.862,36,78.404,49.033
69.025,62.014,59.748,67.571,41,96.72,"Class1","P",23.348,80,16.323,78.371
57.6,2.677,72.539,36.849,77,46.006,"Class3","P",4.922,80,74.251,3.02
97.996,19.393,16.91,44.979,77,51.642,"Class5","U",73.675,73,59.921,57.941
74.998,82.423,76.158,32.159,55,88.627,"Class1","H",29.599,56,8.957,27.062
98.903,40.77,28.858,43.213,92,68.105,"Class5","C",67.392,69,60.892,47.778
33.229,64.129,70.391,33.212,47,37.278,"Class4","F",5.227,34,70.26,45.138
98.062,27.082,16.156,42.162,96,44.153,"Class5","H",74.001,81,57.305,55.816
98.519,35.066,2.355,43.141,82,23.943,"Class5","H",67.517,73,63.788,46.679
27.091,56.841,91.676,64.317,51,36.405,"Class4","V",53.96,26,58.745,51.273
31.35,2.943,99.424,40.378,73,53.815,"Class3","F",4.533,61,71.836,4.805
58.942,80.109,67.205,46.979,28,78.147,"Class1","Q",30.741,79,6.595,74.68
24.571,70.526,65.126,67.66,47,75.197,"Class1","H",36.642,26,13.289,29.464
35.591,71.169,58.501,40.864,13,92.167,"Class1","Q",35.623,57,7.983,55.703
98.686,41.218,48.662,44.737,81,45.618,"Class5","D",69.204,77,56.475,69.344
NA,79.421,68.876,20.697,53,-8.906,"Class2","A",29.234,40,79.289,51.369
20.546,54.967,78.104,61.819,50,39.778,"Class4","D",56.833,28,73.928,18.422
17.992,51.573,76.284,70.636,55,76.586,"Class1","Q",50.244,56,4.542,36.145
52.908,42.456,60.194,27.635,48,97.416,"Class2","C",27.139,35,77.971,49.269
99.108,29.921,14.736,43.677,94,46.356,"Class5","C",71.237,61,57.923,82.326
84.081,57.174,85.519,48.01,7,81.391,"Class1","H",40.32,80,31.36,35.356
25.61,63.513,82.497,45.625,35,37.591,"Class4","H",26.108,42,68.789,32.701
56.13,1.695,74.121,44.083,16,53.542,"Class3","P",7.488,60,77.155,5.533
32.218,69.854,57.304,21.124,68,57.453,"Class2","J",48.959,50,78.064,47.296
98.778,39.317,38.919,44.534,96,47.179,"Class5","D",70.849,73,58.775,47.235
17.381,55.855,57.254,33.827,48,76.336,"Class1","P",28.939,27,6.097,21.639
98.262,25.301,20.14,44.641,77,75.777,"Class5","U",77.116,62,64.657,52.518
28.243,56.975,61.237,72.343,22,37.515,"Class4","V",40.127,20,58.878,30.099
71.907,49.956,93.307,72.648,59,85.655,"Class1","P",10.289,50,27.273,34.555
99.121,18.527,64.88,44.734,80,34.307,"Class5","U",77.537,59,61.252,61.503
54.939,69.126,40.421,48.129,52,84.711,"Class1","S",45.025,53,7.18,57.567
36.966,60.512,45.002,74.063,48,98.908,"Class1","S",16.851,32,9.41,19.563
60.223,80.361,9.408,7.465,44,46.276,"Class2","J",30.029,36,78.04,49.559
46.11,51.855,44.105,22.199,62,24.637,"Class2","J",32.413,57,76.466,45.526
59.74,56.868,31.017,13.92,68,55.331,"Class2","A",33.662,43,79.998,51.108
98.744,23.304,46.66,43.23,88,71.501,"Class5","U",78.363,71,61.669,42.905
20.875,68.115,56.079,52.398,12,38.462,"Class4","Y",17.285,14,75.067,27.128
49.755,2.262,27.037,32.183,28,NA,"Class3","W",8.11,57,71.606,2.188
59.541,53.381,68.213,58.147,23,NA,"Class1","Q",43.851,77,5.235,47.073
24.888,72.785,68.153,29.992,16,39.49,"Class4","D",22.736,40,59.893,41.291
40.744,70.391,43.378,68.702,40,72.408,"Class1","H",25.61,84,4.085,46.78
81.781,2.303,76.313,41.109,24,56.738,"Class3","I",1.508,59,89.496,14.869
64.015,2.349,58.708,45.115,30,52.381,"Class3","I",4.685,37,57.273,9.964
46.46,79.941,63.642,13.442,37,44.017,"Class2","J",30.199,34,80.091,48.626
39.143,62.413,50.334,25.169,38,26.399,"Class2","W",10.979,38,79.559,50.671
76.73,77.648,82.564,46.133,32,77.657,"Class1","Q",19.259,64,26.475,31.085
NA,46.22,56.786,27.897,63,45.302,"Class2","J",12.256,57,76.209,52.016
32.526,51.52,87.021,73.573,13,38.423,"Class4","Y",61.214,45,72.889,36.809
18.404,57.254,85.795,56.699,43,37.401,"Class4","D",2.224,29,59.292,20.841
35.543,1.069,45.221,43.279,76,52.211,"Class3","P",6.522,83,73.17,11.192
52.239,68.512,76.824,74.315,34,83.463,"Class1","H",8.231,29,31.032,74.577
8.506,79.767,84.848,48.377,32,78.706,"Class1","H",25.946,43,7.766,17.165
98.881,15.821,37.013,44.255,92,64.218,"Class5","D",70.109,65,60.19,50.348
63.597,1.792,68.037,36.176,55,51.093,"Class3","F",0.955,52,73.189,13.152
26.684,2.216,53.319,38.112,40,45.858,"Class3","F",6.834,27,89.255,9.424
97.521,37.297,5.644,43.203,90,54.162,"Class5","H",70.716,72,61.336,81.567
61.045,80.724,25.98,12.674,63,51.422,"Class2","C",24.41,46,77.756,49.867
47.609,57.888,65.888,36.902,47,84.988,"Class1","H",24.805,33,10.404,43.788
78.428,68.582,50.975,67.259,17,89.078,"Class1","X",38.908,24,5.89,42.148
40.148,47.66,67.282,48.186,64,79.385,"Class1","S",45.779,56,14.009,55.923
21.869,57.117,75.998,19.231,16,36.945,"Class4","Y",48.981,44,65.763,31.79
49.999,69.909,52.711,22.204,61,49.647,"Class2","X",37.726,51,81.422,49.736
58.858,37.229,55.287,6.23,69,29.889,"Class2","A",29.67,48,78.959,50.86
35.735,75.415,69.283,60.442,32,75.324,"Class1","X",14.777,30,5.23,47.281
40.865,93.013,58.163,9.432,39,61.731,"Class2","A",33.381,33,78.756,48.678
98.624,17.99,15.234,42.072,95,57.448,"Class5","H",73.685,78,58.588,49.506
76.807,75.12,88.395,34.39,61,75.396,"Class1","Q",29.628,35,11.028,36.811
26.23,80.457,78.841,48.55,20,69.92,"Class1","H",33.373,53,8.836,0.108
NA,52.268,61.49,70.537,36,80.268,"Class1","X",45.366,89,24.786,22.504
98.071,21.004,23.214,43.949,82,32.906,"Class5","Z",67.856,60,64.454,32.856
47.241,49.005,61.701,61.294,22,98.999,"Class1","H",15.906,90,18.41,55.238
50.227,36.18,58.656,12.556,60,41.918,"Class2","A",36.79,61,76.3,49.743
98.79,19.378,29.171,44.536,82,53.994,"Class5","C",75.886,65,61.223,47.945
57.524,83.661,58.333,27.367,37,50.523,"Class2","A",12.836,58,76.93,49.437
98.81,33.69,61.784,44.907,96,42.585,"Class5","D",68.1,70,63.506,40.133
98.218,29.987,19.876,42.371,88,28.538,"Class5","Z",72.63,69,64.947,56.186
42.446,77.597,61.016,65.708,42,63.387,"Class1","Q",38.522,51,18.397,28.497
54.505,46.825,67.952,43.521,28,86.618,"Class1","X",40.243,30,5.424,23.523
94.563,1.024,56.94,35.924,53,NA,"Class3","F",3.158,33,87.653,3.555
47.95,46.476,28.193,25.375,49,23.694,"Class2","J",41.535,35,81.176,48.906
32.031,70.702,81.497,81.616,50,38.436,"Class4","Y",7.073,39,71.889,39.828
38.704,71.517,49.713,25.467,68,31.457,"Class2","W",10.203,35,77.638,50.587
67.985,1.305,31.59,45.931,26,54.343,"Class3","I",1.664,60,51.354,16.585
25.413,69.98,70.422,25.965,34,39.743,"Class4","D",14.802,14,60.1,35.885
10.467,84.109,77.998,61.271,63,86.173,"Class1","H",49.137,35,18.366,40.662
98.485,39.826,35.944,43.247,78,40.342,"Class5","H",69.576,57,63.646,73.267
28.818,1.81,65.044,44.473,14,53.476,"Class3","X",5.421,64,85.179,13.548
45.781,62.668,104.226,59.386,27,96.563,"Class1","X",9.298,49,3.755,39.539
76.405,79.658,71.063,46.481,57,83.502,"Class1","Q",38.949,35,10.466,33.568
55.366,71.034,59.103,70.183,52,83.612,"Class1","S",43.225,64,8.677,49.069
49.214,47.436,67.852,14.862,45,42.006,"Class2","A",51.092,33,79.705,47.704
86.84,2.731,49.438,45.673,47,63.068,"Class3","I",4.618,66,53.359,23.662
98.666,31.822,20.529,43.748,83,75.771,"Class5","Z",70.434,60,64.844,49.51
98.559,25.771,39.085,44.144,81,32.58,"Class5","D",73.92,83,63.424,108.776
54.553,49.416,71.235,59.742,7,69.984,"Class1","H",43.545,25,19.291,48.363
16.496,61.084,80.642,82.295,18,38.613,"Class4","D",47.939,33,58.885,35.373
24.402,75.128,73.028,35.552,59,82.089,"Class1","Q",50.821,37,6.811,53.929
49.711,72.945,73.01,35.734,37,67.463,"Class1","X",49.129,61,26.898,48.169
