"YHS1","MVY2","ZDE3","XWB4","BPA5","UKA6","WYP7","JSM8","Output14","MGV9","QEF10"
65.367,67.135,40.125,"L",48.084,3.056,21.47,15.451,"Class4",20.629,84
44.245,49.358,58.725,"M",29.118,29.404,105.242,56.043,"Class2",42.935,88
52.731,83.828,63.95,"O",14.501,52.331,33.786,60.217,"Class3",87.263,59
67.705,35.233,44.035,"I",63.173,39.344,21.361,22.041,"Class4",19.97,62
81.907,83.312,39.933,"C",86.103,51.292,21.042,13.115,"Class4",18.265,85
35.354,63.065,49.587,"K",47.528,90.554,10.319,50.096,"Class1",35.84,21
69.836,77.464,14.61,"I",43.052,50.637,22.49,19.457,"Class4",16.439,67
57.402,79.216,66.676,"O",14.107,56.277,20.923,39.271,"Class3",91.521,63
50.877,84.632,65.072,"H",21.142,54.129,18.778,66.986,"Class3",91.656,53
50.299,60.91,38.967,"V",46.821,90.947,22.176,47.571,"Class1",37.868,21
30.146,47.605,45.61,"R",20.458,38.022,43.446,55.427,"Class2",36.227,87
46.66,83.26,67.371,"T",14.094,56.061,23.474,48.384,"Class3",82.227,59
78.237,70.731,40.368,"O",79.371,5.161,21.94,19.938,"Class4",15.249,68
77.572,34.159,40.233,"O",41.183,54.14,21.699,17.853,"Class4",17.595,78
34.096,46.699,49.261,"A",41.129,59.561,79.043,51.415,"Class2",35.671,87
48.13,20.972,43.913,"Y",45.312,97.403,20.295,57.181,"Class1",32.513,21
67.135,53.479,48.605,"Y",46.819,92.539,15.819,44.303,"Class1",73.388,19
51.824,49.395,52.708,"M",26.303,61.635,56.385,53.097,"Class2",37.466,87
55.526,37.267,44.016,"T",44.157,91.611,23.501,64.157,"Class1",47.656,20
81.019,34.848,11.8,"O",46.143,18.742,21.705,24.27,"Class4",20.188,83
88.014,47.372,38.192,"I",40.689,79.545,21.837,30.581,"Class4",10.557,81
51.705,46.679,49.365,"T",46.172,93.561,11.561,107.227,"Class1",40.96,19
51.519,NA,59.549,"V",46.715,88.384,12.331,64.405,"Class1",72.653,19
79.653,69.689,62.834,"L",71.175,3.672,21.64,19.116,"Class4",19.078,77
88.38,54.723,42.221,"O",69.712,39.827,21.253,21.189,"Class4",19.441,77
53.974,43.606,87.879,"A",40.504,45.709,72.913,43.606,"Class2",36.015,88
63.66,66.984,47.218,"I",45.335,4.574,21.371,28.272,"Class4",8.461,80
38.062,43.458,74.284,"B",29.04,19.292,70.639,50.319,"Class2",40.955,87
27.191,48.606,20.515,"A",2.543,50.087,82.855,69.38,"Class2",52.21,87
49.926,82.867,65.049,"H",19.975,47.375,46.669,66.988,"Class3",84.149,63
67.933,34.167,55.903,"L",62.69,23.875,21.146,17.112,"Class4",7.901,63
81.595,56.293,37.554,"O",54.923,6.742,21.998,12.113,"Class4",18.193,65
40.221,79.362,65.372,"T",16.838,50.843,30.701,52.683,"Class3",82.769,57
89.409,50.238,41.226,"L",84.395,57.144,21.384,30.412,"Class4",11.029,94
24.23,NA,80.588,"M",24.593,72.377,64.146,44.277,"Class2",36.953,88
85.314,NA,25.221,"C",50.628,43.87,21.64,19.467,"Class4",18.614,68
38.196,45.909,-8.359,"F",22.508,24.676,78.287,58.813,"Class2",35.752,88
84.934,59.816,23.817,"L",52.08,28.37,21.88,18.374,"Class4",7.751,85
56.612,69.031,62.066,"T",44.774,88.392,2.107,73.187,"Class1",28.976,20
66.031,79.082,49.825,"K",47.229,94.49,13.818,82.578,"Class1",59.188,20
35.622,31.059,54.696,"K",46.16,89.278,9.581,61.1,"Class1",81.083,21
91.773,65.416,36.544,"L",54.397,24.242,21.853,25.044,"Class4",20.707,97
53.825,50.695,42.55,"Y",46.508,94.207,6.118,56.871,"Class1",50.076,21
38.438,50.992,43.988,"K",48.062,94.214,27.398,58.664,"Class1",28.717,19
47.183,83.263,66.31,"O",12.56,54.87,44.176,58.154,"Class3",92.748,59
52.046,48.978,63.338,"T",46.367,89.498,9.676,66.384,"Class1",69.984,21
64.074,33.544,49.946,"O",60.8,56.82,21.693,17.482,"Class4",14.404,99
48.949,82.343,64.883,"O",23.296,53.512,1.62,55.995,"Class3",93.666,52
56.382,79.66,65.928,"W",32.565,51.475,22.573,65.849,"Class3",83.523,57
50.187,72.836,54.132,"Y",47.058,97.519,22.671,83.339,"Class1",52.85,20
31.876,46.448,9.466,"M",12.181,61.385,80.648,56.882,"Class2",45.816,87
49.15,48.658,12.665,"B",22.274,47.028,97.286,53.797,"Class2",NA,88
67.669,51.649,64.428,"F",52.099,35.135,21.542,41.051,"Class4",19.526,71
85.387,50.588,36.303,"O",95.23,58.11,21.658,18.839,"Class4",12.769,68
43.491,25.514,56.499,"T",47.012,95.201,8.493,72.762,"Class1",48.586,20
50.419,45.383,69.106,"B",2.99,50.598,86.473,48.905,"Class2",34.36,88
33.847,NA,33.193,"R",26.679,77.84,91.119,51.393,"Class2",45.618,87
36.701,39.745,58.937,"V",47.312,89.152,16.561,66.684,"Class1",53.313,20
40.682,78.793,52.01,"Y",47.894,90.424,31.632,45.522,"Class1",77.722,21
79.949,62.644,52.865,"L",57.649,45.185,21.397,31.908,"Class4",17.624,76
45.957,65.226,61.4,"R",44.732,90.776,20.137,28.905,"Class1",70.381,19
82.013,76.649,47.416,"O",58.825,33.131,21.428,23.177,"Class4",10.92,73
49.958,84.773,63.01,"T",25.836,55.411,21.504,52.223,"Class3",87.361,64
72.326,64.112,48.637,"K",45.368,88.07,29.992,81.105,"Class1",34.471,20
70.151,67.724,44.554,"I",79.859,41.947,21.822,24.715,"Class4",16.296,95
86.923,42.085,33.401,"I",68.691,45.443,21.583,20.281,"Class4",18.604,89
33.042,52.278,43.657,"Y",46.777,95.759,25.556,44.068,"Class1",41.79,19
44.6,86.471,67.269,"W",22.998,51.328,36.773,63.875,"Class3",82.587,60
30.127,29.094,48.187,"R",47.482,88.211,35.25,58.826,"Class1",66.026,21
38.755,45.637,63.999,"M",21.048,82.852,36.828,68.869,"Class2",38.417,87
67.842,83.427,31.879,"F",78.223,9.566,21.128,23.435,"Class4",18.315,92
71.164,48.311,47.055,"F",63.333,16.378,21.832,11.696,"Class4",9.773,83
54.438,86.14,63.612,"H",14.276,47.058,-5.499,60.893,"Class3",NA,62
44.314,47.521,55.453,"A",35.117,19.409,80.129,65.388,"Class2",48.249,88
61.786,52.614,39.825,"C",60.842,71.149,21.239,20.95,"Class4",8.973,97
67.321,45.283,43.975,"I",55.11,38.61,21.16,19.192,"Class4",7.431,98
28.274,45.865,57.269,"F",35.407,78.906,93.823,42.123,"Class2",54.813,87
39.557,48.084,52.497,"A",33.421,64.231,74.167,49.29,"Class2",32.331,88
48.518,53.206,48.466,"Y",46.581,91.123,24.714,70.361,"Class1",54.481,21
41.671,48.641,-7.427,"A",40.069,19.005,91.22,43.644,"Class2",36.89,88
52.543,86.99,66.804,"H",21.441,52.287,-1.614,68.889,"Class3",85.335,55
72.457,78.811,42.253,"F",69.634,32.452,21.891,28.335,"Class4",16.874,87
42.212,12.51,66.765,"R",47.037,92.129,19.965,60.071,"Class1",78.532,21
42.6,84.962,65.603,"L",21.633,53.098,3.677,60.277,"Class3",85.889,52
38.439,44.807,143.642,"M",19.45,86.964,108.768,64.739,"Class2",46.736,88
34.34,NA,116.992,"R",22.034,50.969,69.656,50.459,"Class2",41.203,88
40.594,46.276,61.177,"A",3.258,27.49,77.741,57.344,"Class2",44.652,88
40.438,75.438,64.352,"Y",46.918,93.779,23.503,74.349,"Class1",62.739,20
15.368,40.088,51.458,"R",46.594,95.696,19.609,79.559,"Class1",37.312,21
55.767,62.749,40.649,"Y",45.208,95.543,21.269,43.838,"Class1",71.61,19
71.926,64.869,35.561,"L",99.28,25.042,21.583,4.891,"Class4",7.636,81
74.704,32.189,49.41,"I",60.893,84.337,21.43,6.339,"Class4",8.709,89
22.303,47.842,12.462,"F",14.788,16.852,70.625,47.815,"Class2",31.612,88
57.714,49.085,48.194,"T",48.767,88.655,8.314,66.039,"Class1",51.004,21
40.609,85.688,64.339,"T",9.026,54.443,36.648,72.172,"Class3",84.362,57
61.026,72.02,43.652,"C",100.968,76.008,21.818,19.418,"Class4",14.977,62
75.392,30.663,54.63,"I",52.99,28.347,21.549,25.64,"Class4",17.662,80
89.843,41.184,25.258,"I",74.994,32.861,21.899,27.199,"Class4",9.389,98
64.462,34.231,38.924,"T",44.814,97.157,10.236,48.526,"Class1",30.389,19
83.031,70.632,58.1,"F",37.811,47.676,21.645,42.474,"Class4",19.83,93
59.804,60.697,59.596,"V",46.255,90.687,24.962,57.619,"Class1",50.644,19
69.17,80.354,52.505,"L",37.783,32.304,21.779,35.064,"Class4",11.143,81
24.583,51.154,58.248,"R",46.204,91.584,18.105,69.228,"Class1",33.187,21
27.908,48.238,93.9,"A",21.13,23.27,76.659,55.623,"Class2",54.824,87
46.581,82.619,64.32,"H",9.616,49.529,9.801,73.919,"Class3",82.893,61
18.591,59.982,43.199,"T",47.618,95.093,24.034,54.405,"Class1",54.398,21
40.814,86.6,65.002,"O",19.467,52.652,25.25,58.641,"Class3",81.575,53
85.194,62.937,28.548,"I",84.916,62.837,21.534,24.421,"Class4",16.751,90
39.1,66.384,50.524,"V",44.485,92.07,32.498,66.778,"Class1",26.714,19
72.64,78.451,22.001,"L",67.059,52.949,21.702,26.966,"Class4",16.735,75
47.435,49.956,83.399,"B",32.369,79.567,62.666,53.536,"Class2",37.966,87
46.878,38.007,46.034,"V",45.957,90.17,3.347,66.942,"Class1",59.41,19
53.378,46.289,22.793,"B",16.822,83.452,78.888,50.935,"Class2",NA,87
53.183,81.18,66.71,"H",16.955,50.057,45.783,44.463,"Class3",82.426,57
54.004,82.66,64.821,"L",14.009,55.721,10.583,69.593,"Class3",93.772,68
26.173,43.397,27.497,"B",20.102,36.915,74.295,37.068,"Class2",46.587,87
33.347,49.756,52.355,"B",16.779,65.563,82.203,40.863,"Class2",41.484,88
64.291,83.104,50.702,"K",46.153,97.018,14.94,30.525,"Class1",59.412,20
59.029,77.474,42.427,"R",44.503,96.455,18.257,57.077,"Class1",67.181,19
46.451,83.098,65.145,"O",12.074,51.73,43.56,36.609,"Class3",94.626,51
52.532,46.335,34.541,"R",9.876,68.21,94.796,58.136,"Class2",41.809,87
81.82,46.24,42.628,"I",30.803,54.74,21.373,30.035,"Class4",12.794,95
24.711,44.561,46.249,"B",16.569,16.74,79.186,65.022,"Class2",34.296,87
48.659,47.294,41.992,"B",22.778,16.839,89.806,36.097,"Class2",NA,88
39.988,47.171,28.66,"B",31.94,49.878,76.082,50.644,"Class2",42.302,87
72.769,54.13,26.439,"L",52.123,35.382,21.487,19.073,"Class4",19.34,69
69.843,20.45,51.456,"T",47.624,97.039,19.282,69.816,"Class1",56.595,20
33.504,47.378,29.142,"A",25.334,32.115,83.846,43.262,"Class2",51.672,87
45.543,80.901,68.473,"H",16.907,47.821,13.353,50.57,"Class3",89.571,65
60.646,34.439,50.604,"T",48.586,93.005,10.483,58.604,"Class1",35.673,19
40.765,79.203,65.464,"O",15.842,53.189,18.271,75.563,"Class3",83.615,65
49.417,48.386,25.126,"R",28.727,80.316,63.632,57.12,"Class2",37.051,88
41.326,84.125,64.422,"L",21.504,57.075,24.974,59.273,"Class3",83.415,64
46.955,44.299,-7.036,"M",28.838,17.805,91.441,48.81,"Class2",NA,87
69.379,82.643,44.189,"L",58.852,75.682,21.355,27.632,"Class4",17.348,91
71.145,36.941,49.172,"V",45.342,95.491,7.202,97.753,"Class1",55.972,21
46.666,49.571,4.084,"A",22.797,55.704,66.319,68.709,"Class2",40.812,87
50.147,79.038,65.442,"O",22.075,51.51,32.889,83.072,"Class3",93.994,57
66.554,54.703,25.481,"C",70.72,19.361,21.48,25.371,"Class4",13.535,71
23.362,9.933,49.857,"V",45.527,94.61,16.723,56.222,"Class1",61.333,20
63.3,62.966,49.033,"V",46.203,91.704,18.836,66.973,"Class1",79.489,19
53.893,49.277,44.285,"R",27.865,43.273,103.042,49.25,"Class2",41.805,87
52.802,44.235,30.836,"R",38.322,84.111,61.08,54.997,"Class2",35.535,88
48.089,46.145,-1.565,"A",28.491,76.301,50.662,65.234,"Class2",32.748,88
45.16,NA,31.689,"A",25.913,74.08,63.516,64.503,"Class2",34.904,87
78.237,59.974,7.629,"I",40.161,42.385,21.433,21.246,"Class4",17.15,92
51.363,NA,65.967,"L",19.453,53.592,21.56,61.938,"Class3",88.362,67
48.947,79.599,66.011,"L",4.433,52.696,3.426,57.555,"Class3",84.663,69
42.615,59.689,54.117,"Y",46.05,90.015,10.975,59.973,"Class1",39.14,20
70.382,33.023,32.452,"L",69.856,41.541,21.575,29.525,"Class4",9.243,85
16.037,79.011,43.058,"K",47.487,88.636,2.881,91.09,"Class1",39.812,20
52.009,45.28,-24.575,"F",20.111,40.995,59.039,53.168,"Class2",52.463,88
75.474,34.04,46.709,"O",52.831,10.503,21.523,7.943,"Class4",19.616,64
50.463,79.52,66.771,"L",31.063,47.861,13.87,51.951,"Class3",87.037,58
27.18,46.064,18.541,"B",28.832,83.732,54.878,48.503,"Class2",40.233,87
74.568,68.48,56.651,"C",22.224,34.428,21.282,32.575,"Class4",7.237,72
90.217,82.443,32.659,"C",43.819,79.833,21.287,25.026,"Class4",17.959,66
55.762,84.161,67.054,"W",26.857,48.739,45.928,48.387,"Class3",89.522,64
39.386,60.967,47.332,"R",45.195,92.111,15.083,66.138,"Class1",54.955,19
55.069,80.698,66.773,"H",13.542,51.017,23.734,57.542,"Class3",86.685,66
47.277,47.621,60.325,"M",45.503,41.244,79.648,50.178,"Class2",53.573,88
53.857,13.816,52.607,"V",47.878,97.554,22.305,76.58,"Class1",36.839,20
57.211,61.076,56.773,"K",46.92,91.771,5.38,83.45,"Class1",43.019,20
41.754,66.146,46.377,"T",47.488,88.521,21.39,41.812,"Class1",77.245,20
39.96,43.869,69.547,"F",50.784,30.826,86.729,45.852,"Class2",37.016,88
56.555,79.169,67.355,"O",21.78,53.915,44.681,59.758,"Class3",87.202,64
41.407,80.918,66.378,"O",28.853,50.446,29.26,44.601,"Class3",89.16,62
41.959,NA,24.291,"M",-1.166,55.507,76.095,49.683,"Class2",NA,87
89.986,64.295,10.074,"C",55.146,30.091,22.188,17.455,"Class4",14.506,90
13.252,70.689,43.328,"V",48.142,96.678,24.593,91.495,"Class1",39.116,20
40.073,49.987,74.689,"M",40.062,77.042,46.888,70.074,"Class2",44.716,87
47.893,79.149,48.681,"V",44.817,93.228,23.61,108.837,"Class1",71.165,19
57.259,63.611,62.051,"T",45.521,97.884,36.418,45.774,"Class1",47.574,20
42.881,86.937,66.319,"O",20.88,51.004,26.503,52.151,"Class3",87.731,64
42.999,81.957,67.523,"L",18.454,56.523,7.223,64.757,"Class3",92.025,66
15.447,35.041,63.356,"K",46.582,93.577,19.849,50.763,"Class1",NA,19
70.096,67.53,25.92,"F",58.591,68.305,21.191,27.769,"Class4",16.088,99
47.752,85.194,66.438,"T",27.507,47.777,53.087,46.795,"Class3",90.161,60
51.744,29.611,30.685,"K",45.917,95.545,17.678,68.443,"Class1",42.991,21
89.004,78.11,30.588,"I",60.561,57.06,21.515,19.051,"Class4",19.841,64
46.996,80.783,68.113,"O",13.906,55.28,25.471,47.086,"Class3",81.397,66
58.192,80.895,66.651,"O",22.023,57.731,31.913,67.412,"Class3",83.213,67
52.176,49.621,-0.515,"R",24.397,34.185,55.57,56.905,"Class2",42.868,88
51.515,81.243,68.047,"H",22.587,53.308,48.016,60.98,"Class3",83.545,60
20.064,52.935,59.095,"T",47.554,97.476,29.578,104.26,"Class1",25.107,19
47.507,83.592,65.398,"L",14.221,50.475,-16.867,51.614,"Class3",NA,52
60.973,22.227,53.582,"R",45.18,94.16,16.542,28.38,"Class1",63.314,19
46.399,NA,48.743,"F",24.292,58.386,49.622,33.289,"Class2",39.435,88
42.561,84.037,66.533,"O",23.05,54.155,42.669,48.224,"Class3",NA,59
55.068,85.757,67.214,"W",21.893,55.783,26.49,64.589,"Class3",81.993,55
44.88,82.25,67.906,"W",23.458,51.635,37.394,50.022,"Class3",82.928,62
65.002,33.249,48.774,"C",27.544,65.47,21.358,27.134,"Class4",8.98,85
24.95,45.616,33.719,"V",46.145,90.712,17.806,69.23,"Class1",22.676,21
74.534,38.581,7.144,"O",46.455,29.028,21.298,16.372,"Class4",9.229,74
83.626,54.582,61.451,"F",63.906,17.434,21.038,43.431,"Class4",10.028,72
61.268,34.6,63.388,"K",45.429,88.932,23.06,45.667,"Class1",53.686,19
53.311,86.133,67.855,"L",12.753,52.381,34.297,58.469,"Class3",NA,60
66.912,NA,41.735,"C",66.032,41.977,21.374,18.4,"Class4",20.324,91
77.02,52.153,59.013,"R",47.452,89.623,7.282,72.158,"Class1",22.823,21
85.035,30.978,32.271,"C",72.787,32.903,21.764,13.773,"Class4",8.572,61
44.341,80.864,66.678,"L",23.84,55.07,11.878,71.154,"Class3",89.253,59
45.752,48.32,92.552,"B",27.409,66.494,48.251,55.606,"Class2",53.239,87
71.552,76.246,33.454,"F",59.887,34.684,21.39,20.001,"Class4",13.051,95
58.953,81.875,66.144,"T",13.378,52.951,17.326,49.226,"Class3",82.757,58
26.846,45.753,44.372,"A",15.33,69.588,77.85,55.902,"Class2",32.782,87
46.003,82.435,63.537,"T",15.093,47.626,14.907,65.697,"Class3",84.188,54
85.946,82.129,30.096,"O",77.477,24.004,21.755,12.185,"Class4",12.923,77
88.233,62.909,45.127,"F",75.021,6.636,21.564,15.934,"Class4",9.54,92
54.334,25.216,49.533,"V",47.402,97.552,30.409,63.926,"Class1",24.938,20
84.642,49.713,33.302,"C",40.325,73.726,21.7,14.691,"Class4",18.273,66
33.198,44.205,78.135,"A",26.146,73.476,81.798,58.008,"Class2",42.884,87
62.242,33.025,32.387,"C",80.181,19.687,21.713,32.417,"Class4",16.599,86
55.012,82.649,66.391,"H",13.725,57.074,-0.16,57.915,"Class3",89.484,52
61.911,32.917,22.203,"I",60.727,64.959,21.698,26.221,"Class4",16.693,62
57.649,80.745,66.058,"T",33.498,49.204,8.414,61.605,"Class3",81.901,55
22.708,13.332,61.223,"R",45.798,89.061,29.729,68.225,"Class1",30.618,21
58.896,86.258,66.879,"H",12.787,53.37,-14.849,60.136,"Class3",86.83,68
29.713,33.538,46.653,"Y",47.692,92.325,31.117,99.536,"Class1",47.81,20
44.151,82.985,64.284,"W",17.141,53.156,-4.546,58.784,"Class3",89.609,69
62.439,36.028,54.224,"L",52.971,29.871,21.776,16.833,"Class4",9.179,64
46.792,82.985,66.392,"L",27.261,55.022,23.129,50.675,"Class3",94.884,52
88.972,68.037,40.559,"L",67.653,82.307,21.519,24.304,"Class4",17.341,94
85.03,43.447,70.906,"L",73.733,49.415,21.574,12.749,"Class4",17.105,99
58.588,82.925,65.972,"T",31.263,53.562,23.088,49.801,"Class3",92.342,65
31.674,21.52,42.096,"Y",45.67,92.791,33.159,31.827,"Class1",63.38,20
26.982,49.314,98.387,"A",25.446,85.179,51.988,49.826,"Class2",NA,87
66.646,18.267,67.685,"K",44.894,97.943,2.779,23.385,"Class1",75.835,21
46.499,83.44,65.165,"H",14.388,49.127,7.446,65.279,"Class3",93.601,62
33.461,44.278,85.393,"A",36.717,72.509,99.011,59.321,"Class2",45.205,87
52.053,85.569,65.607,"O",20.294,57.117,31.233,57.406,"Class3",88.175,54
41.22,47.636,44.502,"B",17.19,78.473,66.743,53.294,"Class2",34.366,88
66.205,46.616,28.533,"F",62.533,4.565,21.835,32.768,"Class4",7.75,73
47.799,43.332,30.723,"F",13.28,62.911,76.698,49.302,"Class2",43.883,87
47.876,84.325,66.688,"T",20.124,57.125,30.623,55.903,"Class3",92.837,67
91.449,NA,37.75,"I",54.574,70.348,21.292,18.875,"Class4",17.133,71
69.675,15.517,60.835,"K",45.917,92.332,12.4,66.077,"Class1",67.441,19
46.115,44.509,23.645,"B",2.561,50.493,78.072,48.38,"Class2",33.451,87
84.228,39.333,33.858,"C",76.346,48.438,21.171,23.474,"Class4",20.476,70
73.639,78.454,37.398,"C",65.513,54.14,21.455,21.119,"Class4",11.923,86
83.92,73.8,57.793,"L",69.315,52.289,21.765,32.408,"Class4",12.655,96
53.376,48.521,102.933,"R",32.844,43.875,91.615,46.352,"Class2",51.667,88
24.629,45.831,104.619,"B",34.08,80.161,84.855,66.642,"Class2",54.046,88
56.804,83.929,67.167,"T",23.563,52.095,45.457,48.776,"Class3",86.62,57
45.512,84.828,66.946,"W",22.112,55.467,28.255,74.173,"Class3",83,62
48.385,47.733,95.372,"A",14.14,31.885,93.189,60.874,"Class2",50.117,88
43.508,43.501,44.865,"F",48.947,34.404,79.129,60.278,"Class2",51.669,87
89.842,39.884,33.58,"I",57.517,17.308,21.289,21.976,"Class4",16.103,81
65.077,73.423,35.635,"F",57.078,77.8,21.704,16.707,"Class4",7.733,74
52.012,NA,63.513,"T",15.034,55.313,30.705,65.618,"Class3",93.604,58
82.726,34.366,22.863,"C",44.152,14.434,21.477,27.823,"Class4",16.486,96
51.937,46.492,57.165,"A",26.584,54.183,87.505,37.476,"Class2",41.166,87
40.689,47.221,93.061,"R",26.909,85.016,76.759,57.974,"Class2",47.879,88
53.205,43.028,82.538,"R",53.632,68.44,58.453,69.864,"Class2",NA,88
40.771,86.846,65.467,"H",24.204,55.436,-1.282,44.284,"Class3",85.025,68
22.459,70.854,56.631,"K",49.664,94.728,17.796,49.538,"Class1",44.665,20
57.468,83.576,65.646,"L",24.222,55.413,19.941,72.737,"Class3",88.618,56
75.566,65.105,52.071,"L",62.584,38.922,21.478,21.531,"Class4",18.309,78
46.621,NA,64.899,"W",16.863,48.868,-2.676,70.242,"Class3",87.527,64
69.873,NA,46.999,"R",45.622,95.421,27.387,50.393,"Class1",72.162,19
42.197,79.266,68.444,"T",19.962,52.832,24.603,62.131,"Class3",83.052,68
54.553,83.997,64.877,"T",12.155,55.089,30.764,60.922,"Class3",86.441,57
38.149,49.119,75.479,"R",29.615,86.915,87.147,58.265,"Class2",45.639,88
53.526,81.319,64.725,"W",21.701,50.345,7.195,79.472,"Class3",NA,66
49.684,84.674,65.889,"O",24.688,56.446,-1.793,37.242,"Class3",82.091,61
35.716,31.441,59.26,"V",48.281,88.086,27.81,68.647,"Class1",71.166,19
20.718,55.901,51.81,"T",46.865,93.259,2.943,49.186,"Class1",81.396,20
53.318,80.782,66.307,"T",15.097,49.767,50.632,63.563,"Class3",83.211,62
28.053,44.625,49.895,"A",36.921,20.395,55.628,55.864,"Class2",31.701,88
37.442,45.236,50.025,"M",18.336,75.998,61.781,53.597,"Class2",41.406,87
43.769,85.947,66.313,"O",17.855,55.848,36.648,58.938,"Class3",91.916,63
45.16,46.039,73.046,"B",36.077,36.562,115.819,57.653,"Class2",51.51,88
75.938,27.767,57.056,"V",45.885,89.703,21.364,40.928,"Class1",28.226,20
90.918,30.589,39.141,"O",102.709,69.156,21.46,15.864,"Class4",8.901,67
31.908,46.263,20.125,"R",46.429,38.366,63.155,33.036,"Class2",45.08,88
36.327,46.853,25.06,"B",31.168,78.632,107.006,36.598,"Class2",49.246,87
64.902,46.478,14.809,"C",36.113,47.137,21.182,25.715,"Class4",20.034,72
51.917,43.579,64.847,"M",27.854,54.222,56.199,59.815,"Class2",37.326,87
39.373,44.295,49.065,"B",38.968,63.743,85.318,62.312,"Class2",51.088,87
49.916,85.884,65.433,"O",26.945,49.807,28.797,52.397,"Class3",92.315,61
34.464,76.017,40.204,"K",44.111,89.18,29.406,76.396,"Class1",32.076,19
80.233,32.884,48.874,"C",43.694,81.979,20.706,13.367,"Class4",NA,81
74.16,52.689,34.332,"F",46.131,37.411,21.964,31.577,"Class4",7.963,67
55.233,NA,49.082,"Y",47.063,92.875,22.945,54.404,"Class1",78.558,21
26.243,49.637,26.738,"B",25.406,85.723,53.736,44.405,"Class2",45.132,87
81.035,NA,22.309,"I",72.543,58.917,21.18,22.521,"Class4",16.289,79
47.988,81.491,64.005,"W",26.414,56.563,53.343,64.695,"Class3",85.325,62
72.733,47.79,38.848,"F",56.74,23.76,21.248,30.286,"Class4",11.739,77
23.19,47.213,51.059,"M",1.419,35.234,42.44,47.434,"Class2",41.882,87
56.527,34.122,64.181,"T",46.319,92.449,10.056,42.814,"Class1",74.417,19
49.756,80.375,64.317,"O",12.074,47.746,35.777,62.93,"Class3",92.628,67
71.765,66.358,59.709,"L",77.166,9.519,21.87,30.548,"Class4",8.405,62
47.114,86.114,66.948,"L",25.411,48.583,17.536,71.867,"Class3",92.175,51
47.25,21.287,58.46,"K",47.301,95.133,24.707,72.041,"Class1",80.193,20
43.82,15.897,53.805,"K",46.409,97.692,27.538,69.841,"Class1",46.808,21
79.1,52.27,64.852,"R",46.349,95.148,31.766,50.036,"Class1",38.584,21
41.494,67.554,43.203,"R",45.725,90.214,26.037,74.621,"Class1",29.683,21
41.348,77.77,38.522,"Y",47.343,92.549,18.68,62.56,"Class1",68.952,21
43.192,14.19,49.833,"V",47.998,96.475,26.881,48.099,"Class1",67.193,20
16.439,NA,38.677,"K",46.742,95.742,22.532,84.544,"Class1",52.613,19
57.213,85.42,65.684,"O",30.991,48.337,20.624,55.693,"Class3",91.258,67
17.65,12.693,53.576,"R",45.134,92.029,28.524,84.718,"Class1",NA,21
30.165,73.603,55.203,"V",47.73,88.256,23.005,50.177,"Class1",55.688,20
57.901,83.44,64.777,"L",20.481,53.97,8.409,76.877,"Class3",81.397,60
70.043,33.511,62.111,"R",46.336,93.616,18.082,64.125,"Class1",37.008,20
45.093,80.133,65.139,"H",16.899,50.299,15.452,53.708,"Class3",87.849,59
45.792,46.713,105.583,"M",9.389,80.531,106.195,51.506,"Class2",35.985,88
73.46,76.186,58.071,"V",46.579,92.369,23.452,48.12,"Class1",44.363,20
77.375,65.261,15.606,"L",75.598,68.777,22.009,9.413,"Class4",15.255,84
33.671,40.929,43.35,"V",47.267,91.309,6.646,77.465,"Class1",26.196,20
45.695,68.604,59.508,"K",47.142,89.719,30.575,71.118,"Class1",64.445,20
46.896,82.277,62.611,"L",17.189,49.101,27.822,66.366,"Class3",83.302,68
65.063,47.312,41.895,"O",88.136,9.909,21.787,14.143,"Class4",NA,93
42.839,49.712,27.24,"R",31.339,36.332,65.372,53.417,"Class2",33.033,87
57.642,12.794,50.928,"Y",47.658,95.871,21.379,62.655,"Class1",47.383,21
48.308,83.908,64.949,"W",12.252,50.94,44.969,56.104,"Class3",85.232,54
55.918,82.447,64.289,"W",13.356,50.314,19.53,36.19,"Class3",88.399,63
55.589,33.834,48.547,"T",45.727,96.703,24.562,62.362,"Class1",60.535,20
61.262,73.02,43.915,"V",46.726,97.056,19.24,68.371,"Class1",NA,20
32.899,80.206,45.195,"R",45.032,93.612,31.387,54.532,"Class1",56.771,20
42.266,60.194,62.29,"K",45.512,94.182,18.843,75.155,"Class1",63.185,19
69.326,83.352,41.951,"R",45.29,95.877,16.423,72.985,"Class1",43.861,20
57.197,80.051,67.801,"W",21.292,54.511,35.233,50.841,"Class3",83.4,53
41.629,NA,66.133,"H",21.432,54.126,31.152,54.531,"Class3",86.042,59
46.953,84.731,66.271,"W",24.479,56.534,31.475,61.112,"Class3",81.215,66
44.561,83.222,67.104,"H",26.849,53.542,23.89,59.644,"Class3",85.128,53
57.854,85.683,65.744,"O",29.139,52.606,37.805,71.852,"Class3",88.363,53
63.256,51.893,50.711,"C",88.866,11.541,20.98,24.421,"Class4",8.469,62
32.852,45.823,64.733,"A",6.404,37.531,57.126,60.94,"Class2",40.05,87
28.681,NA,0.724,"R",12.844,58.239,83.644,48.48,"Class2",42.68,88
57.534,81.029,65.717,"W",20.754,55.416,8.105,80.6,"Class3",91.221,54
86.441,45.92,54.261,"F",40.415,80.052,20.909,19.658,"Class4",15.332,83
74.694,48.129,21.895,"I",26.523,26.048,21.566,19.129,"Class4",18.023,71
