"OHJ1","KDH2","WHB3","PGJ4","ZLP5","JUH6","DCF7","Output9","HJC8","IMD9","UWR10"
25.583,28.317,50.261,44.766,62,32.09,57.012,"Class1","P",84,64.937
36.279,56.94,39.137,44.88,86,86.627,78.031,"Class2","H",16,54.605
84.119,55.416,46.43,35.59,38,91.598,45.224,"Class4","V",72,10.413
25.565,57.106,37.547,57.091,94,86.961,74.931,"Class2","V",2,77.722
92.981,55.94,39.796,28.745,26,91.734,42.341,"Class4","I",83,37.437
71.22,58.497,42.237,72.143,93,82.975,77.524,"Class2","H",7,62.137
77.391,53.966,40.105,32.495,26,89.84,54.056,"Class4","A",77,17.089
25.717,29.642,41.132,89.713,20,52.815,27.472,"Class3","L",68,88.346
81.487,55.985,38.589,29.203,39,93.364,52.554,"Class4","V",76,13.855
27.674,24.592,78.07,18.715,72,22.634,62.818,"Class1","E",82,32.138
28.767,36.453,31.779,97.505,4,37.778,27.783,"Class3","V",68,89.452
28.201,24.675,67.568,43.728,63,32.755,59.581,"Class1","I",85,65.821
31.869,21.818,34.93,-23.183,15,18.365,31.911,"Class3","V",73,83.022
87.583,55.48,41.903,27.792,41,93.36,54.592,"Class4","V",80,55.192
27.501,30.803,74.364,55.556,84,52.353,52.419,"Class1","B",85,46.44
73.94,53.375,58.344,28.851,17,87.145,25.391,"Class4","R",72,24.972
28.069,38.899,30.213,68.028,7,9.47,30.96,"Class3","V",75,91.162
84.088,55.071,45.242,34.022,44,85.391,15.216,"Class4","A",79,43.111
78.911,53.209,43.718,29.932,41,88.898,28.673,"Class4","R",77,20.806
85.072,53.188,42.222,28.356,18,90.082,35.14,"Class4","J",86,21.224
51.85,65.26,38.263,76.447,83,74.172,77.862,"Class2","M",32,35.99
76.303,54.47,58.702,26.959,39,92.258,31.832,"Class4","R",79,51.518
8.447,64.499,43.2,50.517,89,80.137,66.992,"Class2","V",26,12.447
89.673,54.905,64.217,19.367,19,83.336,12.621,"Class4","A",67,9.356
29.821,28.932,35.489,47.105,14,25.291,30.811,"Class3","R",70,92.877
26.182,35.232,77.757,53.102,76,39.248,66.755,"Class1","I",82,34.955
24.309,33.005,30.544,32.432,70,37.607,62.938,"Class1","I",86,31.737
76.31,55.477,62.35,31.856,11,90.875,43.697,"Class4","R",62,-0.805
20.954,17.403,46.86,90.609,11,42.708,27.702,"Class3","S",70,89.303
28.7,28.531,43.256,36.719,10,20.961,25.625,"Class3","V",73,82.368
18.717,20.706,37.579,1.943,5,25.665,29.631,"Class3","L",75,88.648
77.184,55.296,53.232,25.288,32,88.588,21.156,"Class4","V",74,19.005
28.614,30.54,76.395,21.801,87,37.387,64.923,"Class1","E",85,14.037
94.439,54.92,57.149,28.215,32,88.515,39.462,"Class4","A",65,36.367
29.077,19.85,57.109,53.545,14,16.266,31.661,"Class3","L",75,85.361
75.823,53.808,51.409,31.36,27,90.067,46.539,"Class4","V",73,7.087
76.336,54.317,64.228,28.655,34,87.613,43.888,"Class4","J",69,19.338
27.963,21.33,74.166,31.013,82,29.123,64.147,"Class1","I",86,NA
25.945,56.202,43.303,62.102,94,84.086,72.638,"Class2","H",22,24.336
29.062,17.494,62.968,95.256,21,16.368,30.431,"Class3","S",75,NA
17.701,47.246,58.04,12.317,23,11.331,28.276,"Class3","S",67,87.732
20.872,28.469,55.1,37.13,71,48.791,56.253,"Class1","B",84,12.036
52.661,59.337,44.905,70.132,91,84.29,69.147,"Class2","A",24,22.344
49.732,59.746,38.784,69.546,80,86.404,60.43,"Class2","H",31,NA
63.683,64.755,42.72,59.29,86,88.454,69.062,"Class2","V",23,27.264
27.417,23.273,30.519,65.982,20,37.884,31.757,"Class3","L",68,89.666
81.014,55.659,67.746,28.864,32,87.275,51.919,"Class4","I",89,37.81
26.142,20.043,57.465,NA,82,29.62,61.063,"Class1","P",87,-11.984
27.473,37.747,32.33,25.357,84,51.271,58.301,"Class1","B",86,41.695
31.697,66.245,36.749,69.217,82,81.103,76.379,"Class2","X",3,11.91
24.38,35.306,44.632,NA,66,55.716,68.785,"Class1","B",87,33.688
25.775,23.456,44.275,29.392,79,39.216,55.467,"Class1","H",87,38.974
75.703,54.557,54.372,32.776,24,91.417,25.468,"Class4","V",68,17.328
28.844,20.27,83.698,29.069,86,34.497,56.47,"Class1","H",83,40.021
27.364,35.248,49.817,31.848,78,34.462,54.232,"Class1","E",83,53.88
8.775,64.992,45.445,51.866,91,83.455,66.136,"Class2","X",8,47.286
20.451,67.887,43.051,84.352,81,80.763,68.95,"Class2","H",16,27.44
84.108,60.229,43.266,74.35,88,81.495,67.726,"Class2","V",4,20.815
28.583,29.754,29.178,18.441,23,43.749,28.627,"Class3","R",75,86.089
37.22,66.855,39.937,63.729,76,83.482,78.946,"Class2","H",23,21.15
89.755,53.319,50.267,29.419,31,84.761,33.251,"Class4","J",72,8.16
83.155,53.516,65.431,36.534,18,87.163,20.425,"Class4","A",79,2.219
22.928,47.448,32.652,39.978,13,28.066,26.38,"Class3","R",72,85.832
85.621,55.563,44.042,31.528,18,91.464,49.74,"Class4","I",70,8.484
21.719,59.768,43.79,71.012,93,79.871,69.731,"Class2","X",27,32.605
93.49,53.501,52.384,28.544,44,89.557,31.499,"Class4","J",76,NA
84.758,61.576,43.006,64.588,84,78.033,65.998,"Class2","V",24,42.953
53.267,59.566,43.973,37.796,83,89.357,64.571,"Class2","A",16,48.786
24.236,34.109,40.425,NA,9,2.949,31.238,"Class3","L",70,89.524
27.246,61.087,40.673,NA,81,84.658,63.806,"Class2","V",17,24.984
55.152,66.234,39.728,70.294,90,76.575,65.56,"Class2","V",2,25.55
64.746,55.769,37.745,55.962,82,86.925,75.479,"Class2","V",25,39.831
21.924,30.515,76.017,30.336,57,29.818,63.026,"Class1","B",86,NA
28.002,33.484,53.883,59.73,89,57.238,58.841,"Class1","P",85,36.672
81.704,55.375,50.964,32.793,28,92.623,24.036,"Class4","R",76,9.066
49.859,58.702,41.991,60.127,90,91.531,69.686,"Class2","X",19,15.323
23.945,49.98,35.223,52.883,22,31.3,26.09,"Class3","L",72,88.698
23.239,35.177,30.861,47.52,91,29.171,57.503,"Class1","E",82,56.693
25.286,25.823,39.764,NA,79,50.122,62.062,"Class1","I",87,47.647
27.642,23.656,26.697,44.575,68,25.462,55.18,"Class1","E",82,4.849
85.911,55.782,53.268,28.678,37,88.539,21.748,"Class4","J",90,16.31
83.529,55.636,39.69,33.495,17,88.273,11.237,"Class4","R",75,17.225
28.978,22.969,53.389,21.89,58,47.207,57.5,"Class1","P",83,18.872
25.713,48.073,25.138,43.792,12,41.013,28.256,"Class3","V",69,88.018
84.363,53.759,41.464,36.785,45,86.313,38.255,"Class4","I",71,18.638
32.09,40.861,53.852,NA,20,10.008,25.244,"Class3","R",72,84.135
25.431,30.133,45.91,77.96,20,10.673,28.035,"Class3","L",69,85.58
29.864,25.871,65.037,26.792,58,40.319,52.777,"Class1","B",86,26.805
26.274,67.82,35.501,66.219,87,87.222,63.886,"Class2","A",31,36.09
29.015,57.211,41.053,56.918,90,83.776,68.609,"Class2","X",14,31.783
86.82,53.367,42.348,29.93,26,89.926,48.601,"Class4","A",75,-1.987
31.062,33.167,40.021,31.477,77,37.106,63.395,"Class1","E",84,40.36
28.484,27.952,55.682,37.715,80,44.882,68.494,"Class1","I",83,28.464
77.666,55.461,47.235,40.571,12,89.147,53.521,"Class4","I",68,10.333
-24.139,53.64,44.361,58.244,86,85.731,67.257,"Class2","V",11,7.568
30.152,54.994,35.327,69.632,86,81.806,61.635,"Class2","A",5,NA
29.006,61.957,40.507,74.35,86,80.647,66.93,"Class2","X",26,29.559
26.212,42.081,33.112,4.193,10,11.4,29.248,"Class3","S",75,83.385
25.805,20.671,39.934,49.497,87,41.49,53.925,"Class1","P",83,61.482
38.1,36.959,45.271,14.107,14,51.693,31.419,"Class3","Q",69,88.864
27.109,31.141,27.188,30.1,91,43.969,52.828,"Class1","I",85,67.054
28.167,30.032,75.93,35.724,63,37.85,58.159,"Class1","P",84,3.621
79.265,54.972,66.191,21.738,32,89.278,43.458,"Class4","J",80,25.728
27.983,26.583,64.184,85.897,6,32.599,26.464,"Class3","R",72,89.78
23.655,30.593,40.29,31.724,91,40.689,65.055,"Class1","E",83,52.73
30.558,29.559,56.778,40.23,63,43.225,63.525,"Class1","H",82,67.197
25.935,35.763,44.483,33.019,75,39.13,62.138,"Class1","E",83,80.755
29.812,25.04,50.929,36.756,74,36.384,68.946,"Class1","I",84,33.092
24.455,29.713,32.427,45.518,58,31.715,57.213,"Class1","B",87,13.22
62.282,55.272,40.083,54.926,80,90.067,71.596,"Class2","H",29,10.236
25.759,34.528,47.285,-21.87,17,16.587,31.701,"Class3","S",67,91.79
34.506,62.83,45.575,NA,94,82.616,72.532,"Class2","M",7,46.178
29.894,34.653,54.136,41.065,22,27.573,29.496,"Class3","L",70,84.043
-16.998,57.884,40.139,64.7,93,82.321,69.574,"Class2","M",5,21.979
23.902,26.614,24.003,89.787,6,14.551,25.232,"Class3","S",72,89.914
55.956,65.018,39.643,59.376,90,96.386,74.614,"Class2","X",28,49.693
50.005,55.747,37.068,76.565,82,89.284,72.56,"Class2","X",7,51.77
93.778,55.229,45.152,22.201,43,93.371,18.976,"Class4","A",65,5.814
46.29,57.845,40.104,NA,76,74.255,70.791,"Class2","A",19,35.444
33.824,43.237,30.964,NA,18,48.985,29.027,"Class3","S",73,85.852
85.755,53.152,66.73,33.208,16,89.699,25.461,"Class4","R",72,32.301
21.586,29.911,22.873,34.765,23,19.245,25.247,"Class3","S",75,82.861
76.937,53.483,54.361,28.305,27,92.427,52.818,"Class4","I",81,41.611
84.889,53.49,63.374,26.864,16,83.886,26.552,"Class4","I",89,10.044
26.236,39.987,35.381,-1.416,7,-7.232,31.885,"Class3","V",70,84.165
86.018,54.428,39.62,32.444,33,89.078,24.252,"Class4","A",63,19.463
25.371,27.181,60.829,53.154,16,61.795,28.766,"Class3","L",74,85.9
82.532,54.553,45.005,29.323,11,85.432,45.74,"Class4","I",84,29.447
90.364,53.055,39.387,30.277,22,88.362,54.817,"Class4","I",85,17.429
64.136,63.33,42.769,56.07,90,84.235,70.926,"Class2","X",18,27.782
28.117,29.307,35.615,26.597,5,37.359,26.2,"Class3","V",68,82.168
69.64,55.129,43.223,70.227,78,85.357,78.216,"Class2","M",5,24.389
57.208,54.846,40.509,59.6,94,86.341,65.995,"Class2","V",32,7.08
85.183,54.515,58.219,25.192,35,90.319,11.702,"Class4","J",82,NA
23.204,23.795,33.87,19.912,90,27.782,64.836,"Class1","E",84,58.842
22.483,33.149,63.335,16.538,11,12.962,30.256,"Class3","S",69,85.53
27.788,27.862,53.818,24.538,84,30.783,66.211,"Class1","I",85,25.138
88.544,54.817,58.102,30.013,24,89.099,11.392,"Class4","A",70,28.474
40.332,63.33,40.54,47.609,81,81.715,65.807,"Class2","A",12,33.888
79.039,54.947,45.872,31.607,12,86.892,11.257,"Class4","J",72,21.63
15.94,35.861,46.503,NA,15,27.433,29.53,"Class3","S",67,89.281
84.586,54.714,50.926,29.257,15,85.065,17.748,"Class4","R",65,46.606
70.199,64.742,37.724,41.238,87,84.411,72.726,"Class2","M",6,56.626
109.117,55.599,43.924,74.243,77,89.959,70.204,"Class2","X",19,46.673
27.93,33.216,69.603,25.897,82,39.499,68.712,"Class1","H",83,27.893
15.747,61.71,36.186,75.718,87,73.325,69.148,"Class2","H",30,37.999
7.553,58.041,39.208,73.649,85,90.311,61.952,"Class2","H",32,11.326
25.692,20.339,60.291,47.971,6,37.043,30.031,"Class3","V",71,86.99
80.388,54.453,55.656,NA,16,87.566,19.814,"Class4","R",62,22.52
27.348,17.069,46.88,89.528,22,55.705,26.128,"Class3","L",67,80.581
21.266,27.34,39.001,71.786,18,23.075,27.119,"Class3","L",69,87.887
64.113,65.726,38.109,77.432,83,84.751,67.796,"Class2","V",6,NA
26.688,24.495,23.591,11.13,6,41.49,30.725,"Class3","V",68,82.401
82.451,55.604,57.724,29.09,45,84.557,10.265,"Class4","J",84,14.415
25.859,28.135,74.686,43.429,75,32.766,68.5,"Class1","P",82,NA
73.062,55.909,35.094,68.641,83,87.882,75.533,"Class2","M",12,15.41
95.585,54.768,45.887,23.759,29,88.655,26.37,"Class4","R",77,14.947
79.958,53.285,42.515,24.648,31,89.627,37.632,"Class4","I",81,51.592
24.279,42.691,34.238,22.628,14,36.44,28.983,"Class3","Q",69,84.343
81.609,56.922,40.007,71.989,84,89.076,71.215,"Class2","X",11,19.563
76.641,54.444,54.065,28.401,38,95.247,34.736,"Class4","J",77,40.196
84.753,53.867,56.926,27.094,36,92.453,27.157,"Class4","V",78,28.975
81.108,55.152,65.726,25.866,10,87.471,52.117,"Class4","J",71,18.689
25.988,17.052,60.053,38.144,15,51.448,26.106,"Class3","S",74,86.659
71.011,55.481,46.593,NA,36,88.085,38.617,"Class4","A",69,23.002
77.492,55.844,61.136,17.675,16,85.851,35.049,"Class4","A",71,24.043
85.024,55.427,57.249,28.571,44,88.119,37.437,"Class4","J",87,23.768
87.697,54.012,44.768,29.795,14,91.598,41.628,"Class4","J",78,-0.65
31.528,59.895,43.136,65.027,90,83.943,71.623,"Class2","X",13,37.688
89.474,54.183,62.619,37.186,20,94.66,37.989,"Class4","I",71,9.011
88.035,55.581,60.984,33.921,25,90.256,37.51,"Class4","J",83,11.571
25.971,23.134,65.348,46.4,65,41.314,57.959,"Class1","E",82,58.075
28.366,33.137,64.394,50.135,65,26.153,64.518,"Class1","H",85,81.183
65.927,59.076,35.173,57.352,87,79.483,66.572,"Class2","X",13,28.689
28.702,38.787,39.394,82.27,13,54.892,28.298,"Class3","V",68,90.192
26.011,31.799,63.081,49.254,81,30.98,52.08,"Class1","E",87,68.84
79.615,55.201,65.165,30.63,14,84.676,17.492,"Class4","R",70,35.885
38.485,64.847,43.054,57.353,90,81.887,76.281,"Class2","X",8,34.453
-2.795,59.69,37.957,58.708,86,86.593,77.588,"Class2","A",31,59.341
84.008,53.924,63.903,26.877,13,87.07,20.384,"Class4","V",80,30.113
77.898,59.589,43.822,57.461,84,85.709,64.315,"Class2","M",17,37.465
24.986,32.187,56.595,43.28,57,45.848,53.8,"Class1","B",82,41.54
43.243,61.768,35.018,44.181,90,82.691,67.358,"Class2","V",13,42.137
26.451,36.822,55.254,82.379,19,15.462,27.76,"Class3","Q",73,84.022
89.134,53.083,65.931,31.321,38,87.351,16.553,"Class4","V",90,14.661
77.81,53.593,55.462,21.983,26,94.506,20.691,"Class4","V",72,12.168
28.289,31.142,28.539,33.798,71,46.976,58.466,"Class1","I",84,48.295
57.059,63.154,42.705,62.313,84,82.291,68.217,"Class2","V",29,NA
39.083,57.355,44.963,60.233,81,80.833,74.759,"Class2","A",8,35.138
87.645,53.269,48.241,31.557,20,87.415,34.844,"Class4","I",78,20.014
29.027,38.337,54.847,NA,91,28.822,59.587,"Class1","H",85,32.023
21.063,33.24,45.819,12.289,10,45.623,26.986,"Class3","R",70,89.874
29.707,37.749,40.492,22.821,18,1.893,30.369,"Class3","L",70,81.502
16.33,27.481,36.625,67.137,23,-4.623,29.204,"Class3","Q",74,NA
47.02,60.787,36.066,52.487,92,82.352,64.012,"Class2","H",31,43.08
25.598,32.905,50.038,45.03,6,21.722,30.467,"Class3","L",70,83.967
26.946,24.927,50.951,34.095,74,36.386,59.24,"Class1","P",83,66.558
32.313,24.171,49.948,50.013,87,35.165,57.711,"Class1","B",83,15.898
78.835,55.168,48.236,NA,46,87.335,40.893,"Class4","V",72,28.327
87.122,55.125,61.151,22.959,44,87.046,21.871,"Class4","I",85,26.035
68.734,63.408,43.979,49.682,93,79.427,62.265,"Class2","A",4,17.302
75.843,55.511,58.46,31.719,17,87.776,28.47,"Class4","I",76,NA
85.738,55.233,50.251,30.352,25,89.882,16.025,"Class4","A",65,15.304
29.341,53.037,36.843,51.65,76,76.283,60.22,"Class2","A",30,28.461
10.364,59.293,38.578,42.234,84,86.079,72.744,"Class2","X",31,24.551
35.695,55.242,38.724,67.343,93,77.75,69.165,"Class2","M",10,5.757
48.063,54.916,41.791,62.933,94,80.683,68.217,"Class2","M",33,14.105
25.821,32.788,49.433,51.102,82,17.478,63.278,"Class1","P",86,54.188
80.703,54.322,41.087,18.382,21,88.984,23.693,"Class4","J",89,19.483
99.19,62.684,38.982,57.807,86,83.832,78.413,"Class2","V",10,53.558
24.239,42.587,63.063,129.831,6,45.845,28.95,"Class3","R",71,91.837
89.638,55.095,67.265,31.385,12,86.715,45.495,"Class4","V",63,-0.023
31.155,44.603,29.847,10.427,12,70.757,28.537,"Class3","V",72,85.002
29.352,64.758,37.426,71.918,86,89.322,74.511,"Class2","V",34,20.223
36.982,54.232,42.648,65.04,93,81.245,76.034,"Class2","M",23,51.783
84.499,62.215,40.166,54.736,83,87.231,60.465,"Class2","H",11,NA
26.015,24.458,62.238,27.089,63,40.233,61.624,"Class1","H",84,35.856
75.118,63.862,36.281,53.546,94,77.171,70.119,"Class2","X",5,42.002
75.45,53.06,46.603,33.245,14,88.167,21.371,"Class4","A",66,NA
85.83,54.056,64.266,17.941,36,84.39,40.591,"Class4","R",67,14.403
25.86,38.323,36.326,29.841,70,28.906,55.56,"Class1","E",83,35.525
24.858,30.197,54.071,43.652,71,28.337,63.998,"Class1","B",84,90.55
27.988,45.404,39.663,55.84,20,44.836,26.671,"Class3","R",75,92.11
19.968,26.461,36.113,45.519,83,35.246,56.14,"Class1","B",83,16.287
26.525,40.747,44.756,28.077,22,29.917,31.467,"Class3","R",70,86.582
30.245,25.373,77.24,36.922,71,45.936,66.82,"Class1","B",85,61.437
23.923,36.751,73.231,49.274,71,41.911,54.14,"Class1","H",84,35.81
15.986,55.832,38.464,43.183,94,81.612,76.452,"Class2","M",17,20.087
19.769,28.652,44.553,55.293,15,14.792,28.818,"Class3","R",67,84.87
32.387,26.053,32.689,39.493,70,38.191,56.923,"Class1","B",86,51.391
67.289,62.002,36.162,64.084,81,82.841,76.861,"Class2","X",15,-24.263
21.695,24.429,41.563,89.059,12,36.977,25.707,"Class3","R",73,92.722
27.724,26.934,59.317,33.118,89,26.192,52.002,"Class1","B",86,18.446
85.404,53.043,38.839,27.462,39,87.38,34.639,"Class4","V",69,35.779
81.785,54.821,63.998,NA,44,88.3,31.495,"Class4","V",63,17.532
66.788,54.417,39.569,45.146,76,80.873,78.989,"Class2","H",11,21.003
25.4,24.037,82.621,50.388,69,49.574,64.791,"Class1","B",86,18.698
23.773,23.687,48.367,56.141,17,38.339,25.799,"Class3","V",69,80.652
23.888,26.639,52.928,13.361,8,71.797,29.062,"Class3","L",74,87.902
32.141,35.938,53.306,77.257,10,64.27,31.398,"Class3","Q",70,86.442
78.362,59.346,43.521,60.948,81,89.014,73.814,"Class2","M",15,36.348
17.851,23.232,65.918,61.068,17,-28.059,29.66,"Class3","L",68,89.974
83.292,53.215,50.988,29.387,36,87.17,29.702,"Class4","J",82,NA
-10.087,54.122,38.135,89.915,78,82.639,66.453,"Class2","H",27,27.089
79.397,53.306,56.697,24.249,22,94.582,51.283,"Class4","I",86,32.72
26.817,43.511,46.708,39.253,11,36.868,30.869,"Class3","S",73,89.902
23.075,59.635,37.604,65.945,82,77.838,68.543,"Class2","H",14,24.332
92.625,55.627,56.115,36.612,16,87.672,10.374,"Class4","J",84,-8.895
79.205,55.711,52.684,24.796,46,89.231,27.163,"Class4","V",67,29.384
79.112,65.702,38.187,61.328,77,89.27,65.68,"Class2","M",25,33.379
29.335,59.24,44.129,48.679,81,73.806,69.452,"Class2","H",5,20.92
74.885,54.818,43.477,29.231,39,88.008,54.523,"Class4","R",65,-8.404
18.535,67.542,40.415,63.638,90,93.368,60.335,"Class2","X",18,NA
82.542,53.787,38.942,27.882,35,89.121,11.454,"Class4","R",62,6.241
23.243,54.04,40.018,43.335,76,86.326,63.056,"Class2","X",29,54.521
14.616,54.319,36.754,45.309,80,75.293,77.038,"Class2","X",2,36.059
27.934,21.181,26.614,27.821,59,33.666,56.254,"Class1","B",84,7.541
23.757,34.583,50.614,45.165,84,35.534,53.249,"Class1","H",82,20.4
58.687,57.798,43.223,64.642,77,80.964,63.718,"Class2","H",28,12.678
23.803,18.142,29.876,47.638,10,26.334,30.036,"Class3","S",75,NA
47.019,62.626,41.794,50.437,93,70.958,68.954,"Class2","M",2,1.551
29.52,63.552,37.298,66.893,94,79.829,72.207,"Class2","X",14,42.532
25.269,30.278,75.209,39.751,66,29.693,57.993,"Class1","P",83,49.794
28.699,23.061,67.933,32.375,63,26.264,52.33,"Class1","I",84,57.285
78.494,53.423,40.637,30.055,11,89.66,20.611,"Class4","V",74,15.152
53.344,66.023,37.074,64.37,79,80.144,65.696,"Class2","H",18,5.999
82.151,55.384,57.462,28.675,31,88.817,33.927,"Class4","I",87,22.333
49.866,58.61,41.597,56.886,79,71.476,77.087,"Class2","M",21,26.461
77.072,54.696,47.724,31.638,45,90.382,10.381,"Class4","J",67,22.569
24.084,19.219,60.839,40.775,5,35.437,30.568,"Class3","S",68,88.178
25.3,30.336,62.38,41.911,79,32.655,61.128,"Class1","H",83,-1.078
87.446,53.048,53.824,25.719,19,89.968,23.153,"Class4","I",74,14.122
16.876,53.971,41.456,80.391,87,80.815,71.88,"Class2","V",7,NA
27.172,23.736,35.337,24.906,82,31.143,55.605,"Class1","I",85,26.181
90.519,55.397,38.247,29.953,14,91.299,32.297,"Class4","R",78,32.147
28.368,34.718,51.243,43.259,65,42.703,52.511,"Class1","P",87,54.84
69.875,67.258,44.604,74.672,94,86.017,77.426,"Class2","A",14,10.362
58.307,56.728,44.684,46.447,82,72.695,73.382,"Class2","A",34,39.584
28.442,61.119,41.27,72.961,77,76.13,66.454,"Class2","V",23,28.936
63.569,66.379,35.567,67.022,76,94.121,67.73,"Class2","X",32,48.632
30.56,26.905,28.26,48.644,91,38.648,54.7,"Class1","E",86,7.021
76.519,54.014,67.105,28.504,17,88.074,26.678,"Class4","R",83,8.467
86.4,55.847,47.298,34.696,44,90.431,50.97,"Class4","V",81,13.331
29.693,55.58,38.315,48.275,91,79.189,73.534,"Class2","A",8,31.765
76.877,53.623,65.812,36.274,23,91.923,25.178,"Class4","R",84,11.649
48.309,64.362,36.294,58.109,90,91.219,62.589,"Class2","H",24,48.161
34.102,28.057,70.825,55.079,76,38.787,58.356,"Class1","H",84,NA
24.196,33.35,72.233,50.486,76,28.321,58.679,"Class1","P",84,6.752
24.984,37.4,38.037,59.176,72,35.499,63.719,"Class1","H",84,62.925
30.205,31.929,34.937,35.542,75,33.402,67.627,"Class1","H",83,81.307
55.054,66.018,43.478,54.337,80,94.37,78.55,"Class2","H",7,50.06
48.588,53.511,39.284,79.917,93,82.171,69.88,"Class2","X",20,2.895
19.391,21.793,44.083,87.053,20,7.098,26.873,"Class3","L",71,85.589
30.432,16.499,43.713,71.223,9,36.565,26.591,"Class3","Q",75,81.17
15.245,20.435,45.335,101.145,16,26.57,30.283,"Class3","S",70,88.75
63.187,59.619,44.269,41.719,89,78.701,74.85,"Class2","V",20,-3.111
31.835,49.543,59.029,2.767,9,64.555,27.55,"Class3","S",71,89.008
91.301,54.343,38.89,27.274,45,86.751,53.764,"Class4","R",71,24.017
85.389,55.96,40.576,24.912,25,85.12,27.669,"Class4","R",70,22.797
28.758,37.319,69.61,41.66,68,29.817,53.75,"Class1","P",87,53.307
-1.285,63.42,42.244,44.028,87,81.32,78.479,"Class2","A",13,23.148
22.868,38.263,47.004,48.311,8,87.719,28.017,"Class3","R",69,88.461
30.365,28.076,61.891,58.533,91,30.229,64.175,"Class1","B",84,-12.789
29.687,37.666,43.642,80.002,4,9.853,30.309,"Class3","R",69,90.702
77.035,53.092,52.301,32.499,13,89.842,33.461,"Class4","R",72,28.624
28.377,40.544,43.677,NA,16,29.413,30.949,"Class3","Q",68,86.96
26.856,32.484,51.998,32.79,84,34.763,52.067,"Class1","H",86,22.807
86.703,55.402,66.049,32.76,28,90.864,31.172,"Class4","I",65,22.62
30.543,49.78,33.757,62.636,8,51.877,26.133,"Class3","S",73,87.111
28.512,28.408,31.408,27.223,68,43.995,65.401,"Class1","P",87,-2.907
27.281,33.755,37.111,53.076,72,32.864,60.701,"Class1","E",87,4.399
30.765,17.786,52.539,56.887,15,30.562,30.014,"Class3","S",72,83.402
41.545,59.64,45.523,65.633,79,84.527,64.345,"Class2","X",18,24.343
82.813,55.768,63.341,30.136,14,95.339,15.605,"Class4","I",70,4.592
-16.522,55.572,42.25,48.536,89,76.333,62.513,"Class2","H",27,56.64
23.302,48.802,45.085,90.354,20,2.5,25.252,"Class3","L",69,95
86.483,65.496,43.231,42.125,86,86.65,60.958,"Class2","H",2,53.318
30.741,42.124,27.767,31.428,18,47.684,30.19,"Class3","R",74,94.054
26.176,31.346,54.117,34.57,82,33.399,55.164,"Class1","B",85,9.293
87.139,53.259,67.857,24.857,35,85.118,44.15,"Class4","I",85,13.454
23.539,18.445,20.351,45.446,10,44.176,28.095,"Class3","L",71,78.038
31.367,24.006,59.041,70.567,14,24.912,29.292,"Class3","Q",69,84.497
71.04,55.651,65.813,32.718,16,84.474,52.92,"Class4","J",63,21.503
23.429,49.836,60.497,3.95,4,5.443,28.79,"Class3","S",73,88.065
31.417,33.278,77.586,37.295,64,36.089,63.929,"Class1","I",86,63.302
93.095,55.351,52.871,25.537,16,88.518,18.198,"Class4","I",65,6.777
80.482,63.132,42.223,69.669,91,83.515,72.124,"Class2","M",24,49.954
28.661,48.371,53.555,29.439,23,0.55,29.775,"Class3","S",73,85.549
83.456,55.157,41.161,34.372,40,89.748,31.328,"Class4","A",68,21.583
80.492,55.169,50.833,30.415,32,92.48,46.089,"Class4","I",72,22.373
25.468,29.899,49.77,34.3,14,51.008,26.96,"Class3","V",73,85.565
26.6,32.037,37.832,31.376,79,45.913,63.794,"Class1","B",82,92.367
29.682,27.723,58.379,32.288,89,35.453,62.474,"Class1","H",84,29.079
80.797,53.825,42.953,28.016,24,84.887,23.846,"Class4","I",83,20.996
67.323,61.023,43.78,64.099,85,83.59,72.655,"Class2","M",10,42.18
74.135,67.1,35.057,49.305,86,83.61,72.356,"Class2","V",10,17.551
79.997,55.778,44.01,30.587,23,90.161,25.462,"Class4","J",85,14.55
76.057,53.559,56.333,34.908,16,89.096,51.485,"Class4","R",64,19.35
68.553,55.848,38.098,31.664,10,85.577,10.352,"Class4","R",63,29.495
-11.728,64.981,37.14,52.511,78,85.849,68.351,"Class2","X",29,38.413
83.455,54.531,56.375,28.449,23,88.879,26.325,"Class4","R",80,10.852
28.078,42.631,48.048,33.702,22,13.678,27.649,"Class3","Q",75,88.998
24.869,25.703,47.324,NA,24,32.406,31.749,"Class3","V",74,90.089
25.029,25.747,44.797,48.519,18,24.82,27.455,"Class3","S",71,83.258
83.539,57.19,41.18,58.352,78,87.982,75.406,"Class2","X",18,28.067
79.618,54.555,48.507,31.496,10,91.405,19.872,"Class4","I",69,32.524
28.024,28.923,64.225,29.046,78,46.717,53.64,"Class1","H",82,12.626
24.036,23.261,26.062,52.36,69,38.49,64.453,"Class1","I",85,46.718
25.505,26.259,42.752,17.918,71,38.255,63.15,"Class1","E",85,76.098
27.569,35.329,71.639,44.373,73,37.819,54.382,"Class1","B",85,33.998
51.581,67.264,40.318,73.398,80,92.976,67.547,"Class2","A",34,31.952
54.551,60.112,37.232,69.084,85,85.464,65.848,"Class2","A",13,56.203
28.157,31.121,69.151,38.599,79,29.206,52.027,"Class1","P",86,40.274
30.375,41.357,53.803,NA,7,33.251,28.987,"Class3","L",70,85.124
22.419,33.888,39.554,89.715,13,40.915,28.445,"Class3","L",72,88.686
48.694,56.226,36.601,65.793,81,91.319,67.73,"Class2","A",17,6.405
24.453,48.295,44.722,61.286,18,90.039,31.58,"Class3","Q",68,80.457
