"LRK1","POA2","UYL3","SLN4","EXB5","HQG6","KLP7","ALR8","PHS9","RST10","Output13","VRU11"
46.669,"H","H",34.264,37,18.212,65.368,15.41,-2.124,16.1,"Class5",27.667
56.868,"F","U",31.128,53,16.639,39.639,66.147,83.825,69.739,"Class3",82.418
53.804,"K","Z",75.04,80,45.504,72.618,53.83,67.034,69.55,"Class2",87.771
37.508,"U","P",64.29,18,25.925,83.909,40.263,91.465,22.295,"Class4",44.08
37.438,"H","G",28.749,32,18.677,5.245,45.883,39.447,38.227,"Class5",24.371
77.044,"U","E",NA,47,63.479,46.544,20.439,78.031,81.699,"Class1",89.51
43.224,"V","B",29.41,35,15.426,87.421,51.996,27.015,23.188,"Class5",27.425
33.588,"G","M",64.377,19,35.889,85.375,50.623,85.181,26.621,"Class4",55.302
50.166,"K","H",70.729,82,48.02,61.512,49.699,68.029,71.172,"Class2",71.767
66.068,"L","Z",84.176,84,70.534,54.35,53.152,67.118,69.142,"Class2",81.72
41.608,"U","M",64.355,13,11.406,83.908,39.537,92.863,19.576,"Class4",42.361
20.114,"J","H",31.986,42,16.023,32.006,42.462,26.775,29.616,"Class5",26.633
92.469,"S","H",74.215,77,65.835,57.416,51.55,68.171,71.364,"Class2",70.318
36.1,"J","Z",64.278,17,24.1,88.011,35.765,86.533,21.25,"Class4",42.571
77.801,"J","P",70.679,46,18.761,29.337,13.255,68.234,68.72,"Class1",90.21
51.1,"H","M",72.571,77,59.081,65.546,54.293,66.949,70.505,"Class2",70.367
56.793,"K","Z",80.006,86,49.372,64.421,55.38,65.242,67.933,"Class2",81.841
76.814,"B","T",83.794,82,54.287,80.919,54.172,66.702,67.872,"Class2",78.581
34.942,"A","M",64.363,19,38.173,85.463,58.157,94.414,24.689,"Class4",48.856
37.708,"G","M",64.71,17,38.811,88.336,39.751,87.656,26.201,"Class4",41.076
75.556,"Q","K",NA,78,61.465,46.951,11.056,72.843,88.428,"Class1",88.641
19.642,"P","G",37.353,31,18.707,47.454,25.214,31.822,39.696,"Class5",23.853
45.698,"H","G",36.246,41,20.792,21.741,53.455,54.76,40.498,"Class5",25.568
33.388,"A","U",64.164,18,11.945,84.823,40.289,90.099,25.307,"Class4",52.184
48.701,"H","E",28.968,41,19.865,-7.097,45.119,32.127,72.949,"Class5",25.709
45.474,"H","D",87.917,86,47.046,69.23,53.157,68.117,69.471,"Class2",78.969
75.95,"A","E",14.731,66,71.383,15.327,9.573,65.27,75.588,"Class1",91.213
42.49,"S","Z",76.444,86,68.991,62.553,54.579,66.467,69.996,"Class2",NA
62.606,"O","Q",45.291,63,57.356,70.599,33.071,86.469,65.062,"Class3",72.913
66.314,"H","M",78.557,88,51.138,57.364,56.561,67.83,69.696,"Class2",73.627
75.56,"J","J",34.805,77,58.143,65.019,24.143,78.289,70.904,"Class1",88.769
36.912,"H","H",34.206,40,18.38,77.836,71.945,23.879,65.362,"Class5",26.006
71.425,"K","T",73.816,88,78.63,64.163,50.036,67.153,69.884,"Class2",68.223
76.65,"U","P",35.572,68,59.754,63.402,17.833,73.391,51.102,"Class1",88.143
33.896,"U","U",64.451,27,31.71,83.818,56.323,92.811,26.206,"Class4",41.393
78.308,"Q","A",26.573,80,73.411,51.521,22.768,91.873,75.995,"Class1",NA
76.526,"A","A",68.639,60,28.34,48.502,9.692,84.547,86.1,"Class1",90.164
78.047,"C","J",59.06,40,74.068,35.636,29.892,88.85,68.52,"Class1",NA
76.631,"U","K",51.685,49,43.083,44.884,15.96,77.996,77.023,"Class1",92.526
71.656,"H","E",31.119,38,21.051,-14.034,42.511,35.659,46.944,"Class5",22.024
38.371,"F","Z",64.054,11,20.392,84.181,54.183,84.809,22.732,"Class4",NA
41.645,"U","U",64.791,20,27.442,87.583,43.922,84.68,24.596,"Class4",45.704
62.268,"O","Z",42.466,55,54.108,25.166,70.844,84.374,75.472,"Class3",74.735
77.428,"P","L",28.12,34,17.907,29.464,15.101,32.659,24.558,"Class5",23.251
37.981,"K","D",76.924,88,67.41,53.263,53.031,67.51,69.826,"Class2",77.773
75.989,"J","J",18.323,78,84.665,66.533,26.286,89.116,64.383,"Class1",87.426
39.992,"U","U",64.854,13,12.6,86.094,39.205,82.985,22.449,"Class4",55.246
52.933,"P","B",28.79,36,21.973,1.348,76.368,19.418,53.62,"Class5",23.141
75.601,"A","P",32.081,71,77.727,64.836,8.868,87.231,70.386,"Class1",90.785
68.537,"P","H",35.072,42,18.465,66.523,55.033,44.76,8.809,"Class5",25.996
88.505,"H","G",45.377,59,57.75,5.201,49.566,81.951,57.84,"Class3",82.322
36.807,"H","H",30.547,41,15.44,43.92,55.922,59.603,40.963,"Class5",24.881
13.716,"V","L",28.67,38,19.427,91.078,84.357,66.914,45.068,"Class5",24.962
39.954,"J","G",NA,16,24.858,84.647,37.433,94.406,24.02,"Class4",43.61
84.515,"S","M",85.23,83,65.167,71.693,55.671,68.48,70.736,"Class2",NA
37.457,"A","G",64.729,27,34.545,85.034,59.153,86.441,22.489,"Class4",52.032
72.796,"H","S",19.078,59,52.578,57.791,37.132,84.982,51.647,"Class3",83.983
63.503,"S","T",76.798,79,59.001,73.586,53.071,68.273,69.94,"Class2",71.571
35.894,"F","M",64.927,16,26.552,86.123,52.736,84.586,24.546,"Class4",51.139
33.596,"J","E",35.072,38,17.616,54.41,72.847,30.036,19.126,"Class5",26.591
78.402,"B","M",85.572,88,51.902,69.434,50.079,69.27,68.416,"Class2",67.683
36.482,"A","U",64.054,16,17.478,85.532,57.277,83.794,27.481,"Class4",49.858
33.051,"F","M",64.227,21,36.915,86.388,59.015,87.152,26.438,"Class4",49.702
38.649,"G","Z",64.461,17,32.454,82.283,42.986,94.168,25.434,"Class4",42.033
81.083,"K","M",76.66,79,45.841,59.271,56.456,69.041,70.001,"Class2",71.908
66.496,"P","G",28.315,35,16.201,54.991,30.863,36.475,38.2,"Class5",27.796
43.18,"H","L",36.066,42,21.857,68.179,80.298,4.36,5.2,"Class5",25.092
72.859,"V","E",37.994,33,21.748,61.418,21.363,49.464,21.805,"Class5",26.413
66.756,"O","U",19.403,63,63.446,80.005,53.943,86.212,64.71,"Class3",66.966
40.791,"J","G",36.403,30,21.518,37.47,69.566,51.813,46.674,"Class5",26.319
76.304,"U","K",15.541,39,21.985,41.761,8.242,73.149,69.324,"Class1",92.646
66.904,"K","D",70.038,83,59.961,63.391,56.273,69.238,69.891,"Class2",74.005
62.076,"H","M",77.844,77,52.433,67.14,51.014,66.776,67.51,"Class2",75.183
68.121,"S","M",74.095,87,50.439,62.512,50.843,66.752,68.846,"Class2",70.783
76.325,"U","E",61.367,55,32.817,39.011,10.807,69.868,69.304,"Class1",89.634
35.255,"P","L",35.297,38,15.613,64.249,21.947,13.322,72.098,"Class5",22.834
46.281,"X","G",24.965,59,24.135,59.06,38.208,84.067,62.258,"Class3",67.287
77.421,"F","Z",41.13,54,14.411,7.094,47.261,85.431,66.6,"Class3",63.251
49.426,"V","H",29.728,36,17.769,106.165,75.697,10.426,35.867,"Class5",22.964
39.851,"F","Z",47.659,60,60.183,54.178,45.931,82.086,54.371,"Class3",89.313
72.769,"F","Z",37.623,62,16.376,38.88,56.38,82.331,75.295,"Class3",92.559
16.734,"Y","L",36.525,41,17.942,75.134,56.176,28.348,19.06,"Class5",27.259
30.593,"J","E",30.822,39,21.57,60.057,72.226,8.468,34.408,"Class5",27.104
61.916,"Y","G",36.356,39,20.014,45.351,64.952,58.208,-9.692,"Class5",22.078
76.385,"P","G",32.063,38,18.629,67.331,87.547,49.16,36.03,"Class5",22.934
77.883,"Q","J",67.644,78,66.979,32.409,27.295,72.656,85.005,"Class1",90.625
59.059,"L","T",76.512,80,71.106,62.226,53.787,68.166,69.527,"Class2",68.674
49.197,"H","D",NA,77,63.287,65.393,56.979,65.639,68.655,"Class2",71.658
75.392,"J","E",NA,40,29.597,53.544,15.622,85.091,88.167,"Class1",91.594
76.751,"F","Z",56.452,52,22.052,66.664,41.907,83.871,55.244,"Class3",94.926
37.825,"A","U",64.606,16,37.265,85.437,51.824,83.801,24.535,"Class4",42.074
77.714,"A","J",61.72,68,30.823,54.872,24.535,75.263,59.817,"Class1",90.077
77.415,"S","D",71.538,85,72.549,69.246,49.459,67.871,70.079,"Class2",74.713
51.902,"P","G",30.241,35,16.266,45.652,65.969,37.445,62.409,"Class5",27.705
74.215,"Q","E",47.319,45,31.846,74.087,18.999,74.584,87.341,"Class1",88.999
76.456,"U","P",40.714,50,76.392,29.575,18.658,80.316,69.225,"Class1",92.164
40.984,"A","P",64.042,24,32.353,84.517,42.516,89.319,26.454,"Class4",52.769
79.581,"A","A",30.072,51,36.234,72.595,19.643,73.961,65.09,"Class1",91.396
37.135,"U","M",64.067,26,20.703,85.342,44.251,87.345,25.902,"Class4",46.065
39.586,"G","G",64.639,17,13.92,83.043,36.398,87.969,25.2,"Class4",41.86
37.112,"U","U",64.142,14,24.065,84.368,39.146,89.217,22.228,"Class4",47.897
41.023,"Y","H",33.727,40,20.565,-6.299,16.042,29.26,51.239,"Class5",26.173
78.936,"C","K",20.24,52,26.38,36.962,12.565,82.422,76.869,"Class1",87.004
62.268,"P","E",30.557,32,15.533,92.866,24.476,48.885,24.074,"Class5",27.954
35.334,"F","G",64.238,28,30.318,87.759,53.348,96.476,25.271,"Class4",55.107
35.569,"J","P",NA,18,16.622,84.864,54.281,82.005,25.453,"Class4",51.051
61.326,"B","Z",83.767,88,70.222,61.963,53.954,67.2,68.914,"Class2",67.171
76.739,"Q","A",21.102,44,19.689,51.581,29.153,75.072,68.236,"Class1",92.151
77.019,"A","E",22.406,43,31.538,38.527,8.771,80.084,77.609,"Class1",91.764
65.181,"S","T",74.455,81,53.56,55.616,54.083,67.532,68.213,"Class2",67.148
39.017,"U","P",64.259,27,8.589,90.444,39.79,85.379,24.938,"Class4",52.107
67.972,"V","E",NA,36,16.662,70.456,12.112,24.496,25.494,"Class5",27.272
75.865,"Q","A",22.077,85,81.407,50.814,21.951,74.61,75.232,"Class1",91.855
89.54,"F","Q",51.27,59,25.473,32.585,39.864,84.497,56.978,"Class3",70.635
34.142,"H","M",81.875,82,48.134,52.479,56.404,67.736,70.063,"Class2",87.794
76.589,"C","E",42.351,81,48.315,78.41,12.148,87.044,83.165,"Class1",90.252
39.317,"F","Z",64.192,20,21.994,86.724,40.483,84.365,23.018,"Class4",43.839
8.721,"H","B",33.613,40,17.113,32.998,42.159,39.615,26.267,"Class5",22.189
77.005,"A","E",15.057,60,73.268,51.458,25.76,76.556,79.675,"Class1",89.555
35.115,"F","G",64.265,13,28.079,87.839,56.559,87.948,27.115,"Class4",55.618
32.751,"F","U",64.138,12,13.676,83.997,56.546,89.408,23.99,"Class4",41.805
40.092,"G","U",64.959,15,12.599,84.205,51.132,91.647,21.433,"Class4",50.113
33.302,"B","Z",76.258,87,71.677,67.69,50.337,67.102,70.683,"Class2",67.125
56.702,"G","U",24.876,62,28.796,71.89,47.405,83.318,45.191,"Class3",82.931
56.757,"H","B",NA,33,20.982,72.848,40.783,26.8,80.496,"Class5",22.779
37.05,"G","U",64.059,22,34.174,87.892,38.652,88.217,26.401,"Class4",44.922
36.596,"U","G",64.148,26,25.117,86.264,57.1,98.378,25.69,"Class4",42.155
76.57,"Q","J",71.684,84,59.654,31.704,14.91,78.625,84.294,"Class1",91.611
78.151,"Q","A",38.045,62,67.493,12.965,13.362,76.334,87.643,"Class1",87.691
58.337,"S","Z",NA,77,41.34,75.861,56.182,69.057,67.754,"Class2",73.636
57.279,"G","Q",22.017,54,18.898,37.379,56.621,82.8,52.267,"Class3",64.533
31.815,"A","Z",64.501,13,26.392,85.987,58.493,82.227,22.337,"Class4",41.839
35.386,"J","G",64.582,22,19.176,87.922,48.839,77.762,26.226,"Class4",46.658
58.853,"H","G",18.521,64,23.351,14.419,66.601,87.224,77.71,"Class3",80.214
59.504,"L","D",76.618,78,54.017,59.699,53.375,66.422,69.697,"Class2",73.858
67.278,"L","T",83.862,79,47.913,66.411,52.803,67.202,69.961,"Class2",78.906
41.557,"H","Q",27.093,56,40.034,91.096,63.78,83.141,60.581,"Class3",81.448
77.456,"A","J",60.652,68,75.743,41.592,11.461,81.255,80.665,"Class1",89.879
38.841,"G","M",64.991,16,34.116,85.949,54.184,91.058,25.498,"Class4",45.64
67.167,"O","G",38.676,59,61.441,47.839,25.185,80.941,59.46,"Class3",95.988
35.176,"J","M",64.426,27,38.29,88.142,57.211,92.247,22.992,"Class4",44.359
59.566,"S","T",73.489,87,42.252,57.795,53.078,67.447,67.278,"Class2",88.746
39.527,"G","P",64.742,26,24.535,85.373,44.572,88.202,27.236,"Class4",54.165
52.34,"V","E",33.272,30,15.747,73.278,76.062,50.62,9.751,"Class5",26.821
61.381,"H","H",29.158,32,21.49,57.909,68.86,8.369,29.202,"Class5",25.99
27.707,"J","B",37.701,30,18.446,92.684,74.421,38.774,22.494,"Class5",27.852
83.835,"G","S",21.305,63,46.32,37.411,38.795,85.482,76.198,"Class3",92.35
76.636,"U","P",50.775,54,73.64,69.77,16.279,92.574,67.52,"Class1",91.778
57.002,"V","G",37.18,38,21.851,41.349,67.271,16.788,23.358,"Class5",23.401
50.6,"H","G",44.406,53,60.194,54.859,36.119,82.74,63.549,"Class3",80.931
56.551,"L","Z",77.441,82,72.607,65.893,52.442,67.473,69.118,"Class2",79.996
39.829,"J","Z",64.154,16,17.452,83.778,36.525,84.702,24.342,"Class4",54.9
37.03,"G","U",64.34,15,16.193,87.348,40.371,91.777,27.087,"Class4",47.336
72.161,"F","U",41.595,52,40.849,36.861,52.608,82.641,79.861,"Class3",66.572
37.525,"U","G",64.614,18,21.99,86.353,36.806,82.599,26.043,"Class4",43.875
54.416,"O","S",10.929,52,36.293,9.977,57.986,86.903,65.773,"Class3",NA
35.197,"F","U",64.846,16,38.819,83.608,54.318,87.894,26.449,"Class4",42.539
81.26,"S","M",81.355,84,50.58,63.682,54.454,66.478,68.847,"Class2",80.718
46.276,"P","L",30.831,36,15.007,89.08,87.552,62.319,48.335,"Class5",27.514
89.464,"H","E",29.91,34,21.446,90.608,49.842,53.884,27.992,"Class5",22.245
57.34,"B","T",70.698,76,44.518,55.314,56.088,66.878,69.384,"Class2",NA
55.87,"Y","B",30.6,36,21.07,46.78,26.982,63.878,25.043,"Class5",26.786
58.579,"L","M",76.526,83,59.976,66.405,52.616,67.992,67.93,"Class2",83.936
77.004,"C","P",NA,61,57.632,60.758,20.585,74.592,62.562,"Class1",90.069
95.55,"S","Z",82.255,76,68.617,57.453,49.447,69.072,69.924,"Class2",69.204
32.039,"P","L",28.703,37,15.972,56.25,35.312,46.031,84.201,"Class5",24.454
51.269,"Y","B",35.2,36,15.848,23.716,32.219,24.858,54.706,"Class5",25.47
7.215,"H","B",35.747,42,20.753,28.472,79.66,57.061,25.158,"Class5",25.313
38.941,"A","P",64.287,20,39.63,86.077,59.138,90.479,23.819,"Class4",47.481
35.327,"A","G",64.54,23,36.88,89.339,39.132,84.605,23.768,"Class4",51.754
47.016,"L","Z",80.003,82,50.337,74.378,50.662,67.758,67.841,"Class2",68.863
76.179,"X","G",36.737,53,23.615,66.676,32.437,82.583,68.569,"Class3",73.578
74.228,"Q","P",65.404,60,70.116,53.022,12.384,77.039,96.579,"Class1",90.144
76.923,"J","P",46.067,75,76.467,50.84,8.293,82.929,91.742,"Class1",92.573
36.905,"J","U",64.149,15,27.077,87.211,44.469,90.392,23.673,"Class4",49.555
34.36,"A","M",64.811,21,14.154,81.941,51.346,92.251,23.432,"Class4",47.421
37.493,"H","T",71.344,80,76.185,61.14,50.486,66.221,69.021,"Class2",78.823
65.739,"S","T",72.015,78,48.411,65.706,51.694,67.931,68.184,"Class2",86.003
40.217,"F","G",64.347,26,19.79,88.86,57.778,84.555,22.598,"Class4",46.576
31.969,"J","B",35.905,42,15.747,92.505,48.052,10.868,57.816,"Class5",22.102
76.905,"Q","J",60.119,59,27.681,50.595,7.59,85.917,87.025,"Class1",90.412
38.966,"U","G",64.566,27,13.336,84.618,42.958,87.845,25.337,"Class4",42.094
40.318,"G","P",64.072,21,31.75,86.509,46.074,86.694,23.949,"Class4",49.174
75.973,"C","P",24.801,61,30.736,49.586,22.252,76.632,74.237,"Class1",88.301
79.378,"G","U",23.024,56,60.649,78.484,67.07,84.022,61.513,"Class3",79.518
70.408,"H","S",35.794,63,50.077,42.736,57.822,82.195,59.012,"Class3",83.015
78.46,"H","M",86.374,80,52.307,56.185,56.624,65.87,71.187,"Class2",NA
59.033,"V","G",28.328,30,15.679,18.791,10.5,19.38,7.665,"Class5",23.903
60.822,"L","Z",72.745,79,59.499,76.113,50.205,67.077,69.311,"Class2",78.804
46.686,"H","B",30.346,37,16.065,60.848,72.112,57.514,13.141,"Class5",24.547
71.277,"F","S",33.959,59,18.614,26.657,28.891,82.276,63.077,"Class3",70.168
66.102,"X","S",33.501,64,15.686,61.527,26.221,82.431,65.191,"Class3",63.339
96.315,"F","S",19.275,54,29.155,59.723,29.541,84.849,64.842,"Class3",87.052
76.459,"J","A",59.87,48,59.949,57.789,24.61,81.926,85.407,"Class1",92.828
54.982,"P","G",33.766,32,18.777,54.417,84.746,9.817,0.469,"Class5",22.675
53.134,"H","Q",36.191,59,24.956,66.944,64.94,84.381,61.445,"Class3",76.131
32.823,"U","P",64.379,11,7.628,86.34,57.301,85.621,22.592,"Class4",49.407
38.409,"J","G",64.998,13,34.983,86.179,43.85,88.019,22.669,"Class4",50.522
38.353,"U","P",64.14,17,15.827,86.299,49.295,85.054,22.708,"Class4",45.006
80.824,"V","G",32.898,38,18.268,64.818,66.677,37.757,46.614,"Class5",23.689
61.033,"S","M",82.617,77,50.759,64.119,52.267,66.347,69.719,"Class2",84.864
37.696,"G","Z",64.989,20,28.779,87.868,55.262,89.404,23.807,"Class4",52.541
38.184,"F","G",64.697,26,21.664,89.716,41.458,89.226,27.218,"Class4",52.327
17.148,"Y","H",33.204,42,18.031,25.065,18.166,59.089,-12.784,"Class5",24.942
38.051,"J","M",64.271,15,14.789,83.56,54.089,81.963,24.495,"Class4",52.44
77.788,"A","K",33.931,52,67.604,49.301,12.57,76.92,76.608,"Class1",92.659
53.132,"B","H",NA,86,64.908,59.333,55.462,67.193,69.533,"Class2",74.923
50.116,"H","G",36.305,61,11.921,36.71,62.296,84.577,62.054,"Class3",63.536
69.446,"O","U",18.984,61,27.726,43.574,47.182,84.12,65.081,"Class3",73.98
38.333,"J","L",30.688,39,20.816,15.847,25.578,29.835,56.306,"Class5",26.36
37.521,"U","M",64.227,25,21.504,85.96,39.271,82.329,27.764,"Class4",NA
71.263,"G","S",22.383,64,14.384,9.828,69.289,85.361,48.96,"Class3",66.546
34.689,"G","P",64.011,14,29.783,83.024,39.056,86.807,24.876,"Class4",47.461
79.2,"A","A",NA,76,74.342,35.946,26.566,76.916,78.27,"Class1",NA
34.66,"V","B",30.574,40,20.232,68.105,74.722,38.566,11.833,"Class5",26.738
78.06,"B","Z",85.234,87,54.378,61.929,56.615,68.667,69.351,"Class2",71.609
76.828,"A","P",45.515,45,50.071,7.95,26.149,80.053,82.701,"Class1",90.84
61.182,"V","E",30.766,34,18.778,91.914,69.343,23.686,38.164,"Class5",23.051
82.041,"S","D",78.366,80,49.679,54.342,51.558,65.256,69.435,"Class2",70.355
45.005,"K","M",73.706,86,42.733,78.601,55.659,68.448,69.523,"Class2",88.195
67.423,"F","S",46.625,59,49.288,70.315,51.063,83.549,71.848,"Class3",95.235
55.724,"L","Z",77.721,81,68.099,66.721,50.417,69.253,68.633,"Class2",86.878
79.337,"S","Z",NA,76,55.606,61.453,49.435,67.742,67.861,"Class2",NA
42.306,"H","H",75.27,81,63.648,71.231,56.062,66.125,69.324,"Class2",69.305
47.017,"Y","L",32.319,34,19.459,39.722,30.702,27.901,14.84,"Class5",23.536
51.688,"H","S",37.969,61,27.691,64.937,41.049,83.949,52.25,"Class3",82.309
39.52,"P","L",31.055,30,20.652,26.229,21.238,37.47,18.471,"Class5",23.407
75.091,"A","P",52.014,69,71.156,63.79,29.371,70.375,73.872,"Class1",92.794
68.399,"X","S",48.056,59,55.307,9.293,29.274,82.866,73.74,"Class3",65.893
66.446,"H","U",50.474,54,53.217,88.626,47.233,84.402,58.424,"Class3",87.076
69.794,"X","S",34.464,61,64.058,64.794,52.03,83.725,59.64,"Class3",89.783
77.021,"C","P",12.126,84,85.818,29.448,15.48,80.65,79.12,"Class1",87.592
72.448,"H","D",84.342,85,74.851,66.185,51.318,67.195,69.161,"Class2",78.214
72.606,"O","Q",51.647,53,25.404,33.342,41.732,83.69,59.353,"Class3",76.826
63.049,"X","Z",53.487,58,45.189,58.64,57.684,84.209,47.539,"Class3",69.507
85.427,"O","Z",36.203,52,59.762,45.083,58.262,81.366,83.622,"Class3",83.432
97.707,"S","D",77.031,80,63.563,62.557,49.402,66.297,72.432,"Class2",68.467
64.29,"H","M",83.346,85,77.097,66.832,51.817,68.684,68.209,"Class2",70.119
45.619,"H","G",31.97,30,18.461,29.696,87.4,10.822,38.991,"Class5",23.431
35.907,"V","L",31.715,40,18.485,76.659,70.524,25.791,48.058,"Class5",26.618
57.962,"S","H",NA,77,77.663,69.06,53.753,67.1,69.243,"Class2",74.45
74.294,"L","H",85.825,79,64.47,68.568,51.109,68.04,67.235,"Class2",86.924
37.445,"G","P",NA,20,28.467,82.99,49.328,83.778,22.868,"Class4",50.208
78.699,"J","E",28.706,78,56.855,60.789,21.603,63.514,73.435,"Class1",90.165
37.689,"F","Z",64.25,25,29.549,86.732,52.327,84.379,25.198,"Class4",NA
32.174,"K","M",77.286,85,43.584,59.178,51.326,67.805,70.763,"Class2",87.351
76.253,"U","A",14.722,53,54.234,8.858,16.38,75.446,80.504,"Class1",90.005
79.801,"V","L",33.954,41,20.307,66.51,11.737,32.007,53.934,"Class5",27.96
77.404,"U","E",73.005,42,74.798,58.663,19.428,77.366,76.968,"Class1",92.092
56.117,"S","T",69.268,80,48.668,52.121,55.618,68.543,70.52,"Class2",79.559
77.182,"U","E",54.014,54,65.817,20.199,18.84,79.094,90.22,"Class1",87.943
75.732,"J","E",43.628,80,31.138,14.911,11.637,77.781,72.738,"Class1",87.52
80.442,"A","E",18.372,84,53.388,39.258,25.111,69.621,67.956,"Class1",89.905
30.717,"Y","B",35.861,42,17.915,40.343,35.857,53.028,93.075,"Class5",25.408
76.969,"Q","J",67.813,58,80.727,64.677,25.784,83.147,80.497,"Class1",88.889
81.282,"X","G",48.163,57,54.462,87.842,37.962,83.222,73.585,"Class3",67.192
87.013,"L","M",86.46,86,48.413,45.904,56.033,68.221,69.476,"Class2",84.08
75.547,"A","P",12.137,46,71.671,51.639,11.941,89.125,92.058,"Class1",87.201
77.321,"Q","E",63.805,52,49.16,44.225,12.837,68.919,79.512,"Class1",90.098
78.467,"C","K",54.843,86,86.396,47.209,28.579,79.974,76.805,"Class1",89.646
52.673,"J","H",36.319,38,17.348,72.9,25.651,29.26,38.598,"Class5",27.06
38.101,"H","G",28.544,35,17.615,104.662,31.411,29.802,35.032,"Class5",24.009
88.236,"G","S",27.135,63,62.512,40.629,66.774,82.409,62.111,"Class3",79.412
53.559,"K","T",NA,80,69.439,66.898,55.588,68.297,70.366,"Class2",74.081
40.271,"J","Z",64.57,18,34.377,85.414,53.222,94.789,25.625,"Class4",47.531
44.863,"V","E",30.95,30,15.753,58.227,33.775,53.939,29.905,"Class5",26.004
50.239,"G","U",43.235,53,14.442,47.916,38.749,81.736,56.692,"Class3",89.882
78.657,"C","E",58.575,63,40.058,44.042,18.231,70.126,69.184,"Class1",88.446
68.247,"G","S",15.156,57,17.691,51.403,25.505,83.24,67.55,"Class3",63.328
57.728,"H","T",84.417,76,48.583,55.19,54.468,69.062,69.96,"Class2",69.562
76.376,"U","P",60.533,73,64.607,72.295,29.84,78.792,77.594,"Class1",92.743
44.062,"H","B",33.148,36,21.531,61.334,22.67,51.388,40.875,"Class5",25.497
65.69,"G","S",39.804,55,11.212,27.57,37.053,83.34,63.683,"Class3",87.181
30.786,"J","L",28.992,36,21.099,33.799,35.009,66.43,65.34,"Class5",27.444
77.368,"J","A",28.876,43,68.178,29.414,22.464,75.241,83.929,"Class1",91.215
39.343,"J","M",64.746,28,23.792,84.212,55.024,89.346,25.338,"Class4",41.01
40.625,"L","D",85.972,83,63.437,61.855,50.164,68.623,69.795,"Class2",NA
46.045,"K","H",75.23,82,76.807,56.682,53.783,68.078,69.057,"Class2",78.038
59.242,"H","U",13.535,52,43.71,41.154,35.905,83.781,61.924,"Class3",94.342
62.594,"L","D",86.622,84,41.522,57.866,55.417,66.274,69.975,"Class2",NA
36.67,"G","M",64.395,19,30.424,87.035,36.241,83.258,23.271,"Class4",NA
77.01,"U","J",38.873,43,60.198,63.319,10.674,74.003,73.655,"Class1",87.217
77.908,"Q","A",40.542,88,64.148,33.633,13.645,67.064,61.509,"Class1",89.69
79.508,"H","Q",31.71,55,39.041,16.157,65.052,83.691,66.541,"Class3",71.015
36.914,"K","T",77.262,76,54.598,56.122,52.086,67.395,66.431,"Class2",68.328
38.07,"J","Z",64.954,27,26.505,86.772,54.167,92.277,23.579,"Class4",53.158
43.873,"J","B",30.186,34,18.097,6.863,42.559,15.554,45.318,"Class5",23.84
77.577,"C","E",39.097,45,60.288,39.609,17.29,82.476,69.608,"Class1",90.998
73.015,"H","Z",78.924,85,61.887,64.486,53.835,67.693,68.922,"Class2",88.344
57.937,"O","G",47.859,59,30.97,31.387,35.338,82.664,55.728,"Class3",85.182
33.533,"Y","E",NA,34,19.279,70.8,62.101,28.846,23.208,"Class5",23.274
76.22,"G","Q",20.589,54,14.844,78.022,38.13,82.652,70.154,"Class3",68.902
37.694,"J","U",64.598,25,22.047,86.566,59.005,92.402,23.527,"Class4",41.455
57.05,"S","H",71.072,86,57.161,44.077,55.927,67.671,70.052,"Class2",76.416
37.413,"G","Z",64.455,23,30.997,84.002,42.15,84.61,25.418,"Class4",49.161
75.902,"U","K",40.826,62,37.249,57.593,14.085,90.681,86.507,"Class1",87.502
76.287,"C","A",49.763,62,75.727,49.311,10.075,73.171,70.518,"Class1",90.272
34.388,"S","Z",83.243,78,64.759,68.214,56.377,66.614,68.63,"Class2",69.549
58.439,"P","E",30.4,31,17.661,32.385,56.928,28.786,56.7,"Class5",23.283
64.176,"H","H",76.988,85,58.996,62.593,54.402,66.946,68.008,"Class2",76.775
55.693,"H","D",79.738,85,69.663,63.111,53.099,67.996,70.247,"Class2",NA
84.806,"S","D",87.334,81,70.478,70.483,54.258,67.657,70.097,"Class2",87.976
41.887,"B","M",85.539,76,41.633,53.721,55.067,68.771,67.683,"Class2",72.966
83.674,"F","S",25.07,54,28.644,64.985,28.024,83.564,60.264,"Class3",83.024
75.774,"C","K",55.751,64,77.603,51.367,8.403,82.549,72.919,"Class1",92.499
60.403,"P","E",37.693,38,15.018,57.431,14.744,40.265,37.963,"Class5",26.441
43.898,"G","P",64.227,21,9.111,83.661,36.62,87.598,22.557,"Class4",44.925
66.213,"H","H",71.132,88,59.893,57.159,53.465,68.614,70.589,"Class2",73.028
78.77,"A","K",26.867,80,83.332,39.002,28.887,86.081,74.739,"Class1",88.299
79.16,"B","H",78.189,86,52.855,64.361,53.568,68.368,68.085,"Class2",67.905
53.669,"O","U",19.821,61,21.063,44.356,62.777,84.478,66.982,"Class3",64.986
76.412,"C","P",17.49,60,20.573,42.349,8.513,86.791,70.586,"Class1",88.699
70.894,"B","D",83.172,87,51.705,65.548,52.24,67.748,68.949,"Class2",79.516
38.352,"G","G",64.787,17,32.63,81.402,51.123,85.092,23.061,"Class4",47.257
49.39,"K","H",76.044,83,44.453,57.809,55.899,69.051,69.103,"Class2",80.191
57.937,"H","T",69.749,81,74.779,61.859,49.733,67.304,70.647,"Class2",NA
