"DUW1","BSO2","YVC3","ATJ4","QCL5","Output24","IWX6","NQY7","CDB8","SOY9","AOF10","EXH11"
51.582,83.288,47.85,37.744,17,"Class1",12.462,13.846,6.42,12,"H",61.146
49.829,68.461,73.231,25.787,51,"Class1",14.277,83.728,8.493,28,"N",38.732
51.047,95.342,25.99,21.286,8,"Class1",12.337,30.968,8.7,5,"H",57.359
54.06,69.314,80.132,22.06,80,"Class2",30.658,47.26,34.49,80,"K",71.111
71.504,79.226,41.496,22.611,38,"Class3",68.021,62.943,48.069,93,"H",65.126
10.407,28.245,35.691,81.887,62,"Class4",72.187,34.436,60.516,74,"D",89.974
NA,37.947,20.372,25.648,54,"Class1",10.608,86.267,7.67,16,"W",50.819
9.066,31.678,35.763,16.803,25,"Class4",58.459,68.737,43.327,71,"W",3.919
46.392,66.38,78.777,43.001,79,"Class2",18.27,104.403,35.911,90,"Z",62.583
38.435,77.702,70.628,23.164,80,"Class2",25.936,54.935,22.862,85,"Z",73.78
55.842,65.018,61.878,22.267,79,"Class2",30.613,68.259,34.06,83,"K",73.031
8.121,38.223,36.788,84.594,74,"Class4",78.692,36.642,67.802,75,"D",29.965
10.568,34.651,NA,72.367,64,"Class4",61.874,115.993,6.081,78,"W",58.048
40.289,76.239,70.031,54.051,80,"Class2",17.704,41.135,41.63,82,"Z",69.38
10.41,32.187,34.55,69.894,48,"Class4",82.867,67.749,19.157,67,"B",74.717
36.229,68.479,82.58,56.664,80,"Class2",14.156,62.047,22.262,82,"Z",82.44
8.238,33.33,34.903,39.334,67,"Class4",68.562,21.621,28.663,71,"D",16.505
84.289,82.255,41.462,32.462,35,"Class3",82.815,74.176,29.014,90,"H",67.394
50.017,37.085,16.245,33.768,49,"Class1",10.53,48.073,8.179,25,"H",54.472
73.323,83.093,41.89,37.101,38,"Class3",35.923,88.587,82.063,86,"H",84.638
46.664,61.391,74.727,67.218,80,"Class2",26.172,51.202,38.159,89,"J",78.38
NA,-14.739,52.377,25.469,22,"Class1",13.911,71.117,8.295,4,"N",18.437
9.104,35.695,35.486,31.253,23,"Class4",81.026,67.511,45.254,70,"D",81.205
42.405,54.269,70.776,67.884,79,"Class2",33.078,56.992,12.744,91,"M",83.731
59.35,32.506,30.168,28.955,10,"Class1",13.24,67.246,8.428,32,"W",39.29
NA,57.913,44.491,32.436,53,"Class1",11.916,49.579,6.295,12,"A",28.981
50.098,37.488,36.131,27.48,52,"Class1",14.92,79.068,8.988,10,"H",89.664
72.098,83.625,NA,34.626,47,"Class3",73.667,69.051,78.05,100,"R",75.737
54.919,68.28,27.389,22.339,15,"Class1",14.95,26.782,7.882,5,"H",48.564
10.936,40.622,34.803,98.926,84,"Class4",60.794,57.395,37.519,75,"W",111.275
57.966,68.778,84.075,23.717,79,"Class2",18.781,54.966,41.55,90,"K",61.532
8.773,31.635,34.734,37.143,55,"Class4",71.547,58.151,64.941,82,"D",44.89
NA,32.694,35.586,45.466,75,"Class4",63.143,100.796,58.77,68,"H",47.477
60.673,69.258,72.914,29.612,79,"Class2",24.761,28.223,42.085,84,"K",63.078
60.894,46.025,30.695,28.817,13,"Class1",12.422,22.455,7.28,7,"A",28.974
62.294,67.365,68.08,65.691,79,"Class2",22.435,31.353,13.535,82,"K",66.588
54.364,68.733,76.556,29.021,79,"Class2",24.426,27.809,24.622,84,"M",75.305
49.47,62.386,68.719,62.125,79,"Class2",16.497,13.592,20.288,82,"K",67.621
NA,70.381,81.814,58.305,80,"Class2",29.018,77.006,38.315,87,"O",79.295
57.973,67.862,74.188,25.236,80,"Class2",16.163,57.446,18.457,83,"M",66.21
8.342,34.755,36.226,66.34,59,"Class4",65.734,49.992,55.401,74,"D",48.921
10.881,37.616,33.492,68.498,57,"Class4",64.667,62.156,36.837,72,"W",50.565
10.585,29.775,35.558,37.218,41,"Class4",67.299,21.777,10.114,86,"B",54.566
NA,50.616,71.4,37.6,17,"Class1",14.719,40.223,6.531,14,"N",53.503
57.31,8.021,53.617,36.565,26,"Class1",15.15,84.864,8.998,30,"H",68.913
NA,30.696,35.367,72.264,40,"Class4",64.405,55.503,44.058,82,"K",38.986
9.971,30.497,36.676,71.11,75,"Class4",61.749,85.435,24.953,85,"W",52.675
46.621,57.673,45.513,36.528,53,"Class1",16.256,60.455,7.793,5,"U",32.838
49.814,12.66,78.853,35.203,25,"Class1",15.305,91.866,7.566,6,"N",56.62
54.523,4.214,-5.544,25.77,27,"Class1",16.397,41.267,7.312,19,"A",36.026
79.907,85.538,41.281,18.844,46,"Class3",70.954,74.336,82.025,98,"G",90.33
71.824,84.048,41.993,14.164,47,"Class3",62.638,81.648,69.69,78,"G",52.431
85.254,76.06,41.769,15.396,26,"Class3",87.967,83.224,84.912,90,"Y",98.679
46.803,39.332,7.691,20.168,48,"Class1",10.543,69.609,7.489,33,"U",19.433
78.55,77.159,42.136,19.606,45,"Class3",66.819,78.124,37.946,88,"W",48.106
35.064,61.688,NA,54.746,80,"Class2",16.295,121.285,7.126,89,"K",72.132
8.625,31.3,35.625,38.418,60,"Class4",80.181,79,30.658,84,"K",60.988
78.702,91.961,41.608,18.916,40,"Class3",76.686,92.503,24.093,89,"Y",63.543
8.964,35.179,35.025,65.453,67,"Class4",88.665,41.462,43.338,66,"W",54.553
8.001,29.415,34.576,76.877,46,"Class4",58.618,69.571,57.648,81,"D",38.376
73.925,77.868,42.216,34.436,34,"Class3",70.483,77.459,44.309,91,"G",100.076
48.149,42.891,57.163,22.069,26,"Class1",11.22,83.674,8.986,7,"W",83.618
80.78,88.697,NA,17.839,50,"Class3",63.643,95.1,81.744,77,"W",40.365
41.958,63.476,70.877,24.903,80,"Class2",24.117,35.571,33.82,81,"M",81.272
69.152,76.128,41.581,25.201,37,"Class3",84.86,93.535,34.7,82,"G",86.322
48.658,25.986,51.403,37.998,10,"Class1",15.638,88.566,7.043,30,"N",34.181
8.396,35.252,36.751,70.903,59,"Class4",62.664,108.278,7.004,68,"H",45.832
76.703,77.86,41.5,29.869,34,"Class3",58.406,77.968,47.968,77,"H",65.791
73.924,82.297,41.69,34.084,38,"Class3",74.314,86.984,90.583,91,"G",86.127
70.934,81.88,41.54,30.599,31,"Class3",62.518,87.229,91.127,96,"G",73.313
73.417,69.895,78.609,63.919,79,"Class2",34.711,48.399,32.919,83,"K",63.052
59.032,56.718,74.421,21.463,5,"Class1",15.101,64.092,7.691,14,"A",43.437
80.356,71.365,73.146,27.807,80,"Class2",26.111,40.548,32.402,80,"M",73.86
46.911,-32.608,41.837,36.116,14,"Class1",14.517,106.044,6.365,26,"A",-2.353
10.662,32.586,35.142,68.664,38,"Class4",80.567,31.736,50.614,78,"D",53.516
9.771,32.915,35.516,79.625,73,"Class4",61.252,51.623,63.902,77,"W",50.217
36.077,75.21,NA,40.746,80,"Class2",20.069,50.785,15.827,88,"M",69.312
39.736,67.018,75.846,38.429,79,"Class2",19.506,34.269,26.476,88,"J",67.403
59.359,14.735,87.879,37.3,42,"Class1",13.504,59.971,6.276,8,"H",-16.262
77.188,83.79,41.723,20.856,36,"Class3",78.955,69.133,42.891,90,"H",73.755
70.198,79.759,41.775,24.14,29,"Class3",64.841,91.67,15.289,85,"R",55.788
69.612,84.842,41.032,30.602,47,"Class3",54.138,53.204,47.061,82,"Y",30.513
8.571,31.913,35.516,36.603,97,"Class4",75.21,77.611,5.808,69,"K",49.251
NA,68.25,71.571,69.465,80,"Class2",25.845,40.932,19.618,83,"K",65.094
71.196,76.962,41.626,19.545,38,"Class3",89.422,78.704,81.86,80,"H",84.625
57.195,66.103,NA,28.709,80,"Class2",18.118,68.276,35.622,87,"K",73.008
84.495,92.909,41.314,28.182,29,"Class3",49.366,63.726,32.38,97,"H",84.516
73.767,80.34,40.558,29.481,40,"Class3",47.696,60.06,94.201,93,"G",54.077
57.771,29.89,39.678,26.15,50,"Class1",10.233,2.434,6.521,5,"N",33.346
56.141,16.934,43.225,21.674,22,"Class1",16.962,31.23,8.002,28,"H",5.004
10.581,30.27,37.024,30.683,85,"Class4",77.44,67.002,49.366,71,"H",22.887
10.131,35.784,35.126,48.461,26,"Class4",79.232,105.068,4.002,72,"B",56.948
NA,65.495,77.817,23.796,80,"Class2",30.321,67.283,27.121,84,"M",76.357
85.644,85.762,41.502,12.522,30,"Class3",41.357,78.199,43.838,95,"W",63.289
55.859,56.129,25.358,26.241,57,"Class1",15.34,62.098,6.393,25,"A",44.883
79.034,71.12,41.226,13.459,29,"Class3",75.576,87.983,62.404,94,"G",60.731
79.493,83.654,41.604,23.291,24,"Class3",58.689,94.264,79.331,90,"Y",45.477
45.604,60.508,83.588,49.303,79,"Class2",27.599,86.758,23.659,90,"Z",77.853
8.708,30.456,35.204,31.996,80,"Class4",60.428,71.459,15.871,86,"H",58.134
34.236,65.44,89.043,28.844,79,"Class2",31.838,14.553,9.872,83,"O",76.483
10.915,30.994,35.903,42.382,74,"Class4",76.877,58.476,42.236,85,"K",79.734
9.693,31.415,33.182,69.259,17,"Class4",78.351,87.408,62.173,70,"H",89.127
8.663,28.495,34.272,27.571,73,"Class4",62.297,91.993,36.113,70,"W",102.679
10.888,30.863,38.21,30.521,87,"Class4",79.868,-3.127,54.09,68,"B",69.246
72.534,66.059,73.06,50.957,79,"Class2",14.563,27.774,11.234,84,"Z",70.637
75.118,70.205,67.584,52.706,79,"Class2",24.201,37.803,18.396,88,"K",74.09
51.788,66.583,69.379,52.957,79,"Class2",21.044,81.058,6.681,90,"Z",67.032
56.869,26.252,61.542,37.335,33,"Class1",13.974,-34.671,7.553,26,"U",56.357
9.561,32.544,35.285,25.512,67,"Class4",84.246,86.81,54.2,68,"D",98.835
59.473,60.683,67.413,35.527,12,"Class1",10.836,37.172,6.392,13,"U",61.246
49.737,62.467,83.526,29.658,20,"Class1",15.894,74.57,6.719,14,"H",52.303
60.755,40.805,73.771,22.863,7,"Class1",14.786,50.688,8.686,28,"U",55.956
10.536,31.155,36.807,45.05,74,"Class4",71.072,67.049,49.077,72,"W",74.928
54.299,52.666,82.505,27.086,19,"Class1",11.579,50.805,6.152,12,"N",19.646
82.209,85.32,41.241,22.467,42,"Class3",42.774,87.597,80.521,77,"G",59.491
9.925,32.826,34.943,49.411,56,"Class4",66.111,45.606,70.36,79,"B",65.834
47.872,49.217,30.915,38.488,6,"Class1",15.741,54.351,8.496,26,"W",87.291
8.064,26.441,33.688,18.651,70,"Class4",58.576,103.434,35.343,86,"W",81.331
52.262,61.577,-37.607,33.016,17,"Class1",11.032,75.881,7.97,8,"N",78.035
39.67,67.295,76.835,26.799,80,"Class2",21.686,79.502,19.738,90,"Z",65.009
52.218,63.209,76.992,35.234,80,"Class2",32.652,30.512,29.433,90,"M",71.845
77.583,78.604,41.282,18.161,34,"Class3",79.982,60.114,92.058,96,"W",68.632
82.7,77.166,41.181,14.285,40,"Class3",73.211,48.561,77.884,95,"Y",43.975
10.558,34.731,36.642,36.193,26,"Class4",73.01,37.421,12.478,82,"B",59.383
8.193,29.892,33.665,42.565,23,"Class4",81.725,58.325,9.181,68,"D",63.726
56.555,61.726,73.098,61.756,79,"Class2",23.216,46.741,16.99,84,"O",68.305
48.428,34.65,6.966,38.932,54,"Class1",14.247,58.668,8.583,23,"W",69.743
53.768,45.827,62.585,32.984,47,"Class1",16.164,83.202,7.316,34,"A",66.206
8.195,31.865,34.635,65.547,33,"Class4",63.757,33.913,53.635,78,"H",58.778
10.832,34.689,35.537,76.729,29,"Class4",84.176,48.565,55.571,84,"K",71.358
9.892,27.804,36.829,19.511,17,"Class4",58.237,42.522,73.01,80,"B",33.16
74.467,86.204,41.159,17.515,46,"Class3",70.158,93.726,70.528,94,"H",85.152
8.324,30.967,35.903,11.465,96,"Class4",59.066,74.093,59.936,69,"W",106.38
80.325,78.203,41.406,37.645,24,"Class3",81.885,87.275,91.767,85,"H",33.328
75.587,84.242,NA,17.337,40,"Class3",61.548,60.336,46.108,83,"H",48.52
9.017,32.517,NA,65.252,49,"Class4",69.939,21.146,47.031,73,"B",81.852
78.81,85.925,41.641,20.647,28,"Class3",83.988,69.382,20.184,87,"Y",55.031
58.928,13.315,108.404,36.488,21,"Class1",11.071,78.092,8.16,9,"U",18.489
48.205,40.729,127.086,22.136,53,"Class1",10.3,81.065,8.876,6,"H",44.104
10.368,35.632,33.701,7.564,33,"Class4",64.039,8.789,38.666,69,"K",52.822
44.123,69.44,77.771,47.843,80,"Class2",32.037,42.983,19.895,83,"J",61.291
55.124,65.926,32.773,34.238,29,"Class1",11.597,76.11,7.287,22,"A",70.145
10.45,30.456,34.744,96.809,61,"Class4",68.887,34.471,22.008,70,"W",91.478
9.091,34.509,34.691,68.376,49,"Class4",79.141,18.082,30.5,75,"H",44.932
71.759,88.978,41.821,36.418,48,"Class3",46.36,72.708,33.519,93,"Y",80.991
10.113,26.233,35.456,53.967,55,"Class4",84.842,57.752,45.588,70,"W",45.985
39.061,61.93,73.149,57.448,79,"Class2",26.417,31.601,40.074,91,"J",68.002
10.641,30.071,35.311,13.824,59,"Class4",70.474,48.089,8.632,68,"W",49.506
80.383,79.802,41.551,21.957,32,"Class3",48.118,63.586,58.368,81,"G",54.092
10.276,29.758,36.389,64.343,16,"Class4",60.793,97.939,72.102,77,"B",67.575
64.332,68.371,65.678,67.587,79,"Class2",29.502,78.486,6.446,81,"J",71.854
55.98,67.235,55.696,34.051,55,"Class1",15.435,35.679,7.454,19,"U",39.912
82.701,77.515,41.394,15.549,25,"Class3",85.418,71.078,10.831,85,"W",84.594
NA,85.931,41.28,16.431,27,"Class3",60.365,66.917,86.987,96,"Y",67.132
10.893,35.642,34.023,66.303,38,"Class4",63.308,83.276,29.201,73,"B",63.507
62.895,63.675,76.761,58.081,79,"Class2",27.266,51.819,20.067,87,"K",73.79
50.987,43.093,64.121,30.99,9,"Class1",16.34,29.53,6.089,30,"W",5.25
83.296,88.406,41.59,16.191,47,"Class3",66.075,74.851,47.696,85,"H",80.116
63.241,67.4,NA,53.396,79,"Class2",31.727,64.354,24.878,82,"M",77.658
9.874,35.469,34.954,47.462,24,"Class4",69.802,77.811,4.586,84,"K",54.943
8.536,34.853,33.808,88.326,20,"Class4",59.504,74.075,53.685,69,"K",90.035
68.544,61.738,70.197,40.522,79,"Class2",30.065,43.202,11.033,87,"M",60.654
9.011,32.08,34.669,21.717,58,"Class4",61.834,86.27,31.759,77,"D",68.986
47.044,42.871,-2.115,24.738,46,"Class1",16.266,41.755,8.777,7,"H",9.977
9.207,36.179,36.275,48.304,82,"Class4",70.849,42.383,56.274,78,"K",59.669
9.82,37.032,34.996,28.406,58,"Class4",60.804,32.647,60.546,65,"D",83.465
40.59,58.429,74.787,27.619,79,"Class2",26.048,34.333,34.652,91,"M",72.816
74.825,83.559,41.753,29.724,27,"Class3",38.523,94.009,41.086,77,"Y",49.091
79.146,84.958,41.992,33.348,42,"Class3",46.826,62.612,51.765,80,"R",62.473
78.739,84.295,41.729,35.892,32,"Class3",80.533,75.562,24.198,98,"G",52.107
9.667,32.94,34.569,37.501,37,"Class4",85.998,28.984,35.531,81,"B",71.738
9.546,34.285,34.592,13.97,39,"Class4",72.586,57.3,66.515,68,"W",46.505
76.047,82.365,41.091,24.838,31,"Class3",68.791,79.152,81.136,82,"G",90.086
59.262,67.241,73.989,49.194,80,"Class2",33.847,-30.54,22.785,91,"J",75.251
73.553,81.909,41.362,28.554,45,"Class3",58.451,101.154,89.285,83,"W",75.091
48.38,15.314,8.812,20.272,45,"Class1",15.192,47.328,6.455,20,"N",24.824
78.038,79.013,42.185,37.97,35,"Class3",70.418,101.345,96.061,95,"H",31.222
8.847,30.783,35.428,53.766,63,"Class4",76.046,48.207,73.02,82,"H",12.012
56.528,53.842,37.146,24.69,12,"Class1",13.238,5.702,8.393,30,"U",22.163
75.732,67.084,71.944,49.723,79,"Class2",31.691,15.71,28.331,88,"M",72.418
46.231,22.748,102.606,35.066,45,"Class1",12.129,37.488,6.294,28,"N",34.774
52.79,49.672,62.183,29.523,43,"Class1",11.86,24.648,8.991,29,"A",46.147
NA,66.439,74.076,24.58,80,"Class2",28.913,86.83,10.989,90,"J",69.098
79.961,84.145,42.379,32.523,29,"Class3",73.057,85.895,87.132,84,"H",53.01
78.131,79.911,41.824,24.128,44,"Class3",48.46,76.695,39.674,96,"Y",70.405
9.976,30.002,36.016,73.606,45,"Class4",58.582,82.184,28.015,82,"B",56.312
10.164,34.28,36.571,85.967,90,"Class4",85.607,30.366,32.775,66,"H",78.005
8.387,32.37,35.131,18.866,45,"Class4",80.982,106.228,70.14,73,"W",61.534
53.873,55.748,76.12,57.749,80,"Class2",33.038,61.958,35.587,90,"J",62.25
46.448,60.605,69.526,54.489,79,"Class2",34.885,68.253,10.569,89,"Z",73.919
71.963,89.218,41.078,30.844,45,"Class3",53.662,63.068,86.848,88,"Y",42.492
9.037,31.155,35.762,23.73,49,"Class4",64.389,29.829,37.074,81,"K",46.979
67.547,73.228,72.245,26.771,80,"Class2",26.144,44.978,36.055,84,"K",71.86
56.661,62.606,68.57,32.08,79,"Class2",14.397,84.328,35.263,90,"O",70.743
72.602,80.169,41.779,26.92,37,"Class3",83.305,81.541,46.846,79,"H",19.978
8.423,36.36,36.849,53.381,29,"Class4",58.867,33.2,18.556,76,"D",71.351
79.031,83.311,NA,23.109,35,"Class3",33.155,58.845,70.39,87,"G",25.965
76.503,58.159,71.655,31.061,80,"Class2",25.538,88.881,31.061,88,"K",76.539
10.022,30.101,NA,85.946,19,"Class4",59.599,73.214,19.402,66,"D",74.509
8.302,26.043,34.817,98.499,30,"Class4",63.877,69.411,49.475,65,"W",55.46
84.525,84.811,41.117,28.359,45,"Class3",38.455,56.404,82.078,98,"R",32.156
81.745,82.827,41.921,35.261,44,"Class3",50.388,87.552,88.776,82,"G",80.428
75.382,87.358,41.475,13.109,37,"Class3",53.159,80.481,89.243,92,"W",66.373
77.559,88.289,41.606,18.616,24,"Class3",61.627,96.847,95.88,89,"Y",42.598
51.458,58.301,18.488,34.394,35,"Class1",16.664,71.471,8.97,30,"N",57.955
73.442,87.427,41.599,37.719,33,"Class3",64.846,77.828,28.52,85,"G",71.902
51.632,36.076,18.54,31.674,33,"Class1",15.036,77.244,6.009,34,"A",61.301
8.682,34.384,34.998,98.987,32,"Class4",84.088,12.423,22.894,85,"W",56.831
8.039,34.743,36.851,47.616,29,"Class4",68.223,63.255,46.062,67,"W",59.005
59.536,54.748,107.261,20.055,5,"Class1",16.979,63.216,6.563,28,"A",24.013
10.153,31.791,37.08,85.857,35,"Class4",63.731,27.106,63.118,69,"W",78.343
56.871,39.625,17.11,35.88,16,"Class1",16.476,77.901,7.183,9,"H",55.623
58.163,43.272,133.069,36.839,28,"Class1",11.779,75.141,6.271,20,"A",51.853
69.144,80.847,42.188,12.035,28,"Class3",58.455,85.883,88.693,87,"W",71.524
10.755,30.483,36.121,45.546,49,"Class4",69.971,41.184,59.562,66,"B",72.79
83.462,71.09,77.14,25.641,80,"Class2",28.121,72.048,6.266,81,"M",64.26
9.421,32.072,35.901,49.324,84,"Class4",66.975,100.078,14.633,67,"H",49.415
65.797,69.642,73.652,38.386,80,"Class2",28.756,73.368,36.548,90,"M",72.628
10.281,32.182,34.034,72.305,90,"Class4",88.733,76.359,66.644,73,"H",35.929
84.491,86.843,41.587,26.33,32,"Class3",75.806,79.423,43.586,77,"G",95.385
77.855,83.537,42.001,22.308,45,"Class3",62.645,90.873,80.919,95,"H",68.529
49.101,68.713,74.501,34.316,79,"Class2",32.551,70.996,19.221,86,"K",72.857
39.222,65.141,88.599,25.138,79,"Class2",33.834,59.582,38.579,87,"M",69.924
52.331,13.834,69.35,34.338,6,"Class1",16.226,60.187,7.372,10,"A",51.351
NA,82.132,41.501,34.698,27,"Class3",70.372,89.846,78.956,93,"Y",13.68
70.425,61.946,78.771,45.668,79,"Class2",23.403,96.56,26.102,85,"J",80.672
80.113,87.786,41.003,37.211,27,"Class3",87.123,91.573,16.747,91,"W",67.436
75.785,86.492,41.718,18.549,29,"Class3",85.834,71.682,15.387,83,"G",56.457
40.307,70.492,67.841,31.175,79,"Class2",23.832,43.321,21.32,82,"J",72.275
83.107,77.217,NA,25.474,30,"Class3",67.073,74.806,19.544,96,"R",66.397
NA,80.12,41.453,37.025,43,"Class3",41.261,94.43,82.425,89,"W",82.213
51.015,33.821,32.523,23.01,58,"Class1",16.655,-27.143,6.312,27,"N",-0.267
53.847,59.066,29.065,34.121,36,"Class1",15.346,47.261,8.487,12,"A",50.183
80.506,74.621,63.124,68.542,80,"Class2",18.664,65.176,16.722,83,"J",66.299
84.41,77.888,42.085,37.116,33,"Class3",69.725,80.742,48.243,96,"H",63.228
58.254,14.358,20.942,38.07,21,"Class1",13.247,44.106,7.567,7,"H",68.916
8.917,30.483,36.119,59.492,85,"Class4",78.494,29.892,58.909,82,"W",55.212
47.828,29.324,34.384,22.589,51,"Class1",13.465,67.945,7.211,12,"A",9.563
74.557,62.405,66.7,40.031,79,"Class2",31.666,81.737,17.363,88,"O",74.407
79.659,84.188,41.488,16.736,32,"Class3",68.84,83.214,93.325,92,"Y",84.027
56.902,64.885,31.358,38.825,8,"Class1",13.541,21.231,8.765,21,"A",66.094
78.957,86.113,41.63,18.165,26,"Class3",35.009,62.2,40.17,93,"W",80.819
NA,24.379,67.969,33.088,51,"Class1",11.696,47.561,8.436,29,"U",7.013
79.909,63.858,67.215,34.917,80,"Class2",27.921,39.319,39.743,86,"Z",80.713
50.2,3.929,63.228,25.98,24,"Class1",12.24,27.516,8.305,11,"N",0.744
73.356,87.988,41.569,14.177,48,"Class3",44.697,96.608,17.214,80,"G",99.702
9.689,28.272,35.418,12.945,44,"Class4",60.847,102.109,55.824,77,"H",51.411
52.703,56.897,27.889,30.309,52,"Class1",13.071,29.717,7.861,20,"W",26.716
9.673,32.301,35.481,74.269,66,"Class4",86.45,16.086,27.969,74,"D",26.286
81.049,64.522,60.132,25.697,79,"Class2",29.306,19.413,35.021,85,"K",70.031
72.859,76.837,41.707,23.577,25,"Class3",70.937,80.803,57.594,90,"W",52.089
8.078,26.032,36.12,16.077,68,"Class4",63.902,23.252,60.775,81,"D",35.62
10.714,34.296,34.512,20.489,24,"Class4",76.145,95.503,42.766,78,"D",56.702
41.081,66.905,71.211,58.293,79,"Class2",24.462,70.448,40.603,83,"O",69.233
64.505,67.449,80.923,48.831,80,"Class2",14.954,76.304,22.712,88,"K",62.005
NA,16.216,37.696,32.482,5,"Class1",11.747,32.716,7.692,6,"H",59.725
51.67,38.984,-7.477,33.081,44,"Class1",14.675,58.895,7.605,20,"A",66.643
55.06,70.296,76.208,20.104,52,"Class1",11.758,32.413,8.259,13,"H",16.681
47.615,10.574,NA,26.109,53,"Class1",13.398,21.1,7.521,10,"N",41.696
8.589,31.677,36.49,28.045,53,"Class4",72.565,60.194,30.719,77,"H",45.512
58.352,69.779,68.165,34.405,80,"Class2",14.384,66.287,27.28,85,"M",74.874
9.699,36.944,34.843,11.774,17,"Class4",67.746,75.195,49.734,78,"K",79.77
66.305,62.748,86.032,50.885,79,"Class2",32.118,39.076,23.793,86,"Z",76.352
72.67,87.992,NA,33.813,40,"Class3",79.662,77.874,50.982,87,"H",89.868
76.024,61.629,69.732,70.205,80,"Class2",29.201,101.04,11.521,85,"M",80.201
10.831,35.03,35.224,77.114,93,"Class4",77.581,41.263,29.811,80,"W",60.037
49.04,52.621,39.298,33.963,47,"Class1",15.608,88.544,7.955,6,"U",16.811
83.834,70.566,70.569,54.105,80,"Class2",34.27,30.739,28.299,88,"Z",71.143
64.204,66.931,83.129,56.93,80,"Class2",27.003,71.875,27.575,88,"M",78.003
51.054,54.423,79.404,32.186,47,"Class1",11.41,55.809,7.523,26,"A",56.241
73.117,79.379,41.534,37.25,26,"Class3",63.124,71.965,33.815,100,"Y",114.518
9.826,30.608,35.295,11.746,56,"Class4",61.966,92.619,46.217,82,"W",94.573
60.601,66.823,-3.087,28.297,13,"Class1",15.472,10.436,8.865,8,"U",74.758
46.424,46.368,77.831,34.643,33,"Class1",12.929,30.462,8.862,8,"H",49.779
85.706,82.684,NA,18.494,43,"Class3",57.751,59.57,93.799,82,"R",78.293
10.587,28.942,35.721,44.057,28,"Class4",61.717,79.887,38.633,74,"H",56.231
47.387,82.096,71.51,27.385,49,"Class1",16.53,78.711,8.268,25,"W",-13.458
8.551,32.379,NA,9.196,52,"Class4",76.457,27.38,36.527,69,"B",48.883
53.337,43.941,41.506,21.94,5,"Class1",12.507,57.001,6.22,32,"W",58.857
75.511,78.547,41.288,22.269,30,"Class3",48.721,91.145,20.858,93,"R",68.833
9.707,29.953,36.69,90.348,86,"Class4",63.923,44.538,39.124,71,"W",73.266
48.112,25.562,37.07,21.432,22,"Class1",13.995,18.108,7.724,15,"H",30.691
9.451,31.872,33.375,60.283,66,"Class4",64.405,118.156,45.429,72,"W",63.213
73.125,59.689,67.18,63.304,80,"Class2",25.196,27.627,24.319,87,"J",74.436
NA,76.903,41.498,12.688,40,"Class3",71.021,67.697,68.277,88,"R",94.771
75.578,86.486,41.027,27.33,30,"Class3",53.754,64.183,30.946,87,"R",90.984
73.395,86.035,41.635,12.82,46,"Class3",41.287,64.377,91.27,82,"Y",97.685
9.804,35.622,34.381,62.001,51,"Class4",60.816,26.376,13.148,76,"B",77.236
51.382,38.872,88.06,27.912,56,"Class1",16.499,80.646,6.197,11,"A",86.355
54.682,56.989,57.021,23.798,45,"Class1",10.414,53.808,8.432,29,"H",70.598
10.045,32.282,36.907,10.126,58,"Class4",63.934,64.851,34.861,80,"K",20.446
69.928,71.683,73.52,64.37,79,"Class2",19.353,50.337,18.966,84,"O",68.692
81.284,74.908,41.361,23.255,37,"Class3",81.784,85.338,42.202,79,"H",63.994
59.123,73.673,17.705,26.514,48,"Class1",16.722,85.945,7.854,28,"H",37.752
10.985,27.838,35.88,95.741,34,"Class4",67.189,75.149,31.493,71,"W",97.194
8.993,33.883,34.89,61.833,67,"Class4",65.749,20.831,4.298,77,"K",69.687
74.455,83.766,41.231,15.43,45,"Class3",83.717,72.173,60.944,77,"R",93.145
10.713,34.375,35.74,32.065,48,"Class4",73.636,52.419,19.984,74,"H",53.554
54.873,55.217,38.095,27.118,21,"Class1",16.648,69.469,8.806,6,"W",47.539
83.137,82.317,41.459,35.354,32,"Class3",80.248,74.248,66.816,96,"Y",79.532
82.339,69.921,67.823,50.578,79,"Class2",24.813,52.745,10.588,85,"M",77.067
9.81,28.636,34.013,54.153,43,"Class4",82.506,32.673,21.325,85,"D",44.842
NA,50.274,108.944,27.309,41,"Class1",13.002,43.607,7.656,17,"H",12.246
58.105,69.855,46.443,30.207,28,"Class1",10.004,84.606,6.233,5,"U",64.877
81.341,75.507,40.892,18.233,45,"Class3",51.22,88.009,10.892,81,"R",41.092
84.038,79.362,40.981,30.596,23,"Class3",45.346,76.848,83.636,78,"H",72.634
34.41,71.957,70.942,56.554,79,"Class2",33.783,34.496,9.68,89,"M",61.842
8.825,33.732,NA,35.749,55,"Class4",73.035,98.75,70.509,76,"D",52.374
10.366,31.015,36.817,79.245,31,"Class4",58.968,25.51,63.766,84,"W",86.15
8.394,30.381,34.907,20.354,29,"Class4",70.374,-16.716,18.575,70,"W",46.727
8.871,33.721,35.452,61.591,21,"Class4",73.452,62.462,50.095,82,"D",53.291
9.227,30.309,35.506,52.3,38,"Class4",71.214,80.806,48.953,85,"D",49.14
57.096,48.065,69.846,37.522,36,"Class1",12.83,31.791,8.46,36,"N",69.571
50.332,59.035,77.563,28.907,44,"Class1",14.275,59.065,7.442,16,"A",44.146
84.974,92.704,41.308,12.23,47,"Class3",62.85,45.478,82.093,94,"Y",53.608
73.462,64.404,81.276,43.024,79,"Class2",21.059,67.674,24.98,80,"Z",75.101
