"AMD1","XIO2","NBE3","ASH4","MJG5","FRB6","NGE7","EAX8","Output21","EHW9","XLQ10"
52.995,38.168,73.552,14.455,67,26.091,"X",75.828,"Class5",86.571,21.079
43.26,32.315,82.732,10.223,54,24.626,"S",91.469,"Class5",66.203,17.708
41.233,83.121,85.22,34.048,45,42.71,"A",52.903,"Class3",51.392,43.573
62.573,79.008,68.882,59.815,36,31.053,"J",23.954,"Class3",59.043,64.623
NA,20.391,77.179,8.579,65,31.197,"S",57.76,"Class5",4.305,8.622
43.389,60.488,84.561,8.24,65,24.436,"D",86.999,"Class5",53.81,14.25
NA,42.83,77.109,9.706,74,29.338,"R",64.835,"Class5",35.603,13.388
16.966,66.552,91.984,26.428,70,52.114,"X",21.936,"Class4",75.204,19.275
54.761,51.577,40.015,46.618,57,69.213,"B",42.329,"Class1",83.347,81.035
41.881,27.777,43.08,53.926,81,91.625,"O",44.396,"Class2",30.579,57.113
51.834,39.187,67.928,13.116,55,41.304,"S",69.185,"Class5",43.57,17.558
35.273,23.067,28.701,61.543,93,91.631,"E",45.348,"Class2",34.682,60.781
NA,86.06,24.654,36.566,37,69.741,"Z",41.795,"Class1",82.555,58.862
78.979,73.786,81.617,56.861,26,30.957,"D",18.775,"Class3",55.398,49.129
42.549,26.875,43.177,62.874,86,91.594,"O",67.176,"Class2",30.306,30.55
35.566,27.371,13.775,53.547,81,91.777,"R",34.718,"Class2",31.941,33.922
31.974,24.628,36.709,72.817,91,91.581,"Z",68.225,"Class2",32.46,56.465
47.991,23.75,52.484,71.409,86,91.613,"R",68.385,"Class2",23.792,52.215
55.624,66.538,37.756,66.303,39,45.009,"A",41.911,"Class1",86.178,NA
45.248,57.418,79.596,16.834,53,27.629,"S",83.925,"Class5",58.213,11.935
45.21,24.144,14.252,51.105,95,91.069,"E",43.15,"Class2",36.006,31.536
49.824,36.328,80.824,9.859,72,26.683,"R",64.171,"Class5",56.725,18.496
39.12,52.91,64.094,11.18,93,22.418,"D",65.385,"Class5",52.007,15.874
44.663,20.971,84.99,12.319,88,27.329,"D",76.268,"Class5",34.369,12.262
51.553,61.209,61.687,11.606,75,16.109,"D",55.665,"Class5",26.79,14.496
35.757,24.479,20.578,65.847,82,91.268,"R",36.507,"Class2",29.26,61.862
44.733,46.196,62.458,6.314,92,28.068,"D",68.552,"Class5",40.884,13.933
43.581,26.62,23.306,77.777,85,91.472,"E",42.319,"Class2",23.575,11.503
9.653,64.38,96.575,47.404,36,44.712,"E",31.309,"Class4",40.772,5.358
35.433,59.36,44.044,45.778,45,4.653,"I",41.863,"Class1",82.588,NA
NA,80.948,73.356,70.28,52,57.803,"B",39.804,"Class1",84.796,71.52
22.195,68.939,44.39,75.39,43,-6.161,"I",42.569,"Class1",85.455,78.576
27.359,62.794,97.193,57.572,17,43.732,"X",23.146,"Class4",84.038,35.891
34.21,24.928,29.804,54.602,95,91.128,"E",52.481,"Class2",21.294,34.994
48.709,38.919,74.914,11.737,93,33.033,"X",63.817,"Class5",78.206,12.598
NA,84.737,56.719,46.901,25,12.473,"G",14.837,"Class3",56.797,36.12
38.352,75.15,67.192,29.066,40,-6.681,"D",19.906,"Class3",57.947,78.902
NA,57.561,90.934,61.03,26,49.669,"I",33.401,"Class4",64.467,11.578
29.137,25.832,27.538,46.049,93,91.711,"R",50.071,"Class2",32.67,36.099
35.376,23.824,23.536,87.619,83,91.623,"R",43.713,"Class2",31.156,59.601
12.193,63.094,96.441,62.921,54,44.828,"K",23.086,"Class4",76.572,28.593
48.661,25.07,84.056,11.303,68,35.367,"R",69.772,"Class5",42.051,15.561
35.979,62.734,89.849,50.34,81,51.432,"E",39.646,"Class4",63.886,17.507
35.173,90.917,82.257,43.738,20,27.954,"D",16.228,"Class3",53.015,59.269
10.762,52.826,90.73,51.098,52,47.082,"I",42.219,"Class4",63.682,30.974
74.464,92.479,72.95,71.577,16,11.251,"T",37.177,"Class3",56.382,42.393
19.514,48.588,63.772,32.706,54,59.022,"J",40.188,"Class1",82.57,NA
16.794,57.214,92.674,35.27,35,46.647,"L",31.209,"Class4",59.188,29.067
49.138,21.958,62.077,15.346,93,33.339,"X",73.933,"Class5",65.428,24.22
17.564,72.424,70.557,35.452,40,29.891,"A",41.957,"Class3",53.771,19.839
36.516,24.097,32.015,44.879,80,90.896,"O",57.308,"Class2",20.124,47.475
43.196,79.439,21.353,18.068,42,36.655,"Z",39.308,"Class1",83.989,78.178
NA,94.46,68.731,37.469,23,32.187,"D",28.578,"Class3",52.721,62.328
39.599,61.949,72.194,11.814,68,22.216,"R",77.281,"Class5",32.843,12.467
72.541,72.828,59.834,40.435,34,16.806,"T",51.248,"Class3",47.651,34.942
73.997,89.378,54.003,57.126,16,11.543,"D",40.094,"Class3",53.371,46.065
34.563,87.198,28.184,104.536,62,70.851,"A",40.637,"Class1",83.564,51.68
37.592,24.737,32.998,85.668,79,92.006,"X",41.713,"Class2",37.931,38.769
59.453,76.66,72.95,68.558,32,21.511,"A",49.336,"Class3",52.947,70.639
67.905,79.494,70.274,28.354,39,8.858,"J",10.16,"Class3",39.802,35.318
47.291,83.247,59.53,36.944,25,16.341,"T",21.276,"Class3",53.992,50.301
87.251,71.705,55.397,61.641,19,21.725,"G",41.206,"Class3",49.817,46.404
20.624,78.722,23.034,51.185,47,34.007,"I",41.953,"Class1",85.607,56.805
NA,41.617,62.798,11.938,59,27.864,"R",66.672,"Class5",81.83,24.492
14.653,50.564,93.66,24.683,14,51.812,"L",28.001,"Class4",69.452,24.866
46.622,23.116,11.957,64.8,94,91.287,"Z",39.275,"Class2",24.487,42.973
47.144,72.614,75.991,61.07,36,26.383,"T",33.082,"Class3",52.035,42.045
36.512,81.88,34.04,68.135,55,64.483,"J",41.233,"Class1",85.762,62.593
21.465,80.98,22.83,60.618,50,72.508,"I",42.936,"Class1",85.703,69.939
52.178,72.517,53.189,46.035,48,41.01,"I",42.49,"Class1",84.849,69.562
52.785,47.666,28.204,76.126,45,36.392,"A",42.426,"Class1",84.205,55.708
34.543,52.505,95.902,64.152,44,44.317,"E",41.365,"Class4",72.392,19.022
35.753,64.57,91.197,59.866,64,51.01,"K",35.58,"Class4",61.751,31.565
27.295,52.459,87.602,38.972,70,47.157,"X",22.851,"Class4",76.474,8.853
33.868,24.665,11.535,46.425,85,91.326,"R",28.51,"Class2",33.369,46.084
37.101,49.767,98.9,57.268,80,49.174,"I",36.803,"Class4",58.752,37.284
39.723,43.483,83.754,11.885,54,37.366,"R",58.951,"Class5",38.725,18.216
11.833,51.676,88.3,28.95,38,51.151,"K",36.355,"Class4",58.538,NA
33.971,63.38,87.26,50.181,49,55.475,"K",38.187,"Class4",95.279,31.643
49.455,41.668,74.141,11.222,59,26.355,"X",71.482,"Class5",40.119,14.88
49.014,26.007,28.363,88.34,78,91.099,"X",44.006,"Class2",28.035,37.04
43.566,42.659,80.415,12.615,69,32.22,"S",73.353,"Class5",35.644,14.949
68.66,79.238,77.345,36.661,24,31.331,"J",42.515,"Class3",53.203,16.961
45.055,27.703,35.424,42.527,93,90.78,"Z",63.538,"Class2",30.831,33.957
11.245,59.983,87.015,67.197,56,45.78,"X",34.484,"Class4",60.442,18.538
35.555,59.671,89.925,41.737,30,42.726,"L",31.546,"Class4",54.039,29.108
37.157,51.061,73.491,12.948,83,30.905,"R",91.091,"Class5",66.335,NA
61.049,77.51,54.553,34.383,46,25.103,"J",17.033,"Class3",47.142,19.724
19.629,86.692,22.891,55.789,41,31.548,"I",42.907,"Class1",84.731,69.978
41.564,36.166,79.821,14.788,66,24.61,"X",60.09,"Class5",35.479,19.467
46.071,49.604,60.37,14.363,84,28.735,"D",92.473,"Class5",2.123,13.89
39.423,27.398,26.752,53.914,91,91.315,"E",55.67,"Class2",26.492,81.767
34.033,25.153,51.697,63.965,90,91.319,"O",62.932,"Class2",32.11,27.188
20.927,62.453,97.681,46.546,71,45.661,"K",40.309,"Class4",89.642,22.192
38.698,42.1,78.759,12.219,81,33.489,"R",72.571,"Class5",31.85,17.865
37.725,25.944,38.555,103.089,85,91.14,"Z",57.824,"Class2",33.62,48.119
41.263,79.871,58.098,48.74,33,18.978,"J",45.353,"Class3",40.882,27.709
52.042,42.786,61.829,9.59,59,27.742,"S",87.324,"Class5",52.386,24.711
21.403,53.49,53.594,53.33,51,53.194,"I",40.259,"Class1",85.201,75.416
68.252,92.43,81.567,76.405,48,63.013,"A",55.211,"Class3",44.753,22.534
52.578,88.677,52.507,47.73,37,49.213,"G",50.089,"Class3",44.266,48.045
47.249,61.681,81.658,9.085,87,28.34,"X",74.661,"Class5",4.782,12.679
49.946,26.818,39.094,69.251,79,91.919,"X",68.936,"Class2",26.122,55.672
25.143,59.92,98.225,71.101,26,45.933,"L",27.365,"Class4",73.311,44.776
35.642,74.051,86.974,50.242,31,23.013,"T",16.071,"Class3",41.289,77.269
28.243,74.254,25.663,42.532,52,41.177,"J",40.889,"Class1",85.407,66.887
55.51,80.322,64.019,59.271,36,26.216,"D",34.64,"Class3",55.557,18.638
20.927,53.407,94.679,76.827,17,45.138,"L",29.211,"Class4",57.735,22.816
39.512,24.988,43.972,65.689,86,91.659,"X",34.498,"Class2",23.198,38.115
13.29,64.311,99.407,32.515,8,48.674,"K",27.623,"Class4",77.609,7.002
40.258,45.924,71.698,11.387,66,20.377,"X",78.997,"Class5",47.103,21.92
37.516,94.177,82.626,55.483,46,34.535,"G",23.03,"Class3",39.86,NA
40.937,25.316,25.779,59.651,82,91.425,"O",63.262,"Class2",33.439,41.048
10.974,51.767,89.946,48.721,81,47.479,"X",34.292,"Class4",50.811,14.024
38.212,26.685,45.772,54.766,78,91.072,"Z",49.576,"Class2",29.744,27.465
44.254,23.837,22.678,66.712,81,91.732,"O",38.604,"Class2",44.708,35.053
45.723,23.688,35.086,60.869,94,91.553,"R",53.44,"Class2",26.869,50.213
10.332,61.694,94.039,41.921,67,41.085,"E",38.022,"Class4",66.504,23.715
28.093,27.154,55.726,45.971,84,91.519,"R",48.437,"Class2",29.548,66.517
30.236,49.689,72.922,6.282,39,36.084,"J",44.861,"Class1",84.019,75.516
28.421,24.673,26.358,38.469,86,91.358,"X",45.459,"Class2",28.896,34.366
11.655,58.694,88.994,57.061,32,42.941,"E",29.01,"Class4",79.468,26.192
53.364,79.884,28.928,69.463,51,58.182,"B",40.368,"Class1",83.257,65.661
54.581,68.727,67.581,52.286,41,63.664,"B",40.418,"Class1",86.412,66.608
42.83,40.044,61.721,8.953,58,29.258,"V",71.208,"Class5",5.738,7.822
14.62,49.536,88.98,34.889,43,51.385,"I",29.589,"Class4",36.861,36.912
18.273,52.088,96.566,47.392,33,47.28,"X",25.145,"Class4",82.512,22.843
42.654,92.356,67.982,38.784,31,37.427,"T",30.758,"Class3",53.666,30.796
41.609,59.259,71.01,11.595,75,26.026,"V",59.574,"Class5",46.084,14.272
34.104,79.904,67.908,62.874,30,30.267,"G",50.551,"Class3",50.815,32.287
NA,54.089,97.893,41.679,21,48.28,"K",21.931,"Class4",79.16,20.245
32.063,61.096,97.806,63.286,34,59.344,"K",22.021,"Class4",66.616,27.879
88.728,93.024,85.679,44.38,45,32.454,"A",50.102,"Class3",56.03,NA
41.045,45.794,74.086,16.536,64,29.797,"S",93.356,"Class5",20.559,23.393
27.983,25.193,39.452,62.367,78,90.49,"X",56.67,"Class2",42.445,41.723
37.266,75.344,68.599,74.902,29,28.616,"T",20.749,"Class3",50.643,44.233
53.273,32.609,62.45,13.405,67,32.985,"D",85.879,"Class5",68.736,13.817
38.03,94.544,69.42,65.889,21,27.913,"D",35.135,"Class3",49.204,25.628
47.201,25.718,29.266,38.812,94,91.402,"Z",60.983,"Class2",25.896,43.527
30.684,24.718,12.654,61.648,89,91.543,"E",57.425,"Class2",28.731,40.506
48.821,68.692,68.574,69.346,56,47.012,"I",39.09,"Class1",83.61,79.16
41.077,21.519,67.633,11.654,70,21.179,"X",70.157,"Class5",1.824,19.716
18.638,61.898,93.76,45.56,26,43.572,"K",36.324,"Class4",61.689,27.329
48.369,57.747,68.326,13.111,78,30.496,"S",67.854,"Class5",31.604,14.103
36.974,50.04,98.874,67.862,40,46.383,"K",32.594,"Class4",66.695,11.226
NA,23.904,55.575,57.709,83,91.196,"R",56.186,"Class2",29.343,43.69
18.557,65.394,88.611,52.361,81,50.441,"E",39.615,"Class4",91.422,39.437
50.485,74.131,19.595,58.482,52,46.946,"B",39.406,"Class1",84.797,65.664
27.486,26.673,37.84,81.711,82,91.545,"R",52.98,"Class2",35.19,39.823
74.63,80.301,82.874,70.707,39,18.643,"D",48.1,"Class3",61.714,26.829
36.666,24.587,55.096,51.582,82,91.148,"E",35.101,"Class2",25.478,53.764
46.009,34.481,79.432,8.231,89,27.58,"R",70.905,"Class5",61.677,NA
13.488,55.371,93.583,49.476,24,41.466,"L",27.128,"Class4",59.122,26.542
18.683,52.746,91.976,51.609,42,41.505,"I",24.659,"Class4",81.154,39.627
42.51,24.9,43.1,77.896,80,91.52,"O",55.785,"Class2",28.874,32.242
46.956,94.28,51.139,35.744,39,28.609,"I",39.436,"Class1",83.704,69.555
45.92,52.335,73.888,9.056,65,27.315,"D",87.83,"Class5",97.995,12.936
10.424,50.044,97.352,68.358,23,52.235,"L",27.641,"Class4",91.972,16.437
88.521,89.988,75.863,37.312,44,35.586,"T",29.143,"Class3",51.751,51.071
23.841,59.048,79.443,56.596,41,26.424,"A",44.699,"Class1",84.396,63.483
41.379,27.549,8.992,71.096,85,91.203,"X",43.88,"Class2",34.887,29.551
27.336,80.509,23.058,89.525,63,48.233,"I",41.439,"Class1",82.51,53.562
55.642,87.244,76.273,62.05,58,55.695,"B",40.408,"Class1",81.895,62.325
NA,62.644,99.396,44.216,58,44.389,"E",30.413,"Class4",74.66,12.778
71.265,85.386,55.599,57.4,32,9.762,"A",36.391,"Class3",49.672,23.687
26.276,63.192,89.481,53.499,39,47.797,"K",25.755,"Class4",54.403,NA
46.749,25.389,38.81,72.229,81,91.226,"O",67.119,"Class2",29.18,37.409
33.021,23.083,48.653,68.27,83,91.275,"E",51.138,"Class2",35.391,70.368
26.951,62.404,90.293,52.327,54,51.546,"I",36.32,"Class4",58.202,NA
21.348,65.169,96.871,19.077,6,37.51,"E",35.725,"Class4",72.9,35.357
37.947,35.484,80.901,13.654,61,29.214,"X",70.251,"Class5",59.415,NA
47.542,75.41,77.045,45.874,48,35.133,"A",43.142,"Class3",60.392,59.622
34.997,23.251,48.806,17.92,89,91.961,"O",65.912,"Class2",21.459,52.556
NA,81.786,80.339,42.901,23,19.983,"J",29.489,"Class3",55.444,34.384
24.514,85.894,21.789,13.282,42,75.435,"Z",41.933,"Class1",83.314,69.694
47.548,28.223,84.525,10.352,95,26.939,"V",58.77,"Class5",29.017,11.702
47.916,24.499,49.133,47.168,90,91.571,"X",60.572,"Class2",26.955,44.42
21.272,51.183,97.923,87.162,26,47.424,"E",25.892,"Class4",68.159,18.706
48.228,49.64,60.486,83.01,41,48.568,"I",42.31,"Class1",82.926,56.408
48.68,24.713,70.704,10.261,80,27.065,"D",75.351,"Class5",36.625,10.447
34.766,25.282,51.937,85.333,80,91.859,"Z",47.344,"Class2",31.15,18.218
35.205,48.018,38.698,67.858,55,16.832,"B",43.28,"Class1",85.912,63.821
35.231,62.1,95.662,70.922,11,48.486,"L",26.109,"Class4",75.004,13.809
24.294,93.962,80.761,46.278,45,50.052,"J",17.42,"Class3",62.988,51.368
38.878,58.012,76.047,14.774,89,30.65,"R",70.725,"Class5",67.264,21.545
15.675,73.398,72.749,62.056,24,45.66,"J",30.348,"Class3",47.589,23.376
50.164,57.992,81.401,14.283,76,28.954,"R",57.126,"Class5",47.911,11.283
27.971,50.109,91.756,57.222,53,45.041,"E",25.266,"Class4",76.159,19.638
31.953,50.379,96.443,62.618,9,52.769,"I",29.921,"Class4",69.351,17.1
68.324,90.837,74.829,60.918,33,49.594,"A",44.739,"Class3",55.39,49.644
50.458,53.096,24.957,83.811,59,38.698,"B",43.426,"Class1",85.806,64.663
38.723,39.777,66.443,9.25,96,31.64,"D",77.892,"Class5",17.166,15.749
46.673,55.49,81.643,9.127,70,32.357,"V",63.749,"Class5",10.347,18.518
53.486,90.473,67.165,43.541,36,23.538,"D",17.865,"Class3",46.432,33.823
36.092,83.688,51.315,67.077,46,38.286,"J",45.745,"Class3",50.073,43.64
29.693,26.196,36.215,62.81,82,91.635,"E",50.521,"Class2",26.869,33.948
28.482,58.907,76.94,44.502,39,11.586,"B",41.055,"Class1",85.629,65.916
62.188,87.242,74.434,54.021,28,28.06,"D",35.678,"Class3",53.501,30.604
66.85,92.776,66.154,50.627,23,30.747,"G",14.175,"Class3",48.417,15.621
32.306,79.386,77.065,73.714,58,73.779,"I",40.635,"Class1",83.351,70.079
32.988,25.867,8.69,41.692,84,92.074,"R",27.538,"Class2",42.393,45.141
40.219,25.732,36.7,46.864,78,92.327,"O",39.929,"Class2",33.291,26.766
47.191,91.357,62.661,-0.047,42,62.723,"I",42.676,"Class1",85.711,71.527
13.792,66.265,99.125,53.191,72,43.353,"L",26.223,"Class4",76.935,17.45
29.474,24.141,8.026,39.739,87,91.401,"O",31.261,"Class2",16.824,51.223
21.22,81.756,51.81,51.101,37,15.331,"J",42.341,"Class3",48.066,31.051
3.611,83.871,58.224,42.874,43,12.142,"A",24.887,"Class3",50.316,33.08
49.33,37.185,74.829,11.641,62,26.635,"X",62.057,"Class5",21.3,8.11
43.791,23.482,51.891,48.965,94,91.578,"E",33.614,"Class2",21.569,53.432
39.39,65.437,19.72,86.306,38,44.193,"I",43.277,"Class1",84.166,70.184
33.717,62.66,27.139,24.252,41,26.703,"Z",42.154,"Class1",83.512,61.845
43.383,22.011,69.234,15.11,81,27.655,"S",84.599,"Class5",84.779,14.688
39.123,59.962,81.119,11.876,81,20.603,"R",73.382,"Class5",48.015,18.533
21.987,53.78,78.644,96.294,40,34.918,"J",42.84,"Class1",86.194,80.182
29.256,63.403,96.839,69.174,62,37.982,"E",25.973,"Class4",87.204,30.703
52.17,60.477,81.193,16.642,86,27.157,"R",61.988,"Class5",44.018,14.81
13.908,51.275,93.376,50.227,69,50.126,"X",31.557,"Class4",55.615,35.628
29.649,77.059,76.385,63.708,22,29.894,"G",36.978,"Class3",60.487,54.495
37.627,79.317,16.653,55.648,55,13.676,"A",41.173,"Class1",84.837,77.005
13.816,61.458,91.674,54.289,20,41.578,"X",28.787,"Class4",49.101,26.38
42.4,87.11,81.088,32.664,54,35.035,"J",40.036,"Class1",85.257,65.085
74.848,80.682,63.831,49.823,30,46.62,"G",26.224,"Class3",47.979,22.489
9.882,59.815,92.019,33.254,32,56.991,"E",21.407,"Class4",68.221,10.205
30.428,27.809,30.019,52.81,93,91.856,"R",28.426,"Class2",11.428,36.446
14.554,66.044,97.196,48.492,75,47.678,"I",38.722,"Class4",69.016,34.72
51.173,46.593,83.118,13.919,61,20.215,"S",68.812,"Class5",53.887,19.928
32.853,91.284,60.674,50.945,24,33.947,"A",17.711,"Class3",39.929,37.206
19.152,67.169,24.685,-1.72,48,77.552,"J",40.687,"Class1",83.594,67.184
71.012,77.616,80.946,53.462,40,35.309,"A",28.96,"Class3",49.845,37.181
15.653,52.69,97.836,59.315,71,50.014,"I",25.482,"Class4",57.453,37.466
50.799,76.463,57.739,12.821,38,0.816,"G",11.186,"Class3",47.755,38.337
6.005,82.66,54.761,50.273,43,22.959,"A",49.237,"Class3",45.862,36.562
23.906,59.738,90.407,47.126,8,48.307,"E",33.632,"Class4",86.935,16.541
38.241,26.988,19.18,35.174,83,91.559,"O",57.712,"Class2",23.038,47.408
35.256,25.799,46.265,65.859,91,91.746,"R",64.325,"Class2",21.858,50.808
31.217,92.41,74.606,41.395,30,1.615,"G",31.982,"Class3",51.259,27.951
46.683,25.971,33.688,63.412,86,91.955,"R",28.601,"Class2",26.386,32.488
38.89,23.615,12.573,46.023,83,91.756,"R",38.25,"Class2",26.668,56.264
NA,52.605,94.983,30.785,63,58.1,"L",32.703,"Class4",56.964,33.518
30.725,93.607,74.678,65.078,36,41.921,"J",40.827,"Class3",49.087,8.097
42.526,25.549,20.649,45.515,94,91.267,"Z",55.065,"Class2",25.932,57.969
47.54,54.361,65.469,40.938,41,41.17,"B",42.146,"Class1",83.256,67.321
NA,32.213,82.366,11.52,66,18.786,"D",83.233,"Class5",54.878,12.195
33.524,24.893,57.281,54.694,82,91.832,"X",59.077,"Class2",29.766,52.674
32.132,50.706,96.885,64.971,15,53.605,"I",38.538,"Class4",80.838,24.048
41.172,28.187,75.726,16.194,63,23.669,"V",78.923,"Class5",30.09,9.01
49.631,63.146,59.047,50.243,55,-2.708,"B",42.825,"Class1",81.892,67.273
8.003,63.679,87.529,49.814,63,44.753,"L",38.485,"Class4",61.249,34.913
51.193,62.587,66.085,3.634,58,37.549,"V",65.444,"Class5",81.792,13.366
24.477,66.855,13.297,67.993,56,64.758,"A",42.417,"Class1",83.844,64.325
61.118,80.224,59.352,66.939,30,28.291,"A",20.54,"Class3",49.592,44.116
40.978,24.748,22.904,63.518,83,91.64,"X",37.716,"Class2",19.393,57.349
53.357,79.81,36.1,64.256,60,61.364,"J",41.609,"Class1",82.457,70.383
23.922,58.983,98.496,59.211,12,47.74,"L",29.697,"Class4",62.924,20.436
29.068,91.805,56.911,92.15,54,35.53,"B",42.062,"Class1",84.778,61.436
27.648,24.282,9.653,44.961,85,91.116,"R",53.901,"Class2",31.542,59.015
44.66,61.615,67.984,11.775,92,25.88,"D",81.436,"Class5",89.329,23.184
41.155,27.667,36.635,54.679,90,90.951,"R",31.641,"Class2",28.36,33.109
79.633,91.388,85.563,41.826,45,23.319,"D",22.006,"Class3",56.649,26.068
28.665,26.681,34.903,73.027,81,91.55,"Z",60.597,"Class2",28.459,53.529
32.896,27.55,36.295,68.398,94,91.549,"R",60.198,"Class2",27.838,24.932
49.508,26.21,48.212,55.197,88,90.786,"X",38.445,"Class2",30.827,44.613
NA,70.783,73.037,92.166,38,61.894,"J",40.644,"Class1",83.429,65.431
49.979,48.167,64.678,13.601,67,25.381,"R",86.285,"Class5",69.112,13.491
14.622,59.034,93.794,46.838,78,50.713,"X",38.481,"Class4",56.967,9.45
36.232,94.945,33.188,32.383,58,22.41,"A",40.89,"Class1",82.263,62.167
44.292,73.264,31.321,25.086,62,93.128,"B",44.012,"Class1",86.329,66.452
52.376,42.926,60.173,11.244,69,41.358,"R",71.146,"Class5",28.93,19.865
47.867,23.215,43.187,61.932,87,92.159,"O",58.923,"Class2",42.339,42.455
8.996,56.278,93.505,53.204,43,48.065,"I",26.19,"Class4",81.977,27.915
35.144,81.083,61.79,61.717,30,36.634,"J",39.189,"Class3",53.994,46.661
36.063,94.846,57.978,19.322,50,52.818,"Z",42.074,"Class1",84.024,64.215
1.543,74.156,74.455,41.36,20,59.298,"T",28.071,"Class3",49.742,34.37
43.462,93.417,27.472,62.682,44,39.87,"A",42.178,"Class1",84.201,58.967
39.457,26.168,56.552,32.696,79,91.314,"Z",28.392,"Class2",36.686,50.206
23.015,80.654,45.087,39.782,55,31.301,"J",44.135,"Class1",85.154,78.195
22.147,74.087,18.218,91.776,54,54.784,"Z",43.998,"Class1",83.395,61.103
55.639,86.812,50.967,25.288,19,13.027,"A",41.679,"Class3",50.137,68.402
39.45,22.682,75.313,10.661,53,32.689,"S",65.917,"Class5",54.799,14.267
48.76,24.411,16.891,63.375,91,91.212,"R",51.551,"Class2",34.682,64.191
59.984,71.717,61.953,60.035,31,26.936,"A",25.009,"Class3",50.919,35.227
45.855,23.53,52.073,43.599,79,92.044,"Z",27.779,"Class2",36.488,48.862
64.552,93.948,50.235,56.202,41,24.035,"G",22.139,"Class3",51.873,27.652
NA,23.411,83.014,8.329,60,25.104,"S",56.919,"Class5",24.989,17.129
53.364,37.487,83.437,10.678,81,26.037,"S",87.214,"Class5",71.13,11.373
47.667,27.276,38.006,56.864,83,91.809,"R",55.284,"Class2",30.28,30.97
10.551,50.594,93.86,58.386,72,46.816,"L",22.59,"Class4",63.214,36.623
51.469,90.385,71.54,50.66,39,72.756,"A",41.085,"Class1",83.028,67.24
47.114,68.587,19.478,11.838,43,53.408,"Z",42.337,"Class1",84.695,67.014
47.161,70.286,56.683,-4.461,61,63.92,"B",43.586,"Class1",83.598,NA
29.242,23.685,42.453,51.9,86,90.917,"O",36.715,"Class2",27.737,65.643
34.782,92.666,35.096,63.621,56,42.244,"Z",43.714,"Class1",81.459,66.596
30.946,81.779,50.655,42.169,31,59.116,"G",17.177,"Class3",45.502,17.556
45.221,72.677,61.876,33.863,19,23.522,"D",27.862,"Class3",55.141,48.666
60.879,81.669,82.351,50.275,47,9.775,"J",18.321,"Class3",55.424,27.017
28.059,54.724,96.102,22.419,37,43.237,"K",29.087,"Class4",66.949,17.531
43.876,44.018,68.308,11.762,94,28.255,"R",65.114,"Class5",31.496,12.217
26.06,64.009,97.132,48.403,78,52.887,"E",42.67,"Class4",74.191,14.605
68.483,85.321,67.945,58.873,48,36.497,"T",48.709,"Class3",47.71,28.376
47.54,50.823,79.754,11.074,91,31.402,"V",70.301,"Class5",51.555,15.608
41.19,25.37,11.274,62.875,92,91.632,"R",42.179,"Class2",23.655,25.316
NA,90.604,79.391,70.013,40,52.248,"J",41.573,"Class1",83.382,78.053
NA,89.195,82.151,70.042,16,64.267,"G",9.099,"Class3",50.306,32.203
24.194,94.558,77.952,51.004,16,16.51,"T",49.858,"Class3",52.93,41.065
6.753,84.402,57.462,48.778,28,31.263,"T",31.345,"Class3",55.102,23.831
50.484,57.555,74.184,14.379,59,21.432,"S",67.627,"Class5",41.514,12.769
66.099,92.892,62.758,59.409,41,38.137,"G",16.865,"Class3",50.307,63.27
51.212,59.028,54.093,62.832,53,15.961,"J",40.423,"Class1",83.58,64.061
44.486,41.643,66.607,4.54,84,27.817,"R",75.761,"Class5",59.167,13.558
NA,50.187,82.794,10.417,96,28.268,"R",63.077,"Class5",71.635,15.402
6.723,74.817,51.174,43.322,41,18.598,"D",55.952,"Class3",55.29,25.213
33.47,77.751,53.641,76.789,26,23.448,"J",16.343,"Class3",45.471,30.923
42.638,24.686,71.419,13.852,84,27.825,"R",62.157,"Class5",47.845,13.478
14.07,63.864,99.555,86.393,60,54.534,"K",30.356,"Class4",59.391,9.842
90.669,81.814,52.623,36.029,48,42.832,"J",40.496,"Class3",45.855,22.902
52.326,45.216,65.979,13.895,76,23.53,"D",66.899,"Class5",62.266,17.981
41.258,38.918,69.752,9.289,60,32.313,"R",74.523,"Class5",76.996,12.39
41.358,48.91,75.723,7.701,71,22.048,"S",73.961,"Class5",37.869,20.814
46.584,24.685,36.604,29.51,92,91.762,"R",57.006,"Class2",32.133,39.759
34.777,88.326,57.313,31.154,43,87.093,"A",43.965,"Class1",83.973,67.571
8.322,91.022,56.053,59.102,27,46.845,"A",12.418,"Class3",55.167,34.581
NA,24.624,51.898,69.94,90,91.746,"E",67.144,"Class2",31.77,47.086
16.768,63.081,90.06,40.586,35,46.556,"I",25.733,"Class4",71.199,21.252
39.995,26.675,29.01,43.753,93,91.868,"O",31.284,"Class2",25.569,NA
33.886,26.474,9.823,66.492,78,90.906,"X",64.77,"Class2",18.535,65.413
18.246,77.58,61.879,53.121,43,21.686,"A",24.19,"Class3",55.014,34.731
37.104,45.767,65.55,7.074,56,22.31,"D",87.96,"Class5",38.876,16.671
45.57,26.732,51.952,48.349,90,91.633,"O",32.584,"Class2",27.706,44.238
35.917,24.724,20.971,48.739,86,91.984,"E",57.364,"Class2",29.499,42.988
NA,24.04,81.5,12.044,77,27.311,"R",77.06,"Class5",46.985,9.419
NA,89.279,51.703,87.307,60,53.617,"J",41.581,"Class1",83.777,62.823
24.998,49.563,74.92,76.606,59,46.636,"I",40.159,"Class1",84.956,65.975
