"IGA1","DKY2","UXZ3","MBD4","HKC5","VHG6","IQM7","Output23","XVE8","UBW9","SZQ10","EUN11"
77.908,75.698,52.265,27,"U",81.866,21.411,"Class1","N",48.912,80.001,71.841
20.085,39.158,68.327,66,"W",35.287,61.781,"Class4","Y",71.95,28.983,22.965
21.701,49.098,53.581,76,"J",49.654,63.211,"Class4","N",72.911,54.805,38.247
41.115,97.062,10.082,20,"U",68.218,34.367,"Class2","F",68.769,30.695,66.974
21.332,36.683,50.857,41,"G",54.786,47.603,"Class4","M",70.823,54.962,36.31
32.603,76.304,45.644,42,"Q",7.305,82.152,"Class3","W",34.33,30.823,10.003
18.013,37.281,65.022,40,"U",37.884,39.652,"Class4","N",59.952,39.143,16.911
77.786,74.799,10.758,42,"T",11.66,88.333,"Class3","N",36.013,37.53,5.991
25.777,30.236,59.419,75,"U",33.148,38.316,"Class4","Y",69.396,53.615,48.262
22.045,35.969,68.089,67,"B",48.991,39.013,"Class4","J",63.291,30.828,40.314
24.57,31.861,54.956,45,"G",32.529,49.3,"Class4","N",53.373,57.096,44.21
23.384,31.107,73.083,64,"B",51.082,52.692,"Class4","J",45.12,40.817,50.475
75.743,86.413,76.22,41,"H",39.37,20.709,"Class1","C",40.686,80.496,70.917
21.963,80.76,51.095,43,"Q",7.487,86.303,"Class3","W",31.298,38.02,15.651
34.55,92.89,49.663,31,"S",99.127,56.604,"Class2","G",-16.684,30.688,69.621
75.429,78.893,70.878,57,"O",91.691,24.911,"Class1","O",41.261,79.012,72.72
33.705,93.462,45.74,27,"H",80.827,58.083,"Class2","G",0.594,30.585,90.925
30.647,77.934,70.202,47,"I",10.42,96.043,"Class3","W",28.167,41.467,9.178
75.694,79.191,76.528,77,"E",68.729,22.888,"Class1","C",42.987,79.263,70.021
19.143,39.206,51.293,43,"B",38.508,27.181,"Class4","Y",44.681,43.612,18.552
76.019,80.003,32.904,58,"U",56.701,26.404,"Class1","C",17.817,79.517,71.301
33.414,88.358,47.313,28,"P",91.987,39.162,"Class2","D",26.151,30.803,91.523
18.726,33.137,66.997,58,"U",51.362,45.588,"Class4","M",51.131,38.267,17.836
NA,83.129,57.123,49,"H",43.628,23.408,"Class1","C",56.795,80.322,71.993
20.282,44.554,58.645,36,"J",51.752,62.147,"Class4","N",73.08,53.385,15.059
76.874,80.791,79.487,69,"U",62.103,24.347,"Class1","N",31.937,80.844,70.132
75.225,79.857,83.639,44,"E",46.603,24.684,"Class1","Q",68.954,80.131,72.816
24.767,32.648,51.508,73,"W",37.281,57.128,"Class4","E",46.076,29.427,14.867
NA,98.663,45.352,25,"P",63.602,31.605,"Class2","F",58.56,30.217,60.106
77.97,79.469,30.963,60,"O",93.442,22.676,"Class1","C",37.558,79.349,70.642
23.147,31.013,65.338,38,"B",50.142,40.346,"Class4","N",40.351,32.094,32.903
47.635,80.954,20.384,16,"S",99.766,54.447,"Class2","G",59.916,30.196,51.283
65.416,85.188,57.732,50,"I",7.364,84.669,"Class3","H",30.33,37.232,16.762
25.624,35.289,55.492,67,"W",46.57,19.775,"Class4","Y",60.504,55.531,44.536
75.004,82.194,63.272,77,"T",82.759,26.009,"Class1","Q",30.804,80.677,70.014
76.381,74.428,77.963,81,"O",40.891,23.103,"Class1","N",43.939,79.776,72.879
28.607,95.307,74.4,12,"S",69.156,50.4,"Class2","F",43.529,30.94,97.032
29.99,88.403,68.626,10,"P",52.647,18.309,"Class2","W",54.209,30.629,62.724
64.77,87.986,33.62,48,"I",NA,89.985,"Class3","F",33.453,39.82,12.289
60.274,88.108,1.432,49,"T",8.668,81.509,"Class3","F",28.247,38.154,9.106
77.465,83.394,67.951,54,"T",87.292,22.24,"Class1","Q",51.541,79.496,70.165
68.643,86.447,53.335,44,"T",10.617,89.395,"Class3","Y",28.495,31.806,10.92
42.212,96.533,91.988,27,"S",NA,-2.263,"Class2","F",25.712,30.399,67.003
76.696,82.675,71.07,72,"H",46.221,26.335,"Class1","Q",63.225,80.901,70.074
52.304,82.371,56.107,43,"Q",11.352,83.982,"Class3","Y",37.496,35.439,12.278
53.585,85.702,14.765,50,"Q",7.893,84.309,"Class3","F",28.357,42.081,5.373
76.364,83.278,59.993,76,"E",42.579,25.785,"Class1","O",30.92,80.228,71.858
32.583,84.33,43.006,44,"P",NA,89.668,"Class3","H",27.198,33.983,15.016
24.95,43.722,65.6,40,"W",49.066,29.497,"Class4","Y",64.07,59.243,45.993
77.621,82.276,68.807,78,"T",92.74,26.964,"Class1","Q",36.44,79.284,71.003
39.031,91.646,48.693,11,"H",92.454,4.862,"Class2","G",68.585,30.799,60.071
18.945,34.069,68.197,67,"B",40.89,29.64,"Class4","M",84.289,40.036,23.048
75.282,85.302,64.647,46,"U",83.758,25.585,"Class1","Q",33.892,80.168,70.419
76.664,78.945,35.725,64,"T",49.021,27.063,"Class1","V",66.227,80.394,70.039
NA,84.853,19.941,67,"T",58.169,23.001,"Class1","C",31.916,79.403,70.241
76.566,77.207,73.88,70,"T",68.798,22.44,"Class1","V",47.806,79.81,70.663
44.755,89.627,51.334,14,"P",71.057,10.511,"Class2","G",76.694,30.195,97.112
37.022,93.024,48.966,22,"D",75.013,34.571,"Class2","W",42.671,30.517,52.613
46.501,76.592,10.347,42,"Q",8.278,83.755,"Class3","Y",34.819,37.969,5.2
77.746,74.471,76.531,78,"T",57.383,23.614,"Class1","N",70.605,79.112,71.996
23.899,36.483,59.985,67,"J",42.16,46.635,"Class4","M",50.588,29.547,52.98
56.747,86.204,93.791,43,"V",9.634,87.208,"Class3","N",31.346,39.084,17.154
53.39,80.996,49.012,44,"Q",13.156,83.137,"Class3","Y",28.687,32.983,10.459
37.652,87.93,26.498,50,"Q",9.805,77.726,"Class3","W",32.342,38.887,13.96
75.89,82.508,63.162,37,"E",62.575,24.967,"Class1","V",66.392,80.928,70.691
77.464,71.182,57.45,31,"E",43.066,25.452,"Class1","C",54.796,79.878,71.009
83.041,81.682,79.463,45,"T",8.381,87.745,"Class3","Y",32.975,36.981,8.974
34.697,92.607,35.083,11,"U",63.073,76.905,"Class2","R",81.654,30.169,59.712
76.444,79.443,56.405,25,"H",60.693,23.134,"Class1","O",42.383,80.739,72.563
19.288,36.636,60.106,50,"G",53.384,29.893,"Class4","N",63.367,37.85,48.725
35.762,90.246,39.636,30,"S",61.913,21.394,"Class2","D",62.599,30.544,78.422
24.371,41.243,74.732,64,"J",52.79,59.263,"Class4","Y",58.667,43.006,28.981
76.829,84.402,71.539,33,"E",58.742,26.619,"Class1","Q",63.387,80.322,72.827
75.508,81.696,42.514,78,"O",92.193,25.151,"Class1","Q",51.953,80.395,70.598
21.535,34.489,60.185,42,"U",41.439,12.352,"Class4","M",54.64,58.568,15.681
31.976,94.877,29.241,29,"P",80.964,10.902,"Class2","F",39.858,30.411,75.83
19.104,26.108,53.217,54,"U",42.782,33.33,"Class4","E",59.763,49.118,37.967
53.861,85.577,31.615,44,"P",8.82,83.569,"Class3","H",35.427,42.732,11.544
76.966,84.319,43.261,38,"T",50.202,21.88,"Class1","O",21.563,79.99,72.462
22.747,87.935,60.185,49,"V",12.336,84.914,"Class3","Y",37.183,39.547,3.196
71.382,85.509,62.334,48,"I",10.898,87.563,"Class3","Y",35.353,33.538,9.864
21.803,43.715,63.85,72,"W",30.701,40.698,"Class4","J",58.692,31.951,39.15
27.048,83.645,59.618,44,"I",8.566,91.331,"Class3","F",31.872,35.939,10.356
76.129,74.494,48.319,34,"U",78.568,22.396,"Class1","O",25.479,79.598,71.666
29.53,89.834,16.619,15,"D",78.451,25.292,"Class2","F",70.919,30.322,64.971
48.64,103.158,14.04,11,"D",63.808,19.685,"Class2","R",17.99,30.509,81.363
35.333,94.123,32.439,14,"P",75.658,6.937,"Class2","W",35.038,30.878,96.394
22.316,32.229,57.469,47,"W",31.776,23.086,"Class4","J",33.244,49.174,28.894
75.105,79.958,74.388,41,"T",45.473,21.651,"Class1","Q",17.323,80.975,70.598
75.186,85.145,70.238,40,"H",44.813,23.907,"Class1","C",31.807,80.408,70.193
NA,77.1,59.791,47,"T",13.326,88.792,"Class3","W",31.092,30.908,21.107
76.287,78.469,52.426,41,"O",53.087,26.325,"Class1","N",21.727,80.457,70.086
29.902,91.252,22.805,24,"P",78.287,68.588,"Class2","F",56.358,30.62,67.507
77.568,77.18,48.205,68,"E",81.642,24.548,"Class1","O",41.276,79.265,72.376
28.687,95.473,32.33,32,"D",67.741,41.916,"Class2","W",6.557,30.51,54.102
77.977,73.796,85.955,27,"U",66.682,23.267,"Class1","N",62.459,79.286,70.386
23.104,43.656,60.302,28,"W",31.283,41.415,"Class4","E",56.37,42.842,23.612
40.396,99.18,79.239,27,"U",83.981,23.823,"Class2","W",41.122,30.117,96.554
21.335,30.199,56.452,79,"G",NA,30.535,"Class4","N",75.481,37.751,39.273
77.031,84.594,50.349,41,"U",57.379,24.106,"Class1","Q",22.458,80.116,70.414
75.669,84.135,49.892,46,"H",47.69,21.106,"Class1","C",20.005,80.997,70.776
23.999,35.578,70.29,70,"J",30.558,31.138,"Class4","E",69.395,36.11,27.881
26.655,88.391,43.474,45,"I",12.421,86.141,"Class3","H",31.289,36.354,9.823
75.674,82.114,69.835,90,"E",68.044,23.261,"Class1","V",66.427,79.928,72.023
72.225,75.819,85.928,48,"Q",9.887,94.242,"Class3","N",32.082,31.075,18.242
23.203,34.666,45.853,77,"U",36.19,36.482,"Class4","M",47.301,58.393,14.863
18.151,30.214,52.439,61,"G",50.896,45.443,"Class4","N",66.164,31.944,25.525
22.19,43.659,48.179,79,"W",54.15,22.393,"Class4","J",57.024,28.557,47.857
40.27,94.78,36.583,26,"S",95.48,23.334,"Class2","W",45.464,30.99,61.378
66.946,82.958,31.363,48,"I",11.958,84.443,"Class3","Y",29.02,39.385,15.44
45.201,90.594,55.703,31,"U",56.954,11.472,"Class2","R",25.422,30.126,86.603
66.361,86.062,43.472,47,"I",8.903,81.288,"Class3","W",33.403,41.032,13.351
74.313,84.378,62.246,45,"T",7.85,88.971,"Class3","F",32.467,40.168,21.098
75.267,87.301,26.71,43,"E",92.985,23.257,"Class1","C",37.643,79.328,71.096
74.35,77.509,70.812,42,"Q",13.434,82.458,"Class3","N",35.227,35.046,5.203
76.705,70.977,76.013,67,"H",54.451,26.584,"Class1","N",59.255,79.888,70.807
34.832,90.619,53.27,17,"H",70.997,72.26,"Class2","G",47.163,30.449,95.987
NA,86.081,69.381,53,"O",NA,23.021,"Class1","C",49.4,80.975,70.518
22.854,43.172,56.282,67,"W",35.551,51.496,"Class4","Y",38.911,29.905,42.743
77.54,76.366,58.659,40,"E",71.694,23.42,"Class1","V",51.514,79.102,70.108
23.566,43.107,48.79,33,"U",47.913,37.843,"Class4","E",55.155,37.654,48.056
21.672,32.323,58.046,36,"J",36.801,59.874,"Class4","M",75.367,31.093,37.176
23.067,26.151,49.506,53,"J",54.478,47.629,"Class4","M",67.527,43.923,45.294
20.777,79.944,54.205,49,"Q",11.654,89.983,"Class3","F",32.49,33.94,18.988
20.138,27.818,51.963,60,"B",44.37,46.806,"Class4","M",71.266,44.699,16.667
36.806,92.869,88.556,9,"H",63.136,12.007,"Class2","W",53.435,30.49,77.033
28.307,93.276,53.586,18,"P",60.853,28.078,"Class2","D",26.256,30.302,65.353
75.709,75.764,86.186,59,"T",69.471,23.888,"Class1","C",45.74,80.683,71.426
77.547,85.991,43.411,88,"U",62.717,21.018,"Class1","N",40.127,79.356,71.877
23.287,35.805,51.82,50,"W",46.201,25.188,"Class4","M",65.779,40.443,26.097
26.964,77.89,63.568,50,"V",12.831,84.279,"Class3","F",33.52,35.457,11.642
76.951,85.739,74.829,70,"U",84.255,24.628,"Class1","N",26.196,79.364,71.401
73.489,84.006,24.359,43,"P",10.85,81.676,"Class3","H",30.931,37.434,16.512
75.932,87.213,26.245,91,"O",39.873,24.225,"Class1","Q",75.017,79.778,72.543
26.113,91.675,68.902,23,"D",52.047,68.534,"Class2","D",36.707,30.731,95.909
77.067,74.827,47.618,84,"E",46.073,22.565,"Class1","V",48.611,80.682,71.052
75.835,80.861,54.379,51,"U",46.834,19.899,"Class1","N",32.176,79.045,70.73
23.023,29.244,60.549,34,"J",NA,55.638,"Class4","N",46.322,43.571,35.906
27.46,98.207,42.365,18,"D",76.738,-23.539,"Class2","F",64.625,30.422,63.332
77.621,74.8,97.219,75,"O",85.902,22.889,"Class1","V",62.285,79.304,72.335
22.76,81.58,57.665,42,"P",11.071,83.546,"Class3","Y",32.636,34.7,13.502
22.173,31.499,45.341,65,"U",39.902,71.554,"Class4","N",37.673,37.031,24.294
76.176,90.123,11.919,49,"I",10.826,85.251,"Class3","Y",31.244,32.892,9.909
38.505,89.776,68.236,18,"H",69.666,38.841,"Class2","R",32.88,30.8,59.779
48.413,96.603,93.745,13,"D",87.287,28.71,"Class2","D",62.384,30.856,94.903
20.638,33.031,61.503,51,"B",44.448,28.713,"Class4","E",74.525,45.41,27.749
77.554,81.503,62.397,57,"U",54.406,25.483,"Class1","O",63.805,80.022,72.224
22,27.899,57.096,51,"B",33.907,24.261,"Class4","J",72.177,45.775,29.569
67.408,76.383,60.084,48,"T",11.659,87.579,"Class3","Y",28.428,30.426,19.398
18.105,40.53,61.617,47,"U",40.317,25.621,"Class4","E",54.862,43.485,33.382
76.641,82.001,54.049,47,"E",87.282,18.864,"Class1","O",33.984,79.69,71.998
23.729,43.885,52.06,30,"U",48.445,58.763,"Class4","M",70.347,50.267,46.459
76.185,79.408,64.888,65,"H",91.468,27.129,"Class1","O",70.697,79.751,71.549
21.216,33.11,47.63,46,"J",32.387,52.132,"Class4","M",59.81,29.496,15.416
76.426,85.903,19.794,45,"T",11.409,85.277,"Class3","F",29.745,41.189,15.927
43.549,90.622,56.479,12,"H",73.498,14.099,"Class2","D",34.093,30.803,76.332
39.681,90.232,21.679,34,"P",79.453,29.156,"Class2","G",84.459,30.918,49.743
76.136,80.831,24.632,73,"T",61.28,25.921,"Class1","O",51.339,80.934,70.462
20.264,40.792,59.415,50,"G",39.86,58.554,"Class4","E",57.828,42.926,26.251
77.251,79.865,85.486,50,"O",83.1,23.39,"Class1","C",14.771,79.016,70.507
31.752,80.307,45.299,44,"I",11.856,83.378,"Class3","F",28.141,35.885,19.312
77.249,83.155,74.227,44,"T",64.103,21.886,"Class1","N",18.268,79.445,72.117
50.064,93.245,90.845,22,"U",83.218,58.489,"Class2","R",37.121,30.041,63.959
42.675,74.269,50.15,47,"Q",13.155,84.291,"Class3","Y",27.84,38.11,10.946
57.601,89.456,37.602,46,"Q",7.099,88.307,"Class3","F",31.944,42.197,8.722
76.99,77.963,74.43,65,"E",44.588,25.313,"Class1","C",50.094,79.287,72.915
75.815,79.904,58.404,48,"U",60.077,25.736,"Class1","N",26.068,79.499,71.725
75.161,76.992,67.286,81,"H",76.191,21.832,"Class1","O",39.272,79.982,70.914
33.606,76.632,38.07,48,"Q",7.43,86.529,"Class3","H",34.333,39.132,16.392
47.546,91.351,52.922,34,"U",80.051,51.232,"Class2","R",63.548,30.118,94.528
54.127,84.738,42.684,49,"V",13.744,84.458,"Class3","Y",36.329,33.136,4.687
21.694,26.517,65.255,76,"W",35.281,26.313,"Class4","J",68.062,46.269,45.484
77.545,85.083,124.465,24,"U",44.025,23.844,"Class1","O",39.174,80.323,71.777
42.269,96.058,57.298,11,"H",NA,33.083,"Class2","F",32.833,30.897,62.103
32.321,91.564,68.72,22,"D",92.804,33.935,"Class2","G",53.239,30.087,63.678
75.102,79.865,58.333,74,"E",77.199,23.74,"Class1","V",47.577,80.973,71.278
76.164,76.281,56.496,71,"O",83.555,22.172,"Class1","Q",33.735,80.863,72.322
77.346,75.721,58.808,69,"E",40.693,26.534,"Class1","N",45.278,79.895,71.604
25.888,45.325,69.388,79,"U",41.047,72.71,"Class4","M",60.338,41.213,49.497
21.782,28.35,53.933,72,"U",47.111,49.049,"Class4","E",34.455,56.445,22.187
49.741,93.475,66.844,33,"P",94.262,77.523,"Class2","F",45.007,30.641,55.923
25.676,79.274,19.204,46,"I",10.17,78.245,"Class3","W",30.155,39.151,10.57
18.522,31.769,63.444,53,"W",34.501,18.673,"Class4","N",47.434,43.272,18.268
23.302,32.651,57.275,71,"J",32.688,61.149,"Class4","N",64.247,37.821,46.694
43.095,86.897,66.574,16,"S",96.72,24.367,"Class2","F",58.641,30.995,88.637
42.461,92.871,58.995,32,"S",59.72,11.424,"Class2","G",13.75,30.276,71.31
27.516,93.101,39.069,33,"P",90.979,36.48,"Class2","G",70.862,30.264,61.567
NA,100.12,55.053,19,"H",91.06,35.331,"Class2","F",53.948,30.522,79.162
21.06,24.632,40.419,75,"B",49.197,45.315,"Class4","J",54.753,34.033,19.329
19.611,37.506,64.243,69,"G",29.044,64.039,"Class4","E",39.759,29.615,40.726
24.926,29.198,76.405,75,"G",29.409,41.308,"Class4","Y",47.463,36.018,39.971
77.259,77.872,50.083,49,"T",47.299,24.189,"Class1","V",43.19,79.557,71.778
76.383,86.847,89.952,77,"T",80.027,21.842,"Class1","Q",54.085,79.405,70.694
32.261,89.019,62.697,24,"H",69.514,16.936,"Class2","W",27.216,30.096,57.577
43.469,82.415,51.239,42,"T",13.966,87.972,"Class3","F",31.282,35.875,18.187
24.888,31.634,75.523,53,"U",54.275,20.259,"Class4","E",67.825,36.26,32.166
76.011,82.17,71.106,49,"E",63.537,25.431,"Class1","C",76.299,79.144,72.08
37.189,82.447,26.636,45,"Q",13.843,88.561,"Class3","N",30.935,32.872,5.063
NA,83.021,35.669,49,"U",58.82,25.506,"Class1","O",60.476,79.361,72.097
21.503,34.503,62.583,61,"W",39.427,16.099,"Class4","Y",63.066,38.45,29.692
75.43,79.529,69.593,52,"E",49.462,20.531,"Class1","N",43.918,79.628,71.687
75.53,78.435,48.023,57,"H",61.368,26.758,"Class1","N",48.746,80.269,72.497
29.34,87.17,37.676,33,"S",60.089,17.275,"Class2","F",11.572,30.764,68.14
NA,83.185,73.691,37,"H",70.545,24.291,"Class1","V",84.629,80.088,70.373
NA,77.904,60.594,42,"P",12.118,90.61,"Class3","H",32.058,39.597,12.387
63.824,82.928,41.399,44,"V",10.524,87.752,"Class3","Y",31.705,36.124,13.511
33.085,77.034,58.502,49,"T",7.305,90.029,"Class3","Y",34.597,34.107,3.565
77.303,84.992,71.747,26,"O",76.58,23.595,"Class1","Q",44.524,79.394,72.493
26.176,92.921,83.444,33,"H",79.391,50.979,"Class2","D",37.695,30.467,93.545
21.596,27.185,58.409,28,"J",39.807,51.531,"Class4","J",59.995,51.102,36.04
77.632,82.307,41.1,67,"H",68.178,25.104,"Class1","C",18.774,80.804,71.831
30.978,92.186,76.688,30,"P",70.836,29.755,"Class2","R",27.776,30.154,55.573
68.378,83.463,53.796,44,"P",11.395,88.723,"Class3","F",32.555,37.166,15.847
75.395,85.922,61.995,55,"E",77.198,25.566,"Class1","V",28.023,80.094,72.207
25.556,84.297,31.58,42,"I",8.823,85.216,"Class3","H",35.226,31.168,5.818
35.692,95.234,15.085,16,"H",49.19,74.906,"Class2","F",82.043,30.524,66.757
24.603,30.276,55.117,75,"B",52.374,20.508,"Class4","Y",65.322,43.826,29.976
60.807,93.059,75.525,47,"T",13.11,84.045,"Class3","N",31.538,42.75,16.55
33.488,87.274,52.728,18,"S",80.656,50.192,"Class2","W",-6.577,30.139,90.774
66.043,81.674,52.255,42,"T",8.27,92.465,"Class3","H",31.134,37.259,9.658
77.459,68.701,59.613,64,"H",41.169,23.676,"Class1","V",33.204,79.394,71.061
19.418,44.348,57.022,53,"B",41.661,70.15,"Class4","J",49.501,46.284,17.199
45.467,92.578,69.248,29,"D",51.298,35.724,"Class2","F",48.775,30.611,58.302
44.828,92.349,60.346,25,"U",67.178,46.123,"Class2","G",22.161,30.057,52.342
NA,79.705,79.911,79,"T",50.082,21.82,"Class1","C",46.989,79.683,70.834
34.587,96.923,61.234,10,"S",85.364,33.546,"Class2","R",82.609,30.624,52.991
19.108,31.339,59.825,44,"G",29.215,39.288,"Class4","Y",43.187,42.865,20.858
NA,96.3,28.193,22,"D",81.557,57.713,"Class2","W",-14.904,30.89,72.029
60.452,85.32,73.236,45,"V",9.505,85.365,"Class3","N",30.898,41.485,7.98
37.762,91.544,29.365,27,"U",68.608,67.212,"Class2","G",52.628,30.501,91.078
30.884,92.826,48.179,19,"U",66.695,-2.204,"Class2","F",28.899,30.464,56.761
25.05,32.362,64.027,66,"U",38.644,74.197,"Class4","M",71.365,53.073,23.293
25.54,37.989,64.151,78,"G",47.876,61.773,"Class4","E",32.207,41.326,38.192
18.147,45.468,72.145,57,"G",36.841,39.899,"Class4","Y",48.71,47.879,52.416
76.271,79.092,70.731,49,"T",87.306,21.887,"Class1","O",31.418,80.202,72.143
49.78,92.774,62.877,22,"H",74.581,70.456,"Class2","W",-29.845,30.495,83.653
75.223,79.348,63.718,27,"O",51.665,23.572,"Class1","O",45.617,80.706,72.123
76.261,74.642,78.575,39,"H",64.888,24.225,"Class1","C",55.951,79.589,71.554
22.388,39.533,68.35,62,"J",NA,46.54,"Class4","Y",75.694,41.326,42.034
23.72,38.461,56.669,53,"G",35.259,64.246,"Class4","E",57.602,56.293,38.566
29.85,87.041,44.879,32,"U",64.436,47.011,"Class2","R",74.354,30.455,73.423
NA,82.71,50.921,84,"O",66.312,23.241,"Class1","C",60.278,79.571,71.677
36.005,78.15,4.038,46,"V",8.719,84.285,"Class3","W",33.682,33.982,10.108
75.227,79.233,49.001,49,"U",77.305,22.875,"Class1","O",57.108,79.522,72.208
28.426,82.676,28.646,42,"T",7.956,87.333,"Class3","Y",30.77,36.168,4.397
28.643,89.682,63.715,34,"H",47.85,70.141,"Class2","W",89.132,30.197,76.571
24.515,45.548,41.226,50,"U",50.981,46.724,"Class4","J",53.174,54.477,45.293
75.06,81.973,67.655,38,"O",93.693,24.479,"Class1","O",43.768,80.95,71.404
50.786,81.226,73.707,49,"I",11.318,92.63,"Class3","N",32.158,41.072,5.951
23.592,33.136,47.99,52,"G",35.733,20.622,"Class4","N",56.344,40.31,16.548
25.544,49.42,45.162,63,"U",37.869,62.505,"Class4","E",58.314,51.566,22.276
31.246,97.856,19.083,11,"H",91.424,37.68,"Class2","W",75.069,30.891,71.212
38.283,87.268,29.872,42,"V",12.008,87.494,"Class3","F",30.283,34.442,20.222
76.854,74.997,70.442,95,"O",57.479,27.409,"Class1","O",39.364,79.046,71.543
23.383,76.607,53.249,49,"P",13.138,75.233,"Class3","H",27.351,36.344,17.497
19.148,39.296,58.344,53,"U",29.341,52.83,"Class4","M",56.059,55.963,41.243
76.696,80.196,61.769,42,"O",74.869,23.068,"Class1","Q",33.524,79.544,71.482
76.117,73.019,71.3,64,"E",45.937,25.767,"Class1","V",43.457,79.882,71.016
20.487,26.122,63.133,49,"J",53.237,17.013,"Class4","E",47.685,43.085,32.545
24.855,84.997,57.217,46,"V",11.503,86.12,"Class3","N",36.695,31.257,18.684
76.35,81.368,61.825,33,"O",46.586,24.792,"Class1","V",64.026,79.367,72.784
75.896,82.478,63.886,50,"E",57.321,26.137,"Class1","V",39.858,79.327,70.894
19.92,41.952,44.545,63,"U",46.385,22.091,"Class4","J",61.453,41.34,32.003
25.116,81.773,22.84,46,"I",12.072,92.203,"Class3","F",32.101,41.795,19.544
48.948,85.803,59.375,30,"U",48.793,9.286,"Class2","R",42.844,30.407,70.975
66.94,85.325,56.336,50,"V",10.568,87.56,"Class3","F",33.764,35.939,16.364
77.564,74.45,68.652,70,"U",76.77,25.26,"Class1","V",61.957,80.928,70.978
25.543,22.224,60.427,62,"G",46.102,66.94,"Class4","Y",67.821,38.692,49.525
NA,34.551,51.711,29,"B",41.676,41.702,"Class4","M",57.114,55.604,25.638
25.218,52.28,61.823,64,"G",43.211,62.394,"Class4","Y",53.132,50.27,14.742
30.572,90.045,70.152,17,"H",60.378,40.305,"Class2","D",39.263,30.432,86.77
18.666,37.969,67.791,54,"U",38.984,31.242,"Class4","M",55.951,53.442,30.845
46.782,96.614,42.753,12,"S",81.314,62.49,"Class2","D",47.694,30.813,84.917
77.58,77.245,93.552,78,"U",66.686,21.759,"Class1","Q",36.774,79.905,71.082
22.488,27.177,61.083,68,"B",51.3,46.215,"Class4","M",72.65,58.408,38.476
76.989,82.627,47.654,79,"H",91.681,24.845,"Class1","C",65.711,79.258,72.079
30.065,96.886,39.747,9,"D",78.869,16.254,"Class2","R",-7.083,30.706,54.45
23.822,31.705,61.044,62,"J",39.49,47.346,"Class4","J",67.909,55.674,52.159
NA,89.818,75.762,18,"S",82.582,71.777,"Class2","F",2.25,30.035,70.919
79.862,76.659,93.749,47,"V",11.381,82.748,"Class3","N",33.41,42.516,11.766
18.2,39.289,56.882,72,"U",37.174,13.403,"Class4","E",43.412,52.263,27.832
77.43,81.349,62.841,63,"T",79.434,24.963,"Class1","C",58.47,79.695,70.057
75.63,82.407,74.219,26,"T",65.681,22.85,"Class1","N",34.846,80.808,72.69
29.356,94.324,49.949,18,"D",62.976,20.355,"Class2","G",107.805,30.337,49.92
53.462,78.838,51.83,46,"P",12.213,86.264,"Class3","N",31.868,40.543,5.565
25.418,30.599,63.01,63,"U",52.138,49.915,"Class4","N",82.835,42.341,26.694
30.644,93.111,31.421,31,"D",NA,55.017,"Class2","F",68.682,30.2,56.034
28.918,92.555,51.219,34,"H",96.4,20.529,"Class2","R",11.745,30.895,75.752
32.485,91.746,59.028,14,"H",96.082,73.982,"Class2","W",28.094,30.524,91.575
33.346,90.215,42.975,23,"P",76.98,11.742,"Class2","F",38.826,30.906,56.451
75.833,83.198,41.345,50,"U",61.782,20.595,"Class1","V",35.317,80.849,71.419
23.672,86.901,44.014,49,"P",12.338,85.656,"Class3","F",35.527,40.823,3.597
43.796,98.356,79.579,32,"U",95.791,7.415,"Class2","D",70.145,30.069,85.547
21.308,38.32,63.954,66,"W",28.339,53.674,"Class4","M",59.707,54.734,27.386
48.972,86.25,27.457,42,"T",7.319,83.412,"Class3","Y",29.884,38.16,10.921
NA,79.512,30.085,44,"U",47.34,27.328,"Class1","Q",32.871,79.358,71.39
36.555,93.931,50.998,24,"U",65.605,70.399,"Class2","W",3.807,30.227,96.743
NA,81.098,65.819,51,"H",63.176,21.908,"Class1","O",35.54,79.2,70.307
27.943,97.521,50.973,23,"U",89.475,14.646,"Class2","R",54.915,30.378,51.601
77.397,80.604,62.221,57,"U",55.578,23.015,"Class1","N",37.628,79.46,72.29
23.817,38.232,59.383,30,"W",35.907,27.932,"Class4","N",70.88,59.183,20.782
25.048,29.859,43.121,78,"J",50.562,38.224,"Class4","J",69.903,56.282,36.795
77.679,84.363,79.615,46,"E",70.395,26.199,"Class1","C",60.29,79.06,71.539
35.939,78.389,57.303,43,"P",12.18,84.544,"Class3","H",29.876,42.119,6.421
35.679,91.767,36.636,25,"D",77.675,67.983,"Class2","G",66.672,30.219,84.638
25.411,26.096,54.603,77,"U",44.984,45.61,"Class4","N",66.71,53.344,48.066
20.111,38.562,52.403,39,"U",38.364,23.072,"Class4","J",75.662,39.503,13.02
23.582,38.614,44.442,75,"B",48.782,49.071,"Class4","E",62.471,57.623,49.673
75.78,88.027,52.608,36,"H",87.573,24.587,"Class1","V",37.549,79.109,70.385
75.947,73.013,47.141,39,"E",62.641,22.431,"Class1","O",31.12,79.126,72.335
76.153,80.625,65.839,33,"H",45.329,24.109,"Class1","N",68.106,79.166,72.901
24.925,33.446,53.863,64,"B",53.141,54.274,"Class4","E",66.16,49.871,28.073
18.004,39.431,59.72,49,"U",45.744,56.226,"Class4","E",69.295,28.86,23.12
77.401,78.515,59.594,42,"P",13.715,88.784,"Class3","Y",31.631,33.468,5.106
19.138,40.372,52.96,40,"J",NA,47.175,"Class4","J",37.788,40.397,35.244
