"SDK1","URA2","SEY3","CEO4","PFR5","BEK6","LGB7","BZS8","Output26","PTE9","KPA10","CID11"
51.453,"I",48.905,20,24.746,27.841,16.475,111.791,"Class2",51.355,20,44.475
69.66,"R",65.137,57,32.166,54.011,22.019,38.273,"Class4",39.96,50,48.752
64.171,"I",65.066,65,35.81,16.719,40.248,22.989,"Class4",33.223,30,47.072
53.228,"J",29.387,58,61.284,53.733,57.059,77.04,"Class3",44.965,33,60.43
88.222,"K",16.781,47,NA,48.539,51.348,79.416,"Class3",38.123,32,91.398
77.624,"J",-8.418,54,39.378,44.15,39.657,73.34,"Class3",59.999,32,58.82
31.101,"O",37.113,29,37.181,36.473,69.367,62.809,"Class1",29.452,59,30.817
65.667,"I",65.431,76,19.969,70.151,36.596,19.322,"Class4",59.608,32,45.998
23.72,"A",37.62,50,28.041,19.69,24.664,63.689,"Class1",42.684,NA,66.077
49.526,"P",63.639,51,25.178,24.783,16.758,63.605,"Class2",46.107,59,40.023
53.057,"Q",33.146,51,70.297,49.003,47.073,73.572,"Class3",22.088,29,94.173
48.646,"Q",43.327,52,42.243,52.623,66.756,74.428,"Class3",56.544,29,58.958
50.286,"V",73.553,50,24.595,43.196,27.041,66.368,"Class2",50.757,14,40.598
65.178,"R",65.5,60,59.265,18.399,12.532,21.365,"Class4",59.948,49,48.366
23.413,"O",24.973,53,27.9,43.061,30.449,47.419,"Class1",47.647,66,76.278
50.393,"T",58.318,37,25.101,18.592,7.681,91.072,"Class2",49.519,6,47.709
76.776,"I",48.902,47,44.504,50.314,47.778,71.76,"Class3",28.249,34,75.454
27.024,"C",35.197,50,37.731,1.026,67.263,71.888,"Class1",30.594,61,74.142
68.981,"V",64.575,53,17.705,6.094,47.555,28.166,"Class4",61.04,47,42.923
51.52,"E",21.915,30,26.52,17.22,17.919,77.687,"Class2",45.277,57,45.111
64.445,"I",65.244,64,-9.986,55.893,37.969,29.292,"Class4",62.222,31,46.959
51.041,"P",58.867,53,24.425,47.544,4.077,86.427,"Class2",54.2,NA,48.18
50.365,"T",60.127,54,23.853,41.161,23.478,82.612,"Class2",56.092,49,39.387
69.448,"C",57.152,57,50.98,48.57,52.38,74.545,"Class3",52,32,65.522
77.461,"Q",17.423,54,41.905,44.488,58.489,75.943,"Class3",57.713,36,99.503
70.739,"K",57.664,55,43.386,48.453,62.721,77.867,"Class3",44.144,36,87.306
48.195,"I",41.425,52,58.977,51.352,65.865,76.436,"Class3",43.747,33,73.689
52.315,"E",39.7,18,22.401,25.713,9.605,97.942,"Class2",56.52,20,44.769
65.892,"R",65.471,59,27.202,15.815,15.021,30.893,"Class4",73.019,31,42.309
80.489,"C",20.066,49,55.231,46.215,58.673,75.158,"Class3",39.196,32,86.311
74.852,"Q",-3.447,47,50.314,50.122,51.349,78.83,"Class3",32.598,36,95.863
62.633,"V",65.257,59,15.293,49.388,23.806,40.388,"Class4",70.74,43,46.629
70.458,"X",65.249,69,35.099,13.622,15.168,31.585,"Class4",75.083,38,48.117
60.188,"K",32.851,47,54.358,51.674,63.844,77.582,"Class3",34.053,31,99.909
48.972,"T",28.823,64,23.629,31.684,23.139,71.546,"Class2",58.188,22,46.338
72.494,"I",27.465,55,49.044,49.17,42.414,75.761,"Class3",54.67,32,87.329
52.965,"I",36.962,49,16.963,45.055,66.186,75.675,"Class3",26.263,29,85.865
30.424,"O",24.85,42,26.226,11.783,66.985,69.203,"Class1",34.694,62,48.629
52.408,"J",80.252,51,55.848,49.198,73.995,78.257,"Class3",47.067,36,59.248
26.749,"O",23.961,42,13.324,56.126,45.344,75.49,"Class1",45.612,70,33.091
65.684,"C",25.759,50,62.312,47.685,61.271,78.5,"Class3",33.649,28,73.032
57.068,"C",35.123,50,43.194,44.397,60.337,75.351,"Class3",56.578,34,69.884
34.059,"O",49.594,34,27.888,20.297,67.193,65.948,"Class1",8.634,69,35.634
49.342,"P",42.577,40,24.9,29.872,31.28,94.231,"Class2",56.276,52,39.228
68.336,"L",65.18,65,NA,16.318,40.987,29.383,"Class4",38.679,49,48.841
50.778,"P",68.057,66,25.287,43.879,24.693,46.429,"Class2",53.819,49,41.734
24.874,"A",27.775,53,20.039,19.087,79.054,46.482,"Class1",32.62,59,40.999
41.083,"C",52.824,57,31.913,43.325,59.79,76.509,"Class3",36.867,28,67.297
49.252,"P",63.083,68,24.664,27.633,10.094,85.233,"Class2",55.991,15,45.363
20.042,"O",38.015,33,22.774,22.502,16.2,68.417,"Class1",15.969,57,59.35
49.99,"P",94.842,28,23.672,36.895,21.075,102.204,"Class2",56.723,43,41.54
27.524,"C",35.972,48,29.167,54.041,68.117,64.369,"Class1",18.811,62,65.747
30.388,"A",35.661,51,38.962,31.508,35.737,71.775,"Class1",27.635,68,58.271
63.234,"C",48.088,50,49.474,48.856,76.788,75.978,"Class3",25.27,31,82.873
30.891,"Z",38.398,30,35.093,35.046,38.906,47.368,"Class1",31.527,57,32.628
64.651,"C",35.44,51,46.836,48.792,41.831,77.861,"Class3",32.321,28,93.409
59.643,"I",6.288,48,36.089,53.795,39.999,79.717,"Class3",49.829,28,82.815
69.246,"R",65.689,51,24.338,39.381,6.335,18.8,"Class4",73.784,53,42.532
63.894,"V",65.515,72,20.127,38.41,17.936,24.263,"Class4",37.985,40,42.886
23.146,"O",40.598,37,33.37,56.202,36.16,71.371,"Class1",21.782,56,62.644
49.923,"I",68.769,52,25.816,16.731,11.25,84.984,"Class2",58.349,8,45.994
50.464,"P",45.552,63,24.918,45.88,9.834,67.56,"Class2",56.559,NA,45.123
26.324,"C",33.502,32,28.748,42.316,44.661,62.872,"Class1",44.327,71,34.715
63.962,"R",65.282,69,69.24,52.669,13.455,17.466,"Class4",26.678,33,44.766
63.941,"V",65.523,71,25.815,56.153,8.222,25.504,"Class4",43.009,38,45.282
62.228,"J",62.247,50,64.498,47.916,42.667,77.546,"Class3",27.68,34,78.323
50.201,"E",54.874,19,23.799,38.548,6.034,76.564,"Class2",51.799,8,48.242
51.51,"T",60.708,25,21.483,50.353,31.298,71.768,"Class2",47.672,55,41.131
67.149,"L",65.185,56,8.29,15.073,29.352,37.462,"Class4",38.43,55,46.645
60.272,"Q",61.41,50,27.018,51.544,58.52,78.094,"Class3",44.31,28,84.633
31.633,"C",59.754,48,55.865,44.067,60.14,76.781,"Class3",27.199,33,85.119
64.399,"I",65.033,68,29.349,54.391,41.422,21.889,"Class4",31.253,28,43.233
28.422,"C",28.427,45,21.548,3.697,29.659,62.841,"Class1",45.076,61,59.91
26.769,"Z",27.224,29,7.776,30.186,53.807,70.645,"Class1",35.856,64,60.803
50.228,"P",20.981,18,22.937,25.403,18.99,65.28,"Class2",54.295,42,48.195
50.97,"P",39.977,30,25.641,45.445,23.697,87.081,"Class2",59.641,31,48.597
70.098,"R",65.139,66,7.273,58.77,31.893,27.7,"Class4",61.603,30,48.627
51.387,"I",32.634,30,25.295,28.277,8.214,83.218,"Class2",48.337,NA,49.193
29.031,"Z",34.849,48,37.662,17.783,40.91,57.154,"Class1",39.047,62,70.632
29.428,"A",31.76,36,28.049,34.558,78.877,55.624,"Class1",36.392,NA,27.07
31.053,"C",26.731,36,3.805,52.702,82.889,55.314,"Class1",10.42,64,51.04
26.34,"Z",25.748,45,18.322,41.598,19.563,52.472,"Class1",13.494,70,75.15
66.921,"L",65.657,56,NA,71.216,43.857,30.925,"Class4",58.989,35,46.937
50.705,"K",52.701,50,59.502,47.018,56.948,83.164,"Class3",43.631,NA,80.975
31.044,"Z",28.376,36,19.528,53.421,61.949,73.182,"Class1",40.365,NA,58.676
66.911,"V",65.805,57,30.223,34.902,30.356,34.411,"Class4",72.35,41,45.232
49.537,"P",33.609,12,25.254,28.634,7.316,86.618,"Class2",47.861,42,44.234
68.388,"V",66.009,75,54.269,24.176,34.362,38.017,"Class4",52.492,36,45.217
24.07,"F",22.657,32,18.992,20.691,49.586,67.349,"Class1",15.758,60,41.677
65.451,"X",65.811,67,NA,33.043,8.486,35.525,"Class4",54.734,35,45.073
63.907,"Q",22.525,48,54.663,50.737,39.328,79.624,"Class3",47.809,NA,88.379
66.806,"X",65.476,75,31.789,30.893,39.505,32.716,"Class4",51.109,38,44.026
23.798,"Z",34.072,55,22.834,21.957,63.208,65.598,"Class1",18.443,65,85.952
67.755,"X",65.307,72,49.771,16.957,46.308,38.59,"Class4",34.812,45,47.069
52.162,"V",51.826,56,25.511,35.067,13.063,75.138,"Class2",47.851,51,42.099
66.689,"V",65.234,63,7.496,7.755,11.039,25.202,"Class4",34.898,37,48.818
49.997,"V",96.038,50,25.036,10.712,25.596,76.656,"Class2",45.739,15,47.792
67.822,"V",66.037,61,70.816,31.765,33.077,16.941,"Class4",44.472,52,48.715
29.254,"O",33.703,41,20.083,27.632,15.652,70.559,"Class1",35.587,63,47.785
72.153,"K",64.158,55,77.114,53.307,39.577,70.168,"Class3",43.948,28,81.595
51.52,"V",78.532,66,26.463,52.661,9.781,79.883,"Class2",48.822,48,39.781
50.24,"I",87.539,20,25.072,51.535,12.64,92.906,"Class2",50.645,16,39.874
65.218,"R",65.342,65,38.81,71.905,4.478,34.424,"Class4",72.552,50,45.423
47.509,"Q",59.914,57,42.534,53.919,66.646,69.886,"Class3",45.43,32,83.188
33.699,"A",29.399,35,20.419,36.274,26.896,50.586,"Class1",23.909,68,81.25
67.539,"I",65.405,76,45.105,26.64,6.121,35.005,"Class4",74.685,52,42.863
53.408,"C",46.71,50,47.663,47.226,44.231,78.902,"Class3",57.563,29,87.515
48.328,"P",30.78,68,25.28,50.35,6.627,95.364,"Class2",52.571,58,46.053
50.362,"I",43.054,51,24.01,23.189,20.862,86.856,"Class2",48.166,40,46.799
50.819,"I",72.311,61,26.138,52.46,5.254,58.999,"Class2",53.112,10,49.243
50.342,"P",87.936,70,25.915,50.824,31.397,80.398,"Class2",56.803,16,39.266
55.926,"J",33.351,53,51.383,44.875,62.693,72.951,"Class3",24.845,34,76.152
71.69,"I",33.377,55,53.907,44.93,61.523,81.31,"Class3",55.529,28,62.041
65.826,"I",65.363,63,19.877,25.162,47.019,30.056,"Class4",28.87,29,44.893
70.819,"V",65.747,65,52.281,55.517,24.219,18.803,"Class4",43.85,34,42.479
51.533,"P",78.521,45,24.152,23.204,2.386,57.64,"Class2",53.432,34,48.591
69.763,"C",23.315,52,51.107,48.3,54.82,73.05,"Class3",30.722,33,92.856
71.47,"K",21.474,54,54.648,48.397,63.151,75.681,"Class3",40.293,36,63.883
63.936,"I",65.432,70,29.525,36.761,4.634,25.371,"Class4",30.352,26,46.815
70.006,"X",65.483,53,-0.302,5.293,15.942,32.634,"Class4",30.817,50,47.636
69.047,"Q",59.595,56,51.148,43.85,59.965,73.585,"Class3",39.492,35,81.615
29.096,"O",27.257,47,26.573,8.441,19.003,69.047,"Class1",11.788,58,77.594
50.9,"E",52.725,67,26.518,14.693,19.69,74.847,"Class2",52.231,59,44.252
51.436,"P",51.834,14,25.931,32.48,19.263,104.401,"Class2",56.591,60,42.954
51.197,"I",77.28,51,24.423,51.626,35.958,53.43,"Class2",49.164,58,39.114
75.509,"J",63.799,58,56.761,52.319,72.854,77.889,"Class3",52.001,35,71.095
65.919,"R",65.973,74,40.061,2.824,45.056,30.796,"Class4",33.527,46,44.06
72.52,"C",17.039,53,54.928,53.684,65.042,72.235,"Class3",35.379,34,96.05
49.121,"P",24.861,44,26.327,9.826,21.729,94.588,"Class2",56.692,44,48.552
51.349,"V",66.651,44,23.229,11.421,9.892,71.545,"Class2",58.294,43,42.238
65.247,"I",6.562,50,25.384,52.106,60.296,75.517,"Class3",30.674,36,83.967
50.036,"E",27.667,49,25.832,38.197,11.191,80.454,"Class2",56.828,44,49.533
49.79,"I",69.041,69,25.879,33.394,27.76,36.523,"Class2",54.324,51,40.718
65.631,"V",65.517,53,26.245,46.281,28.335,26.406,"Class4",33.816,43,48.677
65.314,"I",35.266,54,66.308,52.346,61.557,70.265,"Class3",44.704,34,61.167
61.973,"C",64.025,56,42.923,52.555,58.739,72.237,"Class3",43.33,31,92.794
23.572,"O",21.411,40,8.369,29.151,72.435,64.605,"Class1",41.911,69,22.985
50.303,"P",62.42,12,24.23,20.429,25.348,65.889,"Class2",60.016,32,48.985
73.647,"K",29.282,55,49.41,46.51,62.836,78.525,"Class3",45.655,28,63.026
26.364,"A",42.898,43,22.968,6.369,45.917,62.571,"Class1",22.064,56,25.449
65.625,"R",65.792,68,48.813,54.742,43.422,22.441,"Class4",67.151,33,48.51
49.573,"E",40.63,60,26.464,27.669,35.098,70.095,"Class2",45.566,18,40.997
49.649,"K",38.736,52,58.543,50.175,53.692,75.826,"Class3",53.778,29,80.652
54.703,"C",67.306,49,NA,44.502,70.567,77.918,"Class3",54.649,29,92.401
52.917,"I",61.46,68,21.968,35.644,26.73,80.651,"Class2",58.268,36,40.788
64.413,"I",65.298,66,3.634,28.88,23.345,32.673,"Class4",61.961,41,47.194
53.634,"I",73.118,48,67.906,46.206,65.256,66.991,"Class3",38.911,29,62.451
30.073,"F",17.358,29,27.952,31.473,17.727,65.005,"Class1",21.388,56,38.065
30.231,"O",19.111,41,17.066,53.711,77.584,55.815,"Class1",42.37,69,32.665
46.886,"C",38.83,56,32.127,52.844,47.777,75.077,"Class3",27.961,30,80.717
53.702,"Q",60.655,58,45.83,51.09,76.17,74.622,"Class3",34.943,36,78.452
64.025,"Q",55.952,48,47.394,43.885,72.573,75.135,"Class3",40.214,32,96.162
28.567,"Z",39.257,48,28.707,9.343,85.358,46.118,"Class1",34.905,70,24.437
62.895,"L",65.528,59,27.25,59.099,46.3,39.653,"Class4",43.813,28,48.845
52.36,"V",45.243,58,25.565,40.909,6.389,60.382,"Class2",48.941,49,49.493
66.255,"L",65.809,76,14.639,50.125,48.672,37.897,"Class4",43.972,46,42.856
31.473,"O",16.758,46,16.168,32.322,14.653,51.721,"Class1",26.122,70,34.691
51.077,"V",77.87,36,26.196,48.461,34.661,89.285,"Class2",59.382,20,46.402
35.644,"Z",31.695,32,31.204,26.123,55.357,62.143,"Class1",30.499,71,78.427
51.611,"P",61.324,26,25.827,42.55,8.67,60.729,"Class2",47.823,52,40.626
68.891,"Q",57.701,52,42.982,48.51,40.897,74.488,"Class3",23.219,36,98.771
50.964,"T",10.893,31,25.991,20.327,7.343,79.145,"Class2",51.432,29,43.761
52.193,"I",51.202,38,25.503,41.303,25.474,66.696,"Class2",56.009,57,47.695
66.615,"I",65.725,76,NA,51.623,47.612,36.37,"Class4",36.997,50,44.81
26.391,"A",25.717,51,34.163,2.213,62.259,55.484,"Class1",45.837,56,38.67
43.952,"I",44.673,54,52.678,44.015,66.386,73.442,"Class3",55.79,28,61.574
51.143,"I",63.393,37,25.268,24.973,4.963,80.07,"Class2",49.933,8,39.072
69.015,"X",65.163,68,29.983,7.15,25.616,32.695,"Class4",76.938,NA,44.862
19.129,"A",33.712,48,23.286,29.257,56.55,61.292,"Class1",47.29,NA,35.957
59.237,"C",64.421,51,64.443,53.602,57.315,80.897,"Class3",25.575,35,97.855
50.957,"P",22.33,16,NA,20.297,11.182,83.405,"Class2",55.381,57,42.457
51.553,"V",57.819,28,24.929,28.52,18.374,68.424,"Class2",55.321,19,47.139
31.558,"O",22.746,35,32.81,26.01,58.812,74.158,"Class1",11.055,66,35.232
50.224,"T",41.136,25,26.645,46.192,8.639,79.292,"Class2",52.227,60,46.138
27.849,"Z",26.696,51,20.544,18.852,36.738,62.628,"Class1",8.998,57,50.782
70.048,"X",65.799,50,10.952,25.489,29.633,27.21,"Class4",55.538,50,43.355
51.853,"E",47.025,24,26.748,21.353,3.624,80.401,"Class2",55.441,13,49.74
30.802,"F",21.655,43,23.378,47.351,62.582,74.781,"Class1",44.641,58,70.736
51.168,"I",43.056,62,24.146,46.052,11.348,77.823,"Class2",55.559,53,39.681
30.008,"C",38.46,29,20.031,27.809,28.173,52.491,"Class1",16.198,70,43.235
27.808,"Z",43.192,30,28.48,55.327,73.106,72.487,"Class1",17.415,58,66.182
22.03,"F",29.061,42,19.933,8.532,14.915,59.667,"Class1",40.884,65,75.582
65.998,"L",65.479,59,64.507,63.082,17.433,30.086,"Class4",50.6,46,42.547
62.791,"L",65.545,50,29.125,66.156,48.214,36.279,"Class4",48.074,38,43.363
66.088,"L",65.385,68,50.367,32.844,39.256,38.634,"Class4",57.614,51,45.95
28.241,"O",15.398,29,17.435,19.977,53.571,75.534,"Class1",43.343,61,77.548
89.653,"I",63.133,55,41.661,48.962,66.404,73.888,"Class3",44.967,34,61.307
65.037,"I",62.901,48,32.417,44.283,64.213,73.211,"Class3",58.577,NA,93.219
32.478,"A",42.584,36,29.229,34.873,34.988,68.12,"Class1",31.026,71,28.914
26.377,"C",29.47,35,39.933,39.468,52.814,65.976,"Class1",39.88,60,60.023
27.03,"O",28.704,54,42.228,36.62,38.603,67.513,"Class1",32.421,57,39.899
50.313,"P",88.122,38,26.146,36.141,19.709,72.325,"Class2",47.302,15,41.114
49.403,"P",48.851,60,25.405,20.236,21.444,103.251,"Class2",50.11,30,49.501
52.056,"I",56.088,64,NA,53.531,22.248,94.069,"Class2",58.563,34,46.503
26.09,"A",43.836,43,13.807,32.861,57.424,74.652,"Class1",33.289,56,81.291
71.764,"V",65.615,51,62.675,30.907,8.934,28.057,"Class4",43.681,53,44.347
66.94,"V",65.777,72,24.514,57.336,44.675,35.858,"Class4",55.329,25,43.926
69.24,"X",65.746,54,37.49,15.473,3.001,29.51,"Class4",49.224,53,46.972
63.569,"R",65.078,55,38.305,25.305,38.736,40.313,"Class4",70.654,48,48.737
32.286,"A",30.335,41,35.803,45.669,27.885,65.357,"Class1",38.214,66,23.518
50.244,"E",118.424,23,26.06,39.474,19.178,75.701,"Class2",48.377,47,47.808
27.75,"Z",37.322,34,16.575,34.965,26,59.422,"Class1",46.648,71,65.26
83.907,"K",50.236,55,36.885,47.834,52.796,76.731,"Class3",31.322,28,97.901
50.359,"T",83.144,33,25.07,38.158,7.307,80.51,"Class2",53.94,32,40.417
84.755,"J",59.862,52,54.117,53.832,64.187,75.216,"Class3",43.492,NA,86.181
73.813,"J",22.085,50,59.388,49.585,47.404,77.338,"Class3",30.695,34,57.232
73.542,"I",72.537,52,56.252,51.093,74.063,71.704,"Class3",53.807,29,63.315
65.01,"X",65.461,74,41.791,47.236,26.207,32.767,"Class4",77.89,28,47.668
67.737,"R",65.206,72,28.994,12.309,8.288,33.699,"Class4",65.284,34,42.104
64.144,"I",49.654,49,53.206,45.328,60.702,74.926,"Class3",57.552,29,79.75
33.981,"F",32.345,40,14.383,21.791,17.579,57.332,"Class1",42.083,72,46.821
59.668,"Q",77.672,58,46.202,53.748,72.39,70.602,"Class3",36.598,35,91.955
64.78,"L",65.644,75,26.073,32.684,29.952,30.034,"Class4",41.48,55,48.404
52.195,"Q",56.352,51,48.971,43.044,76.99,70.916,"Class3",45.543,28,65.004
65.938,"J",27.437,51,47.423,51.69,69.88,72.43,"Class3",26.083,35,78.78
64.383,"L",65.493,75,28.632,47.622,35.685,20.59,"Class4",32.054,42,48.26
52.301,"P",110.92,50,24.326,13.538,25.548,56.179,"Class2",56.867,49,41.257
67.871,"Q",62.896,47,77.721,52.726,40.799,70.436,"Class3",43.369,29,95.858
51.824,"Q",79.483,53,67.739,50.197,66.138,71.917,"Class3",34.058,29,71.744
75.397,"Q",49.556,50,28.556,44.874,51.972,74.972,"Class3",54.786,31,90.139
34.294,"F",28.494,44,NA,12.316,18.447,56.08,"Class1",27.519,70,49.461
53.716,"T",90.379,22,23.649,41.488,20.943,95.751,"Class2",50.058,48,40.021
65.641,"I",65.096,53,33.594,58.486,14.843,28.359,"Class4",27.772,31,48.247
70.364,"I",34.289,49,71.754,53.657,38.812,72.261,"Class3",59.967,NA,59.489
50.611,"I",81.881,38,25.102,10.924,10.548,68.158,"Class2",48.425,37,40.725
63.012,"R",65.326,58,46.263,47.914,18.674,30.755,"Class4",54.129,34,47.637
50.522,"I",22.709,29,24.241,31.377,14.02,101.174,"Class2",50.882,15,39.427
32.436,"F",22.773,43,NA,48.136,56.703,57.854,"Class1",28.222,65,18.1
26.075,"O",42.277,51,20.182,21.763,36.244,62.192,"Class1",43.393,69,22.363
50.938,"I",56.193,12,26.133,41.131,32.307,75.592,"Class2",57.503,30,42.488
66.601,"K",62.734,56,26.315,43.14,49.946,74.615,"Class3",24.25,33,91.23
49.852,"T",69.392,47,25.607,38.662,17.071,56.013,"Class2",54.677,37,39.74
52.096,"V",65.139,13,25.798,52.506,31.961,59.236,"Class2",59.875,47,43.738
67.262,"I",65.45,56,31.3,28.421,40.643,13.31,"Class4",76.959,31,43.323
34.189,"A",37.755,52,25.957,3.742,39.78,61.398,"Class1",49.202,56,62.533
24.791,"O",17.666,33,19.68,14.799,74.521,71.332,"Class1",13.357,59,58.532
59.16,"C",45.127,56,43.587,47.515,39.178,72.607,"Class3",55.864,35,92.816
84.88,"I",51.531,49,NA,49.188,44.76,70.958,"Class3",34.676,35,86.409
51.288,"V",34.525,49,26.159,21.278,24.092,86.517,"Class2",60.961,56,49.275
96.103,"J",57.891,58,52.613,52.89,69.443,71.075,"Class3",56.471,33,86.067
50.348,"E",51.459,47,22.3,48.732,16.006,74.146,"Class2",60.198,60,46.791
50.35,"V",66.18,69,23.354,22.483,6.795,70.298,"Class2",48.952,20,39.64
67.532,"X",65.651,75,30.049,68.998,15.932,27.71,"Class4",69.799,46,44.026
57.371,"Q",60.047,56,54.838,43.441,70.086,70.06,"Class3",23.148,32,68.061
28.452,"C",24.527,43,41.068,23.392,72.912,71.516,"Class1",10.221,56,57
50.869,"T",89.84,53,25.02,13.786,25.772,94.926,"Class2",56.632,20,49.551
30.017,"C",17.971,33,18.027,6.275,25.518,64.336,"Class1",37.027,56,25.617
32.044,"A",32.07,36,23.314,13.287,29.643,68.71,"Class1",22.129,59,53.953
68.358,"J",39.271,54,40.157,45.263,44.892,77.491,"Class3",41.714,34,57.511
50.403,"I",36.173,58,73.335,46.035,65.697,74.539,"Class3",31.453,30,73.036
49.501,"C",62.032,49,39.59,45.456,52.87,78.393,"Class3",37.46,32,57.796
51.097,"T",89.797,33,25.263,45.72,27.062,92.575,"Class2",53.44,16,49.923
66.342,"L",65.241,64,27.577,62.528,40.097,27.436,"Class4",60.033,48,48.188
82.181,"C",26.191,49,47.948,44.065,39.844,77.929,"Class3",24.917,34,58.563
51.049,"P",51.713,53,25.97,17.313,4.325,75.013,"Class2",58.405,30,40.083
65.934,"R",65.042,51,53.421,52.307,48.847,42.508,"Class4",45.523,42,46.916
68.896,"I",48.254,54,60.309,46.138,67.231,74.321,"Class3",58.262,32,70.383
19.875,"Z",29.555,32,31.953,25.093,33.844,57.898,"Class1",44.003,69,56.239
32.397,"Z",17.287,43,26.99,49.205,43.485,66.063,"Class1",50.502,62,60.093
35.022,"A",30.571,30,33.774,38.554,78.759,58.487,"Class1",46.992,62,64.722
52.082,"E",50.402,38,25.88,22.615,2.765,77.666,"Class2",57.182,60,46.601
66.54,"V",65.471,75,7.721,20.156,6.539,38.711,"Class4",77.812,NA,45.07
50.454,"I",44.657,27,26.241,29.772,5.838,73.728,"Class2",52.526,36,48.904
29.908,"Z",44.664,42,36.626,1.392,46.86,55.312,"Class1",9.169,63,65.901
69.35,"I",65.16,54,29.339,64.962,12.362,24.732,"Class4",60.15,46,43.651
67.924,"I",65.334,60,17.939,27.062,42.523,29.944,"Class4",40.828,42,42.968
73.566,"X",65.386,50,11.436,59.185,5.145,41.631,"Class4",32.644,35,43.761
26.924,"C",39.31,29,28.757,32.709,37.687,59.722,"Class1",50.514,60,34.195
68.538,"V",65.624,67,NA,14.427,38.108,33.827,"Class4",47.15,40,44.844
66.288,"V",65.92,71,18.251,44.441,44.632,25.756,"Class4",65.354,35,42.935
69.211,"L",64.959,59,46.849,29.774,37.7,41.404,"Class4",73.556,31,46.814
71.506,"I",65.687,64,NA,31.747,30.005,42.352,"Class4",35.657,41,48.89
50.856,"I",70.99,49,32.855,46.468,43.777,72.584,"Class3",40.242,31,88.225
63.059,"R",65.692,51,37.159,27.197,47.038,26.756,"Class4",70.215,36,47.66
28.637,"A",25.152,38,28.543,8.898,29.731,55.172,"Class1",23.049,69,52.19
22.476,"F",34.28,44,34.269,31.594,76.757,47.052,"Class1",49.409,65,38.766
30.954,"A",33.066,37,15.852,9.629,39.043,63.686,"Class1",33.589,58,81.482
69.188,"R",65.104,74,29.031,34.983,31.866,31.708,"Class4",45.665,35,44.329
55.855,"C",12.882,54,48.802,50.801,49.435,75.551,"Class3",23.951,35,70.572
71.884,"C",53.595,58,49.028,47.846,42.68,64.512,"Class3",47.977,32,58.493
66.211,"R",65.135,54,23.231,64.712,16.106,33.965,"Class4",74.519,53,43.22
29.117,"C",33.578,30,23.789,56.362,36.854,57.89,"Class1",40.037,66,54.957
50.879,"P",46.121,17,NA,34.623,4.9,75.795,"Class2",60.562,31,39.891
58.967,"K",75.26,47,48.771,47.499,38.895,73.439,"Class3",43.844,32,80.33
40.037,"Q",62.693,51,NA,46.402,69.883,78.239,"Class3",45.515,28,67.856
28.912,"Z",21.307,35,15.466,28.413,53.649,70.143,"Class1",17.918,66,38.48
50.481,"I",30.68,18,25.649,32.191,35.638,91.442,"Class2",47.71,12,40.757
66.169,"Q",21.464,51,NA,47.552,56.215,76.331,"Class3",55.669,NA,77.33
23.836,"F",29.84,30,24.118,49.99,25.261,64.074,"Class1",14.119,59,75.766
66.883,"I",64.996,72,51.955,55.554,21.553,33.27,"Class4",57.633,28,48.745
33.917,"Z",42.56,32,NA,45.418,16.234,58.958,"Class1",22.903,57,75.615
51.488,"P",66.37,48,26.254,38.491,12.079,92.591,"Class2",47.552,19,42.692
49.768,"E",73.67,14,24.171,11.419,22.773,75.598,"Class2",52.795,57,49.72
30.688,"C",30.332,49,26.499,22.961,26.394,57.007,"Class1",25.038,61,51.145
23.076,"Z",31.344,52,NA,32.83,47.534,50.948,"Class1",17.407,57,20.581
63.182,"R",65.356,71,2.401,54.744,26.481,41.546,"Class4",32.738,36,45.256
23.451,"F",23.05,38,23.587,41.608,45.874,57.386,"Class1",52.347,57,72.257
71.294,"I",99.175,54,NA,47.963,76.5,74.238,"Class3",22.409,28,63.891
49.131,"P",55.931,59,23.89,36.881,2.446,84.391,"Class2",50.342,40,43.537
65.234,"C",77.854,58,11.21,45.303,57.118,71.325,"Class3",30.372,28,98.308
50.451,"V",60.117,67,26.173,26.493,18.817,82.271,"Class2",49.944,6,39.761
69.823,"R",65.682,61,9.525,10.573,11.098,20.696,"Class4",74.988,28,46.027
66.902,"L",65.201,71,NA,55.214,21.777,16.421,"Class4",63.346,27,44.517
51.655,"P",75.803,30,25.348,51.425,9.03,91.314,"Class2",55.216,58,42.727
28.984,"O",29.795,39,22.804,48.985,55.794,52.669,"Class1",41.534,58,59.739
68.098,"V",65.769,75,23.067,20.962,42.728,25.697,"Class4",76.957,49,46.586
55.076,"K",25.627,49,44.55,52.011,55.785,78.359,"Class3",38.946,34,78.003
50.196,"I",58.993,72,24.387,20.862,16.846,85.508,"Class2",47.556,8,47.04
60.422,"C",64.767,47,43.266,43.963,68.111,73.481,"Class3",54.035,30,62.745
64.344,"K",49.328,49,55.36,46.728,65.466,72.988,"Class3",30.687,NA,96.193
66.383,"I",65.625,67,48.394,61.775,45.491,27.482,"Class4",68.744,25,44.621
49.864,"I",32.465,14,23.414,12.206,19.53,70.84,"Class2",57.261,27,40.096
68.176,"I",18.013,53,46.596,53.109,62.105,75.956,"Class3",40.649,36,89.465
29.964,"A",18.276,37,37.19,25.524,51.698,62.878,"Class1",18.897,58,74.23
49.078,"E",78.309,25,26.024,44.913,16.475,57.605,"Class2",58.382,18,47.327
72.06,"L",65.79,71,24.437,41.441,41.937,27.036,"Class4",35.235,34,42.204
