"RWC1","UKL2","GOX3","MNK4","QJY5","YOF6","TKP7","Output3","LKO8","RGK9"
39.92,-17.002,25.802,27.805,"E",37,58.166,"Class3",12.791,44.084
35.642,32.952,54.845,36.459,"L",39,89.461,"Class2",29.163,28.031
16.014,24.722,56.205,72.201,"K",17,87.997,"Class2",24.48,78.536
53.168,52.588,18.738,50.863,"U",51,34.247,"Class1",25.249,81.361
36.988,-5.617,33.65,40.22,"R",36,53.377,"Class3",17.344,54.624
53.733,57.919,48.175,58.245,"F",57,35.613,"Class1",19.242,80.283
53.765,98.935,35.711,14.596,"F",57,33.31,"Class1",34.527,73.433
20.215,22.138,26.803,85.518,"R",35,56.211,"Class3",18.498,43.196
27.105,33.741,50.054,66.406,"K",14,87.001,"Class2",12.385,37.037
36.112,61.831,29.9,-10.362,"G",35,60.473,"Class3",11.71,55.053
13.916,28.744,48.393,60.207,"P",11,85.139,"Class2",17.001,72.086
53.183,55.412,63.747,46.612,"I",50,54.598,"Class1",28.466,72.233
53.749,NA,41.356,41.838,"I",NA,35.016,"Class1",26.404,78.795
53.931,82.753,23.991,50.831,"U",53,36.207,"Class1",54.316,75.921
41.698,2.204,23.89,30.673,"X",35,55.345,"Class3",18.458,49.786
53.36,63.433,21.434,40.721,"F",NA,13.464,"Class1",55.097,73.135
9.221,32.791,72.113,25.605,"Q",21,87.565,"Class2",10.944,83.661
34.667,27.321,24.683,10.065,"X",34,60.579,"Class3",17.349,54.001
53.421,70.532,43.731,49.301,"U",53,23.417,"Class1",53.017,81.272
42.677,-2.382,21.847,10.302,"R",36,50.36,"Class3",15.266,45.55
17.656,28.63,69.75,27.656,"Q",10,88.615,"Class2",8.9,24.172
52.97,48.039,28.531,30.231,"E",35,60.169,"Class3",14.449,59.488
14.302,19.293,74.73,54.382,"K",23,87.205,"Class2",15.928,84.426
53.094,71.293,34.639,60.956,"U",54,48.529,"Class1",58.356,87.579
20.926,38.351,27.229,42.049,"G",36,58.467,"Class3",19.101,43.884
53.375,51.59,46.947,42.817,"F",55,14.397,"Class1",27.541,82.145
53.791,46.419,31.736,42.476,"I",52,21.667,"Class1",57.975,75.973
11.439,22.184,94.483,80.702,"W",33,87.966,"Class2",25.441,81.615
53.279,40.909,30.678,55.255,"F",57,28.532,"Class1",19.426,86.516
47.03,NA,20.181,25.631,"E",NA,57.29,"Class3",18.789,48.417
53.688,65.084,25.966,50.342,"I",57,35.754,"Class1",40.375,76.477
53.021,77.163,48.317,61.624,"T",56,51.693,"Class1",17.439,81.054
28.085,26.679,83.34,26.046,"L",24,86.532,"Class2",8.616,71.925
33.637,38.328,84.38,38.127,"Q",24,87.802,"Class2",14.912,67.763
22.81,31.68,65.541,-1.503,"P",NA,87.612,"Class2",26.897,57.773
22.349,NA,72.654,64.909,"Q",29,84.522,"Class2",11.908,21.322
10.024,43.888,79.474,33.727,"P",10,85.548,"Class2",32.486,55.886
23.197,23.585,22.452,42.407,"R",37,52.086,"Class3",19.682,47.608
22.673,38.566,86.826,82.059,"P",40,86.383,"Class2",23.731,57.45
53.058,74.76,43.093,65.452,"T",56,18.742,"Class1",17.976,86.862
34.685,33.618,84.773,28.101,"Q",13,87.032,"Class2",26.346,79.364
53.987,53.995,65.718,43.262,"U",52,27.315,"Class1",22.236,85.301
43.582,32.765,31.992,57.222,"E",36,56.314,"Class3",11.598,53.775
53.365,67.821,34.621,48.532,"U",52,45.203,"Class1",36.873,78.678
26.762,22.983,62.278,25.477,"Q",37,88.035,"Class2",26.763,79.238
36.03,21.602,73.5,34.908,"K",26,89.298,"Class2",11.841,61.737
53.184,80.036,42.043,50.782,"T",53,39.566,"Class1",43.938,85.321
21.397,33.493,82.505,34.153,"Q",10,87.454,"Class2",24.084,56.353
49.582,26.554,26.024,22.794,"G",34,50.933,"Class3",14.88,52.099
28.816,29.414,19.203,53.908,"E",34,53.467,"Class3",14.527,44.939
8.58,26.556,82.297,12.251,"P",10,84.888,"Class2",33.384,37.13
53.342,67.641,38.994,59.541,"T",52,28.176,"Class1",43.101,78.813
6.106,36.811,67.018,47.464,"P",30,88.883,"Class2",7.218,65.875
53.92,64.087,49.42,56.337,"T",54,47.893,"Class1",34.544,83.186
26.681,51.367,22.525,23.143,"E",35,60.045,"Class3",14.954,49.899
53.883,70.789,48.886,42.389,"J",52,29.36,"Class1",31.851,83.242
19.573,32.892,60.573,24.741,"L",31,87.371,"Class2",25.693,47.363
53.927,93.318,42.848,33.878,"T",53,26.042,"Class1",55.935,78.73
34.566,-1.852,27.674,51.51,"X",37,52.707,"Class3",15.141,53.164
53.704,64.101,54.034,57.773,"T",54,40.888,"Class1",59.217,83.621
53.109,82.066,28.076,63.716,"I",53,21.253,"Class1",16.426,88.093
53.319,71.97,49.234,50.537,"I",54,33.963,"Class1",18.374,91.736
12.35,38.471,90.489,0.695,"P",14,89.704,"Class2",7.483,21.419
17.924,25.349,75.82,44.254,"L",37,85.545,"Class2",28.817,25.975
45.607,33.914,29.714,25.859,"G",34,54.681,"Class3",15.184,58.989
39.954,-12.206,21.724,25.922,"K",34,49.8,"Class3",12.888,55.87
53.754,54.246,38.83,49.072,"T",57,34.766,"Class1",57.72,90.323
32.886,NA,22.088,24.807,"K",35,58.41,"Class3",12.531,49.582
15.41,30.556,73.84,31.652,"Q",10,85.948,"Class2",19.717,36.961
53.077,56.879,29.205,35.953,"I",50,58.472,"Class1",53.408,84.483
53.048,58.527,53.384,57.275,"T",54,46.94,"Class1",43.45,74.907
29.912,25.72,35.814,53.439,"G",34,60.205,"Class3",15.808,50.73
49.173,8.976,24.295,39.19,"R",36,46.422,"Class3",15.626,45.712
53.79,73.55,38.452,53.935,"I",54,33.116,"Class1",47.741,90.854
20.917,38.379,39.1,36.422,"G",37,55.038,"Class3",19.241,46.965
53.96,58.924,44.415,50.879,"I",54,24.397,"Class1",36.347,90.582
26.642,24.219,28.742,50.535,"R",36,59.223,"Class3",12.746,53.449
53.722,62.351,25.372,42.238,"F",53,51.215,"Class1",31.849,75.554
53.001,81.346,51.697,40.516,"I",52,39.244,"Class1",27.745,81.386
53.957,84.468,54.315,62.492,"J",53,22.132,"Class1",46.8,88.393
53.925,64.645,54.472,46.565,"T",57,34.412,"Class1",47.149,82.867
10.13,50.779,65.155,56.985,"L",26,87.889,"Class2",17.964,70.337
22.774,17.26,26.961,16.573,"E",37,63.776,"Class3",17.291,45.25
7.558,44.24,44.215,-7.931,"P",25,84.893,"Class2",22.927,79.843
53.325,58.732,48.124,56.391,"I",50,57.112,"Class1",57.509,75.608
40.942,22.728,34.389,19.234,"G",NA,65.409,"Class3",17.344,51.059
53.556,74.5,22.996,35.692,"J",55,38.465,"Class1",57.372,74.943
53.821,65.429,35.598,55.166,"U",56,25.201,"Class1",33.734,85.322
16.192,31.011,60.834,59.48,"K",25,89.326,"Class2",19.056,64.191
30.515,27.655,19.3,-2.669,"R",37,61.775,"Class3",15.772,49.281
31.061,NA,69.215,39.972,"Q",16,86.022,"Class2",8.339,64.624
29.139,0.983,25.798,55.318,"E",34,46.613,"Class3",18.819,47.775
21.651,33.413,36.411,51.001,"K",37,50.974,"Class3",14.889,58.87
53.645,71.096,70.874,39.144,"I",55,44.401,"Class1",22.398,77.618
53.748,83.84,23.013,57.473,"T",51,38.938,"Class1",21.712,76.454
22.776,25.998,41.677,52.25,"E",37,60.486,"Class3",14.75,48.944
46.334,17.704,26.669,49.219,"X",34,53.465,"Class3",17.773,59.892
14.222,30.283,78.527,65.83,"Q",13,86.541,"Class2",32.495,83.758
21.378,27.916,27.075,11.737,"R",35,64.393,"Class3",14.598,52.826
25.937,26.986,36.116,19.897,"R",37,61.526,"Class3",11.493,44.282
25.551,27.009,57.005,48.224,"K",31,84.574,"Class2",10.172,49.392
12.361,36.547,61.265,50.813,"L",38,84.594,"Class2",19.799,67.488
17.36,32.799,79.013,63.096,"P",11,85.133,"Class2",12.256,80.467
17.946,NA,78.578,58.03,"W",41,86.761,"Class2",16.828,46.888
53.992,82.419,25.252,17.537,"U",51,42.067,"Class1",49.209,81.532
22.886,8.489,19.246,80.645,"R",35,62.168,"Class3",12.272,56.567
48.054,35.578,25.442,17.986,"E",34,68.444,"Class3",12.417,46.865
53.293,63.652,51.273,43.609,"U",50,43.291,"Class1",49,91.936
53.136,52.927,42.597,41.896,"J",56,28.779,"Class1",35.468,74.131
53.573,57.522,54.022,53.12,"I",52,41.109,"Class1",26.426,74.071
38.36,35.226,19.736,36.186,"R",36,50.103,"Class3",18.509,48.128
30.759,32.569,64.631,63.69,"L",12,86.207,"Class2",30.731,51.685
53.574,47.576,42.574,27.392,"J",57,15.308,"Class1",22.67,83.196
53.305,65.007,18.558,32.244,"I",56,23.417,"Class1",33.619,80.724
29.03,19.629,27.994,47.067,"G",37,57.12,"Class3",19.875,50.824
53.779,58.159,30.756,63.737,"U",54,43.18,"Class1",15.747,73.66
53.055,74.799,47.611,49.182,"T",53,33.807,"Class1",59.13,90.592
20.147,29.487,41.292,22.007,"W",29,87.882,"Class2",7.704,29.401
53.542,60.087,27.522,68.234,"F",55,38.777,"Class1",24.725,85.197
53.935,35.157,26.813,48.85,"F",51,36.43,"Class1",51.912,80.612
9.298,34.95,75.217,14.572,"Q",12,83.663,"Class2",19.453,32.887
32.016,36.428,89.593,27.942,"K",39,86.834,"Class2",9.17,34.726
53.007,65.455,48.309,65.479,"J",56,2.099,"Class1",36.517,85.059
6.682,25.626,71.496,23.584,"W",34,87.39,"Class2",31.266,38.569
53.239,39.567,23.408,42.558,"F",56,31.55,"Class1",17.483,88.243
53.913,60.575,34.165,56.737,"T",52,61.197,"Class1",46.411,77.957
53.124,61.709,63.89,60.405,"T",50,53.467,"Class1",30.883,86.865
4.641,17.437,67.349,24.895,"L",38,88.123,"Class2",32.171,50.576
53.079,73.012,52.549,64.936,"F",57,34.603,"Class1",30.946,72.725
26.309,-15.613,21.481,0.173,"E",35,56.451,"Class3",11.747,56.787
15.248,29.42,68.325,69.512,"L",31,85.789,"Class2",22.876,32.518
53.75,NA,34.241,57.434,"T",56,46.682,"Class1",25.92,85.201
4.381,30.591,66.611,65.855,"P",31,86.575,"Class2",30.373,22.654
53.615,69.306,24.674,52.4,"U",56,66.718,"Class1",37.198,82.201
7.533,45.992,50.094,75.668,"P",26,88.231,"Class2",21.112,61.456
46.816,22.103,19.6,63.102,"R",34,49.725,"Class3",19.678,50.389
31.448,23.812,24.836,11.093,"K",34,58.443,"Class3",17.257,44.759
49.122,26.971,27.645,1.763,"R",36,48.523,"Class3",17.247,49.571
16.965,27.165,51.784,43.805,"L",23,87.896,"Class2",28.039,74.123
47.672,26.211,26.959,12.571,"G",37,48.865,"Class3",12.722,52.943
32.801,23.667,22.372,41.032,"E",34,57.263,"Class3",19.505,45.284
10.11,37.253,79.463,46.127,"P",36,87.301,"Class2",23.105,55.464
36.654,41.781,46.728,40.701,"Q",26,85.997,"Class2",32.56,64.93
25.54,23.069,64.003,22.022,"L",15,85.763,"Class2",28.268,45.507
53.756,73.381,34.995,47.274,"F",NA,15.278,"Class1",21.65,80.08
53.76,NA,22.156,55.478,"T",52,19.957,"Class1",55.868,82.675
53.017,63.745,61.383,53.133,"F",50,14.531,"Class1",27.784,88.289
24.04,20.679,37.224,33.802,"Q",12,85.702,"Class2",11.786,66.51
25.789,5.48,32.28,24.952,"E",35,60.876,"Class3",11.633,43.002
53.939,55.53,31.179,48.541,"T",53,14.899,"Class1",37.728,74.474
23.123,12.494,24.746,51.769,"X",34,57.049,"Class3",18.275,47.554
53.243,51.769,58.149,54.671,"J",50,52.266,"Class1",45.44,81.536
22.779,10.048,18.457,61.296,"E",37,50.916,"Class3",15.608,46.398
25.908,33.32,57.915,43.377,"K",33,86.117,"Class2",16.505,56.234
36.877,48.095,54.947,37.137,"K",33,86.661,"Class2",32.379,48.274
53.84,62.174,44.858,47.917,"U",55,41.357,"Class1",25.096,72.623
44.299,30.659,28.695,38.377,"E",34,50.108,"Class3",13.212,51.37
53.624,68.99,41.718,48.147,"U",52,35.057,"Class1",20.709,74.919
23.479,2.838,21.464,35.951,"R",35,53.422,"Class3",12.161,43.472
53.681,66.343,51.342,49.829,"J",NA,14.5,"Class1",23.104,85.886
29.676,16.429,56.557,41.694,"W",13,86.783,"Class2",23.484,37.273
53.052,79.51,28.524,52.358,"F",50,37.774,"Class1",17.058,73.092
53.332,63.277,17.165,57.705,"I",54,65.918,"Class1",21.916,75.987
18.524,28.32,42.344,17.514,"X",36,57.536,"Class3",13.016,50.946
14.861,37.192,86.559,23.908,"P",41,86.662,"Class2",7.691,50.977
23.554,28.143,59.197,55.005,"L",NA,85.03,"Class2",27.588,35.983
25.034,25.657,21.571,13.996,"G",34,53.154,"Class3",11.15,59.4
50.5,72.64,30.265,27.59,"X",34,44.077,"Class3",11.252,51.222
12.701,47.646,68.508,97.231,"L",16,85.833,"Class2",24.705,77.983
53.261,59.068,39.892,52.419,"T",53,23.584,"Class1",30.439,78.482
46.261,5.6,28.542,-1.493,"R",34,53.493,"Class3",13.082,47.112
53.245,75.93,29.158,48.941,"I",53,28.855,"Class1",22.466,76.257
53.879,58.272,29.344,24.038,"T",55,37.512,"Class1",25.964,81.004
8.89,18.633,56.949,36.25,"Q",34,87.835,"Class2",11.34,82.24
53.798,NA,53.671,57.948,"F",50,9.196,"Class1",43.721,91.968
48.286,19.303,35.03,9.825,"R",35,50.37,"Class3",18.885,56.004
26.054,11.318,33.012,-33.084,"K",37,65.714,"Class3",19.642,47.533
53.661,63.157,45.622,30.191,"I",54,37.833,"Class1",18.747,88.769
53.945,51.345,47.289,51.987,"J",51,21.738,"Class1",42.221,82.795
53.373,59.402,28.837,51.966,"U",55,24.19,"Class1",25.146,74.841
28.545,25.451,49.239,33.732,"W",16,85.244,"Class2",31.629,65.174
27.975,30.404,51.841,31.391,"Q",36,87.786,"Class2",16.233,33.982
53.215,68.294,45.212,37.387,"I",56,35.898,"Class1",48.641,87.423
53.984,68.361,13.663,51.615,"J",53,25.475,"Class1",48.151,74.98
32.452,12.658,28.346,53.697,"X",37,60.638,"Class3",16.436,51.762
34.741,6.75,10.108,78.147,"R",35,55.829,"Class3",13.282,49.551
17.401,23.327,80.453,70.991,"K",15,87.065,"Class2",9.702,67.534
53.059,NA,38.55,41.018,"F",54,42.362,"Class1",27.832,78.25
8.282,31.201,32.201,114.898,"W",22,88.339,"Class2",9.45,65.679
50.65,18.099,25.83,2.893,"G",34,56.178,"Class3",13.569,43.666
26.352,55.306,88.705,31.148,"L",13,88.638,"Class2",27.893,45.32
46.527,20.19,24.039,32.866,"E",36,53.473,"Class3",12.023,47.302
14.237,26.44,55.206,58.971,"P",23,88.586,"Class2",7.729,30.983
32.06,34.013,55.293,-14.447,"Q",41,87.184,"Class2",19.378,38.623
20.102,35.684,37.318,38.614,"E",36,49.403,"Class3",18.908,48.992
32.989,10.204,44.989,50.148,"L",32,89.154,"Class2",26.796,84.934
53.931,68.448,57.97,26.493,"I",55,41.088,"Class1",42.032,85.922
53.23,55.492,57.434,54.669,"T",51,52.462,"Class1",19.683,84.084
20.621,20.109,25.639,30.137,"G",37,61.233,"Class3",16.005,55.659
51.654,37.723,29.247,2.069,"X",36,57.36,"Class3",12.024,52.742
39.855,25.508,27.878,59.02,"X",34,53.799,"Class3",17.987,56.104
5.493,41.366,38.359,49.097,"W",41,88.937,"Class2",12.541,73.021
48.809,NA,19.063,27.815,"X",37,56.335,"Class3",16.275,44.156
53.776,66.84,47.639,53.28,"I",NA,28.104,"Class1",18.167,83.358
27.582,-0.692,39.276,12.444,"R",36,64.354,"Class3",11.654,47.666
42.599,33.926,28.027,31.689,"E",36,57.506,"Class3",15.459,44.204
53.342,69.147,27.019,49.691,"I",53,28.232,"Class1",28.664,80.934
42.339,19.367,21.954,68.635,"K",37,52.265,"Class3",11.823,59.2
7.797,25.156,77.695,25.502,"K",16,88.942,"Class2",13.689,83.465
52.212,31.484,28.96,35.599,"R",34,56.275,"Class3",16.688,46.885
32.691,35.711,29.458,47.829,"K",35,57.418,"Class3",12.613,46.747
33.057,22.995,65.868,52.543,"W",33,84.098,"Class2",32.169,37.278
53.202,58.373,66.983,47.237,"I",NA,18.302,"Class1",27.02,73.603
53.581,73.035,40.22,44.642,"F",52,65.258,"Class1",45.921,84.706
33.47,4.517,26.386,3.046,"K",36,59.489,"Class3",14.624,53.512
38.701,19.235,24.451,36.145,"X",35,59.989,"Class3",18.705,45.963
12.941,31.096,77.671,45.262,"Q",10,85.558,"Class2",20.596,80.046
53.625,58.881,44.858,46.375,"T",55,40.686,"Class1",56.566,77.288
33.902,23.772,63.911,7.177,"K",40,86.718,"Class2",27.784,39.623
15.233,47.069,53.533,57.211,"Q",17,86.938,"Class2",17.809,39.744
19.24,32.888,20.058,-16.232,"E",37,55.138,"Class3",14.303,59.479
44.419,44.846,17.328,39.641,"E",34,57.18,"Class3",12.489,50.91
30.855,NA,22.217,12.081,"X",37,55.62,"Class3",12.721,57.394
32.414,40.735,85.845,41.718,"L",25,86.178,"Class2",31.394,76.681
40.442,37.687,32.392,55.846,"X",37,60.824,"Class3",19.584,45.615
53.93,74.242,67.867,45.478,"I",53,47.96,"Class1",58.658,80.306
53.729,61.108,36.648,58.096,"J",53,32.725,"Class1",43.773,86.537
21.999,23.871,27.039,35.3,"E",34,56.354,"Class3",13.824,55.541
37.037,6.107,31.79,-9.167,"E",NA,58.606,"Class3",14.969,52.02
53.753,74.402,33.33,35.072,"J",53,49.77,"Class1",55.577,86.326
20.236,36.552,23.192,36.009,"E",36,53.129,"Class3",19.119,58.096
26.48,39.876,86.876,43.52,"L",28,84.254,"Class2",29.074,77.588
53.426,41.618,65.689,42.383,"U",56,42.799,"Class1",33.203,75.834
53.638,51.358,48.243,65.919,"F",56,31.239,"Class1",49.02,83.992
30.049,-17.016,21.332,55.776,"G",34,55.223,"Class3",15.849,54.593
10.883,39.333,68.839,41.598,"P",18,87.993,"Class2",20.542,58.422
35.585,46.679,27.29,64.221,"E",37,62.804,"Class3",16.97,59.703
46.63,23.26,31.675,56.498,"R",35,54.14,"Class3",13.838,43.918
23.125,31.74,27.329,36.92,"K",NA,59.684,"Class3",18.903,49.836
53.043,74.328,58.172,45.525,"J",NA,26.488,"Class1",14.648,77.664
35.001,23.515,28.102,67.851,"R",36,62.731,"Class3",13.7,51.495
53.887,71.886,17.651,64.236,"U",56,8.136,"Class1",38.603,82.175
25.359,30.254,27.388,13.802,"G",35,60.808,"Class3",14.372,53.398
27.275,25.938,74.513,1.338,"P",22,88.457,"Class2",24.575,27.206
15.813,67.503,75.854,29.962,"W",18,89.535,"Class2",15.519,38.847
23.821,32.381,54.846,9.045,"L",14,85.988,"Class2",23.838,66.675
53.003,68.728,45.815,37.994,"F",57,71.976,"Class1",42.649,87.33
13.769,34.397,82.215,63.306,"L",29,86.625,"Class2",21.929,51.635
31.114,54.99,67.791,-32.872,"L",16,86.547,"Class2",18.097,26.184
10.129,21.547,101.898,58.542,"K",25,85.231,"Class2",20.589,78.325
15.664,43.953,39.001,12.783,"L",26,86.376,"Class2",13.669,85.899
28.193,8.566,21.713,48.931,"K",36,54.897,"Class3",18.866,55.854
53.879,66.164,42.715,64.349,"T",55,11.138,"Class1",31.695,89.921
9.872,NA,70.468,67.164,"P",19,89.238,"Class2",25.4,51.779
26.716,14.274,32.343,58.604,"E",36,55.185,"Class3",15.065,59.263
53.644,67.686,35.447,40.074,"T",55,28.788,"Class1",38.935,87.228
46.69,42.789,36.776,72.421,"R",36,53.205,"Class3",13.463,55.46
53.088,51.052,49.785,30.557,"I",54,8.125,"Class1",48.505,84.534
45.223,37.093,20.361,12.563,"K",37,61.588,"Class3",16.173,44.327
39.053,-9.04,21.328,17.748,"X",35,52.918,"Class3",12.882,45.447
17.906,26.087,45.173,26.365,"K",19,86.599,"Class2",16.061,49.208
19.559,16.401,42.712,47.014,"E",36,55.73,"Class3",14.465,54.298
53.065,82.407,46.195,60.088,"F",51,37.065,"Class1",17.134,75.162
53.409,71.634,50.311,34.578,"F",56,36.529,"Class1",46.627,73.348
53.361,61.354,29.968,51.524,"F",51,49.758,"Class1",22.045,86.22
38.006,22.422,36.645,54.008,"G",37,56.262,"Class3",18.104,51.961
49.955,29.218,33.025,9.347,"G",35,60.387,"Class3",15.17,58.58
6.332,40.406,51.82,67.545,"P",28,88.905,"Class2",23.938,67.993
19.32,32.774,25.942,-10.777,"X",37,66.185,"Class3",17.789,43.826
19.823,40.45,63.111,91.492,"L",NA,86.871,"Class2",18.583,31.493
53.478,61.101,33.712,52.802,"U",50,12.887,"Class1",47.264,83.03
26.917,20.437,63.61,27.715,"P",22,84.932,"Class2",13.609,46.289
49.898,34.802,25.252,42.419,"R",NA,58.073,"Class3",14.93,57.223
25.087,0.276,32.247,50.141,"X",34,50.766,"Class3",18.037,44.961
53.273,66.604,28.212,55.519,"I",52,36.877,"Class1",27.259,74.467
28.44,32.649,83.156,22.763,"Q",27,86.204,"Class2",31.396,62.899
37.508,8.426,28.022,33.173,"G",35,60.586,"Class3",12.605,52.67
14.351,21.65,69.679,48.719,"K",38,86.638,"Class2",22.54,33.502
25.014,33.569,83.164,41.126,"P",27,88.674,"Class2",16.698,44.768
29.819,31.296,63.938,-33.246,"K",13,86.797,"Class2",23.65,27.848
8.366,47.485,69.78,30.872,"W",20,88.805,"Class2",27.834,72.187
53.442,69.027,49.155,61.447,"J",54,40.65,"Class1",41.135,74.865
13.256,14.685,89.531,2.595,"P",34,89.62,"Class2",13.074,68.64
53.345,60.371,51.918,40.104,"U",56,50.478,"Class1",45.76,77.124
53.109,58.924,30.706,46.054,"T",53,39.097,"Class1",52.709,82.383
53.638,59.349,35.569,46.497,"T",57,32.019,"Class1",41.38,75.496
53.524,57.843,19.92,45.486,"T",52,61.048,"Class1",22.621,88.385
23.898,21.055,25.707,63.403,"R",34,50.792,"Class3",18.463,49.245
53.866,76.589,19.549,54.531,"J",55,51.304,"Class1",35.886,91.505
53.018,59.474,44.42,47.605,"F",55,39.362,"Class1",37.159,72.873
20.963,29.335,74.638,23.971,"L",16,86.427,"Class2",27.044,54.776
24.431,37.751,89.465,102.549,"P",34,86.954,"Class2",16.759,43.07
28.597,27.916,52.467,25.002,"L",36,86.045,"Class2",20.495,50.426
36.909,17.944,31.675,45.808,"K",35,58.783,"Class3",13.655,53.529
53.229,51.226,12.697,33.909,"J",55,26.801,"Class1",24.649,84.014
52.111,34.926,33.918,36.242,"G",34,56.953,"Class3",15.627,43.754
36.999,NA,17.342,44.499,"R",37,57.162,"Class3",19.86,50.206
52.963,2.539,24.565,61.892,"R",34,49.151,"Class3",19.072,45.467
52.034,NA,19.255,-11.462,"G",37,54.964,"Class3",16.718,45.398
53.172,67.024,31.635,31.093,"T",50,57.104,"Class1",25.752,75.929
34.472,44.76,50.779,34.102,"W",27,86.164,"Class2",15.324,51.612
23.451,35.619,82.709,84.287,"L",28,88.144,"Class2",22.999,30.114
53.928,55.67,38.621,27.286,"J",52,29.24,"Class1",38.045,79.025
53.173,64.918,31.555,42.731,"T",50,31.915,"Class1",33.426,90.762
22.862,44.382,79.899,45.195,"P",17,86.705,"Class2",12.768,27.84
11.371,21.207,87.778,93.555,"P",36,86.841,"Class2",11.452,61.671
53.466,46.055,51.895,61.733,"T",51,29.279,"Class1",27.962,76.083
53.403,60.494,42.891,36.738,"J",57,55.006,"Class1",53.645,80.49
18.254,30.48,40.052,28.373,"X",37,52.422,"Class3",14.947,58.377
36.104,17.298,27.574,71.126,"E",37,61.424,"Class3",12.219,43.434
53.726,49.488,64.053,46.07,"U",55,48.318,"Class1",42.471,73.679
53.296,47.598,36.042,43.454,"U",56,15.43,"Class1",24.541,78.859
36.372,32.638,28.847,27.882,"K",36,55.846,"Class3",14.226,58.648
53.107,53.723,34.984,51.996,"U",55,56.425,"Class1",27.854,85.198
30.541,41.51,102.713,1.025,"W",41,88.128,"Class2",30.744,84.839
53.57,72.787,33.044,40.581,"T",57,36.997,"Class1",56.141,89.212
53.326,47.371,34.966,36.439,"I",50,49.178,"Class1",18.885,83.689
39.796,38.373,21.337,23.501,"G",37,53.865,"Class3",17.864,44.927
7.273,43.153,64.501,73.724,"K",35,88.177,"Class2",29.736,44.835
28.171,7.516,35.369,17.071,"K",35,61.205,"Class3",17.439,55.617
37.051,13.184,36.762,29.38,"G",36,58.376,"Class3",14.558,58.3
22.736,24.48,65.5,-12.022,"P",26,88.031,"Class2",29.534,81.774
51.005,2.84,27.543,46.528,"X",36,50.949,"Class3",17.045,57.862
28.143,36.047,77.783,37.952,"K",23,86.426,"Class2",24.279,57.513
5.455,26.085,35.554,75.325,"K",18,86.951,"Class2",23.306,50.269
12.987,37.337,114.285,30.709,"L",20,86.756,"Class2",17.905,77.28
49.061,34.724,29.812,17.722,"K",34,51.441,"Class3",15.817,47.971
32.766,15.768,18.899,11.429,"E",NA,53.17,"Class3",15.147,58.864
27.671,35.446,27.696,54.63,"X",36,49.048,"Class3",18.505,50.679
20.501,18.077,38.545,63.846,"K",37,89.254,"Class2",10.164,40.529
52.251,11.683,33.661,-22.094,"E",36,51.973,"Class3",15.641,59.379
26.521,NA,91.159,56.624,"K",37,85.545,"Class2",32.31,83.227
53.999,60.945,44.605,56.799,"J",52,25.502,"Class1",23.231,75.82
33.498,15.212,27.503,64.498,"X",37,57.578,"Class3",14.047,49.072
10.706,36.791,48.891,22.115,"K",15,87.437,"Class2",27.714,28.881
37.838,NA,26.798,47.836,"K",34,46.018,"Class3",12.121,58.591
34.906,18.27,62.11,35.986,"L",41,87.046,"Class2",25.287,84.107
21.615,38.107,55.86,45.368,"W",29,85.724,"Class2",10.754,29.197
53.129,79.157,62.884,80.326,"F",51,39.635,"Class1",36.949,72.166
26.075,36.756,30.19,5.857,"G",36,55.899,"Class3",12.572,58.282
34,35.058,32.063,-1.153,"G",34,51.715,"Class3",19.734,45.196
53.432,51.287,36.191,47.101,"F",55,60.039,"Class1",56.888,91.139
40.651,17.364,21.558,43.591,"E",37,57.306,"Class3",18.118,55.636
53.064,53.639,55.437,45.439,"J",56,33.531,"Class1",38.947,74.536
42.843,22.915,28.658,37.194,"G",36,49.66,"Class3",18.097,54.149
8.424,NA,18.491,78.347,"W",NA,88.93,"Class2",33.079,40.482
53.757,62.419,63.511,58.437,"U",54,45.095,"Class1",47.745,83.457
23.877,10.745,20.997,18.805,"X",36,63.175,"Class3",13.988,55.473
45.703,26.741,23.582,16.768,"X",36,63.596,"Class3",18.821,51.626
53.928,66.552,15.855,51.59,"I",52,8.727,"Class1",50.372,75.71
37.2,26.312,19.925,49.883,"G",34,52.406,"Class3",19.954,43.177
22.727,53.972,72.628,23.644,"Q",12,85.216,"Class2",20.728,47.274
33.335,NA,59.934,73.281,"P",26,86.652,"Class2",21.204,70.259
53.932,55.376,36.169,36.578,"U",57,19.872,"Class1",43.681,91.219
53.721,58.959,56.188,51.488,"I",56,19.945,"Class1",21.656,81.126
53.899,50.299,44.365,52.543,"F",50,62.941,"Class1",30.692,81.989
53.855,65.87,36.8,74.082,"U",51,37.394,"Class1",47.46,88.405
40.154,42.898,33.235,24.507,"E",35,57.371,"Class3",13.826,58.068
26.021,32.635,21.019,34.43,"R",37,54.839,"Class3",13.685,54.579
39.54,25.153,24.99,53.018,"K",37,62.862,"Class3",18.329,51.839
18.126,36.931,86.114,63.153,"W",16,86.302,"Class2",7.326,58.328
26.215,22.229,58.144,90.293,"W",40,87.074,"Class2",27.947,84.861
12.841,15.12,90.465,32.47,"P",10,87.123,"Class2",7.986,22.883
28.857,33.478,72.26,28.226,"P",NA,87.52,"Class2",20.333,42.826
53.993,78.314,73.423,50.739,"F",50,33.351,"Class1",59.678,77.631
21.356,28.495,18.143,43.259,"E",37,59.454,"Class3",11.387,52.564
