"QWE1","UFS2","XRO3","RPX4","QFI5","IBH6","RUJ7","GBR8","GWJ9","Output10","AZU10","GOC11"
60.044,"B","C",32.848,27.219,23.441,65.263,55.336,56,"Class1",54.27,83
32.971,"Q","Z",27.054,26.14,22.72,47.459,73.052,46,"Class1",31.44,NA
44.463,"L","R",50.036,54.46,71.323,44.73,13.278,56,"Class3",53.801,46
54.548,"M","F",48.366,43.505,89.331,46.559,30.567,77,"Class3",76.398,14
52.827,"Z","S",49.385,56.868,53.777,62.357,84.093,36,"Class2",58.211,93
39.333,"B","K",36.609,26.491,21.936,33.607,50.911,34,"Class1",41.498,NA
54.289,"A","U",80.978,43.492,38.819,41.058,12.563,18,"Class3",57.546,64
18.107,"T","O",77.542,59.437,49.495,71.236,88.441,36,"Class2",93.803,84
90.192,"F","O",28.823,61.951,65.118,77.884,34.257,33,"Class2",75.979,90
26.33,"F","S",30.643,22.75,10.094,70.855,53.963,29,"Class1",37.477,91
44.495,"F","C",26.985,14.811,36.916,45.404,68.951,38,"Class1",41.018,NA
42.55,"R","F",63.277,48.418,62.455,45.882,36.157,75,"Class3",82.272,35
75.586,"R","R",57.069,56.057,36.564,42.647,5.733,19,"Class3",72.447,17
44.571,"M","J",53.216,60.698,47.642,39.174,13.969,71,"Class3",57.413,48
47.337,"B","S",36.186,29.012,33.082,30.687,46.743,39,"Class1",42.958,85
91.981,"L","Y",67.483,61.323,46.965,34.397,88.003,34,"Class2",31.487,88
76.96,"R","F",62.747,57.436,45.979,38.566,33.967,66,"Class3",66.936,14
28.588,"B","S",27.088,29.004,23.64,76.377,77.89,52,"Class1",57.345,73
75.844,"M","P",71.38,50.667,57.437,48.347,9.662,17,"Class3",64.62,48
78.403,"R","P",67.908,59.48,27.335,42.518,37.37,69,"Class3",80.323,38
NA,"T","N",42.878,61.157,52.441,36.489,24.207,38,"Class2",51.449,82
60.104,"T","S",48.709,62.234,59.759,44.546,25.39,35,"Class2",46.854,94
43.749,"L","F",69.713,55.734,47.53,45.447,23.637,60,"Class3",68.61,16
48.911,"Z","N",40.167,62.03,53.46,73.878,10.325,40,"Class2",51.577,89
57.034,"B","K",36.473,21.899,50.745,43.955,76.798,45,"Class1",38.58,73
59.533,"L","S",29.081,32.044,35.926,91.784,75.914,49,"Class1",38.464,85
25.967,"V","P",33.632,9.474,39.507,58.637,78.619,45,"Class1",35.638,74
79.138,"F","O",22.211,58.114,61.816,76.709,66.73,40,"Class2",37.339,78
23.516,"B","S",32.254,32.145,29.556,49.552,81.927,28,"Class1",39.669,82
74.467,"R","P",56.695,55.072,67.156,45.539,9.243,89,"Class3",62.435,28
36.438,"T","Y",44.132,61.068,49.593,48.609,84,38,"Class2",67.871,NA
47.605,"B","C",34.987,25.701,35.059,59.74,79.52,56,"Class1",37.439,75
34.6,"M","J",54.603,54.717,20.485,46.031,36.097,76,"Class3",47.912,16
61.143,"L","Q",50.046,70.539,53.238,38.934,83.447,35,"Class2",29.087,86
87.397,"Z","Y",55.949,61.92,52.024,76.878,71.041,41,"Class2",50.048,88
53.535,"L","F",69.385,59.296,49.77,45.153,7.693,9,"Class3",56.994,NA
39.653,"M","F",54.223,62.227,68.14,42.305,34.179,21,"Class3",60.439,62
67.82,"I","N",70.785,63.763,57.907,84.907,59.907,37,"Class2",82.9,88
77.854,"L","J",48.686,61.27,59.113,45.456,5.681,35,"Class3",58.791,NA
43.999,"L","N",52.751,60.208,44.469,103.146,93.583,40,"Class2",73.499,91
53.383,"B","C",35.368,32.661,26.506,-2.306,75.985,29,"Class1",51.845,75
48.652,"B","F",49.288,54.68,61.658,42.815,11.693,35,"Class3",70.082,47
32.567,"Q","P",33.195,18.494,36.45,67.044,83.827,34,"Class1",38.521,68
56.888,"V","Z",36.421,26.62,31.393,55.612,30.215,47,"Class1",49.561,71
49.271,"B","K",29.765,41.064,34.314,60.537,31.773,50,"Class1",40.605,76
40.411,"L","R",61.72,45.382,73.121,42.277,40.099,24,"Class3",58.19,21
70.739,"Z","O",57.06,64.548,51.913,73.557,19.292,40,"Class2",27.851,NA
28.376,"Z","O",41.562,64.364,50.52,62.064,4.504,38,"Class2",68.847,89
71.73,"M","R",60.63,53.63,87.607,50.49,33.103,16,"Class3",64.995,15
75.492,"L","U",54.613,47.281,67.73,48.491,25.908,68,"Class3",69.25,22
57.151,"A","P",59.214,47.958,62.029,44.192,37.533,50,"Class3",67.243,45
47.586,"L","K",26.055,27.861,11.627,33.631,55.709,42,"Class1",43.536,90
80.428,"B","J",80.024,50.333,69.731,46.093,33.156,29,"Class3",47.92,22
47.262,"L","S",31.621,6.537,34.457,0.914,85.998,45,"Class1",47.251,89
NA,"F","Y",21.681,64.968,49.034,58.098,33.073,40,"Class2",50.104,85
32.06,"B","P",71.272,47.004,36.264,41.948,11.052,57,"Class3",58.681,52
50.754,"Z","O",61.467,56.851,60.075,53.175,39.441,38,"Class2",53.207,84
34.443,"M","F",53.855,66.171,26.403,42.13,32.56,54,"Class3",73.845,45
85.119,"Z","O",48.054,58.904,52.538,12.485,92.885,39,"Class2",39.732,94
77.362,"Z","Y",72.557,63.602,53.844,43.645,18.767,43,"Class2",56.347,85
22.781,"F","S",27.703,20.629,24.299,82,37.768,45,"Class1",45.242,80
NA,"A","P",70.995,57.67,25.467,43.96,34.586,25,"Class3",61.528,24
42.178,"L","C",30.093,31.459,13.347,35.694,36.648,40,"Class1",42.884,71
82.747,"T","O",28.324,60.561,59.327,27.971,85.62,37,"Class2",50.979,80
48.848,"B","U",56.244,56.741,73.231,40.648,39.473,61,"Class3",63.889,52
39.83,"A","U",84.98,53.853,46.376,45.591,9.595,70,"Class3",58.448,14
30.102,"B","F",49.086,48.747,22.135,48.25,16.641,35,"Class3",63.964,55
65.28,"B","R",71.152,56.6,57.697,49.344,12.331,24,"Class3",54.697,26
34.442,"M","R",83.443,60.166,79.774,49.515,35.411,16,"Class3",63.119,58
90.052,"B","F",61.973,62.989,48.107,48.444,8.729,84,"Class3",76.792,18
36.278,"I","Y",63.377,66.561,70.158,47.975,83.017,33,"Class2",58.841,81
60.125,"B","C",35.054,29.89,40.418,29.557,53.332,30,"Class1",44.648,66
91.879,"B","F",58.517,47.181,53.327,47.596,8.299,25,"Class3",50.513,56
77.862,"B","F",81.094,58.114,43.541,48.665,16.109,13,"Class3",74.494,NA
47.276,"B","C",32.289,6.102,37.553,54.98,60.692,40,"Class1",46.074,90
51.336,"Z","S",23.489,59.439,42.381,94.546,52.923,34,"Class2",71.53,85
NA,"B","F",54.286,43.727,43.029,39.947,20.244,64,"Class3",66.112,57
30.298,"B","K",30.43,29.57,18.713,28.284,31.75,51,"Class1",45.062,87
36.721,"Q","Z",35.48,16.015,23.381,75.933,74.939,39,"Class1",47.216,65
52.882,"F","P",28.085,15.669,31.247,52.789,83.656,46,"Class1",52.473,78
59.585,"I","O",75.24,63.436,34.062,92.515,23.639,40,"Class2",43.153,94
21.352,"I","N",29.294,63.336,51.786,20.274,56.351,43,"Class2",40.377,80
83.517,"A","U",60.338,50.289,29.288,45.902,19.235,83,"Class3",81.373,49
91.576,"F","Q",74.898,56.998,44.512,100.569,48.696,42,"Class2",41.518,87
82.148,"B","R",72.184,60.31,50.019,45.247,35.23,87,"Class3",57.295,16
37.916,"L","P",30.328,26.971,20.191,49.67,39.859,29,"Class1",29.222,69
47.876,"Q","S",27.221,26.7,27.9,49.506,31.257,35,"Class1",39.881,96
NA,"B","S",30.87,12.985,19.691,59.425,71.109,29,"Class1",44.047,94
50.315,"I","Y",28.505,64.749,54.663,-0.143,26.803,44,"Class2",51.533,78
51.023,"M","U",54.448,50.2,37.194,43.992,35.686,73,"Class3",52.089,16
19.502,"B","S",26.305,17.801,33.193,23.631,52.867,29,"Class1",51.453,72
NA,"M","F",61.713,48.476,49.652,39.892,28.883,49,"Class3",57.569,52
30.777,"B","S",35.238,31.598,41.594,17.14,41.802,51,"Class1",48.246,69
42.048,"V","Z",26.368,8.595,34.561,22.129,40.151,40,"Class1",40.289,79
31.314,"Q","K",29.068,18.654,29.437,34.046,64.171,31,"Class1",41.484,95
58.59,"I","S",36.295,59.262,62.844,82.563,34.739,41,"Class2",46.067,80
23.774,"F","K",33.548,20.255,18.601,71.245,26.037,42,"Class1",41.703,95
33.576,"F","P",30.293,12.441,20.874,61.018,40.155,35,"Class1",46.341,83
19.719,"L","Z",29.53,13.381,41.223,-3.843,59.79,54,"Class1",46.494,92
32.274,"M","R",52.609,53.815,40.272,42.342,25.485,39,"Class3",56.263,20
35.911,"V","S",34.468,17.537,22.223,40.296,48.96,28,"Class1",53.389,72
51.167,"T","Y",51.647,59.96,57.364,39.53,79.331,35,"Class2",56.977,88
40.742,"I","N",72.023,58.039,51.41,17.456,40.964,44,"Class2",56.563,90
42.326,"M","J",70.138,49.932,54.768,43.836,8.068,44,"Class3",69.545,7
42.748,"B","S",37,0.567,24.691,61.798,47.872,46,"Class1",30.844,86
54.03,"B","Z",35.019,29.155,21.945,40.615,72.757,41,"Class1",45.1,88
41.43,"M","J",62.514,51.558,45.482,44.634,6.475,55,"Class3",61.093,61
87.445,"M","F",52.396,57.168,29.31,45.594,19.707,26,"Class3",73.666,NA
43.11,"B","P",54.594,62.746,32.724,44.205,27.381,65,"Class3",64.422,22
71.077,"L","R",76.516,53.384,31.103,44.304,6.283,58,"Class3",63.452,50
79.044,"Z","Q",33.028,62.128,62.651,50.111,90.259,34,"Class2",43.699,88
47.545,"R","F",47.822,42.831,34.826,46.932,36.601,72,"Class3",69.465,33
57.905,"L","Y",22.835,53.044,47.576,76.791,17.054,34,"Class2",43.658,78
36.38,"V","Z",29.554,6.412,29.545,16.166,42.893,49,"Class1",49.368,72
11.498,"I","Q",22.048,55.755,55.449,54.175,39.305,42,"Class2",37.226,79
62.741,"L","R",47.242,53.421,68.194,46.043,19.887,18,"Class3",67.329,46
40.094,"V","C",35.293,20.395,41.119,58.109,36.032,44,"Class1",55.355,72
62.509,"Q","K",29.363,40.58,36.06,53.826,75.061,39,"Class1",47.523,81
22.844,"B","P",32.277,17.063,36.995,34.192,34.292,29,"Class1",45.26,92
61.339,"L","Z",30.491,36.868,33.929,48.452,79.577,47,"Class1",40.036,72
48.812,"B","C",35.556,21.147,40.542,67.446,45.551,32,"Class1",45.629,93
85.971,"R","R",69.599,44.644,40.897,45.081,36.883,39,"Class3",58.579,41
30.519,"F","N",50.177,56.44,51.933,48.09,35.473,43,"Class2",51.243,88
62.39,"B","U",86.856,54.871,48.263,44.883,10.77,73,"Class3",67.111,63
25.009,"B","S",28.808,7.141,22.589,67.237,59.589,33,"Class1",32.825,85
33.951,"B","C",28.616,26.016,34.303,23.628,34.719,45,"Class1",43.977,NA
56.519,"Q","S",35.818,32.356,31.523,-8.836,28.342,31,"Class1",52.977,84
43.78,"B","F",70.31,49.471,38.868,45.142,36.336,33,"Class3",64.913,25
31.608,"B","Z",35.329,8.824,23.04,83.844,55.773,55,"Class1",55.87,84
82.797,"M","P",50.878,54.541,54.994,44.432,5.305,64,"Class3",68.949,42
57.797,"B","F",78.004,59.042,42.533,45.725,20.514,62,"Class3",65.654,32
77.257,"L","U",62.683,50.37,8.511,44.481,28.901,73,"Class3",66.672,35
34.108,"Q","Z",36.23,22.978,33.766,60.944,65.126,31,"Class1",39.311,65
50.132,"T","Q",28.197,59.153,62.632,24.842,11.737,42,"Class2",66.497,80
53.472,"F","Y",21.123,62.063,41.253,23.577,40.874,39,"Class2",32.871,92
42.493,"M","F",47.844,50.415,65.427,43.567,25.07,84,"Class3",67.015,34
53.422,"B","Z",35.947,33.009,36.343,99.314,25.369,38,"Class1",35.727,72
36.046,"A","U",58.398,42.648,60.408,50.425,7.765,70,"Class3",57.558,57
45.918,"M","R",76.132,60.926,51.37,38.89,7.416,55,"Class3",63.019,59
79.136,"Z","N",26.197,63.354,47.3,33.166,7.396,36,"Class2",32.536,94
26.519,"B","P",27.047,2.212,33.402,20.663,83.643,32,"Class1",53.496,69
82.239,"R","U",60.351,58.835,46.93,43.581,14.526,57,"Class3",66.811,20
59.958,"L","S",27.848,29.187,33.355,79.613,50.92,47,"Class1",57.716,84
46.151,"L","S",54.394,63.195,56.613,60.976,16.513,37,"Class2",18.993,88
50.583,"A","J",68.539,48.954,80.116,44.227,9.627,79,"Class3",69.754,48
55.983,"F","P",29.95,5.995,28.31,78.855,57.812,37,"Class1",48.515,93
65.689,"F","N",50.064,64.729,61.339,41.072,74.237,43,"Class2",42.39,NA
39.944,"F","K",32.494,9.112,21.736,98.417,74.897,53,"Class1",52.687,87
41.841,"V","C",31.268,19.021,15.738,73.411,44.026,52,"Class1",46.386,92
54.275,"F","K",27.342,23.769,40.796,58.811,51.882,34,"Class1",31.411,96
68.6,"M","R",69.685,49.698,33.959,44.06,14.98,67,"Class3",76.877,51
25.782,"V","K",35.622,19.062,37.821,36.491,49.327,39,"Class1",57.992,80
23.971,"I","O",73.56,54.294,54.858,52.117,68.69,33,"Class2",69.948,89
67.573,"I","Y",26.792,61.163,52.713,25.772,82.987,37,"Class2",37.396,79
29.574,"F","P",33.658,20.862,20.189,74.858,67.272,34,"Class1",33.192,NA
83.536,"R","U",67.429,52.871,81.629,43.849,39.271,54,"Class3",67.816,34
NA,"M","U",74.065,59.944,54.885,43.128,33.048,60,"Class3",62.619,50
64.465,"Z","N",56.794,61.82,44.246,59.038,93.269,39,"Class2",34.806,82
35.206,"V","P",28.357,3.358,25.682,79.413,33.92,48,"Class1",40.387,70
35.789,"L","C",31.25,13.919,17.75,39.289,31.152,51,"Class1",45.889,76
42.018,"F","O",42.26,57.363,67.688,100.054,27.512,44,"Class2",51.662,82
21.745,"B","C",26.168,32.962,35.546,56.645,66.804,52,"Class1",40.686,76
37.314,"B","K",34.659,26.812,43.604,79.898,41.218,35,"Class1",45.041,84
62.358,"R","F",48.716,49.855,66.14,44.229,18.209,46,"Class3",65.607,35
42.003,"Z","S",73.98,60.16,55.708,75.647,71.378,38,"Class2",63.57,82
32.614,"A","F",56.911,59.175,58.104,40.913,15.765,46,"Class3",59.376,9
68.678,"A","R",53.616,64.649,35.464,47.882,31.271,88,"Class3",45.486,15
41.932,"M","U",76.008,57.818,68.523,49.048,32.205,27,"Class3",62.797,49
63.715,"B","C",28.54,28.352,47.882,31.289,46.529,53,"Class1",39.596,72
69.53,"R","P",76.605,59.168,38.951,45.736,34.567,59,"Class3",70.87,34
91.506,"A","F",50.411,48.14,34.622,44.832,40.836,22,"Class3",62.785,15
67.748,"L","O",36.74,59.997,46.689,50.495,53.193,43,"Class2",76.009,NA
69.05,"R","U",80.312,52.059,-1.065,40.922,6.107,50,"Class3",67.327,15
52.911,"Q","S",34.078,50.092,29.071,24.59,82.783,37,"Class1",35.919,75
55.308,"I","O",34.676,58.988,54.088,40.333,17.067,37,"Class2",31.013,79
52.491,"V","C",29.835,8.8,37.803,59.498,52.311,43,"Class1",49.709,95
25.416,"B","P",26.964,10.078,27.198,39.511,51.594,31,"Class1",36.965,76
NA,"M","F",66.572,53.755,0.001,45.53,13.791,14,"Class3",63.125,50
34.02,"B","J",73.536,49.922,58.938,52.281,13.425,53,"Class3",69.631,52
67.531,"L","N",42.564,58.805,53.252,63.846,32.502,43,"Class2",49.919,82
31.52,"M","U",60.019,49.589,91.779,42.623,6.017,65,"Class3",52.362,NA
NA,"I","Q",31.231,62.11,51.282,60.786,81.469,36,"Class2",41.232,90
53.753,"Q","S",35.08,26.086,23.612,32.918,53.743,33,"Class1",52.551,NA
93.812,"Z","O",55.63,54.373,37.656,73.116,30.62,40,"Class2",67.032,85
61.224,"I","N",49.599,58.778,67.824,69.164,33.745,40,"Class2",73.144,80
41.482,"Q","P",34.721,5.782,38.789,23.617,82.219,42,"Class1",42.64,87
47.276,"Z","Y",45.433,55.261,52.018,37.987,91.987,41,"Class2",50.347,90
47.001,"F","S",46.866,54.652,50.918,43.852,48.085,41,"Class2",37.787,80
89.787,"R","U",51.469,54.92,48.169,47.938,22.49,63,"Class3",58.523,29
43.93,"B","S",35.63,12.727,23.481,18.833,66.658,40,"Class1",34.014,NA
64.854,"Z","Q",58.351,60.259,61.8,82.734,49.861,44,"Class2",59.01,81
14.078,"I","Q",50.167,64.889,34.199,71.862,66.844,42,"Class2",54.528,84
64.874,"R","R",69.467,61.106,53.103,41.778,32.013,57,"Class3",57.151,25
NA,"F","Q",57.57,64.008,51.676,63.243,30.72,35,"Class2",37.475,84
31.366,"Z","S",70.681,60.43,52.853,69.038,8.056,44,"Class2",42.674,80
30.634,"A","J",77.581,44.638,66.734,43.671,9.619,58,"Class3",64.245,47
64.197,"I","Q",72.833,63.607,54.253,93.145,81.056,39,"Class2",33.218,85
63.383,"L","J",80.337,51.435,91.831,46.901,9.72,36,"Class3",76.165,NA
44.993,"V","S",34.416,54.769,31.574,58.949,62.257,38,"Class1",45.672,71
14.544,"I","Q",64.398,50.448,48.184,64.1,20.656,35,"Class2",66.404,89
52.089,"Q","P",26.468,10.915,45.361,50.749,83.568,37,"Class1",30.702,94
40.418,"B","K",33.732,9.793,44.037,58.982,69.269,56,"Class1",35.233,88
85.596,"F","Y",69.482,61.708,53.796,54.454,44.22,37,"Class2",32.158,83
46.149,"F","P",31.992,36.105,23.672,43.822,56.701,34,"Class1",44.036,95
50.048,"B","R",81.002,56.413,44.97,41.928,22.812,80,"Class3",48.132,52
23.872,"Z","O",73.245,64.808,57.534,74.538,93.523,42,"Class2",45.972,84
42.926,"L","N",38.179,61.539,33.672,46.955,6.607,37,"Class2",56.649,78
51.661,"I","Q",37.539,58.319,61.522,55.513,15.798,39,"Class2",41.894,92
26.333,"Q","S",34.008,21.425,37.447,53.887,50.713,38,"Class1",48.543,NA
73.3,"L","R",62.691,44.312,58.791,42.096,28.499,53,"Class3",54.637,46
56.541,"L","Y",62.022,59.28,46.699,49.112,82.812,38,"Class2",46.867,86
27.295,"L","S",30.784,24.273,39.81,32.532,50.77,51,"Class1",44.948,93
37.14,"B","K",33.746,1.218,27.874,26.195,49.475,43,"Class1",44.549,92
58.93,"F","C",32.229,41.092,32.034,44.771,71.432,38,"Class1",37.4,96
31.68,"M","P",58.763,53.311,74.233,47.5,10.83,72,"Class3",46.81,14
18.981,"I","Y",24.718,61.175,55.918,99.589,31.284,33,"Class2",65.969,92
33.438,"V","S",28.768,20.782,23.047,69.894,36.529,42,"Class1",42.838,65
70.869,"B","F",51.947,52.504,100.742,51.08,39.512,14,"Class3",57.946,52
52.176,"M","P",48.819,55.311,17.612,42.112,8.493,27,"Class3",60.065,61
74.909,"F","O",40.184,56.804,38.178,29.707,18.913,39,"Class2",44.656,90
51.651,"M","U",72.444,55.613,79.132,47.365,17.138,52,"Class3",67.143,29
29.684,"T","N",47.762,60.881,35.744,122.839,63.676,37,"Class2",69.572,82
92.79,"R","U",73.822,63.367,57.944,46.393,24.9,47,"Class3",70.284,NA
86.447,"L","S",67.702,64.872,57.855,31.92,76.532,42,"Class2",51.446,88
43.041,"V","P",27.481,43.727,28.586,43.522,41.269,56,"Class1",41.406,90
39.297,"F","K",28.738,31.345,23.012,30.757,78.745,49,"Class1",53.439,83
32.657,"B","R",66.16,58.475,15.225,41.81,39.308,38,"Class3",53.047,17
73.603,"A","F",73.423,44.167,102.373,43.318,5.912,37,"Class3",56.812,24
94.144,"R","F",61.904,52.492,69.397,47.685,22.11,31,"Class3",69.917,NA
49.463,"V","S",36.396,39.639,28.307,51.189,42.71,54,"Class1",59.133,93
28.777,"Q","C",34.347,20.344,20.475,41.744,57.235,37,"Class1",57.72,78
31.06,"L","S",31.571,28.997,30.399,32.695,67.766,48,"Class1",43.523,68
81.886,"I","O",34.874,59.931,51.715,55.064,56.721,35,"Class2",63.059,87
51.757,"A","J",70.966,53.356,54.352,45.453,20.856,53,"Class3",62.412,54
35.551,"A","U",85.115,50.017,63.697,43.199,39.923,54,"Class3",56.305,24
51.538,"T","O",56.097,63.834,46.919,49.737,41.544,39,"Class2",50.508,NA
25.325,"T","Y",67.002,63.725,53.688,56.399,36.411,37,"Class2",41.688,84
80.661,"F","S",36.501,65.293,61.628,37.728,72.243,43,"Class2",58.013,90
34.51,"A","P",61.193,44.324,63.011,45.23,10.719,87,"Class3",50.712,23
30.858,"A","P",76.602,55.128,97.216,46.658,34.692,11,"Class3",80.493,54
24.014,"V","Z",29.908,22.383,25.1,25.109,76.066,35,"Class1",54.17,74
22.712,"L","C",30.616,33.51,36.987,55.359,75.756,33,"Class1",39.088,70
84.262,"A","J",52.673,51.591,48.424,48.837,40.378,33,"Class3",63.452,55
22.734,"B","C",34.126,34.238,34.212,81.724,40.428,41,"Class1",53.458,81
NA,"L","Z",34.007,16.782,26.713,50.736,80.248,39,"Class1",38.2,91
32.064,"R","R",50.942,48.027,52.105,43.808,7.836,54,"Class3",57.858,27
60.468,"R","U",65.317,50.848,14.383,40.677,41.552,30,"Class3",67.392,NA
88.325,"R","R",51.933,49.012,57.918,47.272,17.326,37,"Class3",72.085,58
31.69,"V","Z",32.349,21.718,18.196,63.273,46.849,32,"Class1",55.236,79
NA,"L","O",36.866,56.937,43.828,89.046,86.901,37,"Class2",54.782,84
61.446,"B","S",36.486,30.076,34.22,23.878,48.808,53,"Class1",39.101,88
46.886,"L","U",73.17,58.171,88.503,46.532,33.556,88,"Class3",53.824,23
25.467,"B","Z",36.603,36.037,28.49,88.953,69.434,36,"Class1",44.066,NA
28.233,"F","S",32.179,28.76,20.782,41.286,57.663,44,"Class1",55.932,69
61.918,"A","R",67.115,44.636,82.193,44.531,10.922,18,"Class3",54.374,21
57.365,"A","U",84.822,54.305,44.438,50.113,24.603,53,"Class3",50.343,64
27.016,"Q","C",28.3,13.393,25.433,56.463,38.753,48,"Class1",55.172,90
50.121,"I","N",47.139,58.329,67.135,47.432,38.121,42,"Class2",58.135,78
19.69,"F","Y",71.56,64.149,49.139,49.605,48.832,38,"Class2",46.671,80
87.287,"B","J",61.303,50.336,22.546,46.817,37.712,84,"Class3",63.533,28
65.628,"B","U",67.354,52.094,26.577,38.807,17.78,58,"Class3",55.594,10
41.21,"T","S",56.855,63.829,46.99,23.338,59.523,43,"Class2",35.756,86
20.859,"V","S",29.714,38.241,34.17,50.374,71.295,43,"Class1",47.04,NA
52.255,"A","R",73.128,55.031,69.158,45.701,29.499,32,"Class3",72.228,53
55.34,"T","Y",26.418,59.51,37.242,48.79,61.138,36,"Class2",39.023,93
26.632,"Q","P",33.003,10.081,41.42,35.454,78.466,52,"Class1",43.564,84
34.545,"V","Z",28.087,21.239,17.02,71.112,53.434,45,"Class1",55.541,93
61.475,"B","J",55.904,68.816,2.063,45.223,6.029,10,"Class3",65.435,46
49.998,"Q","K",29.304,22.281,27.561,37.17,56.314,34,"Class1",34.486,89
46.643,"F","S",35.766,25.355,23.222,75.441,42.912,28,"Class1",52.091,86
75.86,"T","Y",27.231,59.068,59.554,40.21,11.592,35,"Class2",80.155,90
NA,"M","U",75.901,53.775,57.708,47.688,11.121,79,"Class3",73.646,52
91.216,"T","Q",76.142,62.608,46.253,77.962,21.523,37,"Class2",42.946,87
75.327,"L","U",56.872,54.944,35.479,43.391,25.05,69,"Class3",64.706,12
37.792,"B","C",27.856,11.537,36.27,45.735,67.507,36,"Class1",39.957,85
78.076,"I","Y",59.103,65.823,54.622,80.191,40.924,37,"Class2",45.598,81
92.148,"L","R",65.749,49.463,53.459,43.217,16.875,48,"Class3",60.8,28
12.139,"L","O",34.918,58.587,48.13,67.408,75.676,39,"Class2",53.54,81
24.86,"Z","Q",28.602,62.442,40.001,43.409,53.004,33,"Class2",51.513,89
44.88,"L","P",26.228,5.572,37.975,83.376,42.359,42,"Class1",40.129,80
46.361,"B","U",53.958,59.109,53.72,42.334,26.569,73,"Class3",61.497,55
56.059,"T","O",38.346,61.508,50.327,54.726,81.593,43,"Class2",57.169,85
78.262,"M","U",84.75,49.471,18.752,48.199,37.054,11,"Class3",56.194,32
39.749,"Z","Y",55.547,60.574,49.316,36.652,18.091,44,"Class2",57.599,81
16.916,"Z","S",49.593,59.812,51.054,14.378,3.964,33,"Class2",46.873,93
NA,"F","S",76.764,55.248,53.02,24.035,49.541,38,"Class2",33.857,91
52.322,"L","Y",32.748,65.433,36.027,53.872,55.496,36,"Class2",69.438,81
NA,"F","S",35.227,15.737,25.836,40.21,39.322,50,"Class1",46.495,66
24.588,"Z","Y",75.194,62.717,45.987,38.159,79.957,33,"Class2",64.725,92
31.614,"B","U",77.371,49.066,71.578,45.041,20.052,45,"Class3",68.175,37
50.268,"R","F",53.858,54.353,61.011,45.429,29.928,49,"Class3",65.8,57
74.402,"L","Y",60.666,58.166,54.585,55.972,75.359,43,"Class2",74.109,85
NA,"L","C",34.767,20.554,32.842,61.172,77.507,30,"Class1",45.59,76
21.715,"Q","Z",28.892,36.719,22.203,65.047,55.126,35,"Class1",51.817,92
43.792,"F","P",27.811,27.89,22.588,-7.879,50.765,29,"Class1",41.749,88
14.498,"I","Y",42.372,64.774,63.107,25.129,54.592,41,"Class2",66.023,91
70.458,"B","R",74.156,62.823,84.391,48.129,35.902,90,"Class3",57.103,47
71.792,"Z","Q",41.441,59.08,53.693,65.501,28.695,43,"Class2",49.475,78
30.75,"L","P",30.381,59.398,30.412,66.766,79.178,47,"Class1",49.824,NA
89.762,"M","F",77.669,67.072,25.014,49.229,41.618,30,"Class3",65.717,20
29.476,"B","P",32.552,24.026,22.155,46.337,45.212,38,"Class1",42.873,75
33.375,"B","C",33.826,23.477,31.2,81.038,65.87,42,"Class1",47.746,96
45.629,"F","S",46.808,60.643,56.41,58.559,80.972,44,"Class2",53.246,93
36.267,"F","P",26.17,24.603,25.872,67.428,75.687,43,"Class1",38.551,76
40.604,"B","P",28.39,3.719,38.711,46.156,41.77,51,"Class1",41.113,67
49.208,"B","Z",31.683,50.113,31.918,56.012,56.253,28,"Class1",40.899,77
62.867,"T","N",23.923,55.953,43.756,59.664,10.296,37,"Class2",44.717,92
64.956,"L","Q",21.604,58.979,47.091,74.52,54.492,38,"Class2",45.013,91
77.695,"L","J",81.374,43.874,40.807,43.649,29.319,53,"Class3",54.631,20
83.499,"I","Y",41.918,60.886,66.157,46.153,87.867,38,"Class2",35.487,82
45.117,"V","P",26.975,37.447,23.646,12.273,49.963,51,"Class1",49.504,82
21.001,"L","Z",34.607,13.487,18.267,26.587,73.878,48,"Class1",39.091,NA
28.236,"B","Z",35.988,17.314,42.492,39.623,37.174,32,"Class1",42.1,80
67.555,"L","U",81.551,51.455,23.397,47.309,15.397,69,"Class3",71.272,46
27.594,"Q","Z",36.631,33.359,37.912,42.212,73.878,54,"Class1",40.87,84
85.068,"B","J",49.46,48.723,76.912,43.942,24.524,75,"Class3",67.388,7
15.163,"F","S",30.116,62.767,61.37,51.419,93.977,40,"Class2",76.554,78
60.574,"B","C",28.526,12.929,31.053,26.415,27.947,53,"Class1",53.416,69
31.809,"R","R",51.622,50.796,61.583,43.498,35.451,90,"Class3",69.857,55
72.517,"F","N",67.579,65.27,56.907,89.607,57.457,37,"Class2",42.046,81
34.4,"Q","P",27.046,25.321,31.177,49.552,82.475,53,"Class1",46.379,90
64.051,"B","J",53.452,42.53,41.143,43.16,24.619,40,"Class3",55.199,27
68.139,"T","O",56.562,62.53,42.257,66.74,82.481,44,"Class2",60.487,94
28.816,"V","C",27.412,20.128,30.897,71.567,76.252,53,"Class1",41.324,80
65.412,"R","J",65.05,55.584,84.746,42.928,27.345,59,"Class3",72.976,52
52.72,"F","C",28.76,54.061,42.031,64.187,56.215,50,"Class1",44.529,85
50.49,"Q","K",29.995,7.992,22.452,40.163,38.958,39,"Class1",45.318,92
50.487,"V","S",29.342,4.607,29.083,98.029,60.667,53,"Class1",45.489,67
89.631,"R","J",64.213,44.953,33.294,48.058,27.737,55,"Class3",79.479,64
