"BIG1","FSM2","CKE3","PFE4","Output8","GSF5","AQD6","EMF7","REC8","CHK9"
46,61.72,14.878,41.569,"Class2",24.265,73.837,"A",69.64,71.464
61,50.89,48.642,82.01,"Class3",62.569,28.224,"M",37.529,35.253
29,44.76,91.128,83.183,"Class1",41.661,19.298,"T",67.094,45.908
56,62.35,24.893,46.64,"Class2",39.256,74.246,"M",61.334,64.314
27,76.255,76.559,83.262,"Class1",54.248,20.646,"T",63.939,57.044
53,50.691,32.699,79.58,"Class3",69.753,18.057,"A",60.116,22.549
58,49.022,53.595,75.22,"Class3",66.065,38.043,"I",43.678,34.498
57,49.228,34.559,93.67,"Class3",72.654,6.854,"H",56.155,34.164
27,12.469,57.186,49.722,"Class1",55.943,35.863,"T",74.131,54.336
61,61.793,10.143,NA,"Class2",32.085,74.099,"K",42.597,44.767
61,63.374,13.338,49.63,"Class2",27.842,74.791,"U",44.823,49.003
66,62.623,31.269,22.025,"Class2",27.315,73.842,"U",62.549,63.918
60,49.18,56.178,70.112,"Class3",61.361,39.231,"A",48.794,21.345
24,31.095,56.774,50.529,"Class1",58.55,38.249,"T",83.705,56.448
57,49.691,NA,86.686,"Class3",59.731,13.401,"N",62.407,31.948
28,45.649,72.325,70.354,"Class1",54.428,24.999,"V",88.751,49.793
58,50.413,NA,84.721,"Class3",66.739,48.735,"A",56.26,38.109
27,70.315,NA,79.057,"Class1",-26.892,35.558,"V",93.362,54.35
71,63.536,30.079,23.705,"Class2",22.759,74.28,"K",54.488,57.274
53,50.748,25.7,99.224,"Class3",61.87,22.615,"M",46.919,37.527
54,50.239,14.887,83.59,"Class3",60.767,13.096,"N",61.748,28.148
24,76.256,77.289,77.193,"Class1",30.854,37.968,"T",92.211,54.331
24,53.814,57.741,69.819,"Class1",65.292,38.759,"H",92.673,48.769
71,62.885,24.765,23.479,"Class2",19.016,74.338,"Y",41.506,48.325
25,37.478,62.119,45.748,"Class1",20.679,26.927,"T",72.354,63.434
24,34.504,83.193,65.12,"Class1",28.282,34.417,"A",81.633,54.568
44,61.95,28.198,17.296,"Class2",38.678,74.697,"K",53.229,63.506
25,46.24,81.968,67.448,"Class1",46.696,21.857,"V",83.768,65.905
61,50.351,47.545,NA,"Class3",61.716,8.025,"M",53.879,31.094
27,71.631,84.809,78.175,"Class1",46.386,28.361,"T",73.841,53.772
47,62.074,4.093,55.943,"Class2",25.245,74.835,"K",63.728,72.788
61,49.502,43.175,91.074,"Class3",59.694,16.486,"N",58.766,36.075
27,62.218,74.892,65.148,"Class1",37.709,28.844,"A",68.14,51.974
29,29.716,88.023,48.109,"Class1",71.405,19.042,"T",64.718,53.099
60,50.685,5.867,80.444,"Class3",72.065,21.963,"A",52.869,23.701
26,42.004,76.343,39.455,"Class1",33.326,26.178,"A",71.713,51.251
27,30.803,68.316,56.497,"Class1",45.201,35.969,"Y",91.58,49.418
60,49.986,49.875,76.731,"Class3",59.866,44.545,"I",37.614,23.583
28,91.689,82.462,85.775,"Class1",28.173,27.989,"A",77.465,42.741
29,31.191,66.529,43.907,"Class1",31.594,21.17,"V",64.377,55.392
58,50.956,18.846,91.766,"Class3",66.075,10.541,"N",64.475,30.226
69,63.968,30.346,36.059,"Class2",29.332,73.537,"U",43.79,72.289
53,63.232,16.294,65.256,"Class2",28.503,73.847,"M",52.28,49.675
54,50.033,3.775,81.807,"Class3",65.555,11.5,"A",44.547,55.315
56,48.78,7.403,84.306,"Class3",80.552,28.284,"H",38.003,28.156
60,50.629,25.887,91.094,"Class3",60.11,23.391,"H",48.105,26.88
24,72.232,60.896,95.255,"Class1",13.294,22.849,"A",70.656,47.032
25,58.897,61.41,73.86,"Class1",29.8,26.437,"H",68.84,52.149
59,50.028,42.769,93.535,"Class3",68.306,50.076,"H",63.178,24.682
61,50.081,55.793,78.921,"Class3",78.242,48.923,"H",54.446,19.863
29,68.512,67.598,60.497,"Class1",24.852,34.32,"Y",60.991,47.277
25,51.309,82.412,26.935,"Class1",39.555,35.366,"T",77.312,51.882
26,44.311,67.978,77.142,"Class1",43.594,21.829,"Y",73.752,47.542
52,50.232,13.89,NA,"Class3",74.981,50.679,"H",52.904,41.628
44,63.796,6.407,91.772,"Class2",23.542,74.55,"A",37.031,54.056
64,63.076,5.956,96.454,"Class2",28.945,74.994,"U",48.478,70.512
52,49.771,27.472,85.258,"Class3",67.749,18.697,"I",41.271,31.913
24,51.073,NA,73.975,"Class1",46.324,23.545,"H",68.165,56.804
65,61.487,13.912,70.619,"Class2",34.863,73.779,"K",65.392,81.388
26,63.292,NA,58.085,"Class1",32.535,19.092,"T",90.966,65.649
59,49.868,21.258,87.516,"Class3",68.313,45.499,"A",51.585,28.557
59,62.917,23.271,35.431,"Class2",37.237,73.379,"U",52.707,65.078
29,74.486,94.898,45.35,"Class1",19.828,21.808,"T",74.576,43.719
41,63.867,17.714,38.086,"Class2",29.403,73.096,"U",39.514,71.053
68,64.072,NA,40.548,"Class2",36.733,74.185,"Y",42.032,68.115
69,61.128,36.164,9.916,"Class2",26.18,74.977,"K",68.525,60.965
24,56.334,64.136,77.934,"Class1",20.444,31.407,"Y",86.14,47.635
23,53.761,61.16,69.946,"Class1",47.992,38.096,"T",94.887,49.732
26,66.587,79.425,NA,"Class1",58.955,35.784,"Y",60.201,55.539
53,49.702,16.439,86.757,"Class3",57.058,39.215,"H",39.882,46.146
26,31.043,65.987,71.243,"Class1",54.104,39.086,"A",74.597,57.282
23,64.042,67.165,47.714,"Class1",55.571,28.936,"T",85.793,55.62
55,48.932,NA,84.39,"Class3",55.699,10.964,"N",44.809,54.622
29,45.482,65.946,43.178,"Class1",45.144,37.985,"T",94.024,45.228
25,63.809,74.262,59.336,"Class1",50.877,25.969,"V",60.107,53.308
23,68.361,54.409,90.792,"Class1",9.385,37.022,"T",94.891,46.489
55,49.843,26.476,86.559,"Class3",65.786,31.523,"N",42.931,40.326
56,50.381,21.604,86.431,"Class3",72.829,29.047,"M",42.728,27.502
69,62.361,8.277,83.015,"Class2",30.125,73.757,"K",69.129,58.946
61,62.517,12.449,50.775,"Class2",18.17,74.657,"A",53.997,50.85
27,46.439,63.386,72.332,"Class1",72.097,26.309,"H",73.887,58.737
59,50.29,55.574,67.87,"Class3",71.761,41.541,"H",41.377,42.345
58,50.76,20.775,67.585,"Class3",70.097,25.984,"A",57.965,22.866
57,49.925,30.646,86.129,"Class3",65.035,36.128,"M",47.345,23.197
52,49.899,5.469,72.278,"Class3",68.298,53.835,"M",58.18,16.137
27,57.478,NA,66.914,"Class1",36.718,23.895,"T",90.393,41.98
54,49.362,55.041,77.457,"Class3",73.885,41.021,"N",57.385,37.997
58,50.04,31.831,80.955,"Class3",68.574,33.856,"N",51.991,13.109
69,62.751,2.683,70.844,"Class2",25.701,74.298,"M",56.417,61.252
61,50.56,36.946,83.192,"Class3",74.063,53.144,"H",60.936,40.819
57,50.617,33.906,90.8,"Class3",56.905,41.258,"N",38.955,40.136
59,62.087,31.526,23.258,"Class2",25.622,73.178,"Y",52.665,82.341
27,70.955,56.729,31.593,"Class1",33.479,21.104,"V",66.074,48.075
55,50.327,12.097,80.921,"Class3",64.642,35.842,"M",41.267,23.002
58,48.96,9.799,80.634,"Class3",70.76,40.473,"N",50.392,44.491
61,48.883,20.137,86.243,"Class3",61.891,42.871,"A",42.218,19.428
24,65.919,60.25,67.492,"Class1",33.238,32.267,"V",66.466,48.736
57,49.626,34.683,87.366,"Class3",62.589,44.362,"A",65.89,12.106
53,49.237,39.161,64.193,"Class3",66.153,36.513,"I",39.918,22.645
25,48.523,87.076,42.167,"Class1",41.442,23.559,"H",70.162,43.071
59,49.178,22.073,81.794,"Class3",69.862,20.418,"N",46.162,30.571
27,19.133,88.322,82.052,"Class1",54.809,19.849,"H",83.777,49.543
28,36.45,69.217,82.816,"Class1",30.778,29.488,"A",86.65,46.937
44,63.586,6.392,24.799,"Class2",16.231,73.593,"M",45.755,49.656
49,65.11,5.651,-11.695,"Class2",36.345,73.581,"M",66.604,67.07
56,49.958,49.28,85.071,"Class3",67.37,52.395,"M",45.916,39.899
56,50.532,NA,95.507,"Class3",76.741,53.84,"A",40.197,42.272
52,63.896,28.498,26.914,"Class2",21.386,73.458,"Y",42.841,104.329
27,75.319,91.736,86.174,"Class1",67.953,35.325,"T",82.812,61.886
29,78.786,87.893,47.723,"Class1",46.324,18.732,"V",92.564,60.916
53,50.194,4.975,99.115,"Class3",56.745,9.338,"H",63.977,20.134
23,42.657,58.402,NA,"Class1",39.33,22.282,"A",90.127,53.006
69,62.979,4.539,-0.385,"Class2",34.736,74.575,"U",38.955,92.128
29,71.522,60.15,60.408,"Class1",52.086,26.788,"A",65.462,52.518
48,63.229,6.74,50.815,"Class2",28.435,73.404,"A",60.676,56.344
27,55.903,92.207,41.783,"Class1",69.058,20.293,"V",72.199,54.35
57,50.004,47.69,83.542,"Class3",66.745,21.645,"A",42.441,35.789
57,50.415,55.518,83.836,"Class3",75.501,7.249,"H",57.202,49.878
51,60.885,21.426,56.845,"Class2",21.021,73.318,"M",55.212,60.79
24,44.668,71.705,55.676,"Class1",16.65,29.758,"V",72.28,58.862
25,74.935,NA,84.195,"Class1",57.842,19.997,"A",69.174,53.663
47,64.16,29.046,4.897,"Class2",21.082,74.679,"M",66.261,77.877
45,61.183,13.86,NA,"Class2",16.868,73.225,"M",45.369,50.853
27,52.498,62.565,46.483,"Class1",31.125,28.529,"A",73.993,67.488
28,45.349,96.082,84.038,"Class1",54.429,18.45,"A",74.203,49.207
42,61.345,19.888,31.289,"Class2",20.845,73.874,"U",61.415,57.774
42,65.375,28.916,41.669,"Class2",37.808,74.1,"K",68.584,65.638
69,62.376,18.104,34.411,"Class2",30.228,73.311,"Y",70.042,64.402
29,50.828,78.963,66.978,"Class1",51.227,22.61,"Y",81.258,52.238
49,60.976,14.527,24.686,"Class2",30.356,73.056,"K",43.91,57.509
61,49.623,NA,74.359,"Class3",60.274,37.284,"M",65.068,43.359
58,49.513,26.521,86.451,"Class3",63.747,26.216,"M",59.727,36.785
28,70.817,84.409,47.059,"Class1",17.635,19.3,"Y",73.68,48.03
54,61.648,9.657,39.405,"Class2",36.173,74.021,"Y",52.399,57.39
67,63.036,36.13,58.705,"Class2",37.063,74.95,"U",56.477,61.562
24,44.791,81.679,67.041,"Class1",28.127,21.384,"T",84.03,61.638
56,49.539,48.679,75.054,"Class3",58.551,47.679,"I",50.51,14.199
26,52.044,54.382,43.198,"Class1",44.04,27.532,"Y",80.489,51.243
60,60.311,2.893,57.592,"Class2",24.843,73.856,"U",69.525,52.664
70,63.425,6.699,26.409,"Class2",27.977,74.639,"A",40.409,78.219
27,56.468,78.391,47.606,"Class1",22.566,19.968,"Y",86.924,55.702
58,49.569,26.073,86.884,"Class3",65.456,43.934,"A",46.434,22.743
26,70.706,54.602,54.634,"Class1",20.503,31.453,"V",93.5,45.724
23,55.736,65.115,49.405,"Class1",65.867,34.389,"Y",63.286,60.581
60,49.85,36.092,97.857,"Class3",68.199,42.836,"H",43.014,36.011
28,45.228,77.297,49.495,"Class1",23.146,34.014,"Y",93.334,46.663
45,61.208,11.241,-23.825,"Class2",18.604,73.358,"A",36.066,52.309
63,62.457,25.341,38.061,"Class2",24.815,73.061,"Y",38.065,73.954
58,49.894,22.149,90.034,"Class3",61.369,23.65,"A",37.569,33.172
28,65.96,NA,59.919,"Class1",40.16,39.989,"Y",77.437,53.246
52,50.153,27.611,82.096,"Class3",73.197,37.352,"N",44.765,40.965
52,63.28,7.94,34.235,"Class2",14.806,73.174,"Y",40.388,55.308
70,63.427,16.599,35.606,"Class2",31.668,73.799,"M",54.978,43.233
47,63.042,6.281,25.687,"Class2",17.381,74.446,"A",64.17,75.43
23,39.258,81.762,76.463,"Class1",20.879,30.216,"H",86.358,51.161
65,63.639,25.597,71.24,"Class2",30.115,73.778,"Y",65.348,59.841
27,62.476,71.988,36.192,"Class1",42.277,24.32,"H",71.539,50.751
65,61.053,7.927,38.988,"Class2",31.834,74.256,"U",35.564,62.354
57,50.906,37.415,85.115,"Class3",69.255,40.506,"H",39.592,41.32
24,35.271,89.012,58.883,"Class1",31.515,27.488,"A",83.792,53.052
26,52.051,73.246,78.837,"Class1",46.914,28.082,"H",89.343,47.863
52,49.363,50.076,89.474,"Class3",75.065,12.533,"N",54.798,39.354
70,61.524,17.619,44.71,"Class2",31.338,73.648,"K",69.569,70.784
56,49.77,30.06,76.595,"Class3",81.434,27.438,"M",64.178,26.728
52,49.695,38.366,81.515,"Class3",54.008,36.479,"A",57.476,28.412
45,63.064,3.968,67.206,"Class2",32.074,74.373,"A",63.241,87.517
61,49.449,NA,88.046,"Class3",53.218,44.527,"I",51.472,51.017
53,62.456,34.598,32.034,"Class2",24.577,74.27,"Y",58.91,45.187
52,49.979,5.954,79.079,"Class3",62.67,22.062,"A",42.518,27.135
52,50.851,48.805,79.877,"Class3",71.601,52.601,"I",51.496,28.762
29,73.7,92.89,69.382,"Class1",47.678,20.162,"T",61.618,46.774
52,61.832,10.72,42.466,"Class2",23.97,73.115,"Y",58.036,65.019
54,51.346,8.67,93.15,"Class3",74.303,51.084,"H",60.673,40.367
61,50.584,54.5,95.736,"Class3",67.746,40.984,"N",52.009,33.719
27,47.654,92.838,90.025,"Class1",9.679,31.832,"V",85.632,52.746
24,80.695,62.278,93.902,"Class1",30.26,29.023,"H",94.223,48.179
45,60.833,3.665,53.273,"Class2",20.64,73.769,"A",43.258,69.709
66,62.3,35.811,46.909,"Class2",34.453,74.086,"Y",45.626,45.828
26,76.525,86.326,71.623,"Class1",-12.619,35.707,"A",89.151,45.508
60,49.344,NA,76.695,"Class3",64.067,21.967,"M",59.471,27.667
29,57.48,83.308,45.377,"Class1",45.151,33.613,"H",85.501,39.786
54,49.625,4.065,80.272,"Class3",71.571,15.147,"M",55.406,55.082
23,30.776,73.194,79.457,"Class1",48.344,28.407,"Y",61.748,56.281
51,61.769,25.446,40.027,"Class2",20.813,74.771,"Y",48.893,57.194
53,50.513,11.654,90.153,"Class3",74.534,52.917,"M",39.57,25.157
58,62.29,11.396,14.702,"Class2",34.682,73.778,"Y",50.736,42.731
24,65.521,64.535,89.344,"Class1",29.172,29.467,"A",85.43,51.794
27,89.321,76.807,60.835,"Class1",26.164,33.756,"Y",71.89,50.161
70,64.218,25.72,19.519,"Class2",32.257,74.309,"Y",37.139,52.442
58,62.687,16.824,15.679,"Class2",50.309,73.503,"A",39.346,66.32
60,50.464,56.584,79.12,"Class3",73.505,33.474,"I",63.771,51.15
61,49.864,20.143,76.315,"Class3",66.003,10.047,"M",52.227,24.137
69,62.017,14.165,64.752,"Class2",44.938,74.235,"U",36.508,66.729
24,71.14,92.75,98.785,"Class1",35.56,36.675,"V",72.578,47.276
23,29.254,NA,43.442,"Class1",40.061,36.376,"Y",73.743,64.57
26,68.361,71.138,84.843,"Class1",51.804,39.632,"A",93.512,51.751
71,61.373,32.072,NA,"Class2",24.786,74.302,"Y",44.66,61.72
23,58.868,88.504,84.541,"Class1",57.689,31.917,"A",85.157,44.012
42,61.949,8.14,71.698,"Class2",34.089,74.407,"M",41.347,80.824
23,8.801,67.699,40.828,"Class1",39.057,18.25,"H",61.587,51.834
26,17.454,80.968,82.161,"Class1",42.082,36.024,"T",74.827,48.76
62,62.481,26.423,42.155,"Class2",32.996,73.131,"K",44.668,66.441
24,80.115,62.627,88.829,"Class1",60.953,37.302,"A",93.391,52.519
60,61.563,23.858,42.52,"Class2",26.624,74.962,"K",61.106,44.745
58,62.618,20.023,49.773,"Class2",32.149,73.386,"A",66.011,21.774
28,93.852,72.281,74.535,"Class1",44.683,39.25,"V",86.843,56.692
44,63.617,14.749,47.797,"Class2",23.378,74.744,"Y",66.578,72.379
55,61.965,14.806,0.418,"Class2",34.067,74.455,"Y",55.996,66.415
29,78.686,58.62,36.498,"Class1",17.085,28.849,"H",66.876,56.967
56,49.742,43.595,79.318,"Class3",57.715,8.161,"M",38.994,42.079
27,38.621,52.617,57.934,"Class1",25.564,24.641,"A",74.679,46.748
61,50.082,30.427,77.147,"Class3",68.548,27.777,"A",58.876,42.804
28,43.876,78.223,35.326,"Class1",64.507,27.27,"V",63.723,39.62
56,49.516,25.181,91.976,"Class3",55.472,38.343,"H",47.125,35.047
27,49.145,60.822,93.343,"Class1",52.206,27.687,"A",62.202,51.386
59,49.307,25.583,76.276,"Class3",69.048,48.952,"H",38.79,66.977
52,50.478,13.019,NA,"Class3",64.148,47.169,"M",63.093,15.943
55,50.835,15.293,80.022,"Class3",72.988,23.109,"N",38.065,27.574
71,62.583,25.131,35.103,"Class2",17.355,74.138,"M",43.882,39.925
56,49.193,59.491,96.92,"Class3",60.869,6.802,"H",64.705,20.509
44,62.556,36.165,17.412,"Class2",26.89,73.471,"K",64.961,79.947
69,61.994,18.25,10.251,"Class2",34.071,73.273,"A",48.318,74.028
71,62.54,26.838,22.489,"Class2",31.8,74.846,"M",44.588,59.929
28,83.288,61.142,70.139,"Class1",51.254,19.51,"V",70.787,38.338
41,62.636,7.796,-1.7,"Class2",24.174,73.144,"U",38.2,61.948
53,49.906,18.694,90.641,"Class3",62.535,43.996,"N",42.208,28.765
72,62.425,2.187,NA,"Class2",40.89,73.337,"K",65.254,52.665
27,67.015,61.509,77.866,"Class1",10.236,27.22,"T",64.876,55.989
57,50.725,52.089,90.912,"Class3",58.052,31.95,"M",39.342,20.916
55,63.062,31.214,52.917,"Class2",21.339,74.627,"Y",57.508,94.785
51,62.397,26.567,27.218,"Class2",25.105,73.276,"M",59.215,50.948
61,49.929,47.569,81.561,"Class3",72.819,13.807,"I",60.836,38.743
57,49.629,42.459,89.94,"Class3",72.034,13.852,"N",63.636,35.943
56,49.232,15.943,NA,"Class3",68.808,13.436,"I",57.984,33.512
56,48.548,59.764,88.201,"Class3",62.237,21.968,"I",54.352,16.499
24,64.903,70.785,73.755,"Class1",23.582,32.15,"T",87.826,52.81
27,46.234,53.772,43.182,"Class1",75.949,28.432,"H",91.725,56.243
63,63.471,NA,-8.098,"Class2",19.434,74.764,"A",55.996,85.098
56,49.802,25.557,76.125,"Class3",65.441,29.698,"H",38.292,37.906
25,37.65,61.238,62.129,"Class1",33.326,23.633,"Y",62.95,51.623
67,62.147,17.156,21.299,"Class2",26.968,73.735,"Y",52.284,54.352
59,50.289,48.827,90.533,"Class3",67.31,19.461,"M",39.279,32.515
69,63.183,19.076,43.798,"Class2",35.257,73.298,"M",44.227,80.015
28,29.254,NA,97.524,"Class1",65.633,36.133,"A",94.228,51.63
61,50.065,34.597,86.196,"Class3",70.36,31.794,"I",49.808,46.147
55,50.491,13.413,90.997,"Class3",76.983,49.488,"H",63.506,35.647
27,59.761,82,75.94,"Class1",63.442,22.308,"A",85.867,57.156
52,48.91,53.539,88.976,"Class3",64.214,7.552,"N",64.087,44.752
59,50.292,58.903,91.124,"Class3",64.48,50.739,"M",42.583,39.709
28,62.592,91.534,41.954,"Class1",48.671,19.206,"T",63.167,58.808
60,62.885,30.777,-7.963,"Class2",29.539,74.264,"A",67.106,46.99
29,39.89,59.973,75.051,"Class1",72.787,36.776,"H",63.484,46.708
57,49.697,21.02,81.976,"Class3",76.018,17.034,"I",41.985,33.122
29,56.679,94.77,64.04,"Class1",45.225,23.344,"Y",83.992,51.294
41,64.581,6.796,28.035,"Class2",31.161,73.724,"K",44.818,28.752
23,44.292,NA,43.729,"Class1",64.567,18.022,"V",67.988,56.844
25,25.926,86.584,71.699,"Class1",10.829,35.094,"T",65.21,58.581
24,24.425,91.63,54.119,"Class1",43.648,25.636,"V",62.138,45.724
60,49.99,16.835,69.383,"Class3",82.068,44.916,"A",60.64,18.149
58,61.881,30.286,65.324,"Class2",32.566,74.242,"U",69.67,63.956
61,49.313,17.026,84.415,"Class3",76.746,41.292,"I",49.271,35.939
28,24.533,67.205,100.921,"Class1",36.779,23.664,"V",76.465,45.951
70,62.71,10.179,75.338,"Class2",31.972,73.644,"A",57.848,61.204
29,59.162,79.272,NA,"Class1",16.959,20.041,"V",64.136,41.765
29,68.268,89.746,60.485,"Class1",33.059,34.502,"H",75.848,51.799
24,93.697,73.45,19.063,"Class1",54.084,33.74,"H",77.367,48.392
55,50.12,37.901,88.364,"Class3",81.913,20.675,"H",53.52,10.84
26,32.681,95.304,77.753,"Class1",30.901,32.066,"H",74.531,59.145
53,50.674,15.975,85.258,"Class3",63.796,34.228,"I",38.497,37.209
29,53.951,93.552,79.713,"Class1",32.19,19.08,"T",63.594,61.654
27,68.312,84.022,46.981,"Class1",55.699,34.349,"H",83.075,64.904
23,64.227,79.545,38.74,"Class1",19.564,22.623,"T",87.29,40.962
57,49.089,56.637,82.268,"Class3",65.044,31.173,"H",44.4,10.668
51,62.332,15.348,50.303,"Class2",11.948,74.163,"K",53.565,58.57
45,61.586,27.877,-6.564,"Class2",26.572,74.342,"K",63.419,69.291
57,62.174,8.208,51.412,"Class2",37.745,73.714,"M",69.936,63.028
28,38.988,73.622,56.059,"Class1",45.202,37.385,"Y",85.993,46.888
53,50.824,NA,80.404,"Class3",69.767,26.966,"M",40.398,19.656
56,50.838,15.621,99.652,"Class3",66.435,31.951,"M",46.62,43.34
26,62.778,54.975,67.478,"Class1",48.927,23.721,"H",84.174,59.816
61,48.599,43.6,85.42,"Class3",71.387,15.393,"N",61.095,51.269
29,70.193,63.902,48.8,"Class1",50.993,35.531,"A",73.873,34.429
55,50.547,56.647,83.58,"Class3",58.063,46.907,"N",44.064,34.1
24,64.69,75.747,75.374,"Class1",24.797,28.39,"A",60.594,60.273
54,64.853,36.318,49.816,"Class2",27.133,73.643,"Y",49.372,50.622
42,60.922,24.061,59.904,"Class2",28.433,73.314,"U",43.935,76.099
25,79.844,86.446,86.567,"Class1",31.264,29.757,"T",77.124,58.061
73,62.427,22.511,17.516,"Class2",30.424,74.026,"A",61.814,53.627
59,51.497,8.495,75.026,"Class3",68.435,38.509,"M",56.918,30.008
58,50.399,25.368,78.559,"Class3",77.316,45.659,"M",45.342,37.878
67,62.896,15.144,7.678,"Class2",24.759,73.679,"M",53.293,63.216
52,49.969,46.782,86.478,"Class3",76.081,24.245,"I",60.905,26.25
52,62.408,6.047,9.836,"Class2",29.53,74.588,"K",37.39,69.556
52,51.607,32.174,94.26,"Class3",73.225,22.577,"M",46.827,29.502
26,84.847,95.817,73.448,"Class1",32.214,19.266,"Y",78.469,69.266
23,84.292,78.627,88.681,"Class1",51.201,28.513,"T",74.952,50.364
42,61.957,36.018,-14.43,"Class2",30.277,74.144,"U",50.637,52.186
28,31.853,78.716,76.498,"Class1",45.506,33.156,"H",88.845,42.93
57,50.381,60.931,85.981,"Class3",78.825,7.586,"H",51.031,23.466
47,63.137,7.206,36.36,"Class2",42.608,74.933,"A",39.022,42.25
55,49.864,52.028,83.009,"Class3",64.217,25.503,"H",49.111,39.995
26,59.747,83.385,81.702,"Class1",41.788,33.422,"Y",83.399,45.726
24,35.036,NA,71.517,"Class1",52.155,27.698,"H",91.594,49.508
55,48.301,24.277,87.501,"Class3",61.725,19.711,"M",56.687,19.89
51,61.461,36.485,NA,"Class2",26.32,73.633,"Y",36.176,60.694
54,50.725,12.984,85.228,"Class3",66.183,35.789,"I",42.676,33.632
26,40.543,78.584,59.482,"Class1",25.838,32.268,"Y",79.543,53.059
27,42.122,78.568,40.608,"Class1",53.267,21.16,"H",89.846,57.169
54,50.218,9.778,81.724,"Class3",76.712,21.197,"H",37.077,40.838
57,50.313,46.92,85.369,"Class3",59.908,7.934,"H",57.375,17.554
54,50.242,7.209,NA,"Class3",67.718,41.747,"M",64.754,48.768
26,53.261,93.061,64.379,"Class1",37.433,18.185,"Y",78.936,60.312
55,50.271,47.598,92.614,"Class3",75.446,44.637,"H",45.226,35.971
60,64.233,24.555,77.381,"Class2",22.481,73.751,"A",49.971,75.889
27,62.539,54.872,36.985,"Class1",23.698,29.548,"V",76.701,48.296
27,56.509,61.073,36.865,"Class1",39.691,25.662,"Y",67.907,58.561
67,63.216,10.547,63.787,"Class2",12.666,74.908,"M",46.598,51.007
58,49.322,46.579,97.101,"Class3",70.867,6.666,"M",63.16,40.112
58,50.282,14.033,62.714,"Class3",59.285,15.329,"H",48.746,38.791
25,69.623,57.684,50.076,"Class1",16.51,21.95,"A",81.994,58.638
44,61.637,23.101,11.295,"Class2",32.781,73.534,"Y",64.835,78.135
52,63.366,11.182,-1.346,"Class2",41.719,74.908,"M",41.043,58.481
67,63.632,13.937,25.797,"Class2",58.351,73.249,"A",47.442,68.213
41,62.682,11.902,NA,"Class2",32.134,73.094,"K",38.602,58.462
63,61.518,NA,30.377,"Class2",28.912,73.873,"M",43.378,66.342
60,49.656,33.202,90.982,"Class3",72.07,12.199,"A",58.099,35.855
29,50.229,65.599,42.545,"Class1",46.594,26.887,"T",71.121,51.586
43,63.28,12.364,31.25,"Class2",27.007,74.36,"M",55.323,49.68
73,62.48,18.219,40.114,"Class2",22.747,73.348,"U",63.05,74.427
57,50.762,17.18,90.062,"Class3",75.572,22.797,"N",39.135,34.663
27,65.687,60.184,97.805,"Class1",31.055,34.37,"Y",87.427,54.519
60,49.146,22.09,82.544,"Class3",62.736,50.184,"A",48.145,30.801
24,38.642,60.96,89.696,"Class1",29.817,39.912,"H",86.372,53.264
24,15.166,80.661,46.843,"Class1",35.886,27.358,"A",74.433,53.139
58,62.572,35.574,49.044,"Class2",29.069,73.479,"A",66.084,69.323
47,63.369,36.257,32.522,"Class2",50.273,73.803,"K",41.185,50.052
54,49.899,24.483,79.543,"Class3",76.791,26.982,"M",55.292,39.028
59,50.106,13.236,NA,"Class3",54.503,20.692,"H",47.761,46.72
60,51.155,37.268,90.024,"Class3",66.738,17.46,"M",61.832,34.232
25,63.038,56.636,67.462,"Class1",38.712,20.904,"V",83.887,55.792
64,62.501,20.458,-12.806,"Class2",30.904,73.765,"U",61.386,46.331
58,49.565,19.525,77.045,"Class3",75.257,35.499,"I",48.042,32.221
51,62.676,20.573,7.851,"Class2",19.624,73.555,"M",68.987,63.256
52,50.819,56.499,79.871,"Class3",63.471,8.101,"H",54.756,21.564
55,63.666,18.035,NA,"Class2",31.772,73.905,"K",44.154,56.114
45,62.521,10.478,75.548,"Class2",29.893,73.577,"Y",66.207,75.907
27,78.523,80.546,82.67,"Class1",63.371,39.548,"T",83.838,58.434
24,60.659,89.327,34.786,"Class1",46.763,25.532,"Y",89.699,53.64
52,62.973,8.84,52.095,"Class2",22.363,74.723,"U",58.726,73.413
26,57.04,75.752,89.677,"Class1",39.491,30.339,"T",89.557,44.023
57,49.866,41.536,66.481,"Class3",68.655,24.085,"I",44.409,35.722
52,49.794,9.832,90.159,"Class3",67.88,14.259,"N",38.442,17.684
55,50.53,19.138,74.651,"Class3",60.91,42.966,"A",48.744,35.274
53,49.952,49.516,95.967,"Class3",74.955,43.687,"H",53.366,30.491
56,49.334,26.829,80.578,"Class3",75.89,36.972,"M",38.573,10.902
58,49.723,9.122,90.973,"Class3",71.639,20.887,"I",60.565,32.111
55,49.144,26.066,90.489,"Class3",72.546,45.614,"M",52.703,9.188
24,87.371,60.945,20.809,"Class1",15.647,34.183,"Y",92.554,50.676
25,51.251,88.935,31.625,"Class1",69.396,28.87,"T",74.189,57.406
25,58.237,72.769,63.197,"Class1",31.326,23.366,"A",79.991,46.204
53,63.916,21.258,40.43,"Class2",15.751,74.794,"U",70.111,43.088
52,50.226,50.125,87.395,"Class3",76.322,32.797,"H",58.101,19.5
61,49.388,14.533,88.636,"Class3",60.127,13.529,"M",62.313,33.424
26,32.074,70.98,58.385,"Class1",18.411,21.409,"H",83.521,47.941
55,50.173,25.095,92.52,"Class3",69.972,48.81,"N",43.743,23.639
58,50.381,23.211,67.996,"Class3",71.948,12.942,"I",41.135,29.083
