"YLU1","CRS2","GMA3","OLA4","Output13","OWP5","GVZ6","FHC7","AOQ8","QMC9","TKA10","UJR11","IBX12"
22.069,49.946,46.952,46,"Class2","Z","E",51.321,11,46.734,75.41,44.558,41.108
23.009,62.758,36.958,77,"Class1","I","D",55.278,53,40.82,2.295,25.302,63.921
12.942,33.727,78.361,75,"Class3","Y","L",74.737,68,36.183,21.25,23.543,10.106
27.931,28.431,53.409,60,"Class2","J","O",40.706,11,45.514,54.717,47.862,40.923
31.574,63.56,41.715,55,"Class2","S","O",26.469,9,29.093,42.733,17.264,66.174
32.727,59.262,29.361,50,"Class2","T","E",54.477,11,45.534,90.761,40.235,61.466
15.658,93.156,69.317,70,"Class1","H","D",56.596,54,43.13,0.861,32.034,72.461
25.758,30.936,81.995,84,"Class3","G","F",88.448,64,36.147,24.874,28.227,-3.855
26.572,64.631,46.536,50,"Class2","S","E",43.448,11,51.606,42.359,17.238,17.157
25.296,91.136,54.265,49,"Class1","Z","D",63.67,54,24.544,1.787,28.776,72.779
69.324,65.069,90.332,80,"Class3","G","J",77.592,69,39.236,26.074,37.059,23.495
21.106,51.27,64.148,93,"Class1","H","H",65.721,53,39.065,1.215,24.125,65.675
29.768,64.604,51.913,44,"Class2","J","O",47.927,11,39.905,47.887,69.975,60.575
70.915,29.603,77.718,88,"Class3","P","M",73.39,71,39.416,21.686,22.85,61.036
93.623,40.84,96.58,73,"Class3","P","L",73.35,68,40.479,26.279,36.228,41.362
8.398,88.227,20.465,79,"Class1","I","H",61.102,55,27.618,2.65,25.382,67.453
34.989,49.101,73.365,47,"Class2","R","Y",53.191,10,43.199,43.28,53.129,32.459
23.19,66.243,67.796,50,"Class2","J","X",52.613,9,46,-25.838,64.69,29.726
NA,34.726,69.163,73,"Class3","A","L",77.625,64,39.811,35.314,33.431,74.546
23.441,30.503,13.37,46,"Class1","I","I",53.452,56,33.643,2.101,45.277,67.591
22.986,34.917,49.938,58,"Class2","Z","Y",35.57,9,47.264,32.819,24.472,39.265
24.486,70.87,11.766,84,"Class1","R","D",58.376,NA,24.229,1.934,39.034,66.851
41.325,29.751,78.571,79,"Class3","T","M",89.915,76,39.62,16.842,37.677,114.148
39.7,50.936,85.059,69,"Class3","G","K",85.933,NA,40.496,21.374,36.199,45.129
51.178,50.27,80.016,64,"Class3","G","F",86.476,79,40.399,22.582,28.77,79.827
25.394,68.991,54.073,49,"Class2","Z","E",31.867,10,42.832,13.812,45.938,37.431
35.819,36.617,38.65,52,"Class2","T","X",31.225,9,39.057,34.533,32.978,54.404
23.938,63.266,40.363,94,"Class1","K","H",65.638,52,22.56,1.509,51.169,70.705
NA,29.463,72.51,69,"Class3","A","J",73.639,69,35.625,22.677,38.467,66.943
56.772,64.229,67.918,77,"Class3","P","K",77.96,72,40.359,18.629,36.585,-6.292
26.604,63.841,56.291,44,"Class2","S","Y",44.92,10,42.26,16.86,43.475,57.954
25.099,67.185,15.488,85,"Class1","R","C",62.879,53,3.56,2.047,41.137,65.583
26.295,20.05,17.623,58,"Class1","I","D",61.345,53,21.447,2.083,54.793,68.488
72.509,65.494,83.842,64,"Class3","Y","L",79.859,NA,39.972,22.637,23.099,62.725
34.063,46.533,64.476,48,"Class2","J","O",28.31,11,41.701,47.054,27.72,25.397
NA,59.604,48.66,58,"Class2","S","F",30.888,8,48.23,38.966,41.327,61.343
21.725,42.913,74.671,85,"Class3","G","L",85.649,75,40.964,28.317,25.815,43.9
91.173,28.573,78.196,73,"Class3","T","F",72.797,69,40.731,33.571,28.831,18.388
7.74,64.171,92.619,82,"Class3","P","J",90.52,71,41.774,20.093,31.84,47.319
NA,50.255,74.602,81,"Class3","P","F",72.68,66,37.059,23.69,19.562,28.294
9.25,80.203,6.117,71,"Class1","I","I",55.582,56,19.682,1.961,69.146,69.874
15.599,77.248,15.329,90,"Class1","K","H",61.673,55,13.326,1.991,30.006,62.806
10.677,69.278,39.997,76,"Class1","I","C",55.602,57,31.255,2.335,34.44,68.398
25.32,62.553,75.516,64,"Class3","Y","J",88.677,66,39.971,23.884,23.053,29.221
22.168,52.81,66.976,49,"Class2","R","O",55.856,9,40.589,50.737,19.11,23.081
20.421,65.131,83.138,90,"Class3","Y","J",76.148,71,37.997,25.729,31.608,94.09
69.898,45.928,85.48,79,"Class3","P","K",78.177,69,36.851,25.338,25.417,10.106
63.927,55.055,75.301,83,"Class3","P","L",78.918,76,39.993,27.072,35.282,50.437
72.925,35.353,72.511,70,"Class3","A","F",74.115,79,42.598,22.826,23.799,35.727
35.445,42.386,48.396,44,"Class2","R","O",45.886,11,42.656,44.52,33.001,19.634
9.891,34.492,1.71,78,"Class1","R","H",54.452,52,43.277,1.508,29.025,67.555
13.955,88.804,43.654,90,"Class1","K","D",62.695,58,31.903,2.534,59.885,71.644
24.727,27.437,34.531,73,"Class1","K","P",64.924,55,27.4,2.962,25.005,68.071
37.271,36.707,80.975,72,"Class3","A","J",88.638,79,40.136,28.487,32.581,51.05
80.761,47.888,67.649,70,"Class3","Y","J",74.629,NA,39.123,20.635,38.446,-2.94
10.345,45.885,100.385,83,"Class3","G","J",79.977,72,39.981,20.22,28.141,46.825
8.893,63.398,49.038,85,"Class1","I","H",65.178,53,11.226,2.156,40.078,65.366
64.98,52.568,74.685,78,"Class3","T","M",85.873,71,39.126,32.72,20.601,47.408
12.984,51.774,59.259,73,"Class1","H","P",61.004,56,16.258,2.505,25.905,72.03
NA,48.583,92.255,64,"Class3","G","L",87.65,67,39.367,22.595,32.805,90.803
69.529,34.559,60.474,79,"Class3","Y","M",78.288,78,39.619,26.566,25.117,67.812
20.438,85.729,29.367,83,"Class1","R","P",57.589,54,14.465,1.177,40.013,75.224
23.7,36.176,54.966,45,"Class2","T","O",35.95,10,52.544,34.838,30.218,52.394
25.58,30.637,28.995,88,"Class1","K","P",62.597,52,25.84,2.742,59.442,68.087
6.093,39.843,37.574,89,"Class1","I","H",63.265,55,11.112,3.614,68.84,65.881
27.209,58.371,83.474,71,"Class3","G","F",78.5,73,39.052,32.546,24.367,30.651
71.47,60.088,68.268,83,"Class3","P","M",78.704,72,38.89,21.251,20.068,-1.995
24.687,21.88,41.219,72,"Class1","R","D",63.76,56,21.854,1.069,62.323,70.138
33.42,67.152,53.624,61,"Class2","Z","F",45.753,9,48.232,42.768,57.742,81.092
NA,41.876,58.416,47,"Class2","J","X",47.853,9,44.821,61.915,23.67,42.252
32.389,33.865,57.78,44,"Class2","Z","X",38.902,11,53.382,13.571,44.81,7.608
24.665,28.074,26.601,49,"Class2","Z","E",56.832,NA,49.068,30.264,54.74,49.523
24.257,30.066,70.468,52,"Class2","Z","Y",39.43,9,39.223,78.111,36.707,32.81
59.094,30.246,62.943,90,"Class3","Y","F",90.566,72,38.176,28.683,39.231,21.574
43.137,65.615,65.261,86,"Class3","G","K",74.067,78,37.957,25.861,38.311,38.766
17.112,24.815,24.613,84,"Class1","H","D",64.145,57,23.467,1.577,30.012,67.346
23.288,28.879,51.494,60,"Class2","R","E",44.723,11,42.855,52.38,45.278,67.895
17.385,40.022,51.955,59,"Class1","H","I",55.832,58,38.925,2.338,38.93,72.638
29.222,29.88,59.398,46,"Class2","J","F",40.088,10,59.382,16.59,30.427,41.638
17.304,72.286,42.018,74,"Class1","K","D",60.343,52,35.411,3.321,25.453,68.567
33.61,32.395,42.496,59,"Class2","S","F",46.554,9,34.861,26.708,35.884,23.367
17.115,25.01,41.315,57,"Class1","R","D",64.626,56,40.377,3.124,46.896,63.87
15.32,51.12,20.384,51,"Class1","I","P",66.761,53,25.65,1.767,61.047,73.766
NA,49.918,79.582,67,"Class3","G","J",81.88,81,39.607,20.72,39.775,95.172
5.746,48.588,25.26,91,"Class1","Z","P",57.312,57,7.877,0.984,53.577,68.055
45.579,40.999,83.263,78,"Class3","G","L",73.771,75,39.21,27.615,41.486,29.078
28.448,39.19,65.826,46,"Class2","S","F",27.968,9,36.797,37.703,69.677,55.885
8.164,35.808,35.852,62,"Class1","K","P",54.846,54,22.133,1.452,30.288,72.379
35.498,41.379,44.102,46,"Class2","T","O",31.243,11,32.189,45.133,32.312,12.394
37.857,51.563,86.495,88,"Class3","G","K",78.053,81,37.768,21.167,41.453,-4.187
48.203,65.152,60.798,89,"Class3","P","L",74.961,65,37.035,24.614,35.963,83.705
NA,24.167,56.399,55,"Class2","R","E",30.981,11,41.222,42.538,54.867,31.784
40.735,57.295,83.657,89,"Class3","T","L",73.643,68,37.881,26.873,27.016,62.88
15.611,58.805,83.65,66,"Class3","A","L",86.246,74,41.597,31.827,29.818,72.814
29.458,53.585,45.558,49,"Class2","R","Y",34.318,11,43.258,57.03,37.698,0.364
25.656,38.218,55.093,47,"Class2","T","E",46.36,8,54.392,16.082,38.751,30.148
10.855,92.97,48.616,86,"Class1","R","I",67.43,55,17.306,1.554,37.012,69.488
23.227,29.897,28.205,54,"Class2","T","X",42.325,9,59.044,96.496,19.523,54.863
10.817,34.8,60.952,77,"Class3","P","L",84.216,75,39.24,25.595,40.126,91.682
16.919,59.807,82.93,65,"Class3","G","K",77.403,77,40.071,28.256,41.331,105.085
35.015,55.254,69.557,53,"Class2","T","E",26.102,8,51.335,9.372,21.605,38.519
27.127,24.346,48.501,48,"Class2","T","O",41.744,10,38.473,45.743,17.321,75.043
34.184,49.793,61.822,53,"Class2","T","E",43.5,8,51.282,35.142,24.681,51.755
77.238,39.392,76.086,87,"Class3","P","F",78.805,68,40.487,27.202,36.687,-8.798
7.001,81.202,38.294,80,"Class1","I","I",66.227,55,26.062,1.202,30.817,62.466
29.475,41.863,51.872,57,"Class2","J","E",50.766,9,33.282,27.768,24.609,27.035
26.039,29.717,42.931,58,"Class2","J","Y",56.036,9,51.605,20.857,37.412,41.085
22.999,31.955,71.098,75,"Class3","A","L",82.661,69,41.74,17.366,24.085,89.391
49.28,64.247,79.855,65,"Class3","Y","L",73.792,65,39.552,25.114,29.492,22.463
30.993,28.563,61.519,60,"Class2","R","E",55.389,NA,40.008,56.849,19.073,46.951
11.651,50.628,5.344,90,"Class1","I","I",67.409,55,26.7,3.422,68.242,67.752
34.823,25.152,45.764,49,"Class2","T","F",56.705,9,45.846,40.954,26.195,62.256
21.434,38.435,84.218,64,"Class3","T","J",75.692,66,37.397,21.672,38.129,44.484
20.359,89.31,15.181,87,"Class1","R","P",64.536,57,25.683,2.894,25.585,64.693
22.245,30.537,59.576,88,"Class3","G","K",80.511,65,41.447,30.69,39.254,51.276
30.65,47.342,65.93,52,"Class2","Z","Y",57.665,8,43.302,13.275,68.173,55.599
16.61,49.386,33.368,69,"Class1","Z","C",52.975,54,50.296,2.648,48.484,71.083
26.809,24.607,42.983,57,"Class2","R","E",43.871,8,49.37,77.314,37.628,49.41
16.726,64.675,84.291,88,"Class3","A","K",88.729,64,38.754,25.543,41.385,87.674
30.631,60.568,45.437,58,"Class2","J","F",41.45,11,48.269,51.935,34.801,52.947
23.215,33.109,94.356,77,"Class3","T","J",83.758,79,40.153,21.931,33.643,64.877
35.907,68.958,56.806,57,"Class2","J","X",41.215,11,56.726,70.893,30.645,58.474
30.541,29.818,68.654,46,"Class2","R","E",39.952,10,45.549,71.016,60.211,25.612
57.326,40.936,67.422,70,"Class3","G","J",84.493,75,39.114,16.852,19.079,50.987
23.05,52.288,52.836,56,"Class2","T","X",36.335,8,40.902,29.244,49.517,49.097
24.482,34.841,57.265,46,"Class2","R","F",27.055,9,54.022,30.894,37.593,55.232
30.173,63.664,78.263,73,"Class3","T","J",86.937,77,39.679,24.779,19.186,69.881
60.539,50.857,84.017,66,"Class3","A","M",72.807,74,37.759,21.875,37.429,6.994
16.379,49.418,85.631,74,"Class3","P","K",86.12,72,39.785,25.974,36.185,85.357
52.814,32.932,88.839,68,"Class3","T","L",74.122,76,39.379,29.23,22.3,13.334
13.409,40.379,18.463,93,"Class1","Z","D",57.549,56,12.402,1.739,25.033,67.446
8.67,24.221,5.806,47,"Class1","Z","P",52.853,58,12.656,2.865,73.616,64.226
63.25,29.652,62.975,64,"Class3","Y","K",82.602,66,37.103,25.085,19.362,65.029
15.807,20.413,4.272,67,"Class1","Z","C",59.408,55,40.177,1.16,25.663,62.233
36.47,60.104,78.222,66,"Class3","A","M",79.637,66,41.592,21.272,36.893,52.114
22.373,51.843,40.053,46,"Class2","T","O",48.645,9,39.272,69.98,41.603,54.893
30.749,38.529,71.262,55,"Class2","T","O",49.484,11,56.674,86.504,60.396,73.687
22.279,40.028,18.218,53,"Class1","R","H",57.231,55,44.304,3.63,31.944,70.535
79.71,33.086,77.547,73,"Class3","T","K",89.091,73,39.263,30.529,32.601,105.072
30.695,42.056,51.998,49,"Class2","T","E",57.001,10,45.845,32.486,20.07,29.65
35.947,49.902,45.674,59,"Class2","S","F",36.989,8,58.058,38.885,45.361,24.67
22.911,60.119,85.043,80,"Class3","P","K",76.606,64,39.409,20.352,35.988,59.258
9.294,37.751,25.778,49,"Class1","R","I",55.818,56,55.453,0.884,49.055,72.664
17.499,53.047,26.872,89,"Class1","K","H",61.898,55,-11.312,1.268,44.63,70.425
NA,48.032,73.922,69,"Class3","G","F",83.627,75,37.162,21.726,40.713,101.598
7.701,50.613,32.969,66,"Class1","H","C",66.911,58,31.529,2.376,58.873,67.903
27.601,35.803,42.668,57,"Class2","T","Y",26.728,8,47.983,78.29,27.309,19.224
31.99,41.24,50.266,45,"Class2","R","E",53.85,8,53.102,30.348,56.775,69.42
72.558,42.197,92.299,86,"Class3","Y","J",83.828,71,38.198,16.691,31.257,79.932
22.249,63.813,67.156,48,"Class2","R","F",56.199,9,52.301,58.847,20.684,60.729
15.637,37.283,19.084,56,"Class1","Z","I",53.668,52,37.121,1.222,55.025,71.587
18.694,76.156,7.911,84,"Class1","H","C",64.289,NA,44.712,1.738,63.087,65.11
31.723,45.172,38.437,53,"Class2","J","E",37.559,9,45.024,40.202,60.538,73.575
66.128,32.03,60.532,76,"Class3","P","L",82.409,77,41.135,26.7,31.03,77.18
54.324,40.199,68.155,67,"Class3","P","J",82.832,75,38.923,22.66,41.776,53.206
15.581,57.881,89.859,84,"Class3","T","K",72.802,70,39.87,25.193,27.253,106.229
25.87,31.412,81.959,88,"Class3","G","K",80.63,69,41.021,21.625,27.969,33.076
28.79,67.186,34.278,50,"Class2","J","F",39.238,11,46.917,30.918,60.182,33.519
26.974,36.36,68.875,70,"Class3","T","J",87.052,81,44.468,24.833,31.865,56.55
91.897,44.342,84.686,77,"Class3","P","K",84.653,76,38.863,25.677,37.291,54.838
38.726,60.714,82.11,77,"Class3","Y","L",89.997,71,38.29,17.421,37.73,66.468
54.005,36.215,80.722,69,"Class3","P","M",88.331,72,39.558,21.983,41.94,58.656
90.415,46.418,70.278,90,"Class3","P","K",85.086,69,39.316,25.545,21.362,33.69
23.478,53.282,45.178,47,"Class2","Z","O",29.776,NA,51.39,50.999,33.433,25.693
35.749,64.895,47.071,52,"Class2","R","F",33.242,8,41.6,30.129,36.514,52.25
75.515,44.587,67.119,85,"Class3","T","J",72.58,74,40.079,21.357,20.14,45.843
24.011,27.144,60.61,59,"Class2","R","Y",34.477,8,49.995,17.84,26.222,45.421
NA,24.457,11.455,64,"Class1","R","D",67.882,52,25.856,2.74,57.477,69.859
22.597,36.05,53.846,60,"Class2","T","O",30.981,9,39.913,41.101,60.046,24.455
35.117,26.931,32.206,44,"Class2","J","Y",31.28,NA,42.723,65.278,62.911,50.571
24.211,73.738,9.927,68,"Class1","Z","C",63.108,54,25.815,0.182,51.618,67.946
76.985,52.319,73.279,87,"Class3","G","F",90.64,81,38.391,32.067,39.156,24.514
11.193,51.45,24.907,85,"Class1","I","D",52.454,56,61.869,3.999,58.155,72.156
57.299,31.372,80.276,74,"Class3","Y","L",86.917,75,41.982,28.126,24.872,76.524
13.909,37.001,72.534,71,"Class3","G","M",89.123,73,37.168,26.662,39.525,101.449
88.591,33.881,63.418,75,"Class3","T","K",74.588,64,40.335,14.492,19.113,-6.977
79.336,56.952,85.919,83,"Class3","T","L",83.739,70,40.364,22.936,19.745,45.334
34.455,58.192,78.68,52,"Class2","J","O",33.762,10,56.005,74.044,58.848,111.39
21.756,74.61,20.872,90,"Class1","I","D",61.787,54,18.082,2.816,57.813,66.265
7.317,32.601,15.542,90,"Class1","R","H",51.388,53,33.922,2.899,27.662,75.932
80.064,50.154,71.205,78,"Class3","A","L",88.811,69,40.196,30.028,35.482,71.033
24.154,37.555,73.846,79,"Class3","G","M",83.08,73,39.934,26.744,42.06,105.305
15.72,53.852,71.142,72,"Class3","A","F",74.613,67,41.027,16.797,33.016,93.381
27.229,48.138,68.06,57,"Class2","Z","Y",33.95,NA,47.602,4.989,56.21,98.341
26.298,49.664,39.404,55,"Class2","S","F",37.969,11,36.528,46.855,65.54,-11.103
24.6,25.889,70.921,46,"Class2","Z","E",34.273,10,52.695,35.584,51.129,52.015
16.151,50.684,4.675,95,"Class1","R","C",52.362,53,22.974,1.864,61.215,71.964
12.552,55.418,24.21,69,"Class1","H","D",52.865,55,58.641,2.968,71.183,68.067
12.952,29.806,13.729,60,"Class1","H","P",67.227,53,43.527,1.525,34.603,68.457
33.993,28.334,68.863,59,"Class2","T","E",48.508,8,40,59.382,60.456,54.469
15.149,55.251,77.882,66,"Class3","P","L",83.715,71,40.436,24.991,27.976,65.519
29.123,35.707,53.486,54,"Class2","Z","O",57.862,8,49.438,67.425,62.827,75.785
15.737,63.878,25.409,85,"Class1","H","D",57.236,52,37.852,2.715,45.619,66.423
12.679,28.397,14.383,46,"Class1","K","D",60.44,55,48.053,2.096,42.026,71.448
32.843,62.229,62.015,52,"Class2","S","O",49.649,11,46.107,61.305,22.699,56.127
16.512,41.879,56.606,49,"Class1","Z","C",51.011,55,22.228,0.977,44.138,66.546
33.126,65.632,57.592,49,"Class2","S","E",47.613,8,33.091,32.196,59.304,87.199
32.97,35.787,63.024,44,"Class2","J","O",53.737,9,50.851,66.31,39.725,31.195
44.665,54.282,77.468,74,"Class3","A","M",74.481,69,38.659,28.133,24.107,39.946
NA,55.667,81.624,77,"Class3","Y","M",79.542,77,40.815,28.977,29.996,60.082
28.499,51.024,46.823,60,"Class2","R","E",47.35,8,47.707,33.979,61.194,53.648
50.659,31.2,85.645,80,"Class3","G","K",84.532,75,39.064,28.685,36.064,6.039
22.974,33.729,69.557,54,"Class2","T","Y",47.38,10,52.126,30.091,56.057,79.45
7.411,36.062,66.891,82,"Class3","A","J",79.62,66,37.695,21.991,19.395,56.764
50.511,64.827,89.094,64,"Class3","G","J",90.414,78,41.223,30.966,28.286,55.739
50.612,46.224,93.682,79,"Class3","T","J",74.991,80,42.336,21.372,37.802,69.712
35.589,44.46,55.253,46,"Class2","Z","F",26.579,8,56.673,43.188,25.591,56.619
5.587,21.106,34.07,48,"Class1","I","P",60.77,52,25.61,2.04,62.203,72.202
5.678,45.465,12.084,48,"Class1","Z","P",64.252,57,42.163,2.168,66.135,77.602
35.006,33.742,67.584,84,"Class3","T","K",81.488,79,35.189,26.764,21.632,62.654
9.761,47.005,22.766,75,"Class1","R","H",51.287,57,33.583,2.068,51.557,73.753
31.72,37.644,59.115,45,"Class2","R","O",32.146,8,40.986,45.592,44.902,61.685
39.94,61.239,58.39,69,"Class3","T","M",74.981,77,37.699,19.504,42.102,70.287
23.314,39.102,54.436,59,"Class2","R","E",47.405,11,45.798,64.792,50.9,12.351
16.357,38.34,66.283,68,"Class3","A","M",84.078,70,39.662,31.721,25.702,62.036
48.204,31.699,74.029,87,"Class3","P","J",74.602,71,40.699,34.239,32.789,100.355
32.232,31.728,43.967,48,"Class2","J","F",52.096,11,44.001,42.463,23.148,14.636
22.655,41.556,54.54,74,"Class1","H","H",62.38,53,16.839,2.737,62.91,66.06
47.31,28.723,80.16,73,"Class3","G","M",84.514,74,40.165,28.753,41.096,65.954
62.615,64.461,80.046,70,"Class3","T","K",77.601,72,40.499,28.532,29.427,60.399
85.642,62.465,74.71,68,"Class3","T","L",81.685,65,38.715,27.065,33.728,75.723
31.553,43.425,66.956,49,"Class2","J","X",28.462,9,45.01,-22.417,21.788,43.227
25.106,31.995,39.217,48,"Class2","Z","O",29.418,NA,46.838,18.963,29.456,-6.187
79.267,36.846,88.736,86,"Class3","A","L",73.182,65,41.663,28.68,31.081,92.573
24.229,43.562,31.955,44,"Class1","R","C",53.047,52,37.285,2.747,45.18,74.957
85.534,46.295,83.826,69,"Class3","G","F",83.995,64,41.278,26.142,24.832,34.846
5.592,93.707,35.46,87,"Class1","I","P",52.307,58,15.649,0.717,67.911,80.558
27.324,54.072,56.422,48,"Class2","R","F",51.131,9,42.316,27.828,41.064,24.173
79.452,56.794,88.535,64,"Class3","A","M",75.141,65,39.614,27.854,27.844,67.302
63.088,33.255,72.444,68,"Class3","Y","J",83.242,76,41.281,23.247,20.853,54.921
40.782,45.058,81.298,77,"Class3","G","M",78.879,NA,39.977,31.509,38.78,69.912
77.925,29.184,75.132,79,"Class3","P","L",76.458,77,40.19,22.41,41.095,18.727
49.408,38.988,81.706,67,"Class3","A","F",78.144,68,37.816,32.912,42.242,71.968
10.036,21.815,50.608,93,"Class1","I","H",51.127,58,57.448,3.731,36.021,72.948
25.61,21.733,25.68,42,"Class1","I","C",67.59,54,23.323,3.319,40.66,74.784
23.598,20.312,45.531,97,"Class1","K","D",54.966,57,33.031,2.222,48.823,63.016
13.101,59.477,-3.169,83,"Class1","K","I",65.463,52,47.197,3.827,49.468,67.462
15.438,42.955,77.719,83,"Class3","P","K",82.621,66,39.796,29.153,25.191,-6.852
34.68,58.729,39.089,61,"Class2","S","E",31.687,9,39.212,55.085,32.202,26.015
61.024,50.448,73.037,87,"Class3","P","J",76.582,67,38.255,22.514,22.426,66.657
24.968,84.212,26.419,83,"Class1","I","H",52.596,56,26.266,4.029,41.641,74.534
70.856,35.472,88.107,81,"Class3","T","K",73.921,66,38.97,20.965,34.194,70.281
72.944,37.853,72.077,82,"Class3","P","K",79.99,81,39.129,29.149,39.459,56.608
NA,35.247,16.905,97,"Class1","K","C",54.171,53,11.212,3.356,47.955,72.425
31.174,60.453,86.115,74,"Class3","A","F",74.1,69,45.161,28.426,36.85,6.893
29.056,51.014,46.369,50,"Class2","R","Y",30.227,9,43.041,36.205,57.007,76.091
24.195,61.276,12.163,86,"Class1","I","H",65.028,52,16.907,0.77,28.837,70.838
12.79,65.796,84.092,78,"Class3","A","M",84.438,81,38.551,17.865,42.758,52.432
13.341,34.025,40.265,64,"Class1","K","H",60.463,54,40.686,2.587,47.181,69.351
24.744,44.131,48.233,86,"Class1","Z","C",51.557,NA,27.995,0.015,64.548,72.56
32.444,43.626,85.341,72,"Class3","T","K",78.79,64,41.251,24.91,27.069,80.759
26.593,40.409,4.162,86,"Class1","K","I",58.498,52,23.636,2.133,32.119,62.914
10.63,79.127,32.306,61,"Class1","K","I",56.648,52,49.55,0.326,44.75,66.815
28.295,42.474,76.687,89,"Class3","G","L",87.246,NA,38.585,30.049,28.425,35.658
26.503,67.24,66.234,46,"Class2","T","E",54.544,10,55.8,37.963,54.016,31.86
28.528,33.135,64.035,60,"Class2","S","O",41.17,11,58.18,75.058,67.256,-13.374
NA,44.74,72.289,68,"Class3","P","J",75.048,65,40.1,22.612,29.097,128.549
21.303,65.618,33.617,63,"Class1","I","I",54.565,54,8.365,3.593,53.609,65.823
25.185,87.724,35.291,63,"Class1","R","P",58.254,52,18.884,2.064,41.88,70.711
28.439,58.674,35.443,58,"Class2","S","X",40.138,11,50.208,26.803,67.003,39.479
10.141,44.98,53.856,43,"Class1","H","P",66.255,54,66.28,3.59,30.697,71.027
11.673,77.529,6.977,86,"Class1","K","H",67.248,56,9.361,1.359,31.469,62.87
17.325,92.514,17.646,88,"Class1","K","P",60.43,55,20.753,3.948,27.511,72.04
26.182,56.593,77.47,49,"Class2","R","O",30.715,9,49.549,88.491,24.215,51.142
32.428,29.097,76.972,87,"Class3","A","J",79.595,68,39.645,24.069,27.49,51.416
84.739,46.999,86.453,82,"Class3","A","K",90.573,71,41.72,23.952,21.25,144.707
22.201,83.457,49.533,89,"Class1","I","C",62.269,52,13.185,1.706,23.949,71.121
62.068,58.945,88.502,70,"Class3","G","K",84.813,70,38.718,26.953,38.982,89.998
23.194,38.185,62.629,57,"Class2","J","O",47.586,10,49.459,64.088,20.198,38.204
25.43,28.805,45.755,45,"Class2","T","O",43.065,11,45.999,18.998,19.31,36.799
23.914,24.014,41.499,56,"Class2","R","E",57.435,11,48.516,48.865,45.959,40.996
18.527,50.339,4.967,69,"Class1","Z","I",63.007,56,25.541,2.447,28.1,68.515
29.281,54.347,35.586,61,"Class2","J","O",49.438,10,53.136,73.148,24.666,98.69
31.924,36.84,49.445,45,"Class2","Z","Y",38.003,9,58.286,81.306,51.243,54.843
31.614,35.707,73.228,46,"Class2","Z","E",44.294,9,36.831,65.021,24.31,30.907
69.276,50.322,84.414,87,"Class3","Y","L",75.165,64,42.504,29.75,23.093,27.32
57.699,57.573,86.211,64,"Class3","G","M",80.866,76,40.115,20.252,22.246,11.092
20.728,43.648,26.477,46,"Class1","H","H",52.094,57,32,2.281,39.098,69.698
23.901,71.445,26.334,83,"Class1","R","C",62.803,52,9.185,2.601,41.326,68.207
14.738,22.697,20.635,77,"Class1","H","D",62.693,57,17.464,1.646,59.57,74.12
49.61,30.599,83.97,90,"Class3","T","K",78.917,66,40.869,32.421,27.286,26.848
5.791,75.997,38.448,46,"Class1","H","I",65.234,52,33.886,3.021,71.158,69.339
9.929,36.136,73.934,73,"Class3","A","F",85.621,74,36.72,22.222,36.739,81.217
NA,65.11,20.779,73,"Class1","K","C",56.856,NA,54.591,1.501,71.766,61.482
23.548,55.272,70.659,57,"Class2","R","X",51.528,10,44.896,43.31,48.976,70.211
14.885,60.749,19.927,97,"Class1","H","I",57.255,56,27.428,3.878,54.163,64.303
13.458,44.958,39.288,63,"Class1","H","D",67.935,52,5.936,2.335,26.472,67.504
11.675,90.456,1.494,57,"Class1","K","C",63.055,57,31.991,3.329,36.664,69.654
28.795,68.182,57.028,51,"Class2","R","O",29.412,9,42.648,69.526,43.242,15.43
20.161,77.025,40.641,74,"Class1","K","D",53.413,52,40.753,0.425,65.421,74.131
46.065,48.668,78.216,83,"Class3","A","F",81.36,76,37.363,22.332,21.904,13.65
25.108,26.688,21.995,46,"Class1","H","C",63.382,58,5.106,1.019,66.261,63.323
52.229,35.638,76.196,75,"Class3","A","K",77.421,73,39.734,27.681,22.985,47.304
35.685,30.912,60.438,58,"Class2","J","Y",56.492,9,39.927,23.901,39.781,-6.623
23.866,59.411,70.231,49,"Class2","S","Y",37.6,8,51.439,46.384,56.065,72.812
56.202,51.472,69.746,88,"Class3","T","K",79.23,72,40.408,21.011,36.164,80.085
17.222,91.394,14.031,61,"Class1","R","H",64.184,56,20.124,4.659,30.27,73.23
35.378,47.505,73.398,48,"Class2","R","X",42.718,NA,38.119,38.501,33.415,80.282
58.536,42.628,84.775,75,"Class3","Y","K",90.067,75,38.577,25.877,36.686,35.226
27.025,61.679,34.77,52,"Class2","Z","Y",54.249,8,42.801,25.58,24.709,69.145
32.264,48.108,60.341,45,"Class2","S","X",37.164,11,45.115,65.558,66.592,23.206
35.348,36.573,49.435,49,"Class2","Z","F",38.306,8,60.755,51.62,40.641,34.925
23.421,62.629,16.892,91,"Class1","K","H",62.476,56,3.27,3.893,54.49,75.842
6.015,58.72,22.094,68,"Class1","K","D",61.316,57,1.205,2.876,52.466,67.278
17.609,41.01,-4.037,48,"Class1","Z","D",57.831,56,65.428,2.16,46.971,73.406
9.794,49.439,82.241,82,"Class3","P","F",90.229,71,40.357,23.193,35.503,33.737
6.209,50.792,74.462,74,"Class3","T","M",73.649,78,37.409,22.521,20.197,57.147
