"BXE1","PFV2","EVF3","DCN4","LUK5","Output25","YVS6","WGI7","HFI8","JAO9","PKG10"
31.134,"R",83.869,33.376,48,"Class5",62.927,17.223,"B",84.066,97.597
42.16,"U",66.085,33.015,68,"Class4",3.591,60.618,"O",88.93,18.247
9.067,"F",40.007,5.125,73,"Class1",70.696,48.753,"M",47.17,31.126
8.224,"T",27.728,4.299,73,"Class1",78.12,10.699,"X",NA,28.691
33.333,"U",82.982,33.672,50,"Class5",63.09,17.953,"G",91.354,97.751
7.311,"K",35.309,4.924,70,"Class1",73.361,46.554,"F",47.967,29.089
73.163,"H",97.833,53.108,33,"Class3",69.353,74.915,"W",84.251,71.061
7.803,"T",21.044,5.609,74,"Class1",71.149,49.828,"O",59.02,32.576
73.794,"G",95.359,15.544,28,"Class3",75.061,73.81,"W",88.916,48.054
63.087,"G",94.766,18.046,34,"Class3",67.038,81.687,"U",83.448,60.846
32.305,"Q",42.291,33.51,85,"Class4",15.333,9.915,"H",88.366,13.519
75.519,"A",NA,58.127,23,"Class3",65.81,80.665,"D",90.009,61.335
30.053,"R",84.116,33.764,33,"Class5",61.295,16.638,"B",92.348,97.396
9.966,"L",1.639,4.874,69,"Class1",69.388,54.63,"F",50.461,27.707
8.445,"J",26.126,5.468,74,"Class1",71.886,49.68,"M",53.824,30.677
69.502,"O",99.514,37.888,28,"Class3",61.801,75.396,"U",87.106,56.392
32.975,"U",56.04,29.445,45,"Class4",5.188,66.157,"P",86.164,55.956
73.442,"G",93.367,31.482,34,"Class3",58.936,74.053,"D",84.988,65.906
82.55,"Y",90.732,13.514,24,"Class3",69.39,78.83,"B",87.14,90.801
84.439,"G",86.812,26.396,32,"Class3",76.069,81.281,"B",89.49,90.298
30.498,"Q",81.422,34.013,41,"Class4",7.93,81.606,"O",86.366,40.877
45.223,"U",82.521,32.508,40,"Class5",63.357,11.907,"G",89.891,97.512
65.583,"O",79.41,21.454,41,"Class2",34.087,76.149,"N",44.362,66.251
6.719,"F",NA,4.648,70,"Class1",75.074,39.061,"V",53.336,26.473
28.438,"K",34.793,36.079,69,"Class4",27.061,4.334,"I",NA,32.224
34.158,"O",48.494,37.535,84,"Class4",26.321,20.672,"H",86.608,29.134
82.519,"O",87.885,39.037,39,"Class3",66.391,83.183,"B",83.13,60.597
71.727,"H",91.783,4.247,35,"Class3",61.168,75.322,"D",NA,69.781
8.442,"K",1.917,4.245,74,"Class1",72.387,44.259,"V",54.69,31.409
76.123,"Y",86.431,27.67,38,"Class3",69.881,81.574,"D",90.868,55.033
7.999,"J",9.148,4.174,70,"Class1",70.826,26.315,"O",52.35,33.059
76.607,"G",94.474,35.685,28,"Class3",68.925,82.03,"W",84.634,64.592
28.934,"U",83.708,31.021,41,"Class5",62.755,14.721,"G",NA,97.863
33.133,"U",52.712,29.458,63,"Class4",10.455,13.744,"V",86.327,37.746
43.614,"K",NA,34.817,69,"Class4",20.034,5.577,"P",86.471,39.319
36.006,"O",8.218,30.618,65,"Class4",17.046,26.563,"P",86.079,35.503
32.404,"K",63.218,38.797,92,"Class4",18.062,80.219,"P",88.517,10.415
29.194,"N",82.627,33.667,40,"Class5",63.965,10.735,"G",90.481,97.226
67.765,"U",72.694,22.44,38,"Class2",41.365,56.835,"N",39.288,54.59
9.437,"T",37.427,4.49,74,"Class1",69.438,59.826,"X",47.258,34.994
36.324,"K",97.406,35.216,94,"Class4",25.575,50.357,"O",88.719,33.699
30.814,"M",15.009,39.106,39,"Class4",12.512,52.466,"H",86.685,21.156
31.156,"K",35.17,35.778,61,"Class4",-2.7,72.423,"O",86.794,14.446
9.838,"T",47.65,5.797,73,"Class1",72.313,38.162,"O",59.363,27.245
66.291,"F",83.066,15.107,57,"Class2",73.849,70.6,"G",53.88,43.35
73.5,"Y",85.051,5.122,38,"Class3",64.073,72.05,"W",82.397,45.214
8.253,"L",39.678,5.207,72,"Class1",73.865,21.687,"F",NA,32.845
68.868,"I",NA,15.803,42,"Class2",67.08,76.163,"B",42.786,87.57
56.295,"U",84.185,32.255,38,"Class5",63.423,12.493,"B",90.363,97.928
6.889,"K",5.984,5.751,72,"Class1",71.949,23.036,"X",58.658,30.076
67.662,"U",81.073,18.705,65,"Class2",3.223,67.577,"N",NA,80.858
41.581,"O",58.041,34.099,80,"Class4",8.744,66.382,"P",88.908,36.234
84.013,"G",95.954,20.13,35,"Class3",83.384,79.005,"W",87.148,47.073
83.773,"Y",93.883,26.926,36,"Class3",74.262,74.986,"D",86.366,45.606
74.539,"G",86.429,20.334,35,"Class3",84.076,80.191,"U",84.735,70.043
81.726,"A",91.197,32.814,38,"Class3",81.547,79.356,"Z",84.679,63.151
86.457,"A",NA,51.838,25,"Class3",69.605,80.021,"U",81.48,73.568
30.62,"U",40.52,37.126,42,"Class4",3.009,58.214,"H",86.293,58.151
36.17,"K",99.898,35.615,71,"Class4",9.52,81.86,"I",86.732,7.631
8.182,"J",22.341,5.456,71,"Class1",68.167,43.883,"M",55.453,31.132
38.476,"N",83.201,32.197,35,"Class5",62.864,12.38,"E",87.293,97.74
27.549,"U",52.356,32.66,83,"Class4",8.609,70.911,"O",88.069,21.345
87.04,"G",89.285,3.418,39,"Class3",76.853,80.129,"D",87.467,70.186
31.475,"Q",60.306,29.039,43,"Class4",7.397,78.672,"I",87.32,25.415
52.797,"H",83.718,31.643,35,"Class5",62.974,16.762,"R",91.376,97.43
77.017,"Y",95.51,38.269,28,"Class3",71.446,73.04,"U",90.002,61.099
65.498,"F",76.722,9.468,42,"Class2",20.514,72.139,"Q",51.129,71.025
44.984,"P",84.557,32.967,55,"Class5",62.386,18.567,"K",92.852,97.373
64.174,"U",90.685,14.17,55,"Class2",58.021,54.38,"O",64.094,58.344
27.213,"K",38.248,31.598,58,"Class4",14.596,46.888,"O",87.49,26.421
45.421,"R",83.74,33.52,45,"Class5",63.898,12.749,"R",84.094,97.582
30.65,"M",NA,31.103,42,"Class4",-1.682,57.924,"O",86.021,41.437
47.811,"U",82.478,32.74,31,"Class5",62.068,15.683,"R",88.252,98.074
66.532,"I",84.752,8.772,47,"Class2",68.851,72.372,"N",48.97,91.724
35.146,"Q",23.587,37.385,55,"Class4",1.743,72.557,"H",86.95,25.036
27.969,"U",34.088,35.892,78,"Class4",13.512,38.103,"I",88.019,37.104
80.265,"G",100,47.337,33,"Class3",67.235,71.073,"D",79.731,55.079
72.519,"H",93.584,27.715,34,"Class3",64.568,73.48,"D",NA,49.657
59.252,"G",93.954,15.885,22,"Class3",83.94,79.373,"Z",85.41,63.351
32.426,"M",NA,26.101,49,"Class4",19.136,8.856,"I",86.464,33.949
81.282,"H",90.792,48.072,23,"Class3",57.261,79.57,"Z",79.278,53.707
67.161,"F",83.797,16.58,61,"Class2",18.688,72.429,"N",93.483,102.117
34.568,"H",82.661,31.072,33,"Class5",63.263,15.9,"G",89.474,97.068
65.011,"F",84.976,19.353,35,"Class2",58.649,77.55,"N",NA,67.153
32.181,"K",50.611,39.941,40,"Class4",7.943,18.76,"V",87.785,49.04
9.007,"F",36.409,4.208,73,"Class1",71.807,51.683,"F",60.261,26.225
8.288,"F",20.259,5.302,72,"Class1",72.062,47.332,"F",57.602,35.257
40.721,"N",83.719,32.783,47,"Class5",62.857,16.088,"G",91.478,97.788
37.761,"Q",54.634,27.76,46,"Class4",24.967,41.868,"I",88.338,31.681
85.962,"G",90.441,39.711,37,"Class3",80.518,78.425,"Z",82.866,49.832
8.975,"J",NA,4.48,69,"Class1",69.487,41.634,"F",51.387,32.658
68.006,"U",93.929,21.821,68,"Class2",35.543,58.203,"N",21.162,98.07
8.09,"J",31.031,5.1,71,"Class1",74.005,10.917,"O",50.836,32.092
33.23,"P",NA,32.508,33,"Class5",62.665,15.966,"E",85.306,97.69
8.427,"J",19.893,4.128,72,"Class1",70.968,37.711,"M",49.734,30.278
20.009,"Q",76.007,37.973,50,"Class4",32.963,65.649,"V",88.506,63.634
8.733,"F",41.383,5.892,73,"Class1",71.632,48.631,"V",52.51,30.232
7.755,"F",44.048,5.786,71,"Class1",71.432,12.528,"O",52.427,28.458
30.524,"Q",65.46,28.265,57,"Class4",12.012,5.772,"V",88.768,19.241
8.89,"T",15.254,5.364,74,"Class1",75.184,55.914,"V",51.64,26.682
34.859,"O",12.989,29.046,57,"Class4",20.472,36.078,"V",86.217,10.692
66.903,"U",73.724,8.435,64,"Class2",17.359,79.773,"G",89.829,71.153
83.964,"Y",92.967,31.071,23,"Class3",75.059,83.058,"U",85.267,57.642
36.056,"O",63.332,26.681,38,"Class4",14.991,18.031,"P",87.642,45.392
65.431,"F",79.183,23.172,44,"Class2",69.913,71.529,"N",30.749,72.193
72.243,"Y",97.685,33.263,29,"Class3",67.308,71.663,"Z",83.193,72.817
65.204,"I",80.156,9.08,48,"Class2",56.391,76.589,"O",90.617,80.808
67.099,"Q",NA,11.569,38,"Class2",29.961,50.879,"N",18.807,91.331
47.486,"P",84.645,32.513,51,"Class5",61.823,7.308,"K",89.462,97.339
65.012,"U",79.647,11.61,33,"Class2",43.367,70.684,"B",40.953,64.376
36.519,"N",86.329,31.549,40,"Class5",62.52,17.833,"K",85.665,97.577
36.707,"M",46.919,25.134,61,"Class4",6.064,16.374,"P",86,21.864
7.677,"T",60.499,4.41,74,"Class1",73.07,38.139,"X",53.829,32.329
65.084,"Q",74.682,13.454,51,"Class2",26.203,66.04,"G",68.657,71.703
39.042,"O",24.053,30.716,62,"Class4",-3.597,41.79,"V",NA,21.936
7.363,"T",0.765,5.292,69,"Class1",73.091,22.311,"M",49.992,28.488
46.666,"R",84.75,31.924,48,"Class5",62.923,9.1,"G",92.745,97.072
23.061,"P",83.635,33.135,46,"Class5",63.095,9.718,"G",87.845,97.607
78.013,"Y",92.121,22.946,24,"Class3",79.634,79.672,"U",87.383,51.204
6.999,"T",45.195,5.026,70,"Class1",69.383,12.402,"M",58.796,32.799
76.905,"H",93.968,32.344,28,"Class3",72.748,80.677,"U",90.611,54.827
9.06,"L",24.34,4.293,71,"Class1",72.098,61.83,"M",53.991,23.742
69.965,"Y",94.123,31.624,25,"Class3",70.204,74.826,"U",80.685,51.605
34.861,"R",83.231,32.124,32,"Class5",64.811,12.39,"E",87.809,97.495
66.28,"U",66.888,16.518,38,"Class2",67.827,58.126,"O",93.892,57.621
9.452,"L",46.017,4.041,72,"Class1",68.203,63.88,"M",60.218,32.709
78.328,"H",94.668,50.158,35,"Class3",65.299,74.562,"B",79.09,56.484
6.143,"K",31.694,4.573,70,"Class1",66.364,60.766,"F",60.631,27.221
7.656,"L",5.033,5.282,69,"Class1",69.703,67.107,"O",56.12,34.25
30.831,"H",82.698,32.815,31,"Class5",62.655,14.186,"B",90.734,98.08
8.891,"F",34.25,4.241,73,"Class1",73.61,22.87,"V",54.555,29.21
68.521,"Q",67.035,9.711,35,"Class2",34.978,64.228,"Q",76.392,71.107
84.054,"O",95.018,4.06,29,"Class3",73.189,72.115,"D",89.99,86.402
34.923,"Q",63.726,31.367,94,"Class4",15.127,43.538,"O",NA,20.719
29.25,"O",38.974,27.407,81,"Class4",19.717,82.822,"V",88.859,64.863
6.625,"T",23.875,5.189,73,"Class1",74.776,42.007,"V",NA,25.678
30.174,"H",83.343,33.097,53,"Class5",63.703,17.326,"B",88.499,97.516
8.356,"J",76.193,4.894,72,"Class1",70.423,34.665,"V",51.366,36.036
8.348,"K",38.604,4.656,74,"Class1",69.77,35.028,"X",60.07,36.789
16.068,"U",83.791,32.613,43,"Class5",62.323,17.229,"K",84.864,97.756
35.56,"M",46.563,33.045,48,"Class4",5.031,54.818,"I",86.127,32.121
76.751,"G",99.089,14.5,33,"Class3",72.468,80.148,"U",90.956,52.497
10.053,"T",38.85,5.239,69,"Class1",71.036,42.826,"M",49.379,36.483
72.183,"Y",NA,10.343,24,"Class3",79.375,78.334,"W",84.767,43.2
76.356,"G",85.942,48.108,32,"Class3",72.254,81.75,"Z",84.527,54.961
36.309,"H",82.873,31.593,30,"Class5",64.313,6.663,"E",84.297,97.726
41.239,"N",83.028,33.801,36,"Class5",62.94,10.474,"G",88.436,97.855
8.79,"F",28.476,5.751,72,"Class1",76.028,17.526,"X",55.247,37.929
34.281,"U",83.739,33.452,52,"Class5",63.343,5.78,"R",89.823,97.882
79.019,"G",89.439,26.936,26,"Class3",84.565,74.892,"U",79.888,58.86
82.179,"Y",89.268,39.225,28,"Class3",75.717,76.869,"D",82.216,68.849
9.049,"K",26.395,4.158,71,"Class1",67.681,17.784,"F",56.217,29.078
82.97,"O",91.235,26.683,38,"Class3",78.349,79.369,"W",80.551,81.723
8.609,"T",27.092,5.491,72,"Class1",71.312,24.374,"X",58.756,31.642
9.093,"T",39.17,5.102,71,"Class1",67.829,37.656,"O",51.655,35.019
34.375,"M",54.799,30.601,71,"Class4",9.377,34.479,"H",86.715,57.875
40.996,"M",57.523,35.245,58,"Class4",14.265,72.806,"I",88.617,27.195
66.017,"Q",NA,15.192,42,"Class2",47.341,82.758,"G",38.346,47.743
46.372,"R",81.084,32.174,38,"Class5",63.956,14.646,"B",91.535,97.156
7.019,"J",56.321,4.829,74,"Class1",71.105,24.867,"M",47.332,35.578
48.194,"R",84.244,31.068,45,"Class5",61.992,16.521,"G",88.049,97.298
67.329,"Q",89.261,10.39,55,"Class2",1.324,65.37,"G",66.314,49.655
9.821,"T",32.445,4.289,70,"Class1",73.906,59.083,"F",57.87,31.569
9.612,"L",22.228,5.454,73,"Class1",71.226,64.739,"O",55.196,24.675
65.805,"I",87.875,12.961,51,"Class2",48.116,62.723,"B",19.853,76.955
71.347,"G",89.762,23.057,37,"Class3",68.099,83.672,"Z",90.092,60.864
76.024,"A",90.635,5.938,23,"Class3",64.772,74.191,"Z",87.78,56.018
68.333,"O",86.726,22.515,68,"Class2",54.469,68.607,"O",53.665,16.745
66.823,"Q",81.781,15.268,52,"Class2",61.061,54.09,"B",43.85,84.005
7.436,"F",21.69,5.388,72,"Class1",68.628,31.126,"O",59.07,29.194
38.865,"U",56.367,26.648,80,"Class4",10.896,63.963,"H",88.353,0.294
31.676,"U",83.249,33.225,41,"Class5",61.569,14.028,"R",87.912,97.473
9.286,"T",38.637,5.421,71,"Class1",70.978,21.383,"F",53.829,27.291
66.497,"I",82.3,18.211,45,"Class2",89.866,84.294,"N",57.459,91.37
72.087,"A",88.453,23.567,22,"Class3",75.004,71.298,"D",NA,99.1
5.784,"L",60.003,5.066,69,"Class1",71.57,41.072,"M",60.926,34.483
74.782,"Y",90.378,6.456,24,"Class3",74.279,77.816,"B",83.783,50.356
67.776,"F",72.429,16.548,57,"Class2",35.824,81.017,"O",34.573,105.982
67.66,"U",81.956,15.265,32,"Class2",56.227,59.384,"B",26.373,46.492
66.725,"F",86.9,14.008,36,"Class2",29.542,56.482,"B",89.59,86.786
7.606,"T",20.205,4.649,72,"Class1",77.421,26.838,"O",NA,26.393
67.583,"U",86.559,17.012,57,"Class2",72.598,75.081,"N",37.697,49.439
9.764,"F",31.085,4.064,69,"Class1",68.537,31.67,"M",NA,34.022
82.307,"Y",87.64,41.866,30,"Class3",70.006,73.102,"Z",87.913,57.872
68.898,"U",79.713,9.286,33,"Class2",53.284,80.095,"N",63.156,44.197
69.936,"A",NA,39.096,21,"Class3",71.606,72.12,"B",87.491,53.831
28.546,"M",41.501,37.692,90,"Class4",7.602,71.515,"I",86.895,20.327
66.214,"O",83.663,11.649,58,"Class2",23.759,56.338,"B",38.893,75.174
67.146,"F",81.821,8.01,67,"Class2",51.56,67.972,"B",71.609,55.864
66.624,"U",77.587,15.266,42,"Class2",66.301,65.996,"G",23.667,103.771
81.12,"Y",91.134,24.079,31,"Class3",76.614,79.294,"U",82.771,100.697
69.039,"Y",89.214,27.598,42,"Class3",67.177,80.554,"D",89.558,59.331
39.62,"H",84.348,32.909,36,"Class5",62.126,18.831,"K",91.446,97.381
8.471,"T",19.052,5.898,70,"Class1",72.85,26.908,"O",50.855,28.492
62.962,"P",82.644,31.849,31,"Class5",60.958,12.689,"B",84.283,97.206
29.937,"Q",47.731,39.257,97,"Class4",8.72,35.932,"O",87.89,26.519
35.273,"H",84.434,33.726,33,"Class5",61.501,14.46,"E",91.438,97.372
8.386,"J",21.833,4.223,70,"Class1",72.175,63.775,"O",49.849,33.347
66.527,"I",77.452,17.048,63,"Class2",14.237,55.891,"Q",52.393,84.378
38.148,"N",83.174,31.632,48,"Class5",62.944,12.057,"E",88.52,97.527
7.515,"T",27.206,4.985,70,"Class1",76.813,31.666,"X",57.367,26.165
30.676,"N",81.993,31.206,30,"Class5",61.638,10.407,"G",86.393,97.419
50.953,"P",84.216,33.76,28,"Class5",63.266,11.096,"B",86.178,97.987
32.464,"U",38.27,34.465,75,"Class4",6.764,78.847,"P",86.159,35.183
66.471,"Q",72.713,15.9,34,"Class2",32.198,53.55,"G",83.8,74.971
76.456,"O",98.275,29.524,24,"Class3",65.825,74.026,"W",83.812,35.225
79.554,"O",89.023,19.617,41,"Class3",81.047,78.971,"U",83.063,72.9
8.76,"K",26.098,5.886,70,"Class1",73.206,10.523,"O",48.817,27.574
67.069,"U",80.35,19.601,45,"Class2",83.646,72.745,"Q",58.386,31.991
80.15,"Y",90.213,3.195,23,"Class3",72.583,80.66,"D",89.007,53.453
36.364,"U",74.121,39.761,41,"Class4",9.763,82.248,"V",88.248,29.987
68.286,"F",75.723,21.92,52,"Class2",61.705,66.483,"Q",57.897,56.756
93.27,"A",92.161,58.829,35,"Class3",72.922,71.279,"Z",NA,48.284
79.332,"H",88.866,26.111,34,"Class3",73.081,73.422,"U",81.446,64.641
48.306,"R",83.193,31.18,51,"Class5",61.953,6.176,"K",88.819,97.359
33.921,"K",62.961,39.331,49,"Class4",10.264,23.793,"H",88.799,18.393
20.981,"H",83.65,32.789,32,"Class5",60.818,5.933,"R",92.076,97.942
67.729,"O",76.981,8.041,37,"Class2",51.043,61.511,"Q",19.236,67.812
65.815,"I",NA,15.285,35,"Class2",50.281,57.629,"B",89.244,91.271
38.717,"O",75.521,35.588,75,"Class4",27.78,78.102,"O",88.923,38.814
32.266,"K",79.998,31.628,98,"Class4",16.642,76.071,"P",86.791,27.333
66.865,"Q",87.83,12.573,40,"Class2",52.633,56.494,"B",54.812,54.925
24.612,"P",85.066,31.265,37,"Class5",60.995,12.865,"K",85.225,97.699
9.059,"J",19.046,4.558,69,"Class1",72.878,10.411,"O",58.144,31.063
8.577,"F",21.235,5.754,70,"Class1",71.243,49.22,"X",59.219,24.543
8.436,"F",21.504,5.409,73,"Class1",71.218,61.7,"X",59.932,30.23
67.447,"Q",66.553,13.667,35,"Class2",32.826,70.163,"O",38.177,93.879
43.047,"H",83.006,31.703,39,"Class5",62.681,13.489,"B",92.31,97.14
8.051,"T",45.069,5.177,69,"Class1",72.303,22.221,"X",58.223,28.026
70.362,"Y",96.855,50.986,34,"Class3",59.347,79.444,"D",82.265,51.688
26.751,"M",56.07,28.81,85,"Class4",20.05,47.361,"P",88.523,5.004
32.791,"M",58.568,25.478,73,"Class4",24.524,15.658,"I",87.885,-15.624
33.639,"M",9.924,35.543,77,"Class4",6.427,26.362,"O",88.404,41.197
76.939,"H",NA,39.54,41,"Class3",73.897,76.39,"U",83.662,72.38
8.075,"T",32.996,4.164,71,"Class1",71.503,24.256,"O",51.688,26.918
39.422,"Q",47.953,39.146,49,"Class4",19.047,54.957,"P",86.23,40.261
37.272,"N",82.047,31.509,46,"Class5",62.819,15.456,"G",84.195,97.967
8.009,"T",23.882,4.884,72,"Class1",74.064,48.491,"M",55.366,30.716
26.672,"M",65.641,37.138,63,"Class4",16.611,9.688,"I",88.67,18.339
74.232,"H",84.494,2.847,36,"Class3",71.449,78.928,"D",80.74,70.528
52.196,"P",84.307,33.339,34,"Class5",64.629,18.489,"K",88.524,97.608
31.777,"U",83.713,25.347,98,"Class4",23.257,48.067,"P",86.005,4.493
69.338,"U",77.466,22.38,55,"Class2",44.803,54.439,"G",92.379,44.938
7.687,"J",11.325,5.374,73,"Class1",73.776,47.155,"V",60.525,23.876
33.121,"K",93.82,37.47,49,"Class4",11.662,55.271,"I",88.527,28.564
7.325,"L",63.71,5.439,73,"Class1",77.846,51.408,"O",57.282,27.133
65.841,"O",89.164,20.854,60,"Class2",61.796,83.104,"B",73.722,76.349
8.266,"T",42.944,4.733,72,"Class1",71.716,22.819,"O",50.557,28.139
66.901,"Y",82.44,13.031,27,"Class3",74.52,72.593,"B",86.853,71.826
67.724,"G",89.992,9.617,29,"Class3",71.099,83.191,"B",82.218,71.223
66.753,"O",93.028,11.086,59,"Class2",42.25,55.149,"O",36.471,81.435
8.264,"F",51.423,5.617,72,"Class1",68.305,17.386,"X",51.46,32.443
75.577,"Y",94.696,46.863,38,"Class3",72.007,73.697,"U",87.871,77.63
35.998,"P",83.937,32.272,52,"Class5",62.276,15.162,"K",90.846,98.092
37.441,"K",NA,29.499,45,"Class4",17.062,14.265,"P",88.346,31.232
33.404,"N",83.976,33.494,30,"Class5",62.66,8.256,"G",84.985,97.225
53.829,"P",83.037,32.868,54,"Class5",63.718,18.051,"B",86.293,97.894
69.059,"A",94.965,17.289,31,"Class3",79.695,81.012,"D",88.041,77.465
71.574,"O",90.922,61.184,23,"Class3",75.312,83.198,"Z",81.497,49.186
67.356,"Q",79.785,14.541,53,"Class2",54.384,68.809,"O",NA,58.728
71.595,"O",93.708,5.511,29,"Class3",84.897,77.778,"W",89.307,64.621
45.29,"N",82.977,31.273,54,"Class5",62.478,15.747,"R",87.84,97.156
71.982,"G",90.756,22.163,24,"Class3",67.939,78.388,"Z",89.97,66.462
66.223,"Q",75.184,10.045,47,"Class2",10.421,70.658,"B",68.186,65.27
75.183,"H",96.93,4.815,32,"Class3",55.764,78.731,"W",85.528,37.447
34.579,"K",41.122,35.969,68,"Class4",14.668,25.366,"P",87.089,26.397
66.951,"F",NA,20.38,49,"Class2",58.403,50.514,"Q",41.434,77.184
33.482,"M",64.841,28.203,46,"Class4",15.808,24.925,"V",87.53,10.13
24.224,"U",83.037,33.359,29,"Class5",62.122,13.057,"G",91.542,98.029
36.67,"O",96.819,39.969,100,"Class4",12.066,5.666,"V",87.356,17.817
87.807,"G",90.492,15.256,35,"Class3",74.251,75.858,"W",79.317,74.95
5.947,"F",59.105,5.155,70,"Class1",71.424,61.809,"F",54.191,31.008
30.835,"R",84.047,31.17,48,"Class5",63.452,5.286,"R",87.396,97.786
39.353,"N",82.619,31.63,48,"Class5",62.838,11.176,"K",85.266,97.524
26.711,"O",96.398,27.605,72,"Class4",18.128,51.104,"O",86.055,-11.496
28.417,"Q",16.481,37.273,74,"Class4",12.59,15.532,"O",86.44,18.198
81.492,"H",NA,56.139,30,"Class3",73.83,73.358,"W",80.63,28.028
37.193,"K",64.558,39.826,79,"Class4",25.316,7.682,"O",88.771,36.854
65.303,"F",94.935,9.5,59,"Class2",36.578,76.25,"G",58.487,74.115
21.442,"O",10.337,25.196,77,"Class4",5.923,64.924,"H",86.71,30.772
51.557,"H",84.474,32.074,43,"Class5",62.486,10.868,"G",84.205,97.511
36.078,"P",83.26,33.356,35,"Class5",60.459,18.717,"R",86.823,97.95
69.921,"I",NA,18.527,44,"Class2",68.788,52.656,"Q",17.315,58.007
81.695,"G",99.422,13.943,32,"Class3",76.252,71.908,"D",85.478,58.373
39.948,"U",83.371,32.012,44,"Class5",62.225,12.268,"K",NA,97.386
6.999,"L",28.117,4.327,71,"Class1",73.795,34.468,"F",52.284,28.571
41.156,"O",NA,30.862,72,"Class4",22.649,55.163,"O",86.666,-5.58
36.895,"Q",78.486,36.267,96,"Class4",-0.678,7.143,"P",87.001,48.652
27.056,"U",43.959,38.909,40,"Class4",-4.324,46.468,"I",88.054,39.703
26.411,"K",61.197,28.976,44,"Class4",9.994,73.361,"I",87.398,49.567
32.017,"R",84.545,33.151,40,"Class5",60.973,10.156,"E",88.025,97.51
34.165,"K",34.129,38.78,40,"Class4",19.913,31.938,"P",88.479,50.333
31.251,"R",83.011,31.785,43,"Class5",60.865,7.737,"R",91.15,97.149
67.55,"U",89.441,12.67,38,"Class2",68.906,65.234,"Q",73.439,52.057
66.259,"F",NA,16.016,63,"Class2",-7.64,66.159,"G",22.208,70.732
6.268,"L",69.428,4.278,71,"Class1",71.391,11.042,"M",57.767,24.751
34.271,"O",17.285,33.848,72,"Class4",-1.03,69.368,"P",86.762,24.038
9.896,"L",31.21,5.384,69,"Class1",70.135,51.71,"O",55.734,34.893
29.436,"Q",92.01,33.145,77,"Class4",8.397,22.713,"V",88.922,32.353
43.705,"U",83.056,33.644,50,"Class5",61.16,14.329,"E",87.916,97.821
71.541,"H",98.415,27.476,22,"Class3",68.472,76.477,"D",79.412,76.236
65.962,"O",73.704,15.67,35,"Class2",50.319,77.298,"O",41.281,68.539
58.054,"P",84.189,31.322,45,"Class5",60.994,15.306,"E",85.451,97.907
8.476,"L",23.432,4.622,74,"Class1",75.473,37.135,"F",48.178,30.127
65.146,"I",86.431,8.11,67,"Class2",47.997,74.291,"B",32.557,91.026
34.367,"P",83.166,31.091,54,"Class5",63.841,17.9,"B",91.911,98.017
76.64,"A",91.237,49.191,35,"Class3",74.016,73.848,"D",81.243,66.447
8.64,"L",36.646,5.103,71,"Class1",75.822,62.181,"X",57.553,31.363
32.525,"O",47.699,35.083,51,"Class4",14.371,47.692,"H",87.376,19.984
31.327,"U",47.933,30.939,69,"Class4",13.023,78.12,"V",88.074,19.232
41.254,"U",9.375,26.319,52,"Class4",35.515,29.079,"V",88.152,51.232
29.984,"Q",60.741,36.103,83,"Class4",10.367,4.832,"P",86.023,9.341
8.295,"F",18.522,4.326,72,"Class1",69.213,41.801,"X",48.229,30.309
31.066,"M",68.71,29.135,95,"Class4",19.819,57.463,"O",88.668,35.769
41.425,"K",47.683,33.948,89,"Class4",10.017,63.589,"I",87.035,36.608
78.445,"Y",85.583,41.558,34,"Class3",73.501,74.817,"W",90.108,77.864
8.555,"T",24.34,5.993,70,"Class1",71.244,52.432,"M",53.682,25.632
65.673,"F",82.339,23.689,33,"Class2",69.504,65.033,"O",16.592,91.799
77.033,"G",92.901,20.979,32,"Class3",85.077,78.41,"Z",81.848,90.536
10.973,"T",14.625,5.084,71,"Class1",68.939,69.29,"V",55.342,25.59
76.23,"H",95.634,60.268,38,"Class3",72.435,81.84,"U",85.055,41.515
34.869,"P",84.084,33.412,36,"Class5",61.139,9.756,"K",87.494,97.559
32.453,"R",82.478,32.073,30,"Class5",61.089,17.716,"K",87.786,97.514
8.198,"F",45.16,5.443,71,"Class1",76.885,16.63,"M",58.835,31.468
30.357,"M",33.45,33.598,53,"Class4",5.23,14.261,"H",88.213,75.834
83.024,"O",98.404,19.85,27,"Class3",63.59,75.903,"B",83.91,64.246
68.147,"Q",NA,22.709,56,"Class2",37.188,54.189,"Q",33.918,69.412
31.623,"P",82.428,32.904,31,"Class5",61.3,17.526,"E",85.314,97.769
22.395,"R",82.668,33.509,30,"Class5",63.903,7.101,"R",89.217,97.311
67.914,"Q",88.219,12.335,60,"Class2",10.113,64.684,"Q",26.332,38.352
23.922,"O",69.294,39.21,47,"Class4",19.537,11.722,"P",88.71,6.632
67.376,"Q",80.138,9.648,36,"Class2",69.937,59.491,"G",56.655,80.378
8.83,"K",-8.34,4.325,73,"Class1",67.644,56.515,"V",57.941,29.604
26.649,"Q",54.335,26.591,78,"Class4",13.131,59.386,"I",88.817,46.225
67.461,"Q",91.391,15.978,41,"Class2",75.051,64.936,"O",44.89,113.505
22.578,"H",84.612,33.893,29,"Class5",63.92,18.689,"R",91.585,97.649
41.828,"O",80.086,27.063,89,"Class4",-0.244,26.938,"V",86.961,10.168
67.748,"A",95.029,17.396,28,"Class3",79.757,75.053,"U",81.046,78.649
38.963,"H",84.055,31.411,43,"Class5",62.834,11.791,"R",90.958,97.552
