"KZN1","IHU2","POK3","FXI4","GDY5","FHT6","Output14","WZI7","VCX8","OYE9","PGS10","JZR11","CQD12"
91.629,53,91,37.468,74.691,35.48,"Class1","Q",39.578,75.745,"G",63.449,54.208
61.529,91,50,34.941,70.516,42.171,"Class4","I",50.009,40.044,"M",7.849,61.663
39.141,49,70,44.679,69.898,16.733,"Class2","P",NA,73.297,"V",60.962,77.418
50.898,33,87,70.628,59.98,16.096,"Class2","X",94.333,66.62,"Z",67.073,73.527
24.049,33,63,58.529,62.809,6.184,"Class2","T",98.94,61.138,"M",48.314,66.021
78.415,61,58,36.338,67.799,19.002,"Class2","P",94.06,66.346,"O",53.71,81.155
78.542,71,71,42.991,NA,67.865,"Class1","Q",41.929,44.419,"G",67.616,32.606
69.459,81,65,34.891,59.211,59.364,"Class4","S",50.822,75.06,"M",0.838,54.552
21.822,50,77,78.599,61.741,15.545,"Class5","G",41.074,93.055,"B",30.047,57.049
20.003,50,80,70.645,61.939,15.668,"Class2","U",94.514,68.921,"O",52.971,81.064
79.058,79,58,41.287,5.671,44.203,"Class1","L",42.028,78.491,"G",66.6,51.822
64.249,91,65,33.882,67.972,61.447,"Class4","B",56.861,77.706,"C",9.805,59.641
75.543,45,90,34.002,30.906,74.217,"Class1","L",42.993,60.763,"G",62.827,107.792
21.18,59,51,68.819,58.218,49.679,"Class5","F",30.128,81.649,"X",18.598,48.474
29.524,40,89,88.443,60.447,45.671,"Class5","F",33.021,78.537,"B",21.444,56.565
70.917,88,66,37.294,52.479,45.534,"Class1","L",39.056,58.266,"Y",65.587,50.696
26.839,48,55,97.543,60.955,5.236,"Class5","U",37.263,93.195,"B",29.84,32.276
29.784,45,61,70.308,62.9,43.732,"Class5","R",23.218,75.104,"Y",26.742,62.674
59.138,63,65,81.903,55.813,28.964,"Class2","X",97.668,73.508,"V",65.97,71.898
39.912,47,82,33.936,59.114,18.136,"Class2","A",97.21,73.53,"V",57.156,75.132
78.229,72,82,35.873,55.738,50.306,"Class1","L",42.457,68.664,"G",63.677,56.811
72.263,49,80,24.7,88.039,44.093,"Class3","V",64.223,55.584,"J",7.536,86.528
84.646,63,62,39.634,-3.004,40.474,"Class1","Q",41.847,83.527,"N",63.565,38.56
66.295,52,63,12.149,46.137,32.41,"Class3","H",82.916,56.841,"W",29.896,95.466
70.411,49,70,21.843,NA,48.616,"Class3","E",59.153,61.76,"W",17.969,41.81
54.593,82,62,34.404,52.172,69.431,"Class4","N",56.261,22.477,"M",1.485,57.685
97.37,84,75,33.811,63.804,41.626,"Class4","O",50.953,99.161,"J",6.637,59.614
23.28,56,53,79.075,61.666,5.489,"Class5","F",28.613,76.517,"K",28.547,68.72
30.384,31,87,7.944,61.534,5.516,"Class2","U",96.649,70.079,"V",68.724,70.582
31.187,52,69,102.189,59.983,48.35,"Class5","U",47.756,85.444,"X",19.286,51.122
12.602,60,79,51.97,51.896,29.418,"Class2","P",98.603,70.761,"V",70.118,80.81
27.582,48,73,46.465,65.326,15.436,"Class2","U",98.55,74.415,"O",64.588,74.846
67.603,51,80,3.304,74.139,55.461,"Class3","H",55.626,59.904,"Y",29.926,60.597
62.467,65,77,43.597,49.27,11.656,"Class2","T",93.499,61.556,"W",67.536,78.12
75.764,82,75,31.426,50.89,71.139,"Class1","B",39.542,77.844,"H",66.739,68.051
68.615,55,36,17.984,90.288,36.494,"Class3","H",72.722,58.269,"J",22.885,50.41
77.944,88,67,35.028,53.874,43.438,"Class1","W",40.654,85.131,"Y",66.431,57.532
54.341,86,43,33.69,62.323,68.406,"Class4","N",56.305,35.815,"C",12.926,54.405
29.297,39,50,100.998,52.637,40.524,"Class5","G",32.357,80.333,"V",19.179,51.052
81.087,47,65,42.994,30.345,43.396,"Class1","B",40.35,49.47,"N",62.747,72.455
84.702,72,72,39.727,22.539,63.521,"Class1","Q",40.057,76.66,"J",64.722,64.497
37.33,56,79,11.089,69.495,6.216,"Class2","P",NA,63.32,"W",63.306,78.821
68.414,50,52,24.936,69.673,20.18,"Class3","W",84.41,58.084,"Y",3.542,23.028
69.761,50,63,12.27,60.772,57.689,"Class3","H",60.531,63.341,"W",16.454,63.227
80.562,82,80,39.381,73.09,33.896,"Class1","B",41.289,75.078,"N",65.748,64.192
43.116,68,82,74.396,69.466,13.893,"Class2","T",93.279,67.061,"V",67.33,62.031
69.496,53,83,25.205,100.639,29.792,"Class3","Q",NA,65.337,"G",9.621,75.154
28.252,53,82,71.381,64.467,54.747,"Class5","G",48.069,82.665,"X",18.786,50.752
63.399,84,82,33.7,50.536,68.704,"Class1","W",40.459,67.617,"G",65.085,61.367
58.701,46,75,24.791,58.136,26.06,"Class2","T",NA,73.536,"O",61.749,64.873
64.293,78,39,35.386,73.547,52.471,"Class4","S",58.952,38.527,"J",12.697,59.193
26.727,47,39,77.931,55.678,26.042,"Class5","U",38.638,83.835,"Y",31.3,66.651
84.83,44,72,38.269,42.174,67.95,"Class1","B",41.576,60.337,"H",67.941,70.93
71.4,55,68,25.746,67.167,61.987,"Class3","Q",69.614,68.926,"J",27.194,56.828
-18.903,56,62,35.477,52.586,29.708,"Class2","U",94.199,65.688,"W",75.499,69.684
22.359,39,52,89.287,57.68,34.606,"Class5","U",35.596,78.239,"Y",27.044,34.919
69.57,51,73,14.686,54.852,25.208,"Class3","V",74.109,60.492,"G",26.584,93.921
64.435,53,87,46.806,59.044,18.712,"Class3","V",87.671,64.743,"W",10.946,83.717
24.373,40,80,94.306,60.203,20.621,"Class5","U",33.837,93.641,"X",21.294,67.293
67.85,51,92,24.441,52.74,26.056,"Class3","Q",83.394,55.315,"W",6.543,81.162
69.876,81,46,35.426,70.481,55.387,"Class4","N",55.165,47.513,"M",13.757,56.561
91.83,90,58,35.561,64.266,62.004,"Class4","O",55.1,98.735,"M",12.421,54.827
66.654,55,37,9.931,51.492,27.035,"Class3","Q",52.081,61.862,"W",1.735,62.884
26.983,47,61,74.088,58.883,39.909,"Class5","F",35.234,73.257,"V",25.66,58.027
51.972,68,90,57.216,71.777,28.431,"Class2","T",98.461,62.398,"Z",54.12,78.301
43.074,59,56,13.25,57.482,5.492,"Class2","P",94.852,74.843,"M",57.689,68.62
74.543,78,74,34.953,28.879,40.938,"Class1","B",42.947,76.083,"J",61.929,14.041
22.581,58,52,87.228,56.99,20.292,"Class5","R",32.405,69.852,"K",28.005,55.352
67.276,55,22,16.539,64.192,54.095,"Class3","E",86.49,56.961,"K",30.313,84.611
67.063,46,38,13.915,100.879,40.884,"Class3","H",66.492,53.794,"K",12.478,62.26
84.127,53,80,36.749,55.812,50.364,"Class1","Q",NA,75.698,"J",62.969,39.435
26.812,52,70,71.347,61.159,26.269,"Class5","G",24.005,83.076,"X",25.257,61.97
55.248,91,58,34.413,65.321,51.94,"Class4","B",49.454,71.12,"J",11.869,55.762
73.048,85,62,36.166,62.421,62.502,"Class4","N",59.689,77.778,"C",6.775,55.374
27.568,47,35,85.276,56.869,50.018,"Class5","F",39.76,72.279,"V",19.088,61.162
38.51,47,66,34.87,67.48,29.37,"Class2","A",99.673,68.895,"W",50.65,81.81
64.533,53,62,18.331,75.53,52.37,"Class3","H",83.613,66.382,"G",11.67,67.95
29.691,40,75,65.87,64.664,2.7,"Class2","T",95.267,66.283,"M",48.825,71.845
68.607,53,66,22.891,47.928,15.359,"Class3","H",81.825,56.283,"W",4.423,70.182
66.904,53,64,14.445,51.32,38.243,"Class3","W",NA,65.205,"J",14.285,79.168
85.506,70,68,37.261,46.7,35.47,"Class1","Q",39.544,52.466,"J",67.131,61.578
24.247,41,50,77.557,59.804,35.797,"Class5","O",29.576,77.148,"K",31.057,54.896
80.348,41,86,58.058,58.411,23.957,"Class2","X",98.008,70.325,"V",70.843,63.849
66.608,48,50,2.327,77.663,45.763,"Class3","W",64.314,64.176,"W",27.093,50.653
45.385,65,57,42.323,71.777,16.427,"Class2","X",98.821,61.963,"O",48.382,73.827
-14.188,50,77,41.138,69.072,16.966,"Class2","X",93.353,62.95,"W",62.682,73.261
84.29,79,45,35.862,50.696,62.693,"Class4","S",50.654,17.367,"J",5.861,59.22
83.791,52,83,40.333,-1.754,40.642,"Class1","B",39.963,50.888,"Y",61.559,94.663
39.497,57,83,34.856,71.971,4.619,"Class2","P",94.948,64.986,"W",48.42,82.325
9.835,59,81,36.701,54.805,12.446,"Class2","P",99.632,61.26,"Z",56.212,66.331
70.659,78,46,35.029,45.759,42.395,"Class4","B",58.731,12.827,"C",8.072,58.254
27.136,51,57,78.357,59.846,15.55,"Class5","U",35.896,79.38,"X",29.639,43.819
90.175,47,81,31.669,70.84,35.344,"Class1","L",42.622,42.511,"H",67.584,64.081
20.8,44,90,19.468,NA,0.538,"Class2","U",97.726,74.215,"V",52.262,66.516
73.578,80,59,36.635,NA,63.678,"Class4","N",56.535,87.651,"J",3.808,59.479
29.417,52,63,69.549,51.245,25.623,"Class2","P",93.416,64.974,"Z",73.669,67.947
25.467,57,69,77.236,55.545,23.596,"Class5","F",43.188,78.865,"X",28.819,55.088
67.846,47,36,2.929,69.823,24.886,"Class3","H",58.436,66.252,"J",2.236,84.464
22.005,39,67,51.56,NA,23.57,"Class2","X",98.383,69.821,"Z",51.733,72.881
50.802,63,57,14.782,61.019,4.503,"Class2","P",98.274,71.378,"V",68.64,81.797
64.794,67,76,39.088,49.199,31.95,"Class1","B",41.78,83.986,"N",66.325,69.338
71.043,53,38,25.37,53.55,29.308,"Class3","H",NA,57.204,"J",7.904,50.715
24.736,41,93,87.239,59.986,41.46,"Class5","R",43.457,80.952,"Y",30.526,61.794
51.234,62,58,54.689,NA,13.331,"Class2","P",93.304,68.858,"W",50.782,81.106
91.317,65,69,41.689,51.611,53.116,"Class1","G",40.655,73.595,"N",62.381,56.258
92.765,76,80,36.522,46.775,40.514,"Class1","B",42.831,85.46,"N",64.765,40.459
67.946,54,46,14.363,53.037,59.163,"Class3","W",73.073,64.228,"J",10.208,59.115
66.768,49,47,37.377,53.265,42.869,"Class3","E",60.957,61.886,"G",16.535,65.643
66.834,51,38,10.056,78.564,18.286,"Class3","E",84.95,67.447,"J",28.059,84.581
70.359,83,80,35.075,29.466,64.18,"Class1","Q",39.298,79.421,"N",64.381,60.151
46.628,88,56,35.625,54.357,59.404,"Class4","O",58.545,29.173,"J",14.608,56.406
18.855,32,84,92.015,63.754,6.453,"Class2","P",95.278,67.424,"M",75.086,76.813
30.318,55,52,66.503,55.731,54.349,"Class5","U",22.317,83.525,"X",24.825,54.573
68.736,46,67,20.967,65.206,15.276,"Class3","E",52.706,64.153,"Y",20.922,45.952
29.104,43,71,80.007,59.616,6.145,"Class5","O",33.348,81.6,"B",22.886,54.849
69.176,42,75,28.847,62.939,5.654,"Class2","A",94.845,74.342,"O",68.33,70.298
67.987,50,50,13.416,63.649,15.932,"Class3","Q",65.634,57.658,"W",8.517,62.784
22.243,41,58,93.282,58.248,54.809,"Class5","G",33.476,86.56,"B",30.819,74.992
12.531,35,66,31.65,76.732,22.36,"Class2","T",NA,69.751,"Z",52.168,70.816
65.444,54,82,18.999,52.583,14.425,"Class3","W",54.673,55.936,"Y",1.93,96.69
19.444,58,82,11.48,53.915,21.556,"Class2","U",96.782,63.021,"O",69.39,69.366
21.862,43,66,27.014,57.902,7.661,"Class2","U",NA,72.296,"M",69.753,73.793
66.012,49,70,42.361,51.913,6.856,"Class2","X",96.834,70.887,"M",48.046,74.123
30.432,82,60,37.536,59.086,43.392,"Class4","N",58.394,34.689,"J",5.783,59.378
26,57,65,91.562,61.815,32.721,"Class5","R",41.596,96.757,"Y",21.968,49.609
44.29,82,44,35.643,NA,50.655,"Class4","S",53.304,68.267,"C",13.03,59.209
59.93,46,60,73.88,48.285,5.056,"Class2","X",96.117,68.293,"O",48.412,74.5
74.389,61,74,38.752,24.862,39.701,"Class1","G",NA,68.951,"N",63.068,68.811
89.516,70,77,41.938,18.453,46.15,"Class1","B",42.79,60.817,"G",61.586,102.941
57.71,44,72,89.104,70.462,3.138,"Class2","A",97.238,73.987,"W",71.654,74.245
70.678,47,74,22.365,68.43,19.273,"Class3","E",61.512,65.095,"K",11.985,116.393
71.384,81,72,39.162,34.191,66.582,"Class1","B",43.336,86.827,"J",64.736,34.275
48.998,80,36,36.685,49.495,52.952,"Class4","N",51.55,85.038,"C",6.76,56.021
67.855,46,77,10.769,81.299,31.605,"Class3","W",86.768,58.916,"K",10.15,92.213
70.729,53,61,18.153,53.989,23.682,"Class3","Q",69.687,68.334,"Y",29.986,39.231
44.687,84,51,35.383,61.534,43.146,"Class4","S",58.02,85.118,"T",13.318,61.313
88.835,47,76,45.145,66.082,13.548,"Class2","X",94.342,60.339,"O",67.212,72.925
80.715,71,91,38.875,28.228,42.488,"Class1","W",39.09,82.598,"N",61.489,113.813
26.107,39,77,113.751,60.338,11.261,"Class5","G",26.809,82.285,"B",17.861,70.534
37.348,33,82,5.243,52.529,10.694,"Class2","P",95.977,70.427,"M",50.325,69.664
66.914,47,32,23.017,66.603,33.109,"Class3","V",60.449,56.825,"G",10.72,85.748
86.306,65,77,40.438,57.147,54.983,"Class1","W",39.574,81.74,"H",65.918,74.066
52.385,69,75,12.031,46.766,1.812,"Class2","P",97.341,60.986,"O",67.019,74.331
86.394,50,61,39.478,57.532,51.417,"Class1","G",39.338,51.387,"J",63.002,74.651
70.473,93,44,36.723,52.803,68.406,"Class4","I",51.493,20.78,"M",10.116,59.559
65.694,48,25,28.214,59.062,48.417,"Class3","E",82.407,56.917,"J",23.533,37.363
85.293,44,65,36.524,7.08,52.127,"Class1","L",39.662,64.792,"H",62.882,16.213
70.332,46,31,2.894,84.776,57.014,"Class3","E",85.02,62.928,"J",7.653,54.987
71.147,51,90,51.32,62.654,24.427,"Class2","P",98.322,72.151,"Z",62.785,67.209
81.051,91,43,35.414,56.918,61.927,"Class4","B",59.367,14.972,"T",12.229,57.468
35.062,84,64,35.279,63.79,66.411,"Class4","N",58.439,84.741,"J",9.456,59.469
44.06,89,74,37.723,62.527,43.432,"Class4","I",59.387,30.251,"K",0.129,60.496
89.168,60,72,39.141,71.101,48.941,"Class1","G",42.212,76.16,"N",64.383,55.592
24.819,79,62,36.141,53.454,50.176,"Class4","O",59.998,51.035,"J",10.995,57.964
67.983,48,71,24.069,51.348,25.544,"Class3","E",69.908,54.092,"K",3.632,73.642
35.159,34,66,101.544,52.218,6.1,"Class2","A",98.097,67.742,"O",69.006,77.821
17.194,53,62,28.256,61.819,0.865,"Class2","T",96.027,69.185,"O",48.542,78.684
30.936,67,59,20.841,64.284,23.766,"Class2","T",NA,66.118,"O",49.002,76.884
25.22,56,58,84.406,55.669,49.025,"Class5","F",36.874,89.1,"X",25.783,52.865
21.024,56,36,80.245,61.487,10.514,"Class5","U",44.994,83.223,"Y",29.923,75.953
23.15,43,42,65.888,60.291,45.914,"Class5","R",33.67,81.617,"K",31.187,61.077
14.849,43,77,50.735,52.918,21.449,"Class2","U",98.842,68.473,"M",71.11,73.004
68.683,47,53,23.669,45.463,19.568,"Class3","W",76.022,64.241,"W",18.337,89.085
84.13,53,67,64.526,66.224,14.08,"Class2","U",95.426,70.1,"W",71.217,77.212
93.798,79,75,35.9,63.189,73.354,"Class1","L",43.535,57.507,"N",65.448,59.978
90.449,57,63,44.859,20.529,32.033,"Class1","L",42.011,62.675,"H",62.227,51.505
72.242,84,77,41.634,70.667,40.08,"Class1","Q",42.266,86.681,"N",66.085,34.213
20.471,34,68,14.074,52.44,1.402,"Class2","T",99.283,65.675,"Z",71.112,71.165
54.145,93,64,34.939,NA,62.446,"Class4","O",51.7,23.947,"J",12.339,59.619
68.582,53,90,17.466,49.935,14.515,"Class3","V",62.493,61.461,"J",24.008,49.802
69.071,54,42,18.316,46.299,44.869,"Class3","V",63.038,58.19,"G",8.94,77.154
24.96,54,45,72.138,62.521,27.587,"Class5","F",45.72,72.412,"Y",17.37,66.01
68.121,48,77,10.449,36.842,58.882,"Class3","Q",61.05,55.07,"W",17.906,62.354
49.361,94,41,35.56,50.005,44.702,"Class4","O",56.388,66.007,"M",14.558,58.262
65.717,83,37,35.031,47.133,65.588,"Class4","S",56.135,76.66,"M",2.597,58.877
32.706,63,80,47.489,71.552,21.26,"Class2","U",95.107,60.061,"Z",59.61,74.108
64.117,55,49,22.276,43.23,36.39,"Class3","V",86.31,66.308,"Y",28.415,78.395
63.12,49,58,17.497,49.203,51.272,"Class3","H",79.255,61.621,"G",26.816,89.416
47.36,47,72,29.559,61.798,22.622,"Class2","A",93.649,63.516,"M",66.879,74.901
70.497,86,70,34.824,52.218,38.717,"Class4","I",59.467,71.895,"J",3.073,58.882
67.416,52,39,12.418,61.584,40.146,"Class3","Q",76.283,62.487,"J",18.759,57.456
44.296,47,79,36.035,68.831,18.798,"Class2","T",97.373,72.155,"O",50.289,77.397
27.801,34,73,26.307,55.269,25.975,"Class2","X",93.014,64.377,"O",58.868,65.854
27.117,56,77,79.006,59.602,19.73,"Class5","F",48.746,72.329,"X",23.524,55.627
51.959,56,58,18.215,59.313,6.049,"Class2","T",94.954,63.538,"O",64.029,77.819
70.47,46,30,11.583,73.311,16.739,"Class3","H",58.179,62.364,"W",31.265,70.377
28.405,39,72,39.569,66.198,23.57,"Class2","U",96.514,74.035,"Z",61.033,70.546
20.2,47,64,64.221,56.751,5.884,"Class5","G",30.857,74.092,"V",26.687,29.736
59.429,49,58,25.112,56.708,19.882,"Class3","E",62.981,60.366,"W",30.107,49.275
57.482,87,43,34.392,53.245,69.194,"Class4","O",54.879,91.801,"M",14.462,56.069
23.185,36,50,61.882,56.594,36.164,"Class5","G",24.195,74.508,"X",22.808,42.317
22.71,46,65,88.493,56.298,12.65,"Class5","F",NA,96.8,"V",26.303,48.042
70.727,51,71,42.478,17.526,35.738,"Class1","G",40.487,78.016,"H",66.598,60.29
25.914,46,60,60.14,60.674,42.091,"Class5","R",32.117,70.251,"V",31.774,49.603
57.765,87,68,34.084,57.577,38.232,"Class4","S",51.868,72.272,"C",14.112,59.153
64.525,55,76,14.497,95.33,35.501,"Class3","W",64.444,57.056,"W",5.434,69.649
29.818,37,80,93.735,58.871,26.716,"Class5","F",25.923,70.128,"V",18.866,70.381
98.759,73,94,41.757,35.442,43.283,"Class1","G",39.099,42.918,"N",61.955,28.59
74.058,91,72,35.004,64.291,58.069,"Class4","I",54.606,94.14,"K",12.035,58
72.873,41,76,12.042,68.871,2.6,"Class2","U",93.209,60.931,"M",60.873,71.002
63.003,80,64,32.73,66.185,65.844,"Class4","S",52.405,59.565,"M",7.313,57.807
81.13,51,68,36.317,33.873,31.073,"Class1","B",40.097,82.144,"N",67.767,115.951
66.665,48,36,8.753,72.748,16.838,"Class3","Q",86.532,55.869,"K",19.528,81.93
28.164,44,39,73.44,57.77,55.862,"Class5","R",19.825,73.944,"X",25.158,55.088
84.144,86,76,36.08,61.452,51.422,"Class4","I",57.437,91.457,"M",11.704,55.163
26.104,37,41,58.584,61.341,55.98,"Class5","O",47.472,89.274,"Y",19.915,70.737
22.977,51,72,65.942,61.916,53.387,"Class5","U",19.394,85.006,"X",27.653,66.743
66.549,60,81,36.608,59.894,69.707,"Class1","B",41.159,45.908,"H",62.319,44.425
14.841,69,62,45.328,47.861,0.108,"Class2","T",96.757,73.568,"W",54.374,71.19
25.608,49,59,70.534,57.605,42.889,"Class5","F",41.296,84.544,"B",30.882,42.258
79.287,56,61,40.41,46.542,32.326,"Class1","Q",41.484,87.897,"G",66.051,20.91
81.012,42,93,30.828,3.749,45.133,"Class1","G",41.307,80.684,"Y",61.569,67.734
82.913,70,63,35.606,28.88,64.412,"Class1","W",41.135,53.903,"J",64.109,63.119
66.56,46,24,15.439,59.043,21.119,"Class3","E",76.933,59.682,"W",4.406,79.047
69.874,55,60,45.295,63.573,72.05,"Class1","L",41.003,88.365,"Y",67.4,17.548
69.787,53,84,7.926,68.89,23.428,"Class3","Q",79.733,53.019,"K",7.945,58.879
21.297,41,78,70.225,53.811,41.475,"Class5","R",43.929,80.106,"K",28.004,61.821
29.163,55,77,79.872,56.193,49.299,"Class5","F",41.756,85.882,"V",21.534,61.615
11.085,39,87,21.526,NA,15.282,"Class2","A",94.637,63.677,"M",60.518,75.035
72.698,59,67,43.519,56.49,11.465,"Class2","U",97.908,66.737,"Z",74.252,65.579
75.201,46,83,40.803,63.342,70.852,"Class1","Q",41.219,82.505,"Y",63.064,98.317
75.023,74,65,40.472,26.636,36.468,"Class1","W",39.283,53.045,"G",66.297,82.788
25.82,42,43,94.722,59.974,56.882,"Class5","R",20.538,92.979,"K",23.978,50.629
68.428,55,37,14.464,80.44,20.749,"Class3","Q",66.765,65.607,"Y",10.55,68.344
79.556,81,71,39.134,6.38,59.102,"Class1","W",42.907,45.945,"J",67.998,45.728
71.227,48,35,12.089,64.775,52.696,"Class3","W",77.781,61.646,"G",28.597,61.721
27.926,57,79,87.154,64.6,1.754,"Class5","G",21.643,94.816,"Y",21.569,45.573
26.619,59,49,80.048,55.555,46.433,"Class5","U",36.81,96.579,"V",24.582,48.718
29.225,42,33,77.927,59.797,20.156,"Class5","O",22.297,79.641,"Y",31.575,44.666
70.701,53,20,18.053,48.25,17.94,"Class3","E",76.317,54.827,"Y",20.149,85.625
74.722,73,92,34.769,29.914,69.308,"Class1","W",43.156,41.151,"J",64.293,69.92
98.46,75,70,32.939,24.261,33.575,"Class1","Q",42.869,59.057,"J",61.521,50.409
49.389,82,45,35.23,58.917,59.437,"Class4","N",58.97,65.439,"C",2.692,57.733
60.223,44,89,41.827,-5.107,43.077,"Class1","B",42.484,50.116,"J",61.122,123.544
56.283,84,49,36.08,55.738,64.913,"Class4","N",59.831,15.759,"C",11.025,55.378
78.147,93,34,35.04,58.741,43.702,"Class4","B",54.295,32.996,"J",2.319,51.486
80.501,72,83,40.186,59.144,72.98,"Class1","W",40.11,62.209,"Y",64.872,54.663
93.976,62,87,33.237,68.268,45.843,"Class1","W",39.447,82.801,"J",64.867,55.217
49.872,67,68,48.936,63.856,28.588,"Class2","X",94.878,73.152,"W",58.427,76.087
25.266,54,60,85.058,62.196,13.276,"Class5","F",32.525,71.649,"Y",23.304,71.97
41.604,78,64,34.813,64.026,55.658,"Class4","B",49.368,93.443,"K",12.571,63.066
28.752,57,66,101.364,63.424,14.6,"Class5","O",22.201,76.145,"K",17.789,61.043
30.155,31,75,68.827,59.326,20.366,"Class2","X",97.933,73.204,"O",51.558,73.995
90.253,63,80,34.987,45.393,61.238,"Class1","L",42.356,85.007,"Y",65.374,48.137
69.502,78,37,34.04,57.734,67.764,"Class4","O",57.657,23.645,"J",3.666,55.597
70.628,53,92,16.559,82.62,43.906,"Class3","E",52.49,59.488,"K",29.626,61.565
22.051,55,65,36.136,55.312,10.702,"Class2","U",96.297,71.052,"Z",52.567,71.352
28.746,50,89,85.238,63.985,36.728,"Class5","U",24.201,78.717,"B",29.388,61.831
22.886,47,50,93.27,61.688,14.195,"Class5","U",33.704,77.636,"V",31.316,66.183
22.431,57,70,87.143,NA,7.925,"Class5","F",34.57,84.406,"X",17.782,66.366
77.178,79,61,35.395,39.96,41.344,"Class1","L",39.981,44.848,"J",62.46,27.773
25.298,51,66,79.908,59.777,22.27,"Class5","G",38.97,82.116,"X",20.726,44.359
47.59,89,69,35.308,42.545,65.749,"Class4","S",58.851,63.996,"K",10.018,55.023
38.506,31,70,40.098,58.434,14.272,"Class2","U",98.451,67.158,"W",54.019,68.427
71.822,75,90,43.365,0.265,47.484,"Class1","G",40.588,81.152,"J",67.908,38.595
50.995,80,43,36.801,48.735,50.044,"Class4","I",54.989,83.094,"M",13.596,58.18
67.775,52,52,18.063,73.128,54.123,"Class3","Q",57.977,59.345,"J",6.689,68.033
70.92,52,67,14.897,76.233,28.33,"Class3","W",56.603,56.002,"W",19.29,83.031
65.807,47,76,22.668,62.995,14.971,"Class3","E",83.835,67.695,"J",6.31,71.959
67.753,47,81,44.925,49.311,43.748,"Class3","E",77.51,68.185,"G",23.003,105.661
52.629,66,69,100.838,63.622,18.752,"Class2","P",98.783,60.954,"M",60.251,69.619
26.61,41,57,67.144,58.254,47.421,"Class5","F",28.045,85.367,"Y",22.642,61.259
-2.629,40,65,24.655,49.61,8.461,"Class2","P",94.871,63.379,"Z",66.186,77.682
32.672,81,55,33.542,43.627,45.714,"Class4","N",50.829,89.038,"K",1.239,53.489
44.505,56,59,56.962,54.45,14.09,"Class2","T",93.363,64.414,"Z",66.396,76.95
37.369,91,65,37.374,58.723,60.225,"Class4","I",56.511,64.246,"M",12.481,54.249
68.84,85,36,35.617,69.623,53.978,"Class4","O",50.159,56.286,"C",4.736,58.517
68.438,47,28,21.143,69.428,55.995,"Class3","W",NA,59.047,"W",30.291,67.098
67.672,88,72,36.023,60.833,44.49,"Class4","I",NA,84.93,"T",1.942,55.669
91.362,76,71,37.401,11.704,48.279,"Class1","L",40.354,76.287,"J",66.408,63.932
69.443,53,88,36.888,16.234,62.251,"Class1","G",40.482,53.524,"J",65.874,104.525
61.998,69,61,73.587,52.956,8.443,"Class2","T",95.283,66.908,"Z",60.851,71.456
62.467,34,64,55.926,65.597,14.317,"Class2","P",93.635,63.138,"Z",67.122,69.141
83.248,71,70,41.793,88.529,51.657,"Class1","Q",NA,87.382,"N",66.42,50.124
66.578,50,36,7.517,31.186,33.989,"Class3","W",58.911,59.244,"G",13.212,83.797
58.939,81,46,33.489,52.161,60.741,"Class4","N",54.422,18.299,"J",2.008,54.365
71.578,79,73,35.193,62.35,49.365,"Class4","O",55.602,92.783,"M",9.47,55.014
65.441,51,25,10.109,13.207,35.617,"Class3","H",57.853,56.258,"G",1.417,57.889
24.472,42,45,80.236,56.636,47.568,"Class5","F",36.712,96.207,"Y",21.702,30.651
66.149,46,76,25.164,43.62,26.677,"Class3","V",58.861,66.36,"J",9.202,81.708
72.399,46,33,17.494,44.326,60.895,"Class3","E",82.624,67.297,"Y",5.579,79.981
22.649,52,54,70.256,59.671,36.964,"Class5","R",38.538,77.18,"B",18.49,68.689
96.9,49,92,33.471,55.713,26.71,"Class2","T",94.25,63.961,"M",71.652,65.455
12.052,51,68,44.274,62.091,21.051,"Class2","X",99.951,70.415,"V",63.726,77.585
63.598,92,45,36.647,86.999,48.186,"Class4","N",56.89,91.906,"T",0.326,58.593
62.893,51,54,12.365,59.294,48.323,"Class3","E",54.909,66.299,"J",10.073,57.823
68.841,50,70,36.015,52.288,38.416,"Class3","W",61.405,53.821,"Y",19.504,66.917
25.965,38,82,79.969,56.626,51.836,"Class5","F",31.888,96.654,"K",18.037,62.914
33.462,44,40,98.114,66.268,16.531,"Class5","R",NA,90.537,"X",18.874,56.291
27.628,53,62,87.763,62.227,20.135,"Class5","G",28.527,87.082,"B",17.219,74.577
79.169,55,61,41.628,67.273,40.979,"Class1","W",39.926,56.948,"J",63.665,59.451
71.598,53,85,21.139,81.953,38.946,"Class3","Q",68.229,61.548,"Y",7.014,66.149
91.299,67,83,44.469,43.525,62.268,"Class1","Q",40.981,76.86,"N",66.882,-4.547
67.134,48,81,39.213,62.233,48.127,"Class1","Q",41.277,77.451,"G",63.923,60.651
61.433,82,45,35.31,65.559,63.883,"Class4","N",56.702,88.58,"C",9.402,61.422
27.852,40,51,77.281,66.895,13.094,"Class5","O",36.687,94.654,"B",21.844,67.839
57.103,91,60,35.803,62.59,46.999,"Class4","O",49.531,63.796,"C",0.608,60.165
30.035,51,46,87.88,56.613,12.69,"Class5","U",25.168,69.054,"Y",26.534,45.117
64.703,78,41,35.318,64.383,47.543,"Class4","S",53.024,54.857,"C",1.362,58.348
23.462,41,72,76.727,61.155,51.213,"Class5","F",29.051,95.897,"V",23.064,76.109
20.093,64,63,86.214,49.478,10.661,"Class2","A",97.615,64.385,"O",68.827,74.503
