"MTH1","Output15","LTM2","RWU3","CRM4","BRK5","APS6","WRZ7","PTG8","XFR9","TLJ10"
83,"Class1",64.329,39.441,"V",43.8,21.527,86.872,"W",35.664,30.32
66,"Class3",33.78,17.995,"C",26.479,29.341,47.185,"R",NA,53.313
51,"Class3",NA,15.7,"I",25.941,34.015,53.202,"W",22.36,33.474
60,"Class3",30.142,25.372,"P",26.98,91.146,72.267,"Y",46.176,55.481
80,"Class1",60.868,51.183,"O",45.985,54.408,74.504,"V",35.649,21.824
62,"Class3",35.787,26.666,"J",27.164,17.077,56.38,"N",45.973,42.516
49,"Class3",34.552,22.235,"W",26.367,68.805,77.538,"Y",62.748,74.035
62,"Class3",34.313,18.336,"I",26.521,41.768,78.795,"Y",72.425,55.946
13,"Class2",46.927,93.202,"I",67.62,71.176,72.769,"P",52.426,34.01
83,"Class1",76.937,36.071,"N",47.424,43.083,64.68,"I",34.607,34.812
70,"Class3",34.836,27.409,"P",26.69,75.893,48.4,"R",4.119,37.607
74,"Class1",87.666,-3.987,"N",37.859,24.169,68.993,"W",33.005,31.534
63,"Class2",47.293,79.236,"O",74.325,97.166,76.769,"I",NA,30.869
59,"Class3",34.173,17.124,"P",26.422,64.256,54.843,"R",77.511,55.358
79,"Class1",86.316,38.817,"Y",40.797,66.704,86.372,"I",32.213,13.205
68,"Class3",32.332,13.426,"J",25.818,20.442,68.755,"W",72.861,65.858
83,"Class1",53.84,53.385,"V",42.073,40.061,72.423,"V",37.303,26.477
48,"Class2",46.745,94.919,"I",74.071,97.658,86.931,"W",39.258,34.224
62,"Class3",32.515,24.4,"W",27.231,27.086,74.369,"W",66.664,62.121
60,"Class2",44.02,93.244,"I",68.24,77.753,68.867,"V",44.926,31.746
56,"Class3",29.244,18.452,"J",26.264,77.514,49.994,"W",21.751,53.751
65,"Class3",33.242,13.333,"I",26.268,78.352,64.475,"R",31.143,65.055
63,"Class3",35.234,15.492,"I",26.726,95.552,63.592,"W",65.368,66.778
59,"Class3",29.632,20.857,"I",27.102,49.152,45.477,"W",59.846,58.965
73,"Class1",NA,44.886,"U",42.507,62.003,80.798,"W",34.774,14.299
83,"Class1",60.178,29.603,"N",37.569,49.403,80.216,"V",34.304,47.452
41,"Class2",43.358,87.21,"I",64.457,97.796,94.898,"I",55.402,30.48
71,"Class3",30.513,28.122,"P",26.237,42.061,67.981,"Y",16.163,20.137
53,"Class3",33.01,21.44,"J",26.397,64.36,60.544,"W",61.019,79.986
38,"Class2",41.657,87.731,"E",66.646,76.085,70.048,"V",48.05,30.788
65,"Class2",47.529,86.543,"O",77.624,97.409,72.706,"P",48.8,27.336
48,"Class3",NA,23.021,"C",26.301,93.912,74.033,"X",76.51,68.682
71,"Class1",78.783,26.294,"N",40.351,54.259,70.359,"V",31.217,30.93
69,"Class1",61.639,22.757,"O",43.276,26.045,77.056,"L",36.488,14.671
24,"Class2",48.544,71.432,"C",83.16,85.572,61.642,"P",35.304,16.227
73,"Class1",64.073,42.016,"V",39.755,40.997,70.696,"V",32.738,20.201
81,"Class1",NA,73.989,"O",43.142,50.042,74.08,"W",36.126,28.079
53,"Class3",33.21,28.72,"I",26.281,58.046,65.771,"N",23.111,36.974
67,"Class3",37.623,20.038,"J",26.552,33.803,50.446,"W",59.299,41.622
82,"Class1",76.53,73.237,"Y",47.136,24.076,72.236,"W",35.616,36.432
69,"Class1",64.706,74.301,"O",39.995,21.138,88.061,"S",38.561,31.766
55,"Class2",44.859,81.066,"O",76.324,89.443,52.586,"V",49.852,39.397
28,"Class2",46.873,82.965,"O",76.572,85.897,67.145,"V",29.468,28.058
68,"Class1",76.554,35.473,"U",42.592,50.077,64.367,"W",31.175,21.976
78,"Class1",58.167,39.985,"O",41.803,41.21,84.369,"L",32.554,36.333
73,"Class1",NA,69.299,"O",34.907,29.387,76.911,"S",NA,19.528
48,"Class2",47.173,79.728,"I",68.198,81.202,77.645,"P",51.88,34.212
71,"Class3",33.607,18.807,"P",26.741,67.213,61.888,"Y",63.581,64.148
80,"Class1",69.607,10.046,"O",40.778,51.763,81.559,"S",37.47,20.571
60,"Class3",36.705,16.995,"I",26.831,59.955,58.403,"R",58.788,64.16
69,"Class1",78.883,54.774,"Y",38.861,42.25,86.374,"W",NA,32.112
19,"Class2",46.294,90.224,"C",70.11,87.783,83.569,"W",46.619,34.198
42,"Class2",44.546,74.872,"C",73.411,82.038,53.343,"I",33.51,32.399
73,"Class1",56.535,33.998,"V",45.702,43.25,83.502,"W",33.895,28.731
73,"Class1",107.57,11.058,"U",42.606,20.518,77.152,"L",33.692,37.996
41,"Class2",46.035,89.226,"O",79.773,76.113,93.771,"X",42.776,25.588
74,"Class1",67.726,52.268,"O",49.556,54.387,83.141,"S",35.097,39.874
59,"Class2",45.982,80.544,"K",72.232,87.57,68.771,"W",45.887,24.222
52,"Class3",32.283,17.355,"J",25.874,63.206,76.7,"R",21.299,31.667
77,"Class1",52.065,3.52,"Y",42.591,27.54,63.589,"V",36.876,26.717
67,"Class3",31.696,17.089,"I",26.286,19.76,64.246,"R",7.022,83.025
14,"Class2",46.539,75.931,"I",84.265,93.142,91.28,"V",33.785,27.06
66,"Class3",29.476,24.417,"P",26.596,62.758,70.326,"N",21.303,64.94
61,"Class3",36.939,18.003,"W",26.393,44.409,67.638,"Y",NA,67.417
72,"Class1",101.634,86.163,"Y",42.412,52.233,84.746,"V",33.14,44.75
25,"Class2",45.473,79.421,"K",79.423,93.874,93.562,"I",56.766,27.89
54,"Class3",35.811,24.021,"W",26.54,32.334,67.555,"Y",7.77,50.242
24,"Class2",43.762,95.266,"E",74.939,74.85,55.739,"V",26.665,31.805
69,"Class1",67.598,35.753,"U",42.639,62.728,79.052,"L",33.532,23.124
65,"Class3",32.888,28.788,"J",26.887,84.735,77.094,"W",13.388,29.367
69,"Class2",46.907,85.85,"E",70.702,73.151,85.683,"P",51.796,28.397
85,"Class1",78.197,6.789,"Y",45.055,35.033,87.03,"W",34.324,44.069
23,"Class2",47.718,74.79,"O",59.516,83.572,91.77,"X",28.633,33.913
73,"Class3",40.307,20.682,"J",26.417,83.893,73.571,"W",63.419,61.75
64,"Class3",36.592,20.897,"W",26.354,93.935,75.06,"W",10.295,66.314
36,"Class2",45.554,81.543,"E",70.93,87.722,75.823,"I",36.409,37.122
70,"Class1",60.798,64.314,"N",36.86,33.342,69.867,"W",33.846,37.58
48,"Class3",32.845,19.526,"I",26.252,60.321,74.186,"Y",34.95,58.695
25,"Class2",46.398,91.908,"O",73.416,70.873,97.103,"W",28.813,26.366
45,"Class2",44.544,85.766,"O",72.999,75.96,92.426,"X",37.023,31.813
65,"Class3",29.225,23.09,"W",26.425,33.709,65.148,"R",19.67,28.941
58,"Class2",46.684,87.507,"O",75.099,85.605,74.375,"I",NA,30.689
85,"Class1",74.992,36.272,"N",41.461,59.23,77.268,"W",32.117,32.424
67,"Class3",36.143,25.533,"P",26.695,85.804,65.014,"Y",22.08,57.038
66,"Class3",36.415,18.024,"W",26.005,30.218,60.269,"N",54.486,26.81
55,"Class3",32.09,19.536,"J",25.997,58.049,66.85,"X",63.111,56.107
52,"Class2",44.627,92.847,"I",67.103,88.036,61.32,"V",50.869,27.17
51,"Class3",34.406,20.288,"I",26.579,59.354,78.075,"Y",36.101,48.499
79,"Class1",79.52,-5.749,"Y",43.291,33.312,88.428,"L",38.209,28.072
62,"Class2",45.305,85.08,"C",74.558,90.264,70.622,"P",49.873,29.569
73,"Class3",35.458,16.844,"I",26.746,40.016,59.586,"R",NA,54.702
73,"Class3",30.35,21.259,"I",26.982,55.5,74.994,"N",5.875,73.854
74,"Class1",60.279,43.015,"V",47.739,47.145,68.473,"V",31.382,39.583
84,"Class1",56.812,45.794,"O",44.701,46.918,63.024,"L",34.895,40.627
46,"Class2",46.399,71.935,"K",75.029,87.742,57.497,"I",44.555,32.779
72,"Class1",89.537,79.2,"N",45.723,41.509,73.454,"W",32.323,27.865
85,"Class1",73.339,30.097,"O",42.16,39.717,89.524,"W",35.195,26.647
71,"Class1",87.996,95.154,"U",35.95,48.091,72.412,"V",37.33,27.712
63,"Class2",NA,85.353,"E",72.445,75.135,68.663,"W",42.779,28.665
76,"Class1",67.285,41.73,"U",38.069,59.038,81.759,"I",32.71,33.938
72,"Class3",35.391,19.926,"J",26.643,62.407,46.728,"Y",5.363,61.29
48,"Class2",44.879,86.935,"I",71.529,78.742,72.502,"P",31.823,28.975
23,"Class2",46.334,78.829,"O",75.23,72.358,53.584,"I",45.353,34.528
63,"Class3",32.02,24.111,"C",26.57,21.66,46.256,"R",53.98,33.339
31,"Class2",47.955,81.251,"I",72.594,72.537,92.978,"X",44.527,32.265
73,"Class1",75.364,-25.321,"U",43.274,35.384,83.238,"L",35.21,35.007
56,"Class3",35.018,21.36,"C",27.014,38.529,50.392,"X",35.263,53.152
51,"Class3",37.962,19.093,"I",26.448,25.007,55.658,"X",76.857,51.981
79,"Class1",58.168,67.28,"V",47.979,43.209,84.668,"W",38.401,44.333
64,"Class3",32.406,18.982,"I",27.097,48.924,59.507,"Y",60.866,67.595
31,"Class2",47.381,88.613,"E",68.161,70.126,60.058,"W",32.87,34.394
80,"Class1",55.959,60.894,"N",43.125,48.22,87.508,"L",31.782,36.466
14,"Class2",45.722,90.091,"E",75.341,72.157,56.098,"V",36.939,30.448
69,"Class1",67.904,2.064,"U",44.81,25.742,87.369,"L",34.711,32.144
59,"Class3",29.858,21.871,"C",25.743,28.497,46.865,"W",10.137,53.277
60,"Class2",44.776,84.881,"O",66.146,85.445,67.198,"V",48.788,35.839
64,"Class2",44.679,80.248,"I",73.227,89.623,61.264,"P",37.355,30.054
63,"Class3",33.226,17.943,"J",26.897,86.287,59.644,"R",23.844,75.636
70,"Class3",32.867,22.358,"I",26.31,40.955,48.042,"Y",12.991,51.476
62,"Class3",29.841,16.682,"I",26.036,20.537,53.425,"Y",6.306,57.092
73,"Class1",88.543,97.108,"V",41.124,32.347,85.952,"S",31.975,38.693
72,"Class1",63.753,45.903,"N",49.28,26.73,67.748,"S",33.306,22.798
47,"Class2",45.536,84.925,"C",68.431,81.889,83.173,"V",27.304,19.9
77,"Class1",66.334,126.431,"U",45.522,42.067,87.477,"V",34.439,43.609
33,"Class2",45.551,80.447,"C",70.695,73.7,73.962,"W",34.461,31.432
70,"Class3",31.829,21.706,"W",26.948,15.629,46.157,"Y",27.594,53.897
14,"Class2",46.856,78.732,"C",77.758,85.701,95.644,"I",43.977,28.309
23,"Class2",47.212,91.099,"K",74.857,96.868,61.433,"P",37.063,33.031
73,"Class1",90.732,42.686,"Y",36.975,36.454,81.991,"I",33.612,28.705
78,"Class1",45.596,47.917,"O",45.136,38.85,74.199,"W",35.823,18.653
20,"Class2",44.474,87.737,"K",69.625,81.008,60.98,"I",51.14,33.438
68,"Class1",86.184,13.81,"O",42.333,67.923,83.898,"L",36.452,25.323
66,"Class3",32.813,17.642,"P",26.52,59.786,66.305,"Y",54.135,55.502
60,"Class2",48.399,90.057,"I",78.855,95.823,74.464,"I",37.819,29.103
71,"Class2",46.966,72.208,"C",75.355,70.535,62.389,"P",48.061,29.293
53,"Class3",37.095,21.424,"P",26.212,77.366,64.448,"N",18.353,81.613
77,"Class1",93.883,97.684,"Y",33.883,42.013,76.599,"I",31.663,35.787
71,"Class2",48.613,89.544,"I",70.701,97.02,62.009,"W",30.449,23.551
69,"Class2",NA,95.887,"I",68.084,87.144,60.801,"P",NA,28.423
60,"Class2",42.744,87.853,"K",66.08,80.731,83.997,"V",43.108,28.634
51,"Class3",32.212,24.971,"C",26.453,61.776,53.954,"R",5.227,30.915
73,"Class1",61.844,35.465,"U",40.161,19.506,71.278,"I",34.097,17.285
84,"Class1",56.847,32.207,"O",45.842,46.694,85.756,"W",34.316,34.749
69,"Class3",31.483,24.299,"C",26.232,31.765,76.254,"W",57.241,46.286
51,"Class3",NA,14.692,"J",26.274,62.589,72.848,"Y",23.352,78.039
82,"Class1",81.295,4.048,"U",37.862,63.134,71.474,"V",33.25,39.283
69,"Class1",79.996,38.424,"O",41.794,63.203,69.637,"I",37.558,44.454
72,"Class3",29.378,12.719,"C",26.566,79.962,47.216,"X",36.477,58.728
22,"Class2",45.889,93.203,"K",75.727,78.719,93.45,"V",57.315,29.463
72,"Class3",35.365,17.647,"C",27.051,82.976,70.045,"W",40.902,61.326
18,"Class2",45.214,78.725,"K",78.215,86.532,85.63,"I",NA,34.916
58,"Class3",37.772,22.386,"W",26.535,70.272,49.211,"X",63.637,47.792
53,"Class3",36.175,15.317,"J",26.154,17.431,49.373,"R",38.072,41.231
81,"Class1",49.761,50.23,"O",36.322,17.362,76.039,"W",38.639,36.181
80,"Class1",73.08,30.243,"Y",43.96,25.022,81.794,"I",36.748,24.952
57,"Class3",34.363,18.258,"W",26.153,26.337,77.239,"X",19.284,56.884
44,"Class2",47.406,80.5,"O",69.23,87.217,97.035,"I",53.543,32.955
48,"Class2",43.883,82.511,"I",76.837,71.211,75.65,"X",44.668,33.654
14,"Class2",47.127,79.456,"C",77.734,87.752,51.279,"V",27.517,35.475
53,"Class2",NA,80.319,"C",80.268,86.707,87.415,"X",40.407,31.201
69,"Class2",42.491,84.055,"E",75.298,93.187,51.671,"V",25.395,29.602
56,"Class3",29.428,22.733,"W",25.828,78.899,57.234,"W",8.402,38.453
56,"Class3",35.359,18.852,"P",26.425,36.324,49.224,"W",47.088,64.01
66,"Class3",33.248,18.595,"C",27.124,96.425,77.29,"W",63.93,27.662
67,"Class2",44.775,90.183,"K",83.804,79.07,71.742,"W",47.769,30.509
38,"Class2",46.365,80.407,"O",73.681,79.31,58.668,"I",36.612,36.454
36,"Class2",45.781,83.054,"I",63.702,80.663,61.31,"V",49.004,36.213
50,"Class3",30.196,25.636,"C",26.64,94.322,73.252,"W",68.547,30.92
74,"Class1",86.844,73.816,"Y",33.67,61.268,88.441,"W",37.931,22.273
76,"Class1",64.273,41.254,"Y",45.439,66.109,89.031,"W",33.708,24.077
25,"Class2",46.704,90.505,"O",72.853,97.634,52.264,"W",NA,30.856
34,"Class2",47.46,97.228,"O",73.348,70.092,55.355,"P",55.11,32.137
74,"Class1",44.389,39.66,"U",42.796,23.645,81.664,"L",35.748,22.846
69,"Class2",46.97,85.889,"K",78.843,94.658,97.841,"V",53.13,31.592
55,"Class3",33.538,10.539,"W",26.23,63.168,70.132,"Y",60.243,54.274
74,"Class1",66.112,47.983,"V",40.248,19.224,80.365,"S",35.502,41.946
80,"Class1",54.959,53.725,"O",43.772,48.517,86.442,"W",37.09,26.733
70,"Class3",34.083,20.633,"P",26.768,22.011,77.234,"Y",42.59,58.825
78,"Class1",28.851,102.147,"U",38.31,55.179,82.407,"V",31.115,33.561
64,"Class3",32.57,14.69,"P",26.702,75.803,45.05,"Y",29.252,43.632
69,"Class2",45.64,82.559,"O",74.09,74.612,58.828,"I",35.026,32.097
63,"Class3",NA,20.77,"C",27.016,47.889,63.686,"X",35.007,29.994
48,"Class3",32.859,20.219,"I",26.557,90.903,74.928,"X",77.092,82.35
67,"Class2",46.753,77.331,"C",71.561,72.254,48.945,"P",51.137,35.782
81,"Class1",66.425,21.866,"U",44.933,67.99,79.709,"W",37.877,34.019
74,"Class1",70.935,20.4,"O",45.688,18.96,70.219,"W",36.433,29.916
61,"Class3",33.003,20.066,"W",27.037,18.978,54.13,"X",41.456,63.346
85,"Class1",57.289,12.45,"U",42.769,38.679,86.698,"I",31.447,19.004
68,"Class3",34.873,28.403,"P",26.358,46.9,55.703,"X",7.456,65.842
56,"Class2",47.09,90.273,"O",75.728,75.027,67.955,"P",30.454,31.828
70,"Class1",42.583,84.466,"V",39.048,22.757,86.021,"V",37.885,33.161
59,"Class3",37.77,24.858,"I",25.897,88.289,45.856,"R",43.824,49.424
78,"Class1",65.771,5.977,"O",47.264,25.015,71.686,"V",35.158,29.726
71,"Class1",98.962,91.547,"Y",41.908,30.804,85.61,"W",33.608,22.737
70,"Class3",32.433,10.774,"C",26.21,29.686,76.525,"Y",19.596,67.789
73,"Class3",32.744,19.681,"P",26.3,23.788,71.796,"N",12.668,64.87
72,"Class1",77.281,72.926,"N",37.872,23.253,86.795,"L",35.225,36.545
28,"Class2",44.736,100.327,"E",72.412,85.628,91.114,"I",53.359,34.65
66,"Class2",44.446,81.916,"I",76.041,85.325,85.981,"P",29.364,29.884
85,"Class1",61.217,46.856,"O",31.596,51.3,68.338,"I",36.775,29.927
68,"Class3",31.664,19.599,"W",26.177,55.047,76.266,"W",18.709,46.331
69,"Class1",71.66,82.339,"V",33.562,24.176,82.739,"V",35.086,10.091
80,"Class1",79.186,35.918,"O",40.477,36.693,71.116,"L",31.139,27.794
80,"Class1",91.127,30.069,"V",42.619,19.655,81.474,"L",31.704,24.866
65,"Class2",45.5,85.818,"K",73.086,91.533,85.958,"P",41.703,36.255
66,"Class2",45.62,102.448,"E",71.257,70.514,97.92,"W",36.571,32.9
78,"Class1",78.075,45.443,"O",43.965,63.511,87.807,"S",31.354,28.28
77,"Class1",56.237,-14.716,"N",40.355,19.658,63.641,"L",36.065,26.029
66,"Class3",30.545,19.385,"W",25.934,34.439,62.446,"N",52.051,50.246
19,"Class2",45.94,85.805,"E",65.263,70.103,56.497,"I",47.439,34.389
43,"Class2",46.368,80.416,"K",76.989,95.988,95.771,"P",40.643,26.739
74,"Class1",51.357,29.203,"V",41.663,62.425,81.552,"L",35.121,32.295
85,"Class1",73.707,51.489,"O",41.823,26.188,81.262,"W",NA,22.743
70,"Class1",78.003,16.882,"O",41.216,20.467,72.804,"V",33.303,28.879
25,"Class2",45.011,70.821,"I",77.64,73.516,79.646,"I",43.81,30.472
55,"Class2",46.948,85.519,"K",78.007,85.76,96.173,"P",45.076,36.624
72,"Class3",33.434,22.84,"P",27.447,77.354,61.391,"W",NA,34.858
53,"Class3",38.488,15.707,"I",26.554,43.955,46.998,"X",20.308,28.807
65,"Class3",36.25,22.264,"W",26.919,36.518,71.712,"R",65.388,2.35
33,"Class2",46.547,72.011,"E",74.126,86.04,67.326,"W",49.628,28.927
78,"Class1",48.434,83.07,"V",34.832,56.663,69.092,"I",38.85,35.802
80,"Class1",66.651,63.92,"U",39.996,18.335,84.573,"W",32.124,26.017
30,"Class2",45.509,78.57,"O",78.934,80.054,53.594,"P",42.273,34.105
69,"Class1",63.848,46.886,"Y",51.008,35.15,62.374,"I",34.012,34.26
84,"Class1",102.108,89.825,"V",29.047,51.457,80.531,"L",38.955,31.066
26,"Class2",44.707,86.894,"K",71.938,70.494,52.02,"I",43.946,35.206
83,"Class1",91.952,57.195,"O",44.259,36.906,62.403,"V",33.509,29.957
47,"Class2",46.491,84.989,"C",69.77,85.314,55.743,"W",40.12,30.873
50,"Class3",33.226,23.028,"P",26.803,27.79,59.04,"N",54.956,76.075
70,"Class1",71.466,108.205,"Y",44.332,24.216,79.19,"L",38.987,37.351
78,"Class1",79.257,41.258,"U",38.596,57.599,67.33,"I",34.44,36.805
66,"Class3",30.894,26.875,"J",26.043,60.326,60.623,"R",15.27,81.708
58,"Class3",33.591,17.987,"P",26.586,37.604,69.733,"N",42.881,67.732
21,"Class2",45.85,89.302,"O",69.305,80.821,69.884,"I",56.53,34.666
83,"Class1",67.352,70.58,"O",39.586,33.257,89.164,"W",NA,25.599
70,"Class1",60.167,42.696,"Y",37.396,57.31,80.16,"I",33.245,46.763
69,"Class3",33.402,15.007,"I",26.687,85.996,61.662,"Y",63.31,25.964
72,"Class1",69.155,22.494,"Y",49.74,50.519,75.739,"L",34.535,37.727
64,"Class3",36.228,17.751,"P",27.087,74.048,66.307,"X",69.474,60.271
40,"Class2",46.182,90.511,"O",79.344,91.7,91.455,"I",44.105,38.437
61,"Class2",45.267,88.908,"I",73.004,95.945,48.712,"W",47.281,28.776
17,"Class2",48.566,87.628,"K",77.72,84.404,60.445,"I",30.517,39.203
85,"Class1",72.037,24.212,"N",39.488,25.842,65.561,"W",36.566,22.68
68,"Class2",47.283,99.067,"E",77.483,86.849,67.046,"I",54.174,33.219
67,"Class3",34.853,16.479,"I",26.805,57.019,70.519,"N",28.659,35.504
36,"Class2",47.19,94.902,"K",69.965,89.87,63.663,"X",30.481,31.208
35,"Class2",46.848,75.453,"C",74.143,77.539,73.731,"I",NA,31.717
65,"Class2",46.44,102.437,"O",68.922,90.646,73.378,"P",43.314,38.596
72,"Class3",32.978,12.277,"J",26.342,87.877,54.577,"X",50.567,69.913
51,"Class3",NA,17.596,"J",26.188,17.433,56.888,"W",58.19,43.285
59,"Class3",32.323,19.618,"W",26.391,73.295,73.665,"Y",28.802,51.371
74,"Class1",93.516,68.562,"Y",29.318,19.224,88.334,"I",35.01,31.787
67,"Class3",33.854,17.277,"I",26.196,70.768,66.576,"W",57.57,82.449
68,"Class2",43.307,88.857,"E",77.211,75.241,95.374,"W",50.106,35.376
59,"Class3",NA,25.316,"J",27.251,79.65,62.762,"Y",NA,44.644
51,"Class3",36.346,24.358,"P",26.236,38.636,60.92,"W",37.226,65.456
66,"Class3",33.31,24.209,"W",26.12,87.547,59.241,"W",76.048,58.109
85,"Class1",68.855,44.129,"O",33.669,54.734,86.258,"L",38.556,39.666
59,"Class2",45.473,75.484,"E",69.954,82.545,95.92,"P",53.962,37.985
15,"Class2",45.559,88.587,"K",71.68,97.877,58.218,"I",46.538,25.126
71,"Class1",49.785,95.717,"N",39.123,42.035,68.911,"S",38.303,27.375
57,"Class3",33.094,19.188,"C",26.594,19.188,59.395,"X",53.569,39.021
69,"Class2",45.314,86.944,"I",75.81,89.156,78.865,"W",27.754,30.889
48,"Class3",34.957,20.634,"W",26.475,45.455,68.283,"X",53.504,71.091
55,"Class3",35.833,27.315,"C",26.944,22.12,50.437,"Y",24.697,71.463
65,"Class3",30.876,25.303,"W",26.659,16.658,65.61,"X",60.539,57.398
76,"Class1",68.743,72.517,"N",39.802,52.941,81.986,"L",34.938,41.746
70,"Class3",32.017,21.946,"J",26.815,95.85,61.383,"Y",14.079,28.477
66,"Class2",45.343,85.635,"E",77.463,97.816,62.958,"I",29.177,37.82
52,"Class2",45.773,89.43,"E",80.276,94.775,87.987,"P",43.254,27.78
65,"Class3",35.727,15.62,"J",26.554,70.994,66.179,"W",5.058,46.857
69,"Class1",56.844,91.823,"U",47.469,47.695,88.719,"V",31.886,29.648
42,"Class2",47.522,91.682,"I",71.081,82.904,84.362,"W",31.695,29.869
82,"Class1",48.35,62.874,"Y",40.442,42.715,65.353,"S",34.194,45.619
58,"Class3",35.271,27.412,"J",25.739,52.402,72.512,"N",30.4,61.103
37,"Class2",45.028,96.178,"K",69.823,90.068,78.713,"I",31.701,26.611
72,"Class1",62.32,27.895,"U",50.438,66.405,74.777,"L",32.577,23.579
67,"Class3",34.959,17.91,"P",26.514,28.937,51.554,"X",28.871,46.398
83,"Class1",19.605,32.026,"V",39.771,43.892,69.378,"V",34.65,35.858
68,"Class1",NA,88.125,"Y",41.148,32.702,63.686,"I",35.991,36.588
75,"Class1",59.049,105.193,"V",41.559,59.268,62.797,"L",38.878,23.51
67,"Class1",52.072,39.543,"N",47.092,50.209,79.092,"W",38.57,38.121
66,"Class2",48.194,94.814,"C",67.114,94.883,77.642,"V",26.302,31.09
67,"Class1",67.128,43.709,"Y",44.865,57.07,85.619,"I",37.376,33.003
66,"Class3",NA,18.194,"W",26.398,44.523,75.669,"R",54.125,53.11
16,"Class2",48.889,82.455,"K",73.936,94.832,76.137,"W",27.846,26.41
61,"Class3",38.262,18.13,"W",26.263,93.847,58,"N",74.383,71.817
63,"Class3",35.254,21.079,"P",26.827,47.583,51.383,"W",24.37,69.621
79,"Class1",NA,44.126,"Y",47.257,35.18,67.115,"W",35.071,18.179
48,"Class2",47.219,83.013,"C",72.206,73.493,76.269,"P",33.949,34.812
50,"Class3",29.067,21.575,"W",27.145,33.553,67.491,"W",64.397,50.097
55,"Class2",44.729,79.449,"K",66.854,86.673,56.555,"W",32.417,35.749
79,"Class1",62.705,91.929,"V",41.132,49.902,62.16,"L",34.311,23.831
34,"Class2",45.411,87.996,"I",65.648,96.677,75.46,"V",29.725,32.473
79,"Class1",84.337,42.286,"O",38.338,45.177,76.174,"I",32.926,32.001
68,"Class2",47.049,78.002,"E",74.829,76.779,73.527,"W",54.911,30.788
40,"Class2",44.136,84.306,"C",66.446,90.422,90.37,"P",56.138,31.111
51,"Class2",45.763,93.785,"O",74.546,75.005,68.9,"X",32.571,36.753
74,"Class1",75.02,53.955,"O",41.979,48.57,71.153,"S",38.478,31.996
24,"Class2",46.26,97.913,"C",74.521,85.454,60.458,"W",39.605,26.827
50,"Class3",33.927,17.477,"P",26.333,45.149,78.082,"Y",62.157,43.916
18,"Class2",45.519,82.183,"I",69.798,85.897,73.128,"W",35.631,24.21
68,"Class1",82.913,96.803,"U",41.877,64.232,84.778,"V",37.904,18.166
57,"Class3",32.151,29.047,"J",26.526,51.769,55.465,"X",60.368,31.489
19,"Class2",46.621,89.952,"C",70.838,91.96,51.61,"W",51.109,38.009
57,"Class2",46.669,102.074,"O",74.947,86.025,84.567,"P",49.048,27.031
63,"Class3",30.167,17.255,"I",26.734,35.277,73.635,"N",33.625,68.797
16,"Class2",45.507,87.807,"I",76.062,85.791,90.892,"X",27.716,28.795
37,"Class2",46.341,75.58,"K",70.313,71.178,66.089,"X",28.93,37.154
25,"Class2",47.295,68.852,"E",74.334,84.566,84.692,"I",34.728,29.626
68,"Class1",69.214,35.129,"U",42.113,68.725,81.874,"S",32.043,28.569
53,"Class3",34.134,12.392,"P",26.354,62.004,68.598,"X",18.047,21.281
51,"Class2",46.147,81.954,"E",73.681,97.079,85.67,"W",32.27,39.425
69,"Class2",45.86,83.456,"C",69.74,80.997,69.563,"I",56.023,40.39
77,"Class1",61.879,55.494,"V",36.511,35.488,68.522,"I",36.732,22.554
64,"Class3",31.48,19.477,"P",26.775,27.095,50.923,"X",76.134,41.18
63,"Class3",31.634,19.783,"C",26.813,87.854,69.867,"N",NA,64.095
62,"Class3",34.181,19.259,"W",26.506,90.515,62.037,"R",41.186,57.609
55,"Class3",34.35,22.719,"J",26.012,57.357,73.405,"X",45.157,40.175
69,"Class1",22.542,28.486,"V",35.971,45.752,63.916,"I",34.954,39.416
21,"Class2",47.166,96.984,"O",68.2,74.206,62.65,"X",43.421,28.784
51,"Class3",32.797,11.759,"I",25.871,87.089,66.679,"X",40.654,50.94
61,"Class3",36.417,15.599,"P",26.549,52.905,60.147,"Y",56.738,49.03
69,"Class3",34.356,25.664,"W",26.323,16.523,58.585,"Y",66.817,65.077
72,"Class1",82.959,13.095,"V",43.87,61.682,81.705,"S",32.201,18.252
19,"Class2",47.277,94.26,"O",77.711,71.636,61.172,"X",57.52,34.471
73,"Class1",70.425,61.991,"Y",48.693,17.575,87.67,"W",35.896,37.9
83,"Class1",55.325,51.351,"Y",32.29,58.743,73.526,"V",33.099,25.65
58,"Class3",33.927,22.511,"W",26.438,37.992,49.104,"R",12.748,47.222
69,"Class3",38.323,15.142,"J",26.224,87.369,78.729,"X",51.474,71.498
62,"Class3",35.093,13.883,"W",27.151,54.525,50.626,"R",65.055,72.41
62,"Class3",38.393,22.516,"J",26.697,84.385,48.24,"N",39.013,31.791
53,"Class2",44.809,65.43,"C",73.306,74.668,52.09,"X",46.027,36.233
72,"Class3",33.742,23.618,"C",26.25,30.901,60.495,"X",69.567,37.26
32,"Class2",47.066,81.713,"K",71.923,80.115,52.618,"P",49.25,30.802
37,"Class2",47.608,70.81,"K",65.69,71.962,81.809,"P",NA,32.641
72,"Class1",98.883,22.352,"U",44.466,46.838,75.332,"L",37.733,25.853
70,"Class3",32.541,21.716,"J",26.774,30.73,50.837,"W",58.91,70.376
67,"Class1",81.044,40.415,"O",47.055,45.16,69.915,"I",35.189,40.551
