"GZQ1","WKS2","JDK3","VQU4","XVR5","DIY6","VSW7","Output6","QVW8","YML9","PYZ10","XJS11"
69.034,49.953,55.068,"V",59.872,37.74,24.658,"Class1","F",78,39,74.906
58.272,50.363,57.262,"S",5.813,52.029,47.01,"Class1","N",79.502,36,14.378
48.566,53.764,57.984,"E",34.52,18.672,52.248,"Class1","R",78.779,56,79.052
16.562,25.386,71.498,"Y",70.369,31.168,68.727,"Class2","I",32.632,63,50.825
52.471,48.721,55.686,"W",62.303,44.87,39.357,"Class1","R",85.573,22,46.044
64.225,48.28,55.085,"S",2.798,41.892,47.866,"Class1","N",77.025,40,83.816
34.378,59.183,70.328,"I",72.741,62.654,38.277,"Class2","P",67.495,NA,52.507
56.724,30.597,40.075,"I",62.821,101.724,36.444,"Class2","J",9.94,NA,51.453
62.443,53.868,58.362,"E",14.271,28.804,29.924,"Class1","F",82.091,56,114.466
28.771,48.151,72.745,"Y",48.429,63.067,41.33,"Class2","X",52.065,60,52.203
65.398,39.804,76.992,"M",67.558,48.488,44.222,"Class2","J",57.832,88,52.856
22.422,15.069,60.226,"I",67.491,84.367,39.533,"Class2","I",79.739,66,54.863
17.069,8.037,36.315,"I",57.422,25.504,31.259,"Class2","O",57.062,58,52.349
69.154,49.676,60.552,NA,53.401,59.669,17.115,"Class1","F",87.061,27,66.303
31.207,3.569,78.09,"S",36.391,80.74,32.979,"Class2","O",-8.254,62,51.204
59.777,52.206,56.734,"V",7.451,35.653,25.525,"Class1","N",79.29,32,72.568
49.057,51.05,60.573,"I",17.981,43.591,37.664,"Class1","N",87.544,54,62.792
41.444,14.466,33.232,"Y",71.401,55.252,13.114,"Class2","O",10.882,NA,51.499
47.532,53.977,60.468,"I",37.577,60.641,34.592,"Class1","T",79.248,49,59.955
66.479,50.504,59.876,"W",8.916,58.913,48.618,"Class1","T",83.74,29,67.905
47.727,11.82,43.816,"S",30.122,6.041,57.866,"Class2","I",28.111,83,51.617
58.999,50.18,56.149,"W",69.07,57.595,32.712,"Class1","R",84.794,37,53.558
57.839,30.898,38.538,"X",37.443,45.845,11.084,"Class2","X",72.951,81,52.14
66.13,49.135,58.276,"S",77.942,26.396,25.506,"Class1","N",79.152,22,45.426
65.068,48.012,55.238,"S",19.138,80.573,70.815,"Class1","F",71.706,48,74.629
24.02,45.302,41.317,"I",65.349,83.016,22.998,"Class2","P",66.379,86,51.724
32.822,25.461,51.993,"S",50.367,62.644,53.213,"Class2","X",21.466,86,52.886
48.491,52.328,56.476,"E",12.112,37.311,55.073,"Class1","H",86.855,23,42.449
54.283,53.294,55.168,"W",56.544,53.159,21.535,"Class1","H",81.341,47,56.297
53.643,54.838,59.691,"E",38.166,53.129,62.343,"Class1","R",86.876,27,48.321
47.169,50.904,58.363,"E",67.474,41.262,70.697,"Class1","H",73.303,50,52.74
53.594,54.525,55.13,"S",12.419,45.851,37.008,"Class1","F",74.006,35,40.736
36.398,47.419,77.358,"M",34.346,26.658,38.407,"Class2","P",66.704,73,52.046
41.228,13.402,44.528,"I",39.467,59.889,48.363,"Class2","J",35.959,60,51.504
56.132,33.306,66.224,"M",52.731,71.984,34.803,"Class2","O",75.094,56,52.607
60.013,52.361,60.295,"V",14.623,48.168,56.086,"Class1","H",82.768,52,22.934
20.169,59.71,68.584,"I",62.601,63.673,27.022,"Class2","I",98.862,73,49.815
47.573,50.001,58.035,"W",57.636,40.53,68.826,"Class1","H",82.978,49,56.523
15.288,12.618,58.505,"S",70.667,52.633,39.266,"Class2","I",64.904,62,50.47
59.197,43.504,73.826,"Y",43.561,46.733,12.548,"Class2","X",43.951,64,51.297
26.013,39.518,35.879,"I",49.175,42.134,25.778,"Class2","P",38.992,85,53.617
65.647,38.118,74.144,"S",70.421,96.359,29.977,"Class2","O",38.341,57,53.213
22.362,42.599,57.34,"M",71.512,32.814,19.465,"Class2","J",58.84,68,51.988
55.635,53.726,55.665,"I",54.123,61.191,34.474,"Class1","N",77.759,56,67.552
24.624,40.744,58.622,"Y",48.856,25.211,22.487,"Class2","J",26.888,60,52.072
58.546,51.519,55.471,"W",7.453,72.286,51.151,"Class1","H",79.611,33,59.64
56.562,49.339,56.635,"S",24.19,41.371,51.49,"Class1","H",80.853,42,71.652
32.501,25.44,73.082,"I",66.134,18.856,79.204,"Class2","O",80.107,NA,49.691
48.374,51.376,57.492,"E",51.148,48.9,1.503,"Class1","N",75.332,32,48.171
71.22,54.427,57.995,"S",8.783,37.518,55.755,"Class1","N",77.06,28,51.407
51.604,13.17,55.345,"M",48.527,9.102,27.14,"Class2","I",75.803,NA,50.254
37.753,32.091,48.856,"I",49.834,23.781,21.497,"Class2","I",75.002,61,50.216
21.972,27.311,49.689,"S",50.163,54.425,68.46,"Class2","O",88.755,73,52.985
23.455,17.216,34.095,NA,65.893,77.3,41.889,"Class2","X",24.7,80,51.449
68.127,51.636,60.925,"S",48.996,51.46,19.977,"Class1","H",76.468,51,53.065
71.357,53.135,60.534,NA,70.125,63.743,52.852,"Class1","H",77.132,33,57.355
57.764,59.81,60.539,"X",64.261,29.155,47.753,"Class2","O",102.176,79,49.842
18.253,21.72,77.487,"I",63.275,66.875,42.534,"Class2","J",83.072,80,54.031
20.865,31.517,74.352,"X",47.743,65.901,45.501,"Class2","J",44.071,83,55.204
53.632,59.802,70.138,"M",36.788,96.565,45.337,"Class2","O",91.834,56,51.544
68.959,54.282,60.339,NA,15.291,41.761,57.677,"Class1","T",93.62,30,28.621
32.076,20.53,65.077,"S",69.409,25.352,37.833,"Class2","I",100.693,62,51.175
53.218,38.592,42.141,"M",72.39,43.726,30.054,"Class2","I",96.637,64,51.632
58.455,54.337,56.588,"I",83.897,31.164,60.734,"Class1","F",75.48,36,48.964
61.094,60.268,71.461,"X",30.304,35.04,43.495,"Class2","O",29.237,78,51.639
23.123,45.58,37.63,"I",62.585,115.429,51.702,"Class2","J",30.274,64,49.386
44.32,14.03,74.247,"I",49.422,54.473,27.437,"Class2","P",45.929,61,50.982
62.979,49.296,56.128,"E",32.389,35.947,43.009,"Class1","H",79.542,53,105.536
68.367,52.094,55.958,"S",37.599,47.293,25.993,"Class1","T",89.123,43,47.267
62.527,49.816,59.355,"E",7.779,65.679,15.159,"Class1","H",76.35,26,83.52
40.544,51.608,49.502,"M",63.8,69.709,45.991,"Class2","X",33.127,68,53.575
61.122,58.296,48.006,"Y",52.781,59.081,9.09,"Class2","J",73.275,81,52.704
60.237,51.605,58.828,"I",27.408,56.414,-0.892,"Class1","T",73.062,32,89.323
18.582,17.343,45.337,"I",37.283,27.975,31.898,"Class2","P",58.919,84,51.729
70.837,52.331,58.901,"I",40.871,52.871,34.298,"Class1","T",71.998,45,25.675
50.813,53.529,55.498,"V",23.303,42.162,9.264,"Class1","N",78.081,28,86.474
50.536,53.217,59.025,NA,33.563,73.416,8.044,"Class1","H",90.095,33,54.576
62.257,51.945,55.099,"W",32.138,31.097,13.954,"Class1","H",82.04,44,41.548
47.092,53.56,58.717,"V",10.868,41.43,12.771,"Class1","R",69.183,NA,69.501
61.104,50.351,59.819,"V",23.157,33.61,33.1,"Class1","N",81.193,43,56.511
23.005,39.669,58.348,"Y",71.106,87.678,29.63,"Class2","I",68.08,59,52.89
28.083,31.549,34.36,"M",45.033,14.706,34.844,"Class2","J",-62.674,58,51.963
65.121,50.007,55.046,"I",73.686,68.118,54.606,"Class1","H",93.1,43,78.241
27.716,54.205,73.504,"X",36.643,42.024,44.453,"Class2","O",41.453,67,54.432
24.302,54.564,55.92,"M",66.755,41.09,23.657,"Class2","P",72.714,87,53.295
31.119,30.667,63.138,"S",56.979,46.154,36.829,"Class2","J",59.839,65,51.599
39.705,22.958,56.781,"S",47.097,77.91,67.235,"Class2","X",73.679,82,54.039
44.657,54.322,40.631,"X",56.36,111.334,53.194,"Class2","P",73.797,84,52.52
47.898,34.789,44.278,"I",40.353,63.242,68.148,"Class2","J",94.124,75,52.6
53.761,24.177,65.244,"Y",34.212,82.064,41.954,"Class2","O",77.126,77,52.385
23.798,40.406,67.17,"X",54.413,37.945,25.183,"Class2","O",43.753,87,52.394
26.428,20.737,48.286,"Y",62.096,82.928,37.494,"Class2","I",97.031,NA,50.236
36.426,29.737,69.834,"S",34.397,44.738,32.894,"Class2","J",18.619,78,50.251
58.189,48.504,55.922,"S",11.75,55.769,25.629,"Class1","N",79.835,42,89.253
29.404,30.647,64.573,"I",44.501,81.1,36.614,"Class2","J",34.538,56,53.047
41.695,4.606,42.093,"I",69.823,66.211,51.709,"Class2","J",29.142,74,51.859
55.15,27.691,48.663,NA,53.899,18.591,37.914,"Class2","I",76.53,57,50.498
22.912,17.19,53.424,"X",44.003,73.545,54.325,"Class2","X",40.824,59,50.589
33.1,4.845,33.898,"M",44.716,95.935,63.346,"Class2","P",57.819,80,54.206
44.59,32.604,62.608,"S",39.104,19.341,28.275,"Class2","X",71.444,59,53.157
60.088,44.192,50.35,"I",39.785,8.619,28.191,"Class2","P",94.067,90,52.428
66.454,52.006,55.513,"I",15.815,49.136,64.281,"Class1","H",86.768,48,60.525
25.115,16.814,75.683,"M",65.195,60.828,42.665,"Class2","P",-31.013,77,52.789
48.152,47.489,45.837,"X",49.123,60.36,46.598,"Class2","X",-14.422,74,50.38
56.463,48.871,57.97,"V",59.182,74.964,61.526,"Class1","T",79.333,25,71.31
61.066,50.943,72.659,"Y",62.542,37.47,27.225,"Class2","I",100.8,68,52.749
47.825,50.917,56.791,"E",0.742,48.007,21.471,"Class1","F",79.534,37,55.132
39.717,28.682,66.786,"Y",33.702,11.309,54.877,"Class2","P",91.526,58,52.584
49.061,17.326,54.538,NA,68.767,18.878,58.547,"Class2","I",27.114,84,52.068
64.985,12.337,74.061,"X",41.636,55.612,33.637,"Class2","I",90.431,65,50.923
70.193,52.656,59.235,"V",56.321,39.859,44.847,"Class1","T",79.074,NA,59.149
62.208,48.144,56.625,"V",38.131,43.463,56.19,"Class1","F",82.098,50,74.108
30.487,48.911,35.938,"Y",40.978,43.148,26.224,"Class2","I",11.064,63,50.019
35.382,56.338,38.894,NA,38.92,71.813,20.286,"Class2","I",47.785,57,52.485
15.455,41.896,43.123,"I",36.912,-13.929,18.878,"Class2","X",59.636,NA,50.807
60.127,20.068,80.5,"Y",48.383,50.262,40.819,"Class2","J",35.431,69,52.059
56.648,51.702,58.413,"E",56.355,63.034,16.523,"Class1","N",81.804,26,73.207
47.517,35.179,37.975,"Y",52.115,52.45,49.753,"Class2","P",21.023,58,52.61
56.58,50.304,55.666,"I",4.188,66.61,44.519,"Class1","R",89.193,33,99.42
54.39,48.966,55.874,"E",49.233,42.703,32.471,"Class1","H",74.564,42,105.977
53.127,50.843,60.845,"V",46.604,38.013,39.955,"Class1","R",83.294,22,55.09
65.123,53.208,58.079,"S",10.63,39.524,45.754,"Class1","N",90.118,31,88.376
52.316,53.688,56.771,"S",46.896,71.367,34.55,"Class1","H",75.854,47,57.559
65.145,32.089,80.787,"Y",65.854,33.174,21.386,"Class2","P",41.07,70,52.248
64.132,26.522,48.799,NA,60.614,38.5,37.99,"Class2","O",44.484,78,53.66
31.746,47.444,34.877,"I",49.5,18.143,22.474,"Class2","J",58.443,60,52.785
52.074,48.12,60.604,"S",58.87,61.312,60.338,"Class1","T",84.452,55,61.035
55.6,25.624,70.413,"X",56.046,74.815,47.662,"Class2","P",86.707,72,51.881
62.716,33.501,53.672,"S",60.182,47.476,31.796,"Class2","O",86.388,73,54.84
62.78,50.592,57.094,"S",49.987,41.263,60.869,"Class1","F",91.628,39,44.56
47.314,36.424,76.196,"Y",57.255,45.827,19.48,"Class2","O",52.18,71,50.739
65.203,53.899,55.965,"S",21.141,50.561,38.57,"Class1","H",73.274,37,80.213
65.096,44.553,53.678,"S",45.343,93.701,41.371,"Class2","O",86.696,82,55.501
64.014,49.008,59.528,"S",63.199,14.66,50.733,"Class1","H",83.91,28,90.443
55.142,54.381,59.456,NA,67.277,61.884,4.131,"Class1","R",76.925,36,68.636
51.737,49.929,60.442,"S",51.931,49.266,20.619,"Class1","F",71.118,35,81.431
52.133,38.269,46.729,"Y",54.506,70.252,13.282,"Class2","J",57.6,62,49.675
60.63,13.299,66.014,"X",48.07,64.119,41.958,"Class2","O",92.787,62,52.571
50.968,53.668,57.604,"W",36.212,54.506,15.745,"Class1","F",80.244,46,40.428
31.937,8.119,41.456,NA,58.87,22.324,35.367,"Class2","I",19.527,62,52.06
54.124,49.706,56.154,"V",61.968,50.737,57.406,"Class1","H",93.434,44,72.269
61.434,53.033,60.485,"E",16.293,46.827,55.714,"Class1","H",71.563,50,33.839
60.782,25.001,40.576,"M",48.665,80.631,37.731,"Class2","X",56.799,80,53.298
50.403,46.899,50.274,"Y",67.557,54.428,35.208,"Class2","I",74.005,79,50.33
35.639,6.822,39.213,"S",72.15,64.503,15.725,"Class2","J",83.133,56,51.075
48.521,51.539,58.771,"V",28.761,33.553,64.293,"Class1","F",89.406,NA,80.092
35.902,19.683,51.657,NA,50.236,34.749,46.681,"Class2","I",40.269,68,52.159
67.266,50.761,57.329,"E",10.466,47.126,25.377,"Class1","F",84.159,49,68.329
65.701,53.666,55.812,"I",68.302,61.509,34.933,"Class1","F",94.106,31,29.104
65.809,29.777,60.01,"X",50.855,19.376,31.044,"Class2","I",72.285,79,50.432
57.819,50.186,55.087,"V",39.754,41.479,22.499,"Class1","F",65.517,37,95.551
27.758,7.081,73.962,"Y",54.916,-5.578,28.93,"Class2","P",91.539,61,52.59
65.521,56.517,60.12,"X",51.692,64.612,35.432,"Class2","X",57.205,NA,51.05
55.982,10.287,58.622,"I",55.782,76.803,52.07,"Class2","P",42.485,60,52.937
55.46,51.989,60.364,"V",36.378,48.312,33.958,"Class1","T",76.598,55,64.841
60.616,54.498,58.262,"I",71.631,33.516,57.936,"Class1","R",79.912,25,66.347
65.139,54.023,56.008,"I",2.01,44.571,45.533,"Class1","R",89.438,25,48.875
53.154,15.727,69.095,"S",68.358,44.908,25.469,"Class2","I",34.323,87,49.359
56.195,18.582,70.322,"M",66.823,37.685,23.991,"Class2","X",82.874,59,51.365
60.93,49.611,34.099,"S",37.877,73.874,56.063,"Class2","X",82.853,69,51.862
58.715,50.45,59.456,"S",38.125,57.683,44.872,"Class1","H",81.002,49,74.008
17.727,41.768,46.2,"I",60.243,40.219,35.686,"Class2","J",6.681,NA,50.314
63.64,60.517,51.648,"X",33.367,77.928,57.377,"Class2","X",40.099,64,52.269
42.861,42.607,63.324,"S",40.447,18.358,39.925,"Class2","X",75.87,56,50.733
15.783,53.289,55.361,"X",34.412,68.007,39.575,"Class2","I",38.459,60,52.27
28.359,25.108,46.692,NA,66.551,13.031,33.842,"Class2","I",49.766,85,52.494
50.28,50.829,57.571,"V",38.857,57.786,-1.231,"Class1","F",90.304,56,29.994
67.225,48.347,60.855,"E",18.112,36.111,19.31,"Class1","F",82.658,NA,83.532
69.54,53.71,57.743,"W",26.043,53.083,54.353,"Class1","H",64.459,35,58.678
56.985,48.566,60.31,"E",82.217,59.294,77.912,"Class1","N",79.742,44,65.42
66.887,50.077,59.058,"E",44.612,45.796,50.622,"Class1","H",84.609,NA,130.624
60.157,21.795,65.15,"S",56.942,29.66,60.46,"Class2","O",42.88,75,51.661
55.445,34.118,55.031,"M",42.473,72.223,43.326,"Class2","P",69.704,65,50.16
29.502,43.743,58.933,"M",60.437,20.878,56.592,"Class2","P",53.393,70,51.958
33.653,8.142,75.417,"Y",63.382,60.525,45.913,"Class2","P",38.87,62,51.059
61.107,56.333,72.595,"Y",35.816,21.056,28.304,"Class2","X",39.536,61,52.543
64.069,53,55.932,"W",29.259,57.286,67.034,"Class1","H",79.618,28,44.163
57.655,48.09,58.045,"V",54.796,45.357,63.159,"Class1","T",91.66,45,75.178
24.359,59.475,48.848,"M",43.46,65.972,45.748,"Class2","J",84.833,69,49.763
31.505,27.181,66.334,"Y",43.98,132.748,37.476,"Class2","J",25.678,60,52.55
19.184,49.837,58.093,"S",62.676,113.672,46.358,"Class2","P",66.482,90,52.607
47.394,52.018,56.919,"S",11.07,56.51,47.646,"Class1","R",83.092,53,51.604
51.254,52.771,79.387,"S",55.365,54.539,15.41,"Class2","X",39.296,56,50.547
68.629,53.316,56.236,"W",23.53,49.934,49.914,"Class1","F",76.559,38,58.093
39.225,7.553,55.626,"M",64.325,96.496,38.008,"Class2","O",45.206,66,52.262
34.408,56.658,37.621,"M",72.747,56.305,53.566,"Class2","J",37.968,81,52.474
60.476,55.441,71.097,"Y",30.943,39.035,36.559,"Class2","I",32.184,NA,51.769
26.567,58.24,60.196,"Y",43.17,22.766,47.99,"Class2","I",54.117,65,51.47
58.078,50.103,58.504,"S",53.009,44.353,56.542,"Class1","T",82.203,41,93.105
23.062,45.315,55.29,"Y",32.761,73.233,33.524,"Class2","O",64.874,84,50.216
54.122,51.79,58.79,"E",35.606,62.624,7.002,"Class1","R",87.579,34,31.846
65.79,50.553,59.456,"W",7.222,39.696,42.182,"Class1","H",80.547,55,61.17
68.827,49.743,55.409,"E",31.01,71.71,47.112,"Class1","R",83.223,48,45.741
64.238,48.237,58.816,"E",25.775,63.132,30.019,"Class1","N",85.529,53,44.772
29.363,7.514,52.472,"X",55.777,99.333,28.592,"Class2","X",88.76,85,52.277
57.235,20.357,62.467,"M",49.388,20.275,51.11,"Class2","X",44.488,68,50.719
66.299,51.621,60.819,"S",81.747,63.652,13.018,"Class1","T",90.455,23,60.518
67.581,51.688,60.187,"S",41.05,59.229,27.796,"Class1","T",78.516,53,95.814
65.318,51.689,59.86,"E",73.414,51.98,29.102,"Class1","N",66.802,53,71.91
60.943,51.1,58.527,"S",13.759,38.728,69.828,"Class1","F",73.26,56,71.945
47.289,52.948,55.127,"I",76.088,61.87,33.92,"Class1","T",88.711,30,88.852
48.827,51.029,56.002,"W",74.129,50.518,69.987,"Class1","N",75.511,40,67.445
31.216,19.426,46.763,"I",35.094,73.855,28.675,"Class2","X",85.812,58,51.655
59.317,51.219,59.292,"V",18.541,30.694,50.641,"Class1","R",76.359,44,75.827
48.369,48.952,55.272,"V",78.201,54.576,-10.833,"Class1","H",79.422,29,75.268
21.596,9.514,38.373,"Y",60.574,98.887,50.985,"Class2","O",45.95,69,50.245
49.805,39.734,77.847,"Y",49.378,23.483,26.938,"Class2","J",23.657,70,53.768
41.478,57.302,67.071,"S",36.09,79.718,35.059,"Class2","P",37.436,86,51.393
64.332,54.399,59.318,"I",6.795,35.848,49.518,"Class1","F",80.506,56,38.957
48.108,54.743,58.254,"W",23.454,53.184,30.624,"Class1","N",83.576,43,74.585
60.467,53.697,58.497,"I",66.438,53.053,13.732,"Class1","T",90.858,53,72.281
68.655,54.867,57.825,"S",21.816,50.458,42.339,"Class1","N",91.693,40,10.978
61.331,44.034,37.128,"Y",56.579,68.607,20.2,"Class2","P",29.763,86,50.445
71.079,53.91,58.823,"E",46.477,46.953,-6.639,"Class1","F",89.062,47,74.55
36.748,56.282,56.174,"X",59.9,69.109,35.215,"Class2","J",19.548,58,54.056
26.943,18.486,67.14,"Y",67.752,72.257,20.996,"Class2","X",74.057,68,51.405
49.189,53.842,57.717,NA,35.343,43.938,19.654,"Class1","R",79.863,39,93.695
65.693,51.851,58.025,"I",70.381,57.043,37.848,"Class1","H",73.454,31,66.308
37.653,44.691,51.161,"Y",72.966,6.6,18.559,"Class2","O",24.371,90,50.905
68.899,51.009,55.222,"V",5.219,28.531,63.44,"Class1","R",81.934,28,102.242
53.947,51.936,37.966,"Y",30.769,40.477,36.805,"Class2","O",52.663,63,51.565
49.246,50.843,60.738,"E",63.476,48.322,37.042,"Class1","F",78.443,43,39.466
62.773,52.191,58.104,"I",20.021,46.49,34.598,"Class1","R",73.742,NA,63.83
34.912,51.271,37.798,"I",51.111,11.491,18.791,"Class2","P",83.789,58,53.735
18.895,3.459,34.381,"S",69.691,52.426,18.99,"Class2","O",8.75,73,54.621
57.937,51.14,59.257,"E",26.446,39.208,34.239,"Class1","N",75.761,37,71.635
53.97,53.537,60.17,NA,78.2,42.486,34.48,"Class1","R",74.559,23,74.482
62.565,50.223,58.674,"S",49.056,38.7,51.169,"Class1","H",82.021,29,86.51
57.354,52.859,58.038,"S",12.611,75.904,53.748,"Class1","F",86.058,21,99.768
20.457,9.888,50.215,"M",43.217,3.21,65.306,"Class2","I",75.758,88,52.845
51.735,50.208,56.599,"V",41.544,38.265,70.353,"Class1","H",67.516,NA,66.394
67.496,49.588,58.176,"I",53.849,62.84,28.031,"Class1","F",87.998,33,54.318
58.948,54.654,60.898,"W",30.957,58.562,10.579,"Class1","H",83.895,50,47.276
46.491,46.93,80.953,"I",47.072,74.718,14.076,"Class2","X",43.763,84,50.131
39.493,13.345,37.597,"Y",35.525,22.311,63.393,"Class2","P",31.829,61,51.591
64.765,36.218,48.784,"X",60.145,72.067,27.547,"Class2","P",18.373,72,50.837
16.453,31.869,50.11,"I",44.786,27.222,40.448,"Class2","J",31.865,86,51.009
27.816,34.348,59.494,"S",60.225,39.125,13.202,"Class2","O",63.493,NA,53.197
68.727,48.123,59.874,"S",25.416,46.429,31.41,"Class1","T",78.545,47,63.664
42.694,38.711,76.495,"X",70.879,71.149,39.903,"Class2","J",59.616,73,52.794
41.796,33.741,53.661,"I",30.313,39.418,57.926,"Class2","I",34.685,NA,53.13
55.012,54.131,60.942,"I",48.561,69.141,49.464,"Class1","N",78.434,48,49.737
63.705,52.796,60.715,NA,79.389,44.443,-5.586,"Class1","H",71.879,57,47.029
58.652,36.852,55.883,"I",58.093,50.607,44.951,"Class2","J",69.496,74,50.157
58.786,49.859,57.155,"I",44.605,68.85,59.416,"Class1","H",71.226,32,103.633
48.724,52.767,59.295,"V",35.62,41.349,53.416,"Class1","F",84.204,40,91.055
70.587,54.97,60.918,"V",35.984,52.557,66.631,"Class1","F",82.792,25,87.941
50.957,18.349,33.621,"X",51.547,58.814,71.176,"Class2","P",55.197,80,54.197
46.975,50.451,77.843,"M",34.48,68.142,40.614,"Class2","X",57.798,71,50.443
47.268,53.151,56.479,"W",15.155,39.402,39.961,"Class1","H",76.799,52,74.775
55.252,52.657,60.213,"E",34.658,55.625,39.368,"Class1","R",80.168,31,59.16
57.931,53.991,55.46,"S",56.106,57.213,31.663,"Class1","N",82.08,31,68.175
29.631,10.793,80.155,"Y",58.316,20.985,62.12,"Class2","O",53.244,75,51.227
68.948,48.521,59.658,"V",60.994,42.058,61.585,"Class1","N",82.121,49,39.996
42.511,18.646,37,"S",57.659,16.451,37.028,"Class2","J",-16.932,83,50.013
53.42,54.164,58.101,"V",54.355,40.945,5.29,"Class1","T",82.475,42,44.988
52.814,19.3,58.13,"Y",34.404,79.503,29.275,"Class2","X",45.049,83,49.821
66.143,50.884,57.083,"W",60.536,48.52,43.319,"Class1","F",83.658,54,79.622
33.411,21.628,37.013,"S",57.971,87.879,54.668,"Class2","O",98.042,60,49.309
53.976,51.183,56.115,"E",48.229,48.779,-27.512,"Class1","F",88.94,54,64.099
61.106,52.161,55.711,"S",48.407,28.756,47.823,"Class1","H",75.457,21,41.303
61.279,52.971,56.33,"S",15.49,16.989,26.581,"Class1","N",81.085,22,47.182
48.705,53.676,56.569,"I",48.338,39.512,40.166,"Class1","F",84.506,49,62.803
69.467,51.939,60.76,"W",77.521,14.797,41.244,"Class1","T",68.055,NA,33.067
41.675,16.931,51.318,"X",58.315,53.374,48.657,"Class2","X",13.001,89,53.049
49.532,50.877,59.281,"S",27.147,71.013,58.275,"Class1","H",69.662,NA,37.044
50.7,60.908,77.147,"I",44.819,83.3,41.735,"Class2","O",9.168,71,51.634
41.432,37.156,41.411,"X",49.336,71.505,38.327,"Class2","I",0.127,56,52.497
33.715,60.891,45.879,"Y",62.677,56.912,20.618,"Class2","O",55.006,89,50.924
71.938,49.338,59.89,"E",30.231,46.697,13.62,"Class1","F",71.193,35,84.594
19.087,60.655,44.154,"Y",38.599,55.768,46.352,"Class2","I",49.225,78,50.245
51.372,49.272,56.157,"V",28.111,50.602,45.056,"Class1","N",75.141,40,22.289
58.713,54.238,58.412,"S",70.002,57.832,18.091,"Class1","H",80.311,45,56.65
29.354,51.448,61.416,"X",50.374,-10.005,29.937,"Class2","J",50.038,64,52.758
57.704,54.358,55.739,"S",30.093,34.998,52.863,"Class1","R",79.998,32,59.482
70.522,52.459,56.642,"E",50.471,54.254,12.392,"Class1","T",85.285,32,69.729
64.943,54.709,55.074,"E",71.284,42.891,22.198,"Class1","F",78.958,39,95.767
59.172,49.838,55.521,"V",48.761,53.484,44.597,"Class1","T",77.819,37,81.358
28.507,15.893,34.432,"X",52.793,90.731,50.382,"Class2","X",62.866,81,53.939
41.726,35.329,34.94,"X",70.26,23.26,47.08,"Class2","P",27.639,56,53.028
48.7,50.087,55.617,"E",10.531,62.055,48.042,"Class1","T",81.158,23,81.886
53.232,51.21,55.324,"W",16.679,45.165,7.847,"Class1","T",83.465,34,48.196
49.238,52.162,58.361,"W",81.822,54.209,12.964,"Class1","N",70.14,41,55.339
24.369,56.339,37.353,"M",53.007,47.422,46.481,"Class2","I",75.647,65,53.031
52.519,17.994,45.15,"X",56.027,97.006,25.942,"Class2","X",22.857,69,51.772
63.64,53.227,59.09,"S",25.687,38.289,51.665,"Class1","H",90.565,37,35.689
28.353,38.376,76.365,"X",33.839,43.624,42.134,"Class2","P",90.851,85,52.442
62.992,51.32,55.796,"E",62.47,66.808,55.889,"Class1","F",75.424,21,89.068
55.607,48.728,59.889,"E",58.097,56.103,55.494,"Class1","T",72.35,57,68.42
25.457,59.594,77.703,"I",49.716,53.434,18.994,"Class2","X",6.769,74,51.513
48.996,49.427,59.636,"V",7.276,57.702,17.751,"Class1","N",77.07,29,84.339
36.189,6.844,58.222,"I",56.134,57.992,36.605,"Class2","I",20.823,84,52.054
56.895,49.6,60.337,"E",33.452,37.874,28.031,"Class1","T",76.46,23,71.244
19.155,45.092,34.032,"S",72.46,20.622,6.97,"Class2","P",70.02,NA,50.769
59.367,53.633,56.447,"V",40.947,48.374,44.777,"Class1","F",81.601,54,98.81
60.849,52.773,56.915,"V",14.041,48.043,32.54,"Class1","N",84.409,27,81.078
63.032,49.928,58.51,"V",28.172,56.303,43.793,"Class1","F",86.189,50,70.05
29.836,32.772,61.473,"I",53.257,59.416,27.475,"Class2","P",66.258,88,50.481
54.98,48.056,56.03,"I",37.304,37.687,59.219,"Class1","N",88.039,40,62.282
56.868,54.068,60.035,"W",84.319,42.321,28.633,"Class1","H",74.017,34,62.221
16.762,32.034,33.546,"Y",68.088,51.626,31.11,"Class2","P",67.624,76,49.625
67.967,48.499,56.581,"E",65.996,59.164,41.133,"Class1","N",70.976,57,64.034
34.068,58.252,48.554,"S",64.11,83.822,30.308,"Class2","P",66.321,74,51.146
19.917,59.595,34.978,"S",33.46,30.338,45.515,"Class2","O",94.566,83,51.221
64.282,16.821,56.184,"S",58.641,60.279,16.365,"Class2","P",86.965,73,51.139
66.313,48.322,60.394,"V",69.991,52.069,38.116,"Class1","N",74.95,25,77.3
69.049,54.282,55.292,"S",4.397,50.298,32.761,"Class1","N",65.095,33,92.995
61.185,50.568,57.588,"W",77.292,53.938,61.785,"Class1","H",76.103,31,68.006
65.578,48.377,56.84,"S",23.595,31.543,48.864,"Class1","F",72.983,49,28.686
44.198,60.033,42.695,"S",61.754,69.216,36.72,"Class2","P",73.553,76,50.65
23.428,24.694,67.411,"Y",39.873,51.504,29.47,"Class2","O",8.453,85,51.018
39.998,5.369,35.644,"X",53.215,66.218,29.046,"Class2","I",11.443,72,52.759
65.536,8.4,52.952,"M",71.986,48.452,33.821,"Class2","X",78.267,57,51.051
48.789,30.046,68.751,"Y",61.101,47.405,27.923,"Class2","P",80.713,78,51.998
62.193,48.091,58.353,"V",10.425,60.159,80.385,"Class1","F",75.457,25,71.778
