"MBI1","RQZ2","HOT3","DTB4","WTS5","FQA6","FXN7","VEQ8","VLC9","Output17","SQM10","LOZ11","OCN12"
73.699,62.544,39.572,72.924,"W",59.849,85,63.611,"G","Class4",39.225,86,27.152
40.236,65.22,60.206,48.885,"I",40.685,36,57.263,"G","Class1",23.483,67,70.328
57.39,30.982,27.538,43.607,"J",61.879,21,97.6,"O","Class3",32.68,66,40.453
82.377,92.138,41.251,76.537,"O",73.032,81,36.188,"D","Class4",50.383,34,31.79
77.696,87.682,60.17,34.725,"X",45.052,81,40.07,"M","Class2",55.821,38,47.861
71.145,52.602,38.917,75.002,"O",57.818,93,38.804,"L","Class4",82.393,89,24.102
56.86,53.005,39.718,83.11,"W",70.133,81,61.237,"J","Class4",37.2,25,27.387
55.924,61.055,40.439,73.991,"E",61.386,59,53.83,"L","Class4",51.577,28,33.469
64.769,16.142,25.189,38.674,"Z",71.662,25,99.575,"R","Class3",23.453,84,29.006
58.136,73.753,41.447,67.299,"W",53.767,93,42.404,"D","Class4",44.973,79,24.83
61.961,12.538,30.105,55.408,"J",65.343,14,98.625,"O","Class3",31.31,69,64.101
45.886,87.035,60.615,32.396,"T",32.008,76,38.608,"P","Class2",55.093,18,45.075
57.58,59.329,141.435,52.499,"K",25.183,21,66.034,"S","Class1",18.544,73,78.899
58.648,62.193,78.524,69.266,"X",2.436,26,62.96,"S","Class1",28.189,69,76.137
63.087,32.263,16.417,32.679,"J",60.778,27,99.459,"R","Class3",23.348,81,50.825
34.344,66.536,90.221,39.591,"X",8.93,32,83.613,"H","Class1",26.889,86,75.019
69.102,28.935,16.613,36.798,NA,66.211,25,99.01,"O","Class3",17.563,77,37.091
31.585,87.26,60.236,23.719,"T",30.151,85,39.71,"Q","Class2",52.796,22,32.335
8.091,51.333,61.614,49.488,"I",15.585,44,75.76,"O","Class1",19.722,65,76.911
40.413,87.009,62.872,65.392,NA,47.834,86,48.296,"B","Class2",48.958,32,42.616
66.663,87.16,60.194,80.558,"U",43.616,82,44.892,"Q","Class2",45.309,32,25.528
41.323,66.626,26.298,81.69,"I",18.999,32,86.673,"G","Class1",29.019,93,72.916
57.313,61.905,38.589,68.877,NA,61.204,75,45.423,"D","Class4",60.513,32,22.935
72.492,11.011,24.021,55.169,"F",65.859,21,99.798,"L","Class3",26.243,88,22.193
32.978,50.857,29.323,48.147,"I",32.54,23,56.926,"G","Class1",14.238,87,74.15
59.623,72.812,39.153,79.688,"W",63.937,75,54.046,"G","Class4",85.408,87,42.215
50.023,NA,55.419,36.844,"K",7.033,39,69.681,"E","Class1",27.889,80,77.475
73.377,10.587,25.815,41.849,"J",77.326,10,97.096,"O","Class3",31.934,76,76.344
16.611,63.212,87.241,38.845,"J",81.603,22,85.988,"S","Class1",27.226,87,70.288
83.398,64.4,41.186,78.096,"E",54.064,65,36.649,"L","Class4",71.927,74,44.388
23.076,64.22,58.235,87.633,"K",27.255,30,90.264,"E","Class1",15.352,75,76.57
85.873,76.924,40.105,71.086,"P",57.762,91,59.779,"H","Class4",70.015,79,31.671
11.45,87.33,62.198,49.982,"U",42.503,86,39.661,"Q","Class2",47.425,28,43.57
53.117,86.682,40.483,71.071,"O",65.276,95,41.738,"J","Class4",53.154,30,47.704
46.877,50.401,64.76,80.947,"I",25.421,41,64.388,"S","Class1",19.985,75,75.894
60.244,53.626,40.816,82.902,"G",61.988,74,37.074,"L","Class4",73.28,48,20.019
67.884,19.813,28.978,30.845,"Z",68.689,10,97.583,"L","Class3",46.811,85,78.527
67.583,33.919,23.192,35.443,"F",73.714,12,99.639,"T","Class3",28.862,60,39.05
39.356,54.027,9.281,81.294,"K",32.674,30,85.033,"O","Class1",23.579,78,75.299
52.143,83.117,38.838,70.302,"W",63.886,67,44.074,"H","Class4",49.491,39,42.288
62.162,36.095,6.225,62.173,"D",71.808,14,97.938,"C","Class3",-0.963,66,63.211
84.362,87.109,61.946,41.714,"E",37.377,87,48.444,"Q","Class2",46.669,48,36.096
32.41,87.948,59.791,72.449,"U",13.557,84,48.369,"M","Class2",40.411,30,27.51
30.381,87.876,62.336,50.972,"R",47.501,86,41.275,"P","Class2",66.671,9,39.956
19.347,87.129,59.428,72.818,"X",26.653,85,44.261,"X","Class2",54.555,54,52.049
16.781,57.789,96.524,87.316,"J",34.993,39,64.47,"S","Class1",23.42,87,68.166
46.113,67.464,45.247,31.748,"J",16.63,32,94.962,"O","Class1",24.212,91,77.457
4.304,87.936,61.342,54.349,"E",31.07,81,42.461,"Q","Class2",35.515,38,32.166
74.092,74.559,40.962,77.638,"W",69.789,68,47.733,"H","Class4",65.363,52,40.368
19.879,87.573,60.401,50.442,"U",34.871,84,37.63,"M","Class2",46.657,49,44.372
62.289,79.874,39.6,79.673,"E",56.06,69,38.242,"H","Class4",78.506,76,49.028
66.604,24.744,23.243,31.292,"F",78.256,16,97.839,"O","Class3",22.767,57,51.247
53.469,61.978,41.38,81.848,"E",58.332,54,58.842,"G","Class4",50.967,36,36.607
80.082,74.46,41.989,87.921,"O",58.508,75,44.751,"J","Class4",58.999,95,37.184
42.694,87.619,62.428,62.843,"T",50.112,82,37.421,"M","Class2",38.166,39,51.413
67.972,17.235,23.668,70.702,"J",64.526,23,97.642,"T","Class3",40.363,71,16.811
19.938,63.736,58.108,55.641,"X",-14.399,32,87.194,"O","Class1",21.961,80,74.466
43.362,57.211,18.093,87.366,"X",14.601,44,59.325,"G","Class1",23.557,90,78.828
13.719,87.941,62.057,45.769,"R",50.387,78,47.895,"X","Class2",52.845,27,28.335
66.529,5.575,16.408,38.739,"S",71.611,9,97.384,"T","Class3",44.705,75,41.868
60.917,35.574,12.718,69.059,"J",65.895,18,98.6,"L","Class3",39.486,83,35.4
74.855,7.781,25.036,54.067,"D",79.635,9,98.157,"L","Class3",29.997,62,34.007
73.293,9.279,26.467,71.459,"J",51.095,19,97.491,"R","Class3",33.14,63,51.415
74.041,87.411,62.388,18.657,"E",32.683,78,39.332,"X","Class2",49.33,36,29.353
4.922,50.899,79.361,69.634,NA,47.497,22,87.239,"S","Class1",23.751,81,71.331
4.224,52.524,71.457,69.693,"J",42.996,41,71.288,"O","Class1",24.353,88,76.886
44.778,87.804,63.415,51.2,"U",34.111,79,41.384,"X","Class2",42.422,6,58.318
5.492,67.545,28.529,83.941,"J",4.719,22,66.367,"H","Class1",24.312,86,75.753
84.637,87.321,60.522,32.865,"E",45.682,75,45.84,"P","Class2",40.649,45,17.099
62.266,3.775,28.307,68.987,"Z",63.33,24,99.013,"L","Class3",25.734,83,67.952
18.468,61.836,12.568,43.667,"I",13.487,27,83.964,"H","Class1",28.841,88,71.909
65.982,34.117,21.777,81.368,"J",61.177,10,99.675,"C","Class3",23.946,74,16.136
26.614,87.579,62.33,74.772,"U",34.724,75,37.591,"Q","Class2",53.786,40,63.35
17.428,87.185,61.996,14.434,"U",35.701,81,41.527,"P","Class2",56.852,13,40.104
73.851,11.148,27.007,64.608,"J",73.577,10,97.175,"O","Class3",32.548,77,87.878
48.7,47.724,59.687,86.45,"K",7.897,24,89.433,"S","Class1",23.052,83,75.746
48.354,87.3,62.094,41.743,"X",63.702,83,42.88,"B","Class2",52.378,16,45.772
66.705,66.555,41.004,86.477,"E",73.28,54,53.501,"D","Class4",60.97,48,26.382
45.017,87.761,60.41,12.692,"X",65.527,87,38.977,"P","Class2",67.546,12,33.383
59.96,87.623,40.57,70.118,"O",65.607,85,59.316,"L","Class4",50.496,30,32.873
25.454,87.91,60.317,17.601,"X",41.851,77,37.185,"B","Class2",47.101,21,-1.266
68.026,97.459,42.29,77.114,"P",60.801,81,40.664,"H","Class4",51.247,75,22.904
66.972,22.49,15.987,69.243,"D",64.598,21,98.988,"L","Class3",33.903,56,64.599
60.128,8.182,23.259,56.987,"F",48.395,18,98.981,"C","Class3",20.181,61,20.591
55.539,87.902,60.74,49.088,"X",51.015,79,41.483,"X","Class2",61.658,30,25.434
78.249,91.606,38.17,83.779,"G",68.485,53,57.88,"D","Class4",62.612,55,45.108
74.948,14.344,23.396,47.165,"D",73.195,10,99.107,"O","Class3",20.621,57,41.955
56.365,25.608,41.798,60.044,"J",69.652,22,97.901,"T","Class3",34.363,88,9.012
24.818,53.903,25.555,82.717,"K",30.923,20,81.197,"G","Class1",25.273,74,70.964
42.083,58.939,54.725,41.229,"I",41.972,25,68.641,"H","Class1",30.083,84,76.532
82.603,68.065,42.666,86.83,"W",56.994,63,47.175,"H","Class4",47.094,57,18.112
71.583,87.323,60.72,39.575,"R",17.6,80,44.431,"X","Class2",51.145,18,11.465
26.571,NA,-1.797,60.192,"S",45.46,32,86.553,"E","Class1",31.01,85,72.394
61.8,4.339,20.226,70.041,"J",68.97,24,99.931,"C","Class3",49.478,86,58.175
34.68,55.336,62.676,63.865,"K",16.802,44,80.279,"S","Class1",26.963,92,73.904
36.731,55.212,54.198,47.885,"X",22.588,38,84.076,"O","Class1",23.62,69,74.485
48.69,64.393,84.919,32.991,NA,5.933,28,96.399,"G","Class1",24.46,82,73.504
76.88,76.916,41.153,83.485,"O",68.011,57,38.003,"H","Class4",48.52,75,14.546
73.049,75.8,40.786,77.836,"W",69.869,79,46.467,"G","Class4",45.003,92,44.436
42.717,87.684,61.737,77.562,"U",41.711,80,39.858,"Q","Class2",47.019,49,34.616
57.328,4.816,9.026,69.079,"D",73.901,25,99.068,"T","Class3",38.761,72,3.617
24.735,54.827,77.142,46.682,"J",23.112,39,94.848,"H","Class1",21.266,66,74.244
71.345,9.146,17.059,34.079,"F",72.486,8,97.927,"R","Class3",34.12,54,22.601
59.614,21.094,20.621,45.384,NA,69.07,11,99.392,"R","Class3",36.682,60,43.96
59.975,65.027,39.29,69.322,"O",68.641,53,48.308,"H","Class4",62.797,36,29.322
69.74,8.313,18.935,72.252,"Z",67.398,11,97.009,"C","Class3",15.248,66,22.56
57.025,NA,25.302,85.282,"J",69.783,21,98.07,"C","Class3",18.748,66,68.035
26.303,59.263,79.683,80.589,"I",38.922,28,68.104,"H","Class1",28.503,65,73.543
85.286,87.837,60.212,28.314,"T",37.738,86,36.472,"P","Class2",50.723,17,57.347
33.593,60.986,37.484,60.684,"S",33.94,41,96.631,"E","Class1",17.986,64,71.572
84.09,66.173,40.85,83.695,"P",63.049,84,59.924,"L","Class4",55.477,30,39.131
13.496,87.806,62.465,60.828,"T",46.071,82,36.56,"Q","Class2",54.176,22,45.486
46.944,74.467,40.414,83.752,"E",69.242,88,43.48,"L","Class4",65.662,62,38.587
16.882,87.341,61.266,65.727,"R",33.133,86,41.747,"B","Class2",57.628,46,23.099
12.255,52.618,77.404,38.37,"X",33.043,40,84.436,"G","Class1",27.719,79,76.43
52.662,57.791,30.929,53.822,"S",43.982,24,92.886,"H","Class1",20.459,73,77.138
28.947,63.008,51.898,41.692,"J",6.848,44,62.216,"E","Class1",33.259,69,68.869
65.037,28.238,31.812,36.334,"J",68.201,12,99.563,"R","Class3",9.655,62,37.504
50.802,41.448,40.334,70.926,"W",72.76,58,40.868,"H","Class4",52.626,61,2.507
73.913,16.989,31.813,37.9,"S",79.688,8,98.535,"R","Class3",27.932,61,37.069
61.723,94.601,40.774,72.014,"O",63.029,94,41.034,"J","Class4",64.759,51,23.032
88.658,87.122,60.592,48.555,NA,37.607,80,41.809,"B","Class2",43.601,54,31.728
72.749,33.565,15.899,51.656,NA,78.243,14,97.782,"L","Class3",11.048,68,20.175
9.989,63.782,64.66,43.332,"X",17.143,38,94.9,"O","Class1",23.087,69,73.175
72.797,42.41,40.79,84.328,"G",60.198,62,43.908,"H","Class4",75.719,77,23.485
72.653,91.798,40.502,73.368,"G",70.638,80,54.314,"H","Class4",50.624,26,39.8
50.846,72.827,39.586,77.293,"P",56.782,86,47.471,"J","Class4",56.449,38,29.774
76.285,87.501,61.285,68.115,"X",44.13,87,42.05,"M","Class2",47.638,18,56.462
66.149,15.368,24.547,72.137,NA,70.938,13,99.097,"R","Class3",23.727,62,61.637
78.938,65.365,41.069,77.895,"W",48.848,85,64.042,"G","Class4",50.455,72,17.492
71.647,21.522,14.569,59.806,"Z",73.786,25,97.998,"O","Class3",35.811,66,51.901
49.928,70.264,41.157,78.621,"G",60.614,74,59.485,"D","Class4",78.432,69,23.231
38.205,87.529,61.525,13.004,"U",33.265,84,44.662,"P","Class2",38.04,11,72.558
56.858,61.058,51.518,59.114,"J",44.991,34,66.24,"O","Class1",22.112,66,73.308
65.614,5.552,23.03,35.809,NA,66.259,21,99.266,"O","Class3",28.519,81,18.98
72.224,95.453,42.206,72.439,"O",68.446,53,59.803,"L","Class4",51.795,51,39.301
61.684,11.076,40.704,45.159,"S",56.286,15,98.759,"C","Class3",23.515,64,50.317
66.048,NA,38.655,73.6,"G",64.224,61,59.009,"H","Class4",52.52,46,30.363
63.448,24.983,24.864,85.747,"F",64.568,12,98.598,"T","Class3",29.312,68,65.191
74.102,53.988,39.274,84.922,"W",63.093,79,54.519,"H","Class4",54.932,72,23.235
64.532,87.762,62.665,33.245,"X",54.311,84,38.148,"B","Class2",56.654,50,44.695
58.132,65.365,39.602,73.023,"P",58.004,69,48.338,"L","Class4",57.594,87,27.454
79.272,87.467,60.45,60.112,"U",29.507,82,42.424,"B","Class2",50.168,13,23.489
79.84,87.926,60.66,73.29,"X",42.176,75,46.98,"P","Class2",43.131,10,28.871
38.788,47.778,61.125,68.392,"J",33.854,27,73.601,"E","Class1",32.354,78,75.595
60.911,33.847,30.741,39.173,"F",62.582,23,97.094,"C","Class3",34.484,65,56.671
19.802,55.054,34.716,50.303,"X",36.454,41,95.964,"G","Class1",23.343,76,76.63
15.932,49.595,16.167,51.773,"S",35.22,34,90.142,"H","Class1",18.962,66,66.812
73.906,90.151,41.404,78.121,"E",63.82,91,46.684,"J","Class4",49.42,58,24.502
8.548,55.417,56.269,70.791,"X",45.722,24,88.562,"G","Class1",24.42,93,71.195
70.615,3.374,24.989,47.876,"D",61.125,16,98.629,"L","Class3",40.899,58,37.814
39.19,47.348,55.203,82.836,"I",52.484,24,67.308,"H","Class1",18.1,78,73.975
42.684,87.157,61.731,19.846,"X",29.954,85,48.196,"M","Class2",52.151,11,-11
52.859,77.275,42.336,73.7,"P",62.016,56,43.328,"J","Class4",57.602,86,25.258
82.085,87.303,61.194,53.464,"E",40.937,83,38.035,"P","Class2",42.28,36,81.318
25.775,66.713,38.189,52.96,"K",32.14,40,75.467,"S","Class1",24.131,84,69.14
57.986,10.953,23.354,79.089,"J",71.592,25,99.064,"O","Class3",35.303,66,62.777
73.829,28.192,32.603,63.033,"D",65.24,17,98.144,"L","Class3",33.588,74,61.538
3.94,55.91,67.444,58.517,"K",46.528,35,71.169,"G","Class1",20.241,74,75.705
83.322,58.825,41.294,76.073,"O",58.631,92,49.491,"L","Class4",41.167,65,24.342
33.943,55.004,-1.849,40.149,"K",38.892,42,60.507,"S","Class1",30.212,63,74.57
67.671,5.652,9.352,49.423,"D",75.198,15,97.179,"C","Class3",41.957,65,15.937
6.771,87.401,59.524,78.186,"E",50.988,77,44.008,"M","Class2",63.523,35,34.805
38.518,54.013,78.708,86.797,NA,40.907,22,92.121,"G","Class1",28.719,79,73.237
59.008,61.456,60.38,84.469,"K",33.401,24,78.436,"O","Class1",15.983,86,74.852
65.358,11.505,20.638,55.477,"S",43.943,19,99.27,"C","Class3",24.204,78,58.896
60.385,37.734,24.398,81.128,"S",70.386,19,98.017,"L","Class3",31.083,81,39.927
18.106,52.499,64.282,48.023,"I",34.46,42,78.689,"O","Class1",30.147,93,76.438
59.5,17.2,18.039,81.7,"F",71.148,13,99.161,"T","Class3",6.909,76,28.327
74.312,87.389,60.693,80.528,"E",40.65,80,47.215,"B","Class2",61.734,55,66.169
78.099,85.979,40.616,78.828,"O",65.651,61,55.26,"D","Class4",80.378,66,21.408
84.216,49.477,41.475,70.397,"O",64.975,55,58.011,"D","Class4",68.849,57,37.288
62.848,19.146,25.286,38.608,"J",67.574,19,99.36,"L","Class3",27.102,70,51.787
40.579,66.966,103.978,39.124,"I",33.826,31,73.169,"G","Class1",19.294,79,81.328
80.85,64.61,41.52,84.921,"E",53.326,82,64.724,"J","Class4",64.905,62,20.773
43.381,47.854,92.741,67.683,NA,20.057,19,70.015,"S","Class1",13.512,72,79.523
38.717,58.352,67.824,39.081,"X",-3.878,20,72.206,"S","Class1",27.707,91,70.353
74.017,87.498,60.736,40.224,"E",39.376,81,39.956,"B","Class2",41.314,43,33.905
7.865,NA,54.072,71.722,"X",28.94,26,64.167,"E","Class1",27.856,81,70.496
57.753,52.103,26.146,79.996,NA,24.511,26,92.676,"E","Class1",21.107,65,78.164
11.745,64.126,61.268,71.37,"K",30.329,42,91.488,"S","Class1",29.341,69,70.535
44.923,51.391,46.509,71.299,"K",25.938,36,68.362,"H","Class1",14.888,71,77.536
66.034,87.834,59.194,41.889,"X",52.995,80,45.71,"Q","Class2",43.685,56,18.975
71.931,25.308,31.256,76.247,"F",66.613,19,97.35,"O","Class3",10.818,84,63.61
53.411,87.593,60.711,39.334,"U",30.929,83,47.559,"X","Class2",37.04,30,33.532
81.927,51.806,39.021,78.37,"G",58.927,67,51.691,"D","Class4",64.538,63,1.24
68.624,62.503,40.057,78.541,"P",53.111,57,49.639,"L","Class4",44.757,41,42.05
48.838,51.385,40.9,82.973,"G",58.393,64,49.352,"D","Class4",50.546,51,23.283
54.185,56.76,21.966,38.902,NA,26.126,32,77.328,"S","Class1",23.458,89,77.497
38.459,65.233,80.568,34.833,"S",18.311,21,77.287,"E","Class1",17.8,81,76.729
59.659,7.269,20.806,69.404,"F",82.551,13,97.053,"L","Class3",26.69,88,67.502
54.104,87.718,60.163,55.236,"X",30.32,80,41.39,"P","Class2",46.147,44,40.136
69.552,13.264,19.892,61.134,"J",56.863,19,98.73,"L","Class3",43.127,88,44.378
20.036,58.311,42.216,82.557,"K",29.994,25,83.482,"O","Class1",24.935,79,73.295
62.096,95.723,40.35,86.933,"G",51.949,66,37.128,"D","Class4",51.362,93,28.524
64.412,31.959,41.491,52.688,"S",52.338,11,99.217,"C","Class3",55.374,59,76.134
84.316,87.941,62.132,29.739,"T",53.545,82,47.621,"X","Class2",41.563,17,18.298
72.247,87.643,63.293,19.303,"T",48.888,79,42.212,"M","Class2",45.673,10,50.375
84.337,85.911,41.231,81.407,"W",70.061,81,38.256,"J","Class4",75.023,26,25.962
37.588,50.142,61.962,87.524,"S",17.708,29,57.311,"H","Class1",19.166,67,72.858
62.051,87.336,60.45,76.191,"R",45.268,79,47.17,"Q","Class2",49.708,22,49.439
41.625,64.752,-10.452,34.361,"J",6.712,44,95.714,"O","Class1",24.925,81,76.194
57.508,66.975,29.031,81.821,"S",15.781,43,95.54,"H","Class1",23.926,90,71.669
82.424,47.781,41.134,82.884,"P",57.625,64,59.729,"L","Class4",36.127,59,15.8
67.602,68.707,39.249,74.575,"E",62.123,93,41.996,"D","Class4",30.966,95,34.272
42.502,48.757,31.183,66.477,"K",14.499,26,85.257,"G","Class1",22.58,73,68.679
58.619,35.962,31.599,77.378,"F",62.738,10,97.443,"R","Class3",39.45,66,65.924
64.927,31.832,26.38,73.365,"J",58.917,18,97.786,"O","Class3",53.452,60,36.777
58.358,36.061,11.624,69.36,"S",76.809,22,97.639,"T","Class3",32.614,63,45.045
68.218,19.857,12.366,62.239,"D",71.073,24,99.316,"O","Class3",27.366,70,65.339
42.838,61.418,66.527,31.712,"K",32.008,37,64.009,"O","Class1",26.625,78,71.162
58.311,93.351,40.198,85.263,NA,55.921,63,51.608,"J","Class4",46.228,94,27.581
74.771,43.607,41.334,74.7,"W",57.926,94,44.316,"H","Class4",87.285,54,34.272
80.271,86.188,41.139,70.719,"W",59.813,88,38.605,"L","Class4",50.968,71,26.703
79.755,64.336,41.997,82.489,"W",58.571,59,56.093,"J","Class4",69.281,64,32.779
74.577,87.944,63.135,44.226,"X",30.894,82,38.268,"P","Class2",42.72,19,-7.565
56.311,69.053,39.451,73.577,"E",58.614,59,38.139,"H","Class4",63.349,85,4.742
50.278,87.709,62.112,22.815,"U",41.546,81,38.945,"Q","Class2",49.286,16,27.192
69.436,53.396,39.671,71.645,"W",69.316,83,58.814,"G","Class4",61.68,41,40.967
64.687,22.11,27.747,45.87,"J",63.544,27,98.984,"R","Class3",11.627,72,68.713
75.913,86.838,41.793,86.634,NA,59.921,72,53.349,"H","Class4",51.76,77,54.736
49.605,87.843,63.103,65.435,"X",30.408,85,38.248,"B","Class2",45.566,19,12.767
49,66.425,80.362,80.064,"J",27.834,30,67.101,"E","Class1",25.422,86,75.878
20.377,60.598,59.559,49.861,"K",16.896,19,78.252,"E","Class1",25.608,66,68.587
47.849,55.824,80.064,51.686,"K",24.71,33,69.284,"O","Class1",21.436,87,69.951
35.779,NA,55.572,42.314,"I",40.126,33,58.819,"G","Class1",23.634,87,70.437
48.107,49.095,39.538,86.038,NA,64.643,75,60.214,"J","Class4",77.372,94,31.81
65.234,13.066,31.149,56.454,"Z",74.74,18,98.265,"R","Class3",9.784,78,23.584
47.641,87.529,60.788,53.183,"T",52.704,83,42.142,"M","Class2",50.915,39,49.29
41.477,50.694,80.808,76.182,"J",17.727,35,60.88,"E","Class1",23.623,88,78.393
36.845,67.142,42.442,33.982,"X",43.56,22,90.295,"E","Class1",21.206,83,77.168
73.204,36.11,19.376,50.14,"Z",51.247,10,98.792,"T","Class3",0.923,84,40.111
56.211,34.543,29.638,59.429,"D",75.3,26,99.09,"T","Class3",29.988,78,56.73
14.671,54.521,62.476,57.661,"K",48.317,33,57.322,"H","Class1",21.944,65,67.753
73.56,47.222,39.52,84.309,"O",59.884,53,51.76,"J","Class4",64.568,92,10.789
18.799,67.288,48.615,72.074,"I",-6.706,40,96.221,"G","Class1",13.302,69,74.229
68.649,2.141,18.883,34.875,"Z",70.855,10,98.098,"C","Class3",27.878,70,48.213
46.457,44.13,40.645,81.541,"G",65.699,77,50.478,"D","Class4",84.958,53,26.662
55.971,87.756,61.147,65.618,"U",39.703,81,44.862,"X","Class2",44.969,34,56.059
82.11,46.494,41.722,73.957,"O",58.147,71,54.383,"D","Class4",61.098,76,23.079
57.151,96.898,40.479,74.516,"O",52.578,82,50.634,"G","Class4",55.13,30,37.146
4.009,58.879,12.437,70.832,"J",21.388,29,65.378,"G","Class1",34.11,72,76.394
45.175,87.372,62.189,25.409,"X",44.307,82,38.555,"X","Class2",54.612,10,47.722
72.842,67.854,40.124,72.041,"W",55.755,91,49.812,"G","Class4",61.955,57,8.853
53.057,60.785,57.733,52.114,"J",44.083,33,86.197,"G","Class1",26.025,81,75.796
10.895,87.493,61.327,31.742,"X",36.622,82,45.102,"X","Class2",53.48,50,57.321
82.315,41.648,41.318,70.547,"W",78.724,74,40.246,"H","Class4",43.703,73,39.928
16.54,67.255,41.363,42.376,"X",9.992,41,67.176,"H","Class1",18.218,89,74.296
64.257,34.398,10.801,56.158,"J",72.496,22,97.101,"T","Class3",16.986,64,16.077
70.14,53.439,40.327,81.289,"E",71.199,83,48.626,"G","Class4",57.272,90,40.118
70.214,18.008,31.262,62.204,"S",57.762,11,97.199,"C","Class3",29.136,73,61.031
65.853,36.787,20.724,54.11,"S",61.206,23,99.211,"C","Class3",32.569,63,42.53
5.361,87.326,60.598,70.371,"T",37.458,75,45.067,"Q","Class2",55.366,36,34.846
70.934,34.979,18.934,52.46,"D",71.034,18,97.83,"T","Class3",34.751,60,26.702
7.535,87.246,60.358,67.954,"X",31.797,81,47.797,"X","Class2",59.845,40,5.473
77.1,95.318,40.906,84.409,"P",66.349,89,43.902,"J","Class4",67.07,75,20.758
69.041,18.361,32.007,86.625,"F",70.071,16,97.679,"T","Class3",22.099,81,59.196
62.084,87.127,61.375,76.776,"U",45.989,76,38.63,"P","Class2",44.309,42,-7.141
83.563,75.762,38.891,83.679,"G",73.467,85,55.492,"J","Class4",54.132,31,21.11
69.076,23.107,16.266,51.219,"D",77.611,11,99.625,"O","Class3",31.347,84,63.995
70.684,92.852,40.639,79.185,"E",70.532,84,37.126,"G","Class4",46.2,47,52.345
8.016,87.329,62.093,57.565,"U",41.722,76,44.737,"X","Class2",46.222,36,54.125
77.61,46.794,39.207,78.823,"E",62.941,82,58.561,"D","Class4",41.716,45,17.402
38.479,58.077,34.849,38.746,"J",40.428,28,69.541,"S","Class1",24.259,75,82.136
49.488,87.307,62.175,43.155,"E",22.729,85,39.932,"Q","Class2",45.044,52,22.472
84.373,92.64,40.012,68.767,"E",65.23,54,63.298,"D","Class4",54.413,87,28.846
57.952,58.003,59.593,75.965,"S",26.539,39,89.786,"G","Class1",25.086,74,75.857
60.397,10.055,28.56,38.849,"F",73.029,27,97.598,"R","Class3",46.347,54,51.705
51.239,87.815,61.627,14.654,"E",47.046,77,40.723,"Q","Class2",48.375,13,42.611
38.227,51.005,25.366,36.42,"S",29.407,27,88.82,"O","Class1",26.915,75,68.332
78.088,48.557,41.441,67.247,NA,63.92,95,47.494,"G","Class4",67.126,95,17.418
65.28,16.663,21.12,50.75,"J",62.5,11,99.77,"T","Class3",11.772,69,64.617
25.086,NA,67.852,85.367,"K",51.919,42,62.701,"H","Class1",24.695,83,72.034
72.637,60.004,41.397,77.302,"O",71.639,77,47.584,"G","Class4",63.373,26,26.941
67.797,11.128,30.059,41.811,"F",72.894,20,97.159,"L","Class3",54.639,56,36.901
50.885,69.97,39.838,70.879,"G",54.072,91,44.756,"D","Class4",60.366,29,18.073
77.541,87.678,61.69,84.397,"R",45.606,83,44.692,"X","Class2",57.82,45,53.802
60.678,87.358,60.606,69.28,"R",56.251,81,39.253,"Q","Class2",53.029,20,53.646
54.23,55.422,41.198,85.418,"O",52.892,78,40.345,"L","Class4",67.207,34,42.533
4.675,87.684,62.51,42.84,"R",47.516,75,38.659,"P","Class2",40.856,18,19.406
9.935,67.639,73.663,79.873,"S",7.595,22,86.425,"G","Class1",19.387,81,77.799
72.718,4.944,15.23,58.621,"F",66.192,19,99.534,"T","Class3",24.199,82,61.291
72.754,42.43,40.863,71.108,"E",66.587,90,36.851,"H","Class4",71.084,26,14.816
24.527,48.523,73.985,51.625,"I",17.533,24,75.959,"S","Class1",26.41,84,71.533
67.741,89.975,40.893,69.661,"W",63.236,91,42.53,"D","Class4",54.134,65,30.638
59.535,34.131,39.597,60.775,"F",61.848,16,98.661,"L","Class3",13.173,56,55.733
59.823,31.931,25.813,67.551,"F",69.053,14,98.895,"C","Class3",28.273,68,25.753
57.094,14.571,31.843,76.1,"J",75.679,27,98.826,"R","Class3",13.174,89,64.927
41.927,47.816,85.878,49.64,"S",45.045,23,96.357,"G","Class1",28.452,75,75.423
69.585,23.286,9.191,32.294,NA,73.927,22,99.204,"T","Class3",-4.935,71,68.188
20.062,59.449,37.628,37.659,"S",31.547,36,80.15,"G","Class1",22.739,91,74.065
6.492,52.936,62.65,79.275,"S",24.402,22,82.52,"G","Class1",20.712,64,77.534
72.254,24.568,10.668,37.018,NA,60.611,26,99.555,"O","Class3",23.052,68,91.416
9.902,53.328,64.863,58.947,"K",30.133,19,96.27,"S","Class1",22.709,76,67.236
70.469,6.467,11.543,72.311,"S",70.842,8,98.628,"C","Class3",28.155,71,44.892
52.323,59.033,46.984,74.997,"K",23.429,31,62.567,"G","Class1",22.993,81,75.036
46.989,41.676,41.167,73.721,"E",55.831,56,55.948,"H","Class4",64.73,90,33.286
51.822,64.55,71.514,41.677,"I",36.666,35,77.027,"H","Class1",28.295,68,73.001
71.423,28.35,19.592,77.587,"D",63.453,23,98.475,"T","Class3",32.68,80,39.138
3.423,53.677,78.214,56.305,"K",24.072,22,72.441,"S","Class1",23.266,92,71.361
67.823,NA,61.554,78.998,"E",55.56,77,39.642,"X","Class2",40.147,29,30.699
58.849,60.495,5.728,78.996,"S",18.169,40,92.789,"E","Class1",9.912,70,73.754
