"IGZ1","YFS2","KQE3","FYH4","ZUQ5","WZC6","AQT7","YWK8","BWF9","Output9","UOC10"
83.637,30.712,53.934,60.622,40.78,66.216,10,70,"Z","Class1",71.089
92.112,29.017,42.821,41.525,96.891,41.047,34,45,"D","Class3",52.288
21.095,77.308,92.199,1.101,69.183,72.704,38,56,"V","Class2",50.116
86.473,27.301,59.687,64.526,41.016,83.57,11,55,"C","Class1",71.354
86.035,31.426,49.931,57.776,49.485,57.448,11,62,"K","Class1",70.42
28.324,80.736,77.781,0.756,73.708,78.123,68,62,"V","Class2",38.457
84.023,27.908,56.068,63.381,46.805,68.005,10,61,"C","Class1",70.845
89.005,-0.059,28.768,54.687,69.007,42.281,27,35,"C","Class3",52.59
36.424,80.86,61.879,-0.091,70.91,65.854,63,54,"W","Class2",47.102
85.065,27.423,43.86,57.492,34.239,69.871,11,46,"M","Class3",50.087
20.185,75.441,67.52,0.887,65.164,62.217,35,23,"D","Class2",49.27
85.799,10.257,36.942,47.876,86.951,77.993,3,37,"T","Class3",49.63
72.735,-9.206,26.818,55.17,71.315,45.767,11,36,"C","Class3",50.984
78.758,21.861,25.249,58.607,91.296,14.2,3,37,"D","Class3",52.813
82.204,27.49,48.097,61.22,NA,45.643,11,52,"A","Class1",71.632
79.013,73.176,77.725,0.378,73.997,88.737,35,39,"W","Class2",33.76
84.699,35.882,57.321,58.797,54.371,56.669,10,88,"C","Class1",70.794
74.035,19.253,17.937,39.273,88.601,32.67,17,37,"X","Class3",50.691
88.188,0.176,27.203,32.429,40.795,66.964,34,34,"D","Class3",50.1
19.106,76.367,51.6,0.602,65.646,76.849,59,49,"D","Class2",37.246
85.708,25.538,50.425,62.576,49.816,59.11,11,80,NA,"Class1",71.392
72.63,28.649,43.124,43.534,94.195,28.055,30,38,"C","Class3",49.818
89.908,19.848,31.723,54.749,34.308,70.673,23,36,"M","Class3",53.187
79.719,76.208,82.239,0.389,63.988,70.092,77,45,"F","Class2",6.963
89.226,20.253,24.9,56.582,75.18,37.649,30,39,"X","Class3",51.248
18.816,78.624,86.135,0.362,68.384,67.16,73,46,"F","Class2",34.691
73.595,23.03,27.502,56.603,86.979,20.913,25,47,NA,"Class3",52.24
77.537,-4.823,34.796,62.217,89.652,49.7,16,46,"M","Class3",51.747
32.841,78.807,61.11,0.768,69.02,64.192,34,35,"C","Class2",6.214
78.318,9.862,38.276,72.456,95.597,57.977,26,38,"T","Class3",52.947
13.857,82.079,66.154,0.253,68.019,72.921,25,42,"F","Class2",58.935
84.29,23.642,60.519,59.289,55.318,52.177,10,71,"Z","Class1",71.83
84.242,29.2,51.454,56.69,48.822,52.653,10,54,"O","Class1",69.932
82.616,34.434,46.379,62.343,51.234,64.332,10,81,"K","Class1",70.792
42.67,75.174,87.426,-0.013,70.321,72.428,40,63,"F","Class2",59.609
77.572,11.449,17.073,63.254,73.861,83.466,29,39,"D","Class3",52.587
18.376,83.655,87.821,0.547,69.407,66.331,66,48,"D","Class2",30.863
82.313,23.969,34.981,63.269,71.153,28.472,25,42,"T","Class3",54.558
81.125,12.105,17.809,21.19,66.463,59.699,30,43,"T","Class3",52.442
88.145,13.91,18.699,66.38,17.924,67.044,2,43,"X","Class3",50.258
76.075,2.249,19.036,51.645,61.46,62.081,15,41,"T","Class3",50.359
73.419,12.164,35.998,45.381,65.19,62.25,12,47,"D","Class3",51.065
63.136,79.35,65.591,0.457,68.464,57.065,38,63,NA,"Class2",25.074
85.353,32.381,50.993,59.25,43.297,61.217,11,60,"A","Class1",71.994
68.026,87.546,81.097,0.441,70.18,65.178,79,30,"C","Class2",88.749
47.025,78.161,92.12,0.342,63.657,62.263,54,21,"F","Class2",32.063
31.067,86.452,86.919,-0.058,61.207,76.167,47,44,"C","Class2",46.841
76.892,-3.062,35.938,74.842,38.538,47.765,18,34,"C","Class3",52.507
86.166,28.832,56.316,59.984,39.913,69.673,11,83,"O","Class1",70.082
16.75,81.917,54.095,0.645,72.725,74.245,70,50,"D","Class2",-13.657
18.291,78.778,67.795,0.598,66.892,68.187,53,55,"F","Class2",51.107
85.584,29.051,46.04,62.147,53.364,62.773,10,92,"O","Class1",71.444
68.873,71.781,79.314,0.163,NA,72.645,65,50,"D","Class2",82.168
85.463,32.912,57.661,56.915,62.323,61.734,10,71,"Z","Class1",71.842
82.72,27.904,59.423,56.873,45.72,71.474,11,61,"O","Class1",71.634
86.53,31.553,50.078,58.122,64.771,57.502,11,71,"A","Class1",70.478
30.144,92.341,85.054,0.831,68.05,71.309,19,41,"F","Class2",81.526
82.9,31.647,56.446,56.112,39.516,66.283,11,72,"O","Class1",70.907
17.98,78.184,62.861,0.75,65.681,65.827,51,35,"D","Class2",-1.788
85.942,29.655,57.344,55.994,47.035,48.48,11,58,"A","Class1",71.027
82.478,30.979,59.349,57.118,46.296,57.178,11,88,"C","Class1",70.969
86.915,30.16,48.857,58.171,49.109,63.938,11,70,"Z","Class1",72.095
83.076,25.537,58.167,66.27,56.018,87.378,10,85,"Z","Class1",70.873
85.166,27.717,57.572,55.227,62.499,78.692,10,84,"Z","Class1",71.386
85.25,32.422,59.945,58.331,44.41,69.504,10,72,"K","Class1",71.016
84.093,31.177,51.181,59.785,65.562,72.822,10,91,"Z","Class1",71.229
75.118,5.083,23.475,66.611,27.562,39.16,18,38,"D","Class3",52.809
26.009,80.675,87.372,0.503,73.245,62.775,60,58,"C","Class2",27.804
82.379,33.616,57.098,58.653,56.121,46.19,11,69,"K","Class1",70.707
82.021,9.006,23.579,53.707,78.376,43.192,32,40,"M","Class3",53.42
74.197,3.85,17.458,43.405,79.545,22.098,33,46,"D","Class3",53.338
91.023,29.514,42.888,38.545,NA,98.475,19,41,"X","Class3",50.994
76.418,21.069,38.552,69.829,17.798,-8.996,11,46,"M","Class3",50.673
87.495,13.216,24.572,54.679,52.263,48.057,10,40,"C","Class3",52.922
13.887,80.697,59.07,0.312,64.85,71.372,34,35,"C","Class2",38.66
50.513,82.362,60.918,0.9,60.799,74.689,50,45,"F","Class2",33.738
89.255,0.383,41.406,77.655,18.545,61.36,17,47,"T","Class3",51.997
84.214,26.289,60.793,60.896,48.62,66.553,10,71,NA,"Class1",71.243
89.475,14.403,28.822,66.642,37.513,56.877,29,35,"M","Class3",48.768
61.184,85.474,68.183,0.594,63.719,63.145,74,60,"V","Class2",19.763
85.249,31.124,51.723,59.992,64.746,68.577,11,87,"A","Class1",70.839
85.295,29.591,52.974,60.633,45.691,62.225,11,72,"Z","Class1",71.511
86.689,33.902,54.274,61.586,62.49,71.69,11,82,"C","Class1",70.817
71.599,92.357,79.343,0.462,NA,72.306,30,25,"V","Class2",52.199
74.154,22.302,22.447,36.977,64.844,33.587,9,42,"X","Class3",48.945
49.952,76.653,74.918,0.26,70.804,60.693,74,63,"C","Class2",82.398
57.698,83.263,90.693,0.872,61.037,74.081,58,48,"W","Class2",82.086
84.01,30.582,57.459,56.348,NA,54.39,11,54,"O","Class1",71.812
76.232,-0.238,38.156,58.036,64.969,40.134,21,39,"M","Class3",52.453
86.03,32.193,46.796,59.609,55.407,71.079,10,84,"O","Class1",71.445
83.477,20.49,25.276,46.497,17.612,62.099,19,42,"X","Class3",51.227
84.817,82.586,62.035,0.675,66.114,67.108,43,30,NA,"Class2",80.63
62.694,76.407,69.671,0.547,60.856,63.48,23,20,"V","Class2",40.886
80.005,27.491,30.806,51.406,55.421,-0.324,20,46,"T","Class3",54.464
24.158,83.096,80.651,0.862,61.207,66.999,72,22,"D","Class2",43.176
38.071,74.333,54.78,0.133,62.881,60.768,41,43,"C","Class2",103.604
74.757,16.151,42.178,49.69,37.223,49.758,30,36,"C","Class3",52.981
75.104,23.907,32.388,48.213,81.941,96.055,34,47,"D","Class3",50.367
84.234,34.308,49.465,61.096,62.932,62.482,11,67,"K","Class1",70.021
47.209,78.536,64.66,0.022,62.414,71.062,66,61,"C","Class2",40.582
77.989,15.393,20.771,44.86,40.054,62.185,1,45,"D","Class3",51.479
38.717,74.202,86.296,0.523,60.631,68.382,41,28,"C","Class2",27.329
86.058,30.663,46.13,58.225,47.439,68.162,11,86,"O","Class1",72.393
79.343,74.145,57.914,0.551,67.417,67.488,45,24,"D","Class2",58.61
67.371,78.776,81.889,1.037,67.331,72.979,19,43,"F","Class2",81.599
74.033,18.493,40.333,61.405,25.003,69.774,3,42,"X","Class3",49.55
72.411,-4.603,19.648,45.004,NA,85.237,34,46,"X","Class3",50.065
80.587,72.789,89.917,0.372,71.896,65.301,19,49,"W","Class2",7.887
82.244,9.223,30.852,40.126,40.7,52.699,15,34,"T","Class3",53.256
84.911,27.717,51.908,59.865,65.867,57.792,11,74,"Z","Class1",70.964
85.643,29.461,55.98,57.683,39.844,43.481,10,86,"C","Class1",71.592
28.382,75.311,69.874,0.359,67.221,71.885,29,45,"C","Class2",13.097
12.859,66.926,91.998,0.917,63.888,67.792,58,47,"W","Class2",26.309
16.786,77.587,52.328,0.623,71.547,72.556,68,23,"D","Class2",58.088
74.771,8.037,40.384,25.069,26.024,25.881,14,39,"D","Class3",53.193
84.016,33.066,51.911,57.276,47.671,97.233,10,84,"Z","Class1",71.265
85.835,29.527,48.055,59.971,51.924,78.95,11,73,"K","Class1",70.881
74.199,18,36.951,33.493,18.741,76.357,10,44,"T","Class3",51.601
69.992,78.372,57.452,0.621,69.832,58.101,66,33,"V","Class2",64.718
82.54,4.502,28.759,67.12,14.272,38.53,6,37,"T","Class3",51.941
75.378,29.219,35.251,68.99,48.994,28.652,32,45,"M","Class3",53.627
84.238,14.509,27.65,48.334,29.835,75.992,20,44,"D","Class3",52.264
30.209,81.354,67.231,-0.237,68.267,64.616,61,22,"F","Class2",23.478
83.576,33.067,55.148,64.575,61.832,76.34,10,88,"A","Class1",70.331
79.548,-0.39,35.817,52.884,67.467,87.786,14,46,"T","Class3",51.363
82.174,30.519,57.798,54.413,53.859,95.011,10,56,"K","Class1",70.918
87.632,20.476,36.367,43.841,94.272,68.239,16,47,"X","Class3",52.813
74.865,16.259,38.447,64.346,45.774,72.021,9,46,"C","Class3",52.894
76.642,-0.464,23.267,46.489,33.829,53.461,28,42,"D","Class3",50.859
82.153,29.094,54.896,61.227,60.688,71.723,10,86,NA,"Class1",70.683
85.167,31.826,53.602,57.571,46.591,64.914,10,61,"A","Class1",70.663
79.985,13.016,34.842,65.912,70.793,63.283,21,42,"X","Class3",51.84
85.764,33.36,51.699,64.987,47.678,70.138,10,74,"K","Class1",72.398
17.567,81.516,83.871,0.271,63.645,66.258,18,62,"V","Class2",59.746
77.153,74.2,92.706,0.925,61.994,66.662,37,55,"V","Class2",26.967
70.367,85.93,76.492,0.463,73.15,73.945,78,43,"C","Class2",59.581
32.372,74.101,90.861,0.206,74.339,71.915,24,29,"F","Class2",38.224
80.349,7.814,38.659,47.919,71.894,52.307,29,39,"C","Class3",52.342
49.176,73.958,81.402,1.053,66.829,75.998,64,47,"D","Class2",15.654
86.087,11.834,40.325,58.062,26.36,61.113,12,47,"X","Class3",52.684
91.255,28.725,20.589,47.484,NA,44.352,26,34,"X","Class3",51.92
84.761,30.037,60.659,59.724,53.326,63.676,10,82,"Z","Class1",70.973
45.947,80.448,89.231,0.119,74.085,70.19,55,21,"W","Class2",50.569
90.737,13.567,24.775,58.513,61.831,48.275,2,46,"X","Class3",49.927
84.057,32.029,55.886,54.576,45.904,48.978,11,86,"Z","Class1",70.15
84.245,29.986,58.782,65.847,65.482,82.854,10,53,"O","Class1",70.136
85.348,27.812,55.554,65.376,60.935,76.55,10,79,"Z","Class1",70.001
72.163,15.357,31.705,49.77,54.12,31.148,18,41,"C","Class3",53.102
86.892,27.741,51.915,57.762,51.726,60.586,11,66,"C","Class1",71.355
82.036,29.794,49.887,61.052,48.11,47.75,11,64,"C","Class1",71.025
79.62,19.886,42.308,76.362,51.109,36.692,17,43,"X","Class3",51.449
25.39,88.665,81.792,0.478,67.616,78.573,74,46,"W","Class2",74.24
76.129,-7.072,44.568,36.912,23.35,46.675,31,39,"X","Class3",49.023
83.135,23.928,51.237,60.781,47.865,71.251,11,78,"K","Class1",70.53
79.926,10.156,32.044,52.477,92.205,86.882,29,39,"X","Class3",52.267
82.428,25.991,55.081,56.278,66.326,91.21,11,51,"C","Class1",71.4
93.616,13.157,33.082,38.064,88.759,54.118,25,45,"C","Class3",52.349
76.965,8.213,18.102,69.206,41.612,11.756,27,46,"M","Class3",52.36
70.646,69.385,60.526,0.332,61.042,72.293,47,43,NA,"Class2",47.376
85.191,32.423,47.445,61.982,64.993,59.962,11,64,"O","Class1",71.068
76.9,-1.543,32.992,39.523,36.699,27.278,18,46,"M","Class3",49.687
92.375,15.268,25.937,38.069,40.625,63.59,18,40,"M","Class3",51.195
74.524,90.989,62.692,-0.029,64.194,50.579,16,59,"C","Class2",24.189
72.005,87.454,68.947,-0.077,74.511,59.2,79,57,NA,"Class2",51.417
54.291,77.392,55.372,0.507,NA,65.473,41,44,"C","Class2",33.601
53.45,85.158,87.959,0.508,NA,67.984,54,43,"W","Class2",66.889
22.273,72.782,52.28,0.124,72.239,69.67,48,45,"W","Class2",8.803
51.973,80.783,59.501,0.484,72.556,85.563,73,33,"F","Class2",50.64
72.739,21.586,30.84,46.447,23.383,81.009,15,44,"M","Class3",52.793
74.336,6.687,39.053,59.281,36.086,64.205,33,46,"M","Class3",51.672
83.969,30.358,47.783,61.57,63.27,63.954,11,77,"K","Class1",70.051
45.501,76.787,78.934,0.732,62.771,73.517,41,59,"W","Class2",23.884
9.358,79.723,75.523,-0.102,74.619,63.536,51,47,"F","Class2",67.623
84.701,31.761,48.761,52.398,50.025,58.848,11,71,"A","Class1",70.09
42.372,79.163,60.36,0.69,NA,74.642,33,43,"D","Class2",7.914
76.955,16.247,37.328,58.801,45.368,92.015,6,41,"D","Class3",51.857
76.242,23.602,30.26,42.629,89.089,20.855,21,37,"C","Class3",50.315
8.001,65.861,60.962,0.525,71.771,68.373,53,62,"W","Class2",125.441
86.859,28.524,53.48,57.952,43.699,73.676,11,57,"A","Class1",71.166
51.816,77.911,83.276,0.359,63.951,65.365,25,58,"D","Class2",-17.389
25.873,76.759,66.18,0.241,64.654,66.993,27,61,"W","Class2",18.069
83.235,30.181,55.58,58.813,38.822,60.845,10,80,"K","Class1",69.773
84.687,27.224,46.188,60.397,60.612,68.044,11,76,"A","Class1",70.299
83.533,30.8,51.581,59.891,51.988,52.592,11,77,"C","Class1",70.904
83.658,29.926,52.041,59.995,41.023,73.049,10,88,"A","Class1",71.401
84.6,27.712,52.515,60.218,64.53,70.095,11,63,"Z","Class1",71.123
82.524,26.633,46.122,59.758,64.443,62.811,10,80,"C","Class1",71.496
60.61,74.457,86.107,0.559,70.19,80.847,76,25,"V","Class2",47.535
84.484,25.059,58.707,61.03,56.221,50.426,11,66,"C","Class1",69.923
71.426,72.781,68.192,0.797,73.459,73.781,37,47,"D","Class2",43.251
86.114,25.897,55.206,59.231,66.067,59.31,11,55,"C","Class1",70.06
29.402,84.295,75.391,0.484,65.447,78.708,53,28,"D","Class2",53.656
84.907,35.338,47.214,63.051,66.091,59.492,10,77,"C","Class1",70.515
90.527,12.726,35.528,42.028,22.306,20.664,4,43,"M","Class3",50.6
91.758,22.708,33.799,62.659,62.328,42.116,28,43,"T","Class3",52.282
74.967,80.754,59.643,0.397,70.193,74.417,39,57,"C","Class2",-1.713
91.538,12.945,21.606,62.569,72.643,45.248,14,44,"M","Class3",49.331
51.046,87.114,71.124,1.104,60.698,73.859,40,61,"D","Class2",26.259
64.145,81.875,89.661,0.844,74.959,65.869,67,44,"D","Class2",16.944
89.736,18.1,42.523,65.313,81.445,88.408,24,45,"C","Class3",50.16
44.494,79.133,89.204,0.544,65.463,67.989,25,54,"W","Class2",43.819
84.203,26.953,47.817,64.561,NA,78.956,11,92,"Z","Class1",70.489
14.306,81.791,66.768,0.233,69.365,68.247,76,58,"W","Class2",78.633
85.966,26.373,55.552,62.085,52.312,58.656,10,64,"Z","Class1",70.802
72.658,10.954,40.132,51.35,28.591,71.209,2,42,"C","Class3",53.149
83.758,22.815,55.281,60.545,45.171,77.622,11,62,"A","Class1",71.408
67.885,72.999,91.779,0.333,61.118,86.602,18,27,NA,"Class2",71.358
37.413,68.094,54.139,0.67,63.227,73.069,57,31,"F","Class2",77.105
79.334,9.907,18.497,62.578,42.522,47.753,21,38,"T","Class3",50.438
82.363,29.28,50.832,60.117,60.213,60.758,10,59,"C","Class1",70.696
84.437,29.253,52.141,55.91,38.484,72.564,11,54,"Z","Class1",71.48
86.068,8.484,42.328,49.242,95.514,50.043,16,46,"D","Class3",53.893
83.342,33.52,49.773,58.772,42.408,70.601,11,78,"C","Class1",70.488
24.685,78.193,57.38,0.147,74.808,68.873,61,37,"V","Class2",-21.717
83.666,26.772,46.378,59.472,57.474,67.403,10,64,"A","Class1",70.32
51.543,68.893,64.46,0.794,64.337,53.404,34,60,"W","Class2",46.513
78.929,70.64,79.052,0.452,69.191,71.145,28,45,"D","Class2",61.967
78.827,14.814,38.729,31.395,47.347,68.007,6,42,"X","Class3",53.677
84.301,23.52,50.024,59.149,64.645,67.648,11,80,"Z","Class1",70.284
6.796,82.373,82.791,1.359,71.449,64.36,24,30,"F","Class2",25.354
41.625,73.586,54.173,0.648,69.356,78.86,38,47,"D","Class2",38.187
79.621,22.353,25.408,53.485,72.605,16.113,31,45,"C","Class3",51.823
80.501,10.761,17.343,29.217,39.107,38.171,8,38,"T","Class3",51.342
93.99,13.29,43.218,47.472,45.608,43.304,25,37,"D","Class3",51.168
93.63,14.778,32.591,68.649,63.973,71.074,27,35,NA,"Class3",54.224
85.778,13.179,22.13,61.387,92.602,1.72,28,37,"X","Class3",52.317
82.008,33.055,53.301,59.85,54.159,52.423,11,85,"C","Class1",71.176
86.293,18.82,50.344,62.6,53.983,68.369,11,87,"O","Class1",70.654
86.159,31.226,51.562,61.463,55.649,48.438,10,92,"O","Class1",70.304
84.546,31.22,51.887,57.615,42.056,77.602,10,79,"A","Class1",70.922
84.342,31.475,49.237,67.163,62.639,56.546,10,80,"O","Class1",70.61
72.886,18.843,16.283,69.716,48.671,81.693,8,36,"M","Class3",52.296
83.063,29.489,52.039,66.158,52.559,55.562,11,63,"O","Class1",69.607
85.635,33.526,56.956,61.651,53.043,68.818,11,70,"K","Class1",71.444
13.503,84.45,76.995,0.435,63.049,59.342,64,53,"C","Class2",-7.72
84.09,26.302,60.386,59.578,45.12,69.678,10,67,"K","Class1",70.593
86.435,32.652,57.409,62.005,51.973,84.335,10,57,"K","Class1",70.983
83.456,29.274,59.904,59.135,50.118,67.34,10,72,"C","Class1",70.798
45.316,73.317,63.962,0.482,73.001,77.041,45,35,NA,"Class2",-20.994
85.766,36.233,60.302,60.381,44.561,60.121,11,60,"Z","Class1",71.204
86.448,22.359,59.417,62.304,40.416,62.719,10,69,"A","Class1",70.718
29.162,88.429,51.802,0.339,NA,77.201,28,34,"F","Class2",65.038
79.446,13.905,21.758,63.16,NA,41.137,34,38,"C","Class3",51.67
67.191,81.289,73.835,0.958,64.016,71.966,24,23,"W","Class2",14.013
85.152,22.422,28.453,29.465,30.457,102.273,26,36,"X","Class3",51.876
77.429,-3.526,29.917,48.651,31.489,88.626,24,34,"C","Class3",50.549
93.539,14.74,28.008,56.622,22.89,43.292,8,41,"X","Class3",49.101
77.74,20.761,25.633,48.775,21.737,45.415,9,44,"D","Class3",54.413
81.138,81.717,87.135,0.049,66.65,87.716,55,46,"D","Class2",37.2
83.447,32.322,57.383,60.596,NA,60.075,10,68,"O","Class1",70.163
85.419,28.205,54.882,59.219,53.417,78.42,10,74,"Z","Class1",71.275
85.556,35.657,50.572,63.209,47.999,55.33,11,84,"C","Class1",72.041
82.071,36.014,55.305,59.607,65.011,61.563,11,92,"O","Class1",70.135
80.126,14.277,38.078,54.012,73.859,29.447,5,36,"D","Class3",49.442
84.365,26.281,59.906,60.785,45.487,74.988,10,64,NA,"Class1",71.293
83.417,31.509,49.102,57.683,48.385,61.765,10,54,"C","Class1",71.768
87.996,26.398,18.62,54.462,66.026,68.779,26,45,"X","Class3",52.4
9.915,92.042,53.929,0.371,62.294,69.022,61,31,"W","Class2",-69.325
84.363,25.059,55.863,56.655,43.627,66.304,11,69,"K","Class1",71.01
75.004,86.395,72.872,0.624,61.999,58.42,32,30,"V","Class2",37.558
85.351,-0.236,34.288,33.231,73.917,57.784,20,46,"T","Class3",50.957
82.303,28.207,53.252,59.921,41.554,49.805,10,54,"A","Class1",71.147
8.512,75.733,73.831,0.666,73.468,69.748,22,33,"F","Class2",46.221
84.199,15.252,21.706,34.157,16.803,69.558,26,37,"C","Class3",50.769
84.415,75.329,89.367,0.42,70.61,64.131,18,55,"F","Class2",65.089
86.133,31.027,55.057,59.174,42.429,62.094,11,60,"C","Class1",71.983
86.906,28.435,47.559,59.963,64.793,59.261,10,53,"A","Class1",70.453
35.118,77.23,88.295,-0.002,69.83,72.462,28,25,"D","Class2",72.997
39.236,89.679,84.886,0.352,63.431,72.761,41,49,"C","Class2",32.106
92.134,11.758,41.706,70.792,92.141,66.628,20,47,"T","Class3",53.876
30.431,78.263,53.02,1.196,72.246,71.037,63,58,"W","Class2",36.937
83.565,5.92,20.986,56.55,18.09,83.908,31,35,NA,"Class3",51.885
13.726,81.157,81.59,0.526,61.357,71.035,48,32,"C","Class2",18.323
86.207,29.884,52.373,61.775,39.788,55.678,10,81,"C","Class1",69.861
83.402,31.536,53.298,62.338,53.861,57.344,10,86,NA,"Class1",71.693
29.36,86.269,68.602,0.794,64.768,63.253,61,60,"F","Class2",35.631
88.64,10.813,38.481,76.71,52.919,51.629,8,40,"M","Class3",51.746
86.739,30.68,55.648,59.81,43.245,71.218,11,67,"C","Class1",71.285
29.187,68.557,67.031,0.583,70.374,74.924,68,37,"V","Class2",61.905
78.134,17.583,41.856,19.89,74.611,22.605,4,45,"T","Class3",53.659
31.408,85.842,70.083,0.498,66.079,81.637,52,43,"C","Class2",30.246
92.945,17.159,36.973,66.016,17.043,72.275,26,45,"D","Class3",52.981
52.47,81.078,90.949,0.358,62.605,67.478,64,43,"W","Class2",60.108
77.782,12.19,31.212,63.098,38.009,74.721,34,36,"C","Class3",51.519
28.442,76.468,69.616,0.837,69.867,74.033,64,59,"D","Class2",24.105
36.889,79.873,92.086,0.948,67.946,68.102,66,44,"F","Class2",45.38
83.259,25.09,58.107,59.056,NA,53.362,10,83,"K","Class1",70.533
86.907,27.33,46.307,60.246,53.112,50.142,11,59,"O","Class1",70.768
83.063,29.33,52.133,62.436,39.32,68.815,10,77,"O","Class1",71.985
21.848,75.016,89.01,0.372,61.088,64.746,20,45,"V","Class2",48.934
87.53,3.647,16.206,58.568,88.491,15.156,3,40,NA,"Class3",53.527
86.989,23.827,57.821,57.935,53.8,69.787,10,62,"Z","Class1",70.75
85.283,31.989,47.147,60.178,NA,80.052,10,78,"O","Class1",70.87
16.35,81.724,56.863,0.925,65.89,77.465,61,41,"V","Class2",114.043
23.584,76.012,54.147,0.622,65.328,61.113,48,40,"C","Class2",64.13
82.997,19.84,29.784,55.307,53.053,78.411,8,44,"M","Class3",54.646
83.104,28.064,56.334,59.644,50.443,74.488,10,61,"O","Class1",71.136
86.604,11.724,28.913,29.11,96.407,30.923,29,41,"M","Class3",50.664
86.498,26.603,50.958,58.69,60.024,47.265,10,55,"O","Class1",71.205
86.958,32.304,53.32,59.781,NA,69.698,10,78,"O","Class1",70.605
84.507,25.895,56.666,63.26,39.793,73.22,10,78,"Z","Class1",71.387
62.549,76.974,60.138,0.531,70.391,48.589,72,58,"F","Class2",81.71
28.004,73.093,91.156,0.292,67.798,67.451,47,27,"D","Class2",54.519
79.44,4.085,25.024,59.043,94.083,37.633,14,40,"X","Class3",52.272
77.247,23.389,23.245,37.866,24.18,36.728,18,44,"X","Class3",50.826
86.72,29.81,58.19,53.739,40.046,65.714,10,85,"Z","Class1",71.677
85.367,19.933,43.044,55.669,60.892,21.906,18,38,"M","Class3",50.115
82.841,30.731,59.39,58.623,39.901,58.78,11,74,"K","Class1",71.141
41.341,89.458,86.829,0.047,70.625,59.547,66,46,"W","Class2",41.824
83.779,37.853,50.634,64.13,46.612,43.562,11,69,"Z","Class1",70.665
85.393,15.524,42.931,46.919,65.327,51.382,9,41,"X","Class3",51.814
92.268,10.166,29.729,43.482,96.911,69.157,21,37,"C","Class3",51.155
86.832,28.276,49.578,60.42,43.39,46.39,10,52,"K","Class1",70.505
91.236,3.915,24.733,46.012,40.866,31.398,21,34,"D","Class3",51.538
82.241,14.429,22.372,56.729,67.36,57.605,23,41,"C","Class3",50.006
85.033,7.664,34.748,43.577,36.992,69.113,14,40,"T","Class3",51.33
87.518,28.8,26.845,37.119,70.679,113.534,17,42,"X","Class3",51.804
75.343,16.792,36.851,69.55,47.221,65.998,26,42,"D","Class3",53.952
85.641,38.58,48.433,61.816,60.285,70.638,11,72,"A","Class1",70.705
86.997,32.021,50.507,63.413,51.521,64.42,11,71,"C","Class1",70.128
78.255,22.866,42.398,57.117,34.283,54.994,10,46,"X","Class3",51.99
86.328,33.328,53.416,56.908,42.972,62.039,11,86,"Z","Class1",71.186
21.328,84.639,89.98,-0.124,61.082,72.191,70,23,"C","Class2",-14.142
81.808,12.661,42.953,73.509,33.652,22.835,33,39,NA,"Class3",53.273
83.295,26.715,46.023,57.777,61.035,68.679,10,56,"C","Class1",71.623
71.78,70.074,51.704,0.826,68.723,73.948,70,20,"D","Class2",82.548
75.46,-5.928,39.752,62.896,52.359,46.075,26,39,"M","Class3",52.877
83.702,24.514,54.276,62.399,63.759,59.135,10,62,"Z","Class1",72.016
55.915,82.097,66.717,0.338,72.805,57.039,65,50,"D","Class2",56.699
7.074,77.758,84.796,0.798,63.491,75.227,34,57,"V","Class2",36.583
37.839,67.337,59.923,0.341,67.788,83.887,59,23,"D","Class2",26.626
75.126,11.895,44.843,56.693,44.786,38.399,2,34,"C","Class3",52.002
86.087,28.837,50.339,61.01,44.882,75.613,11,67,"Z","Class1",71.534
63.397,83.39,52.219,1.364,64.178,64.065,47,60,"D","Class2",62.488
80.504,78.067,91.985,0.872,70.241,64.322,60,22,"W","Class2",59.323
83.457,-6.392,22.258,62.328,37.93,61.631,32,44,"T","Class3",52.93
51.002,80.78,52.833,0.63,67.229,63.906,63,24,"V","Class2",7.734
61.289,87.356,68.325,0.899,61.616,85.964,57,56,"F","Class2",36.381
85.335,29.642,55.278,59.994,53.046,76.308,11,71,"Z","Class1",70.6
77.225,4.727,41.885,59.988,29.946,39.121,7,45,"X","Class3",52.434
83.581,16.941,40.678,38.31,90.528,50.444,17,35,"T","Class3",51.068
83.511,23.457,54.052,59.039,40.949,84.963,11,57,"Z","Class1",71.347
84.707,23.016,24.722,48.446,69.605,26.859,20,40,"T","Class3",51.093
86.426,28.006,47.295,63.861,49.039,82.07,10,61,"O","Class1",71.385
82.961,10.888,44.695,47.013,18.974,50.676,17,47,"M","Class3",51.775
85.322,30.61,59.375,59.908,61.05,71.459,10,78,"O","Class1",70.665
92.659,10.919,30.02,49.796,70.906,110.492,17,42,"M","Class3",51.891
77.652,15.168,41.88,46.162,53.942,55.506,28,37,"C","Class3",51.11
85.151,4.552,44.145,27.447,68.614,68.12,32,38,"X","Class3",53.648
83.329,28.56,47.425,55.36,57.997,62.811,10,52,"Z","Class1",70.658
48.47,78.667,91.71,0.223,65.48,76.6,74,24,"C","Class2",28.284
18.791,78.886,81.601,0.548,73.034,57.595,61,25,"V","Class2",33.125
83.818,28.739,50.096,61.393,41.81,69.128,11,86,"O","Class1",69.916
8.883,82.631,64.901,0.284,72.653,56.241,55,32,"V","Class2",37.546
82.429,27.872,49.277,62.105,46.988,54.461,11,55,"O","Class1",71.432
