"XTR1","VCD2","EUD3","Output22","NTM4","LKT5","UOF6","RGX7","VHR8","SQO9","JXU10","EVP11"
8.752,44.156,46,"Class2","G",76.885,83.364,"J",72.358,38.923,58.128,20.426
9.998,48.125,46,"Class2","V",84.615,81.512,"J",72.105,59.733,-11.784,6.417
39.017,77.826,35,"Class1","V",24.327,68.932,"Z",91.629,98.178,NA,16.345
7.978,48.996,45,"Class2","V",79.668,77.737,"V",72.76,67.505,52.847,36.432
43.737,77.73,29,"Class1","U",18.623,65.902,"U",96.959,95.352,94,19.386
7.826,52.106,46,"Class2","G",79.09,82.264,"V",65.629,31.526,34.718,37.127
7.758,52.275,46,"Class2","J",83.306,82.7,"T",64.648,20.451,NA,11.35
9.112,53.67,46,"Class2","J",80.924,81.269,"J",69.166,44.22,58.635,9.153
19.874,74.254,36,"Class1","V",35.562,72.3,"V",89.257,96.355,83.425,15.299
7.833,43.485,46,"Class2","H",80.084,79.971,"J",71.853,44.034,29.94,6.028
9.007,49.297,46,"Class2","H",84.296,84.161,"T",72.017,50.403,63.342,NA
42.857,85.827,51,"Class1","U",18.57,70.987,"U",89.502,99.385,86.831,16.715
7.255,46.994,45,"Class2","X",82.024,82.224,"V",68.771,47.74,21.012,36.35
19.675,72.64,50,"Class1","J",21.425,67.689,"P",97.295,94.995,91.482,15.688
23.231,83.339,47,"Class1","W",7.882,66.465,"K",94.679,94.68,80.13,NA
7.38,43.413,45,"Class2","J",86.075,83.018,"E",70.475,17.08,76.436,4.91
42.962,79.926,37,"Class1","V",27.752,67.642,"P",89.919,96.351,82.973,23.578
8.026,40.397,46,"Class2","V",78.862,78.235,"A",74.606,66.196,NA,17.619
27.748,70.702,44,"Class1","V",30.367,71.112,"V",97.197,94.641,64.076,NA
42.479,74.6,38,"Class1","J",8.455,67.034,"K",93.338,95.263,86.064,21.279
19.543,72.798,33,"Class1","U",25.005,71.398,"K",90.518,91.084,83.896,24.326
19.185,84.1,53,"Class1","O",23.298,74.235,"V",90.607,90.858,66.794,11.229
7.861,44.922,46,"Class2","G",78.162,82.794,"E",68.498,58.474,38.043,18.345
8.444,44.025,46,"Class2","V",85.367,79.418,"T",66.763,28.676,62.959,26.419
9.4,50.07,45,"Class2","H",81.311,86.141,"J",69.836,35.444,60.216,13.231
8.597,47.973,45,"Class2","X",82.576,80.67,"V",68.562,54.169,19.964,19.313
9.902,49.526,46,"Class2","H",80.123,82.291,"A",70.97,38.498,46.113,45.263
7.904,45.935,45,"Class2","X",78.38,83.802,"E",73.502,53.878,38.339,31.574
9.08,46.556,46,"Class2","J",86.785,83.928,"T",68.682,34.532,29.771,15.412
9.339,50.995,45,"Class2","H",80.631,77.682,"T",65.452,59.252,52.285,11.106
22.903,81.376,41,"Class1","V",21.5,67.516,"Z",97.077,91.517,81.545,9.271
7.746,49.408,46,"Class2","G",82.869,77.696,"T",70.138,41.304,34.687,21.812
26.502,73.989,36,"Class1","J",34.317,67.131,"U",94.045,96.335,75.585,24.731
23.132,76.653,40,"Class1","W",32.536,70.849,"P",93.351,97.937,89.078,19.001
28.02,75.42,51,"Class1","J",24.201,68.866,"U",93.698,95.661,79.593,18.215
9.547,47.207,45,"Class2","J",79.458,81.688,"V",67.226,59.493,72.05,21.089
22.272,73.503,50,"Class1","U",14.318,68.126,"Z",96.617,96.642,90.414,13.461
40.321,71.119,39,"Class1","W",25.769,71.917,"U",94.535,94.36,97.511,11.163
17.817,85.877,35,"Class1","J",21.719,68.066,"Z",90.347,93.648,80.948,17.665
7.019,50.759,46,"Class2","V",81.826,88.241,"E",69.872,57.094,45.57,7.974
8.328,51.56,45,"Class2","X",80.935,80.927,"A",70.249,20.798,56.97,34.505
26.441,79.749,47,"Class1","W",26.473,60.975,"U",91.971,93.35,81.756,12.117
38.283,77.798,39,"Class1","J",30.081,68.183,"U",94.629,90.094,79.979,13.239
29.487,80.739,33,"Class1","V",18.748,68.587,"V",97.508,91.624,76.478,23.886
19.663,70.798,34,"Class1","O",29.957,69.2,"V",91.296,96.106,59.163,22.771
36.029,79.651,37,"Class1","U",28.736,68.901,"U",91.22,94.6,74.482,23.264
8.263,52.324,46,"Class2","H",82.434,84.195,"E",71.978,67.257,46.738,32.742
37.26,71.716,51,"Class1","O",24.421,68.433,"Z",97.139,97.221,70.075,15.434
8.261,44.873,46,"Class2","V",82.759,87.488,"V",73.751,28.582,39.399,41.88
9.088,50.834,46,"Class2","J",80.796,84.173,"T",66.267,62.064,40.964,42.532
32.577,80.109,35,"Class1","V",23.403,65.998,"U",96.136,93.855,74.28,25.614
21.152,69.009,33,"Class1","U",26.127,69.424,"U",88.817,92.131,80.437,16.238
7.56,48.588,46,"Class2","X",84.182,81.312,"A",70.405,25.197,61.569,20.69
8.114,44.868,45,"Class2","J",81.403,77.001,"E",69.792,57.97,51.272,31.064
7.905,42.075,45,"Class2","X",80.632,79.955,"V",66.645,68.558,66.75,20.42
26.969,78.124,38,"Class1","V",21.43,67.884,"P",97.082,92.765,76.034,22.366
7.161,47.002,45,"Class2","X",81.926,80.268,"T",66.618,18.706,48.137,30.928
34.984,81.442,41,"Class1","O",28.623,72.406,"V",95.683,98.345,80.972,9.239
20.069,77.203,50,"Class1","U",27.048,72.307,"P",91.287,98.296,79.976,NA
9.167,50.846,46,"Class2","X",80.876,85.99,"V",72.939,51.572,24.98,18.499
28.996,70.045,33,"Class1","V",16.757,71.108,"P",94.805,92.786,92.236,23.35
28.191,79.349,45,"Class1","W",25.96,69.231,"V",90.866,94.966,81.756,22.322
39.495,80.396,29,"Class1","W",22.191,65.719,"V",95.759,90.812,76.216,12.377
29.378,78.654,29,"Class1","U",23.529,67.934,"K",92.112,98.329,73.205,NA
9.833,52.835,46,"Class2","H",82.381,84.875,"V",65.863,55.807,11.807,18.899
8.133,41.843,45,"Class2","V",80.912,83.147,"V",65.481,24.217,33.107,32.384
22.835,74.947,30,"Class1","J",13.607,69.335,"V",88.559,93.153,87.809,23.859
28.241,75.151,47,"Class1","W",29.839,67.871,"P",96.73,91.575,73.625,19.883
9.561,49.142,45,"Class2","J",81.205,81.344,"E",66.485,48.137,16.416,35.28
9.541,55.535,46,"Class2","G",80.135,80.336,"T",64.538,44.733,38.9,5.038
29.822,85.295,33,"Class1","U",27.157,72.403,"K",90.479,91.521,68.453,22.503
37.085,85.947,35,"Class1","O",24.87,66.443,"Z",88.88,99.076,85.183,21.056
7.268,42.298,45,"Class2","H",80.314,87.981,"E",71.055,37.349,24.599,35.272
8.462,43.639,45,"Class2","X",80.206,84.972,"E",74,69.192,40.245,7.397
35.767,70.63,48,"Class1","O",22.794,68.563,"Z",94.526,93.213,91.142,21.885
40.541,81.678,41,"Class1","J",20.155,64.106,"V",97.956,98.012,74.501,9.071
7.413,46.376,45,"Class2","J",82.214,83.737,"V",74.839,23.097,19.298,18.26
9.405,42.729,45,"Class2","V",79.179,81.742,"V",65.218,68.282,53.635,5.031
20.231,74.574,51,"Class1","V",18.953,72.122,"K",97.852,90.668,89.62,13.435
26.747,76.602,47,"Class1","O",23.45,69.091,"P",94.845,92.405,67.829,13.101
13.542,77.598,46,"Class1","O",21.95,72.278,"K",97.346,95.234,87.903,21.737
8.979,47.954,46,"Class2","X",80.257,89.003,"T",68.122,39.548,21.754,20.54
40.599,66.38,40,"Class1","U",24.368,69.103,"V",97.258,98.381,NA,NA
43.934,79.367,40,"Class1","O",31.5,67.798,"V",89.649,98.517,NA,12.104
34.074,68.952,43,"Class1","V",28.755,67.327,"K",95.803,94.245,75.458,17.057
8.174,58.002,45,"Class2","V",82.842,81.544,"E",64.806,51.065,37.354,NA
19.547,71.19,31,"Class1","J",22.735,67.031,"U",95.129,94.462,74.862,17.944
9.004,45.218,45,"Class2","V",83.633,80.173,"A",74.34,35.12,NA,6.155
24.916,76.384,42,"Class1","W",8.224,65.016,"Z",95.063,90.895,88.604,11.201
7.415,43.231,46,"Class2","G",83.314,89.151,"A",69.161,35.637,43.039,27.416
22.282,69.529,35,"Class1","W",21.995,66.252,"P",90.498,92.825,72.94,24.662
9.453,49.988,46,"Class2","J",82.392,82.952,"E",69.521,40.456,50.049,47.176
8.114,47.974,45,"Class2","X",80.319,83.669,"T",67.173,15.465,20.187,17.907
38.531,66.118,46,"Class1","V",20.358,65.499,"U",97.814,93.052,91.939,21.46
14.967,74.147,38,"Class1","J",15.448,66.268,"P",97.766,95.256,72.107,24.929
19.594,82.185,27,"Class1","J",31.249,66.172,"V",88.767,90.66,84.862,16.174
8.405,55.965,45,"Class2","H",80.623,86.504,"V",72.316,30.745,48.606,21.994
8.687,45.547,45,"Class2","X",81.152,84.419,"T",70.256,31.55,47.592,9.359
16.033,73.344,38,"Class1","J",19.828,69.516,"Z",96.774,90.119,79.433,17.063
40.005,84.742,43,"Class1","O",25.246,68.518,"U",88.759,92.294,82.108,20.138
7.313,48.65,46,"Class2","G",80.321,83.966,"A",74.088,60.192,51.018,39
39.937,84.408,40,"Class1","W",23.754,62.793,"K",91.434,97.993,77.7,11.887
29.18,71.078,34,"Class1","O",23.817,72.44,"K",95.12,96.158,97.289,14.157
32.198,75.193,27,"Class1","U",21.309,68.407,"U",93.2,91.157,80.464,NA
7.388,48.047,46,"Class2","X",84.3,83.202,"A",68.651,66.685,53.782,32.69
41.288,82.155,27,"Class1","U",17.548,72.267,"P",95.081,92.104,87.657,24.171
9.697,44.835,46,"Class2","X",78.764,83.876,"E",70.192,37.268,NA,23.729
24.627,81.265,38,"Class1","W",25.003,72.789,"P",89.48,90.874,71.759,11.076
23.134,66.292,52,"Class1","O",27.848,65.763,"V",94.57,93.526,76.678,15.657
7.025,55.768,45,"Class2","X",80.953,81.251,"V",70.995,44.43,58.898,35.443
41.766,77.486,54,"Class1","V",29.118,75.658,"V",95.073,98.257,NA,24.151
35.641,75.301,29,"Class1","U",33.928,66.317,"U",91.534,92.398,87.464,13.789
38.373,81.682,36,"Class1","J",25.249,64.254,"K",89.216,93.805,83.956,15.934
34.654,80.125,53,"Class1","W",24.595,70.773,"V",95.967,98.51,65.608,22.637
8.277,48.705,45,"Class2","H",80.096,85.076,"T",71.674,59.595,56.129,41.407
18.824,69.827,53,"Class1","O",29.933,70.02,"Z",95.51,90.394,81.386,10.089
21.651,78.552,27,"Class1","O",23.933,70.924,"Z",90.755,95.097,78.815,11.31
20.622,69.608,35,"Class1","O",28.801,67.308,"V",92.993,93.015,85.485,16.464
32.327,78.627,48,"Class1","J",17.634,68.834,"K",92.219,90.742,86.666,16.477
7.139,50.752,45,"Class2","V",83.902,80.929,"V",74.844,36.244,33.46,37.651
12.286,80.641,33,"Class1","O",29.852,66.747,"P",93.825,99.641,81.505,22.095
8.683,49.766,45,"Class2","V",85.116,76.539,"T",68.048,25.877,59.236,22.736
9.989,38.578,45,"Class2","H",80.75,82.795,"E",73.349,25.277,13.953,35.353
9.3,52.882,46,"Class2","V",80.129,78.998,"V",65.798,33.22,60.641,5.096
8.895,49.124,45,"Class2","X",81.04,87.628,"T",74.253,20.635,19.376,13.968
14.616,67.071,39,"Class1","O",26.582,66.883,"P",88.961,99.145,69.579,9.402
39.477,67.672,50,"Class1","V",11.953,70.679,"K",96.055,99.399,77.494,14.678
9.218,41.936,46,"Class2","V",81.385,77.413,"V",64.274,39.903,53.467,3.245
7.052,45.015,45,"Class2","H",84.592,85.466,"A",73.493,38.702,48.371,38.334
14.167,84.989,47,"Class1","O",20.072,71.844,"V",92.65,97.952,87.187,13.031
36.669,64.053,32,"Class1","O",18.672,68.986,"K",90.109,95.81,78.418,13.482
7.092,49.905,46,"Class2","V",77.106,78.606,"J",67.16,25.201,34.418,16.099
9.583,41.808,46,"Class2","H",78.514,82.402,"A",69.411,62.196,11.148,4.882
7.75,44.187,45,"Class2","H",82.804,85.269,"E",73.991,65.973,31.508,16.282
8.212,44.749,45,"Class2","V",80.055,81.409,"E",64.799,39.551,42.955,4.089
12.007,80.347,32,"Class1","J",16.419,69.974,"Z",91.064,91.079,71.285,12.183
41.52,84.326,28,"Class1","V",20.227,65.504,"K",89.581,91.181,68.371,12.056
7.294,47.121,45,"Class2","V",78.862,85.847,"V",70.798,21.416,55.256,7.806
8.788,52.503,45,"Class2","V",84.674,82.435,"J",70.105,68.353,31.863,29.547
7.69,50.655,46,"Class2","H",79.794,82.638,"T",68.285,39.588,56.567,48.112
7.188,49.013,45,"Class2","J",79.882,79.81,"T",70.04,40.435,83.204,41.518
12.808,72.988,40,"Class1","U",29.505,67.363,"V",96.179,90.118,79.744,25.393
28.001,67.18,37,"Class1","U",25.218,66.125,"Z",93.386,93.825,84.625,21.253
23.144,79.233,46,"Class1","O",26.461,67.88,"K",90.746,97.666,65.758,21.009
7.173,47.323,46,"Class2","V",85.258,80.429,"V",72.831,63.432,51.899,24.137
8.002,41.956,45,"Class2","V",83.568,84.269,"A",68.945,19.534,54.219,26.106
7.605,47.442,46,"Class2","X",76.849,77.719,"J",71.349,40.517,18.354,32.8
7.764,52.935,45,"Class2","V",79.586,84.57,"E",66.518,67.352,53.377,18.086
9.226,48.779,46,"Class2","H",81.629,78.979,"T",70.379,63.983,NA,41.105
39.952,86.201,45,"Class1","U",28.34,67.789,"V",93.93,99.765,76.258,21.456
9.005,50.794,46,"Class2","J",86.703,84.181,"J",68.955,63.492,-6.425,41.649
16.131,91.276,51,"Class1","W",30.428,69.356,"U",90.559,90.35,70.767,9.678
15.363,78.861,31,"Class1","U",14.653,66.304,"P",94.736,98.205,86.813,23.083
7.728,47.289,46,"Class2","H",79.442,81.658,"V",67.124,63.079,24.91,28.324
21.448,70.395,50,"Class1","V",27.103,66.544,"U",90.693,93.541,76.871,12.022
36.69,86.699,42,"Class1","V",22.327,64.655,"Z",94.082,95.708,72.613,12.561
9.637,45.705,45,"Class2","H",80.971,81.534,"E",71.122,39.819,37.069,23.273
8.281,57.324,46,"Class2","X",82.884,85.845,"J",64.533,51.653,92.305,47.044
18.199,72.483,37,"Class1","W",11.632,71.528,"P",94.892,92.15,76.305,10.877
41.162,85.522,42,"Class1","V",27.23,71.118,"P",93.087,95.217,76.465,20.301
14.534,74.432,45,"Class1","V",20.187,64.366,"U",91.172,93.019,78.184,23.434
8.838,49.756,46,"Class2","V",81.147,82.402,"T",70.684,38.849,38.676,NA
8.499,51.436,45,"Class2","V",82.039,83.684,"J",74.981,23.833,61.032,28.262
43.467,74.193,32,"Class1","U",32.868,70.286,"V",94.129,96.438,89.022,13.872
8.315,51.328,46,"Class2","X",78.309,81.337,"A",66.141,52.465,42.991,4.677
20.192,80.588,42,"Class1","O",24.743,65.064,"U",93.194,94.979,87.42,20.93
39.262,80.403,29,"Class1","O",18.216,66.702,"U",90.723,90.595,77.649,25.606
9.941,39.698,45,"Class2","G",85.717,77.594,"E",65.899,24.443,45.103,44.412
40.986,73.606,32,"Class1","U",27.096,68.436,"K",97.589,97.785,89.638,12.41
9.963,46.975,45,"Class2","G",82.651,77.311,"T",67.263,46.781,48.155,20.365
8.013,46.314,45,"Class2","X",83.792,80.072,"V",70.619,30.192,44.431,21.758
9.168,52.1,46,"Class2","J",79.212,80.211,"A",64.869,28.882,54.817,NA
24.198,78.273,38,"Class1","U",18.975,69.287,"V",97.599,98.419,81.696,17.772
9.393,51.778,46,"Class2","H",85.063,88.899,"J",72.809,38.763,27.476,30.317
7.304,50.117,45,"Class2","H",82.927,82.167,"J",73.817,63.732,55.535,46.165
18.019,72.163,50,"Class1","O",26.112,70.911,"Z",94.875,91.197,76.283,13.097
8.231,50.976,45,"Class2","H",81.465,83.011,"J",72.957,28.195,26.51,29.774
16.005,89.276,35,"Class1","U",25.793,70.236,"V",93.581,96.067,NA,22.844
27.647,72.226,36,"Class1","V",17.884,69.431,"U",96.3,94.359,85.466,11.521
32.236,91.028,50,"Class1","W",31.516,66.994,"Z",97.142,93.628,78.641,23.45
7.848,51.059,46,"Class2","X",81.221,82.347,"T",65.633,30.45,67.394,31.05
18.646,80.862,35,"Class1","O",29.19,69.342,"U",92.56,99.296,71.792,14.622
7.043,48.541,45,"Class2","X",80.868,79.953,"A",72.295,47.972,13.819,19.603
30.613,71.254,35,"Class1","J",13.288,69.671,"U",88.074,91.306,91.72,NA
37.259,82.866,53,"Class1","O",22.593,64.762,"V",93.114,97.107,86.752,13.104
7.01,47.361,46,"Class2","J",77.794,76.715,"J",72.853,21.609,55.972,44.714
37.734,77.879,50,"Class1","J",38.444,69.365,"U",93.564,95.964,70.926,16.303
9.759,47.51,46,"Class2","J",82.226,79.638,"T",66.579,58.762,45.692,30.75
9.596,43.742,45,"Class2","X",81.793,83.951,"T",74.359,54.372,50.486,10.853
42.905,77.99,47,"Class1","U",12.368,67.771,"U",95.579,91.699,79.163,9.081
27.316,76.024,31,"Class1","W",28.77,63.655,"Z",92.825,99.961,72.926,24.254
27.296,76.605,47,"Class1","U",15.688,68.691,"U",91.725,90.403,84.974,15.942
8.672,45.714,45,"Class2","G",80.49,83.865,"V",66.212,68.802,71.746,25.456
9.914,50.459,45,"Class2","V",83.423,79.387,"J",70.204,38.803,62.512,31.907
9.043,51.59,45,"Class2","J",82.815,80.003,"T",64.194,15.985,36.114,27.472
9.649,50.779,45,"Class2","H",81.012,80.98,"J",64.532,32.972,78.168,37.643
34.664,82.483,33,"Class1","O",27.961,70.085,"Z",91.785,95.338,81.682,NA
8.942,52.642,46,"Class2","V",77.801,76.513,"T",66.646,57.241,87.235,24.277
9.158,52.26,45,"Class2","J",82.533,85.918,"J",66.745,23.881,33.669,18.283
39.044,80.625,44,"Class1","V",24.339,66.775,"U",97.413,99.005,83.405,11.615
42.94,76.431,27,"Class1","U",22.871,67.193,"P",89.613,95.142,83.354,12.321
38.39,73.622,27,"Class1","J",35.155,68.493,"P",95.846,98.164,80.412,13.495
8.554,44.259,45,"Class2","J",83.668,87.563,"T",68.433,30.342,43.017,14.686
9.318,44.659,46,"Class2","J",81.437,81.725,"J",66.468,25.955,66.229,NA
40.961,71.018,43,"Class1","V",-0.152,62.091,"Z",92.05,92.558,70.391,19.71
29.337,84.133,51,"Class1","U",20.926,66.146,"U",93.297,96.619,83.912,NA
24.408,83.382,51,"Class1","V",22.717,67.525,"P",97.676,91.851,71.826,21.921
7.057,46.449,46,"Class2","V",81.019,82.495,"A",69.826,39.852,55.372,8.002
15.552,81.956,50,"Class1","O",25.541,64.634,"P",95.943,94.434,77.579,11.399
15.836,67.271,47,"Class1","W",17.166,63.953,"K",96.762,99.534,77.885,16.19
27.351,79.731,31,"Class1","J",24.118,66.548,"V",95.865,97.003,67.928,10.278
7.924,49.436,45,"Class2","H",78.686,82.953,"J",66.83,53.765,59.881,22.477
9.053,53.137,45,"Class2","X",83.449,78.731,"J",73.178,40.054,71.574,42.79
29.877,67.279,27,"Class1","V",22.279,70.991,"Z",90.43,93.811,76.695,13.435
26.267,76.344,42,"Class1","J",16.36,65.95,"K",91.137,98.358,76.706,17.718
36.806,78.837,31,"Class1","V",24.889,67.318,"U",95.068,93.222,86.344,17.873
27.683,72.589,52,"Class1","O",15.397,70.048,"V",94.553,94.204,85.097,24.533
7.306,53.125,45,"Class2","H",79.688,84.992,"V",64.033,27.314,NA,32.553
7.457,48.405,46,"Class2","V",82.184,84.809,"A",66.834,28.746,39.808,43.978
9.194,46.507,45,"Class2","G",85.3,80.359,"E",72.639,20.794,57.181,16.83
9.975,45.975,45,"Class2","X",81.284,82.056,"T",66.185,58.867,21.953,11.564
35.571,80.318,45,"Class1","O",18.761,73.545,"Z",96.284,94.204,83.018,17.096
33.854,71.068,54,"Class1","U",11.669,70.515,"Z",96.908,92.861,96.74,24.418
14.148,73.245,42,"Class1","U",21.597,70.525,"P",89.845,99.731,76.242,25.173
9.349,49.453,45,"Class2","X",82.584,78.819,"E",71.86,63.949,39.721,5.832
7.199,47.47,46,"Class2","J",82.497,82.703,"V",65.971,31.753,-10.373,13.815
8.75,54.127,46,"Class2","H",84.096,84.602,"J",67.082,41.338,97.016,45.447
8.214,50.93,45,"Class2","G",77.903,79.87,"V",67.321,42.861,55.147,26.513
24.736,64.84,54,"Class1","U",19.238,74.729,"K",92.132,99.431,73.795,NA
14.351,77.213,34,"Class1","V",19.505,67.765,"V",90.81,94.392,84.661,13.217
9.435,53.327,45,"Class2","G",79.434,82.986,"E",65.565,60.171,2.319,12.12
7.112,57.233,45,"Class2","H",82.067,83.057,"V",67.172,50.762,49.88,18.28
8.896,41.867,45,"Class2","J",78.833,76.616,"J",68.021,56.133,41.048,5.561
21.833,76.072,33,"Class1","J",31.309,73.071,"P",96.66,92.894,80.406,14.833
14.083,74.352,46,"Class1","O",18.038,72.91,"U",88.958,99.365,NA,9.222
8.774,47.387,46,"Class2","V",82.182,82.077,"E",66.767,16.158,33.523,22.967
31.29,72.603,33,"Class1","V",25.941,68.525,"K",96.999,99,91.394,22.699
28.84,69.622,49,"Class1","U",27.829,74.561,"K",97.933,90.537,80.174,10.088
7.015,43.407,46,"Class2","X",86.759,80.703,"E",65.322,29.547,29.892,44.743
9.322,44.846,46,"Class2","H",81.377,80.692,"V",74.335,45.322,37.898,30.487
27.704,78.658,50,"Class1","O",19.519,60.882,"U",90.045,98.823,88.568,17.46
40.53,82.331,46,"Class1","W",23.018,70.544,"Z",96.067,99.057,NA,17.103
7.404,50.553,45,"Class2","J",81.352,79.794,"E",72.236,57.667,3.654,NA
26.511,73.076,49,"Class1","O",26.758,66.708,"P",94.156,96.79,79.303,23.089
7.84,47.288,46,"Class2","X",82.848,81.264,"V",69.017,41.449,26.497,21.527
9.688,51.399,46,"Class2","H",80.445,86.325,"T",67.573,44.348,61.421,6.324
17.842,85.6,52,"Class1","U",21.345,66.531,"P",96.119,91.086,89.256,24.096
31.304,75.126,27,"Class1","O",23.64,73.591,"P",88.753,99.938,82.598,24.103
35.844,81.597,45,"Class1","V",13.102,67.098,"U",89.595,94.552,72.224,21.337
7.626,39.508,45,"Class2","H",81.858,76.65,"T",72.976,63.974,63.639,NA
8.841,51.769,45,"Class2","V",80.563,84.06,"V",73.044,41.556,NA,34.436
43.25,62.596,42,"Class1","W",25.05,69.344,"Z",90.831,97.205,70.317,9.044
8.625,41.005,45,"Class2","H",85.119,82.802,"T",66.745,60.64,53.112,34.324
8.074,50.139,46,"Class2","G",76.734,77.765,"T",70.762,55.796,64.64,9.354
8.253,46.3,45,"Class2","G",80.214,82.617,"A",71.08,50.948,-3.357,NA
7.379,50.644,46,"Class2","V",81.189,77.249,"V",71.056,65.545,74.386,34.834
7.852,48.408,45,"Class2","V",81.777,79.473,"A",73.353,66.68,49.373,37.189
8.306,43.964,45,"Class2","G",84.612,77.812,"V",69.657,63.841,53.289,46.547
7.997,51.346,46,"Class2","G",79.002,78.292,"T",67.289,42.075,39.282,26.174
8.131,43.704,46,"Class2","J",83.632,81.277,"A",64.824,36.465,68.984,12.237
41.289,88.085,45,"Class1","O",16.423,63.127,"P",94.729,95.777,NA,18.333
27.185,78.347,42,"Class1","J",28.05,69.835,"P",90.596,92.487,81.438,16.019
9.971,43.272,46,"Class2","X",79.758,84.454,"E",69.949,46.879,56.863,42.282
15.305,79.254,50,"Class1","V",19.582,66.757,"P",95.667,94.523,73.756,17.214
7.271,52.706,46,"Class2","V",84.556,80.437,"J",66.098,35.584,33.282,12.473
7.454,53.826,46,"Class2","G",84.531,82.656,"A",66.386,43.015,-5.433,32.496
27.379,78.488,51,"Class1","V",10.042,70.183,"V",96,92.542,80.54,22.222
8.842,51.224,46,"Class2","J",84.928,74.865,"A",72.205,64.091,59.587,27.14
26.113,79.445,40,"Class1","W",27.231,67.129,"P",88.391,96.248,NA,18.904
7.178,51.847,45,"Class2","X",84.065,81.322,"T",73.618,66.328,55.091,30.565
8.636,49.792,46,"Class2","G",84.257,83.451,"E",72.758,45.58,49.113,25.041
31.211,69.393,37,"Class1","U",33.752,72.978,"Z",97.5,92.648,66.435,22.056
9.657,48.354,46,"Class2","X",77.589,86.597,"J",74.568,37.724,53.875,45.094
16.358,76.379,34,"Class1","J",28.024,67.816,"V",89.909,97.743,81.902,25.554
9.415,45.579,45,"Class2","X",79.526,81.336,"J",64.447,39.968,60.947,4.762
7.832,49.602,46,"Class2","G",76.125,81.126,"A",70.13,34.332,17.468,45.449
7.433,45.529,46,"Class2","G",79.569,81.826,"T",74.921,18.83,30.995,32.263
7.613,49.059,46,"Class2","X",83.668,83.275,"T",73.051,65.592,22.297,34.438
9.962,51.079,46,"Class2","V",82.641,84.426,"A",71.879,66.592,42.292,8.806
37.76,74.858,31,"Class1","U",19.884,63.843,"Z",95.501,92.205,92.387,23.393
8.626,54.511,45,"Class2","J",82.905,72.95,"T",65.108,24.179,47.017,8.912
40.478,73.825,30,"Class1","W",26.012,67.265,"Z",95.525,98.02,88.102,24.707
9.336,47.34,45,"Class2","J",79.246,87.491,"J",74.758,58.297,32.108,21.807
9.371,46.679,46,"Class2","V",79.271,81.002,"T",69.676,69.49,48.739,24.416
14.253,64.248,42,"Class1","O",21.629,68.249,"V",96.736,93.948,70.354,21.541
7.154,42.567,46,"Class2","V",78.443,86.958,"E",68.223,29.903,51.446,34.424
12.748,71.47,29,"Class1","O",30.327,69.346,"P",91.911,96.12,85.964,18.319
31.443,66.209,45,"Class1","V",26.753,70.345,"V",90.772,90.006,95.594,12.976
9.924,51.518,46,"Class2","H",85.6,83.167,"A",65.653,41.298,3.975,5.419
8.115,48.06,46,"Class2","J",84.786,86.532,"V",69.981,37.787,62.391,43.521
9.594,44.345,46,"Class2","X",80.796,81.709,"E",66.606,52.104,51.919,30.765
35.616,84.7,41,"Class1","W",29.1,71.512,"V",95.637,92.917,74.94,15.122
27.699,75.293,42,"Class1","J",28.937,67.72,"V",95.665,99.632,96.871,12.674
9.595,55.885,45,"Class2","V",82.232,82.712,"T",69.008,44.186,27.847,46.06
7.96,43.133,45,"Class2","V",80.922,79.551,"E",68.278,47.855,48.463,28.665
30.434,76.051,37,"Class1","W",26.401,68.219,"V",90.162,99.412,82.432,14.867
9.282,44.552,46,"Class2","H",82.327,78.911,"A",69.811,25.326,33.05,11.795
7.253,42.138,45,"Class2","J",79.319,80.238,"J",74.5,46.454,26.831,28.492
34.187,81.457,46,"Class1","U",15.282,70.815,"Z",89.906,96.844,64.541,18.192
34.24,82.156,38,"Class1","J",39.579,65.13,"P",89.411,97.712,78.06,24.143
23.493,75.985,36,"Class1","U",23.477,74.468,"Z",89.116,98.463,84.719,24.645
37.013,78.159,33,"Class1","O",23.514,69.753,"Z",93.497,97.705,88.756,11.779
8.385,53.766,45,"Class2","J",80.569,82.204,"T",64.827,50.796,NA,31.603
26.949,82.587,50,"Class1","J",25.482,70.453,"K",95.526,90.475,67.045,18.914
32.388,73.333,50,"Class1","O",26.313,68.071,"P",96.359,97.104,NA,NA
15.962,79.525,29,"Class1","O",21.023,74.565,"V",93.97,96.671,82.891,24.338
8.485,41.574,46,"Class2","H",79.79,83.208,"J",66.518,22.279,91.06,25.288
8.603,41.314,46,"Class2","G",81.277,84.275,"A",72.457,61.2,46.589,21.483
22.118,85.484,52,"Class1","W",19.287,70.182,"V",92.802,90.904,74.613,15.327
7.953,50.717,46,"Class2","J",82.855,84.046,"E",65.203,41.491,65.808,39.69
37.544,87.422,40,"Class1","U",30.111,70.27,"P",88.26,91.464,73.551,24.355
9.644,45.415,45,"Class2","H",82.086,79.96,"V",71.556,18.997,43.797,23.469
20.755,73.59,38,"Class1","W",17.046,67.44,"P",95.548,90.059,79.626,21.048
8.63,44.216,46,"Class2","J",83.184,86.456,"A",66.676,49.147,62.432,35.915
41.628,76.458,40,"Class1","J",20.632,68.612,"P",96.93,97.879,101.12,18.428
9.167,44.182,46,"Class2","J",81.069,83.522,"J",64.268,56.173,36.203,6.124
8.298,46.415,46,"Class2","H",84.861,79.05,"E",64.226,66.868,36.756,21.792
