"LCX1","OQP2","DAL3","ETB4","QGN5","EAD6","Output2","NER7","FKB8","YZR9","UAL10","XEO11"
48.694,68.804,46.944,70.356,72.899,NA,"Class4",24.711,91.308,"N",46.304,78
38.686,69.871,47.576,73.9,58.712,24,"Class1",56.313,64.048,"J",40.646,40
67.982,81.381,43.513,98.588,77.472,55,"Class5",45.644,29.06,"Y",55.809,75
34.835,60.013,32.219,67.264,56.584,25,"Class1",54.934,47.482,"J",54.397,38
83.988,75.847,12.791,21.133,69.954,37,"Class3",54.429,49.429,"L",54.554,66
47.752,80.091,51.687,94.256,79.2,56,"Class5",76.643,10.102,"Y",71.048,87
47.463,33.174,33.134,22.518,54.537,37,"Class2",76.759,40.211,"A",27.232,62
47.198,73.331,27.735,20.264,69.923,12,"Class3",5.411,49.666,"L",41.156,57
76.518,30.306,30.506,16.436,71.246,37,"Class2",34.962,58.328,"M",23.995,51
45.693,81.3,44.632,99.973,79.333,48,"Class5",65.214,12.398,"Y",91.038,83
30.922,35.633,29.493,22.145,52.198,37,"Class2",45.322,61.635,"F",21.768,81
58.938,77.317,33.824,23.445,69.605,39,"Class3",29.499,46.41,"R",56.739,84
20.647,77.077,37.202,23.254,69.265,49,"Class3",27.072,46.859,"U",28.391,83
NA,75.764,37.359,22.897,69.105,15,"Class3",27.15,47.895,"B",37.079,80
51.168,92.344,67.717,74.403,60.107,20,"Class4",28.38,92.173,"C",55.211,74
64.865,57.256,31.877,51.565,57.071,53,"Class1",64.636,57.561,"J",32.019,26
56.769,39.702,68.479,28.863,45.266,28,"Class4",21.097,85.576,"N",52.214,50
52.221,89.328,45.671,97.352,77.126,53,"Class5",45.577,39.957,"N",72.288,78
64.101,73.289,57.579,78.579,79.494,20,"Class4",7.244,92.523,"U",57.562,23
58.256,7.82,31.984,22.902,88.038,NA,"Class2",52.155,46.635,"A",30.553,71
23.643,20.095,32.522,17.363,68.304,NA,"Class2",59.195,65.988,"F",26.266,14
52.009,55.723,50.225,63.494,50.615,28,"Class4",27.341,87.736,"C",43.299,5
51.409,74.991,53.478,24.458,70.902,22,"Class3",63.431,46.492,"D",24.281,83
57.023,80.292,82.102,65.423,65.569,20,"Class1",71.279,62.459,"C",61.42,44
19.263,88.236,51.572,100.223,77.198,48,"Class5",50.287,16.954,"Y",57.646,69
59.129,29.079,70.089,90.752,48.254,28,"Class4",21.162,96.725,"C",60.864,75
84.454,74.84,52.288,22.835,69.369,43,"Class3",14.007,47.15,"B",59.239,67
60.329,78.037,66.053,69.4,76.159,21,"Class4",29.375,80.122,"T",47.745,35
60.946,84.538,40.142,98.448,76.329,63,"Class5",51.598,40.497,"N",72.244,69
81.995,92.809,46.773,97.089,78.71,81,"Class5",42.484,22.031,"Y",72.236,69
78.928,110.744,42.293,97.436,79.346,NA,"Class5",64.597,34.259,"N",90.766,93
60.84,75.483,22.578,20.913,69.964,48,"Class3",65.049,47.192,"B",20.727,61
123.746,69.405,41.847,95.433,77.189,46,"Class5",73.197,14.807,"W",74.527,88
46.025,63.59,27.551,65.071,68.589,36,"Class1",50.641,55.684,"J",65.454,58
54.69,50.916,61.858,24.858,91.567,28,"Class4",18.458,89.237,"T",57.598,6
56.378,53.549,70.111,62.802,58.567,NA,"Class4",20.622,97.097,"C",47.702,20
63.92,75.222,40.487,22.913,70.023,12,"Class3",-7.97,49.607,"L",51.895,82
49.113,116.387,60.269,90.767,84.461,15,"Class4",20.235,96.24,"N",51.105,52
53.45,71.721,29.012,22.666,70.459,42,"Class3",3.519,47.588,"U",59.505,76
75.959,86.72,46.817,96.459,79.458,65,"Class5",78.731,32.093,"W",84.441,79
60.291,10.496,30.616,17.14,73.592,38,"Class2",84.573,62.169,"A",26.997,38
48.888,68.315,21.511,22.2,69.101,44,"Class3",14.004,49.457,"D",29.928,87
66.35,76.382,38.676,21.71,70.829,14,"Class3",35.269,49.778,"B",40.195,61
32.521,69.832,41.067,66.012,49.143,32,"Class1",47.954,57.917,"C",40.028,42
52.565,79.973,65.754,69.371,62.312,45,"Class1",63.361,45.628,"E",33.302,55
48.734,97.123,44.224,94.985,76.962,66,"Class5",64.122,36.394,"O",88.761,79
51.99,79.522,43.249,83.801,47.183,47,"Class1",67.551,60.892,"L",65.784,68
50.806,79.89,49.688,58.395,83.256,24,"Class4",15.508,97.386,"Y",43.24,30
48.748,78.159,17.474,21.493,70.1,25,"Class3",24.746,49.044,"U",30.935,79
50.934,32.08,69.257,70.668,60.213,25,"Class4",36.436,98.033,"T",53.816,34
52.609,69.191,37.57,20.7,69.727,55,"Class3",18.144,47.794,"D",36.768,87
NA,75.008,52.697,23.94,69.111,24,"Class3",49.144,46.999,"B",53.187,82
NA,81.89,60.399,50.908,89.181,18,"Class4",19.114,86.564,"T",59.328,5
48.44,42.48,68.605,50.137,87.966,30,"Class4",22.808,80.757,"Y",61.877,16
52.97,80.455,29.181,22.395,70.712,58,"Class3",24.447,49.907,"R",25.477,62
58.044,18.984,32.745,22.316,64.216,40,"Class2",74.498,34.811,"T",24.944,26
59.48,74.76,58.686,77.91,56.509,30,"Class4",20.832,89.107,"T",51.943,32
77.795,94.495,41.09,92.275,76.659,70,"Class5",49.871,28.226,"Y",57.99,70
64.552,33.59,58.613,40.937,45.637,27,"Class4",10.819,86.6,"C",59.925,26
55.541,75.804,58.021,70.725,72.819,28,"Class1",56.295,44.485,"J",51.166,63
36.551,14.755,29.325,23.761,75.813,38,"Class2",64.721,49.879,"T",30.071,84
34.312,88.78,63.546,37.343,53.684,40,"Class1",58.951,44.176,"C",25.627,54
77.362,80.337,38.022,94.296,77.392,82,"Class5",61.24,11.326,"N",52.845,78
54.832,103.145,48.815,91.753,78.178,29,"Class5",63.201,48.903,"W",98.527,87
8.805,15.943,32.434,13.388,86.071,40,"Class2",71.974,51.742,"M",25.726,39
27.427,23.683,30.995,23.751,68.969,36,"Class2",46.495,64.037,"M",21.939,17
51.853,72.156,38.984,23.468,70.982,32,"Class3",44.686,49.05,"B",18.31,83
74.034,23.268,31.697,26.082,55.606,39,"Class2",32.147,41.449,"K",27.646,58
36.144,29.156,28.613,16.142,77.869,NA,"Class2",77.657,37.897,"A",26.406,20
48.059,34.08,30.041,20.91,96.319,35,"Class2",107.56,56.403,"A",28.132,60
78.722,69.075,17.198,23.079,70.154,14,"Class3",33.793,49.21,"L",25.575,61
48.998,78.31,35.54,79.069,65.745,11,"Class1",63.504,39.852,"J",19.956,49
26.334,70.701,51.409,93.481,76.928,33,"Class5",49.356,12.613,"E",92.359,89
45.014,19.889,30.053,22.522,50.566,40,"Class2",50.456,64.39,"M",27.423,93
66.482,49.863,33.1,66.299,68.104,3,"Class1",34.711,47.52,"P",19.613,30
45.32,29.728,33.711,19.898,93.727,40,"Class2",91.943,44.237,"K",26.814,16
49.95,21.794,67.284,73.596,76.571,28,"Class4",25.362,86.511,"N",60.146,6
45.27,97.261,46.687,99.665,77.264,58,"Class5",39.901,17.427,"Y",75.221,84
54.921,30.828,45.205,62.929,81.019,19,"Class4",17.838,93.335,"N",43.495,55
NA,77.535,11.533,23.011,69.382,29,"Class3",27.662,46.36,"D",32.409,86
53.91,29.066,46.648,38.88,77.289,15,"Class4",26.491,83.195,"T",63.052,57
52.949,30.213,30.138,21.106,63.583,35,"Class2",18.909,46.565,"T",25.17,46
41.776,14.754,29.672,22.051,46.323,38,"Class2",59.977,62.313,"M",29.684,87
31.427,101.035,48.227,94.63,79.976,37,"Class5",73.183,23.947,"W",73.439,85
59.797,60.386,51.798,33.5,51.753,29,"Class4",35.054,91.643,"T",47.222,27
57.155,44.778,46.165,49.64,74.361,17,"Class4",26.51,80.044,"T",43.107,46
25.859,80.204,42.185,92.038,76.565,67,"Class5",49.714,25.333,"O",59.161,68
61.915,68.877,16.648,26.647,69.376,12,"Class3",28.941,47.478,"U",20.354,74
49.94,76.93,25.208,23.136,69.906,42,"Class3",43.05,48.64,"D",17.192,87
69.858,72.181,57.968,21.31,69.491,56,"Class3",22.146,47.221,"L",36.986,84
NA,74.728,35.385,20.023,69.584,50,"Class3",49.055,46.777,"U",12.189,61
52.526,101.819,52.276,72.351,58.834,25,"Class1",80.958,40.258,"P",26.434,54
49.601,68.212,45.853,66.137,56.216,36,"Class1",61.43,52.368,"L",42.605,50
61.453,73.582,12.182,19.491,69.786,11,"Class3",12.373,48.064,"U",47.061,79
60.017,61.754,70.41,75.261,45.07,64,"Class1",74.644,61.339,"P",15.237,28
45.966,35.083,45.917,50.345,54.245,24,"Class4",18.588,79.334,"C",43.257,29
24.862,77.788,51.067,100.791,78.216,81,"Class5",75.653,30.295,"W",86.626,90
59.673,82.839,38.203,87.13,78.359,65,"Class5",44.873,12.562,"O",77.01,80
48.652,21.029,70.48,93.819,70.071,26,"Class4",24.448,81.992,"Y",47.01,66
48.062,46.736,58.212,52.972,87.776,30,"Class4",29.763,87.171,"T",58.256,36
66.984,79.262,37.845,96.031,78.119,63,"Class5",46.807,48.506,"Y",95.004,86
41.976,71.87,21.881,22.822,69.776,33,"Class3",17.573,46.119,"D",14.765,82
54.287,0.81,66.309,53.55,70.001,16,"Class4",33.918,80.853,"Y",48.648,54
-14.074,28.286,32.265,19.868,62.861,39,"Class2",68.729,65.984,"K",21.794,32
21.8,37.636,77.279,45.903,63.111,67,"Class1",46.481,48.725,"J",53.792,45
20.031,65.36,46.309,81.32,58.923,9,"Class1",63.111,50.67,"J",60.424,44
93.441,88.495,44.733,99.595,79.372,38,"Class5",58.454,28.295,"E",69.878,88
66.611,87.279,47.973,97.322,79.843,34,"Class5",74.096,30.177,"O",95.669,62
64.326,72.544,54.19,62.541,84.346,14,"Class4",14.831,98.409,"Y",48.984,77
42.46,25.17,62.992,103.274,57.724,14,"Class4",27.057,89.663,"T",58.941,66
60.024,25.484,63.897,89.093,42.191,15,"Class4",31.741,80.368,"U",62.181,31
52.356,17.899,32.086,19.173,84.769,37,"Class2",77.888,41.801,"M",23.343,84
86.25,74.57,15.03,23.927,70.795,24,"Class3",74.538,48.813,"U",48.865,76
-5.272,20.111,32.705,20.182,63.02,38,"Class2",42.773,58.492,"T",29.978,30
40.199,52.603,64.235,57.475,86.436,16,"Class4",21.386,82.25,"U",44.977,74
42.488,73.283,52.014,67.462,62.905,19,"Class4",24.985,79.445,"C",60.663,8
66.648,88.964,39.45,91.029,78.156,60,"Class5",53.555,14.817,"E",59.79,75
19.378,36.146,33.482,17.829,88.055,38,"Class2",70.057,51.736,"M",30.074,92
46.678,18.776,30.279,23.095,82.885,38,"Class2",55.196,59.559,"M",27.428,32
NA,82.044,32.2,79.158,58.665,62,"Class1",77.487,35.211,"L",52.021,26
49.196,76.848,68.668,81.027,70.867,18,"Class4",24.852,88.903,"C",44.389,16
37.211,60.318,53.982,74.964,57.227,16,"Class4",19.893,93.929,"C",47.882,43
40.228,35.114,29.675,19.581,84.443,35,"Class2",45.026,49.789,"A",25.261,57
42.122,79.573,50.519,89.291,77.245,28,"Class5",46.678,21.268,"N",58.48,78
34.852,83.275,38.508,99.717,78.948,40,"Class5",47.112,49.196,"W",82.229,92
48.385,37.005,59.81,53.244,84.173,21,"Class4",17.028,86.501,"N",63.072,48
70.812,74.73,41.587,22.027,70.578,20,"Class3",80.797,46.01,"D",17.253,73
35.543,53.934,53.505,44.305,79.443,26,"Class4",34.757,92.239,"U",53.799,62
72.371,28.071,31.27,20.204,49.486,36,"Class2",87.68,39.658,"T",29.894,41
44.112,78.763,65.325,67.088,73.958,32,"Class1",60.992,38.271,"L",39.778,41
73.648,30.141,32.264,22.962,89.292,36,"Class2",17.257,34.57,"F",29.715,28
54.104,72.618,55.534,76.105,61.274,14,"Class4",26.082,95.14,"Y",49.904,26
13.921,70.303,75.866,81.273,64.852,1,"Class1",59.368,54.877,"C",11.166,49
67.623,17.869,32.302,19.351,97.491,40,"Class2",51.442,51.812,"T",29.075,22
44.588,84.013,46.616,95.526,77.537,77,"Class5",66.538,13.623,"W",64.207,92
43.81,75.4,54.316,63.292,47.22,27,"Class1",57.573,53.589,"E",16.295,50
56.916,70.574,41.429,68.366,63.331,7,"Class1",64.607,46.265,"P",13.069,77
75.674,65.93,35.101,54.609,49.247,46,"Class1",49.893,52.975,"P",39.603,44
37.337,73.982,36.113,58.176,47.033,61,"Class1",54.339,59.419,"L",49.201,31
70.439,37.837,29.485,22.326,95.979,37,"Class2",49.527,38.551,"A",23.505,25
37.947,55.547,67.855,71.083,64.346,7,"Class1",59.174,47.022,"J",57.078,33
57.469,27.251,31.179,23.651,72.2,37,"Class2",63.363,35.156,"M",30.346,47
24.275,16.517,31.884,31.248,47.269,35,"Class2",81.005,52.29,"K",23.695,18
53.063,73.658,19.126,21.504,70.548,53,"Class3",19.715,48.245,"R",38.604,64
27.22,72.967,9.087,22.343,70.754,NA,"Class3",24.271,46.346,"B",35.83,81
66.502,77.788,51.951,93.918,76.313,76,"Class5",75.589,16.253,"Y",99.98,65
41.86,73.231,44.019,55.658,57.595,19,"Class1",67.032,37.588,"P",65.886,48
55.543,15.994,32.128,19.835,78.331,37,"Class2",50.555,52.954,"F",30.233,93
54.195,75.309,58.887,22.969,70.668,27,"Class3",24.238,49.571,"D",30.6,72
45.112,79.359,72.988,53.122,43.825,53,"Class1",73.12,49.639,"C",13.245,49
47.187,26.732,33.866,17.863,80.582,40,"Class2",40.364,56.437,"K",25.689,87
57.268,91.119,59.752,75.322,88.473,25,"Class4",22.129,83.058,"U",43.114,65
63.801,67.664,40.296,97.969,78.358,38,"Class5",44.195,13.01,"N",56.179,82
78.536,78.83,38.083,66.37,68.431,14,"Class1",61.514,36.064,"P",40.158,51
54.441,74.018,20.85,24.574,69.241,51,"Class3",53.011,46.504,"L",30.862,74
63.533,80.353,42.627,97.533,79.751,75,"Class5",43.869,31.747,"E",56.708,72
46.605,76.608,56.932,66.107,48.58,30,"Class1",58.193,42.021,"E",57.868,28
32.805,78.728,37.104,62.112,43.925,15,"Class1",49.056,40.05,"P",14.663,62
49.716,99.89,52.386,84.894,82.174,30,"Class4",21.009,79.505,"U",43.284,48
90.972,94.58,40.253,96.481,76.175,70,"Class5",69.775,35.275,"E",95.697,67
54.658,72.716,32.858,19.496,70.33,13,"Class3",40.524,46.996,"R",49.345,77
39.886,89.701,41.542,52.058,52.985,4,"Class1",72.62,52.05,"P",12.995,25
42.303,20.124,28.578,26.708,74.573,39,"Class2",82.421,58.577,"F",30.68,51
60.635,80.924,51.468,95.556,79.079,76,"Class5",49.391,46.041,"N",68.695,69
76.714,86.626,50.797,96.141,78.659,46,"Class5",43.806,36.209,"N",55.447,88
64.488,76.781,21.44,20.3,70.058,30,"Class3",40.194,47.748,"L",15.403,87
50.205,92.544,66.792,33.83,62.918,16,"Class4",16.806,87.704,"N",54.273,45
74.272,76.796,58.24,22.958,70.432,NA,"Class3",35.8,49.543,"R",16.344,67
100.752,94.671,43.135,98.527,78.821,51,"Class5",53.862,46.511,"Y",63.832,86
43.977,53.349,69.274,80.711,64.741,17,"Class4",18.911,81.819,"N",59.033,33
76.557,17.956,32.878,19.909,48.821,39,"Class2",72.481,42.707,"M",21.573,48
71.361,92.753,75.523,69.773,69.334,49,"Class1",55.988,48.465,"J",49.254,66
56.474,71.342,31.199,82.654,57.86,15,"Class1",62.473,52.821,"L",40.03,31
64.103,77.678,48.759,94.028,77.091,48,"Class5",71.609,19.724,"E",76.018,62
57.722,65.78,47.077,93.59,78.119,75,"Class5",55.757,19.358,"Y",55.829,76
13.971,3.915,31.269,15.156,89.269,35,"Class2",101.422,42.111,"F",26.63,35
54.119,86.637,44.476,100.827,76.949,65,"Class5",60.202,25.837,"O",78.813,71
50.559,28.816,29.466,16.198,89.368,NA,"Class2",42.175,34.257,"T",23.931,60
90.652,96.259,50.642,94.233,77.204,83,"Class5",70.441,39.137,"Y",78.264,64
66.496,71.125,5.214,22.266,69.301,41,"Class3",-7.265,47.445,"R",45.736,57
40.6,88.787,39.352,97.155,77.21,82,"Class5",18.439,42.392,"N",57.449,64
9.618,14.055,33.735,24.516,69.755,35,"Class2",59.757,34.959,"A",29.7,88
11.437,17.579,33.318,24.5,66.458,35,"Class2",31.499,49.732,"M",23.172,39
50.257,80.402,64.437,13.978,57.806,25,"Class4",25.548,88.904,"U",50.754,47
55.059,23.235,61.653,31.178,90.116,28,"Class4",20.075,93.751,"N",57.931,77
40.895,78.222,36.897,69.643,44.468,11,"Class1",71.007,39.893,"P",36.111,77
62.264,29.293,32.63,18.127,87.639,40,"Class2",69.782,47.343,"F",23.313,47
48.841,50.79,28.792,18.868,46.199,36,"Class2",54.782,40.447,"M",25.443,36
61.591,74.163,53.845,22.318,70.392,51,"Class3",22.358,49.361,"L",61.089,66
38.789,86.876,50.921,51.491,60.452,36,"Class1",51.622,34.245,"J",45.044,48
42.686,88.896,41.051,93.813,76.038,41,"Class5",46.351,50.39,"O",55.655,73
87.244,85.993,49.218,98.281,76.106,64,"Class5",68.688,14.046,"N",96.868,62
65.586,78.147,23.246,21.61,70.917,36,"Class3",29.412,48.085,"R",36.058,72
32.613,72.313,47.864,53.478,68.434,NA,"Class1",57.028,34.354,"C",37.918,35
NA,58.81,67.235,69.804,56.548,40,"Class1",56.176,54.988,"L",15.512,27
36.571,21.008,31.042,16.619,69.669,39,"Class2",50.757,43.211,"M",21.859,37
74.064,69.943,42.983,60.611,50.099,11,"Class1",53.816,53.234,"L",43.767,42
60.562,91.483,54.565,74.663,90.588,23,"Class4",29.364,98.824,"C",61.797,75
80.403,91.145,48.234,98.865,77.637,38,"Class5",57.559,20.355,"W",83.131,88
65.567,80.262,38.362,97.457,79.648,44,"Class5",43.107,17.172,"Y",59.855,70
88.506,65.835,46.819,82.678,53.234,48,"Class1",65.188,48.542,"C",9.82,56
56.608,42.584,53.347,39.481,60.405,27,"Class4",18.923,82.55,"T",60.748,29
83.855,67.954,48.765,96.266,79.318,60,"Class5",71.425,29.918,"O",90.582,92
70.403,99.925,37.443,99.244,79.456,63,"Class5",63.82,43.566,"Y",60.384,93
55.661,75.716,9.054,26.104,69.601,25,"Class3",51.987,49.855,"U",49.914,57
NA,22.449,31.101,19.024,71.227,37,"Class2",78.466,42.109,"A",29.349,38
NA,69.953,51.347,35.516,47.985,17,"Class4",16.712,86.356,"U",52.424,44
58.907,88.404,62.11,100.721,81.849,16,"Class4",28.135,90.978,"Y",48.726,66
46.829,76.551,33.675,26.248,69.516,54,"Class3",40.448,48.214,"L",22.553,64
42.809,12.082,29.685,28.093,76.375,39,"Class2",90.737,54.858,"T",30.301,83
46.235,80.453,71.459,60.14,55.967,28,"Class1",67.952,42.834,"P",26.125,29
61.06,27.789,32.623,23.142,65.163,36,"Class2",-6.574,60.572,"A",21.843,71
45.586,70.946,54.034,64.176,69.338,68,"Class1",51.425,58.294,"L",61.941,71
40.492,69.07,66.139,60.311,62.864,16,"Class1",67.697,60.997,"P",17.659,27
55.534,37.287,57.978,58.306,82.081,25,"Class4",27.35,84.72,"N",48.629,33
46.683,73,8.545,18.678,70.23,45,"Class3",35.296,48.861,"R",41.099,68
NA,78.875,55.072,22.302,70.49,52,"Class3",56.363,46.169,"D",35.767,83
69.927,66.99,70.94,62.946,57.474,46,"Class1",50.062,53.817,"J",53.306,68
28.591,20.612,29.845,16.75,93.758,40,"Class2",75.809,43.784,"A",28.183,38
43.232,86.292,60.034,42.642,59.773,17,"Class4",29.567,82.393,"T",53.223,25
45.041,78.89,75.428,64.573,63.582,5,"Class1",62.835,36.622,"P",59.527,53
47.983,58.971,53.238,59.982,83.48,23,"Class4",23.311,82.334,"T",58.495,30
64.98,66.334,46.603,32.876,64.919,16,"Class4",24.617,91.094,"U",56.748,54
62.978,38.835,61.704,82.773,92.465,29,"Class4",20.614,79.309,"C",42.128,79
33.978,26.802,28.828,23.815,75.245,38,"Class2",56.578,50.429,"K",25.852,62
60.675,32.522,29.808,24.584,73.841,35,"Class2",54.187,46.386,"F",25.614,47
56.252,62.156,62.527,90.01,55.447,29,"Class4",21.528,90.651,"Y",51.347,35
59.838,97.721,44.547,101.081,79.339,70,"Class5",39.984,22.255,"W",91.532,93
39.325,71.807,9.005,22.234,70.375,14,"Class3",18.288,46.679,"B",62.162,82
51.663,75.132,23.508,24.183,70.354,21,"Class3",26.727,48.367,"L",56.901,80
50.445,64.964,70.544,52.357,76.582,NA,"Class4",19.738,96.97,"U",62.818,17
15.21,67.51,48.342,90.961,78.693,67,"Class5",59.548,16.709,"E",73.031,87
69.309,35.019,32.817,13.21,63.931,35,"Class2",80.581,41.838,"F",28.837,17
45.945,59.445,44.233,65.337,71.571,64,"Class1",50.169,33.031,"P",12.392,28
39.737,27.858,31.08,25.33,93.606,40,"Class2",89.072,39.788,"A",28.131,33
30.352,41.548,31.206,20.988,73.515,39,"Class2",79.367,40.828,"K",24.231,65
39.414,27.635,28.196,21.957,60.207,35,"Class2",82.432,57.207,"T",22.237,84
41.842,71.524,60.516,52.159,67.8,22,"Class4",9.077,98.031,"C",44.137,45
54.456,11.169,28.162,25.301,97.449,37,"Class2",56.413,61.31,"A",29.507,17
NA,23.767,28.323,23.169,81.943,38,"Class2",53.232,37.914,"K",21.418,88
122.27,91.298,44.899,95.786,77.216,NA,"Class5",59.243,33.409,"Y",76.26,86
26.17,77.428,26.122,21.153,70.994,38,"Class3",53.53,48.507,"R",21.797,66
66.317,82.078,51.264,92.197,76.457,37,"Class5",59.249,18.007,"E",94.532,84
52.727,69.683,50.563,97.151,47.916,24,"Class4",16.74,89.258,"C",43.171,26
35.73,52.596,75.256,50.389,51.096,1,"Class1",64.533,45.796,"J",25.137,34
39.087,57.348,54.401,74.621,50.131,39,"Class1",58.822,43.589,"P",40.104,52
58.666,56.488,47.371,74.938,44.734,12,"Class1",56.683,51.116,"E",32.193,63
43.85,66.132,41.918,82.165,62.013,49,"Class1",58.09,41.749,"C",12.119,49
41.136,25.086,31.522,24.029,80.128,40,"Class2",63.927,59.781,"K",29.791,48
34.86,87.139,82.13,62.608,69.252,24,"Class1",49.934,64.214,"C",64.009,26
48.439,72.688,34.474,23.984,70.957,10,"Class3",24.783,47.591,"B",55.489,58
82.837,71.897,11.703,22.867,69.953,42,"Class3",39.896,46.28,"D",22.821,87
42.603,119.37,54.431,30.929,88.105,24,"Class4",18.788,80.863,"C",61.853,1
57.301,83.724,47.854,27.739,69.886,18,"Class4",13.037,81.954,"U",52.87,17
61.331,90.953,48.741,97.267,79.451,65,"Class5",65.646,30.606,"O",64.494,70
90.632,85.897,47.897,95.89,76.664,82,"Class5",74.392,13.747,"N",64.227,87
54.017,51.881,49.725,40.743,84.058,NA,"Class4",17.653,95.32,"T",52.306,38
56.636,85.015,63.161,76.881,63.832,14,"Class4",16.57,84.351,"Y",46.968,12
29.175,80.068,38.393,71.433,53.47,27,"Class1",69.486,64.619,"C",57.264,48
63.865,75.667,45.37,93.494,79.747,63,"Class5",52.437,30.122,"W",85.856,72
43.997,83.03,52.57,17.334,77.897,28,"Class4",18.191,89.429,"N",42.811,67
68.989,89.619,51.072,93.99,77.943,NA,"Class5",55.902,29.974,"O",93.706,62
38.148,65.63,59.62,65.178,49.705,2,"Class1",49.449,39.176,"L",28.357,56
48.921,66.04,34.352,84.984,53.142,54,"Class1",58.385,52.3,"E",37.19,34
52.658,36.615,46.463,24.738,91.371,25,"Class4",20.095,89.248,"T",61.569,48
48.096,32.653,64.306,60.415,42.029,29,"Class4",23.539,98.75,"U",44.244,21
68.208,74.396,58.09,20.748,69.618,10,"Class3",29.583,46.404,"L",54.054,76
55.115,77.279,51.333,80.41,54.011,16,"Class4",26.226,85.017,"N",58.926,64
NA,108.183,43.98,71.172,62.18,3,"Class1",57.278,64.141,"J",52.134,73
51.406,73.988,48.015,93.444,78.767,81,"Class5",59.415,33.061,"N",87.798,81
56.449,93.387,57.597,90.075,79.315,30,"Class4",27.093,92.836,"T",55.988,45
67.921,74.132,41.296,24.476,69.402,20,"Class3",10.072,48.832,"U",46.511,70
37.819,83.583,29.907,81.947,61.611,24,"Class1",59.601,37.644,"L",33.036,24
55.097,110.592,50.925,92.961,78.016,29,"Class5",74.12,12.274,"W",68.068,87
55.559,16.974,32.444,15.811,67.101,36,"Class2",66.731,53.336,"K",30.52,43
82.995,18.026,32.836,17.644,82.757,39,"Class2",83.726,40.372,"A",24.354,37
76.16,86.281,40.164,99.825,77.545,50,"Class5",57.544,27.215,"Y",59.273,82
40.799,74.86,19.272,20.656,70.632,15,"Class3",42.442,46.326,"B",57.245,61
78.201,19.676,33.697,25.15,84.357,37,"Class2",57.632,49.245,"M",22.33,25
47.681,70.489,29.065,20.562,70.823,46,"Class3",56.565,47.56,"B",16.019,72
52.754,98.621,39.866,95.833,79.408,73,"Class5",57.468,45.891,"Y",96.392,81
80.62,72.879,20.936,22.742,69.583,NA,"Class3",20.156,49.116,"B",48.308,70
58.729,22.724,65.441,57.805,60.05,22,"Class4",23.112,94.895,"U",43.401,1
NA,80.706,23.019,67.351,63.954,25,"Class1",65.03,56.534,"P",20.572,58
49.813,78.425,45.27,21.645,70.367,18,"Class3",31.543,48.031,"R",62.729,84
33.416,89.22,46.853,93.741,77.29,57,"Class5",76.36,45.016,"W",83.903,89
NA,59.269,62.676,62.101,70.68,18,"Class4",25.268,97.294,"U",52.898,74
66.413,79.714,40.642,97.876,77.394,78,"Class5",59.516,10.361,"O",59.169,67
83.59,72.563,34.267,22.038,70.389,21,"Class3",32.103,49.381,"D",34.443,66
36.295,67.517,42.938,20.745,70.944,54,"Class3",20.996,48.689,"U",39.516,82
42.032,78.33,34.515,58.212,45.117,52,"Class1",48.206,56.459,"C",34.917,56
35.876,43.403,75.286,60.588,49.94,68,"Class1",52.846,50.191,"L",36.567,45
37.134,105.154,39.395,99.276,79.756,74,"Class5",70.586,46.298,"N",81.759,93
51.58,90.91,48.688,45.201,81.165,19,"Class4",26.725,80.891,"Y",61.07,4
52.281,46.832,29.287,29.592,82.373,40,"Class2",68.612,40.681,"F",25.709,84
71.407,73.008,51.492,96.585,76.178,44,"Class5",82.347,48.301,"N",92.097,91
58.23,20.3,31.142,23.448,95.283,35,"Class2",70.591,62.941,"M",23.722,69
49.256,91.026,67.495,94.901,65.426,18,"Class4",10.531,87.968,"C",63.805,58
66.478,69.737,17.59,21.522,70.935,32,"Class3",49.407,48.483,"B",65.162,80
52.184,85.232,42.977,100.842,78.518,36,"Class5",35.791,19.165,"O",90.56,82
19.898,71.339,37.191,19.007,70.411,49,"Class3",44.74,47.748,"L",62.353,66
36.839,72.437,30.279,67.885,47.843,65,"Class1",52.441,44.884,"P",19.968,71
30.432,38.488,28.953,19.56,45.721,39,"Class2",101.637,34.914,"A",30.617,71
29.274,71.872,33.855,76.119,48.985,48,"Class1",65.237,57.843,"P",29.617,48
32.48,54.117,82.478,64.277,66.672,34,"Class1",43.847,62.976,"L",33.851,36
51.433,97.201,50.121,95.333,79.945,83,"Class5",50.9,32.843,"W",53.06,89
88.802,94.881,49.162,93.84,79.914,80,"Class5",86.049,11.026,"O",84.749,64
53.694,38.785,33.138,22.705,54.097,38,"Class2",30.689,58.914,"M",29.405,91
52.134,67.032,47.219,54.515,51.28,NA,"Class1",59.844,49.838,"C",38.868,76
25.365,24.102,30.462,19.588,51.397,35,"Class2",75.687,46.331,"A",22.543,68
67.208,71.335,20.798,23.912,69.725,8,"Class3",69.24,49.975,"D",42.24,57
66.025,70.407,48.041,95.614,77.23,49,"Class5",54.776,23.221,"W",78.433,77
39.36,62.782,38.213,93.275,77.775,75,"Class5",66.884,40.757,"E",89.762,88
42.743,73.932,36.986,80.243,54.133,45,"Class1",67.192,34.593,"L",54.963,55
64.254,78.295,39.216,95.402,77.531,66,"Class5",55.035,38.5,"O",72.034,66
65.389,90.898,78.914,54.602,64.273,NA,"Class1",52.122,54.516,"J",24.478,38
