"WMN1","YDZ2","JZW3","NDS4","NKL5","Output12","KBS6","GZQ7","ZFT8","PYC9"
50.511,68.77,21.509,49.606,71.929,"Class3",52.118,"H",25,19.491
21.953,4.243,49.436,51.055,1.053,"Class1",17.442,"S",43,62.614
30.681,62.789,36.614,39.305,64.938,"Class3",105.759,"P",32,17.653
77.719,43.892,45.637,59.608,61.777,"Class2",54.579,"L",55,98.942
74.513,41.143,53.838,81.858,69.506,"Class2",48.996,"H",46,98.648
39.658,16.816,27.063,30.196,67.304,"Class3",59.384,"F",29,12.61
28.779,25.279,81.766,67.901,2.896,"Class1",19.694,"O",38,61.94
69.68,73.947,41.937,61.931,51.406,"Class2",80.109,"H",63,99.062
28.862,31.018,48.232,29.019,1.901,"Class1",20.374,"W",48,69.093
82.618,49.22,44.905,55.135,37.413,"Class2",32.267,"L",58,98.879
64.638,69.81,40.818,60.462,54.718,"Class2",41.163,"J",51,99.088
69.686,46.282,48.884,72.117,53.181,"Class2",71.396,"L",64,98.777
NA,17.48,84.422,49.445,1.415,"Class1",27.116,"U",39,59.195
NA,23.664,44.54,64.29,3.068,"Class1",17.182,"U",43,60.596
29.423,21.284,37.286,9.374,3.651,"Class1",3.865,"S",54,65.538
29.452,12.561,50.436,25.113,2.287,"Class1",14.88,"O",36,70.767
31.911,4.564,70.559,75.139,2.812,"Class1",14.759,"O",50,60.787
25.276,26.439,52.882,81.853,2.178,"Class1",39.574,"S",45,66.964
67.811,49.651,42.163,61.377,52.007,"Class2",79.186,"H",59,99.247
7.053,45.516,17.855,65.124,56.425,"Class3",62.305,"T",29,17.511
14.468,19.118,49.368,-16.378,2.329,"Class1",7.322,"O",52,63.081
73.183,57.135,44.686,68.653,69.775,"Class2",34.754,"S",60,99.231
14.84,21.589,22.993,45.053,66.255,"Class3",51.557,"X",23,16.496
64.316,44.396,43.881,49.382,69.216,"Class2",32.975,"L",65,100.095
63.04,16.007,24.618,44.798,61.04,"Class3",55.225,"H",27,20.655
67.993,64.187,53.95,84.717,58.845,"Class2",61.689,"S",59,99.784
35.103,7.401,23.821,19.514,54.752,"Class3",58.186,"X",34,19.017
26.424,11.996,53.657,93.393,1.517,"Class1",33.118,NA,42,59.356
64.245,52.837,44.978,93.097,43.59,"Class2",61.631,"N",64,99.093
32.515,24.179,28.475,44.554,59.667,"Class3",51.07,NA,26,26.677
56.117,26.948,25.589,33.271,51.403,"Class3",45.63,"H",34,17.015
64.082,72.717,45.766,82.628,47.764,"Class2",50.699,"H",50,98.72
31.534,83.499,23.376,25.88,55.277,"Class3",123.795,"T",32,13.947
70.826,46.32,32.823,72.29,69.05,"Class2",82.327,"J",65,98.713
72.864,58.516,46.382,51.031,52.879,"Class2",88.675,"N",48,99.64
14.471,10.38,19.967,38.096,1.394,"Class1",39.681,"S",48,66.631
49.373,57.874,33.969,32.054,57.827,"Class3",42.465,NA,33,11.555
18.672,28.312,16.948,60.3,2.435,"Class1",19.054,"O",35,62.132
NA,59.948,19.683,36.911,51.404,"Class3",69.373,"X",33,9.777
16.891,29.921,39.467,27.517,2.232,"Class1",26.352,"O",38,63.761
72.255,67.979,33.213,56.507,44.201,"Class2",57.896,"J",53,100.325
79.532,47.978,36.318,60.28,61.174,"Class2",57.626,"L",65,99.882
17.024,44.659,19.615,11.989,49.34,"Class3",71.331,"H",24,15.721
17.813,5.032,63.952,97.995,2.976,"Class1",35.702,"W",35,69.583
19.085,28.074,46.214,56.142,2.123,"Class1",17.253,"U",56,60.576
19.682,8.965,17.987,45.028,72.516,"Class3",41.75,"H",23,13.085
23.544,53.473,26.64,45.332,63.054,"Class3",47.367,"H",28,17.492
80.153,55.906,36.902,53.307,70.98,"Class2",29.028,"H",48,98.373
33.609,32.539,28.695,61.971,3.157,"Class1",34.606,"U",43,64.064
81.346,70.366,55.441,64.507,55.254,"Class2",77.213,"H",49,99.035
8.638,73.48,30.321,32.569,55.836,"Class3",69.719,"P",26,16.295
83.751,78.481,50.856,76.755,33.308,"Class2",84.718,"N",61,99.476
65.664,51.924,30.642,47.744,57.271,"Class3",30.425,"P",34,18.03
29.957,15.814,36.125,78.132,2.687,"Class1",37.083,"S",41,67.455
43.346,58.95,25.361,69.189,71.156,"Class3",43.778,"T",24,21.182
14.028,33.484,50.388,43.457,2.427,"Class1",39.895,"O",36,65.692
24.473,17.705,9.455,60.679,1.942,"Class1",9.11,"S",52,66.315
69.534,40.866,36.49,65.631,39.269,"Class2",16.629,"S",55,99.493
29.194,22.948,36.389,34.358,3.987,"Class1",54.33,"W",52,61.405
20.764,9.628,43.791,53.624,2.03,"Class1",14.181,"U",42,63.245
NA,76.289,58.444,78.844,59.818,"Class2",-5.096,"N",44,98.705
78.481,62.769,41.014,54.861,49.982,"Class2",3.71,"N",47,99.048
65.996,69.522,28.875,44.088,59.747,"Class3",65.095,"P",34,20.099
79.477,47.073,51.327,67.304,60.646,"Class2",39.668,"S",52,98.982
74.21,42.469,42.202,46.284,66.712,"Class2",50.384,"J",66,98.403
17.106,5.963,60.772,52.941,1.93,"Class1",14.809,"S",35,61.864
62.087,79.799,27.755,35.702,66.702,"Class3",58.158,"F",28,14.42
79.28,43.136,44.401,62.643,39.99,"Class2",20.03,"S",55,99.807
19.963,17.362,41.519,75.286,1.321,"Class1",13.829,"O",50,60.206
29.041,9.832,22.688,49.48,2.632,"Class1",20.587,"W",34,68.516
63.305,60.71,45.891,80.312,39.049,"Class2",55.136,"L",55,99.422
85.401,51.147,51.17,52.349,52.517,"Class2",27.601,NA,45,99.842
75.702,62.169,39.263,63.933,41.204,"Class2",46.359,"L",59,99.504
54.38,62.61,36.723,44.837,61.537,"Class3",13.536,"T",32,17.733
39.542,67.61,35.818,43.922,52.01,"Class3",36.688,"P",31,15.234
16.453,28.123,29.185,89.937,3.451,"Class1",5.451,"O",50,63.376
17.44,29.144,52.644,30.853,2.461,"Class1",12.569,"S",49,57.678
22.396,30.766,66.872,43.389,1.936,"Class1",48.209,"O",53,59.316
26.126,83.862,27.454,37.564,65.099,"Class3",63.231,"F",28,18.486
72.594,41.755,39.188,34.544,58.255,"Class2",31.738,"N",49,98.273
66.062,49.897,36.94,80.333,57.438,"Class2",27.595,"L",43,100.167
38.135,68.182,17.081,27.149,63.882,"Class3",23.076,"X",34,12.315
67.717,79.758,28.744,5.693,61.197,"Class3",89.441,"X",33,19.04
80.288,61.673,58.193,59.996,69.562,"Class2",36.603,"N",45,98.68
18.855,33.646,21.444,58.151,2.984,"Class1",-0.083,"S",38,63.346
48.464,51.762,28.473,26.51,62.558,"Class3",51.732,"T",30,11.927
62.608,62.401,45.572,40.938,57.855,"Class3",80.471,"F",31,10.018
29.441,13.104,66.058,69.467,3.255,"Class1",25.68,"O",45,67.337
63.491,46.144,42.73,70.368,32.177,"Class2",18.005,NA,49,98.077
21.589,15.896,46.156,96.796,2.095,"Class1",25.263,"W",36,61.237
29.981,28.175,19.232,32.547,3.658,"Class1",24.029,"O",55,61.431
68.773,42.071,40.069,63.558,32.669,"Class2",55.905,"L",60,97.992
16.498,17.823,3.867,46.396,1.757,"Class1",23.638,"Q",52,64.374
24.296,21.081,20.871,72.793,1.934,"Class1",35.826,"S",42,68.613
76.692,76.549,52.499,55.065,68.524,"Class2",59.663,"H",66,99.237
75.444,58.985,47.682,75.811,42.749,"Class2",12.389,"S",66,99.357
50.918,32.36,27.522,60.187,64.323,"Class3",64.949,"T",31,5.985
19.026,13.797,42.018,74.95,3.216,"Class1",20.477,"U",35,60.303
69.344,56.465,38.873,45.563,40.037,"Class2",16.3,"L",61,99.737
NA,48.322,23.004,38.994,71.001,"Class3",71.37,"T",25,20.018
69.73,45.249,50.793,60.277,32.705,"Class2",25.277,"J",42,98.831
19.168,21.598,86.67,56.79,2.049,"Class1",32.016,"U",42,63.662
68.066,54.506,36.308,61.939,32.796,"Class2",51.679,"S",66,99.729
58.6,72.122,46.039,37.011,55.945,"Class3",73.629,"T",35,23.797
25.79,32.253,47.11,41.05,1.804,"Class1",26.183,"W",56,68.904
80.041,61.24,46.863,49.019,45.148,"Class2",34.199,NA,54,97.831
27.065,15.839,33.685,48.612,49.338,"Class3",88.533,"X",23,19.901
30.633,57.283,17.081,33.223,50.252,"Class3",66.911,"F",26,16.677
28.015,11.541,45.793,21.365,3.886,"Class1",34.209,"U",34,62.902
81.347,45.15,37.828,83.676,54.044,"Class2",49.775,"N",53,98.755
13.033,47.828,24.398,65.219,59.19,"Class3",66.322,"P",31,29.434
15.546,23.062,43.528,24.474,1.147,"Class1",26.917,"S",54,66.802
79.056,54.702,55.727,60.719,33.346,"Class2",-4.039,"S",63,98.303
23.184,19.065,4.404,66.924,2.09,"Class1",25.988,"W",56,56.746
22.495,74.225,19.056,69.265,58.618,"Class3",34.864,"P",34,26.77
73.35,48.193,43.061,50.891,35.368,"Class2",77.177,"S",47,99.705
29.036,12.314,53.738,58.585,2.884,"Class1",15.579,"O",57,63.969
NA,25.749,41.857,56.012,64.931,"Class3",101.636,"X",26,14.184
23.329,33.072,56.315,26.51,3.557,"Class1",20.825,"S",37,64.475
25.545,10.412,55.039,48.88,1.096,"Class1",21.446,"Q",54,58.111
35.013,71.344,27.525,39.814,52.382,"Class3",83.221,"T",32,8.751
34.151,26.375,38.232,42.351,67.475,"Class3",34.887,"H",30,16.842
15.319,7.831,34.292,-5.722,1.267,"Class1",30.746,"Q",50,63.084
60.557,24.981,13.922,34.748,58.833,"Class3",42.189,"H",31,17.54
28.51,11.982,92.06,54.15,1.952,"Class1",17.957,"W",54,59.775
14.496,5.494,18.422,27.154,1.502,"Class1",38.443,"O",41,59.602
29.359,23.946,38.07,6.484,2.387,"Class1",13.348,"U",55,64.572
60.274,17.859,20.03,37.947,50.791,"Class3",45.487,"P",35,18.851
61.968,23.014,23.973,30.891,60.047,"Class3",23.437,"X",26,13.996
82.977,59.238,52.121,74.415,67.999,"Class2",44.749,"J",64,98.298
68.929,62.042,36.198,55.266,66.603,"Class2",60.205,"J",58,97.936
39.296,50.193,25.578,37.817,53.767,"Class3",55.663,"T",32,14.58
70.704,48.445,42.951,37.629,44.09,"Class2",33.479,"J",59,99.502
66.028,51.141,44.577,45.896,44.146,"Class2",56.842,"N",58,99.948
31.348,22.57,53.929,40.282,1.143,"Class1",14.419,"S",38,67.696
67.579,58.91,46.443,81.743,71.785,"Class2",10.742,"N",63,100.903
34.605,78.434,29.118,37.701,70.288,"Class3",22.283,"P",23,22.688
19.256,18.907,30.413,41.605,55.412,"Class3",30.486,"F",27,17.567
40.625,31.402,25.397,63.827,64.283,"Class3",43.167,"H",34,15.997
69.146,8.075,13.574,2.928,60.45,"Class3",51.806,"H",23,16.897
62.472,46.789,40.166,65.589,50.582,"Class2",63.494,"N",62,99.44
61.66,28.331,37.265,61.38,49.206,"Class3",47.553,"X",31,14.556
69.939,75.205,32.309,40.91,44.126,"Class2",38.489,"N",63,99.736
65.614,7.222,19.377,14.519,68.589,"Class3",67.09,"T",25,13.279
37.725,63.09,36.964,53.351,71.167,"Class3",-18.161,"T",34,8.997
66.622,59.005,36.425,69.26,60.259,"Class3",61.206,"T",28,24.949
80.983,53.182,51.766,70.355,67.31,"Class2",40.368,"J",58,97.997
26.682,18.006,71.808,48.602,3.589,"Class1",27.926,"U",50,63.63
NA,34.843,100.067,67.32,2.44,"Class1",25.896,"O",50,62.32
64.002,60.831,38.104,55.454,66.546,"Class2",60.624,"L",51,99.982
67.833,61.292,37.457,69.509,63.273,"Class2",46.912,"S",54,98.308
NA,79.367,11.566,51.011,56.868,"Class3",68.382,"X",26,22.397
24.254,28.091,24.924,55.61,72.128,"Class3",60.948,"P",32,12.558
48.285,65.587,34.78,17.675,50.867,"Class3",70.658,"P",29,12.878
79.631,52.221,52.07,68.375,61.265,"Class2",63.828,"J",60,99.221
31.939,16.473,62.3,53.096,3.006,"Class1",40.538,"S",42,62.551
31.643,12.223,22.472,82.751,1.672,"Class1",10.59,"O",55,61.004
57.218,56.066,9.043,46.576,54.603,"Class3",53.687,"F",30,11.046
80.847,61.493,37.427,68.041,62.23,"Class2",39.578,"N",46,99.03
35.869,19.557,21.012,34.522,66.97,"Class3",55.179,"X",27,13.269
71.132,52.091,36.023,50.28,39.174,"Class2",80.231,"J",65,97.835
25.157,7.541,47.697,34.18,1.238,"Class1",1.923,"S",51,66.987
49.375,30.738,20.308,19.253,56.937,"Class3",71.702,"X",26,17.295
47.587,75.519,34.429,51.672,68.907,"Class3",41.161,"T",31,13.985
80.78,64.009,51.183,69.821,70.993,"Class2",45.924,"H",66,99.289
84.053,47.206,45.425,57.446,62.5,"Class2",-4.592,"N",46,99.304
14.779,20.979,47.921,56.087,1.085,"Class1",7.87,"W",57,62.943
19.479,14.487,88.463,64.334,3.925,"Class1",34.558,"U",52,62.421
75.885,41.851,46.953,89.7,70.269,"Class2",58.106,"L",66,98.795
29.066,30.023,19.1,76.585,58.538,"Class3",91.64,"H",23,24.811
32.095,4.549,30.243,24.739,1.257,"Class1",28.274,NA,41,63.058
24.591,12.956,59.947,45.167,2.186,"Class1",37.328,"S",48,57.405
15.975,4.411,12.317,68.634,1.478,"Class1",34.162,"U",41,60.667
26.769,7.476,0.421,86.919,3.623,"Class1",18.541,"S",34,70.076
82.747,57.43,56.271,66.436,58.359,"Class2",12.411,"H",50,99.658
83.862,45.967,48.674,63.473,41.732,"Class2",36.862,"S",53,98.543
17.838,33.342,50.366,79.965,1.679,"Class1",21.026,"U",48,62.353
76.614,78.895,38.948,66.873,67.972,"Class2",56.163,"S",54,99.517
63.089,66.907,55.96,47.32,44.524,"Class2",63.158,"H",60,98.244
41.471,41.085,34.929,42.35,50.288,"Class3",35.227,"H",34,13.553
50.922,11.385,32.456,11.82,67.633,"Class3",41.572,"H",34,12.517
77.664,52.476,44.224,47.186,66.342,"Class2",73.761,"J",59,98.727
58.809,78.324,38.187,37.012,60.923,"Class3",21.036,"T",31,14.011
20.726,28.502,35.828,59.036,1.129,"Class1",21.236,"Q",57,61.656
16.107,35.506,43.303,56.98,66.187,"Class3",61.859,"T",28,17.166
22.792,29.127,72.612,48.359,2.492,"Class1",26.671,"Q",39,72.324
81.516,41.846,50.674,71.699,71.901,"Class2",43.466,"N",49,99.643
73.257,45.982,38.416,69.483,54.889,"Class2",52.682,"S",60,99.009
47.601,74.747,35.234,37.421,64.827,"Class3",28.392,"H",28,21.804
9.125,58.909,21.373,41.33,62.264,"Class3",78.22,"X",24,16.335
NA,57.761,41.193,66.904,60.769,"Class2",47.907,"H",53,99.542
56.761,27.043,21.857,34.579,66.946,"Class3",81.404,"T",27,16.718
84.75,65.338,43.789,57.531,71.044,"Class2",39.989,"H",46,97.885
18.554,18.988,53.579,49.669,2.489,"Class1",38.502,"O",45,62.673
14.724,21.823,22.158,32.4,62.842,"Class3",87.359,"F",34,12.441
31.914,28.28,87.729,50.034,2.31,"Class1",25.639,"W",53,58.119
33.428,9.367,45.435,22.268,3.698,"Class1",27.655,"Q",48,61.349
25.623,6.048,22.333,19.753,66.088,"Class3",73.935,NA,26,20.075
28.697,8.819,13.506,61.071,3.487,"Class1",24.597,"O",54,62.127
54.148,77.285,23.11,40.568,59.676,"Class3",61.157,"H",27,20.469
71.857,60.711,35.602,57.598,34.13,"Class2",62.405,"J",51,98.678
8.903,27.814,26.477,27.891,59.034,"Class3",43.568,"F",27,11.572
44.514,79.48,18.725,14.509,68.037,"Class3",34.239,"P",31,19.356
27.809,61.788,24.887,41.433,51.091,"Class3",45.545,"P",35,7.306
50.243,18.529,21.455,26.162,50.467,"Class3",11.648,"X",32,13.494
33.58,4.286,65.546,60.647,3.424,"Class1",32.097,"O",36,67.073
65.875,74.348,56.954,36.968,69.948,"Class2",6.812,"N",51,98.793
26.319,13.409,51.949,87.824,3.799,"Class1",19.019,"W",36,59.339
14.891,15.616,83.369,69.367,3.934,"Class1",26.256,"S",42,59.224
23.24,7.442,51.219,51.059,1.62,"Class1",31.213,"O",55,63.35
71.798,50.211,43.045,47.254,55.613,"Class2",72.541,"J",52,99.919
28.692,42.941,28.235,29.826,64.661,"Class3",28.089,"H",24,22.797
17.117,32.534,71.41,23.668,1.04,"Class1",31.512,"S",56,68.072
83.9,40.544,35.045,60.909,43.68,"Class2",30.982,"J",65,98.526
17.194,31.695,8.946,25.517,3.997,"Class1",20.529,"O",54,68.361
31.083,17.991,41.527,21.956,2.976,"Class1",13.26,"Q",55,63.752
25.673,31.947,41.077,52.883,3.491,"Class1",28.232,"Q",49,63.31
19.783,20.422,34.401,36.937,60.908,"Class3",86.486,"H",24,15.909
21.378,28.192,56.738,32.032,2.847,"Class1",7.858,"W",38,66.125
31.908,36.011,7.735,32.258,52.933,"Class3",62.762,NA,23,21.17
76.542,53.494,43.005,54.253,59.959,"Class2",30.186,"J",50,98.642
NA,55.647,54.287,53.842,44.309,"Class2",39.251,NA,49,98.989
62.81,34.296,25.612,48.024,70.629,"Class3",55.388,"F",28,19.683
32.639,15.714,26.636,39.06,55.008,"Class3",15.006,"T",31,16.026
17.316,14.18,64.525,102.897,2.898,"Class1",24.903,"O",34,61.422
29.74,10.61,42.903,44.971,2.062,"Class1",32.446,"Q",46,61.465
38.168,67.349,21.164,27.917,64.064,"Class3",67.508,"X",34,19.817
51.841,10.931,25.42,15.276,49.4,"Class3",69.897,"X",24,21.076
20.532,17.882,30.976,3.018,2.42,"Class1",24.854,"U",36,62.286
49.263,30.612,18.127,49.237,51.787,"Class3",52.471,"F",27,19.038
66.691,17.194,30.607,26.061,51.391,"Class3",9.587,"F",31,12.434
43.835,8.464,18.819,22.196,58.778,"Class3",90.629,"T",33,12.871
64.743,47.473,62.537,63.849,71.2,"Class2",49.814,"J",50,99.79
66.973,58.187,41.962,98.941,59.658,"Class2",81.805,"S",57,99.563
65.639,80.54,27.834,48.653,59.107,"Class3",42.897,"T",31,13.269
39.711,7.294,29.157,56.105,54.108,"Class3",54.465,"H",27,13.493
9.053,80.245,39.342,31.558,50.881,"Class3",45.368,"H",35,19.801
75.87,51.616,54.365,44.12,45.952,"Class2",55.602,"N",64,98.834
23.574,71.296,23.796,19.855,64.621,"Class3",59.028,"T",28,13.491
26.679,5.183,63.959,-2.196,1.204,"Class1",27.023,"O",53,59.049
77.091,59.477,54.362,65.218,40.414,"Class2",57.276,"H",59,98.947
62.818,40.403,48.669,77.451,48.5,"Class2",-6.281,"H",64,99.408
28.886,45.777,25.602,37.751,57.556,"Class3",74.956,"X",25,17.254
33.213,14.232,37.56,44.209,1.943,"Class1",30.894,"S",50,64.003
50.744,76.591,35.541,47.751,59.498,"Class3",58.364,"X",29,18.057
20.664,53.456,24.674,36.593,69.933,"Class3",49.405,"H",33,12.363
22.69,15.195,16.203,33.224,2.721,"Class1",21.648,"W",43,62.117
29.406,21.467,36.459,40.285,50.049,"Class3",14.38,"F",25,17.303
64.831,51.07,45.788,70.856,68.352,"Class2",38.945,"H",65,99.261
18.829,7.468,39.387,32.225,2.342,"Class1",24.973,"Q",55,70.139
NA,64.328,39.972,47.288,54.253,"Class2",61.331,"S",55,99.85
22.611,22.827,46.272,93.373,3.689,"Class1",25.497,"O",50,65.159
27.24,12.265,58.041,28.596,2.059,"Class1",28.19,NA,45,64.939
65.915,54.151,42.843,51.697,38.749,"Class2",100.447,"S",51,99.862
81.053,43.987,41.878,52.237,67.389,"Class2",36.024,"N",57,99.412
25.868,34.891,65.014,53.198,1.163,"Class1",32.639,"S",56,61.523
22.101,42.914,26.586,16.783,71.295,"Class3",23.035,"H",24,19.098
56.668,73.936,25.138,39.834,50.331,"Class3",70.014,"P",33,9.452
15.821,11.576,28.508,42.142,61.681,"Class3",14.63,"X",28,17.812
80.123,65.326,41.921,47.474,48.405,"Class2",101.98,"N",57,98.201
76.775,56.025,49.241,60.088,52.957,"Class2",32.829,"H",61,99.526
26.368,76.758,36.724,26.261,51.309,"Class3",110.763,"H",33,15.044
21.338,6.785,23.684,20.79,1.154,"Class1",35.624,"W",57,63.183
14.272,19.891,93.978,58.987,1.454,"Class1",12.041,"S",41,61.874
16.208,63.765,20.235,68.602,70.706,"Class3",80.319,"T",26,10.46
34.102,7.305,34.398,42.065,72.279,"Class3",63.735,"T",32,15.933
20.573,13.855,73.759,67.996,1.161,"Class1",29.971,"Q",51,62.075
28.891,21.418,76.142,58.016,3.007,"Class1",33.152,"W",40,64.099
NA,71.477,43.565,20.982,40.114,"Class2",95.887,NA,56,97.695
78.363,42.799,40.343,66.384,69.77,"Class2",-0.588,"S",57,98.865
29.146,24.507,21.209,57.763,3.933,"Class1",24.502,"O",34,64.477
33.414,12.614,30.543,96.332,3.174,"Class1",18.109,"S",39,62.057
35.031,21.813,28.544,68.316,62.171,"Class3",41.645,"P",33,21.432
72.131,54.147,47.267,64.666,33.69,"Class2",25.07,"J",43,99.315
56.86,32.173,41.893,9.646,53.032,"Class3",72.199,"P",25,15.539
45.537,82.552,28.067,71.849,53.873,"Class3",27.766,"P",25,18.638
31.847,62.257,32.824,44.531,58.425,"Class3",47.381,"X",29,19.756
25.355,13.049,9.682,13.976,67.576,"Class3",87.305,"X",30,16.299
13.573,45.559,22.526,38.139,55.263,"Class3",47.887,NA,33,15.578
28.772,69.506,24.286,39.517,65.231,"Class3",34.197,"F",29,15.92
76.07,44.78,54.429,45.528,41.113,"Class2",38.529,"J",54,99.281
47.144,29.138,19.757,51.588,70.19,"Class3",92.046,"H",24,19.14
37.76,65.779,24.333,61.806,52.474,"Class3",40.544,"P",32,13.355
42.307,44.439,35.279,25.763,54.284,"Class3",46.567,"P",28,8.297
32.944,24.953,51.079,26.236,3.356,"Class1",23.86,"U",53,59.781
63.201,68.704,51.334,75.253,54.825,"Class2",33.387,"S",60,99.178
78.895,52.578,63.02,58.067,51.237,"Class2",81.262,"J",65,98.97
9.158,21.049,45.165,31.237,71.814,"Class3",51.774,"P",30,15.051
84.705,46.313,49.309,55.612,44.528,"Class2",33.549,"H",51,99.567
62.797,61.457,48.245,62.986,41.773,"Class2",34.735,"L",54,99.828
14.841,5.963,27.03,81.041,3.104,"Class1",21.116,"W",43,69.328
54.214,67.442,33.03,47.929,67.683,"Class3",43.98,"T",26,15.915
20.738,78.112,14.284,42.945,58.117,"Class3",28.232,"X",27,18.38
75.606,47.541,40.961,54.422,37.233,"Class2",21.284,"N",58,97.988
72.294,50.016,51.115,64.456,60.894,"Class2",89.871,"J",61,98.417
29.45,13.974,75.926,59.597,2.325,"Class1",29.198,"Q",51,64.211
17.784,21.257,39.265,77.035,2.024,"Class1",11.054,"Q",46,63.063
64.999,71.016,27.932,30.063,54.262,"Class3",85.359,"F",30,25.097
30.827,6.863,41.892,101.652,1.181,"Class1",25.012,"Q",56,61.321
73.595,69.837,37.128,76.675,66.043,"Class2",54.652,NA,61,100.566
72.343,56.745,31.325,47.841,67.295,"Class2",61.625,"H",66,98.999
25.283,9.212,49.905,45.256,3.461,"Class1",19.888,"W",44,67.841
24.9,4.564,44.382,40.151,3.918,"Class1",14.963,NA,47,61.223
70.981,56.656,11.013,56.76,69.391,"Class3",69.145,"P",26,22.069
81.147,50.706,39.167,41.328,60.631,"Class2",62.605,"J",66,100.126
18.825,16.859,41.235,28.001,3.494,"Class1",11.054,"Q",53,58.531
49.529,78.953,18.586,48.3,64.143,"Class3",42.668,NA,31,18.894
17.222,68.011,17.892,39.804,58.613,"Class3",112.988,"X",24,16.209
14.934,33.181,34.636,55.082,1.601,"Class1",22.053,"W",38,64.857
27.262,13.925,44.18,58.415,1.593,"Class1",36.75,"S",46,62.418
NA,30.88,20.551,105.937,3.792,"Class1",24.835,"O",37,60.845
69.009,30.911,19.215,32.007,49.456,"Class3",23.812,"X",35,15.442
82.264,53.138,38.32,82.464,47.453,"Class2",64.939,"J",58,100.144
10.995,37.475,19.829,38.028,59.639,"Class3",60.802,"P",29,16.002
66.078,74.299,41.678,57,68.402,"Class2",94.011,"S",54,98.629
35.882,50.362,21.525,30.513,71.259,"Class3",52.379,"H",34,14.571
21.854,4.693,39.676,90.398,3.998,"Class1",28.135,"O",38,51.046
31.648,9.015,27.331,58.54,2.062,"Class1",31.611,"O",54,63.547
46.413,66.501,42.53,38.629,50.055,"Class3",35.871,"P",31,16.969
51.116,14.679,35.142,38.521,63.119,"Class3",70.428,"P",27,22.309
62.589,56.812,47.773,61.681,60.909,"Class2",33.379,NA,43,99.037
69.024,45.605,51.925,74.201,55.884,"Class2",55.522,NA,58,99.805
84.419,41.99,55.182,56.026,63.882,"Class2",49.811,"N",44,99.215
64.343,43.326,50.431,47.165,37.938,"Class2",77.558,"H",65,100.095
50.152,18.123,33.42,42.612,54.263,"Class3",71.903,"P",31,13.601
48.344,33.018,32.44,45.819,58.203,"Class3",57.125,"T",24,13.132
23.167,33.5,58.616,15.053,3.24,"Class1",11.162,"S",47,57.32
58.323,15.21,22.995,61.868,65.788,"Class3",29.535,"F",33,10.024
24.221,32.168,109.839,34.886,2.965,"Class1",25.965,"W",52,64.031
21.3,10.579,50.607,39.21,1.856,"Class1",19.053,"S",51,68.744
68.687,69.69,44.564,92.52,43.961,"Class2",49.218,"J",56,99.274
17.212,26.323,22.976,41.136,68.015,"Class3",37.562,"X",28,13.514
68.38,72.741,43.779,58.019,52.856,"Class2",65.984,NA,53,99.319
20.557,30.43,35.039,67.56,2.15,"Class1",33.135,"S",51,65.923
NA,24.205,44.212,25.915,57.169,"Class3",77.527,"X",25,16.011
83.337,75.102,34.745,52.293,67.401,"Class2",25.583,"H",64,99.597
32.853,46.568,31.176,15.776,52.778,"Class3",95.273,"X",33,19.873
9.747,32.09,15.552,13.687,59.452,"Class3",45.796,"P",33,14.285
22.692,22.958,40.989,53.572,3.749,"Class1",29.676,"S",38,67.737
24.251,17.102,90.116,80.559,2.647,"Class1",25.779,"Q",44,63.1
28.298,31.556,28.958,25.36,70.932,"Class3",40.245,"H",33,6.703
NA,32.577,34.729,54.673,64.608,"Class3",54.892,"P",25,13.87
NA,25.834,28.518,47.98,3.919,"Class1",28.713,"U",41,66.486
28.079,31.207,37.067,74.178,3.683,"Class1",26.375,"W",46,65.8
7.541,51.429,27.687,34.612,62.948,"Class3",41.596,"T",28,18.324
8.866,77.481,24.746,53.3,52.723,"Class3",78.822,"H",25,19.636
19.947,9.616,38.587,1.207,3.712,"Class1",33.265,"S",47,67.41
70.771,47.745,32.33,78.606,53.02,"Class2",48.679,"N",62,98.156
30.433,7.887,86.021,35.223,2.007,"Class1",20.289,"Q",42,65.924
15.342,29.841,61.503,91.361,2.885,"Class1",21.004,"W",39,60.623
NA,9.843,53.486,61.349,1.828,"Class1",27.34,"O",53,67.859
18.179,9.773,52.766,33.407,3.529,"Class1",27.583,"W",43,59.1
65.543,50.034,49.061,69.858,33.961,"Class2",51.795,"J",44,98.606
15.466,33.828,29.905,20.49,65.903,"Class3",45.434,"H",25,9.41
16.282,29.891,23.172,57.588,1.712,"Class1",19.328,"W",34,69.686
66.926,70.345,50.339,64.905,55.833,"Class2",23.933,"H",45,98.968
32.235,35.594,37.806,42.962,67.791,"Class3",57.677,"P",34,15.654
23.027,14.871,36.589,42.383,3.784,"Class1",26.197,"W",55,63.885
60.721,40.893,24.642,15.499,62.327,"Class3",39.269,"T",31,14.217
14.244,9.386,29.005,62.445,1.75,"Class1",0.7,"U",38,63.37
70.391,10.125,31.66,42.076,56.621,"Class3",59.406,"X",31,16.463
47.132,45.153,13.501,42.357,62.592,"Class3",70.591,"X",31,16.276
70.755,48.336,46.384,75.957,31.036,"Class2",29.225,NA,46,97.809
67.054,60.521,29.386,41.485,63.352,"Class3",75.774,"F",32,24.148
5.983,27.624,15.343,62.076,54.599,"Class3",85.52,"T",28,20.02
11.642,53.087,33.091,47.496,63.894,"Class3",60.852,"H",24,18.542
