"ZMX1","DEG2","RQT3","FKX4","XYN5","Output27","DGT6","HIA7","MIP8","WYH9","GBC10"
28.736,91.372,77.784,69,85.234,"Class1","D",73.977,14.7,75.132,57.007
55.698,75.791,42.268,80,33.91,"Class3","N",44.218,18.281,23.717,81.722
57.441,68.468,43.734,20,35.689,"Class3","D",51.096,16.82,26.862,65.378
55.639,44.609,42.182,69,40.534,"Class3","N",43.257,21.367,26.517,91.717
44.048,53.863,40.349,56,36.156,"Class3","H",42.126,16.92,22.351,43.304
38.978,71.368,46.867,47,56.18,"Class4","D",16.982,50.176,36.425,4.843
8.499,92.963,94.642,69,85.732,"Class1","B",83.517,31.46,56.592,44.639
49.361,85.887,42.856,65,32.036,"Class3","N",34.635,20.633,24.021,45.875
57.448,65.927,44.117,31,22.943,"Class3","R",53.092,20.306,23.37,74.675
77.448,44.972,36.645,41,49.98,"Class2","R",89.997,38.22,89.53,85.574
28.965,91.636,52.44,70,87.819,"Class1","O",86.423,74.154,90.479,46.447
77.525,41.559,26.119,73,68.045,"Class2","Y",74.598,36.821,82.968,83.272
77.53,41.089,35.639,43,26.084,"Class2","L",59.051,48.821,90.937,77.116
7.293,89.822,46.536,70,81.663,"Class1","M",25.971,7.674,90.651,34.348
43.679,12.15,39.995,76,33.032,"Class4","D",32.6,33.852,13.198,9.191
77.498,46.61,26.865,66,53.567,"Class2","L",67.908,45.38,76.124,85.034
66.653,42.416,41.389,76,29.114,"Class3","N",43.928,18.802,26.157,71.092
77.188,42.016,33.178,42,52.159,"Class2","M",75.679,19.907,90.045,80.701
30.646,69.165,48.326,89,32.614,"Class4","C",34.28,31.821,24.276,14.02
35.156,35.265,31.988,42,53.236,"Class4","Z",15.741,46.174,19.936,13.864
11.104,89.088,58.507,69,86.11,"Class1","O",73.998,27.726,57.267,67.314
15.867,88.107,102.913,69,81.917,"Class1","B",81.05,13.783,56.912,61.768
13.24,91.626,79.684,70,84.927,"Class1","B",62.055,8.547,75.805,40.069
51.664,9.948,8.088,76,25.754,"Class4","Z",31.405,55.515,17.122,12.339
77.196,45.216,30.224,80,37.552,"Class2","Y",76.563,35.591,88.549,85.989
53.765,79.306,41.373,14,27.788,"Class3","N",39.598,16.346,24.758,81.613
32.256,89.308,64.247,70,86.194,"Class1","G",61.159,6.979,76.096,36.208
47.704,21.934,43.115,21,29.905,"Class3","D",59.725,22.629,23.862,77.772
15.109,89.713,47.432,70,80.72,"Class1","M",26.169,57.097,84.22,30.225
18.015,90.332,63.294,71,NA,"Class1","B",71.352,40.322,58.443,56.138
36.299,32.242,42.735,50,49.538,"Class3","S",51.685,21.588,25.455,50.742
46.518,74.184,75.515,23,42.39,"Class4","Z",34.626,34.881,30.996,1.193
72.834,61.353,44.956,38,50.489,"Class3","D",34.494,16.753,23.426,77.011
31.39,31.977,-9.183,46,15.989,"Class4","Z",21.763,48.002,20.509,9.525
58.976,71.927,38.241,91,63.596,"Class4","D",42.433,55.885,25.424,10.671
15.877,89.224,61.691,70,84.071,"Class1","B",19.506,23.243,59.838,29.941
49.988,75.753,43.672,63,37.215,"Class3","N",34.422,16.525,23.409,75.309
42.658,58.699,39.842,80,52.148,"Class4","O",48.887,44.106,11.405,7.534
77.765,43.1,26.063,84,29.674,"Class2","N",65.678,11.628,81.192,85.908
52.744,69.131,43.005,60,42.435,"Class3","N",43.996,16.165,23.247,104.68
0.579,92.143,15.084,70,85.08,"Class1","D",74.649,53.778,64.51,27.457
77.652,45.861,28.159,38,44.922,"Class2","L",66.38,45.306,84.901,65.127
77.375,45.948,41.776,52,36.857,"Class2","L",82.149,36.51,93.111,84.921
47.252,22.386,42.449,48,54.65,"Class4","C",33.151,51.336,12.16,5.807
64.375,46.813,43.44,82,32.062,"Class3","S",40.397,18.175,22.376,71.854
62.398,76.115,40.87,88,24.712,"Class4","N",38.387,51.66,17.249,16.39
77.457,45.418,27.029,80,27.823,"Class2","L",91.675,44.666,77.759,84.008
34.275,73.914,12.026,76,39.965,"Class4","O",30.142,40.098,11.569,5.835
77.704,46.014,36.37,40,52.821,"Class2","L",57.434,49.621,85.564,71.063
77.642,43.006,28.777,62,47.171,"Class2","L",85.02,19.123,97.494,72.509
56.765,26.155,8.223,65,41.355,"Class4","D",36.218,39.301,16.846,9.538
7.062,89.687,71.32,69,87.24,"Class1","O",55.563,62.534,94.941,54.128
56.904,56.043,40.144,15,42.821,"Class3","H",38.949,19.765,26.362,32.596
41.663,20.106,-0.848,61,27.524,"Class4","O",42.094,26.326,19.595,13.257
77.568,42.979,34.136,79,44.802,"Class2","R",57.879,29.947,76.122,103.078
14.869,91.959,60.387,71,86.37,"Class1","O",24.906,61.396,84.173,39.673
35.68,23.183,43.44,77,NA,"Class3","R",56.973,22.39,26.942,52.381
58.575,34.872,8.254,35,33.403,"Class4","Z",28.967,28.305,16.529,10.849
34.921,68.077,25.581,53,60.371,"Class4","C",44.165,29.877,11.309,12.795
77.158,42.716,29.721,49,36.395,"Class2","L",75.609,35.163,87.467,80.434
34.868,37.896,56.79,53,62.673,"Class4","C",42.34,50.238,15.599,-0.675
77.491,43.307,35.054,78,37.985,"Class2","Y",87.345,20.444,96.205,85.682
77.024,45.2,37.122,47,39.67,"Class2","M",79.286,51.076,NA,74.326
77.929,43.179,31.889,56,63.551,"Class2","N",55.112,20.979,92.732,82.442
62.54,60.068,17.736,76,42.661,"Class4","C",38.068,51.853,24.474,12.798
77.535,44.353,26.667,42,22.654,"Class2","L",55.74,27.834,76.852,70.314
12.987,23.432,45.341,63,40.723,"Class3","S",55.192,18.182,25.362,84.216
43.899,57.901,3.416,90,40.912,"Class4","O",20.081,50.103,NA,14.908
77.612,42.219,32.05,72,52.751,"Class2","M",62.546,39.751,90.433,90.009
38.821,53.897,41.563,58,42.847,"Class3","S",48.619,20.129,26.407,51.786
77.325,41.683,35.029,45,57.291,"Class2","R",71.963,51.344,87.075,87.204
77.727,42.991,31.613,37,40.051,"Class2","N",55.633,14.65,85.339,76.822
77.829,42.506,33.515,84,17.993,"Class2","M",92.454,23.739,92.854,79.015
49.476,6.242,14.265,97,31.893,"Class4","O",28.342,39.946,21.205,14.562
77.682,46.846,33.584,62,39.391,"Class2","L",61.64,22.948,78.197,92.165
27.254,15.591,14.821,26,25.701,"Class4","N",24.85,51.946,NA,7.018
80.365,63.59,46.782,69,NA,"Class3","R",34.65,20.503,26.797,59.508
77.33,43.866,34.876,34,42.517,"Class2","Y",81.877,18.601,78.649,74.388
11.848,92.459,45.807,70,85.953,"Class1","D",50.258,80.042,70.025,53.917
77.556,43.067,28.243,57,28.284,"Class2","Y",56.541,50.177,79.909,77.758
77.779,46.624,31.585,43,41.926,"Class2","Y",83.47,27.755,84.239,73.089
41.398,23.329,-2.022,64,41.703,"Class4","N",49.664,37.046,15.285,1.859
51.938,90.882,53.885,71,88.488,"Class1","D",45.124,76.334,87.38,40.624
77.549,43.617,32.03,79,14.416,"Class2","M",82.572,45.652,85.886,96.717
77.443,41.212,31.538,68,30.814,"Class2","L",79.931,15.658,97.13,91.259
34.728,59.498,13.003,58,57.324,"Class4","C",39.572,41.766,16.275,9.755
33.663,43.423,44.999,20,39.923,"Class3","D",35.377,18.517,23.868,54.54
77.301,44.243,27.876,86,NA,"Class2","R",84.083,29.71,87.666,97.285
1.759,92.081,108.823,71,87.498,"Class1","G",9.869,53.399,74.584,61.538
20.52,90.839,59.913,71,83.291,"Class1","O",40.364,76.492,NA,53.88
77.456,45.989,28.878,64,32.931,"Class2","Y",73.924,30.473,78.74,79.308
-13.924,89.75,91.617,71,83.495,"Class1","D",28.051,66.389,80.367,42.266
52.615,85.174,42.398,44,43.858,"Class3","S",34.711,17.872,22.687,67.099
47.468,48.6,29.388,93,59.825,"Class4","O",30.293,39.254,22.461,15.504
22.293,89.273,91.384,69,85.461,"Class1","M",37.635,15.965,66.09,36.472
49.086,28.55,39.384,59,45.833,"Class4","N",28.303,39.176,19.072,11.933
49.886,21.237,41.702,77,41.743,"Class4","D",28.174,27.242,26.806,13.52
77.782,45.486,36.143,63,27.454,"Class2","Y",63.308,33.068,97.01,88.301
77.916,46.654,35.137,50,63.498,"Class2","Y",72.945,17.376,NA,88.403
77.826,43.365,33.772,61,31.37,"Class2","L",92.514,46.412,79.369,95.105
10.31,91.725,46.596,69,88.797,"Class1","G",26.175,49.444,91.101,49.826
35.881,66.598,13.236,47,45.814,"Class4","N",19.124,35.509,18.66,9.127
66.382,66.912,44.661,65,38.603,"Class3","N",55.831,21.485,24.701,57.748
7.461,88.932,50.912,71,87.906,"Class1","B",74.708,24.988,54.375,61.344
28.288,91.079,79.112,70,86.223,"Class1","B",13.186,81.383,59.306,62.763
76.472,46.668,35.348,84,55.894,"Class2","M",66.409,43.858,89.402,70.378
31.404,48.128,8.529,94,50.513,"Class4","Z",29.619,37.488,12.47,10.806
77.197,41.926,37.012,32,50.247,"Class2","L",61.335,16.385,93.111,92.899
23.213,64.142,51.22,78,39.606,"Class4","C",27.56,28.541,12.151,10.775
37.124,8.97,41.332,46,58.917,"Class4","N",15.962,39.767,15.026,8.774
77.398,44.297,30.412,58,37.113,"Class2","M",55.311,46.258,NA,90.615
77.331,41.04,37.656,83,21.509,"Class2","R",64.663,31.273,80.289,84.049
77.704,46.807,29.134,39,70.966,"Class2","R",80.472,36.979,84.37,84.199
37.46,42.698,41.667,63,41.371,"Class3","D",48.341,22.613,22.942,69.871
49.336,88.739,46.392,69,85.834,"Class1","M",66.82,36.233,67.487,53.208
77.276,41.351,39.878,57,65.913,"Class2","L",86.857,22.296,93.952,62.832
20.343,89.28,49.268,69,86.541,"Class1","B",33.786,17.498,54.132,57.941
75.668,76.86,40.663,85,35.266,"Class3","S",60.289,20.786,25.33,96.142
77.519,45.382,25.984,68,23.751,"Class2","Y",65.421,19.143,96.105,86.289
48.823,61.372,45.859,77,42.111,"Class3","D",42.977,19.945,26.444,82.772
77.298,41.633,35.272,61,NA,"Class2","N",79.606,35.308,90.893,86.023
78.35,45.695,38.753,50,23.93,"Class2","M",88.562,40.354,86.241,78.008
32.513,42.756,37.941,50,31.813,"Class4","D",25.321,32.977,18.99,13.73
43.735,88.555,43.665,69,84.29,"Class1","B",24.918,62.689,87.444,46.622
25.702,29.795,18.391,55,51.024,"Class4","N",32.915,52.563,19.832,6.861
77.948,45.202,26.129,72,37.634,"Class2","Y",62.449,22.315,89,88.335
77.288,44.196,36.162,49,NA,"Class2","Y",58.57,26.144,97.851,96.104
38.578,64.924,38.63,70,NA,"Class4","C",20.617,37.748,17.7,11.565
77.45,43.047,28.565,79,30.403,"Class2","N",70.002,48.62,85.857,78.232
13.012,91.889,25.039,71,82.8,"Class1","O",84.269,47.573,72.837,57.946
67.188,25.831,38.739,30,39.593,"Class3","H",41.005,21.808,22.013,81.459
48.397,25.007,17.048,67,9.45,"Class4","D",21.979,31.471,28.164,8.942
65.095,56.897,43.119,21,46.922,"Class3","R",44.881,20.957,22.173,109.928
77.646,46.738,28.278,84,22.745,"Class2","N",78.522,20.332,NA,82.036
45.989,54.399,36.663,59,60.376,"Class4","C",44.046,43.452,20.27,9.311
40.853,70.035,-0.709,57,43.911,"Class4","O",21.159,44.07,23.998,10.477
76.437,42.608,28.155,50,57.387,"Class2","R",80.966,28.688,87.045,84.825
60.136,46.563,44.513,40,34.697,"Class3","N",50.627,22.716,23.815,80.93
40.887,42.765,25.926,89,21.307,"Class4","C",15.841,43.051,10.099,15.148
20.099,16.075,-2.468,29,28.86,"Class4","C",16.787,55.418,12.387,6.711
10.71,20.454,42.221,80,30.358,"Class3","N",54.173,19.053,26.478,94.254
42.409,90.369,48.87,69,89.734,"Class1","G",12.924,15.754,83.859,23.326
10.685,91.254,75.662,70,86.276,"Class1","G",33.174,72.027,88.689,33.483
77.053,42.166,39.467,49,28.205,"Class2","M",86.308,31.219,93.026,88.075
77.888,45.212,31.294,71,32.133,"Class2","L",87.884,50.912,87.219,107.59
23.849,18.964,-4.181,37,29.932,"Class4","O",24.476,36.806,25.121,9.506
70.333,69.266,41.771,66,37.638,"Class3","R",43.318,19.493,23.978,94.016
26.925,91.162,78.892,70,83.56,"Class1","M",44.103,15.101,73.16,31.92
23.726,88.669,40.092,70,83.04,"Class1","G",47.279,35.366,92.001,53.228
55.066,49.432,40.951,54,30.85,"Class3","S",60.705,20.784,24.857,94.002
53.726,38.441,44.792,18,41.835,"Class3","S",38.411,22.362,22.155,76.63
6.882,92.648,83.997,70,87.921,"Class1","M",27.515,22.835,94.368,50.282
21.591,31.373,60.866,70,53.441,"Class4","C",36.481,47.752,21.634,8.732
34.251,67.616,36.747,26,50.105,"Class4","O",36.506,32.275,35.862,9.144
77.124,43.724,38.013,33,35.474,"Class2","L",65.509,29.502,94.358,72.041
79.808,64.926,41.21,83,46.37,"Class3","R",39.155,16.721,24.514,75.533
32.902,55.307,39.051,61,45.316,"Class4","N",17.18,28.306,21.48,9.477
76.778,45.945,33.708,47,30.107,"Class2","R",71.31,14.223,91.208,77.955
48.6,52.341,0.876,89,34.781,"Class4","D",38.163,47.306,21.107,8.743
27.595,71.745,41.621,63,55.114,"Class4","N",46.923,43.657,19.268,11.896
19.082,27.638,24.29,62,54.572,"Class4","N",17.373,32.712,21.741,10.941
15.802,88.71,57.011,69,86.498,"Class1","B",65.869,45.209,86.164,56.679
39.685,31.522,43.415,45,39.289,"Class3","R",55.891,19.558,25.49,98.262
22.57,89.889,33.597,70,88.021,"Class1","G",84.091,68.825,55.358,48.14
28.146,88.725,85.371,70,82.588,"Class1","D",57.675,17.976,56.294,59.846
77.529,46.292,32.024,42,57.917,"Class2","N",65.279,22.968,97.865,68.846
7.844,88.747,41.291,71,82.676,"Class1","G",58.699,56.482,77.271,28.359
45.984,45.022,43.489,47,30.154,"Class4","D",37.71,39.655,12.8,14.718
77.261,45.487,33.951,59,50.903,"Class2","R",82.988,50.955,97.905,82.232
68.418,83.737,40.416,20,NA,"Class3","R",53.471,17.747,23.445,77.762
40.139,67.356,43.299,84,32.1,"Class3","R",41.677,17.815,24.31,61.54
37.682,40.887,54.402,71,26.385,"Class4","C",18.899,30.217,30.827,9.833
49.339,29.661,41.95,47,28.651,"Class3","R",44.639,18.904,24.318,67.964
22.306,19.164,13.21,62,44.329,"Class4","N",48.484,47.603,15.477,16.247
73.882,32.009,41.685,54,42.165,"Class3","H",55.854,19.964,23.654,59.027
16.104,9.747,45.689,83,29.476,"Class4","C",42.689,48.69,12.628,13.851
38.878,86.72,41.556,17,34.03,"Class3","R",51.417,18.633,22.715,59.332
14.91,92.344,61.269,70,86.823,"Class1","M",62.264,30.718,81.124,37.69
21.58,82.546,37.861,17,41.766,"Class3","H",46.891,18.798,23.269,100.898
12.427,89.917,83.734,70,91.353,"Class1","D",69.638,27.669,80.103,37.788
25.967,75.291,50.874,90,50.884,"Class4","D",14.987,52.189,35.508,6.355
42.238,51.309,45.285,61,38.081,"Class3","N",42.224,21.903,23.476,101.112
23.291,92.78,68.073,69,85.353,"Class1","G",34.731,45.302,59.722,46.206
50.536,26.369,31.983,56,46.566,"Class4","N",19.151,55.125,23.175,4.385
61.11,71.045,45.589,31,33.334,"Class3","R",58.853,21.985,26.337,94.681
77.985,44.657,37.354,58,9.9,"Class2","M",87.75,47.911,93.805,97.718
77.175,42.999,26.162,37,28.599,"Class2","Y",55.214,14.485,77.471,76.693
30.015,49.222,-6.837,44,29.311,"Class4","Z",41.709,51.313,30.891,13.196
77.104,45.914,37.495,37,57.654,"Class2","L",87.464,30.98,82.074,86.414
77.292,43.769,31.389,73,63.822,"Class2","N",71.618,24.422,79.593,80.354
26.726,90.595,51.541,70,NA,"Class1","D",11.067,45.572,61.983,54.674
30.246,90.121,64.729,70,84.031,"Class1","O",72.462,70.746,84.374,50.801
23.79,55.084,43.874,51,46.387,"Class3","H",39.239,19.646,26.982,67.457
67.258,40.485,37.579,64,29.527,"Class3","S",54.75,21.64,23.544,106.7
27.308,48.484,35.198,26,55.906,"Class4","N",19.654,50.202,NA,8.427
24.074,92.01,86.433,70,84.998,"Class1","M",53.539,53.919,77.992,47.427
7.883,89.406,67.309,71,84.923,"Class1","G",13.26,36.871,77.883,46.13
30.843,91.78,83.954,70,83.63,"Class1","O",32.625,62.745,57.149,45.252
77.518,42.114,31.607,63,49.584,"Class2","R",91.312,52.272,80.419,91
39.769,89.358,55.305,69,84.652,"Class1","M",39.344,38.991,NA,65.115
10.039,91.275,21.068,69,84.586,"Class1","B",41.393,44.916,53.682,55.053
44.766,92.861,92.202,70,85.081,"Class1","G",75.795,54.006,73.242,52.923
77.344,46.932,32.525,32,40.913,"Class2","N",89.578,35.548,77.018,64.469
25.163,75.616,22.575,98,63.681,"Class4","N",25.406,52.096,26.516,4.19
62.23,49.726,40.917,51,39.264,"Class3","R",46.855,17.725,26.86,92.998
78.031,42.452,38.313,85,32.409,"Class2","Y",70.602,16.977,95.176,84.022
58.824,82.305,31.786,72,40.179,"Class4","O",36.801,41.39,17.54,8.572
77.224,44.483,31.44,84,28.02,"Class2","N",59.826,46.353,85.13,81.634
77.696,42.55,32.005,42,50.714,"Class2","L",56.558,24.53,80.984,91.682
16.826,92.938,49.066,70,82.427,"Class1","M",66.294,35.97,89.198,46.975
77.808,45.831,29.135,38,48.768,"Class2","Y",61.081,41.182,87.179,66.338
77.413,41.939,32.653,82,21.443,"Class2","N",56.767,16.807,91.335,89.82
77.434,41.108,38.01,87,41.139,"Class2","N",77.629,24.587,97.512,73.466
29.64,62.136,36.38,84,74.849,"Class4","N",38.657,47.506,27.13,5.722
21.245,88.552,54.629,70,84.434,"Class1","M",69.984,69.796,62.188,53.54
12.726,88,22.988,69,85.018,"Class1","O",51.972,51.8,57.083,68.175
55.774,80.669,42.442,28,53.947,"Class3","H",60.498,19.09,24.351,71.431
77.463,42.693,33.426,38,40.502,"Class2","Y",83.772,32.308,95.631,69.067
76.85,43.425,43.833,46,24.173,"Class3","N",59.657,17.927,23.333,56.048
17.087,91.838,40.075,71,81.299,"Class1","G",37.118,43.521,83.897,36.584
-1.019,88.427,12.823,70,83.993,"Class1","M",70.608,39.266,68.065,56.218
45.376,80.256,38.277,15,32.81,"Class3","S",55.987,16.041,26.587,81.452
48.466,75.389,44.748,61,40.489,"Class3","N",49.159,20.587,26.501,92.693
35.556,80.806,39.638,79,NA,"Class3","H",55.763,17.807,24.981,78.652
47.677,48.408,15.023,92,54.193,"Class4","C",26.858,35.871,32.886,12.541
5.224,92.51,76.432,70,NA,"Class1","O",20.231,54.012,76.434,62.507
29.573,92.472,77.678,70,84.935,"Class1","G",49.688,24.833,93.205,46.017
12.429,89.247,61.864,70,87.642,"Class1","B",52.013,67.795,94.753,49.037
39.965,55.436,42.259,20,36.589,"Class3","D",44.453,21.225,26.41,53.421
45.355,70.695,42.669,46,29.126,"Class3","N",56.233,16.632,23.524,75.275
44.485,54.986,11.984,35,39.385,"Class4","N",35.679,32.16,33.007,15.048
68.903,53.383,41.102,23,31.154,"Class3","D",53.52,17.27,23.989,74.682
32.347,38.858,45.389,13,40.561,"Class3","R",43.202,22.727,NA,46.946
78.145,42.934,33.224,52,52.565,"Class2","Y",63.098,48.687,78.524,82.743
52.445,67.847,44.212,24,35.188,"Class3","D",38.029,16.416,26.884,62.17
11.607,88.101,56.289,70,85.296,"Class1","B",9.697,62.669,66.452,54.859
52.021,31.419,38.711,70,68.713,"Class4","D",38.551,29.127,34.002,7.38
17.908,89.732,81.505,69,83.359,"Class1","M",65.536,57.191,60.998,44.951
10.845,92.175,65.495,71,85.342,"Class1","G",9.352,28.034,79.586,39.296
52.511,10.741,47.974,53,47.391,"Class4","Z",24.911,54.079,15.424,10.195
77.324,44.607,35.011,39,71.93,"Class2","M",70.184,34.741,79.945,87.617
24.928,69.671,28.905,67,40.184,"Class4","C",31.323,31.437,21.413,8.357
77.872,41.44,28.795,44,74.937,"Class2","Y",68.712,13.221,88.325,82.14
65.154,74.726,44.61,58,39.374,"Class3","S",46.713,22.086,24.796,60.026
44.801,71.327,30.957,52,63.518,"Class4","D",49.075,32.209,NA,8.632
77.628,42.147,31.671,63,36.773,"Class2","M",70.362,44.444,91.179,87.594
50.114,89.917,37.694,59,42.326,"Class3","R",43.204,19.685,25.105,72.251
48.194,64.521,43.733,22,39.227,"Class3","N",59.173,21.778,26.034,81.801
77.412,41.555,33.634,51,29.986,"Class2","Y",79.101,25.422,76.92,88.91
78.674,34.717,40.727,58,39.728,"Class3","N",57.984,16.861,26.454,59.333
35.407,52.108,60.125,26,37.73,"Class4","O",37.236,27.496,36.438,5.929
77.982,43.25,33.502,54,57.158,"Class2","Y",65.371,17.959,NA,76.206
12.916,90.8,109.687,70,85.403,"Class1","G",67.804,51.031,68.511,35.626
22.259,91.496,31.579,71,82.776,"Class1","O",13.18,21.207,86.333,47.699
26.677,92.773,53.369,71,88.794,"Class1","O",80.285,7.261,54.009,41.547
41.306,52.637,17.239,70,47.902,"Class4","O",49.531,30.028,31.019,6.268
77.613,45.086,28.9,70,38.186,"Class2","Y",79.577,30.573,85.937,80.276
57.85,67.367,42.04,72,35.889,"Class3","H",56.116,21.456,23.09,103.097
55.606,20.139,38.476,42,38.819,"Class3","R",58.664,16.561,26.242,61.687
28.12,57.931,35.764,55,58.977,"Class4","N",38.878,28.782,20.805,11.832
77.448,41.798,32.678,82,41.438,"Class2","L",91.371,48.22,97.252,80.827
10.496,58.799,33.918,72,32.723,"Class4","Z",24.458,48.818,36.491,9.14
14.207,89.098,72.945,70,84.765,"Class1","D",60.64,73.948,72.47,72.969
9.4,90.099,46.496,71,83.194,"Class1","G",45.115,64.943,82.093,36.449
16.944,92.546,40.613,71,81.94,"Class1","O",81.194,19.025,89.088,53.093
41.846,44.194,25.681,83,41.67,"Class4","D",18.035,55.287,22.941,7.725
77.786,41.451,31.434,83,64.833,"Class2","Y",57.385,36.891,80.291,68.204
13.56,92.364,25.043,71,86.491,"Class1","B",73.792,42.175,93.523,41.76
-6.396,90.849,58.271,69,88.08,"Class1","B",48.335,9.872,76.902,46.038
77.625,45.798,33.912,42,59.558,"Class2","Y",71.113,27.837,82.867,84.124
78.33,42.113,28.353,80,22.488,"Class2","Y",56.359,12.86,86.506,80.035
77.146,41.994,36.611,59,16.51,"Class2","R",64.603,53.364,83.452,86.58
53.286,79.264,45.02,51,35.413,"Class4","Z",27.665,48.405,NA,9.612
12.26,91.113,40.013,69,84.839,"Class1","G",59.57,63.58,65.856,51.317
43.54,54.338,36.837,57,56.862,"Class4","D",22.215,36.296,24.695,14.555
77.442,46.296,32.613,45,NA,"Class2","Y",72.601,47.448,82.33,85.876
77.917,43.657,26.703,75,NA,"Class2","M",84.593,52.288,76.804,84.607
77.141,45.433,32.145,89,39.286,"Class2","L",73.31,49.945,97.168,70.274
37.51,36.77,45.637,22,43.203,"Class3","H",46.883,17.114,24.963,88.747
19.027,90.756,92.855,70,86.449,"Class1","M",75.018,66.063,NA,33.249
65.145,80.309,41.78,60,39.057,"Class3","S",36.362,20.924,22.923,64.093
77.509,45.409,31.792,73,NA,"Class2","R",67.408,17.556,86.121,77.183
78.27,43.861,36.353,83,56.852,"Class2","L",81.633,43.838,77.618,88.091
77.672,46.139,33.028,74,26.214,"Class2","N",74.175,54.139,83.379,79.422
31.697,70.015,41.488,46,38.404,"Class3","D",43.101,18.863,23.199,81.746
77.684,42.239,35.785,44,NA,"Class2","R",69.063,33.831,79.887,90.278
52.837,65.44,58.754,96,39.88,"Class4","O",20.018,39.651,NA,7.023
48.766,75.935,44.112,82,NA,"Class3","S",48.641,17.616,25.797,52.815
77.205,45.607,29.052,57,48.394,"Class2","Y",88.426,33.34,80.788,85.934
77.77,46.219,27.941,45,29.823,"Class2","M",68.629,32.03,91.709,67.824
-5.555,89.493,78.747,70,86.818,"Class1","O",14.449,82.141,61.297,62.877
19.96,91.016,61.939,70,85.244,"Class1","D",85.703,56.992,63.838,43.625
27.541,76.156,56.605,69,60.04,"Class4","D",16.391,41.622,32.64,2.226
43.459,83.992,46.514,35,43.194,"Class3","D",53.208,20.481,23.111,74.535
46.457,16.22,-16.215,80,42.391,"Class4","C",35.429,31.23,12.745,10.233
13.175,92.062,61.007,71,82.916,"Class1","D",63.798,46.779,53.514,55.185
47.939,37.757,66.942,42,30.39,"Class4","Z",27.236,48.606,33.12,6.007
77,44.7,36.636,90,44.005,"Class2","L",70.492,47.408,NA,103.465
29.99,88.077,105.971,70,85.141,"Class1","G",31.219,23.209,56.261,42.922
26.116,42.526,41.514,41,45.199,"Class3","D",60.805,22.123,26.634,65.807
16.733,15.687,25.591,73,43.991,"Class4","Z",12.742,46.457,31.957,11.737
46.49,26.386,15.109,62,49.135,"Class4","Z",47.631,52.423,21.106,6.602
35.22,58.169,5.339,36,43.693,"Class4","O",43.654,42.58,13.763,10.863
45.358,91.451,54.322,69,84.875,"Class1","O",9.747,22.84,85,52.404
76.646,45.079,38.228,80,54.487,"Class2","R",90.645,28.024,96.689,81.463
10.613,92.359,68.642,71,88.44,"Class1","G",86.776,41.893,85.042,65.902
77.674,42.183,33.168,34,63.827,"Class2","N",92.84,46.132,82.803,67.805
32.908,35.145,45.66,70,36.047,"Class3","N",51.65,17.414,26.006,72.152
10.555,88.974,9.842,71,85.477,"Class1","G",14.96,74.43,91.722,36.286
40.195,8.043,54.249,22,47.652,"Class4","N",22.065,44.581,13.391,15.645
56.634,7.49,20.845,80,42.568,"Class4","D",27.109,49.871,27.463,16.779
12.901,91.497,28.446,71,86.181,"Class1","M",85.018,77.88,78.05,68.883
78.146,44.705,32.535,70,31.742,"Class2","Y",80.039,38.912,88.904,83.428
46.523,17.048,70.64,60,31.043,"Class4","C",49.603,49.131,13.762,10.911
50.015,56.054,44.094,26,41.349,"Class3","S",46.98,17.601,22.233,78.979
28.71,19.663,29.443,43,52.202,"Class4","N",32.139,46.383,26.345,9.397
20.966,90.536,34.735,69,83.159,"Class1","M",82.411,73.75,92.293,58.303
5.91,90.244,72.146,71,81.972,"Class1","D",51.78,8.195,84.72,42.373
39.254,27.807,40.738,41,34.498,"Class3","S",55.069,17.596,26.392,90.247
77.249,43.617,28.334,90,57.942,"Class2","L",92.917,48.727,NA,78.318
5.518,89.71,51.266,70,85.411,"Class1","O",36.95,47.576,80.645,49.996
77.645,44.86,25.238,59,37.704,"Class2","N",61.475,22.329,78.722,96
44.775,22.851,38.981,53,18.817,"Class4","D",36.727,31.965,19.857,16.15
33.845,54.991,45.836,37,45.56,"Class3","S",43.917,21.137,23.778,16.905
45.265,39.264,42.556,37,31.933,"Class3","H",60.388,21.596,26.368,98.796
44.472,72.233,54.266,32,53.334,"Class4","D",14.138,30.574,28.446,5.116
46.014,40.673,42.437,83,36.816,"Class3","D",42.411,21.525,24.071,92.07
77.088,44.65,35.671,58,60.794,"Class2","M",87.754,15.124,NA,92.704
77.48,46.548,33.088,47,33.71,"Class2","L",69.069,53.339,85.376,102.148
47.25,64.894,46.739,52,59.914,"Class4","N",35.006,42.436,35.544,11.248
51.985,7.259,-1.8,24,45.049,"Class4","Z",49.97,55.697,35.405,11.929
20.22,62.852,15.86,49,47.951,"Class4","O",38.558,42.044,30.64,12.444
50.197,22.669,37.695,34,NA,"Class3","H",43.122,17.651,24.705,68.938
77.495,41.88,32.988,86,23.34,"Class2","N",57.798,14.289,88.378,92.07
77.434,46.517,39.013,90,41.299,"Class2","Y",55.561,15.653,82.982,104.485
28.254,92.783,71.616,70,87.7,"Class1","M",12.927,49.121,86.352,52.609
11.722,90.723,62.949,71,85.836,"Class1","O",47.05,69.702,93.544,43.71
54.238,71.847,31.11,65,54.252,"Class4","C",34.903,38.372,27.356,10.773
15.016,90.259,56.784,69,86.302,"Class1","D",82.103,74.919,73.276,53.572
