"RVM1","WRJ2","XBE3","Output19","QPJ4","QET5","BQX6","EZA7","WEP8","RMF9","GZF10","LAG11"
50.909,39,89.399,"Class2",72.72,26.839,"C",45.894,68.467,49.279,86.114,"I"
30.863,88,21.42,"Class1",49.352,84.261,"Q",82.302,27.302,97.297,46.276,"B"
71.593,59,89.372,"Class2",75.649,20.529,"K",25.914,54.783,46.505,69.591,"L"
23.352,57,23.638,"Class1",38.583,88.393,"S",82.474,31.289,97.674,51.954,"U"
55.659,83,25.713,"Class1",17.954,77.186,"G",81.606,1.007,100.2,48.265,"L"
67.419,27,89.041,"Class2",77.06,25.898,"T",34.737,80.342,56.336,71.636,"I"
46.632,49,89.819,"Class2",69.788,25.728,"K",26.202,39.825,58.451,68.524,"K"
49.525,76,23.355,"Class1",16.847,80.99,"P",81.351,28.789,98.297,49.961,"L"
68.275,87,26.183,"Class1",29.109,65.939,"S",81.478,20.478,96.018,52.282,"H"
35.845,75,89.577,"Class2",74.42,13.95,"C",22.479,71.994,52.406,84.045,"K"
80.949,28,89.21,"Class2",69.132,40.822,"K",40.111,46.459,44.493,69.459,"G"
25.164,71,26.904,"Class1",28.725,91.063,"G",NA,9.035,100.529,32.285,"L"
12.693,50,17.574,"Class1",53.129,86.783,"G",82.981,32.324,96.39,63.477,"X"
48.413,69,28.434,"Class1",25.239,92.444,"Q",81.14,32.496,97.133,64.375,"L"
35.736,92,19.014,"Class1",42.191,81.11,"G",81.549,24.379,97.184,19.85,"B"
47.246,39,89.217,"Class2",75.639,23.468,"I",31.724,29.288,52.891,87.298,"K"
19.559,73,22.621,"Class1",44.716,62.902,"T",82.73,11.213,98.284,57.633,"B"
58.503,26,89.59,"Class2",65.188,41.682,"R",32.838,46.265,56.243,86.678,"L"
60.103,65,24.065,"Class1",30.561,80.746,"T",81.324,11.578,100.199,42.582,"X"
27.864,60,20.091,"Class1",31.121,72.529,"G",81.037,12.547,99.708,72.537,"L"
17.227,48,15.662,"Class1",36.792,68.926,"T",81.414,12.55,97.737,70.21,"U"
77.752,51,89.643,"Class2",71.782,46.654,"T",21.882,45.056,53.126,61.022,"G"
44.909,55,89.917,"Class2",75.333,18.399,"C",36.811,56.159,46.113,85.164,"G"
44.483,81,20.404,"Class1",37.228,53.489,"Q",82.553,13,99.666,64.527,"L"
62.108,88,16.207,"Class1",40.655,76.087,"P",81.653,14.162,99.382,38.853,"L"
46.743,23,89.392,"Class2",59.409,62.424,"I",38.541,25.127,52.802,81.801,"K"
31.81,36,89.876,"Class2",77.705,31.491,"I",41.985,24.621,40.227,55.588,"H"
36.843,76,23.802,"Class1",54.28,82.573,"P",81.502,5.608,99.956,44.46,"H"
59.54,79,89.233,"Class2",69.985,53.517,"C",44.004,78.529,39.609,86.845,"K"
56.22,75,25.433,"Class1",33.146,79.846,"P",82.289,18.071,98.109,53.917,"H"
68.021,28,89.289,"Class2",64.657,47.827,"R",25.273,21.756,42.131,NA,"I"
13.599,30,89.598,"Class2",79.878,3.594,"I",48.26,42.474,49.702,84.997,"I"
81.556,22,89.63,"Class2",75.039,4.858,"R",33.329,60.049,43.645,NA,"H"
37.264,57,21.634,"Class1",33.727,44.119,"Q",81.254,16.842,99.517,32.139,"B"
27.953,53,89.481,"Class2",72.656,36.122,"T",40.145,47.89,50.577,87.49,"H"
26.582,32,89.098,"Class2",58.659,16.137,"C",19.398,35.525,48.055,NA,"K"
52.462,18,89.5,"Class2",62.233,32.302,"R",50.343,39.543,43.311,58.668,"G"
66.535,48,89.307,"Class2",55.166,44.179,"T",50.382,89.853,40.144,NA,"I"
9.825,47,89.305,"Class2",70.945,51.696,"C",41.469,63.973,45.922,90.303,"H"
96.743,49,16.211,"Class1",38.854,51.044,"T",81.892,24.403,96.874,58.353,"H"
47.102,37,89.352,"Class2",84.482,67.325,"C",32.615,56.986,40.497,92.981,"I"
46.24,54,21.012,"Class1",43.477,71.507,"P",82.6,13.489,99.636,45.975,"H"
33.872,25,89.249,"Class2",84.234,56.006,"I",27.543,24.714,55.096,70.046,"K"
25.157,44,89.617,"Class2",61.565,13.571,"K",18.401,52.239,46.139,99.56,"L"
62.616,25,89.206,"Class2",63.363,74.54,"T",50.556,66.122,53.349,98.671,"L"
-0.332,92,26.665,"Class1",54.374,53.258,"Q",82.786,27.485,96.266,38.083,"B"
32.79,18,89.166,"Class2",72.304,28.388,"R",47.913,27.925,52.599,85.173,"L"
43.843,80,89.781,"Class2",82.146,21.67,"K",23.015,45.595,43.885,92.408,"I"
67.758,85,21.099,"Class1",18.693,98.808,"Q",82.302,4.187,98.88,40.186,"U"
56.244,89,28.984,"Class1",43.084,77.776,"S",82.064,15.243,98.41,46.916,"X"
74.631,67,18.806,"Class1",26.152,69.973,"P",81.776,2.762,98.542,58.092,"L"
57.111,32,89.739,"Class2",58.094,53.571,"I",31.925,31.546,50.345,92.51,"L"
82.858,77,27.411,"Class1",41.819,85.855,"S",81.469,6.091,98.433,27.327,"L"
53.517,71,21.508,"Class1",16.354,94.8,"P",81.361,21.434,98.576,43.463,"X"
33.685,78,27.443,"Class1",42.252,84.515,"G",82.08,28.947,96.832,NA,"B"
64.753,81,89.155,"Class2",65.708,48.894,"R",20.128,50.548,41.506,68.019,"G"
40.482,86,89.628,"Class2",57.27,57.128,"K",49.117,28.802,44.212,50.125,"G"
19.337,70,89.161,"Class2",72.644,30.615,"T",45.864,40.065,53.342,66.129,"H"
75.707,73,23.26,"Class1",45.647,77.605,"P",81.468,24.124,97.419,48.875,"X"
72.517,54,27.228,"Class1",50.296,85.635,"G",82.998,20.344,96.622,34.213,"U"
17.23,55,25.246,"Class1",27.796,92.178,"S",81.385,26.366,94.921,40.317,"B"
52.989,31,89.903,"Class2",83.125,34.305,"R",20.078,56.233,44.051,71.487,"I"
39.478,39,89.642,"Class2",82.505,-3.993,"C",46.723,93.423,45.635,68.05,"G"
55.061,74,21.101,"Class1",36.973,93.263,"P",81.541,22.002,101.601,46.026,"H"
36.586,66,89.278,"Class2",59.376,40.018,"C",42.894,41.07,37.457,NA,"L"
40.363,65,89.983,"Class2",59.472,47.187,"K",25.083,43.35,41.769,69.18,"K"
47.611,71,19.911,"Class1",11.02,86.97,"T",82.569,18.535,97.794,44.026,"H"
58.829,49,19.819,"Class1",21.421,58.999,"Q",81.136,13.275,97.06,59.536,"H"
65.597,72,19.834,"Class1",12.653,83.432,"S",81.982,2.463,100.767,NA,"X"
37.648,28,89.416,"Class2",63.102,37.731,"I",19.034,68.224,49.299,69.834,"G"
31.582,57,89.939,"Class2",77.881,53.37,"I",24.25,35.355,34.676,NA,"G"
-5.59,51,89.899,"Class2",62.681,36.559,"K",35.368,67.066,35.068,82.068,"H"
73.66,72,19.324,"Class1",29.427,55.104,"G",81.926,1.181,99.67,NA,"B"
32.666,48,89.125,"Class2",64.783,48.673,"T",18.433,51.757,43.686,66.163,"I"
66.75,61,20.922,"Class1",42.833,70.8,"G",81.553,24.673,97.701,39.74,"X"
32.615,34,89.437,"Class2",64.176,12.05,"R",49.689,90.612,46.553,77.824,"H"
28.967,55,89.114,"Class2",76.844,32.567,"K",35.022,81.178,49.013,NA,"L"
73.616,91,19.055,"Class1",35.973,100.863,"G",81.207,32.227,98.329,44.923,"H"
42.305,86,16.78,"Class1",28.94,63.147,"P",82.595,37.513,97.293,37.73,"X"
62.277,60,89.691,"Class2",80.572,26.428,"R",31.053,40.071,41.304,106.001,"K"
23.183,51,89.39,"Class2",84.202,58.018,"K",29.831,75.406,45.797,82.527,"H"
29.584,56,27.098,"Class1",49.153,85.848,"P",82.886,22.947,99.004,NA,"H"
60.53,63,26,"Class1",23.798,68.568,"Q",NA,29.376,95.882,39.355,"B"
65.429,83,28.926,"Class1",35.008,99.448,"S",82.077,26.389,95.929,52.681,"H"
65.639,85,22.756,"Class1",16.284,86.422,"G",81.766,26.373,97.963,11.392,"H"
74.015,51,89.746,"Class2",79.882,32.463,"K",38.75,30.871,40.328,62.621,"L"
54.92,50,26.287,"Class1",30.844,93.608,"S",81.913,26.757,99.899,61.947,"U"
33.169,78,89.265,"Class2",71.206,34.651,"T",47.07,49.081,47.12,65.872,"H"
47.361,73,19.47,"Class1",30.647,70.595,"T",81.27,24.344,97.135,24.43,"B"
13.126,60,89.167,"Class2",73.861,31.861,"T",NA,83.184,43.563,73.939,"I"
27.773,79,15.753,"Class1",27.903,76.112,"Q",82.585,27.038,95.526,30.269,"U"
26.622,90,15.133,"Class1",16.701,69.016,"G",81.019,13.571,97.112,49.816,"U"
25.997,84,89.416,"Class2",73.815,0.26,"R",27.969,79.469,47.459,76.123,"I"
71.071,52,28.167,"Class1",41.779,61.799,"P",82.329,36.108,96.51,52.781,"H"
50.181,62,18.455,"Class1",42.659,98.336,"S",81.184,33.548,96.683,45.66,"X"
41.484,78,89.306,"Class2",72.649,-3.464,"I",42.219,82.948,54.669,43.985,"G"
29.93,65,15.331,"Class1",45.636,69.89,"Q",82.012,11.781,99.633,49.372,"U"
42.346,59,20.767,"Class1",54.452,89.48,"Q",82.671,6.926,96.343,NA,"X"
31.4,81,20.786,"Class1",27.031,76.596,"S",82.979,9.36,96.475,60.964,"U"
41.581,89,22.113,"Class1",38.874,56.476,"T",81.065,37.342,98.029,49.085,"B"
64.993,91,23.76,"Class1",36.32,95.584,"Q",81.892,28.592,97.593,46.206,"L"
39.263,75,20.021,"Class1",30.822,84.169,"Q",81.404,11.313,98.52,21.937,"X"
65.212,52,89.626,"Class2",85.144,43.502,"T",50.761,91.986,45.829,73.976,"I"
37.879,89,21.338,"Class1",51.42,88.76,"G",82.423,29.232,97.368,36.183,"B"
52.256,56,89.218,"Class2",59.705,33.138,"R",37.951,67.748,56.449,71.592,"I"
41.923,77,17.144,"Class1",45.78,89.113,"G",81.565,37.377,96.722,41.424,"H"
43.298,65,89.588,"Class2",64.373,23.119,"R",23.468,34.815,49.166,96.41,"G"
41.233,65,27.724,"Class1",28.947,82.413,"P",81.381,33.499,97.572,34.532,"H"
16.045,88,24.406,"Class1",52.577,80.262,"S",81.894,14.817,97.318,22.135,"U"
32.256,61,26.592,"Class1",49.077,74.852,"S",82.794,21.609,97.35,36.617,"B"
80.648,75,19.988,"Class1",26.816,80.241,"Q",81.717,15.993,97.299,66.302,"X"
57.439,48,25.862,"Class1",45.651,77.076,"Q",81.016,23.705,96.848,36.616,"X"
40.588,66,89.451,"Class2",66.948,40.497,"T",26.421,87.666,39.166,75.817,"I"
35.932,64,21.955,"Class1",54.597,92.977,"T",82.755,17.749,96.932,7.723,"U"
24.611,57,25.222,"Class1",20.049,90.931,"Q",81.703,18.001,97.49,35.646,"U"
96.536,21,89.359,"Class2",61.145,39.185,"R",45.944,82.201,36.133,74.84,"I"
15.907,56,19.159,"Class1",33.715,59.925,"S",81.804,2.126,97.241,25.023,"U"
41.537,74,89.397,"Class2",78.33,24.81,"T",42.927,21.616,43.526,80.108,"H"
40.713,76,16.501,"Class1",33.437,96.9,"T",81.747,28.022,96.623,57.37,"H"
26.815,89,89.018,"Class2",70.258,49.269,"K",35.725,70.648,48.786,60.832,"I"
59.93,77,19.133,"Class1",46.601,87.224,"P",82.208,25.259,98.582,56.348,"X"
29.271,76,18.823,"Class1",45.675,77.475,"P",NA,30.551,96.728,23.676,"B"
18.29,60,16.079,"Class1",29.398,61.715,"S",81.166,18.311,98.979,47.724,"L"
60.548,33,89.101,"Class2",74.878,26.173,"K",48.297,22.078,46.13,75.27,"K"
27.713,38,89.602,"Class2",71.312,40.808,"T",44.117,83.626,45.362,93.299,"G"
35.335,41,89.258,"Class2",56.611,71.895,"T",31.007,73.254,45.366,82.449,"K"
66.449,71,20.618,"Class1",25.433,93.293,"P",81.985,24.215,97.092,61.504,"U"
74.945,62,23.826,"Class1",40.288,34.161,"P",NA,25.991,96.453,55.422,"B"
59.642,64,21.12,"Class1",41.706,92.727,"G",82.696,1.048,99.207,17.974,"H"
6.529,61,89.926,"Class2",83.255,28.92,"R",22.232,67.416,47.601,76.725,"G"
40.274,28,89.227,"Class2",76.428,15.161,"T",30.325,47.623,47.136,71.664,"K"
45.609,81,89.413,"Class2",74.843,42.879,"T",26.267,30.694,51.432,63.102,"G"
46.763,84,89.977,"Class2",77.225,24.233,"K",29.013,32.948,52.144,79.125,"L"
31.111,54,89.512,"Class2",70.239,15.202,"T",33.966,44.751,47.167,62.646,"I"
33.399,81,20.159,"Class1",15.804,74.745,"Q",82.964,29.121,98.808,68.026,"L"
73.088,74,21.337,"Class1",34.547,98.232,"G",81.39,17.381,99.486,60.736,"B"
25.692,62,23.931,"Class1",40.139,103.619,"Q",NA,27.805,98.275,35.183,"U"
13.017,56,18.141,"Class1",25.787,49.476,"S",81.833,19.408,99.414,61.868,"B"
72.45,75,26.178,"Class1",12.654,77.917,"G",81.873,7.787,95.904,48.342,"X"
36.222,49,89.04,"Class2",59.327,27.525,"I",48.695,88.102,39.949,71.584,"K"
64.734,71,17.069,"Class1",39.313,66.456,"G",82.434,26.525,99.697,43.511,"L"
47.924,56,89.8,"Class2",72.857,36.03,"T",33.448,43.057,43.152,85.843,"L"
58.523,63,23.529,"Class1",37.318,75.43,"S",81.711,9.881,96.915,62.016,"H"
80.993,63,89.449,"Class2",78.751,24.978,"R",38.468,43.249,40.611,84.108,"K"
22.127,88,23.651,"Class1",54.35,96.276,"T",81.595,21.393,99.287,51.134,"H"
53.855,28,89.473,"Class2",69.494,25.083,"T",32.54,66.762,41.132,77.834,"I"
11.057,89,89.979,"Class2",62.985,32.197,"I",21.561,60.293,46.724,78.895,"L"
49.742,58,89.949,"Class2",60.456,53.268,"T",36.755,58.817,47.918,87.214,"I"
4.816,74,28.808,"Class1",15.595,83.153,"P",81.474,35.937,98.664,13.184,"B"
45.813,24,89.924,"Class2",82.116,53.736,"I",37.12,73.534,40.756,74.316,"G"
65.705,88,89.496,"Class2",61.62,39.967,"R",36.076,45.741,47.537,73.194,"G"
40.554,76,19.815,"Class1",28.897,56.278,"Q",82.522,11.559,98.074,58.576,"L"
53.239,58,18.143,"Class1",41.237,97.976,"T",82.797,28.92,100.496,72.338,"U"
98.563,21,89.31,"Class2",77.215,47.977,"R",41.217,39.885,42.264,87.987,"I"
37.816,65,19.437,"Class1",31.565,99.197,"T",82.63,14.797,95.879,33.701,"L"
66.053,52,16.504,"Class1",35.198,86.203,"Q",82.78,5.142,100.554,43.743,"X"
23.253,46,89.077,"Class2",66.219,34.154,"I",NA,38.74,48.793,59.041,"I"
114.264,91,25.125,"Class1",36.89,70.279,"S",82.706,19.251,99.188,24.933,"U"
47.865,44,89.117,"Class2",56.318,9.138,"R",48.095,49.57,53.98,NA,"H"
16.919,86,28.261,"Class1",39.718,76.454,"T",82.264,20.759,97.878,44.583,"B"
35.609,38,89.417,"Class2",83.793,49.895,"T",34.914,47.878,42.949,78.725,"G"
50.888,58,27.264,"Class1",17.672,58.729,"S",82.483,35.108,101.499,25.657,"B"
-16.76,53,89.894,"Class2",67.167,31.335,"K",49.633,40.972,45.465,NA,"I"
40.128,71,22.412,"Class1",39.362,82.466,"G",81.68,23.797,98.01,38.256,"H"
65.754,55,89.787,"Class2",77.229,57.838,"T",22.329,45.557,46.501,50.01,"K"
39.036,91,16.238,"Class1",23.046,57.014,"Q",81.603,24.827,98.331,68.923,"L"
41.829,24,89.145,"Class2",68.538,20.471,"R",28.907,54.479,44.658,111.645,"I"
82.32,70,89.193,"Class2",60.496,13.13,"K",39.175,56.439,46.366,65.509,"I"
61.978,62,89.96,"Class2",57.196,46.82,"C",50.764,85.542,49.8,85.158,"H"
49.61,51,89.672,"Class2",75.475,37.019,"K",32.821,59.429,40.935,92.382,"L"
29.164,70,89.042,"Class2",62.811,15.618,"K",38.687,22.905,41.404,68.237,"I"
17.559,86,18.67,"Class1",26.396,82.734,"S",81.152,25.021,99.221,36.734,"H"
53.112,26,89.461,"Class2",68.512,42.126,"R",38.735,64.861,39.853,64.082,"H"
37.629,84,21.766,"Class1",34.659,67.642,"S",81.385,36.494,97.043,19.648,"U"
70.92,75,25.346,"Class1",32.752,93.514,"Q",NA,30.233,99.662,71.412,"B"
35.102,78,18.418,"Class1",30.554,59.265,"S",82.434,7.999,98.192,40.237,"B"
47.388,45,89.121,"Class2",79.725,22.72,"T",42.495,35.656,44.97,88.409,"K"
6.551,79,89.691,"Class2",70.755,63.536,"R",32.806,81.902,44.966,67.973,"G"
35.359,61,89.443,"Class2",71.574,57.208,"T",25.887,87.512,56.876,86.489,"H"
58.539,72,16.159,"Class1",52.497,72.164,"Q",82.93,18.826,95.88,19.416,"H"
32.583,86,20.987,"Class1",34.515,102.362,"S",82.735,11.788,97.992,78.947,"L"
63.266,79,89.464,"Class2",79.941,40.191,"K",50.223,59,42.248,62.975,"L"
31.359,47,89.815,"Class2",62.008,35.915,"K",45.519,43.398,55.298,80.252,"G"
34.656,48,23.375,"Class1",39.998,76.673,"G",NA,5.689,97.848,32.613,"H"
17.731,61,16.763,"Class1",44.043,76.063,"G",82.91,21.443,98.328,71.64,"L"
65.52,72,24.547,"Class1",16.662,58.381,"S",81.992,35.047,98.146,54.362,"U"
38.099,48,27.871,"Class1",49.706,74.872,"P",82.9,31.871,100.063,42.575,"H"
48.783,70,27.076,"Class1",29.919,100.71,"G",81.182,14.665,96.875,58.06,"H"
23.416,48,89.16,"Class2",72.474,35.643,"R",43.908,51.382,40.511,76.465,"G"
15.617,85,19.761,"Class1",44.021,61.446,"G",81.223,31.334,99.653,42.692,"L"
63.967,74,15.879,"Class1",10.697,64.152,"Q",82.863,9.968,95.753,NA,"X"
44.296,82,89.867,"Class2",71.707,16.647,"R",23.559,58.12,54.91,93.126,"K"
40.812,78,89.521,"Class2",68.637,30.324,"R",34.02,34.541,57.027,71.495,"L"
43.477,84,24.85,"Class1",13.57,63.499,"T",81.942,10.807,98.613,35.588,"L"
79.227,89,89.176,"Class2",67.815,40.7,"T",21.626,36.472,42.61,54.13,"K"
52.895,24,89.832,"Class2",63.742,35.141,"C",35.086,76.126,54.207,61.327,"G"
9.738,73,89.224,"Class2",65.235,30.308,"I",27.316,93.394,36.227,NA,"H"
67.925,85,89.84,"Class2",79.408,47.292,"R",NA,64.217,45.312,62.733,"I"
45.669,55,16.718,"Class1",28.1,101.141,"S",82.298,4.277,100.573,35.655,"X"
51.06,56,16.132,"Class1",19.874,48.613,"T",82.399,30.303,97.468,38.629,"U"
59.564,61,89.001,"Class2",85.73,68.928,"K",24.003,49.113,47.565,51.714,"I"
32.227,62,26.493,"Class1",20.598,81.146,"S",82.401,1.37,98.541,34.51,"X"
32.744,60,89.856,"Class2",58.151,35.99,"T",42.871,92.406,44.9,67.767,"G"
27.596,45,89.532,"Class2",66.429,37.733,"C",42.069,38.199,46.992,66.24,"H"
42.525,59,22.424,"Class1",35.268,69.115,"Q",81.944,22.2,95.801,27.598,"X"
54.098,88,28.709,"Class1",36.751,77.087,"G",81.641,23.037,96.734,36.491,"H"
32.387,62,18.279,"Class1",17.318,57.073,"P",82.524,13.8,97.937,27.996,"U"
31.133,84,25.533,"Class1",12.894,73.472,"P",82.69,11.068,97.445,23.295,"B"
43.89,74,26.134,"Class1",45.756,55.498,"G",82.883,10.585,96.231,59.867,"B"
39.586,81,21.845,"Class1",54.604,92.414,"Q",81.938,19.37,97.748,43.783,"B"
40.143,29,89.139,"Class2",70.362,3.154,"T",38.96,46.499,49.649,56.761,"G"
67.584,74,28.077,"Class1",45.43,79.779,"G",82.993,30.692,98.947,31.138,"X"
67.581,51,22.328,"Class1",37.696,58.305,"T",NA,11.62,96.138,25.239,"B"
23.49,84,21.009,"Class1",53.895,77.852,"P",81.968,2.575,99.69,8.977,"H"
61.758,87,25.133,"Class1",17.73,90.702,"G",82.17,31.443,98.011,35.995,"L"
21.357,82,16.635,"Class1",25.205,60.152,"T",81.798,23.188,95.527,48.316,"X"
125.445,21,89.563,"Class2",83.566,42.838,"R",44.517,58.549,41.74,67.029,"L"
69.182,82,19.067,"Class1",43.736,71.369,"G",81.215,22.318,101.166,58.923,"H"
75.021,77,89.165,"Class2",62.925,49.403,"C",30.031,34.917,39.704,93.477,"K"
33.783,77,89.578,"Class2",75.006,64.146,"I",27.732,87.608,50.956,73.539,"I"
56.508,48,18.574,"Class1",30.318,105.28,"P",81.12,29.41,97.484,49.41,"X"
53.669,37,89.313,"Class2",65.146,20.126,"T",41.807,44.988,39.684,70.424,"I"
36.989,59,17.601,"Class1",48.617,53.122,"Q",82.831,25.95,96.934,45.507,"L"
56.125,67,89.588,"Class2",82.317,13.811,"C",36.637,78.299,47.536,60.275,"K"
41.216,83,89.526,"Class2",75.386,21.593,"I",28.437,41.002,49.206,63.277,"H"
81.714,55,17.556,"Class1",50.822,87.41,"P",81.312,26.242,97.147,28.584,"B"
11.319,24,89.25,"Class2",84.428,25.127,"I",28.004,22.247,46.049,62.329,"I"
57.427,77,89.936,"Class2",64.082,54.989,"I",28.635,78.632,53.687,90.864,"I"
52.488,88,89.751,"Class2",69.798,76.54,"T",33.941,58.607,42.79,64.107,"G"
45.301,75,89.152,"Class2",68.567,29.798,"I",48.103,67.069,41.462,75.47,"G"
8.418,38,89.627,"Class2",72.933,23.173,"R",42.813,34.975,50.684,81.691,"G"
34.227,36,89.553,"Class2",62.113,25.553,"T",20.756,79.459,48.536,73.395,"I"
43.718,68,20.73,"Class1",52.563,82.986,"G",81.361,24.568,97.68,NA,"L"
53.924,61,23.132,"Class1",36.891,75.548,"G",81.796,22.435,99.083,48.381,"X"
47.944,88,18.391,"Class1",18.795,73.084,"G",81.626,21.248,98.676,67.521,"X"
42.545,77,89.801,"Class2",71.211,25.394,"T",40.527,25.503,42.699,58.923,"H"
68.445,78,15.12,"Class1",29.787,72.857,"G",82.596,15.229,98.44,17.906,"L"
24.369,71,89.226,"Class2",85.46,42.62,"I",18.105,65.076,46.556,64.685,"I"
19.178,66,89.258,"Class2",70.555,35.922,"K",41.724,58.134,40.322,70.629,"H"
44.688,87,89.977,"Class2",68.352,35.342,"K",37.253,57.375,39.533,76.234,"H"
36.299,45,89.556,"Class2",68.73,14.063,"T",44.418,32.557,56.044,59.077,"K"
43.852,32,89.919,"Class2",83.745,31.74,"I",42.73,77.285,43.718,NA,"K"
50.271,81,89.301,"Class2",66.685,51.379,"R",35.01,52.497,45.907,33.924,"L"
54.957,78,89.247,"Class2",64.874,11.894,"T",38.176,39.645,41.971,NA,"K"
78.687,67,89.742,"Class2",80.869,82.448,"R",50.763,82.987,47.572,66.627,"H"
21.063,88,15.688,"Class1",51.444,88.085,"Q",81.734,19.531,98.718,NA,"L"
30.203,39,89.905,"Class2",77.541,49.773,"K",28.143,57.75,50.756,85.908,"L"
47.663,59,89.491,"Class2",69.479,15.479,"T",29.716,52.594,41.906,70.289,"G"
15.798,88,28.418,"Class1",42.983,89.127,"Q",82.812,29.644,96.827,45.521,"B"
31.157,72,24.759,"Class1",32.864,78.129,"Q",81.974,27.122,99.571,50.537,"U"
87.425,79,89.268,"Class2",75.406,55.703,"T",25.093,53.461,50.266,58.133,"K"
48.321,66,89.713,"Class2",75.309,38.129,"T",41.028,64.865,39.996,76.315,"I"
76.414,50,16.236,"Class1",30.972,85.827,"G",82.503,34.604,99.327,63.75,"L"
32.689,19,89.158,"Class2",60.493,40.597,"R",42.07,60.391,44.066,76.129,"G"
81.358,49,22.261,"Class1",33.028,54.363,"S",81.166,32.562,97.976,63.25,"U"
43.409,77,21.061,"Class1",29.79,101.639,"T",81.544,1.838,98.485,77.768,"L"
80.63,70,20.139,"Class1",49.882,68.908,"T",81.402,9.595,98.668,72.391,"H"
33.858,80,23.488,"Class1",39.823,72.743,"T",81.254,2.571,98.621,19.396,"X"
40.682,74,89.222,"Class2",65.743,24.458,"C",38.529,52.315,36.2,54.848,"G"
64.889,76,89.879,"Class2",75.338,45.188,"K",20.907,47.572,49.725,66.968,"I"
38.278,81,21.829,"Class1",16.375,70.96,"P",81.523,19.71,97.566,56.478,"L"
86.945,52,89.015,"Class2",73.749,54.782,"I",23.599,69.263,43.404,66.647,"I"
44.886,62,16.244,"Class1",30.8,80.835,"G",81.156,37.089,96.811,20.721,"B"
42.042,25,89.365,"Class2",57.779,27.695,"C",49.63,80.139,33.088,82.874,"H"
54.05,21,89.172,"Class2",71.904,31.252,"T",45.136,50.114,35.482,54.837,"H"
60.333,73,23.364,"Class1",23.666,52.792,"G",81.699,35.874,97.442,NA,"X"
62.931,53,89.577,"Class2",71.387,9.037,"R",44.482,30.951,42.585,82.596,"G"
58.935,87,89.964,"Class2",66.685,52,"I",44.714,49.474,46.952,78.402,"L"
25.356,35,89.988,"Class2",58.434,41.63,"R",41.215,64.522,50.839,77.519,"H"
44.043,63,89.342,"Class2",68.185,24.219,"I",32.13,42.873,48.954,48.552,"L"
27.623,59,17.683,"Class1",24.423,77.984,"S",NA,29.953,97.677,28.306,"L"
-9.67,21,89.85,"Class2",68.463,35.45,"R",NA,49.537,31.15,81.146,"K"
54.603,54,27.423,"Class1",14.41,68.105,"Q",81.047,16.903,98.181,46.162,"H"
7.82,69,89.142,"Class2",73.441,35.407,"C",NA,25.928,48.111,75.665,"I"
69.638,66,89.352,"Class2",68.387,48.999,"K",29.527,46.584,41.86,NA,"L"
26.317,90,17.566,"Class1",16.424,102.871,"Q",81.8,17.559,99.156,41.389,"B"
18.804,84,23.75,"Class1",42.816,87.735,"S",82.996,8.267,95.364,18.665,"X"
89.952,55,23.977,"Class1",48.323,45.144,"G",81.712,32.802,96.975,82.727,"H"
62.748,78,89.161,"Class2",61.14,38.121,"R",25.581,53.654,43.833,56.718,"L"
12.257,91,28.84,"Class1",49.208,35.652,"G",NA,21.957,98.595,26.514,"H"
60.828,86,89.868,"Class2",66.666,49.023,"R",40.381,66.93,47.117,76.437,"L"
38.017,50,28.669,"Class1",23.934,51.804,"S",81.307,3.991,97.086,61.926,"U"
54.001,78,89.375,"Class2",57.517,54.433,"C",22.25,50.951,44.682,69.195,"G"
34.518,52,17.066,"Class1",44.925,69.071,"G",82.36,20.009,97.832,28.536,"B"
38.37,69,23.198,"Class1",13.143,47.308,"T",81.793,19.187,96.412,82.378,"B"
27.695,70,28.771,"Class1",33.706,73.982,"G",81.369,28.13,98.685,40.34,"X"
42.304,53,21.182,"Class1",23.971,104.461,"S",82.535,6.488,99.178,54.646,"H"
72.736,76,89.95,"Class2",79.632,40.063,"K",28.656,84.985,45.109,93.734,"K"
66.717,69,20.944,"Class1",53.128,74.486,"G",82.243,9.771,99.735,NA,"U"
23.206,59,22.771,"Class1",24.477,72.426,"P",82.407,2.93,98.665,38.612,"U"
15.414,52,89,"Class2",85.138,34.674,"R",26.373,65.939,52.408,75.615,"H"
15.115,83,89.558,"Class2",70.43,55.677,"K",28.324,87.528,39.315,62.919,"L"
59.611,32,89.67,"Class2",71.913,34.04,"T",31.333,68.064,43.049,98.488,"I"
20.884,69,18.14,"Class1",12.292,88.368,"T",82.47,34.023,98.409,54.874,"H"
51.262,83,16.905,"Class1",33.611,86.035,"Q",81.69,7.028,98.708,48.323,"X"
45.82,64,26.269,"Class1",38.689,74.957,"S",82.356,31.107,99.269,73.651,"B"
33.553,78,27.525,"Class1",46.033,101.469,"G",82.432,26.59,97.566,61.138,"U"
35.071,83,89.592,"Class2",73.108,46.71,"K",24.929,85.25,54.101,65.147,"I"
39.063,52,18.325,"Class1",19.542,89.499,"T",81.744,19.042,99.832,44.572,"L"
48.887,59,15.618,"Class1",18.427,81.241,"Q",82.972,16.73,97.743,25.416,"U"
31.426,70,20.657,"Class1",36.458,68.896,"Q",82.761,23.919,97.765,NA,"U"
65.468,52,26.64,"Class1",34.79,87.978,"G",82.986,26.493,97.314,45.751,"H"
15.105,64,15.048,"Class1",11.825,65.252,"T",81.3,33.036,100.601,48.443,"L"
