"BVS1","XTI2","XHW3","Output11","WVJ4","XOA5","YHF6","RJF7","MQK8","XUZ9","ZRW10"
63.335,95.48,18,"Class2",50.059,90.598,46.882,39.475,52.533,"V",8
63.729,64.632,17,"Class2",53.391,64.365,11.995,31.138,57.265,"V",44
38.036,54.225,31,"Class1",51.169,33.517,36.337,82.813,32.827,"O",17
29.711,40.322,23,"Class1",57.311,23.35,12.265,67.304,23.139,"A",18
25.37,65.874,21,"Class1",49.908,27.52,3.123,85.285,31.496,"D",22
41.576,41.046,18,"Class1",44.098,30.435,5.494,69.364,29.208,"N",14
61.84,60.26,17,"Class2",36.372,65.397,71.809,42.673,50.908,"Z",29
62.841,89.06,25,"Class2",39.717,55.838,58.228,30.585,49.061,"Z",37
55.848,38.735,24,"Class1",84.345,30.543,24.752,60.728,23.369,"O",13
63.76,98.569,27,"Class2",59.363,69.125,43.865,32.646,51.183,"Z",44
37.491,44.227,21,"Class1",15.769,47.016,13.497,75.279,24.305,"A",10
31.213,65.564,11,"Class1",31.999,34.531,31.631,85.747,30.915,"J",22
33.124,58.197,15,"Class1",91.168,26.54,34.71,98.684,29.926,"A",14
62.818,71.502,12,"Class2",54.557,88.213,59.52,30.181,44.114,"F",14
62.785,72.067,19,"Class2",43.812,89.182,53.065,44.39,56.807,"V",45
64.01,51.666,23,"Class2",49.315,87.727,46.645,18.652,58.171,"F",47
64.002,85.273,28,"Class2",NA,64.336,20.803,41.658,60.7,"F",33
62.318,56.281,26,"Class2",44.074,37.919,61.516,25.355,58.744,"V",19
62.098,58.828,22,"Class2",44.949,64.118,51.386,38.869,56.109,"K",19
20.308,66.591,29,"Class1",35.97,10.27,40.388,80.017,23.55,"N",19
32.56,49.478,10,"Class1",87.596,40.911,44.139,63.601,33.88,"D",14
63.53,48.952,21,"Class2",63.562,97.478,35.334,29.928,62.788,"F",54
62.63,72.038,27,"Class2",36.368,64.78,65.96,57.92,46.275,"Z",25
62.941,89.488,23,"Class2",55.67,89.65,41.802,32.464,61.911,"Z",42
62.624,90.664,23,"Class2",49.503,85.106,56.449,27.025,43.024,"K",20
62.119,81.006,14,"Class2",54.426,72.566,62.235,41.339,60.55,"V",54
62.796,85.193,21,"Class2",38.048,72.559,58.058,37.194,53.03,"K",14
40.345,50.798,31,"Class1",13.378,9.316,12.814,78.603,17.344,"N",12
62.659,50.428,19,"Class2",39.828,77.828,24.508,41.642,46.462,"K",43
24.147,43.007,6,"Class1",19.151,29.368,35.575,73.615,20.026,"N",13
35.246,43.783,24,"Class1",65.668,23.699,22.415,75.762,25.702,"J",20
42.323,40.905,5,"Class1",56.68,22.29,33.117,76.703,31.121,"A",12
36.117,43.162,20,"Class1",73.129,29.333,21.952,98.241,15.712,"A",13
63.175,70.047,21,"Class2",60.679,51.569,4.05,3.458,63.481,"V",50
63.617,87.493,13,"Class2",NA,61.319,49.002,48.678,44.979,"Z",39
23.63,62.487,11,"Class1",67.881,33.655,27.996,82.95,15.744,"D",20
62.409,73.705,28,"Class2",53.467,62.263,44.541,22.361,57.239,"Z",41
62.534,58.592,22,"Class2",50.984,109.38,61.779,16.212,57.43,"V",20
61.745,96.707,26,"Class2",43.234,67.818,34.582,44.62,61.07,"V",27
21.927,38.673,18,"Class1",NA,35.109,15.414,82.3,19.499,"J",15
43.166,45.888,8,"Class1",53.456,28.625,29.523,81.205,17.001,"O",15
63.001,96.008,18,"Class2",54.876,71.784,61.728,35.877,54.139,"F",29
41.788,58.512,21,"Class1",74.058,38.288,24.396,97.975,27.022,"O",20
63.98,98.726,23,"Class2",53.18,62.242,22.924,36.136,61.358,"J",31
48.127,45.254,7,"Class1",55.022,26.95,12.488,60.421,25.978,"D",22
28.325,50.704,15,"Class1",61.632,14.712,2.768,85.425,32.277,"A",14
63.334,56.014,19,"Class2",36.178,55.917,13.995,27.068,64.054,"J",54
34.334,61.471,27,"Class1",49.144,0.017,43.819,82.622,20.371,"D",22
61.801,93.64,13,"Class2",NA,82.69,48.712,41.29,63.182,"F",32
31.282,NA,10,"Class1",51.318,20.149,37.508,88.825,16.148,"A",14
19.268,60.387,30,"Class1",46.428,18.532,9.67,86.321,17.181,"J",24
27.044,43.773,28,"Class1",86.702,10.08,38.762,61.013,27.194,"O",9
63.341,94.443,27,"Class2",47.164,71.659,14.69,27.118,46.462,"K",55
37.077,42.082,15,"Class1",38.521,42.002,27.735,84.576,23.95,"N",14
39.184,65.306,16,"Class1",71.831,23.25,3.071,72.344,18.06,"J",25
62.114,93.458,11,"Class2",72.481,88.384,39.158,80.469,44.301,"F",49
46.124,38.448,7,"Class1",NA,28.684,31.483,82.536,16.136,"J",25
62.921,48.343,13,"Class2",67.891,83.91,25.595,43.444,48.188,"F",26
27.609,56.018,11,"Class1",75.907,29.765,35.547,71.556,16.811,"A",22
37.084,56.598,24,"Class1",100.479,26.067,34.009,72.293,22.535,"J",20
63.031,68.464,19,"Class2",44.288,75.907,61.455,23.52,56.221,"K",45
62.138,66.582,18,"Class2",52.488,73.929,51.211,23.159,43.008,"V",39
63.096,46.061,13,"Class2",58.837,70.057,17.068,24.671,47.53,"F",41
63.424,57.643,17,"Class2",15.189,67.788,50.783,35.676,43.522,"J",32
63.069,88.077,19,"Class2",39.045,42.598,28.689,24.491,46.599,"V",38
63.431,89.522,17,"Class2",41.27,47.747,9.336,47.62,44.696,"V",20
62.961,87.713,11,"Class2",56.092,104.401,48.755,52.948,60.383,"J",21
62.722,73.106,15,"Class2",49.545,71.249,11.592,22.519,44.209,"F",22
61.955,46.897,19,"Class2",32.436,88.374,13.292,9.388,59.672,"Z",57
64.054,80.895,19,"Class2",43.558,54.002,18.785,16.823,62.341,"J",35
64.13,56.397,13,"Class2",63.985,50.24,47.704,24.494,43.103,"F",43
62.709,65.632,20,"Class2",67.138,64.785,18.465,37.329,46.365,"K",39
64.142,60.723,23,"Class2",50.785,82.079,64.083,34.915,60.002,"F",37
40.194,44.231,18,"Class1",39.375,20.254,33.591,79.568,29.099,"O",9
63.356,50.869,14,"Class2",21.38,66.998,10.378,39.792,50.258,"V",28
62.568,NA,26,"Class2",NA,82.489,58.948,42.506,49.613,"K",34
38.77,41.893,6,"Class1",75.678,44.153,14.711,73.472,16.759,"O",22
63.155,78.48,16,"Class2",53.249,61.728,33.9,74.093,64.84,"F",25
62.537,74.104,16,"Class2",NA,52.598,14.629,37.045,45.666,"K",18
41.757,65.674,5,"Class1",92.417,37.419,31.779,71.529,18.793,"N",10
34.997,47.231,24,"Class1",63.901,31.628,27.154,88.181,28.42,"J",22
62.111,99.239,21,"Class2",50.806,78.963,52.194,16.785,61.019,"V",45
37.591,49.741,27,"Class1",54.287,42.779,28.216,69.012,20.635,"O",13
62.863,61.235,20,"Class2",46.497,48.781,34.93,35.045,42.821,"Z",10
42.504,61.024,26,"Class1",91.429,43.053,16.264,68.864,26.313,"N",10
63.439,81.745,26,"Class2",48.061,72.774,24.177,32.642,46.724,"F",55
26.465,65.072,5,"Class1",70.827,18.305,8.014,74.266,21.85,"D",18
62.324,56.681,22,"Class2",53.527,95.09,24.054,41.725,50.343,"Z",12
62.703,58.256,24,"Class2",43.558,52.389,32.627,39.54,51.139,"K",8
62.061,83.107,19,"Class2",40.948,47.107,70.298,27.992,58.246,"Z",30
63.125,NA,14,"Class2",28.663,79.662,38.373,38.117,42.935,"Z",53
31.176,NA,31,"Class1",42.588,29.709,41.443,71.846,32.886,"O",17
63.488,47.851,27,"Class2",59.522,53.197,5.722,72.558,62.751,"V",18
63.845,90.855,12,"Class2",31.133,85.376,20.551,47.363,52.054,"F",11
19.014,39.837,16,"Class1",56.694,21.55,6.327,87.454,34.875,"D",17
20.099,NA,15,"Class1",21.854,38.371,17.316,63.137,28.589,"J",17
22.897,57.551,29,"Class1",66.868,39.766,21.007,90.188,29.6,"J",9
38.682,48.815,15,"Class1",76.568,33.748,44.12,78.82,15.94,"O",11
28.783,52.255,28,"Class1",58.155,40.004,6.782,94.241,30.842,"N",15
51.892,42.954,25,"Class1",54.92,42.672,35.698,89.248,27.175,"O",25
62.281,96.261,21,"Class2",56.881,91.138,52.484,29.342,64.542,"J",41
18.018,40.667,29,"Class1",37.248,43.926,19.701,86.489,31.79,"A",25
23.757,37.824,23,"Class1",28.868,27.855,12.52,72.767,21.092,"N",21
35.005,51.963,18,"Class1",93.681,26.745,11.503,78.694,34.741,"O",20
27.204,37.847,30,"Class1",44.194,40.407,32.642,105.092,24.509,"J",20
63.669,65.225,12,"Class2",41.248,74.116,9.351,20.409,55.157,"Z",16
29.595,52.957,23,"Class1",50.299,24.775,22.788,95.405,30.756,"O",13
63.834,NA,25,"Class2",60.024,86.389,11.151,47.149,63.14,"V",50
62.42,57.515,11,"Class2",25.298,64.821,26.922,21,61.655,"K",10
62.001,98.958,25,"Class2",28.804,79.928,40.018,28.147,55.537,"K",38
23.095,39.915,24,"Class1",41.392,22.204,12.604,79.32,26.934,"J",12
20.917,43.154,15,"Class1",40.491,25.636,14.142,85.814,32.084,"N",14
30.442,54.716,28,"Class1",61.796,41.381,28.543,83.847,30.918,"J",19
32.861,41.784,26,"Class1",NA,27.749,10.338,83.635,16.045,"O",14
58.863,39.936,10,"Class1",NA,39.384,30.364,84.182,30.828,"J",17
62.554,86.034,18,"Class2",41.789,71.502,23.526,25.651,54.506,"K",30
36.493,49.232,31,"Class1",60.012,47.869,45.253,87.377,20.194,"J",21
62.618,95.616,18,"Class2",64.875,67.742,18.059,43.857,55.415,"Z",16
35.54,52.117,21,"Class1",65.752,43.443,42.805,64.735,20.303,"J",18
63.563,81.136,23,"Class2",31.757,82.775,22.464,14.348,60.75,"K",44
61.352,76.327,23,"Class2",32.851,52.926,37.091,36.734,49.458,"Z",20
62.126,98.892,19,"Class2",49.422,86.821,29.985,11.419,58.534,"V",43
47.747,58.036,28,"Class1",53.186,28.388,36.977,91.282,18.346,"N",21
33.972,49.018,14,"Class1",52.187,7.091,45.397,76.73,19.817,"O",21
41.032,57.628,6,"Class1",67.541,44.495,36.496,70.55,31.223,"O",18
42.657,48.198,13,"Class1",82.226,26.832,10.614,71.995,34.02,"N",14
29.496,58.853,5,"Class1",54.154,25.902,19.913,80.63,29.844,"N",25
43.754,41.187,10,"Class1",45.157,34.551,7.192,88.492,17.223,"J",18
62.22,80.397,26,"Class2",42.169,96.544,54.654,22.991,57.095,"K",45
36.28,53.414,11,"Class1",45.269,23.758,34.517,98.732,23.937,"A",20
62.809,47.716,25,"Class2",62.516,77.721,10.423,41.989,46.229,"J",14
34.546,63.183,22,"Class1",NA,20.785,30.853,84.007,16.578,"J",17
64.131,50.317,19,"Class2",54.756,79.814,4.906,37.333,46.617,"J",31
62.574,63.087,27,"Class2",35.854,66.469,29.668,46.456,59.776,"J",29
62.957,53.802,15,"Class2",46.808,68.534,34.294,49.472,60.117,"Z",28
43.282,65.025,17,"Class1",36.364,32.612,27.568,88.108,21.903,"O",15
61.84,50.54,21,"Class2",42.623,105.213,36.923,34.874,52.975,"K",39
62.778,88.007,20,"Class2",36.581,58.333,26.746,19.157,59.204,"F",11
30.376,58.377,11,"Class1",69.082,50.12,38.569,73.155,17.514,"N",9
33.127,61.107,13,"Class1",54.248,52.93,21.107,72.311,28.81,"O",18
21.384,NA,21,"Class1",31.976,21.414,12.865,71.895,31.486,"D",14
63.485,NA,17,"Class2",32.832,63.098,20.237,43.896,50.417,"V",51
41.159,61.301,13,"Class1",39.392,25.824,40.569,74.961,15.642,"D",15
29.633,NA,17,"Class1",64.355,27.46,3.157,88.541,25.339,"J",23
31.465,46.229,17,"Class1",37.582,35.614,44.914,82.424,15.493,"A",19
63.316,99.891,17,"Class2",NA,71.592,4.444,38.738,49.222,"F",40
63.407,69.947,12,"Class2",35.989,79.647,63.63,28.564,43.832,"Z",19
41.645,53.715,29,"Class1",9.903,33.244,38.373,71.169,22.713,"J",10
62.257,84.057,14,"Class2",NA,56.864,41.451,37.304,47.074,"J",13
62.913,94.625,25,"Class2",34.169,79.274,41.442,36.097,45.261,"F",42
20.738,48.991,30,"Class1",14.435,28.159,35.789,86.025,23.433,"J",25
62.059,91.643,28,"Class2",61.667,69.518,7.001,72.175,62.566,"K",19
63.069,75.13,19,"Class2",34.405,47.059,40.183,14.152,50.698,"Z",42
63.743,51.67,17,"Class2",52.357,54.302,71.502,49.055,57.485,"K",57
62.314,92.246,24,"Class2",42.709,80.245,37.233,47.705,49.633,"Z",48
48.967,NA,7,"Class1",4.889,58.091,22.949,85.455,21.552,"O",19
62.915,55.129,24,"Class2",36.146,84.273,8.377,37.693,57.993,"F",24
38.308,51.806,25,"Class1",60.187,53.492,25.722,87.348,15.705,"A",25
31.524,50.108,8,"Class1",60.66,34.899,13.391,70.917,30.433,"O",21
63.457,85.972,11,"Class2",NA,102.176,27.202,57.712,44.309,"V",24
36.328,64.464,22,"Class1",45.303,45.808,32.242,73.346,29.701,"A",24
42.895,60.544,5,"Class1",63.685,38.135,31.855,88.291,32.747,"D",11
62.868,97.085,11,"Class2",77.79,71.972,62.412,46.649,62.195,"F",52
63.399,80.853,24,"Class2",38.743,74.287,27.703,4.222,58.688,"Z",19
62.769,84.443,21,"Class2",42.398,53.026,55.995,51.382,61.303,"Z",13
63.687,61.86,17,"Class2",47.782,67.454,38.447,46.713,44.717,"Z",56
43.443,66.081,14,"Class1",74.489,36.963,15.38,72.647,29.234,"O",12
47.189,46.31,7,"Class1",40.317,25.709,2.048,96.419,27.58,"A",22
29.944,66.416,31,"Class1",58.26,35.078,44.073,80.93,30.196,"O",24
63.038,78.479,26,"Class2",50.329,74.29,59.401,28.244,53.894,"Z",54
64.242,97.556,20,"Class2",41.45,58.15,26.291,5.221,63.715,"J",55
63.686,84.174,22,"Class2",50.292,73.093,61.167,38.509,50.622,"V",8
63.121,98.357,16,"Class2",59.348,75.194,33.664,14.608,52.833,"K",35
62.931,47.726,19,"Class2",57.615,71.329,39.295,36.928,43.544,"V",37
39.348,44.852,8,"Class1",33.807,22.656,43.555,68.238,32.876,"A",23
62.585,NA,20,"Class2",41.361,65.677,67.56,58.732,62.466,"J",38
63.276,58.329,15,"Class2",29.226,89.183,5.553,66.394,47.496,"J",27
63.92,50.069,24,"Class2",41.84,54.055,63.054,36.125,43.665,"F",31
22.236,51.511,28,"Class1",40.4,18.325,33.495,72.814,18.399,"D",18
63.575,90.422,20,"Class2",27.866,71.326,70.032,39.783,61.477,"Z",9
39.702,41.961,27,"Class1",52.351,26.652,31.824,81.633,24.256,"D",22
63.155,76.627,16,"Class2",34.373,81.301,58.016,26.194,57.776,"J",23
62.631,84.985,12,"Class2",48.489,60.165,34.5,55.721,61.986,"F",13
30.356,50.535,12,"Class1",59.27,24.625,42.373,78.714,28.301,"A",19
27.227,45.286,25,"Class1",NA,39.471,31.627,82.722,16.037,"A",16
39.246,66.373,8,"Class1",29.992,17.187,45.988,82.411,21.499,"N",9
63.164,97.24,24,"Class2",29.023,49.886,8.576,34.146,48.95,"K",8
62.727,96.325,15,"Class2",48.533,65.713,62.998,23.833,52.032,"Z",10
62.964,83.775,20,"Class2",48.093,83.394,34.533,26.201,64.224,"J",50
63.329,89.489,28,"Class2",41.01,64.853,46.177,45.736,42.334,"V",36
32.738,61.387,12,"Class1",93.107,23.308,24.919,75.328,23.163,"J",10
26.124,38.285,23,"Class1",17.283,42.619,26.443,69.797,16.044,"O",15
63.371,67.778,15,"Class2",31.611,68.606,20.046,57.779,52.819,"F",21
62.012,48.161,15,"Class1",40.203,27.45,36.38,65.577,26.93,"N",20
63.434,51.361,26,"Class2",48.828,68.579,9.094,19.793,49.919,"K",37
63.659,99.091,24,"Class2",35.856,75.187,43.519,14.169,42.462,"J",57
63.42,93.897,25,"Class2",41.523,79.653,38.893,17.607,58.034,"F",44
62.133,47.82,23,"Class2",33.41,31.513,57.6,52.206,47.103,"F",29
62.893,55.097,24,"Class2",29.452,86.942,45.13,48.119,51.878,"F",50
62.807,65.669,26,"Class2",54.663,71.921,56.144,41.184,59.595,"F",48
32.008,38.996,10,"Class1",65.569,23.947,20.335,89.473,21.369,"N",14
25.816,64.388,23,"Class1",41.099,19.261,15.287,72.44,22.31,"A",11
62.897,83.07,27,"Class2",41.321,93.857,35.546,16.994,61.32,"J",20
40.929,58.668,17,"Class1",52.032,10.556,17.898,88.428,22.208,"J",21
62.519,79.095,15,"Class2",51.096,67.899,39.876,52.167,56.23,"K",46
41.049,64.319,7,"Class1",70.441,24.797,35.032,60.244,34.727,"O",23
20.768,54.296,30,"Class1",60.465,41.445,3.771,62.142,22.451,"A",22
19.147,44.487,21,"Class1",77.133,38.549,23.148,80.434,28.122,"N",11
62.126,73.099,15,"Class2",42.177,55.726,60.858,31.196,43.337,"V",28
63.064,51.052,21,"Class2",48.734,69.771,35.839,19.115,57.412,"V",21
26.095,44.192,27,"Class1",67.02,32.306,34.957,75.354,26.035,"N",23
63.514,90.408,18,"Class2",49.048,60.119,59.966,47.05,45.488,"K",47
62.75,54.757,25,"Class2",35.748,61.372,70.112,23.311,56.131,"V",19
52.454,51.798,11,"Class1",54.932,14.925,9.971,75.046,19.457,"D",12
34.909,42.262,18,"Class1",47.43,22.461,15.066,67.141,23.444,"J",9
42.705,NA,10,"Class1",59.717,28.299,20.394,87.043,27.05,"N",18
44.931,57.967,29,"Class1",29.788,18.465,22.016,69.596,27.355,"J",12
63.592,51.789,27,"Class2",40.175,85.844,32.747,33.32,47.12,"J",9
29.884,43.829,30,"Class1",43.895,23.796,13.745,70.907,32.488,"O",14
62.78,69.852,26,"Class2",41.183,76.495,12.098,54.837,51.505,"F",44
63.646,76.122,20,"Class2",44.029,73.309,60.031,25.862,44.658,"K",7
62.639,63.855,11,"Class2",62.33,58.999,69.238,13.574,42.843,"V",20
24.945,37.726,16,"Class1",65.245,29.899,40.398,78.887,34.292,"D",16
62.523,88.694,20,"Class2",44.617,85.635,16.051,46.119,44.294,"F",31
62.628,81.481,12,"Class2",20.837,87.323,5.674,48.535,48.658,"F",52
62.44,75.882,28,"Class2",56.239,58.653,11.519,48.793,50.278,"K",13
63.167,99.958,16,"Class2",56.321,51.743,42.27,52.611,55.108,"Z",7
20.272,41.894,27,"Class1",51.061,45.814,16.485,91.076,25.111,"O",11
61.787,50.778,16,"Class2",41.146,54.339,31.054,-5.154,59.744,"K",56
37.103,57,9,"Class1",53.691,14.177,13.221,79.984,20.423,"A",22
62.035,68.996,18,"Class2",47.153,60.913,57.654,16.92,64.107,"V",52
29.142,43.988,13,"Class1",17.42,21.372,12.885,89.385,30.735,"D",21
62.62,82.622,26,"Class2",57.659,72.144,36.514,36.173,62.3,"Z",17
32.122,46.632,10,"Class1",59.447,37.233,36.797,83.642,22.736,"A",18
63.218,97.754,21,"Class2",43.713,50.175,55.995,10.506,49.048,"J",33
62.913,85.987,11,"Class2",61.77,58.06,44.975,45.026,43.697,"Z",8
20.982,46.84,22,"Class1",36.996,55.816,17.656,57.451,26.163,"A",22
28.241,43.238,15,"Class1",36.896,48.514,7.755,60.947,31.566,"D",24
63.657,66.337,25,"Class2",64.591,84.231,65.923,12.268,54.735,"K",21
32.739,51.543,31,"Class1",54.553,47.201,20.821,83.073,25.513,"D",10
35.228,55.013,20,"Class1",52.762,25.44,28.929,76.138,23.623,"J",24
47.169,64.236,26,"Class1",41.479,11.089,14.485,85.815,24.663,"N",25
33.608,55.978,12,"Class1",69.064,22.663,6.155,67.441,15.119,"O",24
27.06,48.609,7,"Class1",71.066,28.065,16.67,73.655,33.767,"D",20
22.237,61.256,7,"Class1",30.301,52.962,40.635,68.509,34.192,"N",23
61.587,63.013,18,"Class2",48.146,32.896,26.04,-1.039,56.36,"K",15
63.802,49.01,27,"Class2",39.888,59.088,9.526,51.33,50.925,"F",8
28.572,67.08,14,"Class1",61.252,18.641,32.905,77.865,19.663,"J",14
62.369,99.587,22,"Class2",34.072,81.546,17.228,30.89,47.829,"Z",44
39.708,63.184,20,"Class1",50.646,29.231,41.721,76.01,17.655,"J",25
29.598,51.699,29,"Class1",30.768,41.317,35.609,89.299,31.688,"D",19
62.768,54.214,17,"Class2",62.413,84.916,60.857,68.232,62.415,"J",43
42.636,63.886,26,"Class1",49.2,67.046,29.841,76.648,27.917,"D",17
37.082,52.904,16,"Class1",68.699,39.813,25.515,80.407,15.976,"N",24
26.799,40.764,14,"Class1",83.716,26.651,33.502,85.8,21.272,"D",25
63.75,94.124,28,"Class2",43.106,47.43,49.792,37.629,62.446,"K",53
62.833,49.835,24,"Class2",60.992,80.742,23.605,56.405,60.152,"F",49
63.092,67.764,25,"Class2",47.228,96.568,34.704,48.066,59.84,"J",43
63.479,51.138,27,"Class2",45.263,78.6,71.47,23.295,52.269,"F",14
63.291,82.241,23,"Class2",41.812,71.953,35.607,37.622,62.755,"V",20
62.212,53.401,28,"Class2",NA,84.444,37.377,35.994,63.039,"F",7
36.895,62.759,20,"Class1",69.699,41.52,28.59,94.916,21.874,"A",20
63.391,50.473,13,"Class2",55.187,53.247,43.391,36.523,58.817,"Z",33
24.963,53.117,19,"Class1",48.454,36.86,2.428,80.712,19.869,"O",11
62.429,71.67,11,"Class2",41.378,84.343,20.081,39.336,62.748,"K",42
63.868,95.53,14,"Class2",54.946,51.954,17,-1.146,47.37,"Z",41
62.798,59.628,22,"Class2",53.856,52.693,70.233,18.991,51.353,"F",20
15.939,62.625,19,"Class1",56.103,32.142,10.366,85.884,19.877,"O",12
63.443,64.447,22,"Class2",45.666,38.269,65.201,30.43,61.67,"K",17
63.355,69.451,22,"Class2",45.018,66.434,66.49,25.044,56.266,"V",41
62.019,52.232,11,"Class2",37.7,69.842,22.06,5.736,44.092,"Z",47
61.999,69.042,26,"Class2",18.444,79.444,5.2,52.967,43.21,"K",14
62.349,85.618,19,"Class2",41.36,67.217,49.192,12.505,48.986,"Z",19
64.271,68.675,12,"Class2",47.409,80.152,68.177,47.556,46.84,"V",53
22.357,60.013,16,"Class1",50.37,16.6,37.618,75.438,32.079,"J",21
48.951,60.073,24,"Class1",77.493,33.252,22.396,69.451,16.198,"J",11
35.696,38.166,28,"Class1",61.918,29.938,16.347,72.17,15.01,"A",25
31.862,63.244,9,"Class1",41.418,27.75,22.346,76.657,25.373,"A",9
42.524,45.213,13,"Class1",33.143,33.377,19.841,72.274,17.393,"D",24
14.81,53.13,18,"Class1",46.815,34.227,17.479,77.84,22.983,"O",9
63.363,85.431,14,"Class2",45.652,61.291,70.552,41.354,49.25,"K",11
62.616,71.216,28,"Class2",34.81,88.408,56.6,10.491,44.616,"F",25
40.48,39.108,16,"Class1",31.375,30.375,5.627,72.718,20.894,"D",20
63.2,50.198,21,"Class2",52.526,66.496,53.235,61.395,46.157,"F",32
61.32,90.85,18,"Class2",52.338,82.706,11.377,50.435,54.416,"K",9
26.313,37.52,13,"Class1",61.107,23.195,29.625,89.668,21.164,"O",21
19.241,44.696,15,"Class1",44.304,32.494,7.9,76.498,25.063,"O",14
62.595,75.979,23,"Class2",43.229,66.255,30.3,19.147,51.446,"Z",42
36.661,64.719,18,"Class1",76.57,23.939,7.228,69.256,30.649,"D",9
37.991,64.771,10,"Class1",5.647,24.342,5.749,64.873,33.5,"A",14
63.259,78.788,22,"Class2",28.891,85.414,31.264,46.884,48.45,"Z",18
27.653,43.318,10,"Class1",89.635,37.694,19.439,69.422,25.56,"J",10
24.075,64.959,28,"Class1",56.258,33.475,23.915,93.536,17.653,"D",23
62.783,72.642,22,"Class2",38.004,82.948,51.5,49.878,43.477,"Z",57
16.9,59.655,19,"Class1",55.385,48.272,22.807,94.995,20.358,"J",17
63.641,84.121,15,"Class2",NA,56.589,28.497,28.178,47.506,"J",45
62.65,61.472,26,"Class2",47.535,61.061,28.584,40.424,59.588,"Z",41
63.415,59.79,14,"Class2",41.709,46.399,39.044,30.401,62.22,"F",40
31.944,41.265,18,"Class1",54.95,15.905,38.002,76.555,15.692,"D",16
63.139,68.243,19,"Class2",49.829,70.116,60.03,39.698,52.333,"K",49
37.269,37.848,17,"Class1",80.345,22.543,33.77,97.64,34.19,"A",17
37.5,53.123,25,"Class1",46.402,31.04,12.578,85.253,29.566,"A",21
63.274,54.83,24,"Class2",47.97,56.303,27.706,3.816,59.805,"J",34
32.681,43.714,5,"Class1",45.912,30.351,36.204,80.975,32.274,"O",23
15.501,66.123,10,"Class1",51.348,32.451,6.625,67.421,21.036,"N",13
62.576,64.176,19,"Class2",32.734,68.642,58.959,43.831,59.331,"F",22
61.132,49.297,24,"Class2",26.279,95.615,12.573,31.335,52.685,"V",30
62.82,66.754,28,"Class2",47.751,88.361,24.415,62.208,48.243,"V",15
62.847,58.152,18,"Class2",65.502,94.334,4.251,37.822,58.026,"V",57
38.842,37.07,26,"Class1",48.813,29.298,10.698,69.184,31.805,"O",11
63.78,56.43,22,"Class2",33.928,95.662,52.972,38.113,50.496,"Z",25
61.818,58.847,13,"Class2",21.696,82.404,61.49,20.205,44.683,"J",56
29.288,64.23,8,"Class1",55.51,33.892,8.685,76.405,29.739,"J",19
62.999,NA,21,"Class2",37.095,71.311,64.77,38.075,55.539,"F",31
62.261,91.053,28,"Class2",35.456,75.499,8.736,56.329,55.74,"V",28
25.126,45.242,9,"Class1",13.482,21.048,35.675,78.581,17.995,"O",11
63.918,62.616,21,"Class2",38.826,57.225,8.177,36.545,59.926,"J",49
24.975,42.197,27,"Class1",72.16,32.838,29.786,68.636,21.545,"J",13
37.85,50.339,30,"Class1",71.857,42.568,17.01,89.711,17.541,"A",13
62.01,NA,17,"Class2",45.561,84.983,30.975,5.143,47.678,"J",53
37.261,39.053,10,"Class1",16.616,37.077,37.284,81.732,17.109,"N",14
63.185,47.048,14,"Class2",58.105,94.038,5.312,46.58,54.018,"J",48
12.569,40.567,25,"Class1",86.366,42.383,16.413,91.36,18.71,"O",20
45.968,45.204,27,"Class1",NA,25.701,14.443,73.45,21.079,"O",20
34.92,46.378,15,"Class1",65.829,40.981,25.088,78.13,26.484,"N",22
63.015,85.06,19,"Class2",40.363,91.122,14.073,61.675,42.632,"K",26
37.391,55,20,"Class1",30.736,8.335,19.333,80.965,32.039,"O",25
62.608,82.656,16,"Class2",51.699,95.436,58.778,64.037,52.056,"K",7
63.069,77.88,24,"Class2",37.231,46.845,51.03,18.219,52.489,"F",27
38.03,39.993,23,"Class1",32.426,50.018,2.901,66.882,28.248,"N",20
63.118,85.617,27,"Class2",35.056,68.519,20.235,30.662,50.64,"V",36
62.671,65.533,17,"Class2",38.603,75.626,25.9,31.922,55.381,"J",24
63.904,86.556,18,"Class2",54.067,83.282,16.418,21.446,53.2,"Z",8
63.001,49.022,14,"Class2",50.592,62.01,4.357,33.264,48.298,"Z",26
32.995,37.032,25,"Class1",10.684,31.643,36.087,79.102,29.526,"O",18
28.771,41.748,21,"Class1",98.812,27.665,13.737,92.591,21.668,"A",25
63.57,74.671,12,"Class2",30.942,89.223,30.918,18.582,48.759,"K",47
63.501,79.624,12,"Class2",57.881,70.181,50.96,50.46,46.918,"F",51
47.716,54.639,6,"Class1",85.389,35.329,15.906,87.176,32.918,"J",13
63.727,NA,16,"Class2",45.694,72.193,68.661,32.54,47.039,"J",52
37.676,64.123,21,"Class1",50.397,17.35,27.903,87.826,19.034,"D",18
34.991,63.626,9,"Class1",NA,40.991,23.102,99.019,25.627,"N",23
62.677,84.314,12,"Class2",59.389,74.467,64.492,45.356,53.672,"V",11
63.441,49.11,17,"Class2",34.817,68.016,14.55,31.545,62.028,"J",52
63.509,80.533,14,"Class2",NA,73.646,40.988,19.846,56.176,"V",33
63.112,72.219,12,"Class2",34.249,54.22,63.27,28.22,54.252,"V",30
25.683,53.993,25,"Class1",54.145,30.976,39.335,81.252,33.327,"O",17
36.889,49.64,17,"Class1",51.272,25.008,16.092,61.096,33.032,"A",18
