"UZX1","AFT2","TRB3","QCZ4","Output14","YGC5","MQV6","LYM7","RIK8","IKQ9","NLX10","FJL11"
51.191,"E",61,41.159,"Class1",46.739,59.846,62.258,41.426,82.621,75.82,57
88.929,"E",75,77.758,"Class2",61.427,56.16,40.02,63.651,71.109,39.331,37
32.048,"W",54,68.521,"Class3",71.218,77.229,33.965,61.356,27.205,82.536,69
69.263,"L",24,82.594,"Class1",36.666,50.191,61.437,29.156,85.046,67.755,53
73.005,"J",34,37.211,"Class1",44.573,60.552,61.352,44.159,72.982,48.553,59
14.529,"E",54,79.038,"Class1",45.88,61.806,64.079,38.073,72.798,80.359,52
37.794,"H",79,78.46,"Class3",19.812,69.897,18.763,59.446,50.888,76.713,69
45.35,"Q",56,61.057,"Class2",-14.111,75.853,39.645,51.311,52.203,31.432,37
40.652,"Y",54,70.803,"Class3",42.775,64.315,33.408,59.392,44.435,81.619,61
46.046,"C",27,49.377,"Class2",40.588,78.035,41.151,73.46,57.055,36.132,29
66.026,"E",73,51.902,"Class1",NA,47.619,60.229,29.127,83.617,9.506,54
53.463,"B",62,82.556,"Class2",50.303,55.307,41.707,53.126,73.375,29.537,40
35.867,"V",44,74.946,"Class3",16.141,77.137,38.269,63.532,46.592,86.043,64
49.291,"H",75,87.558,"Class3",27.581,67.287,66.204,70.844,36.548,69.998,62
43.583,"O",43,74.264,"Class2",14.539,86.164,39.433,55.781,79.261,38.167,46
41.047,"U",83,86.165,"Class3",63.097,70.203,79.189,72.583,44.951,75.538,63
68.861,"L",12,73.185,"Class1",42.994,67.304,60.817,32.336,81.535,94.54,54
29.008,"V",47,71.777,"Class3",30.033,74.373,106.34,58.033,35.212,83.969,63
26.114,"U",65,83.427,"Class3",33.902,71.092,42.595,74.787,16.376,76.017,59
22.133,"J",41,39.357,"Class1",39.603,61.842,67.844,41.433,81.282,78.616,51
8.474,"H",49,91.42,"Class3",52.378,76.571,49.744,73.191,51.735,74.483,61
29.832,"H",76,81.394,"Class3",NA,74.663,72.227,63.601,39.308,86.6,59
64.14,"L",66,44.391,"Class1",45.865,58.042,60.786,36.194,72.524,78.167,59
82.488,"E",46,74.187,"Class1",41.961,45.539,62.64,40.76,70.647,69.543,52
48.904,"E",61,64.944,"Class1",41.594,62.788,60.143,29.562,74.862,36.143,64
32.001,"U",73,78.51,"Class3",26.317,77.376,47.476,58.299,15.811,88.738,60
80.087,"G",76,78.093,"Class1",42.501,73.285,63.298,40.971,74.317,70.184,53
86.844,"B",18,83.416,"Class2",21.712,69.129,40.841,70.567,70.251,39.651,45
34.664,"Q",55,19.007,"Class2",27.231,62.531,42.02,55.82,80.023,43.999,55
0.219,"G",37,57.943,"Class1",39.902,71.082,62.386,30.447,87.125,45.52,64
23.394,"G",12,57.224,"Class1",43.218,58.294,62.842,36.779,85.434,82.934,53
113.19,"O",32,36.746,"Class2",62.582,88.804,40.864,53.661,94.083,45.699,69
20.923,"H",54,68.164,"Class3",41.13,67.201,51.38,71.035,56.241,88.592,61
17.3,"H",48,71.28,"Class3",43.58,64.217,45.946,61.524,27.219,88.222,66
48.52,"L",36,43.554,"Class1",43.929,70.144,61.169,44.431,80.289,27.048,51
49.343,"C",63,89.33,"Class2",35.575,71.88,41.534,66.859,93.15,40.011,37
107.912,"C",60,59.944,"Class2",47.499,89.156,40.345,58.135,64.558,42.621,57
59.207,"U",53,79.008,"Class3",19.101,67.288,86.274,56.487,42.396,77.202,66
41.497,"U",76,91.319,"Class3",39.094,74.295,51.505,57.586,42.677,76.137,64
28.231,"U",54,67.034,"Class3",33.166,70.07,50.932,69.007,53.027,78.781,59
60.087,"Q",12,8.037,"Class2",22.702,80.118,40.835,56.607,94.039,34.356,30
26.108,"E",60,17.29,"Class2",16.178,88.204,41.101,74.801,94.326,37.031,41
44.903,"W",72,84.891,"Class3",36.803,76.932,44.203,74.595,54.626,74.923,66
30.447,"Y",81,75.286,"Class3",26.413,68.612,31.318,57.465,32.774,88.517,60
30.762,"H",60,75.894,"Class3",57.364,71.563,66.28,66.237,24.197,79.436,65
35.449,"Y",53,83.382,"Class3",18.083,77.211,73.774,59.927,47.859,81.379,66
58.932,"G",15,83.548,"Class1",45.927,45.954,60.33,39.182,73.682,98.031,64
56.99,"V",83,73.747,"Class3",42.605,64.194,138.325,57.456,51.043,80.975,62
62.842,"O",34,48.616,"Class2",39.565,62.071,41.601,53.867,84.558,46.068,46
37.433,"W",60,84.638,"Class3",26.713,67.198,52.591,74.679,45.431,84.084,67
59.762,"E",21,92.602,"Class2",6.741,86.674,40.561,64.138,91.622,31.968,35
NA,"E",15,83.855,"Class2",4.8,64.375,42.475,46.351,94.305,43.32,54
72.699,"O",5,71.385,"Class2",NA,72.851,40.914,63.214,87.893,54.112,45
42.331,"J",42,66.697,"Class1",44.511,74.77,64.324,39.127,74.793,78.923,58
73.733,"Z",65,60.735,"Class1",37.752,62.584,65.601,39.083,87.171,70.693,60
52.83,"L",45,63.561,"Class1",47.153,68.914,63.475,43.115,86.117,14.151,53
133.171,"Q",40,49.78,"Class2",55.696,90.193,40.868,58.883,61.829,37.616,48
28.986,"V",78,68.189,"Class3",40.612,71.92,74.952,56.441,24.771,80.338,71
53.351,"E",17,66.383,"Class1",44.938,41.113,68.094,30.973,75.171,70.56,54
62.586,"C",1,47.263,"Class2",21.974,67.237,40.53,63.514,93.035,38.091,42
34.504,"V",60,81.934,"Class3",52.291,73.057,73.139,57.769,55.903,92.331,62
38.775,"E",29,51.619,"Class1",44.639,73.916,64.224,45.224,76.646,68.058,51
38.383,"U",65,84.81,"Class3",15.591,67.385,50.682,69.213,30.565,67.654,68
30.822,"C",25,29.232,"Class2",NA,82.561,42.07,46.116,54.2,36.629,70
78.038,"O",32,50.884,"Class2",39.624,86.494,40.428,54.611,92.416,37.927,39
62.748,"L",67,70.604,"Class1",44.332,64.173,61.854,28.778,79.112,49.326,66
34.083,"H",68,67.271,"Class3",29.321,69.821,58.909,60.949,43.031,71.162,61
52.619,"E",71,50.705,"Class1",41.442,75.459,64.011,35.873,71.495,87.366,64
27.402,"W",71,68.296,"Class3",41.486,70.657,9.926,70.754,22.106,84.6,66
63.175,"B",39,42.495,"Class2",-7.79,67.383,39.869,62.041,78.32,37.991,57
45.798,"E",41,73.535,"Class1",39.242,54.585,64.087,43.007,76.254,94.656,66
64.94,"E",36,77.005,"Class1",42.153,57.16,65.134,46.244,68.818,57.958,57
16.252,"O",6,20.942,"Class2",65.781,77.201,41.078,54.323,78.948,43.927,69
19.141,"G",31,77.43,"Class1",41.438,68.814,56.557,27.337,84.401,65.251,55
32.879,"B",14,80.56,"Class2",54.618,77.912,39.942,65.508,92.559,39.79,30
50.37,"O",49,56.807,"Class2",NA,56.843,39.734,61.427,73.171,42.446,63
72.147,"G",18,63.268,"Class1",49.458,52.607,58.372,36.027,72.038,111.068,51
67.512,"C",26,20.947,"Class2",20.316,85.38,40.621,68.04,60.633,27.166,30
20.864,"E",33,55.349,"Class1",49.756,61.069,64.039,37.021,76.818,15.448,53
48.583,"G",34,43.03,"Class1",43.926,65.461,59.451,28.222,76.839,23.687,60
29.648,"U",67,88.364,"Class3",28.581,69.042,35.381,71.713,20.589,78.901,64
19.199,"Y",55,73.141,"Class3",48.165,77.177,70.358,74.757,24.875,104.466,71
NA,"E",25,84.994,"Class2",84.036,81.297,41.17,46.437,86.988,38.253,61
92.1,"O",23,51.479,"Class2",18.486,64.563,40.542,49.572,86.258,38.095,53
27.517,"V",60,67.98,"Class3",29.153,65.359,12.507,64.033,39.655,74.197,68
50.345,"E",58,73.97,"Class1",43.887,59.89,65.771,33.675,75.682,46.942,60
61.627,"G",42,69.577,"Class1",NA,76.088,62.854,35.213,74.336,22.572,61
60.052,"O",27,19.614,"Class2",3.256,69.996,39.395,40.83,79.91,38.559,49
46.607,"V",47,70.255,"Class3",44.9,74.45,39.841,62.734,51.583,73.305,60
24.889,"Y",69,89.844,"Class3",13.635,64.558,8.027,62.914,23.909,86.573,60
60.428,"L",26,38.204,"Class1",39.309,57.201,61.951,29.32,75.061,86.816,61
NA,"V",79,73.844,"Class3",53.638,66.444,45.039,57.958,29.168,80.582,63
40.664,"H",74,69.849,"Class3",13.506,74.093,32.731,66.105,15.532,78.87,65
34.898,"O",13,16.309,"Class2",27.839,59.198,41.024,70.748,76.95,42.864,36
46.537,"Y",77,73.227,"Class3",36.845,70.221,68.26,55.994,16.556,81.899,62
78.092,"Q",50,15.743,"Class2",5.779,54.154,40.833,71.928,81.799,27.755,35
31.959,"U",62,75.542,"Class3",61.941,68.702,71.313,57.669,21.506,71.488,59
67.661,"Z",25,49.359,"Class1",42.664,71.003,66.595,39.809,78.865,90.246,60
66.795,"G",23,60.24,"Class1",42.301,68.878,61.891,39.847,84.8,48.387,60
NA,"Z",27,38.349,"Class1",43.21,64.481,60.099,27.392,73.679,96.582,57
34.95,"H",74,86.285,"Class3",37.912,66.997,82.744,55.737,34.674,83.87,60
33.318,"E",20,47.994,"Class1",44.241,64.786,63.215,42.923,70.424,60.059,64
41.409,"C",38,70.701,"Class2",25.626,80.675,41.571,67.245,76.117,42.314,37
39.77,"Y",55,77.38,"Class3",47.803,65.05,23.057,72.811,18.352,87.391,61
55.752,"Q",25,14.331,"Class2",51.804,82.17,41.406,46.882,85.881,43.095,37
43.731,"Z",63,54.961,"Class1",44.965,56.36,58.069,32.523,85.764,43.319,65
54.243,"O",36,58.161,"Class2",52.022,56.197,40.245,56.4,61.656,38.106,52
37.387,"V",46,74.801,"Class3",48.831,74.635,68.62,58.172,23.377,82.472,68
32.496,"G",77,78.746,"Class1",41.299,70.255,62.378,37.196,71.783,38.541,61
68.6,"L",76,54.243,"Class1",43.572,55.397,67.317,32.459,79.909,71.419,51
98.611,"O",63,92.448,"Class2",42.349,59.511,39.879,69.492,78.635,31.829,55
35.072,"L",17,78.213,"Class1",39.766,43.383,65.635,33.631,79.538,101.154,58
27.1,"Y",73,82.363,"Class3",40.883,71.545,84.526,61.792,20.704,82.517,70
59.714,"J",34,41.71,"Class1",41.067,45.032,63.377,42.012,80.805,59.46,63
45.688,"J",37,41.304,"Class1",46.666,65.83,66.049,38.501,71.626,53.063,63
37.517,"J",39,59.722,"Class1",41.05,57.793,66.505,33.768,74.262,45.133,61
90.334,"E",27,27.78,"Class2",52.226,79.399,41.877,45.572,54.424,48.532,63
27.538,"Y",79,90.618,"Class3",43.291,76.576,33.364,65.695,50.383,83.35,63
28.493,"Y",48,84.143,"Class3",58.813,70.313,25.257,64.837,22.19,85.597,70
33.522,"W",72,75.53,"Class3",30.494,68.524,68.834,71.518,38.081,91.795,67
33.71,"V",79,72.155,"Class3",26.301,69.681,40.358,57.605,16.491,84.289,61
46.145,"C",55,51.74,"Class2",27.541,79.416,42.017,66.978,92.559,37.702,63
46.097,"O",73,41.452,"Class2",46.077,56.882,40.031,64.759,55.363,43.387,53
87.245,"B",7,12.67,"Class2",58.874,77.998,40.736,52.247,79.495,46.76,37
10.015,"J",66,72.658,"Class1",43.377,58.19,59.023,28.421,75.977,48.102,62
38.37,"Q",17,72.029,"Class2",16.781,57.207,40.071,41.383,67.446,35.282,61
60.064,"O",8,11.021,"Class2",37.633,70.37,40.926,50.992,67.157,42.713,43
NA,"Q",68,73.841,"Class2",23.324,90.795,40.982,52.856,55.377,39.146,45
38.116,"G",55,65.332,"Class1",42.155,54.367,62.899,45.67,73.267,94.264,63
63.817,"E",51,92.898,"Class2",32.386,53.185,40.713,70.369,65.61,42.885,54
91.154,"E",6,19.364,"Class2",16.818,75.331,41.106,56.636,81.731,42.98,53
71.648,"Z",20,54.452,"Class1",40.674,65.763,62.366,32.315,68.903,47.724,59
21.464,"W",49,69.384,"Class3",40.563,67.529,51.754,72.819,28.958,78.898,64
42.851,"Y",79,89.864,"Class3",44.667,75.267,11.493,66.168,26.581,94.57,60
50.927,"O",35,40.651,"Class2",93.496,88.853,41.025,47.321,70.537,40.781,51
36.983,"Y",65,89.535,"Class3",39.016,68.478,60.445,63.437,40.659,68.187,69
55.53,"W",48,73.29,"Class3",29.74,74.125,63.254,72.433,23.159,77.269,64
21.727,"H",69,85.219,"Class3",44.377,64.104,5.345,62.725,47.114,72.93,69
68.392,"E",47,63.856,"Class1",42.421,75.645,60.722,27.569,86.152,72.171,54
44.84,"W",73,69.912,"Class3",16.54,66.836,96.225,73.448,44.371,76.167,68
36.562,"H",57,68.659,"Class3",NA,67.233,44.13,68.225,30.637,77.301,68
22.379,"E",76,53.883,"Class1",46.129,70.707,62.44,33.884,84.72,18.454,55
26.888,"V",65,89.517,"Class3",32.939,68.153,55.219,59.647,37.531,65.205,71
NA,"W",59,76.526,"Class3",42.604,77.335,61.804,71.918,25.869,85.973,70
32.112,"B",4,60.503,"Class2",51.371,74.692,40.636,66.768,64.06,49.988,67
40.015,"U",61,86.33,"Class3",48.53,77.137,21.711,69.642,32.438,95.001,61
81.806,"B",28,53.362,"Class2",26.681,86.132,40.046,44.79,91.119,32.972,37
58.389,"Z",37,83.342,"Class1",45.65,62.53,58.934,29.154,73.05,80.749,59
71.778,"C",50,92.823,"Class2",47.316,67.05,40.553,49.024,79.7,35.386,49
53.962,"Z",76,54.71,"Class1",41.786,58.676,63.688,29.686,77.432,107.582,58
78.205,"Z",43,72.844,"Class1",41.424,52.752,64.321,45.049,83.246,71.419,53
60.512,"B",43,89.711,"Class2",25.42,61.853,41.807,47.873,92.279,41.173,54
28.414,"V",45,89.338,"Class3",57.285,69.724,66.82,58.813,20.746,86.248,65
38.191,"J",39,75.349,"Class1",42.294,61.604,62.825,40.512,76.151,108.17,58
35.817,"J",26,45.447,"Class1",40.192,61.543,65.747,40.558,68.942,-2.953,60
NA,"E",39,38.084,"Class1",44.285,61.809,59.869,46.737,86.882,71.687,54
49.979,"J",70,61.66,"Class1",NA,70.562,59.758,41.085,72.697,60.78,62
35.758,"W",76,70.876,"Class3",20.253,65.821,27.134,64.04,52.118,83.378,71
33.43,"B",39,8.855,"Class2",53.032,53.162,41.626,43.238,61.797,37.024,28
89.752,"C",7,72.892,"Class2",43.488,60.978,41.52,41.42,76.848,46.127,29
30.175,"G",53,45.928,"Class1",35.624,43.859,63.104,36.283,72.313,70.362,51
NA,"E",70,53.137,"Class1",41.937,60.788,62.562,41.659,73.545,65.02,58
29.61,"Z",76,52.951,"Class1",42.355,53.692,63.369,32.077,85.334,43.13,64
42.371,"W",66,69.041,"Class3",51.678,64.535,35.621,67.678,30.74,76.491,68
23.548,"E",41,43.445,"Class1",45.027,42.605,60.002,33.672,74.833,45.459,54
20.597,"G",31,79.697,"Class1",NA,55.022,57.067,41.581,75.648,70.656,53
68.751,"Q",36,70.37,"Class2",31.071,85.243,39.396,49.625,79.559,43.516,37
21.342,"H",44,68.873,"Class3",47.759,71.017,45.412,56.454,21.172,78.608,61
23.181,"V",56,84.55,"Class3",31.889,76.833,79.686,58.564,53.077,85.662,66
44.201,"E",59,8.433,"Class2",13.33,62.07,41.08,63.33,82.25,36.536,66
NA,"Y",66,76.493,"Class3",21.382,69.679,49.371,60.834,22.653,77.597,68
37.509,"Y",61,85.822,"Class3",33.796,76.192,52.434,65.909,30.513,108.282,70
65.885,"O",42,29.402,"Class2",28.745,58.887,40.026,59.171,68.949,35.127,55
21.022,"Z",33,71.361,"Class1",45.779,64.063,66.132,29.101,78.691,73.897,59
80.822,"Q",53,15.342,"Class2",10.061,71.95,41.625,51.979,62.968,34.394,38
70.665,"Q",8,12.872,"Class2",33.746,76.287,40.447,53.831,56.658,34.567,46
61.362,"Q",3,29.599,"Class2",40.778,75.115,40.791,71.512,54.855,37.784,61
25.143,"G",65,41.935,"Class1",44.209,44.092,62.915,27.616,79.488,58.956,52
40.131,"V",74,80.311,"Class3",63.938,74.894,24.503,60.085,40.26,81.302,59
60.353,"Q",37,38.9,"Class2",-3.965,70.511,41.711,52.892,61.522,37.868,52
42.875,"L",31,48.72,"Class1",42.172,71.595,61.745,38.264,85.571,107.855,64
71.062,"C",38,77.964,"Class2",26.287,74.406,39.999,51.211,83.749,46.002,30
107.045,"J",43,80.602,"Class1",NA,64.338,62.443,28.569,73.823,70.215,64
71.991,"E",72,86.695,"Class2",NA,86.922,41.575,48.573,80.415,40.07,46
22.557,"H",46,86.521,"Class3",25.563,67.371,30.824,62.814,56.67,76.141,69
29.878,"Y",60,76.062,"Class3",33.213,69.849,19.942,71.638,28.645,77.256,66
23.232,"V",52,79.426,"Class3",11.207,74.821,84.249,65.853,19.803,78.04,64
32.089,"W",50,74.262,"Class3",37.76,70.761,21.06,67.887,16.204,86.831,68
22.225,"V",68,68.045,"Class3",29.215,71.081,69.195,71.887,26.609,81.461,66
NA,"H",56,76.879,"Class3",30.293,66.756,54.315,70.651,55.063,80.985,63
NA,"V",67,84.955,"Class3",39.936,67.957,23.709,60.015,25.548,80.102,70
NA,"L",38,46.39,"Class1",40.763,57.634,65.495,41.305,87.076,70.588,64
95.331,"E",40,77.55,"Class1",45.219,46.381,60.267,38.303,76.972,36.954,52
54.588,"E",27,84.723,"Class1",41.52,56.63,65.978,43.298,86.09,35.557,66
20.646,"H",83,81.652,"Class3",NA,65.822,19.818,68.91,15.896,78.609,71
82.122,"Z",18,77.629,"Class1",37.917,56.357,59.5,30.566,75.938,57.62,57
28.028,"W",67,82.663,"Class3",38.622,76.807,45.312,59.472,36.58,96.375,70
78.105,"O",25,21.329,"Class2",42.133,78.539,41.007,70.477,87.659,30.388,34
86.248,"C",24,14.914,"Class2",43.751,67.272,41.659,69.552,56.652,45.08,63
56.255,"B",37,80.521,"Class2",-8.849,52.596,40.197,45.622,78.127,41.548,64
66.877,"C",69,2.855,"Class2",24.024,89.724,40.353,65.008,72.264,31.762,64
32.564,"V",79,80.737,"Class3",54.048,68.93,38.377,55.301,34.183,80.023,62
59.498,"Q",48,53.724,"Class2",40.408,55.623,40.935,56.747,65.671,32.833,66
77.986,"C",10,4.409,"Class2",21.42,70.89,40.917,45.472,72.271,31.568,42
33.632,"W",68,72.225,"Class3",NA,65.102,78.823,73.449,50.693,82.987,61
25.547,"W",69,69.804,"Class3",33.106,64.64,41.875,74.959,33.842,91.578,63
36.289,"Y",80,86.217,"Class3",21.755,73.884,45.099,73.261,28.587,85.76,65
46.692,"E",30,20.876,"Class2",34.876,80.85,41.899,41.093,73.796,49.525,38
49.585,"C",15,11.035,"Class2",28.621,83.053,41.341,67.411,95.749,36.98,47
45.283,"G",60,59.041,"Class1",45.481,51.206,63.188,32.948,87.692,47.007,58
76.163,"C",3,41.703,"Class2",7.576,89.265,41.572,73.351,68.322,43.744,35
70.323,"Q",50,63.739,"Class2",19.643,65.498,41.269,66.539,82.438,39.668,68
84.477,"E",67,10.579,"Class2",2.114,61.446,41.518,70.172,84.22,41.423,29
40.767,"W",49,75.811,"Class3",11.578,67.096,0.168,61.305,44.473,81.894,65
23.762,"J",16,83.118,"Class1",42.061,53.967,54.673,43.56,69.289,68.864,51
42.514,"W",62,89.743,"Class3",16.136,74.379,70.738,59.557,15.785,73.008,60
70.245,"L",37,46.66,"Class1",38.435,54.036,63.458,27.647,74.387,49.482,53
41.698,"W",81,73.594,"Class3",34.149,68.938,67.818,72.434,33.191,83.223,70
61.004,"C",46,66.238,"Class2",82.708,74.862,40.85,61.556,94.109,40.153,51
69.347,"O",46,13.895,"Class2",26.279,87.228,40.38,61.313,81.128,41.624,65
24.514,"J",13,47.119,"Class1",38.034,56.106,58.551,32.521,75.418,54.863,58
76.603,"C",47,28.605,"Class2",34.614,67.558,41.845,65.774,87.876,34.636,34
86.356,"Q",55,34.775,"Class2",-20.803,68.067,40.909,66.75,81.455,44.593,43
52.229,"J",64,55.624,"Class1",41.058,67.696,64.478,42.328,80.386,89.975,58
32.525,"V",53,86.676,"Class3",42.613,71.899,38.828,64.399,40.4,79.943,68
26.092,"V",54,87.322,"Class3",33.814,67.024,9.986,55.021,52.546,68.93,65
39.168,"V",51,88.227,"Class3",10.087,75.593,79.991,72.676,53.109,100.797,69
NA,"L",17,80.016,"Class1",46.611,46.844,67.436,38.731,74.151,41.974,51
26.72,"U",77,69.966,"Class3",29.831,65.194,68.788,55.39,56.276,91.267,59
34.403,"H",65,74.851,"Class3",30.739,69.854,48.844,60.955,18.752,82.02,62
34.784,"E",54,31.298,"Class2",27.713,54.434,40.954,57.964,95.962,47.091,57
31.806,"Z",35,74.504,"Class1",38.003,50.205,58.795,29.124,70.947,50.929,59
40.016,"V",65,67.914,"Class3",22.883,73.248,26.01,63.187,49.214,82.529,67
68.771,"E",53,90.879,"Class2",27.565,82.174,41.003,57.945,66.997,31.982,65
24.168,"H",55,91.01,"Class3",47.546,71.603,71.563,72.387,29.704,94.378,62
72.051,"Q",63,87.288,"Class2",-8.593,69.044,41.918,62.406,93.914,33.586,38
52.556,"B",47,68.667,"Class2",7.158,83.249,42.543,74.201,54.024,32.713,41
32.071,"J",27,55.193,"Class1",42.02,66.988,61.255,28.383,79.914,56.962,60
97.818,"E",38,34.561,"Class2",38.684,78.878,41.138,47.829,81.505,44.249,52
56.645,"B",69,34.153,"Class2",31.159,54.91,41.033,67.405,94.642,38.158,65
34.071,"L",54,69.427,"Class1",43.558,49.252,59.077,44.787,70.872,70.817,63
NA,"J",18,49.216,"Class1",48.16,56.204,62.923,39.143,73.071,31.717,52
10.127,"O",52,78.091,"Class2",45.37,52.27,40.762,64.089,68.148,37.556,35
23.345,"V",52,79.284,"Class3",48.245,64.369,37.626,61.653,25.064,73.903,60
48.394,"C",10,47.095,"Class2",93.246,76.978,40.558,45.619,95.07,45.884,40
66.402,"Q",21,19.155,"Class2",66.105,59.923,40.287,64.397,66.615,43.602,49
33.707,"V",80,67.467,"Class3",24.707,71.339,54.655,61.119,56.825,73.622,59
20.251,"H",48,90.392,"Class3",NA,70.015,61.424,57.005,29.828,83.427,70
67.017,"J",21,78.825,"Class1",36.89,63.495,58.457,37.952,76.036,26.462,61
21.933,"Y",73,74.206,"Class3",32.936,65.324,5.678,72.273,33.117,85.885,66
30.758,"Y",69,79.443,"Class3",34.463,75.348,30.726,73.39,53.192,86.812,64
31.208,"Y",66,68.851,"Class3",49.725,74.118,41.942,66.728,20.229,84.122,65
33.238,"L",21,83.77,"Class1",42.723,64.674,65.693,33.938,73.938,-8.297,58
47.973,"J",66,77.478,"Class1",NA,43.152,65.184,41.635,85.801,68.061,52
NA,"E",42,23.052,"Class2",-14.594,73.557,40.227,68.262,74.615,43.157,62
46.31,"E",42,78.516,"Class1",43.49,61.871,63.56,46.328,69.396,88.818,65
70.827,"Z",22,43.937,"Class1",43.236,76.459,58.221,35.367,70.769,48.103,58
93.04,"O",72,45.536,"Class2",46.622,86.657,40.653,64.332,63.031,44.575,55
39.973,"U",65,91.347,"Class3",33.277,77.528,47.611,60.256,28.594,77.357,61
28.039,"W",83,75.138,"Class3",38.477,76.031,34.712,68.472,36.628,75.543,65
84.148,"E",47,78.714,"Class2",40.664,86.949,40.903,63.729,90.47,38.805,63
34.492,"Y",57,80.527,"Class3",28.503,66.938,46.956,64.317,17.938,88.017,71
26.768,"U",47,77.19,"Class3",43.415,73.149,62.02,63.473,50.171,79.872,71
62.561,"C",49,63.467,"Class2",10.276,62.548,41.648,64.745,73.899,37.92,53
7.159,"Z",17,59.89,"Class1",41.791,74.827,67.362,37.943,79.251,69.661,58
82.526,"C",18,55.769,"Class2",43.484,60.756,41.092,51.58,78.346,43.413,58
40.299,"U",55,90.594,"Class3",50.008,65.843,49.343,63.298,39.144,78.801,61
56.885,"B",34,63.471,"Class2",52.945,77.365,41.19,68.684,63.186,31.014,53
44.584,"W",78,76.372,"Class3",16.336,69.6,13.352,57.526,51.749,67.986,60
66.139,"C",30,90.756,"Class2",-2.351,86.729,40.734,56.794,80.558,42.033,57
51.32,"O",58,45.333,"Class2",21.612,71.452,39.715,52.379,81.174,35.618,62
72.767,"L",28,51.23,"Class1",47.368,73.241,62.675,44.668,76.702,68.785,54
83.181,"Q",9,65.139,"Class2",102.112,82.168,41.94,50.563,69.18,31.472,30
27.839,"V",49,88.957,"Class3",40.404,70.825,31.893,73.631,55.515,94.097,66
42.73,"Y",50,70.76,"Class3",45.892,76.028,44.92,67.121,32.677,73.625,62
47.341,"E",54,25.086,"Class2",38.467,70.944,41.6,58.317,80.931,43.173,35
57.974,"Q",25,45.966,"Class2",40.281,71.864,41.388,63.347,53.804,40.142,34
43.509,"O",27,52.975,"Class2",62.46,83.774,40.129,63.146,75.592,46.679,60
62.834,"L",71,44.138,"Class1",40.684,49.62,65.479,37.379,80.422,36.679,58
NA,"L",74,38.803,"Class1",44.506,47.339,64.388,34.436,74.73,86.207,60
33.791,"O",63,47.435,"Class2",29.043,52.58,40.24,74.535,74.178,39.86,70
34.921,"E",32,25.657,"Class2",37.319,53.703,39.611,40.48,95.552,25.841,32
37.023,"U",55,74.5,"Class3",44.911,70.219,40.279,61.962,36.781,81.037,66
89.205,"O",2,35.042,"Class2",NA,67.191,41.516,71.085,85.35,40.16,61
31.205,"G",65,47.331,"Class1",43.675,43.813,62.937,45.889,70.885,77.654,60
60.556,"O",52,88.331,"Class2",1.791,74.065,41.261,51.727,58.719,39.722,53
16.794,"E",35,62.35,"Class2",13.697,70.949,39.541,55.155,92.565,39.078,64
40.888,"W",49,74.031,"Class3",33.065,71.88,78.904,56.313,55.64,87.003,71
22.562,"V",72,72.854,"Class3",20.038,72.831,44.9,69.355,22.577,72.865,67
92.822,"C",19,2.146,"Class2",97.938,81.026,41.061,57.531,72.268,39.793,61
25.226,"W",52,80.696,"Class3",50.484,67.238,52.678,64.492,32.281,92.653,59
37.714,"C",64,11.516,"Class2",51.993,58.335,39.734,72.183,83.883,52.844,42
79.622,"E",24,51.794,"Class1",44.608,71.799,64.382,43.351,77.022,81.767,58
21.054,"V",70,87.287,"Class3",35.759,73.2,52.15,74.46,38.272,80.215,63
49.217,"E",59,39.816,"Class1",43.906,70.696,57.579,38.364,84.164,33.586,54
38.133,"G",63,84.72,"Class1",39.688,68.822,61.278,34.536,73.941,71.205,59
110.712,"B",48,30.664,"Class2",27.208,54.192,40.973,54.846,95.61,38.057,53
NA,"G",23,67.435,"Class1",43.801,52.685,63.484,44.216,71.653,81.78,61
72.382,"C",12,55.156,"Class2",-14.359,75.598,42.026,62.914,80.108,32.211,57
47.492,"L",55,57.565,"Class1",45.237,52.057,66.774,45.12,73.888,44.267,51
27.1,"G",53,38.455,"Class1",43.059,51.142,62.513,30.92,70.376,61.784,66
-4.189,"C",54,17.44,"Class2",52.474,51.196,41.286,40.579,79.357,36.249,31
28.299,"U",83,79.026,"Class3",40.397,77.547,46.355,59.044,46.831,87.066,71
17.265,"E",26,41.813,"Class1",NA,54.416,65.233,36.296,84.195,77.157,60
94.822,"B",10,52.91,"Class2",54.208,83.052,40.746,56.537,71.362,46.948,37
36.748,"E",69,54.037,"Class1",47.855,56.554,63.736,46.199,82.007,44.566,53
NA,"C",45,51.229,"Class2",35.113,80.714,40.359,63.398,69.813,43.972,33
36.766,"E",75,91.855,"Class2",30.351,78.099,41.312,69.953,82.845,40.377,47
54.85,"O",69,65.028,"Class2",46.089,77.579,41.219,66.713,93.477,33.572,64
28.903,"E",19,55.69,"Class1",43.606,74.337,64.332,44.762,79.025,14.183,57
53.479,"O",40,3.618,"Class2",18.165,84.855,41.332,42.46,70.491,38.786,35
35.223,"L",17,40.981,"Class1",41.807,47.583,61.103,38.903,81.856,41.077,60
36.695,"G",51,80.927,"Class1",43.147,76.919,61.728,46.183,87.875,108.886,62
54.312,"B",73,16.685,"Class2",37.403,57.055,41.795,61.41,65.412,33.266,54
21.755,"Z",47,76.618,"Class1",39.164,57.146,62.573,42.974,78.909,39.805,54
11.704,"E",69,39.217,"Class1",43.062,41.01,59.792,44.437,73.307,38.809,53
