"PJZ1","LTA2","XEO3","NMU4","RJK5","OXN6","JIO7","WTC8","Output3","QOA9","PBY10"
17.345,23.011,"D",10.335,77.381,"W",93,-14.449,"Class1",39.677,94.216
12.25,13.371,"D",84.493,32.164,"O",23,50.587,"Class4",98.007,2.962
41.893,52.525,"I",92.443,88.182,"T",62,31.035,"Class3",20.523,14.606
-1.372,76.809,"J",88.278,NA,"R",74,86.023,"Class2",52.079,32.35
40.446,48.806,"I",NA,87.407,"T",74,39.827,"Class3",23.831,13.102
2.973,64.37,"K",85.031,79.034,"K",77,85.441,"Class2",56.517,41.105
29.302,6.699,"L",85.215,36.169,"N",13,62.982,"Class4",96.353,4.222
50.927,61.961,"T",93.665,90.179,"E",65,45.853,"Class3",30.302,11.127
9.843,66.314,"P",64.909,58.636,"G",75,85.487,"Class2",57.131,11.093
13.915,61.571,"X",94.677,87.183,"P",75,36.324,"Class3",24.518,17.478
20.117,9.91,"L",NA,29.786,"N",20,43.527,"Class4",98.587,6.2
8.11,73.107,"P",48.661,67.306,"G",85,85.542,"Class2",59.384,66.567
12.229,15.847,"B",92.011,29.099,"R",22,47.523,"Class4",95.523,8.015
17.341,9.792,"B",84.543,29.845,"O",20,61.85,"Class4",94.109,4.125
15.185,77.811,"P",59.755,68.849,"G",86,85.799,"Class2",52.426,7.023
8.185,79.128,"M",38.836,68.545,"O",81,85.541,"Class2",52.607,27.098
11.949,71.056,"Z",31.624,37.472,"G",86,85.126,"Class2",53.786,24.319
11.695,41.826,"W",8.475,78.858,"Y",91,86.424,"Class1",39.359,91.259
10.595,94.234,"P",23.527,61.553,"R",77,85.337,"Class2",48.229,14.334
12.722,80.585,"Z",82.689,50.32,"R",84,85.232,"Class2",43.112,49.035
17.983,13.423,"L",92.004,33.665,"R",21,60.491,"Class4",94.439,2.554
3.623,48.567,"G",10.167,79.936,"K",84,36.801,"Class1",39.275,93.624
21.159,48.002,"S",10.19,81.36,"K",86,69.595,"Class1",39.314,91.841
22.873,56.982,"X",92.582,89.031,"J",59,44.194,"Class3",22.076,15.186
10.227,82.126,"M",48.75,42.307,"K",74,85.897,"Class2",67.437,39.407
41.74,50.839,"Z",91.628,90.394,"T",78,37.051,"Class3",18.443,13.343
8.474,69.017,"Z",23.805,60.982,"K",85,85.829,"Class2",56.477,7.573
16.742,49.023,"J",21.885,47.149,"G",87,85.727,"Class2",58.666,6.656
11.92,76.238,"W",21.907,83.299,"Y",88,64.634,"Class1",38.786,93.371
15.757,73.133,"Z",6.044,54.52,"K",79,85.931,"Class2",58.549,11.493
4.449,44.106,"G",20.436,74.842,"W",91,71.818,"Class1",40.177,97.633
5.45,43.329,"Q",21.543,86.031,"W",83,55.713,"Class1",39.122,97.759
18.585,69.873,"D",21.046,86.003,"Y",80,63.769,"Class1",39.233,95.868
10.486,36.096,"G",10.865,77.452,"K",85,39.687,"Class1",39.334,96.131
15.084,20.068,"L",82.905,30.512,"P",14,55.576,"Class4",95.622,10.093
8.694,61.698,"D",9.953,79.027,"W",86,33.001,"Class1",40.397,90.652
17.513,54.564,"Z",58.38,62.644,"P",74,85.617,"Class2",56.399,9.479
33.698,56.429,"Z",93.691,93.018,"R",66,42.787,"Class3",24.105,17.285
19.306,13.676,"D",84.026,NA,"N",21,50.015,"Class4",94.935,9.892
39.657,65.817,"I",94.839,88.367,"R",72,44.925,"Class3",21.025,12.924
52.814,57.978,"X",NA,90.64,"R",69,47.278,"Class3",29.182,14.78
13.665,58.243,"Z",10.851,NA,"R",87,85.372,"Class2",58.688,9.675
21.218,9.494,"S",82.179,33.106,"R",19,68.687,"Class4",95.786,3.998
44.719,50.809,"X",93.242,94.986,"R",76,54.461,"Class3",33.712,11.235
27.751,63.487,"T",94.733,91.714,"R",72,26.818,"Class3",14.909,13.485
24.683,55.229,"N",NA,86.705,"T",62,32.237,"Class3",27.705,15.491
6.5,39.797,"D",14.133,86.195,"C",90,56.088,"Class1",39.522,95.135
12.472,52.952,"N",91.944,85.801,"T",66,32.092,"Class3",29.719,17.646
32.805,54.693,"X",91.156,94.815,"T",78,40.444,"Class3",24.101,11.798
29.804,61.188,"T",95.683,93.745,"R",61,37.386,"Class3",22.573,11.428
10.492,41.791,"D",15.149,75.483,"H",78,3.997,"Class1",39.225,91.678
22.791,7.404,"D",86.813,36.048,"Y",21,61.305,"Class4",92.181,9.709
20.765,78.694,"J",10.663,57.431,"O",75,85.071,"Class2",45.019,54.81
31.895,56.417,"I",NA,86.444,"P",62,33.484,"Class3",18.051,16.632
23.34,57.633,"J",81.705,60.025,"R",86,85.71,"Class2",51.873,10.484
23.602,74.672,"K",60.576,34.087,"R",74,85.325,"Class2",62.1,28.548
2.377,60.666,"J",45.491,80.989,"G",83,85.465,"Class2",54.423,59.041
32.42,50.162,"I",92.176,93.36,"J",83,42.725,"Class3",23.165,15.72
6.758,63.6,"P",45.906,69.475,"R",81,85.006,"Class2",49.029,32.244
14.052,71.761,"K",45.903,75.666,"K",74,85.445,"Class2",56.291,50.291
9.081,51.311,"M",73.358,34.378,"G",78,85.244,"Class2",51.104,26.501
14.74,63.401,"S",12.123,83.258,"H",91,44.465,"Class1",38.751,93.801
7.529,55.983,"W",12.786,82.854,"C",84,56.595,"Class1",38.877,93.085
8.745,16.835,"L",91.784,35.443,"P",13,57.307,"Class4",98.124,10.557
12.332,82.06,"M",94.598,71.907,"R",88,85.397,"Class2",68.731,27.529
15.835,81.831,"P",58.396,63.415,"P",75,86.143,"Class2",55.529,48.311
13.199,61.429,"G",10.073,77.436,"H",84,60.085,"Class1",39.474,93.072
12.434,83.458,"D",23.781,81.961,"C",83,102.861,"Class1",39.363,93.055
6.734,50.236,"D",20.927,NA,"K",90,44.924,"Class1",39.609,96.706
14.822,62.031,"K",77.743,26.077,"R",72,85.708,"Class2",68.595,26.125
23.896,12.516,"J",93.307,36.32,"N",11,44.768,"Class4",94.715,4.857
37.366,56.01,"T",91.335,87.32,"T",67,38.489,"Class3",29.999,17.475
21.814,2.058,"B",93.89,34.037,"O",19,46.247,"Class4",98.127,8.834
41.448,58.596,"T",92.479,91.695,"T",61,33.992,"Class3",24.91,15.971
5.326,84.987,"M",93.784,29.237,"O",87,85.566,"Class2",48.936,38.286
14.747,57.745,"S",16.322,81.065,"Y",82,54.593,"Class1",39.127,93.149
24.573,10.032,"J",88.395,30.692,"P",23,51.722,"Class4",99.065,9.255
8.236,14.63,"B",83.437,35.666,"P",18,36.496,"Class4",92.728,9.843
9.898,55.482,"W",12.951,79.179,"C",92,37.944,"Class1",39.217,97.291
56.186,51.718,"I",95.406,94.634,"T",82,42.98,"Class3",16.652,12.203
16.335,74.832,"P",58.898,NA,"R",84,84.928,"Class2",52.355,25.773
19.213,65.834,"Q",16.33,75.719,"K",92,56.483,"Class1",39.35,90.478
23.948,64.023,"M",84.48,59.378,"P",87,85.43,"Class2",55.513,17.617
-2.273,83.146,"M",66.1,60.861,"K",74,84.971,"Class2",61.661,60.796
23.557,52.784,"T",NA,93.136,"J",59,33.204,"Class3",27.896,13.866
13.493,28.199,"Q",12.998,NA,"W",91,40.002,"Class1",39.259,90.161
39.7,50.713,"X",92.409,94.029,"J",68,33.9,"Class3",20.326,16.397
2.446,57.532,"W",15.174,86.525,"Y",90,46.797,"Class1",38.915,96.571
13.643,13.798,"L",91.651,33.405,"P",13,55,"Class4",99.045,5.832
22.931,47.581,"Q",21.446,82.006,"K",85,48.691,"Class1",39.226,91.574
14.033,25.725,"D",23.606,85.771,"C",86,73.134,"Class1",39.66,94.471
2.976,71.319,"M",96.88,39.084,"R",87,85.097,"Class2",51.58,61.606
19.913,14.702,"S",86.366,32.922,"Y",18,38.959,"Class4",94.79,10.532
13.961,71.768,"Q",NA,76.317,"K",78,29,"Class1",39.722,93.941
25.058,53.516,"X",91.472,92.553,"R",81,41.89,"Class3",24.001,12.058
30.113,15.727,"L",82.826,30.23,"Y",22,35.994,"Class4",99.566,4.155
20.521,81.158,"J",15.731,37.451,"R",86,85.641,"Class2",41.227,18.344
3.003,62.797,"J",82.258,34.311,"O",86,85.744,"Class2",51.178,27.199
12.555,81.723,"J",41.667,57.57,"K",73,85.407,"Class2",41.945,52.252
48.405,56.269,"I",94.555,93.291,"E",72,55.163,"Class3",26.064,15.198
44.725,51.018,"I",95.524,89.182,"R",78,38.023,"Class3",21.078,14.49
16.605,7.413,"S",86.01,NA,"P",15,46.727,"Class4",96.461,10.974
13.589,14.515,"S",93.873,30.791,"N",14,67.561,"Class4",95.752,5.787
25.288,103.038,"Z",69.693,83.514,"O",84,85.075,"Class2",46.011,35.305
16.947,18.874,"B",93.266,33.025,"N",11,53.546,"Class4",93.65,8.927
13.847,74.413,"W",22.053,75.517,"H",85,39.4,"Class1",39.119,96.947
28.451,52.462,"N",95.453,84.74,"J",69,28.607,"Class3",26.392,12.652
13.72,5.089,"S",90.234,36.808,"R",21,44.817,"Class4",96.319,2.706
15.492,73.628,"Z",23.475,44.733,"K",85,85.665,"Class2",48.07,21.618
1.959,1.829,"L",80.102,36.651,"Y",21,34.884,"Class4",95.905,10.193
16.858,63.152,"J",62.513,64.01,"O",80,85.085,"Class2",38.602,64.642
10.11,102.025,"M",20.22,52.765,"G",77,85.522,"Class2",47.712,59.633
29.77,19.753,"D",83.673,29.454,"R",23,72.517,"Class4",93.557,7.997
13.702,54.336,"S",21.132,80.594,"C",80,72.398,"Class1",39.595,92.582
17.215,20.41,"L",82.393,34.424,"R",17,50.714,"Class4",95.651,3.037
23.582,14.612,"J",NA,35.354,"N",21,46.631,"Class4",97.533,8.808
51.706,60.143,"I",95.491,84.099,"J",60,44.926,"Class3",30.772,10.914
8.628,48.054,"G",21.342,75.632,"Y",87,69.562,"Class1",39.471,90.385
18.236,2.037,"B",80.594,36.674,"P",17,23.81,"Class4",100.294,2.593
35.621,5.732,"J",88.346,35.733,"P",13,41.71,"Class4",97.65,8.567
13.358,26.678,"W",16.127,74.717,"W",87,35.141,"Class1",39.375,90.014
32.723,56.025,"T",94.054,94.178,"R",81,37.694,"Class3",22.77,11.805
7.94,93.746,"M",54.807,77.278,"O",85,85.733,"Class2",47.671,64.152
12.91,10.478,"S",NA,31.701,"P",20,21.143,"Class4",93.889,8.368
23.708,3.499,"L",91.807,30.506,"R",18,48.974,"Class4",94.993,4.71
39.055,44.177,"T",95.49,89.855,"E",57,47.619,"Class3",24.597,12.758
22.777,61.93,"Z",64.17,51.206,"O",77,85.386,"Class2",51.944,54.679
22.624,54.091,"M",89.017,75.646,"O",76,85.64,"Class2",63.268,67.131
4.126,84.906,"K",24.427,63.787,"R",80,85.463,"Class2",52.503,30.773
14.138,10.295,"D",86.077,32.43,"R",22,57.095,"Class4",95.125,6.177
21.573,56.374,"Q",8.743,78.486,"Y",81,53.718,"Class1",39.177,96.188
30.341,50.298,"X",95.675,95.936,"E",62,39.386,"Class3",20.045,16.866
8.157,61.227,"K",67.144,49.217,"R",77,85.371,"Class2",54.096,15.488
22.762,68.462,"Z",72.875,56.571,"P",88,85.469,"Class2",61.033,14.169
24.58,76.134,"M",4.44,53.759,"O",88,85.584,"Class2",47.018,50.004
41.934,58.238,"I",91.709,NA,"E",64,43.131,"Class3",26.734,10.271
10.446,34.81,"D",24.763,81.169,"C",77,70.82,"Class1",39.783,94.82
18.475,23.132,"S",90.408,36.631,"O",13,50.787,"Class4",94.253,3.751
6.496,97.693,"J",33.894,76.023,"G",77,85.148,"Class2",48.146,6.706
32.199,76.542,"M",93.213,52.455,"K",74,85.478,"Class2",57.529,41.83
8.801,72.646,"M",69.031,36.401,"K",77,86.019,"Class2",70.338,51.664
15.592,29.879,"G",23.307,81.592,"Y",83,25.279,"Class1",39.644,91.95
22.446,47.798,"G",14.553,74.935,"W",82,85.062,"Class1",39.601,91.429
40.062,53.865,"X",93.319,89.34,"J",77,40.988,"Class3",20.867,10.937
9.988,74.873,"J",95.955,43.669,"K",83,85.637,"Class2",64.121,59.018
7.248,53.606,"G",16.263,75.92,"W",83,74.069,"Class1",39.627,96.104
33.846,56.602,"X",92.667,89.296,"E",72,34.63,"Class3",24.654,14.242
27.144,17.347,"D",90.798,36.689,"N",13,57.635,"Class4",98.111,5.441
16.722,52.323,"D",21.127,79.048,"W",81,67.65,"Class1",39.399,96.149
22.799,-1.187,"B",92.202,35.761,"Y",12,61.879,"Class4",91.594,3.76
10.229,60.401,"Z",22.033,78.545,"G",81,85.807,"Class2",49.944,9.934
7.806,8.859,"D",91.015,30.421,"R",11,46.799,"Class4",94.509,8.492
5.351,74.83,"J",47.479,36.865,"O",78,85.451,"Class2",47.633,20.237
43.66,55.716,"Z",91.28,92.093,"R",77,32.05,"Class3",25.019,15.059
8.082,53.34,"D",6.062,76.582,"Y",93,48.895,"Class1",39.223,95
11.406,51.267,"G",22.38,81.272,"Y",81,29.322,"Class1",39.686,97.162
2.033,62.809,"K",76.013,67.659,"P",74,85.673,"Class2",55.332,38.323
35.285,59.054,"Z",92.416,94.246,"P",77,47.679,"Class3",23.508,14.348
38.93,61.287,"Z",NA,84.487,"R",84,45.493,"Class3",24.673,11.658
11.445,67.367,"W",15.067,79.923,"W",77,39.005,"Class1",39.629,97.831
16.644,52.857,"D",15.428,84.486,"Y",89,84.862,"Class1",39.454,97.98
8.888,69.922,"J",4.333,37.96,"P",78,85.183,"Class2",53.486,69.865
27.541,16.673,"L",91.794,32.413,"P",17,37.669,"Class4",94.361,9.678
23.114,84.927,"Z",24.083,29.713,"O",83,85.082,"Class2",57.421,35.571
5.06,108.511,"P",56.471,35.488,"R",85,85.239,"Class2",45.203,48.219
13.96,8.202,"B",87.16,33.819,"R",13,63.038,"Class4",95.6,3.004
57.589,47.442,"Z",93.789,87.538,"T",74,43.408,"Class3",27.647,12.478
12.027,12.028,"J",86.825,30.41,"O",19,37.198,"Class4",95.368,4.495
50.305,49.275,"N",95.206,85.642,"P",83,37.055,"Class3",16.468,16.343
11.577,42.542,"S",19.651,83.406,"C",84,47.559,"Class1",39.548,97.759
6.113,68.505,"G",11.367,77.352,"C",85,-10.789,"Class1",39.404,94.466
56.219,61.579,"X",93.687,89.629,"T",66,37.071,"Class3",18.219,13.137
34.52,48.208,"I",91.292,NA,"R",75,33.678,"Class3",22.175,17.754
10.759,81.004,"J",44.66,74.236,"P",86,85.359,"Class2",55.244,64.34
11.578,66.11,"W",9.265,78.277,"K",83,21.041,"Class1",39.496,92.64
33.441,55.822,"T",92.941,88.469,"P",69,35.693,"Class3",22.457,12.109
16.864,8.836,"L",85.361,32.463,"O",22,37.467,"Class4",95.899,10.779
17.989,96.097,"K",53.846,69.357,"K",82,85.393,"Class2",52.416,19.914
17.272,89.499,"K",87.597,30.41,"P",72,84.986,"Class2",67.58,31.091
25.293,12.4,"L",82.063,36.655,"R",17,37.903,"Class4",98.59,8.518
31.31,3.02,"L",83.077,30.583,"R",23,47.888,"Class4",95.025,5.189
17.938,53.16,"Q",6.866,81.846,"C",77,63.292,"Class1",39.498,94.62
14.369,10.534,"D",92.669,33.68,"O",22,60.99,"Class4",95.714,10.281
19.098,11.275,"L",90.897,NA,"N",14,68.768,"Class4",95.659,5.42
17.45,73.66,"P",51.192,34.9,"R",77,84.852,"Class2",54.956,61.63
17.127,87.182,"Q",11.252,85.665,"W",91,85.883,"Class1",39.513,93.553
41.925,57.096,"I",93.999,84.89,"R",83,25.201,"Class3",31.9,11.504
27.943,6.03,"S",81.796,35.561,"Y",21,51.153,"Class4",98.524,2.621
21.406,79.465,"J",18.505,83.918,"G",77,86.389,"Class2",48.281,21.091
14.344,17.388,"B",84.773,34.211,"R",23,61.948,"Class4",96.303,2.165
15.835,72.581,"M",91.807,29.226,"G",82,85.35,"Class2",47.872,66.723
44.396,56.622,"I",93.324,92.483,"P",82,42.132,"Class3",27.098,12.495
15.844,54.623,"Q",16.061,76.595,"C",91,-15.694,"Class1",39.913,92.509
16.123,4.668,"S",81.063,35.8,"R",11,46.157,"Class4",96.586,7.963
8.888,80.948,"J",41.447,80.312,"R",81,85.618,"Class2",58.535,6.99
12.644,19.108,"S",83.657,30.628,"N",20,53.429,"Class4",90.337,6.561
20.654,56.584,"J",93.591,48.479,"P",76,85.397,"Class2",41.983,68.105
47.344,58.093,"I",94.574,93.309,"R",68,36.285,"Class3",19.239,12.129
33.619,55.642,"T",91.096,89.699,"R",63,40.641,"Class3",25.072,10.932
21.033,96.083,"M",70.288,54.921,"P",87,85.485,"Class2",48.753,41.992
9.959,15.784,"D",83.686,36.437,"O",13,48.052,"Class4",96.274,8.305
8.032,35.641,"S",19.411,NA,"K",85,57.935,"Class1",39.455,92.57
5.34,58.188,"W",22.829,73.38,"W",87,53.193,"Class1",39.732,90.006
19.48,15.744,"B",86.636,NA,"O",21,42.997,"Class4",95.987,7.216
13.292,9.859,"L",88.145,36.877,"Y",13,57.962,"Class4",95.127,8.61
22.447,10.412,"S",90.971,29.543,"Y",17,48.325,"Class4",94.422,2.73
35.524,55.897,"I",92.689,93.574,"J",82,39.532,"Class3",22.097,10.831
47.289,54.2,"I",93.564,92.535,"P",77,38.302,"Class3",27.086,14.32
27.884,4.867,"B",91.201,36.569,"O",18,57.666,"Class4",95.089,10.517
20.376,12.276,"D",90.53,34.099,"R",21,43.283,"Class4",94.916,3.007
29.69,18.001,"B",87.011,36.477,"N",16,27.912,"Class4",95.143,3.864
16.743,1.921,"L",87.874,29.914,"P",11,30.501,"Class4",94.315,10.921
36.431,51.527,"X",NA,89.794,"P",71,41.455,"Class3",25.796,15.019
21.991,8.074,"D",90.3,34.743,"N",13,57.294,"Class4",96.169,4
16.902,39.731,"W",13.067,77.536,"H",86,55.791,"Class1",39.371,95.292
16.757,12.613,"D",89.029,30.673,"O",21,48.688,"Class4",91.408,10.066
11.322,56.706,"J",92.616,61.879,"K",73,85.283,"Class2",61.654,39.385
3.62,61.97,"M",37.858,53.39,"O",76,85.148,"Class2",40.955,41.495
12.155,92.656,"Z",31.719,67.955,"G",86,85.231,"Class2",57.511,38.362
-2.773,72.365,"Z",32.82,45.424,"R",79,85.037,"Class2",54.908,50.725
13.377,85.981,"J",NA,35.404,"G",79,85.944,"Class2",55.069,18.801
19.204,4.406,"L",87.303,30.703,"R",12,49.575,"Class4",93.464,6.652
30.516,52.796,"N",94.562,95.815,"T",60,40.012,"Class3",18.856,13.008
15.199,55.102,"S",9.19,NA,"Y",82,57.251,"Class1",39.254,93.599
14.571,54.054,"Q",14.585,75.14,"H",78,61.15,"Class1",39.849,94.482
10.728,34.485,"Q",NA,85.214,"W",83,20.864,"Class1",39.519,90.364
11.331,7.592,"D",89.128,33.452,"O",21,49.161,"Class4",92.048,2.671
4.982,44.389,"D",NA,84.509,"C",82,74.723,"Class1",39.474,91.095
9.96,9.405,"L",89.501,29.505,"Y",23,56.182,"Class4",96.384,10.315
9.595,44.96,"D",12.189,74.044,"Y",90,55.453,"Class1",39.451,90.468
11.902,81.601,"P",91.382,59.395,"G",79,85.647,"Class2",43.58,48.913
13.839,15.521,"J",89.859,34.775,"R",17,68.947,"Class4",97.909,5.093
-5.751,69.066,"Z",NA,56.753,"K",81,85.442,"Class2",35.93,33.972
12.832,48.235,"G",22.15,75.805,"Y",93,60.675,"Class1",38.805,90.58
1.028,72.805,"K",39.241,52.474,"G",86,84.88,"Class2",59.664,66.733
8.534,34.752,"S",22.236,82.36,"W",82,4.023,"Class1",39.803,95.59
11.187,19.691,"S",21.16,79.733,"W",85,44.37,"Class1",39.402,96.655
18.561,17.044,"J",87.931,32.567,"R",16,48.934,"Class4",97.802,9.585
13.983,56.261,"N",91.469,84.891,"E",64,43.836,"Class3",24.23,10.205
9.234,46.947,"I",92.642,89.648,"T",63,29.745,"Class3",26.805,15.144
21.632,9.148,"D",87.243,34.925,"N",17,43.091,"Class4",96.295,9.337
20.469,55.986,"X",93.288,84.155,"T",58,45.253,"Class3",24.362,13.925
24.763,67.141,"M",4.466,25.055,"G",84,85.92,"Class2",54.794,38.212
15.031,25.168,"S",6.139,77.491,"H",92,36.103,"Class1",39.163,93.176
6.191,19.518,"B",80.043,NA,"O",16,38.151,"Class4",93.466,2.671
21.939,17.169,"J",92.615,NA,"Y",16,65.66,"Class4",95.094,9.943
8.938,71.984,"Z",54.224,49.526,"P",73,85.185,"Class2",65.306,12.93
40.735,51.59,"X",91.636,89.662,"E",68,40.809,"Class3",29.063,14.407
33.962,53.188,"I",93.159,87.349,"T",69,29.592,"Class3",29.006,13.679
34.307,57.567,"I",95.711,94.141,"P",72,36.621,"Class3",30.689,15.41
14.424,78.692,"Z",41.833,84.495,"O",80,85.351,"Class2",60.422,47.803
20.881,-1.007,"S",87.269,29.048,"Y",20,57.973,"Class4",91.565,4.243
53.447,56.256,"N",95.682,84.807,"R",57,34.349,"Class3",22.466,17.794
15.529,28.132,"S",12.643,76.922,"H",80,30.291,"Class1",39.657,95.93
54.334,57.116,"N",91.143,91.626,"P",71,25.883,"Class3",25.289,13.425
14.957,62.17,"P",86.609,39.447,"K",80,85.005,"Class2",42.639,18.812
20.102,2.826,"S",80.861,32.522,"N",23,45.576,"Class4",95.838,9.312
4.763,66.167,"S",6.164,81.765,"C",87,12.455,"Class1",38.786,94.888
17.421,66.137,"K",86.288,39.327,"O",75,85.517,"Class2",56.364,40.135
8.983,17.612,"W",7.544,86.174,"Y",79,29.879,"Class1",39.226,97.293
14.504,15.147,"S",82.46,36.56,"R",14,39.808,"Class4",95.648,6.387
15.233,56.931,"Z",87.104,67.962,"G",87,85.373,"Class2",44.091,44.635
43.1,56.523,"Z",92.486,91.202,"T",78,38.117,"Class3",29.15,15.809
21.809,65.249,"J",25.826,59.824,"K",81,85.381,"Class2",55.128,40.888
13.729,66.737,"M",9.939,34.339,"G",84,85.795,"Class2",43.682,25.358
17.043,13.557,"L",89.669,34.598,"P",12,54.802,"Class4",94.647,10.204
9.361,44.662,"S",17.321,77.569,"K",87,15.996,"Class1",39.489,92.173
38.544,53.371,"T",95.739,86.933,"J",74,39.169,"Class3",24.563,14.426
14.833,6.039,"J",80.833,30.136,"O",17,38.826,"Class4",97.254,4.111
4.039,85.804,"K",94.326,83.959,"G",78,85.542,"Class2",58.96,41.408
12.818,90.191,"P",20.67,NA,"K",81,84.962,"Class2",56.272,55.983
18.435,69.515,"S",6.643,81.493,"H",92,100.962,"Class1",39.616,91.268
38.947,64.518,"N",92.583,87.892,"E",82,38.47,"Class3",28.685,11.379
13.424,16.556,"S",93.063,29.272,"R",12,37.375,"Class4",92.162,8.068
17.179,73.591,"W",6.403,78.794,"W",82,72.568,"Class1",40.045,92.695
51.332,60.573,"I",91.517,94.821,"T",72,44.272,"Class3",29.666,15.789
18.781,51.937,"D",18.507,75.659,"W",85,36.911,"Class1",39.711,93.388
9.423,71.349,"W",13.45,81.28,"C",89,39.867,"Class1",39.294,97.682
24.05,6.959,"D",87.79,33.189,"R",12,56.146,"Class4",93.589,7.915
29.576,59.7,"X",91.198,88.115,"P",66,29.787,"Class3",27.073,17.105
23.114,54.599,"Z",93.682,90.058,"J",80,32.797,"Class3",22.622,10.509
19.893,16.645,"D",82.135,32.754,"Y",11,28.336,"Class4",94.018,4.446
-0.324,35.516,"W",17.134,80.448,"K",82,45.478,"Class1",39.39,95.035
21.541,98.865,"P",NA,NA,"P",88,85.591,"Class2",58.619,69.591
10.618,71.88,"M",41.319,30.773,"P",78,86.054,"Class2",53.683,29.806
19.127,16.429,"J",87.993,32.462,"P",11,28.194,"Class4",93.353,6.283
47.388,62.625,"N",95.068,95.096,"R",70,34.974,"Class3",23.608,11.343
28.837,62.263,"T",93.349,90.351,"E",68,35.509,"Class3",24.213,10.385
53.455,55.11,"X",93.348,89.017,"T",61,44.664,"Class3",29.786,14.887
5.074,64.815,"K",35.254,54.257,"G",81,85.128,"Class2",47.998,65.106
46.964,54.696,"N",91.45,87.358,"J",59,48.545,"Class3",16.28,17.625
18.309,54.222,"X",92.888,91.713,"R",60,43.779,"Class3",17.387,16.494
15.917,9.493,"J",82.196,32.509,"R",12,61.771,"Class4",99.261,8.382
2.175,82.522,"Z",52.452,53.422,"O",87,85.855,"Class2",69.142,49.36
13.743,81.844,"M",63.182,38.318,"K",79,85.151,"Class2",52.465,29.943
14.048,39.812,"Q",10.843,76.919,"W",89,37.211,"Class1",39.136,91.001
6.749,68.726,"Q",16.01,81.335,"Y",80,14.46,"Class1",39.484,91.247
27.959,52.536,"I",92.476,91.064,"J",67,33.144,"Class3",30.208,10.986
12.335,46.543,"G",12.084,82.678,"W",89,24.019,"Class1",39.031,93.734
20.15,78.036,"Z",84.861,43.765,"P",88,85.421,"Class2",41.521,39.338
7.851,84.158,"K",45.125,41.127,"K",78,85.235,"Class2",44.903,69.976
0.874,10.363,"B",86.161,35.883,"N",13,49.932,"Class4",96.183,5.492
8.453,67.603,"D",16.709,82.102,"C",89,65.91,"Class1",39.952,94.739
16.111,3.039,"B",91.46,31.822,"N",23,48.55,"Class4",98.034,9.424
19.391,8.28,"B",80.923,34.177,"P",17,59.401,"Class4",95.394,7.076
23.192,8.233,"S",87.83,34.865,"O",22,60.413,"Class4",93.641,9.552
40.012,41.778,"Z",93.141,90.979,"J",58,28.333,"Class3",22.365,11.147
50.872,62.565,"X",93.392,85.883,"T",60,42.725,"Class3",27.954,16.666
12.126,58.643,"K",20.978,41.751,"O",85,85.374,"Class2",57.043,68.381
24.934,74.535,"P",25.235,42.584,"G",74,85.426,"Class2",46.715,42.589
23.506,53.752,"N",94.458,89.46,"E",65,36.229,"Class3",23.047,12.722
23.642,48.968,"X",95.131,89.888,"E",71,43.547,"Class3",28.558,14.687
23.842,5.332,"B",88.617,32.06,"R",14,76.419,"Class4",97.424,10.73
8.934,69.985,"K",83.278,62.219,"R",75,86.079,"Class2",41.4,11.168
9.122,84.583,"Z",32.45,83.052,"R",88,85.044,"Class2",56.842,12.574
15.206,50.284,"X",95.439,92.763,"P",59,38.273,"Class3",28.901,13.254
15.131,54.043,"W",8.771,82.707,"K",93,41.925,"Class1",40.132,91.128
12.456,59.904,"J",58.142,38.456,"G",77,85.134,"Class2",55.967,30.709
16.785,68.722,"M",71.095,37.803,"P",76,85.463,"Class2",59.846,19.733
17.452,5.996,"B",88.812,36.072,"P",20,46.915,"Class4",94.933,6.598
18.323,43.588,"G",16.158,73.262,"Y",79,31.797,"Class1",38.666,96.522
10.4,13.474,"D",91.706,29.616,"O",21,74.951,"Class4",94.051,9.756
19.549,8.182,"L",92.971,33.3,"Y",20,42.708,"Class4",91.796,4.87
9.224,63.056,"W",9.438,74.345,"W",92,52.737,"Class1",39.876,91.16
14.275,91.481,"M",9.448,59.475,"G",85,85.793,"Class2",48.028,60.008
4.705,73.496,"Z",69.627,76.249,"R",82,85.493,"Class2",60.552,23.591
20.589,5.595,"B",90.807,34.848,"R",12,41.378,"Class4",98.369,8.229
16.356,35.919,"G",9.423,83.92,"K",77,84.068,"Class1",39.148,97.503
24.924,67.195,"J",93.18,41.876,"K",86,84.944,"Class2",54.431,62.296
26.095,13.47,"S",91.787,31.252,"O",18,53.349,"Class4",96.99,10.767
3.031,19.444,"S",92.629,32.971,"Y",14,62.372,"Class4",96.2,3.261
10.238,14.168,"S",84.743,36.108,"R",13,40.78,"Class4",90.991,8.911
13.099,8.419,"J",86.248,34.229,"N",15,51.366,"Class4",92.967,6.131
52.638,46.841,"I",91.752,84.852,"P",57,40.278,"Class3",20.934,10.823
37.937,50.422,"T",92.859,86.834,"R",64,37.068,"Class3",21.5,13.747
3.225,88.75,"M",NA,48.629,"P",88,85.127,"Class2",62.107,39.264
17.956,99.683,"P",4.346,62.018,"O",77,85.577,"Class2",59.071,64.616
33.508,58.543,"Z",94.11,86.595,"J",82,36.126,"Class3",27.329,16.844
