"AMD1","ZGR2","YOI3","COQ4","BYR5","YRE6","XYF7","Output11","FHN8","JOB9","GUC10","MRT11","AGX12"
62.667,45.316,53.167,"L",14.294,54.184,7.991,"Class3",43,90.477,36.35,"G",9
73.142,30.155,26.955,"U",25.556,59.389,12.73,"Class2",62,15.425,39.422,"A",47
57.624,30.211,26.534,"F",22.012,30.88,2.644,"Class2",68,39.439,43.405,"X",43
38.931,38.329,77.161,"C",55.259,63.783,53.048,"Class4",71,47.532,20.764,"Q",32
28.849,38.538,77.3,"D",54.102,80.824,39.807,"Class4",57,47.236,42.254,"N",26
73.581,53.201,50.356,"U",24.669,34.235,23.238,"Class3",51,62.277,67.436,"Z",6
37.196,50.471,77.133,"C",45.747,53.287,28.548,"Class4",68,69.967,32.075,"W",29
81.546,78.827,51.164,"Z",62.658,15.539,85.348,"Class5",44,69.929,42.048,"F",35
30.869,47.842,77.242,"C",49.852,56.695,78.511,"Class4",42,51.807,38.814,"Q",42
83.855,61.89,54.567,"P",25.6,49.955,31.339,"Class3",52,68.632,36.56,"Z",7
70.894,77.873,55.016,"V",67.156,12.884,67.611,"Class5",18,73.964,45.68,"F",48
71.011,71.808,56.129,"A",18.869,67.96,23.507,"Class3",50,42.798,53.97,"G",2
30.074,48.131,77.546,"R",52.707,75.247,22.856,"Class4",56,64.85,24.956,"W",35
31.844,17.554,58.452,"P",40.826,31.229,57.151,"Class1",51,62.516,4.032,"K",78
56.688,44.662,23.655,"H",16.539,48.909,7.702,"Class2",60,40.285,52.857,"E",70
75.996,78.237,56.558,"X",76.926,12.245,74.554,"Class5",34,57.377,61.626,"F",44
33.062,18.796,56.661,"N",78.631,44.983,54.949,"Class1",37,35.088,2.867,"E",71
74.072,38.299,26.745,"Q",37.095,48.871,9.96,"Class2",80,37.31,41.835,"X",32
37.597,31.575,26.665,"F",20.893,28.675,11.11,"Class2",70,32.818,54.374,"E",60
71.02,77.22,58.458,"X",65.294,9.834,85.811,"Class5",54,58.169,41.973,"F",49
68.068,77.806,54.74,"V",53.449,11.943,84.967,"Class5",49,60.725,9.625,"G",47
69.838,41.341,26.065,"U",41.136,17.986,8.36,"Class2",64,28.156,55.296,"Q",25
29.222,68.01,59.32,"P",61.094,70.626,58.282,"Class1",32,34.994,1.752,"U",61
64.047,44.905,28.01,"H",27.831,46.812,0.864,"Class2",81,35.48,19.844,"X",48
35.443,66.527,59.76,"Y",56.541,28.542,50.723,"Class1",46,72.963,1.717,"K",69
32.423,NA,57.874,"Y",63.897,17.902,52.692,"Class1",49,4.709,5.144,"L",64
79.671,37.926,42.255,"L",18.96,75.008,30.362,"Class3",58,91.147,50.436,"G",5
28.763,35.006,77.774,"D",58.625,49.227,23.769,"Class4",55,42.611,17.276,"O",30
63.37,35.461,40.581,"A",21.247,58.056,7.506,"Class3",44,40.508,66.759,"G",4
43.117,43.122,27.677,"U",39.194,3.591,7.846,"Class2",63,38.761,57.448,"Q",73
17.984,36.846,23.573,"Q",26.798,64.63,4.014,"Class2",72,15.426,38.046,"F",49
53.367,31.706,25.847,"F",23.961,25.526,14.026,"Class2",85,32.883,76.815,"A",37
62.982,61.851,42.606,"U",16.944,87.157,11.366,"Class3",54,44.485,66.337,"D",5
33.365,51.624,58.737,"P",82.11,53.665,52.426,"Class1",49,38.433,2.998,"L",75
60.939,48.517,42.963,"A",15.265,55.7,24.472,"Class3",53,70.872,49.752,"N",8
75.811,77.478,39.051,"X",59.577,8.952,65.579,"Class5",51,67.346,13.484,"M",30
58.246,64.638,41.442,"L",23.245,88.544,15.379,"Class3",43,48.584,67.037,"X",4
33.942,40.737,77.749,"U",55.833,78.023,49.22,"Class4",49,68.102,21.268,"N",44
70.026,77.075,42.884,"X",59.103,15.21,74.283,"Class5",15,36.871,20.244,"F",29
34.836,NA,77.786,"C",54.836,69.351,11.029,"Class4",72,41.933,38.837,"O",27
70.857,47.994,43.051,"P",19.124,56.095,5.296,"Class3",54,79.38,59.256,"N",6
33.788,68.885,58.555,"K",29.964,34.604,53.252,"Class1",55,6.612,4.188,"K",69
34.862,43.491,77.276,"U",58.547,71.048,58.142,"Class4",62,49.363,34.115,"Q",40
82.309,46.526,55.428,"B",16.69,29.001,5.367,"Class3",47,45.006,50.982,"N",6
71.509,77.482,61.354,"X",63.703,18.851,79.827,"Class5",25,72.633,-9.594,"S",36
76.525,78.206,49.901,"V",56.248,12.693,69.382,"Class5",33,46.266,58.22,"F",37
81.93,41.538,40.392,"P",18.707,64.346,-6.226,"Class3",59,90.568,48.506,"X",2
32.983,79.292,59.469,"N",72.84,24.738,55.684,"Class1",48,42.92,5.986,"N",63
69.962,78.914,49.422,"G",74.909,14.415,75.156,"Class5",31,89.455,50.95,"S",44
91.018,41.125,27.011,"F",22.472,35.788,3.11,"Class2",78,31.341,53.082,"X",36
38.395,43.36,77.534,"U",50.749,57.826,19.565,"Class4",40,47.465,30.419,"N",33
76.294,41.108,51.774,"B",17.016,103.479,32.237,"Class3",47,70.353,36.643,"Z",4
73.043,77.692,53.955,"Z",75.953,8.869,78.329,"Class5",53,36.591,37.954,"M",48
71.043,77.072,50.768,"G",58.459,7.675,66.57,"Class5",13,50.253,39.607,"G",39
33.765,70.885,58.841,"N",47.133,31.953,53.362,"Class1",55,35.431,0.514,"L",77
34.331,76.628,60.098,"N",48.479,14.077,54.827,"Class1",50,63.721,1.255,"E",68
29.939,47.874,77.177,"R",58.859,57.974,40.593,"Class4",46,67.14,30.717,"W",39
37.846,45.779,77.731,"C",57.405,75.91,45.348,"Class4",45,56.169,44.021,"Q",42
35.676,35.008,24.363,"R",36.675,69.499,6.06,"Class2",69,57.278,68.043,"X",63
80.759,77.655,57.801,"Z",55.731,6.941,72.691,"Class5",18,52.444,26.531,"F",42
69.657,45.294,40.981,"B",14.094,42.592,40.83,"Class3",45,41.415,60.314,"N",7
66.673,77.717,53.247,"N",70.128,6.438,67.791,"Class5",36,36.913,47.684,"S",47
77.393,77.672,37.535,"Z",50.447,16.577,73.647,"Class5",29,55.003,16.889,"S",50
84.713,77.436,56.504,"Z",68.21,18.074,81.814,"Class5",11,72.44,6.034,"M",49
67.351,37.297,53.447,"U",18.436,42.167,28.1,"Class3",43,94.928,54.583,"N",8
73.93,77.36,37.152,"N",72.189,11.586,70.88,"Class5",47,31.601,42,"S",48
36.738,NA,77.69,"U",46.323,75.581,34.979,"Class4",74,59.519,18.103,"O",36
69.653,57.025,46.856,"L",23.346,58.989,18.178,"Class3",59,58.446,66.1,"D",3
62.139,43.341,23.606,"R",30.946,29.661,3.28,"Class2",64,52.318,35.95,"F",100
81.867,36.736,51.063,"U",17.052,75.239,14.505,"Class3",55,49.426,51.917,"Z",4
37.118,8.381,56.661,"Y",86.107,24.344,49.972,"Class1",41,72.681,2.321,"K",78
34.478,33.799,77.012,"U",49.681,68.136,44.143,"Class4",71,54.112,39.441,"N",32
76.599,77.144,45.397,"N",56.621,13.505,73.663,"Class5",48,54.35,31.713,"M",30
39.852,46.126,77.976,"R",46.549,62.37,58.388,"Class4",53,42.762,29.993,"U",35
73.738,77.961,55.941,"V",49.82,13.919,68.477,"Class5",40,84.63,71.209,"M",28
34.411,47.285,55.744,"P",56.613,25.41,49.14,"Class1",42,66.878,3.786,"L",64
72.293,63.853,50.21,"B",17.025,36.985,31.24,"Class3",50,57.282,50.953,"X",6
74.318,78.076,49.196,"G",61.932,9.804,72.657,"Class5",19,80.203,20.319,"S",50
21.385,36.693,25.688,"H",43.987,-22.22,10.051,"Class2",61,37.866,44.548,"X",74
54.465,40.33,25.026,"H",44.889,58.471,16.875,"Class2",59,43.395,60.788,"X",59
33.955,12.747,58.727,"W",49.837,37.263,50.407,"Class1",60,5.739,2.479,"N",67
43.161,43.926,51.235,"A",24.737,39.668,4.431,"Class3",46,77.976,93.624,NA,9
33.221,94.053,58.82,"Y",47.026,36.264,51.043,"Class1",60,80.593,3.208,"N",69
84.905,48.707,47.82,"L",22.777,65.616,18.719,"Class3",53,87.867,48.848,"N",7
61.807,78.474,59.321,"X",71.997,9.749,73.378,"Class5",36,36.957,20.007,"S",37
78.679,40.952,27.981,"Q",32.102,41.178,-3.589,"Class2",83,35.267,51.902,"X",61
79.153,78.77,56.07,"G",61.96,15.067,75.337,"Class5",44,72.473,1.406,NA,36
35.414,NA,77.455,"B",42.783,68.006,25.808,"Class4",47,67.709,15.647,"Q",37
31.992,34.69,77.782,"U",52.005,54.359,66.794,"Class4",73,53.458,34.065,"U",44
31.715,90.652,58.725,"K",55.785,30.463,49.359,"Class1",31,81.32,1.643,"K",70
69.2,78.121,39.168,"Z",74.754,11.722,80.385,"Class5",26,51.97,28.184,"Y",50
31.935,47.066,77.569,"R",49.041,63.95,66.51,"Class4",60,47.729,36.232,"N",38
37.619,60.149,56.497,"P",78.507,3.899,50.67,"Class1",35,16.474,3.089,"N",73
69.385,77.815,50.303,"V",55.314,13.239,72.902,"Class5",16,68.821,-1.701,"S",49
77.181,77.33,38.692,"V",53.039,14.856,70.082,"Class5",52,80.873,45.821,"M",33
58.932,NA,24.65,"F",38.018,83.283,13.716,"Class2",84,28.269,61.556,"Q",44
31.521,38.209,54.902,"N",66.224,5.795,52.578,"Class1",44,60.724,5.024,"L",71
78.225,78.749,45.427,"X",59.285,13.937,82.279,"Class5",10,49.57,43.861,"M",50
74.389,77.328,42.934,"Z",62.272,13.227,69.353,"Class5",29,40.057,9.783,"G",35
32.02,36.321,77.012,"C",55.054,76.535,73.522,"Class4",68,47.727,16.49,"U",44
83.019,72.47,44.016,"A",18.937,78.933,38.812,"Class3",58,78.748,73.863,"N",4
32.837,45.089,77.308,"B",52.361,54.074,62.836,"Class4",58,56.885,23.186,"W",33
76.605,43.329,42.713,"P",23.575,68.276,24.057,"Class3",57,77.15,68.826,"D",4
103.114,43.552,27.72,"U",25.561,79.446,-3.431,"Class2",67,32.777,54.418,"E",73
80.046,72.292,40.17,"P",17.792,56.173,2.523,"Class3",49,65.446,42.922,"D",7
78.694,46.069,48.865,"U",14.907,46.677,30.829,"Class3",52,73.227,54.418,"X",7
39.076,40.847,77.538,"D",57.985,71.539,50.792,"Class4",49,56.351,50.544,"Q",29
90.918,72.513,49.137,"B",20.739,72.251,5.23,"Class3",51,63.197,42.367,"N",5
67.922,40.006,55.656,"B",17.93,85.372,7.04,"Class3",45,52.717,50.252,"Z",5
55.35,31.847,26.28,"H",16.673,21.193,5.319,"Class2",60,7.753,52.54,"F",21
35.906,50.213,77.974,"B",57.814,82.377,45.715,"Class4",58,48.468,26.612,"N",28
81.634,78.135,44.546,"Z",73.043,13.613,78.08,"Class5",16,69.663,37.051,"M",36
30.938,26.762,60.919,"N",55.411,42.908,54.178,"Class1",42,11.104,2.694,"E",76
52.465,47.155,54.48,"L",21.285,34.279,18.395,"Class3",51,70.453,49.948,"D",3
15.541,NA,23.981,"H",24.527,45.924,4.934,"Class2",77,59.062,35.229,"X",21
34.961,61.869,57.639,"N",81.008,33.46,53.177,"Class1",53,17.506,4.104,"U",64
66.504,78.155,54.355,"G",71.938,17.059,76.227,"Class5",33,43.174,-17.286,"M",49
39.817,36.023,29.977,"U",25.988,101.209,8.741,"Class2",71,64.462,42.586,NA,87
59.298,65.674,56.652,"U",21.015,37.644,27.536,"Class3",48,81.19,65.239,"Z",7
75.575,78.719,37.925,"N",68.547,16.593,78.352,"Class5",49,57.293,45.107,"M",33
30.591,47.174,77.712,"B",55.292,68.259,23.999,"Class4",61,65.393,29.628,NA,31
45.646,43.769,23.324,"H",28.873,2.768,7.265,"Class2",81,26.721,58.108,"A",20
77.213,78.307,44.85,"Z",58.912,14.366,82.974,"Class5",22,55.562,-7.912,"G",37
39.895,36.377,77.379,"U",44.386,65.04,49.159,"Class4",54,55.376,14.912,"O",42
96.368,43.61,23.96,"H",48.524,49.856,14.623,"Class2",79,38.665,59.314,"F",81
82.388,78.95,47.775,"N",57.811,10.812,77.441,"Class5",25,53.67,45.906,"S",33
32.254,96.859,58.919,"K",87.396,33.993,52.409,"Class1",49,15.175,3.673,"E",72
33.065,54.432,59.142,"P",68.75,34.674,51.06,"Class1",44,17.227,1.746,"N",71
72.094,78.89,48.255,"G",74.156,14.491,79.612,"Class5",42,55.485,47.546,"Y",36
35.189,9.994,59.595,"Y",33.401,16.738,44.97,"Class1",43,15.06,4.648,"U",66
29.99,48.09,55.268,"N",49.18,4.044,50.506,"Class1",36,72.479,3.817,"E",65
39.732,50.856,77.857,"R",44.97,65.889,-6.466,"Class4",41,58.123,8.713,"W",38
31.934,41.531,77.075,"B",45.437,64.954,11.613,"Class4",66,54.458,32.177,"W",37
78.261,NA,27.485,"R",40.069,35.759,8.395,"Class2",63,56.677,37.462,"F",33
70.405,71.098,51.487,"L",22.248,77.693,14.972,"Class3",57,73.774,74.558,"X",2
74.506,77.683,61.094,"V",47.735,8.816,72.159,"Class5",41,36.198,14.37,"Y",37
86.513,78.202,39.087,"V",46.212,14.497,91.188,"Class5",46,79.577,29.973,"Y",41
72.727,30.58,26.183,"R",48.934,70.245,13.135,"Class2",71,30.016,72.913,"Q",31
65.416,78.281,52.178,"Z",77.233,19.096,69.013,"Class5",37,55.267,59.408,"G",43
31.077,64.988,54.993,"P",49.144,42.501,55.393,"Class1",49,54.893,5.101,"E",71
33.837,43.948,77.306,"B",51.361,59.172,-20.596,"Class4",55,53.808,23.683,"O",28
36.591,43.379,77.402,"B",44.067,67.17,13.561,"Class4",73,45.981,23.024,"O",35
46.332,48.069,77.382,"C",58.937,75.948,52.992,"Class4",41,61.651,29.853,"N",28
66.071,77.872,51.705,"X",74.494,7.131,77.221,"Class5",36,52.608,45.163,"S",33
75.119,58.256,42.155,"B",16.695,80.531,13.289,"Class3",57,75.785,60.904,"N",4
30.391,46.9,77.98,"B",57.153,55.116,97.982,"Class4",59,62.509,14.359,"N",40
33.491,37.741,77.053,"C",50.116,55.397,10.847,"Class4",74,67.413,33.174,"Q",36
71.151,55.188,56.806,"A",19.209,78.483,24.403,"Class3",47,83.129,59.264,"D",9
71.44,64.206,53.486,"A",24.823,46.46,32.987,"Class3",47,68.247,34.552,"Z",7
49.927,39.999,26.552,"Q",23.235,57.787,9.817,"Class2",63,39.811,33.571,"E",20
54.926,43.978,23.816,"U",43.466,13.543,-1.591,"Class2",83,9.488,49.687,NA,97
31.56,69.126,56.506,"W",36.915,13.54,50.464,"Class1",42,74.524,2.472,"N",71
32.828,33.127,26.724,"H",22.018,84.268,-2.651,"Class2",65,64.547,60.787,"E",98
57.413,61.659,51.562,"A",16.454,54.663,-15.641,"Class3",56,62.049,84.999,"N",7
63.745,77.739,50.024,"V",61.35,14.631,71.908,"Class5",53,64.633,49.736,"Y",38
59.422,41.407,26.711,"Q",14.483,40.289,0.405,"Class2",72,12.383,54.285,"A",56
57.487,30.86,27.493,"Q",28.15,69.299,10.478,"Class2",72,22.737,64.789,"A",41
17.108,44.706,24.688,"H",42.63,38.054,7.02,"Class2",61,22.324,40.17,"Q",63
34.456,49.813,77.878,"U",56.194,74.183,47.202,"Class4",67,65.526,33.127,"O",43
34.108,38.26,77.565,"D",43.915,73.558,42.564,"Class4",73,53.277,34.313,"W",40
60.548,41.905,49.555,"P",23.298,79.167,27.11,"Class3",57,60.785,44.053,"Z",1
70.206,78.704,52.507,"X",56.434,5.582,75.018,"Class5",21,87.089,61.714,"M",43
75.277,78.89,44.858,"Z",60.842,19.609,81.787,"Class5",52,81.93,27.888,"F",33
74.819,77.852,58.795,"V",46.255,11.984,74.95,"Class5",55,85.839,57.155,"S",42
25.111,38.136,23.135,"F",20.6,26.404,3.987,"Class2",77,53.05,56.605,"Q",91
75.481,55.914,48.623,"P",16.644,46.955,20.321,"Class3",43,54.019,55.874,"N",5
39.385,27.95,59.449,"N",86.054,17.241,54.195,"Class1",44,71.166,2.396,"L",74
38.381,68.795,56.272,"L",15.633,57.622,16.869,"Class3",57,91.175,63.504,"D",6
36.507,37.442,77.212,"D",57.857,47.222,52.354,"Class4",62,63.611,34.415,"Q",26
69.367,49.254,40.612,"P",18.33,50.85,17.494,"Class3",58,56.3,73.974,"G",2
28.045,50.464,77.917,"U",55.812,88.309,-3.21,"Class4",59,65.195,29.872,"O",39
34.339,67.323,54.761,"K",87.357,20.821,48.822,"Class1",60,11.558,3.145,"N",74
31.472,47.598,54.693,"K",68.47,29.468,57.304,"Class1",38,56.631,4.228,"U",63
37.844,47.269,77.346,"R",52.944,67.465,16.347,"Class4",52,51.788,32.23,"Q",28
55.531,78.178,54.232,"X",51.592,7.758,77.572,"Class5",24,63.234,6.156,"Y",40
81.795,78.55,59.019,"X",69.754,13.345,69.413,"Class5",45,70.101,59.008,"M",49
59.827,43.996,28.559,"F",18.471,57.493,-6.178,"Class2",67,52.813,36.359,"A",58
58.142,39.846,24.989,"Q",49.732,42.879,10.137,"Class2",77,44.511,48.086,"A",78
57.079,37.236,27.159,"U",22.23,16.177,15.433,"Class2",63,16.391,65.982,"X",92
32.24,22.963,60.358,"Y",29.527,21.973,53.737,"Class1",44,65.698,4.162,"L",62
31.969,33.918,77.198,"D",42.238,86.627,2.195,"Class4",56,42.191,22.577,"O",38
36.244,41.524,54.961,"N",49.51,33.348,53.604,"Class1",34,41.578,2.546,"N",70
36.25,33.601,77.966,"U",55.04,69.321,50.609,"Class4",59,67.772,48.576,"U",32
31.37,64.969,59.592,"Y",35.679,31.148,54.933,"Class1",54,41.714,3.755,"U",62
35.933,76.274,56.914,"N",37.203,27.52,52.062,"Class1",55,57.01,3.069,"U",70
39.613,46.16,77.232,"C",49.763,53.563,32.738,"Class4",72,44.945,27.161,"U",34
35.265,79.541,60.278,"P",43.667,12.851,58.839,"Class1",34,55.034,1.632,"L",77
59.651,49.035,40.033,"L",17.307,71.736,-5.089,"Class3",58,72.399,53.533,"D",9
90.724,38.859,29.805,"U",38.843,57.245,7.507,"Class2",68,24.585,38.55,"F",21
74.091,78.108,44.338,"N",68.079,11.476,69.013,"Class5",53,60.33,38.657,"G",46
71.442,NA,45.861,"V",69.828,13.642,73.265,"Class5",56,67.793,-5.448,"M",45
74.026,44.471,43.823,"P",15.363,56.958,19.028,"Class3",58,64.141,64.155,"X",5
46.392,41.326,27.531,"U",29.298,52.367,0.233,"Class2",59,31.599,43.073,"Q",51
36.766,36.966,27.431,"H",25.914,37.018,9.376,"Class2",75,35.805,50.287,"E",55
35.422,12.296,60.346,"P",42.548,32.243,50.047,"Class1",35,60.526,3.564,"E",64
37.649,44.421,77.992,"R",55.134,59.593,20.821,"Class4",66,67.919,37.172,"W",29
72.925,NA,48.734,"X",71.734,16.34,81.816,"Class5",23,31.022,40.631,"Y",46
57.247,62.256,51.886,"U",16.425,51.292,25.949,"Class3",46,61.166,35.468,"Z",9
33.607,89.496,59.99,"Y",47.65,26.224,51.764,"Class1",51,34.95,3.137,"N",62
31.135,50.234,77.786,"D",57.608,62.869,41.631,"Class4",48,58.775,39.991,"W",28
36.147,43.159,77.739,"C",48.378,75.556,24.752,"Class4",73,52.228,14.837,"W",38
72.106,53.247,48.947,"L",25.015,73.187,33.203,"Class3",44,95.579,55.907,"N",7
43.093,33.531,27.869,"H",47.038,9.138,11.421,"Class2",66,49.125,59.387,"E",41
57.87,78.054,53.317,"X",74.419,6.271,80.035,"Class5",48,84.22,8.725,"Y",47
33.819,NA,58.89,"N",43.507,34.771,51.51,"Class1",40,28.102,3.866,"N",65
33.64,42.58,77.833,"D",54.651,53.748,55.811,"Class4",67,71.092,39.227,"N",26
28.867,63.954,54.585,"K",69.065,32.611,46.361,"Class1",35,87.591,2.981,"E",61
40.192,44.392,23.588,"H",33.13,83.339,7.021,"Class2",75,54.362,40.439,"X",33
39.136,47.395,77.786,"R",44.157,57.566,41.23,"Class4",72,51.836,19.836,"O",39
67.883,52.505,48.815,"A",15.914,51.148,26.978,"Class3",48,91.674,51.74,"N",3
70.084,56.152,47.536,"P",18.238,79.412,5.02,"Class3",48,69.329,49.312,"N",3
68.093,52.924,54.003,"L",23.9,68.693,15.446,"Class3",49,49.038,49.086,"N",9
32.576,25.066,55.321,"N",49.943,41.701,52.45,"Class1",41,7.557,3.801,"N",77
33.209,50.011,77.63,"B",58.47,68.404,29.361,"Class4",66,71.819,15.56,"U",36
33.223,40.521,58.125,"P",52.998,26.002,57.468,"Class1",48,63.885,3.729,NA,63
35.191,39.956,58.45,"K",33.389,18.596,50.245,"Class1",32,22.547,0.715,"L",76
59.409,35.688,23.454,"H",18.182,61.893,-5.385,"Class2",71,37.223,53.472,"Q",69
92.753,38.213,28.002,"F",25.687,61.299,8.384,"Class2",64,11.066,36.903,"Q",79
74.196,78.317,39.935,"V",76.419,10.158,76.779,"Class5",12,42.236,38.724,"F",41
78.005,31.936,27.092,"H",27.068,35.192,6.467,"Class2",78,9.856,48.893,"Q",99
29.549,44.947,77.891,"C",49.455,66.959,29.31,"Class4",72,68.396,31.789,"N",27
80.663,77.012,59.745,"G",56.413,9.434,70.421,"Class5",31,46.798,57.521,"G",32
8.763,NA,29.142,"U",34.559,27.145,7.653,"Class2",68,43.017,64.955,"A",98
29.044,27.366,55.698,"N",76.413,44.931,53.114,"Class1",44,14.915,2.64,"K",72
76.721,70.341,49.233,"P",19.183,71.987,14.229,"Class3",58,46.859,59.542,"D",6
67.611,63.83,40.004,"P",24.631,49.668,29.058,"Class3",57,60.868,48.667,"N",6
69.742,35.382,26.626,"R",40.29,59.694,8.588,"Class2",75,47.978,51.993,"A",38
37.404,38.39,77.086,"R",48.011,61.214,37.526,"Class4",50,63.413,34.154,"U",44
29.835,82.312,59.233,"Y",54.019,34.676,49.792,"Class1",54,84.479,2.304,"U",71
71.627,32.236,24.71,"H",34.396,67.643,-2.792,"Class2",71,45.177,49.996,"E",46
59.517,41.877,43.613,"A",16.652,61.125,15.858,"Class3",45,51.718,51.093,"X",1
59.739,71.158,40.143,"L",14.539,68.844,-12.149,"Class3",55,63.78,69.618,"X",2
32.702,NA,24.109,"Q",15.857,58.263,6.639,"Class2",81,33.237,56.058,"Q",74
84.833,78.112,43.696,"V",46.194,10.545,77.027,"Class5",23,80.779,84.018,"S",46
59.46,77.37,39.684,"G",59.483,12.658,74.128,"Class5",44,34.098,42.223,"Y",28
69.312,77.501,48.038,"V",50.231,17.074,76.763,"Class5",46,62.482,30.537,"M",46
65.764,NA,41.772,"X",78.302,12.037,75.17,"Class5",54,54.98,35.421,"F",40
64.018,78.48,51.891,"N",59.969,16.886,73.654,"Class5",19,86.838,27.247,"F",35
50.139,38.154,29.509,"R",32.181,-1.612,12.194,"Class2",59,52.59,57.436,"E",100
85.799,45.506,46.797,"L",21.041,67.094,9.938,"Class3",44,82.971,60.504,"G",5
37.87,81.783,59.592,"P",29.743,75.623,52.156,"Class1",56,52.691,4.773,"N",72
30.52,46.451,77.83,"D",55.534,78.908,-4.559,"Class4",66,44.374,25.018,"U",31
31.705,59.216,58.555,"N",58.382,39.271,51.962,"Class1",43,54.451,3.683,"E",64
76.584,78.578,48.322,"V",65.097,10.503,78.706,"Class5",43,34.946,58.702,"M",45
36.173,50.817,77.933,"R",45.024,55.053,72.503,"Class4",45,45.925,35.077,"W",40
66.042,40.151,23.01,"R",21.544,16.647,7.945,"Class2",66,62.243,43.558,"F",33
36.71,44.515,56.537,"P",65.497,47.533,50.421,"Class1",32,74.522,3.864,"E",61
65.79,52.176,48.387,"P",23.87,55.722,24.966,"Class3",46,83.215,43.414,"N",1
73.511,48.523,56.332,"L",21.458,51.835,12.877,"Class3",57,67.182,43.47,"D",4
58.221,39.169,47.113,"A",25.573,54.378,11.295,"Class3",53,68.012,49.602,"N",9
35.688,20.491,54.437,"Y",61.267,25.271,53.478,"Class1",57,53.726,2.214,"K",63
38.447,43.889,77.818,"C",57.933,74.194,28.538,"Class4",45,52.525,33.857,"Q",38
70.743,78.904,49.411,"Z",66.868,20.834,75.049,"Class5",17,85.389,42.117,NA,28
66.47,57.1,49.063,"U",17.79,64.304,34.384,"Class3",45,58.315,58.801,"G",6
37.965,39.731,77.483,"D",55.858,71.634,25.422,"Class4",47,59.6,30.455,"Q",27
90.372,36.591,24.511,"Q",45.647,48.874,5.417,"Class2",68,49.835,49.663,"E",85
44.441,39.78,27.411,"R",27.814,74.518,1.85,"Class2",83,60.944,59.096,"Q",74
64.967,63.843,46.51,"P",17.041,69.72,28.878,"Class3",51,74.101,66.261,"G",4
-22.627,44.524,28.511,"Q",43.915,15.753,6.041,"Class2",66,22.299,42.866,"F",100
72.725,77.88,43.442,"N",64.653,11.693,75.638,"Class5",16,83.62,19.256,"M",34
74.885,77.268,48.903,"G",77.533,10.607,78.37,"Class5",13,45.173,31.222,"M",35
34.688,NA,60.24,"Y",57.461,28.046,52.631,"Class1",31,50.733,5.755,"L",66
68.042,77.743,49.947,"X",62.817,13.845,76.174,"Class5",53,69.932,48.788,"Y",44
32.772,21.643,58.424,"P",77.48,33.508,54.745,"Class1",31,11.807,3.745,"U",76
35.281,38.085,57.821,"W",48.302,46.784,55.357,"Class1",59,24.421,1.727,"N",64
64.283,32.69,27.965,"U",14.481,30.564,1.223,"Class2",74,8.755,29.297,"E",41
30.538,35.601,59.873,"Y",53.984,22.801,51.189,"Class1",53,76.351,4.22,"K",77
78.147,77.309,56.853,"N",73.176,12.249,71.609,"Class5",34,49.286,38.996,"M",46
33.228,35.82,77.39,"C",44.509,67.49,55.859,"Class4",62,69.629,26.993,"W",41
75.423,78.515,47.041,"G",58.217,16.59,76.873,"Class5",32,48.157,49.443,"M",44
36.47,37.452,23.07,"Q",26.609,54.259,9.326,"Class2",82,9.438,52.593,"F",94
72.3,51.451,42.961,"U",24.462,29.614,43.936,"Class3",49,54.314,62.434,"D",7
30.819,57.907,55.571,"P",71.375,27.17,52.183,"Class1",32,52.006,3.843,"K",78
72.94,78.119,60.009,"Z",69.815,7.463,73.777,"Class5",14,83.381,49.525,"Y",37
35.019,30.756,59.813,"Y",63.96,32.4,45.328,"Class1",37,26.251,3.023,"L",72
88.356,78.993,49.85,"G",70.783,17.828,80.796,"Class5",44,59.485,16.247,"Y",39
62.263,32.692,28.745,"U",33.172,71.049,6.781,"Class2",61,44.1,44.085,"A",45
60.693,31.343,27.417,"R",29.878,65.074,11.609,"Class2",79,55.146,12.82,"F",18
72.998,NA,52.541,"Z",66.208,11.851,75.39,"Class5",17,59.608,40.497,"F",43
76.247,77.881,56.397,"V",77.397,10.42,81.018,"Class5",38,41.463,19.552,"M",31
64.452,74.341,52.321,"U",14.012,44.787,29.371,"Class3",54,80.295,59.418,"N",1
85.147,38.576,56.148,"L",19.626,43.476,34.359,"Class3",46,47.176,47.772,"D",2
61.951,75.905,43.178,"U",21.819,38.138,-2.147,"Class3",48,81.319,37.041,NA,6
32.513,96.442,54.788,"N",56.243,16.78,52.662,"Class1",51,5.862,1.451,"U",75
76.001,77.484,48.97,"V",68.188,19.969,72.412,"Class5",45,37.562,12.713,"F",40
35.832,21.07,59.689,"Y",60.592,27.221,48.905,"Class1",59,26.58,5.219,"E",75
39.116,46.785,77.647,"B",49.884,71.237,65.012,"Class4",69,41.856,32.585,"U",33
81.75,78.283,51.874,"V",56.192,16.206,74.775,"Class5",31,86.099,18.505,"F",29
38.04,71.606,57.028,"N",77.158,26.07,54.136,"Class1",59,23.568,2.747,"K",62
30.702,50.724,77.948,"C",53.544,71.587,39.497,"Class4",74,50.069,24.602,"W",26
55.518,37.949,42.924,"A",24.216,45.071,35.656,"Class3",47,87.969,47.443,"X",7
29.188,45.562,77.951,"C",43.594,72.399,18.222,"Class4",61,46.292,28.631,"W",27
91.949,39.42,25.696,"Q",27.639,54.406,10.364,"Class2",60,54.401,26.363,"E",64
63.897,41.75,28.446,"R",24.069,34.981,11.78,"Class2",58,54.678,45.27,"X",94
