"MRQ1","QJV2","LID3","AHN4","YXE5","PNH6","WVM7","UKR8","AYF9","UBT10","Output13","BEP11","CZN12"
47.289,0.097,53,8.427,48.811,25.632,"U",71.913,76.5,81.576,"Class4","N",64
62.303,59.496,16,72.47,39.974,27.002,"Y",45.778,19.685,8.44,"Class2","L",52
29.446,38.389,69,59.245,73.831,15.073,"N",35.063,-32.922,57.091,"Class5","D",57
34.864,8.366,28,53.465,38.647,31.05,"L",87.758,82.561,53.116,"Class1","M",70
63.834,51.302,8,51.707,41.1,26.741,"N",47.517,60.013,12.679,"Class2","L",44
24.539,7.565,29,7.46,41.478,56.267,"M",72.727,66.228,82.261,"Class4","R",NA
85.998,NA,29,65.156,89.464,34.024,"G",70.718,21.937,39.48,"Class3","F",29
86.356,26.379,40,57.019,89.717,76.523,"G",16.65,32.246,44.475,"Class3","F",22
74.663,32.465,76,59.37,45.597,52.543,"C",85.741,81.735,31.055,"Class1","A",42
88.189,37.612,16,75.367,88.008,91.778,"P",37.116,14.142,58.345,"Class3","F",59
84.524,43.141,25,47.1,92.285,8.519,"Q",88.158,11.851,19.353,"Class3","K",53
23.318,38.406,70,46.892,64.83,19.465,"N",43.387,18.814,62.04,"Class5","X",55
64,65.131,13,20.056,42.277,25.322,"Y",43.438,17.515,1.419,"Class2","V",72
33.298,3.934,44,8.127,33.656,56.23,"O",72.457,65.314,67.636,"Class4","A",34
18.819,5.282,7,8.986,56.217,23.558,"C",71.818,85.927,17.366,"Class4","V",65
65.635,19.054,19,59.936,41.772,38.695,"L",87.125,83.079,32.695,"Class1","M",55
49.148,5.546,22,8.394,39.357,56.564,"O",72.274,68.957,74.275,"Class4","V",28
13.121,40.377,73,62.478,59.949,35.458,"S",37.498,83.55,68.3,"Class5","X",45
61.168,44.859,19,71.967,42.454,83.068,"Y",44.117,30.854,4.599,"Class2","I",69
55.063,78.928,13,26.47,41.831,62.824,"N",38.841,33.335,3.194,"Class2","U",76
89.659,44.212,49,46.646,85.569,30.166,"P",64.563,27.885,78.453,"Class3","P",36
88.482,30.704,14,51.619,91.498,99.154,"G",51.525,27.57,66.354,"Class3","Z",39
8.818,8.182,63,7.882,37.175,8.108,"C",72.052,94.989,76.703,"Class4","R",63
52.106,80.698,11,80.621,40.113,19.851,"Q",45.654,93.567,7.464,"Class2","L",60
27.781,84.272,68,44.96,58.266,17.43,"M",43.942,47.419,63.333,"Class5","B",45
61.324,89.641,1,14.769,43.873,-16.811,"Y",41.474,24.386,6.725,"Class2","U",71
34.054,78.424,70,69.151,66.303,27.707,"W",37.383,79.887,58.345,"Class5","B",56
60.474,47.103,66,57.58,60.572,79.646,"V",89.107,82.92,34.511,"Class1","O",9
39.984,2.799,40,7.617,53.747,24.254,"O",72.051,107.861,33.832,"Class4","V",43
58.691,41.158,9,66.222,39.831,59.02,"O",47.611,37.779,6.982,"Class2","L",60
86.966,8.072,42,56.237,93.617,13.635,"Q",19.663,6.559,79.425,"Class3","Z",66
57.13,53.178,17,72.077,39.98,53.324,"X",46.168,78.268,5.055,"Class2","U",54
60.937,84.121,6,70.991,40.496,76.908,"X",44.956,-14.42,11.263,"Class2","U",75
58.941,67.368,22,47.3,40.335,86.41,"N",46.552,15.149,8.715,"Class2","U",55
34.613,5.401,14,8.539,33.909,61.8,"C",72.949,67.456,23.462,"Class4","R",64
63.058,58.88,71,45.381,31.853,90.925,"L",86.5,83.255,53.441,"Class1","M",60
49.453,39.122,70,58.788,24.42,26.783,"V",89.158,83.356,56.049,"Class1","Y",32
31.866,67.512,67,66.638,65.945,25.667,"N",30.393,56.987,42.935,"Class5","X",57
19.851,75.037,71,39.823,64.056,25.998,"W",34.657,42.761,55.893,"Class5","B",55
26.662,74.242,64,31.945,80.617,26.202,"F",30.149,34.703,39.936,"Class5","T",53
28.62,43.841,67,11.231,48.172,30.506,"N",43.302,27.8,62.88,"Class5","B",53
88.984,53.755,28,54.324,88.174,29.724,"G",24.094,26.241,53.985,"Class3","Z",41
85.209,20.191,36,51.393,90.365,26.571,"Q",45.34,24.51,21.327,"Class3","K",49
20.381,8.771,29,8.226,41.819,58.467,"S",72.179,91.615,25.896,"Class4","E",58
55.37,2.641,44,8.424,47.273,57.263,"M",71.337,81.495,24.552,"Class4","E",14
61.36,89.312,22,18.487,41.15,114.767,"N",47.741,25.575,3.615,"Class2","V",68
37.733,72.986,64,47.652,72.813,28.379,"N",40.957,7.413,56.784,"Class5","T",48
86.57,NA,16,56.572,89.172,38.274,"G",31.556,16.442,49.839,"Class3","P",48
16.907,68.502,73,47.284,99.904,2.462,"N",38.688,27.791,47.897,"Class5","Y",54
82.611,8.657,12,61.343,85.412,43.69,"O",23.065,18.179,71.231,"Class3","P",29
7.071,59.193,32,58.607,39.965,113.634,"C",86.938,84.282,34.943,"Class1","O",75
86.826,32.856,40,53.914,87.914,49.549,"Q",35.356,5.506,70.525,"Class3","F",45
47.894,NA,21,77.41,41.673,18.771,"N",42.991,48.319,11.686,"Class2","L",63
68.555,32.889,22,49.695,36.023,16.34,"W",87.579,83.137,42.44,"Class1","Y",37
24.306,72.129,72,27.578,71.976,2.919,"S",32.003,37.139,30.598,"Class5","X",52
87.673,26.454,20,65.935,93.75,27.309,"O",53.44,21.163,68.428,"Class3","I",79
58.221,75.633,7,75.243,41.445,54.046,"X",40.255,49.053,11.32,"Class2","P",45
19.335,64.108,69,7.176,69.842,21.524,"S",37.926,-7.929,67.479,"Class5","T",53
39.066,62.326,67,56.095,63.057,18.412,"M",38.115,36.341,31.258,"Class5","X",53
77.891,24.805,64,48.135,40.983,37.509,"C",87.889,83.537,50.521,"Class1","O",73
20.878,49.047,69,56.391,70.259,36.142,"S",43.365,51.926,56.592,"Class5","Y",47
84.624,13.586,33,57.331,87.348,50.013,"H",40.199,23.447,83.83,"Class3","F",28
37.845,28.555,56,49.003,56.69,60.758,"U",86.966,82.376,44.591,"Class1","Y",12
55.742,58.046,7,54.333,48.376,93.242,"L",88.503,81.724,57.064,"Class1","M",78
5.685,3.674,18,8.63,38.939,57.173,"O",71.547,73.193,25.037,"Class4","A",28
28.114,NA,68,7.332,40.284,44.622,"S",71.673,83.127,56.457,"Class4","N",NA
26.362,1.605,34,7.097,55.576,62.276,"S",71.73,57.042,47.572,"Class4","N",44
55.415,65.803,19,60.632,44.577,70.313,"Q",38.635,41.632,7.26,"Class2","V",67
37.34,7.822,30,7.847,66.373,-28.267,"C",71.637,85.439,44.373,"Class4","R",43
67.944,78.608,5,78.273,40.648,45.259,"N",44.119,-34.252,10.603,"Class2","I",58
58.16,64.957,12,66.318,39.533,23.803,"O",42.786,30.612,2.738,"Class2","U",54
26.236,33.479,70,38.049,66.259,31.217,"M",30.393,49.807,48.342,"Class5","B",45
91.146,32.23,29,57.934,89.853,47.404,"O",69.998,14.995,74.233,"Class3","I",47
90.236,40.451,30,74.586,90.965,35.611,"Q",48.686,9.639,26.394,"Class3","F",71
53.278,77.566,15,30.931,42.255,52.891,"N",38.118,48.923,7.105,"Class2","L",73
53.101,61.886,48,54.267,32.531,47.378,"C",89.203,82.62,41.837,"Class1","S",21
58.822,84.819,8,58.788,42.07,46.58,"O",44.964,36.087,0.293,"Class2","V",69
85.614,26.351,19,75.299,89.179,43.73,"O",46.795,15.901,76.678,"Class3","P",27
39.329,0.252,11,8.123,26.514,43.483,"O",72.818,70.698,76.817,"Class4","A",43
48.581,50.668,20,9.964,41.972,74.28,"Q",43.832,8.19,5.602,"Class2","L",69
50.013,59.761,7,43.227,40.672,83.893,"N",42.941,3.467,9.435,"Class2","I",72
63.777,9.294,28,53.161,49.52,80.501,"C",88.802,84.548,54.206,"Class1","O",76
37.387,59.994,15,27.413,39.743,63.17,"X",41.842,45.781,2.191,"Class2","V",64
24.641,38.864,73,8.667,49.671,43.432,"M",40.59,30.967,29.077,"Class5","Y",61
47.669,58.512,10,61.467,41.401,75.761,"Q",41.606,51.596,5.087,"Class2","I",51
29.679,92.965,70,28.325,71.317,20.226,"M",38.43,49.374,42.026,"Class5","Y",54
25.612,1.487,65,7.978,60.216,50.474,"S",72.178,72.259,54.494,"Class4","A",50
90.151,34.1,28,51.883,91.279,11.277,"G",63.259,19.066,15.198,"Class3","P",73
29.381,83.387,73,68.512,65.588,12.321,"N",41.447,37.383,43.4,"Class5","D",56
54.576,53.603,14,50.891,41.604,25.302,"N",44.739,45.207,0.099,"Class2","I",58
88.386,13.632,28,53.7,86.418,-0.421,"H",36.003,19.029,74.352,"Class3","F",NA
24.468,42.335,65,19.547,70.651,32.621,"N",43.664,26.251,64.338,"Class5","B",53
24.357,32.494,48,55.727,31.145,36.937,"W",86.19,83.124,52.566,"Class1","A",NA
45.204,87.774,3,41.684,38.886,82.13,"N",41.492,58.337,0.582,"Class2","U",44
11.29,41.295,63,42.353,54.822,24.095,"F",30.959,47.902,24.47,"Class5","Y",56
59.676,69.525,21,44.608,42.002,83.672,"X",45.485,42.384,4.504,"Class2","V",76
19.035,4.236,7,7.11,63.345,52.441,"U",72.925,96.242,18.753,"Class4","A",53
49.315,4.728,55,8.066,41.303,33.425,"M",72.072,98.762,61.237,"Class4","E",74
20.997,49.514,64,55.815,84.196,20.448,"W",38.141,69.419,74.419,"Class5","T",47
28.727,5.404,58,8.425,56.438,2.085,"U",71.952,87.696,40.321,"Class4","A",61
33.958,84.121,73,74.7,68.093,23.252,"F",43.062,20.549,64.661,"Class5","D",60
56.592,82.573,20,52.404,39.303,56.375,"O",43.826,75.257,2.632,"Class2","I",43
38.466,33.827,27,50.94,51.014,75.965,"V",88.481,82.609,31.411,"Class1","M",61
69.251,11.575,52,53.804,31.365,19.123,"W",88.951,82.879,51.701,"Class1","O",58
38.724,3.355,31,7.256,60.507,75.022,"C",72.27,78.647,17.669,"Class4","E",71
24.397,58.897,65,16.03,68.355,13.44,"S",36.445,81.063,72.795,"Class5","Y",49
54.588,NA,39,7.915,47.766,37.411,"O",72.269,48.467,20.321,"Class4","N",67
52.601,5.67,35,7.249,63.324,52.413,"O",71.276,93.561,75.872,"Class4","V",15
86.67,10.302,23,66.596,92.896,11.24,"Q",26.863,2.333,75.912,"Class3","K",41
88.186,33.326,32,54.23,88.981,49.605,"O",21.165,11.263,87.56,"Class3","K",36
40.171,18.634,70,45.758,51.411,65.992,"L",87.606,83.772,55.831,"Class1","M",33
82.412,35.126,26,46.531,87.891,32.254,"H",30.304,21.653,38.527,"Class3","P",69
61.651,62.071,4,25.274,41.776,54.806,"N",40.832,53.491,12.867,"Class2","L",71
61.079,2.424,17,8.813,17.277,33.16,"O",71.997,68.381,83.881,"Class4","A",16
83.63,39.978,31,64.213,95.024,30.587,"P",45.934,19.643,25.648,"Class3","F",26
36.56,4.321,9,7.861,47.97,29.587,"S",71.518,66.495,76.973,"Class4","E",54
27.824,67.033,68,7.408,56.965,20.793,"M",31.866,35.401,56.001,"Class5","Y",54
84.939,11.91,14,53.313,90.049,25.65,"P",29.014,28.163,18.478,"Class3","K",49
49.583,76.224,17,24.27,44.22,92.061,"Q",38.328,70.715,11.092,"Class2","P",62
14.373,35.994,69,32.75,65.803,10.745,"F",39.206,23.406,34.986,"Class5","X",58
84.141,19.738,34,66.997,87.92,30.322,"H",13.336,25.796,27.868,"Class3","K",85
69.527,77.338,9,39.624,41.116,93.265,"N",42.833,17.685,5.102,"Class2","V",67
83.647,2.699,42,66.652,87.329,45.295,"H",21.844,-6.924,42.835,"Class3","F",52
23.213,26.93,72,54.971,37.811,69.285,"V",88.634,83.201,52.856,"Class1","M",38
60.523,47.223,18,45.252,43.724,44.002,"O",39.07,13.936,6.863,"Class2","V",77
58.022,47.824,22,53.957,40.422,16.722,"X",40.598,22.48,12.398,"Class2","U",58
21.559,1.781,30,8.19,40.674,46.896,"M",71.259,85.123,78.778,"Class4","N",58
54.286,81.167,23,11.749,38.193,55.062,"Q",38.313,45.559,11.655,"Class2","I",56
60.099,54.646,45,54.167,34.335,70.329,"U",89.28,83.819,46.877,"Class1","O",45
25.408,26.642,54,48.644,45.952,48.007,"L",89.557,82.809,52.386,"Class1","O",64
60.534,39.135,18,12.152,42.018,63.327,"O",38.685,24.873,5.31,"Class2","I",52
27.719,4.42,51,7.281,38.238,33.168,"O",72.304,93.623,77.265,"Class4","R",31
35.397,19.589,12,49.667,46.476,66.424,"U",88.443,82.953,54.726,"Class1","M",72
28.401,0.881,6,8.501,40.531,31.606,"M",71.542,105.41,22.745,"Class4","A",58
89.433,25.011,35,67.199,92.011,55.487,"P",31.827,19.022,24.56,"Class3","I",55
16.867,64.218,69,89.497,48.81,34.802,"F",33.858,87.597,72.719,"Class5","D",47
57.098,76.208,14,23.204,42.114,44.061,"X",44.207,28.422,7.217,"Class2","I",NA
18.884,37.909,72,70.484,74.779,28.351,"S",31.15,15.19,34.596,"Class5","Y",50
-1.317,4.774,30,8.928,63.987,43.083,"O",72.53,74.966,24.943,"Class4","E",23
46.344,26.195,74,58.44,48.868,66.614,"U",86.485,82.819,40.968,"Class1","M",75
45.019,28.376,16,59.559,45.686,28.696,"W",89.946,82.251,33.508,"Class1","M",9
56.916,2.932,58,7.142,73.49,56.694,"O",72.147,74.811,60.965,"Class4","R",72
15.182,43.374,69,42.039,59.378,34.031,"M",34.462,-9.026,53.117,"Class5","X",51
50.976,51.926,3,33.402,42.226,64.891,"Y",47.93,16.607,7.645,"Class2","U",48
84.952,13.836,23,50.976,85.979,46.654,"Q",51.913,-3.04,73.228,"Class3","I",61
30.555,61.824,65,22.815,82.07,9.95,"M",40.964,33.486,61.863,"Class5","Y",50
56.502,66.244,7,17.331,41.294,39.08,"Q",43.951,72.469,1.253,"Class2","V",69
12.437,6.707,43,7.303,52.732,32.961,"M",72.141,59.117,43.928,"Class4","R",55
85.443,55.695,12,74.541,94.39,37.741,"O",45.764,10.719,22.399,"Class3","Z",56
3.874,42.756,66,5.556,73.589,3.526,"S",39.747,-8.691,55.089,"Class5","Y",45
48.69,78.217,20,69.947,41.739,45.894,"Y",47.954,46.535,3.564,"Class2","P",NA
83.833,54.291,32,54.281,93.149,52.341,"O",9.026,10.987,53.702,"Class3","F",90
26.647,5.118,62,7.791,55.428,29.45,"S",72.54,90.384,36.895,"Class4","N",62
84.853,28.415,40,49.892,89.296,39.392,"Q",3.29,23.072,39.869,"Class3","F",49
53.585,63.939,15,71.992,44.346,66.726,"Q",44.535,30.728,2.699,"Class2","I",51
40.795,62.441,49,48.044,48.723,35.905,"U",85.531,82.72,50.848,"Class1","Y",35
25.378,57.009,67,56.457,74.64,22.364,"S",36.721,44.358,56.311,"Class5","B",55
22.38,4.239,6,8.846,52.215,16.1,"M",72.7,60.431,57.326,"Class4","E",60
21.599,35.758,71,10.42,55.814,27.45,"F",35.709,60.464,38.006,"Class5","B",47
34,8.275,22,8.58,44.967,33.993,"M",72.643,81.99,51.177,"Class4","V",65
56.846,4.923,30,7.057,37.768,43.072,"M",71.996,94.313,22.599,"Class4","R",34
46.22,40.421,6,25.028,40.623,102.869,"X",47.136,73.561,6.489,"Class2","U",72
86.038,53.664,35,44.481,86.826,-2.494,"O",55.108,9.941,51.097,"Class3","F",54
12.764,95.953,67,43.72,55.884,35.975,"S",39.36,7.818,42.056,"Class5","T",50
20.104,41.982,42,56.909,34.208,-12.689,"U",88.265,82.489,44.706,"Class1","Y",37
44.038,95.443,69,55.334,71.975,38.798,"S",43.414,8.382,66.01,"Class5","Y",52
34.606,5.572,63,58.295,52.224,60.471,"L",88.49,83.118,35.668,"Class1","O",43
82.942,51.553,12,49.969,42.803,32.479,"L",88.036,83.924,48.882,"Class1","M",40
31.906,78.27,69,42.162,85.05,30.464,"W",41.967,95.343,43.779,"Class5","T",50
56.048,20.654,38,49.278,34.121,32.89,"V",89.133,83.069,53.66,"Class1","O",NA
58.07,45.322,16,8.352,41.725,73.399,"N",46.567,71.125,1.627,"Class2","I",76
53.047,48.074,22,60.255,40.681,49.677,"Q",46.332,3.734,11.786,"Class2","L",77
23.002,55.091,23,52.703,41.926,43.977,"W",85.118,83.277,52.367,"Class1","S",61
42.644,4.151,32,7.065,41.728,30.764,"S",71.304,89.798,47.488,"Class4","E",45
56.92,75.813,15,59.204,39.611,24.631,"N",43.03,24.137,7.312,"Class2","I",45
27.804,47.373,67,63.123,56.115,23.588,"F",32.687,39.862,51.508,"Class5","B",54
43.222,36.1,10,43.587,49.887,44.171,"L",87.882,83.814,44.134,"Class1","O",76
61.103,51.303,12,76.334,42.758,87.975,"N",40.187,60.835,9.106,"Class2","U",73
27.609,23.038,52,55.38,47.778,78.531,"L",86.22,83.401,37.529,"Class1","Y",37
85.792,2.604,30,56.977,90.752,54.069,"H",44.926,36.231,77.493,"Class3","P",49
52.408,2.154,43,8.626,37.575,24.64,"M",71.392,84.63,18.854,"Class4","N",50
33.412,60.591,64,17.648,61.721,15.232,"M",32.911,19.454,45.347,"Class5","T",NA
49.289,NA,21,50.233,40.958,11.659,"Y",39.754,22.658,4.201,"Class2","V",76
90.577,4.863,40,54.291,90.446,20.792,"G",85.61,13.686,45.388,"Class3","I",27
66.156,37.171,12,59.482,36.427,48.391,"L",89.528,84.484,58.413,"Class1","A",48
49.374,3.356,8,7.778,47.894,65.035,"M",71.517,96.72,18.162,"Class4","N",58
86.479,45.454,36,52.808,88.448,2.527,"O",6.622,21.872,83.662,"Class3","Z",55
80.836,35.243,38,65.748,88.292,22.158,"O",10.889,21.587,26.925,"Class3","F",39
15.706,5.048,13,7.84,46.488,15.556,"U",71.336,71.054,23.841,"Class4","R",68
22.037,88.782,64,62.933,63.296,10.169,"F",32.317,61.349,71.668,"Class5","X",60
62.183,82.453,4,44.354,41.538,33.231,"N",42.575,27.438,3.523,"Class2","I",46
49.143,60.123,13,37.038,42.556,61.157,"N",44.742,8.202,8.74,"Class2","U",73
8.1,91.959,66,56.391,90.07,9.654,"W",37.663,7.061,31.375,"Class5","B",52
53.461,69.444,1,44.557,43.39,45.412,"N",47.422,24.703,7.12,"Class2","P",66
73.707,32.4,72,59.187,54.11,47.794,"C",88.052,83.73,49.353,"Class1","M",37
12.175,47.797,66,9.662,54.944,15.834,"W",38.294,27.389,43.198,"Class5","D",46
61.971,80.105,2,28.305,39.707,56.52,"X",47.939,59.778,5.079,"Class2","L",55
47.705,0.188,31,8.565,72.573,37.978,"M",72.616,84.713,11.346,"Class4","E",56
29.556,1.192,44,7.993,32.378,58.26,"O",72.261,97.601,63.059,"Class4","N",62
65.991,65.065,8,41.01,42.074,32.584,"O",45.68,-18.186,1.006,"Class2","I",65
16.196,28.211,63,3.008,71.986,45.796,"S",38.695,17.016,51.343,"Class5","D",49
85.934,11.25,32,50.123,91.474,48.681,"G",26.694,39.911,66.966,"Class3","K",44
59.52,71.604,9,65.809,42.104,44.322,"O",41.156,8.402,2.287,"Class2","I",72
-4.876,2.793,46,7.043,41.799,8.984,"C",72.148,80.824,15.499,"Class4","V",71
35.411,6.554,39,7.454,52.848,44.684,"O",72.9,87.788,50.205,"Class4","E",63
63.939,69.076,7,29.739,39.673,45.721,"X",46.055,43.157,4.553,"Class2","U",56
41.989,10.098,68,42.034,32.021,62.608,"L",86.563,82.961,33.355,"Class1","M",42
24.663,1.886,58,8.681,64.877,28.573,"O",72.778,70.669,54.005,"Class4","R",25
23.748,59.383,70,71.195,37.927,14.115,"N",37.327,50.356,50.226,"Class5","B",55
55.74,6.839,51,7.771,63.582,51.421,"C",71.172,79.146,62.679,"Class4","A",61
19.512,47.344,71,82.818,61.043,18.521,"S",41.555,43.744,32.252,"Class5","D",55
83.375,51.236,13,58.152,90.371,46.379,"P",10.251,10.374,47.443,"Class3","Z",40
30.464,4.931,12,8.074,50.07,44.313,"M",72.505,83.031,38.363,"Class4","E",15
27.613,NA,69,13.915,62.626,46.883,"S",43.854,52.201,60.067,"Class5","D",45
53.025,42.378,37,57.984,46.35,54.809,"V",87.176,82.69,34.09,"Class1","S",75
51.426,4.779,22,7.13,40.864,24.653,"U",72.966,66.832,60.384,"Class4","A",56
24.153,90.214,71,40.641,50.438,14.583,"M",33.176,31.326,73.115,"Class5","Y",49
16.003,8.36,62,8.581,40.524,44.877,"C",71.668,84.613,33.802,"Class4","E",63
39.422,NA,49,47.895,55.669,47.26,"V",87.655,82.542,31.212,"Class1","Y",54
87.369,38.781,41,64.183,92.05,51.623,"H",9.627,8.438,81.638,"Class3","Z",23
10.681,67.215,70,44.883,53.161,28.621,"F",34.51,29.036,32.904,"Class5","X",59
68.189,76.563,10,66.41,39.119,25.122,"Y",44.337,74.06,1.226,"Class2","V",50
73.653,49.25,40,43.515,33.994,64.622,"W",89.611,82.361,47.95,"Class1","O",83
86.174,30.302,20,74.126,88.425,-12.397,"H",37.829,6.186,17.849,"Class3","F",69
23.642,74.62,67,23.878,67.867,23.026,"N",35.844,54.204,50.114,"Class5","D",59
43.553,NA,46,53.096,51.367,60.833,"W",85.089,81.776,31.717,"Class1","Y",41
51.288,20.553,76,44.184,28.082,14.213,"U",89.216,82.566,42.092,"Class1","M",34
49.806,86.987,18,52.381,42.946,35.054,"Y",38.355,6.68,4.965,"Class2","P",77
31.682,73.084,67,54.769,75.804,40.05,"W",40.428,61.791,55.107,"Class5","T",57
67.204,55.325,19,60.995,42.063,42.192,"X",42.247,-2.353,1.645,"Class2","L",69
87.647,28.46,17,61.239,89.725,56.779,"P",62.263,20.485,45.118,"Class3","K",48
38.613,4.932,37,7.297,42.113,69.233,"C",72.171,65.049,27.217,"Class4","N",18
87.181,42.327,16,55.451,88.404,26.715,"Q",81.37,3.635,44.908,"Class3","K",NA
29.991,NA,41,8.853,41.986,16.177,"O",71.612,87.586,62.255,"Class4","R",26
20.077,57.938,71,4.96,70.573,33.12,"W",31.176,16.187,66.825,"Class5","B",55
55.767,57.086,10,42.35,39.891,69.947,"O",38.87,15.378,11.885,"Class2","V",51
89.083,10.228,47,68.765,91.069,-0.675,"Q",17.734,6.489,58.017,"Class3","P",61
14.351,18.401,65,52.284,37.837,47.424,"C",86.147,82.245,36.189,"Class1","O",58
52.949,3.397,11,7.04,57.426,52.084,"C",71.141,63.78,38.677,"Class4","E",78
15.774,55.838,70,90.92,66.601,24.844,"S",42.512,17.042,66.707,"Class5","T",54
30.316,40.958,69,54.352,41.383,-11.967,"U",86.533,83.248,54.791,"Class1","A",9
1.745,5.505,64,7.559,47.017,56.286,"C",72.358,68.995,17.675,"Class4","N",44
25.967,36.018,64,48.73,79.964,31.493,"M",41.087,82.378,71.802,"Class5","T",59
53.753,86.868,2,11.133,39.203,88.39,"Q",39.673,22.994,12.978,"Class2","V",45
11.707,69.342,71,41.436,57.925,8.403,"M",40.283,73.538,63.109,"Class5","T",61
46.406,77.819,3,12.413,40.055,71.919,"N",44.31,47.149,1.15,"Class2","U",59
38.922,60.436,32,53.012,24.551,22.009,"V",89.385,82.318,35.404,"Class1","S",25
60.538,45.158,20,10.667,44.218,22.691,"O",39.308,30.583,0.099,"Class2","V",51
55.391,NA,13,8.998,41.552,16.409,"S",71.867,79.939,29.728,"Class4","A",51
76.648,37.569,65,58.859,56.885,85.197,"W",86.261,83.491,57.117,"Class1","A",26
11.784,48.131,63,5.205,74.093,7.045,"W",36.294,88.701,45.767,"Class5","D",57
66.015,4.47,24,7.955,53.376,35.063,"C",72.837,94.641,50.128,"Class4","A",61
62.363,86.897,5,67.916,42.742,-6.042,"Q",43.975,18.323,7.212,"Class2","U",73
34.216,5.827,43,7.449,50.113,78.242,"C",71.17,56.24,48.972,"Class4","E",23
33.172,43.015,65,38.661,71.144,22.711,"F",42.623,59.341,62.72,"Class5","X",50
11.618,72.22,64,32.69,87.446,25.57,"S",37.053,35.561,55.506,"Class5","D",48
25.841,30.24,63,26.45,64.357,22.701,"N",40.076,-9.224,29.319,"Class5","X",48
70.663,NA,3,32.281,37.944,33.605,"Y",41.725,60.395,3.1,"Class2","P",62
56.832,58.765,69,57.675,37.294,28.477,"V",86.196,84.238,49.102,"Class1","M",52
86.609,8.628,19,62.928,91.684,66.203,"H",40.643,19.811,50.449,"Class3","I",26
55.091,21.455,70,59.25,52.418,98.13,"W",88.327,83.814,58.723,"Class1","M",10
29.235,5.38,28,8.018,29.566,39.133,"U",72.612,87.745,80.155,"Class4","R",21
26.533,8.958,59,7.946,47.502,39.515,"S",72.486,116.505,35.071,"Class4","A",25
47.573,54.141,16,41.516,39.638,71.843,"N",47.77,26.139,12.988,"Class2","U",49
27.055,47.082,63,78.039,68.898,8.382,"N",37.269,33.172,23.209,"Class5","Y",49
49.181,42.485,19,45.527,42.213,65.934,"Q",39.189,12.981,9.996,"Class2","I",60
84.131,17.984,49,70.227,90.035,1.633,"P",26.098,33.386,86.072,"Class3","P",27
30.458,62.395,65,50.284,59.484,26.713,"S",42.562,42.812,40.881,"Class5","T",52
27.767,33.466,66,20.993,66.187,20.014,"M",36.167,45.123,41.09,"Class5","X",52
79.314,24.239,23,50.283,49.38,27.865,"U",88.843,82.744,53.254,"Class1","S",65
87.135,50.916,28,73.954,90.153,85.25,"Q",8.723,19.503,70.942,"Class3","P",31
46.336,1.967,66,7.707,13.539,48.978,"S",72.399,59.643,34.44,"Class4","N",19
60.525,64.217,15,74.461,43.164,70.081,"N",39.412,36.5,6.698,"Class2","I",67
47.047,73.233,23,20.594,43.794,41.189,"Y",45.449,36.517,0.735,"Class2","P",73
13.175,1.609,48,8.929,54.997,-22.137,"C",71.613,65.64,43.23,"Class4","E",36
83.721,8.33,40,68.257,92.783,-4.226,"O",79.7,11.956,51.475,"Class3","I",47
89.527,15.644,14,75.208,91.338,45.545,"Q",15.267,3.684,68.289,"Class3","F",52
83.645,54.263,15,53.213,92.735,-9.602,"O",18.76,3.921,49.161,"Class3","K",55
70.618,61.827,41,45.265,45.753,21.367,"C",89.26,83.237,42.416,"Class1","A",32
86.424,11.375,24,66.832,90.551,29.966,"H",56.355,16.787,69.614,"Class3","K",53
89.026,40.783,43,66.885,90.411,55.192,"G",58.834,17.039,39.552,"Class3","Z",56
36.021,4.791,21,7.885,53.97,53.201,"U",72.547,80.775,13.829,"Class4","A",46
53.704,41.748,18,9.299,40.581,94.683,"Y",40.878,44.058,6.657,"Class2","U",64
9.941,30.703,66,48.421,69.557,11.188,"W",43.453,58.47,42.59,"Class5","D",46
29.724,39.19,55,48.823,54.633,42.444,"L",89.604,82.936,51.765,"Class1","Y",22
88.759,9.745,46,75.707,90.671,58.561,"O",24.076,28.392,46.348,"Class3","Z",NA
71.308,51.849,34,49.773,46.976,-10.353,"U",88.141,83.399,34.97,"Class1","M",93
34.7,1.134,41,7.506,48.02,59.912,"M",71.41,93.737,55.315,"Class4","E",68
51.619,51.156,18,27.368,42.145,54.366,"X",40.166,-29.152,5.502,"Class2","V",55
86.168,33.418,77,54.05,44.875,19.458,"U",87.435,82.497,54.489,"Class1","S",15
39.844,7.752,36,8.737,61.768,66.024,"U",71.547,87.697,74.969,"Class4","A",46
74.55,NA,38,55.569,27.622,25.501,"C",86.049,82.123,38.515,"Class1","S",24
87.986,19.941,32,46.762,93.166,48.612,"G",5.408,8.599,19.873,"Class3","F",54
11.671,38.959,66,47.099,86.217,46.451,"M",42.159,28.359,55.937,"Class5","B",57
23.363,3.004,25,7.103,61.537,30.114,"S",71.373,83.903,68.183,"Class4","E",48
29.878,3.314,61,8.434,40.582,20.939,"O",71.648,89.116,65.06,"Class4","A",38
60.242,53.816,10,64.66,42.384,29.007,"Y",44.893,36.031,1.874,"Class2","U",51
32.769,37.541,52,52.119,30.617,31.013,"V",89.7,82.174,43.05,"Class1","A",71
87.36,4.246,48,47.949,90.243,71.107,"Q",12.204,21.148,35.155,"Class3","F",74
87.974,46.27,24,63.149,86.494,23.243,"Q",69.949,27.189,51.602,"Class3","I",NA
