"LKQ1","Output19","WVR2","KLZ3","VEO4","EWA5","AWO6","HJY7","WUI8","LGQ9","UIV10"
74,"Class1",42.361,77.822,74.513,42.513,26.86,"C",25.891,28.861,64
64,"Class1",15.358,77.494,75.468,27.791,32.109,"Q",5.688,52.194,60
52,"Class1",20.586,76.185,76.978,43.597,31.318,"W",31.611,20.733,58
26,"Class2",87.782,19.205,76.218,65.007,-4.541,"R",12.856,60.746,60
49,"Class2",87.463,30.167,44.788,66.981,25.909,"K",17.963,85.5,60
31,"Class2",89.672,25.743,49.516,68.617,4.299,NA,26.5,82.932,59
47,"Class1",63.085,75.698,75.79,21.847,33.032,"W",79.31,-8.47,63
74,"Class3",82.708,16.496,90.631,68.863,39.722,"E",87.009,19.998,28
47,"Class1",53.167,80.279,74.898,34.554,28.025,"W",26.511,57.781,63
52,"Class1",35.52,74.55,75.589,22.332,33.358,"X",31.586,46.468,63
77,"Class3",24.967,15.398,74.625,68.619,45.231,"A",88.09,37.063,20
31,"Class2",88.509,5.748,90.98,66.13,18.236,"N",22.299,68.73,63
76,"Class3",27.171,16.283,93.372,65.925,53.351,"R",82.4,36.604,37
74,"Class3",35.34,16.752,72.191,68.503,54.568,"T",90.187,30.271,43
62,"Class1",45.874,78.25,75.923,60.092,30.912,NA,-10.973,59.937,58
65,"Class1",57.823,80.318,74.79,34.014,27.938,"X",86.861,44.596,63
46,"Class1",20.552,80.986,75.546,48.594,23.369,"B",63.499,4.959,62
73,"Class3",77.341,16.239,84.858,71.94,34.02,"T",87.658,28.439,46
45,"Class2",89.984,21.769,27.536,66.1,9.241,"P",26.695,73.219,63
54,"Class1",59.561,80.574,74.19,30.935,35.832,"Q",103.529,21.582,56
75,"Class3",46.115,16.345,75.773,69.677,50.583,"E",94.175,35.275,45
59,"Class2",90.66,18.814,41.976,67.036,19.26,"F",17.337,78.722,61
66,"Class1",50.799,75.057,76.954,47.6,28.466,"C",75.803,17.582,63
77,"Class3",85.255,17.259,72.198,72.698,45.318,"E",88.004,44.271,51
75,"Class3",42.912,17.901,89.069,62.63,43.523,"A",86.998,32.659,27
49,"Class1",57.652,79.462,75.631,14.865,32.475,"W",26.126,53.49,55
61,"Class2",87.355,7.94,74.874,65.561,36.592,NA,26.558,70.972,62
59,"Class2",86.475,39.593,90.881,67.728,17.761,"R",17.881,77.315,60
80,"Class3",63.498,17.889,68.02,70.685,41.58,"T",88.249,28.518,31
78,"Class3",32.466,16.816,65.442,70.686,39.107,"R",80.979,42.574,39
71,"Class1",43.787,80.891,76.953,31.239,26.716,"Q",59.454,14.534,62
67,"Class1",29.451,73.116,74.769,52.43,32.906,"C",69.652,54.033,56
79,"Class3",75.378,17.186,86.531,73.207,49.955,"T",86.04,34.104,46
78,"Class3",85.793,16.68,87.339,65.191,35.45,"R",87.649,43.797,14
56,"Class1",70.947,74.945,75.274,35.785,35.798,"C",-20.065,48.508,61
74,"Class1",37.225,80.888,74.357,33.079,26.486,"Q",17.534,4.61,63
78,"Class3",39.932,17.406,69.507,63.408,35.748,NA,94.517,29.795,49
58,"Class2",90.201,32.417,84.712,65.926,13.315,"P",20.609,51.585,63
34,"Class2",90.673,29.685,47.438,65.387,6.125,"P",25.287,82.296,60
75,"Class3",72.913,16.355,93.625,66.243,33.043,"U",96.423,34.256,42
79,"Class3",28.368,17.661,73.009,68.808,31.017,"E",83.922,32.793,42
49,"Class1",14.678,74.027,74.359,21.781,30.456,"B",80.408,55.689,64
77,"Class3",51.307,15.396,78.911,69.077,39.12,"T",93.773,24.245,37
55,"Class1",21.669,78.397,74.359,32.085,23.401,"W",49.342,55.664,58
60,"Class1",54.995,74.93,74.795,21.038,29.449,"W",19.986,50.808,61
74,"Class3",61.014,16.733,70.693,66.051,46.017,"R",93.251,26.88,38
36,"Class2",89.113,32.819,69.287,65.961,11.169,"R",21.829,69.707,58
58,"Class2",90.988,5.121,46.795,66.302,4.872,"K",28.491,61.017,61
57,"Class2",86.864,10.057,36.88,66.435,-3.534,"F",37.31,66.382,58
36,"Class2",89.281,40.404,93.947,67.193,2.549,"N",20.609,73.438,63
79,"Class3",58.775,16.113,68.398,68.997,49.712,"U",80.187,29.808,48
50,"Class2",87.003,22.61,25.607,65.307,4.051,"P",3.352,71.9,62
58,"Class2",88.674,19.81,85.299,66.635,1.855,NA,26.279,59.323,63
30,"Class2",90.444,6.762,96.784,67.199,-11.449,"P",25.091,84.714,59
73,"Class3",78.258,NA,88.344,67.563,40.291,"E",85.102,36.055,34
73,"Class3",35.894,15.965,90.048,66.92,52.314,"R",90.398,26.626,33
68,"Class1",54.186,80.151,75.061,27.911,32.793,"Q",45.151,44.612,57
54,"Class1",58.067,79.112,75.12,29.115,26.603,"X",46.097,10.692,57
52,"Class1",13.836,77.263,74.197,36.323,34.348,"Q",39.525,52.818,62
78,"Class3",54.328,NA,87.123,62.917,46.753,"E",90.045,32.27,21
68,"Class2",90.245,28.291,30.484,65.668,-8.591,"F",12.304,99.53,61
60,"Class1",35.145,77.417,74.825,24.328,33.283,"X",97.781,-18.475,56
57,"Class1",38.82,79.157,74.793,23.86,29.814,"Q",32.624,56.067,58
61,"Class1",66.196,79.473,74.364,-13.027,37.251,"C",50.158,29.864,56
74,"Class3",62.311,16.214,79.231,69.814,49.138,"A",83.939,40.558,39
69,"Class1",16.773,74.358,76.026,43.895,32.031,"X",81.226,3.429,63
57,"Class2",88.81,6.575,28.728,67.071,19.765,"F",38.613,73.373,59
69,"Class1",70.056,80.917,75.798,28.687,27.466,"C",25.794,17.356,58
48,"Class2",88.399,30.541,26.098,67.697,-4.678,"R",23.686,76.489,62
80,"Class3",70.494,16.906,70.397,68.234,43.233,"T",80.223,34.072,23
35,"Class2",86.814,18.068,93.037,66.395,25.286,"P",21.539,71.179,58
77,"Class3",46.049,15.026,78.06,70.07,45.864,"E",85.253,39.161,23
26,"Class2",86.177,28.442,90,65.444,16.221,"F",20.859,73.25,60
69,"Class2",90.344,18.316,31.678,67.229,1.062,"K",14.409,71.006,59
27,"Class2",87.562,34.223,59.298,66.302,17.128,"R",33.342,82.457,64
80,"Class3",52.523,16.765,66.423,70.322,42.361,"E",84.894,26.526,51
79,"Class3",62.745,16.834,84.258,68.581,46.137,"R",79.066,27.427,32
56,"Class1",39.542,74.258,74.173,20.569,36.744,"Q",-43.085,42.904,63
74,"Class3",48.867,17.753,65.207,61.364,46.463,"T",81.749,29.239,14
64,"Class1",41.803,76.65,75.4,11.765,26.807,"B",52.98,70.694,62
43,"Class2",87.438,16.421,83.446,66.931,13.339,"F",19.994,66.141,64
77,"Class3",70.515,16.856,85.659,72.083,40.148,"U",85.204,21.361,36
59,"Class1",27.354,78.101,75.122,42.586,27.147,"W",74.291,58.743,55
56,"Class2",87.524,34.662,51.815,66.955,16.452,"N",31.32,79.933,64
73,"Class3",38.089,15.613,71.682,63.792,40.953,"T",87.577,37.279,38
56,"Class1",31.804,76.59,75.306,40.692,28.965,"X",75.86,41.733,59
67,"Class1",72.934,73.891,75.502,73.263,26.114,"X",55.642,58.433,59
73,"Class1",66.118,NA,75.078,35.709,25.531,"B",68.817,41.053,55
80,"Class3",76.477,16.298,67.023,73.598,48.313,"E",88.645,33.477,23
34,"Class2",86.283,32.528,79.232,66.624,0.778,"F",22.534,56.951,62
60,"Class2",90.129,39.2,98.182,67.064,27.352,"R",6.914,86.433,58
72,"Class1",57.493,75.727,74.335,21.382,29.167,"Q",73.764,-12.084,59
51,"Class1",17.715,80.716,75.95,9.124,27.121,"X",94.112,15.953,56
75,"Class3",69.46,15.589,72.487,63.234,49.066,"R",88.976,38.903,42
46,"Class1",54.716,80.319,76.396,33.255,30.615,"B",68.625,43.124,60
70,"Class1",36.068,75.828,76.203,28.774,31.563,"Q",15.287,-5.043,57
26,"Class2",88.002,30.636,48.915,67.968,12.131,"F",25.663,63.374,61
34,"Class2",86.982,16.536,69.113,66.059,-2.522,"K",18.006,71.855,60
27,"Class2",86.194,28.153,90.075,66.065,3.504,"F",26.516,88.148,59
71,"Class1",19.262,79.903,74.573,46.608,26.202,"B",55.113,10.202,59
70,"Class2",89.224,17.227,86.525,64.86,2.035,"F",21.986,76.555,62
64,"Class2",86.229,21.874,31.286,66.246,26.858,"P",19.108,92.44,64
53,"Class1",54.381,NA,75.695,23.856,25.598,"B",89.558,37.732,63
33,"Class2",87.323,8.079,33.766,67.689,10.235,"P",11.709,65.221,59
61,"Class1",45.344,77.798,74.71,32.012,27.152,"X",91.916,48.84,60
77,"Class3",32.479,15.82,86.323,75.205,44.693,"E",86.278,20.716,35
47,"Class1",55.525,79.297,76.849,37.327,38.231,"Q",62.929,49.476,58
29,"Class2",88.503,40.749,80.557,65.629,18.132,"K",33.926,79.85,60
79,"Class3",46.911,15.417,81.974,63.837,51.871,"T",93.913,18.417,35
69,"Class2",88.853,39.623,38.242,66.381,15.179,"F",23.978,88.789,60
38,"Class2",88.075,29.189,28.286,66.966,25.007,"N",20.299,65.649,59
65,"Class1",65.456,76.968,74.203,49.739,16.007,"X",34.06,68.396,60
79,"Class3",43.363,15.053,89.211,67.435,44.967,"U",84.761,20.582,44
57,"Class1",21.833,76.417,76.279,48.877,32.456,"W",28.344,34.993,57
76,"Class3",42.675,16.048,82.928,71.248,48.286,"T",84.295,30.567,35
69,"Class1",63.994,73.496,75.999,13.903,31.184,"C",49.031,32.748,61
48,"Class2",89.486,31.957,43.918,65.63,20.978,"F",24.753,80.811,63
80,"Class3",55.209,15.593,92.026,73.337,54.053,"R",91.478,34.38,28
61,"Class1",12.133,79.877,75.817,3.822,31.87,"X",1.743,64.766,60
57,"Class1",63.248,75.866,76.267,32.703,36.432,"X",27.358,29.406,56
79,"Class3",86.608,17.458,71.163,65.762,38.651,"E",89.277,24.62,33
69,"Class1",24.676,75.271,74.109,20.33,26.638,"B",67.595,88.788,62
69,"Class1",59.784,73.396,74.328,5.448,30.572,"B",72.514,16.487,57
47,"Class2",90.063,NA,58.813,65.819,13.738,"F",25.892,69.302,60
73,"Class3",83.857,16.323,84.25,68.981,29.114,"T",88.86,31.142,33
79,"Class3",33.298,15.902,70.594,64.172,31.207,"U",94.12,30.334,37
36,"Class2",86.861,26.587,71.189,66.156,17.634,"R",27.065,73.735,59
80,"Class3",86.913,15.547,68.077,68.644,43.212,"E",84.912,30.502,47
56,"Class1",18.473,79.759,76.853,41.516,27.527,"Q",-1.393,50.206,61
62,"Class2",90.951,14.951,78.511,65.679,26.047,"R",17.997,69.268,63
76,"Class3",57.032,16.085,69.613,69.638,39.628,"T",83.803,28.318,32
75,"Class3",44.26,17.135,88.772,68.671,39.621,"E",82.151,35.13,38
48,"Class2",86.1,21.951,25.183,68.411,16.59,"F",21.628,80.616,64
73,"Class3",73.917,16.455,74.49,64.491,36.839,"A",88.624,31.912,30
46,"Class2",89.394,37.23,76.878,65.631,6.363,"N",14.557,68.239,64
80,"Class3",82.319,16.964,93.012,67.109,55.621,"E",90.404,30.31,48
75,"Class3",83.853,15.014,71.486,73.841,49.848,"A",87.494,33.563,33
80,"Class3",67.466,15.16,84.836,67.359,46.43,"R",87.476,28.327,42
53,"Class2",88.286,9.563,66.991,68.174,17.238,"N",22.684,78.611,63
75,"Class3",55.721,16.614,91.686,60.175,43.702,"R",81.803,17.861,16
80,"Class3",73.71,17.4,73.532,70.552,40.587,"U",90.636,27.876,44
59,"Class1",25.69,79.461,76.371,55.402,39.867,"B",29.512,88.374,59
33,"Class2",86.049,10.351,27.883,67.639,18.594,"R",20.16,65.01,62
56,"Class1",60.921,76.65,75.184,10.462,28.034,"Q",82.759,44.147,62
56,"Class2",90.501,11.817,79.462,68.441,13.153,"P",31.146,77.591,64
44,"Class2",87.455,5.1,30.334,64.64,34.791,"N",13.37,82.715,62
45,"Class2",90.104,19.977,46.38,67.114,11.244,"F",11,59.675,62
75,"Class3",68.814,16.397,70.711,67.916,33.844,"E",88.599,26.443,48
52,"Class1",32.378,75.942,74.721,19.81,40.549,"B",37.113,47.927,56
74,"Class3",65.85,16.868,93.955,67.875,40.122,"T",93.484,26.708,46
63,"Class2",90.332,29.08,55.89,65.679,10.732,"F",28.413,65.74,63
52,"Class1",41.864,76.501,76.253,23.551,30.752,"X",36.333,90.83,55
76,"Class3",69.545,16.724,65.007,65.734,38.974,"R",83.876,42.45,32
56,"Class1",41.934,NA,75.92,39.982,36.409,"Q",117.031,39.484,60
70,"Class1",17.518,78.275,75.226,10.959,24.402,"W",28.776,22.415,55
68,"Class2",86.601,40.714,33.357,66.847,30.544,"R",14.836,81.126,61
76,"Class3",23.97,15.127,87.167,66.06,30.982,"E",88.37,25.319,32
52,"Class1",53.026,75.158,74.397,49.648,25.512,NA,18.141,2.142,59
45,"Class2",86.708,38.55,73.945,66.487,24.069,"F",21.263,70.563,62
75,"Class3",34.591,15.32,83.997,61.998,47.922,"E",92.216,32.271,15
33,"Class2",90.729,15.036,70.83,67.085,2.079,"N",20.22,63.339,64
70,"Class1",12.766,75.228,75.195,37.568,27.848,"W",42.856,7.862,62
32,"Class2",86.492,34.481,97.075,64.526,23.64,"P",25.045,85.597,62
77,"Class3",39.466,15.069,84.811,71.549,30.64,"A",91.191,40.057,24
79,"Class3",34.168,15.261,65.449,66.392,39.475,"R",91.24,34.051,19
79,"Class3",46.546,16.039,68.711,69.392,39.372,"A",85.437,32.553,42
54,"Class1",19.262,NA,74.258,23.637,37.341,"X",38.095,75.812,56
49,"Class2",87.789,9.598,31.148,68.837,5.738,"N",21.799,79.651,61
72,"Class1",65.781,75.12,74.058,6.034,35.448,"Q",114.376,84.779,55
41,"Class2",90.093,20.06,55.473,67.586,17.147,"N",15.393,80.507,59
68,"Class1",31.638,77.57,75.191,6.786,31.122,"Q",59.067,44.599,63
75,"Class3",24.202,17.896,80.595,60.176,35.174,"A",87.29,31.203,44
26,"Class2",89.974,34.894,92.881,66.359,4.618,"K",14.295,93.011,62
59,"Class2",88.051,4.145,84.997,67.221,18.399,"P",23.432,51.538,63
71,"Class1",28.076,76.049,74.953,60.435,26.905,"X",58.825,-16.879,59
80,"Class3",84.048,17.956,84.453,69.937,36.985,"U",91.144,34.107,33
53,"Class2",87.356,14.84,26.477,65.678,18.968,"K",29.015,66.027,63
62,"Class2",90.141,10.488,70.284,66.014,11.481,"P",7.217,74.412,60
75,"Class3",30.431,17.188,83.325,70.388,47.575,"R",82.855,35.586,14
76,"Class3",51.694,17.841,88.246,67.524,43.11,"U",86.107,30.306,37
49,"Class1",68.893,76.14,75.058,29.923,28.398,"W",51.801,-21.375,58
76,"Class3",25.001,17.667,77.502,67.096,35.192,NA,79.935,38.397,28
79,"Class3",72.804,15.017,80.419,70.287,42.52,"E",84.98,45.66,13
74,"Class3",32.32,17.387,74.734,68.17,45.389,"E",90.136,39.879,13
53,"Class1",57.947,77.268,74.723,22.812,34.421,"Q",56.002,-8.426,63
46,"Class1",16.671,73.548,74.758,39.775,30.516,"C",56.496,33.625,64
73,"Class3",39.95,17.985,85.012,67.672,30.215,"U",91.38,33.49,50
38,"Class2",86.689,34.881,72.183,66.17,20.205,NA,13.513,69.3,64
50,"Class2",87.147,8.572,42.868,66.875,26.062,"N",10.301,72.409,59
57,"Class2",89.821,6.639,96.128,67.719,17.793,"K",21.81,84.972,60
61,"Class1",52.811,79.583,76.764,24.032,32.416,"Q",21.479,82.757,63
73,"Class1",21.232,73.074,74.451,53.17,24.401,"B",31.991,25.064,58
69,"Class1",12.157,74.527,76.099,45.544,22.653,NA,15.375,15.88,64
64,"Class2",88.401,30.362,76.619,67.709,18.535,"P",21.354,63.558,62
46,"Class2",86.183,19.138,25.404,65.176,2.336,"P",10.397,65.128,60
50,"Class2",88.107,36.258,79.097,66.058,12.332,"K",20.951,69.735,64
71,"Class1",58.122,79.847,74.737,59.009,24.741,"X",33.745,69.424,58
73,"Class3",24.778,16.721,84.073,71.305,54.446,"A",93.648,38.525,44
57,"Class1",31.22,80.587,75.569,36.97,26.911,"C",-10.791,26.731,58
73,"Class3",50.349,16.225,88.579,67.869,43.893,"A",89.536,47.007,44
73,"Class1",47.364,77.548,76.94,21.378,31.631,"Q",80.556,84.443,56
44,"Class2",90.485,29.198,85.069,65.775,1.891,NA,26.088,63.666,58
75,"Class3",36.808,15.706,68.353,65.32,39.653,"A",87.145,35.151,37
78,"Class3",21.795,16.647,85.048,67.682,41.135,"A",95.214,34.499,43
46,"Class1",47.239,78.917,74.582,-3.597,23.455,"X",34.947,11.329,57
36,"Class2",90.346,11.07,43.439,66.852,27.738,"P",23.15,71.913,61
79,"Class3",60.848,15.262,91.757,71.252,55.59,"U",82.337,35.324,47
76,"Class3",26.637,17.773,92.048,68.116,39.535,"T",88.615,36.653,16
46,"Class1",58.867,80.575,76.634,12.317,24.121,"W",76.323,29.751,61
40,"Class2",90.841,34.899,83.705,66.893,11.368,"P",20.16,75.467,62
78,"Class3",86.62,NA,92.937,73.191,33.662,"R",84.76,21.76,27
71,"Class1",42.997,75.525,75.446,14.322,40.016,"X",4.889,26.816,56
46,"Class1",69.041,74.939,76.868,51.043,29.135,"Q",0.466,86.101,56
73,"Class3",49.673,15.651,86.767,72.56,47.224,"A",85.246,42.773,22
26,"Class2",89.361,NA,53.237,66.92,13.541,"F",15.676,75.008,58
58,"Class2",88.267,29.064,54.429,65.466,24.014,"K",26.613,78.072,61
27,"Class2",90.468,35.946,96.029,65.771,18.905,"N",30.483,60.87,63
80,"Class3",53.223,17.617,82.675,63.918,43.697,"R",80.724,40.987,51
69,"Class2",90.076,5.738,80.23,66.669,10.774,"P",7.927,83.333,63
68,"Class1",53.94,75.588,75.293,0.82,32.973,"X",43.567,67.192,56
79,"Class3",73.168,16.712,77.669,71.486,43.63,"A",88.95,29.624,25
68,"Class2",86.824,NA,81.704,66.592,24.219,"N",28.283,84.155,58
68,"Class2",89.593,27.87,40.992,66.649,11.624,"K",8.108,71.525,62
76,"Class3",58.478,17.062,80.102,68.549,41.796,"E",95.206,26.617,20
63,"Class1",66.692,74.854,74.826,1.305,29.564,"B",0.095,75.109,57
70,"Class2",89.262,32.129,53.386,66.631,21.741,"K",24.139,59.147,64
34,"Class2",88.964,31.223,64.615,65.937,16.173,"F",23.943,80.33,59
72,"Class1",58.732,77.964,75.669,32.156,34.975,"B",16.842,58.271,60
61,"Class2",87.422,29.748,25.147,66.905,27.229,"P",17.859,83.61,58
55,"Class2",89.533,24.268,71.796,66.143,13.01,NA,23.174,85.15,59
74,"Class3",79.926,16.684,83.103,67.286,42.071,"U",86.196,32.368,39
78,"Class3",25.79,15.764,80.803,66.779,47.908,"U",90.9,19.586,29
55,"Class1",51.792,78.262,74.773,33.471,38.686,"W",15.163,23.615,57
32,"Class2",87.958,17.925,98.914,67.937,32.673,"K",24.683,58.903,61
63,"Class2",89.214,37.301,26.257,66.823,25.292,"R",17.9,77.806,62
53,"Class1",34.001,77.353,75.651,44.302,29.3,"W",46.39,18.212,60
62,"Class2",87.965,39.253,46.571,65.378,13.413,"K",25.304,65.277,59
54,"Class1",69.937,80.417,76.265,70.082,32.794,"C",94.748,33.713,60
58,"Class1",61.764,73.33,76.875,13.707,28.183,"C",42.135,62.554,62
77,"Class3",21.233,15.476,70.139,66.434,42.533,"E",80.565,36.213,35
55,"Class1",72.431,74.765,75.02,53.414,36.577,"X",39.95,29.55,62
43,"Class2",90.597,4.736,47.661,65.777,13.315,"N",23.383,80.14,61
38,"Class2",90.801,16.096,92.704,66.682,18.513,"N",8.709,83.221,63
48,"Class1",59.732,76.727,74.827,23.988,32.005,"C",21.916,6.986,55
69,"Class1",57.961,75.268,74.289,50.393,20.355,"X",46.388,11.009,61
77,"Class3",86.041,15.25,87.454,61.315,46.274,"E",86.883,29.512,50
46,"Class1",53.465,78.981,76.254,-0.011,32.074,"C",27.669,70.226,63
79,"Class3",31.369,17.077,72.546,68.366,40.477,"U",94.757,35.824,13
40,"Class2",87.572,40.879,80.643,67.835,15.513,NA,30.056,58.706,62
57,"Class2",88.061,40.54,41.901,65.997,21.247,"F",25.702,61.614,61
80,"Class3",36.446,15.897,83.228,71.376,38.09,"E",89.619,36.977,25
74,"Class3",72.83,15.964,70.625,66.406,32.211,NA,96.067,38.249,43
76,"Class3",46.406,17.754,78.175,64.231,42.289,"T",85.452,35.031,19
63,"Class1",72.926,74.551,74.168,59.498,26.411,"B",110.22,56.592,63
59,"Class2",88.21,40.366,26.51,67.719,19.338,"R",33.231,79.136,58
74,"Class3",83.171,15.66,93.163,68.892,54.41,"R",86.297,27.408,26
60,"Class1",52.298,74.589,76.816,35.21,32.364,"X",36.56,23.516,63
73,"Class1",18.101,74.97,74.746,45.678,22.421,"X",42.225,21.649,64
63,"Class1",72.948,NA,76.416,36.849,25.446,"Q",-17.553,49.027,56
73,"Class3",75.893,16.044,92.174,74.348,35.085,"A",88.454,29.229,24
57,"Class2",90.203,6.012,62.397,66.901,-2.645,"N",22.892,63.485,61
66,"Class1",41.656,79.12,76.065,23.183,25.908,"X",51.006,30.909,61
48,"Class1",45.524,78.63,74.313,8.984,31.973,"W",66.826,30.7,64
73,"Class3",86.828,16.417,72.092,65.1,47.804,"E",92.084,36.42,19
60,"Class1",24.322,74.131,76.956,44.137,31.016,"Q",-28.514,37.001,64
80,"Class3",44.175,NA,75.624,65.969,33.202,"U",84.171,25.893,50
49,"Class1",17.378,73.332,75.423,40.348,32.63,"X",7.888,40.604,56
51,"Class1",23.968,74.11,74.426,40.907,24.197,"Q",38.826,-1.198,55
44,"Class2",88.378,37.221,38.796,66.15,11.838,"F",25.599,82.536,60
79,"Class3",25.517,16.523,81.171,65.088,48.951,"R",92.498,29.145,29
66,"Class1",39.434,73.14,75.119,20.358,37.606,"X",76.297,31.41,62
75,"Class3",28.427,17.137,87.362,69.203,38.996,"A",91.861,42.321,32
60,"Class2",87.373,5.998,94.708,65.5,16.549,"R",22.663,79.269,58
28,"Class2",90.775,6.039,48.073,65.368,20.524,"K",31.613,78.224,59
75,"Class3",42.042,16.621,70.323,63.519,49.455,"E",82.821,28.316,32
41,"Class2",88.104,26.001,49.761,65.767,2.739,"P",11.64,90.237,61
75,"Class3",50.726,16.886,80.865,65.371,38.243,"T",86.578,44.369,43
78,"Class3",86.405,16.651,75.686,67.019,37.229,"U",86.091,31.947,16
49,"Class1",63.5,75.085,75.19,17.912,23.957,"C",57.019,56.773,64
74,"Class3",60.577,17.977,92.606,62.526,46.265,"U",93.59,39.351,29
59,"Class1",33.183,NA,74.219,37.081,29.993,"Q",40.851,-2.957,61
73,"Class3",32.98,15.471,73.292,71.068,55.103,"R",89.928,27.313,32
53,"Class1",38.638,74.415,74.259,46.612,34.056,"Q",86.962,40.328,60
49,"Class1",42.575,74.748,76.412,41.87,31.714,"X",64.716,-6.004,56
58,"Class1",41.038,76.486,74.437,22.066,34.399,"W",12.5,52.9,64
56,"Class2",86.482,31.13,44.998,67.08,15.3,"F",29.39,81.335,60
68,"Class1",21.998,77.674,74.146,35.867,36.213,"Q",27.539,-1.22,62
76,"Class3",64.607,15.053,92.971,68.785,34.441,"T",87.516,27.622,31
53,"Class1",29.923,78.953,74.198,4.162,35.897,"Q",23.983,12.353,62
73,"Class3",79.679,17.565,72.034,72.151,38.318,"A",86.845,21.933,42
62,"Class1",44.301,74.136,74.516,30.31,21.907,"B",21.826,17.925,64
78,"Class3",24.907,16.346,92.964,69.066,39.443,"U",79.96,21.564,43
29,"Class2",89.178,16.388,33.871,66.551,24.014,"R",8.499,79.352,64
59,"Class1",26.947,75.044,75.645,34.055,28.833,"W",16.759,14.043,60
65,"Class1",42.19,77.957,76.556,74.05,33.8,"B",19.367,50.253,63
74,"Class3",71.774,17.344,74.434,60.683,35.372,NA,87.31,42.594,23
77,"Class3",53.174,17.882,86.418,69.918,35.523,"E",79.43,30.084,47
72,"Class1",24.657,78.573,75.149,-0.738,28.199,"W",77.182,-15.474,61
80,"Class3",41.315,15.187,79.895,64.205,60.202,"E",96.782,30.055,14
54,"Class1",59.928,73.978,76.971,56.933,33.16,"W",50.817,99.18,59
54,"Class2",86.717,22.879,25.717,67.332,1.409,"R",13.932,75.401,59
63,"Class1",47.978,80.734,75.078,47.34,29.858,"B",7.756,29.663,59
77,"Class3",61.673,17.073,82.768,67.016,53.536,"R",87.318,32.184,45
68,"Class1",54.682,79.284,76.872,35.961,31.507,"B",66.049,-19.205,59
56,"Class1",28.178,77.293,76.571,18.841,28.315,"Q",-7.666,47.127,61
41,"Class2",87.521,4.205,86.105,67.738,10.309,NA,27.232,69.093,60
32,"Class2",88.61,4.483,35.165,67.413,7.718,"R",20.33,79.341,60
73,"Class3",50.537,16.582,88.826,67.539,36.292,"T",89.425,26.326,37
59,"Class1",34.742,77.977,76.056,7.123,20.79,"W",62.445,38.65,56
73,"Class3",68.916,15.38,79.958,70.26,41.602,"R",90.3,36.039,22
80,"Class3",56.496,16.514,79.394,68.221,42.211,"A",87.718,34.957,45
75,"Class3",55.237,NA,88.943,61.821,39.328,"R",85.572,29.394,38
35,"Class2",86.224,40.119,90.87,66.723,6.878,"R",21.746,62.632,58
78,"Class3",40.368,16.403,75.428,69.382,41.895,"T",79.831,45.24,37
80,"Class3",39.063,15.042,79.825,67.49,45.901,NA,90.337,26.546,18
51,"Class2",86.654,37.699,30.231,66.903,33.561,"R",15.095,82.137,61
49,"Class1",35.449,80.939,76.525,57.634,28.985,"X",25.081,8.274,63
26,"Class2",87.407,35.229,66.702,67.481,26.065,"N",10.526,73.575,60
50,"Class2",87.405,14.873,41.806,66.786,20.292,"K",22.539,60.928,64
34,"Class2",88.245,11.016,92.615,68.964,18.009,"N",27.496,83.494,62
74,"Class1",54.746,73.307,74.439,56.662,28.342,"W",82.833,30.651,59
59,"Class2",88.874,31.608,78.57,65.542,1.932,"N",28.489,73.596,63
47,"Class2",90.157,11.545,75.913,63.602,32.926,"N",30.916,70.625,63
48,"Class1",63.126,77.658,76.146,19.735,42.245,"B",52.109,50.436,59
69,"Class2",88.632,NA,65.536,65.991,20.897,"K",25.946,73.268,59
36,"Class2",88.445,16.358,25.31,67.315,27.821,"P",25.546,73.099,63
30,"Class2",89.626,NA,61.998,67.374,1.3,"K",21.618,58.803,62
39,"Class2",88.783,24.399,71.784,66.133,3.922,"K",33.727,66.971,63
46,"Class2",89.19,8.376,72.186,66.79,19.685,"N",5.853,67.617,63
69,"Class1",55.706,80.018,74.219,24.143,28.179,"B",73.077,62.401,63
80,"Class3",46.644,15.51,80.172,68.002,42.012,"E",91.915,36.857,26
76,"Class3",69.515,16.635,85.669,67.715,51.276,"A",83.775,32.131,43
74,"Class3",72.314,15.435,92.841,76.153,54.742,"T",91.193,29.736,51
67,"Class2",88.362,10.269,66.766,65.362,28.048,"R",46.076,64.207,61
50,"Class2",87.091,38.916,43.739,64.997,31.878,"K",17.676,92.673,63
56,"Class1",23.638,78.485,76.764,35.677,25.966,"C",103.782,58.157,57
79,"Class3",69.123,15.826,91.808,72.196,38.834,"R",84.28,32.805,26
61,"Class1",67.977,NA,76.428,52.034,24.665,"X",26.665,51.131,63
62,"Class2",86.495,37.167,50.024,67.182,25.298,"F",37.3,63.84,61
75,"Class3",50.08,16.95,86.078,64.762,45.688,"E",92.362,37.361,31
49,"Class2",86.978,36.795,32.075,68.62,-7.532,"F",17.307,92.489,64
51,"Class2",87.72,26.38,71.748,67.172,26.667,"K",28.327,59.393,63
66,"Class1",68.833,73.952,76.521,5.868,27.551,"W",79.205,10.26,60
78,"Class3",59.039,16.173,91.816,72.585,43.844,"T",80.443,32.233,23
60,"Class1",38.524,78.849,76.066,24.269,30.609,"Q",80.273,33.783,58
26,"Class2",86.193,11.729,83.221,66.625,8.805,"F",23.453,67.854,61
76,"Class3",30.714,17.261,71.504,62.906,42.423,"T",89.657,36.899,40
