"KGE1","ZCT2","XFI3","XCR4","Output20","RPT5","VDN6","SFI7","VGU8","GPL9"
37.138,20.606,"S",56.796,"Class1",13.451,4.273,50.59,32.836,19
33.955,8.557,"S",70.762,"Class1",5.699,-2.295,51.109,68.512,21
68.125,71.941,"G",46.965,"Class2",23.496,16.286,64.619,91.978,19
31.663,32.095,"S",57.755,"Class1",29.344,18.822,51.262,67.869,42
54.752,26.176,"T",62.711,"Class1",5.768,4.362,51.364,74.707,42
70.139,72.26,"G",48.135,"Class2",50.496,2.052,61.743,93.57,41
33.786,25.964,"T",59.197,"Class1",16.593,16.458,49.668,90.053,21
36.985,14.806,"T",81.148,"Class1",35.937,NA,50.5,56.356,38
77.538,71.162,"I",47.844,"Class2",27.061,7.53,66.72,92.679,48
83.513,71.076,"X",46.966,"Class2",55.293,0.06,62.07,92.678,44
47.059,19.313,"T",70.179,"Class1",34.087,22.11,50.107,77.093,17
36.013,20.781,"N",56.083,"Class1",19.87,-3.054,50.81,73.497,29
98.668,72.21,"I",46.698,"Class2",18.061,0.052,45.344,91.643,42
95.043,71.089,"U",47.003,"Class2",29.828,12.753,52.913,92.823,51
75.071,71.882,"G",48.721,"Class2",49.209,18.025,57.646,90.347,54
47.1,13.306,"D",73.636,"Class1",34.702,15.458,50.327,81.982,35
89.101,73.873,"G",48.659,"Class2",54.329,25.142,44.559,92.461,17
53.303,27.083,"D",62.573,"Class1",5.09,21.666,49.06,66.826,16
81.345,68.408,"U",47.95,"Class2",16.026,-6.373,53.174,93.353,6
97.926,71.678,"X",48.519,"Class2",52.811,-3.237,68.766,93.178,17
37.624,5.738,"J",73.622,"Class1",31.583,NA,49.736,84.064,26
81.898,70.85,"I",49.184,"Class2",31.58,28.311,48.154,92.895,4
29.56,19.149,"T",49.471,"Class1",28.007,7.668,49.159,69.111,29
97.475,72.637,"X",45.5,"Class2",35.741,19.114,67.319,91.159,62
52.813,23.524,"D",52.832,"Class1",10.488,NA,51.201,85.299,11
79.096,73.295,"E",48.306,"Class2",61.79,1.486,48.726,90.972,54
52.244,20.743,"J",66.589,"Class1",14.52,6.783,50.193,76.87,10
86.786,72.395,"G",48.283,"Class2",35.749,10.397,63.3,92.486,37
93.835,70.27,"I",47.508,"Class2",49.335,12.751,62.771,93.188,23
53.484,23.596,"J",75.238,"Class1",32.925,4.479,50.574,66.593,28
34.658,21.636,"S",56.106,"Class1",33.32,6.119,51.984,38.078,20
90.016,70.995,"U",47.2,"Class2",14.888,9.159,60.488,92.439,34
34.267,35.359,"S",66.718,"Class1",34.479,4.914,51.863,73.113,35
55.589,31.643,"S",65.331,"Class1",19.071,-0.726,50.94,88.538,31
75.978,70.795,"E",47.619,"Class2",41.959,17.566,48.173,92.418,26
38.993,14.654,"N",67.316,"Class1",23.766,NA,49.324,74.358,35
31.292,23.653,"N",59.642,"Class1",6.35,9.032,51.389,102.18,27
86.366,71.982,"X",47.972,"Class2",59.209,-9.913,58.864,93.732,52
91.406,71.586,"G",47.715,"Class2",13.266,28.848,56.559,92.404,35
96.187,71.073,"G",48.969,"Class2",62.459,27.787,52.791,91.772,59
89.363,70.482,"I",47.374,"Class2",20.326,8.793,54.083,93.222,34
70.178,70.951,"U",49.762,"Class2",36.469,25.82,51.222,93.293,63
78.565,68.985,"I",47.427,"Class2",27.966,11.726,66.731,92.751,39
83.871,68.456,"I",48.676,"Class2",58.241,12.747,57.155,93.259,30
86.924,71.22,"X",46.474,"Class2",21.186,-5.955,54.556,92.153,56
93.159,69.152,"I",48.61,"Class2",35.911,NA,52.286,93.358,16
28.981,12.842,"J",65.507,"Class1",16.574,11.611,49.076,53.199,23
90.843,72.423,"I",48.399,"Class2",39.371,9.659,57.747,92.157,35
83.738,71.744,"I",48.172,"Class2",13.933,17.061,44.803,93.177,45
29.643,27.464,"T",52.164,"Class1",18.571,1.212,50.506,48.315,22
85.49,69.118,"I",47.757,"Class2",13.908,7.65,50.796,93.723,54
41.783,25.644,"J",75.626,"Class1",27.891,8.46,50.712,79.511,41
31.247,9.945,"N",67.294,"Class1",18.159,7.066,49.439,109.708,9
89.706,70.91,"U",46.55,"Class2",25.134,24.311,64.976,93.169,54
46.478,27.814,"S",65.195,"Class1",29.556,11.256,50.486,65.526,11
44.266,37.961,"T",70.764,"Class1",22.733,23.03,51.374,66.868,16
69.94,73.269,"U",45.964,"Class2",13.317,11.83,53.676,93.122,16
80.247,70.952,"U",47.935,"Class2",31.388,-2.408,64.781,91.901,62
69.141,71.734,"G",47.196,"Class2",55.229,NA,46.501,93.048,70
48.594,33.04,"J",65.793,"Class1",23.517,12.129,49.668,103.875,13
49.441,5.002,"T",67.668,"Class1",11.527,6.249,49.805,51.152,32
31.309,13.594,"T",61.015,"Class1",30.801,2.658,50.896,78.009,12
44.773,30.926,"S",70.911,"Class1",13,18.279,49.486,75.749,33
41.642,29.624,"S",77.539,"Class1",35.125,17.217,50.979,36.092,14
36.207,28.637,"J",56.353,"Class1",12.763,12.165,50.493,56.806,30
54.669,26.687,"J",56.401,"Class1",33.194,3.15,50.958,64.624,34
75.607,72.096,"G",48.714,"Class2",19.371,NA,70.783,90.786,59
98.218,68.041,"I",47.99,"Class2",52.757,17.627,66.481,92.198,3
36.065,23.268,"T",72.438,"Class1",15.815,13.205,50.258,62.545,NA
70.99,72.332,"U",46.449,"Class2",58.51,6.137,58.285,93.669,59
29.586,25.834,"D",59.203,"Class1",34.093,14.347,50.802,63.274,26
50.423,11.121,"N",66.484,"Class1",8.516,3.836,51.461,49.919,NA
31.384,23.142,"T",69.36,"Class1",35.989,19.83,49.531,29.8,42
73.972,71.392,"X",47.325,"Class2",56.63,13.487,69.143,91.305,46
70.079,70.535,"U",48.311,"Class2",40.178,9.943,51.85,93.973,33
33.539,6.224,"J",66.45,"Class1",30.494,8.098,49.414,76.766,42
81.333,71.523,"E",46.626,"Class2",60.408,41.954,63.425,93.334,69
95.465,72.055,"E",48.667,"Class2",20.344,-0.241,64.613,90.367,70
48.929,16.646,"J",58.708,"Class1",23.92,3.004,49.004,68.904,11
53.075,13.407,"J",61.969,"Class1",5.384,10.229,51.791,91.948,21
33.519,20.611,"T",60.134,"Class1",29.654,NA,49.486,111.277,37
29.753,5.495,"T",70.911,"Class1",10.07,1.23,51.501,60.157,9
78.342,71.614,"I",47.51,"Class2",46.917,36.542,46.207,91.923,27
50.69,38.011,"J",63.818,"Class1",33.666,16.862,51.52,75.859,14
98.622,71.561,"U",47.807,"Class2",61.117,21.38,59.277,92.023,68
72.677,70.12,"E",46.187,"Class2",64.619,6.438,72.884,91.871,31
32.995,14.34,"T",54.341,"Class1",13.863,15.806,51.721,69.34,39
43.058,37.923,"T",54.269,"Class1",23.62,-1.611,51.31,70.236,18
85.127,69.387,"I",47.854,"Class2",62.595,32.043,71.618,92.72,18
95.906,71.668,"G",48.373,"Class2",15.158,18.917,68.153,94.175,38
45.006,29.367,"S",76.231,"Class1",10.659,NA,49.528,34.545,12
95.011,70.711,"I",47.598,"Class2",14.526,5.263,70.401,92.314,59
40.741,6.449,"S",71.5,"Class1",6.055,6.776,49.626,73.394,20
68.446,71.515,"I",47.596,"Class2",51.804,12.871,72.718,92.751,36
34.836,40.48,"T",71.541,"Class1",7.383,11.6,51.248,56.498,25
85.011,69.359,"X",47.99,"Class2",57.343,17.606,70.501,93.772,49
50.905,30.213,"D",50.956,"Class1",16.301,5.576,51.864,75.215,17
90.777,70.118,"E",47.75,"Class2",42.619,18.807,64.219,95.17,73
92.912,70.662,"X",47.632,"Class2",55.72,28.757,63.641,91.48,21
32.333,22.282,"S",60.235,"Class1",26.905,5.794,50.773,82.001,19
52.446,20.351,"N",63.485,"Class1",33.185,9.704,51.903,96.353,43
43.413,27.015,"J",60.412,"Class1",32.07,3.443,50.529,50.449,27
38.109,24.41,"S",61.415,"Class1",5.599,17.773,50.253,78.084,30
32.182,22.176,"S",70.408,"Class1",24.359,18.114,50.135,61.999,10
73.222,70.606,"X",47.434,"Class2",27.395,21.182,54.937,91.123,48
30.769,13.809,"T",72.487,"Class1",27.292,14.055,51.401,53.785,36
97.996,70.923,"E",45.731,"Class2",41.896,-0.197,65.951,92.863,43
38.406,32.216,"S",54.929,"Class1",30.378,18.896,49.466,67.885,NA
90.143,69.81,"X",47.981,"Class2",58.158,10.836,59.713,93.134,21
43.061,33.64,"J",55.036,"Class1",14.938,NA,49.928,82.034,16
36.599,16.773,"J",63.404,"Class1",31.105,12.395,50.758,62.9,14
45.44,21.744,"T",65.8,"Class1",30.141,1.315,50.394,82.271,37
46.854,18.297,"J",69.837,"Class1",25.993,16.071,50.196,72.752,36
73.982,69.893,"E",47.977,"Class2",45.494,-0.38,62.991,92.821,NA
69.979,68.634,"E",47.92,"Class2",19.261,10.122,68.11,92.789,59
31.59,27.87,"S",63.653,"Class1",30.599,2.335,51.283,60.66,22
83.865,68.594,"I",47.703,"Class2",64.33,13.537,47.197,91.336,39
44.481,17.357,"D",77.704,"Class1",25.621,7.051,50.536,50.835,30
54.367,11.08,"S",66.692,"Class1",33.102,-11.1,50.013,72.426,15
38.51,22.622,"S",62.644,"Class1",8.834,10.097,51.824,86.583,9
98.886,72.51,"E",47.087,"Class2",24.249,29.47,49.755,93.26,13
38.627,33.696,"N",73.757,"Class1",8.942,21.306,50.765,70.271,25
78.757,69.791,"X",46.988,"Class2",22.296,32.249,49.803,90.973,58
88.495,71.654,"U",47.418,"Class2",46.733,32.915,66.492,91.868,48
90.349,70.245,"G",47.719,"Class2",32.413,NA,54.161,92.491,38
97.771,72.068,"E",46.079,"Class2",63.964,24.177,43.027,91.348,72
68.399,70.84,"U",47.235,"Class2",24.17,37.497,44.035,92.979,54
89.275,73.338,"I",47.091,"Class2",36.166,5.995,56.531,92.69,18
44.838,11.446,"S",64.887,"Class1",10.453,2.306,50.496,64.227,11
31.084,26.709,"N",58.556,"Class1",18.277,11.412,50.582,97.716,NA
78.95,72.783,"E",47.821,"Class2",15.57,11.64,58.426,93.309,43
73.305,70.867,"U",48.261,"Class2",14.048,6.898,59.162,92.694,19
40.902,26.086,"N",73.068,"Class1",13.703,15.716,51.565,98.967,10
88.719,73.622,"I",46.99,"Class2",34.25,23.684,66.673,91.522,NA
68.561,68.669,"U",48.793,"Class2",44.53,12.317,67.044,93.804,62
35.133,30.412,"T",55.723,"Class1",9.648,8.578,51.511,71.711,14
32.601,27.693,"N",65.478,"Class1",13.145,11.051,49.99,84.693,27
68.662,73.855,"G",46.366,"Class2",28.633,11.253,71.62,93.641,23
48.917,23.822,"T",66.072,"Class1",13.782,-3.64,49.627,77.608,29
71.763,69.144,"X",47.668,"Class2",38.601,19.367,48.517,92.664,44
75.921,73.44,"X",48.176,"Class2",13.278,19.893,49.45,93.693,17
83.178,71.497,"G",45.97,"Class2",16.607,5.873,52.116,94.395,45
68.34,73.068,"X",47.241,"Class2",50.786,16.55,57.544,90.142,69
68.406,71.761,"G",48.647,"Class2",29.221,-4.445,64.516,93.17,39
52.025,33.108,"D",63.765,"Class1",8.159,5.279,50.276,46.397,21
82.453,71.411,"X",48.017,"Class2",42.021,18.099,59.027,91.852,15
54.287,35.749,"D",43.125,"Class1",19.974,10.136,51.979,37.248,42
77.429,68.678,"X",46.855,"Class2",47.429,0.931,50.916,92.241,20
30.209,12.645,"S",72.277,"Class1",33.502,19.56,50.59,83.678,19
77.454,71.221,"E",45.805,"Class2",29.337,11.03,65.304,92.14,4
69.61,71.238,"U",48.956,"Class2",44.137,18.462,50.103,94.031,69
49.416,33.449,"D",72.089,"Class1",10.058,17.165,51.694,77.692,14
39.054,25.76,"D",68.783,"Class1",35.746,9.808,50.459,73.664,35
68.568,69.744,"X",46.746,"Class2",48.549,23.871,63.733,93.296,68
33.563,14.82,"D",65.006,"Class1",34.333,15.075,50.631,65.623,42
84.574,72.954,"U",48.708,"Class2",32.023,7.015,70.611,92.343,18
91.605,66.788,"U",49.602,"Class2",45.323,8.66,71.481,91.415,65
54.195,8.99,"J",67.704,"Class1",13.547,6.515,51.469,58.87,19
80.39,70.273,"E",47.832,"Class2",21.188,17.642,46.199,93.902,22
39.323,30.22,"S",60.568,"Class1",14.587,8.643,51.384,87.359,11
93.146,72.726,"U",48.242,"Class2",45.155,31.293,49.577,92.02,75
33.246,26.403,"S",67.286,"Class1",26.439,4.748,50.04,60,11
38.112,8.115,"N",72.126,"Class1",6.932,-0.033,49.119,49.245,21
54.291,23.468,"S",73.062,"Class1",10.343,15.213,49.149,79.853,10
48.077,28.971,"D",60.96,"Class1",23.891,2.281,49.48,85.969,15
38.413,22.138,"N",51.743,"Class1",31.354,7.16,49.832,72.223,22
35.703,23.958,"J",57.58,"Class1",29.837,3.731,49.176,61.388,39
40.514,30.186,"N",67.763,"Class1",5.357,7.983,50.268,80.306,24
49.866,14.66,"S",66.078,"Class1",23.318,9.29,51.577,55.154,34
71.902,71.126,"I",46.635,"Class2",58.348,30.487,49.836,93.315,55
49.225,10.782,"N",64.492,"Class1",22.558,6.135,50.739,61.497,35
38.707,38.761,"T",70.62,"Class1",12.888,15.081,49.696,83.157,NA
28.094,18.442,"J",66.124,"Class1",12.447,20.822,50.747,43.678,NA
75.152,73.056,"E",45.952,"Class2",18.834,41.284,69.951,91.489,5
86.193,74.064,"E",47.419,"Class2",19.54,36.259,63.557,90.959,34
31.61,20.061,"D",61.36,"Class1",29.279,11.995,51.466,78.653,31
80.423,70.859,"E",47.646,"Class2",42.74,9.117,57.253,92.286,51
35.82,31.218,"J",64.27,"Class1",21.852,12.455,49.855,95.588,40
95.5,73.928,"U",47.554,"Class2",31.608,12.144,46.344,91.588,63
37.367,16.545,"T",66.182,"Class1",12.098,2.897,51.469,59.094,25
48.956,18.818,"N",49.698,"Class1",34.888,24.323,51.635,78.893,33
89.746,71.855,"E",46.795,"Class2",57.747,34.686,69.726,91.891,7
79.341,71.124,"U",48.771,"Class2",25.767,27.057,68.773,92.859,44
44.34,17.27,"J",66.5,"Class1",19.93,14.243,51.411,46.712,16
69.021,70.496,"X",45.851,"Class2",38.676,29.139,67.638,91.811,62
86.33,71.024,"X",49.518,"Class2",25.867,15.609,56.949,93.269,17
68.095,70.548,"E",47.968,"Class2",64.252,13.079,58.868,92.595,22
81.21,70.671,"I",47.811,"Class2",22.909,-6.309,55.876,92.43,29
87.163,71.057,"E",45.651,"Class2",61.2,3.1,62.367,91.661,49
44.401,20.017,"T",68.255,"Class1",13.374,4.683,51.278,65.197,41
40.549,17.663,"T",68.45,"Class1",35.227,5.489,50.865,71.879,17
98.84,72.292,"U",47.655,"Class2",36.33,5.47,53.48,91.796,63
95.475,71.635,"U",48.616,"Class2",44.01,5.481,66.165,93.001,68
92.923,71.726,"E",45.309,"Class2",20.145,NA,56.805,93.488,74
89.28,69.595,"U",44.48,"Class2",30.936,20.029,52.243,94.102,21
91.784,71.477,"E",47.971,"Class2",45.851,33.8,59.526,92.417,40
45.444,28.915,"D",62.034,"Class1",29.776,NA,49.869,70.368,21
82.577,72.896,"I",47.708,"Class2",13.281,36.621,71.037,92.399,72
98.659,70.674,"E",47.28,"Class2",57.096,10.995,69.958,91.581,71
42.699,28.42,"T",70.594,"Class1",7.355,16.447,51.251,49.875,31
84.516,70.715,"G",48.464,"Class2",45.65,9.347,71.852,92.439,24
83.583,72.182,"G",49.008,"Class2",14.58,13.024,67.946,92.8,15
40.118,12.941,"N",58.528,"Class1",12.43,12.437,50.048,71.66,29
75.54,73.056,"U",46.745,"Class2",42.476,-9.118,47.379,94.184,21
49.612,24.633,"N",65.558,"Class1",11.413,15.647,51.906,78.244,29
93.22,71.661,"E",48.134,"Class2",16.248,37.365,57.575,93.109,73
78.445,69.789,"U",48.278,"Class2",35.48,34.266,50.397,91.058,22
31.462,14.327,"N",68.016,"Class1",17.881,10.951,50.125,44.34,33
35.246,21.816,"N",65.996,"Class1",22.875,10.17,51.102,93.119,27
78.857,72.693,"X",48.823,"Class2",19.007,14.764,45.555,92.618,3
97.896,70.883,"U",46.958,"Class2",15.189,13.322,72.345,92.618,65
34.339,32.728,"T",72.408,"Class1",34.819,10.03,51.214,96.338,38
92.179,72.363,"X",48.385,"Class2",41.807,28.452,55.795,91.626,30
52.889,28.634,"S",64.052,"Class1",27.587,22.329,49.578,86.594,13
79.893,72.759,"X",45.466,"Class2",39.596,31.992,56.348,94.393,23
86.262,66.839,"X",48.708,"Class2",38.46,22.633,72.588,92.958,65
33.423,26.863,"N",70.474,"Class1",22.451,12.496,50.135,74.181,27
52.14,22.438,"J",69.508,"Class1",32.512,NA,50.742,57.336,24
29.892,23.357,"D",72.719,"Class1",21.897,8.415,50.369,87.147,21
83.995,70.574,"I",46.753,"Class2",34.376,41.023,66.134,93.442,19
41.993,29.363,"D",72.216,"Class1",35.585,10.478,50.755,55.185,31
90.536,69.204,"U",48.649,"Class2",52.464,34.568,68.894,91.433,50
92.115,70.993,"X",46.071,"Class2",19.284,-0.691,44.05,92.591,6
40.023,24.52,"S",58.039,"Class1",7.239,4.515,51.283,52.337,38
78.982,69.887,"X",47.438,"Class2",19.341,13.738,51.496,92.097,73
28.867,23.353,"T",59.633,"Class1",8.963,14.436,49.675,69.851,10
46.06,37.562,"S",59.557,"Class1",14.304,11.567,50.812,76.95,22
49.925,20.19,"J",70.235,"Class1",23.507,4.94,50.071,60.507,35
29.87,34.311,"J",62.841,"Class1",12.719,NA,49.055,51.008,30
54.849,26.924,"T",67.292,"Class1",12.495,3.633,51.009,84.18,42
80.579,70.658,"G",47.434,"Class2",18.755,14.621,48.4,92.367,5
49.493,29.715,"T",52.541,"Class1",17.565,3.709,50.202,72.855,43
32.208,11.035,"D",65.243,"Class1",8.483,2.242,49.233,88.265,28
87.123,68.212,"U",46.294,"Class2",51.686,5.911,53.827,91.24,9
87.904,70.778,"U",47.483,"Class2",13.075,16.418,64.989,93.333,31
49.03,27.447,"D",47.495,"Class1",34.162,NA,50.385,92.211,13
80.299,71.017,"X",47.475,"Class2",56.752,18.05,63.359,91.598,18
34.856,17.067,"N",67.773,"Class1",32.149,6.688,49.74,58.997,17
28.989,22.863,"T",57.207,"Class1",23.776,8.211,49.014,71.247,23
77.329,68.479,"E",47.198,"Class2",36.675,18.505,71.531,92.509,15
50.173,11.428,"N",60.452,"Class1",35.054,11.066,51.447,82.566,28
98.38,71.296,"E",46.87,"Class2",46.217,8.591,53.505,91.675,NA
91.749,66.337,"U",48.861,"Class2",42.56,-5.19,62.274,92.197,64
29.714,31.777,"S",58.218,"Class1",18.83,6.834,51.079,92.17,30
44.058,15.291,"D",76.067,"Class1",8.845,-0.859,49.383,32.309,42
32.511,16.917,"S",56.143,"Class1",25.539,12.671,51.047,69.856,16
97.05,71.061,"G",46.789,"Class2",14.584,5.652,53.253,92.415,NA
79.127,72.255,"X",47.078,"Class2",46.025,21.068,54.254,92.267,48
48.223,15.206,"T",63.225,"Class1",22.471,6.878,50.017,68.795,18
34.519,36.085,"D",53.774,"Class1",13.28,13.156,49.032,54.94,28
94.366,73.358,"X",48.39,"Class2",38.242,14.031,68.247,93.501,14
38.942,42.238,"S",65.028,"Class1",5.037,19.435,51.335,48.639,29
92.907,72.756,"G",48.726,"Class2",61.084,4.428,58.703,92.45,11
69.353,69.427,"G",48.164,"Class2",25.511,13.435,50.94,92.799,20
69.936,71.109,"G",47.858,"Class2",50.513,34.409,55.089,92.101,45
77.734,71.401,"G",45.877,"Class2",19.271,30.179,68.805,91.259,48
28.563,55.021,"S",70.972,"Class1",35.764,14.197,51.659,45.607,23
42.233,16.298,"N",72.898,"Class1",17.977,8.295,49.544,65.795,23
37.112,9.183,"N",67.183,"Class1",24.404,4.978,51.205,55.163,38
51.344,31.667,"N",55.055,"Class1",19.012,13.599,50.337,53.052,39
28.504,28.752,"S",59.192,"Class1",26.022,10.111,51.633,86.232,37
86.187,69.333,"E",46.336,"Class2",60.948,10.331,43.239,93.828,39
32.265,22.618,"S",70.492,"Class1",24.104,2.097,49.039,65.043,30
28.468,15.519,"T",58.849,"Class1",14.07,11.839,50.384,69.41,31
94.521,72.877,"G",47.504,"Class2",46.96,22.568,53.379,91.549,19
29.576,29.026,"T",58.469,"Class1",33.152,13.019,51.285,80.94,43
74.119,70.916,"E",47.777,"Class2",36.071,NA,68.412,93.686,7
48.35,24.419,"N",70.616,"Class1",5.012,4.228,51.175,70.629,35
70.325,72.473,"X",49.28,"Class2",61.118,19.323,54.699,92.535,43
72.838,70.653,"I",47.333,"Class2",24.816,13.651,70.007,91.152,49
88.6,71.375,"U",48.92,"Class2",58.633,16.22,68.206,93.116,NA
94.386,72.303,"I",46.148,"Class2",24.206,8.54,62.61,93.459,3
34.041,17.48,"D",47.249,"Class1",35.341,20.759,50.902,72.454,24
53.097,28.973,"J",71.439,"Class1",20.444,5.326,50,40.293,32
75.658,70.258,"I",45.797,"Class2",62.681,13.057,63.542,91.998,30
89.032,71.338,"E",46.428,"Class2",41.01,27.829,59.427,91.911,6
80.014,72.104,"E",47.228,"Class2",60.821,29.535,43.502,92.424,56
91.39,70.412,"X",49.39,"Class2",34.767,34.339,50.944,93.434,49
88.791,71.4,"G",46.965,"Class2",49.844,-4.119,44.645,92.629,57
71.118,69.754,"E",47.988,"Class2",45.181,13.521,46.038,91.538,63
51.449,28.886,"D",70.618,"Class1",31.001,9.412,49.553,49.287,20
31.438,18.604,"T",68.456,"Class1",11.405,6.078,49.296,67.424,29
76.96,70.495,"E",46.061,"Class2",58.65,NA,71.442,93.921,68
87.373,73.128,"E",48.062,"Class2",31.824,7.964,50.436,92.835,16
97.885,70.576,"E",46.589,"Class2",18.246,16.462,66.217,91.609,35
32.615,21.587,"D",54.631,"Class1",7.015,2.127,49.582,71.835,NA
34.025,16.021,"N",78.526,"Class1",26.826,16.374,49.449,94.47,12
95.217,71.101,"U",46.94,"Class2",47.511,31.844,60.601,92.395,51
44.839,19.661,"N",57.831,"Class1",13.278,18.344,51.356,49.336,40
75.93,72.19,"G",47.429,"Class2",54.992,8.265,67.271,92.75,54
33.598,13.721,"S",73.647,"Class1",30.089,10.456,50.235,84.496,38
37.329,23.585,"J",69.852,"Class1",28.27,1.451,49.423,61.25,13
55.393,31.407,"J",77.174,"Class1",18.605,19.823,50.428,39.378,30
45.27,13.236,"D",66.187,"Class1",20.533,14.316,50.193,51.046,37
96.45,71.363,"X",46.939,"Class2",38.766,14.639,64.006,93.744,17
35.044,23.213,"N",49.705,"Class1",6.684,5.198,51.738,99.296,19
37.091,15.076,"N",58.043,"Class1",35.402,20.681,51.941,69.477,NA
39.57,8.821,"T",64.011,"Class1",23.795,6.278,50.343,58.449,39
39.956,3.883,"N",69.692,"Class1",31.434,NA,50.861,82.172,33
94.57,70.281,"G",47.631,"Class2",55.688,-0.131,59.875,91.604,6
98.37,71.031,"U",48.107,"Class2",51.779,29.123,60.621,92.389,46
78.818,70.375,"U",48.295,"Class2",32.912,14.795,53.297,92.32,2
39.673,34.195,"S",69.023,"Class1",17.707,-8.619,50.892,86.402,19
90.312,70.482,"I",46.888,"Class2",44.523,28.764,64.841,93.142,72
36.996,27.896,"T",68.229,"Class1",20.191,10.489,50.508,23.029,19
41.694,17.607,"N",75.572,"Class1",27.368,6.18,51.766,68.74,17
98.278,69.238,"I",46.215,"Class2",63.922,10.478,53.381,93.909,67
51.132,24.366,"N",61.438,"Class1",8.382,7.485,49.002,65.157,34
78.733,68.26,"G",48.972,"Class2",32.864,-0.408,58.729,91.578,5
53.307,19.988,"D",66.984,"Class1",5.228,6.535,51.537,74.018,36
53.817,34.73,"J",54.089,"Class1",25.33,9.433,50.148,73.89,10
48.07,37.11,"D",57.315,"Class1",15.118,11.828,51.34,67.167,11
74.364,67.512,"U",47.173,"Class2",14.686,5.858,55.846,92.32,52
71.05,67.635,"U",47.134,"Class2",26.601,7.755,53.526,92.248,41
50.812,25.773,"N",58.237,"Class1",7.054,2.527,49.113,63.79,21
85.872,70.714,"I",46,"Class2",28.368,21.702,64.758,93.374,31
29.431,24.851,"D",58.565,"Class1",26.985,10.707,51.308,95.059,13
40.124,27.298,"T",70.262,"Class1",14.643,6.795,49.533,53.505,12
89.538,68.826,"I",48.783,"Class2",39.629,7.6,56.491,92.125,20
30.344,40.342,"D",72.787,"Class1",19.017,NA,50.701,82.91,15
80.362,69.613,"I",47.958,"Class2",37.828,21.545,49.934,91.612,52
96.12,71.701,"U",48.203,"Class2",42.132,28.575,46.815,91.913,75
93.768,71.307,"U",47.74,"Class2",44.329,24.137,45.664,90.695,10
97.83,69.307,"E",47.37,"Class2",13.213,NA,66.987,91.453,4
84.818,68.61,"I",48.758,"Class2",25.953,12.668,72.109,94.138,34
44.792,26.365,"J",64.492,"Class1",31.991,15.049,49.959,66.278,25
51.18,32.693,"T",68.773,"Class1",12.363,8.819,50.539,44.81,10
93.824,72.657,"E",46.737,"Class2",26.798,8.046,61.091,91.156,74
91.231,69.955,"X",47.357,"Class2",54.105,26.784,62.616,91.837,NA
54.751,30.271,"S",63.631,"Class1",6.365,3.081,49.111,32.265,27
81.133,72.595,"U",48.727,"Class2",63.829,1.18,51.044,93.071,73
85.989,69.144,"E",47.171,"Class2",58.478,9.675,44.543,92.703,15
94.193,69.459,"I",48.196,"Class2",56.834,16.718,48.498,91.134,60
41.407,2.001,"J",56.95,"Class1",20.456,6.021,50.435,62.354,23
28.936,9.123,"D",55.435,"Class1",28.532,3.579,51.008,69.617,36
89.425,70.705,"X",46.526,"Class2",19.57,24.368,43.935,91.151,37
30.128,8.688,"N",63.153,"Class1",26.008,6.458,50.699,74.656,21
53.046,35.935,"S",80.197,"Class1",27.885,14.624,49.268,59.168,40
72.625,71.629,"U",48.257,"Class2",52.704,12.579,46.277,93.478,55
42.354,28.005,"J",59.201,"Class1",24.773,13.344,51.792,73.145,29
35.104,23.108,"J",66.296,"Class1",33.533,22.243,50.916,87.971,20
89.664,72.327,"I",47.93,"Class2",18.091,NA,44.08,91.997,32
37.622,31.148,"N",73.655,"Class1",12.656,18.388,51.44,76.079,10
28.247,32.135,"S",69.402,"Class1",27.265,13.692,50.417,54.084,24
71.066,70.419,"U",46.821,"Class2",62.767,-6.867,53.796,91.694,NA
33.755,20.205,"S",79.769,"Class1",23.589,9.713,51.12,72.982,NA
34.222,13.832,"T",63.923,"Class1",33.614,16.013,51.508,78.084,28
97.444,73.079,"X",45.8,"Class2",21.231,14.566,64.697,91.383,32
88.784,70.041,"G",47.866,"Class2",40.451,3.8,61.939,91.638,44
88.183,71.006,"U",47.236,"Class2",59.35,12.262,65.503,92.832,49
82.25,70.562,"U",47.036,"Class2",32.735,29.186,52.497,92.402,54
50.828,34.063,"D",60.881,"Class1",14.535,13.273,51.316,59.385,27
88.671,70.13,"E",47.663,"Class2",41.428,5.282,55.135,93.093,53
52.764,27.269,"N",50.404,"Class1",17.61,16.067,51.204,83.655,42
55.849,29.51,"N",63.063,"Class1",23.023,12.819,49.854,65.038,36
97.832,71.823,"I",47.068,"Class2",56.576,16.012,49.327,93.386,15
45.799,29.749,"J",53.317,"Class1",9.12,16.902,49.792,69.586,19
91.162,74.004,"U",46.873,"Class2",46.19,-7.206,53.543,92.684,3
28.843,28.234,"S",66.607,"Class1",21.241,-0.862,51.086,64.152,42
75.942,70.346,"X",46.995,"Class2",38.973,8.126,48.399,92.556,7
71.763,72.54,"I",49.047,"Class2",45.931,21.906,48.224,91.635,16
37.597,31.557,"N",54.645,"Class1",27.482,11.145,50.937,78.726,32
29.467,33.692,"N",51.866,"Class1",8.372,12.974,49.33,68.738,9
35.385,39.578,"S",81.201,"Class1",33.528,14.932,50.245,82.779,36
33.828,16.331,"S",65.353,"Class1",29.615,4.269,50.574,93.557,NA
69.646,71.835,"G",47.341,"Class2",25.279,2.142,61.105,92.74,73
