"NIR1","BCV2","DTG3","RYA4","WVT5","OFL6","YPK7","Output9","YAD8","JVN9","IWF10","BUI11","PRQ12"
17.406,41.04,17.912,"J",26,47.216,28,"Class1",70.947,58.693,35.06,25.611,"N"
78.07,50.183,41.759,"U",93,54.107,43,"Class4",83.78,17.497,7.496,35.705,"T"
78.005,33.861,53.076,"V",34,58.435,9,"Class5",55.556,61.508,70.753,56.7,"F"
63.526,82.166,45.024,"T",37,85.488,11,"Class2",41.128,82.052,64.248,81.494,"A"
62.098,81.095,44.038,"T",26,88.305,10,"Class2",53.093,76.155,86.806,36.08,"Q"
82.623,48.205,40.213,"R",92,58.275,40,"Class4",48.045,43.861,16.634,35.123,"V"
59.846,83.856,45.009,"T",29,89.69,10,"Class2",29.51,80.905,65.797,50.746,"Q"
56.691,31.953,71.469,"C",12,30.276,53,"Class3",27.828,68.894,68.957,60.243,"R"
13.198,45.332,8.111,"C",25,92.297,55,"Class1",78.481,39.974,36.784,23.868,"N"
71.665,87.031,47.169,"S",27,90.467,10,"Class2",38.701,72.896,74.831,57.782,"Q"
86.829,51.941,32.446,"E",92,51.602,44,"Class4",36.566,33.086,72.707,17.326,"A"
69.656,56.512,49.212,"H",25,27.892,49,"Class3",17.036,59.494,88.461,52.236,"R"
63.109,21.09,80.474,"K",9,30.38,45,"Class3",-3.972,71.615,65.136,54.11,"D"
18.954,49.799,19.549,"C",11,40.626,43,"Class1",78.027,6.883,34.842,26.666,"W"
9.2,43.951,20.601,"T",20,42.128,46,"Class1",81.2,100.654,31.275,28.068,"W"
24.363,44.979,10.492,"C",19,91.726,31,"Class1",82.615,49.363,27.55,25.583,"I"
64.622,35.326,48.759,"Q",29,23.423,50,"Class3",3.634,52.978,84.013,64.695,"D"
61.534,50.817,60.46,"O",50,54.16,15,"Class5",56.319,78.699,61.488,53.597,"H"
49.376,43.163,46.511,"D",46,60.677,17,"Class5",56.152,64.505,59.19,43.968,"H"
16.646,67.959,16.511,"V",14,44.111,40,"Class1",84.143,73.389,35.19,28.749,"I"
77.681,85.833,47.213,"R",32,88.928,7,"Class2",21.673,78.567,75.583,58.766,"Q"
55.58,87.3,45.295,"V",33,86.521,13,"Class2",24.917,49.025,71.362,60.463,"V"
52.56,16.609,61.099,"A",38,8.164,10,"Class5",55.701,75.585,73.317,38.757,"Z"
75.027,51.209,10.693,"R",91,41.866,43,"Class4",36.516,32.268,87.397,30.931,"Y"
63.033,32.705,85.256,"C",55,22.581,48,"Class3",15.363,82.051,73.533,56.777,"O"
55.133,40.998,50.622,"K",14,31.94,48,"Class3",12.675,69.739,92.841,59.899,"E"
19.84,30.804,12.187,"T",21,40.086,39,"Class1",72.002,49.255,29.287,28.161,"K"
60.87,84.386,44.801,"R",33,82.758,13,"Class2",39.454,50.051,89.562,71.444,"V"
56.021,79.222,44.751,"D",42,104.489,19,"Class5",55.838,70.95,74.878,46.45,"F"
47.422,6.145,59.682,"O",NA,30.479,18,"Class5",55.623,80.996,73.101,47.179,"C"
69.081,36.005,55.102,"D",58,17.604,9,"Class5",55.576,55.402,66.321,51.003,"F"
67.671,34.027,78.623,"K",53,37.552,45,"Class3",12.081,65.632,61.363,53.471,"D"
65.306,32.293,70.062,"Q",50,30.39,46,"Class3",6.637,75.834,83.675,59.503,"E"
87.094,83.334,42.845,"S",36,88.677,10,"Class2",61.575,76.317,76.309,69.948,"V"
83.493,90.605,42.53,"O",28,90.814,11,"Class2",33.7,86.13,68.173,56.119,"V"
16.197,55.886,12.368,"T",21,52.27,30,"Class1",85.037,73.1,36.778,26.457,"W"
76.436,55.236,37.795,"E",92,62.185,42,"Class4",31.269,62.112,22.831,15.126,"Y"
21.485,58.872,16.591,"V",18,71.148,43,"Class1",76.886,59.702,34.543,28.022,"N"
54.576,31.424,45.365,"D",19,88.89,10,"Class5",57.538,74.664,64.479,42.117,"G"
55.627,84.552,43.08,"V",NA,90.411,8,"Class2",56.568,70.769,81.167,64.18,"A"
56.869,92.337,42.186,"S",31,87.502,7,"Class2",28.731,84.996,64.946,44.083,"B"
66.62,18.208,67.535,"C",40,35.843,48,"Class3",11.905,53.002,58.325,60.404,"E"
87.992,52.278,60.526,"O",71,47.118,5,"Class5",56.512,55.274,67.412,53.634,"Z"
80.117,50.818,8.379,"U",91,42.042,40,"Class4",83.595,28.306,36.844,15.269,"V"
60.439,41.064,60.346,"O",69,71.854,2,"Class5",56.261,61.347,73.48,43.386,"Z"
61.272,48.581,70.128,"H",44,31.672,46,"Class3",6.688,52.614,79.768,63.935,"D"
21.489,43.844,9.109,"C",15,75.152,27,"Class1",75.77,125.158,27.896,24.846,"P"
78.475,49.626,20.633,"Y",91,43.911,47,"Class4",25.28,32.266,30.217,23.957,"A"
71.255,84.449,45.719,"R",30,87.694,9,"Class2",41.28,45.553,61.256,78.995,"B"
73.542,84.834,42.968,"O",28,89.523,8,"Class2",24.972,68.253,67.188,63.003,"B"
61.761,27.381,63.839,"A",23,47.147,15,"Class5",56.174,73.733,73.685,37.259,"Z"
80.641,19.695,49.302,"O",61,52.659,15,"Class5",55.757,65.887,75.329,52.379,"H"
57.844,28.452,59.334,"D",40,70.013,15,"Class5",55.703,59.814,61.912,55.906,"H"
64.826,49.002,84.977,"P",47,30.34,45,"Class3",25.372,66.408,63.5,59.003,"R"
62.484,52.364,45.317,"V",19,27.808,20,"Class5",56.541,77.066,67.971,40.614,"Z"
55.082,30.741,55.093,"H",55,27.022,50,"Class3",3.936,63.883,90.166,64.733,"D"
15.082,52.763,19.478,"X",21,97.778,47,"Class1",78.925,48.246,33.938,31.66,"N"
86.826,86.916,43.074,"R",NA,93.355,7,"Class2",34.961,51.93,60.082,61.91,"W"
17.548,49.172,11.564,"V",19,40.67,63,"Class1",78.554,45.124,30.939,23.115,"W"
67.196,94.104,46.314,"S",37,86.901,13,"Class2",14.754,55.631,82.489,78.061,"W"
77.664,48.804,7.17,"E",92,62.005,NA,"Class4",16.097,16.054,14.966,25.142,"T"
85.507,55.042,29.849,"Y",92,39.738,46,"Class4",34.612,68.607,31.908,15.948,"Y"
4.532,56.963,13.998,"C",25,44.113,51,"Class1",88.783,71.894,34.793,25.423,"N"
17.909,44.491,13.365,"C",25,96.311,45,"Class1",71.842,36.02,31.874,31.418,"I"
54.395,40.765,60.517,"V",48,41.848,11,"Class5",56.726,46.837,78.514,37.654,"G"
13.817,72.199,19.858,"X",21,69.883,60,"Class1",73.658,54.39,35.525,28.347,"W"
62.922,51.014,63.762,"K",45,23.201,48,"Class3",12.179,64.018,81.89,61.147,"O"
75.605,51.937,14.822,"G",NA,61.195,50,"Class4",37.571,51.699,59.791,24.271,"A"
70.745,38.702,44.319,"V",49,16.597,NA,"Class5",55.964,66.228,70.677,46.372,"C"
22.137,22.439,12.055,"J",20,27.4,43,"Class1",74.973,112.791,27.297,23.597,"W"
16.222,57.556,9.078,"X",23,74.81,43,"Class1",72.661,24.669,34.989,26.142,"K"
81.511,78.92,47.954,"R",33,92.385,12,"Class2",51.652,53.881,64.847,92.427,"A"
54.391,36.348,47.683,"K",45,32.74,53,"Class3",6.733,72.451,92.762,63.392,"E"
68.89,35.218,54.327,"V",31,46.425,14,"Class5",55.603,77.749,68.909,48.321,"C"
74.517,52.188,42.245,"E",93,52.146,42,"Class4",38.68,5.554,49.66,15.734,"T"
57.506,30.642,86.198,"K",55,29.246,51,"Class3",16.572,79.513,78.306,51.309,"D"
76.943,52.164,42.632,"E",92,54.27,43,"Class4",46.535,47.036,93.962,31.694,"T"
24.693,63.534,8.917,"J",12,18.314,50,"Class1",75.058,28.977,31.141,23.554,"I"
79.604,52.546,14.879,"Y",NA,43.644,44,"Class4",-21.129,37.785,57.305,21.119,"V"
62.247,42.119,63.297,"H",38,28.419,47,"Class3",-7.214,55.041,84.31,64.058,"B"
58.789,20.077,54.232,"Q",8,25.56,52,"Class3",18.633,71.365,76.333,53.644,"D"
46.099,13.26,47.401,"V",60,50.628,17,"Class5",55.385,70.79,62.526,55.333,"C"
56.708,35.956,76.054,"P",9,31.033,53,"Class3",13.36,66.866,70.269,64.991,"B"
5.178,18.11,13.377,"J",14,27.207,46,"Class1",75.328,87.914,28.139,27.447,"I"
81.948,48.267,23.427,"U",NA,56.26,42,"Class4",46.121,64.472,81.714,23.48,"Q"
62.357,33.561,66.352,"K",6,31.433,49,"Class3",13.921,55.94,90.227,63.323,"O"
4.082,44.384,9.245,"J",NA,42.923,61,"Class1",68.071,87.655,28.579,26.604,"P"
7.188,28.333,10.785,"V",14,51.862,53,"Class1",79.212,67.055,29.041,26.499,"N"
15.787,25.528,20.437,"X",25,70.232,35,"Class1",75.461,51.621,27.742,31.329,"P"
67.216,38.591,47.902,"H",20,30.488,52,"Class3",14.887,67.123,58.843,57.985,"E"
19.112,49.227,19.551,"T",26,103.903,31,"Class1",80.25,42.732,35.724,28.578,"I"
22.721,32.42,12.567,"J",13,43.75,35,"Class1",73.643,81.431,34.834,30.052,"P"
75.197,46.401,41.602,"Y",91,43.435,47,"Class4",59.196,46.686,70.627,31.078,"V"
65.906,42.702,66.375,"C",14,40.278,48,"Class3",16.268,71.815,75.459,51.134,"B"
74.589,83.327,47.57,"O",30,88.306,13,"Class2",52.548,65.545,73.75,94.182,"A"
62.819,73.018,45.445,"T",25,87.852,10,"Class2",45.253,68.237,89.093,97.112,"W"
65.954,13.921,47.351,"J",66,36.413,3,"Class5",55.147,72.461,68.12,45.686,"C"
22.905,51.865,10.947,"T",14,49.986,51,"Class1",73.304,101.643,28.863,25.942,"P"
57.689,88.732,47.285,"T",35,86.43,13,"Class2",46.231,99.982,61.691,40.668,"Q"
8.337,30.08,13.07,"X",21,35.437,33,"Class1",67.13,79.757,28.898,28.808,"P"
61.675,81.968,42.681,"T",35,85.762,9,"Class2",57.872,68.912,61.277,65.923,"W"
68.56,34.987,60.75,"Q",11,24.319,51,"Class3",15.504,81.855,92.666,52.067,"D"
84.144,90.987,46.248,"V",33,93.193,8,"Class2",52.427,64.284,62.638,42.208,"Q"
77.728,52.941,33.674,"G",92,58.381,42,"Class4",41.121,29.92,35.245,24.227,"A"
47.319,49.995,45.488,"J",70,66.932,19,"Class5",55.991,78.024,72.189,43.324,"Z"
74.297,97.285,47.703,"R",34,91.134,NA,"Class2",38.93,61.625,65.463,98.952,"W"
55.652,91.026,44.678,"V",27,87.838,11,"Class2",41.374,51.605,63.951,82.535,"A"
10.082,52.295,9.101,"T",12,53.958,NA,"Class1",75.515,51.812,34.326,25.462,"W"
73.82,86.776,46.313,"S",35,89.467,11,"Class2",40.384,84.734,75.197,83.162,"V"
3.85,36.576,14.226,"C",NA,51.47,47,"Class1",75.94,73.81,29.969,24.133,"K"
62.646,88.181,44.241,"O",30,89.35,7,"Class2",41.686,95.575,87.326,47.115,"A"
62.216,39.683,90.929,"H",26,22.954,52,"Class3",18.014,62.659,70.196,63.508,"B"
64.513,33.527,96.807,"H",30,30.879,45,"Class3",7.354,69.372,74.948,60.622,"D"
86.879,38.224,54.986,"V",59,51.031,9,"Class5",55.734,78.28,65.501,50.816,"G"
84.618,53.529,36.161,"Y",92,31.306,41,"Class4",33.613,35.485,26.093,12.393,"Q"
63.832,31.436,74.541,"H",31,36.293,51,"Class3",12.547,55.423,76.157,60.633,"R"
15.168,77.535,16.291,"X",22,46.384,45,"Class1",78.055,-3.642,33.175,23.23,"P"
67.389,36.855,92.879,"Q",25,31.827,48,"Class3",5.287,75.662,66.723,63.824,"B"
61.81,27.539,57.057,"Q",30,28.285,52,"Class3",23.608,71.023,85.968,51.149,"E"
85.309,36.764,62.135,"V",63,21.425,16,"Class5",55.656,92.281,70.326,40.44,"G"
84.533,50.972,15.485,"U",93,64.809,50,"Class4",30.421,41.413,9.176,28.961,"A"
54.007,30.237,56.221,"A",31,95.194,1,"Class5",55.468,74.92,70.957,46.121,"G"
77.896,56.71,26.51,"Y",93,41.798,41,"Class4",48.09,16.939,72.878,27.949,"T"
74.883,88.574,42.175,"V",25,88.453,13,"Class2",23.765,97.307,75.741,72.016,"A"
12.499,53.113,8.295,"J",21,67.706,33,"Class1",68.044,89.582,33.034,24.177,"I"
49.017,33.946,52.058,"D",17,5.801,2,"Class5",56.312,69.693,59.224,38.343,"F"
67.092,13.873,60.238,"D",30,26.258,6,"Class5",55.044,60.023,59.333,37.485,"H"
75.124,19.929,57.717,"O",NA,54.398,16,"Class5",56.265,43.005,69.811,42.684,"G"
47.032,43.196,56.336,"D",NA,32.481,14,"Class5",54.795,90.384,62.811,54.071,"H"
75.811,3.858,59.243,"A",33,86.474,20,"Class5",55.492,72.123,72.458,56.109,"F"
70.274,36.229,56.602,"A",37,48.547,9,"Class5",55.69,58.716,67.83,56.838,"C"
62.718,18.019,58.807,"K",NA,24.342,NA,"Class3",14.205,79.959,78.683,53.311,"E"
67.933,38.496,70.705,"Q",41,25.065,51,"Class3",10.209,63.408,84.324,60.598,"B"
81.619,49.9,24.775,"Y",92,60.503,NA,"Class4",13.293,35.034,69.653,13.768,"Q"
68.515,31.95,47.62,"V",17,62.96,16,"Class5",56.001,45.64,77.952,56.288,"G"
15.216,41.599,12.962,"V",18,63.983,35,"Class1",75.733,22.358,31.578,28.059,"K"
67.254,79.661,47.638,"S",27,89.384,11,"Class2",52.04,61.863,86.804,60.736,"B"
60.359,30.298,58.686,"K",5,36.35,53,"Class3",4.109,86.443,59.925,62.749,"O"
25.966,58.112,11.582,"J",22,57.955,30,"Class1",70.614,15.161,32.25,31.669,"P"
80.707,37.629,60.085,"A",64,87.944,18,"Class5",56.003,48.863,65.25,50.454,"G"
3.798,35.895,17.926,"X",26,49.49,53,"Class1",77.644,41.201,33.937,23.669,"I"
50.919,30.969,50.333,"O",35,54.405,4,"Class5",54.964,52.46,67.818,54.164,"G"
87.436,87.534,42.487,"O",28,89.145,10,"Class2",42.719,98.867,65.882,71.903,"V"
58.537,25.818,70.415,"Q",19,34.005,53,"Class3",3.43,76.135,68.366,64,"R"
17.657,74.929,12.514,"C",20,54.165,50,"Class1",75.893,30.18,29.376,25.741,"W"
5.939,70.302,12.289,"J",22,63.805,50,"Class1",82.727,68.898,36.984,29.696,"W"
61.852,36.799,53.689,"P",37,26.997,45,"Class3",4.167,63.013,71.671,64.48,"R"
74.67,95.669,43.03,"V",24,92.662,NA,"Class2",43.38,64.61,78.947,94.037,"B"
63.17,19.139,68.62,"C",45,33.447,47,"Class3",0.203,67.097,90.423,62.104,"B"
59.616,32.657,67.511,"Q",28,25.14,45,"Class3",1.481,58.807,66.978,57.412,"D"
63.62,47.571,67.468,"K",11,26.494,51,"Class3",25.73,74.542,68.713,56.628,"E"
62.329,104.194,43.933,"V",26,87.895,9,"Class2",54.222,63.978,71.773,44.748,"W"
59.459,99.325,44.632,"R",32,89.55,7,"Class2",39.244,104.61,88.5,36.372,"V"
78.441,55.148,36.833,"U",92,48.558,41,"Class4",27.08,50.79,89.161,15.072,"Y"
68.129,35.699,53.819,"J",54,113.569,14,"Class5",55.254,64.408,63.714,41.984,"C"
68.84,37.582,57.81,"O",33,62.406,13,"Class5",55.336,61.836,60.023,54.608,"G"
67.397,88.202,55.152,"J",35,78.714,19,"Class5",56.074,78.852,63.367,36.338,"Z"
54.213,39.483,67.102,"H",10,31.039,47,"Class3",21.142,57.165,62.621,61.612,"O"
54.834,48.493,56.528,"C",14,24.217,47,"Class3",3.585,65.428,59.119,58.239,"B"
68.099,26.213,58.192,"Q",43,29.383,51,"Class3",11.09,64.209,87.774,63.688,"R"
13.64,77.015,11.8,"C",NA,51.766,26,"Class1",77.664,30.364,28.885,26.471,"N"
57.653,84.625,45.254,"S",33,90.221,10,"Class2",18.705,67.099,69.632,57.874,"B"
82.114,49.953,9.523,"Y",93,22.109,42,"Class4",40.145,65.611,62.291,14.282,"V"
64.099,41.174,90.083,"C",12,21.335,52,"Class3",16.471,75.134,88.18,52.709,"O"
20.625,60.92,11.769,"C",NA,24.719,43,"Class1",69.674,28.54,29.934,30.856,"I"
5.785,53.111,11.185,"J",11,78.984,35,"Class1",76.03,93.542,27.02,26.476,"W"
54.293,46.473,90.798,"P",47,27.368,46,"Class3",10.402,63.462,85.762,64.863,"O"
63.038,42.325,55.735,"C",21,34.32,NA,"Class3",1.663,65.348,83.45,54.771,"O"
6.238,44.018,8.364,"T",24,76.692,44,"Class1",87.678,10.579,34.21,28.73,"I"
67.476,87.894,46.694,"V",31,89.377,13,"Class2",55.543,63.41,65.54,86.509,"W"
70.095,41.924,52.468,"V",71,46.681,15,"Class5",55.274,66.26,69.66,52.036,"H"
85.449,49.758,10.439,"E",93,41.686,47,"Class4",52.447,26.022,81.213,13.234,"T"
56.279,15.228,59.986,"J",61,66.597,1,"Class5",55.897,89.213,78.778,50.306,"Z"
84.438,53.378,29.392,"R",91,51.566,46,"Class4",42.795,24.924,91.491,13.912,"Q"
65.028,95.325,46.316,"S",31,90.552,9,"Class2",41.198,66.465,88.757,97.523,"V"
4.703,33.206,17.827,"J",19,39.088,38,"Class1",72.085,12.379,32.18,28.51,"I"
87.146,40.234,55.622,"V",44,35.103,2,"Class5",56.087,51.197,64.162,53.184,"G"
67.61,32.509,50.267,"H",50,18.786,49,"Class3",13.041,54.431,62.22,52.266,"B"
50.834,34.874,56.603,"A",47,48.463,14,"Class5",56.253,62.032,65.914,49.404,"F"
74.273,50.419,16.494,"Y",92,54.306,NA,"Class4",34.652,39.8,87.326,25.277,"T"
75.074,49.615,10.429,"R",93,65.846,45,"Class4",32.722,19.865,53.794,29.214,"A"
5.807,38.402,19.518,"C",13,92.367,51,"Class1",71.005,104.347,35.334,28.891,"I"
74.245,51.07,10.238,"G",NA,41.372,41,"Class4",55.173,28.415,7.369,28.96,"V"
67.44,47.009,62.834,"C",NA,23.162,45,"Class3",20.258,61.438,71.372,57.663,"B"
86.263,51.224,11.803,"G",92,38.104,48,"Class4",31.431,55.028,69.435,12.528,"T"
59.599,78.761,45.048,"S",24,86.939,14,"Class2",44.256,83.684,60.276,50.073,"Q"
74.882,86.017,42.06,"R",32,88.135,9,"Class2",69.385,69.459,65.666,54.246,"A"
8.068,73.347,20.775,"X",12,38.018,56,"Class1",80.866,33.409,29.673,30.727,"N"
63.484,33.715,75.623,"K",54,29.154,NA,"Class3",11.611,72.98,82.078,64.034,"B"
71.868,82.004,42.833,"S",31,92.731,13,"Class2",50.2,82.765,60.978,36.902,"A"
66.205,34.957,93.205,"Q",14,23.706,47,"Class3",11.402,73.693,83.702,53.828,"O"
67.126,89.089,43.484,"T",27,88.533,NA,"Class2",33.884,73.655,71.52,85.053,"Q"
74.404,51.248,39.238,"G",91,66.575,45,"Class4",45.032,51.348,89.556,32.875,"T"
64.837,8.562,62.84,"D",20,71.041,12,"Class5",55.927,46.563,61.034,46.168,"F"
69.598,36.043,71.462,"K",NA,25.467,52,"Class3",9.118,72.252,78.116,54.493,"D"
57.802,27.195,50.704,"C",15,28.789,46,"Class3",14.441,68.28,92.52,63.17,"R"
66.968,76.841,43.505,"R",24,88.372,11,"Class2",48.669,61.558,63.394,69.341,"V"
52.083,61.82,50.467,"A",41,25.155,16,"Class5",55.804,56.893,69.238,42.865,"G"
16.185,55.547,9.076,"X",17,33.708,64,"Class1",75.246,42.017,33.462,25.256,"P"
71.777,49.3,51.467,"J",55,15.446,18,"Class5",55.436,75.432,64.523,38.103,"C"
79.825,55.215,23.901,"G",93,60.06,47,"Class4",37.612,48.12,56.793,31.636,"V"
66.038,39.459,58.443,"D",69,56.363,5,"Class5",56.397,81.762,73.54,50.641,"F"
16.414,38.514,11.923,"T",26,54.172,53,"Class1",80.993,17.8,28.147,26.495,"W"
80.647,41.611,48.623,"O",30,62.431,19,"Class5",55.376,44.819,74.991,53.624,"G"
14.454,42.009,11.702,"J",20,72.455,59,"Class1",78.671,71.325,33.558,31.077,"I"
79.362,53.714,26.409,"U",91,39.969,50,"Class4",34.383,38.497,68.229,13.772,"Y"
67.073,12.39,54.338,"V",40,49.611,9,"Class5",55.922,63.173,73.803,47.136,"F"
4.28,94.079,16.2,"T",18,61.583,31,"Class1",79.319,27.409,31.487,31.138,"N"
83.558,45.395,35.122,"R",91,65.22,50,"Class4",21.783,31.419,90.2,21.16,"Q"
78.808,48.233,19.372,"Y",92,50.093,42,"Class4",37.541,19.443,71.302,21.305,"Q"
85.532,93.777,44.137,"T",32,86.343,11,"Class2",49.152,85.057,82.759,84.476,"V"
61.702,36.015,48.751,"H",48,26.334,49,"Class3",4.326,73.574,89.599,63.858,"R"
62.203,39.347,60.904,"H",29,21.862,51,"Class3",22.334,61.736,68.056,63.996,"B"
80.39,-1.923,62.145,"D",54,57.034,10,"Class5",55.231,83.501,67.331,52.216,"H"
54.72,14.359,45.305,"V",28,19.677,15,"Class5",56.092,82.209,70.089,41.108,"F"
48.75,34.642,57.355,"D",68,43.082,11,"Class5",56.967,58.246,60.212,39.312,"G"
19.712,36.641,11.064,"C",23,59.804,30,"Class1",76.672,51.334,33.098,25.253,"W"
22.907,37.368,18.776,"X",26,34.175,63,"Class1",71.514,52.027,35.917,30.641,"P"
66.348,47.078,95.458,"H",NA,38.413,52,"Class3",14.972,56.255,67.438,64.834,"E"
64.083,24.827,74.848,"K",39,15.624,45,"Class3",12.213,82.825,76.929,54.941,"D"
62.511,46.237,74.496,"H",37,24.73,47,"Class3",12.285,69.35,75.101,62.394,"D"
77.592,53.861,23.539,"U",93,82.248,NA,"Class4",34.107,30.868,70.184,14.687,"V"
71.063,81.507,46.969,"T",33,88.445,8,"Class2",28.675,94.047,89.742,92.98,"Q"
5.344,16.571,20.03,"C",13,91.375,49,"Class1",76.604,62.858,31.582,24.336,"K"
86.333,50.458,20.592,"Y",92,58.319,46,"Class4",20.237,18.728,60.438,35.523,"Q"
73.373,50.102,15.296,"R",93,29.677,40,"Class4",20.017,67.744,81.641,31.52,"Y"
63.844,15.702,49.641,"O",NA,71.924,17,"Class5",56.062,90.26,65.249,54.466,"G"
12.221,46.736,9.708,"C",23,53.263,39,"Class1",83.999,45.513,33,28.698,"P"
57.171,76.635,45.22,"V",26,86.721,14,"Class2",34.973,65.433,62.418,47.676,"A"
62.97,29.894,66.964,"C",11,27.876,48,"Class3",8.45,56.269,65.575,56.867,"D"
10.542,47.933,18.854,"X",14,40.666,29,"Class1",77.945,24.289,33.734,29.981,"P"
25.104,82.99,11.701,"T",24,61.583,52,"Class1",65.254,20.976,29.436,31.914,"I"
74.547,92.864,47.481,"V",28,89.194,9,"Class2",31.21,65.8,82.788,64.523,"V"
77.757,52.224,41.883,"U",93,39.675,NA,"Class4",28.769,87.4,25.004,34.375,"T"
78.369,47.28,34.676,"G",92,48.41,45,"Class4",14.824,10.155,71.973,33.791,"A"
58.097,25.848,93.006,"P",NA,31.502,53,"Class3",11.799,64.883,90.368,58.885,"D"
24.192,67.946,15.335,"X",17,92.658,41,"Class1",89.228,110.165,32.192,30.394,"K"
54.143,34.009,58.364,"H",28,27.42,47,"Class3",18.75,61.944,59.255,63.928,"R"
16.773,63.143,11.167,"T",19,90.467,31,"Class1",78.624,33.234,36.688,26.727,"I"
73.559,47.478,11.707,"E",93,59.394,43,"Class4",53.767,21.754,88.014,31.346,"A"
76.856,49.544,32.32,"E",92,18.692,52,"Class4",76.847,51.647,81.794,14.627,"Q"
69.421,27.956,72.233,"H",16,33.256,47,"Class3",7.969,64.795,90.775,58.597,"D"
68.804,39.754,59.916,"K",16,28.169,46,"Class3",10.583,64.264,91.486,63.89,"R"
55.461,91.051,46.12,"T",33,89.615,10,"Class2",41.522,91.747,74.831,69.443,"W"
58.558,33.069,70.532,"P",32,28.212,46,"Class3",22.657,78.893,80.904,54.087,"D"
63.665,27.763,45.555,"V",37,38.564,16,"Class5",56.263,67.399,61.423,54.89,"C"
69.036,28.602,63.407,"Q",37,25.193,46,"Class3",16.311,65.321,67.822,54.445,"E"
55.032,34.094,62.823,"K",9,33.285,46,"Class3",14.188,78.898,74.239,62.687,"B"
22.642,68.346,13.167,"J",19,102.577,28,"Class1",79.134,58.285,32.137,24.728,"W"
63.529,83.634,42.356,"R",24,88.856,10,"Class2",17.844,78.723,82.45,51.579,"B"
16.324,44.054,14.69,"V",19,61.998,41,"Class1",72.683,-0.98,30.015,30.991,"K"
58.038,29.307,76.025,"K",17,17.213,52,"Class3",6.52,65.304,64.831,54.066,"O"
62.697,85.401,44.639,"V",36,89.359,11,"Class2",14.779,61.674,76.549,85.504,"A"
64.208,40.26,48.314,"K",20,32.293,49,"Class3",13.895,68.498,67.501,59.175,"D"
50.092,1.81,56.627,"A",47,103.181,19,"Class5",56.47,58.795,60.101,50.657,"G"
78.879,45.72,52.582,"A",21,67.122,16,"Class5",57.292,58.382,76.346,45.402,"C"
15.304,39.449,18.898,"T",21,46.336,34,"Class1",81.75,-1.745,30.112,27.442,"N"
55.493,28.889,47.293,"D",25,87.233,13,"Class5",56.367,66.419,76.507,49.433,"G"
12.026,48.496,9.988,"C",21,56.364,28,"Class1",76.936,-31.426,34.265,26.135,"I"
85.546,52.655,11.009,"U",91,50.28,49,"Class4",61.21,72.875,35.03,28.48,"V"
84.669,83.758,43.623,"S",33,86.157,14,"Class2",27.388,69.912,84.074,38.691,"B"
64.034,32.718,94.708,"K",8,35.753,46,"Class3",5.317,69.793,91.929,58.317,"R"
83.287,90.842,43.358,"R",32,86.167,8,"Class2",47.402,56.588,73.017,81.401,"W"
70.661,49.927,60.411,"D",49,112.944,15,"Class5",56.227,70.106,68.175,37.752,"F"
79.203,52.961,23.908,"E",92,28.885,48,"Class4",53.34,48.133,60.444,12.866,"T"
75.706,53.505,8.41,"U",NA,55.078,51,"Class4",29.194,43.525,66.026,28.347,"V"
86.621,50.371,29.596,"E",93,31.894,41,"Class4",-3.526,35.402,90.507,13.161,"A"
7.074,100.511,15.048,"C",14,70.926,32,"Class1",78.772,66.031,35.192,30.223,"N"
67.939,35.482,76.726,"Q",12,30.379,51,"Class3",18.671,67.178,92.308,64.645,"D"
47.449,11.566,59.853,"J",62,40.14,NA,"Class5",56.171,53.989,65.737,49.546,"F"
23.067,58.668,18.699,"T",22,45.176,51,"Class1",81.477,15.393,28.274,28.849,"I"
56.99,84.858,42.39,"T",30,87.061,9,"Class2",49.718,80.317,80.371,38.363,"V"
62.443,-9.41,60.346,"J",22,2.217,4,"Class5",55.699,70.492,75.516,48.304,"F"
12.681,28.012,20.29,"X",16,62.178,47,"Class1",67.436,67.898,35.783,23.29,"W"
69.206,36.545,80.787,"H",20,27.846,48,"Class3",16.646,75.327,67.384,52.267,"R"
55.615,85.85,46.989,"S",32,86.839,11,"Class2",31.112,87.277,87.363,72.885,"B"
84.829,52.78,37.391,"Y",92,38.686,52,"Class4",38.269,73.474,86.545,14.614,"Y"
55.934,23.962,82.237,"C",48,33.3,46,"Class3",26.768,72.253,62.721,62.076,"B"
73.617,50.3,38.778,"U",93,60.22,44,"Class4",38.028,69.484,56.268,30.882,"T"
76.21,68.403,48.851,"A",17,64.463,5,"Class5",55.821,78.238,78.261,44.236,"F"
55.338,23.561,82.994,"K",41,35.052,49,"Class3",1.656,74.261,70.783,64.445,"B"
63.259,88.44,42.953,"O",30,89.753,8,"Class2",55.264,60.757,70.409,39.376,"V"
68.647,36.619,61.154,"C",17,27.65,48,"Class3",15.35,65.461,73.713,61.773,"B"
14.498,32.333,11.022,"T",11,69.992,38,"Class1",82.096,59.088,28.029,23.097,"W"
4.093,41.207,12.548,"T",11,105.396,60,"Class1",80.899,84.594,31.577,30.785,"N"
21.914,35.55,18.577,"T",16,55.569,45,"Class1",82.18,21.841,34.907,26.318,"N"
80.769,44.137,55.29,"A",25,38.003,12,"Class5",56.755,78.738,75.602,45.595,"C"
54.73,26.656,75.716,"C",28,30.921,45,"Class3",8.515,62.939,67.845,63.78,"O"
