"DAS1","INT2","DQG3","PQM4","PKA5","GOE6","Output12","OHJ7","BEG8","XFJ9","VOJ10","TED11"
81.708,12.75,"N","Y",31,73.839,"Class2",68.171,25.152,57.415,30,39.868
69.416,31.385,"N","E",31,71.867,"Class2",60.571,15.58,56.151,29,26.367
67.269,16.416,"H","V",30,74.895,"Class2",61.759,26.161,56.177,39,57.014
71.79,61.121,"N","P",30,74,"Class2",54.199,33.58,56.187,35,NA
81.347,15.929,"E","W",85,30.309,"Class1",12.426,39.057,89.237,34,38.793
65.34,20.347,"H","P",29,76.959,"Class2",50.681,30.18,55.162,33,28.456
75.327,25.517,"M","E",31,80.878,"Class2",58.591,31.669,56.174,30,63.062
61.872,14.503,"Z","Z",76,30.74,"Class1",16.074,23.558,87.636,45,16.36
25.597,18.119,"B","W",80,30.619,"Class1",90.37,-1.917,88.77,32,28.903
56.528,11.31,"N","Z",87,31.306,"Class1",76.526,19.64,88.966,31,33.073
33.802,12.994,"L","W",80,32.389,"Class1",35.747,63.242,86.407,33,44.504
52.695,48.868,"N","Y",32,76.793,"Class2",58.132,32.705,55.032,36,NA
69.271,10.608,"B","R",80,32.422,"Class1",15.782,40.531,87.599,36,36.43
37.253,60.944,"H","P",29,72.469,"Class2",43.99,16.768,58.31,36,63.702
47.088,15.655,"L","O",82,33.456,"Class1",36.686,71.808,92.43,44,44.684
38.356,10.003,"B","R",85,31.105,"Class1",75.811,38.843,91.136,37,17.416
10.923,7.917,"L","G",74,27.649,"Class1",27.932,6.831,88.546,30,40.102
83.02,22.302,"N","T",32,73.303,"Class2",51.067,15.579,56.565,32,22.278
82.34,75.143,"M","E",31,75.323,"Class2",46.835,34.809,57.844,39,27.319
40.602,16.124,"E","R",77,32.317,"Class1",58.825,11.332,85.551,34,28.759
73.729,59.657,"M","V",31,72.391,"Class2",56.467,18.659,57.532,34,34.333
95.82,78.222,"K","P",29,76.026,"Class2",70.9,13.281,58.456,29,63.269
67.877,39.879,"M","Y",31,79.853,"Class2",63.004,27.613,56.839,39,20.03
71.163,41.872,"H","Y",30,77.506,"Class2",51.798,42.837,56.805,38,67.444
73.937,24.418,"K","E",29,73.812,"Class2",55.548,25.573,55.704,34,48.53
66.298,12.682,"B","G",73,31.054,"Class1",87.083,36.899,90.453,38,35.917
58.697,9.718,"L","Z",73,32.942,"Class1",62.226,19.253,90.803,41,32.39
NA,61.547,"N","E",29,74.059,"Class2",72.404,35.687,58.607,37,47.142
NA,5.004,"B","O",87,37.477,"Class1",51.641,6.716,87.017,42,46.328
57.249,60.619,"K","T",31,72.435,"Class2",46.345,34.493,56.117,38,45.517
73.12,16.436,"N","Z",86,32.476,"Class1",50.631,39.01,92.61,37,7.098
44.664,16.764,"L","Z",77,30.785,"Class1",69.09,35.118,86.943,35,9.137
31.204,13.158,"E","Z",87,30.669,"Class1",36.09,32.206,91.125,44,12.334
78.169,22.051,"M","V",29,78.162,"Class2",67.88,43.302,56.272,33,16.238
66.907,54.578,"K","V",30,75.022,"Class2",69.713,26.228,58.787,35,53.138
83.165,40.918,"M","P",32,79.119,"Class2",62.402,21.22,58.542,34,52.376
81.291,45.246,"K","Y",32,75.854,"Class2",55.094,45.058,58.677,39,27.452
72.737,45.603,"M","P",29,77.157,"Class2",60.737,27.829,55.122,33,45.725
58.277,18.318,"L","Z",83,29.955,"Class1",37.761,23.827,85.329,30,32.727
52.885,12.029,"E","W",77,32.389,"Class1",32.289,39.04,86.07,44,38.775
7.193,9.139,"Z","O",81,32.843,"Class1",24.764,-12.545,85.508,40,NA
50.335,13.125,"Z","W",80,27.154,"Class1",78.895,29.961,90.165,41,4.484
24.147,13.143,"B","O",85,32.915,"Class1",19.473,11.69,91.301,42,22.772
74.268,62.498,"N","P",31,77.691,"Class2",70.802,31.663,56.332,33,70.376
26.568,13.459,"L","O",77,32.463,"Class1",86.536,72.167,91.329,36,25.35
63.108,15.475,"N","Z",78,30.85,"Class1",76.786,12.843,92.256,32,24.654
36.224,16.97,"L","W",75,30.04,"Class1",63.799,47.864,88.886,32,10.775
74.108,46.923,"H","V",29,78.096,"Class2",44.538,35.403,55.738,36,28.489
91.489,11.188,"N","Z",83,29.861,"Class1",80.238,20.313,89.144,35,46.576
60.664,18.508,"E","W",77,32.258,"Class1",64.881,42.512,87.516,39,28.581
67.822,50.523,"N","Y",29,80.264,"Class2",46.583,38.639,58.46,30,69.228
64.535,80.317,"H","V",31,75.766,"Class2",42.7,24.006,56.626,34,49.746
0.488,11.674,"Z","O",75,30.845,"Class1",27.079,36.858,87.119,42,45.13
51.3,12.894,"E","W",82,33.527,"Class1",24.232,10.632,92.591,41,17.168
39.861,10.483,"Z","Z",76,33.327,"Class1",66.711,26.285,86.839,36,15.672
93.076,14.895,"E","G",86,34.948,"Class1",91.906,43.78,85.228,38,4.164
68.861,14.443,"E","Z",73,33.003,"Class1",84.198,37.183,88.106,33,5.384
NA,20.934,"Z","Z",75,32.995,"Class1",94.926,43.209,89.174,31,35.178
85.4,15.006,"N","Z",80,29.97,"Class1",26.411,39.327,92.164,40,30.035
110.991,14.435,"N","G",82,33.526,"Class1",39.63,28.201,86.342,40,6.399
93.061,16.774,"L","G",76,30.09,"Class1",70.323,47.009,90.181,42,NA
77.543,36.32,"O","V",30,78.035,"Class2",43.562,47.259,58.61,35,16.66
63.679,39.418,"N","P",31,74.558,"Class2",64.249,22.727,56.023,30,55.896
89.12,12.517,"N","Z",86,30.191,"Class1",72.198,36.567,90.338,41,38.558
51.949,18.804,"B","R",88,32.625,"Class1",28.201,41.625,86.96,41,8.939
NA,12.096,"L","O",75,30.324,"Class1",45.726,7.882,92.991,35,11.303
57.268,12.495,"Z","O",77,32.549,"Class1",69.721,54.754,88.918,30,5.272
49.755,12.794,"Z","R",87,27.777,"Class1",45.924,24.388,88.477,32,32.104
54.988,21.788,"K","P",32,75.007,"Class2",59.713,45.345,55.472,37,43.017
68.375,59.193,"H","P",30,76.281,"Class2",47.592,18.152,56.211,38,39.075
52.978,15.998,"B","R",83,30.897,"Class1",28.507,28.242,87.267,40,23.96
83.52,55.088,"K","T",31,71.774,"Class2",68.391,25.518,58.24,35,64.083
19.314,11.315,"N","Z",85,28.801,"Class1",94.358,10.447,88.455,33,31.998
59.48,36.675,"M","Y",29,74.155,"Class2",47.867,18.826,57.753,33,64.275
38.436,8.928,"B","W",78,31.991,"Class1",48.093,20.999,87.256,34,29.885
82.727,69.026,"O","Y",29,79.511,"Class2",46.503,1.639,57.382,29,36.39
70.609,30.736,"M","P",29,81.192,"Class2",43.219,21.45,56.484,30,68.995
-23.857,12.207,"B","W",87,30.605,"Class1",21.743,25.625,88.55,41,NA
24.48,14.715,"B","R",83,28.044,"Class1",65.838,6.345,86.907,35,33.213
87.356,27.479,"O","Y",32,68.761,"Class2",71.802,39.011,57.747,38,70.297
29.969,16.317,"Z","O",80,33.834,"Class1",68.937,51.372,91.356,34,33.663
NA,16.562,"Z","G",83,34.324,"Class1",66.189,17.567,90.864,35,7.569
63.665,12.329,"H","V",31,79.012,"Class2",52.03,36.634,58.706,33,34.265
69.924,65.291,"N","Y",30,77.126,"Class2",53.431,23.815,57.728,37,51.221
63.823,14.234,"E","W",85,30.456,"Class1",66.719,59.865,87.085,43,35.7
54.375,14.999,"Z","R",86,30.535,"Class1",15.993,62.93,92.991,42,29.518
NA,32.395,"H","E",30,75.508,"Class2",42.064,30.693,57.935,32,70.941
74.877,35.005,"O","E",32,73.12,"Class2",46.544,33.429,58.726,38,59.377
65.493,17.677,"E","R",86,33.494,"Class1",19.41,33.075,90.984,36,19.728
16.8,12.256,"E","G",78,33.025,"Class1",73.894,15.705,89.352,42,42.959
55.696,17.499,"L","G",73,29.714,"Class1",75.068,26.969,92.205,37,14.991
53.645,50.561,"H","V",31,75.284,"Class2",71.637,23.509,57.988,29,30.861
66.118,50.171,"M","T",30,77.103,"Class2",58.458,26.995,55.04,36,NA
59.242,64.217,"O","Y",30,74.345,"Class2",41.09,16.787,56.521,39,38.926
-1.474,20.833,"Z","Z",82,30.514,"Class1",39.094,28.976,89.771,33,5.747
63.234,62.636,"O","P",32,76.112,"Class2",71.338,24.139,57.727,34,16.634
49.661,31.823,"M","P",30,75.602,"Class2",51.59,40.539,57.964,39,65.908
72.019,19.416,"N","E",31,78.599,"Class2",50.868,19.696,55.56,37,67.03
48.204,16.335,"L","O",81,32.601,"Class1",87.351,-3.961,92.315,39,30.152
87.863,28.686,"M","T",31,75.843,"Class2",48.527,23.501,56.077,36,70.383
11.099,9.621,"Z","W",88,31.886,"Class1",17.972,65.176,90.231,32,7.815
78.301,24.788,"K","T",30,75.277,"Class2",53.257,42.804,58.95,29,22.582
79.77,62.962,"M","E",30,77.224,"Class2",49.3,22.886,57.423,31,33.596
26.764,9.767,"N","G",83,30.395,"Class1",82.575,41.371,87.761,30,17.131
49.044,15.179,"N","O",81,33.731,"Class1",10.8,36.618,90.115,45,30.495
88.058,13.254,"N","G",84,26.199,"Class1",53.098,37.45,85.365,33,15.436
43.254,13.158,"N","Z",87,29.383,"Class1",71.829,41.074,88.443,44,24.764
63.492,75.263,"O","P",30,79.964,"Class2",69.002,24.027,58.457,37,33.24
31.688,16.416,"Z","Z",81,28.929,"Class1",20.364,63.736,87.089,32,27.358
59.392,30.539,"K","P",29,73.822,"Class2",59.933,33.677,57.278,37,35.459
-7.154,13.953,"E","R",82,34.376,"Class1",95.866,24.429,92.955,36,6.701
62.703,8.629,"M","E",32,71.601,"Class2",64.832,10.252,57.917,38,NA
64.23,16.409,"E","R",78,31.637,"Class1",80.461,16.395,89.274,30,42.232
69.825,15.781,"L","O",75,31.21,"Class1",11.607,21.482,87.026,45,8.563
76.245,44.891,"O","P",31,73.29,"Class2",70.295,31.925,58.657,33,47.59
61.503,57.547,"N","E",32,75.565,"Class2",59.195,34.801,55.924,32,59.219
84.82,71.985,"O","P",29,75.305,"Class2",54.646,11,58.867,37,68.523
87.558,28.124,"H","P",29,73.779,"Class2",60.802,28.875,57.013,30,54.833
36.674,13.559,"E","W",87,27.476,"Class1",71.554,65.275,85.436,38,18.103
85.267,8.065,"N","V",31,73.732,"Class2",56.196,53.092,57.143,29,32.624
65.817,35.651,"M","E",32,75.556,"Class2",53.475,15.448,56.264,30,22.051
13.091,18.974,"E","R",77,32.518,"Class1",44.189,17.389,90.4,33,4.196
60.366,38.541,"K","Y",32,75.904,"Class2",69.631,28.677,55.793,31,70.814
22.662,13.27,"E","G",88,31.291,"Class1",70.411,-2.974,86.637,42,33.463
13.361,14.991,"L","O",75,32.954,"Class1",59.279,26.697,86.019,42,13.333
26.009,8.577,"B","Z",73,37.756,"Class1",87.828,6.32,86.172,45,27.198
46.489,13.765,"B","O",80,32.226,"Class1",68.301,32.433,90.803,35,38.678
178.243,11.169,"N","W",76,31.724,"Class1",85.38,34.017,91.173,34,25.751
71.961,10.78,"N","T",32,77.213,"Class2",42.645,49.987,55.219,31,63.52
48.982,10.174,"E","W",88,30.907,"Class1",83.749,52.061,85.565,34,28.146
78.101,32.747,"K","P",31,76.231,"Class2",68.275,29.784,56.187,32,52.963
76.892,14.778,"N","Z",86,31.507,"Class1",79.042,46.368,90.802,38,21.913
55.913,54.385,"O","E",30,83.153,"Class2",57.853,10.873,56.178,37,32.863
NA,52.977,"M","V",31,76.354,"Class2",58.491,34.837,57.268,34,NA
62.457,12.851,"E","W",73,29.569,"Class1",82.696,56.817,92.565,37,24.482
NA,10.437,"Z","R",85,28.469,"Class1",87.692,47.563,87.383,44,18.926
29.352,11.774,"Z","W",73,27.683,"Class1",11.249,19.752,87.853,45,22.443
89.773,22.346,"B","W",85,30.645,"Class1",34.672,41.812,92.378,30,29.328
29.866,13.813,"L","O",86,32.124,"Class1",12.799,-7.603,91.009,44,NA
43.822,17.584,"N","Z",75,33.787,"Class1",19.007,36.154,87.3,41,45.961
66.481,9.211,"B","R",75,31.285,"Class1",47.399,43.396,85.489,32,27.31
43.951,9.853,"Z","G",81,31.949,"Class1",41.948,29.917,88.296,30,37.823
35.134,12.606,"N","G",85,25.352,"Class1",79.484,52.618,85.589,31,19.457
56.933,62.025,"K","T",30,77.101,"Class2",48.893,44.377,56.099,30,38.453
76.07,13.32,"Z","Z",85,34.784,"Class1",86.839,-0.78,91.003,31,8.609
45.151,12.846,"E","W",85,29.504,"Class1",29.354,43.173,90.217,35,46.211
23.377,14.407,"B","O",79,28.567,"Class1",32.568,15.73,85.344,36,44.468
76.848,11.906,"H","T",32,79.681,"Class2",42.12,39.751,58.03,37,NA
87.943,14.664,"B","Z",73,33.292,"Class1",59.964,16.548,86.534,40,7.51
59.079,14.473,"B","O",76,34.292,"Class1",42.012,11.141,85.538,41,4.545
42.956,20.297,"E","O",76,28.317,"Class1",48.307,29.886,90.764,34,26.2
115.667,12.83,"L","O",76,33.024,"Class1",74.743,29.729,87.606,36,43.211
66.337,26.834,"K","T",31,77.688,"Class2",54.138,22.917,56.757,38,46.9
59.824,37.581,"K","E",30,79.565,"Class2",71.053,36.349,55.944,32,54.758
75.237,71.555,"K","E",32,83.118,"Class2",49.573,34.42,57.592,38,41.961
NA,13.996,"Z","G",74,31.663,"Class1",75.147,50.048,89.238,37,9.561
55.744,80.635,"K","V",30,77.455,"Class2",60.42,20.387,57.796,36,19.232
61.999,70.6,"K","E",29,76.566,"Class2",55.476,16.993,57.398,36,45.249
66.384,38.438,"N","T",32,76.873,"Class2",40.093,24.903,58.189,36,62.639
67.122,40.251,"H","Y",30,75.561,"Class2",43.26,12.221,57.846,33,56.616
52.663,18.591,"E","R",79,34.642,"Class1",40.41,15.219,87.071,39,NA
68.525,35.241,"N","E",31,75.568,"Class2",47.433,21.167,55.513,35,60.891
43.837,14.149,"B","W",75,31.292,"Class1",79.686,23.207,86.2,42,35.702
53.299,16.868,"Z","R",78,37.002,"Class1",50.743,31.848,91.222,38,34.946
57.417,17.563,"H","T",29,76.591,"Class2",61.277,33.153,56.115,31,61.541
36.549,16.086,"L","W",88,32.978,"Class1",42.021,9.73,90.065,37,16.279
65.043,57.289,"H","Y",32,72.767,"Class2",69.109,27.05,58.511,34,20.447
77.092,9.686,"L","G",85,30.511,"Class1",83.389,37.492,90.685,39,5.273
75.067,8.91,"Z","G",86,32.053,"Class1",36.221,34.583,90.139,32,22.538
17.459,11.424,"L","W",75,36.171,"Class1",34.16,46.181,92.86,37,31.104
7.602,12.476,"L","Z",75,30.071,"Class1",92.986,43.897,92.396,30,25.519
96.279,17.426,"N","O",73,31.206,"Class1",42.583,-7.499,87.744,35,6.288
NA,18.681,"N","O",79,32.071,"Class1",40.258,20.607,87.325,45,38.25
31.701,13.003,"Z","O",84,28.959,"Class1",61.213,53.185,89.036,38,31.592
39.356,19.46,"L","G",76,30.205,"Class1",36.921,34.439,85.76,31,12.965
58.719,29.327,"O","E",30,79.676,"Class2",55.374,26.638,55.671,37,56.688
62.162,10.906,"L","Z",73,29.684,"Class1",35.925,17.609,88.263,33,46.57
78.87,50.896,"O","P",29,74.35,"Class2",42.492,19.824,56.531,32,39.607
92.314,65.618,"M","Y",32,78.053,"Class2",63.594,33.355,58.359,37,20.057
67.574,8.876,"E","G",74,26.532,"Class1",64.841,32.19,86.331,42,15.073
54.455,15.827,"E","O",82,30.932,"Class1",39.911,12.514,91.547,41,12.126
59.782,50.283,"N","V",32,78.008,"Class2",59.537,26.151,56.262,37,66.267
65.185,23.792,"M","T",32,72.973,"Class2",52.455,29.127,58.084,32,53.426
59.919,42.302,"O","Y",29,76.757,"Class2",43.543,29.652,55.745,37,39.554
66.972,42.823,"O","V",32,79.942,"Class2",68.754,26.873,55.144,39,39.625
61.937,15.819,"Z","Z",83,31.558,"Class1",81.213,47.569,86.304,40,33.323
90.717,11.504,"E","R",82,33.043,"Class1",60.104,12.609,86.605,31,24.722
82.202,6.213,"H","E",32,74.485,"Class2",50.045,20.55,58.829,38,54.197
80.197,46.564,"O","V",31,76.517,"Class2",61.281,37.382,55.55,34,38.826
65.469,53.047,"M","V",30,74.153,"Class2",68.422,54.137,57.187,33,40.166
60.354,40.889,"O","P",31,77.584,"Class2",49.016,41.714,58.03,32,33.218
54.569,50.563,"H","V",30,74.011,"Class2",71.318,42.089,55.615,39,25.586
70.127,16.658,"B","W",81,34.102,"Class1",15.318,9.71,89.797,37,45.322
56.981,54.561,"H","V",29,71.749,"Class2",45.352,41.532,58.122,36,55.176
37.271,17.661,"L","W",76,34.483,"Class1",81.202,12.839,90.859,37,14.083
90.984,36.479,"N","E",29,69.701,"Class2",68.8,17.153,55.62,33,61.143
71.685,18.77,"Z","Z",74,27.854,"Class1",91.999,23.203,88.094,30,23.657
7.443,10.9,"N","O",73,33.541,"Class1",21.752,44.65,85.545,31,30.932
64.725,41.382,"N","V",31,74.186,"Class2",70.891,23.616,58.403,35,61.363
72.282,54.177,"K","V",31,74.309,"Class2",62.22,43.865,57.325,34,51.592
7.23,18.287,"B","R",82,33.194,"Class1",61.366,28.825,91.233,43,33.282
69.937,40.985,"M","V",32,76.958,"Class2",65.886,19.471,55.372,34,32.731
21.545,11.964,"L","Z",87,30.391,"Class1",63.322,11.29,88.62,45,9.096
23.217,14.23,"B","Z",77,30.116,"Class1",82.903,18.683,91.402,31,5.689
30.289,12.992,"N","Z",74,33.215,"Class1",12.793,18.299,88.649,31,36.784
75.336,37.181,"M","V",30,75.654,"Class2",70.27,18.995,57.162,31,44.524
38.339,14.013,"L","W",78,33.05,"Class1",65.926,65.499,86.254,44,4.831
106.232,12.345,"E","R",88,33.259,"Class1",22.374,10.473,92.57,30,22.548
-26.631,10.986,"N","W",86,34.528,"Class1",68.069,20.568,90.205,36,22.271
68.205,19.883,"B","Z",81,29.268,"Class1",65.918,-6.268,87.721,31,15.748
19.8,14.117,"Z","G",77,33.164,"Class1",94.38,37.558,92.299,34,17.851
48.021,40.474,"K","V",29,79.226,"Class2",61.15,2.438,58.172,37,40.314
72.963,16.563,"M","P",29,69.167,"Class2",63.627,30.26,58.012,31,24.344
73.42,48.49,"M","T",31,75.298,"Class2",46.258,42.519,58.639,29,30.26
76.955,24.998,"K","E",32,73.118,"Class2",66.357,18.966,56.991,33,57.227
NA,12.677,"L","W",87,32.734,"Class1",39.407,13.818,86.398,35,28.774
71.776,19.721,"M","Y",30,76.844,"Class2",66.52,17.209,58.806,39,46.133
97.142,77.354,"M","T",32,73.686,"Class2",46.451,19.16,57.921,38,47.889
37.715,16.027,"B","R",88,34.052,"Class1",12.395,45.469,88.093,41,42.837
26.477,18.089,"B","G",74,33.419,"Class1",72.766,46.2,87.484,34,16.113
75.4,31.143,"H","T",31,74.655,"Class2",65.529,33.197,56.004,37,26.858
77.488,22.68,"Z","Z",80,29.728,"Class1",57.815,20.558,85.438,36,7.516
51.338,64.819,"M","P",32,72.019,"Class2",68.867,31.997,55.632,36,64.122
77.031,38.298,"M","V",31,71.458,"Class2",46.911,18.671,56.579,38,39.328
82.665,74.141,"N","V",31,72.3,"Class2",46.917,15.32,58.984,39,30.149
86.915,42.141,"N","V",30,78.684,"Class2",58.153,23.356,55.687,30,58.072
NA,19.058,"E","O",80,28.367,"Class1",58.36,36.268,92.602,33,31.716
40.576,13.957,"L","O",80,27.289,"Class1",95.044,62.824,90.241,36,41.187
63.799,25.975,"O","T",30,74.908,"Class2",53.676,14.115,57.985,36,64.748
-19.707,21.493,"L","W",87,31.425,"Class1",37.844,6.992,87.543,30,37.48
89.547,37.966,"M","P",32,72.285,"Class2",71.573,26.943,55.417,31,64.401
-20.887,15.342,"L","R",78,33.171,"Class1",48.143,51.839,89.251,31,42.68
48.447,15.977,"N","R",84,31.401,"Class1",9.108,26.375,87.999,30,22.424
31.794,11.269,"N","Z",87,33.228,"Class1",32.461,34.643,85.855,42,34.312
61.61,45.874,"M","V",32,76.378,"Class2",45.308,15.431,58.041,39,70.047
42.917,13.904,"L","R",86,29.112,"Class1",87.981,3.324,91.312,36,12.607
73.899,12.045,"B","O",84,30.25,"Class1",62.364,23.73,88.488,36,36.974
68.554,11.931,"E","O",83,31.737,"Class1",14.232,48.473,85.554,31,29.178
57.872,17.875,"N","G",80,30.322,"Class1",55.121,16.845,91.421,38,30.774
NA,48.751,"K","Y",29,74.548,"Class2",58.78,17.068,56.995,33,NA
65.679,67.95,"K","V",31,76.564,"Class2",71.929,44.154,55.824,31,33.364
70.983,51.154,"N","E",31,74.688,"Class2",52.562,22.726,56.879,37,23.119
76.058,36.135,"O","E",31,76.207,"Class2",55.251,28.622,56.276,36,16.336
50.199,92.575,"H","V",29,76.85,"Class2",48.199,4.876,56.539,33,64.01
82.878,62.369,"N","P",29,77.911,"Class2",72.784,22.616,56.065,38,33.311
48.353,25.519,"N","V",31,78.131,"Class2",67.179,29.556,56.201,35,19.348
NA,14.773,"B","G",77,32.06,"Class1",31.103,58.766,92.882,40,35.685
55.939,57.61,"H","T",32,80.512,"Class2",52.438,32.111,58.423,31,40.276
84.587,35.33,"M","P",30,73.591,"Class2",51.195,41.516,56.736,30,21.084
42.463,9.041,"L","R",77,29.655,"Class1",78.31,17.533,90.716,35,37.238
NA,81.355,"H","V",32,71.16,"Class2",71.372,26.893,56.604,38,32.644
40.698,15.002,"E","W",84,29.923,"Class1",46.935,-0.844,87.385,34,24.846
83.129,32.699,"M","E",31,74.782,"Class2",48.454,9.833,57.288,38,20.521
95.498,14.074,"B","W",87,33.854,"Class1",55.799,42.489,90.625,41,43.429
83.988,31.786,"K","E",29,79.875,"Class2",48.671,24.974,56.212,39,61.128
45.455,12.236,"E","G",78,30.649,"Class1",28.171,57.467,92.969,42,36.816
62.383,24.924,"N","O",74,32.406,"Class1",86.283,42.47,88.698,44,35.784
66.955,15.114,"E","G",80,30.244,"Class1",56.142,36.174,88.272,41,35.364
70.674,60.39,"K","Y",32,78.628,"Class2",40.509,25.411,56.343,36,57.377
11.967,10.097,"B","W",84,33.443,"Class1",87.934,47.684,86.069,42,10.474
74.536,26.108,"K","P",32,71.117,"Class2",41.806,28.45,57.858,31,16.895
97.698,20.614,"E","O",78,28.23,"Class1",58.809,36.635,91.806,31,36.184
64.194,55.577,"O","P",29,80.011,"Class2",71.133,24.347,55.553,30,38.382
71.987,82.578,"M","T",29,75.972,"Class2",57.263,21.895,56.003,35,64.399
15.817,15.938,"N","Z",83,32.772,"Class1",73.895,1.859,90.059,32,34.544
83.856,63.303,"M","P",32,77.622,"Class2",45.767,23.053,57.087,34,16.256
65.036,24.263,"M","E",30,76.295,"Class2",62.949,27.276,57.203,36,21.343
92.832,41.616,"H","E",30,72.842,"Class2",40.79,25.33,55.651,33,41.652
64.603,46.642,"O","E",31,72.951,"Class2",72.987,21.432,57.127,36,34.656
51.087,15.289,"B","R",79,27.982,"Class1",77.217,31.48,90.15,39,9.973
NA,42.337,"H","P",29,73.297,"Class2",66.075,35.789,55.12,29,44.466
70.793,50.833,"H","Y",29,76.845,"Class2",62.591,40.008,58.378,36,53.501
63.31,25.139,"M","V",31,71.658,"Class2",52.739,18.542,56.791,37,58.205
52.928,12.163,"E","R",86,32.811,"Class1",33.244,33.296,89.081,39,32.628
80.635,17.56,"B","G",80,33.624,"Class1",20.172,-10.018,89.541,38,21.008
71.952,51.537,"N","V",30,73.683,"Class2",46.912,46.283,56.59,35,32.561
82.091,53.463,"M","P",32,79.02,"Class2",42.254,33.018,58.382,35,35.779
72.927,47.441,"O","T",31,75.56,"Class2",50.313,19.099,56.89,29,17.03
34.836,18.946,"B","O",78,30.863,"Class1",75.97,11.18,90.335,42,9.728
82.648,22.264,"O","E",32,71.67,"Class2",49.925,36.166,57.685,32,22.515
57.688,15.839,"B","G",79,31.346,"Class1",65.494,33.622,92.063,34,46.896
16.228,18.635,"E","Z",76,34.33,"Class1",89.536,24.021,87.744,39,12.292
75.491,50.473,"K","V",30,79.421,"Class2",62.94,19.605,55.6,31,63.947
60.357,7.781,"L","W",77,31.926,"Class1",91.996,3.551,89.625,42,34.868
NA,50.128,"H","Y",29,76.061,"Class2",60.697,28.944,57.333,33,40.799
88.186,30.938,"H","Y",31,77.788,"Class2",51.566,33.046,58.486,33,22.737
69.976,65.921,"M","E",30,74.602,"Class2",72.144,27.396,57.667,30,44.735
15.162,11.594,"Z","G",83,30.864,"Class1",96.059,26.787,87.303,45,34.716
68.566,9.46,"M","V",32,77.711,"Class2",60.284,38.473,58.799,33,70.022
77.188,25.246,"M","P",29,79.478,"Class2",45.914,18.335,57.159,38,31.256
75.938,53.303,"H","T",29,76.067,"Class2",64.535,26.874,56.55,35,61.303
109.983,16.813,"L","W",83,32.702,"Class1",81.475,-31.435,92.06,45,NA
35.947,12.439,"B","G",74,29.297,"Class1",70.285,-10.936,88.176,39,17.301
72.802,42.674,"O","T",31,76.135,"Class2",43.593,28.11,57.39,36,39.519
85.559,34.971,"H","P",29,73.007,"Class2",49.231,27.439,56.893,32,50.042
-5.973,16.24,"Z","G",73,29.432,"Class1",82.68,29.392,85.658,37,4.674
5.015,8.849,"B","W",88,29.116,"Class1",45.099,30.459,87.799,30,4.821
143.69,14.908,"E","R",76,32.259,"Class1",31.071,11.654,86.992,36,31.779
63.112,62.684,"K","T",30,73.609,"Class2",44.199,26.861,55.667,30,38.173
61.357,14.872,"L","Z",75,32.292,"Class1",53.278,8.946,89.09,39,6.024
109.926,15.901,"Z","O",83,30.789,"Class1",23.24,33.471,88.727,34,5.602
57.201,42.077,"O","Y",31,73.341,"Class2",57.772,32.023,56.666,39,65.372
60.111,14.905,"Z","O",85,33.194,"Class1",88.925,61.752,92.701,40,19.57
90.82,20.355,"O","E",31,79.033,"Class2",42.716,17.596,57.347,33,29.543
22.799,10.801,"B","R",76,31.447,"Class1",94.104,46.45,89.625,33,32.554
28.646,9.784,"Z","Z",74,31.948,"Class1",70.149,30.074,85.503,33,31.319
37.193,12.49,"B","R",82,36.603,"Class1",26.257,20.976,90.457,45,10.364
60.105,28.72,"K","E",29,77.784,"Class2",72.307,16.343,55.868,34,36.938
55.636,55.672,"K","E",29,74.226,"Class2",58.907,42.382,56.602,32,55.271
73.861,13.62,"B","W",84,32.409,"Class1",35.648,5.108,90.268,44,20.747
86.617,27.355,"N","V",32,71.914,"Class2",44.168,25.584,58.848,35,28.582
76.223,14.338,"B","R",87,32.977,"Class1",50.345,26.952,87.655,33,16.41
NA,46.96,"H","P",29,74.117,"Class2",54.152,39.307,56.34,29,21.872
61.617,40.753,"M","E",32,75.209,"Class2",60.592,19.5,55.064,39,19.41
66.749,12.046,"E","W",79,35.644,"Class1",28.006,61.897,85.095,45,16.398
83.643,57.928,"H","V",30,79.652,"Class2",45.029,45.041,56.556,39,20.056
87.54,28.838,"K","P",32,73.408,"Class2",53.358,25.84,55.94,38,26.151
96.686,39.878,"H","E",31,74.341,"Class2",70.558,23.063,57.693,34,NA
74.074,43.857,"N","E",31,76.91,"Class2",70.271,19.018,58.749,36,33.859
-6.439,18.535,"N","W",73,31.353,"Class1",72.213,7.231,88.75,35,23.25
NA,32.344,"O","V",32,79.702,"Class2",64.015,39.571,57.861,36,47.503
71.725,39.444,"M","Y",31,82.977,"Class2",71.075,42.976,58.503,39,64.393
17.258,13.214,"B","G",88,32.732,"Class1",46.487,15.128,92.973,42,40.749
13.508,10.529,"E","W",86,34.335,"Class1",33.661,29.955,88.929,32,20.141
20.295,17.366,"Z","G",76,35.212,"Class1",83.979,46.363,85.973,36,29.864
13.397,12.302,"B","G",80,32.078,"Class1",95.404,67.007,90.39,38,26.23
71.683,13.305,"B","W",76,30.117,"Class1",59.384,11.515,87.015,40,23.39
74.534,15.606,"Z","R",88,30.066,"Class1",15.227,37.704,91.936,34,19.413
56.237,9.988,"N","Z",80,29.261,"Class1",53.361,54.485,86.839,38,24.107
74.781,46.9,"N","E",30,73.781,"Class2",58.579,16.505,55.393,35,61.688
