"Output4","RWU1","CEF2","BXM3","PAT4","CYJ5","CAD6","MGW7","EXY8","ZGK9","EIF10","QHO11","WZM12"
"Class4","H",11.733,63.999,48.682,"E",48.65,57.361,99.267,90.302,84,26.457,40
"Class3","K",93.511,46.854,64.351,"U",20.529,25.454,43.817,10.067,72,30.547,62
"Class4","V",7.223,99.539,67.701,"Q",62.852,46.403,101.922,90.355,50,37.391,34
"Class3","G",81.911,78.983,42.63,"W",22.709,21.108,60.691,5.592,42,31.087,NA
"Class5","B",7.843,23.234,72.167,"P",31.356,16.914,36.136,41.105,53,26.492,18
"Class5","R",35.554,19.138,66.208,"C",55.091,37.224,32.342,39.784,27,21.949,21
"Class5","O",57.015,20.561,69.642,"C",64.386,27.734,46.52,43.159,13,19.05,12
"Class4","H",15.013,45.799,79.555,"W",48.348,64.323,63.27,93.477,95,32.329,39
"Class5","B",55.595,27.729,73.169,"E",44.885,26.033,42.731,30.942,24,34.572,22
"Class5","R",63.818,18.718,63.381,"P",62.422,38.914,37.741,24.566,64,16.663,29
"Class2",NA,33.085,68.699,77.15,"I",56.169,48.928,57.963,68.874,31,52.656,NA
"Class5","D",41.675,24.308,76.137,"E",57.015,27.485,40.757,67.559,31,26.453,15
"Class3",NA,65.961,54.422,47.757,"F",19.225,36.333,36.377,10.577,64,31.624,50
"Class3",NA,54.833,27.355,36.027,"F",20.315,35.491,49.898,10.434,86,30.307,48
"Class5","B",17.651,19.343,65.829,"P",31.106,17.477,56.064,78.811,0,26.454,23
"Class1","L",83.686,18.766,35.311,"Z",68.769,70.835,33.373,90.122,55,58.912,82
"Class5","R",3.625,21.698,62.336,"C",44.542,45.436,35.655,79.896,29,35.786,15
"Class1","T",75.15,22.659,45.978,"Z",64.078,66.616,10.992,89.601,71,62.258,66
"Class1","X",81.431,22.706,33.541,"V",66.887,57.737,76.729,90.236,62,60.269,78
"Class4","S",6.035,55.347,81.806,"P",43.728,59.978,86.47,93.244,48,83.043,48
"Class4","S",22.403,52.433,60.567,"E",74.588,57.726,65.612,90.668,45,29.455,48
"Class4","R",21.64,24.408,53.206,"E",60.976,64.575,32.772,92.51,81,18.94,38
"Class5","R",32.692,28.105,70.233,"L",63.842,24.221,53.254,34.038,39,35.21,22
"Class4","H",-0.639,53.493,48.518,"W",42.062,47.871,74.056,93.167,91,56.757,39
"Class2","C",51.026,52.791,50.102,"L",54.415,50.236,18.939,67.039,67,54.823,76
"Class4","D",21.182,30.999,75.021,"W",53.086,59.579,61.265,93.1,53,64.493,33
"Class2","A",26.352,44.164,57.14,"L",87.388,58.065,47.139,71.536,26,48.44,65
"Class2","L",70.091,73.352,50.419,"I",62.439,49.407,61.523,55.894,86,48.258,67
"Class2","C",82.885,66.735,52.977,"I",87.859,59.137,77.905,54.275,67,54.675,67
"Class3","K",75.601,37.004,39.596,"R",20.063,26.989,52.242,31.614,57,31.935,69
"Class4","H",3.929,40.153,62.804,"P",67.076,57.193,91.711,91.238,95,20.659,48
"Class4","V",6.553,74.4,76.37,"W",43.955,46.708,75.766,91.384,53,24.082,47
"Class1","X",89.579,22.26,74.813,"E",66.876,39.619,70.244,90.046,82,68.42,91
"Class1","Y",81.183,28.256,62.953,"Z",67.354,71.713,28.429,89.8,77,58.193,60
"Class2","B",21.181,66.31,56.448,"I",81.385,43.753,29.8,70.233,52,45.58,44
"Class4","H",16.373,27.342,59.67,"W",74.54,61.032,50.259,92.955,51,25.436,40
"Class5","O",28.71,21.868,63.688,"L",64.367,36.445,28.727,43.663,59,21.669,19
"Class5","R",57.524,22.562,65.581,"E",61.486,36.319,18.467,21.674,50,30.145,18
"Class2","C",49.239,77.525,70.219,"Q",72.884,69.794,61.928,57.859,92,46.733,25
"Class5","R",-28.418,20.765,69.159,"E",54.176,45.108,47.112,42.447,8,23.868,NA
"Class1",NA,97.109,24.73,18.803,"D",61.335,33.802,26.94,90.416,71,61.643,75
"Class3","E",57.998,58.644,56.307,"I",22.998,29.951,48.129,4.819,82,31.422,48
"Class5","O",42.144,15.712,67.859,"L",38.949,38.951,54.209,31.716,24,15.945,21
"Class5","G",32.816,24.243,86.328,"B",59.821,38.743,25.243,73.245,61,22.081,11
"Class1","X",81.952,27.755,9.443,"E",69.462,51.391,83.697,89.039,70,67.376,62
"Class1","B",84.008,23.359,44.811,"E",69.024,54.509,47.875,90.708,82,52.724,86
"Class1","X",92.519,21.865,48.625,"V",66.635,28.611,73.963,89.466,51,42.564,85
"Class1","X",82.214,22.992,53.241,"V",66.862,29.651,19.641,90.804,54,51.721,96
"Class3","Y",81.49,40.415,60.331,"U",21.946,33.482,45.936,23.078,70,31.744,72
"Class5","D",28.136,20.323,54.102,"L",51.685,44.491,37.619,32.166,49,36.338,30
"Class4","H",22.978,39.094,53.502,"E",72.741,52.597,45.075,90.879,61,47.123,41
"Class3","Y",57.487,70.059,33.158,"U",26.887,21.321,36.95,5.879,59,31.713,76
"Class2","L",88.754,50.748,53.689,"I",96.079,65.803,67.2,73.129,71,50.85,85
"Class2","L",67.519,71.282,45.617,"L",62.272,66.728,46.338,73.568,16,46.423,37
"Class1","X",78.392,12.369,55.656,"D",66.084,68.181,38.338,90.798,54,59.166,87
"Class1","T",79.562,30.839,18.925,"D",63.546,57.352,53.47,89.572,80,57.537,89
"Class2","L",39.288,58.046,39.456,"V",95.159,79.362,51.338,56.537,68,50.149,76
"Class2","B",60.088,48.394,78.209,"I",92.237,76.208,42.554,67.757,63,54.708,42
"Class1","Y",89.088,33.81,6.341,"E",64.8,70.937,45.262,90.183,54,47.274,NA
"Class4","H",10.233,71.671,56.358,"N",57.594,57.313,81.923,93.3,52,66.687,42
"Class4","R",19.99,78.419,52.378,"E",61.824,56.669,86.673,93.958,59,72.688,41
"Class1","X",100.772,12.183,43.844,"E",62.256,31.526,70.743,89.821,73,42.22,64
"Class1","T",87.963,14.2,39.64,"Z",62.943,49.429,54.601,90.994,80,39.523,89
"Class1","B",90.787,22.185,43.229,"E",63.127,43.891,33.517,90.714,69,44.796,90
"Class2","L",34.791,38.956,35.474,"V",65.548,72.251,-18.271,54.589,47,46.343,32
"Class5","R",30.134,23.383,59.876,"C",30.465,47.246,48.987,28.793,32,33.929,20
"Class1","Y",82.854,15.759,79.414,"Z",65.517,51.971,37.482,90.949,66,56.574,NA
"Class3","E",75.241,60.001,38.147,"W",19.951,34.583,38.771,6.515,52,30.524,65
"Class3","G",92.792,28.557,69.721,"W",22.066,20.876,36.934,10.007,45,31.621,41
"Class1","T",83.681,33.265,45.663,"D",69.937,68.529,75.829,90.347,70,61.913,96
"Class3","Z",66.582,48.259,38.675,"W",25.429,35.927,53.474,31.144,58,31,76
"Class5","G",37.172,24.985,73.9,"E",43.878,47.38,44.454,26.345,15,20.139,17
"Class5","G",33.918,19.364,56.129,"C",43.444,30.749,59.608,49.156,36,25.507,18
"Class4","D",19.82,50.943,60.155,"Q",50.817,61.238,61.339,92.892,60,26.009,33
"Class2",NA,118.083,56.807,54.456,"Q",69.985,73.978,32.487,71.783,79,52.419,80
"Class2","A",76.933,66.596,47.188,"Q",94.101,36.005,63.135,59.346,34,49.058,66
"Class3","K",58.441,60.855,47.173,"F",28.062,30.634,46.866,24.485,77,30.683,83
"Class1","T",90.568,16.808,40.489,"S",60.63,37.076,89.595,90.504,63,65.975,70
"Class5","R",90.979,26.728,60.577,"L",64.306,28.128,60.406,46.084,5,20.322,22
"Class2","Q",89.16,60.726,12.061,"Q",79.82,50.005,38.988,59.771,55,53.522,33
"Class5","R",67.474,19.724,78.501,"P",53.462,36.665,36.15,25.276,17,18.665,27
"Class2","B",47.235,51.465,53.623,"Q",93.943,64.71,6.644,58.396,30,52.162,80
"Class3","Z",80.007,66.706,22.519,"F",18.816,25.086,61.964,9.782,42,30.721,44
"Class3","K",92.746,41.403,50.803,"I",23.077,31.536,52.855,12.855,87,31.967,70
"Class2","L",58.797,58.518,19.911,"Q",94.635,67.27,53.153,70.981,43,45.744,44
"Class4","H",9.336,17.864,41.923,"N",46.871,46.002,57.699,92.733,43,26.813,37
"Class5","O",71.573,14.698,77.55,"E",51.124,20.059,42.588,88.037,53,29.495,27
"Class3","Z",42.691,46.588,70.697,"W",25.806,33.637,45.504,20.822,72,31.862,65
"Class4","S",15.651,58.983,78.664,"N",65.048,63.319,60.474,91.219,50,64.29,37
"Class5","G",53.29,27.103,70.519,"E",42.835,38.686,45.096,83.246,25,26.246,18
"Class3","Z",66.005,64.396,36.316,"U",27.388,24.193,61.567,26.361,62,30.963,58
"Class3","Y",50.458,42.788,54.019,"I",25.463,36.585,59.933,26.453,75,31.615,46
"Class5","G",50.209,19.393,70.44,"L",44.064,28.993,38.724,89.333,25,33.086,22
"Class5","R",45.906,22.026,60.557,"C",49.593,17.422,18.888,39.748,28,31.346,22
"Class5","R",55.154,20.914,51.322,"B",29.52,12.951,50.401,87.054,45,17.424,18
"Class2","A",37.055,57.952,97.173,"L",64.498,78.527,50.088,67.379,73,52.938,61
"Class1","L",73.886,26.465,20.467,"S",64.708,70.398,49.205,90.238,83,53.995,83
"Class4","V",16.93,67.101,63.805,"Q",64.896,59.32,75.899,90.634,89,40.778,34
"Class5","R",25.394,17.335,50.614,"C",38.004,21.051,28.583,23.37,61,34.979,33
"Class2","B",49.194,55.819,44.3,"I",86.022,52.198,56.168,55.628,43,45.014,51
"Class4","D",7.953,62.118,69.62,"W",42.157,64.982,37.681,93.618,72,84.837,NA
"Class2","Q",77.426,65.631,60.644,"R",55.463,63.844,59.824,65.074,86,47.315,45
"Class3","E",58.66,42.039,27.738,"F",22.338,36.272,47.808,9.007,49,30.676,45
"Class1","L",86.45,26.162,5.354,"S",66.133,41.146,78.052,90.677,59,58.573,85
"Class3","E",72.595,47.726,59.069,"F",26.868,34.152,39.703,10.912,49,30.912,83
"Class4","S",10.965,32.592,55.35,"Q",49.431,50.525,66.585,91.635,85,77.607,34
"Class4","V",-2.424,37.231,75.764,"E",50.648,55.335,38.167,93.828,54,69.444,40
"Class1","X",85.804,30.592,58.751,"E",64.49,29.243,14.76,90.245,51,48.122,96
"Class2","Q",101.729,43.998,49.63,"V",85.08,43.623,26.334,67.483,93,47.997,45
"Class5","O",28.523,22.94,64.523,"L",36.951,13.101,44.551,26.151,28,19.514,24
"Class1","X",86.375,23.852,12.67,"S",63.843,52.365,36.65,90.046,66,58.134,65
"Class1","T",79.603,28.87,57.331,"Z",62.33,40.048,60.796,90.421,51,43.826,60
"Class4","V",7.884,62.768,58.505,"W",64.916,53.384,98.772,90.64,66,32.292,39
"Class1",NA,91.55,25.791,51.976,"Z",63.991,69.28,68.677,89.485,64,62.022,85
"Class4","R",-1.851,0.898,73.196,"E",74.521,62.372,81.586,92.42,72,36.691,39
"Class4","D",7.844,42.482,87.108,"W",44.183,47.432,93.112,93.695,78,31.068,46
"Class3","G",83.442,33.624,42.87,"U",24.12,28.463,45.944,12.456,87,30.697,86
"Class1","B",82.924,31.745,51.137,"D",63.028,42.228,68.233,89.909,60,55.249,75
"Class1","T",83.541,20.158,40.923,"Z",65.404,51.917,55.367,90.503,72,63.944,65
"Class4","R",20.354,34.387,33.837,"E",58.019,53.76,64.491,93.293,63,80.462,48
"Class3","K",50.877,56.704,38.113,"I",22.436,33.679,43.525,33.408,55,30.582,60
"Class3","Y",60.019,50.927,57.97,"W",25.332,24.269,36.335,6.141,78,31.71,48
"Class2","C",83.099,60.446,36.808,"L",64.326,61.025,62.264,73.378,62,51.249,63
"Class2","B",60.794,64.731,27.277,"Q",57.17,70.741,39.157,54.268,67,46.869,82
"Class5","R",39.157,24.078,72.133,"E",62.715,46.167,41.273,67.599,22,14.413,17
"Class1","T",92.767,21.694,19.075,"D",60.733,53.982,63.41,89.275,51,46.303,68
"Class2","Q",43.224,56.863,70.388,"L",60.222,64.681,18.557,55.995,94,45.77,21
"Class4","R",1.319,51.722,48.941,"E",64.121,49.948,65.682,91.219,89,19.739,34
"Class4","S",8.812,89.22,74.583,"N",44.806,55.662,108.373,91.791,41,58.012,37
"Class3","Z",71.394,52.648,42.745,"U",27.648,33.944,52.288,19.72,59,30.368,65
"Class4","S",-1.348,65.947,64.187,"N",74.003,56.729,51.115,91.916,42,35.202,36
"Class2","L",75.313,57.049,76.826,"R",73.552,21.52,28.926,60.553,35,52.546,83
"Class4","S",18.089,50.376,64.188,"Q",53.986,62.949,64.922,93.393,88,34.168,42
"Class2","L",68.922,53.945,51.705,"V",73.795,64.779,59.395,59.914,34,45.385,81
"Class3","Z",59.396,38,54.734,"F",27.054,25.886,52.229,30.268,41,31.239,65
"Class3","Y",50.89,58.39,38.827,"F",21.85,25.002,48.266,22.512,57,30.898,62
"Class3","Y",69.78,39.675,43.383,"R",18.609,29.789,48.893,15.709,74,30.15,47
"Class3","K",73.156,68.426,64.747,"R",26.29,36.815,55.058,14.455,45,31.082,74
"Class2",NA,75.539,76.199,41.626,"Q",65.757,40.924,71.335,70.071,63,54.569,77
"Class2","A",30.442,72.871,65.285,"V",79.524,45.216,86.149,68.523,47,48.165,37
"Class1","X",83.726,21.803,42.411,"D",59.998,67.527,51.614,90.4,60,62.113,67
"Class1","L",74.572,32.545,50.425,"V",60.807,46.013,64.519,89.303,82,44.716,69
"Class3","E",64.336,55.503,41.936,"F",20.437,35.833,42.238,11.305,64,30.283,74
"Class1","L",79.206,14.054,30.81,"E",67.567,29.223,33.314,89.728,52,43.517,70
"Class4","H",15.251,43.229,91.003,"Q",63.001,46.415,59.237,92.309,53,20.79,42
"Class2","Q",42.47,59.637,23.928,"I",90.941,73.685,91.727,57.783,88,45.106,71
"Class5","B",60.914,18.673,61.732,"E",60.273,18.861,37.821,18.356,23,32.816,15
"Class5","G",50.522,29.038,73.477,"C",36.869,23.823,61.946,46.304,45,25.95,33
"Class1","T",86.068,39.556,53.784,"E",67.958,47.954,54.482,89.674,68,44.483,60
"Class4","D",33.707,46.011,78.39,"W",52.835,55.446,63.89,91.038,52,36.856,36
"Class5","R",45.421,22.745,62.953,"P",52.824,40.035,30.342,92.901,17,27.333,33
"Class3","G",55.471,50.241,38.145,"W",22.787,21.839,46.802,18.264,53,30.933,47
"Class1","Y",82.118,29.036,48.8,"E",66.978,51.233,-17.769,90.569,61,60.831,76
"Class5","G",53.677,24.716,67.267,"E",63.558,45.085,48.286,78.231,24,28.95,NA
"Class4","D",10.1,21.28,70.232,"N",47.197,50.036,44.768,91.262,52,83.081,40
"Class1","X",93.702,19.969,36.106,"V",68.718,38.115,35.007,90.371,52,37.251,88
"Class5","O",41.413,20.081,64.128,"P",65.52,15.507,31.976,71.068,49,25.066,27
"Class2",NA,45.016,84.454,41.871,"I",72.092,31.169,21.113,68.787,80,51.918,81
"Class3","G",95.037,43.821,39.527,"R",26.877,25.261,50.889,32.93,55,30.646,38
"Class4","D",19.483,61.05,75.924,"N",43.969,58.755,70.648,91.367,85,19.856,35
"Class1","L",77.26,28.968,45.432,"D",68.417,68.948,51.67,89.614,68,59.612,69
"Class5","O",86.855,21.605,70.467,"E",32.751,20.088,65.214,22.628,8,23.973,23
"Class5",NA,64.615,22.506,56.631,"B",55.643,43.888,37.33,63.854,41,20.268,11
"Class4","H",6.683,63.279,79.369,"N",49.808,47.545,114.849,90.076,85,34.615,43
"Class3","E",63.59,46.365,66.378,"F",28.031,25.845,49.08,27.184,79,30.182,43
"Class2","L",75.428,56.707,46.993,"L",95.305,40.01,58.507,60.382,68,47.361,30
"Class5","O",95.18,22.535,59.624,"E",62.041,12.675,59.312,88.011,8,16.552,NA
"Class2","C",45.612,45.265,22.077,"V",97.746,43.577,64.416,58.758,91,46.355,26
"Class4","V",23.3,21.702,76.483,"E",73.5,61.486,89.884,91.484,66,70.394,37
"Class3","Y",86.402,68.539,68.151,"F",24.964,21.377,49.286,33.172,54,30.689,52
"Class2","B",92.9,37.613,21.798,"I",89.684,69.839,65.921,59.584,67,49.82,70
"Class5","G",114.816,24.044,67.438,"E",55.63,21.416,54.33,47.632,56,18.555,12
"Class4","R",8.391,46.731,82.296,"E",56.74,60.654,58.789,92.876,47,52.833,47
"Class5","G",40.299,11.669,67.593,"C",45.986,18.023,40.136,55.353,13,15.179,21
"Class3","K",54.307,48.487,57.784,"F",27.734,25.439,26.121,25.805,66,30.319,67
"Class4","H",14.001,47.017,62.627,"N",48.221,48.583,85.568,91.986,75,84.44,39
"Class4","R",15.246,79.679,77.824,"Q",51.051,53.531,62.216,92.775,59,45.917,39
"Class3","E",68.997,44.874,50.371,"W",18.928,29.989,50.585,9.058,42,31.713,61
"Class1","B",86.34,14.626,50.57,"V",68.819,50.36,40.845,90.351,63,38.586,82
"Class2","B",40.316,62.302,47.158,"I",72.163,63.641,26.884,68.69,84,53.746,28
"Class2","L",42.061,45.382,33.652,"R",79.86,38.36,59.628,64.043,35,48.026,68
"Class1","B",89.905,25.791,72.389,"E",67.504,67.962,-42.149,90.848,70,37.892,72
"Class1","Y",84.696,26.932,38.991,"Z",64.628,38.761,3.49,89.482,83,28.938,84
"Class3","Z",72.693,30.392,61.641,"I",24.998,20.458,47.481,10.758,50,31.554,77
"Class2","C",64.956,60.376,53.553,"V",68.19,75.112,47.665,57.66,27,53.348,53
"Class1",NA,96.845,29.879,49.169,"S",67.169,54.501,42.478,89.404,82,48.126,93
"Class1","X",88.041,16.67,46.751,"S",67.045,39.062,68.592,89.509,77,69.339,96
"Class1","T",84.14,23.403,46.509,"V",66.107,64.2,41.504,90.836,71,54.296,81
"Class4","S",13.875,58.075,76.889,"P",56.068,62.7,80.789,93.503,51,21.577,38
"Class2","A",38.345,70.803,75.195,"L",77.016,41.067,13.743,55.318,69,49.996,76
"Class1","B",70.281,11.291,57.931,"E",61.189,35.688,23.272,89.204,75,30.52,61
"Class3","E",76.453,39.629,43.126,"U",20.858,22.038,43.903,23.027,71,31.622,43
"Class1","B",92.983,25.158,3.118,"E",63.217,30.576,37.604,89.309,66,50.905,79
"Class2","L",58.776,62.026,52.673,"R",96.599,52.725,77.891,72.259,77,45.375,30
"Class1","T",78.564,40.616,36.947,"D",60.117,56.226,42.367,90.868,61,37.479,77
"Class5","G",64.593,24.427,62.285,"L",59.612,19.859,42.206,43.994,5,21.827,32
"Class4","R",8.953,58.592,81.451,"N",72.835,55.384,66.659,92.509,67,76.14,36
"Class4","R",1.413,65.188,65.311,"Q",67.526,47.927,32.164,92.905,83,83.411,48
"Class4","V",23.306,29.163,81.159,"E",52.839,47.04,55.889,91.048,93,43.952,37
"Class5","R",20.739,30.146,76.047,"C",64.374,13.345,33.716,18.188,55,26.106,32
"Class5","D",24.927,27.132,57.802,"E",37.455,29.128,43.802,44.399,27,35.599,28
"Class1",NA,81.896,24.768,40.339,"E",65.728,35.806,32.801,90.992,82,41.508,76
"Class3","G",88.55,50.914,45.952,"W",22.629,20.803,32.014,12.083,74,31.982,73
"Class1","X",83.155,32.703,62.595,"Z",68.186,40.978,44.912,90.407,53,38.529,79
"Class2","L",89.925,56.041,24.343,"I",59.293,59.156,67.49,63.885,65,51.14,NA
"Class5","G",30.38,23.626,74.14,"B",42.538,40.24,41.259,18.61,38,32.724,NA
"Class4","H",14.592,31.556,57.786,"E",60.711,55.626,56.293,92.041,63,81.33,42
"Class3","K",54.493,80.331,41.231,"W",22.307,20.662,55.717,13.823,45,31.721,69
"Class2","B",87.488,54.062,17.567,"R",64.753,75.365,47.707,61.854,52,48.665,42
"Class1","Y",90.132,20.949,6.815,"S",59.179,39.692,23.331,90.68,51,30.214,72
"Class5","G",44.106,26.768,53.646,"L",47.347,43.492,47.653,91.494,17,17.835,27
"Class1","X",82.864,24.83,48.015,"V",62.611,66.536,76.215,89.073,60,54.83,60
"Class4","S",22.473,39.583,70.941,"W",64.787,47.599,55.095,90.972,91,64.71,46
"Class4","V",22.219,41.375,82.931,"E",50.952,60.646,57.551,90.524,85,64.345,47
"Class2","Q",70.31,40.815,21.653,"R",68.923,55.396,12.897,58.227,47,47.498,38
"Class1","B",85.744,18.46,47.238,"D",69.181,37.722,44.026,90.014,67,27.311,65
"Class2","C",67.258,64.773,32.068,"I",90.388,19.724,66.995,60.888,65,53.969,66
"Class2","A",39.545,56.663,39.19,"Q",54.299,77.713,-3.397,73.564,84,47.938,37
"Class4","R",17.857,25.106,70.296,"E",58.508,62.48,56.552,91.619,87,40.088,48
"Class4","H",7.086,20.348,52.728,"W",57.741,54.021,35.673,90.344,95,51.496,NA
"Class4","R",20.126,50.087,60.233,"P",46.271,58.794,74.678,90.72,77,64.191,35
"Class1",NA,88.637,18.132,36.11,"E",64.482,68.219,77.974,90.934,72,59.744,60
"Class1","B",71.556,28.835,55.722,"Z",63.725,69.804,96.831,89.686,79,27.91,93
"Class4","D",5.963,51.091,30.963,"Q",51.741,50.02,82.972,93.887,69,21.221,36
"Class3","Z",76.93,55.49,47.827,"F",26.11,20.038,46.606,11.918,58,30.653,58
"Class5","B",73.067,20.932,59.675,"E",63.193,24.554,48.428,87.429,25,24.758,11
"Class4","V",9.758,62.147,82.496,"W",69.305,49.974,47.135,90.029,84,20.588,36
"Class4","S",18.205,57.096,81.726,"E",43.687,60.113,64.403,91.777,60,33.487,37
"Class5","B",13.229,20.219,74.102,"B",37.245,41.182,52.306,24.51,12,19.999,14
"Class4","V",7.286,39.845,63.241,"E",61.053,51.575,55.273,91.51,57,72.241,36
"Class3","G",54.158,43.336,62.582,"W",24.328,31.549,44.253,23.84,55,30.085,67
"Class4","V",4.127,85.973,71.206,"W",46.943,50.547,88.544,91.614,93,45.633,44
"Class4","D",16.638,20.143,78.152,"P",45.926,61.798,34.64,93.546,42,79.519,48
"Class3","Z",65.259,67.954,50.025,"F",27.19,24.724,39.148,8.975,84,31.406,64
"Class4","H",4.325,48.093,97.93,"Q",45.408,52.491,83.24,91.06,63,77.533,46
"Class3","G",70.448,40.6,65.446,"I",18.677,32.229,37.548,23.593,87,31.608,84
"Class2","L",30.442,52.399,72.783,"R",66.106,48.039,76.723,56.072,83,51.414,24
"Class1","Y",87.815,19.486,47.817,"S",65.437,69.864,20.765,89.272,55,52.588,82
"Class4","D",17.609,40.884,80.931,"N",57.072,50.437,52.132,90.927,96,51.323,35
"Class1","Y",89.79,11.464,59.624,"E",63.695,64.182,58.178,90.691,72,62.518,69
"Class4","S",10.263,41.09,46.006,"P",51.878,52.656,91.498,90.425,77,73.529,48
"Class3","Z",53.306,73.642,60.079,"R",20.586,27.135,48.712,6.037,53,31.737,38
"Class4","H",23.932,21.048,66.241,"Q",74.187,54.964,74.369,91.73,39,80.062,36
"Class3","Z",64.331,73.569,51.781,"R",26.512,35.686,47.915,11.361,67,30.119,39
"Class2","Q",74.275,48.271,10.766,"I",64.898,29.06,30.641,58.271,64,46.056,27
"Class1","L",72.186,18.823,-10.974,"V",62.272,61.111,27.875,89.14,61,39.933,85
"Class4","R",12.067,26.036,40.239,"E",42.54,49.879,84.062,93.911,67,64.052,33
"Class5","G",-12.582,24.663,61.795,"P",56.037,44.81,46.894,68.799,45,17.537,15
"Class3","K",78.21,78.26,56.448,"F",19.088,21.019,41.468,13.48,47,31.293,55
"Class5","B",59.315,17.562,60.039,"C",29.389,28.106,43.773,31.848,26,19.113,16
"Class2","L",65.065,62.801,43.09,"I",75.847,61.202,25.762,66.626,81,47.76,82
"Class2","L",40.865,65.1,41.737,"L",80.079,63.715,94.736,61.997,29,54.755,79
"Class2","Q",77.79,73.614,35.813,"I",94.628,81.965,-23.667,69.427,26,45.781,69
"Class2",NA,109.68,61.673,65.039,"I",89.657,37.407,-18.038,56.583,32,52.965,69
"Class2","A",29.665,46.199,57.784,"R",71.579,36.773,68.422,66.338,52,53.587,NA
"Class2","C",56.413,62.037,40.587,"L",84.121,41.864,39.802,59.993,88,54.936,76
"Class5","D",47.628,28.958,46.763,"L",56.227,31.217,58.476,48.586,31,36.952,15
"Class3","Y",60.61,86.957,44.579,"F",26.606,31.499,51.821,5.505,84,30.308,51
"Class4","H",10.452,29.635,72.611,"W",44.608,51.76,74.691,90.071,44,25.302,38
"Class3",NA,82.661,36.841,59.677,"F",24.529,21.713,54.772,28.403,82,30.562,70
"Class4","D",3.479,17.632,74.157,"W",68.272,58.897,43.101,92.243,41,78.561,36
"Class5","R",55.914,31.172,69.824,"L",49.149,44.862,38.439,60.979,5,24.44,16
"Class1","B",82.881,22.498,57.501,"E",67.572,42.453,22.361,89.733,68,29.011,NA
"Class3","K",65.059,53.426,62.123,"U",28.551,21.944,54.985,14.82,57,30.387,76
"Class3","Z",55.545,34.559,58.064,"I",25.346,24.771,57.209,15.433,70,30.107,NA
"Class1","X",81.701,18.394,22.954,"Z",64.269,35.829,87.806,89.188,51,46.165,67
"Class1","T",83.306,24.099,46.162,"Z",66.76,68.088,45.754,90.824,77,34.749,77
"Class1","L",76.641,17.001,58.824,"S",63.08,65.089,63.137,89.735,53,69.587,72
"Class4","D",-0.776,42.532,83.545,"E",66.459,50.719,52.747,93.106,81,19.159,38
"Class2",NA,9.945,55.341,67.64,"V",86.519,35.36,86.3,69.136,40,51.739,79
"Class3","Z",79.155,42.327,53.972,"F",23.176,36.939,46.957,13.113,61,31.884,43
"Class2","L",79.91,54.19,55.044,"R",97.847,81.643,61.232,55.045,28,46.404,55
"Class1","B",80.459,29.645,37.865,"D",69.36,34.88,57.568,90.586,64,38.464,96
"Class4","H",14.658,-32.041,78.831,"W",49.517,49.493,61.057,90.98,68,18.154,35
"Class3","E",56.771,44.584,39.631,"I",24.137,21.776,56.353,29.165,44,30.878,68
"Class5","B",-38.128,26.893,72.545,"C",66.542,33.214,49.105,18.385,24,18.182,26
"Class5","B",58.629,15.995,59.719,"C",59.965,26.546,54.082,43.15,51,25.563,11
"Class5","D",-5.893,27.402,54.06,"C",47.808,36.368,37.863,75.597,54,28.974,13
"Class3","K",54.628,59.265,62.268,"W",21.301,24.145,43.972,17.561,67,30.619,53
"Class3","K",94.36,22.42,54.723,"I",27.122,28.658,48.061,13.975,45,31.154,77
"Class5","B",46.622,25.778,59.799,"B",49.624,20.973,59.875,25.644,62,23.771,31
"Class5","O",105.518,22.607,67.715,"C",40.647,12.644,42.421,44.508,14,26.317,21
"Class1","B",92.472,34.537,55.02,"E",69.452,30.981,58.201,89.097,70,55.426,73
"Class2","A",48.953,51.26,70.528,"I",89.984,45.798,60.004,67.956,15,47.856,NA
"Class5","O",27.581,27.841,63.588,"B",64.47,15.249,48.656,64.931,29,36.366,13
"Class3","Y",65.529,48.404,67.422,"F",21.337,33.408,27.995,15.638,42,31.503,NA
"Class5","B",110.276,15.278,56.547,"P",58.755,41.969,43.028,86.232,12,25.234,17
"Class5","B",70.55,19.375,73.192,"B",67.883,36.598,51.048,54.627,38,20.788,30
"Class3","Z",69.56,46.971,56.073,"W",20.909,25.969,40.073,17.714,59,30.911,79
"Class2","L",70.576,56.514,60.57,"Q",75.217,28.264,16.632,66.357,75,46.015,74
"Class3","K",71.606,43.254,54.156,"F",27.535,34.223,41.644,20.411,77,30.976,61
"Class2","C",37.122,76.961,68.879,"V",84.968,50.649,45.419,70.388,94,52.499,29
"Class1","T",80.827,33.576,29.785,"E",61.617,39.49,92.041,89.709,58,61.722,73
"Class4","V",12.97,59.665,43.964,"N",45.792,61.378,62.766,91.581,69,22.302,46
"Class4","D",6.882,19.991,70.078,"W",48.855,50.819,58.577,90.819,68,86.619,47
"Class2","L",101.223,61.643,10.313,"V",79.135,80.996,13.798,55.429,40,46.207,39
"Class2","Q",49.114,58.019,61.412,"L",70.648,40.906,29.489,56.411,87,54.629,79
"Class4","S",4.151,32.979,88.444,"N",63.951,46.907,40.75,93.834,54,57.592,38
"Class5","G",70.092,25.48,75.37,"B",54.329,22.55,58.675,26.559,46,24.196,18
"Class4","H",16.088,54.308,46.393,"E",60.305,50.618,47.788,90.036,93,52.42,42
