"Output18","TKD1","TPG2","YEU3","LKC4","GVD5","ASP6","ZXY7","RXK8","DBQ9"
"Class1",94,46.569,16.632,"B",78.945,29.772,67.644,38.174,52.814
"Class2",66,34.114,71.877,"N",38.501,54.915,78.259,29.834,80.093
"Class2",68,36.827,73.3,"R",44.896,71.42,78.509,56.35,79.258
"Class3",57,62.55,57.704,"M",85.297,31.313,NA,26.235,14.079
"Class2",58,36.051,71.088,"R",21.189,78.767,76.545,70.349,78.454
"Class2",71,38.512,71.429,"R",47.223,80.621,77.269,3.782,82.468
"Class3",51,38.565,72.335,"O",90.894,34.475,75.875,31.942,15.947
"Class3",61,60.542,75.15,"I",85.96,23.245,65.873,26.662,13.174
"Class3",50,17.954,69.515,"U",87.697,25.905,69.654,52.79,4.563
"Class2",68,40.505,72.006,"R",23.423,83.611,77.971,65.707,81.819
"Class3",88,62.02,70.456,"M",90.971,37.48,68.62,34.954,7.669
"Class1",94,46.814,44.964,"J",70.084,15.488,68.24,5.69,49.107
"Class2",69,34.357,71.927,"S",51.856,77.623,77.509,36.178,82.736
"Class2",54,31.439,73.438,"R",54.14,82.199,77.868,-1.947,77.196
"Class3",78,104.597,44.24,"I",88.759,NA,73.428,56.329,4.893
"Class2",60,35.327,73.219,"B",59.306,70.291,79.609,38.799,81.646
"Class1",95,46.527,4.731,"Y",41.311,11.659,NA,57.659,49.307
"Class3",85,54.888,36.104,"I",89.112,24.896,70.412,46.979,3.523
"Class2",67,35.53,73.166,"S",42.262,89.929,76.629,57.006,83.236
"Class1",88,46.555,51.153,"D",37.264,30.931,63.197,37.948,60.201
"Class3",58,57.073,37.218,"M",85.259,16.928,69.59,36.666,10.045
"Class3",79,49.543,31.449,"M",90.095,32.526,68.625,39.98,13.084
"Class3",83,63.186,65.909,"T",87.114,21.425,68.022,32.213,14.863
"Class2",72,35.502,71.077,"R",41.405,92.517,76.359,50.797,76.628
"Class2",61,37.302,72.715,"B",21.223,77.545,76.758,35.838,82.138
"Class3",91,77.962,65.455,"M",90.565,12.467,NA,17.413,8.503
"Class3",69,42.538,68.316,"U",85.988,15.127,72.357,35.803,14.527
"Class3",65,81.599,78.105,"O",87.765,37.004,73.585,32.923,10.157
"Class2",65,36.257,72.281,"S",21.581,NA,77.826,-13.571,76.37
"Class2",67,34.577,71.425,"U",48.677,39.786,77.965,29.663,78.342
"Class1",86,46.568,6.385,"A",47.581,22.9,69.828,51.447,49.333
"Class3",64,83.438,46.787,"T",91.338,35.069,71.451,54.021,9.618
"Class3",63,41.011,59.622,"I",85.984,NA,73.434,33.147,15.873
"Class3",75,37.02,34.345,"M",85.6,56.596,73.919,49.288,3.41
"Class3",80,38.877,64.206,"T",88.738,39.027,70.717,50.183,8.651
"Class3",72,69.744,52.668,"I",89.839,41.345,69.372,23.836,15.449
"Class2",74,35.457,71.833,"S",43.405,69.815,NA,44.819,77.756
"Class2",70,34.425,71.524,"S",36.363,65.124,77.348,68.028,80.212
"Class2",63,36.796,72.37,"S",29.449,NA,76.758,25.557,76.115
"Class1",94,46.44,48.17,"D",30.569,29.407,67.619,60.675,60.202
"Class2",71,35.097,73.208,"U",55.982,63.164,77.586,26.221,82.517
"Class1",90,46.497,66.696,"Y",71.757,12.586,70.404,1.604,36.201
"Class1",86,46.262,20.566,"D",46.218,34.725,64.061,13.316,51.069
"Class1",89,46.819,77.281,"J",88.817,41.272,66.738,31.622,41.081
"Class3",66,76.096,42.608,"M",85.675,12.146,72.191,39.098,15.614
"Class2",72,35.944,72.841,"R",20.643,93.443,78.619,38.545,79.675
"Class1",95,47.054,27.206,"J",83.151,NA,66.18,16.106,55.644
"Class2",74,35.302,71.056,"N",36.711,48.169,77.017,53.687,77.283
"Class3",83,39.394,69.999,"T",87.222,27.541,71.243,31.242,2.552
"Class1",94,47.066,51.722,"J",90.371,30.272,64.584,27.87,35.322
"Class2",74,38.915,73.07,"U",20.965,99.79,78.711,-0.783,83.37
"Class3",53,49.535,83.439,"U",89.518,29.353,73.711,22.503,7.097
"Class3",63,69.993,33.426,"M",86.417,29.484,74.799,45.661,5.491
"Class3",62,66.458,63.195,"M",89.806,39.447,73.722,44.3,10.09
"Class1",96,46.385,12.778,"A",72.253,38.956,64.643,68.782,50.322
"Class3",58,79.108,32.643,"I",88.223,-15.764,74.973,17.297,15.153
"Class2",75,34.499,72.305,"N",43.037,87.722,NA,17.124,82.757
"Class1",88,46.048,63.891,"B",33.068,47.902,68.477,30.434,52.025
"Class2",73,41.786,72.42,"N",37.055,72.558,76.758,86.988,81.084
"Class3",64,57.503,68.472,"M",86.678,-6.334,69.835,35.336,14.141
"Class1",90,46.177,84.689,"D",72.657,46.967,69.655,41.682,59.391
"Class2",67,39.023,72.349,"R",52.737,48.216,77.891,13.445,75.696
"Class2",54,36.534,72.055,"S",44.422,47.78,77.087,9.389,78.835
"Class2",52,36.798,73.278,"B",57.785,88.61,78.26,8.825,79.883
"Class2",51,37.441,71.801,"R",52.547,71.722,77.851,66.687,76.72
"Class2",56,33.586,71.132,"B",45.848,67.995,78.875,39.273,83.42
"Class1",96,46.559,26.702,"J",91.722,30.153,68.278,65.4,53.808
"Class2",68,39.193,73.224,"B",48.899,55.617,78.219,64.156,81.704
"Class2",57,36.585,71.057,"N",23.322,55.723,78.601,36.067,78.946
"Class1",92,46.213,82.675,"J",53.222,25.182,70.628,37.494,56.431
"Class1",88,46.693,78.499,"D",63.325,30.93,NA,57.125,35.309
"Class2",63,35.452,72.505,"N",25.863,76.871,76.34,48.15,76.232
"Class1",87,46.235,90.268,"J",35.983,36.13,NA,7.528,38.129
"Class2",66,37.366,72.651,"R",31.763,47.201,78,37.371,83.104
"Class1",89,46.896,17.624,"J",73.356,6.099,69.079,53.302,51.645
"Class1",94,46.524,87.123,"B",39.459,31.137,67.887,52.61,57.331
"Class3",80,52.44,81.615,"T",87.225,16.707,71.043,49.144,6.294
"Class1",93,46.638,50.077,"Y",41.461,3.164,71.373,45.056,47.134
"Class1",91,46.882,54.439,"B",68.265,25.017,71.935,27.621,35.292
"Class3",73,44.092,79.544,"O",90.662,55.253,70.354,46.183,14.48
"Class3",54,39.715,37.4,"O",85.644,27.85,69.169,47.754,11.967
"Class3",78,50.964,90.998,"O",90.103,41.442,76.575,41.459,14.756
"Class3",49,64.797,78.941,"U",90.931,18.865,75.397,37.879,13.089
"Class2",75,38.105,71.21,"N",27.757,35.288,80.215,40.038,80.394
"Class3",88,65.795,55.935,"M",89.358,45.874,67.415,31.363,7.292
"Class1",90,46.399,47.986,"D",32.202,27.387,66.104,39.155,35.374
"Class1",91,46.607,47.963,"D",60.811,34.888,68.21,43.869,57.447
"Class1",97,46.867,40.552,"D",58.521,NA,65.871,53.916,38.674
"Class1",88,46.772,56.808,"A",28.728,31.298,67.851,32.252,51.439
"Class1",93,46.113,66.076,"B",46.608,24.465,67.847,18.693,56.09
"Class2",73,38.865,73.306,"B",29.599,61.548,79.009,2.806,76.81
"Class2",66,35.727,72.515,"B",45.725,70.283,76.893,36.988,83.109
"Class1",86,46.418,84.762,"D",24.804,18.068,67.023,45.257,41.551
"Class3",74,87.845,62.327,"M",91.916,15.745,73.663,51.49,11.271
"Class3",69,43.268,89.238,"T",90.1,41.511,68.769,33.43,12.857
"Class2",68,33.879,73.829,"S",31.927,57.265,77.896,33.466,83.888
"Class1",93,45.921,61.095,"J",46.987,23.335,NA,24.964,43
"Class1",87,47.361,24.734,"D",48.056,27.578,68.454,62.259,48.14
"Class2",56,35.003,71.84,"B",27.918,79.08,76.986,3.35,79.226
"Class3",84,14.377,49.881,"T",87.536,40.084,75.163,52.283,8.242
"Class2",57,32.927,73.785,"B",42.382,61.268,76.931,43.102,81.484
"Class1",95,46.328,7.173,"J",53.763,36.788,67.387,61.286,44.449
"Class1",94,46.289,33.123,"D",57.872,15.063,65.944,35.82,57.379
"Class1",89,46.511,52.968,"A",55.509,16.888,65.926,15.302,39.64
"Class2",61,34.908,71.161,"R",41.587,49.415,78.021,37.698,81.117
"Class1",97,46.682,31.05,"B",48.564,18.209,66.391,56.402,48.137
"Class3",59,81.31,71.989,"I",88.463,37.497,72.784,57.049,6.848
"Class1",90,46.578,22.11,"Y",35.027,36.57,68.525,-13.43,58.813
"Class2",61,36.647,72.343,"U",25.468,77.95,NA,46.763,82.018
"Class2",54,34.302,71.65,"N",34.919,77.811,76.027,50.197,78.655
"Class1",97,46.113,11.352,"Y",28.469,20.514,68.794,40.758,40.1
"Class3",91,40.034,37.015,"I",91.178,23.091,74.174,39.23,15.003
"Class3",50,23.154,61.169,"I",86.237,NA,71.676,40.589,13.17
"Class3",91,46.135,68.558,"O",86.119,16.894,74.946,59.901,6.761
"Class3",80,38.684,53.837,"M",85.228,45.082,75.924,41.77,13.05
"Class1",97,46.554,62.488,"Y",29.3,19.659,62.95,-11.759,45.823
"Class1",91,46.017,56.889,"D",64.863,41.857,66.028,19.218,48.043
"Class2",76,34.519,71.72,"B",45.437,40.522,79.359,9.812,80.598
"Class3",83,90.628,34.217,"U",86.747,2.431,NA,32.642,10.666
"Class1",86,46.778,8.995,"D",60.726,9.037,69.288,1.605,48.596
"Class3",68,61.701,61.382,"U",91.296,16.059,72.395,19.568,11.948
"Class2",67,33.146,72.642,"N",44.783,70.24,77.737,39.711,77.568
"Class3",66,26.564,40.056,"T",87.11,38.541,72.487,47.928,2.712
"Class1",96,46.745,14.698,"D",68.664,31.696,63.669,20.72,60.473
"Class2",51,34.876,72.696,"R",54.319,79.887,77.734,32.502,80.944
"Class2",73,32.507,73.653,"R",53.51,59.716,NA,45.808,81.82
"Class2",53,36.214,73.754,"R",58.515,71.706,77.288,57.433,75.258
"Class3",50,94.174,49.426,"O",89.789,24.723,76.134,37.787,11.997
"Class2",61,36.401,73.763,"S",23.964,92.178,76.169,66.392,80.095
"Class2",72,36.736,71.001,"U",45.297,85.26,78.189,74.64,79.03
"Class3",60,63.62,55.817,"U",91.483,NA,74.023,27.245,9.634
"Class3",91,45.46,65.404,"M",88.647,-5.536,74.26,40.856,7.615
"Class2",59,35.102,73.228,"B",44.501,54.165,77.267,43.273,80.628
"Class3",70,41.584,69.998,"O",89.444,7.894,77.501,31.867,8.09
"Class1",85,46.499,37.829,"A",31.444,56.974,65.245,50.66,52.94
"Class2",75,35.956,73.474,"U",25.466,61.617,78.083,42.533,77.779
"Class1",91,46.606,51.669,"B",60.053,33.562,62.294,8.903,53.621
"Class1",93,46.45,55.945,"J",24.499,34.718,70.472,7.98,49.77
"Class3",74,69.825,68.008,"O",89.293,NA,68.92,38.417,11.877
"Class3",82,100.157,83.353,"U",87.179,NA,70.196,19.934,5.981
"Class1",87,46.573,5.085,"D",26.383,31.478,65.712,39.121,53.013
"Class2",71,36.556,72.15,"B",39.913,56.155,78.687,41.61,80.614
"Class1",92,46.105,88.592,"J",85.694,27.741,66.247,55.418,52.891
"Class1",97,46.475,42.337,"D",89.365,18.47,69.297,22.507,58.586
"Class1",86,46.657,37.569,"A",67.629,NA,68.292,51.61,38.624
"Class3",57,72.954,36.709,"M",85.619,42.349,72.084,49.675,9.909
"Class2",52,34.795,72.17,"N",55.37,72.532,78.064,44.478,80.882
"Class1",88,46.365,42.295,"B",23.365,29.152,65.717,51.427,51.735
"Class1",90,47.118,86.01,"D",64.124,NA,66.8,50.509,45.094
"Class2",76,32.155,72.25,"U",41.106,71.928,78.461,42.006,75.585
"Class3",69,40.351,78.572,"U",87.401,37.709,72.991,51.624,7.844
"Class2",71,34.144,73.412,"S",20.572,51.498,78.533,47.852,76.789
"Class1",88,46.128,61.333,"D",84.162,34.595,70.899,30.172,43.297
"Class1",90,46.494,74.761,"Y",46.722,20.25,67.43,93.059,45.281
"Class1",85,46.844,85.172,"B",62.283,6.488,70.415,26.815,57.858
"Class2",65,39.454,72.756,"N",42.722,83.976,78.906,25.269,76.368
"Class3",86,41.401,70.976,"U",88.415,10.813,72.577,52.527,3.016
"Class3",77,25.666,90.058,"O",86.604,45.288,70.321,49.365,2.182
"Class1",87,46.518,10.567,"A",78.7,25.871,66.176,-0.584,43.719
"Class1",90,45.892,55.483,"D",23.476,41.423,63.67,44.42,48.238
"Class1",97,46.612,74.49,"D",60.54,35.597,66.202,48.392,56.989
"Class2",65,36.587,72.979,"N",21.878,49.597,77.169,23.546,78.336
"Class3",77,86.139,66.5,"T",91.094,7.963,75.493,33.713,7.919
"Class3",81,75.863,46.941,"O",87.159,48.122,71.618,34.343,14.018
"Class1",89,45.585,25.771,"J",59.448,12.255,67.185,84.665,35.17
"Class2",68,34.51,72.068,"S",31.079,46.657,79.207,49.809,83.735
"Class2",75,32.444,73.461,"B",52.849,79.003,77.355,23.067,78.838
"Class1",87,46.43,23.132,"B",31.112,51.029,62.993,22.705,40.435
"Class2",53,37.612,72.02,"U",24.224,37.822,76.81,20.961,75.692
"Class2",52,36.91,72.194,"R",27.315,74.842,76.941,0.159,83.666
"Class3",50,27.923,46.845,"I",90.452,9.299,70.213,28.785,12.152
"Class2",57,35.614,73.565,"S",48.225,64.356,78.164,39.466,78.121
"Class3",79,32.594,34.905,"U",85.732,17.101,69.92,39.862,5.219
"Class1",88,46.966,75.397,"J",39.458,26.339,66.13,10.254,53.381
"Class2",63,34.114,73.536,"B",41.888,70.381,77.678,34.751,80.277
"Class3",87,44.326,78.852,"M",91.104,33.199,72.336,52.371,9.521
"Class3",61,41.897,85.141,"T",89.3,28.536,72.914,33.77,4.613
"Class3",82,34.435,48.676,"O",87.023,33.872,73.715,34.019,12.379
"Class3",50,54.926,78.149,"O",86.111,49.04,77.4,46.83,10.457
"Class2",66,33.109,71.867,"S",57.592,64.371,76.087,34.604,83.064
"Class3",55,65.028,54.367,"M",89.014,30.647,71.816,37.491,9.185
"Class3",87,51.331,34.022,"I",86.09,55.774,70.775,28.733,3.823
"Class3",57,42.799,40.482,"U",91.942,40.28,68.28,46.569,10.637
"Class3",66,35.396,90.478,"O",85.566,11.326,71.522,38.936,6.261
"Class1",87,46.298,79.347,"B",81.629,28.942,64.752,30.371,50.537
"Class3",88,87.487,63.23,"O",90.728,16.855,70.408,47.41,3.431
"Class2",73,36.031,73.95,"B",21.391,75.696,77.597,10.269,80.558
"Class1",94,46.206,58.829,"J",63.164,39.746,65.818,48.711,38.427
"Class1",93,46.451,15.519,"D",44.481,27.333,70.47,35.045,46.592
"Class3",82,35.593,60.309,"I",86.761,17.878,72.995,27.484,3.832
"Class3",61,37.244,84.444,"O",85.472,45.628,70.796,45.269,4.521
"Class3",62,47.614,31.558,"O",86.403,15.377,74.758,41.583,6.466
"Class3",73,1.657,49.521,"M",89.127,18.163,NA,46.403,15.767
"Class3",81,20.095,42.34,"U",86.889,18.849,74.904,41.949,3.146
"Class1",90,46.184,37.882,"Y",46.461,30.511,68.805,46.536,51.61
"Class1",96,46.471,69.585,"A",55.667,28.159,70.477,50.235,49.785
"Class3",70,81.231,90.071,"O",86.081,4.479,75.462,34.883,11.318
"Class3",68,49.75,39.201,"U",88.676,19.959,73.141,21.22,3.1
"Class2",51,36.326,71.626,"N",60.182,77.388,77.641,39.587,79.433
"Class2",58,31.234,73.719,"R",26.122,68.015,76.98,64.335,81.941
"Class3",53,75.528,77.211,"M",85.867,51.566,70.787,47.986,11.651
"Class1",85,46.68,36.852,"Y",45.251,33.528,67.208,10.12,51.553
"Class1",90,46.85,36.737,"J",81.524,26.455,69.048,24.545,57.104
"Class3",90,38.44,79.346,"U",86.138,20.725,74.419,40.683,7.608
"Class2",55,35.783,72.721,"R",24.176,86.137,78.252,72.744,77.622
"Class3",69,40.258,90.448,"T",86.45,44.736,67.006,41.865,7.6
"Class3",86,65.329,84.283,"I",85.654,12.752,72.614,29.653,4.018
"Class3",66,66.093,54.974,"M",86.242,NA,75.334,34.447,15.926
"Class3",58,29.211,61.271,"U",87.44,33.91,70.012,29.213,4.823
"Class2",73,36.673,71.351,"U",54.093,79.745,78.325,45.05,82.976
"Class1",92,46.632,17.028,"J",38.089,31.572,69.829,33.356,58.465
"Class1",87,46.059,18.37,"Y",28.347,30.361,NA,8.044,58.222
"Class3",86,53.807,91.55,"O",88.321,NA,69.275,30.732,7.903
"Class2",65,36.643,73.579,"R",31.614,80.606,79.635,71.187,82.686
"Class1",93,46.774,37.194,"Y",30.252,45.052,68.06,14.272,40.64
"Class2",68,37.602,73.836,"U",57.086,59.267,NA,46.33,75.008
"Class3",52,44.257,35.718,"O",85.397,38.379,72.12,41.414,8.394
"Class1",95,46.524,73.597,"B",34.6,41.854,66.571,27.002,35.904
"Class3",54,39.918,77.088,"U",85.126,46.075,71.201,35.484,5.778
"Class1",92,46.448,5.449,"J",90.86,26.396,66.18,49.074,40.454
"Class3",76,62.423,36.654,"I",85.776,7.552,NA,40.264,10.523
"Class3",49,66.623,71.846,"T",90.119,48.307,70.11,27.465,6.72
"Class2",51,35.619,73.944,"U",59.451,67.681,75.919,22.723,77.797
"Class2",73,37.99,73.09,"N",27.224,83.092,77.377,76.951,77.271
"Class1",95,46.335,85.686,"B",36.277,32.196,66.634,20.158,58.115
"Class3",51,76.53,63.775,"M",85.983,26.383,71.588,39.064,12.488
"Class2",58,36.53,73.172,"N",54.185,68.501,77.744,32.16,77.515
"Class3",86,72.378,53.366,"O",87.232,NA,70.157,47.355,14.304
"Class3",58,94.365,41.875,"U",89.308,45.953,70.742,37.82,2.359
"Class1",89,46.923,63.025,"Y",63.749,15.203,63.073,64.473,50.82
"Class2",61,37.551,71.384,"N",49.274,62.183,76.729,16.379,77.455
"Class2",63,40.823,73.381,"R",21.207,91.541,77.819,28.851,82.115
"Class1",97,46.153,66.499,"D",69.765,35.321,65.676,13.355,39.635
"Class3",64,75.216,70.25,"I",88.324,36.474,67.108,57.899,14.01
"Class1",96,46.613,71.268,"A",74.702,29.833,65.959,14.944,45.209
"Class1",96,46.681,61.863,"A",47.72,25.534,NA,44.897,59.694
"Class2",67,36.418,71.729,"S",39.162,66.472,75.639,68.477,82.939
"Class1",89,46.905,61.743,"A",56.836,47.285,67.081,33.255,48.556
"Class3",58,39.439,58.241,"M",91.35,2.248,68.798,40.26,11.283
"Class1",96,46.084,47.682,"A",70.631,28.835,68.686,29.026,50.007
"Class3",75,22.987,69.568,"U",87.325,32.893,NA,35.265,12.388
"Class2",75,32.59,71.356,"N",55.067,50.855,75.071,28.768,83.091
"Class1",90,46.87,89.375,"Y",43.823,34.016,66.836,29.522,53.14
"Class1",93,47.155,60.458,"J",44.241,32.974,68.482,25.113,52.114
"Class2",51,34.885,73.087,"R",46.83,104.456,NA,68.127,81.14
"Class3",65,38.52,82.949,"M",87.639,24.489,70.653,38.641,5.698
"Class2",72,33.002,73.311,"R",41.884,82.493,77.016,1.785,80.411
"Class2",66,35.967,73.055,"U",53.454,65.827,NA,25.179,80.947
"Class2",51,34.362,72.772,"N",38.703,79.083,77.625,34.869,80.89
"Class2",64,34.785,71.409,"R",53.544,82.218,75.964,21.743,78.627
"Class1",92,46.735,45.481,"J",79.227,22.298,68.536,9.141,39.363
"Class2",73,32.37,73.439,"B",19.181,55.346,78.56,20.865,80.016
"Class1",94,46.183,61.614,"Y",36.515,13.942,65.66,39.959,50.145
"Class2",56,34.996,72.697,"B",45.773,71.182,78.978,45.841,82.479
"Class1",94,46.856,14.077,"B",59.444,32.15,68.363,59.268,47.449
"Class3",56,45.005,47.093,"T",90.755,19.95,75.583,32.039,12.791
"Class2",51,35.958,73.893,"N",56.79,62.653,79.276,53.842,82.024
"Class1",94,46.787,65.768,"B",71.602,NA,67.219,49.15,60.724
"Class1",92,46.453,10.038,"D",83.207,28.481,69.666,45.359,59.777
"Class1",87,45.822,8.716,"J",45.627,19.501,67.871,27.217,36.322
"Class2",74,37.303,71.428,"S",18.438,68.114,78.734,24.67,81.959
"Class3",55,39.288,88.571,"O",89.809,20.831,68.39,43.496,5.603
"Class2",51,32.143,73.479,"S",24.387,70.565,77.426,38.176,82.215
"Class3",60,79.612,81.967,"U",86.61,22.301,72.491,43.326,4.683
"Class2",70,36.56,71.409,"B",40.312,73.234,77.866,24.503,81.838
"Class2",68,35.926,71.397,"U",38.411,54.365,76.696,14.341,77.184
"Class1",97,46.684,22.271,"A",44.397,34.126,65.48,20.79,59.143
"Class3",80,47.112,71.122,"I",87.069,26.822,69.826,44.542,8.075
"Class3",65,0.356,42.409,"O",87.516,2.918,73.857,33.235,3.639
"Class3",86,42.75,74.341,"M",85.953,16.063,76.213,40.93,14.203
"Class1",97,47.231,61.767,"Y",88.283,17.716,67.128,40.027,59.464
"Class3",53,87.998,41.271,"U",85.257,1.114,74.658,39.897,11.917
"Class3",86,52.158,46.74,"U",85.768,44.499,71.214,30.252,2.113
"Class3",56,51.66,54.951,"T",91.995,13.893,67.66,42.633,4.851
"Class1",97,46.249,68.449,"J",70.515,31.325,66.768,35.978,50.515
"Class2",54,34.924,73.222,"B",49.056,43.446,79.943,32.706,81.713
"Class3",80,61.436,54.974,"O",89.783,34.753,74.746,40.314,12.395
"Class3",71,47.246,45.69,"M",89.213,37.444,68.836,38.996,6.644
"Class1",96,46.253,31.962,"A",34.08,35.834,65.014,51.693,40.604
"Class2",66,37.416,71.171,"S",35.235,69.231,78.036,12.145,76.633
"Class1",87,46.454,36.184,"B",31.675,36.463,68.608,19.025,60.438
"Class3",56,50.934,47.999,"M",85.438,39.46,70.707,62.537,8.392
"Class3",76,44.799,87.918,"M",86.29,30.505,73.354,18.436,4.157
"Class3",74,63.598,52.839,"T",86.097,24.737,69.916,40.391,7.552
"Class1",97,45.897,32.28,"B",57.687,31.748,65.291,39.391,41.335
"Class1",93,46.276,61.418,"B",74.298,35.629,67.696,68.32,59.411
"Class2",56,33.942,73.433,"S",55.337,88.313,78.666,22.831,83.922
"Class3",87,80.142,39.752,"O",86.047,34.895,69.498,36.967,2.46
"Class1",89,46.762,14.408,"D",39.059,NA,68.055,28.242,54.9
"Class2",61,35.151,72.557,"U",34.575,80.983,76.866,23.481,82.753
"Class1",93,46.67,65.414,"D",80.831,14.736,68.314,30.931,36.613
"Class1",87,45.914,87.997,"Y",88.775,31.378,68.557,49.068,37.521
"Class3",58,27.95,31.477,"T",87.473,NA,71.473,25.333,4.268
"Class2",64,32.819,72.798,"U",23.431,86.595,77.55,20.497,80.922
"Class1",89,46.873,61.849,"B",72.531,44.096,65.793,20.258,41.108
"Class3",49,46.214,70.834,"T",86.814,16.926,67.674,50.953,13.655
"Class1",90,46.273,27.016,"Y",90.46,36.323,65.631,21.869,54.704
"Class2",56,32.639,72.837,"B",57.558,75.25,78.603,35.464,75.302
"Class1",91,46.416,44.939,"D",59.307,41.993,68.065,-1.986,59.492
"Class3",50,-7.996,82.116,"U",86.281,56.083,NA,42.462,7.186
"Class2",58,36.711,73.222,"S",60.11,91.081,77.648,40.513,83.003
"Class3",49,48.357,34.553,"M",90.964,15.91,75.99,27.133,3.366
"Class1",86,46.532,65.569,"D",74.559,28.086,65.736,34.554,52.3
"Class1",85,46.48,12.905,"D",60.761,18.046,66.726,36.585,40.448
"Class2",64,37.984,72.045,"R",34.383,101.141,75.623,38.288,75.154
"Class1",91,46.563,63.222,"A",82.676,28.388,67.963,6.43,36.4
"Class3",77,40.667,50.72,"M",87.599,19.519,68.509,31.233,14.715
"Class2",57,40.203,72.199,"U",47.053,47.47,77.846,48.621,80.199
"Class3",63,55.117,35.311,"O",85.413,40.99,72.549,38.5,10.757
"Class1",97,46.301,9.926,"A",82.312,24.937,70.142,49.49,44.875
"Class1",95,47.07,14.828,"D",40.904,35.426,67.063,2.773,51.58
"Class3",71,88.324,91.34,"M",86.343,29.308,75.047,49.564,4.816
"Class2",75,35.411,72.751,"S",30.031,33.366,79.632,15.561,82.858
"Class1",85,46.4,81.717,"D",82.074,29.147,65.963,50.936,49.478
"Class3",69,6.282,59.423,"T",87.988,25.674,71.703,38.631,7.869
"Class1",96,46.479,33.567,"J",57.788,NA,64.909,35.377,36.657
"Class2",67,37.236,71.506,"S",59.188,63.672,78.937,41.184,77.147
"Class2",52,35.525,71.357,"B",24.592,NA,75.657,-7.75,79.516
"Class2",62,38.76,72.501,"R",49.421,79.135,80.252,58.626,82.924
"Class2",61,34.009,73.991,"B",48.002,86.175,NA,46.149,77.648
"Class1",95,46.249,76.886,"D",72.999,23.914,65.4,80.549,41.369
"Class3",71,21.754,68.427,"O",86.764,67.47,73.205,32.408,10.23
"Class1",94,46.235,28.804,"Y",25.272,32.636,68.628,37.186,59.971
"Class1",90,46.961,22.384,"A",23.34,30.293,67.437,47.177,52.274
"Class1",94,46.175,11.864,"B",64.409,47.394,68.528,29.39,43.263
"Class3",83,7.455,50.742,"M",88.907,38.071,67.419,46.459,5.926
"Class3",57,63.426,39.59,"O",85.535,14.649,68.542,43.51,11.025
"Class3",70,19.011,51.589,"T",90.583,11.768,69.335,39.48,9.123
"Class2",73,31.778,73.247,"S",30.18,84.002,78.322,24.444,78.297
"Class3",82,20.982,59.756,"M",88.384,28.131,70.792,26.924,15.252
"Class1",85,46.103,62.119,"D",75.745,21.275,69.532,47.931,55.959
"Class2",73,33.238,71.039,"B",18.742,99.944,NA,28.881,83.471
"Class1",94,46.911,25.431,"B",29.412,9.19,69.553,37.977,44.761
"Class2",53,35.205,73.64,"N",55.901,32.045,77.523,30.345,78.649
"Class3",65,33.066,91.486,"M",91.779,NA,68.814,31.377,9.487
"Class1",93,46.287,15.185,"A",59.056,44.27,66.477,-12.405,37.136
"Class1",94,46.783,38.723,"Y",45.701,27.181,65.596,40.166,53.451
"Class2",57,34.899,72.02,"B",24.35,97.291,78.866,16.77,75.578
"Class2",73,35.73,71.851,"U",28.169,62.229,80.109,40.557,81.758
"Class1",96,46.209,51.581,"J",57.852,25.022,68.098,42.385,57.075
"Class2",57,35.828,72.371,"R",24.872,106.809,77.371,37.045,75.177
"Class2",51,33.973,71.401,"N",48.601,49.722,76.272,57.137,77.94
"Class2",71,31.679,72.699,"N",51.134,74.883,78.371,37.064,77.741
"Class2",58,40.219,72.909,"B",40.507,61.038,78.158,81.404,75.514
"Class3",89,62.244,89.351,"I",85.81,-8.471,70.718,32.65,2.21
"Class1",88,46.539,3.651,"J",44.009,35.604,69.601,44.274,53.197
"Class1",89,46.415,29.619,"B",71.177,28.813,65.388,29.806,44.525
"Class3",55,42.643,51.271,"T",86.314,36.408,68.543,39.595,14.41
"Class2",66,34.891,72.53,"R",55.276,76.904,78.061,48.25,75.124
"Class3",50,90.861,50.918,"T",87.958,54.574,74.348,23.8,12.989
"Class1",90,46.401,31.548,"J",44.613,26.202,67.585,39.088,49.871
"Class1",90,46.512,73.651,"J",76.06,30.062,65.319,12.054,57.822
"Class2",72,37.307,72.85,"N",34.501,93.985,79.051,42.855,80.155
"Class2",57,36.447,71.663,"U",45.713,65.877,78.943,8.622,82.772
"Class3",54,43.01,83.46,"O",89.426,28.619,72.672,46.808,8.98
"Class2",71,35.988,73.694,"U",29.912,50.862,78.474,26.494,78.233
"Class2",52,36.854,73.997,"N",44.798,70.74,79.199,1.369,79.972
"Class2",72,33.47,73.391,"N",39.9,79.323,78.124,50.007,83.888
"Class3",58,65.907,57.855,"T",89.168,41.461,69.578,42.324,11.305
"Class2",59,40.67,72.825,"B",43.474,72.434,74.839,12.998,78.565
"Class3",49,57.266,52.183,"M",85.977,25.283,75.838,43.069,4.538
"Class1",95,46.665,17.301,"J",49.643,NA,66.15,54.621,61.003
"Class1",93,46.48,11.814,"A",58.272,30.518,NA,57.951,44.182
"Class1",87,46.891,7.079,"D",88.535,32.522,65.591,25.826,41.386
"Class1",96,46.111,71.906,"J",42.095,37.656,63.481,54.697,46.295
"Class2",75,36.699,73.44,"S",53.801,73.426,78.129,86.66,76.397
"Class2",60,32.949,73.119,"R",42.522,72.432,77.591,62.078,79.827
