"TMN1","IOT2","UCB3","GZI4","HSG5","QKS6","Output16","SEM7","YDE8","ZLU9"
43.53,41.067,64.052,78.845,34.16,"P","Class3",74.928,78,14.188
43.243,43.975,72.207,47.166,35.571,"A","Class3",53.506,80,37.018
0.493,56.224,69.739,70.767,90.883,"O","Class1",21.299,33,57.247
54.435,78.42,69.138,71.46,97.685,"F","Class1",24.646,32,54.403
64.49,58.502,84.338,35.904,32.799,"M","Class2",28.285,57,58.983
41.636,34.982,81.228,48.086,34.998,"X","Class3",78.657,38,17.245
53.482,36.536,85.158,57.234,37.126,"A","Class3",87.015,82,36.414
-3.747,48.648,69.569,67.233,90.067,"O","Class1",46.306,23,60.558
81.405,62.385,87.014,35.483,53.917,"D","Class2",45.824,37,56.174
12.841,64.634,69.747,67.34,NA,"F","Class1",5.167,43,56.294
66.124,57.853,93.861,33.556,23.633,"Y","Class2",29.526,30,58.004
62.147,60.705,67.16,35.342,11.595,"Y","Class2",33.036,31,55.691
38.039,49.392,69.357,71.619,85.333,"W","Class1",33.177,28,58.518
14.803,64.671,69.714,68.818,78.888,"B","Class1",20.873,26,55.857
56.284,57.485,47.758,34.037,34.077,"P","Class2",21.91,61,50.035
53.041,45.584,89.129,60.517,34.566,"Q","Class3",56.527,46,23.942
65.997,47.79,44.805,78.945,37.043,"Q","Class3",76.733,44,18.113
48.864,20.518,63.478,69.537,NA,"Q","Class3",41.303,70,13.21
51.316,42.691,48.196,34.002,NA,"X","Class3",54.098,50,39.379
26.239,59.362,69.724,67.297,81.414,"B","Class1",-8.749,39,54.527
39.737,29.215,69.271,69.712,89.662,"A","Class1",35.231,34,57.871
37.564,52.773,69.118,66.761,NA,"W","Class1",40.906,14,62.119
55.002,58.066,80.037,35.314,53.709,"D","Class2",22.456,50,50.19
36.036,NA,42.512,60.505,36.911,"P","Class3",19.337,87,34.604
53.896,47.554,91.765,62.068,36.017,"A","Class3",43.998,70,17.263
80.2,60.034,53.654,35.869,13.189,"Y","Class2",22.099,23,52.612
50.403,48.367,51.95,81.092,35.174,"A","Class3",66.557,83,33.562
49.97,38.731,65.05,74.652,37.574,"Q","Class3",30.018,80,35.745
8.913,53.765,69.404,68.191,84.861,"F","Class1",37.727,18,62.038
44.821,27.534,63.572,71.528,36.256,"Q","Class3",69.574,64,29.087
44.82,52.919,69.537,35.652,35.431,"P","Class3",77.3,44,38.408
52.462,22.841,69.695,66.707,89.131,"W","Class1",14.903,53,59.334
60.407,58.585,66.185,33.368,35.555,"Y","Class2",25.592,20,53.084
49.445,14.925,42.077,34.35,33.814,"P","Class3",50.589,76,38.306
66.88,59.37,54.973,35.778,35.293,"W","Class2",39.032,24,58.677
59.003,58.949,61.456,34.467,57.812,"P","Class2",20.937,24,53.346
48.688,46.568,75.575,80.415,34.498,"X","Class3",87.525,70,25.714
46.603,43.198,69.902,70.228,90.822,"W","Class1",35.892,16,54.421
54.169,59.645,92.841,36.411,NA,"D","Class2",33.35,38,55.986
66.807,61.108,47.508,36.047,45.064,"M","Class2",27.006,39,53.611
43.118,58.474,69.334,65.666,88.023,"W","Class1",51.117,62,61.678
70.414,66.438,69.468,70.386,84.432,"B","Class1",27.986,62,55.03
36.966,44.499,69.01,68.587,88.231,"O","Class1",10.561,52,60.633
86.026,48.378,69.149,65.113,NA,"B","Class1",25.681,34,57.132
43.869,45.228,86.411,42.043,35.129,"A","Class3",64.65,50,39.688
19.236,53.131,69.056,69.739,88.738,"O","Class1",42.747,29,57.181
63.713,61.63,80.337,34.845,70.601,"M","Class2",42.026,21,53.913
41.214,48.061,69.2,71.692,88.562,"O","Class1",-12.39,30,59.443
75.425,NA,82.433,33.925,50.824,"W","Class2",39.264,36,56.211
58.189,59.407,41.15,33.321,63.899,"W","Class2",23.114,47,50.492
49.382,32.954,50.058,51.189,35.695,"I","Class3",43.455,41,34.349
65.924,57.663,70.393,35.702,33.299,"P","Class2",34.198,45,57.423
55.099,NA,69.236,67.552,83.625,"O","Class1",42.062,49,55.502
38.377,NA,82.493,76.202,35.942,"Q","Class3",46.984,59,20.562
41.849,22.607,54.041,71.142,36.027,"X","Class3",79.314,53,24.734
46.773,35.142,79.368,52.611,34.696,"X","Class3",71.397,71,32.588
55.399,59.384,48.637,35.627,42.415,"P","Class2",38.094,59,52.926
51.861,61.603,69.927,71.18,91.621,"O","Class1",37.057,58,59.169
52.221,33.42,65.067,83.105,36.148,"I","Class3",76.183,69,16.182
43.867,47.589,64.351,70.964,37.212,"P","Class3",70.02,45,39.037
33.154,31.328,69.368,67.686,89.569,"B","Class1",55.111,10,62.646
54.894,45.281,69.14,70.027,91.519,"O","Class1",58.602,64,56.548
71.177,58.537,71.495,33.974,50.356,"P","Class2",43.047,17,58.132
21.735,39.996,69.04,67.939,89.314,"F","Class1",9.796,14,55.567
18.188,58.914,69.984,70.05,91.258,"A","Class1",14.359,52,59.248
21.44,70.825,69.891,70.623,86.144,"O","Class1",30.483,46,54.664
49.69,47.343,44.369,82.261,33.218,"P","Class3",59.962,69,34.22
50.261,58.94,62.939,33.494,39.001,"D","Class2",27.442,25,53.27
44.242,32.416,91.196,46.082,33.871,"A","Class3",66.961,51,37.365
36.94,24.671,69.065,36.461,35.169,"I","Class3",36.727,59,16.399
44.16,56.94,69.765,69.444,91.974,"W","Class1",7.561,48,60.532
43.73,34.933,67.864,58.812,36.931,"P","Class3",70.381,74,34.755
50.196,47.913,82.887,47.775,37.009,"A","Class3",62.175,66,20.255
50.601,39.629,47.053,56.09,35.585,"I","Class3",81.021,40,41.885
50.456,58.026,69.362,67.651,94.063,"A","Class1",38.699,11,58.97
-1.781,45.152,69.295,69.962,87.543,"F","Class1",19.609,23,55.331
78.038,58.323,81.998,35.925,87.263,"W","Class2",26.411,40,58.437
72.989,57.987,59.524,33.552,15.053,"Y","Class2",25.373,37,55.923
45.736,42.915,66.157,61.187,34.596,"P","Class3",65.44,52,37.442
59.001,59.964,53.379,34.055,42.641,"W","Class2",25.1,22,53.362
57.721,60.361,43.952,35.482,30.692,"Y","Class2",52.471,31,50.495
47.89,43.849,83.309,55.415,36.654,"A","Class3",111.121,44,26.123
56.214,59.126,47.356,36.875,NA,"D","Class2",47.188,36,58.322
72.919,58.659,74.951,36.481,NA,"Y","Class2",33.051,68,53.733
74.117,57.512,39.658,36.223,-8.879,"D","Class2",42.774,27,57.328
36.522,NA,85.245,56.778,36.191,"X","Class3",61.023,49,41.62
61.718,53.669,69.227,69.571,84.143,"O","Class1",21.854,66,61.332
66.644,NA,63.482,33.408,60.921,"P","Class2",34.863,39,51.857
47.22,NA,69.304,65.433,101.044,"F","Class1",25.098,65,55.4
47.741,22.309,57.652,79.828,35.439,"I","Class3",112.116,78,12.58
58.121,60.234,60.676,34.921,55.29,"P","Class2",45.244,21,54.391
60.72,58.915,76.534,34.868,40.656,"W","Class2",20.094,24,55.222
51.729,38.364,85.296,70.289,35.379,"A","Class3",30.236,83,14.989
47.141,NA,91.872,47.227,35.781,"Q","Class3",42.118,50,27.918
66.181,59.762,49.354,33.859,74.943,"W","Class2",33.305,48,53.287
35.637,36.903,83.382,63.515,34.438,"I","Class3",70.677,82,41.071
55.227,31.971,53.245,81.836,33.983,"X","Class3",9.957,55,38.568
46.296,27.853,47.982,53.359,36.057,"Q","Class3",76.718,48,33.53
67.671,59.497,57.279,35.932,35.19,"W","Class2",60.27,59,56.181
52.708,46.843,69.334,69.097,74.486,"A","Class1",13.873,21,57.678
45.783,NA,75.865,58.424,34.915,"Q","Class3",76.248,35,15.074
10.548,47.057,69.794,70.171,87.037,"F","Class1",13.51,53,58.784
34.384,40.4,88.454,80.772,34.304,"A","Class3",71.654,67,40.315
23.963,31.771,69.174,66.991,88.394,"B","Class1",4.518,35,57.304
49.433,41.593,74.056,55.035,35.514,"X","Class3",77.225,67,30.477
97.83,66.026,69.041,66.427,90.153,"O","Class1",23.201,41,62.505
-6.761,45.741,69.357,66.037,90.31,"W","Class1",21.68,68,62.176
37.082,57.066,69.276,70.794,91.185,"A","Class1",-6.184,64,62.476
47.208,33.984,64.834,34.136,33.536,"A","Class3",26.547,65,13.673
56.69,57.888,71.788,34.853,38.436,"M","Class2",22.962,54,50.413
46.119,49.851,53.587,73.912,36.616,"I","Class3",49.988,68,13.809
37.768,43.969,42.236,72.042,36.079,"Q","Class3",72.523,88,38.738
74.572,57.061,83.225,33.986,56.837,"P","Class2",38.227,44,53.366
24.311,48.271,69.969,68.915,95.541,"B","Class1",28.145,64,55.756
50.533,34.341,55.89,83.84,34.941,"I","Class3",40.225,77,25.763
52.184,61.48,69.24,70.528,81.678,"F","Class1",29.585,55,58.187
33.263,26.145,61.948,80.068,36.879,"A","Class3",69.214,68,27.626
66.409,57.403,65.222,34.685,38.011,"D","Class2",44.605,31,57.135
91.888,16.641,69.319,69.411,85.644,"A","Class1",36.835,52,57.725
14.371,56.968,69.007,69.084,83.292,"W","Class1",57.81,50,61.614
80.921,NA,50.938,34.47,41.092,"M","Class2",19.581,32,54.409
103.449,50.76,69.839,69.019,87.934,"B","Class1",18.547,58,60.767
58.543,58.591,61.083,35.885,31.875,"P","Class2",36.462,67,58.029
68.51,59.122,63.226,36.585,55.784,"M","Class2",32.818,21,55.14
44.711,59.242,69.217,65.152,85.524,"F","Class1",52.6,28,61.887
52.495,49.303,69.021,67.716,99.262,"A","Class1",34.088,20,56.976
42.139,42.871,69.095,68.572,93.001,"F","Class1",35.164,63,55.762
59.887,59.925,51.981,33.311,54.686,"M","Class2",47.83,41,53.594
91.6,57.406,46.224,36.343,39.369,"P","Class2",52.826,20,59.632
61.863,45.736,69.356,71.885,94.536,"W","Class1",2.464,41,56.924
44.853,40.121,43.112,65.085,35.34,"I","Class3",89.115,54,17.732
52.275,35.652,67.74,61.383,35.531,"I","Class3",73.17,84,35.96
12.937,55.713,69.929,68.577,84.8,"F","Class1",11.705,49,58.03
67.585,34.021,69.235,68.739,79.132,"F","Class1",24.729,24,62.641
55.552,58.864,41.191,36.188,80.132,"Y","Class2",36.978,49,50.619
49.245,40.928,52.041,48.91,NA,"A","Class3",90.513,81,41.469
44.968,36.545,73.041,73.62,36.408,"P","Class3",104.246,40,15.869
85.16,57.597,93.33,34.27,62.687,"Y","Class2",37.206,55,50.218
8.24,43.621,69.809,69.82,90.667,"A","Class1",40.204,14,57.953
51.774,34.629,42.464,37.229,35.66,"Q","Class3",76.872,42,29.981
39.791,16.69,57.772,53.06,35.554,"A","Class3",67.364,63,41.319
55.11,58.53,69.233,70.431,88.544,"B","Class1",30.793,35,57.611
79.352,57.034,85.313,33.516,50.046,"W","Class2",50.012,60,51.648
32.41,58.605,69.354,66.526,98.166,"B","Class1",23.84,55,58.693
43.73,35.525,81.662,45.654,35.979,"I","Class3",61.009,72,41.861
70.396,57.414,70.369,35.236,50.968,"M","Class2",50.284,28,56.194
59.349,58.461,56.772,34.333,42.052,"D","Class2",46.286,32,51.713
42.418,7.411,81.343,60.98,35.31,"I","Class3",50.977,88,37.78
45.617,40.208,45.148,46.893,36.909,"P","Class3",73.942,83,18.033
46.428,48.235,69.769,68.692,99.688,"O","Class1",46.69,56,59.674
47.503,23.113,91.505,61.573,35.19,"Q","Class3",62.717,61,17.675
78.968,58.991,86.251,35.039,-8.474,"P","Class2",19.704,22,50.794
51.28,36.733,72.35,52.139,35.704,"I","Class3",63.407,76,32.418
64.719,59.011,50.099,36.983,40.33,"M","Class2",42.911,19,56.75
54.621,45.6,69.383,69.329,35.286,"X","Class3",55.855,67,39.36
41.685,40.509,79.64,53.087,32.545,"P","Class3",65.858,40,12.557
48.593,52.451,81.656,53.705,35.096,"A","Class3",64.175,41,34.81
55.912,59.302,69.732,67.187,91.61,"W","Class1",23.901,49,55.205
52.189,34.031,69.293,69.521,90.712,"O","Class1",30.394,55,56.601
58.296,60.181,41.431,35.505,21.602,"Y","Class2",38.702,31,54.75
64.753,58.305,63.598,35.765,46.42,"M","Class2",26.222,25,53.486
41.676,13.003,44.655,48.39,35.699,"X","Class3",63.45,38,30.391
42.263,38.742,47.336,79.124,35.472,"X","Class3",38.29,48,36.242
36.275,44.449,69.769,70.16,93.933,"O","Class1",7.136,66,58.277
64.505,58.82,87.739,34.506,78.492,"D","Class2",27.853,30,55.987
60.223,32.173,55.128,61.846,35.569,"P","Class3",52.106,37,25.664
49.91,31.792,42.355,42.238,34.792,"X","Class3",67.173,51,33.563
76.031,58.32,55.664,33.677,70.641,"Y","Class2",30.509,44,50.352
62.765,58.596,79.078,36.302,26.28,"P","Class2",52.708,32,55.545
16.447,56.098,69.987,71.76,80.862,"F","Class1",28.641,60,62.946
47.63,27.523,61.471,41.186,34.493,"I","Class3",36.181,66,13.478
48.274,37.607,69.729,67.247,81.047,"O","Class1",23.958,33,61.404
49.817,26.291,74.975,50.059,36.495,"P","Class3",57.002,36,41.832
78.907,60.809,56.866,36.178,49.901,"M","Class2",34.658,58,56.461
74.15,59.696,85.191,35.421,63.38,"P","Class2",17.72,54,59.09
60.965,59.832,59.634,34.3,56.969,"P","Class2",49.984,38,51.361
84.275,59.835,69.156,36.68,41.461,"P","Class2",52.211,58,58.085
50.36,20.595,91.729,61.042,36.249,"P","Class3",83.336,54,31.037
48.198,NA,78.197,54.424,37.647,"Q","Class3",34.714,83,16.37
48.101,35.462,69.041,65.271,82.944,"F","Class1",40.082,47,62.961
53.922,55.358,69.336,69.861,90.325,"F","Class1",8.463,38,59.035
2.349,45.553,69.689,67.801,70.374,"O","Class1",2.483,59,54.519
78.614,66.292,69.885,66.642,87.733,"B","Class1",36.731,33,60.261
52.399,56.579,84.615,34.589,97.902,"M","Class2",33.789,67,55.809
55.639,59.653,56.084,33.392,59.625,"M","Class2",42.911,48,58.34
56.61,57.447,74.967,33.441,NA,"M","Class2",8.019,24,52.427
73.009,57.407,41.571,36.409,64.01,"Y","Class2",25.654,45,56.304
41.222,NA,57.49,79.391,34.865,"X","Class3",26.953,48,35.614
34.402,NA,82.053,40.926,34.299,"A","Class3",53.579,88,16.388
67.937,NA,69.692,35.279,13.499,"D","Class2",45.528,52,58.043
53.665,35.206,49.821,80.221,35.208,"X","Class3",69.697,66,29.422
47.647,57.757,54.692,34.124,NA,"M","Class2",43.62,24,59.113
50.809,30.899,63.683,48.007,35.147,"P","Class3",50.476,82,16.107
52.246,17.698,64.779,38.965,36.434,"X","Class3",53.91,61,40.848
47.69,57.143,55.673,77.302,34.097,"I","Class3",40.156,59,25.759
47.262,49.596,63.138,65.984,34.141,"A","Class3",97.779,84,21.761
61.074,37.593,67.241,41.117,36.687,"Q","Class3",54.721,88,21.16
61.138,38.514,69.525,70.611,88.316,"A","Class1",65.044,59,55.439
54.393,57.567,83.888,34.729,38.383,"W","Class2",35.535,56,59.706
20.462,65.919,69.443,67.265,88.54,"W","Class1",44.949,32,57.012
42.31,58.371,69.032,66.304,92.269,"O","Class1",26.951,53,62.47
53.625,44.178,75.863,67.071,34.092,"Q","Class3",51.356,81,33.46
45.73,24.42,69.726,65.113,NA,"A","Class1",31.605,58,62.841
52.247,58.311,77.106,36.29,41.082,"P","Class2",46.013,45,56.241
74.337,59.063,89.179,36.048,36.613,"W","Class2",22.973,27,58.861
54.557,46.447,54.237,55.82,36.157,"P","Class3",37.526,88,14.267
64.816,59.808,73.967,33.792,18.574,"Y","Class2",26.952,24,50.862
63.937,NA,68.778,56.964,37.481,"I","Class3",79.006,76,17.017
55.289,30.984,87.896,64.16,34.211,"X","Class3",55.502,45,15.501
34.145,34.489,56.151,40.192,35.912,"P","Class3",72.118,45,25.286
62.887,60.663,51.872,35.969,53.983,"W","Class2",37.543,58,57.75
58.218,NA,46.496,34.352,49.497,"M","Class2",34.76,43,50.406
57.779,36.527,50.635,62.13,NA,"A","Class3",90.849,36,12.12
15.607,61.089,69.917,68.638,96.497,"A","Class1",58.179,50,55.103
82.198,58.232,48.956,34.915,50.819,"W","Class2",51.436,36,51.068
67.504,57.806,79.122,35.478,26.235,"P","Class2",26.529,39,56.129
44.768,14.279,83.059,50.13,36.612,"Q","Class3",56.451,57,39.801
81.971,59.717,67.936,35.089,92.912,"M","Class2",41.282,30,57.097
70.222,59.937,67.712,35.886,42.9,"M","Class2",49.706,48,58.952
75.051,59.439,76.131,35.861,11.292,"P","Class2",27.891,63,53.354
56.261,38.554,65.847,54.015,35.998,"Q","Class3",47.066,79,29.11
60.429,27.795,52.346,54.116,35.491,"Q","Class3",89.136,86,20.264
3.517,55.308,69.008,68.049,90.787,"W","Class1",48.259,11,57.851
3.696,62.234,69.279,68.692,92.455,"F","Class1",26.815,30,59.588
71.215,56.799,76.719,33.003,40.575,"W","Class2",49.247,62,54.175
64.309,57.287,77.698,34.132,31.722,"D","Class2",39.596,31,58.387
53.061,25.482,78.956,58,35.754,"Q","Class3",74.35,85,34.368
58.255,57.786,47.944,36.199,85.385,"P","Class2",40.213,31,54.936
20.127,38.41,69.445,69.777,78.815,"B","Class1",25.452,33,55.438
46.443,38.056,49.606,52.351,35.239,"A","Class3",34.167,56,17.262
50.392,38.281,69.867,69.091,89.334,"B","Class1",33.779,38,55.601
66.255,42.83,69.48,69.853,88.541,"O","Class1",72.928,49,61.004
37.071,59.234,79.118,39.213,36.561,"I","Class3",76.607,86,25.702
39.797,33.031,57.682,76.233,35.511,"X","Class3",85.199,85,26.137
46.463,46.993,64.161,78.092,37.723,"X","Class3",49.389,82,38.151
60.252,35.159,48.148,61.042,34.841,"A","Class3",65.901,66,30.891
46.117,42.206,90.31,37.212,35.216,"A","Class3",110.593,80,36.28
55.176,NA,58.573,35.959,52.893,"W","Class2",38.372,18,51.13
51.579,35.791,91.318,46.7,34.995,"Q","Class3",67.513,41,15.313
23.339,82.132,69.963,67.471,98.402,"O","Class1",10.479,19,59.118
11.019,39.168,69.395,69.016,88.223,"W","Class1",-9.497,43,55.54
44.091,30.106,47.299,78.991,37.104,"I","Class3",94.569,82,20.881
34.661,52.996,73.119,47.254,35.364,"P","Class3",44.134,54,28.596
55.519,59.852,82.292,35.515,87.565,"D","Class2",54.057,55,58.057
90.594,52.256,69.823,71.784,82.482,"F","Class1",15.843,29,56.675
65.928,61.273,64.198,36.506,4.946,"D","Class2",7.6,35,51.508
1.75,37.567,69.232,69.515,93.081,"W","Class1",35.146,61,54.924
61.461,41.192,82.845,44.131,36.632,"P","Class3",83.823,46,31.298
-0.941,58.635,69.271,65.809,82.956,"F","Class1",48.145,47,54.551
30.614,41.121,69.629,68.053,90.553,"B","Class1",31.484,44,55.934
52.924,32.357,68.013,77.25,35.851,"I","Class3",73.17,76,34.683
57.295,40.827,43.943,62.756,35.385,"X","Class3",50.035,65,19.592
48.163,67.221,69.449,68.976,NA,"O","Class1",32.298,19,55.388
36.319,37.092,69.784,70.285,79.893,"O","Class1",48.416,42,60.575
59.28,56.673,54.19,34.798,48.495,"Y","Class2",26.984,38,50.742
58.111,57.629,76.916,33.886,85.32,"W","Class2",26.312,39,51.158
71.15,58.028,56.719,33.868,14.56,"M","Class2",40.067,23,56.474
86.737,58.171,61.312,35.309,81.023,"Y","Class2",23.139,65,52.575
58.154,46.213,61.131,62.426,37.547,"A","Class3",44.674,59,22.057
67.733,57.388,59.448,35.139,55.247,"P","Class2",49.552,23,51.573
56.876,34.485,70.518,75.052,NA,"A","Class3",81.152,35,25.969
55.403,43.636,69.717,66.202,83.047,"F","Class1",22.711,43,58.604
45.136,34.585,66.657,50.54,34.595,"I","Class3",70.451,87,31.863
62.951,56.501,48.873,33.995,57.95,"M","Class2",44.295,47,50.763
32.934,37.033,69.408,69.241,87.5,"W","Class1",42.771,56,55.37
48.395,40.9,87.508,60.819,36.092,"X","Class3",79.56,85,38.743
54.046,22.989,63.399,41.976,36.286,"P","Class3",20.968,72,30.74
56.158,58.376,91.063,33.81,43.456,"P","Class2",38.622,64,55.464
2.956,52.807,69.517,70.923,86.318,"F","Class1",22.361,29,62.438
49.96,34.883,88.613,66.219,34.735,"I","Class3",103.796,76,28.863
44.068,41.558,89.45,80.111,35.509,"Q","Class3",21.869,81,15.212
66.69,59.543,40.723,35.822,24.367,"W","Class2",51.577,61,50.368
55.856,59.36,82.892,35.45,54.962,"P","Class2",37.639,50,55.595
78.22,43.129,69.114,65.096,80.499,"O","Class1",34.882,55,60.542
57.223,60.853,63.709,35.291,36.254,"P","Class2",38.256,66,58.159
-1.762,45.91,69.091,66.564,86.392,"W","Class1",36.282,29,62.19
51.845,59.882,72.14,35.336,104.88,"Y","Class2",23.59,63,50.834
14.457,62.43,69.463,65.822,85.165,"O","Class1",45.289,50,54.235
39.345,22.64,57.501,35.511,35.313,"X","Class3",76.034,44,38.106
71.413,59.427,64.667,33.732,18.696,"P","Class2",44.215,43,55.927
46.734,22.661,55.041,52.251,36.569,"Q","Class3",84.222,77,12.44
45.518,24.06,52.041,80.665,34.69,"A","Class3",48.263,60,30.911
51.123,63.605,75.266,59.863,35.637,"P","Class3",56.992,57,29.261
47.36,57.885,69.633,68.148,86.457,"O","Class1",20.349,40,60.567
66.515,59.356,53.903,33.999,15.016,"M","Class2",32.639,30,50.317
75.137,58.3,69.899,69.479,98.163,"W","Class1",45.008,29,57.173
75.554,56.818,88.813,34.51,39.052,"W","Class2",51.32,61,50.189
68.736,60.414,65.443,35.89,NA,"D","Class2",35.103,32,58.974
49.861,28.124,69.073,65.448,87.16,"A","Class1",37.023,53,58.309
53.882,16.725,88.411,39.71,35.008,"X","Class3",49.515,72,12.514
74.539,56.594,47.003,35.145,NA,"Y","Class2",52.808,42,51.12
48.379,26.752,82.24,82.828,36.256,"X","Class3",51.278,38,20.987
77.722,52.921,69.285,70.534,96.292,"B","Class1",44.599,23,56.956
66.817,57.228,77.244,36.88,69.771,"D","Class2",32.398,59,54.514
32.56,63.51,69.464,68.343,90.038,"W","Class1",50.596,33,59.9
64.311,47.753,69.452,65.925,83.159,"B","Class1",11.308,46,61.957
46.988,46.873,87.524,81.545,34.335,"A","Class3",49.561,48,16.689
54.378,45.511,64.585,73.613,35.207,"I","Class3",77.262,56,22.017
37.819,58.973,69.597,65.579,93.324,"A","Class1",33.606,22,54.109
33.477,72.792,69.701,70.872,87.582,"O","Class1",10.427,19,61.868
52.389,58.793,79.085,33.939,52.749,"Y","Class2",47.211,64,53.717
78.965,61.484,51.088,33.418,72.849,"D","Class2",48.27,38,55.252
18.224,83.406,69.962,69.989,87.192,"A","Class1",8.606,67,57.376
10.049,59.328,69.137,67.878,89.094,"O","Class1",15.769,21,56.416
63.475,58.346,83.743,34.751,60.038,"Y","Class2",42.707,20,51.052
5.473,41.784,69.117,68.54,94.797,"B","Class1",19.37,29,57.225
47.527,36.988,49.816,64.503,NA,"Q","Class3",79.746,46,27.279
-5.555,38.788,69.202,66.057,85.119,"A","Class1",20.886,66,54.211
51.494,29.232,84.788,38.816,35.784,"P","Class3",44.686,64,34.228
58.895,NA,59.635,36.785,27.246,"W","Class2",44.523,26,50.165
39.293,44.489,43.857,40.561,36.352,"P","Class3",74.574,56,40.98
51.185,NA,69.774,68.879,92.308,"A","Class1",40.183,59,54.783
61.726,58.225,84.597,36.363,55.733,"M","Class2",38.541,24,59.185
75.147,58.154,62.815,35.229,15.245,"M","Class2",22.507,40,59.595
52.313,33.483,59.564,42.485,35.947,"I","Class3",47.919,63,35.377
73.533,60.082,76.99,36.52,59.483,"W","Class2",19.655,56,58.931
61.623,60.964,54.983,33.052,67.05,"Y","Class2",40.515,39,52.462
55.965,57.407,90.133,34.006,44.295,"Y","Class2",35.161,56,56.366
52.191,45.499,56.501,72.916,35.266,"A","Class3",116.759,77,34.38
60.653,88.923,69.585,70.427,87.842,"A","Class1",39.011,44,59.393
18.906,25.609,69.654,65.556,88.223,"O","Class1",17.377,31,57.599
17.342,51.795,69.874,69.998,88.711,"F","Class1",16.461,64,60.755
53.749,58.58,49.653,35.811,3.96,"D","Class2",23.274,52,59.826
57.754,40.063,88.466,62.833,36.437,"X","Class3",40.232,71,30.552
32.937,45.743,69.05,65.285,82.396,"B","Class1",33.441,57,60.9
3.31,56.115,69.112,65.186,89.163,"B","Class1",24.365,11,55.697
51.042,57.989,90.792,36.91,28.304,"D","Class2",26.567,61,51.345
49.941,46.756,82.19,58.264,34.278,"X","Class3",71.068,62,41.609
61.04,59.468,72.744,34.135,59.325,"W","Class2",21.151,18,51.358
