"UMN1","QLW2","MEG3","DAI4","Output15","TJK5","CAB6","VIU7","LHS8","FIE9","HQP10"
66.343,81.418,58.706,35.472,"Class4",29,88.384,NA,59.373,"F",52.52
91.026,46.653,43.813,39.826,"Class3",10,85.731,"F",1.456,"X",37.55
50.678,73.315,25.483,1.933,"Class5",83,81.528,"Q",73.341,"Z",26.3
50.383,71.684,59.737,2.526,"Class5",82,79.215,"J",90.662,"F",38.179
94.94,46.305,32.49,43.058,"Class3",12,33.226,"P",1.669,"V",26.925
50.864,69.328,45.32,1.276,"Class5",82,79.988,"P",77.798,"A",44.888
53.408,31.596,36.669,70.656,"Class1",32,71.302,"A",14.722,"B",13.533
92.482,46.908,44.284,60.45,"Class3",12,46.203,"A",1.455,"X",28.398
63.403,82.378,50.933,91.754,"Class4",36,82.693,"D",54.309,"Q",47.792
91.789,45.354,56.3,50.979,"Class3",11,48.334,"P",1.507,"B",34.43
51.407,56.422,64.861,2.407,"Class5",82,82.025,"P",81.911,"F",30.492
18.04,73.721,34.828,68.617,"Class2",82,83.984,"H",57.329,"V",60.99
52.938,24.686,65.549,34.886,"Class1",25,66.258,"V",22.27,"F",13.085
37.319,82.876,42.54,64.622,"Class2",73,62.283,"Y",59.27,"P",112.053
66.655,91.141,8.782,31.167,"Class4",16,93.472,"D",61.19,"U",46.036
49.921,86.02,61.239,42.97,"Class1",28,66.854,"P",15.471,"B",9.329
61.871,74.243,16.163,-8.031,"Class4",45,74.838,"P",46.731,"U",NA
52.551,19.799,52.17,68.936,"Class1",17,86.858,"V",25.306,"F",-2.781
49.444,68.718,27.95,1.868,"Class5",83,80.011,"P",66.081,"A",54.555
64.842,89.817,20.672,41.051,"Class4",22,74.867,"J",85.499,"Q",NA
51.142,26.977,76.888,45.191,"Class1",34,57.375,"P",21.081,"X",14.795
28.112,81.638,9.823,72.855,"Class2",54,68.204,"Y",57.92,"W",41.044
93.652,45.842,51.07,55.42,"Class3",12,66.253,"A",1.471,"B",20.195
44.337,72.948,16.814,75.035,"Class2",72,86.313,"A",58.806,"V",18.807
67.71,93.306,61.979,78.786,"Class4",29,69.524,"D",88.724,"Q",73.882
49.293,59.414,38.35,66.443,"Class1",33,68.526,"P",22.393,"B",6.757
41.474,84.471,39.172,68.509,"Class2",70,55.46,NA,56.778,"S",22.211
52.192,79.847,11.204,69.383,"Class2",91,75.075,"Y",54.42,"P",NA
66.057,82.935,23.753,65.249,"Class2",58,87.821,"A",58.48,"W",47.561
68.173,86.493,24.007,95.891,"Class4",26,95.028,"J",73.577,"F",69.535
35.776,74.989,20.893,69.727,"Class2",55,71.574,"Y",53.121,"A",74.797
92.873,46.539,48.393,60.018,"Class3",12,82.512,"P",1.463,"M",24.562
50.999,67.19,64.65,2.199,"Class5",82,74.593,"Q",89.913,"I",19.761
64.085,83.529,25.65,55.252,"Class4",41,78.299,"Q",43.003,"Q",94.226
52.627,24.679,18.995,66.955,"Class1",19,74.927,"V",24.98,"B",10.735
67.069,92.542,59.667,61.979,"Class4",36,44.695,"Y",88.382,"U",56.596
51.439,59.943,67.45,2.863,"Class5",83,82.169,"L",76.525,"P",51.016
77.27,84.279,37.722,65.734,"Class2",54,76.605,"L",51.085,"A",67.443
14.774,87.64,15.899,71.256,"Class2",64,61.087,"A",57.884,"V",56.087
51.037,60.455,77.077,2.055,"Class5",82,79.636,"J",76.637,"P",32.273
89.471,46.681,56.912,48.51,"Class3",12,33.496,NA,1.743,"X",26.099
54.46,31.518,20.919,45.186,"Class1",30,78.901,"M",23.41,"C",12.369
64.685,84.961,60.684,38.134,"Class4",14,68.731,"D",75.909,"J",68.581
51.04,68.925,79.09,1.587,"Class5",82,78.996,"Q",67.166,"A",54.59
50.773,36.123,12.129,52.74,"Class1",18,85.543,"U",13.102,"X",17.529
50.12,11.73,69.13,52.842,"Class1",12,65.306,"M",14.139,"C",12.347
24.087,72.841,7.983,67.667,"Class2",67,76.338,"H",59.426,"V",59.327
64.765,84.559,10.454,63.247,"Class4",18,75.274,"P",61.255,"P",42.46
33.866,88.599,28.226,69.583,"Class2",66,106.227,"A",51.593,"A",34.956
58.724,93.039,45.476,44.933,"Class4",21,86.32,"J",82.054,"Q",78.1
64.264,86.864,32.918,90.485,"Class4",37,94.766,"Y",67.098,"J",75.336
68.365,85.267,22.657,74.008,"Class4",36,102.068,"P",76.892,"J",28
91.446,46.1,35.269,62.753,"Class3",11,78.884,"F",1.298,"V",22.655
49.933,50.489,59.384,1.969,"Class5",83,79.402,"P",68.442,"Z",34.612
26.249,76.239,54.644,65.75,"Class2",80,80.565,"A",56.371,"S",NA
60.159,91.792,29.011,66.887,"Class4",22,56.177,"D",94.396,"P",125.339
57.201,72.493,36.363,74.897,"Class2",73,73.45,"V",51.492,"P",28.131
68.797,73.095,52.175,67.517,"Class2",72,75.126,"A",56.06,"A",NA
44.576,82.223,22.121,65.409,"Class2",59,59.811,"Y",55.743,"P",NA
55.941,74.584,13.173,66.992,"Class2",74,84.422,"A",57.229,"A",31.483
91.218,45.651,34.12,49.055,"Class3",10,70.503,"P",1.536,"M",28.885
91.06,45.388,34.716,47.215,"Class3",10,105.185,"Y",1.681,"S",28.112
26.951,82.063,58.814,64.673,"Class2",90,73.115,"Y",57.906,"P",72.074
51.389,62.972,69.266,2.125,"Class5",83,81.681,"Q",77.203,"Z",51.897
95.726,84.538,59.098,65.586,"Class2",69,82.234,"A",53.126,"V",49.53
50.591,65.626,32.2,2.624,"Class5",82,81.26,"Q",59.378,"Z",32.752
51.953,62.38,28.204,2.112,"Class5",83,80.944,NA,85.156,"A",26.559
62.642,91.57,35.162,77.975,"Class4",44,80.9,"P",50.735,"U",72.149
24.487,74.936,40.077,66.949,"Class2",92,90.566,"A",58.588,"S",93.088
95.25,45.168,33.284,46.092,"Class3",11,73.365,"P",1.453,"S",26.76
14.227,82.173,51.82,67.769,"Class2",77,96.553,"Y",53.521,"S",80.553
65.821,95.515,52.701,48.623,"Class4",32,64.107,"Y",66.257,"P",81.463
55.387,55.294,18.242,32.848,"Class1",34,83.371,"V",23.954,"C",12.247
93.437,46.09,44.114,39.38,"Class3",12,101.497,"P",1.075,"B",11.804
51.369,76.826,72.176,1.444,"Class5",82,85.004,NA,61.332,"A",47.181
28.108,84.282,51.627,65.917,"Class2",69,46.211,"L",56.207,"P",21.478
52.147,73.686,52.074,2.616,"Class5",83,78.924,"Q",74.217,"Z",31.561
69.636,87.733,29.596,73.497,"Class4",26,64.384,"P",77.241,"P",30.745
90.868,44.299,38.25,39.57,"Class3",11,46.715,"A",1.827,"V",38.891
88.652,44.668,37.384,69.024,"Class3",10,59.28,"P",1.634,"V",28.089
88.957,46.997,48.86,28.28,"Class3",10,46.497,"Y",1.75,"V",33.465
60.09,95.485,37.229,53.204,"Class4",40,81.977,"Q",73.453,"Q",19.602
62.262,78.502,15.005,45.781,"Class4",5,64.326,"J",70.423,"P",104.398
60.067,77.124,49.726,85.176,"Class4",28,94.375,"Y",76.406,"P",89.132
90.904,45.758,56.608,54.972,"Class3",10,60.332,NA,1.15,"X",29.783
90.339,45.432,36.774,54.195,"Class3",10,91.547,"P",1.634,"M",26.805
34.004,74.402,64.266,72.315,"Class2",67,85.84,"A",59.544,"P",56.539
50.975,52.926,71.74,2.472,"Class5",83,79.735,NA,76.659,"F",13.981
54.97,20.509,54.706,53.277,"Class1",29,93.399,"U",12.48,"W",0.373
67.451,73.352,44.231,25.852,"Class4",39,90.925,"P",44.127,"P",60.523
51.912,54.179,85.897,1.893,"Class5",82,84.019,"Q",86.3,"Z",34.437
91.835,44.269,48.583,40.865,"Class3",10,91.896,"F",1.144,"S",32.862
62.905,73.421,35.591,13.396,"Class4",45,70.264,"Q",88.851,"F",73.533
74.589,77.775,20.197,72.82,"Class2",66,73.696,NA,53.349,"A",60.461
51.839,59.941,64.313,1.938,"Class5",83,81.862,"Q",75.263,"Z",58.115
52.879,76.326,41.721,72.295,"Class2",64,64.245,"H",58.248,"A",37.329
53.386,87.208,58.733,35.007,"Class1",19,60.908,"M",14.322,"B",12.472
51.86,89.054,73.437,77.705,"Class1",36,98.257,"V",17.608,"C",NA
52.543,88.119,28.742,56.091,"Class1",14,47.183,"P",19.815,"W",11.395
25.198,80.031,17.978,64.501,"Class2",80,56.611,"Y",52.574,"S",48.505
51.827,57.349,76.158,1.859,"Class5",82,77.488,"J",64.359,"I",NA
53.302,61.016,42.202,71.767,"Class1",33,64.546,"M",10.658,"W",14.585
31.427,84.256,53.184,57.511,"Class2",88,71.848,"V",54.61,"V",-2.423
69.002,84.519,54.207,62.679,"Class4",48,92.769,"Y",65.09,"F",82.371
55.038,64.687,25.528,33.336,"Class1",12,67.48,NA,25.463,"W",5.769
87.062,44.367,46.359,47.317,"Class3",10,58.734,"Y",1.021,"X",31.588
54.307,26.122,57.62,27.542,"Class1",18,78.203,"A",23.1,"B",12.841
96.553,44.689,55.397,43.551,"Class3",10,73.921,"W",1.63,"V",27.656
62.864,91.257,61.998,83.977,"Class4",24,92.819,NA,77.216,"J",42.444
53.433,46.327,42.436,27.191,"Class1",14,66.898,"P",11.607,"C",10.072
51.176,73.595,28.127,1.036,"Class5",82,75.127,"Q",87.178,"I",23.086
65.966,84.402,46.061,60.386,"Class4",22,86.206,"P",54.344,"Q",79.181
55.227,82.269,80.721,71.158,"Class1",11,84.341,"P",16.401,"X",12.546
55.353,43.673,76.569,41.696,"Class1",16,82.924,"P",12.235,"B",15.611
50.271,53.699,53.647,1.084,"Class5",82,82.237,"Q",60.758,"F",78.882
64.738,93.551,61.806,63.142,"Class4",9,72.204,"Y",39.23,"P",88.541
46.823,82.108,22.404,70.598,"Class2",52,55.885,"L",52.099,"P",42.076
53.478,84.406,40.685,72.214,"Class1",35,88.596,"P",25.83,"B",6.918
58.798,88.403,63.644,67.617,"Class2",69,79.077,"A",54.258,"P",67.789
50.817,50.705,84.128,2.85,"Class5",83,79.195,"Q",82.586,"Z",NA
95.394,45.101,46.282,72.565,"Class3",10,62.947,"W",1.462,"B",25.09
53.282,92.771,58.623,20.897,"Class1",21,44.829,"A",9.131,"W",10.385
51.988,81.113,85.073,21.106,"Class1",13,68.301,"U",19.483,"F",5.335
51.939,76.689,50.644,1.347,"Class5",82,73.697,"J",67.004,"A",44.146
65.919,77.437,62.137,28.641,"Class4",46,86.455,"P",36.192,"Q",103.162
50.135,50.925,66.366,2.65,"Class5",82,80.347,"Q",74.619,"A",76.663
54.9,51.634,94.79,54.558,"Class1",17,76.134,"U",18.33,"F",4.976
51.153,51.49,55.169,2.223,"Class5",82,78.502,"L",73.256,"I",42.508
92.009,46.929,57.252,52.001,"Class3",12,81.255,"W",1.344,"V",29.307
31.654,75.564,12.511,63.173,"Class2",86,63.493,"A",54.067,"V",94.938
53.459,73.473,7.789,68.554,"Class2",76,87.563,"A",59.443,"W",70.274
93.747,44.217,44.861,56.301,"Class3",10,74.113,"F",1.985,"B",25.376
51.595,56.804,63.045,2.227,"Class5",83,76.363,"Q",73.226,"I",29.587
89.321,45.718,39.635,46.187,"Class3",12,73.997,"W",1.746,"X",25.433
49.239,72.533,18.21,67.246,"Class2",84,64.686,"A",57.027,"W",39.374
49.084,59.779,96.524,60.723,"Class1",11,60.089,"U",26.184,"F",7.426
52.675,39.786,14.26,67.67,"Class1",21,63.112,NA,14.408,"X",18.231
91.585,46.996,36.66,33.237,"Class3",12,68.914,"P",1.314,"X",30.117
50.951,69.907,75.692,1.706,"Class5",82,80.213,"J",71.949,"Z",9.91
65.38,79.888,20.088,42.753,"Class4",31,61.188,"Y",40.332,"U",27.941
41.097,73.318,7.787,72.529,"Class2",63,73.133,"Y",51.57,"P",50.068
52.906,91.258,32.327,26.261,"Class1",10,59.422,"U",19.016,"C",6.333
52.757,40.253,77.918,49.396,"Class1",18,59.049,"V",26.284,"F",4.998
51.155,69.687,33.793,2.554,"Class5",82,79.57,"P",70.943,"I",38.565
51.066,59.364,53.423,2.18,"Class5",83,82.651,"J",63.418,"P",9.393
92.782,44.024,37.054,50.311,"Class3",12,78.354,"F",1.95,"X",29.979
92.53,44.466,50.812,52.269,"Class3",11,71.601,"A",1.443,"X",27.547
50.926,51.57,33.277,0.742,"Class5",82,82.613,"W",90.751,"Z",48.781
55.512,91.215,79.277,39.32,"Class1",13,83.909,"V",21.321,"B",13.367
92.787,44.536,37.728,47.6,"Class3",12,75.89,"A",1.935,"S",26.032
62.86,86.899,52.552,14.876,"Class4",35,64.829,"D",86.184,"Q",46.089
91.149,45.146,58.479,48.99,"Class3",12,57.869,"Y",1.627,"X",25.9
54.752,19.654,24.879,43.374,"Class1",22,43.821,"V",16.398,"B",9.739
54.274,12.79,19.252,31.738,"Class1",24,63.618,"A",13.942,"F",6.025
39.877,72.203,46.866,66.154,"Class2",96,69.732,"H",59.542,"W",61.783
50.911,83.033,84.024,61.313,"Class1",14,74.537,"P",15.905,"W",6.179
90.304,45.227,36.71,46.477,"Class3",10,42.535,"W",1.224,"S",28.457
49.74,42.756,85.174,33.713,"Class1",36,95.229,"A",26.155,"F",15.255
50.645,64.183,82.763,2.54,"Class5",82,83.835,"W",71.639,"P",NA
50.587,59.745,31.194,3.127,"Class5",82,78.062,"Q",74.392,"A",30.422
64.138,80.203,51.442,33.234,"Class4",25,72.91,NA,99.936,"P",14.58
39.493,85.154,13.476,68.758,"Class2",88,61.575,"V",58.788,"P",59.82
68.135,79.217,39.943,73.045,"Class2",65,67.044,"Y",54.515,"S",60.985
68.025,82.732,19.827,39.506,"Class4",11,80.762,"J",54.746,"P",143.061
94.294,45.592,42.016,63.903,"Class3",10,95.209,NA,1.183,"M",21.883
50.943,57.483,70.826,0.748,"Class5",83,80.045,"L",79.371,"I",54.832
51.989,76.219,62.33,2.516,"Class5",82,78.184,"P",79.641,"P",51.921
49.416,82.83,39.42,54.992,"Class1",27,86.206,"P",22.371,"C",12.654
50.663,70.516,82.415,1.992,"Class5",83,78.922,"W",61.982,"Z",28.383
50.932,61.973,48.838,2.314,"Class5",82,81.977,"W",86.896,"I",62.764
54.518,40.481,13.409,51.102,"Class1",35,94.036,"U",12.195,"X",13.225
68.627,86.834,50.289,64.298,"Class2",84,73.258,"Y",58.319,"S",14.234
52.196,64.818,54.196,40.08,"Class1",24,91.287,"A",10.358,"C",2.865
49.84,65.309,61.801,1.287,"Class5",83,80.537,"Q",83.4,"Z",39.398
53.868,35.122,39.896,74.485,"Class1",21,61.308,"U",15.654,"X",11.662
51.14,60.647,71.026,2.404,"Class5",83,76.564,"W",63.449,"I",58.713
52.205,76.701,13.546,53.81,"Class1",17,81.175,"V",17.037,"F",6.423
95.139,45.457,41.434,39.377,"Class3",12,61.452,"W",1.749,"X",27.993
65.849,84.745,45.474,32.535,"Class4",45,66.843,"J",46.833,"P",59.046
66.514,92.342,20.581,52.203,"Class4",26,70.683,"J",42.993,"Q",27.855
55.059,87.111,49.432,72.091,"Class2",55,86.081,"H",51.408,"A",NA
62.035,91.908,21.439,35.324,"Class4",31,80.582,"J",48.473,"J",62.76
52.369,84.933,42.017,64.519,"Class2",79,82.108,"V",55.265,"W",119.088
50.341,56.69,67.759,2.46,"Class5",83,78.227,"W",62.518,"F",46.165
92.71,46.175,57.095,48.609,"Class3",10,45.32,"P",1.599,"X",26.674
61.667,87.571,7.986,71.115,"Class4",25,61.005,"P",78.483,"F",2.748
51.486,78.443,45.072,71.152,"Class2",89,59.832,"A",59.809,"S",75.908
53.208,12.526,65.893,64.452,"Class1",14,92.416,"M",10.254,"C",9.33
50.771,56.732,71.452,1.086,"Class5",83,76.782,"Q",60.082,"Z",NA
14.5,81.778,11.069,70.529,"Class2",87,81.363,"V",58.531,"V",54.908
94.163,44.59,46.269,47.258,"Class3",12,60.373,"F",1.894,"S",25.703
50.373,62.721,55.236,1.504,"Class5",83,76.533,NA,87.391,"A",39.52
92.272,46.606,39.098,75.251,"Class3",11,80.089,"F",1.898,"M",34.076
51.166,48.757,34.827,28.552,"Class1",29,81.484,"A",14.957,"C",10.284
68.273,90.512,45.316,81.652,"Class4",32,92.419,"P",43.363,"Q",39.763
93.659,45.516,45.533,52.126,"Class3",12,67.969,"A",1.696,"M",26.682
52.464,85.382,61.292,68.98,"Class2",93,66.233,"A",58.387,"P",24.924
92.531,45.731,49.996,52.814,"Class3",12,80.754,"P",1.53,"M",31.837
66.264,93.561,4.087,51.679,"Class4",17,75.811,"Y",40.201,"P",55.077
65.419,87.09,45.516,46.009,"Class4",43,76.481,"Y",58.173,"Q",53.019
59.478,85.271,12.441,56.374,"Class4",31,69.849,"D",49.314,"F",74.624
47.691,74.666,33.143,72.268,"Class2",61,81.299,"V",58.532,"V",29.422
90.027,46.553,43.567,67.961,"Class3",10,57.692,"F",1.772,"B",32.244
67.94,88.764,5.926,68.5,"Class4",28,60.044,"Q",83.064,"J",95.379
96.514,44.116,42.502,56.751,"Class3",12,47.483,"A",1.095,"X",31.752
52.907,78.383,21.443,59.726,"Class2",54,67.459,"V",54.899,"P",50.296
28.07,74.543,30.315,65.495,"Class2",60,59.974,"V",58.972,"V",77.555
44.078,73.126,11.876,72.874,"Class2",63,78.388,"H",58.297,"S",49.431
63.924,78.574,7.537,54.75,"Class4",32,74.179,"J",92.612,"F",7.514
51.41,55.941,39.789,2.014,"Class5",82,78.161,"L",76.47,"A",63.602
50.626,61.272,60.547,2.19,"Class5",82,78.228,"Q",79.101,"F",47.016
93.676,46.025,38.974,56.992,"Class3",10,65.192,"W",1.858,"S",30.465
93.89,45.309,50.64,44.122,"Class3",12,28.532,"Y",1.253,"X",25.901
52.206,25.976,93.362,46.312,"Class1",22,61.53,"A",22.192,"X",12.008
53.644,37.758,24.162,56.421,"Class1",26,82.263,"A",25.057,"F",12.71
52.166,90.325,59.905,56.895,"Class1",14,74.588,"A",13.449,"W",8.054
43.533,84.668,14.441,66.3,"Class2",57,75.767,"H",55.979,"W",29.518
61.631,86.365,49.809,66.187,"Class4",5,76.441,"Q",94.941,"P",61.297
46.679,86.894,67.379,64.346,"Class2",58,70.237,"A",56.387,"P",52.29
50.735,51.865,47.123,3.621,"Class5",83,77.842,"Q",61.709,"P",13.724
67.785,88.782,47.305,70.358,"Class2",73,72.974,"Y",51.96,"S",37.287
62.553,85.483,48.119,70.526,"Class2",83,79.343,"Y",51.185,"V",44.516
92.72,44.307,45.819,61.675,"Class3",12,59.494,"F",1.365,"V",27.24
45.48,79.115,59.596,74.255,"Class2",77,84.71,"L",53.227,"S",67.649
59.541,90.62,23.239,44.095,"Class4",30,62.95,"P",86.414,"F",58.038
63.087,92.733,5.495,-7.161,"Class4",17,66.225,"P",70.01,"F",54.132
50.443,78.494,48.523,67.901,"Class2",70,76.905,"Y",59.46,"A",61.295
50.768,55.721,27.164,2.14,"Class5",83,80.37,"W",66.298,"Z",63.648
53.394,28.712,71.242,100.582,"Class1",21,59.616,"P",12.165,"W",2.346
89.745,44.282,52.686,44.529,"Class3",11,50.162,"W",1.814,"B",24.453
49.993,85.79,56.081,66.549,"Class2",54,87.395,"A",58.184,"A",39.695
56.99,55.053,17.066,55.439,"Class1",24,73.439,"A",10.511,"W",8.756
95.819,46.768,44.021,42.133,"Class3",12,85.01,"P",1.301,"X",30.681
51.954,61.578,82.781,1.813,"Class5",82,80.172,"L",82.96,"I",46.298
33.269,85.67,17.724,68.181,"Class2",89,62.58,"L",58.122,"W",75.267
51.541,55.904,62.208,1.649,"Class5",83,79.1,"P",60.22,"F",54.494
91.311,45.514,37.007,48.36,"Class3",11,48.815,"A",1.148,"X",27.172
90.09,46.952,57.005,38.979,"Class3",11,-10.337,"A",1.808,"B",30.01
63.324,76.28,17.266,68.941,"Class2",91,75.299,"Y",58.255,"P",13.907
51.276,70.541,36.983,2.479,"Class5",82,79.569,"J",75.402,"I",35.074
59.318,91.793,61.954,38.076,"Class4",4,63.07,"Y",56.449,"F",69.441
50.741,73.133,36.238,1.841,"Class5",82,77.994,"Q",82.59,"F",32.043
55.505,24.924,81.445,39.823,"Class1",32,99.042,"V",9.36,"C",8.105
36.926,84.397,65.407,63.943,"Class2",82,60.685,"V",55.644,"A",37.551
50.805,58.301,36.904,1.683,"Class5",83,74.034,"Q",84.653,"F",33.58
63.811,75.653,33.555,89.517,"Class4",12,63.663,"P",39.848,"P",72.375
50.377,50.017,50.532,1.808,"Class5",83,80.709,"J",75.922,"A",41.225
40.836,82.042,40.535,72.105,"Class2",73,67.663,"V",59.885,"P",49.536
62.511,81.288,9.649,32.93,"Class4",7,70.362,"Y",64.904,"J",33.103
66.005,77.454,16.058,43.847,"Class4",11,51.546,"P",74.176,"P",76.99
68.784,93.661,6.827,74.243,"Class4",39,73.937,"P",42.281,"U",116.253
94.145,45.24,56.993,49.124,"Class3",11,74.348,"Y",1.194,"X",23.347
41.992,77.595,29.602,71.512,"Class2",92,85.778,"Y",53.135,"W",51.875
16.932,75.057,57.285,65.975,"Class2",75,79.41,NA,56.456,"S",67.143
50.733,70.969,55.098,2.293,"Class5",82,79.678,"J",59.222,"Z",66.004
90.933,45.798,52.55,52.457,"Class3",11,70.04,"A",1.159,"S",25.367
87.852,46.943,41.992,53.305,"Class3",12,74.705,"Y",1.799,"S",29.567
90.572,45.651,31.66,39.341,"Class3",12,109.944,"F",1.943,"S",20.455
51.64,62.994,85.048,2.01,"Class5",83,80.46,"L",67.515,"A",31.26
18.369,75.244,15.853,70.217,"Class2",94,67.865,"A",53.22,"W",NA
64.374,82.117,20.372,52.711,"Class4",11,81.877,"J",96.898,"U",68.585
62.44,91.509,34.323,35.993,"Class4",28,71.251,"D",70.538,"J",49.294
29.788,87.425,8.862,64.104,"Class2",55,61.425,"Y",57.032,"A",40.474
94.036,46.344,40.462,32.916,"Class3",12,56.53,NA,1.799,"M",25.792
66.088,85.636,33.336,63.445,"Class4",32,67.859,"P",82.174,"F",36.117
33.566,77.129,37.022,69.502,"Class2",79,66.499,"A",51.34,"A",35.21
37.646,75.226,46.836,73.754,"Class2",70,84.607,"L",53.789,"P",64.961
89.743,45.91,49.364,45.186,"Class3",12,62.367,"P",1.495,"V",27.004
54.241,66.018,42.91,45.747,"Class1",9,91.721,"V",19.554,"X",11.587
61.968,72.739,33.84,68.032,"Class2",80,62.612,"V",58.385,"P",48.519
67.276,78.695,41.695,44.126,"Class4",15,71.393,"P",44.747,"P",79.453
59.447,87.468,33.043,18.288,"Class4",45,63.279,"Y",40.795,"U",35.887
62.073,75.234,15.997,56.254,"Class4",39,68.704,NA,76.13,"J",77.128
33.975,82.952,14.799,65.128,"Class2",60,79.517,"H",55.172,"S",NA
54.776,53.639,19.667,43.986,"Class1",14,71.094,"M",12.896,"F",4.882
93.252,45.328,36.888,53.031,"Class3",10,76.142,"A",1.206,"S",27.199
51.041,62.524,57.315,1.687,"Class5",82,80.566,"P",71.313,"I",57.571
91.29,45.126,33.288,52.983,"Class3",10,31.815,"P",1.635,"M",22.388
51.292,57.662,79.548,1.37,"Class5",82,81.013,"J",64.228,"A",53.98
89.121,45.439,58.946,47.337,"Class3",12,50.965,"W",1.803,"S",NA
50.824,57.269,37.402,2.773,"Class5",82,77.592,"Q",83.8,"Z",14.646
50.983,51.937,41.194,1.343,"Class5",83,77.559,"L",75.563,"Z",30.253
51.043,70.463,76.409,1.892,"Class5",83,79.048,"Q",75.3,"I",50.87
51.998,56.962,64.182,1.752,"Class5",83,86.222,"L",77.559,"F",52.153
90.782,44.586,38.046,49.147,"Class3",12,58.955,"W",1.071,"V",30.189
51.064,71.282,56.123,2.189,"Class5",82,81.529,"W",90.708,"I",61.707
41.322,82.553,58.777,69.444,"Class2",65,93.951,"V",56.644,"W",14.654
51.375,40.99,49.043,40.722,"Class1",9,60.771,"A",21.402,"F",16.036
39.349,78.863,16.562,67.43,"Class2",90,72.443,"V",54.771,"V",76.633
61.056,80.393,19.954,68.229,"Class2",69,51.538,"H",53.644,"V",73.98
92.386,46.478,32.846,57.641,"Class3",10,53.21,"Y",1.086,"M",21.023
51.042,72.225,58.557,2.124,"Class5",82,83.248,"J",72.283,"A",73.156
93.321,45.815,33.586,43.719,"Class3",12,80.719,"Y",1.495,"S",19.074
42.464,73.918,20.987,72.414,"Class2",65,65.001,"V",54.191,"S",NA
48.419,81.559,39.714,68.804,"Class2",90,80.978,NA,57.204,"S",68.163
57.805,90.3,58.02,59.039,"Class4",28,68.211,"Q",88.802,"U",55.872
51.483,81.44,22.92,64.988,"Class2",79,94.426,"A",54.873,"V",63.482
89.968,45.831,35.715,55.056,"Class3",11,61.02,"P",1.285,"B",17.758
58.691,77.603,33.52,73.626,"Class2",97,78.522,"V",55.318,"A",89.122
48.042,84.16,52.76,65.18,"Class2",56,72.447,"H",51.498,"S",64.032
90.549,45.818,58.95,58.813,"Class3",11,69.263,"F",1.206,"S",20.647
52.575,57.051,56.178,35.212,"Class1",26,82.092,"M",14.03,"X",9.826
50.782,74.663,71.291,1.312,"Class5",83,82.539,"W",65.313,"A",66.953
54.005,54.09,28.785,37.913,"Class1",12,70.154,"V",16.147,"W",12.515
64.224,77.825,51.902,57.468,"Class4",14,77.583,"D",79.921,"F",42.719
64.298,76.454,16.612,40.789,"Class4",13,80.771,"D",52.819,"P",23.775
52.706,85.983,80.809,49.52,"Class1",14,78.942,NA,11.229,"W",13.423
65.966,81.743,31.97,74.234,"Class4",16,67.835,"D",82.959,"F",54.438
93.599,44.11,31.606,50.92,"Class3",11,43.145,"F",1.714,"X",33.303
49.191,19.475,55.122,53.192,"Class1",17,49.959,"A",24.495,"W",10.605
91.876,46.878,58.208,62.523,"Class3",12,86.369,"Y",1.043,"S",23.27
50.216,52.689,38.952,2.994,"Class5",83,78.122,"L",64.32,"F",10.956
46.745,85.349,7.209,71.243,"Class2",64,64.534,NA,59.109,"W",57.247
57.533,78.421,22.522,72.863,"Class2",64,85.225,"H",52.905,"V",55.733
64.101,85.734,33.001,28.481,"Class4",46,88.527,"P",78.271,"F",89.022
42.084,73.41,51.751,65.779,"Class2",96,69.695,NA,57.79,"S",110.206
89.921,45.715,34.031,40.134,"Class3",10,74.309,"F",1.458,"M",32.575
61.031,78.961,62.433,1.804,"Class4",31,82.531,"Y",64.01,"F",78.143
90.681,46.059,55.714,58.745,"Class3",11,58.597,"Y",1.279,"M",34.778
50.963,72.966,74.424,3.415,"Class5",82,77.115,"Q",69.834,"F",2.258
51.225,54.525,35.386,1.574,"Class5",82,80.547,"P",90.559,"A",10.445
50.777,33.78,67.026,44.722,"Class1",29,64.666,"P",21.338,"C",13.119
68.387,79.824,12.2,46.79,"Class4",13,87.395,"D",66.195,"U",61.333
53.178,25.798,14.305,46.08,"Class1",14,84.429,"V",17.896,"F",10.777
59.054,38.279,91.386,49.645,"Class1",10,96.545,"M",22.839,"B",10.594
45.923,74.872,12.814,64.251,"Class2",70,86.181,"H",56.009,"V",24.812
65.038,79.072,20.125,41.327,"Class4",21,97.463,"D",61.855,"U",20.363
50.475,72.579,39.87,1.762,"Class5",82,76.879,"L",79.637,"I",56.465
60.619,82.213,4.179,39.315,"Class4",36,68.389,"Y",79.773,"F",54.36
40.673,78.927,39.212,74.533,"Class2",82,87.8,"H",53.23,"W",50.07
58.042,72.632,16.342,67.022,"Class2",75,88.865,"L",52.253,"P",76.601
34.872,78.22,34.893,63.459,"Class2",75,75.64,"A",54.682,"W",36.182
51.348,40.125,8.279,56.474,"Class1",21,90.235,"U",20.385,"W",18.105
91.395,46.852,34.911,40.782,"Class3",12,74.6,"W",1.909,"M",21.261
93.968,44.215,56.528,51.763,"Class3",10,60.435,"W",1.934,"V",25.914
66.176,86.781,28.78,80.193,"Class4",14,69.56,"P",54.663,"Q",33.635
13.443,72.848,48.364,68.486,"Class2",69,70.172,"A",54.524,"P",82.339
