"Output10","CES1","DTC2","VDM3","KMC4","NVK5","TXO6","JMA7","RYZ8","ECP9","GJD10","MQI11","AQX12"
"Class3",87.165,"C","J",13.158,45.628,28.972,54.62,57,79.384,30.571,56.286,69
"Class2",86.121,"Y","A",11.208,24.902,43.212,87.873,79,63.261,54.448,53.901,43
"Class5",82.914,"K","Y",18.025,49.578,72.826,48.105,10,83.358,64.163,42.637,55
"Class3",84.12,"K","L",15.306,54.327,49.407,54.034,56,83.006,31.942,59.123,69
"Class2",76.786,"J","A",8.716,36.864,16.758,87.1,79,75.045,46.986,44.226,26
"Class5",74.225,"N","E",17.212,53.068,68.627,52.709,12,56.089,59.172,36.744,73
"Class4",78.881,"L","Y",32.243,15.635,37.488,88.075,7,72.81,41.239,45.855,23
"Class3",86.222,"C","J",14.982,44.405,32.34,58.573,82,83.368,19.598,51.775,70
"Class1",98.363,"L","X",31.471,103.261,69.819,26.01,60,40.803,65.316,50.167,29
"Class3",94.077,"F","I",14.162,44.356,45.753,33.916,23,83.611,54.416,49.194,73
"Class3",77.177,"K","J",14.02,48.173,27.505,41.984,24,83.124,45.531,56.352,69
"Class1",99.386,"L","X",32.327,60.143,62.354,51.079,62,37.688,26.263,53.245,28
"Class2",85.321,"J","Z",26.2,28.091,22.76,87.533,54,70.351,20.169,49.16,17
"Class2",75.108,"J","Z",15.817,23.473,26.237,86.934,44,54.698,20.904,47.867,44
"Class4",70.663,"V","C",32.271,22.923,38.342,87.469,24,77.78,24.692,35.932,44
"Class1",76.382,"T","P",33.796,95.207,69.438,68.331,56,40.288,72.134,36.6,26
"Class3",77.409,"P","J",14.742,49.379,37.615,49.542,41,82.887,25.692,53.99,71
"Class2",83.389,"A","P",1.688,2.386,20.126,86.799,92,56.071,29.063,45.96,16
"Class3",86.67,"F","N",14.157,47.088,27.747,8.007,20,80.061,25.939,55.466,73
"Class3",82.587,"K","C",15.95,41.236,39.683,43.053,44,80.886,37.517,51.602,72
"Class4",75.529,"V","G",38.569,9.535,42.983,86.412,22,70.869,37.646,46.297,27
"Class4",76.275,"K","S",46.353,25.518,36.513,84.118,8,62.683,8.707,42.388,62
"Class5",74.001,"O","D",22.273,22.437,72.185,51.332,10,83.93,73.064,1.295,67
"Class5",92.014,"S","I",16.98,29.613,81.769,59.369,11,77.788,67.692,41.826,56
"Class4",79.94,"U","Y",41.011,26.322,36.355,86.163,16,52.639,11.724,43.425,72
"Class3",97.15,"K","N",15.27,41.829,31.421,-0.65,56,80.274,25.652,NA,70
"Class3",76.432,"K","N",15.281,32.743,50.429,18.56,75,81.605,19,46.948,70
"Class4",70.634,"V","D",4.952,11.986,35.946,84.395,14,76.167,33.147,39.208,37
"Class4",76.796,"K","Y",18.627,3.934,38.198,91.194,16,70.626,42.761,48.282,63
"Class3",55.96,"P","L",14.364,59.456,40.924,58.807,82,83.825,19.646,63.037,73
"Class3",52.122,"R","N",14.444,41.42,57.254,62.967,61,83.495,59.228,50,69
"Class5",62.478,"N","E",23.506,50.45,64.719,49.984,12,70.996,71.265,5.63,70
"Class2",85.73,"K","P",23.994,36.142,20.029,87.517,73,61.92,46.106,42.49,19
"Class3",56.929,"K","N",15.816,55.508,30.318,-1.913,23,83.747,47.573,59.399,72
"Class3",86.921,"R","L",13.09,50.038,36.887,73.607,63,81.275,31.227,50.086,72
"Class4",72.291,"L","C",48.918,11.459,42.707,86.737,15,48.721,45.75,45.625,12
"Class3",90.843,"F","J",14.986,49.119,37.226,-12.361,73,80.586,16.087,50.663,71
"Class3",56.545,"R","C",13.783,40.265,39.165,-4.29,69,82.156,46.59,49.157,73
"Class1",76.853,"P","C",33.45,75.656,80.707,86.633,63,34.975,43.669,47.521,89
"Class2",79.968,"A","Z",18.038,NA,73.63,86.94,36,70.096,35.899,49.945,20
"Class4",79.785,"L","G",15.955,16.061,37.638,87.073,7,53.455,35.639,48.414,16
"Class5",74.11,"O","Y",34.738,85.848,70.053,43.604,12,59.103,54.788,56.526,55
"Class1",78.599,"L","R",33.514,65.819,65.085,41.558,59,40.847,45.291,45.7,88
"Class3",76.442,"K","I",15.275,54.817,52.418,25.271,37,82.422,59.166,60.954,68
"Class4",78.717,"Q","G",29.971,8.809,41.018,84.397,4,79.577,28.544,45.955,24
"Class2",81.566,"I","Q",19.228,47.685,43.495,87.871,51,76.706,70.538,42.231,41
"Class5",86.969,"O","I",14.708,37.724,81.705,52.195,10,77.544,67.844,30.347,66
"Class4",75.788,"U","S",34.117,8.171,39.474,93.355,10,88.277,16.741,45.883,28
"Class3",92.64,"K","L",13.764,54.478,51.336,-0.1,47,79.407,14.325,55.686,68
"Class5",62.737,"S","Q",23.721,59.164,69.26,55.41,11,50.278,52.24,29.404,60
"Class5",57.824,"S","E",16.93,28.136,76.343,52.677,12,45.62,74.026,58.793,52
"Class3",61.785,"F","L",13.634,47.074,39.408,55.114,70,79.603,34.081,57.62,71
"Class5",89.234,"A","E",26.282,60.245,74.414,59.154,12,68.786,63.736,47.935,62
"Class2",74.622,"Y","P",20.918,23.876,17.395,87.551,37,75.309,58.123,47.489,34
"Class1",91.823,"P","C",33.084,75.489,69.705,57.851,67,39.12,50.356,47.318,55
"Class4",75.782,"Q","D",38.768,21.326,36.626,80.043,16,73.912,14.682,42.354,75
"Class5",61.894,"N","Y",31.032,34.503,69.754,38.861,11,75.741,52.184,30.232,76
"Class5",91.625,"A","E",22.592,72.823,70.536,53.623,10,85.304,52.814,22.854,61
"Class1",90.72,"X","P",32.959,104.043,54.08,59.199,66,32.505,48.417,46.549,96
"Class5",60.579,"O","E",30.3,7.746,78.583,48.498,10,91.592,63.133,22.894,55
"Class2",82.543,"I","A",11.882,14.644,45.941,87.069,45,71.091,35.38,51.73,16
"Class4",74.675,"L","C",33.107,9.627,35.849,92.421,21,64.137,38.732,39.276,33
"Class2",75.447,"Y","A",10.817,31.571,27.807,87.645,87,62.644,62.377,59.404,33
"Class3",97.433,"C","N",14.224,51.707,47.537,24.827,50,82.004,53.052,NA,73
"Class5",64.595,"S","I",21.28,57.979,78.516,56.509,10,61.197,61.669,52.899,79
"Class1",83.423,"L","C",33.364,80.063,60.949,77.664,64,34.055,73.291,53.061,77
"Class4",73.955,"L","G",36.266,17.842,43.521,89.184,18,89.744,48.265,49.267,50
"Class3",71.303,"P","C",14.609,41.607,44.48,55.28,70,79.71,16.328,52.664,71
"Class5",61.071,"S","Q",21.875,19.014,64.402,59.061,11,70.03,66.731,34.286,63
"Class4",74.065,"U","S",31.883,22.275,42.569,79.837,23,52.664,6.728,46.667,12
"Class5",89.239,"K","E",4.125,24.363,57.874,47.342,12,69.479,66.927,33.52,59
"Class1",83.927,"X","X",33.302,88.07,77.622,80.042,67,39.199,28.568,35.047,33
"Class5",80.209,"A","D",16.92,44.715,62.996,53.943,12,83.023,69.463,26.687,79
"Class3",91.261,"K","I",15.506,49.143,40.143,24.543,34,83.912,13.586,51.812,71
"Class1",91.651,"X","P",32.056,65.37,75.464,126.329,62,34.315,25.028,37.195,68
"Class2",88.428,"J","P",14.014,21.987,21.004,87.177,32,74.371,37.256,50.486,41
"Class3",87.48,"P","C",14.515,51.012,27.558,28.164,81,81.282,32.891,57.231,69
"Class3",66.556,"F","C",14.848,32.351,38.391,-4.678,28,80.362,36.072,44.96,69
"Class4",76.757,"Q","G",15.272,7.777,35.875,81.67,7,71.8,33.243,41.736,72
"Class2",87.227,"Y","Z",13.733,31.063,59.228,87.552,68,53.737,40.638,58.995,27
"Class3",99.611,"P","I",14.242,52.545,37.828,52.453,25,82.253,19.977,50.874,73
"Class2",78.201,"K","Z",20.935,29.662,17.601,87.266,88,60.496,25.559,45.726,21
"Class5",73.846,"O","Y",16.953,9.006,81.664,52.719,10,59.867,63.2,43.982,64
"Class1",89.64,"L","U",33.389,52.297,69.104,23.205,64,35.414,50.545,42.44,78
"Class3",87.699,"P","L",14.371,45.742,29.168,37.523,20,79.105,39.928,49.76,69
"Class1",88.82,"X","C",34.587,69.818,54.187,55.598,61,32.803,34.571,42.459,50
"Class5",62.819,"K","Q",21.654,58.075,62.438,56.449,11,61.561,57.702,47.243,59
"Class5",73.309,"A","D",18.529,-6.788,69.387,39.21,10,63.068,54.328,24.399,53
"Class3",59.016,"F","N",14.231,35.078,30.146,59.336,26,79.813,28.474,55.127,69
"Class5",70.158,"N","Y",11.389,-27.387,60.059,54.563,11,75.815,65.61,31.919,68
"Class2",87.846,"K","C",17.229,6.222,78.003,87.443,73,54.088,73.861,45.697,19
"Class2",74.768,"K","Q",3.755,32.701,65.112,87.14,32,61.235,65.275,48.811,35
"Class3",52.299,"C","L",14.131,37.567,54.225,40.282,76,81.564,29.101,53.724,70
"Class1",88.209,"T","C",32.394,77.11,70.423,36.118,64,38.211,39.01,49.027,53
"Class1",82.245,"H","P",32.02,90.41,56.401,78.036,57,39.587,75.352,46.732,40
"Class1",80.479,"H","R",33.728,60.609,67.732,-9.999,62,37.344,74.792,46.826,39
"Class5",62.946,"K","I",23.213,81.97,68.945,52.093,10,53.503,59.949,NA,58
"Class4",72.393,"V","C",35.65,22.776,41.799,84.75,17,70.223,16.343,48.636,20
"Class1",95.925,"L","P",33.111,86.869,61.632,-10.606,64,35.655,24.254,43.872,52
"Class3",62.706,"C","J",15.041,54.214,46.904,42.094,62,82.19,15.955,50.007,70
"Class1",95.076,"L","C",32.222,110.323,85.17,22.379,61,39.503,78.628,44.443,86
"Class2",88.759,"A","C",5.472,29.323,53.943,87.281,91,62.432,32.247,51.063,43
"Class4",76.644,"K","D",42.647,15.429,36.85,88.614,25,81.2,39.553,46.021,32
"Class3",71.49,"R","I",15.822,48.343,44.115,54.08,72,82.346,31.446,58.573,72
"Class4",79.853,"Q","G",52.26,11.022,41.984,85.536,2,53.389,21.444,50.153,74
"Class1",95.209,"L","P",32.917,68.996,75.1,4.818,56,35.458,30.09,40.693,74
"Class5",67.655,"S","E",22.213,29.025,85.523,55.79,11,83.449,72.871,45.108,53
"Class2",74.872,"I","C",24.347,37.311,66.066,87.228,44,62.259,66.201,50.233,18
"Class5",59.582,"O","I",31.791,37.004,84.596,47.167,10,96.269,56.003,64.65,65
"Class3",86.9,"K","I",14.557,42.808,48.69,52.301,72,80.827,43,51.638,72
"Class3",51.39,"R","J",13.401,59.866,47.749,47.47,73,79.001,29.318,58.167,68
"Class2",79.991,"I","Z",7.495,1.902,68.11,87.935,64,58.042,22.44,40.809,35
"Class3",74.746,"C","J",14.288,42.958,38.861,48.067,29,80.543,42.828,62.576,68
"Class3",85.314,"F","N",14.462,44.437,50.223,32.334,52,82.886,21.39,52.38,73
"Class1",74.542,"T","P",34.718,72.99,58.043,54.064,66,33.613,73.316,36.162,67
"Class4",78.162,"U","G",17.584,8.136,42.806,87.158,20,82.507,39.215,47.37,50
"Class2",87.673,"Y","C",10.646,35.462,58.134,86.871,50,72.472,69.993,39.118,31
"Class4",77.607,"Q","Y",47.646,8.86,43.371,94.219,20,81.753,16.471,46.486,27
"Class5",84.087,"A","I",23.577,41.485,57.641,45.494,11,96.382,52.826,31.188,79
"Class2",82.387,"A","P",6.066,21.667,23.462,87.724,89,70.821,59.991,46.934,16
"Class3",67.343,"F","L",14.523,56.613,35.515,23.762,74,81.658,42.847,56.911,73
"Class4",76.918,"K","Y",61.958,30.086,36.992,83.462,9,68.727,27.018,39.395,75
"Class5",70.967,"A","E",15.377,61.165,57.472,51.614,10,44.498,64.856,26.093,60
"Class4",69.854,"V","G",23.329,7.793,37.476,90.445,25,65.23,45.822,41.979,61
"Class3",88.865,"C","N",14.43,46.707,54.747,-13.564,62,81.163,46.056,45.938,69
"Class2",87.042,"J","C",14.952,35.985,48.284,87.46,92,70.246,57.144,49.061,16
"Class1",81.184,"T","R",33.743,93.528,67.353,-14.257,55,35.301,41.367,44.329,28
"Class2",80.887,"I","P",21.645,10.712,24.692,87.417,59,59.113,25.333,52.098,24
"Class5",69.626,"O","Q",15.623,28.339,85.051,54.694,10,70.609,62.893,9.045,73
"Class1",95.085,"H","C",31.862,47.446,51.96,65.346,57,32.894,42.358,56.018,85
"Class2",74.553,"K","Z",28.79,17.536,72.844,87.728,39,56.107,21.082,48.849,39
"Class4",74.325,"Q","D",20.2,NA,38.129,89.071,22,49.208,44.502,46.303,18
"Class5",60.731,"N","D",16.955,80.763,68.084,46.669,10,95.076,55.629,39.453,63
"Class1",95.315,"X","R",33.649,81.314,77.14,21.908,65,38.477,37.625,50.351,84
"Class4",71.939,"K","D",32.288,6.962,41.445,79.501,23,75.405,14.14,35.734,39
"Class2",74.659,"Y","Z",13.995,36.905,49.978,87.421,47,62.214,22.961,38.941,21
"Class4",79.185,"K","Y",27.688,23.436,42.084,84.729,3,51.18,31.286,45.191,11
"Class3",86.571,"P","I",13.695,52.014,37.979,19.071,48,80.344,17.118,59.03,71
"Class1",77.711,"H","X",33.75,50.751,52.694,49.499,64,40.491,39.967,44.537,27
"Class5",83.792,"O","E",24.976,16.74,80.181,53.504,10,94.699,71.005,21.356,64
"Class3",74.516,"R","J",15.02,45.304,46.562,3.479,77,82.448,44.27,51.272,72
"Class1",74.819,"T","P",33.164,46.901,81.286,55.984,59,37.847,47.75,40.591,40
"Class1",75.06,"L","C",32.333,68.531,60.05,55.756,61,33.635,55.795,43.245,75
"Class5",71.612,"K","Q",21.994,47.583,73.169,55.644,12,75.741,76.028,46.08,78
"Class5",61.391,"A","D",28.953,NA,80.147,48.612,11,60.539,75.05,24.6,60
"Class2",78.049,"A","P",13.305,49.426,28.15,87.153,32,74.127,45.465,28.553,27
"Class1",98.065,"P","R",33.173,72.551,57.997,41.698,54,36.439,62.643,50.699,59
"Class4",72.155,"U","S",39.419,12.258,39.602,87.983,25,49.457,33.799,40.158,27
"Class3",66.185,"K","L",15.288,50.857,33.619,57.374,27,80.457,33.129,61.325,68
"Class4",77.561,"Q","S",47.733,11.114,42.432,83.987,15,82.697,28.488,41.781,76
"Class2",75.018,"J","Q",14.749,NA,75.994,87.31,51,68.873,47.854,NA,17
"Class2",86.016,"A","C",23.822,2.113,70.659,88.345,51,60.637,58.851,41.445,24
"Class3",73.154,"F","I",15.356,42.128,31.115,45.517,31,83.107,60.747,53.109,69
"Class1",76.919,"X","U",33.75,77.993,57.435,-20.307,53,36.078,69.07,38.095,85
"Class1",91.183,"H","P",33.072,73.897,69.467,25.43,66,32.072,59.269,47.257,65
"Class4",70.627,"K","G",25.678,7.961,39.959,90.698,8,53.528,12.092,38.055,25
"Class4",73.696,"L","D",33.973,0.808,41.29,81.64,6,84.353,30.085,39.76,21
"Class3",94.982,"F","C",15.55,46.952,29.037,30.71,72,81.15,56.875,60.597,68
"Class5",70.596,"N","Y",17.313,44.277,70.028,52.366,12,66.009,64.582,25.527,78
"Class3",69.751,"K","C",13.473,35.329,29.946,22.501,70,79.206,16.035,54.025,69
"Class5",66.669,"A","E",25.062,43.719,71.485,41.656,11,89.213,54.089,44.844,53
"Class4",76.871,"K","Y",26.657,15.893,35.132,86.473,1,67.435,33.431,42.249,28
"Class2",84.052,"A","C",13.88,33.999,22.744,87.442,71,66.66,21.85,41.218,35
"Class1",73.962,"H","X",33.698,46.811,85.162,50.857,55,34.665,27.442,37.508,40
"Class1",85.289,"H","P",33.24,68.618,71.733,34.06,65,39.027,62.295,45.542,87
"Class3",75.501,"K","C",14.55,55.318,43.581,8.305,53,79.832,59.879,54.212,72
"Class2",79.081,"A","Z",43.302,27.014,40.04,87.341,46,60.4,23.644,53.916,35
"Class2",75.607,"A","A",4.114,12.811,19.408,87.696,28,68.257,45.978,47.04,41
"Class4",78.695,"Q","S",31.27,20.901,39.426,94.506,25,49.855,18.518,39.834,73
"Class4",71.698,"U","D",51.659,17.211,41.015,89.772,9,75.424,18.175,41.308,77
"Class5",81.413,"A","E",23.227,24.076,70.949,52.185,11,58.709,67.643,20.478,70
"Class4",77.308,"L","S",34.858,21.692,38.181,83.457,26,62.035,16.401,51.309,70
"Class1",90.401,"P","P",33.559,51.957,82.051,51.551,52,35.914,75.761,41.297,64
"Class1",88.003,"X","P",34.218,52.289,73.584,67.174,54,37.937,32.223,30.702,55
"Class3",59.48,"P","L",15.185,53.724,55.878,8.156,39,80.77,35.934,53.521,70
"Class2",80.337,"A","Q",1.458,16.222,48.595,87.63,88,69.993,42.401,41.201,19
"Class1",76.275,"P","R",32.499,67.135,57.337,8.568,58,37.127,78.606,42.801,75
"Class5",57.179,"S","Y",22.85,5.884,70.444,49.665,10,70.696,64.746,38.629,62
"Class3",72.816,"R","N",15.087,54.754,54.323,78.358,65,83.116,54.753,55.95,68
"Class1",98.643,"T","X",33.859,63.188,51.351,26.093,56,37.657,26.638,36.7,59
"Class4",78.821,"K","D",22.533,25.452,43.728,90.481,24,54.102,15.863,45.815,71
"Class4",77.271,"K","Y",27.782,13.62,38.094,84.238,18,70.35,14.988,43.816,16
"Class3",75.357,"C","J",14.065,42.079,29.919,-7.731,27,82.375,19.446,NA,71
"Class3",77.547,"F","L",13.835,52.102,51.792,46.268,29,80.558,22.341,47.452,73
"Class4",71.256,"K","S",28.626,18.037,41.058,83.503,18,57.025,9.229,39.474,31
"Class2",83.68,"A","Q",22.214,45.543,43.148,87.539,30,70.846,24.112,57.042,18
"Class1",93.519,"L","P",34.051,NA,83.48,-4.148,60,34.948,58.136,38.146,67
"Class4",73.686,"U","C",37.624,23.189,42.755,96.244,15,69.828,47.134,45.141,12
"Class3",54.102,"C","C",15.881,45.926,56.985,45.716,33,79.63,59.669,51.645,70
"Class4",74.868,"L","C",41.103,10.203,43.699,84.686,17,80.247,41.479,51.797,11
"Class2",81.057,"I","P",25.093,26.15,48.276,87.05,84,54.113,59.977,50.741,31
"Class4",72.438,"K","G",62.096,8.391,41.949,87.285,21,63.373,21.397,41.255,49
"Class4",80.834,"U","C",22.656,10.635,42.535,88.113,16,70.264,24.356,42.019,33
"Class2",74.824,"K","P",15.163,15.872,75.304,87.156,92,57.905,31.134,52.757,25
"Class2",77.117,"Y","A",19.119,27.044,38.311,87.554,38,63.704,52.847,48.077,16
"Class2",86.906,"I","Z",22.049,26.94,39.169,87.889,85,66.267,29.02,43.459,39
"Class2",83.953,"A","Z",16.03,43.464,44.727,86.992,46,53.335,36.132,42.797,36
"Class1",92.539,"L","P",31.913,38.99,54.359,38.861,63,38.357,68.245,50.298,32
"Class4",78.367,"U","S",31.833,7.831,41.516,87.656,4,63.955,25.206,43.279,22
"Class4",74.626,"Q","G",10.06,27.683,35.766,86.89,17,85.554,45.705,49.235,34
"Class2",83.104,"A","Q",18.611,43.857,51.336,87.896,86,62.809,40.656,44.881,26
"Class2",87.099,"K","Q",11.308,38.126,29.877,87.216,41,59.52,34.566,54.769,31
"Class2",85.37,"A","P",14.773,13.81,66.377,86.98,87,53.937,71.712,39.796,23
"Class2",78.338,"K","P",7.193,25.721,49.778,87.421,38,56.076,70.897,48.603,44
"Class1",88.537,"T","R",33.559,63.256,65.359,0.288,63,33.916,57.668,44.753,76
"Class3",64.169,"P","C",13.273,52.676,55.86,24.701,38,82.031,53.709,57.905,69
"Class3",80.443,"R","J",15.088,46.936,28.896,28.093,40,82.117,40.337,54.891,71
"Class4",75.774,"L","G",32.47,38.882,36.591,88.954,22,80.931,25.751,49.684,66
"Class3",79.274,"F","I",14.1,50.142,28.556,59.698,23,79.44,37.928,53.185,72
"Class5",88.961,"O","D",25.733,19.89,58.335,49.159,12,73.046,55.976,41.045,71
"Class1",95.959,"P","R",33.342,50.688,72.578,80.848,57,33.026,41.754,38.703,56
"Class3",64.348,"F","N",14.937,40.384,46.903,30.346,28,81.41,15.057,59.597,69
"Class3",70.773,"C","C",14.076,44.386,33.227,66.258,52,82.404,57.594,60.496,70
"Class1",97.672,"L","P",32.652,80.286,72.868,67.09,63,34.982,72.768,NA,80
"Class1",99.361,"X","P",32.846,40.068,60.537,98.3,62,35.313,43.136,38.357,40
"Class5",61.592,"O","I",18.698,27.748,78.78,54.21,10,94.164,72.343,42.499,53
"Class3",78.951,"F","L",14.747,36.009,44.473,38.014,27,81.528,61.173,56.272,73
"Class2",77.034,"J","A",28.719,49.911,25.322,87.768,27,69.711,45.844,36.242,30
"Class5",92.28,"A","E",21.974,30.459,69.318,51.318,12,64.208,53.126,57.351,64
"Class5",78.443,"O","D",22.543,47.316,67.316,53.544,12,57.522,58.359,32.049,62
"Class5",96.231,"K","E",16.727,22.705,67.959,54.975,11,78.565,68.519,27.578,60
"Class5",70.797,"A","E",20.968,NA,75.595,51.362,11,90.045,55.377,36.468,74
"Class1",97.405,"H","R",33.49,59.282,73.148,93.212,52,36.844,66.52,55.239,42
"Class3",77.784,"C","L",15.608,40.121,46.565,56.227,64,79.792,26.096,56.003,72
"Class2",79.376,"J","Q",28.626,24.69,50.802,87.388,39,64.775,61.541,37.938,34
"Class3",97.687,"P","N",14.2,55.322,40.284,46.416,20,80.666,37.295,53.1,68
"Class3",52.745,"R","N",14.099,46.255,30.244,47.61,78,82.257,41.727,51.769,71
"Class2",79.214,"K","A",26.777,14.928,73.508,87.87,83,61.796,25.867,55.012,26
"Class4",75.045,"V","Y",18.874,20.602,38.928,89.849,3,55.676,27.95,NA,61
"Class4",70.562,"V","C",15.487,9.887,35.86,92.535,5,87.102,9.921,49.064,44
"Class4",79.012,"L","Y",39.063,NA,42.255,83.71,7,70.232,26.025,40.296,62
"Class1",76.104,"X","P",32.83,61.733,86.401,-0.734,52,38.449,64.54,48.283,55
"Class5",65.388,"K","D",28.959,36.086,61.588,48.843,12,64.529,52.329,29.523,66
"Class3",71.423,"C","I",15.696,46.619,49.597,-8.14,54,80.302,60.349,49.645,69
"Class2",76.541,"K","A",7.515,-2.88,33.053,87.674,35,73.695,22.376,53.153,33
"Class5",68.428,"A","E",32.37,46.84,65.886,47.365,12,56.888,72.342,NA,59
"Class2",87.558,"I","C",4.928,39.115,38.296,87.316,58,69.892,49.942,34.368,23
"Class1",86.776,"P","U",33.414,60.989,58.753,43.853,66,32.968,71.283,51.216,66
"Class1",74.678,"T","U",33.021,57.786,57.009,23.443,52,35.519,71.27,56.108,92
"Class5",78.241,"O","Q",10.753,20.1,82.088,50.545,12,69.951,75.03,44.31,67
"Class4",70.125,"L","S",8.039,9.645,38.541,90.514,3,48.695,50.924,37.908,74
"Class4",70.768,"U","G",28.316,19.741,40.759,89.311,21,57.471,22.044,44.162,22
"Class3",86.063,"R","I",13.723,52.336,52.603,-28.529,39,83.174,15.813,49.72,72
"Class5",86.932,"N","D",17.555,7.163,66.435,56.266,10,69.619,56.696,9.514,70
"Class5",70.007,"K","Q",14.324,69.645,75.754,47.981,10,51.944,57.657,42.418,75
"Class4",73.85,"V","C",22.224,17.539,36.632,85.221,11,81.433,6.644,56.538,49
"Class3",63.974,"P","I",14.099,39.741,44.708,30.701,26,79.634,55.714,44.907,69
"Class3",80.764,"R","J",14.484,56.578,42.894,26.377,66,81.702,59.517,52.286,68
"Class5",86.138,"A","Y",31.871,39.045,67.862,51.184,10,45.989,74.409,NA,63
"Class5",70.371,"A","I",23.369,18.679,74.3,54.754,10,96.942,53.466,NA,64
"Class4",76.578,"Q","Y",30.571,15.562,35.529,93.161,4,51.275,26.813,46.811,33
"Class4",72.434,"Q","S",35.86,5.706,37.419,93.133,23,60.895,44.075,38.986,44
"Class1",99.099,"H","U",33.443,57.127,75.763,60.185,53,35.572,69.788,48.284,45
"Class1",96.275,"T","X",32.521,93.936,62.332,-23.604,55,32.725,32.351,42.057,40
"Class3",98.089,"C","J",14.076,37.542,38.928,62.77,22,82.922,26.83,47.947,72
"Class5",72.469,"A","I",19.188,34.121,62.569,53.28,10,50.935,71.266,33.901,75
"Class3",75.868,"K","I",12.901,43.744,42.839,6.158,28,82.61,53.625,51.4,69
"Class2",82.58,"I","Z",10.626,NA,77.724,88.185,64,77.622,37.653,38.927,38
"Class5",65.702,"K","Q",14.322,30.868,57.118,52.554,12,44.196,52.302,44.612,78
"Class4",80.272,"L","Y",41.953,17.35,42.312,85.245,17,88.681,17.156,51.146,46
"Class3",78.313,"K","C",13.314,50.781,57.506,55.556,32,81.529,34.294,43.715,73
"Class2",82.076,"I","A",0.17,23.379,54.132,87.666,57,68.842,28.115,38.068,24
"Class1",84.423,"H","X",32.884,50.367,67.352,82.195,58,36.756,49.433,46.458,80
"Class2",76.751,"Y","C",12.606,19.935,57.063,87.546,67,61.336,28.309,49.802,45
"Class4",77.101,"Q","C",18.132,14.139,37.893,77.022,25,72.747,38.116,48.108,20
"Class2",81.184,"K","C",3.715,-17.089,18.76,87.441,59,66.798,20.62,47.909,26
"Class3",81.706,"P","J",15.114,58.746,56.935,41.399,32,81.964,57.932,58.855,73
"Class5",69.799,"K","E",14.504,NA,76.562,48.802,10,87.015,64.289,81.885,70
"Class3",84.948,"C","C",13.733,45.8,35.752,9.23,54,83.963,56.316,62.693,73
"Class2",78.757,"I","Q",14.1,7.402,22.402,87.953,37,65.422,69.072,52.03,15
"Class2",87.686,"Y","Q",18.62,20.119,72.343,87.467,69,53.654,71.595,52.704,45
"Class4",76.539,"L","C",36.672,12.402,35.604,79.665,20,70.511,14.186,37.298,12
"Class5",69.819,"K","E",21.332,45.416,82.501,53.221,10,75.164,75.033,34.887,61
"Class3",55.21,"C","I",13.551,45.387,30.716,79.964,53,83.38,57.94,56.437,68
"Class3",68.456,"R","L",13.366,49.037,36.723,48.388,65,82.075,20.855,46.373,68
"Class4",80.497,"U","G",23.969,14.081,42.055,86.579,4,69.989,49.736,45.786,65
"Class5",68.585,"K","D",16.756,42.018,79.096,63.605,11,93.533,49.641,43.86,59
"Class2",83.968,"A","Q",27.851,3.77,57.045,87.712,58,75.389,36.399,44.397,26
"Class5",58.297,"K","Q",19.283,23.821,58.565,49.166,11,59.419,63.032,18.21,56
"Class3",53.415,"F","C",14.767,52.229,49.271,69.112,57,83.291,14.056,49.191,73
"Class3",96.337,"C","N",15.861,46.905,38.671,33.022,67,79.076,28.072,52.874,68
"Class2",83.079,"I","Q",33.468,19.667,21.558,87.174,68,63.702,69.485,37.755,18
"Class3",63.63,"P","J",14.522,56.818,57.406,52.12,77,79.201,18.061,48.424,68
"Class1",80.526,"T","X",32.902,NA,51.752,28.403,55,40.987,67.032,35.889,63
"Class1",83.022,"T","X",32.417,77.61,70.856,11.925,65,40.004,38.381,45.038,80
"Class4",74.415,"U","C",53.189,24.399,41.133,88.26,24,55.369,31.006,45.387,64
"Class2",80.872,"K","P",22.158,33.417,31.936,87.189,74,67.341,24.46,NA,35
"Class2",85.612,"J","P",7.111,-6.529,25.506,87.719,49,75.421,56.847,50.131,18
"Class3",93.304,"C","J",13.187,60.526,47.539,25.716,50,82.12,23.612,56.796,69
"Class4",75.595,"Q","S",27.742,11.262,39.37,88.032,6,65.794,38.969,40.119,43
"Class2",75.538,"I","P",14.447,19.147,76.105,87.204,49,73.083,40.313,61.417,26
"Class1",93.56,"X","C",34.19,112.358,58.87,61.859,63,38.587,27.779,52.91,30
"Class2",87.931,"J","Z",9.737,30.027,63.671,87.638,52,73.98,60.175,55.274,40
"Class5",93.544,"A","E",16.153,42.867,61.785,54.854,10,47.543,49.325,46.986,79
"Class5",73.968,"O","Q",16.875,3.47,79.004,50.978,11,98.947,71.962,38.423,64
"Class5",63.754,"O","E",19.117,13.102,64.8,55.062,10,44.119,74.55,50.398,59
"Class2",74.23,"J","Q",6.044,-10.235,23.121,87.306,44,64.663,63.576,47.983,27
"Class1",95.622,"X","X",32.718,67.906,75.542,57.408,54,39.323,45.083,53.851,51
"Class2",75.492,"Y","C",4.349,NA,58.862,88.181,75,60.095,70.427,42.21,32
"Class4",72.443,"V","G",17.039,3.042,40.622,84.958,8,84.501,28.041,41.034,27
"Class4",74.858,"V","D",51.724,10.011,40.693,89.361,19,58.604,32.654,42.555,81
