"FWS1","KXE2","AYC3","YFR4","GBL5","JUT6","WLV7","FJH8","HGF9","YZT10","Output1","COL11"
54.089,7,54.316,40.482,74.127,39,31.548,23.024,54.632,46.248,"Class4","L"
64.537,NA,36.075,87.071,33.791,65,44.382,19.487,25.442,111.025,"Class1","R"
55.368,5,39.969,36.006,69.869,53,50.179,30.242,43.745,55.826,"Class4","B"
58.648,5,53.269,42.539,69.126,58,14.168,33.368,79.121,48.88,"Class4","F"
65.975,32,36.555,86.563,69.723,64,66.283,28.123,6.235,26.399,"Class1","R"
52.612,5,53.372,36.996,64.378,62,35.09,61.648,52.847,58.239,"Class4","L"
52.406,6,33.47,55.317,70.643,32,28.986,35.422,82.915,41.497,"Class4","B"
56.071,53,30.837,60.393,26.866,70,64.288,19.451,88.427,89.397,"Class5","G"
20.546,NA,76.612,22.822,36.604,55,75.476,91.539,81.608,20.689,"Class2","M"
61.629,75,67.203,13.522,36.871,60,40.058,85.353,50.06,46.049,"Class2","C"
87.922,85,79.697,23.022,38.426,69,55.072,86.062,58.669,44.848,"Class2","M"
54.679,7,43.776,24.928,71.293,52,42.612,32.379,51.66,61.545,"Class4","B"
40.901,67,14.438,43.64,34.427,64,35.504,63.231,26.301,58.039,"Class3","V"
66.21,65,34.801,86.831,85.825,74,44.361,29.895,39.056,48.952,"Class1","U"
66.329,62,13.14,93.017,34.783,87,24.865,62.337,73.184,73.374,"Class3","V"
53.383,63,6.718,68.356,35.285,74,53.225,60.934,37.626,62.185,"Class3","V"
94.073,63,3.854,63.128,36.548,63,56.631,60.505,28.575,66.21,"Class3","I"
75.084,67,34.878,86.552,46.4,70,88.945,22.652,12.697,36.459,"Class1","V"
26.743,81,80.656,22.335,39.373,50,52.376,NA,67.127,23.037,"Class2","S"
72.193,37,47.543,54.128,20.268,48,54.499,87.562,79.16,53.286,"Class5","Y"
47.692,55,60.344,49.762,64.872,65,58.259,78.506,91.437,72.178,"Class5","G"
56.782,7,31.359,36.219,74.27,30,36.922,79.879,85.218,60.398,"Class4","J"
99.903,82,76.064,34.903,39.668,70,51.88,86.428,74.562,49.87,"Class2","M"
55.015,6,57.268,22.578,69.838,32,12.847,37.416,80.643,72.842,"Class4","L"
57.589,5,54.877,30.202,70.45,48,8.359,NA,66.623,35.444,"Class4","E"
37.249,NA,15.668,-1.159,36.7,63,33.082,61.362,29.728,64.478,"Class3","S"
16.262,97,18.121,17.949,38.812,49,70.179,82.281,70.322,83.169,"Class2","T"
79.584,65,6.28,50.555,36.547,86,51.339,63.252,72.69,74.068,"Class3","S"
50.197,64,47.995,36.783,70.673,61,40.382,61.869,82.407,57.872,"Class5","J"
70.31,62,36.067,86.594,87.832,66,84.205,33.15,17.144,57.492,"Class1","E"
77.961,69,34.662,86.555,63.182,71,88.033,30.6,29.915,71.724,"Class1","E"
4.731,64,5.404,35.775,36.33,79,27.583,62.672,29.613,64.993,"Class3","V"
92.503,55,30.943,86.587,38.549,62,88.487,NA,12.856,44.593,"Class1","R"
22.474,72,56.756,45.496,29.381,63,46.716,75.133,64.841,58.355,"Class5","G"
33.767,80,51.458,23.254,35.869,76,49.194,87.767,77.865,82.619,"Class2","G"
50.298,7,31.895,28.497,63.3,30,7.252,28.234,49.553,57.704,"Class4","F"
90.457,65,32.988,86.51,74.492,52,81.565,30.963,12.768,101.619,"Class1","V"
6.183,78,60.802,54.828,18.205,59,12.848,53.336,99.866,66.182,"Class5","T"
40.103,57,50.664,48.506,62.489,50,21.861,55.138,89.902,85.151,"Class5","T"
58.945,6,45.097,46.226,65.596,64,23.458,40.686,73.807,55.474,"Class4","B"
61.476,7,58.104,22.133,66.987,45,25.29,54.457,47.384,44.124,"Class4","B"
44.185,99,26.377,18.681,43.987,44,56.776,85.335,78.611,53.276,"Class2","S"
54.729,6,40.938,41.602,67.214,53,7.651,38.071,76.03,43.961,"Class4","E"
18.805,46,55.335,37.581,76.88,62,72.483,85.786,64.623,78.361,"Class5","T"
50.172,6,51.495,23.315,72.53,28,38.822,78.821,80.902,89.019,"Class4","J"
108.479,66,15.263,3.181,35.729,62,47.166,61.689,85.447,61.631,"Class3","W"
24.911,48,59.139,42.249,87.063,66,63.948,37.764,70.874,55.886,"Class5","P"
64.991,58,33.353,86.382,43.754,72,73.487,26.99,29.259,84.138,"Class1","U"
69.135,41,38.361,86.876,29.926,52,46.604,26.153,31.397,115.228,"Class1","V"
17.073,57,36.823,57.166,82.647,50,57.12,11.966,80.447,56.014,"Class5","T"
73.502,65,3.391,38.532,36.616,64,34.252,62.149,75.912,71.327,"Class3","A"
50.539,63,22.832,3.333,35.513,80,55.714,61.744,27.732,56.222,"Class3","S"
54.187,60,45.192,37.045,6.498,68,69.928,14.734,84.129,79.627,"Class5","J"
72.411,54,37.202,87.069,35.404,54,51.246,25.446,37.475,99.07,"Class1","P"
85.886,56,38.502,86.819,49.241,77,48.939,27.587,42.918,-16.835,"Class1","R"
51.004,64,3.42,9.603,32.224,87,28.396,63.12,58.165,78.582,"Class3","I"
77.074,64,14.138,5.985,32.212,64,53.936,61.682,57.192,76.422,"Class3","I"
45.536,87,26.297,9.93,44.923,76,45.151,80.161,62.628,-3.501,"Class2","T"
10.195,77,46.598,82.783,36.721,55,57.818,49.291,85.349,55.321,"Class5","J"
-6.924,76,26.361,6.377,44.85,48,52.679,85.896,76.558,48.907,"Class2","S"
76.295,33,35.655,86.623,55.075,70,68.575,35.83,30.451,-1.489,"Class1","V"
54.751,77,55.291,21.726,47.807,48,76.301,86.156,48.326,54.009,"Class2","T"
37.956,54,55.771,52.83,18.978,49,66.831,107.686,59.29,63.821,"Class5","T"
54.023,6,31.16,33.974,64.393,67,29.505,24.808,78.956,57.228,"Class4","J"
64.521,65,28.928,86.587,41.429,77,46.553,33.625,13.529,66.096,"Class1","U"
56.893,5,40.333,43.993,70.555,54,49.546,53.834,40.924,63.319,"Class4","J"
53.195,37,29.664,36.028,31.45,65,76.599,91.034,97.652,69.516,"Class5","Y"
49.372,54,32.095,86.565,50.701,59,78.095,NA,7.089,78.711,"Class1","E"
65.083,54,30.789,86.801,83.086,63,69.719,36.873,40.821,65.264,"Class1","U"
33.139,84,49.412,26.476,42.996,52,68.136,83.769,53.815,9.253,"Class2","T"
68.249,64,35.971,86.554,77.658,53,56.791,22.786,6.588,59.76,"Class1","U"
55.425,6,56.58,23.277,66.321,36,14.157,57.242,84.62,17.87,"Class4","E"
65.083,93,35.627,14.438,34.053,76,57.37,85.968,65.561,50.122,"Class2","M"
79.037,68,32.164,86.267,73.558,65,54.239,31.755,31.795,65.669,"Class1","E"
53.507,NA,53.021,36.664,74.37,48,49.718,37.706,77.836,45.122,"Class4","F"
58.545,NA,35.368,12.885,63.538,44,17.967,57.332,44.423,37.508,"Class4","J"
58.36,5,36.676,24.91,64.639,30,53.518,56.773,69.61,40.456,"Class4","F"
24.12,66,35.47,64.697,47.768,45,12.87,-2.173,74.253,53.962,"Class5","P"
68.192,44,38.771,86.152,72.41,82,59.793,31.671,37.091,48.827,"Class1","P"
79.239,66,22.432,89.705,33.213,90,36.373,61.319,82.534,61.085,"Class3","W"
54.629,5,40.171,33.009,70.463,38,15.839,62.713,70.871,43.099,"Class4","F"
54.208,68,6.68,18.049,33.148,58,35.963,62.937,85.307,49.131,"Class3","V"
62.769,42,28.49,86.381,70.197,82,61.974,36.325,44.453,113.224,"Class1","R"
48.628,65,13.746,59.349,32.979,70,32.445,63.102,28.418,79.143,"Class3","W"
75.165,63,22.404,49.543,32.224,72,34.718,59.947,34.198,53.749,"Class3","W"
56.601,97,50.892,16.8,47.816,44,40.596,86.342,67.438,-13.954,"Class2","M"
76.167,50,38.235,86.076,69.514,73,64.486,32.462,32.572,43.491,"Class1","P"
29.984,63,52.392,53.232,13.637,64,20.616,72.697,68.313,60.853,"Class5","Y"
21.64,51,27.39,59.473,40.99,46,33.322,71.862,68.921,79.041,"Class5","P"
62.824,90,36.217,21.629,38.847,62,45.993,81.526,74.992,40.879,"Class2","S"
60.731,39,35.35,85.814,58.988,75,76.683,37,8.529,51.283,"Class1","E"
48.146,66,4.635,50.648,35.022,60,41.344,62.087,52.583,69.159,"Class3","V"
45.28,95,24.977,13.45,38.454,80,72.681,84.431,66.204,44.12,"Class2","T"
53.842,5,49.024,33.028,72.983,40,11.016,48.547,52.165,52.434,"Class4","F"
98.276,92,31.113,21.254,35.109,52,45.427,84.812,50.83,42.481,"Class2","C"
50.483,73,66.595,8.806,45.918,80,73.79,88.056,62.935,101.139,"Class2","M"
54.538,7,52.713,28.326,68.967,67,14.766,36.38,63.618,28.924,"Class4","B"
32.89,57,46.721,75.096,13.357,43,60.048,69.563,87.194,56.444,"Class5","G"
94.732,51,29.861,86.467,27.524,53,73.013,NA,9.982,82.798,"Class1","V"
47.156,46,33.496,86.165,72.256,66,92.278,32.395,19.446,32.889,"Class1","U"
28.902,63,21.944,67.213,35.842,69,54.74,60.782,37.581,62.049,"Class3","S"
44.24,65,50.16,54.249,30.741,69,16.643,46.14,81.985,77.032,"Class5","Y"
60.539,48,33.224,86.383,53.604,75,90.802,30.594,29.593,51.72,"Class1","V"
84.281,66,6.631,62.204,32.24,58,25.549,62.452,44.163,64.011,"Class3","V"
58.359,95,9.866,16.694,46.911,77,46.594,86.672,62.036,65.821,"Class2","G"
81.149,49,32.754,86.184,61.628,72,63.514,25.837,23.02,39.313,"Class1","V"
84.712,43,35.532,86.836,72.563,59,47.234,31.95,10.026,88.105,"Class1","V"
64.42,34,38.695,86.407,66.331,58,82.772,29.504,22.002,77.056,"Class1","P"
22.096,39,50.209,53.168,7.684,61,57.481,73.631,65.747,58.095,"Class5","J"
49.441,68,17.765,4.127,34.089,87,37.816,60.937,23.639,65.765,"Class3","S"
22.212,53,44.396,56.843,87.92,53,61.064,24.394,65.949,74.669,"Class5","P"
54.541,5,46.32,29.648,65.619,60,33.634,43.864,78.368,42.835,"Class4","E"
74.644,62,34.436,86.382,24.421,52,60.242,24.193,14.17,56.211,"Class1","V"
57.856,7,47.879,31.889,63.706,60,7.161,27.279,76.623,43.825,"Class4","B"
56.349,7,35.424,27.805,67.601,33,37.263,49.039,70.836,39.785,"Class4","L"
34.913,80,25.908,37.804,76.222,65,33.177,39.084,93.134,70.046,"Class5","P"
48.046,7,51.866,25.654,74.398,35,39.243,59.055,84.631,51.656,"Class4","B"
58.044,34,30.129,86.433,41.55,73,50.212,21.032,33.328,61.35,"Class1","U"
20.797,75,25.784,24.769,44.31,51,65.155,91.321,57.714,48.747,"Class2","C"
62.705,53,35.938,86.942,32.578,57,65.616,30.573,15.868,11.614,"Class1","R"
66.988,67,8.81,13.363,34.923,73,44.468,60.356,40.128,83.995,"Class3","W"
20.591,NA,4.017,89.39,36.474,93,38.493,60.57,44.742,71.153,"Class3","S"
54.469,79,74.506,22.606,47.292,68,48.839,85.878,64.664,65.345,"Class2","S"
68.937,56,31.826,86.332,20.616,78,62.91,25.047,32.37,41,"Class1","V"
56.836,6,36.143,10.919,69.184,27,50.719,49.428,40.764,36.564,"Class4","J"
25.363,64,10.098,29.659,33.58,83,46.826,60.837,43.077,65.275,"Class3","V"
31.184,44,43.537,49.313,34.838,52,64.023,32.636,65.32,81.267,"Class5","T"
70.063,57,37.643,86.87,70.086,63,84.272,34.046,27.986,60.657,"Class1","P"
87.051,78,79.893,27.739,41.657,75,51.352,85.718,65.395,35.779,"Class2","M"
55.05,71,35.88,56.129,79.567,43,76.417,32.855,95.63,58.744,"Class5","T"
56.36,NA,47.15,45.732,90.078,63,47.655,50.254,97.345,53.985,"Class5","G"
48.797,5,35.944,30.484,71.678,29,35.195,56.812,48.458,39.944,"Class4","F"
39.248,78,47.111,60.534,56.753,49,61.196,49.549,98.877,96.632,"Class5","P"
71.11,90,63.689,13.78,46.231,81,49.597,85.935,74.002,54.578,"Class2","M"
23.784,56,36.621,50.706,71.955,54,39.049,66.014,84.02,67.863,"Class5","J"
56.234,5,57.409,43.1,69.482,36,26.757,50.229,58.965,55.895,"Class4","F"
98.05,66,21.108,0.96,34.773,67,25.538,60.935,37.298,59.148,"Class3","A"
72.907,82,14.807,25.681,40.368,69,64.791,83.86,60.053,61.831,"Class2","S"
89.848,74,70.171,30.077,44.5,68,55.601,84.872,61.947,42.653,"Class2","S"
60.434,NA,35.134,66.045,75.355,68,37.001,56.882,60.505,43.266,"Class5","T"
53.585,6,29.504,34.92,63.227,59,16.292,NA,82.333,76.075,"Class4","J"
31.689,60,27.06,39.405,11.085,55,54.282,60.717,60.514,62.264,"Class5","Y"
85.388,79,22.619,21.102,45.353,55,70.656,90.588,70.795,44.433,"Class2","G"
5.09,59,40.543,59.296,65.344,42,12.153,49.138,77.071,59.128,"Class5","G"
4.818,99,83.891,16.432,43.165,46,56.559,85.239,50.141,77.386,"Class2","C"
85.074,73,75.358,17.455,35.977,53,49.542,87.502,76.97,50.992,"Class2","C"
52.153,84,17.881,8.954,41.391,76,46.742,85.839,71.486,67.35,"Class2","C"
74.771,60,31.877,86.702,55.039,80,52.909,23.821,50.918,87.993,"Class1","R"
51.108,64,4.222,50.456,33.578,85,24.706,63.117,46.001,71.195,"Class3","V"
52.17,6,55.358,48.437,72.064,35,47.47,55.804,79.147,31.659,"Class4","L"
66.55,67,37.117,86.434,35.233,65,42.365,37.055,6.932,81.253,"Class1","E"
98.543,74,60.971,11.013,45.56,56,70.338,85.666,72.567,28.965,"Class2","T"
85.345,77,67.858,27.256,47.531,76,40.33,79.665,70.328,61.919,"Class2","T"
63.331,89,63.625,11.394,36.312,77,64.768,81.831,57.464,72.417,"Class2","C"
52.726,62,4.978,43.643,35.939,63,33.088,60.252,33.992,67.059,"Class3","S"
66.077,76,67.998,17.584,45.619,58,51.154,86.313,50.384,31.125,"Class2","G"
46.329,64,22.823,24.114,34.522,93,50.143,62.555,43.753,61.843,"Class3","V"
50.572,6,49.618,25.949,63.481,31,34.155,14.003,68.937,34.973,"Class4","E"
85.045,43,29.481,86.162,40.944,54,82.81,NA,6.882,62.049,"Class1","R"
61.221,55,29.156,85.925,56.667,52,76.748,37.472,21.281,91.572,"Class1","P"
74.408,54,28.137,86.372,47.717,67,44.465,22.355,43.976,110.308,"Class1","R"
17.882,62,3.179,67.9,36.485,76,52.694,60.814,58.466,77.675,"Class3","A"
36.241,73,84.478,18.892,34.257,60,52.622,84.139,50.698,69.381,"Class2","C"
42.835,55,46.794,57.472,18.931,54,27.258,74.781,71.876,62.392,"Class5","Y"
56.424,7,32.267,32.465,63.102,58,8.955,43.45,65.765,63.808,"Class4","L"
40.026,65,9.131,9.255,35.199,66,29.61,NA,62.734,75.089,"Class3","A"
67.656,42,40.421,44.309,45.333,66,35.557,53.477,88.055,73.665,"Class5","Y"
79.996,65,9.592,1.961,33.544,81,44.362,60.799,68.338,72.73,"Class3","S"
71.188,74,56.773,54.277,83.236,65,72.814,29.813,87.865,74.944,"Class5","P"
66.287,56,38.005,85.833,72.186,74,65.508,30.46,41.782,73.449,"Class1","E"
67.809,39,34.189,86.798,48.073,62,70.458,30.36,13.655,69.281,"Class1","R"
-2.993,68,12.858,103.793,33.212,67,43.382,60.772,33.978,69.702,"Class3","V"
63.207,99,32.721,6.889,45.278,45,47.365,79.293,78.98,28.595,"Class2","G"
78.933,65,15.434,94.723,35.313,56,38.026,60.809,82.382,52.102,"Class3","S"
87.565,35,33.572,86.457,54.627,73,55.071,30.113,42.867,18.99,"Class1","P"
84.415,48,31.255,86.596,70.579,70,83.767,29.518,33.747,97.607,"Class1","P"
49.917,68,3.635,21.3,35.001,64,52.959,61.121,74.197,65.222,"Class3","V"
72.745,83,9.12,2.786,44.509,53,45.31,92.934,76.474,10.487,"Class2","T"
54.353,NA,29.509,37.844,70.373,31,48.819,31.352,52.763,52.713,"Class4","E"
73.416,49,37.378,86.256,27.232,52,62.353,35.073,22.166,50.633,"Class1","U"
21.862,46,35.495,52.276,80.132,42,12.447,81.045,60.896,69.187,"Class5","G"
15.246,64,14.827,25.968,35.478,73,25.788,60.822,78.598,61.085,"Class3","V"
55.588,6,48.156,51.601,74.096,40,53.252,37.391,80.42,47.922,"Class4","J"
58.304,56,33.11,86.473,75.459,52,73.618,33.869,27.77,96.302,"Class1","V"
55.841,6,40.778,17.795,67.253,57,10.105,49.755,74.643,68.305,"Class4","E"
16.17,71,26.868,51.344,54.924,69,42.185,122.938,92.064,95.047,"Class5","T"
54.389,5,35.055,24.081,65.453,38,25.422,42.181,78.545,44.122,"Class4","E"
75.678,48,35.145,86.137,70.52,58,54.524,39.275,12.749,46.966,"Class1","V"
66.34,35,32.87,86.715,50.93,64,88.628,34.665,21.694,85.131,"Class1","U"
28.774,66,9.623,48.71,35.152,55,52.255,59.741,68.458,63.247,"Class3","A"
20.589,86,13.688,13.401,43.592,76,64.717,82.007,71.724,82.659,"Class2","T"
72.759,55,33.975,86.119,23.962,75,66.97,22.564,14.706,38.808,"Class1","U"
85.097,38,32.968,86.458,40.672,61,53.369,33.052,19.439,44.269,"Class1","P"
63.051,48,36.424,51.623,19.407,67,28.458,74.854,89.138,67.844,"Class5","Y"
50.032,7,30.037,54.002,63.978,51,27.233,48.994,64.476,34.383,"Class4","L"
87.048,49,32.667,86.448,61.742,59,46.959,32.717,47.397,62.461,"Class1","R"
52.629,5,41.692,28.282,72.388,55,28.732,40.851,54.431,42.472,"Class4","E"
13.112,78,51.759,42.807,66.406,43,26.739,93.854,72.55,80.226,"Class5","T"
53.349,6,55.908,24.698,74.742,32,47.698,36.222,80.53,48.103,"Class4","J"
76.03,98,31.578,16.007,43.262,63,61.802,86.566,64.681,33.098,"Class2","S"
75.997,64,38.89,86.264,60.606,67,59.155,35.028,22.258,89.457,"Class1","U"
48.741,65,28.502,54.124,17.236,48,37.273,34.016,76.322,67.764,"Class5","Y"
4.643,62,6.32,96.954,33.605,74,37.664,NA,63.927,65.007,"Class3","V"
48.733,50,47.871,56.287,9.032,44,47.604,51.907,96.747,64.481,"Class5","Y"
77.199,38,38.283,86.567,23.058,76,82.203,27.722,7.62,56.906,"Class1","P"
57.33,5,35.25,35.474,67.709,43,12.945,37.546,45.557,50.812,"Class4","L"
-26.865,84,81.717,14.482,34.862,54,49.317,84.067,49.322,8.577,"Class2","T"
53.54,6,51.26,32.793,69.113,40,36.342,20.526,77.178,57.754,"Class4","L"
63.211,NA,14.092,82.985,34.182,64,54.608,59.42,74.132,66.147,"Class3","W"
70.895,39,47.447,45.821,17.214,69,65.151,51.865,92.412,65.638,"Class5","Y"
70.576,62,3.189,84.31,35.739,72,34.596,64.618,85.887,77.822,"Class3","A"
54.945,64,35.835,86.362,62.74,61,49.518,32.241,21.143,99.855,"Class1","V"
55.1,7,29.698,36.745,72.563,36,41.253,42.769,42.356,40.389,"Class4","L"
93.994,66,4.356,51.182,36.148,74,49.814,61.382,18.809,74.861,"Class3","V"
59.295,7,55.782,24.749,71.717,54,39.885,21.581,57.216,63.257,"Class4","B"
68.075,57,34.81,86.351,64.798,52,87.355,26.718,24.663,46.541,"Class1","V"
86.648,53,35.193,86.63,29.542,57,84.597,NA,16.04,46.137,"Class1","R"
94.575,87,16.246,7.469,36.321,50,74.037,81.925,69.028,100.047,"Class2","G"
20.466,51,33.133,73.2,31.452,63,69.46,50.592,83.109,66.16,"Class5","Y"
82.186,42,34.721,86.171,38.705,75,66.843,25.769,33.32,77.157,"Class1","U"
52.33,68,11.63,37.719,35.505,92,22.579,60.821,66.418,59.638,"Class3","S"
71.6,69,33.718,86.024,67.811,80,63.458,36.625,27.113,87.475,"Class1","P"
42.56,74,43.73,73.863,37.163,53,60.646,NA,96.463,81.604,"Class5","Y"
76.439,76,54.207,30.124,40.827,57,64.769,81.98,53.002,-12.002,"Class2","G"
75.955,64,30.57,86.344,32.455,55,91.922,31.966,48.468,45.985,"Class1","P"
63.056,68,17.671,65.043,36.024,89,29.319,NA,62.678,67.061,"Class3","I"
64.388,55,44.368,47.267,27.734,48,65.241,30.003,81.98,67.933,"Class5","Y"
11.229,52,55.73,49.777,14.467,70,23.904,47.977,90.448,67.344,"Class5","G"
83.981,63,7.009,42.299,36.687,88,23.152,61.37,47.018,71.337,"Class3","W"
84.263,73,83.376,18.878,41.976,79,71.301,80.467,52.834,73.046,"Class2","G"
38.398,67,57.757,54.483,22.987,57,21.539,81.069,65.395,60.738,"Class5","J"
44.324,78,19.531,30.857,42.079,52,44.36,88.568,52.519,10.774,"Class2","G"
47.956,59,30.165,66.599,82.831,60,35.069,47.542,84.774,69.776,"Class5","P"
71.206,50,37.845,87.572,25.117,73,63.189,29.235,44.774,50.607,"Class1","E"
49.346,87,21.962,23.257,40.215,53,52.887,80.752,70.154,22.519,"Class2","G"
42.242,67,20.082,65.329,32.508,80,42.28,61.871,50.88,68.262,"Class3","V"
8.927,63,28.784,50.215,12.355,62,26.358,40.638,75.973,71.615,"Class5","P"
51.889,5,44.42,47.02,67.253,64,30.633,48.165,81.925,44.663,"Class4","E"
15.154,98,21.567,15.189,43.56,79,72.644,82.553,55.118,12.409,"Class2","G"
57.164,7,43.941,38.355,63.939,41,53.895,20.852,55.643,33.556,"Class4","J"
72.37,62,21.809,96.155,33.513,69,50.966,NA,38.916,62.768,"Class3","I"
-3.08,43,26.38,70.572,43.028,65,36.471,32.792,67.759,90.186,"Class5","J"
47.313,79,40.65,80.108,59.188,59,55.488,56.54,72.146,44.195,"Class5","J"
83.939,84,14.477,16.293,40.133,80,51.95,83.747,66.522,58.485,"Class2","C"
77.28,93,75.334,19.4,37.703,82,59.136,87.449,51.112,101.225,"Class2","S"
11.16,81,41.399,30.842,41.69,63,49.537,87.638,68.474,39.917,"Class2","T"
57.949,64,21.721,80.069,32.249,87,37.841,62.94,32.989,64.395,"Class3","I"
41.102,93,16.493,25.887,35.514,52,70.788,79.897,62.987,22.949,"Class2","C"
51.938,7,35.454,23.386,66.971,41,24.627,27.953,84.508,47.072,"Class4","J"
32.098,93,68.017,20.04,44.959,72,46.575,87.501,81.22,36.074,"Class2","C"
56.738,7,58.282,33.522,70.067,32,28.778,41.701,53.164,51.53,"Class4","E"
67.692,50,28.001,86.222,51.918,79,62.726,33.127,34.032,43.924,"Class1","V"
16.205,63,57.66,64.102,4.875,60,60.126,62.648,85.917,48.184,"Class5","T"
79.517,32,29.806,86.498,45.663,73,78.878,31.772,44.761,47.615,"Class1","V"
49.208,6,37.532,33.802,74.19,62,12.876,41.395,77.364,44.709,"Class4","L"
88.532,37,31.732,86.589,50.816,67,76.182,21.127,31.655,38.993,"Class1","E"
78.105,48,34.476,85.988,67.028,66,44.835,22.9,40.615,70.001,"Class1","U"
33.744,63,12.924,18.662,32.126,63,38.068,59.733,48.047,69.376,"Class3","V"
33.105,61,53.006,60.656,18.12,68,50.661,-8.96,81.788,83.409,"Class5","P"
44.451,NA,43.601,12.263,41.913,48,71.923,85.639,53.558,37.141,"Class2","T"
21.509,65,17.427,38.978,33.353,55,34.903,60.733,26.261,59.262,"Class3","W"
29.472,66,14.297,71.678,35.792,80,55.208,59.815,34.513,68.604,"Class3","W"
69.016,93,50.377,20.798,44.129,72,61.018,87.143,63.555,33.533,"Class2","C"
52.909,7,45.972,35.799,66.62,27,54.226,36.607,75.625,39.226,"Class4","L"
60.085,6,31.735,27.328,63.645,57,25.723,51.711,45.871,59.348,"Class4","J"
64.376,NA,29.091,86.902,46.573,74,53.404,30.654,7.286,44.859,"Class1","R"
58.693,5,45.71,43.807,64.64,36,27.054,46.661,65.837,58.729,"Class4","J"
125.065,78,79.249,17.478,43.899,56,74.14,83,61.29,9.279,"Class2","S"
54.483,7,57.631,33.575,67.687,29,35.071,66.724,85.663,45.72,"Class4","L"
78.491,61,38.562,86.708,56.37,81,62.881,20.913,28.744,78.194,"Class1","P"
85.815,34,32.116,86.75,72.191,64,50.711,35.096,28.592,62.617,"Class1","P"
48.947,73,53.754,72.973,57.947,46,13.216,110.009,96.449,88.784,"Class5","J"
57.473,6,31.232,33.361,72.295,29,9.167,44.172,52.506,61.198,"Class4","F"
53.593,5,54.028,24.597,70.839,45,55.495,67.371,52.814,52.683,"Class4","E"
39.355,68,16.7,96.716,35.829,84,53.88,60.591,51.149,65.268,"Class3","I"
70.456,51,31.346,86.725,44.835,75,61.988,37.812,6.558,65.806,"Class1","E"
56.021,6,33.028,32.922,73.822,35,8.277,50.679,85.667,48.176,"Class4","L"
67.087,76,82.265,5.244,46.414,54,48.524,88.184,74.845,30.604,"Class2","C"
62.034,7,45.713,32.859,65.128,56,40.66,50.266,81.784,72.248,"Class4","B"
10.927,NA,15.047,38.771,33.053,87,30.4,61.389,49.549,59.908,"Class3","A"
53.758,81,73.12,13.576,46.83,58,43.797,87.567,48.75,72.4,"Class2","T"
5.207,48,25.224,57,24.524,63,44.324,69.218,62.862,66.042,"Class5","J"
48.398,7,38.42,35.973,68.027,61,50.092,56.128,68.799,53.264,"Class4","L"
30.675,NA,7.291,77.079,36.626,75,35.255,61.677,48.814,61.315,"Class3","I"
86.736,64,32.929,86.519,74.204,75,71.235,27.88,51.107,83.837,"Class1","R"
44.874,70,27.943,53.384,15.911,64,21.464,NA,62.917,81.062,"Class5","J"
75.37,35,37.631,87.051,83.496,53,62.066,29.797,13.29,55.043,"Class1","R"
79.959,62,33.719,86.191,34.03,70,66.311,23.124,37.858,56.252,"Class1","P"
20.524,53,56.439,48.276,28.28,46,36.748,69.35,92.423,53.557,"Class5","T"
56.796,7,29.224,36.444,66.833,29,28.089,31.167,41.383,37.607,"Class4","J"
74.968,NA,12.836,46.82,34.674,78,44.626,59.722,23.076,65.022,"Class3","I"
51.287,7,58.725,25.995,63.303,29,26.917,57.643,55.247,26.446,"Class4","B"
50.84,84,39.188,61.27,71.318,42,47.329,85.714,82.399,62.107,"Class5","P"
73.994,54,37.617,85.732,65.366,63,51.227,37.96,7.735,61.919,"Class1","E"
21.396,67,50.399,53.895,46.59,56,53.66,54.783,76.054,51.611,"Class5","J"
79.481,69,35.9,86.223,32.732,82,59.25,35.526,20.003,101.354,"Class1","V"
70.75,62,34.661,86.267,71.849,54,89.868,NA,41.45,-2.011,"Class1","V"
88.396,38,36.687,86.465,28.291,64,48.503,24.98,39.246,75.932,"Class1","V"
51.533,7,51.578,31.226,67.589,46,52.865,42.103,72.143,64.455,"Class4","F"
41.33,52,42.215,38.264,57.661,42,15.458,60.831,66.111,52.436,"Class5","P"
63.781,50,37.901,86.957,27.736,54,69.866,29.396,39.838,36.794,"Class1","U"
49.456,7,54.541,24.645,72.728,37,51.782,44.601,71.63,87.72,"Class4","F"
54.56,73,33.316,15.971,37.959,62,47.163,86.313,77.057,102.979,"Class2","C"
65.783,44,35.037,86.786,32.846,78,66.09,NA,38.427,60.751,"Class1","V"
55.057,7,30.842,25.873,74.633,42,15.982,NA,85.132,30.459,"Class4","L"
33.749,NA,20.299,72.217,33.131,89,31.004,60.686,61.19,58.555,"Class3","A"
64.543,65,10.649,67.345,35.967,60,53.579,61.281,47.885,67.97,"Class3","W"
8.275,66,22.489,5.444,34.844,66,21.902,61.746,64.744,57.855,"Class3","S"
84.654,65,38.239,86.666,72.732,54,54.319,30.063,27.694,65.326,"Class1","E"
56.653,36,30.699,86.207,87.587,78,50.23,34.911,49.885,77.992,"Class1","V"
41.821,82,43.505,4.776,41.149,50,71.132,84.335,56.333,7.488,"Class2","T"
79.162,42,35.769,86.167,75.067,52,61.23,27.046,37.692,70.119,"Class1","R"
42.21,58,46.654,30.509,58.788,57,60.431,84.03,78.563,53.366,"Class5","J"
101.554,82,35.232,19.899,34.469,77,62.786,NA,70.308,27.949,"Class2","T"
46.484,68,8.049,56.396,35.968,82,46.136,60.42,41.635,68.009,"Class3","S"
61.039,42,31.119,86.388,78.849,57,45.823,28.681,41.919,117.298,"Class1","P"
