"XAV1","FJW2","AFV3","Output6","PNS4","UXD5","QSY6","XGK7","LBV8","HGE9","WSX10","PVB11","TXH12"
15.73,74.321,25.086,"Class2","K","Y",23,73,43.544,47.91,49.9,106.371,55.452
45.618,37.633,20.676,"Class2","D","Y",14,18,47,33.994,50.988,36.611,52.49
NA,43.586,94.358,"Class4","S","S",66,48,27.349,55.325,64.466,56.64,3.648
31.239,26.722,23.947,"Class2","J","Y",27,52,45.3,42.354,83.672,27.124,45.834
70.616,45.488,24.611,"Class3","Q","J",46,22,87.267,41.579,51.019,45.052,92.714
55.705,29.559,58.992,"Class4","U","Z",64,59,61.475,54.483,60.181,94.512,1.267
80.38,61.28,61.437,"Class1","D","Q",80,51,27.034,25.588,48.823,16.914,69.802
NA,51.194,29.524,"Class3","K","S",43,44,83.947,38.526,33.826,19.915,92.327
64.75,76.979,84.733,"Class1","D","Q",48,47,47.401,28.788,44.971,-10.453,78.584
79.744,43.294,73.311,"Class1","L","K",51,52,49.046,26.339,43.823,89.913,81.065
78.795,78.348,80.189,"Class1","L","L",66,52,56.301,29.265,41.109,40.595,80.235
16.953,59.381,76.225,"Class2","J","P",13,63,45.251,44.023,67.708,52.024,59.946
57.399,54.754,23.287,"Class3","I","S",43,43,79.376,37.056,19.14,34.785,80.1
39.448,18.091,93.964,"Class2","D","P",13,83,40.288,45.183,66.031,61.693,60.649
67.277,31.291,55.212,"Class1","G","L",85,52,55.362,26.474,49.092,25.686,78.983
64.525,54.37,49.243,"Class1","U","K",62,51,22.269,27.22,66.533,-20.38,75.665
22.863,30.402,3.371,"Class2","J","J",24,46,43.392,39.635,68.253,45.517,59.778
57.39,12.982,56.891,"Class5","D","F",50,86,50.047,50.566,29.692,35.761,30.342
7.732,4.742,50.02,"Class5","Y","P",54,86,30.32,17.9,25.298,29.987,26.292
24.321,42.357,50.205,"Class2","H","J",24,47,36.54,57.295,39.722,56.176,52.653
50.171,13.808,58.108,"Class5","Y","K",51,87,27.592,15.891,21.852,33.203,33.177
56.669,37.743,31.11,"Class3","C","O",40,19,82.362,18.188,40.982,47.345,92.46
20.8,11.871,53.249,"Class2","H","Z",19,57,39.368,57.818,57.774,39.813,58.501
61.66,48.741,80.56,"Class1","L","K",84,49,49.432,27.797,39.136,28.277,74.675
63.935,37.203,25.56,"Class3","Q","J",38,45,79.174,46.038,55.43,35.488,96.748
70.692,28.153,24.444,"Class3","C","J",45,19,83.172,40.631,6.822,35.671,87.247
78.111,64.043,73.087,"Class1","D","D",59,47,40.282,25.28,76.543,48.748,82.24
59.565,35.52,90.644,"Class4","S","B",63,60,71.952,54.889,68.174,78.332,0.532
72.98,56.955,85.759,"Class1","U","K",58,47,31.399,27.481,34.659,-16.619,79.622
65.689,43.217,31.37,"Class3","Q","F",45,28,79.657,18.907,28.442,32.452,83.863
NA,45.945,26.286,"Class3","Q","O",37,20,80.681,15.485,55.665,45.208,67.676
32.002,2.766,52.851,"Class5","Y","F",52,88,60.513,41.008,18.785,36.183,44.993
73.802,9.315,37.146,"Class5","Y","P",49,86,13.398,49.182,17.882,32.581,23.553
60.877,3.862,53.791,"Class5","S","P",53,89,36.103,8.162,23.42,35.698,33.177
79.88,39.148,20.341,"Class3","C","Y",47,37,87.607,48.218,22.72,1.613,76.336
16.746,73.646,47.228,"Class2","J","Y",12,25,39.511,47.689,70.097,54.496,42.746
64.901,NA,71.387,"Class1","L","N",50,52,36.102,25.711,41.189,33.901,86.801
NA,22.68,26.54,"Class2","K","Y",13,76,50.175,40.01,51.782,-1.619,56.794
19.557,26.949,67.506,"Class2","F","S",11,69,45.99,37.828,66.013,71.472,51.353
NA,41.518,16.941,"Class2","F","J",26,32,49.005,34.832,51.704,63.362,47.262
66.185,40.583,75.615,"Class4","S","B",67,47,14.055,51.92,69.385,24.307,1.857
5.357,7.715,41.025,"Class5","I","K",54,88,29.569,53.899,39.813,29.805,34.391
74.164,40.836,20.573,"Class3","Q","S",47,34,85.391,30.956,19.448,25.123,84.719
54.493,37.736,83.16,"Class4","F","S",67,56,34.055,53.677,84.64,53.261,3.596
14.144,4.126,56.419,"Class5","S","K",50,85,36.938,43.111,6.172,37.119,21.821
68.49,40.329,26.293,"Class3","S","O",37,26,84.578,34.707,25.787,60.263,95.829
68.008,42.753,91.745,"Class4","S","S",67,45,55.931,51.153,79.646,55.865,1.66
57.244,51.996,27.912,"Class3","S","J",44,29,78.074,19.907,9.172,38.384,85.71
63.797,45.942,90.639,"Class4","U","J",64,50,49.483,54.845,47.766,62.119,3.21
60.137,63.401,25.819,"Class3","Q","J",46,41,78.611,16.105,30.339,38.984,73.046
65.934,49.969,37.442,"Class1","D","N",61,51,59.43,29.877,44.094,17.983,81.233
22.727,35.992,9.937,"Class2","D","S",19,22,41.252,51.173,56.899,71.468,48.077
69.722,34.577,17.508,"Class3","Q","Y",47,41,85.019,15.66,19.109,10.171,94.677
80.085,39.314,25.862,"Class3","Q","Y",41,29,78.036,22.448,0.402,63.641,75.187
44.762,37.432,81.17,"Class2","J","S",11,34,36.921,48.658,77.679,44.087,52.535
55.072,44.719,51.495,"Class4","H","S",66,43,47.431,52.418,67.945,72.937,2.567
75.682,60.412,52.079,"Class1","D","Q",41,48,45.465,28.484,49.637,53.345,82.666
25.04,34.229,70.174,"Class2","F","J",12,64,43.466,37.396,61.592,64.022,48.26
68.539,43.519,76.465,"Class4","S","B",62,44,15.442,53.361,59.225,38.6,3.903
11.073,13.197,42.598,"Class5","N","K",50,86,41.044,53.04,26.405,30.542,18.875
25.307,45.533,26.377,"Class2","J","Z",23,71,36.127,48.884,81.94,75.835,52.45
55.683,52.838,75.877,"Class1","U","L",50,51,22.123,29.6,47.629,26.665,82.542
41.963,54.511,84.053,"Class2","H","S",25,33,46.411,59.123,46.357,67.401,60.729
65.666,69.872,86.424,"Class1","L","D",58,47,63.07,26.807,21.341,60.387,83.367
51.931,35.147,69.772,"Class4","S","Z",63,58,14.137,52.79,38.24,68.704,2.745
77.092,42.362,32.168,"Class3","C","Y",46,47,83.558,47.286,45.206,34.21,75.513
66.026,48.665,51.204,"Class4","F","Z",63,61,34.502,54.663,69.441,53.948,2.694
82.988,42.183,15.12,"Class3","I","O",46,24,87.766,35.015,12.063,26.99,104.111
13.566,43.773,82.334,"Class2","K","J",20,30,49.614,24.819,77.551,69.522,55.483
72.427,42.814,30.016,"Class3","S","F",39,45,78.471,27.385,51.468,32.559,86.225
66.307,83.604,37.184,"Class1","L","Q",56,47,48.126,25.582,30.244,67.326,80.778
31.866,25.099,50.271,"Class5","I","P",54,86,13.864,17.426,24.336,35.986,24.101
57.694,71.778,86.027,"Class1","G","L",51,49,50.617,29.596,38.24,9.636,77.473
59.909,44.586,63.195,"Class4","U","S",66,49,14.843,52.928,38.087,46.677,2.247
83.997,54.706,18.206,"Class3","K","Y",40,45,82.891,34.453,25.733,30.754,65.633
41.167,43.872,15.708,"Class2","H","P",20,59,45.774,30.533,50.802,58.514,57.202
17.113,19.856,78.688,"Class2","H","Z",15,36,40.186,45.286,67.922,43.971,51.151
56.579,42.931,71.252,"Class4","H","B",67,47,27.228,55.626,39.88,66.226,3.957
68.8,32.786,59.123,"Class4","F","B",63,46,37.235,54.895,80.402,77.248,3.086
52.048,NA,92.16,"Class4","H","J",61,50,40.05,51.531,50.673,24.221,2.379
56.761,43.924,92.589,"Class4","S","B",62,39,25.064,52.326,50.272,88.213,0.281
68.694,31.882,23.293,"Class3","C","J",37,19,83.223,19.577,34.8,8.31,75.839
56.68,44.422,59.221,"Class4","G","B",61,60,67.475,53.25,75.834,2.603,3.224
64.612,8.573,44.317,"Class5","D","K",51,88,46.439,10.545,32.349,35.042,15.673
77.691,44.588,19.948,"Class3","I","J",47,17,80.145,41.03,33.531,15.473,62.991
28.185,13.119,55.732,"Class5","I","K",54,87,50.334,14.823,26.052,34.461,32.083
20.924,51.553,60.3,"Class2","F","Z",15,37,40.637,27.506,98.321,63.563,63.014
65.378,70.834,84.549,"Class1","L","K",45,51,55.79,26.783,14.872,40.766,80.334
NA,NA,18.832,"Class3","S","S",37,16,86.724,49.607,-1.889,29.435,83.658
64.486,16.055,49.099,"Class5","I","X",50,85,54.533,25.692,41.888,34.629,21.244
62.053,11.171,36.716,"Class5","N","X",50,87,26.814,53.139,26.298,33.372,10.272
69.937,60.447,75.968,"Class1","D","Q",82,51,45.159,26.473,70.251,52.011,77.364
60.562,70.467,51.679,"Class1","U","Q",60,52,29.41,25.001,34.954,25.755,81.315
61.524,42.114,86.494,"Class4","S","B",62,48,58.02,51.487,48.054,49.207,2.685
23.414,17.282,52.756,"Class2","K","P",22,24,50.627,50.508,80.85,77.557,57.791
65.089,1.199,50.009,"Class5","N","K",50,87,58.761,44.339,44.903,30.63,41.106
52.584,40.755,82.216,"Class4","H","S",61,53,34.605,55.995,32.507,82.601,4.341
40.747,13.233,34.131,"Class5","N","P",54,85,10.956,13.842,40.321,32.571,28.498
72.144,37.228,31.956,"Class3","S","O",47,24,83.989,32.498,49.374,33.234,88.662
63.669,36.731,65.421,"Class4","H","Z",62,41,29.172,54.501,40.287,61.933,3.11
75.552,87.052,54.42,"Class1","D","L",60,47,48.406,26.633,31.973,38.456,75.658
66.453,39.24,96.92,"Class4","F","J",66,47,76.188,53.038,62.086,61.435,4.504
73.907,67.991,40.684,"Class1","L","D",48,50,55.643,29.619,35.018,8.609,85.785
46.226,14.347,43.546,"Class5","I","K",54,85,77.677,8.96,38.051,32.438,24.888
75.121,60.283,44.411,"Class1","D","K",67,49,29.906,27.43,63.277,11.301,78.583
68.39,67.261,75.879,"Class1","L","D",63,49,24.101,28.803,46.308,54.527,75.266
76.59,46.813,87.243,"Class1","D","L",78,50,61.586,26,73.753,41.118,78.131
77.139,78.491,54.892,"Class1","X","L",81,48,35.087,27.241,73.939,54.953,72.836
66.39,48.202,21.822,"Class3","S","O",45,44,81.684,43.482,90.324,16.225,66.761
71.511,50.121,46.709,"Class1","D","L",85,51,57.974,29.627,44.55,47.468,82.95
66.035,49.845,19.807,"Class3","K","Y",45,45,87.061,40.94,12.187,49.77,82.353
63.096,21.004,50.192,"Class5","S","F",54,87,30.37,44.59,18.855,37.728,27.945
44.264,57.43,53.509,"Class2","J","J",14,77,48.085,49.094,86.302,50.068,55.347
17.308,13.897,93.278,"Class2","K","S",15,73,41.461,26.854,72.744,53.274,54.355
66.553,62.68,48.136,"Class1","U","Q",42,50,30.865,28.319,86.386,58.171,82.483
66.243,68.625,63.33,"Class1","L","L",43,52,36.1,27.346,34.515,104.484,79.021
NA,17.836,39.27,"Class5","I","X",50,88,50.769,32.813,16.809,34.591,26.015
55.717,92.025,36.078,"Class1","X","K",72,50,29.596,29.049,28.823,47.776,77.405
83.813,50.241,15.773,"Class3","S","J",43,25,79.679,49.3,15.83,29.434,73.452
34.099,42.56,9.581,"Class2","F","Z",23,57,49.162,42.473,59.414,18.717,55.843
65.768,47.592,78.824,"Class4","U","B",67,41,42.288,52.161,59.746,59.317,1.965
76.616,22.333,49.819,"Class5","S","F",54,85,23.591,33.968,19.744,35.382,41.596
59.646,62.118,65.916,"Class1","G","K",44,52,62.102,28.441,37.883,70.184,78.894
49.459,11.536,46.195,"Class5","D","Z",50,87,36.473,24.275,38.392,33.67,37.193
NA,48.228,88.166,"Class4","H","S",61,50,57.857,55.613,55.444,78.557,2.603
65.813,32.732,92.518,"Class4","F","B",65,43,18.044,55.097,61.481,55.96,1.564
62.434,51.574,38.979,"Class1","G","K",41,48,53.21,28.731,48.871,45.4,85.36
68.378,38.982,17.74,"Class3","C","S",40,17,80.384,32.268,26.176,51.091,83.802
83.086,39.452,24.819,"Class3","C","S",37,43,84.365,17.562,69.05,60.279,82.917
80.126,74.41,54.02,"Class1","D","L",83,48,63.508,29.666,13.871,4.4,86.336
79.448,54.261,67.618,"Class1","L","L",45,47,63.045,29.011,62.051,-9.901,77.96
16.141,39.808,58.325,"Class2","D","Y",26,30,36.995,36.025,72.234,94.219,59.671
74.01,84.271,72.249,"Class1","D","K",72,52,20.265,25.139,26.387,44.415,79.715
15.685,17.291,45.869,"Class5","S","P",53,87,32.923,9.84,31.23,35.83,39.501
64.923,51.113,52.07,"Class1","D","K",83,49,28.936,29.519,64.374,11.63,78.78
59.668,30.613,65.488,"Class4","G","Z",67,59,65.391,54.314,85.177,25.921,2.597
63.684,39.406,52.189,"Class4","S","J",66,52,47.05,55.421,58.493,45.064,1.754
67.36,41.036,52.661,"Class4","S","S",62,46,48.261,52.502,52.23,13.036,3.88
68.153,51.385,24.061,"Class3","S","O",41,18,87.919,14.035,44.481,33.581,70.256
79.947,63.456,66.233,"Class1","D","K",53,48,48.827,27.658,67.037,57.062,81.418
36.609,-0.523,55.844,"Class5","S","Z",53,89,70.123,23.911,15.586,35.417,26.09
59.925,49.461,23.552,"Class3","K","F",42,20,81.556,30.686,53.9,37.048,73.933
34.258,13.397,76.252,"Class2","F","Z",18,62,48.88,46.485,81.334,72.669,48.009
29.901,40.948,16.358,"Class2","H","J",16,45,48.694,36.911,50.336,70.114,64.337
64.767,52.234,88.313,"Class1","D","K",86,51,27.597,28.761,8.147,61.598,82.406
61.217,42.27,27.649,"Class3","C","Y",41,19,86.258,48.651,30.752,16.947,86.098
57.761,61.108,37.698,"Class1","U","D",64,52,51.921,26.293,29.129,75.91,78.883
64.43,80.915,44.891,"Class1","L","Q",75,51,22.252,25.391,72.426,48.208,88.287
53.894,16.758,54.296,"Class5","Y","X",53,88,64.208,24.303,27.589,35.679,21.715
78.922,33.457,17.858,"Class3","I","Y",43,46,83.732,34.255,30.059,55.708,89.877
78.062,31.796,15.777,"Class3","K","O",41,43,86.977,46.939,48.148,37.735,75.397
67.549,NA,39.848,"Class5","I","F",51,88,63.614,38.057,30.457,32.239,33.347
22.315,17.573,58.645,"Class5","Y","K",51,85,65.267,51.542,44.835,32.125,16.344
70.194,NA,68.265,"Class1","X","D",55,50,29.959,27.713,41.18,50.14,72.622
14.667,-0.132,60.773,"Class5","N","F",52,86,11.04,23.206,29.956,31.882,29.007
6.495,17.077,42.804,"Class5","I","Z",49,88,53.65,44.159,25.197,36.624,22.076
61.794,37.703,52.038,"Class4","U","S",66,58,59.723,54.493,57.693,53.316,2.214
60.854,15.83,33.16,"Class5","N","K",52,89,40.846,33.148,33.236,34.959,18.829
80.86,35.002,26.758,"Class3","S","O",41,45,80.307,31.741,14.327,32.221,73.936
56.206,50.832,87.234,"Class4","U","B",63,55,22.535,54.331,71.421,68.699,-0.298
44.996,6.558,54.691,"Class5","D","Z",53,87,24.549,28.372,20.985,34.854,57.509
82.641,45.214,15.105,"Class3","C","F",45,37,84.156,22.636,29.182,13.357,95.852
64.651,67.25,82.577,"Class1","G","K",73,47,21.475,26.851,14.791,66.739,77.242
55.863,62.287,78.642,"Class1","X","Q",84,48,55.852,27.565,101.849,84.986,80.478
70.457,47.211,25.908,"Class3","K","Y",44,20,85.89,38.147,40.057,31.895,89.508
53.594,40.326,94.108,"Class4","S","J",67,48,65.725,54.424,46.884,61.05,3.039
73.111,41.953,88.175,"Class1","L","L",46,49,28.737,28.816,73.219,37.102,78.54
61.099,41.766,73.361,"Class4","F","B",67,40,73.22,53.016,67.961,64.667,4.389
NA,10.456,36.115,"Class5","Y","K",53,87,72.381,46.139,37.053,32.879,27.025
70.574,16.587,52.884,"Class5","S","Z",51,85,47.962,16.331,13.836,33.2,31.233
84.191,42.013,28.912,"Class3","S","F",38,24,82.976,30.17,31.693,45.072,86.421
18.552,8.195,39.958,"Class2","J","Z",22,53,43.792,28.677,79.126,38.603,59.247
27.58,39.495,1.126,"Class2","D","J",15,63,36.088,50.259,79.403,37.898,57.098
28.095,NA,54.733,"Class5","I","K",54,86,16.501,17.787,42.736,31.29,38.463
66.708,45.406,29.437,"Class3","K","S",44,44,78.782,47.75,46.337,34.054,67.6
80.523,51.753,19.231,"Class3","I","Y",45,25,79.999,29.504,58.809,34.992,70.619
59.714,NA,48.143,"Class4","H","I",65,58,36.761,53.131,64.846,38.001,0.499
36.498,42.622,33.24,"Class2","J","Y",25,23,42.653,40.101,62.43,68.607,55.235
76.251,59.618,45.494,"Class1","U","L",54,50,31.355,29.413,-2.634,-23.572,75.784
70.616,64.715,84.242,"Class1","X","K",47,51,35.937,27.862,51.183,43.066,77.549
67.433,66.682,82.966,"Class1","D","K",52,48,49.395,27.168,52.034,9.162,81.092
61.292,50.962,51.378,"Class1","G","Q",66,49,43.843,28.229,44.565,60.585,88.201
69.796,64.481,42.492,"Class1","D","K",42,50,58.797,29.95,45.16,-2.881,77.334
29.383,8.559,70.433,"Class2","F","Y",16,30,42.96,31.777,72.683,102.089,55.869
80.068,68.405,42.397,"Class1","U","L",55,52,28.663,25.064,-17.989,45.769,82.363
63.015,54.808,29.015,"Class3","I","F",38,24,81.726,31.339,60.211,35.151,86.811
35.049,41.316,78.946,"Class2","J","P",21,53,48.811,31.926,69.253,45.916,53.634
40.711,8.214,88.57,"Class2","K","S",13,21,45.627,40.599,82.113,66.121,55.709
66.639,41.058,26.868,"Class3","Q","Y",47,25,85.439,30.472,29.533,43.343,92.709
60.491,47.204,16.852,"Class3","I","F",45,29,83.558,14.282,48.849,39.436,81.101
72.623,52.786,64.639,"Class1","G","N",40,49,63.141,28.939,33.709,54.624,83.782
80.657,46.824,80.82,"Class1","X","Q",49,52,42.359,29.779,37.501,47.488,77.691
57.166,19.258,41.859,"Class5","I","X",49,89,15.31,30.917,23.796,35.622,28.73
39.847,53.946,42.852,"Class2","J","Z",21,55,44.168,34.547,58.509,87.152,54.657
61.997,73.398,55.972,"Class1","U","L",44,52,57.731,29.178,61.263,57.99,85.387
83.118,41.316,28.283,"Class3","Q","S",41,24,79.198,45.758,5.238,34.846,66.696
31.934,17.863,52.999,"Class5","S","P",50,87,47.524,46.17,49.285,34.486,16.22
63.766,39.534,93.219,"Class4","H","Z",61,40,12.536,51.709,63.484,34.988,1.834
76.586,59.72,77.073,"Class1","L","Q",52,47,25.582,27.716,65.305,27.125,74.435
80.605,68.835,64.31,"Class1","G","D",41,49,25.473,28.067,17.719,14.993,86.25
65.797,41.052,73.505,"Class4","G","B",66,51,70.627,55.949,76.641,93.199,4.265
45.655,48.138,90.96,"Class2","D","P",13,48,40.892,27.519,73.394,49.227,59.348
84.486,35.326,23.796,"Class3","S","Y",46,21,85.986,42.869,-5.4,17.635,81.151
77.764,NA,85.27,"Class1","G","N",68,51,21.595,29.643,33.454,70.655,78.988
27.961,3.23,53.303,"Class5","I","P",50,87,72.839,9.451,39.745,28.944,4.41
63.503,65.569,76.816,"Class1","X","K",59,51,20.44,27.652,25.329,32.146,72.33
84.28,32.111,19.557,"Class3","I","F",40,21,86.334,22.105,43.11,56.422,79.384
51.917,39.168,96.656,"Class4","U","S",64,56,67.792,53.614,55.514,45.564,2.66
33.783,35.942,75.898,"Class2","K","S",10,70,46.74,36.063,87.377,58.587,51.117
22.746,47.584,92.773,"Class2","D","Y",13,82,48.545,26.577,89.384,89.155,63.725
57.429,29.829,85.26,"Class4","F","Z",64,53,21.912,51.972,69.494,85.055,3.429
79.621,58.688,54.14,"Class1","G","K",70,49,27.268,26.398,72.294,44.834,81.206
55.999,41.313,92.576,"Class4","U","B",66,61,46.342,52.057,72.787,65.966,3.914
55.798,44.696,61.192,"Class1","U","D",66,47,38.932,29.31,26.949,13.397,74.95
20.337,9.915,58.777,"Class5","S","P",51,89,71.366,9.074,35.101,31.973,36.659
79.626,57.4,78.707,"Class1","L","L",43,50,29.283,28.244,43.425,32.208,82.072
29.737,10.567,33.297,"Class5","I","F",51,88,15.641,48.236,7.559,30.795,9.126
64.228,33.242,31.713,"Class3","Q","J",42,32,78.899,27.164,31.206,40.614,80.502
37.452,55.211,91.288,"Class2","K","P",26,44,50.967,46.68,65.375,41.479,56.875
5.433,10.987,34.773,"Class5","I","K",49,86,70.273,21.777,34.337,32.471,17.33
54.856,48.07,38.548,"Class1","D","K",74,49,53.235,26.436,35.784,63.125,82.701
64.354,48.36,30.201,"Class3","Q","S",44,42,84.775,47.848,46.857,61.58,72.701
35.158,12.801,56.353,"Class5","D","Z",49,85,32.859,45.313,17.204,31.991,18.993
64.044,46.274,79.366,"Class4","U","S",62,46,43.012,52.803,79.2,67.839,3.822
25.152,NA,51.55,"Class5","S","Z",54,89,64.584,10.455,45.292,34.116,35.5
71.453,72.053,84.13,"Class1","D","K",46,50,30.899,27.085,51.537,65.501,81.16
76.138,49.123,31.071,"Class3","I","F",47,46,85.724,33.316,26.825,32.247,95.183
65.676,42.2,87.558,"Class4","G","B",61,46,61.922,53.59,85.964,80.492,3.42
51.806,50.652,69.372,"Class4","H","B",64,48,20.455,51.015,46.834,60.05,1.638
7.406,NA,42.381,"Class5","Y","K",53,87,40.21,21.991,29.886,35.798,25.147
75.991,55.017,83.281,"Class1","U","L",65,51,43.514,26.155,37.918,68.485,82.795
31.459,26.76,94.85,"Class2","D","P",27,29,36.324,22.133,64.828,67.348,49.471
39.886,35.355,89.25,"Class2","J","S",15,72,41.615,34.597,68.354,75.35,43.637
67.627,17.943,57.391,"Class5","S","K",51,89,75.812,15.965,9.151,29.817,28.963
74.772,52.991,40.203,"Class1","X","L",40,48,27.018,28.374,51.822,59.711,79.258
24.456,20.696,53.839,"Class5","S","F",51,88,19.269,36.811,36.241,34.817,8.165
66.144,44.533,64.773,"Class4","F","I",67,54,72.87,51.138,64.288,42.416,1.586
53.036,NA,48.947,"Class4","G","S",67,46,72.632,51.372,65.295,20.072,2.919
62.794,54.779,30.846,"Class3","I","O",46,36,81.927,23.833,33.056,57.334,91.424
54.103,42.737,70.852,"Class4","U","J",65,61,54.608,54.126,42.895,66.219,1.157
75.037,36.825,29.893,"Class3","I","J",38,36,85.849,28.205,43.529,51.77,82.073
67.494,42.299,15.737,"Class3","Q","F",46,19,83.218,35.577,38.357,46.923,72.464
42.086,31.984,95.965,"Class2","H","P",23,22,48.775,49.384,89.566,60.571,58.957
72.063,32.317,17.323,"Class3","S","O",42,41,86.508,50.611,36.018,40.55,92.477
69.7,89.792,41.686,"Class1","L","K",43,49,24.054,28.406,32.671,30.028,88.172
23.399,NA,49.151,"Class2","K","P",14,21,44.453,39.602,70.088,75.647,57.894
70.793,35.468,19.12,"Class3","K","Y",39,46,86.402,22.554,34.149,42.877,78.958
62.934,31.793,71.225,"Class4","H","J",63,44,45.45,54.326,57.699,60.15,3.558
53.338,39.435,65.494,"Class4","G","S",62,56,42.507,52.21,77.869,81.141,2.024
16.873,22.081,82.985,"Class2","K","S",25,83,39.883,59.635,88.268,53.828,58.941
58.751,48.565,53.024,"Class4","U","I",62,44,78.304,53.08,58.815,68.929,1.484
73.789,6.78,59.589,"Class5","D","K",54,85,51.738,9.706,25.053,37.642,14.718
26.071,92.545,52.99,"Class2","K","Z",20,64,40.141,42.657,92.419,74.122,61.77
57.411,34.964,77.445,"Class4","H","J",64,53,15.98,51.43,25.672,68.313,2.592
72.064,36.959,16.99,"Class3","I","O",40,39,87.321,20.459,44.574,34.533,67.06
52.824,42.475,65.262,"Class4","U","S",63,58,79.742,53.192,73.675,49.179,4.739
63.095,41.343,55.558,"Class4","F","I",62,40,80.823,53.007,68.532,29.453,2.937
20.78,NA,6.325,"Class2","J","S",24,48,37.256,49.368,56.361,74.498,52.006
NA,12.539,41.236,"Class5","I","Z",53,89,35.658,31.127,40.727,30.684,33.156
72.875,NA,71.518,"Class1","G","L",41,51,43.969,27.498,79.182,62.107,77.163
62.033,37.721,20.22,"Class3","K","J",37,43,86.269,28.139,43.075,16.225,68.593
40.822,10.331,26.573,"Class2","D","J",9,67,46.392,37.255,32.646,65.382,66.296
80.005,66.745,90.008,"Class1","X","N",74,52,41.355,29.331,60.283,67.667,79.624
60.092,47.271,63.775,"Class1","U","N",83,50,59.735,29.266,44.14,48.102,79.969
53.02,37.901,68.189,"Class4","F","Z",64,59,33.205,51.24,64.086,22.978,2.435
30.146,12.736,39.26,"Class5","Y","F",53,86,20.27,43.772,42.377,32.439,38.967
60.219,69.369,77.636,"Class1","U","L",69,48,26.393,26.734,62.088,37.703,82.47
NA,44.973,22.371,"Class3","I","J",39,43,80.52,39.781,23.177,18.066,94.562
74.558,17.439,50.337,"Class5","S","X",49,87,16.271,22.493,49.173,32.213,30.587
81.252,58.755,72.4,"Class1","X","K",45,48,49.22,25.651,86.675,59.737,75.094
71.829,47.675,25.009,"Class3","K","F",41,29,83.573,30.93,42.102,58.389,80.381
NA,59.973,37.949,"Class1","D","D",79,47,49.511,28.181,19.423,60.213,76.466
79.465,45.001,28.897,"Class3","I","J",43,41,86.358,28.504,32.87,40.147,73.703
80.262,65.266,43.427,"Class1","X","D",85,52,21.997,27.549,59.955,2.394,79.766
44.356,45.038,82.036,"Class2","D","Y",16,25,47.17,50.016,89.736,60.228,60.547
72.544,52.469,51.594,"Class1","U","N",66,50,20.938,25.984,7.684,73.795,77.825
83.643,39.364,23.456,"Class3","S","Y",47,29,79.046,37.99,21.589,41.479,79.648
26.027,8.315,52.282,"Class5","S","P",53,86,46.63,13.112,52.22,33.645,38.994
35.201,15.053,51.81,"Class5","Y","X",53,86,14.428,16.05,24.866,39.915,48.857
54.035,69.999,41.12,"Class1","D","K",49,47,47.217,29.99,47.07,70.499,79.058
71.854,NA,71.606,"Class1","U","Q",82,50,52.166,27.925,91.262,9.344,79.896
43.532,59.005,58.393,"Class2","D","S",19,43,42.457,58.86,78.276,91.392,49.251
44.339,48.921,18.158,"Class2","H","S",20,27,47.142,39.269,62.268,90.796,49.815
64.88,16.331,54.814,"Class5","D","P",54,87,48.345,11.433,27.858,36.979,39.48
67.041,50.606,23.261,"Class3","K","S",40,19,82.328,21.041,18.517,10.541,73.991
77.797,NA,43.429,"Class1","L","Q",86,49,33.967,28.613,49.466,20.817,78.72
19.249,2.399,67.482,"Class2","J","P",9,51,43.702,50.25,50.716,45.645,52.318
61.016,43.072,21.089,"Class3","Q","F",45,29,87.881,30.578,25.423,44.322,91.88
28.154,46.301,0.416,"Class2","D","Z",24,77,48.145,37.935,71.763,62.999,63.366
32.192,11.903,56.837,"Class5","S","K",54,89,35.926,41.561,38.079,31.939,25.016
60.647,48.204,19.718,"Class3","S","S",44,23,87.098,20.665,34.57,30.078,76.675
51.634,41.802,95.899,"Class4","G","B",64,45,74.756,55.035,51.173,67.479,1.294
25.261,51.883,19.324,"Class2","F","Z",10,71,44.997,49.176,81.042,78.808,59.372
NA,15.783,46.6,"Class5","D","P",51,85,70.11,43.194,15.975,34.297,22.607
74.11,49.587,29.133,"Class3","Q","O",47,26,84.117,43.699,26.921,65.563,74.058
64.145,11.042,47.457,"Class5","S","K",52,89,63.211,15.243,47.49,32.724,51.135
80.197,71.355,78.827,"Class1","U","D",60,49,65.994,27.45,41.817,2.929,72.813
NA,24.299,26.132,"Class3","S","Y",46,22,85.203,47.593,31.342,46.373,68
79.057,75.664,50.722,"Class1","X","N",42,49,43.38,25.902,37.265,63.776,76.366
41.416,8.741,33.588,"Class2","D","S",16,27,43.408,24.195,92.326,27.631,56.738
11.022,12.153,48.126,"Class5","I","K",49,85,21.083,28.809,30.336,36.631,37.982
44.985,NA,53.77,"Class5","I","F",49,89,11.063,19.94,39.169,31.253,35.117
66.964,46.466,34.061,"Class1","G","N",80,48,48.729,26.525,32.093,38.348,86.411
46.395,28.267,73.449,"Class2","H","J",15,31,46.765,23.97,66.235,56.888,57.243
56.418,28.073,30.794,"Class3","K","F",45,45,86.049,16.6,23.107,25.547,71.5
38.094,22.802,93.63,"Class2","K","P",9,49,41.241,26.961,79.816,90.168,43.757
NA,62.132,75.124,"Class1","X","N",49,50,41.701,25.452,34.228,47.069,83.039
56.168,37.065,50.022,"Class4","S","J",62,55,49.371,54.446,71.736,27.43,1.047
