"PML1","GYO2","CJW3","UXF4","JUR5","KPQ6","SHU7","UTG8","MSG9","Output7","PMO10"
14,63.249,"C",37.208,51.674,40.443,56.025,42.486,67.208,"Class2",50.794
48,57.212,"Z",16.629,52.05,54.648,77.066,76.363,42.786,"Class1",20.04
7,77.634,"Y",50.83,55.808,68.369,66.048,34.676,57.764,"Class2",50.229
48,45.174,"C",14.658,47.676,73.316,78.004,76.369,67.105,"Class1",4.188
47,81.562,"Z",15.258,52.31,89.347,9.059,76.31,54.52,"Class1",18.842
48,52.529,"Z",17.061,47.035,35.768,15.947,76.784,76.15,"Class1",2.473
48,66.605,"F",16.149,33.708,45.111,64.907,75.969,66.094,"Class1",26.094
13,93.021,"L",72.059,55.88,45.737,85.702,23.218,51.862,"Class2",46.636
14,95.568,"C",93.599,54.582,53.631,57.591,36.871,39.987,"Class2",47.74
48,67.113,"C",19.565,32.276,30.57,10.062,76.435,47.022,"Class1",20.908
47,25.842,"C",15.891,42.772,94.81,48.967,76.305,75.461,"Class1",31.558
48,89.331,"C",15.693,52.185,91.664,11.615,76.536,66.387,"Class1",72.129
48,64.161,"F",18.987,48.409,51.684,75.597,76.664,68.337,"Class1",27.901
47,57.214,"R",18.593,41.713,53.408,7.228,76.424,37.623,"Class1",15.83
47,72.764,"F",18.85,62.757,81.881,14.42,75.834,54.067,"Class1",10.917
10,97.408,"L",44.521,56.488,57.782,65.346,84.833,59.5,"Class2",51.395
48,73.889,"O",17.166,37.932,70.739,62.101,76.557,67.839,"Class1",5.721
10,76.114,"Y",69.31,57.063,67.853,92.464,65.001,NA,"Class2",43.426
48,48.42,"O",18.813,44.88,78.525,23.068,76.668,41.484,"Class1",68.51
8,98.51,"K",-25.973,56.18,37.826,60.099,14.386,55.539,"Class2",53.605
6,101.393,"L",30.268,55.748,68.547,56.981,66.414,70.465,"Class2",52.095
48,2.885,"C",15.196,39.7,82.235,7.482,76.141,46.994,"Class1",10.268
48,83.258,"R",17.361,47.51,59.216,53.714,76.519,41.281,"Class1",44.056
48,88.349,"Z",16.665,46.543,59.267,6.271,76.833,36.045,"Class1",47.204
14,86.585,"L",41.85,56.52,53.935,87.882,40.286,79.525,"Class2",49.82
11,84.661,"L",26.297,56.333,38.421,81.705,45.033,63.755,"Class2",53.295
13,101.382,"C",18.203,56.034,59.551,60.919,63.014,50.256,"Class2",49.995
47,103.204,"R",18.466,59.393,28.791,55.06,76.153,48.992,"Class1",12.391
5,103.558,"C",56.342,56.571,52.387,70.77,55.156,46.052,"Class2",49.705
48,22.676,"O",16.97,32.805,63.061,68.131,76.283,63.278,"Class1",63.103
48,76.969,"O",16.049,26.995,70.683,77.265,76.39,70.993,"Class1",43.392
7,96.08,"U",30.073,54.698,40.755,62.129,79.344,63.131,"Class2",52.54
47,44.394,"C",16.542,43.257,46.595,2.989,76.233,34.966,"Class1",47.131
5,83.829,"U",49.12,54.986,70.968,66.2,63.122,34.885,"Class2",49.717
12,84.307,"U",36.315,53.948,35.365,63.422,87.389,49.778,"Class2",49.637
48,126.45,"F",18.528,34.82,34.646,36.065,76.689,62.453,"Class1",8.144
13,66.064,"C",38.77,56.279,69.627,74.889,33.007,60.717,"Class2",55.018
11,77.315,"U",40.183,56.809,45.562,55.457,78.565,53.506,"Class2",50.073
47,47.558,"Z",17.667,55.84,88.969,2.96,75.895,76.658,"Class1",66.026
7,81.222,"K",15.617,56.333,68.534,52.985,27.238,42.766,"Class2",53.072
8,90.119,"C",60.227,55.123,42.898,80.577,51.376,33.192,"Class2",52.476
9,83.669,"L",43.213,53.812,58.408,59.486,48.054,33.118,"Class2",55.061
48,84.461,"O",17.317,38.538,41.595,10.283,76.158,77.066,"Class1",5.469
48,47.42,"O",19.349,51.904,29.344,41.956,77.274,60.155,"Class1",8.604
5,68.412,"C",23.565,56.614,42.695,89.659,65.006,69.599,"Class2",52.486
13,80.564,"U",63.052,57.019,53.376,63.543,3.333,40.793,"Class2",51.509
12,76.254,"C",61.549,56.572,39.948,77.009,71.169,44.427,"Class2",52.01
11,89.521,"L",17.59,54.991,52.484,56.526,58.754,60.903,"Class2",54.278
48,54.609,"O",15.259,39.954,56.189,16.699,77.148,45.2,"Class1",1.023
48,98.811,"C",16.809,46.096,73.014,40.553,76.442,36.424,"Class1",73.375
47,78.624,"O",16.198,46.861,47.025,36.543,76.611,64.784,"Class1",37.685
47,46.949,"C",16.259,43.752,84.768,13.011,76.734,48.542,"Class1",35.479
8,76.379,"C",-0.015,56.296,36.08,89.699,19.765,34.736,"Class2",48.945
48,69.191,"C",14.992,49.911,77.544,30.517,76.291,72.272,"Class1",68.946
5,78.238,"K",36.673,53.011,34.945,64.749,26.405,32.763,"Class2",49.953
47,50.867,"O",14.728,48.309,37.015,43.371,75.638,45.382,"Class1",23.74
11,88.608,"L",42.439,57.316,36.259,75.832,35.666,79.472,"Class2",47.985
8,68.49,"Y",71.493,56.137,59.267,61.89,75.427,32.144,"Class2",45.819
9,76.992,"C",74.706,58.407,64.873,62.45,27.336,66.456,"Class2",53.411
48,54.602,"Z",17.547,58.227,34.364,54.94,76.463,76.985,"Class1",15.969
48,98.181,"R",16.138,53.031,61.391,34.551,75.777,76.804,"Class1",16.893
47,89.039,"R",14.331,49.339,29,28.975,76.269,55.477,"Class1",43.651
10,93.397,"K",65.789,58.4,69.171,57.955,33.66,NA,"Class2",46.374
48,63.108,"Z",15.907,32.636,81.592,10.068,76.593,75.818,"Class1",62.471
47,73.495,"C",18.188,42.712,74.876,60.505,76.79,47.777,"Class1",15.832
8,84.842,"U",87.55,55.762,39.966,68.838,44.509,58.058,"Class2",44.011
12,72.455,"U",33.049,57.095,65.21,92.566,52.925,73.032,"Class2",47.687
5,93.602,"L",30.376,56.809,51.468,57.195,94.434,62.034,"Class2",43.31
8,79.629,"Y",35.217,56.319,50.173,80.89,46.596,NA,"Class2",52.629
47,51.571,"F",17.017,37.507,39.034,58.036,76.491,35.792,"Class1",46.928
14,71.326,"C",23.46,58.55,64.866,63.235,41.971,56.863,"Class2",55.693
6,85.697,"K",46.856,57.354,52.681,59.486,49.719,65.148,"Class2",50.538
7,87.109,"U",43.239,57.112,46.469,92.128,29.165,58.235,"Class2",50.825
48,56.41,"Z",16.91,41.904,87.94,53.017,76.182,47.314,"Class1",19.856
5,74.082,"L",81.235,55.067,67.476,66.296,58.233,69.403,"Class2",45.312
48,96.255,"O",16.75,27.059,66.621,18.846,76.696,72.196,"Class1",9.575
48,79.958,"Z",14.151,36.523,60.436,33.929,76.426,72.199,"Class1",21.341
13,76.446,"Y",30.035,55.486,60.241,81.854,52.197,72.874,"Class2",49.364
48,21.467,"Z",17.504,51.31,93.472,57.156,75.961,58.24,"Class1",35.594
10,81.565,"K",39.183,54.472,38.484,71.039,69.095,63.286,"Class2",50.293
13,73.365,"C",13.703,55.645,45.219,81.454,61.95,53.455,"Class2",54.261
14,63.758,"C",41.052,55.997,69.373,81.067,48.706,30.869,"Class2",46.556
9,91.181,"Y",59.44,54.339,62.312,79.122,51.311,49.96,"Class2",46.918
9,70.034,"K",58.053,54.476,67.564,74.131,38.346,35.278,"Class2",48.835
48,79.093,"C",18.803,43.52,57.665,36.26,76.456,42.045,"Class1",56.907
48,28.523,"F",17.459,43.313,91.706,15.353,76.433,54.308,"Class1",56.221
12,78.243,"Y",78.175,54.388,58.894,53.904,90.046,53.25,"Class2",50.171
6,NA,"K",91.714,54.58,46.666,54.206,58.798,27.484,"Class2",55.733
10,102.017,"K",43.257,56.059,42.04,86.5,58.252,44.729,"Class2",48.729
47,35.771,"C",16.558,43.933,51.274,31.516,76.998,53.184,"Class1",50.574
5,81.031,"U",78.278,57.029,34.355,88.831,26.032,50.618,"Class2",43.73
47,9.535,"F",17.429,44.618,40.37,63.764,77.285,67.836,"Class1",56.164
48,68.908,"C",16.03,49.089,55.773,49.652,76.414,55.27,"Class1",20.457
48,67.407,"Z",17.44,40.231,72.413,7.038,76.737,NA,"Class1",59.675
12,94.472,"K",45.548,53.187,62.173,69.673,74.791,48.031,"Class2",55.04
48,NA,"C",17.301,41.269,62.328,74.085,76.157,61.226,"Class1",46.531
47,66.132,"Z",15.035,38.893,40.94,28.97,76.084,60.499,"Class1",61.046
47,50.201,"O",16.307,29.893,36.649,22.249,75.896,42.807,"Class1",10.008
47,NA,"C",17.05,46.89,39.321,28.082,77.133,32.93,"Class1",73.906
8,87.417,"U",60.117,53.691,38.121,56.666,-1.797,61.383,"Class2",55.151
14,76.576,"L",-15.077,55.478,38.508,87.422,112.193,41.918,"Class2",55.827
10,NA,"C",72.102,54.255,49.365,66.076,44.507,33.576,"Class2",55.392
9,93.095,"C",59.784,56.62,61.333,88.685,12.543,62.735,"Class2",43.279
47,31.224,"Z",17.619,53.92,68.1,21.138,76.619,35.158,"Class1",50.973
47,NA,"C",17.719,55.703,43.533,12.715,76.868,NA,"Class1",44.704
47,81.687,"C",17.279,52.364,79.206,37.721,76.772,52.377,"Class1",2.853
6,91.456,"Y",27.144,55.984,62.883,74.602,28.344,57.9,"Class2",44.957
9,81.964,"K",75.069,53.922,55.244,59.999,98.2,34.637,"Class2",54.029
48,61.196,"F",16.288,43.904,70.458,9.795,77.045,NA,"Class1",23.084
9,93.283,"C",56.506,55.987,63.704,75.787,72.506,55.713,"Class2",44.09
7,81.925,"L",96.247,56.313,65.682,59.525,33.001,34.339,"Class2",47.374
13,81.009,"C",40.026,55.089,70.897,85.338,60.658,33.048,"Class2",46.019
48,NA,"R",17.055,49.59,60.779,42.05,76.57,71.054,"Class1",40.219
7,NA,"U",48.226,54.655,61.005,71.312,-4.279,33.437,"Class2",54.667
47,87.547,"Z",17.771,40.182,68.301,38.438,76.341,59.425,"Class1",42.251
47,72.728,"Z",16.699,35.643,43.496,4.975,76.232,55.17,"Class1",1.131
47,120.189,"R",14.867,47.471,80.525,27.118,76.932,64.836,"Class1",19.668
13,93.382,"K",70.086,58.004,64.948,73.824,49.984,43.201,"Class2",52.158
48,62.604,"Z",17.359,51.997,40.713,37.729,76.517,61.251,"Class1",11.61
13,81.479,"C",55.11,56.589,40.439,55.333,44.958,27.346,"Class2",55.328
47,52.876,"Z",18.024,34.032,62.194,45.469,76.675,33.357,"Class1",4.003
47,48.285,"Z",17.805,42.816,66.734,30.262,77.004,43.898,"Class1",71.32
48,39.96,"Z",17.167,52.682,81.809,6.598,76.528,65.612,"Class1",39.829
11,87.048,"U",78.334,55.389,60.568,88.231,61.928,64.184,"Class2",48.269
5,73.509,"Y",77.577,55.519,54.327,92.072,38.55,37.167,"Class2",49.268
47,50.652,"F",18.043,48.003,82.476,29.551,76.5,64.833,"Class1",60.581
12,95.965,"C",25.551,56.44,40.722,57.128,45.402,27.25,"Class2",52.195
10,90.635,"Y",84.631,54.781,34.534,65.59,37.54,75.013,"Class2",45.117
48,45.833,"Z",16.044,43.926,39.75,54.589,76.575,74.398,"Class1",35.354
47,32.195,"F",15.771,41.863,39.208,74.085,75.989,68.064,"Class1",32.247
6,99.064,"Y",49.692,56.912,70.194,63.584,54.429,47.252,"Class2",47.484
8,94.807,"Y",76.017,56.383,36.336,89.862,4.055,44.275,"Class2",49.947
14,81.534,"U",79.389,56.263,44.709,80.2,72.157,36.915,"Class2",48.836
13,81.233,"Y",77.979,55.402,69.065,72.537,89.739,60.355,"Class2",50.308
47,11.217,"Z",16.882,50.357,88.94,12.581,76.066,57.512,"Class1",36.048
48,67.145,"Z",17.053,54.483,94.625,55.066,76.682,64.488,"Class1",48.73
48,66.96,"Z",16.251,43.348,81.054,27.106,76.777,42.076,"Class1",61.91
5,88.732,"K",93.351,56.8,67.849,56.221,53.923,NA,"Class2",55.741
48,31.82,"O",17.776,41.967,56.822,6.018,77.055,62.134,"Class1",27.95
47,42.746,"O",15.494,43.82,47.545,18.864,76.726,34.656,"Class1",69.644
48,64.583,"F",16.623,48.132,62.948,76.621,76.057,35.475,"Class1",61.86
5,81.422,"Y",62.632,58.222,46.012,72.121,8.715,31.435,"Class2",52.975
48,41.001,"C",17.834,48.989,39.456,18.724,76.686,NA,"Class1",49.952
48,80.619,"Z",19.324,41.273,60.878,41.909,76.294,42.738,"Class1",50.935
12,62.28,"K",47.721,57.242,48.285,85.326,68.044,53.808,"Class2",47.124
48,61.748,"R",18.693,51.041,60.398,23.041,77.071,65.687,"Class1",40.908
6,70.875,"Y",74.989,56.066,37.975,71.723,61.643,57.669,"Class2",49.773
11,78.094,"Y",-0.182,54.647,62.188,86.596,29.545,NA,"Class2",46.676
8,96.015,"L",52.69,57.135,36.195,53.058,30.479,79.105,"Class2",48.511
48,57.383,"Z",16.79,44.668,34.967,21.664,75.951,77.704,"Class1",33.968
47,24.707,"F",15.627,44.329,68.13,56.411,76.857,51.33,"Class1",65.069
12,75.931,"Y",70.977,56.577,37.196,53.526,88.438,75.902,"Class2",49.341
11,93.868,"C",70.502,56.047,37.418,68.05,43.984,72.314,"Class2",54.161
7,NA,"L",44.35,56.409,71.69,55.18,58.203,38.129,"Class2",54.041
14,78.347,"U",15.213,58.078,42.751,74.842,70.512,45.615,"Class2",53.718
47,NA,"R",17.096,38.323,61.192,16.689,76.354,52.474,"Class1",23.093
47,53.461,"Z",16.75,42.658,87.82,10.707,76.698,62.13,"Class1",46.639
6,102.818,"K",72.804,56.026,58.507,86.231,59.307,50.528,"Class2",50.268
6,98.27,"K",57.994,56.048,51.652,67.364,61.574,29.163,"Class2",45.77
11,78.947,"K",60.046,55.236,36.562,65.041,48.224,66.998,"Class2",45.086
48,54.737,"C",17.042,38.879,63.714,78.74,76.981,61.306,"Class1",73.697
13,90.148,"Y",31.591,56.538,54.537,76.806,67.026,45.195,"Class2",53.176
9,86.317,"C",79.85,55.758,61.389,69.436,82.042,62.775,"Class2",53.598
47,75.028,"C",15.398,49.543,73.331,8.344,77.116,34.591,"Class1",55.545
11,90.095,"K",35.94,54.947,37.848,66.509,107.025,39.058,"Class2",43.535
48,74.065,"C",16.639,44.582,78.101,54.885,77.316,70.019,"Class1",2.059
48,33.044,"R",12.999,43.626,50.915,59.24,76.327,60.556,"Class1",50.893
12,71.736,"C",23.784,57.195,65.914,72.777,32.891,49.532,"Class2",46.113
48,20.326,"Z",18.981,49.728,67.55,54.288,76.424,NA,"Class1",56.881
10,88.714,"L",56.953,55.941,64.832,88.538,78.531,74.447,"Class2",51.502
13,70.803,"K",14.043,55.349,67.286,88.815,58.281,NA,"Class2",46.691
48,69.672,"R",17.616,34.849,84.083,37.288,76.591,58.981,"Class1",34.116
6,88.123,"Y",74.481,57.45,47.958,76.491,67.418,72.913,"Class2",53.688
47,28.538,"C",15.155,42.057,58.561,21.836,76.276,44.104,"Class1",45.162
10,84.764,"U",16.617,57.813,52.109,62.538,33.322,55.827,"Class2",51.312
12,79.147,"L",81.514,54.629,36.712,79.144,78.024,72.152,"Class2",45.735
14,71.51,"L",67.129,55.546,70.87,75.737,78.033,30.862,"Class2",47.53
48,38.066,"C",16.465,45.226,93.888,9.749,77.022,46.118,"Class1",30.643
47,15.25,"Z",14.228,43.974,29.706,38.254,75.906,71.062,"Class1",20.065
9,86.114,"L",63.428,56.749,36.944,86.119,66.17,75.894,"Class2",48.635
47,99.733,"C",17.831,42.441,68.316,61.917,76.326,69.499,"Class1",20.113
48,6.814,"R",16.141,39.524,49.231,75.359,76.595,61.461,"Class1",44.045
7,103.284,"C",86.103,56.463,37.69,65.83,69.361,65.387,"Class2",47.641
47,15.672,"F",17.073,45.22,86.615,61.622,76.358,44.558,"Class1",20.462
47,17.012,"Z",18.838,51.345,87.777,34.728,76.768,32.935,"Class1",13.682
12,69.372,"L",31.613,56.387,55.999,69.425,27.345,53.378,"Class2",52.32
47,33.769,"O",16.676,60.226,79.797,10.592,76.334,39.064,"Class1",51.573
14,NA,"K",29.032,53.905,38.745,61.117,5.392,NA,"Class2",50.701
48,62.374,"R",17.647,42.114,65.324,73.974,76.766,43.609,"Class1",36.611
9,NA,"Y",38.334,55.997,57.055,90.604,34.029,68.897,"Class2",54.195
7,73.94,"Y",63.069,56.406,43.955,89.376,67.348,27.702,"Class2",47.533
7,90.442,"Y",70.53,56.288,68.907,65.188,36.857,28.969,"Class2",51.691
47,33.115,"C",17.331,47.444,35.57,8.318,76.324,62.171,"Class1",31.502
47,60.515,"F",17.545,43.205,48.3,33.89,76.535,71.708,"Class1",29.767
6,74.729,"L",30.007,55.973,71.074,78.506,38.421,34.863,"Class2",45.788
10,93.039,"C",-5.464,58.201,50.901,52.352,74.114,45.852,"Class2",49.27
14,107.125,"C",37.848,54.591,66.158,73.649,54.428,37.62,"Class2",48.755
47,62.682,"O",18.191,39.8,40.009,75.119,76.569,54.289,"Class1",5.171
14,68.997,"Y",95.415,56.8,62.186,71.685,46.724,65.796,"Class2",48.044
48,27.863,"Z",19.814,43.504,94.264,71.877,77.104,63.156,"Class1",6.615
10,90.368,"Y",67.748,54.243,60.11,55.74,57.081,65.971,"Class2",44.257
47,68.07,"R",17.646,37.155,70.771,35.134,77.004,NA,"Class1",16.822
9,NA,"C",8.934,55.273,48.576,73.341,58.89,43.544,"Class2",53.712
8,64.384,"C",59.843,56.568,39.991,62.602,50.494,67.03,"Class2",50.746
48,39.89,"Z",16.357,44,31.024,57.598,76.227,54.34,"Class1",42.304
13,95.702,"C",74.772,56.553,65.326,63.75,45.407,75.519,"Class2",53.252
12,82.979,"Y",43.278,54.804,60.328,82.677,45.019,37.497,"Class2",48.992
11,101.434,"C",50.016,56.667,45.979,78.255,59.317,42.469,"Class2",55.155
48,79.635,"O",16.3,49.55,64.856,67.287,76.365,59.261,"Class1",23.575
47,16.751,"Z",15.45,45.526,83.625,60.341,76.891,62.82,"Class1",37.982
5,77.349,"L",44.161,56.072,64.214,55.486,37.88,45.922,"Class2",47.832
10,83.992,"K",42.4,55.124,67.969,80.032,40.034,29.13,"Class2",51.829
5,94.396,"L",16.786,55.203,67.944,85.041,71.147,NA,"Class2",53.098
48,22.821,"R",17.758,45.686,54.756,42.03,76.718,46.761,"Class1",39.124
8,86.605,"Y",29.459,56.249,62.861,79.624,35.736,63.371,"Class2",46.372
47,56.598,"C",19.001,59.647,87.968,60.12,76.55,33.607,"Class1",58.311
47,97.786,"R",17.428,51.222,72.206,45.269,76.359,73.992,"Class1",39.369
12,87.552,"Y",55.76,57.19,65.276,64.814,42.576,46.692,"Class2",49.019
47,64.143,"C",16.284,50.397,84.045,4.854,76.819,58.736,"Class1",44.775
48,28.054,"Z",17.514,38.691,93.587,51.486,76.912,41.722,"Class1",36.741
48,93.876,"Z",16.187,38.487,46.713,44.184,76.894,51.093,"Class1",48.66
47,57.698,"O",17.525,48.546,57.533,24.431,76.805,45.023,"Class1",60.721
47,46.101,"R",16.418,50.227,69.088,7.206,75.853,69.532,"Class1",9.677
12,77.376,"C",65.198,54.251,47.967,56.615,39.111,49.578,"Class2",54.446
48,90.708,"Z",16.245,46.844,35.351,77.506,76.772,38.998,"Class1",2.35
9,92.275,"K",103.944,55.717,37.29,67.146,62.423,69.199,"Class2",49.545
47,79.725,"R",15.306,47.114,44.701,19.276,76.141,70.768,"Class1",68.325
10,98.528,"L",19.225,57.281,56.364,63.945,55.773,39.746,"Class2",48.819
11,85.551,"U",44.85,55.619,51.167,56.372,62.782,43.396,"Class2",51.529
48,66.245,"R",18.747,51.212,86.819,65.38,76.594,35.512,"Class1",27.417
6,68.549,"U",-5.501,58.534,50.884,62.345,67.561,65.181,"Class2",43.916
8,58.51,"K",36.191,56.456,36.929,66.008,42.659,45.094,"Class2",44.819
47,45.476,"O",16.684,42.876,30.003,29.047,76.496,54.845,"Class1",22.834
11,78.888,"L",63.512,54.78,46.474,55.906,40.103,70.549,"Class2",55.652
48,42.936,"R",15.327,52.058,47.542,77.707,76.615,67.708,"Class1",12.754
48,59.758,"R",17.692,36.908,63.772,65.144,76.486,55.682,"Class1",63.024
47,58.574,"Z",15.478,43.556,67.406,12.817,76.519,70.071,"Class1",15.049
5,97.927,"Y",58.036,56.708,45.401,79.471,40.432,73.449,"Class2",54.93
14,69.907,"K",51.199,55.763,57.759,83.866,70.061,45.698,"Class2",55.592
9,80.238,"Y",63.476,56.848,61.178,70.623,34.377,69.399,"Class2",52.663
48,NA,"C",18.925,57.611,90.45,47.332,76.803,66.663,"Class1",7.355
48,54.518,"F",16.697,44.38,55.27,38.667,75.81,40.545,"Class1",20.296
13,76.384,"Y",53.509,54.622,54.323,80.913,96.963,38.817,"Class2",54.097
48,NA,"C",18.701,37.433,45.599,57.133,76.014,51.432,"Class1",59.061
48,64.837,"C",15.918,40.712,50.707,25.865,76.483,38.452,"Class1",44.086
47,62.22,"F",13.948,49.499,43.283,50.769,76.283,42.203,"Class1",40.07
8,72.143,"U",22.612,55.276,70.839,55.591,52.425,45.175,"Class2",55.924
48,-38.682,"F",16.708,42.978,40.903,24.007,76.972,40.398,"Class1",1.725
47,97.175,"F",16.471,43.411,67.81,59.13,76.331,43.743,"Class1",56.161
48,12.59,"O",18.94,52.355,60.451,44.056,76.747,72.731,"Class1",7.056
14,79.212,"Y",40.081,56.3,44.382,57.754,31.945,35.472,"Class2",55.918
14,73.343,"L",55.962,55.297,58.061,88.321,23.858,54.29,"Class2",54.682
7,93.035,"C",41.85,57.656,43.835,92.163,78.019,33.902,"Class2",49.453
47,74.597,"Z",16.605,50.668,67.261,10.893,76.933,76.788,"Class1",2.037
9,85.476,"Y",23.257,55.314,44.23,52.314,10.107,51.131,"Class2",43.835
47,54.083,"R",17.141,49.284,39.28,6.602,76.801,76.241,"Class1",52.421
12,82.927,"K",47.962,57.3,47.372,58.004,38.732,59.941,"Class2",53.849
6,94.015,"K",24.219,54.811,45.602,79.203,51.627,50.578,"Class2",46.155
48,119.964,"R",17.244,53.344,83.267,75.578,77.369,62.85,"Class1",5.744
8,91.218,"K",54.122,55.921,60.887,65.233,62.333,63.808,"Class2",51.907
13,68.112,"C",21.094,57.173,39.665,70.674,-6.007,62.492,"Class2",53.451
48,7.581,"C",17.007,39.418,33.682,44.464,76.41,44.904,"Class1",42.753
8,78.035,"C",51.004,56.09,56.41,66.997,17.572,31.179,"Class2",43.725
8,75.945,"C",55.721,55.95,63.945,88.869,42.793,79.592,"Class2",48.261
8,77.173,"U",19.138,55.418,51.197,90.646,73.151,42.964,"Class2",44.891
11,73.161,"Y",117.007,54.771,35.831,59.217,71.299,50.374,"Class2",47.095
6,83.683,"Y",31.752,54.84,42.459,65.591,38.424,70.268,"Class2",45.336
48,118.69,"C",14.963,46.56,68.438,12.854,76.632,60.779,"Class1",20.941
48,40.596,"F",14.774,61.095,48.479,19.409,77.058,47.386,"Class1",40.81
48,74.227,"C",18.214,41.606,60.352,42.382,76.994,40.709,"Class1",59.346
48,98.744,"O",14.753,36.225,74.291,34.511,76.51,74.555,"Class1",29.043
11,NA,"U",58.603,58.339,38.251,89.454,69.558,36.323,"Class2",49.518
10,68.238,"C",64.404,54.657,49.872,88.771,56.524,51.553,"Class2",47.613
5,NA,"K",58.905,57.467,37.919,77.128,56.056,49.56,"Class2",53.106
5,76.231,"L",81.739,55.484,47.779,53.795,23.189,43.577,"Class2",44.605
10,90.21,"U",85.765,58.133,53.986,67.645,23.888,44.952,"Class2",55.455
9,62.932,"K",5.775,54.783,38.136,90.044,70.563,71.845,"Class2",54.482
47,72.586,"F",17.848,52.992,30.592,49.744,76.764,52.492,"Class1",30.06
12,107.434,"U",-0.665,56.878,69.554,84.391,44.686,51.038,"Class2",52.517
48,39.828,"O",16.944,42.442,69.912,17.935,76.494,58.839,"Class1",70.02
48,28.111,"O",17.837,39.896,47.681,51.843,76.206,61.677,"Class1",59.791
48,49.227,"F",16.408,39.457,90.767,49.712,77.002,68.473,"Class1",22.103
47,NA,"Z",18.193,34.351,84.438,20.547,76.633,33.415,"Class1",32.76
47,47.9,"F",16.353,34.339,54.691,21.851,77.031,64.561,"Class1",34.172
47,62.514,"Z",18.06,46.979,54.107,48.408,76.156,50.497,"Class1",54.08
12,73.761,"L",84.904,57.274,71.978,57.674,3.548,71.69,"Class2",49.965
7,95.965,"K",63.254,54.402,36.305,76.034,35.876,63.421,"Class2",48.775
6,86.817,"C",53.778,54.249,70.588,73.162,14.297,68.948,"Class2",54.223
10,90.893,"Y",45.667,54.971,51.763,88.257,80.73,79.379,"Class2",51.705
14,90.074,"L",62.337,55.837,51.275,92.91,34.121,39.858,"Class2",54.669
48,28.382,"O",16.502,37.743,55.18,54.94,75.974,54.333,"Class1",44.591
7,78.088,"L",93.444,53.757,62.638,79.85,81.704,32.535,"Class2",55.536
13,88.849,"C",39.679,55.721,70.453,55.696,49.659,49.708,"Class2",54.046
9,82.159,"K",79.136,54.571,65.228,74.116,65.253,35.819,"Class2",44.648
14,89.706,"K",81.779,55.412,50.455,72.851,15.056,71.287,"Class2",53.73
14,102.775,"U",53.452,55.336,52.918,73.953,71.839,45.944,"Class2",48.952
48,30.999,"Z",17.56,46.866,58.596,10.582,76.031,32.117,"Class1",63.213
9,86.668,"Y",55.275,53.834,71.156,54.32,36.375,53.23,"Class2",55.976
48,44.957,"C",15.949,56.256,35.369,7.092,76.922,57.308,"Class1",49.189
9,87.132,"U",88.023,55.542,48.17,92.358,51.238,40.22,"Class2",54.52
48,106.27,"Z",19.327,38.626,57.46,19.125,76.093,70.587,"Class1",71.845
47,14.048,"C",17.742,52.178,33.398,68.347,76.052,71.52,"Class1",66.754
47,81.122,"F",15.858,40.884,67.532,56.544,76.181,37.62,"Class1",13.695
11,83.003,"Y",61.908,56.117,35.581,56.18,48.181,38.902,"Class2",43.752
48,50.94,"O",16.833,54.096,89.51,37.599,76.326,73.898,"Class1",69.149
48,55.079,"R",14.937,36.423,73.928,56.884,76.272,52.612,"Class1",1.192
47,33.098,"R",16.797,45.751,65.627,11.796,76.562,38.445,"Class1",22.559
48,NA,"C",17.271,50.539,72.904,30.87,77.039,33.077,"Class1",30.939
48,20.389,"C",16.844,42.113,92.301,67.348,76.752,71.112,"Class1",36.779
12,NA,"C",76.551,57.052,58.96,59.692,80.994,36.653,"Class2",49.488
9,66.401,"L",75.664,53.435,69.208,83.319,29.579,78.649,"Class2",44.22
48,22.095,"C",18.347,52.916,75.351,21.906,76.543,63.882,"Class1",27.366
48,48.738,"C",17.307,43.567,74.972,20.317,76.546,45.724,"Class1",33.475
48,76.027,"F",17.849,41.711,38.587,21.75,76.903,NA,"Class1",49.885
48,NA,"C",17.948,41.73,79.254,54.033,76.369,71.45,"Class1",37.912
6,85.436,"K",27.264,55.355,44.949,92.212,64.959,60.305,"Class2",54.482
47,63.461,"Z",16.89,53.857,56.267,4.91,76.409,73.771,"Class1",60.245
47,108.905,"C",18.042,40.207,54.289,39.169,76.992,66.388,"Class1",16.052
5,88.354,"U",51.486,54.369,57.67,57.89,11.636,45.027,"Class2",45.013
48,66.205,"C",16.51,42.769,70.291,52.23,77.086,36.626,"Class1",9.951
5,79.191,"L",53.367,54.234,42.4,67.052,31.32,39.527,"Class2",46.927
48,43.638,"Z",18.681,37.166,61.892,51.678,76.482,40.747,"Class1",67.541
9,94.922,"U",89.527,54.982,46.05,74.083,-7.89,73.515,"Class2",46.577
47,30.481,"F",17.645,45.922,39.887,17.929,76.182,62.274,"Class1",19.222
12,85.86,"C",49.19,56.782,42.928,85.926,9.241,52.342,"Class2",43.739
12,79.231,"Y",60.838,56.598,71.734,84.194,73.432,54.913,"Class2",51.078
14,85.971,"K",51.935,56.36,34.676,73.698,85.719,46.915,"Class2",50.855
12,74.805,"C",61.001,55.71,50.882,72.885,41.14,NA,"Class2",54.975
48,91.525,"R",18.502,41.562,77.186,45.399,76.626,64.894,"Class1",34.714
14,103.196,"K",19.596,55.335,63.903,53.61,41.252,67.838,"Class2",53.769
